Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527)
2.753250648022992e-06,0.8850420134243582,3.76,0.0,0.4438889004160951,0.9776626292619868,0.02837964230362567,0.004921123950511894,0.0027182314403279956,0.1598777617899775,0.17230949596109474,5.6825601995700794e-09,0.1801325298290146,5.959252443106625e-05,0.0005383543482435837,0.0040975054824463255,0.0015570044761090871,5.278621402790926e-05,0.00039093766350651845,0.016571338772768448,0.19769743266398185,0.00030755682140827094,0.0010369371897139342,0.0013619371553618338,0.007748321824142615,0.0006736009051943654,0.0007551688040648963,0.0014487924163617213,4.802222986150023e-08,0.000668592231387534,2.2437539254526393e-09,0.00035722225696250675,0.0006848512657270521,0.00022036864798797242,9.428913680135313e-08,2.415830968780581e-08,0.001511605638189763,0.00034073064649673237,0.0009814335206095005,2.90741917898485e-05,3.599542765639331e-09,1.879700888176492e-09,0.0002573741148855406,2.2201765086672166e-06,8.030489969822376e-06,1.6267963601104497e-07,1.82137019987011e-08,1.3500650591729506e-05,2.066074758511672e-08,1.196671975512502e-10,4.367071889324111e-09,0.0003136297966559868,2.3739886006523566e-07,5.4189527251861735e-08,0.0001600671574748674,2.838068197454249e-09,1.0786629844946978e-12,1.3111871122962913e-07,5.248666095351817e-05,4.877207901302209e-08,1.5485101353310864e-05,4.0328615563598064e-09,2.9294993213612782e-08,2.2529316040256425e-05,1.5643507914688938e-06,8.823275144586687e-06,0.0006705173102938908,0.0036596001063392927,9.701584424259657e-06,8.172986071542081e-12,4.925357736928335e-12,3.988895040099221e-07,4.827164743217625e-06,3.3087746327208733e-07,9.256074243421149e-07,8.116680089583613e-12,1.393418141497288e-07,1.792536821796141e-10,6.043752511885367e-11,4.434122413632616e-09,4.286628957716015e-08,6.082545269910104e-06
2.7598501266943156e-06,0.8853881834865557,3.76,0.0,0.4416840442218218,0.9773710147332648,0.028720111041041236,0.004931966219031174,0.0027512992045626724,0.15999689458027053,0.17260710197521126,5.7545207351454595e-09,0.18181568245021568,6.0583187598771694e-05,0.0005454087959331502,0.004171201365285028,0.0015681685901945005,5.361458906051134e-05,0.0003938331349781073,0.016735763105683685,0.19947604957827975,0.00031031320419929646,0.001048215768455073,0.0013770495110880514,0.007854682640392094,0.0006841928429088001,0.0007704225650102237,0.0014791847887343902,4.834592896006752e-08,0.0006862053074793027,2.289276500318961e-09,0.00036423861551180143,0.0006985494364645303,0.00022484792288829814,9.669470147938028e-08,2.4632787432656394e-08,0.001537395442662228,0.0003485472893181225,0.0009983457853151188,2.980778035375873e-05,3.699067814908554e-09,1.9023541010303604e-09,0.0002602979336170048,2.2715967765321698e-06,8.21088715259745e-06,1.6639095606793135e-07,1.863157125771356e-08,1.3960090507309384e-05,2.15487831456756e-08,1.2268518222324753e-10,4.474026861204045e-09,0.00031928497662711265,2.4757390009010323e-07,5.665554167350127e-08,0.0001652040976779308,2.929992201184214e-09,1.099840568481624e-12,1.3598126111757484e-07,5.293439007722538e-05,5.0367945846062516e-08,1.59415974035218e-05,4.1376806535833195e-09,3.014993662098309e-08,2.272104836692588e-05,1.606126320475835e-06,9.156410434177879e-06,0.0006596042714930065,0.003677601037376987,9.900869614975973e-06,8.335311719133352e-12,5.023114421009861e-12,4.0655208204881984e-07,4.876639228402669e-06,3.40195180161412e-07,9.519330649886996e-07,8.34960221437173e-12,1.4379694377393687e-07,1.847609810465768e-10,6.248827554046504e-11,4.583711746875908e-09,4.3573727496510497e-08,6.224766136790041e-06
2.7664496053656393e-06,0.885735990095574,3.76,0.0,0.43947002978662464,0.9770758569593423,0.029064065582507254,0.0049428363588935684,0.0027846622268829003,0.16011303668650465,0.1729040380796171,5.827489775479634e-09,0.18350792818168762,6.158952615140175e-05,0.0005525331578270902,0.004246254221869043,0.0015793438117404342,5.4454272314085687e-05,0.00039672481489766036,0.016901033977731364,0.20126231119352725,0.00031307801824287217,0.0010595518207524206,0.0013922646152049257,0.00796226753158065,0.0006949408801667157,0.0007859243695347769,0.0015101168389180719,4.866846822284525e-08,0.0007042591794854459,2.3355590217914225e-09,0.00037136707006652224,0.0007124671684186446,0.0002294026807364022,9.915824718196349e-08,2.5114749443476083e-08,0.0015636787008444406,0.00035653324664200583,0.0010155676549605415,3.0566895458787325e-05,3.801227477841923e-09,1.925167343172139e-09,0.0002632844598443075,2.3247944722771204e-06,8.394880550077101e-06,1.7018431040576787e-07,1.906598682539877e-08,1.4436577006190414e-05,2.247686308934517e-08,1.2577302020959455e-10,4.583338995949589e-09,0.00032505071316376634,2.5821279356070347e-07,5.9236403092653144e-08,0.00017049579971686914,3.0247325479884326e-09,1.121351924151075e-12,1.410158027343599e-07,5.3382236645913435e-05,5.203368376663301e-08,1.64109069044281e-05,4.245119376188506e-09,3.102833277671368e-08,2.2913192549218796e-05,1.6490680699539945e-06,9.502041423908135e-06,0.0006488299822118712,0.003695448196977336,1.0104215606594343e-05,8.500811951178768e-12,5.122769627330845e-12,4.1435861280329503e-07,4.926434896483468e-06,3.497797985954069e-07,9.789603916497277e-07,8.589349097394556e-12,1.4839346252020563e-07,1.9044715336746687e-10,6.460821660313346e-11,4.738600835259124e-09,4.429349443369894e-08,6.370050581087439e-06
2.773049084036963e-06,0.8860854191478621,3.76,0.0,0.43724697415818,0.9767771245081632,0.02941152458425059,0.004953735297953433,0.002818318796140247,0.160226172085245,0.17320031123516497,5.901466951577951e-09,0.18520917854278543,6.261160454707843e-05,0.0005597271441616915,0.004322686759687826,0.0015905286783664584,5.530534019763656e-05,0.00039961195660321674,0.01706713052275344,0.20305606314322547,0.00031585076902357513,0.0010709437084908506,0.0014075820366871142,0.00807108476544049,0.0007058464532640024,0.0008016759516399283,0.0015415945700164647,4.898975176814991e-08,0.0007227637184855789,2.382608363469181e-09,0.00037860859238512804,0.0007266059195257539,0.00023403362178036637,1.0168099834916325e-07,2.5604248288011566e-08,0.0015904628264221676,0.000364691604252487,0.0010331037701871053,3.135243575131622e-05,3.906084492322262e-09,1.948137978967996e-09,0.00026633541208189116,2.3798437983697815e-06,8.582526738249396e-06,1.7406115991698178e-07,1.9517669391195788e-08,1.4930711931807595e-05,2.34467168438092e-08,1.2893199490682005e-10,4.695047093673383e-09,0.0003309291304760677,2.6933647260014605e-07,6.193724324064557e-08,0.00017594637714352443,3.122366659327181e-09,1.143199384814317e-12,1.4622790064823557e-07,5.383010337960872e-05,5.3772308939210413e-08,1.6893355438020273e-05,4.355233307177149e-09,3.1930733186572275e-08,2.3105729014316155e-05,1.69320490627953e-06,9.860596271101498e-06,0.000638195994979855,0.0037131403070719284,1.0311692462476526e-05,8.669537979424957e-12,5.224353242598267e-12,4.223112571094668e-07,4.976548128892229e-06,3.596387270001979e-07,1.0067048695899212e-06,8.836115305594693e-12,1.5313564514442397e-07,1.963176755467506e-10,6.679955022827969e-11,4.898974621286941e-09,4.502575752189432e-08,6.518452628763166e-06
2.7796485627082866e-06,0.8864364558961562,3.76,0.0,0.43501499879010913,0.9764747861428703,0.029762506220471198,0.004964663977602449,0.0028522670239281207,0.16033628504353675,0.1734959286656649,5.9764511942042945e-09,0.18691934153748907,6.364947906129432e-05,0.0005669904265594231,0.004400521930011032,0.0016017217080239632,5.616786653367415e-05,0.00040249380091370593,0.017234031093715473,0.2048571463694383,0.00031863094768653827,0.0010823897348645505,0.0014230013261981134,0.00818114248684697,0.0007169109717031268,0.0008176789635953635,0.0015736239114589891,4.930968246542806e-08,0.0007417289564129112,2.4304312365976452e-09,0.00038596413344661555,0.0007409670734665226,0.0002387414299211527,1.0426419656993535e-07,2.6101334312720905e-08,0.0016177552625733888,0.00037302547824223843,0.0010509587941679053,3.2165327983990866e-05,4.013702690239171e-09,1.9712632339392464e-09,0.00026945255112737946,2.4368221027348075e-06,8.773882643213235e-06,1.780229746503181e-07,1.9987366739481352e-08,1.5443115009536977e-05,2.446013874837294e-08,1.3216339683397968e-10,4.809189965475073e-09,0.000336922385823534,2.80966738265652e-07,6.476339830562047e-08,0.00018156002410353714,3.222973610588167e-09,1.165385184329506e-12,1.5162326880486423e-07,5.427789148356583e-05,5.558694815037197e-08,1.7389275057443153e-05,4.468078689535015e-09,3.285769739511383e-08,2.329863812358314e-05,1.738566176535927e-06,1.0232515070997478e-05,0.0006277037715144878,0.003730676189183813,1.0523370719237378e-05,8.841541233155969e-12,5.327895243451972e-12,4.3041217904814124e-07,5.02697480216239e-06,3.6977955760914533e-07,1.0351821240683304e-06,9.090100382163783e-12,1.5802788009375983e-07,2.0237816488723682e-10,6.906453841788052e-11,5.065023910319208e-09,4.577068408781619e-08,6.670026673964479e-06
2.7862480413796103e-06,0.8867890849444346,3.76,0.0,0.4327742295660285,0.9761688108406815,0.030117028163935147,0.004975623352718731,0.0028865048407561017,0.1604433601310056,0.1737908978602686,6.052440657851263e-09,0.18863832163485822,6.470319745069218e-05,0.0005743226372895134,0.004479782924676922,0.0016129213995766103,5.7041922437247285e-05,0.0004053695764231826,0.0174017132585342,0.20666539711286716,0.0003214180310711843,0.001093888144215925,0.0014385220164355697,0.008292448711607555,0.0007281358162745835,0.0008339349719522192,0.0016062107124093965,4.9628161984376336e-08,0.0007611650856808526,2.479034180092988e-09,0.0003934346222161815,0.0007555519362841732,0.00024352677166302207,1.069091003986662e-07,2.660605553301573e-08,0.0016455634787731607,0.00038153801416643105,0.001069137410747263,3.300652768148246e-05,4.124146995128541e-09,1.9945401933708464e-09,0.0002726376807082472,2.4958099991414285e-06,8.969005530003976e-06,1.820712331190277e-07,2.047585441934036e-08,1.5974424172692565e-05,2.5518989757495988e-08,1.354685228533924e-10,4.925806399976136e-09,0.00034303266960490354,2.9312629001570756e-07,6.772041519514883e-08,0.0001873410154639312,3.3266341420038934e-09,1.1879114521674676e-12,1.5720777099012622e-07,5.4725500691150014e-05,5.748084151311728e-08,1.789900432345852e-05,4.58371240958249e-09,3.3809792850570855e-08,2.3491900193619136e-05,1.7851817039369771e-06,1.0618250031581669e-05,0.0006173546819877571,0.0037480547653123268,1.0739321353403531e-05,9.016873330669015e-12,5.4334256780707304e-12,4.386635449357067e-07,5.07771018318937e-06,3.8021006983346303e-07,1.064407931634471e-06,9.351508960354363e-12,1.6307467163830674e-07,2.086343814542952e-10,7.140550430221684e-11,5.2369455137806e-09,4.6528441563402036e-08,6.8248274514589724e-06
2.792847520050934e-06,0.887143290243603,3.76,0.0,0.4305247968187473,0.9758591678121982,0.030475107566423475,0.004986614391625233,0.002921029992226604,0.1605473822321943,0.17408522657487566,6.1294327419796324e-09,0.19036601975384745,6.577279861909145e-05,0.0005817233685472086,0.0045604931726004015,0.0016241262334156204,5.7927576194192635e-05,0.0004082384998999232,0.017570153796076782,0.20848064690861798,0.00032421148191632285,0.0011054371218019157,0.001454143622499921,0.008405011320169855,0.0007395223370827141,0.0008504454534942822,0.0016393607350098363,4.994509085796318e-08,0.0007810824586410905,2.528423550369366e-09,0.00040102096439087996,0.0007703617326306901,0.0002483902950323315,1.0961698514703095e-07,2.7118457520644145e-08,0.001673894967468242,0.00039023238613903314,0.001087644322493692,3.387701981081726e-05,4.237483418464174e-09,2.0179658007796737e-09,0.00027589264811888817,2.556891491133844e-06,9.167952976030219e-06,1.8620742157664416e-07,2.0983936391576195e-08,1.6525295882782212e-05,2.662519912982688e-08,1.3884867523967967e-10,5.0449351285661885e-09,0.0003492622054215751,3.0583875569692423e-07,7.081405785920111e-08,0.00019329370685675518,3.4334306682089555e-09,1.2107802084052017e-12,1.6298742266746312e-07,5.517282931010845e-05,5.945734493265395e-08,1.8422888335972254e-05,4.702191978563865e-09,3.478759475457977e-08,2.3685495518169314e-05,1.8330817823253763e-06,1.101826564252632e-05,0.0006071500044143581,0.0037652750586941895,1.095961574020241e-05,9.19558604675929e-12,5.540974643279304e-12,4.470675214364929e-07,5.128749625130396e-06,3.909382336421049e-07,1.0943982114867994e-06,9.620550848688474e-12,1.682806420045762e-07,2.1509222985377213e-10,7.382483316511072e-11,5.41494239337537e-09,4.729919739433219e-08,6.982910007426389e-06
2.7994469987222576e-06,0.8874990550885583,3.76,0.0,0.42826683534565513,0.9755458265210719,0.030836761039065776,0.004997638076041179,0.0029558400352788865,0.1606483365589656,0.17437892283393405,6.207424081604836e-09,0.19210233325061166,6.685831228460408e-05,0.0005891921717540105,0.004642676336021326,0.0016353346721027237,5.8824893138970135e-05,0.0004110997765933979,0.017739328693700443,0.21030272258676544,0.00032701074888255,0.0011170347936259857,0.0014698656422818446,0.008518838051253443,0.0007510718515189587,0.0008672117911388095,0.00167307964749153,5.0260368536176454e-08,0.0008014915868772196,2.5786055109884445e-09,0.00040872404113051567,0.0007853976019854141,0.0002533326284693227,1.1238914265230158e-07,2.7638583289027116e-08,0.0017027572406388628,0.0003991117958760909,0.001106484248681936,3.4777819453685446e-05,4.353779055271925e-09,2.0415368558642335e-09,0.0002792193448458601,2.620154099161298e-06,9.370782840289477e-06,1.9043303325731178e-07,2.15124457154822e-08,1.7096405442693413e-05,2.7780766109791127e-08,1.423051608080082e-10,5.1666147891568075e-09,0.00035561325011558857,3.1912872194672596e-07,7.405031364997337e-08,0.0001994225346396607,3.5434472865218576e-09,1.2339933586278292e-12,1.689683948694677e-07,5.561977427071285e-05,6.151993263808453e-08,1.896127876060103e-05,4.823575512902053e-09,3.5791685887459516e-08,2.3879404390752377e-05,1.8822971696868243e-06,1.1433038837151194e-05,0.0005970909241485465,0.003782336194453876,1.118432561344034e-05,9.377731277137868e-12,5.650572261981927e-12,4.5562627361664024e-07,5.18008868911064e-06,4.0197221293989706e-07,1.1251690162242923e-06,9.897441117317114e-12,1.7365053350010816e-07,2.217577610492212e-10,7.632497344092265e-11,5.599223805858886e-09,4.808311894598822e-08,7.14432966869665e-06
2.8060464773935813e-06,0.8878563621154426,3.76,0.0,0.42600048442255445,0.9752287567039789,0.03120200463254974,0.0050086954010036926,0.0029909323345779807,0.1607462086628112,0.17467199493293317,6.286410472890797e-09,0.19384715590630028,6.795975864400155e-05,0.0005967285568905741,0.004726356306480398,0.001646545161038507,5.973393553171021e-05,0.0004139526004855605,0.017909213146051914,0.21213144627501584,0.00032981526641555055,0.0011286792264666875,0.0014856875568769483,0.008633936495408308,0.0007627856422008433,0.0008842352698275167,0.0017073730171568984,5.057389342409564e-08,0.0008224031403190898,2.629586022202168e-09,0.00041654470777112575,0.000800660595210384,0.0002583543797134022,1.1522688102024862e-07,2.8166473178963812e-08,0.001732157826244421,0.000408179471682022,0.001125661923208953,3.570997247978384e-05,4.473102077957743e-09,2.065250013054377e-09,0.000282619707178691,2.6856889911176202e-06,9.577553247743926e-06,1.947495675834055e-07,2.206224524782931e-08,1.768844730185113e-05,2.8987761603940366e-08,1.4583929001583076e-10,5.290883888366712e-09,0.0003620880937886441,3.33021765041618e-07,7.743539971959084e-08,0.00020573201576991012,3.6567697839218236e-09,1.2575526888054317e-12,1.7515701713726835e-07,5.606623117544671e-05,6.367219989539935e-08,1.9514533849863624e-05,4.947921713372065e-09,3.6822656417173244e-08,2.4073607127995066e-05,1.9328590808773122e-06,1.1863059145616134e-05,0.0005871785335000973,0.003799237400132844,1.1413523029941157e-05,9.563361003943563e-12,5.762248663899481e-12,4.6434196379795217e-07,5.231722374447216e-06,4.13320368940685e-07,1.156736521191984e-06,1.0182400208126195e-11,1.7918921061830054e-07,2.2863717404305957e-10,7.890843770196453e-11,5.790005448216626e-09,4.888037340690425e-08,7.30914201036375e-06
2.812645956064905e-06,0.8882151932982968,3.76,0.0,0.42372588781476445,0.9749079283909295,0.03157085381723442,0.005019787374776278,0.0030263040590001416,0.16084098444721098,0.17496445144007186,6.366386879950684e-09,0.19560037791738585,6.907714803694681e-05,0.0006043319918648124,0.0048115572004986985,0.0016577561291620205,6.065476243451119e-05,0.0004167961546886243,0.018079781553652995,0.21396663540444186,0.0003326244548452493,0.0011403684279617846,0.0015016088310311924,0.00875031408850969,0.0007746649548764084,0.0009015170724120097,0.0017422463032185636,5.088556293365444e-08,0.0008438279461628779,2.681370830368628e-09,0.00042448379251943893,0.0008161516710945004,0.0002634561346814993,1.1813152434031559e-07,2.8702164744088994e-08,0.0017621042645403432,0.00041743866737366876,0.0011451820924303425,3.667455622160987e-05,4.595521728501201e-09,2.0891017804487006e-09,0.00028609571680542474,2.7535911165547644e-06,9.788322577281427e-06,1.9915852934448674e-07,2.2634228279285552e-08,1.830213535266117e-05,3.024832983652058e-08,1.4945237591943037e-10,5.41778076231774e-09,0.0003686890598003384,3.475444822062267e-07,8.097576945597366e-08,0.00021222674758543812,3.7734856424938805e-09,1.2814598601840076e-12,1.8155977749946053e-07,5.651209435169541e-05,6.591786555812213e-08,2.008301845846125e-05,5.075289842828127e-09,3.788110370073617e-08,2.4268084093773627e-05,1.9847991795911847e-06,1.2308828838963242e-05,0.0005774138314834869,0.003815978006083136,1.1647280328547866e-05,9.752527261526043e-12,5.876033963973939e-12,4.7321674987238995e-07,5.283644961289811e-06,4.24991263537944e-07,1.1891170131199839e-06,1.0475654027098623e-11,1.8490166212752964e-07,2.357368173390535e-10,8.1577803622909e-11,5.987509603272322e-09,4.969112768928494e-08,7.477402821661836e-06
2.8192454347362287e-06,0.8885755299464481,3.76,0.0,0.42144319378263756,0.9745833119259792,0.031943323463203915,0.005030915018768164,0.0030619521781431345,0.16093265018020525,0.1752563011967008,6.447347439004123e-09,0.19736188589107295,7.021048061525047e-05,0.0006120019019066214,0.004898303354951684,0.001668965989686279,6.158742958760935e-05,0.0004196296119414502,0.018251007521625465,0.2158081027216996,0.0003354377207030065,0.0011521003466062139,0.0015176289136092159,0.008867978105192539,0.0007867109962758248,0.0009190582754964662,0.001777704849490474,5.11952735623732e-08,0.0008657769875935417,2.733965457196095e-09,0.00043254209513162595,0.0008318716924830512,0.0002686384563179182,1.2110441237251107e-07,2.9245692633787083e-08,0.0017926041042632,0.00042689266114202064,0.0011650495129085622,3.7672680150497996e-05,4.7211083096614715e-09,2.1130885183866556e-09,0.00028964940139281683,2.823959344514384e-06,1.0003149430558419e-05,2.036614278465435e-07,2.3229319133409266e-08,1.8938203217417073e-05,3.156468997072856e-08,1.5314573314366826e-10,5.547343536121916e-09,0.0003754185047345505,3.6272452331363423e-07,8.467811893906192e-08,0.00021891140748696425,3.893684043173256e-09,1.3057164040819731e-12,1.8818332223200372e-07,5.6957256907647e-05,6.826077430093869e-08,2.0667104052370816e-05,5.205739702246353e-09,3.896763206595471e-08,2.44628157242013e-05,2.038149569293677e-06,1.2770863064496369e-05,0.0005677977236993424,0.0038325574457255657,1.1885670079419959e-05,9.945282097711862e-12,5.9919582348857426e-12,4.822527829473065e-07,5.335850861822226e-06,4.369936626716261e-07,1.2223268789243675e-06,1.0777434029760387e-11,1.907930031514088e-07,2.430631903583291e-10,8.433571490776643e-11,6.1919652855672516e-09,5.0515548326349806e-08,7.649168070067726e-06
2.8258449134075523e-06,0.8889373527036638,3.76,0.0,0.41915255508235805,0.9742548779883038,0.03231942782025077,0.00504207936744595,0.0030978734589278984,0.16102119250701602,0.17554755331819685,6.529285389917892e-09,0.19913156284384356,7.135974601549247e-05,0.0006197376689896902,0.0049866193221421605,0.0016801731408646041,6.253198928561449e-05,0.00042245213499065643,0.01842286386026843,0.2176556563071167,0.00033825445681399377,0.0011638728718180531,0.0015337472380822633,0.008986935652217556,0.0007989249319117873,0.0009368598452390395,0.0018137538769476384,5.150292096297128e-08,0.0008882614023081113,2.787375188858088e-09,0.0004407203855785566,0.0008478214223726071,0.00027390188341577153,1.2414690020617255e-07,2.979708847438707e-08,0.001823664898692182,0.00043654475435346584,0.0011852689490836252,3.8705486552234845e-05,4.849933174328331e-09,2.1372064381317503e-09,0.00029328283514931875,2.8968966048411513e-06,1.0222092593668521e-05,2.0825977602727986e-07,2.3848473808926677e-08,1.959740452461881e-05,3.293913770110007e-08,1.5692067684536836e-10,5.679610081880852e-09,0.0003822788183331004,3.785906229181051e-07,8.8549393396807e-08,0.0002257907525173824,4.0174558678525315e-09,1.3303237165836288e-12,1.950344589061403e-07,5.740161078981281e-05,7.070489889303096e-08,2.126716871165946e-05,5.33933160532766e-09,4.00828525632148e-08,2.4657782553383172e-05,2.0929427829984027e-06,1.3249689971537408e-05,0.0005583310223391722,0.003848975255681264,1.2128765034803829e-05,1.0141677531214146e-11,6.110051480178628e-12,4.91452205586684e-07,5.38833481071706e-06,4.493365396843825e-07,1.256382593859004e-06,1.1087977325746051e-11,1.968684772306961e-07,2.506229448379417e-10,8.718488219309557e-11,6.403608387147617e-09,5.1353801366832755e-08,7.824493863647487e-06
2.832444392078876e-06,0.8893006415476734,3.76,0.0,0.41685412896533475,0.9739225976135442,0.032699180497786105,0.005053281468205278,0.0031340644624085943,0.1611065984624783,0.17583821719587375,6.612193069551286e-09,0.20090928820006193,7.252492303007432e-05,0.0006275386312976087,0.005076529864560485,0.0016913759667824444,6.348849025344122e-05,0.0004252628768922487,0.018595322587284645,0.21950909959473672,0.0003410740421397846,0.0011756838342633646,0.0015499632230456396,0.00910719366177152,0.0008113078838545703,0.0009549226331732906,0.0018503984761696365,5.180839998274847e-08,0.000911292480820067,2.841605065027091e-09,0.0004490194026956115,0.000864001520518922,0.00027924692943985237,1.272603578883013e-07,3.0356380751794574e-08,0.0018552942015871005,0.00044639827028626747,0.0012058451708736263,3.977415120021201e-05,4.982068712902661e-09,2.161451601016213e-09,0.00029699813936664516,2.972510033193005e-06,1.0445211021984398e-05,2.129550895377949e-07,2.4492680642395217e-08,2.028051317290317e-05,3.437404682506057e-08,1.6077852154239446e-10,5.814617975091693e-09,0.0003892724234080159,3.9517263262824055e-07,9.259679365544142e-08,0.0002328696188311001,4.144893699812614e-09,1.3552830533004197e-12,2.0212016120360958e-07,5.784504684183145e-05,7.325434271047617e-08,2.188359712641615e-05,5.476126351830065e-09,4.12273826998261e-08,2.4852965239905167e-05,2.1492117721356723e-06,1.374585082473828e-05,0.0005490144463190881,0.003865231075770818,1.237663808750095e-05,1.0341765511263671e-11,6.230343612801991e-12,5.008171502963202e-07,5.441090768251957e-06,4.6202907866015514e-07,1.2913007078063141e-06,1.1407526772283955e-11,2.031334583491718e-07,2.5842288602023066e-10,9.01280839255309e-11,6.62268182295304e-09,5.220605226686617e-08,8.003436411572825e-06
2.8390438707501997e-06,0.8896653757884155,3.76,0.0,0.4145480771736277,0.9735864422154173,0.033082594444770255,0.005064522381249804,0.0031705215406511687,0.16118885548358727,0.17612830249725558,6.696061919928711e-09,0.2026949377947007,7.370597928423558e-05,0.0006354040827222408,0.0051680599493829915,0.001702572838173256,6.445697752264426e-05,0.00042806098157675674,0.018768354929068445,0.22136823139652992,0.0003438958420988046,0.0011875310061246526,0.001566276272754379,0.009228758884734428,0.000823860928469403,0.0009732473720359063,0.0018876435996843753,5.2111604730476624e-08,0.000934881664580709,2.896659867840672e-09,0.000457439852825171,0.0008804125397386791,0.0002846740813378152,1.3044617002610369e-07,3.0923594692885626e-08,0.0018874995630234208,0.0004564565528136392,0.0012267829512045676,4.087988402601995e-05,5.117588339878002e-09,2.185819917662311e-09,0.0003007974829436114,3.0509111189801507e-06,1.0672563814936337e-05,2.1774888579367753e-07,2.5162960842270262e-08,2.0988323583842107e-05,3.58718707619773e-08,1.647205799524443e-10,5.952404449784625e-09,0.00039640177572850774,4.1250155366057097e-07,9.682778255889307e-08,0.00024015292107576054,4.276091822544464e-09,1.3805955240841691e-12,2.0944756745665526e-07,5.82874548670351e-05,7.591334184776167e-08,2.2516780586522326e-05,5.6161851992202854e-09,4.2401846172210224e-08,2.504834459394743e-05,2.206989894494483e-06,1.4259900107516801e-05,0.00053984862151918,0.0038813246489040444,1.2629362217466372e-05,1.0545597875532747e-11,6.352864427661274e-12,5.103497371173473e-07,5.4941122501398305e-06,4.7508067774536513e-07,1.3270978315769796e-06,1.1736331061843943e-11,2.0959345294042565e-07,2.6646997359121955e-10,9.316816719711947e-11,6.849435675767136e-09,5.307246577972779e-08,8.186051983045307e-06
2.8456433494215233e-06,0.8900315340679683,3.76,0.0,0.41223456593002955,0.9732463836077075,0.03346968192965296,0.005075803179454173,0.003207240833758658,0.16126795142206052,0.17641781916595703,6.780882447492735e-09,0.20448838388020346,7.49028709177458e-05,0.0006433332724144067,0.005261234742556127,0.0017137621132767614,6.543749230810023e-05,0.0004308455843612209,0.018941931323264743,0.22323284593308848,0.00034671920882013984,0.001199412101440486,0.001582685777692904,0.009351637883891926,0.0008365850941175717,0.0009918346715964606,0.0019254940541645574,5.2412428659752755e-08,0.0009590405438098333,2.9525441106852436e-09,0.00046598240844274554,0.0008970549222011062,0.00029018379833857766,1.3370573534913275e-07,3.1498752146563405e-08,0.0019202885250645852,0.0004667229650021435,0.001248087063437752,4.202392978599634e-05,5.256566478158857e-09,2.210307147072755e-09,0.0003046830828810591,3.1322158579574607e-06,1.0904210187695778e-05,2.2264268299911623e-07,2.586036905080058e-08,2.172165093702867e-05,3.743514403174334e-08,1.6874816179372393e-10,6.0930063522025494e-09,0.0004036693638682656,4.306095697004794e-07,1.012500913625176e-07,0.00024764565162453835,4.41114621606725e-09,1.4062620877314913e-12,2.1702398201479794e-07,5.872872369303683e-05,7.868626711151956e-08,2.3167116962007723e-05,5.759569833060171e-09,4.360687256869893e-08,2.52439016054008e-05,2.2663109009672324e-06,1.4792405609488965e-05,0.0005308340811971596,0.0038972558207899704,1.2887010435520512e-05,1.0753226305692603e-11,6.47764357181464e-12,5.200520715034415e-07,5.547392714193258e-06,4.885009524458499e-07,1.3637906223715926e-06,1.2074644818051543e-11,2.1625410185604143e-07,2.747713225964669e-10,9.630804855024499e-11,7.084127340289631e-09,5.3953205841610874e-08,8.372396863885764e-06
