Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527)
3.926643786698421e-18,0.8273530413372149,3.76,0.0,0.8247798380882153,0.9999999999999999,1.380873155460687e-38,7.484314778094839e-15,9.758194397173179e-29,2.91084966826782e-13,2.91084966826787e-13,2.903348956808896e-29,1.0858409047984229e-27,1.0854938947782694e-27,6.66163749793715e-38,4.918879026841389e-38,1.6956490018402135e-16,6.091791486494382e-30,7.136254681335504e-17,4.460797074332932e-21,2.1593970667995654e-25,9.820681374490359e-17,5.745975812769347e-29,3.669262263913291e-29,1.1475634246447805e-38,6.651120333336812e-22,6.536216217015906e-43,2.2481200349633576e-46,9.775032557867167e-30,1.1791606313618766e-41,5.950959121284154e-61,3.508154726888235e-30,6.652526574255167e-42,4.878928326903488e-53,1.2225352996831994e-49,7.730521160197479e-66,8.763151248849777e-16,5.715398145753646e-29,8.763151248808641e-16,7.344845959369273e-32,2.3793388358867117e-55,2.025222968794522e-31,3.378404315284173e-17,6.792717406088589e-42,5.717097253457034e-58,8.200631054335772e-30,1.7949741849915812e-41,1.0900583420440915e-43,8.166139574771108e-45,2.94524109683136e-57,1.105694813896306e-52,5.720225571575101e-38,5.964639407790454e-44,3.2306170742675144e-44,7.731842792641941e-55,7.713727969396269e-70,6.92292558887323e-70,3.6441976556220486e-75,1.7476558384255842e-17,8.037397738165983e-42,1.7015633009617042e-58,3.4377498925945406e-46,1.4769467789776755e-50,5.686557865308927e-29,3.378404314470661e-17,1.5044513783960724e-43,7.48431477809016e-15,4.993842332374733e-30,7.576739511517553e-27,2.9007021520200635e-43,5.95287981119025e-42,1.3813409829248785e-36,1.747655838049788e-17,7.864586276950099e-57,1.2374739704916054e-32,8.638982368982726e-58,3.699107676055283e-58,1.0767679119985226e-43,2.8961297786346743e-61,1.3286380753220466e-56,9.350793140554316e-30,1.3317022079942984e-57
7.856699079727597e-18,0.8273530413372593,3.76,0.0,0.8247798380879153,0.9999999999999997,1.1055381577811126e-37,1.4975132001702004e-14,3.9058208511555705e-28,5.824228311050554e-13,5.824228311050751e-13,1.162096210256915e-28,4.346193454334579e-27,4.344804457673888e-27,5.333360558959505e-37,3.938094109114193e-37,3.392771200037301e-16,2.438304161279628e-29,1.4278709389852013e-16,8.925905591729334e-21,8.643215809193574e-25,1.9649895031835163e-16,2.2998877700421317e-28,1.4686611440263452e-28,9.187485073814796e-38,1.330801939160379e-21,5.2341767971364964e-42,1.799863116851324e-45,3.91256046196595e-29,9.44045484163201e-41,9.529288805936572e-60,1.4041761405460798e-29,5.327374226086909e-41,7.814697675279939e-52,9.787715924345934e-49,2.476521428736519e-64,1.7533916008759302e-15,2.2876487340419767e-28,1.7533916008594651e-15,2.9398525099629436e-31,3.810042167417002e-54,8.10616973593855e-31,6.759743821221757e-17,5.43968305640015e-41,9.154804887043772e-57,3.2823895668953774e-29,1.4370832124280748e-40,8.729308741627028e-43,6.539534767511722e-44,2.3861810651284705e-56,8.852281723646231e-52,4.579659055426788e-37,4.776549061766496e-43,2.5871138049987273e-43,1.238429283617667e-53,2.4711442983854184e-68,2.217803067628557e-68,1.1674433850229752e-73,3.4968300568503534e-17,6.435153905438929e-41,2.724718748664175e-57,2.7529880770216925e-45,1.1824556123545942e-49,2.2761051056491994e-28,6.759743817965587e-17,1.2047812761061596e-42,1.4975132001683273e-14,1.9988383658644582e-29,3.0326703586817005e-26,2.3223254800073272e-42,4.765923446097164e-41,1.1059126957972278e-35,3.496830055346189e-17,1.2597981990721817e-55,4.953120831743107e-32,1.3838457583945546e-56,5.92546050601415e-57,8.622876254067333e-43,4.6392027406637645e-60,2.128294854161499e-55,3.742754142529e-29,2.1330197611459925e-56
1.5716809665785948e-17,0.8273530413373482,3.76,0.0,0.8247798380873155,0.9999999999999993,8.847665273106617e-37,2.9956766448933535e-14,1.5628371239434085e-27,1.1650985596611845e-12,1.1650985596612643e-12,4.649898485089903e-28,1.7390435413211117e-26,1.7384877199213392e-26,4.268309363900061e-36,3.1516721522628454e-36,6.78701559644431e-16,9.756392683391928e-29,2.8563618745878536e-16,1.785743077184106e-20,3.45841214733194e-24,3.930832228444126e-16,9.202546826088408e-28,5.876557604781334e-28,7.352780322931063e-37,2.662181800894949e-21,4.189423977911196e-41,1.4404377257572528e-44,1.5655338128368522e-28,7.555233003113742e-40,1.5253070189005274e-58,5.618533572571104e-29,4.2640416112903835e-40,1.251024998940599e-50,7.83314740836234e-48,7.929278694081401e-63,3.507544552852862e-15,9.153574736613051e-28,3.5075445527869783e-15,1.1763239408019817e-30,6.098548678437308e-53,3.243523753780731e-30,1.3522422833427537e-16,4.353951174552968e-40,1.4653651298726265e-55,1.3133833770223443e-28,1.1501083025680476e-39,6.986987016912664e-42,5.23427844438847e-43,1.9548029689642956e-55,7.084515951559844e-51,3.665119826308747e-36,3.82317520944051e-42,2.0707396142534142e-42,1.982555012572163e-52,7.912066603343056e-67,7.100919197587191e-67,3.73790183551622e-72,6.995178492502074e-17,5.150218333103712e-40,4.361326039986382e-56,2.2035063019918252e-44,9.463240900527666e-49,9.107385185001944e-28,1.3522422820398619e-16,9.643133403372555e-42,2.9956766448858574e-14,7.997957071345159e-29,1.2134631660972806e-25,1.858566197815566e-41,3.814187204498123e-40,8.850662580852874e-35,6.99517848648346e-17,2.0168494070131154e-54,1.981893506192348e-31,2.2154409044948633e-55,9.486252091381234e-56,6.901795876908958e-42,7.427049238405206e-59,3.40725220619576e-54,1.4975891727435356e-28,3.4146698370487036e-55
3.1437030837902654e-17,0.8273530413375257,3.76,0.0,0.8247798380861158,0.9999999999999987,7.079476575728537e-36,5.992003534346535e-14,6.2523663682715296e-27,2.330450016771772e-12,2.330450016772092e-12,1.8602621321549697e-27,6.957306895875826e-26,6.955082913810692e-26,3.415295995821408e-35,2.5218165674455073e-35,1.3575504389309663e-15,3.9031923715154703e-28,5.713343721390559e-16,3.5725713713299606e-20,1.383590051334197e-23,7.86251765413195e-16,3.68161796699436e-27,2.3510057075214083e-27,5.883341402123847e-36,5.324941724688923e-21,3.352372401465601e-40,1.1525693809352237e-43,6.263154613334927e-28,6.04533427910896e-39,2.4409885252058397e-57,2.2477792749724747e-28,3.4120903905501284e-39,2.0021788483782523e-49,6.267708027174979e-47,2.538075006974622e-61,7.015850456786827e-15,3.662025939619152e-27,7.015850456523252e-15,4.7060617657154265e-30,9.759663186122065e-52,1.2976206926134962e-29,2.7047780859161557e-16,3.484043046591111e-39,2.3450617509711808e-54,5.254388725773006e-28,9.202633680269348e-39,5.591008357837959e-41,4.1884834147538267e-42,1.636365743368699e-54,5.668689440593021e-50,2.9326538892568055e-35,3.059314740928908e-41,1.65701122165612e-41,3.172942793088821e-51,2.532566305578766e-65,2.2729262173770155e-65,1.1964629402819934e-70,1.3991875359014238e-16,4.121012925011351e-39,6.979546638766316e-55,1.7632515349996027e-43,7.572034162580912e-48,3.6435471098773384e-27,2.704778080703739e-16,7.716460662709977e-41,5.992003534316549e-14,3.1997036245029825e-28,4.854642816287207e-25,1.4871353581423052e-40,3.051929249892505e-39,7.081874661792531e-34,1.3991875334935861e-16,3.227897204484918e-53,7.92886455335385e-31,3.5457358864345794e-54,1.518242050578659e-54,5.522834965627652e-41,1.1886758834132e-57,5.453188385494903e-53,5.991331857907552e-28,5.464943347337748e-54
6.287747318213606e-17,0.8273530413378812,3.76,0.0,0.8247798380837164,0.9999999999999973,5.664119165997346e-35,1.198465731328041e-13,2.501150264771034e-26,4.6611529309862656e-12,4.661152930987544e-12,7.441653777420534e-27,2.7831495206964537e-25,2.7822595878172402e-25,2.732496225358025e-34,2.017644808402809e-34,2.7152481975245723e-15,1.5614040172987663e-27,1.1427307317385583e-15,7.148320992083222e-20,5.534810586969945e-23,1.5725888406173998e-15,1.4727670442629758e-26,9.404788258763413e-27,4.707120026193308e-35,1.0650462373577318e-20,2.6822312508619606e-39,9.221436112829305e-43,2.505465700800067e-27,4.836726590063426e-38,3.9059812000816486e-56,8.99184877793389e-28,2.730015195864075e-38,3.2039172996415114e-48,5.0146424786098405e-46,8.122969453256155e-60,1.4032462264575166e-14,1.4649295933217283e-26,1.4032462263520777e-14,1.8825779335151664e-29,1.5617049015298192e-50,5.190905095835093e-29,5.409849691591941e-16,2.7875873227720073e-38,3.7524819905011717e-53,2.1019265423000603e-27,7.362813842783799e-38,4.473378075845133e-40,3.351211284311988e-41,1.4247900461009458e-53,4.535382622684788e-49,2.3463477487876536e-34,2.4477616602793636e-40,1.3257768094460704e-40,5.077392392712392e-50,8.105340348336864e-64,7.274375245190574e-64,3.829222667568841e-69,2.798526907287346e-16,3.297145663174898e-38,1.1168426862208325e-53,1.4107799243539056e-42,6.058208343202838e-47,1.4575374587139132e-26,5.409849670740578e-16,6.173950497797983e-40,1.1984657313160459e-13,1.2799856165782283e-27,1.942015163430764e-24,1.1898212809842104e-39,2.441775192671604e-38,5.666037472131205e-33,2.7985268976552116e-16,5.165386221302083e-52,3.171803943661438e-30,5.674001741050239e-53,2.4295418279487208e-53,4.418827303534311e-40,1.9021659552457988e-56,8.726369460390033e-52,2.3967277876959003e-27,8.745088777026811e-53
1.2575835787060286e-16,0.8273530413385917,3.76,0.0,0.8247798380789175,0.9999999999999947,4.531510674566966e-34,2.3969964871258196e-13,1.0005009536246127e-25,9.322558759388526e-12,9.32255875939364e-12,2.9767823485895026e-26,1.1133053224395205e-24,1.1129491206728539e-24,2.1861007558809008e-33,1.6141924657601663e-33,5.430643714793922e-15,6.245870215724561e-27,2.285523411893409e-15,1.430819236317607e-19,2.2140142861254796e-22,3.1452629512923743e-15,5.891307913463238e-26,3.7620684290560016e-26,3.7658747910886092e-34,2.1301506876564797e-20,2.1459183432489627e-38,7.377508007916099e-42,1.0022270277040549e-26,3.8695648958915526e-37,6.249894945376595e-55,3.596885799229345e-27,2.1841493201380374e-37,5.126612620752886e-47,4.0119043611147026e-45,2.5995309088862732e-58,2.8065685879833482e-14,5.85995681664067e-26,2.8065685875615746e-14,7.530618325967007e-29,2.498854717052824e-49,2.0764464368949833e-28,1.0819992905059442e-15,2.230211020455011e-37,6.004281296859143e-52,8.408048255544957e-27,5.890533718724447e-37,3.5789371466801856e-39,2.6811392380433164e-40,1.3248119496435115e-52,3.6284790993903997e-48,1.87717030242448e-33,1.9583332833739458e-39,1.0606885837518293e-39,8.124375031944659e-49,2.593889439145295e-62,2.327961828013481e-62,1.2254418376350815e-67,5.59720564239315e-16,2.637850639355341e-37,1.7870443608353626e-52,1.1286955458872628e-41,4.846806091847469e-46,5.830387065954181e-26,1.0819992821650599e-15,4.9394736783079185e-39,2.396996487077836e-13,5.1201508086134875e-27,7.768376701062091e-24,9.51902260904439e-39,1.9535128337537956e-37,4.533044840497285e-32,5.597205603863043e-16,8.265218714018351e-51,1.2687732023437217e-29,9.079061774130928e-52,3.887554158056689e-52,3.535285520259444e-39,3.0437126752868452e-55,1.3963205499214551e-50,9.587301231789524e-27,1.3993091943834965e-51
2.515201272475365e-16,0.8273530413400128,3.76,0.0,0.8247798380693199,0.9999999999999892,3.6252949476416216e-33,4.794057998765391e-13,4.0020863335739616e-25,1.8645370416086137e-11,1.8645370416106587e-11,1.190736934230141e-25,4.453313600323036e-24,4.451887051195293e-24,1.7489221137654294e-32,1.2913846101086157e-32,1.0861434749661177e-14,2.4983989165769582e-26,4.571108616026507e-15,2.8661423621628016e-19,8.856237024810498e-22,6.2906110137085855e-15,2.3565711238775962e-25,1.5048580247692976e-25,3.0127713408953398e-33,4.260360870345361e-20,1.716788017402149e-37,5.902160733629066e-41,4.008989405746693e-26,3.0957252839228516e-36,1.0000109085158227e-53,1.4387835356127167e-26,1.747374325926565e-36,8.202856165811958e-46,3.209599554708264e-44,8.318787764916999e-57,5.6132133109076666e-14,2.3440304161086483e-25,5.6132133092205373e-14,3.012308751089588e-28,3.9982685166497445e-48,8.30595399152145e-28,2.164027934045816e-15,1.784225282056522e-36,9.607109506217107e-51,3.363287696850321e-26,4.7125398276076296e-36,2.863253380665637e-38,2.144980083514463e-39,1.355762957096382e-51,2.9028533841838784e-47,1.501776674139715e-32,1.5667162111845433e-38,8.485777210967536e-39,1.299943791161112e-47,8.300735103001968e-61,7.449736155138828e-61,3.921584267235194e-66,1.1194563081940593e-15,2.110334111877363e-36,2.859360239519966e-51,9.029852777464187e-41,3.877551842469156e-45,2.3322022679465593e-25,2.1640279006816016e-15,3.951705016785293e-38,4.794057998573457e-13,2.0481019937101246e-26,3.107413860820178e-23,7.615399611178263e-38,1.5628472719371104e-36,3.626521426566095e-31,1.1194562927817037e-15,1.322483106750784e-49,5.075196049587272e-29,1.4527024374902393e-50,6.220327881100532e-51,2.828317780089129e-38,4.8702003903473615e-54,2.234193982486703e-49,3.8349984927461753e-26,2.238972720683959e-50
5.030436660014037e-16,0.8273530413428548,3.76,0.0,0.8247798380501246,0.9999999999999784,2.9002709521401765e-32,9.588181022220598e-13,1.6008516951444568e-24,3.729099372905372e-11,3.7290993729135534e-11,4.762994341651884e-25,1.781344926907494e-23,1.7807729309797708e-23,1.399154291201364e-31,1.0331199257576602e-31,2.172301682070991e-14,9.993697328397735e-26,9.142278399586385e-15,5.750184018696435e-19,3.542530605847465e-21,1.2581306502806131e-14,9.426380496200543e-25,6.019493625849838e-25,2.4102456732060158e-32,8.520786364145577e-20,1.3734517580267445e-36,4.721807400960794e-40,1.6036118603983286e-25,2.4766094395523614e-35,1.6000451139653491e-52,5.755192237123668e-26,1.3979214134303517e-35,1.312479067850305e-44,2.5677099304863793e-43,2.6620581435420886e-55,1.1226502756246924e-13,9.376217043649534e-25,1.1226502749498335e-13,1.2049358656698895e-27,6.397308696242462e-47,3.322414800746883e-27,4.328085224511048e-15,1.4274028107857153e-35,1.5371619026737238e-49,1.3453287387046114e-25,3.7700766706073586e-35,2.290659828258157e-37,1.7160125152906352e-38,1.5580498368601478e-50,2.3223121933207456e-46,1.2014432562042056e-31,1.2533928045036372e-37,6.788729167557718e-38,2.0799451215720502e-46,2.6562814846398847e-59,2.383956576983253e-59,1.2549505140145489e-64,2.238927783837882e-15,1.6882886585638797e-35,4.575087504643629e-50,7.224000749506393e-40,3.1021021815602654e-44,9.32890391176458e-25,4.328085091052834e-15,3.16141565711811e-37,9.588181021452847e-13,8.19249132461428e-26,1.242978156361339e-22,6.092393218920998e-37,1.2502925110764692e-35,2.9012507341845552e-30,2.2389277221878346e-15,2.116011620781043e-48,2.0300990589539376e-28,2.3243654074079164e-49,9.95275417934439e-50,2.2626897944536084e-37,7.792728347715742e-53,3.5747750962995727e-48,1.5340149831955966e-25,3.582425209737212e-49
1.006090743509138e-15,0.8273530413485387,3.76,0.0,0.8247798380117339,0.9999999999999566,2.320231448010018e-31,1.9176427069835255e-12,6.403446366190029e-24,7.458224035327836e-11,7.45822403536056e-11,1.9052059494206418e-24,7.12542687737789e-23,7.123127918200714e-23,1.1193300672298909e-30,8.265008077181719e-31,4.344618096806428e-14,3.9974992643561617e-25,1.8284615467881662e-14,1.1571848937830647e-18,1.417019257188384e-20,2.5162694938062262e-14,3.7705714649851315e-24,2.4078099316960028e-24,1.9282079738739582e-31,1.704165786589112e-19,1.0987699547849635e-35,3.777504778367358e-39,6.414478349685126e-25,1.9812990209065516e-34,2.5601118666376698e-51,2.302088243684004e-25,1.1183459189727056e-34,2.0999841837573804e-43,2.054179835136527e-42,8.518658735520022e-54,2.2453081644887913e-13,3.7505058929566596e-24,2.2453081617893423e-13,4.8197688411319145e-27,1.0235751707282176e-45,1.3289722051960338e-26,8.656199818983463e-15,1.1419312803838415e-34,2.459490155742717e-48,5.38134212219885e-25,3.0160787269952914e-34,1.832575764747764e-36,1.3728229450389146e-37,2.0039336654465408e-49,1.857863859104218e-45,9.61172561864593e-31,1.0027221802205716e-36,5.4310262631088355e-37,3.3279403233393165e-45,8.500174928064016e-58,7.628724595817941e-58,4.0160155544300945e-63,4.477870686062868e-15,1.350639360307066e-34,7.320355979345542e-49,5.77925306959674e-39,2.4817346999144086e-43,3.731580497589077e-24,8.656199285147903e-15,2.5291551245562097e-36,1.9176427066764234e-12,3.277013206676684e-25,4.971937656357676e-22,4.873945458417988e-36,1.0002397124796239e-34,2.3210130179006145e-29,4.477870439461432e-15,3.385650022945144e-47,8.12043744137951e-28,3.7190161418372727e-48,1.592470741069946e-48,1.810165782678513e-36,1.246933035915856e-51,5.719691424952861e-47,6.136090992732774e-25,5.731956054399555e-48
2.012184898524607e-15,0.827353041359907,3.76,0.0,0.8247798379349527,0.9999999999999132,1.8561921346974403e-30,3.835291916788156e-12,2.5613906732412817e-23,1.491647335948855e-10,1.4916473359619448e-10,7.620831357431912e-24,2.8501867417378795e-22,2.8492583846464e-22,8.954666981384608e-30,6.612025482435008e-30,8.689250928380055e-14,1.599003772741804e-24,3.6569279609180504e-14,2.3429505093918718e-18,5.668089903546325e-20,5.032546163682306e-14,1.5082324923286395e-23,9.631266097126674e-24,1.542570945297064e-30,3.4083482929604886e-19,8.790194002373973e-35,3.022071096687144e-38,2.565796490905501e-24,1.5850434591998668e-33,4.0962669129327366e-50,9.208373511241373e-25,8.946802618204912e-34,3.359988866180271e-42,1.6433482659897066e-41,2.725981771741715e-52,4.4906239414019804e-13,1.5002061719456895e-23,4.49062393060416e-13,1.9279131304542483e-26,1.6377231485262206e-44,5.315898542928278e-26,1.731242906209609e-14,9.135486332311902e-34,3.9352462776042716e-47,2.1525421602315153e-24,2.412869084991718e-33,1.466119856709452e-35,1.0982660144995175e-36,2.8151314324626685e-48,1.4863004250694379e-44,7.689599364007632e-30,8.021809225711996e-36,4.344838132931861e-36,5.32472728931231e-44,2.720067956639154e-56,2.4412007183727207e-56,1.2852195112434289e-61,8.955756294262207e-15,1.0805146788746861e-33,1.171314898275963e-47,4.623431537542841e-38,1.9854548173561624e-42,1.492635957463211e-23,1.7312426926748534e-14,2.0233362451918348e-35,3.835291915559744e-12,1.3108086234859355e-24,1.9887799141233958e-21,3.899171073838028e-35,8.001937733081636e-34,1.8568137758243406e-28,8.95575530785404e-15,5.41706681066285e-46,3.248183159396452e-27,5.950445526916827e-47,2.548014704980007e-47,1.4481377551767267e-35,1.995374480882231e-50,9.151545667669174e-46,2.4544425191908717e-24,9.171256288111799e-47
4.024373208555545e-15,0.8273530413826437,3.76,0.0,0.8247798377813902,0.9999999999998263,1.4849582610790068e-29,7.670590337524204e-12,1.0245620623510087e-22,2.98329720050731e-10,2.9832972005596703e-10,3.0483269623120366e-23,1.140083140306061e-21,1.1397047801283277e-21,7.163744012754165e-29,5.289627277718709e-29,1.7378516599938318e-13,6.396023228101956e-24,7.313856791066123e-14,4.80021218257892e-18,2.2672376124307647e-19,1.0065095434737381e-13,6.032938206190342e-23,3.852512838985065e-23,1.2340585700141431e-29,6.816746132706094e-19,7.032169220380619e-34,2.41775375643799e-37,1.0263188020899574e-23,1.2680359119584045e-32,6.5542771737888655e-49,3.683351782832184e-24,7.157456382561291e-33,5.375993625882491e-41,1.3146797984522835e-40,8.723155059851284e-51,8.98125549196832e-13,6.000832314558632e-23,8.981255448776984e-13,7.711667856231399e-26,2.620353743969377e-43,2.1263590834638818e-25,3.462488776499256e-14,7.308403440905131e-33,6.296562512319357e-46,8.61017828655213e-24,1.930296344826035e-32,1.172983717686411e-34,8.786198515112914e-36,4.1912722600739637e-47,1.1890499888149696e-43,6.152002304188453e-29,6.417460153941907e-35,3.4758772765431743e-35,8.519582740707455e-43,8.704237340728114e-55,7.81184800556161e-55,4.113280623134596e-60,1.7911526725658426e-14,8.644127269295874e-33,1.8742803146957114e-46,3.6987698128505542e-37,1.5884640811898705e-41,5.970551121456347e-23,3.462487922359227e-14,1.6186788239287087e-34,7.670590332610553e-12,5.2432412191152185e-24,7.955128122758663e-21,3.1193465079164446e-34,6.401553749691377e-33,1.4854497880968285e-27,1.791152278002145e-14,8.667333532479301e-45,1.2992748537001743e-26,9.520711028299115e-46,4.076992619573521e-46,1.1585115360256248e-34,3.1934786205970625e-49,1.4642499365221906e-44,9.817781601723363e-24,1.4674322624585897e-45
8.048749828617421e-15,0.8273530414281166,3.76,0.0,0.8247798374742652,0.9999999999996525,1.1879712506703898e-28,1.5341187183503475e-11,4.098286777071632e-22,5.966596928529474e-10,5.966596928738912e-10,1.2193239947586713e-22,4.560391411985566e-21,4.558821835413926e-21,5.730999141602321e-28,4.231703432457276e-28,3.475704797669881e-13,2.558410921170243e-23,1.4627698458955407e-13,1.0057656615564864e-17,9.068946360169443e-19,2.013017770208719e-13,2.413177269206641e-22,1.541007316469136e-22,9.872475611931674e-29,1.363367314351896e-18,5.625741420213373e-33,1.9343537079847654e-36,4.1052690239955e-23,1.0144283035775757e-31,1.0487618837616832e-47,1.4733398056272225e-23,5.725971111494632e-32,8.601599280565545e-40,1.0517433954369853e-39,2.7914090915468747e-49,1.7962518580060859e-12,2.400334448972544e-22,1.796251840729541e-12,3.0846735264965335e-25,4.192545454862314e-42,8.505417441411731e-25,6.92498060374703e-14,5.846728405682428e-32,1.0075015099361813e-44,3.4440724620756134e-23,1.5442353233518683e-31,9.385247217101948e-34,7.029050595894527e-35,6.455663215043177e-46,9.512533125576428e-43,4.9221073901161415e-28,5.133973328137892e-34,2.7807044032469107e-34,1.3631350400002803e-41,2.785359585422115e-53,2.4997868671448212e-53,1.3166155466213824e-58,3.582306444844165e-14,6.915301071982253e-32,2.999406082755003e-45,2.9590464034282366e-36,1.2709288139070698e-40,2.3882217266960332e-22,6.924977187185394e-14,1.2949549415213495e-33,1.534118716384885e-11,2.097297867508503e-23,3.182051952832656e-20,2.4954870914449236e-33,5.121237304925026e-32,1.1883552140143421e-26,3.582304866588939e-14,1.3867771652118388e-43,5.197102221652573e-26,1.523307995456706e-44,6.523707068209779e-45,9.268086100043936e-34,5.112362631254076e-48,2.3428003339325676e-43,3.9271143702832633e-23,2.3479842354670807e-44
1.6097503068741172e-14,0.8273530415190627,3.76,0.0,0.8247798368600151,0.9999999999993049,9.50383370009626e-28,3.0682380893490676e-11,1.639343969539578e-21,1.1933196380194819e-09,1.1933196381032569e-09,4.877237007347383e-22,1.8242019056526144e-20,1.8235291670334426e-20,4.584800502381022e-27,3.385361555795451e-27,6.951411086479498e-13,1.0233646964553564e-22,2.925531782542583e-13,2.1944224377881144e-17,3.627571812916248e-18,4.026027713796947e-13,9.652715765060944e-22,6.164040834398477e-22,7.89798298499792e-28,2.7268052676912332e-18,4.5005962521611574e-32,1.5477223695084276e-35,1.642101096098167e-22,8.115410583461897e-31,1.678265127980236e-46,5.893346342163224e-23,4.5807797557583935e-31,1.3762567479098575e-38,8.413930708832637e-39,8.932491160514822e-48,3.592504470408534e-12,9.601340824533748e-22,3.5925044013023365e-12,1.2338733410948312e-24,6.70799901856904e-41,3.402148618182165e-24,1.3849964604916513e-13,4.677384830419411e-31,1.6121653198066381e-43,1.3776285889845937e-22,1.2353840645073507e-30,7.510390587578046e-33,5.623378988287088e-34,1.0128694462861919e-44,7.61023118407702e-42,3.938490395839385e-27,4.107180897513934e-33,2.2245643536921346e-33,2.1810183860211604e-40,8.913159407835128e-52,7.99927617440114e-52,4.215503665113028e-57,7.164612733397612e-14,5.532233074184556e-31,4.800828266369184e-44,2.3672824958035444e-35,1.0169940390877568e-39,9.55288802134808e-22,1.3849950938670812e-13,1.0359814281525919e-32,3.0682380814872154e-11,8.389194508387375e-23,1.2728201302598656e-19,1.996403268041814e-32,4.096976173874086e-31,9.506757272195784e-26,7.164606420379236e-14,2.218851845682618e-42,2.0788411516054547e-25,2.4372701813124345e-43,1.0439573941289097e-43,7.414447979744987e-33,8.188716101304357e-47,3.7484755442705694e-42,1.5708456337129564e-22,3.7570652224888315e-43
3.2195009548988676e-14,0.827353041700955,3.76,0.0,0.824779835631515,0.9999999999986098,7.603164641509701e-27,6.136476838557972e-11,6.557606819903e-21,2.3866395266009566e-09,2.386639526936056e-09,1.950846696989079e-21,7.297166867985467e-20,7.294116652970613e-20,3.6678402640064774e-26,2.7082858337203825e-26,1.3902823717928333e-12,4.09345945780614e-22,5.851030068368867e-13,5.12040318874523e-17,1.451022648381584e-17,8.052021561625699e-13,3.8610898153878525e-21,2.4656244128642606e-21,6.318386865717537e-27,5.453891528260448e-18,3.60047936564305e-31,1.2385602522588087e-34,6.568349144849883e-22,6.492299502984153e-30,2.6860101627756415e-45,2.357327108610719e-22,3.664625694236293e-30,2.20201182213644e-37,6.731114495246764e-38,2.8583833658686973e-46,7.185009674349202e-12,3.840536921417929e-21,7.1850093979243845e-12,4.935522454923419e-24,1.0732556169804008e-39,1.3608441118915113e-23,2.769993399395117e-13,3.741908458188028e-30,2.579984265808136e-42,5.510508561563139e-22,9.882999849207894e-30,6.011816479952706e-32,4.498921470238749e-33,1.6045401942367257e-43,6.088509084428596e-41,3.1520777039264703e-26,3.285745856826851e-32,1.77965149265445e-32,3.4896340938644674e-39,2.8522142743954217e-50,2.559739538493731e-50,1.3504537831765804e-55,1.4329220286495628e-13,4.425771368435575e-30,7.687011954483414e-43,1.8938971880179522e-34,8.13996489587366e-39,3.821154278121839e-21,2.769987932900131e-13,8.288124875317522e-32,6.136476807110556e-11,3.3556786339419636e-22,5.091272886353015e-19,1.5971434774963062e-31,3.277557243846387e-30,7.605266486329657e-25,1.4329195034454395e-13,3.550187712999055e-41,8.315362744907988e-25,3.8995556691806163e-42,1.6710187726650426e-42,5.931520543967066e-32,1.313052812432568e-45,5.997539766182561e-41,6.283378623501687e-22,6.012229042533768e-42
