Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383)
3.7504939523588045e-07,0.23982139673244837,3.76,0.0,0.5343825177436543,0.9992701944405199,0.0008057511020202829,0.0012794506181628635,0.0001242344234281031,0.04617106074017724,0.04633842827461535,1.1302446350230437e-09,0.005308334169111463,5.5223956303904545e-06,1.9892635758061276e-05,9.502478253760395e-05,0.0001789796149768843,1.059504357073765e-06,3.238565736062985e-05,0.000737780488367253,0.006411274189644253,2.3083811247172377e-05,1.7001406199374818e-05,1.826444120200495e-05,7.619263470678223e-05,2.1533003857771038e-05,1.1604244485813739e-06,1.8651260014378753e-06,1.1854782420275654e-08,4.1943707310277286e-07,9.591115834542155e-12,5.699186302851813e-07,1.0866471012063677e-06,3.592788053570005e-07,2.59376380899787e-10,1.2453736528539808e-10,9.832551060228875e-05,4.950996760188622e-06,5.2073874591713255e-05,1.5220700389990203e-06,2.773953283038763e-12,6.450041929855421e-11,2.2738169596018915e-05,2.9739474971642027e-08,6.936136684815767e-09,2.5635710922293615e-09,1.0408234350949875e-09,9.055090491040078e-08,5.738694335982776e-11,1.2857029740316108e-13,1.5223815673898e-11,3.3169639545554318e-06,1.1054210547890147e-10,2.297444271937311e-11,2.3865990096896708e-08,5.346944265608703e-13,1.2560770817714188e-14,4.28113465783615e-12,2.507844635546618e-06,1.9777213454178186e-09,4.428484440497289e-09,2.24252467113747e-11,1.29090098784979e-11,7.530277439004038e-07,1.1734918873070615e-07,2.917414149877268e-08,0.0011415737155274347,6.690587157193066e-05,1.1675630637951905e-06,8.04258643679415e-10,3.694174037647874e-10
3.7757452522676286e-07,0.2398419899042333,3.76,0.0,0.5339191138726037,0.9992537096163732,0.0008265153417476526,0.0012878425284842945,0.0001269840194286153,0.04646343213061376,0.04663493334670904,1.1376412355446079e-09,0.005439567233504752,5.560772468967012e-06,2.015232240897121e-05,9.672021322891309e-05,0.00018204775342094674,1.0842187543639417e-06,3.305334777388778e-05,0.0007534957698452127,0.0065681692351550825,2.3563099961985444e-05,1.748095919698412e-05,1.879701817639712e-05,7.844097127401751e-05,2.2014958586460974e-05,1.2159392363642323e-06,1.9596419149167756e-06,1.2098169217191903e-08,4.4002659899008326e-07,1.007642765258598e-11,5.95045006635333e-07,1.1388247286062587e-06,3.773327782223525e-07,2.724889515186202e-10,1.307877892717675e-10,9.887405166792238e-05,5.02059664130518e-06,5.230612159927728e-05,1.5515102914350576e-06,2.911462970719365e-12,6.629987716908535e-11,2.298335609487127e-05,3.0401449041261254e-08,7.297310707445795e-09,2.5899475098515848e-09,1.0640256144939622e-09,9.300878172458131e-08,5.900231848062458e-11,1.346655767002873e-13,1.5945775217582436e-11,3.3528426718995344e-06,1.1523201128127649e-10,2.384636920867758e-11,2.5233787774163905e-08,5.657199511566843e-13,1.3191171578217044e-14,4.622563724221623e-12,2.571580452838368e-06,2.0171981507428866e-09,4.668472159435636e-09,2.3074976582317704e-11,1.3530267632386628e-11,7.742837754311661e-07,1.1786439878855482e-07,2.989585139824196e-08,0.0011471471748564829,6.901213432072185e-05,1.1815785721343263e-06,8.128119325971593e-10,3.733581363136322e-10
3.8009965521764526e-07,0.2398627152780075,3.76,0.0,0.533452740681325,0.9992368952218816,0.0008477274198825011,0.001296228487498144,0.00012978701427095938,0.0467554625814374,0.046931193320785096,1.1450421141651244e-09,0.00557348675047604,5.599188531730727e-06,2.0415786780237186e-05,9.8439708202467e-05,0.00018516397633228438,1.1094646496766545e-06,3.373285239541034e-05,0.0007695004508759371,0.006728251604345783,2.4051066381799218e-05,1.797210116865609e-05,1.934368981086748e-05,8.074847761752322e-05,2.2506601241480442e-05,1.2738933578554424e-06,2.0585348734851704e-06,1.2345825305550502e-08,4.615764357480981e-07,1.058416122246336e-11,6.212677578669357e-07,1.1933007525623795e-06,3.962145763521068e-07,2.862122313156925e-10,1.3732419467622444e-10,9.942269178379042e-05,5.091086544969679e-06,5.2541624003334515e-05,1.5812908067289823e-06,3.0554658723098864e-12,6.814283852068177e-11,2.3230021463987068e-05,3.10761469709249e-08,7.6759940581888e-09,2.6168598325819e-09,1.0876518360832208e-09,9.552141641518917e-08,6.066657049902377e-11,1.4102937959667152e-13,1.669950238042065e-11,3.3891573618408144e-06,1.2012547468902986e-10,2.4754032288307753e-11,2.667625546587597e-08,5.984537624715777e-13,1.3850415107844968e-14,4.989741719539749e-12,2.6367318487898756e-06,2.0573221632136477e-09,4.920834825469594e-09,2.3742192093736284e-11,1.4180939770817358e-11,7.960564577824364e-07,1.183947914710513e-07,3.063201052210824e-08,0.0011526579500319666,7.117324991596457e-05,1.195980423852218e-06,8.214664154914787e-10,3.7734752028189313e-10
3.8262478520852767e-07,0.2398835752704147,3.76,0.0,0.5329833441506453,0.9992197451188286,0.0008693957048079749,0.0013046084455723874,0.00013264438655103715,0.0470471485260945,0.04722720679914337,1.1524477271453398e-09,0.005710139014146849,5.637646773176149e-06,2.0683117754851742e-05,0.00010018370204222625,0.00018832903473395792,1.1352539573348687e-06,3.442435949789265e-05,0.000785799395017764,0.006891575841991145,2.4547856760048127e-05,1.8475075093782946e-05,1.9904783976497264e-05,8.311654707901907e-05,2.3008122654270814e-05,1.3343859919216944e-06,2.1619911778226616e-06,1.2597817530033731e-08,4.841292126243334e-07,1.1115267382907102e-11,6.486329506027276e-07,1.2501687042423659e-06,4.159590343593892e-07,3.005726547455362e-10,1.4415857299679762e-10,9.997151947050807e-05,5.162493495868501e-06,5.27805274817105e-05,1.6114120177119157e-06,3.2062550078201276e-12,7.00302351968219e-11,2.347817995560894e-05,3.176384919237848e-08,8.072977233734324e-09,2.6443254779197084e-09,1.1117085724782107e-09,9.808982803203747e-08,6.238135846510513e-11,1.4767283407997285e-13,1.7486309369902124e-11,3.425919882687754e-06,1.2523125019074782e-10,2.569893100292913e-11,2.819733510333432e-08,6.329864698735268e-13,1.4539710794837762e-14,5.384507642469216e-12,2.703326091020098e-06,2.0981029763116476e-09,5.186181174118294e-09,2.4427402966201798e-11,1.4862368848131984e-11,8.183564959335329e-07,1.1894075793961419e-07,3.138287768001769e-08,0.0011581048532188544,7.339034596460234e-05,1.2107784320778468e-06,8.302248806639498e-10,3.8138688781560617e-10
3.8514991519941007e-07,0.23990457233428658,3.76,0.0,0.5325108694623235,0.999202253057655,0.0008915287095835672,0.0013129823531947866,0.00013555713303573934,0.0473384863266968,0.04752297235932532,1.1598585510035474e-09,0.005849571000536377,5.676150277412472e-06,2.095440618250139e-05,0.0001019526416635054,0.00019154368983450665,1.1615988879478336e-06,3.51280601274772e-05,0.0008023975434858482,0.0070581972892675765,2.505361980202638e-05,1.8990128449260203e-05,2.0480634960212207e-05,8.554660216425224e-05,2.3519717682500454e-05,1.3975200828907176e-06,2.2702044777243736e-06,1.285421368180269e-08,5.077293654579059e-07,1.167073426810712e-11,6.771884698498966e-07,1.3095256618023726e-06,4.3660234324190865e-07,3.155977335138063e-10,1.5130338002356937e-10,0.00010052062687088667,5.234845687339988e-06,5.302298101967852e-05,1.6418743064340246e-06,3.3641361035201943e-12,7.196301735978807e-11,2.372784619636833e-05,3.246484431900114e-08,8.489083869479726e-09,2.672362428038737e-09,1.1362023765016453e-09,1.0071505316827938e-07,6.414840051050148e-11,1.546075089750592e-13,1.830756005719255e-11,3.4631423939095942e-06,1.305584523562602e-10,2.668262531763635e-11,2.9801173026441588e-08,6.694133890999599e-13,1.5260314852436982e-14,5.80882508823031e-12,2.7713908871134e-06,2.139550320437016e-09,5.465148635223877e-09,2.513113720284942e-11,1.5575956562392193e-11,8.411947752481387e-07,1.1950269988352114e-07,3.214871760129206e-08,0.0011634866802026818,7.566456548170725e-05,1.2259826632742937e-06,8.390901866633028e-10,3.854776046465014e-10
3.876750451902925e-07,0.2399257089590895,3.76,0.0,0.5320352609893977,0.9991844126754161,0.0009141350943976124,0.0013213501609805598,0.00013852626902729538,0.04762947227276995,0.04781848855379106,1.1672750833204228e-09,0.005991830375397885,5.714702263319457e-06,2.1229744924013275e-05,0.00010374698666990847,0.00019480871309292575,1.1885119562778642e-06,3.584414814142442e-05,0.0008192999163684077,0.007228172092802855,2.556850670859065e-05,1.951751328280171e-05,2.1071583563635774e-05,8.804009508400269e-05,2.4041585307200157e-05,1.4634024752459468e-06,2.383376043276927e-06,1.3115082510105151e-08,5.324232103537904e-07,1.2251588671647996e-11,7.069840855890867e-07,1.3714723767884383e-06,4.5818209968168834e-07,3.313160985970218e-10,1.5877155256196252e-10,0.00010107010989331566,5.308172526116915e-06,5.326913702200436e-05,1.6726780035640393e-06,3.5294281272572074e-12,7.394215383412174e-11,2.3979035192704225e-05,3.317942937819572e-08,8.925172019924287e-09,2.7009892517247667e-09,1.161139881742663e-09,1.0339814634318091e-07,6.596947595290738e-11,1.618454310551452e-13,1.9164671951063698e-11,3.500837363926519e-06,1.3611656997189617e-10,2.7706738522822406e-11,3.149213052194163e-08,7.078347849081835e-13,1.6013532005451162e-14,6.2647902711815176e-12,2.84095438976065e-06,2.181674064724623e-09,5.758404639549143e-09,2.585394185911557e-11,1.632316631226676e-11,8.64582363477434e-07,1.2008102983914593e-07,3.2929801174580456e-08,0.0011688022104152072,7.799706685502148e-05,1.241603444397154e-06,8.480652640765227e-10,3.8962107095354155e-10
3.902001751811749e-07,0.2399469876713762,3.76,0.0,0.5315564622864766,0.9991662174937014,0.0009372236690625555,0.0013297118196808307,0.0001415528287359115,0.047920102579981846,0.048113753909594596,1.1746978435322512e-09,0.0061369655020827125,5.7533060898936e-06,2.150922889687928e-05,0.00010556720972117782,0.00019812488628146346,1.2160059893216863e-06,3.6572820246227976e-05,0.0008365116138625308,0.007401557213754884,2.609267122073253e-05,2.005748628724368e-05,2.1677977202770633e-05,9.059850830403454e-05,2.4573928732614556e-05,1.5321440528921354e-06,2.5017150454644772e-06,1.3380493733979362e-08,5.582590202896536e-07,1.2858897457200006e-11,7.380715216099767e-07,1.4361134047953328e-06,4.807373570278647e-07,3.4775754386128385e-10,1.665765257185287e-10,0.00010162006836036893,5.382504678716753e-06,5.351915142828339e-05,1.7038233878066158e-06,3.702463846174955e-12,7.596863245632288e-11,2.423176233633629e-05,3.3907910049114576e-08,9.382135484010595e-09,2.730225127195086e-09,1.1865278031095261e-09,1.0614018040068053e-07,6.784642747700788e-11,1.6939910261637049e-13,2.0059118246463063e-11,3.5390175781209723e-06,1.419154807242223e-10,2.8772959736408866e-11,3.3274794904896923e-08,7.483561262331258e-13,1.680071723354926e-14,6.7546405393548046e-12,2.9120452019004394e-06,2.224484218894777e-09,6.0666479835257685e-09,2.659638384708487e-11,1.710552586451626e-11,8.885305127527071e-07,1.206761715201688e-07,3.372640570153842e-08,0.0011740502069719598,8.038902379769685e-05,1.2576513702763907e-06,8.571531173697876e-10,3.9381872224860486e-10
3.927253051720573e-07,0.2399684110352389,3.76,0.0,0.5310744160799726,0.9991476609165115,0.0009608033955537922,0.0013380672801918817,0.0001446378656608929,0.048210373388850626,0.04840876692805704,1.1821273738407141e-09,0.006285025449429581,5.791965261791173e-06,2.1792955121884012e-05,0.00010741379691230353,0.00020149300154611457,1.24409413461212e-06,3.7314276036172844e-05,0.0008540378175297758,0.007578410436916546,2.6626269665036363e-05,2.0610308875843713e-05,2.230017000848971e-05,9.32233551041217e-05,2.5116955488850917e-05,1.6038598831394795e-06,2.6254388465149194e-06,1.365051805405128e-08,5.852871047713237e-07,1.3493769017464593e-11,7.705045266621956e-07,1.5035572405185436e-06,5.04308678016583e-07,3.649530713405433e-10,1.747322507668434e-10,0.0001021706061628136,5.457874119538451e-06,5.377318383168064e-05,1.7353106853394883e-06,3.8835904074756135e-12,7.804346043121966e-11,2.4486043409793713e-05,3.465060090581488e-08,9.860905176808204e-09,2.760089865836599e-09,1.2123729373756726e-09,1.0894224692474137e-07,6.97811633948859e-11,1.7728151982199906e-13,2.0992429950569568e-11,3.5776961470770882e-06,1.4796546645471787e-10,2.9883046507843794e-11,3.5153991171395594e-08,7.910883544972935e-13,1.762327757305806e-14,7.280763409753246e-12,2.984692381857504e-06,2.267990935140135e-09,6.3906102547190255e-09,2.7359050776036857e-11,1.7924630136944518e-11,9.130506615658642e-07,1.2128856015919374e-07,3.453881516545044e-08,0.001179229416722182,8.284162528873739e-05,1.2741373112295694e-06,8.663568267807625e-10,3.980720302870583e-10
3.952504351629397e-07,0.23998998165276586,3.76,0.0,0.5305890642582826,0.9991287362280907,0.000984883390592902,0.0013464164935652304,0.0001477824529804476,0.04850028076343167,0.04870352608443831,1.1895642401288477e-09,0.006436059999676815,5.830683435074895e-06,2.2081022770863487e-05,0.00010928724816425305,0.00020491386146468212,1.2727898687460283e-06,3.8068718032334696e-05,0.0008718837915717961,0.007758790379843625,2.7169461000038182e-05,2.1176247258579946e-05,2.293852292781718e-05,9.591618014627733e-05,2.5670877537409644e-05,1.6786693655582964e-06,2.754773300305932e-06,1.3925227164422363e-08,6.135598926575934e-07,1.4157354782919535e-11,8.043389479921733e-07,1.5739164573390958e-06,5.289381892836404e-07,3.8293493823731366e-10,1.8325321361161331e-10,0.00010272183141920499,5.534314180726656e-06,5.4031397601187866e-05,1.7671400692724483e-06,4.073169943420781e-12,8.016766469496991e-11,2.4741894592001587e-05,3.540782566593746e-08,1.0362450548970454e-08,2.790603936901093e-09,1.238682163718983e-09,1.1180545667257194e-07,7.177565998911998e-11,1.855061918878369e-13,2.196619808929241e-11,3.6168865150554438e-06,1.5427722900890313e-10,3.1038827528515845e-11,3.7134794251916944e-08,8.361481657509845e-13,1.8482673979089316e-14,7.845706154860295e-12,3.0589254484752444e-06,2.312204510050644e-09,6.731057320688862e-09,2.814255183085577e-11,1.8782144101906547e-11,9.381544367361897e-07,1.219186428612246e-07,3.536732051577233e-08,0.0011843385703116849,8.535607550063762e-05,1.2910724209146767e-06,8.756795502638341e-10,4.02382504003997e-10
3.977755651538221e-07,0.2400117021645011,3.76,0.0,0.5301003478619124,0.9991094365907204,0.0010094729282761053,0.0013547594110185637,0.00015098768395037422,0.04878982068998388,0.048998029827607086,1.1970090328373985e-09,0.0065901196563949195,5.869464423171302e-06,2.2373533215622342e-05,0.00011118807762669143,0.000208388279102273,1.3021070061445868e-06,3.883635172201717e-05,0.0008900548841262064,0.00794275650200253,2.7722406863501372e-05,2.1755572519455385e-05,2.359340382597805e-05,9.867856005231693e-05,2.623591137968317e-05,1.756696385860904e-06,2.88995306316039e-06,1.4204693764644868e-08,6.431320182799004e-07,1.4850850781954812e-11,8.396328073383702e-07,1.6473078515850453e-06,5.546696377271866e-07,4.0173670571114346e-10,1.9215445386962083e-10,0.0001032738566412564,5.6118596038663035e-06,5.4293960007515204e-05,1.7993116591303341e-06,4.27158020174087e-12,8.234229228460714e-11,2.4999332463926488e-05,3.617991744500403e-08,1.0887781055432242e-08,2.821788493197746e-09,1.2654624442541324e-09,1.1473094002686651e-07,7.383196394194512e-11,1.940871607949066e-13,2.2982075997284906e-11,3.6566024687105996e-06,1.608619067045557e-10,3.2242205453490394e-11,3.9222541896293885e-08,8.836583073556465e-13,1.9380423249874763e-14,8.452185972524982e-12,3.1347743862391065e-06,2.3571353865784757e-09,7.088790884046194e-09,2.894751869004339e-11,1.96798058156936e-11,9.638536553616478e-07,1.2256687896946991e-07,3.621221996963543e-08,0.001189376382259141,8.79335937136982e-05,1.3084681444310416e-06,8.85124525489918e-10,4.0675169047695146e-10
4.003006951447045e-07,0.24003357524990626,3.76,0.0,0.5296082070735566,0.9990897550424634,0.0010345814427487907,0.0013630959839475518,0.00015425467231183965,0.04907898907561432,0.04929227657970922,1.2044623679639086e-09,0.0067472556524368526,5.908312203045985e-06,2.267059007803747e-05,0.00011311681409307444,0.00021191707806409105,1.3320597080520759e-06,3.961738559862343e-05,0.0009085565285829039,0.008130369113934482,2.8285271620624814e-05,2.234856069481128e-05,2.4265187589193886e-05,0.00010151210399088769,2.6812278168512205e-05,1.838069474972097e-06,3.031221915370821e-06,1.448899157178121e-08,6.740604109874633e-07,1.5575499254036952e-11,8.764463794592346e-07,1.7238525916177244e-06,5.815484487794903e-07,4.2139328952267605e-10,2.0145158458665228e-10,0.00010382679890517962,5.690546593572807e-06,5.456104235273896e-05,1.8318255203623181e-06,4.4792152021509e-12,8.456841071452753e-11,2.525837401428358e-05,3.6967219016429134e-08,1.1437947674853929e-08,2.8536653978246257e-09,1.292720824557931e-09,1.177198474682951e-07,7.595219485402343e-11,2.0303902178883105e-13,2.404178169466498e-11,3.6968581460591772e-06,1.6773109144483567e-10,3.3495159839748276e-11,4.1422848222797535e-08,9.337478899598834e-13,2.031810001524034e-14,9.103100773197257e-12,3.212269650387356e-06,2.4027941560450734e-09,7.46465010662785e-09,2.9774606485155e-11,2.0619429579357907e-11,9.901603267529392e-07,1.23233740443966e-07,3.707381933142257e-08,0.0011943415510463603,9.057541421648722e-05,1.3263362266771425e-06,8.946950719025378e-10,4.111811759158895e-10
4.028258251355869e-07,0.24005560362782566,3.76,0.0,0.5291125812081249,0.999069684494868,0.0010602185309269685,0.0013714261639385763,0.0001575845527084532,0.04936778174690137,0.049586264735834815,1.211924888103183e-09,0.00690751995790317,5.947230921604247e-06,2.2972299281376912e-05,0.00011507400142850936,0.0002155010925453841,1.3626624917795419e-06,4.0412031201957696e-05,0.0009273942449210462,0.008321689386432489,2.8858222413198648e-05,2.2955492852653162e-05,2.495425622820035e-05,0.00010441845427409591,2.7400203822891292e-05,1.922921973454446e-06,3.1788330938030093e-06,1.4778195332543525e-08,7.064043882536909e-07,1.633259031758779e-11,9.148422732701571e-07,1.8036763718951763e-06,6.09621786648536e-07,4.419410126037312e-10,2.1116081261010063e-10,0.00010438078002919686,5.77041287304529e-06,5.483282010383042e-05,1.8646816638799258e-06,4.696485920212111e-12,8.684710836004028e-11,2.551903664530732e-05,3.777008307734347e-08,1.2014044481354539e-08,2.886257251982677e-09,1.320464434187593e-09,1.2077335006955852e-07,7.81385478565541e-11,2.123769448784994e-13,2.514710035375805e-11,3.7376680457064935e-06,1.7489684650339647e-10,3.479975020640142e-11,4.37416179655355e-08,9.865527155561036e-13,2.1297338791204984e-14,9.80154062039725e-12,3.291442172005624e-06,2.449191560192657e-09,7.85951330584346e-09,3.0624494803561946e-11,2.16029092367924e-11,1.0170866543484529e-06,1.2391971225352713e-07,3.7952432331600224e-08,0.0011992327592230928,9.328278619190504e-05,1.3446887209744379e-06,9.043945928319164e-10,4.15672586681374e-10
4.053509551264693e-07,0.2400777900569535,3.76,0.0,0.5286134087027257,0.9990492177306198,0.0010863939552665266,0.001379749902782391,0.00016097848111285134,0.04965619444849585,0.049879992663683995,1.2193972634220966e-09,0.007070965288119073,5.986224902324823e-06,2.3278769102863258e-05,0.00011706019901079116,0.00021914116737839829,1.3939302401998218e-06,4.122050315895096e-05,0.0009465736410668682,0.0085167793597274,2.9441429209723184e-05,2.3576655172992183e-05,2.5660998982461103e-05,0.00010739928696386706,2.7999919145917947e-05,2.0113922014596483e-06,3.33304963593952e-06,1.5072380835509153e-08,7.402257524851454e-07,1.7123463694312287e-11,9.548855156676553e-07,1.8869095721696868e-06,6.389386165920077e-07,4.6341765962656136e-10,2.2129895963748352e-10,0.00010493592675743282,5.8514977416527236e-06,5.510947303019513e-05,1.8978800456263506e-06,4.923820999993961e-12,8.917949484781922e-11,2.5781338178588705e-05,3.858887252032614e-08,1.2617210270116318e-08,2.919587423917464e-09,1.3487004871919044e-09,1.2389264001241573e-07,8.039329632064994e-11,2.2211669696525594e-13,2.6299886859307333e-11,3.7790470363400406e-06,1.8237172500988904e-10,3.615811922267312e-11,4.618506145610772e-08,1.0422156224462435e-12,2.231983610274542e-14,1.0550799862317398e-11,3.372323363101374e-06,2.496338493282673e-09,8.27429972638378e-09,3.1497888736531896e-11,2.2632221616145334e-11,1.044645037608188e-06,1.2462529278155338e-07,3.884838098606902e-08,0.0012040486735269346,9.605697358829698e-05,1.363537997966645e-06,9.142265776689062e-10,4.2022759033176216e-10
4.078760851173517e-07,0.24010013733630384,3.76,0.0,0.5281106271066075,0.999028347401152,0.0011131176465811654,0.0013880671524887616,0.00016443763526300574,0.04994422284169994,0.050173458703231456,1.2268801927504053e-09,0.0072376451116202565,6.0252986521346455e-06,2.3590110227511268e-05,0.00011907598218503364,0.00022283815807618604,1.4258782115005599e-06,4.204301922480496e-05,0.000966100414272523,0.008715701952678997,3.0035064856506094e-05,2.4212339029203635e-05,2.6385812425050583e-05,0.00011045631248817238,2.861165994608258e-05,2.103623634382256e-06,3.494144735734962e-06,1.5371624923407585e-08,7.755888916800175e-07,1.794951049176113e-11,9.9664363812102e-07,1.973687421980881e-06,6.695497692880474e-07,4.858625336482504e-10,2.3188348396168205e-10,0.00010549237095039971,5.933842134625189e-06,5.539118534535565e-05,1.9314205661797934e-06,5.161667496358927e-12,9.156670145354822e-11,2.6045296860981634e-05,3.942396071114501e-08,1.324863023848193e-08,2.9536800790358354e-09,1.377436282615312e-09,1.2707893112918701e-07,8.271879466811747e-11,2.3227466476386025e-13,2.7502068465730538e-11,3.821010366498435e-06,1.9016878916567895e-10,3.7572496029765706e-11,4.875971037730338e-08,1.1008868479874954e-12,2.3387352676825187e-14,1.1354389994582874e-11,3.4549451216542388e-06,2.5442460042439636e-09,8.709971390621869e-09,3.239551997470947e-11,2.370943012092701e-11,1.072848073884632e-06,1.2535099424624786e-07,3.9761995977378405e-08,0.0012087879450189004,9.88992549750479e-05,1.382896754804249e-06,9.24194604100622e-10,4.248478967003665e-10
4.104012151082341e-07,0.24012264830568245,3.76,0.0,0.5276041730710578,0.9990070660242031,0.0011403997069099167,0.0013963778653021,0.00016796321510847336,0.05023186250302339,0.050466661166390064,1.23437440475771e-09,0.0074076136581442634,6.064456868532855e-06,2.390643580327033e-05,0.00012112194273232988,0.00022659293087311193,1.458522049202015e-06,4.2879800324546666e-05,0.0009859803525160981,0.008918520971967957,3.063930512975274e-05,2.4862841070403634e-05,2.7129100568176885e-05,0.00011359127626725823,2.923566716199913e-05,2.1997650843973597e-06,3.662402111666054e-06,1.5676005505473786e-08,8.125608840889914e-07,1.8812175045964885e-11,1.0401867661136816e-06,2.0641501706105544e-06,7.015080073690811e-07,5.09316514909158e-10,2.42932502934283e-10,0.00010605024978229725,6.017488684925117e-06,5.5678145852915186e-05,1.9653030703936933e-06,5.4104916481140145e-12,9.400988150702497e-11,2.631093137058187e-05,4.0275731772604394e-08,1.3909537724205717e-08,2.9885602112466147e-09,1.4066792049949923e-09,1.3033345947034123e-07,8.511748128800051e-11,2.4286787887824477e-13,2.8755647555141673e-11,3.8635736746247365e-06,1.9830163022109088e-10,3.904519970309712e-11,5.14724343285569e-08,1.1627244100336437e-12,2.4501715707844256e-14,1.221605329643985e-11,3.539339836637954e-06,2.5929252988736094e-09,9.167535031187191e-09,3.3318147953175016e-11,2.4836688477455615e-11,1.1017085602685085e-06,1.2609734313581815e-07,4.069361705924109e-08,0.0012134492092352666,0.00010181092338207968,1.4027780246243751e-06,9.343023404097247e-10,4.29535259003529e-10
4.129263450991165e-07,0.24014532584616155,3.76,0.0,0.5270939823392671,0.9989853659813274,0.0011682504124351514,0.001404681993718138,0.00017155644326680963,0.05051910892271705,0.05075959833667357,1.2418806590458473e-09,0.007580925926623925,6.1037044469725115e-06,2.422786149750243e-05,0.00012319868935288934,0.0002304063627618905,1.4918777924465792e-06,4.373107059498479e-05,0.001006219335922962,0.009125301121284197,3.1254328788664225e-05,2.5528463304844064e-05,2.789127496931399e-05,0.00011680595935001409,2.9872186990679134e-05,2.2999708880691618e-06,3.838116387371203e-06,1.5985601569862264e-08,8.512116070375318e-07,1.9712956826029622e-11,1.0855877115186243e-06,2.158443262670194e-06,7.348680941869202e-07,5.338221218673522e-10,2.5446481616899983e-10,0.00010660970594535496,6.1024817873758375e-06,5.5970548096943666e-05,1.999527347076883e-06,5.670779683781503e-12,9.651021080456684e-11,2.6578260822782035e-05,4.1144580874600945e-08,1.4601216002561183e-08,3.0242536755764457e-09,1.4364367248510153e-09,1.3365748389988642e-07,8.759188156348859e-11,2.539140386579513e-13,3.006270450000122e-11,3.906752999413358e-06,2.067843892470891e-10,4.0578642861771214e-11,5.433045824491159e-08,1.2278945080345264e-12,2.5664821197725384e-14,1.3139777285009313e-11,3.625540393009382e-06,2.6423877420937222e-09,9.648044109347969e-09,3.4266561048359544e-11,2.6016244645592788e-11,1.1312394954072215e-06,1.2686488065926102e-07,4.164359348587651e-08,0.0012180310863562688,0.00010479328612266199,1.4231951863365091e-06,9.445535478393655e-10,4.342914749805914e-10
4.154514750899989e-07,0.2401681728805559,3.76,0.0,0.5265799897361584,0.9989632395153534,0.0011966802164519955,0.0014129794905016644,0.00017521856549036695,0.05080595750328299,0.05105226846885849,1.2493997473351628e-09,0.007757637693179217,6.1430464885087335e-06,2.4554505554827255e-05,0.00012530684816411348,0.00023427934152699033,1.5259618865671113e-06,4.459705742705878e-05,0.0010268233382085593,0.009336108010506966,3.188031762955764e-05,2.620951318432469e-05,2.8672754837910726e-05,0.00012010217906061697,3.0521471019455056e-05,2.4044011002228967e-06,4.0215934852861715e-06,1.630049319611603e-08,8.916138500750376e-07,2.065341240263813e-11,1.1329220679942652e-06,2.256717519497059e-06,7.696868648793487e-07,5.594235745541447e-10,2.6649992950774757e-10,0.00010717088786145096,6.188867665127611e-06,5.626859051693267e-05,2.0340931287169005e-06,5.943038661023442e-12,9.906888802886613e-11,2.6847304776406673e-05,4.2030914530489515e-08,1.5325000144048097e-08,3.0607872221140294e-09,1.4667163991697836e-09,1.370522867204011e-07,9.014461101404716e-11,2.6543153784886513e-13,3.1425400634408564e-11,3.950564790460157e-06,2.1563177873598714e-10,4.217533543255701e-11,5.734138071337489e-08,1.2965719448054703e-12,2.687863637291392e-14,1.4129810034743734e-11,3.713580176659857e-06,2.6926448602677175e-09,1.0152600922999482e-08,3.524157782919788e-11,2.725044490003727e-11,1.1614540812937409e-06,1.2765416321335388e-07,4.261228446781548e-08,0.001222532181392282,0.00010784766459893423,1.444161974724939e-06,9.549520830258648e-10,4.3911838806678145e-10
