Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383)
6.704211058314444e-17,0.23741600159160134,3.76,0.0,0.5885306109714212,0.9999999999999897,2.2088217709040188e-33,2.2634430525540077e-13,3.3024323785046065e-25,8.657853552506702e-12,8.657853552509927e-12,8.586810877690753e-26,2.8924264733845e-24,2.8918327581153904e-24,1.0532877369617165e-32,8.070132056319558e-33,1.0328963668579691e-14,1.9288895791093985e-26,4.283640343753083e-15,1.5322950701601004e-19,4.894015184218455e-22,6.04547558208555e-15,1.0698803963133925e-25,6.257184117644779e-26,1.7162486932555514e-33,8.606057363724577e-20,9.801929960908664e-39,7.814763064369403e-41,9.379263445394318e-26,2.0137912262199572e-36,3.7963032185331484e-53,1.332428337226463e-26,4.047443806154846e-38,1.6979437985897833e-47,8.405723717075774e-44,3.779143005338502e-58,2.180280646201256e-14,2.5308218449935613e-25,2.1802806457012964e-14,1.1172817550102906e-28,3.415119863042586e-48,1.0101239435633432e-37,1.5528254247175397e-15,3.193473265417234e-37,7.898795765453005e-51,1.4814321478272702e-26,2.5925998003023034e-36,8.492085444498618e-44,1.1080197822317653e-39,2.2070934724599672e-51,1.5104840505149684e-46,9.38104831787292e-33,2.3401027638027154e-48,6.8065113286827275e-40,3.93119617236021e-49,2.78145060175062e-62,3.9440519565368546e-62,1.7655027834170244e-67,1.389053195083374e-25,1.2079865500649802e-36,2.44325962953455e-51,3.8038556034400475e-42,1.939662359925777e-50,1.9980415288746136e-35,1.5528254032543795e-15,9.759469106228561e-39,2.2634430524950103e-13,1.1610041499327057e-26,2.075044916626306e-23,1.664848883680881e-37,3.2215436044228384e-36
1.3408603984926594e-16,0.23741600159199677,3.76,0.0,0.5885306109625031,0.9999999999999793,1.767099596189284e-32,4.526947506668104e-13,1.3210003258111618e-24,1.7315941970512027e-11,1.7315941970524923e-11,3.434793034034176e-25,1.156994686221745e-23,1.1567566348849409e-23,8.426501878168377e-32,6.456258820303093e-32,2.0658207537282117e-14,7.71571529340011e-26,8.567396412008806e-15,3.0744053085329117e-19,1.9576458214915927e-21,1.2091114676732904e-14,4.279608706520557e-25,2.502924744030586e-25,1.3730315419430588e-32,1.7212351050230198e-19,7.841729983112129e-38,6.251959797268496e-40,3.751781339300482e-25,1.611071149283183e-35,6.0742399730158924e-52,5.329821529104271e-26,3.2380317948754467e-37,2.7167790856049375e-46,6.724738293145039e-43,1.2093574314321418e-56,4.360620437667381e-14,1.0123493342745836e-24,4.360620435667502e-14,4.469218618194322e-28,5.464329086598091e-47,8.081183105789812e-37,3.1056929750584625e-15,2.5548594678900958e-36,1.26383946251924e-49,5.925849047394644e-26,2.0741294573729926e-35,1.358768508614521e-42,8.864442114229626e-39,2.3116068168935984e-50,1.208416594713195e-45,7.505016700237732e-32,3.7442913689658405e-47,5.445381377505805e-39,6.29008691201616e-48,8.900894881888438e-61,1.2621296738526753e-60,5.649769509136432e-66,5.556325871022389e-25,9.664136866462103e-36,3.9093282662258605e-50,3.0432066834070924e-41,3.1035427348599753e-49,1.5984712896980166e-34,3.1056928892040757e-15,7.807827258140615e-38,4.5269475064321096e-13,4.644111086796216e-26,8.300348429165175e-23,1.3319109610338101e-36,2.577296000610895e-35
2.6817389838150894e-16,0.23741600159278753,3.76,0.0,0.5885306109446669,0.9999999999999587,1.4136968320572452e-31,9.053956415112532e-13,5.2840590437862854e-24,3.463211880597932e-11,3.4632118806030905e-11,1.3739302313435256e-24,4.6280302853231334e-23,4.6270735870653525e-23,6.741281463595515e-31,5.165068243907742e-31,4.131669527903739e-14,3.086317512992286e-25,1.713490710900864e-14,6.187946980543351e-19,7.830662298044567e-21,2.4182391408284916e-14,1.71186093832797e-24,1.0011802219270218e-24,1.0984382654286546e-31,3.4424947010256585e-19,6.2734580887403146e-37,5.0016287173997397e-39,1.500727506532813e-24,1.2888721007973957e-34,9.718908653489323e-51,2.13195009452386e-25,2.5904559898084867e-36,4.3469015036013534e-45,5.379854005883904e-42,3.869993883209705e-55,8.721300019887739e-14,4.049438529568389e-24,8.72130001188814e-14,1.787706169948443e-27,8.743032404155202e-46,6.465021773562637e-36,6.211428079925866e-15,2.0439199168195126e-35,2.022168850383273e-48,2.370363646829892e-25,1.6593232364778792e-34,2.1740572605554677e-41,7.091671214432426e-38,2.7227412435963086e-49,9.667458235284102e-45,6.004084469335776e-31,5.9909677114768045e-46,4.3563740045235746e-38,1.0064278947820516e-46,2.8483272317960025e-59,4.038867220162372e-59,1.8079522103465035e-64,2.2225529947464177e-24,7.731406884962037e-35,6.255047772448128e-49,2.4346452970166443e-40,4.9657431081882597e-48,1.2787922734524552e-33,6.211427736504835e-15,6.246368443889867e-37,9.053956414168545e-13,1.8576633335857301e-25,3.3201730592216808e-22,1.065541798747653e-35,2.061861179036291e-34
5.363496154459949e-16,0.23741600159436918,3.76,0.0,0.5885306109089944,0.9999999999999174,1.1309647806854248e-30,1.8107974232866325e-12,2.1136375586657505e-23,6.926447247474047e-11,6.926447247494678e-11,5.495741209082336e-24,1.8512250992825818e-22,1.8508388314363973e-22,5.393057102718768e-30,4.132078937152556e-30,8.263367077994961e-14,1.2345332843195354e-24,3.4269922744963974e-14,1.2532315069262186e-18,3.132280334313076e-20,4.8364939040419556e-14,6.847478915396473e-24,4.00474237506504e-24,8.787558199509382e-31,6.885017328044076e-19,5.018795624894462e-36,4.00132915068508e-38,6.002938195478724e-24,1.03110361537712e-33,1.5550356279036577e-49,8.527842117248621e-25,2.0723767791193308e-35,6.955085609759714e-44,4.303907981779572e-41,1.2384056944561718e-53,1.7442659181480894e-13,1.619783649997294e-23,1.7442659149482345e-13,7.150865348322733e-27,1.3988923801547227e-44,5.172045398608311e-35,1.2422898306402912e-14,1.6351488702235185e-34,3.2354907223824154e-47,9.48150213480068e-25,1.3274661750030787e-33,3.4785130187650905e-40,5.673390347162945e-37,3.575706030536603e-48,7.734029673720526e-44,4.803295843026654e-30,9.585629433809123e-45,3.4851267258659264e-37,1.6102962891712606e-45,9.114715067229788e-58,1.292445480115922e-57,5.785490353304648e-63,8.890257495849238e-24,6.185163831455256e-34,1.0008277699415806e-47,1.947797928923917e-39,7.945275524956384e-47,1.0230399392420911e-32,1.2422896932711856e-14,4.997146764931983e-36,1.8107974229090359e-12,7.43069114253334e-25,1.3280759090082523e-21,8.524391119858377e-35,1.649498584940313e-33
1.072701049574967e-15,0.23741600159753243,3.76,0.0,0.5885306108376493,0.9999999999998348,9.04775475296802e-30,3.621600987183368e-12,8.454597260964627e-23,1.3852917980356885e-10,1.3852917980439412e-10,2.1982959389072892e-23,7.40494778366007e-22,7.403374015513934e-22,4.3144583704817145e-29,3.30567267343987e-29,1.6526762185138072e-13,4.938145695297145e-24,6.853993098471466e-14,2.5690189934601354e-18,1.252914906838523e-19,9.673001098082306e-14,2.738998798981998e-23,1.6019019184157357e-23,7.030067307285269e-30,1.3770076323790082e-18,4.015047382003625e-35,3.201076710921298e-37,2.401179494145074e-23,8.248850456457239e-33,2.488066055463909e-48,3.411144213306748e-24,1.6579058432247909e-34,1.1128169076062174e-42,3.443135381655078e-40,3.9629081314250015e-52,3.488537749327694e-13,6.479151073479807e-23,3.4885377365282427e-13,2.860356851471548e-26,2.2382294884350217e-43,4.1376440932050545e-34,2.484583882632594e-14,1.3081242703716878e-33,5.176801583940285e-46,3.792609956655983e-24,1.0619755223986219e-32,5.565635661303821e-39,4.538743813724584e-36,5.09657266408415e-47,6.1872696039112025e-43,3.842647699417869e-29,1.5337071579757847e-43,2.7881123272802396e-36,2.5764848810166415e-44,2.916721311115598e-56,4.135835775123186e-56,1.8513649463886103e-61,3.5561122809222756e-23,4.948145381009617e-33,1.6013735652573953e-46,1.5583505573163323e-38,1.2712595731159713e-45,8.184344376127011e-32,2.4845833331548253e-14,3.997753183235023e-35,3.621600985672977e-12,2.9722840268985076e-24,5.312316588929461e-21,6.8195429636735815e-34,1.3196025490129295e-32
2.1454039178329105e-15,0.23741600160385895,3.76,0.0,0.5885306106949594,0.9999999999996695,7.238230000953398e-29,7.243208116360742e-12,3.3818636247972806e-22,2.770585944264504e-10,2.7705859442975137e-10,8.793145854688056e-23,2.9620057236993242e-21,2.961353261368191e-21,3.451571636559833e-28,2.644541607244961e-28,3.3053552427266945e-13,1.975260789522108e-23,1.3707985533571478e-13,5.388249208976603e-18,5.011662694287981e-19,1.9346006156626034e-13,1.0956011264700866e-22,6.407622977723711e-23,5.624062012394214e-29,2.75402492953717e-18,3.2120410112344553e-34,2.5608713963059136e-36,9.604715065087768e-23,6.59908544960582e-32,3.980915668952251e-47,1.364458373453074e-23,1.3263258425623711e-33,1.7805088320884046e-41,2.7545104404148655e-39,1.268130693888604e-50,6.977081407130803e-13,2.5916637217849853e-22,6.977081355932933e-13,1.1441469457550211e-25,3.5811554818102415e-42,3.310112916118815e-33,4.969172013404776e-14,1.0465014851239992e-32,8.282895608526793e-45,1.5170454777862523e-23,8.49580727772068e-32,8.905021594216374e-38,3.6310239624481114e-35,7.65484458483351e-46,4.949867038285043e-42,3.074122118237108e-28,2.453936486511325e-42,2.2304941407021718e-35,4.1223892396376385e-43,9.333538556421761e-55,1.3234674780777738e-54,5.924387776254935e-60,1.422446912238952e-22,3.9585204093934543e-32,2.562342714244647e-45,1.246852591437559e-37,2.0340551160947106e-44,6.547486054094192e-31,4.969169815491311e-14,3.198240802775417e-34,7.243208110319173e-12,1.1889151313224652e-23,2.124928891935971e-20,5.455658199287738e-33,1.0556832306183241e-31
4.2908096543487985e-15,0.23741600161651202,3.76,0.0,0.5885306104095794,0.999999999999339,5.790613033069612e-28,1.4486422380251109e-11,1.352762646095169e-21,5.541174235331123e-10,5.541174235463163e-10,3.5172213130234053e-22,1.184821317835672e-20,1.1845419693440331e-20,2.761259069068505e-27,2.1156341275938854e-27,6.610713302289504e-13,7.90104817927093e-23,2.741593355248181e-13,1.1777328748113153e-17,2.0046637076676417e-18,3.869197895564038e-13,4.382409002097117e-22,2.5630565457174006e-22,4.499252664511633e-28,5.508081526491642e-18,2.569632055730669e-33,2.048708602323778e-35,3.8418763690436664e-22,5.279264747155257e-31,6.3694818209590576e-46,5.457828588868416e-23,1.0610601812597942e-32,2.848813033296827e-40,2.2036068649224648e-38,4.058008808143397e-49,1.3954168704512613e-12,1.0366661453459896e-21,1.3954168499721012e-12,4.576612695243437e-25,5.729797671456989e-41,2.6480806404963965e-32,9.938348382099443e-14,8.372020142635298e-32,1.325264321456163e-43,6.06818229799384e-23,6.796635491910493e-31,1.4248014727184394e-36,2.9048568097463116e-34,1.1847936733497489e-44,3.959966987646519e-41,2.459298555987305e-27,3.9263020050562927e-41,1.7843968644899534e-34,6.595848808428457e-42,2.986743837345843e-53,4.235085685702067e-53,1.8958118208213962e-58,5.689792795505496e-22,3.166815374535118e-31,4.1002026003417915e-44,9.97754546284805e-37,3.2546077296121636e-43,5.23799403783222e-30,9.938339590443232e-14,2.558646260882097e-33,1.4486422356084817e-11,4.7556636190945365e-23,8.49971740673206e-20,4.3645549726967484e-32,8.445466114285729e-31
8.581621127380575e-15,0.23741600164181823,3.76,0.0,0.5885306098388194,0.999999999998678,4.632531723859289e-27,2.8972850930174307e-11,5.4111829931045965e-21,1.1082350811900311e-09,1.1082350812428468e-09,1.4068575613663478e-21,4.739432978016131e-20,4.738168677080707e-20,2.2090076131819252e-26,1.6925067658347153e-26,1.3221429465963092e-12,3.16042027464368e-22,5.48316821860305e-13,2.7557949365350272e-17,8.018636223172529e-18,7.73837752819747e-13,1.752965526006398e-21,1.0252275242597918e-21,3.599403014187782e-27,1.101628281577115e-17,2.0557021505875966e-32,1.6389834347366008e-34,1.5367413565220177e-21,4.223401318667826e-30,1.0191212366242076e-44,2.183125429621639e-22,8.488464119342871e-32,4.5580919063273307e-39,1.7628811506806992e-37,1.2985551952740394e-47,2.7908343226378616e-12,4.146665879872445e-21,2.7908342407211998e-12,1.8306632620510966e-24,9.167501831690892e-40,2.11844663721726e-31,1.987670154808999e-13,6.69761939689325e-31,2.1204236638372322e-42,2.427270913850539e-22,5.4372857500449406e-30,2.2796732657181472e-35,2.3239422237295973e-33,1.8636603242031708e-43,3.168087438460922e-40,1.9674380340145578e-26,6.2820848282301854e-40,1.4275178569642452e-33,1.0553427812255712e-40,9.55764118392536e-52,1.3552191939208308e-51,6.066639268924581e-57,2.2759190649511824e-21,2.5334477667471015e-30,6.5617699630865876e-43,7.986384070654235e-36,5.2077487559586644e-42,4.1903988653197775e-29,1.9876666381479872e-13,2.0469997618390128e-32,2.897285083350912e-11,1.9022661085437895e-22,3.3998851914988915e-19,3.491685554451695e-31,6.756365805102717e-30
1.7163244073444127e-14,0.2374160016924304,3.76,0.0,0.5885306086972995,0.9999999999973558,3.706089392850427e-26,5.794570811859057e-11,2.1645780914802023e-20,2.2164703942782495e-09,2.216470394489512e-09,5.627179866941813e-21,1.8958904516995765e-19,1.8952672068619605e-19,1.7672056801137562e-25,1.3540038014396911e-25,2.644286197150078e-12,1.264168309403334e-21,1.0966258984313378e-12,7.112891760930706e-17,3.207438073969218e-17,1.5476677085265136e-12,7.011874161041633e-21,4.100947389286551e-21,2.879522221539487e-26,2.2033038454348197e-17,1.6445552148593801e-31,1.3112125028534995e-33,6.14688896724916e-21,3.3787024089949705e-29,1.6306062712082907e-43,8.732449507587795e-22,6.790739788301942e-31,7.292914069812533e-38,1.4102971900397117e-36,4.155325275065699e-46,5.581669197852013e-12,1.6586665998260166e-20,5.581668870185356e-12,7.322795028147058e-24,1.466743599988074e-38,1.694727763236177e-30,3.9753409594475903e-13,5.3580967956307e-30,3.3926782390089746e-41,9.709062983034088e-22,4.349789924805919e-29,3.647445937747632e-34,1.8592432404255538e-32,2.956170746400676e-42,2.534650702219e-39,1.5739482543706795e-25,1.0051332921533517e-38,1.1420140230818005e-32,1.6885696749669688e-39,3.0584821269238454e-50,4.336646105166209e-50,1.9413498080605843e-55,9.103687492698072e-21,2.0267497575939692e-29,1.0503452236140455e-41,6.396058731483172e-35,8.333597281711797e-41,3.3523230378084068e-28,3.975326892822032e-13,1.6377309990676677e-31,5.794570773192976e-11,7.609066093200238e-22,1.3599520111716153e-18,2.7934134113649736e-30,5.405078299097572e-29
3.4326489965571224e-14,0.2374160017936549,3.76,0.0,0.5885306064142596,0.9999999999947115,2.9649731102941277e-25,1.1589142284970251e-10,8.659149444694645e-20,4.43294101155221e-09,4.432941012397258e-09,2.250671132389808e-20,7.584498068083765e-19,7.581064908220296e-19,1.4137634941528865e-24,1.0832001619013278e-24,5.288572769532726e-12,5.056673628374428e-21,2.193220467741135e-12,2.0630880898384373e-16,1.2829617916837796e-16,3.095303737043179e-12,2.804758640026212e-20,1.640408398284393e-20,2.3036168326787747e-25,4.4067967399733914e-17,1.315633397851009e-30,1.04901091821204e-32,2.4586938353016627e-20,2.7029313424110848e-28,2.6090085904946017e-42,3.492937202336806e-21,5.432539909446387e-30,1.166855349969728e-36,1.1282250696452306e-35,1.3296708156919445e-44,1.1163338831644119e-11,6.634666800492616e-20,1.1163337520977723e-11,2.929230896817726e-23,2.3466076610777784e-37,1.3557345598282458e-29,7.950683254486688e-13,4.2864778917539195e-29,5.4282847750731985e-40,3.883607729499084e-21,3.4797690823907172e-28,5.8358116246843615e-33,1.4875371755608909e-31,4.709074729393686e-41,2.0280092136150432e-38,1.2591547767251279e-24,1.6082117312377052e-37,9.13610459649068e-32,2.701778531015927e-38,9.787376021039083e-49,1.3876909256163535e-48,6.212478982535939e-54,3.641483114989099e-20,1.621385795677556e-28,1.6820303403757593e-40,5.127967094089791e-34,1.333758918543683e-39,2.6818639947951808e-27,7.950626988145768e-13,1.310394214118388e-30,1.158914213030592e-10,3.043627038941877e-21,5.4397902243860984e-18,2.234834054931131e-29,4.32403848470316e-28
6.865298174982542e-14,0.237416001996104,3.76,0.0,0.5885306018481798,0.9999999999894229,2.372140707698801e-24,2.317828537290434e-10,3.4643290104289374e-19,8.865882210490235e-09,8.865882213870415e-09,9.001077343028084e-20,3.0345478509819825e-18,3.0324224664183295e-18,1.1310089581188969e-23,8.66555402244437e-24,1.0577146199389676e-11,2.0226695228361207e-20,4.3863152755714085e-12,6.688127863838322e-16,5.131739055315519e-16,6.190480265551442e-12,1.1219105006767467e-19,6.561868349303186e-20,1.8428916982572454e-24,8.814353938668009e-17,1.052489337073521e-29,8.392740820435822e-32,9.834280183180056e-20,2.1622958393530693e-27,4.1745364892651797e-41,1.3971406351312275e-20,4.345948254480739e-29,1.8669334001934844e-35,9.025596391657466e-35,4.254733027258083e-43,2.2326677632683567e-11,2.6538667247823104e-19,2.2326672390020383e-11,1.1717825274028452e-22,3.7539890994882275e-36,1.0845112631629003e-28,1.5901370587612402e-12,3.4291824059075013e-28,8.685253070819372e-39,1.5534289358214988e-20,2.7837143069175628e-27,9.336971204413619e-32,1.190257641755042e-30,7.517081539155359e-40,1.6228690318854674e-37,1.007317558501616e-23,2.5731333428950485e-36,7.308870180835923e-31,4.323059511942897e-37,3.1321090593807966e-47,4.440380995579765e-47,1.9880952273696652e-52,1.4565995663466444e-19,1.297086027992632e-27,2.6959776151930994e-39,4.120163948293231e-33,2.135240603249948e-38,2.1454997993890767e-26,1.5901145523566028e-12,1.0486502322474954e-29,2.3178284754247075e-10,1.2174511519327107e-20,2.1759015742491008e-17,1.7880323132222527e-28,3.459191659870139e-27
1.0297947353407963e-13,0.23741600219855302,3.76,0.0,0.5885305972821001,0.9999999999841344,6.78310618743794e-24,3.4767428602550085e-10,7.362681945274432e-19,1.3298823373818376e-08,1.3298823381001237e-08,1.912492898344771e-19,6.4495135940729416e-18,6.443892503460583e-18,3.23397568954292e-23,2.4777990517314663e-23,1.5865719914329512e-11,4.298172799991455e-20,6.579315757151886e-12,1.3234533338540484e-15,1.0904786536179995e-15,9.285561268596944e-12,2.3840701283853026e-19,1.394431481667075e-19,5.26951546909937e-24,1.3222486889102061e-16,3.009690204985932e-29,2.3999067594618693e-31,2.0897117827522472e-19,6.182733705019866e-27,1.5365284075119719e-40,2.968873505653007e-20,1.24268314459346e-28,6.87163585875995e-35,2.5807229721087023e-34,1.9425513318698966e-42,3.3490015967178263e-11,5.639466707898556e-19,3.349000482652271e-11,2.490189987061786e-22,1.3816140579064788e-35,3.1024873271735656e-28,2.3852060663785488e-12,1.0180381663828808e-27,3.196749701895833e-38,3.3010156493340937e-20,7.9694078157148e-27,3.4396896316399926e-31,3.5339056779643154e-30,2.7669487506982865e-39,4.641285090687182e-37,2.8802883138761616e-23,9.734676386310363e-36,2.16981860018112e-30,1.6015731731280305e-36,1.437309940693305e-46,2.0273099110888074e-46,9.123289057702927e-52,3.095283311317032e-19,3.7374098799010336e-27,9.932376831911621e-39,1.2261761719612656e-32,7.866129125004009e-38,6.13690272314885e-26,2.3851582404629328e-12,3.113670947784955e-29,3.4767427287903484e-10,2.587084215551543e-20,4.623769452486572e-17,5.112925954564755e-28,9.891061735641217e-27
1.3730596531833384e-13,0.23741600240100205,3.76,0.0,0.5885305927160206,0.9999999999788458,1.430804499347072e-23,4.635657197390743e-10,1.2561412808099818e-18,1.7731764501536642e-08,1.773176451378973e-08,3.262117189368946e-19,1.1003838194646396e-17,1.0992514228075055e-17,6.821385479679859e-23,5.2263808646994245e-23,2.1154293914343457e-11,7.332177215254377e-20,8.772221917021874e-12,2.170222827128665e-15,1.860203315939526e-15,1.2380546749241898e-11,4.0669593445858e-19,2.3787901682613145e-19,1.1114928519262908e-23,1.7631199933194756e-16,6.348741701102118e-29,5.062304245254776e-31,3.564688161638862e-19,1.304102105781742e-26,3.897018752740784e-40,5.064469823920332e-20,2.6212043438927963e-28,1.742823555808372e-34,5.4434282897205514e-34,5.790197495755745e-42,4.465335383512824e-11,9.62026656318147e-19,4.4653334830486454e-11,4.248224331478248e-22,3.5038356861297025e-35,6.546807238484125e-28,3.1802753483005792e-12,2.2182509067019693e-27,8.107651552716984e-38,5.631111587643865e-20,1.682817173008437e-26,8.73135690935559e-31,7.700804580831069e-30,7.022728740165839e-39,9.791929190726628e-37,6.075342445226789e-23,2.5339284484132197e-35,4.727916092919024e-30,4.101401588173938e-36,4.315966525192859e-46,6.0428353579158164e-46,2.7395550416997324e-51,5.280203654556773e-19,7.937267068144194e-27,2.522069278432718e-38,2.6787195061511047e-32,1.9978754593211214e-37,1.2948502845329372e-25,3.1801937632205888e-12,6.785444676885332e-29,4.6356569731275164e-10,4.4132621485129745e-20,7.887573074513876e-17,1.0785160195395321e-27,2.0862990486596705e-26
2.0595894888684225e-13,0.2374160028059002,3.76,0.0,0.5885305835838615,0.9999999999682686,3.908202600525131e-23,6.953485904921039e-10,2.6012143839164207e-18,2.659764667339901e-08,2.6597646698767358e-08,6.752518479492995e-19,2.278801639533999e-17,2.2758575702709347e-17,1.863129259103615e-22,1.4274798985155122e-22,3.173144258339563e-11,1.5180341930524564e-19,1.3157812883562345e-11,4.3146530369341026e-15,3.851228351915704e-15,1.8570293534804754e-11,8.420178642402846e-19,4.925169858629422e-19,3.035829070330924e-23,2.6450000933696794e-16,1.734276514073729e-28,1.3827661818517993e-30,7.379839057284422e-19,3.561836804727678e-26,1.3628360320976503e-39,1.0485068082177055e-19,7.159483710602795e-28,6.094982288528872e-34,1.48674022170516e-33,2.5345112010313877e-41,6.69800284760763e-11,1.9917539237644264e-18,6.697998912940016e-11,8.796379430944807e-22,1.2251686199419403e-34,1.7896366928909523e-27,4.770414555920982e-12,6.4388944838523474e-27,2.8352894571918425e-37,1.1658388036085267e-19,4.606176036155927e-26,3.0585008503374568e-30,2.2355663539276692e-29,2.4621062388889584e-38,2.6757908735752353e-36,1.65935543255276e-22,9.299145836955219e-35,1.3723660903321256e-29,1.4695413811317482e-35,1.9260260580683626e-45,2.6450943073960646e-45,1.2225510902113098e-50,1.0932040933637403e-18,2.1968616724367178e-26,8.847705123354115e-38,7.817248696850017e-32,7.013979304558922e-37,3.538778622120624e-25,4.770245645432438e-12,1.9700038361316663e-28,6.953485440612573e-10,9.137101869847854e-20,1.6330101827546726e-16,2.9459976169222186e-27,5.698273616038282e-26
2.7461193245535067e-13,0.23741600321079837,3.76,0.0,0.5885305744517024,0.9999999999576914,8.177697228401799e-23,9.2713146645637e-10,4.4248475397509264e-18,3.546352871431126e-08,3.5463528757455985e-08,1.1482193095002968e-18,3.8766103293801626e-17,3.8706329785754326e-17,3.8982846417121556e-22,2.9867527926878275e-22,4.2308592300694094e-11,2.581778620385489e-19,1.754305703323806e-11,7.16554657365483e-15,6.549791002124966e-15,2.4759689075868752e-11,1.4320608910678447e-18,8.376726479936677e-19,6.351964995471377e-23,3.5270971211268573e-16,3.629062913953272e-28,2.8933837030204493e-30,1.2550534117593593e-18,7.452423152322867e-26,3.4054175573102457e-39,1.7831912116438516e-19,1.4980265171623675e-27,1.5230121623226121e-33,3.110704303124446e-33,7.384403973115583e-41,8.930670140137312e-11,3.387451623681202e-18,8.930663448301636e-11,1.4961982979759495e-21,3.061074664172623e-34,3.746893593571076e-27,6.3605547722575545e-12,1.4081130484137457e-26,7.084624580769468e-37,1.982768121872482e-19,9.653446819478286e-26,7.652580462024217e-30,4.889412213444964e-29,6.161732148305616e-38,5.601142239490978e-36,3.471909880747352e-22,2.411335163375147e-34,3.0012057646368535e-29,3.729287733031157e-35,5.68732303065029e-45,7.706586443482156e-45,3.6100625707064437e-50,1.8592619120337336e-18,4.6429192138622486e-26,2.2162433485205426e-37,1.7172592398720493e-31,1.75714963065222e-36,7.407740195933214e-25,6.360267501467899e-12,4.308918503172984e-28,9.271313874896709e-10,1.5539822437158474e-19,2.7773037715040826e-16,6.164450191172172e-27,1.1922590245132874e-25
