Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142)
1.0761202320326144e-17,0.14127333044975768,3.76,0.0,0.6122520573313045,0.9999999999999998,9.794462017203878e-37,7.198823840798129e-16,1.5395537142308477e-27,2.7237519182598037e-13,2.7237519182598143e-13,2.3913611875209718e-29,9.937808180506064e-28,9.9305685228552e-28,9.73665010048647e-37,1.3990981409226202e-36,2.787043570691178e-16,4.097686158129026e-29,1.2673685857967193e-16,1.603533499009187e-21,4.5794822859840205e-25,1.5196910111031898e-16,1.0896947674258951e-29,5.883141825861387e-29,1.1037068409451337e-37,1.1319703692509887e-22,1.6539267368833625e-43,7.501173530262351e-45,2.003272525121008e-27,1.969822416256261e-40,1.831471095594997e-57,7.519786879825516e-29,9.425940478857882e-43,1.3318406227185949e-52,3.876936231805963e-48,1.1750227078396693e-63,1.849737385663178e-16,1.4051567972928512e-27,1.849737385634876e-16,2.600005386896559e-32,7.230845894352947e-54,3.467609916793308e-42,3.912262151204355e-18,1.0075629282965196e-42,6.220670062820354e-58,9.300417986470431e-30,4.724288076896335e-41,4.807811503194389e-50,1.2225133683459555e-44,7.806360490912924e-57,6.030886751822884e-51,1.6250664779534964e-36,1.9054910220508796e-54,7.401356665736964e-45,1.187065103697123e-54,7.396163950852629e-70,1.1749131115427117e-67,6.454215963135987e-75,6.509909276484451e-29,1.5085409449464165e-41,1.1863516950866682e-57,1.093213736638042e-46,4.241220739852449e-56,8.288854247264423e-40,3.912262136741385e-18,9.251213041323883e-44,7.198823840751211e-16,1.6929906203996773e-30,1.3940160410890937e-26,3.736067340158889e-41,1.0059084628460803e-39,3.8960331801182285e-35
2.1531754077941885e-17,0.14127333044976487,3.76,0.0,0.6122520573310307,0.9999999999999994,7.841525109760826e-36,1.4403902089888106e-15,6.162227109600721e-27,5.449870258688472e-13,5.449870258688516e-13,9.571675948543676e-29,3.977713836425185e-27,3.974815387606516e-27,7.795240374302162e-36,1.120129217990346e-35,5.576508552154331e-16,1.6401423511257699e-28,2.5358382692070657e-16,3.209356816208591e-21,1.8329863593349195e-24,3.0407023399866063e-16,4.3616189040314485e-29,2.354789950419222e-28,8.836365732892224e-37,2.2649243913639233e-22,1.3241475109188133e-42,6.005499906449049e-44,8.018310729123163e-27,1.5770556671772132e-39,2.9327399729981883e-56,3.009874460471728e-28,7.546484236240236e-42,2.132680404568829e-51,3.1039063243743854e-47,3.763236809915795e-62,3.701081841126506e-16,5.624289133408279e-27,3.701081841013224e-16,1.040679777917156e-31,1.1578773823842156e-52,2.776202399823574e-41,7.827923314878863e-18,8.068675092481607e-42,9.961177044586648e-57,3.722590945594893e-29,3.782323342824475e-40,7.698806971406205e-49,9.790022205443503e-44,6.734467725017943e-56,4.828376441920252e-50,1.3010427784054248e-35,3.0520971907865086e-53,5.927088095288794e-44,1.9008530154976428e-53,2.3687668272398154e-68,3.7628857017342563e-66,2.067089477238957e-73,2.6056602444607415e-28,1.2078007283431368e-40,1.8997101189199956e-56,8.754583877027499e-46,6.791508302782274e-55,6.636138931824003e-39,7.827923256989292e-18,7.408473649343438e-43,1.4403902089700315e-15,6.776374542566601e-30,5.579697040264203e-26,2.991125958449269e-40,8.053383881799766e-39,3.1191953315731454e-34
4.3072857593173366e-17,0.14127333044977924,3.76,0.0,0.6122520573304832,0.9999999999999989,6.275603357450342e-35,2.8814058588336967e-15,2.4656935590319685e-26,1.090210693954087e-12,1.0902106939541046e-12,3.829916452797422e-28,1.591604213305937e-26,1.590443896816629e-26,6.238561422207458e-35,8.964437944225599e-35,1.1155438515674775e-15,6.562705789184624e-28,5.072777622383667e-16,6.423694576819063e-21,7.334332991947921e-24,6.082724984074013e-16,1.7452156950310902e-28,9.422227290237942e-28,7.07177813062071e-36,4.530832993806725e-22,1.0597206275208683e-41,4.8062251953725894e-43,3.20836868479043e-26,1.2621238296543084e-38,4.694293856976199e-55,1.204341834910009e-27,6.039481097424982e-41,3.4136776592322663e-50,2.4840683931556576e-46,1.2047423021885175e-60,7.403770751934023e-16,2.250448250899769e-26,7.403770751480746e-16,4.164074997560115e-31,1.8533576491328828e-51,2.2218079958344063e-40,1.565924564536201e-17,6.458210337779028e-41,1.5944370474600112e-55,1.4895212618647873e-28,3.0270163128747776e-39,1.2323140493443785e-47,7.835986093151666e-43,6.165327707612894e-55,3.8641686007162054e-49,1.0412320147738523e-34,4.886006257999223e-52,4.7440727527456815e-43,3.0426045176460105e-52,7.583246519824034e-67,1.204629833143811e-64,6.61747239757819e-72,1.0426035027870524e-27,9.666279405760994e-40,3.0407788253062746e-55,7.007227594188836e-45,1.0870860818683015e-53,5.31093423251374e-38,1.565924541372833e-17,5.929781855758591e-42,2.881405858758556e-15,2.7114324807486833e-29,2.232605577499621e-25,2.393810467139123e-39,6.445154413005681e-38,2.4963039843158073e-33
8.615506462363634e-17,0.141273330449808,3.76,0.0,0.6122520573293879,0.9999999999999978,5.021436281674336e-34,5.763437158631029e-15,9.864380182934927e-26,2.18065803012259e-12,2.18065803012266e-12,1.532215414092139e-27,6.367457704494044e-26,6.362811206884366e-26,4.991796977480096e-34,7.172912205203279e-34,2.2313298445092216e-15,2.6255096536798402e-27,1.0146656274160506e-15,1.2863134602754325e-20,2.934210763307316e-23,1.2166770217531124e-15,6.981999246321587e-28,3.769504640808408e-27,5.658496942636991e-35,9.0626524315859e-22,8.479375808883768e-41,3.8457105118771145e-42,1.2835563581750465e-25,1.0098908188606847e-37,7.512398381518516e-54,4.818151531280272e-27,4.832502536131277e-40,5.462995717689395e-49,1.9876321204173554e-45,3.8559859509784047e-59,1.4809148573072493e-15,9.003258407104368e-26,1.4809148571259089e-15,1.6659014175136578e-30,2.965974914331868e-50,1.777784782941516e-39,3.1321890318864846e-17,5.167876695082684e-40,2.5516183856855728e-54,5.959054915060389e-28,2.4220761879656587e-38,1.9721065137237222e-46,6.270377053020815e-42,6.17456489971771e-54,3.091921990905095e-48,8.331476178308988e-34,7.81973121174104e-51,3.796219344262284e-42,4.869159211418156e-51,2.427149840212137e-65,3.8556255443958993e-63,2.1180370509112175e-70,4.171092930089068e-27,7.734573272071113e-39,4.866253571668479e-54,5.6072212842326e-44,1.7396940100331387e-52,4.249556805597343e-37,3.13218893921793e-17,4.745027245314723e-41,5.763437158330418e-15,1.0847495502296998e-28,8.9318758729892e-25,1.9154130952312968e-38,5.157102326295015e-37,1.99742203429588e-32
1.7231947868456227e-16,0.14127333044986556,3.76,0.0,0.6122520573271976,0.9999999999999956,4.01753063897313e-33,1.152749975865593e-14,3.946073515591725e-25,4.361552702451689e-12,4.36155270245197e-12,6.12935602004283e-27,2.54719394375728e-25,2.5453316122752315e-25,3.993816739302016e-33,5.7388743681841115e-33,4.46290183134333e-15,1.0502893353211898e-26,2.029441335940872e-15,2.5785072672423357e-20,1.173779815496354e-22,2.433486046557453e-15,2.793027037949875e-27,1.507924721693982e-26,4.527227360624368e-34,1.8126300238925162e-21,6.784144982323e-40,3.0768607292821296e-41,5.134643037963052e-25,8.079893586159505e-37,1.202105984059467e-52,1.9274174448075848e-26,3.8663690973617366e-39,8.741682353571404e-48,1.5902566616796416e-44,1.2340451706597165e-57,2.9619904213443185e-15,3.6015964641806734e-25,2.9619904206188982e-15,6.664150167176134e-30,4.7460403210896794e-49,1.4223630088400318e-38,6.264717971601668e-17,4.134824789653162e-39,4.0830047697161117e-53,2.3838159231168384e-27,1.937846197885823e-37,3.155693647044804e-45,5.016937726252617e-41,6.926493318440278e-53,2.4737724715682506e-47,6.665874720499427e-33,1.2513267115452087e-49,3.0373599739897965e-41,7.791448364005861e-50,7.7676970575732e-64,1.2339295532260382e-61,6.778432028509249e-69,1.6685729752821196e-26,6.188278544549541e-38,7.786853682664024e-53,4.486376244574435e-43,2.7837967137940654e-51,3.399969265386552e-36,6.264717600897289e-17,3.796503027739585e-40,1.1527499757453385e-14,4.3393513422288365e-28,3.573040949006485e-24,1.532477602183899e-37,4.126072883045071e-36,1.5980886674707496e-31
3.4464830680641416e-16,0.1412733304499806,3.76,0.0,0.6122520573228167,0.9999999999999911,3.2141773801443093e-32,2.305562496042669e-14,1.57849388115705e-24,8.72334204707826e-12,8.723342047079382e-12,2.4518386140753213e-26,1.0189218929259095e-24,1.0181740649669278e-24,3.1952050319526344e-32,4.591317037217995e-32,8.926045808814033e-15,4.201328296360021e-26,4.0589926656683376e-15,5.1801180874485225e-20,4.6953102096572635e-22,4.8671040086178145e-15,1.1172563086789382e-26,6.031945519767969e-26,3.621953796837513e-33,3.6253631582380395e-21,5.427573655114378e-39,2.461605751727948e-40,2.053940584803906e-24,6.464221591871727e-36,1.9234672820380574e-51,7.709983317370084e-26,3.0932420586548506e-38,1.3987402931367413e-46,1.27226569768392e-43,3.949151741881794e-56,5.924141548655957e-15,1.4406972078395462e-24,5.924141545754159e-15,2.6657702673737544e-29,7.594043328073095e-48,1.1379441845431986e-37,1.2529775871090486e-16,3.308069217523699e-38,6.5331399761274924e-52,9.535651378526572e-27,1.5503510174082828e-36,5.04936829333335e-44,4.013805805885223e-40,8.719798536721799e-52,1.9791119492058894e-46,5.333050398875165e-32,2.002258514523928e-48,2.430041779711788e-40,1.2466952131083439e-48,2.4857938355578067e-62,3.9487799852611955e-60,2.1692123832802868e-67,6.674563595598078e-26,4.950870755556493e-37,1.2459778412806087e-51,3.589378239278285e-42,4.454307758812824e-50,2.7201049770816943e-35,1.252977438821271e-16,3.0373956761711306e-39,2.305562495561631e-14,1.7358111679095194e-27,1.4292743948399375e-23,1.2260428902113033e-36,3.301013862498965e-35,1.2785305293749783e-30
6.89305963050118e-16,0.14127333045021082,3.76,0.0,0.6122520573140551,0.9999999999999822,2.5714033979126237e-31,4.6111875370852014e-14,6.3141059499550396e-24,1.7446920736204892e-11,1.7446920736209374e-11,9.80752551024032e-26,4.075793336463242e-24,4.072779042875902e-24,2.5562246345591287e-31,3.673140152245061e-31,1.785233377896537e-14,1.6805655111996943e-25,8.118094975834589e-15,1.0452232546174267e-19,1.8781622104955337e-21,9.734339582545278e-15,4.469116415299991e-26,2.4128282501887264e-25,2.8976317651202814e-32,7.250843719762219e-21,4.342161868786016e-38,1.969331844589751e-39,8.215927846152216e-24,5.171499793865178e-35,3.0776255222417475e-50,3.0840559255959585e-25,2.4746522736614433e-37,2.2380412863173772e-45,1.0178366724902972e-42,1.2637615279189285e-54,1.1848443800229233e-14,5.762906076277867e-24,1.1848443788621804e-14,1.0663311852098762e-28,1.2150754542018981e-46,9.103763817284773e-37,2.5059891750301963e-16,2.646539130232839e-37,1.0453289979454678e-50,3.8143378964510135e-26,1.2403103681532124e-35,8.079195600050795e-43,3.211148779109134e-39,1.206145169337785e-50,1.5833271737832032e-45,4.266697526954778e-31,3.2037222231432925e-47,1.944094932574415e-39,1.9947630611615618e-47,7.954749251336572e-61,1.263641435359909e-58,6.94166206825469e-66,2.669879840745436e-25,3.96079567196909e-36,1.993672463399006e-50,2.8716735602279086e-41,7.127091518896414e-49,2.1761358561267884e-34,2.505988581867075e-16,2.4299950443147495e-38,4.6111875351610106e-14,6.943385938118166e-27,5.717212757541143e-23,9.808617641021363e-36,2.6408719363233663e-34,1.0228469441401887e-29
1.3786212755375256e-15,0.14127333045067114,3.76,0.0,0.6122520572965319,0.9999999999999644,2.057147867504544e-30,9.22243762192379e-14,2.525669643835302e-23,3.4894078113952133e-11,3.4894078113970053e-11,3.923027326017645e-25,1.6303521936322276e-23,1.629128127035038e-23,2.045003873445992e-30,2.9385459361690945e-30,3.5704909780107795e-14,6.722330438974457e-25,1.6236298199012737e-14,2.1272032682670094e-19,7.512724587271826e-21,1.9468809329627424e-14,1.7876649559711522e-25,9.651418804662096e-25,2.318132843489161e-31,1.450186202472269e-20,3.4737704722388154e-37,1.5754849726255623e-38,3.2864032519251287e-23,4.137248568554542e-34,4.924262181373924e-49,1.2336348020020626e-24,1.979745130518246e-36,3.5809112639295077e-44,8.14278930037649e-42,4.0440884787974444e-53,2.3697048291175787e-14,2.3051858785021063e-23,2.3697048244745608e-14,4.265379199934436e-28,1.9441378344376037e-45,7.283087551794677e-36,5.012012382966025e-16,2.1172648061227114e-36,1.6725477212433713e-49,1.5257504728842937e-25,9.922600040391788e-35,1.2926876612190747e-41,2.5689636878212517e-38,1.7786028128570048e-49,1.2666768244133862e-44,3.413648034008711e-30,5.126042359127232e-46,1.5553005287079756e-38,3.191661278513805e-46,2.5455530227654274e-59,4.0436969626838804e-57,2.2213609384581167e-64,1.0679628670123323e-24,3.1686760000565935e-35,3.1900996011282853e-49,2.29750334593724e-40,1.1403546310520636e-47,1.740929510429531e-33,5.012010010289862e-16,1.9440293563746333e-37,9.222437614226953e-14,2.777382630338242e-26,2.286907455368938e-22,7.847053968472545e-35,2.1127196834875635e-33,8.182844546410137e-29
2.7572519005123407e-15,0.1412733304515918,3.76,0.0,0.6122520572614855,0.9999999999999286,1.6457292358659133e-29,1.8444937802615076e-13,1.0102742531747923e-22,6.978839286742249e-11,6.97883928674942e-11,1.5692006837090608e-24,6.521588140308762e-23,6.516545153141284e-23,1.6360126401424267e-29,2.3508490026495026e-29,7.141006202575155e-14,2.688945861090286e-24,3.24726990567543e-14,4.401391739816607e-19,3.0051045771101974e-20,3.8937743220702454e-14,7.150697832302102e-25,3.860593257503992e-24,1.854517151366721e-30,2.900412744692863e-20,2.7790324468375563e-36,1.2603967360055111e-37,1.314566932917008e-22,3.309817907815419e-33,7.878865520911312e-48,4.934563367026751e-24,1.583805206041745e-35,5.7294933913043e-43,6.514268947607269e-41,1.2941158224757787e-51,4.7394257224268925e-14,9.220790400585456e-23,4.739425703854726e-14,1.706169213581673e-27,3.110615949543308e-44,5.82648841760582e-35,1.0024058927211818e-15,1.6938252440784485e-35,2.6760935506800478e-48,6.1030312815449255e-25,7.938125073370603e-34,2.0683128974059333e-40,2.0551936324375416e-37,2.724759592290558e-48,1.013347556807226e-43,2.7313338348113277e-29,8.201736962906601e-45,1.244250222102325e-37,5.106689722787508e-45,8.145821775405271e-58,1.2939859189831502e-55,7.108400792987668e-63,4.271873730503888e-24,2.5349563210287465e-34,5.104777730197037e-48,1.8382222512657015e-39,1.8245963902938246e-46,1.392752059356376e-32,1.0024049436462557e-15,1.555239884125671e-36,1.8444937771827562e-13,1.1109587044134632e-25,9.147669058466237e-22,6.277787191554409e-34,1.690181073544954e-32,6.546269490146516e-28
5.514513150461971e-15,0.14127333045343318,3.76,0.0,0.6122520571913925,0.9999999999998572,1.3165891768541643e-28,3.6889938208054045e-13,4.0411173467767067e-22,1.3957702236626678e-10,1.3957702236655363e-10,6.276672876683197e-24,2.6087588472597397e-22,2.6066242903389825e-22,1.3088137286833458e-28,1.8806820682228996e-28,1.428203674904745e-13,1.0755810868258995e-23,6.494547841780014e-14,9.390682112979792e-19,1.2020444537518324e-19,7.787558859051053e-14,2.8602877174212196e-24,1.5442461099450736e-23,1.4836179180496626e-29,5.800957421757221e-20,2.2232318700013392e-35,1.0083224264934941e-36,5.258272671400411e-22,2.6478612425969615e-32,1.2606211910044394e-46,1.9738296149296e-23,1.2670474485836175e-34,9.167215174462918e-42,5.211428783247531e-40,4.141177878018286e-50,9.478867489525524e-14,3.688325529879566e-22,9.478867415236678e-14,6.824765055582083e-27,4.97692338240498e-43,4.6611785275947444e-34,2.0048152529199933e-15,1.3550655522408522e-34,4.281763876773014e-47,2.4412173996436617e-24,6.35051519946197e-33,3.309309298442439e-39,1.6441716848282587e-36,4.2627491601470437e-47,8.106805853325191e-43,2.1857122637377694e-28,1.3122833678759175e-43,9.954040429536002e-37,8.170726889939595e-44,2.6066705892915683e-56,4.1407326337695324e-54,2.274695111126637e-61,1.708754265445457e-23,2.027970842649327e-33,8.169545271199873e-47,1.470911670743612e-38,2.9194189770656415e-45,1.11420522109482e-31,2.004811456613572e-15,1.244203379828107e-35,3.6889938084903704e-13,4.443846132114599e-25,3.6590710964766695e-21,5.022415477478236e-33,1.3521413462602102e-31,5.236959143218226e-27
1.1029035650361232e-14,0.14127333045711585,3.76,0.0,0.6122520570512068,0.9999999999997145,1.053275914995424e-27,7.377993919515761e-13,1.6164570397410101e-21,2.791542813315695e-10,2.7915428133271696e-10,2.5105556938516423e-23,1.0435984314007011e-21,1.0426507220076744e-21,1.0470521095806335e-27,1.5045435443944423e-27,2.8564098231366036e-13,4.3023298743580164e-23,1.2989094772231586e-13,2.113291380407047e-18,4.8081804565189505e-19,1.5575118968087943e-13,1.1441175900436137e-23,6.177031331981613e-23,1.1868957673229306e-28,1.1602413688050275e-19,1.778587036865209e-34,8.066624114974097e-36,2.1033049968588327e-21,2.1182906328299465e-31,2.016992952362e-45,7.895322486407208e-23,1.0136387013109309e-33,1.4667556727680145e-40,4.169146272178038e-39,1.325175028343495e-48,1.8957750945642813e-13,1.4753320797302756e-21,1.8957750648487086e-13,2.729966169686387e-26,7.962840613122973e-42,3.728906648900844e-33,4.009634178716228e-15,1.0840545802448617e-33,6.850834962487236e-46,9.764871444736358e-24,5.08041361474321e-32,5.294897170766048e-38,1.3153563889649397e-35,6.7427088976262665e-46,6.485456458913553e-42,1.7495943060198306e-27,2.0996574915700994e-42,7.963246934383503e-36,1.3073175264029171e-42,8.341353501832684e-55,1.3250136374336106e-52,7.27903232689071e-60,6.835029174220853e-23,1.622378312312847e-32,1.307729301461217e-45,1.1772565464723534e-37,4.671255181701381e-44,8.913659154310256e-31,4.0096189934947185e-15,9.953751535073263e-35,7.37799387025556e-13,1.777540723645008e-24,1.4636256337616496e-20,4.018211655324317e-32,1.0817026428512696e-30,4.189458354394397e-26
2.2058080650159753e-14,0.1412733304644812,3.76,0.0,0.6122520567708353,0.9999999999994288,8.42626174591435e-27,1.4755994187426723e-12,6.465896634629167e-21,5.583087991326316e-10,5.583087991372216e-10,1.0041296086425206e-22,4.175144903073463e-21,4.170602980211157e-21,8.376416263246931e-27,1.2036287808771335e-26,5.712822275349764e-13,1.7209330889696686e-22,2.5978152866242925e-13,5.167195876154063e-18,1.923270627468518e-18,3.1150203326559343e-13,4.576481654639957e-23,2.4708453336388563e-22,9.49516793566852e-28,2.320679820264068e-19,1.422868927265153e-33,6.453356456718715e-35,8.413171367185348e-21,1.694631357306497e-30,3.227177979345546e-44,3.158126192265809e-22,8.109103443412805e-33,2.3468074642711956e-39,3.335314788799637e-38,4.24053752989301e-47,3.79155175455575e-13,5.901332005258369e-21,3.7915516356934057e-13,1.092032503121074e-25,1.2739756919620186e-40,2.983060786890868e-32,8.01927285190313e-15,8.672445126285435e-33,1.0961350641326221e-44,3.9059426048277066e-23,4.064324112060572e-31,8.47182247002639e-37,1.0523124548113326e-34,1.0725553696016314e-44,5.188372468193066e-41,1.4013113947880947e-26,3.3594544366035877e-41,6.370601991235743e-35,2.0917069649351884e-41,2.6692314094090723e-53,4.239900046124457e-51,2.3292897014327193e-58,2.7340161449223313e-22,1.2979022233043454e-31,2.094288478678122e-44,9.426459743359184e-37,7.474581787890899e-43,7.130939223399628e-30,8.019212111166358e-15,7.963176796489693e-34,1.4755993990385792e-12,7.11016749943436e-24,5.854468930018103e-20,3.215008993591437e-31,8.6534349444871e-30,3.351384902025922e-25
4.4116170649756796e-14,0.141273330479212,3.76,0.0,0.6122520562100922,0.9999999999988575,6.74108897808082e-26,2.951199500520961e-12,2.586410967709752e-20,1.1166178342165828e-09,1.1166178342349425e-09,4.0157734463913535e-22,1.670657308033628e-20,1.6682396748716366e-20,6.701124573346934e-26,9.628922660716175e-26,1.1425647802772654e-12,6.883734904851382e-22,5.19561259878067e-13,1.4096819735012464e-17,7.69306273216383e-18,6.230022860586481e-13,1.8305999496825876e-22,9.883634311658587e-22,7.596128772188078e-27,4.642148982619314e-19,1.1382927515344037e-32,5.16277088467575e-34,3.36522644191374e-20,1.355701739145486e-29,5.1634442306119666e-43,1.2632470303577336e-21,6.487265669275382e-32,3.754882308066072e-38,2.668245296033989e-37,1.3569558994104636e-45,7.583104949610731e-13,2.360533499993634e-20,7.583104474161376e-13,4.368494128965612e-25,2.0381065435110146e-39,2.386342722216452e-31,1.6038553484654546e-14,6.937959383576022e-32,1.7538187214609456e-43,1.5623707735129702e-22,3.251444798950428e-30,1.3554858068821443e-35,8.41892464576872e-34,1.7108652415137386e-43,4.150705058399176e-40,1.1236649719407664e-25,5.3751263953234974e-40,5.0964811423574235e-34,3.3467237013758254e-40,8.54151902228525e-52,1.3566744536770691e-49,7.453713789122413e-57,1.09360899519917e-21,1.0383198771138437e-30,3.3570066514142036e-43,7.554608203530775e-36,1.196115209210213e-41,5.704764051803329e-29,1.6038310523133285e-14,6.370812895558949e-33,2.9511994217045664e-12,2.8440679713755535e-23,2.341758455056467e-19,2.57270775435108e-30,6.92244235151571e-29,2.680814130235301e-24
8.823235064895087e-14,0.1412733305086735,3.76,0.0,0.6122520550886059,0.9999999999977149,5.3929955123361015e-25,5.902399776861904e-12,1.0346057445843487e-19,2.233235902311793e-09,2.2332359023852315e-09,1.6057129322683824e-21,6.687420773496173e-20,6.672943379917765e-20,5.360883176782519e-25,7.702961709818495e-25,2.2851301349595042e-12,2.7534946881495588e-21,1.0391149997396547e-12,4.3243184824393215e-17,3.077207803543301e-17,1.2459970542010357e-12,7.322454578386849e-22,3.9536542142831e-21,6.07689071474129e-26,9.287484077488124e-19,9.106298708750326e-32,4.130351560144605e-33,1.3460562519561128e-19,1.0845554333076836e-28,8.261376136342979e-42,5.052958139931179e-21,5.1897823123100175e-31,6.007777280844818e-37,2.1345845934969233e-36,4.342153101680551e-44,1.5166210840008908e-12,9.442135080736338e-20,1.5166208938212577e-12,1.747688111584091e-24,3.260154217590032e-38,1.9089036840726603e-30,3.207712789566699e-14,5.550368641984921e-31,2.8061166837194865e-42,6.249429967345815e-22,2.6011311970642153e-29,2.1687574667563056e-34,6.735814724066083e-33,2.732562750776934e-42,3.3205735851299706e-39,9.03115507761341e-25,8.600193147328213e-39,4.0771811686429886e-33,5.354730911004852e-39,2.7332706496182698e-50,4.340756916911703e-48,2.38517850071103e-55,4.374454192518698e-21,8.306523716440798e-30,5.390871501258176e-42,6.065186051994981e-35,1.914365870919436e-40,4.563828971448071e-28,3.2076156061451645e-14,5.097080866959696e-32,5.902399461596305e-12,1.1376274234198248e-22,9.366796424405942e-19,2.0592857924997764e-29,5.537461884706011e-28,2.1441801801888376e-23
1.7646471064733902e-13,0.14127333056759653,3.76,0.0,0.6122520528456336,0.9999999999954298,4.314594136852979e-24,1.18048007806811e-11,4.138752847152089e-19,4.466472030211449e-09,4.4664720305052e-09,6.4180835882731166e-21,2.6788008275144716e-19,2.669164460017523e-19,4.2886789775811945e-24,6.1620853989005444e-24,4.570261841106884e-12,1.1013981936316512e-20,2.078199589893407e-12,1.4668324777488172e-16,1.2308689967942407e-16,2.491963641205096e-12,2.929024906602375e-21,1.5816216891906443e-20,4.861491534062373e-25,1.8587963196354245e-18,7.2849676846616606e-31,3.304496090137741e-32,5.383949142245715e-19,8.67634572702865e-28,1.3217767105332543e-40,2.0211587894489526e-20,4.151776341276403e-30,9.612330673541245e-36,1.707648571061143e-35,1.389420872556403e-42,3.0332420621958383e-12,3.776853996431767e-19,3.0332413014783548e-12,6.993074458524137e-24,5.2136350775899134e-37,1.5268498053543007e-29,6.415432929972326e-14,4.440295083005223e-30,4.489807039437557e-41,2.4997288906116336e-21,2.0808649483725044e-28,3.4699474692691714e-33,5.389729764504606e-32,4.366188206422806e-41,2.656473565859949e-38,7.291815644787105e-24,1.3760274495381667e-37,3.2617377328563936e-32,8.567480472280599e-38,8.746364588972926e-49,1.3886570988931917e-46,7.632506020064308e-54,1.7497958288325782e-20,6.645160542741542e-29,8.688305157588613e-41,4.886544003600381e-34,3.064845094007877e-39,3.651090525782039e-27,6.415044205874308e-14,4.078352053481168e-31,1.1804799519618838e-11,4.550510488526828e-22,3.7465277700929005e-18,1.649219001086233e-28,4.4291812444155056e-27,1.7145903019527861e-22
3.529294306441153e-13,0.1412733306854426,3.76,0.0,0.6122520483596888,0.9999999999908595,3.4519911901092734e-23,2.3609604592867494e-11,1.6557648292488226e-18,8.932944252847729e-09,8.932944254022691e-09,2.5634265367182477e-20,1.074586093142461e-18,1.06765534331447e-18,3.430898603125149e-23,4.9292133318417424e-23,9.140529240471343e-12,4.405594796286387e-20,4.156277217597481e-12,5.341436121209299e-16,4.923362408110473e-16,4.983805022043549e-12,1.1716442031031336e-20,6.327765851274181e-20,3.889159023883539e-24,3.722993176606923e-18,5.827859383162619e-30,2.643940242843255e-31,2.1533587343371857e-18,6.940919239976906e-27,2.1147033462882342e-39,8.084438470936813e-20,3.3213414081074044e-29,1.5379365313483176e-34,1.366088102790997e-34,4.445710202445407e-41,6.066483219047186e-12,1.5107413897880846e-18,6.066480176186011e-12,2.7990870573284443e-23,8.333469618022819e-36,1.221042883754183e-28,1.2830894243590519e-13,3.552235678759399e-29,7.183756256295179e-40,9.998569616476243e-21,1.6646277138553507e-27,5.551708799561863e-32,4.3135076973686335e-31,6.974610862194967e-40,2.1252026600977593e-37,5.940341122090803e-23,2.2016324290061304e-36,2.6093781792022653e-31,1.3707682005202406e-36,2.7987712932895172e-47,4.441239443574471e-45,2.4423606110337653e-52,6.999295689571147e-20,5.316034168038571e-28,1.410259141141822e-39,3.964259599767876e-33,4.909700592097482e-38,2.9209157687064804e-26,1.2829339424083124e-13,3.2637807854645385e-30,2.3609599548620094e-11,1.8202046156101207e-21,1.4984583061441316e-17,1.3222379495983992e-27,3.542083804156888e-26,1.3704672886305483e-21
