Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50)
1.4034292916059873e-17,0.5625159178761641,3.76,0.0,0.5263390132311352,0.9999999999999999,3.9287760414208484e-38,1.5779257143499673e-15,2.6198234161787714e-28,2.644747163047083e-13,2.6447471630470904e-13,1.5754732971939034e-29,6.9260481457398085e-28,6.923012411844938e-28,2.2260920390674313e-37,1.5586960277998278e-40,1.3147388616500017e-16,7.141994666927122e-30,5.862090775608504e-17,2.0377443235325732e-21,2.8327700551979675e-25,7.28550155900094e-17,1.5113967756705777e-29,4.260791083657149e-29,2.6922593550260294e-38,1.1819487566177217e-22,6.106670436447281e-44,7.289793574039835e-46,8.314411940538297e-29,4.119055144847129e-41,1.5403268357934288e-59,1.2210316387444855e-29,3.2559998103302172e-43,1.4448986865452004e-53,2.6182995628152027e-49,1.6833516007082285e-65,3.3812952714238e-16,2.0703718699832877e-28,3.3812952713983936e-16,2.2160968914199375e-32,8.635993713231242e-55,7.985396699962136e-43,6.2877542316495355e-18,2.1827012668212885e-47,2.0302498060948106e-58,7.404777046011829e-30,1.4851146577902257e-41,2.023398620325675e-50,4.701885053298098e-45,1.4354777363725232e-57,1.9857316656672817e-52,9.700529761788003e-51,1.4761743019326306e-54,8.753614566327638e-45,1.5019862835599571e-55,9.351842605507843e-71,1.425233117654092e-69,5.347160750939838e-76,3.4046506928993606e-29,5.192740747760604e-42,2.175098342301979e-58,6.761606093404312e-48,4.363661976978032e-57,1.5875602132616296e-40,6.287754231304356e-18,3.1202667724980797e-44,1.5779257143469227e-15,1.7965896648290315e-30
2.808077896236828e-17,0.5625159178761925,3.76,0.0,0.5263390132308684,0.9999999999999998,3.1454097359812896e-37,3.157222345919859e-15,1.0486121260234564e-27,5.291792108162777e-13,5.291792108162808e-13,6.305998804969155e-29,2.772224381721459e-27,2.771009153293673e-27,1.7822271900519442e-36,1.2479047210521528e-39,2.630619981243751e-16,2.858659124320316e-29,1.172927456486103e-16,4.077823281462254e-21,1.1338462611674763e-24,1.4577332804466139e-16,6.049525920670146e-29,1.7054268279374303e-28,2.155444492607401e-37,2.364924550095349e-22,4.889053320546076e-43,5.836267422342677e-45,3.3279315598366097e-28,3.29774867149933e-40,2.4665298470970812e-58,4.887308645326534e-29,2.6067800384842216e-42,2.313720852308437e-52,2.096231684508278e-48,5.39125867401115e-64,6.765528245068337e-16,8.286883024722244e-28,6.765528244966646e-16,8.870162951084314e-32,1.382884150958646e-53,6.393188059295801e-42,1.2580971326046304e-17,1.747788845755942e-46,3.251044913175547e-57,2.963840556349563e-29,1.1890022156401704e-40,3.240095989045458e-49,3.7653215420841586e-44,1.2105236200753084e-56,1.5897927576891215e-51,1.5533486478452026e-49,2.3644443287657393e-53,7.009991145611167e-44,2.4051544139119505e-54,2.995132715215859e-69,4.5645843517556764e-68,1.7125455142480506e-74,1.3627475553161703e-28,4.157540676465688e-41,3.4829937822427144e-57,5.414778523152428e-47,6.9875772846010555e-56,1.2710222215275824e-39,1.2580971324664685e-17,2.4987441398270692e-43,3.1572223459076732e-15,7.191040707200196e-30
5.61737510549851e-17,0.5625159178762491,3.76,0.0,0.5263390132303348,0.9999999999999996,2.517283805147603e-36,6.315815609074723e-15,4.195814495600846e-27,1.0585881998388755e-12,1.0585881998388878e-12,2.5232207677510625e-28,1.1092509662230904e-26,1.1087646015358928e-26,1.4263234065184782e-35,9.98703272453595e-39,5.262382220513656e-16,1.1438360073410043e-28,2.3463642059738085e-16,8.159674599292044e-21,4.536861931062538e-24,2.9160995210810823e-16,2.4205983589636817e-28,6.823928735241504e-28,1.7250106770952405e-36,4.730876582081642e-22,3.9127300723781955e-42,4.670787789181164e-44,1.3316060953589707e-27,2.6392011803450574e-39,3.948054111031814e-57,1.9555600516090653e-28,2.0862164401528342e-41,3.703460468958332e-51,1.6776224288557227e-47,1.7259285194028418e-62,1.3533994192317376e-15,3.3158326263731485e-27,1.3533994191910476e-15,3.549220628864537e-31,2.213515142575795e-52,5.11649949530424e-41,2.5167405516900886e-17,1.3988825197524014e-45,5.203789100272209e-56,1.1859222785327396e-28,9.515661203420156e-40,5.186281182567173e-48,3.013783502486529e-43,1.0668537943070916e-55,1.2723174011016725e-50,2.4863694488726254e-48,3.78516445177402e-52,5.610834099861929e-43,3.849828940110214e-53,9.588495797066846e-68,1.4612814410734337e-66,5.4824734120194624e-73,5.4527652867891665e-28,3.3273723562542124e-40,5.575066309477317e-56,4.334033055278597e-46,1.118470242292725e-54,1.0172075656391846e-38,2.5167405511372617e-17,2.000008184340297e-42,6.315815609025962e-15,2.8773529593829656e-29
1.1235969524021872e-16,0.5625159178763626,3.76,0.0,0.5263390132292678,0.999999999999999,2.0142096069699864e-35,1.2633002135444774e-14,1.6785991020553322e-26,2.117406177881907e-12,2.1174061778819556e-12,1.0094524904553544e-27,4.437727082586974e-26,4.4357803867847207e-26,1.1412754324059247e-34,7.99114726991543e-38,1.0525906699383104e-15,4.576088850789932e-28,4.693237671498028e-16,1.6330150842739114e-20,1.815040181725306e-23,5.832831968515732e-16,9.683969662481928e-28,2.7300158433925398e-27,1.3802706301907657e-35,9.462782426184309e-22,3.1307791374773253e-41,3.737340032131625e-43,5.327291377353561e-27,2.1117619152109536e-38,6.31817206812941e-56,7.823513527035849e-28,1.66929017486651e-40,5.926742704776167e-50,1.3423528224191849e-46,5.524132682822521e-61,2.7070926086655304e-15,1.326548964590246e-26,2.7070926085027423e-15,1.4199194078824178e-30,3.5423445731759644e-51,4.0939792759374304e-40,5.034027390685428e-17,1.1193666585168927e-44,8.327756788726958e-55,4.744461323400567e-28,7.613986596572898e-39,8.299752324386152e-47,2.411637656332365e-42,1.0105820999504745e-54,1.0180472695486084e-49,3.979000606802643e-47,6.057906408005694e-51,4.4898040284152774e-42,6.1609921037932026e-52,3.0689701967018124e-66,4.6770838642760805e-65,1.7547640301789194e-71,2.181461181174713e-27,2.6624339172636197e-39,8.92194668680783e-55,3.4681294819094893e-45,1.789919412875788e-53,8.13922002310001e-38,5.0340273884737586e-17,1.6004119378717825e-41,1.2633002135249695e-14,1.1511285457854512e-28
2.24731583610686e-16,0.5625159178765896,3.76,0.0,0.5263390132271337,0.999999999999998,1.6115208463981598e-34,2.5267375188426156e-14,6.714943587551106e-26,4.235042133959313e-12,4.235042133959506e-12,4.03813763833202e-27,1.775236037057219e-25,1.7744565590201628e-25,9.131070366159366e-34,6.393530770683023e-37,2.105295565844053e-15,1.830584515298909e-27,9.3869844687417e-16,3.269819776002936e-20,7.260751507124844e-23,1.1666296728047885e-15,3.873903149352123e-27,1.0920952145906175e-26,1.1043213496547147e-34,1.892660123495737e-21,2.504861344806502e-40,2.9901561501566666e-42,2.1310899061270313e-26,1.689569918474707e-37,1.0110104103173298e-54,3.1296600548856906e-27,1.3355589485394192e-39,9.483753114027607e-49,1.0739842083578359e-45,1.7679082597613246e-59,5.414478987469055e-15,5.306627717119035e-26,5.4144789868178524e-15,5.6801402469769185e-30,5.668326911600147e-50,3.275495155810049e-39,1.0068601071973792e-16,8.95597602444341e-44,1.3325766460210721e-53,1.897938972046395e-27,6.09177228071347e-38,1.3280965597903857e-45,1.9295548129683915e-41,1.059665375986745e-53,8.145152103788928e-49,6.367048632729543e-46,9.693965056710463e-50,3.5922979738095526e-41,9.858600065383072e-51,9.821747163869343e-65,1.496824096448932e-63,5.615841007945065e-70,8.726554930434981e-27,2.1301615511145723e-38,1.4276648578313404e-53,2.774894809194949e-44,2.864166739842519e-52,6.5119998996906046e-37,1.0068601063126394e-16,1.2804919541864054e-40,2.526737518764578e-14,4.604888934250671e-28
4.494753603516206e-16,0.5625159178770436,3.76,0.0,0.5263390132228656,0.9999999999999959,1.2892781356558214e-33,5.0536121295354057e-14,2.6860873010053197e-25,8.4703140460795e-12,8.470314046080275e-12,1.615320022094212e-26,7.101238968124591e-25,7.098115038132157e-25,7.305203051076946e-33,5.115076937483305e-36,4.2107053581829506e-15,7.32263602248117e-27,1.8774477528010007e-15,6.55426693101633e-20,2.9044186987379877e-22,2.3333225705763636e-15,1.5496243321243513e-26,4.3685586275213334e-26,8.834990183984966e-34,3.7854267335153594e-21,2.003984258942295e-39,2.3922388540676455e-41,8.524705896442787e-26,1.351720062003274e-36,1.617699052723297e-53,1.2519149220334218e-26,1.0684978625980437e-38,1.5174776547852542e-47,8.592281295076996e-45,5.6576034074631474e-58,1.0829251744819865e-14,2.122737461612384e-25,1.0829251742214951e-14,2.2721488410565036e-29,9.069781152084079e-49,2.62052055302576e-38,2.0137748447741262e-16,7.165198046423399e-43,2.132231103186949e-52,7.592064703221113e-27,4.873650858204397e-37,2.1250633767964396e-44,1.5437422376512158e-40,1.2495880963448863e-52,6.516432030709933e-48,1.0187795942901275e-44,1.5511395971955832e-48,2.874020284420982e-40,1.5774570098107416e-49,3.14312586263936e-63,4.79008821907985e-62,1.7971644873903402e-68,3.490764036174131e-26,1.704214981739456e-37,2.2844060821592655e-52,2.2201202905286172e-43,4.5829098133447336e-51,5.2098495096840005e-36,2.0137748412350238e-16,1.0244588935659733e-39,5.053612129223242e-14,1.8420305268765916e-27
8.989629138334895e-16,0.5625159178779514,3.76,0.0,0.5263390132143293,0.9999999999999917,1.0314473980966728e-32,1.0107361351307042e-13,1.0744572349701217e-24,1.6940857870181373e-11,1.6940857870184478e-11,6.461405457199199e-26,2.840558073507611e-24,2.8393037632157938e-24,5.844301110806628e-32,4.0921738826636683e-35,8.421524944970398e-15,2.9291140028790665e-26,3.754946150567076e-15,1.3166512322439753e-19,1.1617910476019607e-21,4.666708149580109e-15,6.198623581641798e-26,1.7474590121632681e-25,7.068159878108782e-33,7.570971346917994e-21,1.6032254239354352e-38,1.9138371029984644e-40,3.4099512535695586e-25,1.0814016520158402e-35,2.5883846835575554e-52,5.0077612457147387e-26,8.548185362839718e-38,2.4280258750346292e-46,6.873987779287596e-44,1.8104803997609468e-56,2.1658797258496524e-14,8.49112259855666e-25,2.1658797248076662e-14,9.088782579124827e-29,1.451200861498648e-47,2.0964657793901382e-37,4.027604325203918e-16,5.7323254923640915e-42,3.411656591239697e-51,3.0368875803266316e-26,3.899013614095298e-36,3.4001882673031557e-43,1.2350339560663931e-39,1.6426136617899993e-51,5.213270970463614e-47,1.6300887926048451e-43,2.481907497227145e-47,2.2992889820488308e-39,2.523995947800945e-48,1.0058269303847357e-61,1.532868074927259e-60,5.751078824390815e-67,1.396334042011857e-25,1.3634062333902044e-36,3.6552262765666167e-51,1.7762547235966225e-42,7.332870839740618e-50,4.1679794848798195e-35,4.027604311047221e-16,8.195938312563438e-39,1.0107361350058363e-13,7.36827201881451e-27
1.7979380207972273e-15,0.5625159178797673,3.76,0.0,0.5263390131972566,0.9999999999999832,8.251683632421483e-32,2.0214859796394539e-13,4.29787629726005e-24,3.38819455178311e-11,3.388194551784354e-11,2.5845836032568557e-25,1.1362385437567468e-23,1.1357330442011525e-23,4.675496298133759e-31,3.2738022824536237e-34,1.6843164126983895e-14,1.1716575204899148e-25,7.509942089749095e-15,2.656440739227513e-19,4.6472109151091964e-21,9.333478441430162e-15,2.479474768415656e-25,6.989907225115861e-25,5.654594950538349e-32,1.5142106149603652e-20,1.2825954541045551e-37,1.5310888024660116e-39,1.3639939920462916e-24,8.651314840564882e-35,4.141469350438485e-51,2.0031246144707337e-25,6.838628702689238e-37,3.8848903834357133e-45,5.499254821725308e-43,5.7936116416648095e-55,4.331788828175e-14,3.3964835897533884e-24,4.331788824007014e-14,3.6355518566192477e-28,2.321947611902712e-46,1.6771916614205747e-36,8.055263307168692e-16,4.5859274722511486e-41,5.458720160922671e-50,1.2147673199932106e-25,3.119247601309566e-35,5.440369942061738e-42,9.880445272166135e-39,2.342787671451332e-50,4.170668841036168e-46,2.6081751900973886e-42,3.971119272438245e-46,1.8394602721151676e-38,4.0384450808541676e-47,3.2186886342296855e-60,4.905239453716715e-59,1.8403695391167417e-65,5.585393137529063e-25,1.090738607242341e-35,5.848703902183331e-50,1.4211899151387358e-41,1.1732831724883899e-48,3.3344236008617764e-34,8.055263250541326e-16,6.556866853650343e-38,2.0214859791399767e-13,2.947338791883748e-26
3.595888234724703e-15,0.5625159178833988,3.76,0.0,0.5263390131631114,0.9999999999999664,6.60139650613926e-31,4.042985669274642e-13,1.7191621727016093e-23,6.776412081091453e-11,6.776412081096422e-11,1.0338348025225213e-24,4.545007339822043e-23,4.5429551684924245e-23,3.7404191076818705e-30,2.6190962849670714e-33,3.3686442524765297e-14,4.686653924381364e-25,1.5019930542714355e-14,5.405381437111619e-19,1.858893381479795e-20,1.866701556050182e-14,9.917950424644633e-25,2.7959771682185184e-24,4.523702707489526e-31,3.028455807791106e-20,1.0260822621712192e-36,1.2248798291309114e-38,5.45600064151906e-24,6.921091263964989e-34,6.626396915432769e-50,8.012537126332744e-25,5.470934209753958e-36,6.215862778775572e-44,4.399428897086522e-42,1.8539667697679653e-53,8.663607031185759e-14,1.3586003456796618e-23,8.663607014513729e-14,1.454229613002747e-27,3.715129266268869e-45,1.341759828921146e-35,1.6110581355519002e-15,3.668769217797584e-40,8.734008439295897e-49,4.859093439367454e-25,2.4954120267933975e-34,8.704644388812421e-41,7.90444639959953e-38,3.520133845559271e-49,3.336558979907281e-45,4.173106699571846e-41,6.353844537256076e-45,1.4715798271348231e-37,6.461552670389121e-46,1.0299870341051834e-58,1.5696851146514958e-57,5.8892209214985924e-64,2.2341687400716577e-24,8.725962078702375e-35,9.358841723397636e-49,1.1372227696296268e-40,1.877293352392287e-47,2.6675549844901038e-33,1.6110581129008389e-15,5.245554902915293e-37,4.0429856672767223e-13,1.178941515115351e-25
7.191788662579656e-15,0.562515917890662,3.76,0.0,0.5263390130948208,0.9999999999999327,5.281149558446063e-30,8.085985051015773e-13,6.876689456690226e-23,1.3552847138821726e-10,1.3552847138841597e-10,4.1353185498085106e-24,1.818031597670945e-22,1.8171865967490667e-22,2.992343962215168e-29,2.095345512984887e-32,6.737299945534561e-14,1.8746663411587236e-24,3.0039893747063726e-14,1.118070932152108e-18,7.435588920465859e-20,3.733407594014211e-14,3.9671909834607356e-24,1.1183937571812184e-23,3.6189727491053686e-30,6.057019138158664e-20,8.208679338843634e-36,9.799092007088878e-38,2.182403344868157e-23,5.536886754175727e-33,1.0602281009396848e-48,3.20502133296139e-24,4.376758398759638e-35,9.945407708843505e-43,3.5195518539301267e-41,5.932705871052038e-52,1.7327243430647524e-13,5.434415199757282e-23,1.7327243363959238e-13,5.816945035379642e-27,5.944192016869031e-44,1.0734086783770104e-34,3.2221217789902668e-15,2.9350269238057583e-39,1.39744600147625e-47,1.9436418744846297e-24,1.996334018365947e-33,1.3927465038135865e-39,6.323626363577853e-37,5.4495289390260706e-48,2.6692616766596644e-44,6.676991508260574e-40,1.016619383488736e-43,1.17726846512417e-36,1.0338514431008956e-44,3.295968402062441e-57,5.022997189448448e-56,1.884556512915727e-62,8.936698659361386e-24,6.980788932567598e-34,1.4976933514515683e-47,9.102007628848167e-40,3.0037694434483797e-46,2.1340505867501336e-32,3.222121688385791e-15,4.19649239155963e-36,8.085985043024073e-13,4.715778068920709e-25
1.4383589518289562e-14,0.5625159179051883,3.76,0.0,0.5263390129582396,0.9999999999998653,4.224952609596085e-29,1.6171983824381053e-12,2.7506979024366573e-22,2.7105717250736605e-10,2.7105717250816103e-10,1.654104582134485e-23,7.272327944121192e-22,7.268754893744842e-22,2.3938783975980784e-28,1.6763785266015489e-31,1.3474611385657553e-13,7.498674930747648e-24,6.007976534954955e-14,2.3841149068693683e-18,2.9742365380093617e-19,7.46681412654962e-14,1.5868789908020664e-23,4.473581082543025e-23,2.8951822473432497e-29,1.2114437701970875e-19,6.566948201066927e-35,7.83932411577191e-37,8.729604784699528e-23,4.429511678708788e-32,1.6963715749175863e-47,1.2820088286500809e-23,3.501408782400817e-34,1.59126636819315e-41,2.8156429302092446e-40,1.8984643354381373e-50,3.465451620333208e-13,2.173768841274728e-22,3.4654515936578576e-13,2.3267904049286117e-26,9.510614488306129e-43,8.587244133267805e-34,6.444249200940217e-15,2.3480272045285024e-38,2.235917824565454e-46,7.774573830208598e-24,1.5970670832539513e-32,2.2283945772051116e-38,5.0589818620005265e-36,8.573025658734024e-47,2.1354230267019566e-43,1.0683201996502945e-38,1.6265942960925105e-42,9.418165488637782e-36,1.6541639937801508e-43,1.0547109717171253e-55,1.60735426546865e-54,6.0305880681428143e-61,3.5746847866863406e-23,5.584635623875135e-33,2.397189701947424e-46,7.28832366870056e-39,4.806328319342765e-45,1.7072433612531268e-31,6.444248838521854e-15,3.357251542767083e-35,1.6171983792414216e-12,1.886313638630438e-24
2.8767191229709374e-14,0.562515917934241,3.76,0.0,0.5263390126850772,0.9999999999997305,3.380007306990428e-28,3.2343981410643683e-12,1.1002947581593609e-21,5.421145746038371e-10,5.421145746070168e-10,6.616223014453445e-23,2.909086871907663e-21,2.907503217276103e-21,1.9151036210374628e-27,1.3412632232407954e-30,2.694923448193061e-13,2.9994719041544455e-23,1.201592893305628e-13,5.360114866682033e-18,1.1896931219020673e-18,1.493360501811834e-13,6.347524635409285e-23,1.7894338630005438e-22,2.316147120787427e-28,2.423044343592168e-19,5.2535544263953986e-34,6.271526153294486e-36,3.491828377948829e-22,3.5436050981844796e-31,2.7142092115391226e-46,5.12802789738797e-23,2.8011240929033998e-33,2.5460237489492026e-40,2.252511647094186e-39,6.0750610263631155e-49,6.93090616437452e-13,8.695080871533712e-22,6.930906057673054e-13,9.307242994056623e-26,1.5216650147273674e-41,6.869739502259691e-33,1.2888504585132986e-14,1.8784257028611576e-37,3.5774735013249336e-45,3.10982866636874e-23,1.277650589696906e-31,3.5654232998512914e-37,4.0473027153393587e-35,1.3599634458125844e-45,1.708356518270024e-42,1.7093132307755471e-37,2.602553104497721e-41,7.534538464285267e-35,2.6466614087772638e-42,3.3750736435953685e-54,5.143490030462675e-53,1.9297880062242402e-59,1.429875445758402e-22,4.4677051221872853e-32,3.838311469865825e-45,5.841389707602867e-38,7.691057940360043e-44,1.3657962492393557e-30,1.2888503135458615e-14,2.685885472769338e-34,3.234398128277625e-12,7.545259451597599e-24
5.753439465254898e-14,0.5625159179923465,3.76,0.0,0.5263390121387526,0.9999999999994611,2.7040751877175628e-27,6.468797674129722e-12,4.401299612356989e-21,1.0842293782294733e-09,1.0842293782421932e-09,2.64633044394921e-22,1.1637581938577565e-20,1.1630011856083498e-20,1.5320826369377127e-26,1.0732660279587482e-29,5.389848153858004e-13,1.1997891629382918e-22,2.4031746040390265e-13,1.3087750180205091e-17,4.758756002963268e-18,2.98670981077955e-13,2.5390143701805718e-22,7.157740065717403e-22,1.852917751688672e-27,4.846713728120332e-19,4.202832245558417e-33,5.017322317167709e-35,1.3967191905195647e-21,2.8348741328038733e-30,4.342776573994359e-45,2.051203269045311e-22,2.240892087793958e-32,4.073625333702592e-39,1.8020029974495464e-38,1.9440012317891436e-47,1.3861815210474757e-12,3.478033436851232e-21,1.3861814783668764e-12,3.722958746699749e-25,2.4345545570414124e-40,5.495696183358709e-32,2.5777017514689974e-14,1.5027448148695601e-36,5.723966724792749e-44,1.2439295876738665e-22,1.0221144021061834e-30,5.7046447472421935e-36,3.2380249288844985e-34,2.166491816946746e-44,1.3667126571250774e-41,2.7349008252562627e-36,4.164085486960467e-40,6.027631546877038e-34,4.234650015934379e-41,1.0800212842085418e-52,1.6458868667714897e-51,6.175312834322333e-58,5.719508577123142e-22,3.5741544781589803e-31,6.150276457093251e-44,4.69027388805411e-37,1.2308662638733777e-42,1.0926382690715589e-29,2.577701171599067e-14,2.1488399719194636e-33,6.468797622982735e-12,3.0181048200261743e-23
1.150688014982282e-13,0.5625159181085572,3.76,0.0,0.5263390110461033,0.9999999999989221,2.1633698931612827e-26,1.2937596803511737e-11,1.7606154683540743e-20,2.1684589832115223e-09,2.1684589832624014e-09,1.0584046848637303e-21,4.656018105742051e-20,4.6520017137704335e-20,1.225665011871575e-25,8.59021063284519e-29,1.077969791082517e-12,4.799157573547506e-22,4.806302950530081e-13,3.564546120339116e-17,1.9034883059691472e-17,5.973372951769342e-13,1.0156088760342167e-21,2.8630983520209945e-21,1.4823334647807867e-26,9.695931809677019e-19,3.3622458527326805e-32,4.014017850830548e-34,5.586776814698184e-21,2.2678821316082483e-29,6.948572244666197e-44,8.204746045398292e-22,1.7927011745279183e-31,6.517756120951733e-38,1.441591483771142e-37,6.22068301277551e-46,2.772363313474569e-12,1.3912135819484584e-20,2.772363142752152e-12,1.4892320278300794e-24,3.894934720176515e-39,4.396401831829016e-31,5.155405201848966e-14,1.2022018359943576e-35,9.15837050896327e-43,4.975700947182764e-22,8.176813517346886e-30,9.127322007526508e-35,2.5907104276003523e-33,3.458592217616419e-43,1.093413445569784e-40,4.3758376114523346e-35,6.662533147475938e-39,4.822102901440847e-33,6.7754095858183555e-40,3.4560513569743633e-51,5.266643102968738e-50,1.976093270827689e-56,2.287807775142298e-21,2.8593065047112823e-30,9.869166330422198e-43,3.779675080200115e-36,1.9703351462603898e-41,8.741121560447645e-29,5.155402882368895e-14,1.7192812506307325e-32,1.293759659892377e-11,1.2072421838854458e-22
2.3013761518958665e-13,0.5625159183409788,3.76,0.0,0.5263390088608045,0.9999999999978442,1.730871018657066e-25,2.5875195315280957e-11,7.043225166978191e-20,4.336918184098728e-09,4.3369181843022426e-09,4.23259813290916e-21,1.8631950447439465e-19,1.8607978189344563e-19,9.80529980471088e-25,6.878698430751567e-28,2.155939880727646e-12,1.919663309168548e-21,9.61241934818289e-13,1.0916983542220118e-16,7.613838649489956e-17,1.194655732947405e-12,4.0624595500921435e-21,1.1452409283360828e-20,1.1858652633730913e-25,1.940193611339846e-18,2.6897640285507312e-31,3.211469378736096e-33,2.2346302383243634e-20,1.8142777219082606e-28,1.1118127364528989e-42,3.281844012475723e-21,1.4341405483151342e-30,1.0428264569269458e-36,1.1532554040256151e-36,1.9905405604287144e-44,5.5447268311569365e-12,5.564854658692865e-20,5.5447261482672704e-12,5.9573149237874526e-24,6.230765747220353e-38,3.516872326765504e-30,1.0310815560483079e-13,9.61770715502725e-35,1.4653464552414263e-41,1.9902659816874818e-21,6.541286264885035e-29,1.4603360152064077e-33,2.0730323332040124e-32,5.5267607116766566e-42,8.747998922763974e-40,7.001326223093282e-34,1.0660037178755405e-37,3.8576771527549035e-32,1.0840554672695246e-38,1.1059253692053871e-49,1.6852005694670464e-48,6.323452972334842e-55,9.151263671964726e-21,2.287417205130975e-29,1.5882577673393674e-41,3.067666390327067e-35,3.155572302095825e-40,6.992919937489779e-28,1.0310806282562207e-13,1.3757593214875757e-31,2.587519449692909e-11,4.828969631594555e-22
4.602752425723036e-13,0.5625159188058219,3.76,0.0,0.5263390044902071,0.9999999999956882,1.3849767784346469e-24,5.1750393350839864e-11,2.817900342097257e-19,8.67383654956557e-09,8.673836550379622e-09,1.692223117261267e-20,7.459081423566324e-19,7.443167455956919e-19,7.844206288389557e-24,5.5134057942994044e-27,4.311880612998924e-12,7.678654559261908e-21,1.9224090998758255e-12,3.69847917628347e-16,3.0454434415041467e-16,2.389235849584402e-12,1.6250028484035637e-20,4.5809758672567947e-20,9.486896649650685e-25,3.884462437964705e-18,2.151758694328871e-30,2.569583289412544e-32,8.937876037861475e-20,1.4513772045057354e-27,1.7790318564629504e-41,1.3126939262217204e-20,1.1472796556187417e-29,1.6684756144722709e-35,9.225757437319767e-36,6.369229641133787e-43,1.1089453597834414e-11,2.225941862843418e-19,1.1089450866276087e-11,2.3832351345241366e-23,9.965610124339173e-37,2.8130989317817495e-29,2.062165010924721e-13,7.694312365102655e-34,2.3445770039961373e-40,7.960947802583437e-21,5.232765015186302e-28,2.3364236606523794e-32,1.6591678951246593e-31,8.834826104961237e-41,6.999506524606235e-39,1.1202075630960842e-32,1.7056005354457172e-36,3.086132880523824e-31,1.7344562772484198e-37,3.538889821749505e-48,5.391839727107126e-47,2.0234758067409926e-53,3.660531087726595e-20,1.8298886980892462e-28,2.5706233806857855e-40,2.5244080076342987e-34,5.058629191495195e-39,5.594371465084733e-27,2.0621612997563435e-13,1.1011421476186408e-30,5.1750390077432695e-11,1.9315883398067543e-21
6.904128699550205e-13,0.5625159192706649,3.76,0.0,0.5263390001196099,0.9999999999935323,3.960627764258604e-24,7.762559239841894e-11,5.988934445744981e-19,1.3010754878724851e-08,1.30107548804547e-08,3.594776034859181e-20,1.5859802380506577e-18,1.5816695609190979e-18,2.242947192202247e-23,1.5782054527935316e-26,6.467821898225466e-12,1.631714271826023e-20,2.8835201541187895e-12,7.441488590575282e-16,6.471432064403654e-16,3.5837592101233263e-12,3.453158967342395e-20,9.73459141441691e-20,2.7126552896614283e-24,5.831839937258537e-18,6.153334022994081e-30,7.348072416285766e-32,1.899203912112301e-19,4.149957764015233e-27,6.548251541294535e-41,2.7894103985650446e-20,3.2805265733863214e-29,6.141122873311077e-35,2.637943066354773e-35,2.90790986862983e-42,1.663418009582465e-11,4.730126382965966e-19,1.663417429126379e-11,5.0648962896841995e-23,3.6673666369545874e-36,8.045953597513902e-29,3.0932498489506395e-13,2.257231554753007e-33,8.629648272472707e-40,1.691684328370177e-20,1.4976211954794146e-27,8.605356343109771e-32,4.926722951668416e-31,3.251441481223311e-40,2.0016427477416762e-38,4.1230994693754043e-32,6.452623632524942e-36,9.161942433374812e-31,6.389185342753798e-37,1.616763602286572e-47,2.4616063407723455e-46,9.244396440260068e-53,7.778666060315723e-20,5.268484680876549e-28,9.520223488280755e-40,7.612921903655474e-34,1.8647292458033164e-38,1.6013077787275494e-26,3.093241962717925e-13,3.269796838279751e-30,7.762558544242928e-11,4.1046259654239286e-21
