Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47)
5.421120291161474e-14,0.6737219468581584,7.438842595655338e-19,2.2048718378611e-21,2.7654137936126904e-22,9.886698973949072e-23,0.0,0.0,7.536446400697848e-14,7.161530769338752e-24,1.4755582299163398e-31,5.044497818067034e-35,1.0194872681360314e-28,2.4051430422507777e-43,8.961126649929114e-30,4.039431904836544e-28,1.0216828429990528e-13,1.8201766448502433e-23,1.1813943381778672e-54,2.3771742441983497e-48,1.0171507638843949e-29,9.855086042494902e-23,1.9226668130341032e-32,1.071865483917923e-32,2.034496996787351e-24,1.6278746210237434e-39,5.966590425354061e-25,2.3355815856185147e-10,8.777177851471536e-32,9.527695313309525e-24,1.676240614683956e-32,1.6341587118827934e-43,3.8160555441057325e-32,2.137837741889722e-33,3.76,0.0,0.9254059883368692,0.9999999999999247,1.6146333807021626e-28,1.9335748087713737e-21,2.3355815856196025e-10,3.658012922085343e-14,1.3072106258701304e-19,3.878481918574503e-14,6.294285626777245e-36,4.4026209478502113e-35,2.8015546859756372e-42,6.202678513143245e-50,7.582360021771194e-42,1.0216828599540176e-13,2.5831498808955243e-22
1.0842245177867455e-13,0.6737219468858473,1.741830454814432e-18,4.413858282994921e-21,1.1061759104363777e-21,3.95657885857546e-22,0.0,0.0,1.507289992380127e-13,2.86461424647823e-23,1.1806251125266414e-30,4.035595025672362e-34,8.155897701117301e-28,1.9241098465907967e-42,3.5844496499616314e-29,1.6157710600981388e-27,2.0433665126697918e-13,7.280712287441432e-23,3.78048513353811e-53,3.803508604075795e-47,8.137207441642382e-29,3.9420344807320947e-22,7.703170096355395e-32,8.57491853951567e-32,8.137981266655281e-24,2.6046006050188344e-38,2.38663713484133e-24,4.671165150347025e-10,7.021753398417047e-31,3.8110840496228386e-23,1.340990470938845e-31,2.614633460265442e-42,3.0528456596878024e-31,1.7102743627287148e-32,3.76,0.0,0.9254059881031332,0.9999999999998493,1.2917182231064415e-27,7.73430402265149e-21,4.671165150351372e-10,7.316016151052627e-14,5.228838163957061e-19,7.756954162064597e-14,5.035425572618283e-35,3.522093944276565e-34,4.482485293029068e-41,9.931977727974736e-49,1.2131767397546317e-40,2.0433665804896935e-13,1.0332606063075243e-21
2.1684494951279417e-13,0.6737219469412249,4.499901396418093e-18,8.844231271433776e-21,4.424782565828261e-21,1.5841494428320929e-21,0.0,0.0,3.0145809171024084e-13,1.1458461568216275e-22,9.447846845607869e-30,3.228467262467797e-33,6.524710191017658e-27,1.5392788253247534e-41,1.4337776846227345e-28,6.46306446213412e-27,4.0867337337502524e-13,2.9122867040346876e-22,1.2097686663191854e-51,6.085701933593787e-46,6.509760839331771e-28,1.5768123395148753e-21,3.091267947375129e-31,6.859918668241925e-31,3.2551840259028504e-23,4.1673598766477945e-37,9.546547152796039e-24,9.342332277437872e-10,5.617414205691943e-30,1.5244369054600848e-22,1.072787949866266e-30,4.183343019298248e-41,2.442275769518292e-30,1.3682246353952025e-31,3.76,0.0,0.9254059876356615,0.9999999999996986,1.0333918583812627e-26,3.093722488710497e-20,9.342332277455258e-10,1.4631984227118177e-13,2.091529799346759e-18,1.5513859760533856e-13,4.028331290939152e-34,2.8176675181178426e-33,7.1719608667558644e-40,1.5915831997056756e-47,1.9410777057943865e-39,4.0867340050299357e-13,4.133043715248232e-21
4.336899449810334e-13,0.6737219470519803,1.3064717674173683e-17,1.7755010778819056e-20,1.7699753213541042e-20,6.3487378239790254e-21,0.0,0.0,6.029163646945566e-13,4.583386107596047e-22,7.562826765878605e-29,2.5827583604137985e-32,5.219752497255995e-26,1.2314078930816834e-40,5.735090600993468e-28,2.5852087297174466e-26,8.173467702867158e-13,1.1649155573800389e-21,3.871400799150904e-50,9.737399650239932e-45,5.2077975919732014e-27,6.3072347283517395e-21,1.2445074201059692e-30,5.4879060204269565e-30,1.3020662049347157e-22,6.667768336907833e-36,3.818615931218474e-23,1.8684666522154863e-09,4.4939472232737974e-29,6.097770998821588e-22,8.58222799507365e-30,6.69311920045078e-40,1.9538183156750655e-29,1.0945873305079606e-30,3.76,0.0,0.9254059867007179,0.9999999999993971,8.267406745129338e-26,1.2374891091233557e-19,1.868466652222441e-09,2.9263766853993805e-13,8.366071478710424e-18,3.102751540522567e-13,3.2226485767618994e-33,2.254120541260253e-32,1.1475080805962386e-38,2.5570096445976245e-46,3.105706230309176e-38,8.17346878798598e-13,1.653217729798269e-20
8.673799359175119e-13,0.6737219472734908,4.238872933718573e-17,3.5780168851411536e-20,7.08039795273414e-20,2.549206365644988e-20,0.0,0.0,1.2058332628163948e-12,1.833355190171764e-21,6.057538527566914e-28,2.0661813948885786e-31,4.175775787582562e-25,9.851017756268495e-40,2.2940195836494086e-27,1.034069601567091e-25,1.6346933748925353e-12,4.6596681246038416e-21,1.2389217327514406e-48,1.5580720728205676e-43,4.1662191876591727e-26,2.522881586153498e-20,5.042044835312617e-30,4.390277333225739e-29,5.208204335552894e-22,1.0668402272036401e-34,1.5274436647415994e-22,3.7369334973730035e-09,3.595182143888695e-28,2.439126519134124e-21,6.865659522548386e-29,1.0708252794791905e-38,1.5630505383865892e-28,8.756818160668015e-30,3.76,0.0,0.9254059848308308,0.9999999999987942,6.614358557231723e-25,4.949956165445068e-19,3.736933497400825e-09,5.852671802448758e-13,3.346389619501598e-17,6.205420449999835e-13,2.5780918255600347e-32,1.8032743754749053e-31,1.8359942612186788e-37,4.12140522812126e-45,4.969070573381185e-37,1.6346938089400325e-12,6.612871292153571e-20
1e-12,0.6737219477165121,5.881341563047493e-17,4.1420921954047894e-20,1.032872629285374e-19,3.730384630729291e-20,0.0,0.0,1.3902022193019522e-12,2.6743011889106312e-21,1.255860892076124e-27,4.277514178651484e-31,8.644965090389768e-25,2.0393774566470404e-39,3.346247297954394e-27,1.5083719111836676e-25,1.884633449963895e-12,6.797027130097948e-21,7.11192056419371e-48,5.1318790777611064e-43,8.625198160834822e-26,3.680091758377679e-20,7.43312689545375e-30,9.08899152312679e-29,7.5970912396859765e-22,3.513581577709087e-34,2.2280663147128545e-22,4.308300595796358e-09,7.443096826983776e-28,3.5579561383050406e-21,1.4213543775733586e-28,3.526358461404933e-38,3.2359437454588944e-28,1.8129366512656553e-29,3.76,0.0,0.9254059842590293,0.9999999999986099,1.3694640392578605e-24,7.220460387539668e-19,4.308300595836942e-09,6.747479538498914e-13,4.881303599016383e-17,7.15416184561721e-13,5.337308398739834e-32,3.7332306951897624e-31,6.046681050663541e-37,1.3725061004852878e-44,1.6365140887640302e-36,1.8846340831054036e-12,9.64614191875163e-20
1.7347599177904688e-12,0.6737219477165121,1.4981172146061792e-16,7.267259804577054e-20,2.8325561693703806e-19,1.0274510898150021e-19,0.0,0.0,2.4116684676230505e-12,7.333425863403855e-21,4.857673318197742e-27,1.6529044183903142e-30,3.3405782297341145e-24,7.88042057537958e-39,9.175943989841855e-27,4.136166796013034e-25,3.2693858272342783e-12,1.8638717435636988e-20,3.9650316382567076e-47,2.4931976139362885e-42,3.3329446695371517e-25,1.0091426701489108e-19,2.068052856196787e-29,3.512145407528809e-28,2.08323310009924e-21,1.7069354499321707e-33,6.109752274198044e-22,7.473867172544514e-09,2.8761842944140944e-27,9.756649863051282e-21,5.492330264333725e-28,1.7130841096561244e-37,1.2504336758269892e-27,7.005644786522568e-29,3.76,0.0,0.9254059810910565,0.9999999999975884,5.2921791542475835e-24,1.9799820133071773e-18,7.4738671726558e-09,1.1705016417455253e-12,1.3385245119526064e-16,1.2410509402610168e-12,2.0624299522606977e-31,1.4425840117628812e-30,2.937530708216346e-36,6.693255549535698e-44,7.95032169032821e-36,3.2693875634238088e-12,2.6451484999035405e-19
3.4695198815363827e-12,0.6737219486025546,5.597372019632051e-16,1.5004760048530355e-19,1.1333399780458337e-18,4.171947272447576e-19,0.0,0.0,4.823344511089538e-12,2.933374252470883e-20,3.904765690563169e-26,1.322258332752727e-29,2.672394559442793e-23,6.303706495837159e-38,3.67026990634245e-26,1.654377340240664e-24,6.538767704441002e-12,7.45552247717234e-20,1.2691367289391421e-45,3.9900234450462967e-41,2.6663064626333074e-24,4.0364907277138127e-19,8.682458753192536e-29,2.8095938038757295e-27,8.332542855982317e-21,2.7310680070767237e-32,2.4438828650627574e-21,1.4947734462313445e-08,2.3010089950689454e-26,3.902774730175508e-20,4.393548165015523e-27,2.7401784374904196e-36,1.0003360686372431e-26,5.604819876350331e-28,3.76,0.0,0.9254059736115082,0.9999999999951767,4.234850679361785e-23,7.919923958200359e-18,1.4947734462758584e-08,2.340872328477226e-12,5.353847062841015e-16,2.4819691934446867e-12,1.6498743493436046e-30,1.1540103604212487e-29,4.699856862429291e-35,1.1043767444570402e-42,1.2719901971734507e-34,6.5387746491950445e-12,1.058059323329856e-18
5.2042798452822966e-12,0.6737219494885972,1.164721801914266e-15,2.3123439614470835e-19,2.40881376217412e-18,8.9566540004845e-19,0.0,0.0,7.235026188010498e-12,6.233426011273595e-20,1.1195784806370008e-25,3.7807254002524655e-29,7.641266404816525e-23,1.802362614466379e-37,7.799165327809902e-26,3.515420706754165e-24,9.808146554173797e-12,1.5843037279076486e-19,5.795838022012405e-45,1.468777479044882e-40,7.623889056061763e-24,8.577425300616744e-19,1.9073833338373426e-28,8.033481028059263e-27,1.770608142471183e-20,1.0052094310180966e-31,5.193225561400571e-21,2.2421601691508287e-08,6.58565423705347e-26,8.29356480848284e-20,1.2562282652329883e-26,1.0084377905036083e-35,2.860318578982575e-26,1.603074033506568e-27,3.76,0.0,0.92540596613196,0.9999999999927651,1.2110844929538794e-22,1.682983225037174e-17,2.2421601692454208e-08,3.5111447903053514e-12,1.137655630994514e-15,3.722787918488406e-12,4.717498984899771e-30,3.2996554714337455e-29,1.7298272739960854e-34,4.252245960773061e-42,4.681660672999458e-34,9.808161311770012e-12,2.2483759317719046e-18
6.93903980902821e-12,0.6737219503746396,1.964745146633028e-15,3.1645459151577256e-19,4.109885295542072e-18,1.5422342282692388e-18,0.0,0.0,9.646713497987269e-12,1.0633500423755043e-19,2.367368956642939e-25,7.974440163658167e-29,1.6117429974956251e-22,3.8015069580574745e-37,1.3304209956138775e-25,5.9966882714948425e-24,1.3077522376435492e-11,2.7026439344137205e-19,1.729196698333583e-44,3.725760661752468e-40,1.6080835053313663e-23,1.4631893871520034e-18,3.3533210213472464e-28,1.6944553117471296e-26,3.020359321705284e-20,2.54941751270413e-31,8.858992475735105e-21,2.9895468860129044e-08,1.3902789243217744e-25,1.4148110472493477e-19,2.6496499184012535e-26,2.557337300117219e-35,6.033207434022551e-26,3.3821994440359626e-27,3.76,0.0,0.9254059586524117,0.9999999999903533,2.5548759166326216e-22,2.87097040857344e-17,2.989546886174267e-08,4.681319038594649e-12,1.9406487515786175e-15,4.963507124589771e-12,9.950372340585956e-30,6.959752783244363e-29,4.387149193355163e-34,1.1669385237537966e-41,1.1873459304154938e-33,1.307754755114877e-11,3.83546461121719e-18
1e-11,0.6737219521467248,3.748462102558622e-15,4.750790067104142e-19,7.923977674953594e-18,3.01411165725417e-18,0.0,0.0,1.3902113464914726e-11,2.0496244770642608e-19,5.893993681049285e-25,1.977882824237474e-28,3.997645699414616e-22,9.428417628860707e-37,2.5643329636866576e-25,1.1558104822048794e-23,1.884628545006916e-11,5.209407031653649e-19,6.656287218941675e-44,1.1606857366716331e-39,3.988590975511573e-23,2.820264355318432e-18,6.760070769874375e-28,4.202738873255242e-26,5.821524513387798e-20,7.938734046892906e-31,1.707572040992465e-20,4.308300497657367e-08,3.4535921095255633e-25,2.727144282929345e-19,6.571750311950503e-26,7.962273552178252e-35,1.4964492807656657e-25,8.392874366315586e-27,3.76,0.0,0.9254059454548513,0.9999999999860979,6.338358719741903e-22,5.533832210412708e-17,4.308300497968396e-08,6.745888104214279e-12,3.740459819190973e-15,7.1525493056479745e-12,2.467998497591768e-29,1.726214058505402e-28,1.366113907373293e-33,4.3529161043340534e-41,3.697231745063665e-33,1.8846333974647963e-11,7.392910287549875e-18
1.0408559736520039e-11,0.6737219521467248,4.0224726341328734e-15,4.970483896157095e-19,8.511526418243719e-18,3.2425336275515947e-18,0.0,0.0,1.4470101337141398e-11,2.201534312861766e-19,6.492646307556135e-25,2.177973899876737e-28,4.402072674397669e-22,1.03821962303265e-36,2.7543817835776314e-25,1.2414670654287311e-23,1.96162669156784e-11,5.595509164155207e-19,7.593828153400833e-44,1.3035252436283188e-39,4.392104281239498e-23,3.0292839737501405e-18,7.297386259123231e-28,4.6279078974644994e-26,6.252959828014933e-20,8.915371356696447e-31,1.834128758552377e-20,4.4843203055206876e-08,3.8035593723779256e-25,2.9292779934544853e-19,7.236563968789734e-26,8.941704640523705e-35,1.6478414424548704e-25,9.242383305811504e-27,3.76,0.0,0.9254059436933153,0.9999999999855299,6.979741321509043e-22,5.943976161547262e-17,4.4843203058547693e-08,7.021437069259567e-12,4.0176666018324595e-15,7.44471200045582e-12,2.7176751259651164e-29,1.9008454735743077e-28,1.5341740686167085e-33,4.959434879854415e-41,4.152063214046042e-33,1.9616319036690837e-11,7.940841529699263e-18
1.3878079664011867e-11,0.6737219539188098,6.797257924493215e-15,6.943147245014424e-19,1.4479972690980056e-17,5.594852583813134e-18,0.0,0.0,1.929350988773966e-11,3.744238296592709e-19,1.36342058877418e-24,4.556877362860083e-28,9.210427880686055e-22,2.172136147149263e-36,4.684342986979849e-25,2.1112953693527883e-23,2.6155000321853924e-11,9.516541121867723e-19,2.2165172785873464e-43,3.258342187737773e-39,9.189620436941889e-23,5.1519153686483835e-18,1.2993791289557221e-27,9.682806435816845e-26,1.0634144487453969e-19,2.2276952716724968e-30,3.119351814795954e-20,5.979093702753218e-08,7.968392167306362e-25,4.982082572225943e-19,1.514047412224798e-25,2.2339874614203833e-34,3.4478086716054143e-25,1.9345594643789816e-26,3.76,0.0,0.9254059287342191,0.9999999999807065,1.4606891078331272e-21,1.0109141097014786e-16,5.979093703321405e-08,9.361194028103151e-12,6.832674731191767e-15,9.925550986069814e-12,5.686138911184083e-29,3.9770584538909255e-28,3.833415308352903e-33,1.3904776460298391e-40,1.0374581615669398e-32,2.6155088965989915e-11,1.3505290332203988e-17
1.7347599591503696e-11,0.6737219556908951,1.0340183292237999e-14,9.109247885932356e-19,2.2128531017439055e-17,8.673006368337755e-18,0.0,0.0,2.411694062650715e-11,5.72035797267734e-19,2.491205138484965e-24,8.295301685828913e-28,1.6766897525570458e-21,3.953982743130121e-36,7.156400241402495e-25,3.2254025222270876e-23,3.2693721799761916e-11,1.4539195787255981e-18,5.391058946263971e-43,6.915586630601282e-39,1.672911052316031e-22,7.870801101668818e-18,2.0765281074754974e-27,1.7626577548800098e-25,1.6245784239220121e-19,4.726269960783651e-30,4.765632241908617e-20,7.473867076119408e-08,1.4519216944604216e-24,7.611727752021975e-19,2.756110246427794e-25,4.739006102319109e-34,6.276554466462037e-25,3.5228097454975153e-26,3.76,0.0,0.9254059137751232,0.9999999999758832,2.6596726021248576e-21,1.5444474709932027e-16,7.47386707698747e-08,1.1700564200216208e-11,1.0438276656377374e-14,1.2405998007873085e-11,1.0351130524336855e-28,7.23981274555851e-28,8.132862621487067e-33,3.2407776975762082e-40,2.2010174687763433e-32,3.2693857227886135e-11,2.0633030010558954e-17
2.428663944648735e-11,0.6737219592350658,1.9777782043899826e-14,1.4134169089862856e-18,4.2580952471983513e-17,1.7236971293951623e-17,0.0,0.0,3.376387004423521e-11,1.100008065412657e-18,6.643481641449633e-24,2.1899740352096956e-27,4.426714283082949e-21,1.0437462521763005e-35,1.3760534065092053e-24,6.201532764099531e-23,4.57711282216391e-11,2.7958675786292585e-18,2.798604479626138e-42,2.5363920942758893e-38,4.416803835006914e-22,1.5134550972131517e-17,4.399958939679363e-27,4.653502603819032e-25,3.12365618953533e-19,1.731524586206613e-29,9.163996035720823e-20,1.046341374975362e-07,3.8378426311300535e-24,1.463811430522311e-18,7.2758249721014345e-25,1.7354091875429104e-33,1.6571597474235918e-24,9.305261895116287e-26,3.76,0.0,0.9254058838569319,0.9999999999662361,7.026241149406937e-21,2.969913846117771e-16,1.0463413751422886e-07,1.6378120402983527e-11,2.0070176675825234e-14,1.7365691955546336e-11,2.732802571209134e-28,1.911328209219533e-27,2.979440930048627e-32,1.3924943340644986e-39,8.06308693852635e-32,4.577138864473579e-11,3.967657593879294e-17
3.122567930147101e-11,0.6737219627792368,3.233315064442826e-14,2.016800023040176e-18,6.987821186567224e-17,2.9159982378478805e-17,0.0,0.0,4.3410889539686544e-11,1.804016001442197e-18,1.38971961096527e-23,4.539933138342024e-27,9.17723528781427e-21,2.1635325410292704e-35,2.2565694179825683e-24,1.0169219189138162e-22,5.884848619678527e-11,4.5852663371909744e-18,9.032221520924749e-42,6.591838141830814e-38,9.156812921666474e-22,2.4819475968290567e-17,7.864705505083994e-27,9.647063503691382e-25,5.122229256485025e-19,4.4961092676601225e-29,1.5028696897946407e-19,1.3452960326453976e-07,7.961319534091009e-24,2.4008114880961773e-18,1.5082510703421933e-24,4.504501950894842e-33,3.4356400398628075e-24,1.929728935101095e-25,3.76,0.0,0.9254058539387418,0.9999999999565891,1.4574503898076812e-20,4.870644913955717e-16,1.3452960329191584e-07,2.1054106805531257e-11,3.291143628115803e-14,2.2323794857815514e-11,5.665408055816993e-28,3.9622949223929436e-27,7.736193896663099e-32,4.0310800542598686e-39,2.093548150467216e-31,5.884891328938386e-11,6.50694682353914e-17
4.5103759011438315e-11,0.6737219698675794,6.678916637703544e-14,3.599151524001683e-18,1.4507309220683497e-16,6.442577044833563e-17,0.0,0.0,6.270519859436442e-11,3.740073113100587e-18,4.263240821850597e-23,1.3638131712961975e-26,2.7571738481932446e-20,6.497861331195258e-35,4.6775832976454035e-24,2.1076914812775315e-22,8.500305682824325e-11,9.506303982498672e-18,6.070708161502229e-41,2.927984469965962e-37,2.7511256736881398e-21,5.145009751363906e-17,1.9205497686508444e-26,2.898088178516937e-24,1.0616807851676045e-18,1.9928428213215907e-28,3.115613968105804e-19,1.9432053189094e-07,2.3935660476079138e-23,4.978045031641723e-18,4.530373974899492e-24,1.9945330691289447e-32,1.0322629714385289e-23,5.800738832706672e-25,3.76,0.0,0.925405794102364,0.9999999999372946,4.3844202153296506e-20,1.0097691512539423e-15,1.943205319476963e-07,3.0401374617763e-11,6.821525059192887e-14,3.2235231229525924e-11,1.7020229318338805e-27,1.190294664226019e-26,3.4286378175673216e-31,2.217699835231018e-38,9.277890123852339e-31,8.500394226494725e-11,1.349005940853268e-16
7.285991843137294e-11,0.6737219840442674,1.730389220929372e-13,8.733795076959268e-18,3.783049804991816e-16,1.892602052873648e-16,0.0,0.0,1.0129489610712063e-10,9.724390025707156e-18,1.916466144800539e-22,5.860557787327797e-26,1.185092356958625e-19,2.790861663656313e-34,1.2158020455847891e-23,5.476914037179608e-22,1.373116168263685e-10,2.4717788727931852e-17,8.06786640223859e-40,2.169049231726662e-36,1.1825762054329743e-20,1.3374306971229064e-16,6.599814445484283e-26,1.2454322270527286e-23,2.759023821154489e-18,1.4696776932451344e-27,8.10008175236599e-19,3.1390237751340527e-07,1.0296473791119909e-22,1.2947015004479182e-17,1.9463372610349857e-23,1.4673496991113785e-31,4.437579089536122e-23,2.495730829647699e-24,3.76,0.0,0.9254056744296195,0.9999999998987048,1.8899703956781816e-19,2.6254018553468997e-15,3.1390237766097683e-07,4.907711445200854e-11,1.7727291263096167e-13,5.2039045852881353e-11,7.314999952509693e-27,5.114973533048335e-26,2.527984943540029e-30,2.4183172723272874e-37,6.839683290486141e-30,1.3731391896188676e-10,3.507434800141065e-16
9.999999999999999e-11,0.6737219982209598,3.250134392811799e-13,1.689066270841433e-17,7.137290069413412e-16,3.9234472627471257e-16,0.0,0.0,1.390294442803239e-10,1.829913064788168e-17,5.02983757091286e-22,1.488088621509357e-25,3.0096863634422314e-19,7.083796463443464e-34,2.2872109906105264e-23,1.0301010764316994e-21,1.884583826048027e-10,4.6514840942462354e-17,3.5028143752398033e-39,7.286246379014878e-36,3.003457966891046e-20,2.5162474743402916e-16,1.5130395494538303e-25,3.1624853397321494e-23,5.1895312958466296e-18,4.919990237006675e-27,1.524141783803042e-18,4.3082996028981387e-07,2.6161822700575425e-22,2.436976817362922e-17,4.941190602979742e-23,4.904755379048597e-31,1.1271118346423565e-22,6.342808016852554e-24,3.76,0.0,0.9254055574131547,0.9999999998609699,4.81036943711722e-19,4.940333631597449e-15,4.30829960567514e-07,6.731412410926949e-11,3.334376042251391e-13,7.137874742145861e-11,1.8576415120228153e-26,1.2987871990614607e-25,8.461806782264468e-30,1.0712762218389218e-36,2.2891509952513025e-29,1.8846271463114735e-10,6.600121292632201e-16
1.0061607785130757e-10,0.6737219982209598,3.290151155404578e-13,1.7111818153261024e-17,7.225754177099629e-16,3.978846345162732e-16,0.0,0.0,1.3988603170261095e-10,1.8525032315466363e-17,5.119520843187932e-22,1.5138711265178429e-25,3.0618404571234e-19,7.206488828589594e-34,2.31543383264498e-23,1.042807380453943e-21,1.8961940181725263e-10,4.7089092366910015e-17,3.586584287754133e-39,7.440081795970096e-36,3.05550663630208e-20,2.547300807627194e-16,1.5369433971185855e-25,3.217280405706461e-23,5.25355081463297e-18,5.02365538368579e-27,1.5429550552376848e-18,4.3348420762884954e-07,2.661536586960331e-22,2.4670734179860445e-17,5.026787812541602e-23,5.008007427429848e-31,1.14664535741361e-22,6.45279196776089e-24,3.76,0.0,0.9254055547568897,0.9999999998601133,4.893890786472912e-19,5.0013200903893326e-15,4.3348420790997793e-07,6.772782510960456e-11,3.375509772135943e-13,7.181747549821172e-11,1.8898307371108107e-26,1.3212901079814334e-25,8.640085873289374e-30,1.0971592721148855e-36,2.337377074340808e-29,1.896237873206888e-10,6.681597703592611e-16
1.561283966911768e-10,0.6737220265743565,7.897197630467704e-13,4.8212724510754045e-17,1.7486060167185252e-15,1.1518542967288987e-15,0.0,0.0,2.1707260878129518e-10,4.45758009159168e-17,2.0876526309584503e-21,5.712619818657778e-25,1.1559117970096692e-18,2.716925389019699e-33,5.567973979074398e-23,2.506397394839751e-21,2.942326468450243e-10,1.1331594239142003e-16,3.6757358882515694e-38,4.529482476559444e-35,1.153674555309493e-19,6.1267541478163035e-16,5.194149643143362e-25,1.214174071157501e-22,1.2628790259223322e-17,3.0275594802339117e-26,3.712132406609843e-18,6.726478213388498e-07,1.0058439507430246e-21,5.939812128432638e-17,1.896039777375377e-22,3.0050541135688064e-30,4.33013074076329e-22,2.440307682017953e-23,3.76,0.0,0.9254053154114739,0.9999999997829256,1.8576028561292773e-18,1.2033946171639472e-14,6.726478220153325e-07,1.0495439695939427e-10,8.114229096668346e-13,1.1129837281307238e-10,7.133885871613077e-26,4.98605834361281e-25,5.205446848090074e-29,1.2233465751867357e-35,1.4076892954834436e-28,2.942431990260939e-10,1.6077101565643867e-15
2.0608948364705914e-10,0.6737220520924273,1.3735972574513629e-12,9.616494936037879e-17,3.060205388126035e-15,2.2811776716499008e-15,0.0,0.0,2.8654543032404456e-10,7.76543261021322e-17,4.9514645806794754e-21,1.2875017077415276e-24,2.605997950996301e-18,6.1196130601882324e-33,9.694831307088775e-23,4.3623015580194775e-21,3.8838191696926046e-10,1.974159557317471e-16,1.3374003253785541e-37,1.298540504786187e-34,2.601197379014327e-19,1.0669468389945036e-15,1.1216087170063678e-24,2.7366873803215368e-22,2.1982555646298518e-17,8.613843323335179e-26,6.465973299169253e-18,8.878950206440463e-07,2.269283898963657e-21,1.0352424515553011e-16,4.271956311709542e-22,8.528926422040442e-30,9.764324152888402e-22,5.508463671989437e-23,3.76,0.0,0.9254051000006496,0.9999999997134515,4.203844519585731e-18,2.0963363467187653e-14,8.878950218225551e-07,1.3837316955757104e-10,1.4124173981558774e-12,1.4674473480292577e-10,1.608315299075589e-25,1.1237804217401123e-24,1.4808370515368795e-28,4.944932975782184e-35,4.003486104939273e-28,3.8840029904789326e-10,2.8006827519343022e-15
2.560505706029415e-10,0.6737220776105115,2.117290461884711e-12,1.6863155820998212e-16,4.744893203912572e-15,3.941583186869529e-15,0.0,0.0,3.560228858540493e-10,1.1985934646023957e-16,9.833402579648567e-21,2.435132374876638e-24,4.930443030441217e-18,1.1567498381994017e-32,1.4956311653203642e-22,6.727043971416235e-21,4.825286762614024e-10,3.047284849063232e-16,3.803803923635007e-37,2.99303360142352e-34,4.921822983878152e-19,1.6462501109856167e-15,2.072131907284214e-24,5.176444169326746e-22,3.3902880926373036e-17,1.9697348463603065e-25,9.97895931037759e-18,1.1031421697067247e-06,4.29642037694623e-21,1.5986357524141017e-16,8.07732449285645e-22,1.945315321019008e-29,1.847766515175437e-21,1.0434782239439898e-22,3.76,0.0,0.9254048845898728,0.9999999996439723,7.983701893114755e-18,3.235591650006879e-14,1.1031421715257913e-06,1.717115710909689e-10,2.178316411098934e-12,1.8210943604966945e-10,3.042963661375186e-25,2.1255421921960638e-24,3.3859315770884714e-28,1.5314842931546233e-34,9.15105741654076e-28,4.825570480587589e-10,4.322747821155386e-15
3.060116575588238e-10,0.6737221031286085,3.0203422614655995e-12,2.705261747024978e-16,6.8073763282151246e-15,6.224538344027034e-15,0.0,0.0,4.2550496642771546e-10,1.711914383704764e-16,1.737659847333738e-20,4.111626680280491e-24,8.327423425943496e-18,1.9520238735233482e-32,2.1350819952285755e-22,9.599325201072831e-21,5.766729247860676e-10,4.3525874330947584e-16,9.152323674267697e-37,5.9600626509699885e-34,8.313627594410606e-19,2.3504663076380676e-15,3.453905550199879e-24,8.74084056358126e-22,4.838401407223014e-17,3.8882320511532506e-25,1.4250880787941096e-17,1.3183892685269034e-06,7.261539567827e-21,2.284329670181822e-16,1.3634127949067289e-21,3.830825982595885e-29,3.1215012847129883e-21,1.7645753123456091e-22,3.76,0.0,0.9254046691791429,0.9999999995744882,1.3534157263237879e-17,4.621154129578246e-14,1.318389271125077e-06,2.0496985626644626e-10,3.108750348699891e-12,2.1739268325341264e-10,5.139876209113424e-25,3.589019827963418e-24,6.683492211160616e-28,3.972142854808704e-34,1.805701298465056e-27,5.76713446059891e-10,6.173903879695169e-15
