Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40)
1.3571218120321484e-18,0.8134549096830733,3.76,0.0,1.000512404564886,0.9999999999999998,2.054019647983062e-39,2.1307616707554617e-14,6.482220208070804e-29,2.615978314985027e-13,2.615978314985046e-13,4.9565361875707115e-29,1.6392693924093665e-27,1.6387290592203646e-27,3.549333275653106e-38,8.807100187620955e-42,2.29255295218378e-16,6.783839158137402e-30,9.201424377502414e-17,6.951601133367615e-21,2.0065365749132053e-25,1.372480026498402e-16,1.5541000261576187e-28,3.427748057410181e-29,9.536996702609754e-39,3.3114383822049455e-21,5.938054543070185e-44,1.7265658073266974e-46,3.397386714340624e-30,6.720555243667821e-42,1.5775254737112717e-61,1.916515603543658e-30,2.1517623104330493e-43,4.9028393751411265e-55,1.386801948310465e-49,2.6189042411949684e-68,1.469401440141526e-15,2.806042199261411e-29,1.4694014401363042e-15,1.7037409381360844e-31,1.6631952676685853e-55,7.587473693395809e-43,1.1381604908526294e-16,3.160914160195619e-46,2.373016669608171e-57,9.148142151523848e-30,2.6383499059909123e-41,1.6629050885770318e-50,1.4587097343399116e-44,9.740136518160591e-57,1.7559066372392057e-52,1.950215257350688e-52,1.7800369386954805e-68,1.5396747304853396e-61,6.931262336653099e-56,1.1803461796280537e-70,2.494134027954167e-72,5.135252413317782e-76,1.1370720686360226e-28,1.4200319820107203e-41,3.0819581017983086e-58,1.214295940313849e-47,1.530191090262339e-57,2.500472786861515e-40,1.1381604908452006e-16,7.988481458491153e-44,2.1307616707548663e-14
2.7154227047002937e-18,0.8134549096831133,3.76,0.0,1.0005124045646012,0.9999999999999996,1.6444646588972183e-38,4.2633745679845937e-14,2.5945774131577133e-28,5.234229417384306e-13,5.234229417384385e-13,1.9839061811795675e-28,6.5613496589142e-27,6.559186887967038e-27,2.8416247672514755e-37,7.051035485443052e-41,4.587097696680792e-16,2.7153035827607256e-29,1.8410843022947822e-16,1.3909643739326218e-20,8.031375478841247e-25,2.7461524750272377e-16,6.220450206540554e-28,1.3719925199532969e-28,7.635396264184018e-38,6.6257537920654204e-21,4.7540643235877855e-43,1.3823024750864958e-45,1.359840068401339e-29,5.380530575806602e-41,2.5260961268384406e-60,7.671056991140485e-30,1.722719282034701e-42,7.850937686931611e-54,1.1102847926870254e-48,8.387552745793282e-67,2.9400795105504028e-15,1.1231481554053969e-28,2.9400795105295027e-15,6.819403832803511e-31,2.6632794061324785e-54,6.074616793024799e-42,2.277309826629219e-16,2.5311603764337507e-45,3.799918485370442e-56,3.661640934687944e-29,2.1123057893070817e-40,2.6628440915637546e-49,1.1681508607870514e-43,7.829467441237129e-56,1.405792997538384e-51,3.122885356097179e-51,5.7009930152073546e-67,2.4661554168385245e-60,1.110205448305522e-54,3.7813432009661906e-69,7.987951751761186e-71,1.6451234508224288e-74,4.55125157015632e-28,1.1369550395238327e-40,4.9351486467163644e-57,9.724217465687701e-47,2.4503141285192287e-56,2.0019027212897708e-39,2.2773098265994833e-16,6.397264228613515e-43,4.263374567982212e-14
5.432024490036584e-18,0.8134549096831938,3.76,0.0,1.0005124045640312,0.9999999999999991,1.316071527312398e-37,8.528600362444002e-14,1.0381689362968799e-27,1.047073162217979e-12,1.04707316221801e-12,7.938208846511729e-28,2.625394542902938e-26,2.624529128768504e-26,2.274163441567599e-36,5.642971698761844e-40,9.176187185675723e-16,1.0864751177736608e-28,3.6829680256537164e-16,2.782693503643289e-20,3.2135963218036614e-24,5.493497366167129e-16,2.4889903340618168e-27,5.489757183347525e-28,6.110637563849312e-37,1.3254384665109213e-20,3.804700351786359e-42,1.1062620952904421e-44,5.44113153239525e-29,4.306059706641378e-40,4.043398927932262e-59,3.0694219924262436e-29,1.3786994219127894e-41,1.2566618591548713e-52,8.885652708980446e-48,2.6851469453997864e-65,5.881435651361846e-15,4.494055589834206e-28,5.88143565127822e-15,2.7286498041926416e-30,4.2629814810809145e-53,4.861549357599703e-41,4.555608498225749e-16,2.0259003841434085e-44,6.082344261942005e-55,1.465133324236989e-28,1.6904952541252345e-39,4.26230818148033e-48,9.349941584355374e-43,6.31626988731091e-55,1.1250616813781482e-50,4.998650339344515e-50,1.8250981583580282e-65,3.94799067275576e-59,1.777292110415964e-53,1.210707953858955e-67,2.5572207901218243e-69,5.2673453370243626e-73,1.821093456256968e-27,9.09935977751412e-40,7.89945243357256e-56,7.783317760667001e-46,3.922110252173187e-55,1.602132235047933e-38,4.555608498106769e-16,5.120404416240899e-42,8.528600362434475e-14
1.0865228060709165e-17,0.8134549096833547,3.76,0.0,1.0005124045628915,0.9999999999999982,1.0530572012350392e-36,1.7059051951367406e-13,4.1533518536179854e-27,2.094373603175844e-12,2.0943736031759694e-12,3.1758004151760783e-27,1.050328791763129e-25,1.0499825505205536e-25,1.8196762780766714e-35,4.515235282828288e-39,1.8354366163669196e-15,4.346607941196373e-28,7.366735449450999e-16,5.56663419713775e-20,1.2856477816790571e-23,1.0988187124775798e-15,9.957582071695808e-27,2.1962603452737706e-27,4.889438470099753e-36,2.6511646624488194e-20,3.0443399578023997e-41,8.851777645727115e-44,2.1768069062240037e-28,3.445501994994972e-39,6.470754743031096e-58,1.2279686613469566e-28,1.1031691788277427e-40,2.0110685366006544e-51,7.109872185040975e-47,8.594278781034562e-64,1.1764147932959482e-14,1.797914871253049e-27,1.1764147932624925e-14,1.0916376027520563e-29,6.822158209483272e-52,3.8899820019875884e-40,9.112205841592217e-16,1.6211092314186534e-43,9.733731061015199e-54,5.861487330817934e-28,1.352656503071757e-38,6.821099525601394e-47,7.4818477565724e-42,5.134497100081727e-54,9.002203359690715e-50,7.999467963846333e-49,5.8415630868687024e-64,6.3184995107610366e-58,2.8444383803695573e-52,3.8753508871557465e-66,8.184828931009186e-68,1.686022741890952e-71,7.28555965166659e-27,7.28097592362971e-39,1.2641697650356647e-54,6.228235125832472e-45,6.276663264594345e-54,1.2819498636936015e-37,9.11220584111622e-16,4.097361226971032e-41,1.7059051951329286e-13
2.1731635202054326e-17,0.8134549096836764,3.76,0.0,1.0005124045606117,0.9999999999999963,8.425257878187641e-36,3.411995512923254e-13,1.661476028821545e-26,4.18897448508665e-12,4.1889744850871516e-12,1.2704235316168639e-26,4.201657255681414e-25,4.200272024088193e-25,1.4558792469761334e-34,3.612532098766783e-38,3.671072411967059e-15,1.738784680571011e-27,1.4734270205363218e-15,1.1136445320397816e-19,5.143009639225269e-23,2.1977566547308654e-15,3.983357000218786e-26,8.785756378370926e-27,3.911922182792913e-35,5.3026171396412273e-20,2.4357038538406072e-40,7.082094643180954e-43,8.70793619023138e-28,2.756663302213437e-38,1.0354260983347728e-56,4.912274376321279e-28,8.82619205292895e-40,3.2180373374132086e-50,5.688437784706557e-46,2.750458595465917e-62,2.3529572496053777e-14,7.19224479729376e-27,2.352957249471542e-14,4.366905810889471e-29,1.0916563381355065e-50,3.112282619785232e-39,1.8225400529018775e-15,1.2970429700219076e-42,1.5575554088517458e-52,2.344785750495986e-27,1.0822293250263396e-37,1.0914884447121572e-45,5.986236329084358e-41,4.236834377469709e-53,7.202447380323779e-49,1.280045083961699e-47,1.8695000600851448e-62,1.0110972052501395e-56,4.551718467114491e-51,1.2402860249920285e-64,2.6194208631270324e-66,5.396028665742845e-70,2.9144610439616336e-26,5.825376023695489e-38,2.0228780098945626e-53,4.983225371784064e-44,1.0043692187968833e-52,1.0256575320107091e-36,1.8225400527114635e-15,3.2783044735419423e-40,3.411995512908005e-13
4.346444948474465e-17,0.8134549096843199,3.76,0.0,1.0005124045560523,0.9999999999999927,6.74052685147058e-35,6.824176148503613e-13,6.646175148138885e-26,8.378176248888562e-12,8.37817624889057e-12,5.081900727879565e-26,1.6807314144932312e-24,1.6801771761807265e-24,1.1647586900521497e-33,2.8901643014833522e-37,7.342344003173118e-15,6.955421740507618e-27,2.946933935045828e-15,2.228378651183168e-19,2.0572875426030566e-22,4.395632501363646e-15,1.5934076377966977e-25,3.514445557886919e-26,3.1296863159425554e-34,1.0605522435292885e-19,1.9486558306547444e-39,5.66594490180703e-42,3.483316136876485e-27,2.205435308067677e-37,1.656766065044809e-55,1.964989678531727e-27,7.061289057169806e-39,5.149121862235129e-49,4.550966208914993e-45,8.801930412100727e-61,4.706042162183841e-14,2.877014985510887e-26,4.706042161648477e-14,1.746833416801556e-28,1.746738913761421e-49,2.4899448774805844e-38,3.64517899066464e-15,1.0376966083238622e-41,2.492215413302172e-51,9.379524634357836e-27,8.658250976133198e-37,1.746471507014623e-44,4.789292708382621e-40,3.595792870223448e-52,5.762232845588725e-48,2.0481763081362176e-46,5.982720063823396e-61,1.617865712628212e-55,7.283243744000045e-50,3.969193561854711e-63,8.382587657099463e-65,1.7268502483834953e-68,1.165831856794196e-25,4.660538910864046e-37,3.2367714056740947e-52,3.986842944772488e-43,1.607073663288056e-51,8.205650846760442e-36,3.645178989902951e-15,2.622810367686561e-39,6.824176148442614e-13
8.693007805012529e-17,0.8134549096856063,3.76,0.0,1.0005124045469334,0.9999999999999853,5.392550383374863e-34,1.3648537419693658e-12,2.658524625569084e-25,1.67565797764136e-11,1.675657977642163e-11,2.0328015025358585e-25,6.723063421328225e-24,6.720845437928355e-24,9.318290691603685e-33,2.3121885974650293e-36,1.468488718560837e-14,2.782225300824858e-26,5.893947617373102e-15,4.460934467298767e-19,8.22931739866332e-22,8.79138404313406e-15,6.373760237654374e-25,1.4058068265650137e-25,2.5038084807651272e-33,2.1211334391666723e-19,1.5589617446779373e-38,4.532863858835082e-41,1.393354741548275e-26,1.7643900792405263e-36,2.6508932512149017e-54,7.860118404737643e-27,5.64916533201605e-38,8.238804565436692e-48,3.6408592898064006e-44,2.816691709046395e-59,9.412211987179192e-14,1.15082940791497e-25,9.412211985037692e-14,6.987475934138439e-28,2.79485311447378e-48,1.992003364732999e-37,7.290456867299962e-15,8.301821717358208e-41,3.987646071656644e-50,3.751886167534702e-26,6.926767116926765e-36,2.794426324519751e-43,3.8315562317828437e-39,3.2065735084358433e-51,4.60989793543164e-47,3.277165433082117e-45,1.9145216363541614e-59,2.5886744094074847e-54,1.1653586999842877e-48,1.2701866414723595e-61,2.6824985301166707e-63,5.5261153082185715e-67,4.663422314176954e-25,3.728526311711812e-36,5.178972231982928e-51,3.189591775427957e-42,2.5713855726956e-50,6.564676926751022e-35,7.290456864253148e-15,2.0983159428111769e-38,1.3648537419449662e-12
1.7386133518088658e-16,0.8134549096881798,3.76,0.0,1.0005124045286955,0.9999999999999707,4.3140929550023447e-33,2.7297259962191057e-12,1.0634210506106872e-24,3.3513386831148493e-11,3.3513386831180605e-11,8.13128755657078e-25,2.6892535106289616e-23,2.688365520200121e-23,7.454721015571215e-32,1.8497764700961925e-35,2.936997355057138e-14,1.112901441330598e-25,1.1787974395260754e-14,8.938396409751925e-19,3.2917602865693215e-21,1.7582886520694327e-14,2.5495300395786832e-24,5.623284526336663e-25,2.003070553799208e-32,4.2422963764721727e-19,1.2471841962085543e-37,3.626334677976803e-40,5.57347517338305e-26,1.4115287409695e-35,4.241483556900351e-53,3.144079165707868e-26,4.519385767664905e-37,1.31822545965537e-46,2.9127218460273293e-43,9.01353125611263e-58,1.8824551636523586e-13,4.603364459298895e-25,1.8824551627957499e-13,2.795018890902811e-27,4.47182112855382e-47,1.5936215952436624e-36,1.45810126250098e-14,6.641556778244045e-40,6.380314843900237e-49,1.5007697186744023e-25,5.541479878714761e-35,4.471139377669589e-42,3.065294777525011e-38,3.0930889082055183e-50,3.687965699725414e-46,5.243531360996317e-44,6.1265514056400984e-58,4.141954051486644e-53,1.8646062051296416e-47,4.0646698951471116e-60,8.584107645356529e-62,1.7683885236864157e-65,1.865387908753355e-24,2.9828590328840894e-35,8.2864810213033535e-50,2.551740160945912e-41,4.114275498435976e-49,5.251804056204374e-34,1.4581012612822417e-14,1.6786813038694764e-37,2.7297259961215065e-12
3.4772384944240916e-16,0.8134549096933263,3.76,0.0,1.00051240449222,0.9999999999999413,3.451297162242525e-32,5.45947050476551e-12,4.253708899497275e-24,6.70270009393576e-11,6.702700093948603e-11,3.252530630326159e-24,1.0757075040418805e-22,1.0753516756255626e-22,5.963812185820424e-31,1.479835779896777e-34,5.874014628086745e-14,4.451628407228662e-25,2.3576025603969e-14,1.794272152679932e-18,1.3167106850029242e-20,3.516588905189296e-14,1.0198172103519949e-23,2.249325264798464e-24,1.6024659470421302e-31,8.484624435226303e-19,9.977532263227564e-37,2.9010858434651474e-39,2.229401017313693e-25,1.1292295746333604e-34,6.786418187827373e-52,1.2576379193989842e-25,3.615529802012922e-36,2.1091739974779615e-45,2.3301910580285454e-42,2.884348477952288e-56,3.764923093262712e-13,1.8413551491298163e-24,3.764923089836261e-13,1.1180133107222511e-26,7.154957002503818e-46,1.2749047065939712e-35,2.9162124158186265e-14,5.3132849647358254e-39,1.020856865314513e-47,6.003109288285095e-25,4.433209817010365e-34,7.153867937452442e-41,2.4522572835317684e-37,3.31896996080151e-49,2.95039579998906e-45,8.38970349638153e-43,1.960509739363585e-56,6.627197935457701e-52,2.9833974326934523e-46,1.3007067050482214e-58,2.7469321532835544e-60,5.6588970909365686e-64,7.461589645456539e-24,2.386302275462285e-34,1.3258518193776203e-48,2.041450460542612e-40,6.582901782398595e-48,4.201468273821326e-33,2.916212410943648e-14,1.3429588466252324e-36,5.459470504375109e-12
6.954488779654543e-16,0.8134549097036194,3.76,0.0,1.0005124044192688,0.9999999999998825,2.761049631169539e-31,1.0918959522046014e-11,1.7014903361726012e-23,1.3405422915073314e-10,1.3405422915124687e-10,1.3010148123489246e-23,4.302845986542509e-22,4.301417625740945e-22,4.771063879187999e-30,1.1838814525154662e-33,1.1748049174293982e-13,1.7806558911261504e-24,4.715211863312148e-14,3.614897661948431e-18,5.266855120188892e-20,7.033188441860545e-14,4.0792792752244494e-23,8.997324049352852e-24,1.281976553270607e-30,1.6969289289468654e-18,7.982048474162166e-36,2.3208769785968735e-38,8.917623617003428e-25,9.033861497103086e-34,1.085830793803963e-50,5.030563322454891e-25,2.8924319758584475e-35,3.374688617074631e-44,1.8641579836304794e-41,9.229942322475544e-55,7.529858951449324e-13,7.365439326107659e-24,7.529858937743485e-13,4.472065158727206e-26,1.1447960258076542e-44,1.019926527789417e-34,5.83243472955663e-14,4.250643436864514e-38,1.6333761764357475e-46,2.401249726149573e-24,3.546577322923801e-33,1.1446221850035318e-39,1.9618168826972094e-36,4.006361500477676e-48,2.360332815366528e-44,1.3423568197950704e-41,6.273653340443973e-55,1.0603610516767653e-50,4.773463259568897e-45,4.1622857784450086e-57,8.790209498460425e-59,1.810857736870003e-62,2.984643495575363e-23,1.9090476090823312e-33,2.1213902194625921e-47,1.633234317820629e-39,1.053273682026684e-46,3.361184667064412e-32,5.83243471005667e-14,1.0743764124878117e-35,1.0918959520484406e-11
1.3908989350115446e-15,0.8134549097242061,3.76,0.0,1.0005124042733666,0.9999999999997651,2.2088489167717962e-30,2.1837937557357806e-11,6.805989593063883e-23,2.681086855533133e-10,2.6810868555536834e-10,5.2040598792206496e-23,1.7211446053084748e-21,1.7205692254452096e-21,3.8168567253949523e-29,9.471214727471619e-33,2.3496118267300543e-13,7.122632619730879e-24,9.430426713840399e-14,7.335190567942286e-18,2.1067439156320115e-19,1.4066383636931347e-13,1.631713832657156e-22,3.598934283042409e-23,1.0255827513107375e-29,3.393865394618231e-18,6.385646542505255e-35,1.8567066058007025e-37,3.567051477779721e-24,7.227096873741804e-33,1.737333413876424e-49,2.0122269688362184e-24,2.3139482888996545e-34,5.399508720848188e-43,1.4913279693219418e-40,2.9535843781254733e-53,1.5059730663686161e-12,2.9461794753458644e-23,1.5059730608862735e-12,1.7888287723335525e-25,1.831674204498507e-43,8.159419917906711e-34,1.1664879385443498e-13,3.400520372590401e-37,2.613406034827517e-45,9.60501035111861e-24,2.837264211936493e-32,1.8313972531161496e-38,1.569461882488232e-35,5.366978220965549e-47,1.888283729292564e-43,2.1477743035121e-40,2.0075731999682072e-53,1.6965969186475624e-49,7.637580272574072e-44,1.3319382721517754e-55,2.812870194071439e-57,5.794774993267343e-61,1.1938589539401294e-22,1.527240033202242e-32,3.3942955536151783e-46,1.3066980205675044e-38,1.6852598664338415e-45,2.688951811150345e-31,1.1664879307443552e-13,8.595109660804914e-35,2.1837937551111368e-11
2.781799049103725e-15,0.8134549097653795,3.76,0.0,1.0005124039815623,0.9999999999995302,1.7670899401935418e-29,4.367589363098452e-11,2.722413243380342e-22,5.362175982777904e-10,5.362175982860104e-10,2.0816204851720217e-22,6.884614975499673e-21,6.882281176070211e-21,3.053487580851573e-28,7.577215893606385e-32,4.699225645568195e-13,2.849054857936074e-23,1.8860841393714804e-13,1.50919434819243e-17,8.426974529795138e-19,2.813275851400399e-13,6.526859862178316e-22,1.4395746980892175e-22,8.2046678922589e-29,6.787752306286602e-18,5.108518255655466e-34,1.4853700160309206e-36,1.42681949444976e-23,5.78167691506978e-32,2.779740094935929e-48,8.048905642102439e-24,1.8511588416208214e-33,8.639215521394065e-42,1.1930622524758675e-39,9.451464843773844e-52,3.011947407161431e-12,1.1784725383040863e-22,3.0119473852320453e-12,7.155323112401844e-25,2.930673542184559e-42,6.527533645398189e-33,2.332976881086064e-13,2.7204176466059466e-36,4.1814529744782586e-44,3.8420059696215117e-23,2.2698100163763513e-31,2.930234146988291e-37,1.2555791828720054e-34,7.752592952301194e-46,1.5106515852343043e-42,3.436441546403187e-39,6.424244581392164e-52,2.7146079957106503e-48,1.222021460478427e-42,4.262232149179041e-54,9.001182610958534e-56,1.8543412623272226e-59,4.775439153019502e-22,1.2217922136533375e-31,5.431087785974663e-45,1.04553222119097e-37,2.6964796310699404e-44,2.1511631731835823e-30,2.3329768498860656e-13,6.8762247050958475e-34,4.3675893605998765e-11
5.563599277288086e-15,0.8134549098477256,3.76,0.0,1.0005124033979533,0.9999999999990602,1.4136876701040017e-28,8.735180579025048e-11,1.0889781837440175e-21,1.0724354234040111e-09,1.0724354234368913e-09,8.326446268016645e-22,2.753872607306523e-20,2.752913264477628e-20,2.4427908676413086e-27,6.062156549413669e-31,9.398453284191781e-13,1.1396223043812422e-22,3.77216106689504e-13,3.187011413521143e-17,3.3707856911038426e-18,5.626544621601595e-13,2.6107450803091e-21,5.758301179793654e-22,6.563736421701788e-28,1.3575582059198381e-17,4.0868116794340875e-33,1.1883022609276427e-35,5.707263761654316e-23,4.6253354515443954e-31,4.447600074674955e-47,3.2195573998444643e-23,1.4809257610478224e-32,1.3822733356590412e-40,9.544485432730894e-39,3.0244617140795093e-50,6.023896082128847e-12,4.713891643026354e-22,6.023895994411273e-12,2.8621329338779597e-24,4.689055485755541e-41,5.222017413311113e-32,4.665954811626859e-13,2.1763332155694834e-35,6.69032740371378e-43,1.5368023855786583e-22,1.815843800464545e-30,4.6883643050149354e-36,1.0044773391648163e-33,1.1736457579227752e-44,1.2085592866616468e-41,5.498308434262579e-38,2.0557623090570424e-50,4.343535252345676e-47,1.955258805506546e-41,1.3639310435230924e-52,2.880373597192084e-54,5.9339671952547164e-58,1.9101765093286078e-21,9.774328997075998e-31,8.690417779801515e-44,8.367026231198954e-37,4.314566531960671e-43,1.7209313774715425e-29,4.665954686826826e-13,5.501190765652406e-33,8.735180569030744e-11
1.1127199733656809e-14,0.8134549100124184,3.76,0.0,1.0005124022307355,0.9999999999981204,1.130974655560163e-27,1.747036301568325e-10,4.356013748686934e-21,2.1448710723655185e-09,2.1448710724970398e-09,3.330548381306302e-21,1.1015698112648635e-19,1.101165415954127e-19,1.9542328916897692e-26,4.8503366770788114e-30,1.879690856522802e-12,4.558489933522405e-22,7.544290888308965e-13,7.048508608201955e-17,1.3483103368821473e-17,1.125305734126463e-12,1.0442984425092965e-20,2.303321283558018e-21,5.250989588811362e-27,2.715146534950146e-17,3.2694428397030864e-32,9.506512768403202e-35,2.2828930432487706e-22,3.7002565739831684e-30,7.11620683048326e-46,1.2878184602834286e-22,1.1847378496459585e-31,2.2116323482162925e-39,7.635563959244263e-38,9.678226503469708e-49,1.2047793405590819e-11,1.8855569499550718e-21,1.2047793054720475e-11,1.1448555787768173e-23,7.502413324692367e-40,4.177596389645785e-31,9.331910854537908e-13,1.7410639059757732e-34,1.0704525928360096e-41,6.1472065929387155e-22,1.4526674811720573e-29,7.501345300042284e-35,8.036036637259212e-33,1.8244076457013715e-43,9.669077219904128e-41,8.797294523280208e-37,6.578461143331213e-49,6.950170749085456e-46,3.1284899037760302e-40,4.3646829938595944e-51,9.217158877567205e-53,1.8989160470045418e-56,7.640709178890598e-21,7.819444576044984e-30,1.3906827591062818e-42,6.698045530216677e-36,6.903939652073614e-42,1.3767456762950566e-28,9.3319103553377e-13,4.4012869496495923e-32,1.7470362975706028e-10
2.2254400646394254e-14,0.813454910341804,3.76,0.0,1.0005123998962997,0.9999999999962407,9.048187036445712e-27,3.4940727908219686e-10,1.7424858943831877e-20,4.289742365124798e-09,4.2897423656508805e-09,1.3321949348025195e-20,4.406444339803944e-19,4.404661494967907e-19,1.563386194610561e-25,3.8812465624512786e-29,3.759381914245558e-12,1.8233961114753812e-21,1.5088454397980846e-12,1.67949323250895e-16,5.3932085455214733e-17,2.250598349854514e-12,4.177196057129109e-20,9.213289430734214e-21,4.200791224885689e-26,5.430412759745378e-17,2.6155431366084893e-31,7.605359588249977e-34,9.131470305860173e-22,2.9601855764021583e-29,1.1386077008493675e-44,5.15123661616141e-22,9.477856012435204e-31,3.5385947320985147e-38,6.108410449656858e-37,3.0969988942989326e-47,2.4095587946623336e-11,7.542228343569285e-21,2.4095586543141903e-11,4.5794404650864375e-23,1.2003616299888932e-38,3.3420481119534255e-30,1.866382366767784e-12,1.392846368959925e-33,1.7127243045861451e-40,2.4588796914362045e-21,1.162121562764271e-28,1.2002028574726454e-33,6.429175598988746e-32,2.8762785253633456e-42,7.73622432861695e-40,1.407567033344135e-35,2.105120829160957e-47,1.1121914675734437e-44,5.005824464407099e-39,1.3967643233376578e-49,2.949466482310808e-51,6.076826765998492e-55,3.0562854561128585e-20,6.255523993616643e-29,2.2257826767253232e-41,5.365513610480775e-35,1.1048326118591038e-40,1.1013971527513805e-27,1.8663821670876863e-12,3.521563189469443e-31,3.4940727748310794e-10
4.4508802471869146e-14,0.813454911000575,3.76,0.0,1.0005123952274284,0.9999999999924812,7.239172279794398e-26,6.988145777017271e-10,6.97058589547372e-20,8.57948492998842e-09,8.57948493209275e-09,5.3285837722976417e-20,1.7627095992269008e-18,1.7618642528777426e-18,1.2507085917562888e-24,3.1065603708380417e-28,7.518764035752183e-12,7.293584680969035e-21,3.017639689571477e-12,4.438131364489383e-16,2.157256919951277e-16,4.501143869221883e-12,1.670880053224031e-19,3.6853187701641553e-20,3.3606317986204505e-25,1.0861303899805863e-16,2.09241640307e-30,6.084525819990958e-33,3.652506195331304e-21,2.3681166400126833e-28,1.8218187939655167e-43,2.060464621542478e-21,7.582208901712729e-30,5.66169624819041e-37,4.886662533218905e-36,9.910179984694862e-46,4.819117660512268e-11,3.016891412785437e-20,4.8191170991197106e-11,1.831790487637623e-22,1.920499919303115e-37,2.673591717297345e-29,3.732765220322898e-12,1.1142692902057888e-32,2.740358979084376e-39,9.835494027430356e-21,9.296772441955103e-28,1.9202846332136975e-32,5.1438935723146155e-31,4.567720514080513e-41,6.190518759316475e-39,2.252106628541089e-34,6.736470481655473e-46,1.7800312611914272e-43,8.010087513730225e-38,4.470065805610299e-48,9.43813539768044e-50,1.94477326498462e-53,1.2225154643077406e-19,5.004367779044854e-28,3.5634605861811834e-40,4.303733268001714e-34,1.7683791566977997e-39,8.811185780413381e-27,3.732764421602484e-12,2.8181038241239925e-30,6.988145713053715e-10
8.901760612281893e-14,0.8134549123181171,3.76,0.0,1.0005123858896858,0.9999999999849625,5.792333630612571e-25,1.3976291780159907e-09,2.7887480295485005e-19,1.7158969977095913e-08,1.715896998551322e-08,2.1312766245121427e-19,7.051892844906565e-18,7.047453830576414e-18,1.0005662215334221e-23,2.4877491149799927e-27,1.503752830300247e-11,2.917433886547692e-20,6.035074389285074e-12,1.3192674450748551e-15,8.628815187719761e-16,9.002076065437356e-12,6.683532855633611e-19,1.4741298184849923e-19,2.6885033617582408e-24,2.1724524329884142e-16,1.6739040417226364e-29,4.868001349846017e-32,1.4609368528394934e-20,1.894442268752311e-27,2.9150585562696277e-42,8.241617806556377e-21,6.065645254789618e-29,9.058536300645544e-36,3.909224437166029e-35,3.1711188149583165e-44,9.638235222785864e-11,1.206756553472056e-19,9.638232977215904e-11,7.327275926372832e-22,3.072547862463702e-36,2.138798392416352e-28,7.46553209114158e-12,8.914028663885169e-32,4.384574338166969e-38,3.934177585963727e-20,7.437097349334793e-27,3.0723273835112134e-31,4.1159993744911325e-30,7.280553111960497e-40,4.954877771139848e-38,3.6033683377964214e-33,2.1557240331639333e-44,2.849729417455094e-42,1.2818597419096663e-36,1.4306896793714988e-46,3.02010239946759e-48,6.2244819083965054e-52,4.890071819897176e-19,4.0034116609790245e-27,5.708603051689454e-39,3.4611010655578654e-33,2.8314766981162523e-38,7.048961825292725e-26,7.465528896259939e-12,2.2558480455518333e-29,1.3976291524305712e-09
1.335264097737687e-13,0.813454913635659,3.76,0.0,1.0005123765519432,0.9999999999774437,1.6564089496423245e-24,2.096443781405455e-09,5.926843950977704e-19,2.5738454941583666e-08,2.5738454959470434e-08,4.528732386967802e-19,1.49868208515886e-17,1.4975834599998032e-17,2.860992978861147e-23,7.117519106764914e-27,2.2556292594482366e-11,6.199547016575883e-20,9.052355297975672e-12,2.5184337634339935e-15,1.833592004156515e-15,1.3502849424969011e-11,1.4202525797790155e-18,3.132529232532448e-19,7.687435834632194e-24,3.2589186297821e-16,4.7878085955225465e-29,1.392006876149578e-31,3.104394404317368e-20,5.4168369822224186e-27,1.0729615231705471e-41,1.7513084213423144e-20,1.7345387079617448e-28,3.3344067835502667e-35,1.117776544825798e-34,1.4478941206986222e-43,1.44573526156332e-10,2.564357638787343e-19,1.445734784379746e-10,1.5570653556030628e-21,1.1308570411755734e-35,6.119201522383569e-28,1.1198300125668649e-11,2.625891460400779e-31,1.6138146160253082e-37,8.360097901636433e-20,2.1297804982770145e-26,1.1320766568134267e-30,1.2220651800296417e-29,2.681110663647281e-39,1.4172588844328937e-37,1.326278434925848e-32,9.853347182340896e-44,1.0783812010410822e-41,4.849494102455179e-36,6.674120353508385e-46,1.3789476722943797e-47,2.9037080508749234e-51,1.0391417157772313e-18,1.1547440514776625e-26,2.102552178719576e-38,1.0305713545403495e-32,1.0432255289125553e-37,2.0161873200318612e-25,1.1198293336545243e-11,6.69905641510364e-29,2.0964437270364436e-09
