Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725)
2.3822398207008944e-13,0.10365589703398345,3.76,0.0,0.6638218060982332,0.9999999999999991,3.039919999287451e-29,1.2334508516928206e-18,6.457656299051065e-24,2.875185949438578e-13,2.875185949438842e-13,6.330738634980017e-31,1.0116628960253552e-28,2.3174992389822695e-29,7.011296717784904e-34,1.8530363410247547e-31,9.16216516616646e-16,5.940776609084874e-26,5.59873785010553e-16,5.768117879121948e-23,3.795419946489899e-21,3.563334562277654e-16,3.2407056993228445e-30,1.961503218808024e-27,3.170219113347072e-35,2.4271533432906848e-27,8.07277191963439e-40,3.15887865579698e-40,1.7391650295764846e-21,4.6868390325475684e-36,6.339623476387641e-48,3.316210451753817e-24,1.0385128381452854e-38,7.459933716980735e-44,5.010418402095391e-46,2.3109045685123624e-50,4.2589188947610346e-18,3.1395106552923988e-24,4.258921934189137e-18,3.971139672959717e-33,1.7442771799233508e-49,2.2378217981891923e-33,7.137129699906463e-22,6.074880144994798e-44,6.926188140647064e-58,3.986620102789204e-29,3.2472311524649186e-37,1.1294706520895825e-42,1.5762851424667165e-44,4.5780620999461735e-55,4.653029811730804e-49,2.1899863393759328e-31,1.388138087829394e-43,7.619472861243691e-44,1.2400912834548133e-46,3.012403972417182e-63,9.002915397096503e-55,4.837416173332574e-68,2.278111370098353e-22,2.281462624077237e-38,5.70076113857477e-53,4.360685507657051e-45,1.8216012236444676e-49,2.5706169964633805e-30,7.136306467315012e-22,1.6589609788796723e-43,1.2334507445586946e-18,1.3813945290147689e-31,7.326489165105673e-26,5.103074233533141e-36,2.1192891813334677e-34,5.1597863158930706e-30,2.277846989651345e-22,8.973568826061339e-57,2.5040400936220243e-36,3.439019605889329e-58,2.5354576280808738e-58,2.2244735378144258e-44,5.19892944632558e-60,1.7658291976601408e-52
4.766549354538801e-13,0.10365589703398896,3.76,0.0,0.6638218060979445,0.9999999999999982,2.4337662838763025e-28,2.467973551941285e-18,2.58472522676766e-23,5.752869888405848e-13,5.752869888406905e-13,2.5298083308987578e-30,5.662913239599696e-28,9.275887038841286e-29,5.6131918244092384e-33,1.4833266494701586e-30,1.8332365842802855e-15,2.3778672298860277e-25,1.1202258243459318e-15,1.7942542334459e-22,1.5191492051299865e-20,7.1297358300968e-16,1.297120206786704e-29,7.85149953041241e-27,2.5380652259575146e-34,4.952736511729709e-27,6.463013659637171e-39,2.5290916258003907e-39,6.96114020023089e-21,3.7522996007808365e-35,1.015173390857887e-46,1.3273402901446118e-23,8.314316939917171e-38,1.1945470279684837e-42,4.011362061904167e-45,7.401023239428347e-49,8.521531677108869e-18,1.2566216454648583e-23,8.521543842734287e-18,1.5895879713998064e-32,2.7913093833517634e-48,8.956677552441809e-33,1.4280641418715e-21,4.864801840291074e-43,1.1090878025116217e-56,1.5956836986183949e-28,2.599738321261337e-36,1.7496456437748888e-41,1.2667093630434298e-43,7.30710205341701e-54,3.721433155110796e-48,1.7827707012644498e-30,1.111636254083914e-42,6.101757477094208e-43,1.985738547542928e-45,9.647692674679985e-62,2.881951401468097e-53,1.5492570900942543e-66,4.558201743434578e-22,1.8265484671650376e-37,9.128595040602456e-52,3.7305692058629524e-44,1.4703691777965945e-48,1.0289166740232067e-29,1.4277346602670937e-21,1.3418920917662107e-42,2.4679731231255915e-18,5.529178136113135e-31,2.932018945650653e-25,4.195197269716514e-35,1.6953238728117483e-33,4.1273552454847003e-29,4.55714363856532e-22,1.4376006257151257e-55,1.0021672117790637e-35,5.505873562635893e-57,4.164672561630847e-57,1.7813175092746525e-43,1.3564301100207182e-58,2.8286004274757016e-51
9.535168422214613e-13,0.10365589703399998,3.76,0.0,0.6638218060973671,0.9999999999999963,1.9477237008035375e-27,4.9370195960777244e-18,1.03421059648978e-22,1.1508237766335384e-12,1.1508237766339621e-12,1.0089572999634767e-29,3.5571947910242115e-27,3.711443426698711e-28,4.4920854156919504e-32,1.1867454794293629e-29,3.667299328619297e-15,9.514633257381284e-25,2.2409053846377e-15,6.1503039203088905e-22,6.078512476893344e-20,1.4262450866378892e-15,5.190117385733593e-29,3.1419223400957846e-26,2.031163220455615e-33,1.0343592252981305e-26,5.172195115247285e-38,2.0241507266153153e-38,2.785320947416791e-20,3.0029457902247715e-34,1.6249630130525368e-45,5.311025121911435e-23,6.653819707076396e-37,1.9120073051861763e-41,3.210278022343711e-44,2.3692634641282175e-47,1.7046738325868016e-17,5.0281170313542936e-23,1.7046787004152394e-17,6.361200215994253e-32,4.462139891311163e-47,3.583484359555793e-32,2.856820872454908e-21,3.893766491130305e-42,1.77524765966442e-55,6.3847869748916345e-28,2.0805470640532414e-35,2.7533241467279428e-40,1.020928756675419e-42,1.1632749984265299e-52,2.9721815886402544e-47,1.473775886079413e-29,8.897594819762182e-42,4.883878292812657e-42,3.178400483232592e-44,3.0884888275171907e-60,9.217135902279533e-52,4.959588546323919e-65,9.118381763634626e-22,1.4617796414565734e-36,1.4611535920082454e-50,3.367728518758358e-43,1.1959158640424878e-47,4.1170065485582864e-29,2.8555027246658468e-21,1.0954726245898976e-41,4.9370178802564694e-18,2.2123914648626402e-30,1.1728006537247118e-24,3.532488516713941e-34,1.3545442806135825e-32,3.297370907515095e-28,9.11414881326342e-22,2.302006744674895e-54,4.009162992151169e-35,8.805052119741024e-56,6.997705576856264e-56,1.4256712252252321e-42,3.8480739690629124e-57,4.528347070738706e-50
1e-12,0.10365589703402196,3.76,0.0,0.6638218060973108,0.9999999999999961,2.6123505190394832e-27,5.1776953872031285e-18,1.185455024435625e-22,1.2069254843493656e-12,1.2069254843498513e-12,1.1552412767930698e-29,4.580971294353613e-27,4.254186171213174e-28,6.024847844166749e-32,1.5914297183273997e-29,3.846083015282425e-15,1.0906150899659233e-24,2.3501412971862595e-15,6.9494391802776185e-22,6.96745522763878e-20,1.4957710813592951e-15,5.949138500093803e-29,3.601537500732167e-26,2.724238856185638e-33,1.0952565778767387e-26,6.937036314840676e-38,2.7149652783452534e-38,3.1926509001955235e-20,4.0276569072115905e-34,2.8132351864577994e-45,6.087724029054922e-23,8.924271772832203e-37,3.310067334184554e-41,4.3057427889823825e-44,5.949564656762769e-47,1.7877747810139826e-17,5.763464184973857e-23,1.7877803607477654e-17,7.291813280127552e-32,7.716052757654361e-47,4.107422308848593e-32,2.996102663917486e-21,5.2225515024854336e-42,3.0733518502619278e-55,7.318535974283206e-28,2.7904954120376663e-35,4.748179585838634e-40,1.3748370744213393e-42,2.004644010186566e-52,3.981695075097921e-47,2.0131784619891006e-29,1.193406666736532e-41,6.550593482616636e-42,5.502450321898345e-44,7.755665845029891e-60,2.3118335751100368e-51,1.2454267326580737e-64,9.562895147591645e-22,1.96059234402233e-36,2.5295788904579187e-50,4.8147983342197735e-43,1.6189659971319958e-47,4.719108395518794e-29,2.9945918212801216e-21,1.486026970251512e-41,5.177693420447303e-18,2.5359482278435622e-30,1.344168309325109e-24,4.873804294838716e-34,1.815042340296042e-32,4.418100302672376e-28,9.55804346898977e-22,3.986269088981953e-54,4.5951769314749676e-35,1.522950318374407e-55,1.2630112939253837e-55,1.912126783058443e-42,9.2774747531121e-57,7.839881401929966e-50
1.9072406557566236e-12,0.10365589703402196,3.76,0.0,0.6638218060962123,0.9999999999999927,1.558428485453788e-26,9.875114258908254e-18,4.137386445335686e-22,2.3018973522174465e-12,2.3018973522191412e-12,4.01035649288625e-29,2.4562653060767865e-26,1.4847233351579002e-27,3.594072398480663e-31,9.489903312170327e-29,7.335515250063383e-15,3.806526483705227e-24,4.482166436375158e-15,2.2546658300941668e-21,2.4317502914991437e-19,2.8527530950103127e-15,2.0763424930591194e-28,1.2572132005478894e-25,1.6251426429034895e-32,2.2838280245603124e-26,4.13825379490831e-37,1.619802187066328e-37,1.1142762534799458e-19,2.402758010875972e-33,2.600548109526029e-44,2.124703891896639e-22,5.3238094659264935e-36,3.0596873095931144e-40,2.5686608907815727e-43,7.582852635053289e-46,3.409707595997599e-17,2.011569122249655e-22,3.409727070430078e-17,2.5455166350554698e-31,7.122469080459638e-46,1.4333444623357574e-31,5.714551879943162e-21,3.1157273726068656e-41,2.840925744275678e-54,2.5543095040518145e-27,1.6646998187675198e-34,4.368301196837602e-39,8.28228548399933e-42,1.8426165491132574e-51,2.368499668409195e-46,1.2541033497497346e-28,7.119877332371644e-41,3.908090884891516e-41,5.0862374225684124e-43,9.884785794767994e-59,2.9443668565182257e-50,1.5873256717187973e-63,1.8238738898894504e-21,1.1696229615731714e-35,2.3382698917513746e-49,3.305815853275948e-42,9.87589815287409e-47,1.647070403949903e-28,5.7092800922906446e-21,9.108718663332504e-41,9.875107394506566e-18,8.851006495180778e-30,4.688857260602852e-24,3.1053097274896566e-33,1.0802868933993069e-31,2.6292071865285424e-27,1.8221811117193075e-21,3.6859063166255463e-53,1.603277489174325e-34,1.406195040944278e-54,1.2256130507760826e-54,1.1406581987408118e-41,1.1524646143758623e-55,7.247315336043754e-49
3.814688282826948e-12,0.10365589703406594,3.76,0.0,0.6638218060939028,0.9999999999999853,1.24678692495875e-25,1.9751313882796744e-17,1.6549857682418966e-21,4.6040445033772646e-12,4.604044503384039e-12,1.583742435128689e-28,1.8091045242740165e-25,5.9386110875020586e-27,2.8750854668822123e-30,7.58327352409347e-28,1.4672308797771058e-14,1.522777416229767e-23,8.964296301821224e-15,8.607315453075183e-21,9.727388752120922e-19,5.705629123086718e-15,8.305706536476586e-28,5.031176089582325e-25,1.3000831131875006e-31,5.751237645122128e-26,3.31045639798539e-36,1.2962432606255796e-36,4.457199808672734e-19,1.922301125114836e-32,4.161550437153316e-43,8.499091343618967e-22,4.2590403712378714e-35,4.8955277163422055e-39,2.0550448126250944e-42,2.426521775125781e-44,6.81974485772368e-17,8.046890540693689e-22,6.819822761385376e-17,1.0187874200503956e-30,1.1338642258898617e-44,5.731584582240644e-31,1.1430884072482576e-20,2.492778083887444e-40,4.545787778106736e-53,1.0217901257329745e-26,1.3318000007605217e-33,6.959330641333846e-38,6.80712592594761e-41,2.8903328955793106e-50,1.8796473240583398e-45,1.1219477400091841e-27,5.696621139021458e-40,3.1268665918042972e-40,8.138045677512424e-42,3.1631717847023486e-57,9.38645306078927e-49,5.079487345839723e-62,3.647944155484806e-21,9.35750646326093e-35,3.741447410418337e-48,3.622562783863474e-41,8.392058793717741e-46,6.588815430694529e-28,1.1409808488151607e-20,7.836284933372575e-40,1.975128642296011e-17,3.5406907535217157e-29,1.873211589019334e-23,2.926265196693554e-32,8.586699017554235e-31,2.0889844656674477e-26,3.641177906982243e-21,5.903498571445189e-52,6.408446567513829e-34,2.2406159615579405e-53,2.298838651492506e-53,9.123739780541638e-41,3.5612428029969733e-54,1.1596921573981952e-47
7.629583536967599e-12,0.10365589703415395,3.76,0.0,0.6638218060892838,0.9999999999999707,9.973581208994115e-25,3.950375432345811e-17,6.619384525986471e-21,9.20833880566491e-12,9.208338805691966e-12,6.176733800897371e-28,1.3847954766427215e-24,2.374928808000417e-26,2.2994650581596467e-29,6.051954557707434e-27,2.934734250254133e-14,6.091700706558251e-23,1.792698737938429e-14,3.3603544971621995e-20,3.890790603999322e-18,1.1410821279500739e-14,3.322146295503175e-27,2.014077921871182e-24,1.0398688224282179e-30,1.8824699420710099e-25,2.6477534952771e-35,1.0374892053478067e-35,1.7827381299983423e-18,1.537773441339463e-31,6.659618340593637e-42,3.399442174243636e-21,3.40673559230806e-34,7.831738954184081e-38,1.6439869720838425e-41,7.76370265624725e-43,1.3639698322942638e-16,3.2188545402009743e-21,1.3640009947004471e-16,4.079298685723831e-30,1.7958426994266745e-43,2.2909211860012043e-30,2.2867029106031374e-20,1.9941580549978646e-39,7.273127348904254e-52,4.087192165439127e-26,1.0653525044282463e-32,1.1109920648800279e-36,5.734722550410159e-40,4.4505232212428105e-49,1.4798371604225825e-44,1.083506954180736e-26,4.557582389211897e-39,2.501648493165519e-39,1.301909704220843e-40,1.0120811994741523e-55,2.9807172277565126e-47,1.6252086047649882e-60,7.296080045643754e-21,7.4857754544982345e-34,5.986092276862346e-47,4.462230148135702e-40,7.498107020277232e-45,2.635631506586605e-27,2.2782829391825832e-20,7.146800309119963e-39,3.9503644479680595e-17,1.4163339408163075e-28,7.473334124702608e-23,3.034460704103986e-31,6.780853796229085e-30,1.648329405567328e-25,7.269057177289264e-21,9.462842752709091e-51,2.5593428546498364e-33,3.5547753225726724e-52,4.755074788560609e-52,7.295167409021599e-40,1.1191266128413022e-52,1.855492440384291e-46
1e-11,0.10365589703432995,3.76,0.0,0.6638218060864137,0.9999999999999616,3.1658350716341806e-24,5.177714642855802e-17,1.2787008061318352e-20,1.2069254843344109e-11,1.2069254843396271e-11,1.1566357726442366e-27,4.318141723572044e-24,4.5869903675629416e-26,7.296831651381688e-29,1.9139894496231125e-26,3.8467592290548544e-14,1.1770399817758438e-22,2.3494080360202106e-14,6.440288017365488e-20,7.516447807017341e-18,1.4955093570413197e-14,6.417919819505117e-27,3.8950884451415115e-24,3.300161554972713e-30,4.0198070150783094e-25,8.402458766680032e-35,3.296045793335739e-35,3.443829068623234e-18,4.881444616658572e-31,3.7703435404040444e-41,6.567108378306652e-21,1.081247570197154e-33,4.4315149099132536e-37,5.218715732752016e-41,8.250704923358533e-42,1.78771819227977e-16,6.218947280497498e-21,1.7877783991874162e-16,7.891359738679225e-30,9.98712354527044e-43,4.42172465115478e-30,2.997729694859072e-20,6.33017375507961e-39,4.116302336079424e-51,7.896376434023896e-26,3.38160850295942e-32,6.281169727160953e-36,1.9641057632855125e-39,2.3670858244396024e-48,4.584848833272803e-44,4.3275836412449955e-26,1.446954521514681e-38,7.942299094516749e-39,7.366793206406707e-40,1.0756036256225848e-54,3.123969203710041e-46,1.7271884499907361e-59,9.562873454221097e-21,2.376302717946117e-33,3.3877906200653497e-46,2.1939276784596244e-39,2.769477273193842e-44,5.092200293100662e-27,2.981488038147903e-20,2.705035429505477e-38,5.177693420360076e-17,2.7364458422388822e-28,1.4389967829999436e-22,1.2950587777357852e-30,2.1100170972093064e-29,5.122879824317886e-25,9.510770541982117e-21,5.372427986272636e-50,4.9345618375867595e-33,1.980971623189112e-51,4.0739938615177976e-51,2.3139661961832747e-39,1.1791624845423492e-51,1.050127707567661e-45
1.52593740452489e-11,0.10365589703432995,3.76,0.0,0.6638218060800457,0.9999999999999414,7.977154757553456e-24,7.900879997611563e-17,2.6471455350844035e-20,1.841692741011224e-11,1.841692741022011e-11,2.3524614273227237e-27,1.0826519199609464e-23,9.495013634484091e-26,1.838476517060931e-28,4.817883035073087e-26,5.87031946706761e-14,2.437004345928846e-22,3.584609731056717e-14,1.327390678008999e-19,1.5560893872890816e-17,2.2818966432768128e-14,1.3286683674307112e-26,8.068590477047038e-24,8.315197991650863e-30,8.762034932843662e-25,2.117074147753966e-34,8.307230150110639e-35,7.129383360726745e-18,1.2300232694439422e-30,1.065820684523781e-40,1.3595384496651098e-20,2.72440006791462e-33,1.2526290802291521e-36,1.3150164048214543e-40,2.4834424416304113e-41,2.7279121037637956e-16,1.2875418891173923e-20,2.7280367533124427e-16,1.634939033097847e-29,2.8161571179195062e-42,9.149456091991453e-30,4.5753241272773135e-20,1.5950731487634465e-38,1.1635640910580465e-50,1.6348024145808846e-25,8.520813731581062e-32,1.7752528718458286e-35,5.049581203478049e-39,6.631607807738821e-48,1.147410987961752e-43,1.1525395922263397e-25,3.646176507912162e-38,2.0013771347712692e-38,2.0823285504831407e-39,3.237548799509575e-54,9.393944162771673e-46,5.198802927054408e-59,1.4592333300176452e-20,5.987826540251046e-33,9.576301563751538e-46,6.07165663035093e-39,7.250623143594735e-44,1.0542725261034969e-26,4.5417280650221737e-20,7.121146980971911e-38,7.900836059237518e-17,5.665451094878814e-28,2.9736285389571113e-22,3.4952047087062494e-30,5.287123157470264e-29,1.2832056914620442e-24,1.4484583908123936e-20,1.5192957719011821e-49,1.0204591499235374e-32,5.587545221490835e-51,1.2058154526239804e-50,5.829471792382957e-39,3.5471286659196653e-51,2.9684157392622265e-45
3.05189550618115e-11,0.10365589703468195,3.76,0.0,0.6638218060615695,0.9999999999998826,6.37876263517581e-23,1.5801955036514767e-16,1.0583395976889856e-19,3.683410461849505e-11,3.6834104618923794e-11,8.580852061282913e-27,8.557478326646246e-23,3.7941337949648314e-25,1.4689786396656138e-27,3.816686082692991e-25,1.1743802461965683e-13,9.750311452382904e-22,7.165924737747393e-14,5.274174106435059e-19,6.222353800636288e-17,4.562630361485135e-14,5.31299047843275e-26,3.237018621519616e-23,6.645925967307336e-29,5.401799658040794e-24,1.6917958151364748e-33,6.657233428541258e-34,2.8504117964224766e-17,9.836710057678338e-30,1.7061431539428856e-39,5.436081707734185e-20,2.1778624296718057e-32,2.0026940759418125e-35,1.0516955329558366e-39,7.940676341220705e-40,5.455602974157031e-16,5.150010975683628e-20,5.456101556526976e-16,6.565309837938934e-29,4.3329571153277264e-41,3.6483395538032356e-29,9.158135005122816e-20,1.275596627614613e-37,1.8611746251909568e-49,6.538414616154335e-25,6.8132002333720425e-31,2.8374702704276754e-34,4.777625951278524e-38,9.364386546700597e-47,8.650920296659512e-43,1.344351503654079e-24,2.9169796885807288e-37,1.6011190450177498e-37,3.329274335885212e-38,1.0352643433368669e-52,2.9175416142846037e-44,1.6623588520046812e-57,2.9184766012581616e-20,4.7888212658385604e-32,1.5316871737206567e-44,8.857998431054969e-38,7.795367138631206e-43,4.217120836965856e-26,9.024420138788184e-20,7.941662713566233e-37,1.5801779281477865e-16,2.2662035460679125e-27,1.1769900292710067e-21,4.3799035093191047e-29,4.0227099155242927e-28,9.733956271313732e-24,2.8756493901422775e-20,2.447381767567656e-48,4.055698385738724e-32,8.639519745165758e-50,3.1782424191929725e-49,4.65273334146755e-38,1.128798708224961e-49,4.748017106891195e-44
6.10381170949367e-11,0.1036558970353859,3.76,0.0,0.663821806024617,0.9999999999997651,5.098189211421591e-22,3.160436874651034e-16,4.229150141628675e-19,7.366845903321326e-11,7.366845903490685e-11,2.911151912166177e-26,6.799712779082175e-22,1.5145419876526623e-24,1.1722864447549399e-26,2.9943757458270845e-24,2.35000079737949e-13,3.90189872300937e-21,1.431854208975966e-13,2.101087717054197e-18,2.487302277840173e-16,9.120519356971311e-14,2.123818231549842e-25,1.3022315312450562e-22,5.306702072828584e-28,3.854151318592383e-23,1.3504395472851686e-32,5.343944517227641e-33,1.1390754240792047e-16,7.863672853473004e-29,2.732391763433372e-38,2.1727438719377987e-19,1.7396114222007304e-31,3.1994180784229735e-34,8.408312501312938e-39,2.536916011434415e-38,1.0910210134754203e-15,2.0598477089173207e-19,1.0912204307214692e-15,2.6465207996810562e-28,6.437241835086113e-40,1.4502416075710791e-28,1.8346027376367247e-19,1.0197265157744204e-36,2.975995475143285e-48,2.614690147027104e-24,5.4449487482385844e-30,4.534196267040664e-33,5.000324194251449e-37,1.2351403554273962e-45,6.237250281914394e-42,1.6547930208928195e-23,2.3335899326336355e-36,1.2808925722860012e-36,5.31890674268674e-37,3.3079808067506726e-51,8.815599487001258e-43,5.311402877858215e-56,5.83693386985403e-20,3.8286872584348746e-31,2.448986165124267e-43,1.3480161803823996e-36,9.401843848297654e-42,1.6868472461185195e-25,1.7816447500502488e-19,9.941590906913108e-36,3.160366572476416e-16,9.064860749251839e-27,4.610376758864228e-21,5.691165320215551e-28,2.9240499191167866e-27,7.036407061677076e-23,5.667769722930241e-20,3.9671018273893437e-47,1.6016754973223148e-31,1.2936903316160322e-48,8.94519082401258e-48,3.7048655752957883e-37,3.596793785911449e-48,7.591991628714796e-43
9.155727912806191e-11,0.10365589703608984,3.76,0.0,0.6638218059876646,0.9999999999996472,1.4569698499226818e-21,4.740704608739742e-16,8.980751468642644e-19,1.1050281344588405e-10,1.1050281344945186e-10,5.554940020953146e-26,1.940318679317672e-21,3.2138360058260984e-24,3.347253460670724e-26,8.466739995536585e-24,3.526544229886654e-13,8.294121860133533e-21,2.1461162013816354e-13,4.4577595737930505e-18,5.283101143199637e-16,1.3674832718195879e-13,4.511086482506118e-25,2.7778775523864906e-22,1.5157368555235765e-27,1.072001196335012e-22,3.856504602707894e-32,1.5310069035488842e-32,2.418932119567123e-16,2.2475800860963078e-28,1.0061489267134524e-37,4.614593447057955e-19,4.9698058809284855e-31,1.176732856278921e-33,2.4033826945261495e-38,1.1575040806816522e-37,1.6364042825140482e-15,4.376937437362957e-19,1.6368280202451482e-15,5.658301444136338e-28,2.288343349363219e-39,3.0684997984391308e-28,2.755618720121135e-19,3.02604975468071e-36,1.0952742108175316e-47,5.555213318801326e-24,1.555991566356957e-29,1.6679957521673127e-32,1.6518545182695244e-36,4.178411364890818e-45,1.6876655348725314e-41,5.575979907013932e-23,6.9278406853744e-36,3.802637528008685e-36,1.95630767551421e-36,1.5094027373364397e-50,3.9337779317375865e-42,2.42349511658851e-55,8.755362108950138e-20,1.0943801386476542e-30,9.010936509805528e-43,5.080004462880048e-36,3.205079510327335e-41,3.5845416451108956e-25,2.643848693510466e-19,3.46190153990032e-35,4.740555216685591e-16,1.9262858703437902e-26,9.656292731125954e-21,1.9477727329475865e-27,7.91956991256197e-27,1.8998355407045145e-22,8.398993502526854e-20,1.52142161191026e-46,3.373686803116637e-31,4.7938135749437934e-48,3.881702524783506e-47,1.0970730535664256e-36,1.6806752168107573e-47,2.8936055611150375e-42
9.999999999999999e-11,0.10365589703749778,3.76,0.0,0.6638218059774422,0.9999999999996144,2.1800586009917692e-21,5.17787927675269e-16,1.116677335222067e-18,1.2069254842065538e-10,1.2069254842506436e-10,6.474839396149852e-26,2.9011763392873422e-21,3.9938233041877066e-24,5.002892523074172e-26,1.2501082575242069e-23,3.85252876949897e-13,1.032118329248711e-20,2.3431558452966574e-13,5.541469467139582e-18,6.570276891149814e-16,1.4932747824220276e-13,5.610201004339707e-25,3.465878113093841e-22,2.266422144413925e-27,1.5836480277175913e-22,5.765118933784233e-32,2.2981121076994948e-32,3.007792676685231e-16,3.363591086283697e-28,1.9394084534257987e-37,5.738523656448282e-19,7.433060196991165e-31,2.263001942245317e-33,3.597195917927852e-38,3.0758175469395986e-37,1.7872344838105473e-15,5.445069816210699e-19,1.7877616282284414e-15,7.071577816379738e-28,4.1465870530863434e-39,3.8046222870363455e-28,3.0116372095543094e-19,4.56539239052164e-36,2.1101335485276683e-47,6.910198317158918e-24,2.328077343784868e-29,3.209219783031624e-32,2.8527326106929835e-36,7.528423737674921e-45,2.4425408014046783e-41,9.608453804453923e-23,1.0458195619729929e-35,5.740401385773746e-36,3.762354912931545e-36,4.011589558494833e-50,9.863394740400796e-42,6.440870540180417e-55,9.562690731886387e-20,1.637911005563205e-30,1.7343555917550968e-42,1.0048421501746721e-35,5.77960784423523e-41,4.459485000927078e-25,2.873319491435712e-19,6.323235055552529e-35,5.177693419614186e-16,2.396476475624707e-26,1.1879841771777956e-20,3.399449775443423e-27,1.1154394285932708e-26,2.6674542227584378e-22,9.12230357262349e-20,3.0800911508722136e-46,4.168535747442796e-31,9.00145500346628e-48,1.1183851564454196e-46,1.6504077047341817e-36,4.828419546433003e-47,5.780640421802107e-42
1.5259560319431232e-10,0.10365589703749778,3.76,0.0,0.6638218059137597,0.999999999999411,6.6846833069807005e-21,7.901345528235669e-16,2.478502999089598e-18,1.8417152226303602e-10,1.8417152227268534e-10,1.2205534897093908e-25,8.887029594007028e-21,8.852908789008866e-24,1.5317024244354882e-25,3.76338193659823e-23,5.883314075918101e-13,2.2949164290997772e-20,3.570653364413869e-13,1.2292655061543874e-17,1.4588993357964486e-15,2.2769179322091504e-13,1.2457352785421335e-24,7.751913982016459e-22,6.942964952967192e-27,4.771053382840745e-22,1.7655210236213522e-31,7.076946033134696e-32,6.676216241641497e-16,1.0316002828503167e-27,7.753333666495943e-37,1.2740269682149137e-18,2.277839122705395e-30,9.03013053436016e-33,1.1034292031676945e-37,1.5026331534552688e-36,2.726861120464692e-15,1.2099212196257974e-18,2.728032457335324e-15,1.5875863117991025e-27,1.5722884547914574e-38,8.390443244514143e-28,4.606555137658621e-19,1.4155032470164716e-35,8.432400958985363e-47,1.5351345950587954e-23,7.137938737704046e-29,1.2810580385904418e-31,1.0333840726416836e-35,2.839798985594252e-44,7.145185906218089e-41,3.4729549268609634e-22,3.2451241472946934e-35,1.7812085442751847e-35,1.5013484174484491e-35,1.9599458346282244e-49,4.68031180231372e-41,3.146790706866847e-54,1.4592104417763502e-19,5.023944280116853e-30,6.925326021627904e-42,4.100016028878365e-35,2.181814242528552e-40,9.910118067923682e-25,4.3028533129877135e-19,2.414847936702101e-34,7.900932504626038e-16,5.325622052762775e-26,2.573188127410729e-20,1.2442959664202424e-26,3.13063739292016e-26,7.449486960574304e-22,1.3628307029364555e-19,1.2790132004501181e-45,9.120204801686918e-31,3.521379132434208e-47,5.667403644463795e-46,5.0975155966005435e-36,2.4437916796097965e-46,2.37659963567055e-41
2.0753009485393768e-10,0.1036558970387649,3.76,0.0,0.6638218058472454,0.9999999999991981,1.50334225363704e-20,1.0746007533996432e-15,4.408279922903195e-18,2.504733601918575e-10,2.504733602087926e-10,1.8856029562399295e-25,1.9975616899756687e-20,1.5726297643060886e-23,3.4396655427446205e-25,8.315809745271736e-23,8.007375767637233e-13,4.088728671617564e-20,4.849525130950845e-13,2.1858028449004482e-17,2.5958356462508766e-15,3.0942572485558517e-13,2.2165803551019924e-24,1.3885444630491475e-21,1.5600150721033325e-26,1.0623086024804337e-21,3.965748155922169e-31,1.5981175304922783e-31,1.1874900078087437e-15,2.3204941969998502e-27,2.1367801605728425e-36,2.2665747656386705e-18,5.119792819055534e-30,2.483947148895458e-32,2.4827516555360684e-37,4.907446158086067e-36,3.70802217555119e-15,2.154305805273542e-18,3.710107773988382e-15,2.8569000424391744e-27,4.116226622414965e-38,1.4832367857151449e-27,6.279588725234474e-19,3.2637024160163657e-35,2.3259079472924354e-46,2.7327710375010307e-23,1.605143099786066e-28,3.5252363251950442e-31,2.6799906265188427e-35,7.898707563949554e-44,1.624077192795325e-40,8.768391899602921e-22,7.488422429289427e-35,4.110284499801547e-35,4.129930370383034e-35,6.401578226831609e-49,1.4804048764822202e-40,1.0278605315815712e-53,1.9845081669934614e-19,1.1302105304899128e-29,1.9064034460987606e-41,1.1891632884479675e-34,5.791637805325269e-40,1.7646876840400756e-24,5.744925897845985e-19,6.476601337977031e-34,1.0745272063386325e-15,9.483360635409542e-26,4.4714416503995446e-20,3.168346015791433e-26,6.486524467799665e-26,1.5365769945911537e-21,1.8153594893915394e-19,3.7699041532541633e-45,1.6001025350793234e-30,9.750506216733572e-47,2.0282634862309e-45,1.1712633115862357e-35,8.733907606845224e-46,6.927025208321647e-41
