Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379)
9.184979364701232e-06,0.9756191022423609,0.004280254188436401,0.0005556988240208025,0.0009011736222586962,0.5703927501414514,0.0,0.0,0.0014489722992673192,8.16153208598457e-05,0.2746828327895546,0.027359294711985664,0.0002737691792006721,7.754925072722803e-09,6.017296076865234e-07,2.215606119365853e-05,0.01295736555210191,0.007789892213679088,0.0006871147552707378,3.5541053154082777e-05,0.0614119023904274,9.787524669808603e-06,6.263733073872138e-06,0.0003200607229542986,1.7599775392729602e-06,0.05264316740690638,0.00011319537601438421,0.05210258908710689,0.0010209132829912342,1.1446521968763181e-05,5.556296457760816e-06,5.982922751475946e-08,8.913965581502222e-06,0.0005746421620633693,3.76,0.0,0.0022197152077421674,0.6614684576580498,0.2672434992054028,0.035070139167553076,0.26683312273607146,2.521033170175096e-05,0.3255316092766604,3.425890462108359e-05,0.0006191210292022895,0.0005051670647713514,0.0016403970849015025,1.766134599830865e-07,0.0001609424967090355,0.028861449387040328,0.007610639824949078,0.01752581796010735,1.4001190409337455e-11,7.72281862499494e-12,5.220215511835323e-07,1.9284948944620574e-09,0.030108250442120836,1.9187484755026483e-10,2.3930373655210405e-07,0.027445245603089623,1.0955446462241129e-08,5.837990650397302e-07,0.004042821527861162,2.6989928706126955e-10,2.137269216049612e-06,0.007168865047137362,2.6725298969770795e-06,1.549053291198229e-08,1.6356237090045428e-06,5.303970099709449e-05,7.70305496760328e-06,6.4232236249622395e-06,4.3135292941929724e-13,0.00022869578731344795,3.0892044689633163e-06,0.001331302658200849,8.144042176777495e-10,0.0012029948541178756,0.0005452611166664096,3.5956041958691904e-07,1.667983828023116e-08,0.0002750913332766444,0.00013364625281083549,0.004079722801199869,0.0004261922909164355,0.0013626697979644482,3.6766773913147684e-10,9.81609890801278e-07,2.2580554292430338e-07,6.355523003729891e-06,0.0013710339095807853,3.055139860500749e-12,8.869589307384738e-13,8.262606752195865e-06,0.0009937712243716986,1.0172619353227564e-08,6.223171325372225e-09,0.00045775461674261916,5.411060732728024e-06,6.013608443417657e-05,2.60025743548619e-07,3.2268490185297176e-10,3.305830781938453e-05,1.8526584157748693e-09,8.057949566929342e-10,0.000158710045522171,8.17435796558481e-12,0.0005414939226152317
9.239725174170685e-06,0.9757379172851552,0.00427072918278795,0.0005537403777030879,0.0008989728279438667,0.5704625207403909,0.0,0.0,0.0014447425720474326,8.11972584700505e-05,0.27562502826465923,0.02743824883217794,0.00027277904161902204,7.713667804628968e-09,5.991945111856463e-07,2.2091231489118157e-05,0.012933307374399659,0.0077765991034909636,0.000685897290474143,3.548942724287098e-05,0.06151528364107379,9.770965136809839e-06,6.239590426128225e-06,0.0003200201180270162,1.7518757444625128e-06,0.05258445896488446,0.00011274826602364125,0.05199673047894939,0.0010220170065218144,1.141097764026635e-05,5.53922450946312e-06,5.958731634662584e-08,8.867969345644866e-06,0.0005735003540425832,3.76,0.0,0.002179804033487245,0.6607443239754217,0.2677078955750841,0.035224633064999455,0.26723559580863626,2.509625791625815e-05,0.32493215283533994,3.411017194598912e-05,0.0006171076759001733,0.0005034181751706276,0.0016331595054314963,1.755882275630138e-07,0.00016016169228101382,0.028835929493411912,0.007586670825252799,0.017547577138744972,1.394299105316029e-11,7.690827132727006e-12,5.198533275710673e-07,1.91743876987122e-09,0.03019242880942536,1.9101506919842555e-10,2.390369672550121e-07,0.027490852607220846,1.088901943540764e-08,5.847746528288868e-07,0.004045296744538102,2.6869716303086677e-10,2.137530649467269e-06,0.007202210227765194,2.6785484979819834e-06,1.54204134918738e-08,1.6304493650308997e-06,5.31072177457745e-05,7.704933699805416e-06,6.412487157884935e-06,4.287377395098936e-13,0.00022733588438013673,3.079245249810425e-06,0.0013281502101401821,8.123763874599895e-10,0.0012016777598050296,0.0005483100760351144,3.5845353183080695e-07,1.6764356968856046e-08,0.0002771042930510399,0.0001336622373837234,0.004099965564556448,0.00042427011974830153,0.001362618514082398,3.6805226613968386e-10,9.859895368222313e-07,2.2687566478447326e-07,6.3872308230014375e-06,0.0013806300511093256,3.051668911222981e-12,8.85982795483634e-13,8.25237368380667e-06,0.000999688742497324,1.0171717655209245e-08,6.2602350746688105e-09,0.00046123642923836936,5.459614820394199e-06,6.027741009699397e-05,2.6046041948041186e-07,3.230498988536359e-10,3.3108609557392126e-05,1.8556861667274416e-09,8.062327226834501e-10,0.00015780905934030553,8.118063818283854e-12,0.0005457222069942577
9.294470983640138e-06,0.9758561973491635,0.00426140071983006,0.0005518106169872786,0.0008968126734664184,0.5705313602632457,0.0,0.0,0.0014405438401901552,8.078456998237158e-05,0.2765636708204583,0.027516925596839173,0.0002718009172216444,7.67348089225185e-09,5.96713860411974e-07,2.2027617062368204e-05,0.012909686244597951,0.007763306915667942,0.0006846972378202446,3.5438780152957944e-05,0.061618176736385144,9.754616958434909e-06,6.215942368747028e-06,0.00031997595214935894,1.7438856004337391e-06,0.05252540562172604,0.00011230748877750622,0.051891222852543537,0.0010230789334335192,1.1375914747416877e-05,5.522453051675045e-06,5.9348624572466175e-08,8.822590440099661e-06,0.0005723611897073961,3.76,0.0,0.0021406858467639353,0.660022954373593,0.2681707296282824,0.035378353809551615,0.2676363797050889,2.4983992669655962e-05,0.32433505409192864,3.396373128426154e-05,0.0006151252227860236,0.0005016955242013515,0.0016260236802323523,1.7457835130626035e-07,0.00015939220707977917,0.02881066837289438,0.007562857219404526,0.017568998477146817,1.3885735455886108e-11,7.659352588332164e-12,5.177199107366763e-07,1.9065511641241e-09,0.03027584583408608,1.9016683115791303e-10,2.3876894397168347e-07,0.02753622205807042,1.0823545334142391e-08,5.857451106759033e-07,0.004047702979543869,2.675118314054686e-10,2.1377799284044143e-06,0.00723549124022178,2.684608410567188e-06,1.5351249689810354e-08,1.625353865158104e-06,5.317573559304709e-05,7.70702826072935e-06,6.4019519530638014e-06,4.2616005571493113e-13,0.00022600441407788293,3.069433433459529e-06,0.0013250171056642605,8.103640440221895e-10,0.0012003656946149995,0.0005513426463624436,3.573622315442455e-07,1.68485176328726e-08,0.00027911100052891775,0.00013367949978641486,0.004120090100893827,0.00042236885928609346,0.0013625744281217979,3.684420562819705e-10,9.903383106395773e-07,2.2793845942206996e-07,6.418726128034411e-06,0.001390221115967381,3.0482441928180802e-12,8.85019388027226e-13,8.242268610303091e-06,0.0010055894788421234,1.0171032870836491e-08,6.297193686906207e-09,0.00046471073579700006,5.508143809019986e-06,6.041873423027934e-05,2.6089655614721185e-07,3.2341466829087207e-10,3.315911906776414e-05,1.8587249583208754e-09,8.066892828344872e-10,0.00015691997557693607,8.062534772507992e-12,0.0005499426927424659
9.34921679310959e-06,0.9759739503126682,0.004252263283966652,0.0005499087418174923,0.0008946919842702643,0.5705992874204726,0.0,0.0,0.0014363754738383572,8.037711617094936e-05,0.2774988056860752,0.027595329476950654,0.0002708345165282355,7.634327891378347e-09,5.942859307729711e-07,2.1965183057195406e-05,0.01288649268831129,0.007750017566999507,0.0006835140716691184,3.538908177407243e-05,0.06172058881501343,9.738473543353488e-06,6.192774077528054e-06,0.00031992832540774256,1.7360044597681434e-06,0.05246601624759608,0.00011187287286798929,0.05178606298811246,0.0010241002116556813,1.1341322151136901e-05,5.50597358258764e-06,5.9113069760859237e-08,8.777812704480367e-06,0.000571224656501867,3.76,0.0,0.0021023426382114803,0.6593043090437963,0.26863202582976803,0.035531311481423446,0.2680354988574474,2.4873486405010745e-05,0.3237402860428822,3.3819520107196666e-05,0.0006131727925529718,0.0004999983732629608,0.0016189866088530912,1.73583380081246e-07,0.00015863372329462738,0.02878566414180642,0.007539198257043405,0.017590086992094342,1.3829396948847687e-11,7.628380467922631e-12,5.156203394564373e-07,1.8958274699941334e-09,0.030358510744324736,1.893298379202759e-10,2.384996969575675e-07,0.027581357896587277,1.0758998295858413e-08,5.867105245264786e-07,0.004050042974008409,2.66342838827604e-10,2.1380175582441726e-06,0.007268707656943041,2.6907079383136937e-06,1.528301651666079e-08,1.620335195982536e-06,5.324521265686736e-05,7.709331096769315e-06,6.391612017331565e-06,4.2361887243186504e-13,0.00022470029538798085,3.059765511708292e-06,0.0013219031619313808,8.083668718314689e-10,0.001199058586089966,0.000554359106428925,3.562861755043275e-07,1.6932325437155574e-08,0.00028111154199912485,0.00013369799757355388,0.004140097741681941,0.0004204883164802304,0.001362537580570287,3.68836845472659e-10,9.946566560246775e-07,2.2899402552291894e-07,6.450011605088532e-06,0.001399807114305988,3.0448643391142334e-12,8.840683290465366e-13,8.232287960480912e-06,0.0010114736680738366,1.017056093478648e-08,6.334048632544287e-09,0.0004681776016280138,5.5566470181439765e-06,6.056007584915348e-05,2.613341578308261e-07,3.2377930038975264e-10,3.3209836671486616e-05,1.861774795580259e-09,8.071640758069731e-10,0.0001560425514138018,8.007754861724852e-12,0.0005541554237650112
9.403962602579043e-06,0.976091183844613,0.004243311568119529,0.0005480339834805359,0.0008926096313957179,0.5706663203763562,0.0,0.0,0.0014322368654454188,7.997476250228343e-05,0.2784304769123641,0.027673464817862117,0.0002698795607887638,7.596173979929562e-09,5.919090694214856e-07,2.1903895951549957e-05,0.012863717431077377,0.007736732894533907,0.0006823472865341737,3.5340303209472474e-05,0.06182252682744535,9.72252858545068e-06,6.1700713011054145e-06,0.00031987733483917856,1.7282297525696173e-06,0.05240629943200025,0.00011144425342682752,0.051681247770243806,0.0010250819576894698,1.130718906141633e-05,5.489777911802391e-06,5.888057218205544e-08,8.733620592703224e-06,0.0005700907420111374,3.76,0.0,0.0020647568922787414,0.6585883492486782,0.2690918079466845,0.035683515937718936,0.26843297709667197,2.4764691284444688e-05,0.32314782236314465,3.3677478187670806e-05,0.0006112495421673936,0.0004983260125797742,0.0016120454179844753,1.726028820838199e-07,0.00015788593579938384,0.02876091484830386,0.007515693168942852,0.01761084758630617,1.3773949883951128e-11,7.597896770769113e-12,5.135536570450379e-07,1.8852632323514944e-09,0.030440432584232038,1.8850379636053033e-10,2.3822925510011343e-07,0.02762626395262107,1.0695353451882453e-08,5.876709778815399e-07,0.004052319359679457,2.65189726362362e-10,2.1382440243456133e-06,0.0073018590694789555,2.6968454518357127e-06,1.5215689143633798e-08,1.615391418214525e-06,5.3315608741279586e-05,7.711834952126294e-06,6.381461594968137e-06,4.2111319953190376e-13,0.00022342250024199263,3.050238097744427e-06,0.0013188081989789404,8.063844280554295e-10,0.0011977563637202639,0.0005573597288621686,3.552250285366217e-07,1.7015786261884485e-08,0.00028310600290895686,0.00013371768977357712,0.0041599898003067595,0.00041862829291498924,0.0013625080090434302,3.692363846543056e-10,9.989450082237133e-07,2.3004246006235014e-07,6.481089899340814e-06,0.001409388056403977,3.041528031805379e-12,8.831292561641698e-13,8.222428283164266e-06,0.0010173415394784649,1.0170297891216273e-08,6.370801348342527e-09,0.00047163709080529054,5.605123786986085e-06,6.07014524624007e-05,2.617732260950362e-07,3.241438781101632e-10,3.326076234329328e-05,1.8648356777360564e-09,8.076565659677371e-10,0.00015517655061355275,7.953708506617446e-12,0.0005583604432399921
9.458708412048496e-06,0.976207905411497,0.004234540463556484,0.0005461856030496494,0.0008905645292800709,0.5707324767702615,0.0,0.0,0.0014281274289455186,7.957737898378853e-05,0.27935872741652834,0.027751335844000982,0.00026893578145593115,7.558985899630158e-09,5.895816912261398e-07,2.1843723490744935e-05,0.012841351395710944,0.0077234546586641825,0.0006811963961774624,3.5292416717172515e-05,0.06192399754301951,9.70677604858334e-06,6.1478203313675445e-06,0.0003198230745399305,1.7205589840746081e-06,0.052346263496445056,0.0001110214718053168,0.05157677418272701,0.0010260252574696917,1.1273505023268578e-05,5.473858146319553e-06,5.865105401870288e-08,8.689999143239931e-06,0.0005689594339635123,3.76,0.0,0.0020279115702057987,0.6578750372819565,0.2695500990755042,0.035834976817678346,0.26882883767394405,2.4657561268077514e-05,0.32255763738006576,3.353754748825585e-05,0.0006093546611853226,0.0004966777597656808,0.0016051973547994147,1.7163644379073107e-07,0.0001571485515146124,0.028736418478518017,0.007492341168539468,0.017631285052954297,1.3719369590960477e-11,7.567887962355652e-12,5.115189550876921e-07,1.8748543918069458e-09,0.030521620219352924,1.8768842325411658e-10,2.3795764719023082e-07,0.027670943949204146,1.0632586705097402e-08,5.886265518923283e-07,0.004054534663017764,2.6405206975908246e-10,2.1384597952597455e-06,0.007334945087818802,2.703019386780447e-06,1.514924361031488e-08,1.6105206623724254e-06,5.338688525623985e-05,7.714532854408237e-06,6.3714951565962965e-06,4.1864208452155957e-13,0.00022217005059925238,3.040847923336895e-06,0.0013157320396721575,8.0441638142496e-10,0.0011964589588774777,0.0005603447802561861,3.541784633552295e-07,1.7098905755301403e-08,0.00028509446783637034,0.0001337385368299144,0.004179767572206734,0.0004167885854400369,0.001362485748389955,3.696404321204063e-10,1.0032037941190587e-06,2.3108385833217686e-07,6.511963615340731e-06,0.001418963952669537,3.0382339984579584e-12,8.822018233865376e-13,8.212686242549502e-06,0.001023193317099575,1.017023987937302e-08,6.407453238212081e-09,0.0004750892662625737,5.65357347381118e-06,6.084288015666123e-05,2.622137600791727e-07,3.2450847364985293e-10,3.3311895736922244e-05,1.8679075869040737e-09,8.081662660424996e-10,0.00015432174330206125,7.90038069162766e-12,0.0005625577936167518
9.513454221517949e-06,0.9763241222844415,0.004225945050302161,0.0005443628899304667,0.0008885556336810952,0.5707977737368674,0.0,0.0,0.0014240465989401488,7.918484001545518e-05,0.28028359902457517,0.027828946663397382,0.00026800291969318883,7.522731846313043e-09,5.873022764676016e-07,2.178463462314213e-05,0.012819385699508594,0.007710184546081515,0.0006800609327468528,3.524539565206371e-05,0.06202500755660968,9.691210152582444e-06,6.126007980455274e-06,0.00031976563576963275,1.7129897323087676e-06,0.05228591650641029,0.00011060437528100049,0.05147263930366731,0.0010269311672056751,1.1240259903647704e-05,5.458206677192644e-06,5.8424441307573213e-08,8.646933951081486e-06,0.0005678307202319356,3.76,0.0,0.0019917900937261807,0.6571643364300069,0.27000692166770196,0.035985703547845534,0.2692231032809838,2.4552052110899385e-05,0.32196970604853725,3.339967217866819e-05,0.0006074873701767939,0.0004950529585105247,0.0015984397806883132,1.7068366897906345e-07,0.00015642128880656044,0.028712172962290065,0.007469141453356091,0.017651404079920545,1.366563231485844e-11,7.53834110432275e-12,5.09515385921962e-07,1.8645968574395927e-09,0.03060208234204131,1.868834566636002e-10,2.376849011198697e-07,0.027715401506625388,1.0570675091596548e-08,5.895773254508257e-07,0.004056691309146046,2.629294729088213e-10,2.138665318347128e-06,0.007367965339745223,2.7092282386641174e-06,1.5083657838846593e-08,1.6057211261456582e-06,5.3459005140152577e-05,7.717418101235276e-06,6.361707387746152e-06,4.162046411237513e-13,0.00022094201569327075,3.0315918100628656e-06,0.0013126745096511707,8.02462492251605e-10,0.0011951663047401737,0.0005633145212919397,3.5314616040280255e-07,1.71816885971007e-08,0.0002870770204646181,0.00013376050054470222,0.0041994323350171515,0.00041496898675603586,0.001362470830793389,3.7004875372851474e-10,1.0074334323883051e-06,2.3211831396751985e-07,6.542635317477891e-06,0.0014285348136398926,3.0349810110148334e-12,8.812856884299316e-13,8.20305861372394e-06,0.0010290292198729923,1.0170383148372013e-08,6.444005674023697e-09,0.0004785341897919053,5.701995455301058e-06,6.0984373676211573e-05,2.626557566651204e-07,3.248731539691875e-10,3.336323620875706e-05,1.8709904744703746e-09,8.086926771908581e-10,0.00015347790576444994,7.84775675480769e-12,0.0005667475166161635
9.568200030987402e-06,0.9764398415477551,0.004217520588662688,0.0005425651604814865,0.0008865819397047704,0.5708622279254226,0.0,0.0,0.0014199938299155625,7.879702424487074e-05,0.28120513251171836,0.027906301272068855,0.0002670807259077777,7.487381356968865e-09,5.850693672224087e-07,2.1726599449502418e-05,0.012797811651357939,0.007696924172613031,0.0006789404459557256,3.51992144104645e-05,0.06212556329499236,9.675825359818983e-06,6.104621556653654e-06,0.0003197051070511181,1.7055196458910717e-06,0.05222526628268086,0.00011019281677753476,0.051368840300883865,0.0010278007142007339,1.1207443878852156e-05,5.4428161669395605e-06,5.820066273554076e-08,8.604411141087212e-06,0.0005667045888354894,3.76,0.0,0.001956376329484659,0.6564562109352898,0.27046229755420614,0.03613570534712822,0.26961579606939007,2.4448121043716226e-05,0.3213840039278839,3.326379843104571e-05,0.0006056469192331087,0.0004934509773331177,0.0015917701653693946,1.6974417780668614e-07,0.0001557038769207355,0.02868817617853229,0.0074460932063336776,0.01767120925380909,1.3612715183196902e-11,7.509243727837673e-12,5.075420930556507e-07,1.854486584778762e-09,0.03068182747659298,1.860886348828651e-10,2.3741104323477824e-07,0.02775964014630629,1.0509596568803331e-08,5.905233752757617e-07,0.00405879162566229,2.618215231987634e-10,2.1388610219971123e-06,0.007400919470196105,2.715470560485552e-06,1.501890971383875e-08,1.6009910713713305e-06,5.353193278697378e-05,7.720484247467572e-06,6.352093177996125e-06,4.137999902375197e-13,0.00021973750943813075,3.0224666830258517e-06,0.0013096354372786033,8.005223419320135e-10,0.0011938783362234876,0.0005662692068541829,3.521278076917021e-07,1.726414034087504e-08,0.00028905374355960413,0.0001337835440251468,0.004218985348721598,0.0004131692859571325,0.0013624632858697272,3.704611298542654e-10,1.011634333660333e-06,2.3314591897287095e-07,6.573107530448669e-06,0.0014381006499794102,3.0317678836399347e-12,8.803805240105139e-13,8.193542278385632e-06,0.0010348494617577377,1.0170724048142231e-08,6.480459996485244e-09,0.0004819719220433347,5.750389125945509e-06,6.112594649897874e-05,2.6309921054634537e-07,3.2523798116534756e-10,3.341478284025006e-05,1.8740842917337384e-09,8.092353129056464e-10,0.0001526448202471422,7.795822331033726e-12,0.0005709296532314356
9.622945840456855e-06,0.976555070104923,0.004209262510686549,0.0005407917567092717,0.0008846424799551914,0.5709258555180579,0.0,0.0,0.0014159685954883508,7.841381442570286e-05,0.28212336764084983,0.027983403558086303,0.00026616895930845565,7.452905286212383e-09,5.828815631333644e-07,2.1669589169961345e-05,0.012776620748785541,0.007683675085944774,0.0006778345023022402,3.51538483812422e-05,0.062225671022916394,9.660616362531872e-06,6.083648838577837e-06,0.000319641574266112,1.6981464418357112e-06,0.05216432041207354,0.00010978665459414646,0.05126537442757645,0.0010286348976505835,1.1175047422343581e-05,5.427679537649737e-06,5.797964810205951e-08,8.562417343029766e-06,0.0005655810279405913,3.76,0.0,0.0019216545741296363,0.655750625961484,0.2709162479686763,0.036284991231735335,0.27000693766910294,2.4345726833139117e-05,0.3208005071594564,3.3129874293643106e-05,0.0006038325865524106,0.0004918712083687597,0.0015851860813515617,1.6881760595004456e-07,0.00015499605544991605,0.028664425960243888,0.007423195597082242,0.017690705063733124,1.356059617370162e-11,7.480583724852204e-12,5.055982572412059e-07,1.8445199618363742e-09,0.03076086398416495,1.853037011484325e-10,2.3713610001800806e-07,0.027803663294489793,1.0449329652837724e-08,5.91464775994428e-07,0.0040608378463228385,2.607278393163474e-10,2.1390473197020044e-06,0.007433807140641421,2.7217449616523654e-06,1.4954977547376325e-08,1.5963288201820193e-06,5.360563397889824e-05,7.723725093025902e-06,6.342647611783266e-06,4.114272760723958e-13,0.00021855568798575045,3.013469578421604e-06,0.0013066146535880088,7.985956141465548e-10,0.0011925949899244212,0.0005692090861497516,3.5112310064436555e-07,1.7346266542548304e-08,0.0002910247189498074,0.00013380763163206114,0.004238427855809716,0.0004113892690327592,0.0013624631407614172,3.7087734770154234e-10,1.0158069006692063e-06,2.341667637482917e-07,6.603382739725227e-06,0.001447661472476521,3.0285934708804246e-12,8.794860207139422e-13,8.184134220758382e-06,0.0010406542518640895,1.0171259007570672e-08,6.516817515934421e-09,0.0004854025225255732,5.798753897451449e-06,6.126761090887874e-05,2.6354411448117214e-07,3.2560300685982947e-10,3.346653445899388e-05,1.8771889807025413e-09,8.097937447114674e-10,0.00015182227476193775,7.744563616018983e-12,0.0005751042437291328
9.677691649926308e-06,0.9766698146843613,0.004201166411979169,0.0005390420450515981,0.0008827363227895365,0.5709886722472366,0.0,0.0,0.0014119703876655696,7.803509727950277e-05,0.28303834319919713,0.02806025730547371,0.0002652673874938545,7.419275762004813e-09,5.807375195743569e-07,2.161357602935335e-05,0.012755804674902848,0.007670438768226837,0.0006767426843246506,3.5109273897897634e-05,0.06232533684889205,9.645578071292083e-06,6.063078055991081e-06,0.00031957512074699883,1.6908679033819235e-06,0.05210308625759129,0.00010938575215920422,0.051162239018216524,0.0010294346894216778,1.1143061293451405e-05,5.412789959605551e-06,5.7761330709343324e-08,8.520939668107795e-06,0.0005644600258615618,3.76,0.0,0.001887609540012268,0.6550475475602403,0.271368793569704,0.03643357002003552,0.27039654920607886,2.4244829836926097e-05,0.3202191924451123,3.299784973769309e-05,0.0006020436771170853,0.000490313066264531,0.0015786851987187405,1.6790360379521804e-07,0.00015429757383223538,0.02864092009919557,0.007400447783044726,0.017709895904890773,1.3509254053339106e-11,7.452349522350898e-12,5.036831314187179e-07,1.8346933673983697e-09,0.030839200067499822,1.8452842273697764e-10,2.3686009736263519e-07,0.02784747428575528,1.0389853849334027e-08,5.924016002206021e-07,0.004062832114591451,2.5964807682553993e-10,2.13922460564107e-06,0.007466628028490519,2.7280501032217898e-06,1.4891841791290416e-08,1.5917327528374604e-06,5.3680075820998244e-05,7.727134671599751e-06,6.333365958902827e-06,4.0908571549774417e-13,0.0002173957474239348,3.0045976102269494e-06,0.0013036119922311376,7.966821485882728e-10,0.0011913162040574313,0.0005721344028273584,3.5013174193422487e-07,1.742807138397192e-08,0.000292990027508152,0.0001338327289305485,0.004257761081440654,0.00040962871933247763,0.0013624704202282176,3.71297198831566e-10,1.0199515284057994e-06,2.3518093711563363e-07,6.633463392035811e-06,0.0014572172920393849,3.0254566665782355e-12,8.786018691102872e-13,8.174831523657698e-06,0.0010464437945774249,1.0171984545570748e-08,6.553079513058021e-09,0.0004888260496092607,5.8470891981597854e-06,6.14093780642232e-05,2.6399045946975504e-07,3.2596827843314394e-10,3.35184896583474e-05,1.8803044495843467e-09,8.103675311887241e-10,0.00015101006290307105,7.69396713824631e-12,0.0005792713276520159
9.73243745939576e-06,0.9767840818471425,0.004193228044640359,0.0005373154152207862,0.0008808625706505439,0.5710506934124003,0.0,0.0,0.0014079987161340387,7.766076336101482e-05,0.28395009703325863,0.028136866198051946,0.00026437578606123267,7.386466046483447e-09,5.786359455242006e-07,2.1558533272302638e-05,0.012735355295289106,0.007657216638578725,0.0006756645898936712,3.506546819098855e-05,0.06242456673071489,9.630705603876183e-06,6.042897870096863e-06,0.00031950582736490205,1.683681877973889e-06,0.052041570968045264,0.00010898997779604179,0.05105943148467112,0.001030201034809055,1.1111476526504976e-05,5.398140840537903e-06,5.754564668212605e-08,8.479965686511575e-06,0.0005633415710613025,3.76,0.0,0.0018542263414929171,0.6543469426394859,0.27181995446199014,0.036581450337317106,0.2707846513191314,2.4145391690710662e-05,0.319640037027293,3.2867676489226245e-05,0.0006002795214396601,0.0004887759871426677,0.0015722652802203166,1.670018356781304e-07,0.00015360819087691807,0.028617656350307438,0.007377848910585283,0.017728786081942234,1.345866835383952e-11,7.42452998904659e-12,5.017959479546512e-07,1.8250031072866286e-09,0.030916843775462142,1.8376256627652006e-10,2.3658305934296504e-07,0.02789107636636766,1.0331149564376687e-08,5.933339186287797e-07,0.004064776487063898,2.585818633921006e-10,2.1393932560652307e-06,0.007499381826508422,2.734384695610074e-06,1.4829482774136454e-08,1.5872013053982903e-06,5.375522667906252e-05,7.730707239879305e-06,6.324243665138555e-06,4.0677452754696275e-13,0.00021625692160776331,2.9958479781675918e-06,0.0013006272894258066,7.947815492643862e-10,0.0011900419183898101,0.0005750453950921661,3.4915344132921737e-07,1.750956003606753e-08,0.00029494974913616025,0.00013385880264311245,0.00427698623361159,0.0004078874179962714,0.0013624851467345478,3.717204886556831e-10,1.0240686042663204e-06,2.3618852634398693e-07,6.663351895841977e-06,0.0014667681196904683,3.022356401923518e-12,8.777277721376195e-13,8.165631364729187e-06,0.0010522182896783455,1.01728972749591e-08,6.5892472397076106e-09,0.000492242560531315,5.895394472480686e-06,6.155125806284435e-05,2.64438234772279e-07,3.263338410433254e-10,3.357064681607703e-05,1.8834306106420746e-09,8.109562253262065e-10,0.00015020798367158304,7.644019619002828e-12,0.0005834309438223674
9.781708687918269e-06,0.9768865193941462,0.004186214983870857,0.0005357806968138373,0.0008792031844166502,0.5711058445624522,0.0,0.0,0.0014044465087466851,7.732752302257756e-05,0.28476795145818007,0.02820560781724497,0.00026358169012912207,7.357617012223786e-09,5.767798132186112e-07,2.1509803125374032e-05,0.012717257798711365,0.007645329976715626,0.0006747057179991286,3.502668223028428e-05,0.06251350569896073,9.617458285945654e-06,6.025060620811791e-06,0.00031944110016186974,1.6772918248153135e-06,0.05198597258011421,0.00010863806030153881,0.0509671829586746,0.0010308629094583914,1.1083386203779642e-05,5.385156960588336e-06,5.735372993029557e-08,8.443509840745675e-06,0.0005623371302491473,3.76,0.0,0.0018247353428217288,0.6537184863519977,0.2722248315253,0.03671395240702774,0.2711326693416222,2.4057114026496148e-05,0.3191206249609398,3.275206483084218e-05,0.0005987124120863613,0.0004874101752261246,0.0015665547998145906,1.6620043772169144e-07,0.00015299533342623135,0.028596924100217275,0.0073576365567800915,0.01774553366086071,1.3413771650673774e-11,7.3998379533498e-12,5.001207591776723e-07,1.816395779821162e-09,0.030986137663525166,1.830811570964234e-10,2.3633286018557602e-07,0.02793014223471765,1.0278959431134925e-08,5.941692096276712e-07,0.004066485393782708,2.5763357179516013e-10,2.1395379587350775e-06,0.007528802640909429,2.740109983070658e-06,1.4774007391971123e-08,1.583177002279483e-06,5.3823443485122835e-05,7.734057332146269e-06,6.3161662245794926e-06,4.047197860941086e-13,0.00021524942707013182,2.9880756782131824e-06,0.0012979562781243305,7.930817638230992e-10,0.00118889886039445,0.0005776532333388374,3.4828390118118094e-07,1.758263403060756e-08,0.0002967087870207366,0.00013388307721150906,0.004294197452473142,0.00040633652179398826,0.0013625047845928903,3.721042342010874e-10,1.0277507298647097e-06,2.3708979810719424e-07,6.690089222428213e-06,0.001475359605689339,3.0195965504172224e-12,8.769494533732293e-13,8.157436632722476e-06,0.0010574026310617582,1.0173876035827632e-08,6.621718604447843e-09,0.0004953114679393589,5.93884310013013e-06,6.16790540831952e-05,2.648424453498203e-07,3.2666312449937003e-10,3.3617759431906406e-05,1.886253224966096e-09,8.114984865087633e-10,0.00014949461385129685,7.599611217877708e-12,0.0005871682449557894
