Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074)
2.7275093518095942e-18,0.12590715294336435,3.76,0.0,0.7190676485682038,0.9999999999999997,3.1170750809692083e-37,3.1373182753072828e-15,9.325246672269803e-28,3.222642285322798e-13,3.222642285322955e-13,7.76520032783528e-29,1.256887645582981e-18,2.7087061509925696e-27,7.560795300416319e-37,6.833267139556596e-37,4.2875843838117033e-16,4.7689530318046817e-29,1.8374850911272207e-16,3.669779695943723e-21,5.605687793395859e-25,2.450135979715404e-16,5.669822141594775e-29,6.861996292635442e-29,1.0573064703865587e-37,1.0624092670996572e-21,4.954259364654389e-33,6.423456494131948e-43,6.561534305846829e-28,1.3776138774143338e-40,4.60307956675295e-56,3.8722383448745236e-29,3.0688438555786764e-33,1.1472084893144014e-43,7.111569639318383e-48,3.14763347137132e-55,4.279832269869083e-16,8.23899060756818e-28,4.2798322698107913e-16,9.0564838752295e-32,7.623779040787876e-54,4.806114492820724e-31,2.275529144372003e-17,6.755155424788938e-42,5.244228890812071e-57,1.4228681892194128e-29,1.1027505926503385e-40,4.6674852261583855e-42,3.9631088274225058e-44,4.8235617592275e-56,1.5665321775649412e-50,7.937746211259033e-37,3.990142124027291e-43,1.3226156207222966e-43,2.5432176224979427e-45,3.886832375577628e-60,3.4398818658780127e-59,3.114261914115563e-65,1.1788010612437258e-17,4.514352236993342e-41,2.4507203061518514e-57,2.8495162371290296e-45,2.8048662542072267e-49,1.2136775125397832e-28,2.2755291419622018e-17,4.1289205312912345e-42,3.1373182752999697e-15,6.57760110370266e-30,2.3239599112584567e-26,2.451838204415118e-41,5.394407236434512e-40,1.91233123309682e-35,1.178801059969249e-17,2.626979860653696e-56,1.5381842105260317e-32,3.9173833085838265e-56,1.1353814033082735e-57,3.090904677854266e-42,5.807192057616239e-60,5.356201470493745e-56,1.2235722831744095e-28,2.819113930144755e-48,1.4135706350341339e-42,3.2550133375113624e-62,2.0933675531428136e-55,2.5732354836792655e-54,5.522087892141288e-68,4.270306966080745e-49,1.2568876308525751e-18,1.5665343060466347e-61,7.507921348150352e-60,7.81769242461629e-54,2.688657979119726e-31,5.315502697419423e-57,1.71719587629119e-56,4.102519743885839e-58,6.110662977863736e-56,3.2019198079291824e-57,2.274820991258234e-57,1.1045484482734182e-57
5.4573883902845306e-18,0.12590715294337185,3.76,0.0,0.7190676485678772,0.9999999999999992,2.4955553917431684e-36,6.277362283273086e-15,3.732528931882461e-27,6.448084433619598e-13,6.448084433620226e-13,3.1081037162088976e-28,2.5148672928059653e-18,1.084188369401413e-26,6.053233526169687e-36,5.47076862177887e-36,8.578893862721043e-16,1.9088240377542752e-28,3.6765666019376983e-16,7.343844705574408e-21,2.243735999009893e-24,4.902400656138189e-16,2.2694064567004395e-28,2.7465868194914505e-28,8.464880637843132e-37,2.125741594367575e-21,1.982994848017261e-32,5.142670895533861e-42,2.62632369753658e-27,1.102928748910825e-39,7.37092459029333e-55,1.549904470521805e-28,1.2283373052840384e-32,9.184643427909753e-43,5.693579843934937e-47,5.0403146034910965e-54,8.563382899623589e-16,3.297743385930474e-27,8.563382899390269e-16,3.6249537952907314e-31,1.2207979271716767e-52,1.9236982871577663e-30,4.553035290777563e-17,5.409602994542989e-41,8.397600032854431e-56,5.695180852582873e-29,8.828773549772132e-40,3.73777378064399e-41,3.173701324658929e-43,3.955857799474855e-55,1.2541782725418273e-49,6.355025769834834e-36,3.195349846936753e-42,1.0591651849272341e-42,2.036120476490411e-44,6.223995951696521e-59,5.508292758211445e-58,4.9868780076293424e-64,2.3586262757722836e-17,3.6144016202084717e-40,3.9243467760359173e-56,2.28192411726482e-44,2.245598881953083e-48,4.857872984070355e-28,4.553035281132078e-17,3.3064851454854273e-41,6.277362283243816e-15,2.6327546138549283e-29,9.301896042371932e-26,1.9629614284004473e-40,4.318805786489612e-39,1.5310277399059843e-34,2.3586262706710538e-17,4.2080593679149985e-55,6.156745460978105e-32,6.275107378713226e-55,1.8187249648495206e-56,2.475230562949177e-41,9.302344778758624e-59,8.579895637905948e-55,4.897477851115037e-28,2.2570054184931375e-47,1.1320029351427854e-41,1.0428902229733491e-60,3.353285964758858e-54,4.1219681568229307e-53,1.7691933835916559e-66,6.838054807327583e-48,2.514867233845953e-18,2.5093742510001746e-60,1.202665762543937e-58,1.2521894213564822e-52,1.0761638647649283e-30,8.514701822344932e-56,2.7507108384625126e-55,6.571670358755333e-57,9.78843888237083e-55,5.129033691990121e-56,3.643949265470218e-56,1.7693342040559354e-56
1.0917146467234405e-17,0.12590715294338684,3.76,0.0,0.719067648567224,0.9999999999999983,1.9972027826297563e-35,1.255745029924289e-14,1.4934977840137144e-26,1.289896873020734e-12,1.2898968730209853e-12,1.2436462680914358e-27,5.03082660352849e-18,4.3381656968249525e-26,4.84442651985313e-35,4.378277561565737e-35,1.7161512820731557e-15,7.637782509500274e-28,7.354729607820206e-16,1.4695267074117427e-20,8.977866575523422e-24,9.806929993157119e-16,9.08058187975674e-28,1.0989924989755793e-27,6.774477158338449e-36,4.252406334918107e-21,7.934562241659557e-32,4.115699620974668e-41,1.0508715655214892e-26,8.826781997148686e-39,1.1798279350484465e-53,6.20163671122997e-28,4.914949198667768e-32,7.350506134404507e-42,4.556594260191388e-46,8.067785802680278e-53,1.7130484159023744e-15,1.3195269053274163e-26,1.7130484158090169e-15,1.4504537361373623e-30,1.954071644619701e-51,7.69729872519703e-30,9.108047584100422e-17,4.3298749263135454e-40,1.344163241617364e-54,2.278814168041258e-28,7.065727506067183e-39,2.991734128369809e-40,2.540247441240146e-42,3.31646641755507e-54,1.0037238073996222e-48,5.085955737435809e-35,2.557574969328289e-41,8.477614328352515e-42,1.629515189048456e-43,9.962446815648359e-58,8.816855465194735e-57,7.982256852906932e-63,4.7182767031855856e-17,2.8926897406946445e-39,6.2815145036824086e-55,1.8264642785451025e-43,1.7971622288708899e-47,1.9437819601114063e-27,9.10804754550592e-17,2.6465282816053094e-40,1.2557450299125772e-14,1.053444777755211e-28,3.7219700314292466e-25,1.5709657944372466e-39,3.456357149302463e-38,1.2252874611672976e-33,4.7182766827740235e-17,6.736811142670492e-54,2.463500133729292e-31,1.0046010618645713e-53,2.9116543407025345e-55,1.9811876526637227e-40,1.489248604103207e-57,1.3735816858491155e-53,1.9596290640933435e-27,1.8062904967686017e-46,9.060611081038008e-41,3.339307749249084e-59,5.36837791837668e-53,6.598984660670891e-52,5.6648215815827e-65,1.094534050469529e-46,5.0308263676116446e-18,4.017341733255233e-59,1.9253855085776417e-57,2.0045905983411906e-51,4.3060571363847814e-30,1.363144609773023e-54,4.403696974114109e-54,1.0520787213206589e-55,1.5670610697653694e-53,8.211226625606419e-55,5.8337094527307865e-55,2.8325811737812305e-55
2.183666262113415e-17,0.1259071529434168,3.76,0.0,0.7190676485659178,0.9999999999999967,1.598065701450556e-34,2.5117626331335293e-14,5.974963858264918e-26,2.580073732335939e-12,2.5800737323369455e-12,4.975394344900336e-27,1.0062745290079788e-17,1.7355487618913362e-25,3.876277249885924e-34,3.5032872400888407e-34,3.4326750737519934e-15,3.0556103463562954e-27,1.4711055556631423e-15,2.9411281208214326e-20,3.591731216172021e-23,1.96159886038884e-15,3.632824055210233e-27,4.39668571028315e-27,5.420611003458365e-35,8.505736160079358e-21,3.174341467662256e-31,3.2931849224360706e-40,4.204170484570446e-26,7.062766662889113e-38,1.8881087235966388e-52,2.4810584988846817e-27,1.9662997170166115e-31,5.881521692702069e-41,3.6459676979666466e-45,1.2911083762790748e-51,3.426468667738862e-15,5.278966845527595e-26,3.426468667365372e-15,5.8027597907498024e-30,3.127150567321919e-50,3.079420582858429e-29,1.8218072172793104e-16,3.464777163996896e-39,2.151099913616507e-53,9.116740509621186e-28,5.653665670263706e-38,2.3939936905717246e-39,2.0327127082085466e-41,2.894647406318853e-53,8.031315770422867e-48,4.069543244772651e-34,2.046578138814239e-40,6.78380901938226e-41,1.303859714408791e-42,1.5943158190677486e-56,1.4109838604896185e-55,1.2774223693059394e-61,9.437577551436937e-17,2.3146192669062318e-38,1.0052480912528272e-53,1.4615416381726396e-42,1.4380038590130993e-46,7.776393549039937e-27,1.8218072018389965e-16,2.1177588581562105e-39,2.5117626330866744e-14,4.2144650734169115e-28,1.4890303618330124e-24,1.2570114284658978e-38,2.7656107759074966e-37,9.80416066778025e-33,9.437577469777394e-17,1.078203278963582e-52,9.855604638697272e-31,1.6078288673164791e-52,4.6600077467553906e-54,1.585351475443533e-39,2.3835155403549735e-56,2.198369607145509e-52,7.839792271109882e-27,1.4453071752822018e-45,7.250323793462367e-40,1.0689080427378245e-57,8.591901873175546e-52,1.0561444920670159e-50,1.8132875073951434e-63,1.7516106867159882e-45,1.0062744346258781e-17,6.429640652008435e-58,3.0815161472211216e-56,3.2082152170660356e-50,1.722703175325396e-29,2.181665433537666e-53,7.047963556971639e-53,1.6838151634371288e-54,2.508026637188556e-52,1.3141782002545655e-53,9.336648077620364e-54,4.5334475291786327e-54
4.367569492893364e-17,0.12590715294347676,3.76,0.0,0.7190676485633052,0.9999999999999932,1.2785740007712986e-33,5.023797839613128e-14,2.3901802305350585e-25,5.160427450956977e-12,5.160427450961004e-12,1.9903192791797812e-26,2.012658292360753e-17,6.9427600467770885e-25,3.1013162404311035e-33,2.802895869701235e-33,6.865722657416607e-15,1.2223436141538817e-26,2.9423707202438665e-15,5.889598706352568e-20,1.4368094014261709e-22,3.923410557212471e-15,1.453247897964089e-26,1.7588174932567408e-26,4.336900553683566e-34,1.7012397186653914e-20,1.269839850614533e-30,2.6347979432941017e-39,1.6818050096749446e-25,5.650749775725993e-37,3.02128099816918e-51,9.92504161020241e-27,7.8658389604129525e-31,4.705664099511807e-40,2.9170510844771094e-44,2.0659835062065942e-50,6.853309171237669e-15,2.111758595231685e-25,6.853309169743581e-15,2.321293119497359e-29,5.003949106832525e-49,1.2318683836985245e-28,3.643812135836631e-16,2.7721726575620313e-38,3.44211353935001e-52,3.646992970141994e-27,4.523365994712257e-37,1.9154378545298796e-38,1.6263762168897474e-40,2.701526930640273e-52,6.425663170658063e-47,3.255953196506594e-33,1.6374698018743527e-39,5.427734318414894e-40,1.0431867867783232e-41,2.5511647553715453e-55,2.2578036353231586e-54,2.0440881784327116e-60,1.8876179221638627e-16,1.8518824131048472e-37,1.6085646124301269e-52,1.1693816244780924e-41,1.15051395844628e-45,3.110810575639028e-26,3.6438120740703476e-16,1.694421663227225e-38,5.023797839425692e-14,1.685923231827834e-27,5.956606115131362e-24,1.0057048001063006e-37,2.212698563696037e-36,7.844072211067502e-32,1.8876178894973878e-16,1.7253764080730064e-51,3.9425626803779276e-30,2.5728996964300413e-51,7.457116703066711e-53,1.268441700284878e-38,3.8142593193029815e-55,3.517902562131509e-51,3.136172118117841e-26,1.1563560702018776e-44,5.8009922005482584e-39,3.4210331095649636e-56,1.3749041362663147e-50,1.6900767751401985e-49,5.803391343177861e-62,2.802861753745388e-44,2.012657914801622e-17,1.0289000939609611e-56,4.931154409650973e-55,5.1338406300963365e-49,6.891372945730039e-29,3.4911720091679835e-52,1.1278380746731034e-51,2.6944953023507534e-53,4.013425880878639e-51,2.102990714835465e-52,1.4940806240947616e-52,7.254570537771859e-53
8.735375954453264e-17,0.1259071529435967,3.76,0.0,0.7190676485580799,0.9999999999999863,1.0229078374624772e-32,1.0047868252816796e-13,9.56111134193123e-25,1.0321134888161563e-11,1.0321134888177672e-11,7.961597612119637e-26,4.025425923236479e-17,2.7772170166993168e-24,2.481170767592133e-32,2.242423089088066e-32,1.3731817825973581e-14,4.8895734150517487e-26,5.884900948679243e-15,1.1807610911521173e-19,5.747471359450202e-22,7.847033849569225e-15,5.813228206409464e-26,7.035556850101456e-26,3.4696851460573034e-33,3.4025724744901525e-20,5.07956547284272e-30,2.1079381834945105e-38,6.727493372965533e-25,4.520814349466847e-36,4.834294541031987e-50,3.9701781154528476e-26,3.1464635845227438e-30,3.7647099609803384e-39,2.3337516128896847e-43,3.3057415747369263e-49,1.37069901775386e-14,8.447378106715586e-25,1.3706990171562001e-14,9.285552661874036e-29,8.00672319379298e-48,4.927673241924474e-28,7.28782197622641e-16,2.2178784961132197e-37,5.507673109834203e-51,1.458856525562368e-26,3.618866101726425e-36,1.532447958084832e-37,1.301183595629966e-39,2.7782957123695585e-51,5.140775354744253e-46,2.604901373258948e-32,1.3100587631712167e-38,4.3424623068246086e-39,8.345890046843297e-41,4.0820710163631085e-54,3.6126688862201506e-53,3.2707217046318533e-59,3.7753382456837953e-16,1.4815807171345195e-36,2.5738472155915668e-51,9.35564964345662e-41,9.204574843083874e-45,1.2443748602837702e-25,7.287821729151228e-16,1.3556232582868277e-37,1.0047868252067025e-13,6.743967343694507e-27,2.3827393308692537e-23,8.04602313005952e-37,1.7702426693411066e-35,6.275553984961093e-31,3.7753381150125836e-16,2.760804234755883e-50,1.5770892244513532e-29,4.116937426795792e-50,1.1932319808832408e-51,1.0148175065233063e-37,6.103514974743728e-54,5.629053018722521e-50,1.2545198818404939e-25,9.25129641859969e-44,4.641085612158512e-38,1.0948149665299047e-54,2.20000658847145e-49,2.7043192962510746e-48,1.8572245280408307e-60,4.48480543922778e-43,4.0254244129384774e-17,1.646385607359272e-55,7.890458729762906e-54,8.214701996738831e-48,2.7566608815295447e-28,5.586281055826607e-51,1.8046720765623522e-50,4.311504091740293e-52,6.421948138020671e-50,3.365029614505682e-51,2.3907021096580484e-51,1.1608157154455178e-51
1.7470988877573062e-16,0.1259071529438365,3.76,0.0,0.7190676485476294,0.9999999999999726,8.183458186790478e-32,2.0096009080202017e-13,3.824523447300525e-24,2.0642549762420775e-11,2.0642549762485208e-11,3.18470106622564e-25,8.050961601669618e-17,1.1109094019778202e-23,1.984983713826857e-31,1.7939809602817183e-31,2.7464008167998518e-14,1.95586915851999e-25,1.1769961002645755e-14,2.372791945235814e-19,2.2990352277650402e-21,1.5694280029120728e-14,2.3253386498133517e-25,2.814280475350382e-25,2.775813990164123e-32,6.805240188251313e-20,2.0318670326910092e-29,1.6863901936110098e-37,2.6910517712745095e-24,3.6167371962333314e-35,7.735064975137217e-49,1.5881034951804921e-25,1.2586110162003479e-29,3.0118394011391695e-38,1.8670455399375545e-42,5.289320482820384e-48,2.741435218735374e-14,3.379019988675157e-24,2.741435216344685e-14,3.7142985141013935e-28,1.2811074540727568e-46,1.9711087580147805e-27,1.4575841670106514e-15,1.7743589321483516e-36,8.812537299792671e-50,5.835544636440585e-26,2.8951620668168706e-35,1.2259982497741824e-36,1.040980241495711e-38,3.2098662352808426e-50,4.112719147219538e-45,2.083994817011058e-31,1.0480801806678362e-37,3.474079780295535e-38,6.676869815476179e-40,6.5314790421824075e-53,5.78041505084586e-52,5.23333346282855e-58,7.550778850642041e-16,1.1852944614928341e-35,4.1183016388688006e-50,7.484763750208887e-40,7.363876616984992e-44,4.977600679159984e-25,1.4575840681785702e-15,1.0845331256177048e-36,2.009600907720287e-13,2.6976418230838847e-26,9.531150679000719e-23,6.43697572696954e-36,1.4162274024571371e-34,5.020559644729625e-30,7.550778327946582e-16,4.417451682935753e-49,6.308485084974797e-29,6.587335281986263e-49,1.9092616801895413e-50,8.118795595652514e-37,9.766799909145793e-53,9.006811765235853e-49,5.018181525094643e-25,7.401226704173449e-43,3.7129829419687037e-37,3.503542791465826e-53,3.52013880509447e-48,4.3270679482024127e-47,5.943340575799286e-59,7.175866479110894e-42,8.050955560354511e-17,2.634395342953267e-54,1.262531538560918e-52,1.3143968554097116e-46,1.1026864139452577e-27,8.93837423318649e-50,2.887580322547842e-49,6.898651842297042e-51,1.0275490679177537e-48,5.384242888487215e-50,3.8252604349614006e-50,1.8573728932636358e-50
3.4942214723812655e-16,0.12590715294431618,3.76,0.0,0.7190676485267284,0.9999999999999452,6.546846240541056e-31,4.0192290738884e-13,1.5298258213119873e-23,4.128537951033936e-11,4.128537951059709e-11,1.2738911678012625e-24,1.610203462527043e-16,4.443682761294134e-23,1.588005792648138e-30,1.4352016529266731e-30,5.492838887169239e-14,7.823556220616154e-25,2.3540079498962078e-14,4.790567300862654e-19,9.196233739088279e-21,3.1388770767575923e-14,9.301449682567348e-25,1.1257240244044668e-24,2.2206775263139974e-31,1.3610584424798095e-19,8.127546848539263e-29,1.3491275565536715e-36,1.0764313964333736e-23,2.8934238886099526e-34,1.237625172447096e-47,6.352478112494187e-25,5.03449508495254e-29,2.409500026871904e-37,1.4936540525477995e-41,8.463018623842455e-47,5.482907619583711e-14,1.35162174447608e-23,5.482907610020862e-14,1.4857360246291032e-27,2.049795312489787e-45,7.88451010810705e-27,2.9151881110268917e-15,1.419509576994295e-35,1.4100354852342205e-48,2.3342414472789505e-25,2.3161571059054367e-34,9.808158531180443e-36,8.327980436167253e-38,4.147421966403655e-49,3.290216357316956e-44,1.6672544462396214e-30,8.384774135088916e-37,2.7793077838712214e-37,5.34155812078617e-39,1.0450497153123447e-51,9.248774741674481e-51,8.373586085550783e-57,1.510165989223206e-15,9.482474801513081e-35,6.589498769331473e-49,5.987917206445882e-39,5.891238339989943e-43,1.991060500381863e-24,2.9151877156945675e-15,8.676405432727886e-36,4.0192290726887273e-13,1.0790677075343939e-25,3.812498609000855e-22,5.149648795008494e-35,1.1329948109118514e-33,4.0164910465469794e-29,1.5101657801429136e-15,7.068065230076664e-48,2.5234195758796165e-28,1.0539915364191969e-47,3.0549418539663894e-49,6.495137016186412e-36,1.5629791448177865e-51,1.4411159694543908e-47,2.0072929511488885e-24,5.921073866918343e-42,2.970428467947612e-36,1.1211552122661055e-51,5.6323256033095365e-47,6.9234340684757106e-46,1.9019040062460532e-57,1.1481517274982025e-40,1.6102010459762669e-16,4.21537365247115e-53,2.020126436189404e-51,2.1030705188606308e-45,4.410787541141766e-27,1.4301657957959378e-48,4.620212742102786e-48,1.1038026384599896e-49,1.6441084852007636e-47,8.614944775096794e-49,6.120521753615009e-49,2.9718514764193423e-49
6.988466641629185e-16,0.12590715294527552,3.76,0.0,0.7190676484849265,0.9999999999998902,5.2375112614594434e-30,8.038485407189415e-13,6.119341451350273e-23,8.257103900377718e-11,8.257103900480806e-11,5.095572849378889e-24,3.220418733947245e-16,1.7774821051419104e-22,1.2704121330975204e-29,1.1481678984583954e-29,1.0985715035765604e-13,3.1294384062879148e-24,4.7080310045130197e-14,9.760972564030468e-19,3.6785116287048205e-20,6.277774576189654e-14,3.7205991681500295e-24,4.502922063050912e-24,1.776552530000235e-30,2.7221308138612785e-19,3.251032106993966e-28,1.0793074743128436e-35,4.305745388946668e-23,2.3147525148304327e-33,1.9802097913061147e-46,2.5410037779683862e-24,2.0138081219898254e-28,1.9276113161793894e-36,1.194930163141931e-40,1.354091025289444e-45,1.0965852416821622e-13,5.406514473525525e-23,1.0965852378570038e-13,5.9429863684972754e-27,3.279684780519199e-44,3.153815980805438e-26,5.830396020020249e-15,1.1356165971018467e-34,2.2561082016969916e-47,9.337012059957884e-25,1.8529363104280543e-33,7.846616634404784e-35,6.662447818571331e-37,5.845159314453056e-48,2.6321918916210587e-43,1.3338735619338654e-29,6.707872395891693e-36,2.2234637871321092e-36,4.273270054338791e-38,1.672089471678446e-50,1.4798111450690293e-49,1.3398290349422226e-55,3.020342130210625e-15,7.5860267762121785e-34,1.0543688615328644e-47,4.790389992995656e-38,4.7131260490111844e-42,7.964282306604322e-24,5.830394438683087e-15,6.941184277292304e-35,8.038485402390699e-13,4.316292795492376e-25,1.5250068438755493e-21,4.119754839043421e-34,9.0640033550142e-33,3.213204965563506e-28,3.0203412938853437e-15,1.1309052347403666e-46,1.0093728621345201e-27,1.6863977602176006e-46,4.888167918196201e-48,5.196147142266983e-35,2.501630224075495e-50,2.3058062022614198e-46,8.029212018061382e-24,4.736922775128231e-41,2.3763537526971682e-35,3.587730692312282e-50,9.011806665397403e-46,1.10775937978057e-44,6.086145575391818e-56,1.8370496159902623e-39,3.220409067693769e-16,6.745505624200945e-52,3.2323573583218317e-50,3.364941017235498e-44,1.7643216034076416e-26,2.2882858624983447e-47,7.392408486531624e-47,1.766094799527054e-48,2.630597824200969e-46,1.378403575173408e-47,9.792904157824355e-48,4.755008311673354e-48
1.3976956980125022e-15,0.1259071529471942,3.76,0.0,0.7190676484013226,0.9999999999997803,4.1900265446195063e-29,1.6076998080049909e-12,2.447748438717109e-22,1.651423579810554e-10,1.6514235798517893e-10,2.0382201318680818e-23,6.440851943637615e-16,7.1099461811159965e-22,1.0163326585501183e-28,9.185366647284882e-29,2.1971467364388687e-13,1.2517785466612395e-23,9.416074535162657e-14,2.0241200994633802e-18,1.4714079320089879e-19,1.2555566982019066e-13,1.4882437489907143e-23,1.8011758557577112e-23,1.4212461879227043e-29,5.444289656611289e-19,1.3004136154874198e-27,8.634469804689564e-35,1.7223008580475278e-22,1.85180697538225e-32,3.1683358997619586e-45,1.0164037830343987e-23,8.0552517355305966e-28,1.542093398393214e-35,9.559466954722373e-40,2.1665507242453562e-44,2.193174199346239e-13,2.1626112865361184e-22,2.1931741840455677e-13,2.37721022690383e-26,5.2474849026023136e-43,1.2615263176774163e-25,1.1660811921850466e-14,9.084967925819655e-34,3.609903259445113e-46,3.7348133463532496e-24,1.4823527300768463e-32,6.2773625045495954e-34,5.3299965508695524e-36,8.719642855787662e-47,2.105764859399219e-42,1.067201359526432e-28,5.366319170349998e-35,1.7787780154217798e-35,3.4186233068915187e-37,2.675349407659604e-49,2.3676982485083006e-48,2.1438828490539154e-54,6.040694142863153e-15,6.068839060386223e-33,1.687131078351545e-46,3.832356477617431e-37,3.770683885636509e-41,3.185720861643824e-23,1.1660805596487153e-14,5.552977409668742e-34,1.6076998060854997e-12,1.7265215182021148e-24,6.100040038172951e-21,3.2958318204290986e-33,7.251209929721544e-32,2.570560497291167e-27,6.040690797554646e-15,1.8094710773555412e-45,4.037500899181625e-27,2.6982358220401142e-45,7.821797170925007e-47,4.1569284266343865e-34,4.005317357230195e-49,3.689305744792956e-45,3.2116924747855975e-23,3.7896063810428085e-40,1.9010780055412706e-34,1.1480789963132123e-48,1.4418968463868295e-44,1.7724226327123023e-43,1.947572925584322e-54,2.9392732808322995e-38,6.440813278515727e-16,1.0795566891526158e-50,5.172197567829844e-49,5.383927366575117e-43,7.057285266335482e-26,3.661273384968846e-46,1.182791035454323e-45,2.825747031034564e-47,4.208976769622999e-45,2.2054553892451856e-46,1.5668655110786828e-46,7.608056686203327e-47
2.79539376571167e-15,0.12590715295103153,3.76,0.0,0.719067648234115,0.9999999999995606,3.3520343743604663e-28,3.215402345080476e-12,9.79105127075346e-22,3.3028499589722217e-10,3.3028499591371626e-10,8.152777365415317e-23,1.2881729030816688e-15,2.8439818319678104e-21,8.130672316236414e-28,7.348298149792161e-28,4.3942972147356266e-13,5.007120559189789e-23,1.8832151282140573e-13,4.335932704580409e-18,5.885635520342448e-19,2.5111141421548695e-13,5.952984940962716e-23,7.204732183616931e-23,1.1369985524357818e-28,1.0888663771648503e-18,5.201640800785262e-27,6.90756111809381e-34,6.88919877169542e-22,1.481446928793525e-31,5.069314015002739e-44,4.065617797817045e-23,3.2221038010081602e-27,1.2336761810206356e-34,7.64758056776021e-39,3.466480897506997e-43,4.386352107540372e-13,8.650456124323972e-22,4.3863520463376123e-13,9.508930070599405e-26,8.39590142202356e-42,5.046085424276162e-25,2.3321644060884918e-14,7.267987451233433e-33,5.776234112815001e-45,1.493926457562361e-23,1.1858827470607352e-31,5.021970919118937e-33,4.26403321200628e-35,1.3445228677139445e-45,1.6846225440671586e-41,8.5392130265061e-28,4.293063867234714e-34,1.4230251453095515e-34,2.7348980954272503e-36,4.2805586505636707e-48,3.788300466196775e-47,3.4306966611767004e-53,1.2081397090879214e-14,4.855076488651192e-32,2.6998477349996097e-45,3.065938162529844e-36,3.0168265675323995e-40,1.2742898348347275e-22,2.33216187594108e-14,4.442403547328136e-33,3.215402337402501e-12,6.906094928225686e-24,2.4400168374774205e-20,2.6366984405720594e-32,5.800953719850751e-31,2.056433685526145e-26,1.2081383709637174e-14,2.89520664754036e-44,1.615001759448347e-26,4.317146005352308e-44,1.2517121442078687e-45,3.325540148128039e-33,6.417132955858521e-48,5.902899609223202e-44,1.2846782233081784e-22,3.031780671423895e-39,1.5208453853579408e-33,3.6738593568370243e-47,2.307044134576063e-43,2.835881294687405e-42,6.23223007178278e-53,4.702795289641225e-37,1.2881574370055273e-15,1.728161467415802e-49,8.276822641209067e-48,8.614298583361458e-42,2.8229024201733547e-25,5.858048727132463e-45,1.892470933684505e-44,4.5211495778718235e-46,6.734381760093053e-44,3.528735525925206e-45,2.5069704470060456e-45,1.2172946616934677e-45
