Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747)
3.1021616472856534e-05,0.9060786789351432,3.76,0.0,0.42833919265313625,0.8770415806362496,0.13152792095770255,9.32077499573985e-09,9.304717416193132e-07,0.05411556648910417,0.0018436549615464446,1.115615054818276e-06,0.0024216736091083172,0.0046017163870564004,0.15074220127099452,0.012662546092401725,0.0006888966264291325,8.062600750796624e-06,6.976139526906841e-05,0.029534084614648598,0.003973987422761796,0.0005970958274656532,0.05606679880723869,6.785410796254936e-05,2.384178754052464e-09,9.69413982824405e-05,0.009553205199970027,1.6515562157455413e-05,2.544064633224912e-05,4.026996794497183e-05,1.0311171202517657e-12,6.670424045520708e-10,3.6541845493656885e-12,1.4565257374052617e-06,0.018925012819760636,4.592759409049884e-05,0.0001784402932349913,2.9942033423630716e-09,6.553222058022963e-12,3.9259175291912925e-08,8.993547191919759e-10,0.00025381363250030314,1.8399174517894702e-08,6.68880463814499e-12,1.0463183614403387e-05,7.893177227195074e-05,1.7921547508545076e-11,3.5943499029847634e-09,2.0312915854155703e-05,1.6211225703461083e-05,0.0004210953440291139,2.5046999605330495e-10,3.584601811012717e-11
3.111479515062684e-05,0.906322966028608,3.76,0.0,0.4262614646925006,0.8755590649397071,0.13303621927862208,9.730254983021018e-09,9.565188949676282e-07,0.05425406390967131,0.0018511231627987177,1.1162808387823465e-06,0.0024483238160248506,0.004667959029517682,0.15252185633385504,0.012664341252777751,0.0006961223528249225,8.104334610973971e-06,7.020538967764062e-05,0.029714851006447652,0.003978034401999772,0.0006036010795164813,0.056896321893764236,6.850163660329865e-05,2.400605853218206e-09,9.868491157729521e-05,0.009740465287321226,1.6931180017727532e-05,2.5793727320360902e-05,4.0868540248869664e-05,1.0444338678684519e-12,6.717709450196924e-10,3.7012750538958164e-12,1.4750628924726399e-06,0.01920610098777552,4.721669021691115e-05,0.0001831922678990576,3.0784133741471703e-09,6.800411292381629e-12,3.980015582905467e-08,9.232090404957634e-10,0.00025846279136475795,1.8778517381179713e-08,6.860461972528962e-12,1.0573623725774939e-05,8.092003592209525e-05,1.858393566757408e-11,3.700124181555312e-09,2.05958664666699e-05,1.637978374323028e-05,0.0004334950281673312,2.573401710276151e-10,3.719038288992424e-11
3.120797382839715e-05,0.9065697804670586,3.76,0.0,0.4241698096649681,0.874059962132905,0.13456070912321297,1.0158596149766424e-08,9.83337438107293e-07,0.05439112457891518,0.0018584837774435635,1.1168828164799786e-06,0.0024753119923932743,0.004735267378823208,0.1543173699903156,0.01266511546436872,0.0007034299533941126,8.145535176449807e-06,7.064727219487492e-05,0.029893520039648493,0.003981672932547626,0.0006101380298030222,0.05773616325906531,6.914819041104714e-05,2.4169373031844945e-09,0.00010045161428145714,0.009930657864713307,1.735575395972355e-05,2.6151494494298137e-05,4.147632701156778e-05,1.0579049802869606e-12,6.764868775168544e-10,3.748909292690506e-12,1.4938074519965745e-06,0.01949084458578539,4.853685666199681e-05,0.0001880486252805254,3.164693566701327e-09,7.056615466534558e-12,4.0344908115277504e-08,9.47700124680151e-10,0.0002631624675161085,1.9164176350021538e-08,7.036441648793397e-12,1.0684624608021544e-05,8.294369695701644e-05,1.9269668968213883e-11,3.808717387657429e-09,2.088256607535192e-05,1.654957746977129e-05,0.0004462000981782404,2.643569027989208e-10,3.858473748787547e-11
3.1301152506167455e-05,0.9068191389466911,3.76,0.0,0.42206419911609916,0.8725440957743205,0.13610156129006662,1.060672710836565e-08,1.01095252397567e-06,0.0545267281940058,0.0018657337867218776,1.1174203640530228e-06,0.002502644638523369,0.004803663909240497,0.1561287817827673,0.012664862453378587,0.0007108209217175125,8.18618412720058e-06,7.10869455497872e-05,0.030070014939114313,0.003984898754829176,0.0006167061536921154,0.058586422523642614,6.979352607722012e-05,2.433169075366805e-09,0.00010224162090989448,0.010123810388328705,1.7789443058453548e-05,2.651402815121999e-05,4.20935121274786e-05,1.0715326065848646e-12,6.811892867005516e-10,3.7970947985974804e-12,1.5127621784093763e-06,0.0197792864768674,4.988867386826932e-05,0.00019301081915203404,3.2530846433706924e-09,7.32215393195322e-12,4.0893381809626483e-08,9.72845968583042e-10,0.0002679122488363979,1.955623854146671e-08,7.216856866234822e-12,1.0796179122927406e-05,8.500290885726607e-05,1.9979524538193832e-11,3.920195458223793e-09,2.1173075156199266e-05,1.6720621521649616e-05,0.0004592159630378513,2.715217922771585e-10,4.00309536637158e-11
3.139433118393776e-05,0.907071058116478,3.76,0.0,0.419944605284007,0.8710112870961549,0.13765894884226007,1.1075626636996542e-08,1.0393902837163592e-06,0.05466085417909809,0.0018728701556708183,1.1178928550638755e-06,0.0025303284404527373,0.004873171732349514,0.157956129151781,0.012663576150016278,0.0007182967974726525,8.226263004098879e-06,7.15243111293671e-05,0.030244258170329903,0.003987707640220283,0.000623304916765244,0.05944720010400841,7.043739518724801e-05,2.449297137622423e-09,0.00010405504132656173,0.0103199500844436,1.8232408816900747e-05,2.688141081036784e-05,4.272028504168359e-05,1.0853189217597712e-12,6.858772446533501e-10,3.845839208739932e-12,1.5319298700378762e-06,0.02007147013176127,5.127272777747988e-05,0.00019808028992305456,3.3436278152896516e-09,7.597357094146272e-12,4.144552505592589e-08,9.986651392027884e-10,0.00027271168728630244,1.9954792818479353e-08,7.40182427904431e-12,1.0908280001193534e-05,8.709780835344453e-05,2.0714303765341118e-11,4.0346256608257395e-09,2.1467455686063847e-05,1.689293134879394e-05,0.0004725480545261663,2.7883639877831486e-10,4.1530975914545443e-11
3.148750986170807e-05,0.9073255545763186,3.76,0.0,0.4178110011120751,0.8694613549473182,0.13923304715824625,1.1566328249497655e-08,1.0686778426725223e-06,0.05479348166499127,0.001879889833590765,1.1182996599534746e-06,0.0025583702756340086,0.004943814618771904,0.15979944737822344,0.012661250693048638,0.0007258591682651414,8.265753214281859e-06,7.195926892526401e-05,0.03041617145030293,0.003990095391132241,0.0006299337746537949,0.06031859723330069,7.107954423849386e-05,2.4653174553946696e-09,0.00010589198050661036,0.010519103930963074,1.8684815069093466e-05,2.725372729379375e-05,4.335684051595227e-05,1.0992662081460503e-12,6.905498118727108e-10,3.89515053348665e-12,1.5513134673025878e-06,0.020367439644559376,5.268960968333107e-05,0.00020325846280725075,3.4363647728604206e-09,7.88256682005971e-12,4.20012851922633e-08,1.0251767891069123e-09,0.00027756029802829263,2.035992979363214e-08,7.591463938678865e-12,1.1020919841671022e-05,8.92285147464819e-05,2.147483266848775e-11,4.152076598791979e-09,2.176577117789031e-05,1.706652325064e-05,0.00048620182429557653,2.863022372250739e-10,4.308682455409104e-11
3.1580688539478375e-05,0.9075826448740064,3.76,0.0,0.41566336026274797,0.8678941157347161,0.14082403398425788,1.2079920063740418e-08,1.098843333240662e-06,0.05492458946780602,0.0018867897545141838,1.1186401458160576e-06,0.002586777219060621,0.005015617020127387,0.16165876952334288,0.012657880434300049,0.0007335096712617955,8.304636031338495e-06,7.239171748060334e-05,0.030585675758946614,0.003992057841040917,0.0006365921730231816,0.0612007159829454,7.171971465764907e-05,2.481226000255197e-09,0.00010775253833075163,0.010721298637767955,1.914682817848972e-05,2.7631064783628e-05,4.400337866962983e-05,1.1133767902624771e-12,6.952060355356793e-10,3.945036916619004e-12,1.5709159621060044e-06,0.020667239748893746,5.4139916078870406e-05,0.0002085467458969494,3.531337703205239e-09,8.17813718090191e-12,4.256060696203115e-08,1.052400713901636e-09,0.00028245755854316496,2.077174201535656e-08,7.785899559623672e-12,1.1134091108483527e-05,9.139512920796818e-05,2.2261962951309084e-11,4.272618281585626e-09,2.2068086718350822e-05,1.7241414416634083e-05,0.0005001827407294981,2.9392077509602894e-10,4.470059896902136e-11
3.1664549349471654e-05,0.9078162575055535,3.76,0.0,0.4137184609620976,0.8664686491497634,0.14227051066088572,1.2562670222022136e-08,1.126767047404843e-06,0.055041269381976676,0.0018928947451582207,1.1188893544296087e-06,0.0026126616472434967,0.005081251341109035,0.16334586829288666,0.012653949402890472,0.0007404718711822302,8.339095662164868e-06,7.277869070901543e-05,0.030736104071267284,0.003993456995012351,0.0006426095226941929,0.06200387489830807,7.22939585231585e-05,2.49544479894033e-09,0.00010944731257361181,0.01090589565309186,1.957099353012378e-05,2.797503548429193e-05,4.4593968494795326e-05,1.1262178552942693e-12,6.993818643855237e-10,3.990433087392599e-12,1.5887478414853108e-06,0.020940372498624064,5.5474266843716846e-05,0.00021340149334688423,3.618760353143227e-09,8.453311381924969e-12,4.3066994660293545e-08,1.0775281174746122e-09,0.0002869062256328365,2.1148158469506504e-08,7.965097535883886e-12,1.1236393281843463e-05,9.337585207383962e-05,2.2993849617089437e-11,4.383807388004418e-09,2.2343645840677714e-05,1.7399942294344106e-05,0.0005130498064981131,3.0090918913511676e-10,4.62043239912801e-11
3.174841015946493e-05,0.9080519964887969,3.76,0.0,0.4117621530572339,0.8650288757056755,0.14373094598765723,1.3065770206167262e-08,1.1554476605471023e-06,0.055156684989181706,0.00189889798149321,1.1190838625008676e-06,0.0026388531574132604,0.005147864072503828,0.1650459760175161,0.012649163874902648,0.000747508092101421,8.373034196816085e-06,7.316347191545344e-05,0.030884457902765682,0.003994505311849281,0.0006486499255526069,0.06281587733854967,7.286619056345613e-05,2.509566873148953e-09,0.00011116135963531772,0.011092996218848053,2.0003202371357676e-05,2.832321278469081e-05,4.519296567369201e-05,1.1391948678545173e-12,7.035429587063314e-10,4.036307967756042e-12,1.6067617696531735e-06,0.021216678336771832,5.6836620528195406e-05,0.00021834755348536908,3.708060130826363e-09,8.73745022538143e-12,4.357617891288476e-08,1.103264362045381e-09,0.00029139340872877433,2.153012877896095e-08,8.148379162901517e-12,1.1339114018304881e-05,9.538577393252844e-05,2.374865302438385e-11,4.497610890803254e-09,2.262254877606713e-05,1.7559551126273293e-05,0.0005261903048256536,3.0802343349948743e-10,4.775838497228526e-11
3.183227096945821e-05,0.9082898737674605,3.76,0.0,0.4097944189037223,0.863574656251455,0.14520547467391448,1.359014425932078e-08,1.184908035632912e-06,0.05527082010230809,0.0019047971983513297,1.1192232005000043e-06,0.002665357342216114,0.005215474542750702,0.16675911193933252,0.012643520192963881,0.0007546196369900461,8.406437718043473e-06,7.354598387444596e-05,0.031030678163306666,0.003995199818719944,0.0006547129572725931,0.06363679954614072,7.343621183687689e-05,2.523589302187533e-09,0.00011289474074435909,0.011282619168210694,2.044358141245103e-05,2.8675665401930278e-05,4.580052852969099e-05,1.1523096291444993e-12,7.076885954086564e-10,4.08266786621084e-12,1.6249600662876055e-06,0.0214961912670027,5.82274221102729e-05,0.00022338590928535284,3.799268789362911e-09,9.030838409323052e-12,4.408811594538964e-08,1.1296252638982625e-09,0.0002959186450798131,2.1917724734634467e-08,8.335842743711505e-12,1.144224755100238e-05,9.742492804752409e-05,2.4527050145955468e-11,4.614082823065131e-09,2.2904846395054856e-05,1.7720255462393186e-05,0.0005396082438959781,3.1526446647526234e-10,4.936449034770367e-11
3.191613177945149e-05,0.9085299012437921,3.76,0.0,0.40781524137067293,0.8621058498819031,0.1466942331180836,1.413676162675437e-08,1.2151718369685357e-06,0.05538365826884685,0.0019105901215539713,1.1193068959281018e-06,0.002692179939709797,0.005284102584381923,0.16848529368394044,0.012637014850218146,0.0007618078456948923,8.43929222728239e-06,7.392614824602701e-05,0.031174705309413304,0.0039955375631342835,0.0006607981870328588,0.0644667183721007,7.40038201383079e-05,2.5375091738930702e-09,0.00011464751313961964,0.011474783106039521,2.0892259187450015e-05,2.9032463762079072e-05,4.6416819565205636e-05,1.1655639809095819e-12,7.118180419648842e-10,4.129519251316479e-12,1.643345109085795e-06,0.021778945753702754,5.964711952968819e-05,0.0002285175273409149,3.892418393599537e-09,9.333769602024009e-12,4.4602760874736995e-08,1.1566271084068722e-09,0.00030048144498683943,2.2311019610293098e-08,8.52758933630797e-12,1.1545788026859758e-05,9.949333399269314e-05,2.532973658827346e-11,4.7332782008038585e-09,2.3190590694726317e-05,1.7882070545193113e-05,0.0005533076343456738,3.2263320701931766e-10,5.10244093505612e-11
3.199999258944477e-05,0.9087720907763054,3.76,0.0,0.4058246038528464,0.8606223138993832,0.14819735944146095,1.470664032719043e-08,1.2462635744769855e-06,0.055495182755260566,0.0019162744681546454,1.119334473056085e-06,0.002719326837417873,0.005353768548775871,0.1702245372189897,0.012629644492731913,0.0007690740960185359,8.471583646881625e-06,7.430388552982882e-05,0.03131647935206554,0.003995515612894671,0.0006669051775916954,0.06530571129129477,7.456881001643439e-05,2.551323586693584e-09,0.00011641972989813524,0.011669506395204273,2.1349366065647408e-05,2.9393680047595542e-05,4.704200558872428e-05,1.1789598112473975e-12,7.159305561063636e-10,4.176868742294392e-12,1.6619193338233241e-06,0.022064976732325405,6.109616356593848e-05,0.0002337433565302405,3.9875413192765525e-09,9.6465467482019e-12,4.512006769543061e-08,1.18428666728747e-09,0.00030508129127095306,2.2710088231057748e-08,8.723722809503381e-12,1.1649729505220268e-05,0.00010159099720670906,2.615742704834085e-11,4.855253044064009e-09,2.3479834822400644e-05,1.8045012337553733e-05,0.000567292487002644,3.301305326868498e-10,5.273997437722018e-11
3.208385339943805e-05,0.9090164541787827,3.76,0.0,0.4038224902836865,0.8591239037749151,0.14971499352245282,1.5300849973084004e-08,1.278208625153988e-06,0.05560537653071159,0.0019218479466665164,1.1193054526846304e-06,0.0027468040764205004,0.005424493321641278,0.17197685681136493,0.012621405921845144,0.0007764198048768671,8.503297821175246e-06,7.46791150186945e-05,0.03145593986471157,0.003995131056042432,0.0006730334852998397,0.06615385641817713,7.513097279373583e-05,2.5650296515263117e-09,0.0001182114397522682,0.01186680714254486,2.1815034239954232e-05,2.975938823679222e-05,4.767625773037829e-05,1.1924990463988255e-12,7.200253854373888e-10,4.224723096094937e-12,1.6806852272301123e-06,0.022354319619998845,6.25750077063392e-05,0.00023906432664356562,4.084670251917491e-09,9.969482372599887e-12,4.563998918086455e-08,1.212621216616714e-09,0.00030971763874050964,2.3115007044107177e-08,8.924349954912487e-12,1.1754065958320236e-05,0.00010371790854326793,2.7010855815726566e-11,4.980064398442985e-09,2.377263309704961e-05,1.820909755130097e-05,0.0005815668105440926,3.37757277520519e-10,5.451308344797081e-11
3.216771420943133e-05,0.9092630032171464,3.76,0.0,0.4018088851493696,0.8576104731087462,0.1512472770313223,1.5920513736162493e-08,1.3110332653101522e-06,0.05571422225012994,0.0019273082572811193,1.119219351933786e-06,0.0027746178555653404,0.005496298338678781,0.17374226498289663,0.01261229609644764,0.0007838464295314588,8.534420517653554e-06,7.5051754750167e-05,0.031593025991506256,0.00399438100079909,0.0006791826600149188,0.067011232522977,7.569009658837971e-05,2.5786244936709956e-09,0.00012002268690049534,0.01206670318436835,2.2289397770347984e-05,3.012966414177199e-05,4.831975158926833e-05,1.2061836535460963e-12,7.241017671358933e-10,4.27308921309499e-12,1.6996453298838213e-06,0.022647010326195382,6.408410800418953e-05,0.0002444813469681507,4.183838184984331e-09,1.0302898886979575e-11,4.6162476896081e-08,1.2416485537162056e-09,0.00031438991365795045,2.3525854187484815e-08,9.129580586556425e-12,1.1858791271351238e-05,0.0001058740438154505,2.789077724690863e-11,5.10777035547087e-09,2.40690410303084e-05,1.8374343676378687e-05,0.0005961346090462687,3.455142298818603e-10,5.634570277113735e-11
3.2251575019424606e-05,0.9095117496076673,3.76,0.0,0.3997837735039165,0.8560818735901775,0.15279435346551518,1.656681155301427e-08,1.3447647157398094e-06,0.05582170223658415,0.0019326530920772045,1.1190756839994658e-06,0.002802774535839365,0.005569205601642456,0.17552077246444062,0.012602312135191477,0.0007913554688442894,8.56493742840709e-06,7.542172145450349e-05,0.03172767645581795,0.003993262575500621,0.0006853522450218839,0.06787791904838525,7.624596633666638e-05,2.592105254692985e-09,0.00012185351080978264,0.012269212071400314,2.2772592640362977e-05,3.050458545193453e-05,4.8972667403311996e-05,1.2200156428031607e-12,7.281589276008543e-10,4.321974143028372e-12,1.7188022384473065e-06,0.022943085263582345,6.562392292935251e-05,0.0002499953048248147,4.285078418271612e-09,1.0647128911125744e-11,4.668748117365513e-08,1.2713870154728461e-09,0.00031909751320686824,2.3942709563886533e-08,9.339527635982008e-12,1.1963899241576791e-05,0.00010805936333246819,2.8797966259294525e-11,5.238430074410645e-09,2.4369115348675442e-05,1.8540769010822034e-05,0.0006109998794230175,3.5340213022166876e-10,5.823986942177725e-11
3.2335435829417885e-05,0.9097627050148568,3.76,0.0,0.39774714098540404,0.8545379549565179,0.15435636818556708,1.724098375989261e-08,1.3794311787404922e-06,0.055927798462943136,0.0019378801352220327,1.1188739578960023e-06,0.00283128064487432,0.005643237695069413,0.17731238814824632,0.012591451318645256,0.0007989484645418246,8.594834171328667e-06,7.578893050036331e-05,0.03185982956901186,0.003991772928526726,0.000691541777004632,0.0687539961267882,7.679836381605167e-05,2.6054690944278296e-09,0.00012370394600789468,0.012474351053163536,2.3264756788858153e-05,3.08842317766269e-05,4.963519014350894e-05,1.2339970670217894e-12,7.321960820810315e-10,4.371385085567038e-12,1.7381586057831004e-06,0.023242581359147866,6.719491321132201e-05,0.00025560706405679116,4.388424556249339e-09,1.1002515604258758e-11,4.7214951088721676e-08,1.3018554973336057e-09,0.0003238398049591838,2.4365654917564e-08,9.554307259432914e-12,1.2069383577318887e-05,0.00011027381142906572,2.9733218837399796e-11,5.372103804792608e-09,2.467291401559402e-05,1.8708392691641372e-05,0.0006261666087602722,3.614216687959157e-10,6.019769414115315e-11
3.2419296639411164e-05,0.9100158810489303,3.76,0.0,0.39569897383333263,0.852978564951327,0.15593346845154527,1.7944334104194505e-08,1.4150618737920382e-06,0.056032492532831914,0.0019429870631730425,1.1186136782049695e-06,0.0028601428815510283,0.005718417803498574,0.17911711903858948,0.012579711091378006,0.0008066270025219037,8.624096291261766e-06,7.615329583843232e-05,0.03198942323949853,0.003989909228229211,0.000697750786009226,0.06963954459804168,7.734706766960714e-05,2.6187131930075087e-09,0.0001255740218652829,0.01268213706178731,2.3766030134163857e-05,3.126868468577685e-05,5.030750962849989e-05,1.2481300218702667e-12,7.362124342885971e-10,4.421329390131161e-12,1.757717140910692e-06,0.023545536065496864,6.879754167321412e-05,0.00026131746347291755,4.4939105063472364e-09,1.136941300654962e-11,4.774483444018854e-08,1.3330734728228272e-09,0.00032861612634261215,2.4794773914034198e-08,9.774038947336053e-12,1.2175237897009268e-05,0.00011251731598863011,3.069735254412076e-11,5.508852909597925e-09,2.4980496252491717e-05,1.8877234726533717e-05,0.0006416387715441353,3.695734833280717e-10,6.222136425880285e-11
3.250315744940444e-05,0.9102712892632332,3.76,0.0,0.39363925890722334,0.8514035492820347,0.1575258034599848,1.867823315684995e-08,1.4516870822907402e-06,0.056135765660859975,0.001947971544879396,1.118294344815058e-06,0.0028893681207106023,0.005794769729113176,0.18093497020059054,0.012567089063966448,0.000814392714222731,8.652709261217635e-06,7.651472994221266e-05,0.03211639498205809,0.003987668662863231,0.0007039787953557511,0.0705346460277538,7.789185343220196e-05,2.63183475293507e-09,0.00012746376236592098,0.012892586695241818,2.4276554610107042e-05,3.165802775214917e-05,5.098982068182953e-05,1.2624166468325139e-12,7.402071759883808e-10,4.471814559336201e-12,1.7774806103067152e-06,0.023851987372273196,7.043227305580883e-05,0.0002671273152449492,4.60157047726802e-09,1.1748186391931237e-11,4.8277077724631575e-08,1.3650610138889423e-09,0.0003334257841091815,2.523015222314928e-08,9.998845636040883e-12,1.2281455728122065e-05,0.00011478978796030616,3.169120704156128e-11,5.6487398893063005e-09,2.529192255946454e-05,1.9047316026316948e-05,0.0006574203267741088,3.7785815661356093e-10,6.43131467416052e-11
3.258701825939772e-05,0.9105289411516955,3.76,0.0,0.3915679837065221,0.8498127515768729,0.1591335243813056,1.9444122422864147e-08,1.4893381929317796e-06,0.056237598652089965,0.0019528312419737864,1.1179154526500892e-06,0.0029189634180065063,0.0058723179099650115,0.18276594470709018,0.012553583014928652,0.0008222472780397221,8.680658483518043e-06,7.687314374601099e-05,0.032240681927462156,0.003985048440523423,0.0007102253215261224,0.07143938272606484,7.843249355795632e-05,2.6448310012146363e-09,0.00012937318586721665,0.01310571619996535,2.4796474208313755e-05,3.2052346594388746e-05,5.168232326586325e-05,1.2768591259761555e-12,7.441794865651771e-10,4.522848251653306e-12,1.7974518389125399e-06,0.024161973817772332,7.209957383152677e-05,0.00027303740325719067,4.711438977358466e-09,1.2139212633132138e-11,4.8811626107712906e-08,1.397838812083435e-09,0.000338268053805389,2.5671877605891158e-08,1.0228853825032618e-11,1.2388030505875697e-05,0.00011709112086986591,3.271564462267621e-11,5.791828406911334e-09,2.5607254735943762e-05,1.921865843813408e-05,0.0006735152149559386,3.8627621406395097e-10,6.647539137742909e-11
3.2670879069391e-05,0.9107888481460639,3.76,0.0,0.3894851363918661,0.8482060133411068,0.16075678439771418,2.024351830617649e-08,1.5280477449439079e-06,0.05633797188073296,0.001957563808951087,1.1174764913928512e-06,0.0029489360149088295,0.0059510874387894265,0.18461004358347882,0.012539190892582744,0.0008301924207766584,8.707929290853038e-06,7.722844658043146e-05,0.03236222083240495,0.003982045789086825,0.0007164898740594224,0.07235383776693395,7.896875744861633e-05,2.6576991915314864e-09,0.00013130230484877187,0.013321541452842188,2.5325935016160237e-05,3.245172891919632e-05,5.2385222604375777e-05,1.291459688074896e-12,7.481285325705857e-10,4.574438281773076e-12,1.8176337102528386e-06,0.024475534500743495,7.379991200816163e-05,0.00027904848140686907,4.823550812982322e-09,1.2542880578425924e-11,4.93484233953346e-08,1.4314282005002784e-09,0.00034314217924430825,2.61200400046307e-08,1.0464193698466001e-11,1.2494955571696689e-05,0.00011942119032421734,3.3771550751352345e-11,5.938183313797421e-09,2.592655590090617e-05,1.939128477951957e-05,0.0006899273549714147,3.9482812119126335e-10,6.871053410110048e-11
3.275473987938428e-05,0.9110510216129253,3.76,0.0,0.38739070580777063,0.846583173912614,0.16239573874158017,2.1078016156427775e-08,1.5678494760777546e-06,0.05643686526806334,0.00196216689334104,1.1169769452035536e-06,0.002979293343845077,0.006031104082343196,0.18646726575039407,0.012523910816825357,0.000838229919138467,8.73450694732134e-06,7.758054610513523e-05,0.03248094808975516,0.003978657956165522,0.0007227719554437509,0.07327809500794479,7.950041148298337e-05,2.670436606478263e-09,0.00013325112564848413,0.013540077942499187,2.5865085251298138e-05,3.285626456361749e-05,5.309872933132946e-05,1.3062206070232703e-12,7.520534672473898e-10,4.626592622028288e-12,1.8380291669596629e-06,0.024792709092334782,7.553375692199252e-05,0.0002851612718547502,4.937941086896589e-09,1.2959591440262559e-11,4.988741200280747e-08,1.4658511765305151e-09,0.0003480473719801261,2.6574731636836578e-08,1.0704999250815194e-11,1.2602224171432098e-05,0.00012177985350969421,3.4859834610165996e-11,6.0878706764886416e-09,2.6249890512432348e-05,1.95652188732917e-05,0.0007066606408213459,4.035142810321219e-10,7.102110046938556e-11
3.283860068937756e-05,0.9113154728506448,3.76,0.0,0.3852846815068168,0.8449440704168236,0.16405054473426023,2.194929495529169e-08,1.6087783742247404e-06,0.056534258259533385,0.0019666381358802807,1.1164162924305246e-06,0.003010043033470768,0.006112394301327494,0.18833760796418397,0.012507741080826341,0.0008463616012787812,8.76037664945762e-06,7.792934823868904e-05,0.03259679973914487,0.00397488220907286,0.0007290710609816031,0.07421223911062895,8.002721904764246e-05,2.6830405598350795e-09,0.00013521964818526618,0.013761340749897783,2.641407529828585e-05,3.326604553785987e-05,5.3823059642437185e-05,1.3211442025225708e-12,7.55953430029528e-10,4.679319404705729e-12,1.8586412116433691e-06,0.02511353784818795,7.730157901974492e-05,0.00029137646322594776,5.054645196703581e-09,1.3389759196943046e-11,5.042853292099395e-08,1.5011304255309626e-09,0.0003529828107856238,2.70360470926581e-08,1.095140841735833e-11,1.2709829453333916e-05,0.0001241669486843766,3.598142965754722e-11,6.2409578044391616e-09,2.6577324386693823e-05,1.974048558319556e-05,0.0007237189382362429,4.1233503151001385e-10,7.340970929162351e-11
3.292246149937084e-05,0.9115822130861527,3.76,0.0,0.38316705377541527,0.8432885377210262,0.16572136182533723,2.2859122217188792e-08,1.650870728687997e-06,0.056630129801063876,0.0019709751706800073,1.115794005314835e-06,0.00304119291408541,0.006194985270953149,0.1902210647550233,0.012490680152637657,0.0008545893484040912,8.785523527226424e-06,7.827475708563717e-05,0.032709711477911,0.003970715834806751,0.0007353866786288493,0.07515635556129507,8.054894056898828e-05,2.6955083989043553e-09,0.0001372078656686251,0.013985344528194329,2.6973057747995812e-05,3.36811660677851e-05,5.455843543397318e-05,1.3362328403865248e-12,7.59827546018257e-10,4.7326269230346225e-12,1.8794729072492124e-06,0.025438061620693942,7.910384962876813e-05,0.00029769470876041254,5.173698833382137e-09,1.3833811007503309e-11,5.0971725679551925e-08,1.5372893454086765e-09,0.0003579476411330078,2.750408343642302e-08,1.1203563209594194e-11,1.2817764465851413e-05,0.00012658229466467135,3.713729419391178e-11,6.397513278881605e-09,2.690892471629194e-05,1.991711085031829e-05,0.0007411060811493165,4.21290642734185e-10,7.587907642347339e-11
3.3006322309364116e-05,0.9118512534714913,3.76,0.0,0.3810378136612213,0.8416164083880915,0.1674083516322501,2.3809358923748255e-08,1.6941641840399894e-06,0.056724458314494235,0.0019751756253843884,1.1151095496896046e-06,0.003072751023208347,0.0062789049021152385,0.1921176283625742,0.012472726676714042,0.0008629150964288823,8.809932644978426e-06,7.86166748607769e-05,0.0328196186724049,0.0039661561400533285,0.000741718288819911,0.07611053069235207,8.106533354640782e-05,2.707837506894081e-09,0.0001392157642943194,0.014212103481834142,2.754218743689665e-05,3.410172263705521e-05,5.530508445194886e-05,1.3514889327118744e-12,7.636749254350035e-10,4.786523631731969e-12,1.9005273772384448e-06,0.0257663218713817,8.094104071489297e-05,0.00030411662441222093,5.295137979871228e-09,1.4292187639601979e-11,5.151692830778179e-08,1.574352072114647e-09,0.00036294097467864386,2.7978940311912798e-08,1.1461609855642577e-11,1.2926022155183973e-05,0.00012902569030628276,3.832841193507251e-11,6.557606982685484e-09,2.7244760087839317e-05,2.0095121730309104e-05,0.0007588258680269873,4.3038131423442613e-10,7.843201873199074e-11
3.3121967994756884e-05,0.9122260588987146,3.76,0.0,0.3780824868084444,0.8392829710388297,0.16976157543774711,2.518967911529532e-08,1.7559093541802114e-06,0.056851967065753,0.0019807396979513825,1.114062692982366e-06,0.0031169551907799715,0.006396864286185168,0.19475450714557005,0.012446502243250128,0.0008745609122759909,8.842355376680192e-06,7.908227484607031e-05,0.03296613424167433,0.003959218110167744,0.0007504749601296204,0.07744301781970829,8.176825488604475e-05,2.7246072608825334e-09,0.00014201693919973073,0.01452935324216257,2.834396412480502e-05,3.46907782799578e-05,5.635365302690229e-05,1.3728066164490272e-12,7.689350035437078e-10,4.86183067259344e-12,1.9299332240713792e-06,0.0262252061529932,8.353271768073263e-05,0.0003131436851457134,5.466585078084996e-09,1.4948638586696955e-11,5.2271952599554224e-08,1.626991001943632e-09,0.00036987192320832123,2.864515482807446e-08,1.182740495245581e-11,1.307582767055896e-05,0.00013244077864835014,4.00306844543544e-11,6.7843150836268044e-09,2.7714960143857405e-05,2.0342927415525966e-05,0.0007838143910000278,4.431392935240091e-10,8.209508672939372e-11
