Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220),CH3OH(25),S(758),S(1428)
9.208e-13,0.5991833454659617,3.76,0.0,0.7121820518607934,0.999999999999829,1.835084247676503e-27,2.6230866779224656e-42,1.5969181187466837e-29,1.7380706266691758e-13,1.7095517384948356e-13,1.713850114023787e-21,1.1837211867400505e-21,2.8518866296309193e-15,8.774957649010873e-21,3.5540833160078126e-22,2.383802333993331e-21,2.907909594578338e-23,7.257924508609159e-30,3.6077487234087792e-34,9.533858878707914e-31,3.623945673938574e-31,9.637548792677527e-31,1.2285347380208675e-22,3.97458913897327e-48,7.255898203363137e-47,5.813529353624898e-52,1.9812291854412456e-70,7.168392003357241e-21,5.06986207494496e-25,4.7550714194810996e-36,1.2407456111625077e-39,1.6310853259016464e-34,2.7090167682095783e-29,1.1457272222261594e-30,8.941596070198246e-59,1.2244633236159195e-54,2.5853845528169557e-65,9.164278002420478e-70,2.0516857416810017e-50,1.310280126359956e-33,3.872675911992289e-72,1.037077931691735e-74,2.6816202173245576e-52,2.5928441810444384e-35,1.612193363329545e-73,1.2653287651789317e-72,1.584788928971182e-61,2.7471448425374244e-30,3.2923196542512718e-46,7.909775973627247e-72,6.574937177558338e-79,2.530607051572071e-59,1.7171844142882698e-44,2.737556746058087e-83,6.232713318613641e-74,4.375380453570252e-85,7.14200362148628e-73,2.1591548977642662e-82,4.905100282066229e-36,5.471365597029848e-55,1.923643361130044e-52,2.4328334494048695e-75,5.087967448015795e-86,5.047506758659402e-56,2.2213448585880208e-54,4.508992170677837e-71,7.459708808975628e-54,8.63315316229123e-49,8.641782222627802e-74,8.261388449982882e-50,2.100922894183017e-77,1.0229685214035277e-72,4.513235948691247e-77,4.006442160789249e-78,7.039917630473478e-63,9.747798634898975e-31,2.488121135894133e-69,7.605821728226883e-64
1e-12,0.599183345465962,3.76,0.0,0.7121820518607784,0.9999999999998144,2.939959539057632e-27,4.202272001315426e-42,2.008961042597819e-29,1.8875658406648192e-13,1.8565939821874235e-13,2.1560820316799572e-21,1.4891639057123764e-21,3.097183095399929e-15,9.80597109033321e-21,4.471167953867058e-22,2.7363293455394254e-21,3.658240565057707e-23,9.133030195038667e-30,5.7799079377493414e-34,1.2552675997759893e-30,5.805550792472369e-31,1.5439350409905633e-30,1.545541487261472e-22,9.094273333565523e-48,1.6620308014191742e-46,2.1314642915427505e-51,1.2720142211825614e-69,7.784853405954199e-21,6.377835935111366e-25,7.635397837859813e-36,1.9883266546544743e-39,2.6105073644858637e-34,4.3379949640629924e-29,1.8539020031343512e-30,3.278830532842519e-58,4.491827880337164e-54,1.6591565024268463e-64,5.874637799324573e-69,7.056397945649676e-50,2.098951669439306e-33,4.099190113014814e-71,6.654080050203449e-74,9.832391048282881e-52,4.726478555033775e-35,1.7348550575722196e-72,8.126581047897234e-72,5.807089434240109e-61,4.40110412295013e-30,7.539942147427433e-46,5.078578193747481e-71,7.787460309315594e-78,1.6247383825503496e-58,3.9247956201901286e-44,6.267642058107223e-82,7.434127394618787e-73,9.296672815647925e-84,8.518806502478937e-72,2.575104341836824e-81,7.851376023908131e-36,2.006472903000819e-54,5.2360262113265955e-52,2.9014160909191757e-74,1.1434825700187463e-84,1.3828985839814592e-55,8.158315299889806e-54,5.377299946062557e-70,2.727559487300002e-53,1.9761683204362775e-48,1.0299313583989224e-72,1.889744108225206e-49,2.507274693303115e-76,1.2198163268058659e-71,5.3861543091380465e-76,4.775097682977634e-77,4.508914304834411e-62,1.561670397013956e-30,2.9668784384637814e-68,4.885423402426231e-63
1.8424000000000003e-12,0.599183345465962,3.76,0.0,0.7121820518606194,0.9999999999996579,1.4691814911020592e-26,2.0999061350131507e-41,6.391599414468996e-29,3.477651298618487e-13,3.4205887560085934e-13,6.85982151947742e-21,4.7379637347816686e-21,5.706245504033951e-15,2.0772204966216285e-20,1.4225613647460888e-21,6.485934831984258e-21,1.163903361470193e-22,2.907733613251623e-29,2.8883783217553623e-33,4.46619126276765e-30,2.9009896144150088e-30,7.71494221567867e-30,4.9173405473660945e-22,6.35490961305924e-47,1.1622357600209641e-45,1.8619012352732857e-50,1.2694312621973248e-68,1.4341761051758222e-20,2.0289921538699564e-24,3.827159701516078e-35,9.939870480887234e-39,1.3027996320336217e-33,2.1664399410867565e-28,9.38630649097607e-30,2.864305765295674e-57,3.924470543819055e-53,1.6556639367516245e-63,5.861196233502073e-68,6.028833684240766e-49,1.0487548991283342e-32,4.358054784505347e-70,6.639855712891929e-73,8.589058988665802e-51,2.7420589623829543e-34,1.847261681984449e-71,8.110535532771948e-71,5.071701299028249e-60,2.1993216469158078e-29,5.271919957484681e-45,5.068305726438552e-70,8.36243776922698e-77,1.621440095118656e-57,2.7405751173873658e-43,7.002079722807706e-81,7.987686915303896e-72,1.0352565173601517e-82,9.153143544962889e-71,2.766829485920661e-80,3.9189036187135736e-35,1.752850491807785e-53,4.0467734708871886e-51,3.1174282570874486e-73,1.2764804277111067e-83,1.07231990612102e-54,7.130609181191813e-53,5.77762895180981e-69,2.380445648267149e-52,1.3812877547003346e-47,1.1065484424962547e-71,1.3202636453457019e-48,2.6940942080078054e-75,1.3106159830066368e-70,5.787480826999858e-75,5.130337546726407e-76,4.497945406747873e-61,7.804051526315335e-30,3.187722025758218e-67,4.875873466275496e-62
3.6856e-12,0.5991833454659626,3.76,0.0,0.7121820518602715,0.9999999999993158,1.1757889590073955e-25,1.6803100082967465e-40,2.5572844689357212e-28,6.956812620331858e-13,6.842662802541312e-13,2.7447858426442585e-20,1.8957979378469477e-20,1.1414946739493893e-14,5.441485357326897e-20,5.692112975065671e-21,1.984117151382991e-20,4.656983063211426e-22,1.16561079008238e-28,2.311557541225133e-32,2.3073581333393201e-29,2.3210805959167198e-29,6.172767344290134e-29,1.9675766852829693e-21,1.0141343713402127e-45,1.8605081066969853e-44,5.960452452766803e-49,8.130068052301335e-67,2.8684745880733106e-20,8.116420050284396e-24,3.094996735851151e-34,7.965092807726571e-38,1.037768684880606e-32,1.7299470709622726e-27,7.852552251967036e-29,9.167992519572376e-56,1.2572369846001845e-51,1.0587500797369046e-61,3.7387517477153837e-66,1.8426241210528522e-47,8.388972562636589e-32,5.193922763963078e-68,4.244707736155243e-71,2.748453845986223e-49,3.2573660243034904e-33,2.225706408492625e-69,5.195927682078882e-69,1.6201915867658075e-58,1.7600223295646634e-28,8.438245622673506e-44,3.2452916418821577e-68,1.0549849317419318e-74,1.0379508432373597e-55,4.357602310291192e-42,1.7836868563663619e-78,1.0230276075601952e-69,2.5236691375329182e-80,1.1722667377899629e-68,3.542719235834194e-78,3.123328337384452e-34,5.612133956849251e-52,9.560761502114554e-50,3.992359655226027e-71,3.2096348000219982e-81,2.0487621147216435e-53,2.293047004140813e-51,7.388547648800894e-67,7.565558475421199e-51,2.2061631267924518e-46,1.413108196587068e-69,2.104893083650588e-47,3.4505351066480306e-73,1.6759640771897379e-68,7.412436062023435e-73,6.558541920566564e-74,2.8614789703860986e-59,6.24542983308417e-29,4.075374410778162e-65,3.122711292352395e-60
7.372e-12,0.5991833454659639,3.76,0.0,0.7121820518595756,0.9999999999986313,9.408054127877926e-25,1.3440983960801466e-39,1.0229300414086992e-27,1.3915135175039235e-12,1.3686810941626892e-12,1.098064024504952e-19,7.58438857947691e-20,2.2832283157516377e-14,1.6029254350405871e-19,2.2772274743098814e-20,6.715524049792913e-20,1.862979311458709e-21,4.68031413344831e-28,1.8495605428201746e-31,1.3394012141043202e-28,1.8562690425758357e-28,4.936702705852809e-28,7.8715875746158e-21,1.6132202441107093e-44,2.977226999642132e-43,1.9076292835243876e-47,5.2064562586606254e-65,5.735571039527665e-20,3.245344085803994e-23,2.527075717389935e-33,6.389547545160819e-37,8.226834308769206e-32,1.3780737655049916e-26,6.824853288231327e-28,2.932460970157813e-54,4.0280598926886085e-50,6.757919619886253e-60,2.3747384869789436e-64,5.7536079008174935e-46,6.70565176072054e-31,6.401621909943627e-66,2.707926785044194e-69,8.786633356503959e-48,4.296356239066168e-32,2.7599968874196427e-67,3.328586033807876e-67,5.162357065370487e-57,1.4081198115866926e-27,1.3503109549269401e-42,2.0770289633857129e-66,1.3113880418677757e-72,6.638967550101196e-54,6.881775187470499e-41,4.5142354301605385e-76,1.3097982078239198e-67,6.2099047088551845e-78,1.5007618246440986e-66,4.533348886695053e-76,2.4785899755608836e-33,1.7962297491872503e-50,2.5101644559966916e-48,5.111209695235443e-69,8.018540551548555e-79,3.6262370365441734e-52,7.403175163636587e-50,9.425630083776716e-65,2.3867870452211783e-49,3.514412428162133e-45,1.7977298039518776e-67,3.3419592699440494e-46,4.415330666112022e-71,2.138070541156948e-66,9.48490933806788e-71,8.365113600287292e-72,1.8072791521519234e-57,4.996999617271547e-28,5.196065404471205e-63,1.998519013526883e-58
1e-11,0.5991833454659664,3.76,0.0,0.7121820518590796,0.9999999999981435,3.2884548170716653e-24,4.6958374105036356e-39,2.1164762450451285e-27,1.8875657963583493e-12,1.856594005170493e-12,2.2723079515728744e-19,1.5695420606597394e-19,3.097150107680204e-14,2.9079542959507003e-19,4.712646080260189e-20,1.3026038688849207e-19,3.855012169317437e-21,9.73448761589078e-28,6.464722911982535e-31,3.959050890689382e-28,6.482978765904534e-28,1.724173738281256e-27,1.6289871409334596e-20,1.013052304378392e-43,1.8892913386610924e-42,2.298602802111175e-46,1.2222282241493494e-63,7.77736007381485e-20,6.71109183472785e-23,9.113223306060575e-33,2.242647081479177e-36,2.832842838860177e-31,4.782245849673784e-26,2.690496002098402e-27,3.5290580644184128e-53,4.8625325500382845e-49,1.5761892860357357e-58,5.48697212836377e-63,6.842102178071813e-45,2.3400142371815027e-30,2.9053815546915802e-64,6.309587196338274e-68,1.0563929387459577e-46,2.453294542684282e-31,1.256739554358272e-65,7.818107408098717e-66,6.167822976866527e-56,4.920981525244093e-27,8.569827866758089e-42,4.8698320981528445e-65,5.738196753246693e-71,1.5546753820922466e-52,4.266281584725557e-40,4.052604843781306e-74,6.060403678003251e-66,5.437788379241585e-76,6.942898027407436e-65,2.095310966253434e-74,8.549036693230759e-33,2.1643113339318415e-49,2.6962104371596585e-47,2.364813214342878e-67,7.063138525274297e-77,2.415157262262364e-51,9.05853380653455e-49,4.3291838882094326e-63,2.799589410551781e-48,2.2122389608479649e-44,8.212489045113353e-66,2.0915899321500478e-45,2.040144772057729e-69,9.820882968443999e-65,4.3825000047330023e-69,3.8415021535895147e-70,4.130114013257137e-56,1.746478050064206e-27,2.3839141241393492e-61,4.683464738025796e-57
1.47448e-11,0.5991833454659664,3.76,0.0,0.712182051858184,0.9999999999972625,7.52708757713488e-24,1.0747333329695637e-38,4.090851445583229e-27,2.7831779929749715e-12,2.737510740387322e-12,4.392381233594139e-19,3.0339722266521785e-19,4.56666917858685e-14,5.264157088662386e-19,9.109744330455404e-20,2.4419543201556327e-19,7.451586561999362e-21,1.8859693985560884e-27,1.4797303737401707e-30,8.688774553345701e-28,1.4836408101996624e-27,3.9458224648885106e-27,3.148890989448443e-20,2.5508338235522682e-43,4.76283581236313e-42,6.104264382404347e-46,3.3349346706420844e-63,1.1463768220651173e-19,1.2968428181415035e-22,2.1004377445605654e-32,5.1380806252289854e-36,6.462144345328579e-31,1.0928408598899086e-25,6.315918012203615e-27,9.371250082276864e-53,1.2914477217290482e-48,4.2999538043987495e-58,1.4964833405897506e-62,1.815657498542922e-44,5.354170213266783e-30,8.035408283883975e-64,1.7212506613468444e-67,2.805047823168493e-46,6.1069691385047794e-31,3.4759258196569183e-65,2.1332570318534654e-65,1.637164766494085e-55,1.1263381167162524e-26,2.160451730483132e-41,1.328721057485314e-64,1.5861624666754876e-70,4.241744644129573e-52,1.0726474953163469e-39,1.128799602341726e-73,1.6765856614738997e-65,1.5143485009074052e-75,1.9207198289921013e-64,5.7965031788498525e-74,1.95091035067772e-32,5.747625384862374e-49,7.110957945209066e-47,6.542153039987688e-67,1.967071689766076e-76,6.120964426981917e-51,2.4076902396185563e-48,1.1975258628148963e-62,7.423261068835478e-48,5.571871005184745e-44,2.2715392844152456e-65,5.264528697622841e-45,5.643866349308045e-69,2.7166261126094288e-64,1.2123765622763638e-68,1.0626224949725399e-69,1.1260649461502736e-55,3.99751026982891e-27,6.594208197543093e-61,1.2778535585608206e-56
2.9490400000000004e-11,0.5991833454659713,3.76,0.0,0.7121820518554006,0.9999999999945248,6.021843335340697e-23,8.587928412362175e-38,1.6354465270637648e-26,5.566506802173871e-12,5.475170106462338e-12,1.7568381353900926e-18,1.2136141809606421e-18,9.133445224297983e-14,1.8761188990628763e-18,3.6441204506592516e-19,9.279053986259837e-19,2.9800064039838524e-20,7.653730971905492e-27,1.1837473517399506e-29,6.140348012762573e-27,1.1845494883579093e-26,3.150557207847241e-26,1.2596074092490533e-19,3.9870137019113434e-42,7.616569849401073e-41,1.9529546086509571e-44,2.1375286491214887e-61,2.2896230272695873e-19,5.176403704321457e-22,1.7989397654854542e-31,4.1519824696641113e-35,4.987374165688489e-30,8.591088362731537e-25,6.387097010370532e-26,2.990049519971722e-51,4.147208032153497e-47,2.71977106460211e-56,9.289219505093556e-61,5.752459824530331e-43,4.266231479519378e-29,1.0181832313362441e-61,1.086516470707677e-65,8.931562823174842e-45,9.049302652958537e-30,4.412944475689697e-63,1.368662005268665e-63,5.145830866688275e-54,9.006899551754928e-26,3.4560503861230496e-40,8.494417075762299e-63,1.8281830541990755e-68,2.7048446534268305e-50,1.6299901378506514e-38,2.7581818160123086e-71,2.1456421202114785e-63,3.5775203748838944e-73,2.4572792897709625e-62,7.401962582243311e-72,1.5115772421068804e-31,1.8386380244770983e-47,2.1015719099114342e-45,8.371713365404667e-65,4.645321602031934e-74,1.0054600643038744e-49,7.921812001549394e-47,1.509755521486473e-60,2.2460212031139386e-46,8.753679586693159e-43,2.833253094869763e-63,8.1687523288481e-44,7.201603638909093e-67,3.425483602437188e-62,1.5469335843978723e-66,1.3394455886087769e-67,6.836529979574756e-54,3.1974098544170814e-26,8.295051083110756e-59,8.152441314538088e-55
5.89816e-11,0.5991833454659813,3.76,0.0,0.712182051849834,0.9999999999890495,4.817408866656952e-22,6.853995164399394e-37,6.534246575987642e-26,1.1133163854706623e-11,1.0950489133080809e-11,7.026009112037329e-18,4.854362746614654e-18,1.8266574620831488e-13,7.04523846349133e-18,1.4577373490758268e-18,3.613694634527998e-18,1.1914276166687353e-19,3.1492109725534006e-26,9.468730773720189e-29,4.587992219466209e-26,9.438076812831396e-26,2.5105465747953716e-25,5.038530223543578e-19,6.096633632024592e-41,1.2172519093417708e-39,6.2472111355702185e-43,1.4569464655068748e-59,4.566582803595309e-19,2.0617011999830202e-21,1.608124556863512e-30,3.3871165347948513e-34,3.724598428479526e-29,6.640440960511593e-24,7.138802617948148e-25,9.49879146767133e-50,1.4133567884703894e-45,1.7927433065446523e-54,5.784738917503493e-59,1.8208829238086438e-41,3.385594065546883e-28,1.2963426131797152e-59,6.756095237778358e-64,2.829501995787724e-43,1.3573214833468077e-28,5.637039121867798e-61,9.30132944686367e-62,1.5912800449480902e-52,7.198924393803817e-25,5.5271184922200874e-39,5.414669938240057e-61,1.9468318688642065e-66,2.2672140450337894e-48,2.3604921878830177e-37,1.3557712307613297e-68,2.7454999047765103e-61,1.660249348560202e-70,3.1422049185550827e-60,9.412928585687782e-70,1.136960091463362e-30,5.879155201384694e-46,6.28597437735689e-44,1.0710444478167419e-62,2.1433313065666247e-71,1.6256426956021847e-48,2.6418572364164456e-45,3.272741258987904e-58,6.45144982750371e-45,1.3515020102014586e-41,6.0081798594920385e-61,1.2319498809096464e-42,1.598412795973112e-64,7.484958310736578e-60,3.4332210366415206e-64,2.19048614717153e-65,5.196274468673706e-52,2.556789096259591e-25,1.7669176157429e-56,6.788375819048761e-53
9.999999999999999e-11,0.5991833454660014,3.76,0.0,0.7121820518420915,0.9999999999814341,2.8267071268114404e-21,4.003724324336687e-36,2.0124307393458055e-25,1.8875653797587258e-11,1.856594222122328e-11,2.1676332054974843e-17,1.4981102839526945e-17,3.0968386768098145e-13,2.1104267480094496e-17,4.499392073263386e-18,1.1015805373840692e-17,3.673812229547688e-19,1.0207380791897606e-25,5.554753581612881e-28,2.6020449085937575e-25,5.495851205266584e-25,1.4622281566620652e-24,1.5550566406717011e-18,6.415889153484056e-40,1.3883249424447568e-38,1.407843534476672e-41,6.561455616604427e-58,7.707240857585325e-19,6.3140142355602434e-21,1.0943915786560993e-29,2.0589766215475225e-33,1.9386836663023497e-28,3.6594297746491476e-23,6.234217959086692e-24,2.11487878411011e-48,3.230795761464385e-44,7.700262866994639e-53,2.3321284553095704e-57,4.03881783527844e-40,1.9566201406513983e-27,1.1538716873298273e-57,2.8696210375993325e-62,6.257655278992073e-42,1.4351970190132933e-27,5.025584130692123e-59,4.210074266749919e-60,3.36674680490216e-51,4.216893081363405e-24,6.312447827165023e-38,2.4110826228668087e-59,1.3009568934064953e-64,1.0036372011041998e-46,2.250558794707312e-36,1.9933992769606798e-66,2.44983743951168e-59,2.205759279652705e-68,2.80017641547804e-58,8.312472917305193e-68,5.98589299868652e-30,1.3241920822402703e-44,1.304510415573886e-42,9.554013120079582e-61,2.810206723747595e-69,1.857230928771691e-47,6.224002459925707e-44,2.7578387129905745e-56,1.193494159474898e-43,1.4462658876418825e-40,4.867503022485929e-59,1.2653230409009964e-41,1.4098793660670648e-62,6.3457606943048e-58,3.027795947509256e-62,1.8529775066467774e-63,1.9303707899496587e-50,1.4990185800033437e-24,1.4589274497347569e-54,2.952477796337183e-51
1.17964e-10,0.5991833454660014,3.76,0.0,0.7121820518387006,0.9999999999780989,3.853684618326912e-21,5.456984004115939e-36,2.6076071785171014e-25,2.2266475705167952e-11,2.1901128363915133e-11,2.809243803051094e-17,1.941610661902777e-17,3.6531142833997805e-13,2.7261416399951428e-17,5.8314841457309946e-18,1.4257558277927964e-17,4.760972069662309e-19,1.329850483951281e-25,7.572773918295516e-28,3.540678924423951e-25,7.489417747716769e-25,1.9926613461408107e-24,2.015431053117159e-18,8.958724566289498e-40,1.9430320479421943e-38,1.9970486776549807e-41,9.371236838349923e-58,9.082691418355045e-19,8.176313871116709e-21,1.5032523671078327e-29,2.8123663170591528e-33,2.6246110736252784e-28,4.9712583279407026e-23,8.651848739276836e-24,2.999489582642027e-48,4.5838241810063e-44,1.099407827829335e-52,3.328149389135387e-57,5.727871760068586e-40,2.6652495125262967e-27,1.653532230017047e-57,4.096782686296502e-62,8.87427616246341e-42,2.004297396816197e-27,7.201850284805914e-59,6.013140288487994e-60,4.771522811048614e-51,5.7484038066131256e-24,8.834923036041246e-38,3.4433022347842397e-59,1.862184556022091e-64,1.4332506513993356e-46,3.132812856830875e-36,2.860470490548429e-66,3.5107193403292117e-59,3.1645000522500245e-68,4.012751831293341e-58,1.1911694851737977e-67,8.109482186596261e-30,1.878373989018387e-44,1.8482910766484506e-42,1.3691284867467384e-60,4.0315494760121943e-69,2.5994098500868792e-47,8.834102996528964e-44,3.9513006569083812e-56,1.687930574200834e-43,2.0204687379352364e-40,6.972912177059931e-59,1.7655177910784639e-41,2.020335504223604e-62,9.092104949603662e-58,4.338782786928494e-62,2.654895401979722e-63,2.753019214195928e-50,2.0435389376637927e-24,2.0901262197146478e-54,4.215785173057564e-51
2.359288e-10,0.5991833454660412,3.76,0.0,0.712182051816434,0.9999999999561974,3.082504948261447e-20,4.3240129109753284e-35,1.0381856821641352e-24,4.453309045842751e-11,4.3802411533762785e-11,1.122753613252733e-16,7.765248742164418e-17,7.305351853843981e-13,1.0719821771423378e-16,2.332984803880736e-17,5.662489336041778e-17,1.900579753462351e-18,5.881089265892381e-25,6.054751614446469e-27,2.780662050630261e-24,5.895454453242852e-24,1.5692868808658326e-23,8.06175290941316e-18,1.2315766864042877e-38,3.094220284662454e-37,6.3773960702992144e-40,6.047483333142893e-56,1.7966178872446178e-18,3.215095573625067e-20,1.4320709187876182e-28,2.4077678319979517e-32,1.6850978544899762e-27,3.513390936429606e-22,1.0817880746689927e-22,9.348155992120012e-47,1.4979778692291112e-42,6.473461458818213e-51,1.7659514575000737e-55,1.7756874453499338e-38,2.065167243699849e-26,2.1096906528510654e-55,2.3718871626679515e-60,2.7286459848174923e-40,2.821671351746397e-26,9.21211958492904e-57,3.8982045730100065e-58,1.3594330344543785e-49,4.5815342253648686e-23,1.4108961590149554e-36,2.175915649477838e-57,1.5729747727809884e-62,8.884267021470212e-45,3.59335021482812e-35,5.157695110305153e-64,4.484668260438157e-57,4.793226495412774e-66,5.112632930866822e-56,1.4905261928690668e-65,5.301185474944789e-29,5.9919594131569455e-43,5.162198354178728e-41,1.7478492764598847e-58,5.983847788368265e-67,4.109210426907855e-46,2.8482796671270995e-42,4.4968355376874774e-54,3.7868378357585754e-42,2.8567161268569828e-39,7.408889728563409e-57,2.3264928573227827e-40,2.5051085288270783e-60,1.0433511820922706e-55,5.378114355758244e-60,3.033079379904494e-61,1.2583259588066043e-48,1.6317825860646063e-23,2.2897969179150285e-52,2.4715486312092525e-49
4.718584e-10,0.5991833454661213,3.76,0.0,0.7121820517719002,0.9999999999123942,2.465273948387519e-19,3.394049043163918e-34,4.114357150401922e-24,8.906628473881435e-11,8.7604996688499e-11,4.483446838883909e-16,3.105120851009316e-16,1.4607123983641408e-12,4.2503115007551023e-16,9.33498024351287e-17,2.2560178635902815e-16,7.571959261357846e-18,2.8024320759969487e-24,4.8387685956037576e-26,2.2037857913915974e-23,4.567862957636511e-23,1.2170058880335026e-22,3.224699518183466e-17,1.5353671212276898e-37,4.9044158641339505e-36,2.0325779276897804e-38,3.9367970592457845e-54,3.515768418964996e-18,1.2432479061285387e-19,1.3141353225250125e-27,2.160178904028574e-31,9.504126695185061e-27,2.256482543482684e-21,1.3053553402395344e-21,2.839156935648904e-45,4.960392975269332e-41,3.580338452646476e-49,8.412517613939358e-54,5.344263658755992e-37,1.5513992923456494e-25,2.6883277650573043e-53,1.2753071607246267e-58,8.071095535521642e-39,3.63636924671564e-25,1.1794628907758323e-54,2.540718465556366e-56,3.598823937849087e-48,3.6379160887631998e-22,2.24908054799715e-35,1.3581675218652522e-55,1.180259486590337e-60,5.3387179273914955e-43,3.322372109121839e-34,7.363209198633419e-62,5.7178213336447866e-55,5.2029979396010266e-64,6.484696672398987e-54,1.824510146479683e-63,3.056341022489066e-28,1.905651579313252e-41,1.309556187370857e-39,2.2256484070878174e-56,6.336153242256899e-65,6.385178985205686e-45,8.25834069102218e-41,4.6407684767401204e-52,6.806717043712835e-41,3.705287872380427e-38,6.857091534399427e-55,2.7153062178598595e-39,3.0107743590680982e-58,1.0849848709575308e-53,6.459289977825922e-58,3.1606994845653954e-59,4.675390197917375e-47,1.300563214243938e-22,2.2104628532937967e-50,1.2950296785115858e-47
7.07788e-10,0.5991833454662013,3.76,0.0,0.7121820517273665,0.9999999998685907,7.047937519199686e-19,9.599897044797344e-34,8.68722324384109e-24,1.3359944435607315e-10,1.3140760064060248e-10,9.516221655730813e-16,6.596938028213228e-16,2.1906194378667717e-12,9.007649865533432e-16,1.9841259094350366e-16,4.787447486343657e-16,1.6046016354669676e-17,6.723069923683581e-24,1.383606235396864e-25,6.525079035748608e-23,1.2823770077269643e-22,3.4184040447352124e-22,6.852477213444944e-17,5.0672014476980635e-37,1.8592869455953612e-35,9.281573974156598e-38,2.1405031709497513e-53,5.179252914810783e-18,2.580882907942853e-19,3.889509434529017e-27,6.6134780668320515e-31,2.264108280401785e-26,5.718772578567643e-21,4.283087309280403e-21,1.308905741945169e-44,2.302347071249338e-40,1.883723655368519e-48,4.255578940016888e-53,2.4413415882599877e-36,4.278393226412978e-25,1.7492844975334175e-52,6.784461479873411e-58,3.662473393308285e-38,1.2128297426850116e-24,7.6797752871207e-54,1.4080575959870158e-55,1.5713083351395439e-47,1.0357578119530115e-21,8.26707135954547e-35,7.571341787917819e-55,6.802086437685422e-60,2.6130699586774386e-42,9.47917053438179e-34,3.7741498193221384e-61,3.7207614041002006e-54,2.4255697202459873e-63,4.213248566802408e-53,1.1844629669107032e-62,7.352681844980324e-28,8.896699720280711e-41,5.463316902691992e-39,1.4477519063616462e-55,2.9313814121404385e-64,2.3918065659820994e-44,3.572481141386071e-40,2.2530082144194618e-51,2.4819713090892417e-40,1.2915443750922375e-37,3.232411258649137e-54,8.691333503253542e-39,1.54453537132293e-57,5.168926207178216e-53,3.3124417940015295e-57,1.7700185609867793e-58,1.973111727984162e-46,3.710840936379329e-22,1.1114439124525724e-49,6.1359680459234795e-47
9.437176e-10,0.599183345466281,3.76,0.0,0.7121820516828324,0.9999999998247868,1.4863832234881144e-18,2.0051705130579585e-33,1.4732555859611034e-23,1.7813256987170667e-10,1.752102233724087e-10,1.621613954193394e-15,1.1251329398873492e-15,2.9202564313355555e-12,1.534341327859292e-15,3.3853768416124384e-16,8.159776814124576e-16,2.730315236504989e-17,1.275267027115584e-23,2.9193279063074623e-25,1.4197123872025792e-22,2.6604202916479874e-22,7.095206253075141e-22,1.1689501988313447e-16,1.1738605526733939e-36,4.969016746054583e-35,2.770849347692872e-37,7.7962117089925e-53,6.788890380900326e-18,4.3092394604333565e-19,8.315917438879078e-27,1.4821307157230614e-30,4.1090060361586155e-26,1.0870249491459438e-20,9.88417936327396e-21,4.1128792010456256e-44,7.630804941995617e-40,6.709434645706033e-48,1.4639622423791173e-52,7.70512443340557e-36,8.734026399542565e-25,7.554193818315836e-52,2.4358992102110685e-57,1.146320064300946e-37,2.826047674087898e-24,3.3230108482367903e-53,5.2217867177361106e-55,4.823399478606003e-47,2.1762237342760712e-21,2.094631021680434e-34,2.8115655605954415e-54,2.5751812580341072e-59,1.0750962459958331e-41,1.9384740193753627e-33,2.0181901392384418e-60,1.6068484344057566e-53,1.290446454755315e-62,1.81741427802468e-52,4.8856167788629274e-62,1.3435935260017656e-27,2.8658846345295016e-40,1.506131382364684e-38,6.250485675854672e-55,1.5601931753188344e-63,6.674927176577077e-44,1.0100035354111799e-39,1.183079745518927e-50,6.114215779115064e-40,3.2396053121956487e-37,1.6683183684875378e-53,1.9615480842943374e-38,8.162061910455491e-57,2.8060152436367452e-52,1.750622729617234e-56,7.661878556993198e-58,7.285401314199732e-46,7.812063043879993e-22,5.291709861482695e-49,2.3656805121090518e-46
