Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213)
0.01097403127445758,0.8170589284188303,3.76,0.0,2.7457900173488058e-11,2.7022430637646003e-06,1.0144855296719153,1.0577541997689383e-16,2.5267032772343204e-16,3.234131910120747e-12,1.8451856157479873e-09,5.730994765926436e-22,0.00036123073003691605,0.001312567849033876,0.248357813634311,5.80026469131774e-09,1.2455750274708435e-06,2.0341475437251374e-15,4.6741581988328597e-23,1.0658341342189496e-18,3.7801546856255097e-22,4.885790250918621e-08,0.2785336905492094,2.5531906959966937e-09,1.8110688063695997e-26,3.534492259634653e-20,6.222410763974892e-16,1.8728759270901486e-20,5.698913302378498e-16,1.660195783915472e-14,9.347255371862348e-20,7.062317837021066e-27,8.39386749955271e-20,1.7465875837805676e-10,0.35330637207195703,2.323552866123594e-16,2.1472443337885393e-14,5.678041204525325e-20,1.4200215789094258e-23,8.140499058097752e-19,3.8439007646565545e-09,-1.3318295901129443e-22,-1.926381036547299e-27,1.8779987266027412e-11,2.3736541468305818e-08,5.782312048350871e-23,6.117371882371227e-22,5.940936130641764e-20,8.991662050588759e-14,1.371045037842745e-20,5.6066245491459284e-24,4.0522922580241076e-35,1.1937197012198808e-08,5.300874133977502e-12
0.01100706981740496,0.8170585589488343,3.76,0.0,2.746831979584943e-11,2.6859199582843966e-06,1.0144871543998346,1.0463503286813388e-16,2.5066610399095322e-16,3.226324189435488e-12,1.8322819559672543e-09,5.6826267065150615e-22,0.0003601363970665806,0.0013085941429182139,0.2483587230564802,5.8001056075672695e-09,1.2380367805387897e-06,2.02794158252552e-15,4.6567319922019044e-23,1.0650493731914565e-18,3.768974576785501e-22,4.8713014853506964e-08,0.2785341808183292,2.5379511122026965e-09,1.8034303658120063e-26,3.521942766637648e-20,6.218980139666932e-16,1.866171152710384e-20,5.669177758660718e-16,1.651765061705932e-14,9.297815003736038e-20,7.042412236049371e-27,8.346961663881955e-20,1.7412985177515542e-10,0.3533058819902539,2.315246035744486e-16,2.145641810673159e-14,5.673556984281715e-20,1.415236887797538e-23,8.1208659450112495e-19,3.832260978075906e-09,9.22647311719717e-23,1.2069509362283356e-27,1.8722872057651624e-11,2.3736464295844826e-08,-2.2803147364927e-24,6.094309636620184e-22,5.93584871288793e-20,8.964580906152616e-14,1.3700666590739318e-20,-7.863310605582754e-23,-2.9517794017726766e-34,1.1907127783337182e-08,5.30086678045526e-12
0.011040108360352338,0.8170581917960339,3.76,0.0,2.7478707617994738e-11,2.6697475322626294e-06,1.0144887689706918,1.0351044546244483e-16,2.486839914051518e-16,3.218557877697012e-12,1.819506641576942e-09,5.634816236724995e-22,0.0003590489002435849,0.00130464524403762,0.24835962681314833,5.799947461371133e-09,1.2305683073291014e-06,2.0217746309335077e-15,4.639426627170307e-23,1.0642678695526081e-18,3.757853006947456e-22,4.856901446251991e-08,0.2785346681374989,2.5228506619872153e-09,1.795863590004694e-26,3.5094783503099183e-20,6.215563411052289e-16,1.8595123556829048e-20,5.639686012420649e-16,1.6434015978826294e-14,9.248828527114478e-20,7.022625899965111e-27,8.30048686362756e-20,1.736042478414808e-10,0.35330539485735113,2.306973732031266e-16,2.1440027215453182e-14,5.668978847007477e-20,1.4104699618304534e-23,8.101336838905436e-19,3.820693871744103e-09,6.846212773540119e-23,9.124955086634002e-28,1.8666114945737325e-11,2.3736388051624517e-08,-3.4664625937778946e-23,6.071282758423812e-22,5.930667493390688e-20,8.937667739291179e-14,1.3690935767139024e-20,-5.038597140881629e-23,-1.7562691489068993e-34,1.187724284470464e-08,5.300859471182086e-12
0.011073146903299717,0.8170578269389878,3.76,0.0,2.7489063419890365e-11,2.6537239373393223e-06,1.0144903734783473,1.0240139796977005e-16,2.467237059173499e-16,3.2108327850408716e-12,1.8068580078782802e-09,5.587555605646753e-22,0.0003579681765663042,0.0013007209239185877,0.24836052495620212,5.799790245206837e-09,1.2231687505333541e-06,2.0156463276762266e-15,4.6222413853664986e-23,1.0634897257414334e-18,3.746787632960288e-22,4.842589332434512e-08,0.278535152533022,2.5078876589890898e-09,1.788367275195164e-26,3.497097130763292e-20,6.212158500217003e-16,1.8528983796190485e-20,5.610435889729105e-16,1.635104840749469e-14,9.200290410346171e-20,7.002958216053828e-27,8.254437840626194e-20,1.730819161526083e-10,0.35330491064695585,2.2987448179466493e-16,2.142359024440994e-14,5.664391204718002e-20,1.405740474485144e-23,8.08191127162978e-19,3.809198776148688e-09,-1.2627400169102144e-23,-1.9219284483402482e-28,1.860971261783461e-11,2.3736312723239706e-08,-2.3753633452148776e-23,6.048381012127065e-22,5.925480631740329e-20,8.910921022349624e-14,1.3681253234629374e-20,-2.357214440095043e-24,-2.6376024233289635e-35,1.1847540502593475e-08,5.300852205763397e-12
0.011106185446247096,0.8170574643565159,3.76,0.0,2.749938691814575e-11,2.6378473534192298e-06,1.0144919680155056,1.0130764217778193e-16,2.447849610720909e-16,3.2031488491312765e-12,1.7943344770938048e-09,5.540837109381181e-22,0.0003568941638058753,0.001296820956888129,0.24836141753689603,5.799633950661699e-09,1.2158372660037402e-06,2.009556315605683e-15,4.605175358901716e-23,1.0627149699905802e-18,3.7357772922963206e-22,4.828364352337306e-08,0.27853563403089,2.4930604434977067e-09,1.780940511556454e-26,3.484797780210196e-20,6.208764237351277e-16,1.846328441817437e-20,5.581425178985101e-16,1.6268742041416323e-14,9.152195205971204e-20,6.983408644219688e-27,8.208809416821658e-20,1.7256282665712108e-10,0.3533044293330864,2.290595762636343e-16,2.1407372380597654e-14,5.659864079245572e-20,1.4010644006753823e-23,8.06258909518561e-19,3.7977750299852415e-09,-2.3053060484028014e-23,-3.1663111729615504e-28,1.8553661802273206e-11,2.373623829847959e-08,-2.143083611551425e-24,6.025681468787314e-22,5.920361223176979e-20,8.884339245775914e-14,1.3671616501808895e-20,4.984500143656525e-24,6.397514672086932e-35,1.1818019084059955e-08,5.300844983809275e-12
0.011139223989194475,0.8170571040276975,3.76,0.0,2.750967837618436e-11,2.6221159880845363e-06,1.014493552673739,1.0022892326924296e-16,2.428674718062896e-16,3.1955057486782457e-12,1.781934493022376e-09,5.4946532365528605e-22,0.00035582680049202814,0.0012929451200225767,0.2483623046058634,5.799478569154911e-09,1.2085730224299054e-06,2.0035042417807008e-15,4.5882271909559507e-23,1.0619435412152075e-18,3.724822388753245e-22,4.8142257238561523e-08,0.2785361126567881,2.4783673804040532e-09,1.773582293256187e-26,3.4725796227480685e-20,6.205381087623903e-16,1.8398021713374104e-20,5.552651407674669e-16,1.618709040345751e-14,9.10453754871303e-20,6.963976084730764e-27,8.163596492350855e-20,1.7204694966979033e-10,0.353303950890068,2.2824981669321134e-16,2.1391328019117067e-14,5.655385202333431e-20,1.3964355740116018e-23,8.043369502789604e-19,3.786421980007318e-09,1.4394943671081042e-24,7.004879607498534e-30,1.849795926741054e-11,2.373616476532339e-08,4.682687793717388e-24,6.003176272014337e-22,5.915296094174604e-20,8.8579209122803e-14,1.3662026059174824e-20,-5.757785155637099e-24,-3.8814191845240144e-35,1.1788676936543845e-08,5.300837804934416e-12
0.011205301075089233,0.8170563900486106,3.76,0.0,2.7530166400230305e-11,2.591081878074942e-06,1.0144966927141947,9.811558982348295e-17,2.3909503761488377e-16,3.1803405610175882e-12,1.7574988356379226e-09,5.403857783459525e-22,0.0003537117800195897,0.0012852649584884784,0.2483640624081281,5.799170513126695e-09,1.194242995765469e-06,1.9915125185023237e-15,4.5546797579722624e-23,1.0604105545941777e-18,3.7030778349693466e-22,4.78620443938657e-08,0.27853706139392115,2.4493772909022297e-09,1.7590687157960195e-26,3.448384695469607e-20,6.198648700133541e-16,1.8268795799094256e-20,5.495803552659128e-16,1.6025720888489645e-14,9.010513816887903e-20,6.925457456337647e-27,8.074397124869943e-20,1.7102471626305685e-10,0.353303002515378,2.2664856135024904e-16,2.1359584418671895e-14,5.64652596978553e-20,1.38731038426499e-23,8.005234316850534e-19,3.7639253948873695e-09,4.29372235924446e-23,5.563565145723794e-28,1.838758630828183e-11,2.3736020326672548e-08,2.1105767552340764e-23,5.958671195931608e-22,5.905280565584842e-20,8.805568658436047e-14,1.36429845029289e-20,-4.094019460035711e-23,-1.4408528531259227e-34,1.1730523943651838e-08,5.300823574903648e-12
0.01127137816098399,0.8170556848394431,3.76,0.0,2.7550530071520062e-11,2.5606078035357756e-06,1.0144997943102734,9.605943704230526e-17,2.3540407611430976e-16,3.1653343202981086e-12,1.7335387291974457e-09,5.315108733314957e-22,0.0003516226381248028,0.0012776787093407304,0.24836579875600215,5.798866013263012e-09,1.1801722687917828e-06,1.9796684197363942e-15,4.521589573624893e-23,1.0588904883541333e-18,3.681551950849391e-22,4.758519405976642e-08,0.27853799894394443,2.4209047889080594e-09,1.7448200986969805e-26,3.4245073673734446e-20,6.191962850661657e-16,1.814128011630295e-20,5.439871205081078e-16,1.5866882801883016e-14,8.918177885215386e-20,6.88739343441994e-27,7.986800454488097e-20,1.7001498556483536e-10,0.3533020653234413,2.250659718102606e-16,2.1327830027421438e-14,5.637673511728658e-20,1.378329918279878e-23,7.967498418038234e-19,3.741703951366668e-09,5.636840024344868e-24,4.786617306780553e-29,1.827856866492771e-11,2.373587931482022e-08,8.628659443410123e-24,5.914701906702053e-22,5.895287578786397e-20,8.753852614865604e-14,1.3624129222178042e-20,-2.0987761943778017e-23,-6.862832069085715e-35,1.1673068699444702e-08,5.300809512677987e-12
0.011337455246878748,0.817054988241842,3.76,0.0,2.7570770798510704e-11,2.530680373945762e-06,1.0145028581554378,9.405860098846622e-17,2.317923846404709e-16,3.1504847061295182e-12,1.7100422859806323e-09,5.228348491340112e-22,0.00034955890922919397,0.0012701846840867336,0.2483675140331212,5.798565007478748e-09,1.166354631360432e-06,1.9679692738629407e-15,4.4889482036665125e-23,1.0573832559832983e-18,3.660240373393864e-22,4.731164693421103e-08,0.27853892550175,2.3929376454583685e-09,1.7308298951784907e-26,3.4009411483998804e-20,6.1853220760651635e-16,1.8015438687028674e-20,5.384835011487038e-16,1.571052415516503e-14,8.82748965134031e-20,6.849776507174698e-27,7.90076836515491e-20,1.6901753273268577e-10,0.35330113911944333,2.235033643731919e-16,2.1296207935282214e-14,5.628865596176902e-20,1.3695025767917412e-23,7.930155988877208e-19,3.7197527016038814e-09,-1.1042818340763552e-23,-1.596953082070672e-28,1.817088186564993e-11,2.373574164014698e-08,-9.803149082884368e-24,5.871303516423247e-22,5.885356536226123e-20,8.702761431078228e-14,1.3605455074482206e-20,2.4826113204269767e-24,-3.593477005853951e-36,1.1616298686998844e-08,5.300795615333819e-12
0.011403532332773506,0.8170543001010343,3.76,0.0,2.7590889826654026e-11,2.5012865965262118e-06,1.014505884926589,9.211129509419566e-17,2.282578391921826e-16,3.135789460828235e-12,1.6869979811809637e-09,5.143521396748463e-22,0.00034752013884291224,0.0012627812344232613,0.24836920861404166,5.798267434894091e-09,1.1527840580101167e-06,1.9564124731147275e-15,4.456747237212867e-23,1.0558887556105178e-18,3.639140147219392e-22,4.7041345099707026e-08,0.27853984125773745,2.365463990353592e-09,1.7170918209598084e-26,3.377680005337301e-20,6.178725165779674e-16,1.789123856603317e-20,5.330676108051934e-16,1.5556594334873493e-14,8.738410196170754e-20,6.812599271271013e-27,7.816263866530058e-20,1.680321382769814e-10,0.35330022371305975,2.2196242058658708e-16,2.1264992817576442e-14,5.620174146395621e-20,1.360835788358718e-23,7.893201370516887e-19,3.6980668155467327e-09,1.9150692613990907e-24,3.4025429049176535e-29,1.8064502023681003e-11,2.3735607215774422e-08,-6.075730808860738e-24,5.828527488696564e-22,5.875561546873646e-20,8.652284024268315e-14,1.3586957577534326e-20,4.352566671887646e-25,2.3703555295604793e-35,1.1560201687351759e-08,5.300781880014921e-12
0.011469609418668264,0.8170536202661685,3.76,0.0,2.7610888826076124e-11,2.4724138617325056e-06,1.0145088752845737,9.021579054831543e-17,2.2479836950401043e-16,3.121246188457225e-12,1.664394635993189e-09,5.060573538355511e-22,0.0003455058832277767,0.0012554667510159443,0.2483708828645147,5.797973235906536e-09,1.139454701285981e-06,1.9449954717083247e-15,4.424978274989206e-23,1.0544067980687186e-18,3.618249238120276e-22,4.6774231982048196e-08,0.2785407463979465,2.338472299278116e-09,1.7035997848495014e-26,3.3547184126102805e-20,6.172172166320445e-16,1.7768649912726905e-20,5.277375887533818e-16,1.5405043187094946e-14,8.650901741367823e-20,6.775854122352144e-27,7.733251053505162e-20,1.6705858789831745e-10,0.3532993189183244,2.2044260148509454e-16,2.123416510602722e-14,5.611594014718128e-20,1.3523286626408752e-23,7.8566285512984065e-19,3.6766415773542767e-09,3.0685319003614573e-24,3.999592740308746e-29,1.7959405819349165e-11,2.37354759574684e-08,4.3670972625087724e-24,5.786374165933513e-22,5.865897267036848e-20,8.602409567183211e-14,1.3568634840307966e-20,-3.565334513034843e-24,-7.135000879652565e-36,1.1504765770452759e-08,5.300768303930482e-12
0.011535686504563021,0.8170529485898431,3.76,0.0,2.7630769579380863e-11,2.444049929888683e-06,1.0145118298746483,8.83704194173931e-17,2.214119598163789e-16,3.1068525111089577e-12,1.642221409681579e-09,4.979452577088936e-22,0.0003435157090836177,0.0012482396623631107,0.24837253714174157,5.79768235241306e-09,1.126360885542064e-06,1.933715784039376e-15,4.39363299345834e-23,1.0529371973615693e-18,3.597564862555373e-22,4.651025231186634e-08,0.27854164110417956,2.3119513820143382e-09,1.6903480147267864e-26,3.3320512262866255e-20,6.165663166782947e-16,1.7647645018714084e-20,5.224915994570428e-16,1.5255821167787257e-14,8.564927609984618e-20,6.73953352278079e-27,7.651695068722767e-20,1.6609667233615958e-10,0.35329842455350663,2.1894259455986991e-16,2.1203587510186146e-14,5.603088680342952e-20,1.343968855464088e-23,7.820431560538249e-19,3.6554723820665042e-09,-2.157011361960829e-24,-3.433619396697689e-29,1.7855570483478123e-11,2.3735347783547555e-08,2.3199316784396923e-24,5.744792125173087e-22,5.85632514012074e-20,8.553127481711713e-14,1.3550485032882069e-20,2.0375137455620466e-25,-1.2591784238716417e-35,1.14499792867382e-08,5.300754884353267e-12
0.011667840676352537,0.8170516291404911,3.76,0.0,2.7670182734049855e-11,2.3888012932150933e-06,1.014517634256733,8.482372795866455e-17,2.1485060984155159e-16,3.0785048773432975e-12,1.5991235710929229e-09,4.8224910902954295e-22,0.000339605922485286,0.0012340415662760943,0.24837578716390402,5.7971103061122255e-09,1.1008579982320705e-06,1.911558698882645e-15,4.332181794499666e-23,1.0500344712924997e-18,3.556804456166986e-22,4.599147855188404e-08,0.2785433999214157,2.260278710992662e-09,1.6645427053287464e-26,3.2875791864526246e-20,6.152776060475964e-16,1.7410273262092094e-20,5.12244676868263e-16,1.496417441225565e-14,8.397440892463168e-20,6.668137265870526e-27,7.492819179730361e-20,1.6420693298738035e-10,0.35329666640720586,2.159994001988748e-16,2.114307831721689e-14,5.586273884953079e-20,1.327670326808331e-23,7.749142314526217e-19,3.613884236589873e-09,-2.893512932772342e-23,-3.8720873870422422e-28,1.765159400218133e-11,2.3735100374372822e-08,-3.030278035596693e-23,5.663253701088952e-22,5.837426024159722e-20,8.456299344031061e-14,1.3514694252689275e-20,2.1174406040057874e-23,6.870400411571157e-35,1.134230937703928e-08,5.300728504119302e-12
0.011799994848142053,0.8170503406417331,3.76,0.0,2.770914121799918e-11,2.3354496930561535e-06,1.0145233029399447,8.145911806697225e-17,2.0855900510637118e-16,3.0507291339723636e-12,1.557624050461736e-09,4.672253378545011e-22,0.00033578751020347174,0.00122017509022206,0.24837896137625873,5.79655085728463e-09,1.0762332045887732e-06,1.8899224729699226e-15,4.2723330267426346e-23,1.047179583984987e-18,3.516835884981082e-22,4.548460638946492e-08,0.27854511908352747,2.2103627102693574e-09,1.639632190458758e-26,3.244222034362093e-20,6.14005965944321e-16,1.7178895348951347e-20,5.023132891316393e-16,1.4681288078492362e-14,8.23567724004847e-20,6.598355447087e-27,7.339376947610014e-20,1.623613415177755e-10,0.3532949479006187,2.1313145815913099e-16,2.1083639220912527e-14,5.569773989413301e-20,1.3119248507436834e-23,7.679289907560433e-19,3.573267638099891e-09,-1.2305272487724084e-23,-1.7741487085913601e-28,1.7452400843270808e-11,2.373486438251647e-08,-1.4038854271140524e-23,5.583881026837362e-22,5.8189076197279e-20,8.361719798591873e-14,1.3479561985054243e-20,1.0880775327161415e-24,3.983386489733631e-36,1.1237104070548092e-08,5.300702718700418e-12
0.011932149019931568,0.8170490820318904,3.76,0.0,2.774765668042049e-11,2.2839092797447268e-06,1.014528840569565,7.826536824827228e-17,2.0252328179796912e-16,3.023508445061478e-12,1.5176471098824237e-09,4.528380451413788e-22,0.00033205735198564486,0.001206628916872756,0.24838206235273327,5.796003586331135e-09,1.0524467017725425e-06,1.868789218167115e-15,4.214028217072596e-23,1.0443713899848182e-18,3.4776404215482893e-22,4.498923701206954e-08,0.2785467999040476,2.162124766241954e-09,1.6155752886305505e-26,3.2019404795890214e-20,6.127511093450165e-16,1.6953299176794893e-20,4.926845668175019e-16,1.440681413206923e-14,8.079379178107999e-20,6.530134938760233e-27,7.191123700888961e-20,1.6055839094958243e-10,0.3532932677207307,2.103379422379252e-16,2.1025421935275522e-14,5.553627594167127e-20,1.2967195232404103e-23,7.6108320927619845e-19,3.5335894241252096e-09,1.2073693032023857e-23,1.6180281748503316e-28,1.7257827103651304e-11,2.3734639237696574e-08,1.1836808676316961e-23,5.506665708450347e-22,5.800807873422422e-20,8.269312628408419e-14,1.3445068677506095e-20,-1.0959531457657474e-23,-2.0989622699870673e-35,1.1134279472672782e-08,5.300677508392398e-12
0.012064303191721084,0.817047852299286,3.76,0.0,2.778574094671901e-11,2.2340990045484887e-06,1.0145342515814801,7.523204080959135e-17,1.9673039422976817e-16,2.996826457012241e-12,1.4791213729289112e-09,4.390535841487865e-22,0.00032841246787033393,0.0011933922374419664,0.24838509255221422,5.795468092160542e-09,1.0294609143870794e-06,1.8481418549845373e-15,4.157211160795862e-23,1.041608644135419e-18,3.439198710069083e-22,4.450498920560488e-08,0.2785484436392374,2.1154906088390575e-09,1.5923332953537533e-26,3.160697779438157e-20,6.115129253800505e-16,1.6733285801085303e-20,4.833462375640525e-16,1.4140419996239584e-14,7.928303534021817e-20,6.463424456864873e-27,7.047828370917068e-20,1.587966420344674e-10,0.35329162461177643,2.0761378437721812e-16,2.096814752686466e-14,5.537759510129701e-20,1.282014318089755e-23,7.543727817741485e-19,3.494817922597343e-09,-5.5193894107467385e-24,-8.022822333019784e-29,1.7067716274474876e-11,2.3734424402685808e-08,-6.0683041269388415e-24,5.431438328795819e-22,5.783045827082574e-20,8.179005007563802e-14,1.3411198881816969e-20,1.33496018309279e-23,-4.109202735547742e-35,1.1033755458947074e-08,5.3006528543502495e-12
0.0121964573635106,0.8170466504750628,3.76,0.0,2.7823405190425328e-11,2.1859423028517247e-06,1.0145395402137798,7.234944561152128e-17,1.911681004238798e-16,2.970667588419504e-12,1.4419795317981482e-09,4.258404329654035e-22,0.00032485001043372003,0.0011804547235958727,0.2483880543248687,5.794943991537252e-09,1.007240348384567e-06,1.8279640677243906e-15,4.1018287018082006e-23,1.0388903578272282e-18,3.4014896782560593e-22,4.4031498398895746e-08,0.2785500514911542,2.070390030112402e-09,1.5698698269239614e-26,3.120458410991334e-20,6.102911373355281e-16,1.651866251493981e-20,4.742866696122724e-16,1.3881790103045148e-14,7.782220506469563e-20,6.3981753231487645e-27,6.909272605876677e-20,1.570747195117804e-10,0.3532900173721722,2.0495598946611838e-16,2.0911695980786662e-14,5.522136742321158e-20,1.2677822849142448e-23,7.477937973406175e-19,3.456922869515099e-09,-7.390358839730632e-24,-9.252046258845908e-29,1.6881918831189446e-11,2.3734219371107888e-08,-1.0825150051109069e-23,5.358111335383969e-22,5.765584938363903e-20,8.090727327052721e-14,1.3377934614382199e-20,5.260272341383276e-24,4.289217752673674e-35,1.093545546676112e-08,5.300628738542165e-12
0.012328611535300115,0.817045475634661,3.76,0.0,2.7860659874867856e-11,2.1393667992317416e-06,1.0145447105176657,6.960857488634549e-17,1.8582490854583563e-16,2.9450169270215068e-12,1.4061580707459597e-09,4.1316906173164135e-22,0.00032136725750331845,0.0011678065010559424,0.24839094991808341,5.794430917464227e-09,9.857514528650743e-07,1.8082402623136607e-15,4.04783072912613e-23,1.0362156405820064e-18,3.364495312424177e-22,4.356841576657665e-08,0.2785516246105403,2.026756618065815e-09,1.548150184128016e-26,3.0811877110241294e-20,6.090853838819915e-16,1.630924148349777e-20,4.654948362755016e-16,1.3630625038443946e-14,7.64091278342332e-20,6.3343413174288155e-27,6.775249931204296e-20,1.5539130859222272e-10,0.3532884448516289,2.0236365720667435e-16,2.0856274020690977e-14,5.506812210827505e-20,1.2540107379825895e-23,7.413425132632015e-19,3.4198753315692692e-09,1.3259600939625733e-23,1.8604216347987322e-28,1.67002918482188e-11,2.3734023665384078e-08,1.2555450109526472e-23,5.286647719808e-22,5.7484777758083e-20,8.004413020235431e-14,1.3345256778851472e-20,-1.929157067904441e-23,3.1366677313363266e-35,1.0839306299618038e-08,5.300605143706178e-12
0.01246076570708963,0.8170443268932871,3.76,0.0,2.7897515369622066e-11,2.0943040343478472e-06,1.014549766367666,6.700105666834286e-17,1.8069002167388095e-16,2.9198600698040756e-12,1.371597016510968e-09,4.010117761338186e-22,0.0003179616053259198,0.00115543812484517,0.24839378148203983,5.793928518400931e-09,9.649624946211438e-07,1.78895552658001e-15,3.9951688675077383e-23,1.0335834216392739e-18,3.3281988878937357e-22,4.311540738469621e-08,0.278553164099538,1.9845275143264584e-09,1.5271415691175532e-26,3.0428528478022713e-20,6.078954603562009e-16,1.610484531590809e-20,4.569602592088365e-16,1.3386639776231601e-14,7.50417474205882e-20,6.271877828370634e-27,6.645564988095887e-20,1.53745151660561e-10,0.35328690594843815,1.9983487252995009e-16,2.080187503535273e-14,5.491783318128122e-20,1.2406864066358818e-23,7.350153144431243e-19,3.383647633586834e-09,-1.678661290418723e-24,-4.0478175800787756e-29,1.6522698637915205e-11,2.3733836834845066e-08,4.983819798289097e-24,5.217018877021845e-22,5.731720256005939e-20,7.919998394154781e-14,1.3313150239169085e-20,4.289893986229988e-24,-7.49118097516674e-35,1.0745237943613507e-08,5.3005820533094345e-12
0.012592919878879146,0.8170432034044989,3.76,0.0,2.793398194884987e-11,2.0506892129660165e-06,1.0145547114711735,6.451907668578754e-17,1.757532505839536e-16,2.895183123976079e-12,1.338239707213825e-09,3.8934252788526165e-22,0.00031463056219199704,0.0011433405561877643,0.24839655107491757,5.793436458066544e-09,9.448434409368407e-07,1.7700955933698445e-15,3.943796354344799e-23,1.0309926379353458e-18,3.292581664752888e-22,4.267215344293154e-08,0.27855467101422765,1.9436431881156074e-09,1.5068130860040667e-26,3.005423009369482e-20,6.067211842028861e-16,1.590530770775365e-20,4.486729311361097e-16,1.3149561696870577e-14,7.371811700051238e-20,6.210741810642568e-27,6.520032820881387e-20,1.521350451985663e-10,0.353285399606935,1.9736668183295189e-16,2.0748263344813118e-14,5.47698675900725e-20,1.2277788562420144e-23,7.288087131262446e-19,3.3482132908212273e-09,-1.5216485112746164e-23,-2.066962916769326e-28,1.6349008413611386e-11,2.373365845398636e-08,-1.6935765552289742e-23,5.14912490443889e-22,5.715244566753863e-20,7.837422470289993e-14,1.3281600774934326e-20,2.0503498910389812e-23,-3.839337995542852e-36,1.065318339615178e-08,5.300559451510103e-12
0.012725074050668661,0.8170421043580248,3.76,0.0,2.7970069303621267e-11,2.0084609716877563e-06,1.0145595493773436,6.215536310735118e-17,1.7100501276394603e-16,2.8709727250011145e-12,1.3060325745399415e-09,3.781368523241549e-22,0.00031137174248418775,0.0011315051409449435,0.24839926066775417,5.792954414159017e-09,9.253658515013051e-07,1.7516468062416086e-15,3.893669006109862e-23,1.0284424601370153e-18,3.257626165719921e-22,4.223834750823707e-08,0.27855614636700254,1.904047227031202e-09,1.4871356626170354e-26,2.968868410356236e-20,6.055622407541992e-16,1.5710467085408394e-20,4.4062333593338292e-16,1.2919131290270894e-14,7.243639225149396e-20,6.1508922320579785e-27,6.398478220011064e-20,1.5055983691261214e-10,0.3532839248151242,1.9495641617886954e-16,2.069548258741749e-14,5.462432611661679e-20,1.2152689060704683e-23,7.227193540762175e-19,3.3135469457458687e-09,1.478564457646077e-23,2.307424612656072e-28,1.6179095975170524e-11,2.3733488120845322e-08,3.4496746929793884e-24,5.082872553529487e-22,5.699058910292776e-20,7.756626848288258e-14,1.3250591970634752e-20,-1.675908667267929e-23,1.083475831051439e-34,1.056307850605235e-08,5.300537323121749e-12
0.012857228222458177,0.817041028977833,3.76,0.0,2.800578664147422e-11,1.967561163525973e-06,1.01456428348543,5.990312081301294e-17,1.664362795607889e-16,2.847216052475454e-12,1.2749249466770413e-09,3.673717714839183e-22,0.0003081828611017963,0.0011199235894120193,0.24840191214899826,5.792482077179618e-09,9.065027783488384e-07,1.7335960871488568e-15,3.8447451472547123e-23,1.0259320731370722e-18,3.2233175870387937e-22,4.181369583408352e-08,0.2785575911287987,1.865686143614018e-09,1.4680815734982268e-26,2.9331599826153064e-20,6.044183578402107e-16,1.5520166013349154e-20,4.3280244344984336e-16,1.2695102110749693e-14,7.119482495647005e-20,6.092290057630173e-27,6.280735113421154e-20,1.4901842304263004e-10,0.35328248060245093,1.926031232704455e-16,2.064372465139266e-14,5.44817041999861e-20,1.203151146539595e-23,7.167440191259084e-19,3.2796243088383115e-09,1.0037559580703278e-23,1.2124651542092046e-28,1.601284141446376e-11,2.3733325455500844e-08,2.0369443725304425e-23,5.018248145449595e-22,5.683213199643464e-20,7.67755557463284e-14,1.3220108959324469e-20,-1.6748252537883959e-23,-4.591883421571294e-35,1.0474861823753987e-08,5.300515653579866e-12
0.012989382394247692,0.8170399765203563,3.76,0.0,2.8041143199041335e-11,1.927934657621519e-06,1.0145689170526142,5.775603238751275e-17,1.620385490590909e-16,2.8239007630493543e-12,1.2448688669955365e-09,3.5702565384118002e-22,0.0003050617282250807,0.0011085879573462108,0.2484045073287883,5.792019150682447e-09,8.882286728935693e-07,1.7159309060822319e-15,3.7969843668483064e-23,1.0234604864313881e-18,3.189639764525678e-22,4.139791671110963e-08,0.2785590062311919,1.828509195274288e-09,1.4496243953074654e-26,2.898270241343451e-20,6.032893734659753e-16,1.5334256755972196e-20,4.252016331021497e-16,1.2477238427037866e-14,6.999175705697642e-20,6.0348975943125504e-27,6.166646000682236e-20,1.4750974583502869e-10,0.35328106603770515,1.9030583103829233e-16,2.0592832966495135e-14,5.434158167587863e-20,1.191405946533413e-23,7.108796096004635e-19,3.2464221029722703e-09,-3.052308899476248e-23,-4.559604376074705e-28,1.5850129838856492e-11,2.3733170098683563e-08,-1.4891598247586307e-23,4.955224470909554e-22,5.667662485045519e-20,7.600155010117736e-14,1.3190139603447204e-20,3.128800271225737e-23,-1.3359333182874829e-34,1.0388474460646117e-08,5.300494428910431e-12
