Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213)
0.00024472390959758683,0.8310253922949733,3.76,0.0,0.09703943765405489,0.48462470818471926,0.5767224741121625,4.566670675770852e-07,7.073700480616685e-06,0.023474551885598997,0.0010748858243414267,7.331687171054908e-07,0.005569599399596087,0.016584661716935064,0.34624487549665267,0.004455003929356538,0.0015928959531891316,3.0702891947878635e-06,5.1307987885634646e-05,0.01995952143785658,0.00216725392079578,0.000500724245892781,0.2935325025392968,6.68083771875437e-05,9.88068996147766e-10,0.00022390798187049514,0.04304741811155086,5.1227112571846196e-05,2.811281052002787e-05,6.940884211910375e-05,1.4258238026787738e-12,6.757418126693308e-10,3.663673826140742e-12,1.3718048949288342e-06,0.07232889301866328,0.00031680649149189296,0.0010637133424353815,1.0512805133116313e-08,1.2427201271050394e-10,2.8756433217650296e-08,1.1280987474780373e-08,0.0005141489813758948,3.764420141040747e-08,5.840560132027429e-11,7.669826920962122e-06,0.0002716208012649113,5.022926934753342e-10,2.213048800013273e-08,3.296984063475061e-05,1.8084184077945275e-05,0.0014007092918447322,9.065257640074268e-10,4.059910876521799e-09,1.8374555172467153e-12
0.0002448163893905133,0.8311323708847304,3.76,0.0,0.09626627453795068,0.4830404998118866,0.5783430452711458,4.7005894159704683e-07,7.197159330363269e-06,0.023416058573331747,0.0010696749222568443,7.288589939179626e-07,0.0056104434463728975,0.016728325024986144,0.34657813496857875,0.004432906052001441,0.001605461472991181,3.0489241936452753e-06,5.104647845529635e-05,0.019798513034851403,0.0021428326885107743,0.0005012217570649694,0.2944113281745779,6.633820828110661e-05,9.944819259136876e-10,0.0002239725979940981,0.043069650726625996,5.1508801722537e-05,2.8301905181335027e-05,7.000123206347335e-05,1.4331524467586035e-12,6.743606392818697e-10,3.682421058795886e-12,1.3787132952101845e-06,0.07265308883220575,0.0003177240163520842,0.0010627462408366365,1.0596809308073074e-08,1.256401714628334e-10,2.8789617573571506e-08,1.141380978602556e-08,0.0005114703104766101,3.776773990165632e-08,5.909356703203165e-11,7.698914912342855e-06,0.0002703760666950043,5.061460474277683e-10,2.2347033534820334e-08,3.3157905605478216e-05,1.8224556542202647e-05,0.001396352779980566,9.00636180737149e-10,4.118495894172127e-09,1.8488997257695387e-12
0.0002448996212041471,0.8312286829340094,3.76,0.0,0.09557072625381967,0.48160875740886877,0.5798069959591042,4.82483825616643e-07,7.310354508533349e-06,0.02336256197209818,0.0010649562829134216,7.249559646753257e-07,0.0056475899421396915,0.016859072094282265,0.34687486344421997,0.0044129715924159,0.0016169105425060187,3.0295801530010796e-06,5.080775022754717e-05,0.019653145388113757,0.00212086223625775,0.0005016569875519568,0.295205117752314,6.591237769980808e-05,1.0002838593946405e-09,0.0002240196164182046,0.043088403508484724,5.176298750958079e-05,2.8472985449626134e-05,7.053905939962505e-05,1.4397569749374366e-12,6.730813983654685e-10,3.699314589133135e-12,1.3849378747503145e-06,0.0729464975590218,0.00031854315866091054,0.001061838596323971,1.0673114265751631e-08,1.2688406119060833e-10,2.8818402807253785e-08,1.1535062056449267e-08,0.0005090376254507575,3.7878070503043106e-08,5.972141809521585e-11,7.725227751088921e-06,0.00026924193480988914,5.096337867671242e-10,2.2543860571940626e-08,3.3327473379790175e-05,1.835156491044075e-05,0.0013923529239691843,8.952907100857914e-10,4.172140249858918e-09,1.8592795773234585e-12
0.00024498285301778096,0.8313250215168894,3.76,0.0,0.09487548165997377,0.48017135570905184,0.5812761093878024,4.952729096883229e-07,7.425560601428116e-06,0.023308249664287586,0.0010602104069843004,7.21029965223007e-07,0.0056851078493763045,0.016991211118478643,0.34716850235119495,0.004392993160415608,0.0016284945454653214,3.010127729920012e-06,5.056582395566545e-05,0.019507349636074853,0.002098901698194452,0.0005020801056536796,0.2960016077478755,6.548403704430485e-05,1.0061138900380018e-09,0.00022405591870135617,0.04310594614019099,5.201778371667218e-05,2.8644906537714178e-05,7.10813374769514e-05,1.4463689156271563e-12,6.717675519781183e-10,3.7162257612320095e-12,1.39116825397944e-06,0.07324145940381992,0.0003193558623300438,0.0010608954340877153,1.07500884116258e-08,1.281399237268461e-10,2.8846143129457625e-08,1.165796277076562e-08,0.0005065842113074389,3.798755446684763e-08,6.03576273946553e-11,7.75166764147251e-06,0.00026809463422137374,5.131401413906715e-10,2.2742535138418794e-08,3.349731104514004e-05,1.8479198075322858e-05,0.0013882778249590935,8.899030189948907e-10,4.226671758478605e-09,1.8697357996912872e-12
0.0002450660848314148,0.8314213835613481,3.76,0.0,0.09418056113223815,0.4787282777574106,0.582750397094688,5.084377638109862e-07,7.542815185729707e-06,0.023253113958776234,0.001055437370719698,7.170810297210662e-07,0.00572300198501459,0.017124759878218137,0.3474589997394682,0.00437297071526286,0.001640215651101763,2.990568002037394e-06,5.032069498078289e-05,0.019361133462311733,0.002076952750078017,0.000502490874402073,0.29680080153845256,6.505321383073181e-05,1.0119714058329456e-09,0.0002240813438433788,0.04312225940646423,5.2273170252963785e-05,2.881766111983692e-05,7.162808522327512e-05,1.4529874291162452e-12,6.704187882869719e-10,3.7331524424139915e-12,1.3974036315762766e-06,0.07353798060238127,0.00032016197373137023,0.0010599165382523216,1.0827736429158454e-08,1.2940784170476187e-10,2.8872817959579215e-08,1.1782537791539304e-08,0.0005041100722679481,3.809615478999444e-08,6.100232569706341e-11,7.778234990300089e-06,0.0002669341401558974,5.1666504036772e-10,2.294307003179716e-08,3.366739550521956e-05,1.8607442933553343e-05,0.0013841271002840124,8.844733756580376e-10,4.282107797200361e-09,1.8802688925133823e-12
0.0002451493166450486,0.8315177659492253,3.76,0.0,0.09348598528150662,0.477279506853655,0.5842298703547738,5.219903396586499e-07,7.662156503348115e-06,0.02319714715302305,0.0010506372555704128,7.131091972148459e-07,0.005761277239200907,0.017259736396786976,0.3477463030266674,0.004352904216954444,0.0016520760708910725,2.9709020863214477e-06,5.007235944515644e-05,0.01921450474453315,0.0020550170909851674,0.0005028890535374738,0.29760270228246805,6.461993654563289e-05,1.0178557655495861e-09,0.0002240957301408029,0.04313732389206528,5.2529126324794895e-05,2.899124142771113e-05,7.217932077911176e-05,1.4596116283894008e-12,6.6903479695743e-10,3.750092283679582e-12,1.4036431339121716e-06,0.0738360673143261,0.00032096133754505184,0.0010589016943635906,1.0906062951989084e-08,1.306878969361842e-10,2.8898406496394473e-08,1.1908813414455768e-08,0.0005016152163344105,3.820383369688319e-08,6.165564606935346e-11,7.804930187104188e-06,0.00026576043005040656,5.20208406506581e-10,2.3145477914991757e-08,3.383770287489017e-05,1.8736285742478234e-05,0.001379900375585592,8.79002060367547e-10,4.338466127978778e-09,1.890879352151177e-12
0.00024523254845868245,0.8316141655157118,3.76,0.0,0.0927917749551578,0.4758250265626883,0.5857145401717574,5.359429877608526e-07,7.783623473888443e-06,0.023140341535664057,0.0010458101482954951,7.091145117670182e-07,0.0057999385764338374,0.017396158942798407,0.34803035899237045,0.004332793626282663,0.0016640780594529936,2.9511311394565546e-06,4.98208143168263e-05,0.019067471556907096,0.002033096443337327,0.0005032743994834605,0.29840731291246486,6.418423465803997e-05,1.0237662989681777e-09,0.00022409891523506725,0.043151119981943604,5.27856304175228e-05,2.916563922693785e-05,7.27350614582027e-05,1.4662405786253391e-12,6.676152694346575e-10,3.767042847287882e-12,1.4098858507883869e-06,0.07413572561944973,0.0003217537967509174,0.0010578506894330852,1.0985072568732699e-08,1.3198017048242313e-10,2.8922887721582604e-08,1.2036816367413688e-08,0.000499099655391471,3.8310552637716515e-08,6.231772390419133e-11,7.83175360341965e-06,0.0002645734836231452,5.237701565073123e-10,2.3349771328449347e-08,3.400820846223336e-05,1.8865712103774178e-05,0.0013755972851734863,8.734893660369677e-10,4.3957649068850184e-09,1.9015676719286063e-12
0.0002453157802723163,0.8317105790487521,3.76,0.0,0.0920979512384607,0.4743648207252769,0.5872044172689385,5.503084805426251e-07,7.907255681151917e-06,0.023082689389202066,0.0010409561410709813,7.050970225856434e-07,0.005838991036713694,0.017534046032919696,0.34831111377240825,0.004312638904901848,0.0016762239154668966,2.931256358549088e-06,4.956605741463263e-05,0.018920042172372066,0.002011192552915102,0.0005036466653259786,0.2992146361278204,6.37461386313741e-05,1.0297023059127172e-09,0.0002240907361627463,0.04316362786148075,5.3042660276827935e-05,2.9340845815719662e-05,7.329532365273778e-05,1.4728733599493814e-12,6.661598993110942e-10,3.784001824502284e-12,1.4161309129761335e-06,0.07443696151397618,0.0003225391926199855,0.0010567633119829296,1.1064769824937068e-08,1.3328474266889514e-10,2.8946240397174722e-08,1.2166573821195139e-08,0.0004965634053095114,3.8416272254072375e-08,6.298869691821184e-11,7.85870559113483e-06,0.00026337328294555003,5.273502009723741e-10,2.3555962695847738e-08,3.417888674999868e-05,1.899570694694515e-05,0.001371217472392938,8.679355986217889e-10,4.454022693642367e-09,1.9123343417120952e-12
0.0002453990120859501,0.8318070032888578,3.76,0.0,0.0914045354559826,0.4728988734690117,0.5886995120799405,5.651000220263531e-07,8.033093380786875e-06,0.02302418299280414,0.0010360753315999613,7.010567841533336e-07,0.005878439736698604,0.017673416434647097,0.3485885128532034,0.004292440015394195,0.001688515982615498,2.911278981694153e-06,4.93080874339272e-05,0.018772225064916635,0.0019893071888621716,0.000504005600788536,0.30002467438729846,6.330567993513001e-05,1.0356630545815595e-09,0.0002240710294076379,0.04317482751682658,5.3300192891443745e-05,2.9516852012394353e-05,7.386012279674761e-05,1.4795090075938238e-12,6.6466838217782e-10,3.800966659988463e-12,1.4223773713536628e-06,0.07473978090688124,0.0003233173647053904,0.0010556393520903878,1.1145159202431229e-08,1.3460169277570752e-10,2.8968443070521654e-08,1.2298113401218619e-08,0.0004940064860489953,3.852095238575754e-08,6.366870524730839e-11,7.885786481241986e-06,0.0002621598125151943,5.309484436164814e-10,2.376406427018369e-08,3.434971137663676e-05,1.91262545125955e-05,0.0013667605899985178,8.623410766817834e-10,4.513258461356354e-09,1.9231798468994688e-12
0.00024548224389958395,0.8319034349286508,3.76,0.0,0.09071154917298989,0.47142716921958044,0.5901998347392029,5.803312567640937e-07,8.161177523720283e-06,0.022964814625223682,0.001031167823224072,6.969938563633895e-07,0.005918289870866965,0.017814289168860915,0.34886250106614286,0.004272196921338685,0.0017009566505476253,2.89120028830897e-06,4.9046903972542726e-05,0.01862402891182929,0.0019674421436771637,0.0005043509522054998,0.3008374299014062,6.286289105635249e-05,1.0416477820143683e-09,0.00022403963095516964,0.04318469873534084,5.355820447507561e-05,2.9693648128467398e-05,7.442947335721939e-05,1.4861464893356308e-12,6.631404158742582e-10,3.817934639755803e-12,1.4286242152084315e-06,0.07504418961596228,0.0003240881508331491,0.0010544786014321428,1.1226245123352236e-08,1.3593109910151477e-10,2.8989474080149988e-08,1.2431463184723811e-08,0.0004914289217662731,3.8624552078959604e-08,6.435789149384399e-11,7.912996583465438e-06,0.0002609330593299623,5.345647813563874e-10,2.3974088143750446e-08,3.4520655117295266e-05,1.9257338335477878e-05,0.00136222630053564,8.567061319106686e-10,4.573491606462659e-09,1.9341046687552653e-12
0.0002455654757132178,0.8319998706121738,3.76,0.0,0.09001901419683138,0.4699496927123017,0.5917053950722339,5.960162902175698e-07,8.291549755944772e-06,0.02290457656784475,0.0010262337250356692,6.929083046564711e-07,0.005958546712696263,0.017956683512359288,0.34913302258198003,0.004251909587386587,0.0017135483558540835,2.8710215997359457e-06,4.8782507556761595e-05,0.0184754625959282,0.0019455992331923603,0.0005046824625030435,0.3016529046245336,6.241780551091529e-05,1.0476556933254378e-09,0.00022399637634969516,0.043193221106153014,5.381667044704141e-05,2.9871223962323533e-05,7.500338875920541e-05,1.4927847941441334e-12,6.615757009957814e-10,3.8349032551815074e-12,1.4348704979426823e-06,0.07535019336374721,0.0003248513870932781,0.0010532808533288804,1.1308031957246202e-08,1.372730390516117e-10,2.9009311552712154e-08,1.256665171007947e-08,0.0004888307409211592,3.8727029543677076e-08,6.505640070915549e-11,7.94033618411332e-06,0.0002596930129635991,5.381991045190177e-10,2.418604626731686e-08,3.46916898646781e-05,1.938894122735656e-05,0.0013576142767314668,8.510311097687859e-10,4.634741958927441e-09,1.945109284086656e-12
0.0002456487075268516,0.8320963069348469,3.76,0.0,0.08932695257830223,0.46846642900397,0.5932162025856071,6.121697080478166e-07,8.424252410492307e-06,0.022843461107863165,0.0010212731519918439,6.888002001563526e-07,0.005999215615856126,0.0181006190006654,0.34940002090526656,0.004231577979341231,0.0017262935830658307,2.8507442798756884e-06,4.8514899667752945e-05,0.018326535207764116,0.001923780296538629,0.0005049998711803588,0.3024711002468734,6.197045785460187e-05,1.05368595952097e-09,0.00022394110075416352,0.0432003740208456,5.407556541304684e-05,3.0049568791607116e-05,7.558188130547006e-05,1.4994228757118137e-12,6.599739407028997e-10,3.851869737738833e-12,1.4411151924366248e-06,0.0756577977735769,0.00032560690783086884,0.001052045902790197,1.1390523995009957e-08,1.3862758874419867e-10,2.9027933407825723e-08,1.2703707992205982e-08,0.0004862119763862985,3.882834215892104e-08,6.576438048297817e-11,7.967805544333432e-06,0.0002584396656426705,5.41851295900841e-10,2.4399950382323492e-08,3.4862786609627145e-05,1.9521045259746565e-05,0.0013529242018952648,8.453163688325446e-10,4.697029792739318e-09,1.9561941639003557e-12
0.00024573193934048545,0.8321927404430268,3.76,0.0,0.08863538661299093,0.46697736348506824,0.5947322664567095,6.288065877355632e-07,8.559328522772322e-06,0.022781460541612678,0.0010162862250307774,6.846696198107912e-07,0.006040302015406238,0.0182461154305711,0.3496634388688331,0.004211202064241062,0.0017391948656772726,2.830369735528142e-06,4.824408276863796e-05,0.01817725604778451,0.0019019871960963455,0.0005053029142854597,0.30329201818612195,6.152088369396572e-05,1.0597377181533955e-09,0.0002238736390119217,0.04320613667426343,5.4334863145990065e-05,3.0228671345363598e-05,7.616496215478568e-05,1.506059597718318e-12,6.583348409011546e-10,3.868831063228145e-12,1.447357176434792e-06,0.07596700836540848,0.00032635454563692404,0.0010507735465591437,1.1473725450460331e-08,1.3999482304336024e-10,2.9045317366930426e-08,1.2842661518414914e-08,0.00048357266555822977,3.892844649386845e-08,6.64819810173053e-11,7.99540490038323e-06,0.0002571730123248665,5.45521230717555e-10,2.46158120243278e-08,3.503391542146083e-05,1.965363174652941e-05,0.0013481557703276337,8.395622812790369e-10,4.760375836661212e-09,1.9673597738037475e-12
0.0002458151711541193,0.8322891676331123,3.76,0.0,0.08794433884261171,0.4654824818922873,0.5962535955232444,6.459425142067784e-07,8.696821844922646e-06,0.02271856717802238,0.0010112730711880338,6.805166465358769e-07,0.006081811429007041,0.018393192862428034,0.3499232186283331,0.004190781810447768,0.0017522547871877262,2.8098994168775918e-06,4.797006033166269e-05,0.01802763462846043,0.001880221817432034,0.0005055913243986488,0.3041156595789632,6.106911969692175e-05,1.0658100729179247e-09,0.0002237938257115243,0.04321048806545146,5.4594536566084484e-05,3.0408519791070545e-05,7.675264127751666e-05,1.5126938480517296e-12,6.566581109202151e-10,3.885784507439076e-12,1.4535954189253954e-06,0.07627783055132004,0.00032709413133942094,0.0010494635831566344,1.1557640474578446e-08,1.413748157511406e-10,2.9061440950199187e-08,1.2983542255012927e-08,0.00048091285046993195,3.9027298256981324e-08,6.720935509893335e-11,8.023134460948754e-06,0.0002558930507785724,5.49208777063586e-10,2.4833642560779358e-08,3.520504542816585e-05,1.9786681226409145e-05,0.0013433086877383297,8.337692338210146e-10,4.824801285219681e-09,1.9786065738358186e-12
0.0002458984029677531,0.8323855849516341,3.76,0.0,0.087253832056321,0.4639817703213216,0.5977801982724815,6.635936016052643e-07,8.836776837095381e-06,0.022654773342208532,0.0010062338237140204,6.763413693594053e-07,0.0061237494581428,0.0185418716228602,0.3501793016568303,0.004170317187740678,0.001765475982160182,2.7893348181371922e-06,4.769283686536597e-05,0.017877680676379654,0.0018584860692199788,0.0005058648306189896,0.3049420252723298,6.061520360305341e-05,1.0719020908209195e-09,0.00022370149525426764,0.04321340699872644,5.485455772044547e-05,3.0589101730264635e-05,7.734492736189875e-05,1.5193244969321154e-12,6.549434632973161e-10,3.902727096539074e-12,1.459828816945376e-06,0.07659026963130879,0.00032782549399441895,0.0010481158129263108,1.1642273123622927e-08,1.427676391204551e-10,2.9076281480524562e-08,1.3126380667031105e-08,0.0004782325779048916,3.912485229619126e-08,6.794665817417709e-11,8.050994404435623e-06,0.0002545997816636579,5.529137948473715e-10,2.5053453108293187e-08,3.53761447964892e-05,1.992017344521268e-05,0.0013383826716728679,8.27937626805254e-10,4.890327809988469e-09,1.989935016716534e-12
0.00024597331160002353,0.8324723491207928,3.76,0.0,0.08663285752571886,0.462626134083846,0.5991586564691641,6.799338018695607e-07,8.96487837391499e-06,0.02259658265892099,0.0010016763061673518,6.72564628685421e-07,0.00616186484878883,0.018677068659739504,0.3504065667506591,0.004151861068125401,0.0017775151659135653,2.770747340532006e-06,4.7440603448851476e-05,0.017742446017191483,0.001838950825933363,0.0005060980166673899,0.30568808413274184,6.020487113909714e-05,1.0774009189859748e-09,0.0002236075587102651,0.04321479161294873,5.5088850249207525e-05,3.075224188803682e-05,7.788192989334215e-05,1.5252879677977807e-12,6.533676258760967e-10,3.917963356661333e-12,1.4654337018900425e-06,0.07687285153439356,0.00032847654695788693,0.0010468703313694164,1.1719059350711796e-08,1.4403220881502923e-10,2.9088522056373232e-08,1.3256634626819538e-08,0.00047580288403965734,3.9211503400680774e-08,6.861885093623215e-11,8.076179954704523e-06,0.0002534244644291868,5.56263126312605e-10,2.525298448903841e-08,3.5530080931500576e-05,2.0040677590858413e-05,0.0013338815455239113,8.226565542307101e-10,4.9502614075153266e-09,2.0002007886599935e-12
0.00024604822023229395,0.8325590997131376,3.76,0.0,0.086012356817455,0.4612657549997566,0.6005413986014948,6.967173058797304e-07,9.095043868919719e-06,0.022537650828224905,0.0009970978719857496,6.687699728450213e-07,0.006200336228199936,0.018813594653224356,0.3506307458896384,0.004133368966610973,0.0017896891521728964,2.7520858944141184e-06,4.71857865161063e-05,0.017606957456593093,0.0018194425717522598,0.0005063187058664959,0.3064363503112717,5.979285596420581e-05,1.0829141589072874e-09,0.0002235032281988339,0.043214982887619866,5.532337942686286e-05,3.091595576750217e-05,7.842267444525899e-05,1.5312466159465264e-12,6.517606405765953e-10,3.933185902064953e-12,1.471032824349216e-06,0.07715675101673813,0.00032912067221219223,0.0010455939231828228,1.1796432895081929e-08,1.4530727925900772e-10,2.909968804723656e-08,1.3388522286716876e-08,0.00047335670249055474,3.929703199796192e-08,6.929933152346426e-11,8.101471323365223e-06,0.00025223837573090695,5.596263757495679e-10,2.545413625202962e-08,3.5683941067615785e-05,2.016150737366074e-05,0.0013293160760752226,8.173448964776379e-10,5.011121321024487e-09,2.0105333728824058e-12
0.00024612312886456437,0.8326458340325498,3.76,0.0,0.08539234706404966,0.4599006237319742,0.6019284300840737,7.139570296211299e-07,9.227307230120544e-06,0.022477972304048178,0.0009924986317002438,6.649574800261169e-07,0.006239167858924568,0.018951464984068783,0.35085179496830726,0.004114840864515543,0.001801999971991381,2.7333516621735627e-06,4.6928391618061854e-05,0.017471222538166176,0.001799962745694344,0.0005065266934319308,0.30718682378700124,5.937918785625089e-05,1.0884410538671406e-09,0.00022338838289476834,0.04321396497169834,5.555812297884978e-05,3.108023307234137e-05,7.896716448249667e-05,1.5371995892066387e-12,6.501223057957398e-10,3.948392604482116e-12,1.47662538683118e-06,0.07744197169082578,0.00032975774142107267,0.00104428644678144,1.1874396524274407e-08,1.4659290000377986e-10,2.9109762532796073e-08,1.3522066900781467e-08,0.0004708940776971382,3.9381403365050686e-08,6.998821896542432e-11,8.126868573652956e-06,0.00025104152238733816,5.630034239452335e-10,2.5656915999026765e-08,3.5837699920813794e-05,2.0282646309971464e-05,0.0013246860837647352,8.120029757295574e-10,5.072924386927446e-09,2.0209330838540105e-12
0.0002461980374968348,0.8327325493493595,3.76,0.0,0.08477284556354056,0.4585307312129833,0.6033197560731524,7.316662839613438e-07,9.36170283365517e-06,0.022417541560811216,0.0009878787002216907,6.611272327985159e-07,0.006278364061598855,0.01909069521387313,0.3510696694202631,0.004096276744353343,0.0018144496926971428,2.714545856215649e-06,4.666842505534036e-05,0.017335248950913974,0.001780512801644621,0.0005067217722594216,0.30793950432567807,5.896389732010192e-05,1.0939808217461192e-09,0.00022326290203413316,0.04321172188993086,5.579305800510863e-05,3.124506309111977e-05,7.95154024677138e-05,1.543145884160803e-12,6.484524221242859e-10,3.963580616356598e-12,1.4822103497485121e-06,0.07772851708421584,0.0003303876250629642,0.0010429477618873202,1.1952952914322347e-08,1.478891191549557e-10,2.911872848451484e-08,1.365729206161812e-08,0.0004684150575096084,3.946458226130018e-08,7.068563422341209e-11,8.152371746299655e-06,0.00024983391332316366,5.663941451247041e-10,2.5861331090278302e-08,3.599133152585126e-05,2.0404077351305855e-05,0.0013199913979138561,8.066311230447182e-10,5.13568778444601e-09,2.0314002303718928e-12
0.0002462729461291052,0.8328192428996234,3.76,0.0,0.08415386978020753,0.4571560686533445,0.6047153814595511,7.498587853570886e-07,9.49826552786507e-06,0.02235635309596906,0.0009832381969141254,6.572793182049018e-07,0.006317929215687439,0.019231301086033166,0.35128432421516415,0.004077676589903426,0.001827040418580332,2.695669719095783e-06,4.6405893895203565e-05,0.017199044530364076,0.0017610942082633752,0.00050690373291754,0.30869439147390193,5.854701559284435e-05,1.0995326564888773e-09,0.00022312666496182205,0.043208237543891276,5.60281609670477e-05,3.1410434678080814e-05,8.006738983627156e-05,1.5490844938407496e-12,6.46750793368218e-10,3.978747513509195e-12,1.487786789159951e-06,0.07801639063629523,0.00033101019242532564,0.001041577729555739,1.203210469023876e-08,1.4919598396099783e-10,2.9126568762258414e-08,1.3794221693904836e-08,0.000465919693260287,3.954653286320992e-08,7.139170015614218e-11,8.17798085817951e-06,0.000248615559620325,5.697984081482848e-10,2.606738875043955e-08,3.614480922411216e-05,2.0525782873676114e-05,0.0013152318570035793,8.01229680283946e-10,5.199429043028653e-09,2.041935116347998e-12
0.000246340225676482,0.832897086269715,3.76,0.0,0.08359839635791896,0.4559173358034087,0.6059725377887366,7.666220259424932e-07,9.622796319314099e-06,0.02230074597626433,0.0009790528727289585,6.538083106089524e-07,0.006353783003791766,0.019358772658689353,0.3514743354976308,0.004060940043391795,0.0018384707978893993,2.678657122106047e-06,4.6167920612915646e-05,0.01707652168100275,0.0017436812505498272,0.0005070558052547049,0.3093742773875935,5.817126122390799e-05,1.1045286632480727e-09,0.00022299503495823068,0.04320403663058806,5.6239443065156925e-05,3.155941607891811e-05,8.056635630964161e-05,1.5544109843976274e-12,6.451952482863801e-10,3.9923498327241325e-12,1.4927873213875042e-06,0.07827608055402714,0.0003315630091572769,0.0010403203939849156,1.2103704852978869e-08,1.5037886324902631e-10,2.9132636790413013e-08,1.3918678612725484e-08,0.00046366458303392986,3.961906016013975e-08,7.203333332061698e-11,8.2010721025546e-06,0.00024751214136821246,5.728673938695736e-10,2.6253866363625264e-08,3.628250224310771e-05,2.0635312261821616e-05,0.0013109016434240772,7.963534147177931e-10,5.257526829184226e-09,2.0514550613072785e-12
0.0002464075052238588,0.8329749077730637,3.76,0.0,0.08304337413238157,0.45467474222749427,0.6072331692469612,7.837970243886158e-07,9.74912968697848e-06,0.022244519249070376,0.0009748511464209743,6.503231944797225e-07,0.006389941256145907,0.01948737844853025,0.3516616795581479,0.004044174406832996,0.001850018229181393,2.6615897602708373e-06,4.5927891077148404e-05,0.01695382494657617,0.0017262958639629815,0.0005071969695791879,0.3100559421386879,5.779427272911125e-05,1.1095331087750299e-09,0.00022285454374625552,0.04319880949335857,5.645082314552683e-05,3.1708816324539455e-05,8.106834715797349e-05,1.5597298130435899e-12,6.436138014248111e-10,4.005931184460367e-12,1.497779532171681e-06,0.07853684693719687,0.00033210972118742854,0.0010390375612614976,1.217578913269782e-08,1.5157039943418853e-10,2.9137770263118515e-08,1.4044547920124625e-08,0.0004613963748349881,3.969054042500392e-08,7.268213714302091e-11,8.224248773766283e-06,0.00024640007748492914,5.75947088999046e-10,2.644167957206946e-08,3.642002872425418e-05,2.0745034783119214e-05,0.0013065188861288027,7.914538239317069e-10,5.3164410740453226e-09,2.061030099703866e-12
0.0002464747847712356,0.8330527053359493,3.76,0.0,0.08248881610262337,0.4534282821662448,0.608497278800977,8.013946051901976e-07,9.87729186317692e-06,0.022187668985893166,0.0009706331139497187,6.468240424758968e-07,0.0064264072701033835,0.01961713024233041,0.35184632280260153,0.00402737967138594,0.0018616843161093452,2.6444685971462163e-06,4.568581205699455e-05,0.016830960310494126,0.00170893914262242,0.0005073270693424147,0.31073938492253145,5.7416074269951836e-05,1.1145453557257643e-09,0.00022270510433209178,0.043192544219211364,5.6662282784075304e-05,3.185862641706937e-05,8.157336113246027e-05,1.5650401139878722e-12,6.420063169923707e-10,4.019489557544239e-12,1.502762640339137e-06,0.07879869208431196,0.00033265023133297153,0.0010377291335703011,1.2248359265387968e-08,1.5277062406852212e-10,2.914195655109651e-08,1.417184766420845e-08,0.0004591151133265446,3.976094654679315e-08,7.333820470779833e-11,8.247510828730396e-06,0.0002452793806566637,5.790373854429764e-10,2.66308331727805e-08,3.655736787430601e-05,2.0854936439235953e-05,0.0013020834881186042,7.865311764864511e-10,5.376185231308498e-09,2.070660439026778e-12
0.00024654206431861243,0.8331304768617579,3.76,0.0,0.08193473537756454,0.4521779500635975,0.6097648692262654,8.194258883657894e-07,1.0007309390597525e-05,0.02213019128009287,0.0009663988743560445,6.433109303993135e-07,0.0064631843831537885,0.01974803994814251,0.3520282313279268,0.004010555829228039,0.0018734706881460479,2.6272946165387458e-06,4.544169086263361e-05,0.016707933854021584,0.0016916121899674074,0.0005074459464749496,0.3114246047765575,5.703669049586414e-05,1.119564746443596e-09,0.00022254662992015654,0.043185228818183805,5.687380310805245e-05,3.2008837056089165e-05,8.208139620530839e-05,1.5703411623863731e-12,6.403726617650595e-10,4.033023179720569e-12,1.5077359803215143e-06,0.07906161822894049,0.00033318444162257964,0.0010363950140284165,1.2321416927835753e-08,1.5397956769907283e-10,2.914518294962363e-08,1.4300596140668532e-08,0.0004568208456192491,3.9830250958317704e-08,7.400163034150294e-11,8.270858205760338e-06,0.00024415006510377225,5.821381711077747e-10,2.6821331808072018e-08,3.6694498418709935e-05,2.0965002831013734e-05,0.0012975953590698235,7.815857473198535e-10,5.4367730020302434e-09,2.0803462803573217e-12
