Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15)
1.747132894991805e-06,0.7122259367560041,3.76,0.0,0.6108931245459372,0.9999865765974881,1.2479274584302434e-06,3.599937821165577e-20,3.184369802189555e-14,1.8362681836027097e-05,1.2421289998185717e-05,2.8216654042981463e-09,3.345968886929538e-07,5.257889279434458e-07,1.4124272182184181e-06,1.6742258300166275e-07,1.4637552345994247e-07,3.903985358668401e-10,1.3542236588869868e-11,1.3242931497548428e-10,6.875102113984614e-10,9.079494195472391e-12,1.790435481988537e-10,5.07348877551471e-08,1.343698586119882e-19,1.0768415054111628e-16,2.2145217813248662e-16,2.5045608186444316e-23,1.1210190495560234e-12,1.466214272713746e-12,4.440032906429386e-18,2.896455905443674e-17,2.2868310983983862e-18,5.97365067702767e-14,1.0541235397210229e-10
1.7858325081304326e-06,0.712225945625382,3.76,0.0,0.6108926726690159,0.9999862754762976,1.2973874041626586e-06,3.7066095123811275e-20,3.262047226338918e-14,1.8806453551990076e-05,1.2689202407182152e-05,2.8907426019520216e-09,3.3835615457627573e-07,5.283695410564969e-07,1.4537008406760024e-06,1.7531009303505967e-07,1.4739592463928858e-07,4.00847256285288e-10,1.422576610611669e-11,1.4226279664726223e-10,7.371117486789202e-10,9.546050646692656e-12,1.9096198254727205e-10,5.279414875800162e-08,1.4434944236313658e-19,1.1706629533624644e-16,2.4631918237051684e-16,2.812410011250689e-23,1.1550533376043535e-12,1.513473874070187e-12,4.5846436573578756e-18,3.045140627336105e-17,2.3608652343354834e-18,6.166787228091914e-14,1.1087548419006555e-10
1.8245321212690602e-06,0.712225954536462,3.76,0.0,0.6108922198340292,0.9999859743216749,1.347395344705146e-06,3.814144708214666e-20,3.339859200887974e-14,1.9250985149689185e-05,1.29567873532311e-05,2.959939557110212e-09,3.4205164653587313e-07,5.309298847845388e-07,1.495176214738157e-06,1.8338910065983355e-07,1.4839657063249597e-07,4.113561492393212e-10,1.492739936855446e-11,1.5258592542016402e-10,7.891094506412005e-10,1.0025469961219613e-11,2.033902600890593e-10,5.488573732535077e-08,1.5482604726635005e-19,1.270298958861658e-16,2.7332723531942206e-16,3.149670312320901e-23,1.1895090806698167e-12,1.5613489180645474e-12,4.7311390562196465e-18,3.197940853091569e-17,2.4358637783283185e-18,6.362460363255025e-14,1.1651348764551588e-10
1.863231734407688e-06,0.7122259634892871,3.76,0.0,0.6108917660543668,0.9999856731339775,1.397942389125906e-06,3.922549834756882e-20,3.4178031730025204e-14,1.9696262635158405e-05,1.3224044879998547e-05,3.0292539520504365e-09,3.4568979679511355e-07,5.334722568189807e-07,1.5368518535449638e-06,1.916600519315104e-07,1.4937955705918713e-07,4.219249358387497e-10,1.5647199811984562e-11,1.6341150197180693e-10,8.435639031272286e-10,1.051782274610709e-11,2.1633927268116247e-10,5.700920500179963e-08,1.658126693422793e-19,1.3759761314859204e-16,3.026075742712162e-16,3.51841839689724e-23,1.2243916059033791e-12,1.6098466231404193e-12,4.879541041461852e-18,3.35487959624457e-17,2.5118380078333032e-18,6.560699575976563e-14,1.223286561785699e-10
1.9019313475463156e-06,0.7122259724838989,3.76,0.0,0.610891311342039,0.999985371913465,1.4490205528996784e-06,4.031831056241473e-20,3.4958768422669304e-14,2.0142273399506032e-05,1.3490975043365388e-05,3.098683697242029e-09,3.492765124055149e-07,5.359986811389393e-07,1.578726439177074e-06,2.0012338733348897e-07,1.5034676567768315e-07,4.325533649716727e-10,1.6385231203077032e-11,1.747523718579849e-10,9.005358937476848e-10,1.102317948402801e-11,2.2981996907121667e-10,5.9164108871689336e-08,1.7732235013391729e-19,1.4879256770597186e-16,3.342965053538444e-16,3.9208330662579554e-23,1.2597063184140629e-12,1.6589743160696156e-12,5.029872005433126e-18,3.515979986705527e-17,2.5887993961528916e-18,6.761534801320141e-14,1.2832330832317903e-10
1.940630960684943e-06,0.7122259815203357,3.76,0.0,0.6108908557078018,0.9999850706603092,1.5006226831618209e-06,4.141994271632454e-20,3.5740781377005265e-14,2.058900609225248e-05,1.3757577909969986e-05,3.1682269106292045e-09,3.52817208367356e-07,5.385109406515949e-07,1.6207988025291765e-06,2.0877954233141067e-07,1.5129988475083022e-07,4.4324121084919414e-10,1.7141557689626127e-11,1.8662142576736683e-10,9.600864132381353e-10,1.1541610557408912e-11,2.438433540258764e-10,6.135001149217242e-08,1.8936817701782526e-19,1.6063834336878345e-16,3.6853550575503843e-16,4.3591985205349225e-23,1.2954586555866791e-12,1.7087393704565145e-12,5.182154589493663e-18,3.681265281515234e-17,2.6667595123291507e-18,6.96499616684191e-14,1.3449978959090022e-10
1.9793305738235707e-06,0.7122259905986339,3.76,0.0,0.6108903991612724,0.9999847693746051,1.5527423887761047e-06,4.2530451164566125e-20,3.6524051966249666e-14,2.1036450504952648e-05,1.40238535559262e-05,3.2378818985747576e-09,3.563168402131858e-07,5.410106059124997e-07,1.663067905601663e-06,2.176289478763195e-07,1.522404277206124e-07,4.539882707369263e-10,1.7916243839379482e-11,1.9903159980752875e-10,1.022276656910916e-09,1.2073186269862197e-11,2.584204874160909e-10,6.356648082683556e-08,2.019632835170849e-19,1.7315899046143501e-16,4.0547132671163343e-16,4.835907676669886e-23,1.3316540482377953e-12,1.7591491554945702e-12,5.336411507335516e-18,3.8507588731449374e-17,2.7457299369607283e-18,7.171113784449287e-14,1.4086047254722103e-10
2.018030186962198e-06,0.7122259997188285,3.76,0.0,0.6108899417110363,0.9999844680563812,1.6053739751374883e-06,4.364988965815152e-20,3.73085634526838e-14,2.148459746445124e-05,1.4289802065694255e-05,3.307647138362961e-09,3.5977993570956965e-07,5.434990604292145e-07,1.7055328258997838e-06,2.2667203086096003e-07,1.5316975028028154e-07,4.6479436286528833e-10,1.8709354669028295e-11,2.119958758144241e-10,1.0871680261726427e-09,1.2617976865292202e-11,2.735624832795077e-10,6.581309017990014e-08,2.1512084953031275e-19,1.8637902882606905e-16,4.45256097196523e-16,5.353465532301139e-23,1.3682978884530194e-12,1.810210992909931e-12,5.4926653972818445e-18,4.0244842958847915e-17,2.8257221912800244e-18,7.379917574551482e-14,1.47407756715718e-10
2.0567298001008255e-06,0.7122260088809523,3.76,0.0,0.6108894833647441,0.999984166705606,1.6585123835688157e-06,4.477830939157562e-20,3.809430080991905e-14,2.1933438735125475e-05,1.4555423531085688e-05,3.3775212621601693e-09,3.6321062543841274e-07,5.459775229677651e-07,1.748192742681407e-06,2.3590921453320285e-07,1.5408906594522823e-07,4.756593245066974e-10,1.9520955664613588e-11,2.2552728167880092e-10,1.1548221300823085e-09,1.3176052544988556e-11,2.892805088761317e-10,6.808941813102413e-08,2.2885410171655805e-19,2.003234505811804e-16,4.880474282435668e-16,5.914492576144724e-23,1.4053955032898595e-12,1.861932121193668e-12,5.650938701444009e-18,4.2024652304152995e-17,2.9067476784242414e-18,7.591437121498654e-14,1.541440683400988e-10
2.095429413239453e-06,0.7122260180850364,3.76,0.0,0.6108890241292017,0.999983865322196,1.7121531351244495e-06,4.5915759082842994e-20,3.8881250560270645e-14,2.2382966929487443e-05,1.4820718050386781e-05,3.4475030423336538e-09,3.666126721081779e-07,5.484470672086767e-07,1.7910469248394118e-06,2.4534091887022354e-07,1.5499946022943295e-07,4.865830102078332e-10,2.035111279457083e-11,2.3963889168413355e-10,1.2253007869298452e-09,1.3747483482962922e-11,3.055857837496147e-10,7.03950484707239e-08,2.431763138890284e-19,2.1501772266986094e-16,5.340085178602511e-16,6.521728244388932e-23,1.442952133235263e-12,1.9143196670609677e-12,5.811253566025739e-18,4.384725506711046e-17,2.9888176362494045e-18,7.805701557825014e-14,1.6107186002952126e-10
2.1341290263780804e-06,0.7122260273311104,3.76,0.0,0.6108885640104496,0.9999835639060217,1.7662922785965603e-06,4.706228507105718e-20,3.9669400626173045e-14,2.283317542654763e-05,1.508568572758703e-05,3.5175913780333467e-09,3.699894984959037e-07,5.509086390550492e-07,1.8340947202320778e-06,2.5496756091676377e-07,1.5590190353055588e-07,4.975652901679056e-10,2.1199892516619543e-11,2.543438268514192e-10,1.298666025818661e-09,1.4332339839758902e-11,3.224895788038685e-10,7.272957013643107e-08,2.5810080725272706e-19,2.304877892276155e-16,5.833082564856783e-16,7.178034422543074e-23,1.4809729150283587e-12,1.9673806227939558e-12,5.9736317604672665e-18,4.571289105802088e-17,3.071943099461428e-18,8.022739470935142e-14,1.6819361030989346e-10
2.172828639516708e-06,0.7122260366192029,3.76,0.0,0.6108881030138384,0.9999832624569133,1.820926342516943e-06,4.8217931415370887e-20,4.045874019461507e-14,2.3284058297368732e-05,1.5350326671700108e-05,3.5877852829453603e-09,3.733442139470688e-07,5.53363071870122e-07,1.8773355462902966e-06,2.6478955509059505e-07,1.567972628201161e-07,5.086060487537972e-10,2.206736177957187e-11,2.6965525528686617e-10,1.3749800882382638e-09,1.4930691774941755e-11,3.4000321540294394e-10,7.509257714919736e-08,2.736409508037017e-19,2.467600737974873e-16,6.361213329575822e-16,7.886398993007229e-23,1.519462868554422e-12,2.0211218282671377e-12,6.138094614505169e-18,4.762180160488646e-17,3.1561348695650725e-18,8.242578830886022e-14,1.755118231012825e-10
2.2115282526553353e-06,0.7122260459493408,3.76,0.0,0.6108876411440965,0.9999829609746659,1.8760522909438194e-06,4.938273999962315e-20,4.12492595936185e-14,2.3735610237264633e-05,1.5614640996166112e-05,3.658083874130019e-09,3.7667963938519683e-07,5.558110998964713e-07,1.920768881746025e-06,2.7480731345811004e-07,1.5768631223059211e-07,5.197051831417201e-10,2.295358802093419e-11,2.855863925291619e-10,1.4543054296153002e-09,1.5542609458447056e-11,3.581380645006452e-10,7.748366855105802e-08,2.8981016177211237e-19,2.6386148142033473e-16,6.926283409574896e-16,8.649939429339735e-23,1.5584268870478752e-12,2.0755499576731188e-12,6.304662970014608e-18,4.957422954987475e-17,3.2414034924903802e-18,8.465246936973071e-14,1.830290271386802e-10
2.2502278657939628e-06,0.7122260553215495,3.76,0.0,0.6108871784053908,0.9999826594590423,1.9316674828162137e-06,5.055675064653218e-20,4.204095017982938e-14,2.4187826504124717e-05,1.5878628818325192e-05,3.728486361860917e-09,3.7999833081326036e-07,5.582533700780077e-07,1.96439425934555e-06,2.8502124598274537e-07,1.5856974262864698e-07,5.308626020758475e-10,2.3858639161032677e-11,3.0215050189362093e-10,1.5367047208335503e-09,1.6168163080936292e-11,3.769055458048544e-10,7.990244834306206e-08,3.0662190583026535e-19,2.8181940062765365e-16,7.530158859089935e-16,9.471906438095736e-23,1.5978697300473765e-12,2.130671510417362e-12,6.473357145378676e-18,5.157041923983668e-17,3.3277592427930993e-18,8.690770379037857e-14,1.9074777535154972e-10
2.2889274789325902e-06,0.7122260647358537,3.76,0.0,0.6108867148013827,0.9999823579097779,1.9877696346538603e-06,5.1740001233401224e-20,4.283380423633782e-14,2.4640702862372245e-05,1.614229025895394e-05,3.798992040385846e-09,3.83302601317479e-07,5.606904524749149e-07,2.0082112594302626e-06,2.954317607487085e-07,1.5944817026044516e-07,5.42078224735736e-10,2.478258359432321e-11,3.1936089481102896e-10,1.6222408497155748e-09,1.6807422863283007e-11,3.9631712698005966e-10,8.234852542397529e-08,3.240896974629801e-19,3.0066170536144387e-16,8.17476692310154e-16,1.0355687648687594e-22,1.637796018912809e-12,2.1864928049828737e-12,6.644196911514641e-18,5.3610616511713705e-17,3.4152121128338287e-18,8.919175013333069e-14,1.98670644215629e-10
2.3276270920712177e-06,0.7122260741922775,3.76,0.0,0.6108862503352797,0.9999820563265851,2.0443567863823117e-06,5.2932527804301524e-20,4.3627814879894786e-14,2.5094235532096082e-05,1.6405625441857352e-05,3.869600279535072e-09,3.865945416040085e-07,5.631228494367562e-07,2.0522195042830454e-06,3.060392641622731e-07,1.603221445499721e-07,5.533519797043352e-10,2.5725490178487997e-11,3.3723093115943377e-10,1.7109769224604847e-09,1.7460459065295987e-11,4.1638432289032015e-10,8.48215135296596e-08,3.422271004487182e-19,3.204167568416119e-16,8.862097114863881e-16,1.1304811351634788e-22,1.6782102345017305e-12,2.2430199754549346e-12,6.8172014773102375e-18,5.56950686708903e-17,3.503771806457133e-18,9.150485949473619e-14,2.0680023308783006e-10
2.366326705209845e-06,0.7122260836908426,3.76,0.0,0.6108857850098792,0.9999817547091533,2.1014272700697476e-06,5.4134364681785564e-20,4.44229759767516e-14,2.5548421142926088e-05,1.666863449350958e-05,3.940310517107408e-09,3.8987603911057504e-07,5.655510036803881e-07,2.096418653149803e-06,3.168441611327163e-07,1.6119215512523037e-07,5.64683804028297e-10,2.668742822183766e-11,3.5577401958751617e-10,1.8029762650337443e-09,1.8127341993772542e-11,4.371186948839876e-10,8.732103117313177e-08,3.610477280193479e-19,3.4111340539835613e-16,9.594202297544705e-16,1.232295028587944e-22,1.7191167164994594e-12,2.3002589707093422e-12,6.992389482378804e-18,5.782402446699773e-17,3.593447736788561e-18,9.384727544942444e-14,2.15139163533214e-10
2.4050263183484726e-06,0.712226093231571,3.76,0.0,0.6108853188276132,0.9999814530571542,2.1589796813703273e-06,5.534554457851555e-20,4.521928206639936e-14,2.6003256692251187e-05,1.6931317542737762e-05,4.011122251969007e-09,3.9314879574278756e-07,5.679753054036848e-07,2.140808397855373e-06,3.278468552348051e-07,1.6205863814149372e-07,5.760736423631887e-10,2.7668467469446017e-11,3.7500361782850515e-10,1.898302424506061e-09,1.8808142009961375e-11,4.5853185012085263e-10,8.984670158530241e-08,3.805652431668458e-19,3.627809922853317e-16,1.0373199769917196e-15,1.3413925476105987e-22,1.760519664197962e-12,2.358215555520903e-12,7.169778996816855e-18,5.999773406867862e-17,3.684249027172328e-18,9.62192341017537e-14,2.2369007865206295e-10
2.4437259314871e-06,0.7122261028144831,3.76,0.0,0.6108848517905826,0.9999811513702427,2.2170128534769855e-06,5.656609870467067e-20,4.601672829253146e-14,2.6458739507406957e-05,1.7193674720443697e-05,4.082035037804256e-09,3.964143442917671e-07,5.703960985510066e-07,2.1853884589422963e-06,3.3904774885458027e-07,1.6292198196587322e-07,5.875214461969684e-10,2.8668678088373093e-11,3.9493323300388144e-10,1.9970191703394084e-09,1.9502929536500587e-11,4.806354409418092e-10,9.239815265639536e-08,4.007933591650191e-19,3.854493514880824e-16,1.1201272356076028e-15,1.4581710120969994e-22,1.8024231385646862e-12,2.4168953130207454e-12,7.349387526981911e-18,6.22164490336123e-17,3.7761845146190584e-18,9.862096420428292e-14,2.324556424137205e-10
2.4824255446257274e-06,0.7122261124395983,3.76,0.0,0.6108843839005942,0.9999808496480586,2.2755258333945497e-06,5.779605686990377e-20,4.6815310340601615e-14,2.691486721148594e-05,1.7455706159358837e-05,4.1530484774622886e-09,3.9967406359584517e-07,5.728136863318786e-07,2.230158582269888e-06,3.504472433200349e-07,1.637825322828823e-07,5.990271731452142e-10,2.968813065228392e-11,4.1557642191634866e-10,2.0991904956191222e-09,2.0211775063885612e-11,5.034411642805965e-10,9.497501687804693e-08,4.217458396786262e-19,4.0914881154025493e-16,1.2080669499180244e-15,1.5830433532962187e-22,1.8448310652625136e-12,2.4763036485821627e-12,7.53123202528563e-18,6.44804222776534e-17,3.869262755475494e-18,1.0105268728896204e-13,2.4143853900228536e-10
2.521125157764355e-06,0.7122261221069357,3.76,0.0,0.6108839151591896,0.9999805478902296,2.3345178603531147e-06,5.903544758170143e-20,4.761502438139769e-14,2.7371637692449775e-05,1.7717411993828583e-05,4.224162217846823e-09,4.0292919251314394e-07,5.752283360816048e-07,2.2751185360189e-06,3.620457390181368e-07,1.6464059667607405e-07,6.10590786311868e-10,3.0726896125728556e-11,4.3694679133174625e-10,2.2048806182317565e-09,2.093474915651328e-11,5.269607611167443e-10,9.757693128608253e-08,4.434364989737723e-19,4.33910197357579e-16,1.3013708359251914e-15,1.7164385130559987e-22,1.887747238382347e-12,2.5364457948932835e-12,7.715328903336962e-18,6.678990804587004e-17,3.9634920328494544e-18,1.0351461787392399e-13,2.5064147217832344e-10
2.5598247709029823e-06,0.7122261318165134,3.76,0.0,0.6108834455676738,0.9999802460963714,2.3939883461915973e-06,6.028429813999317e-20,4.8415867020093344e-14,2.782904907524709e-05,1.797879235962251e-05,4.295375945300938e-09,4.061808427734857e-07,5.776402835419036e-07,2.320268108053624e-06,3.7384363549952235e-07,1.6549644873617513e-07,6.222122537099261e-10,3.1785045848304385e-11,4.5905799824975303e-10,2.3141539819889747e-09,2.1671922458342085e-11,5.512060159685346e-10,1.0020353740396849e-07,4.658792024905401e-19,4.597648320974144e-16,1.4002774915079997e-15,1.858801848338694e-22,1.931175324812225e-12,2.5973268176529394e-12,7.90169404844211e-18,6.914516188033037e-17,4.05888036534825e-18,1.0600696372433715e-13,2.6006716466014685e-10
2.5985243840416098e-06,0.7122261415683484,3.76,0.0,0.6108829751271396,0.9999799442660904,2.4539368575518306e-06,6.154263472629024e-20,4.921783525028239e-14,2.8287099696664897e-05,1.8239847393767304e-05,4.366689381442319e-09,4.094300107780237e-07,5.800497366306667e-07,2.3656071035988424e-06,3.8584133157206035e-07,1.6635033174171908e-07,6.338915477370042e-10,3.286265151887703e-11,4.819237501633662e-10,2.427075257698243e-09,2.2423365698202814e-11,5.761887564245496e-10,1.0285448118693546e-07,4.890878669141769e-19,4.867445390501658e-16,1.5050325070293682e-15,2.0105955411173212e-22,1.9751188690836685e-12,2.658951621802031e-12,8.090342842338609e-18,7.154644058742108e-17,4.155435516791271e-18,1.0852992607548246e-13,2.697183575271722e-10
2.6372239971802372e-06,0.7122261513624575,3.76,0.0,0.6108825038384916,0.9999796423989837,2.5143630997337195e-06,6.281048248734214e-20,5.002092641254172e-14,2.87457880826627e-05,1.8500577234399743e-05,4.438102279407885e-09,4.1267758841413886e-07,5.824568787619177e-07,2.411135343193963e-06,3.9803922538438316e-07,1.6720246195415892e-07,6.45628644700909e-10,3.3959785180002344e-11,5.0555780530726e-10,2.5437093441814373e-09,2.3189149694788235e-11,6.019208527122235e-10,1.0552941296676965e-07,5.130764602541695e-19,5.148816435677035e-16,1.6158885763681412e-15,2.1722990137291067e-22,2.0195812984963316e-12,2.721324958349328e-12,8.281290181089021e-18,7.399400220926435e-17,4.253165006637285e-18,1.1108369990172763e-13,2.7959780964697794e-10
2.6759236103188647e-06,0.7122261611988563,3.76,0.0,0.6108820317024642,0.9999793404946408,2.5752669020717155e-06,6.40878656142807e-20,5.0825138157105216e-14,2.920511292795948e-05,1.8760982020637354e-05,4.50961442047016e-09,4.1592437295188643e-07,5.848618717697351e-07,2.4568526608911934e-06,4.1043771450037845e-07,1.6805303156576463e-07,6.574235243907064e-10,3.5076519202664436e-11,5.299739728952087e-10,2.6641213692427958e-09,2.3969345361345856e-11,6.284142173017106e-10,1.082279873972677e-07,5.378590024803103e-19,5.442089750327696e-16,1.7331056083841694e-15,2.3444093497561447e-22,2.064565928448682e-12,2.7844514314663297e-12,8.474550496173479e-18,7.648810599297702e-17,4.352076120994577e-18,1.1366847424694216e-13,2.8970829712748484e-10
2.714623223457492e-06,0.7122261710775597,3.76,0.0,0.6108815587196429,0.9999790385526444,2.636648204702359e-06,6.537480741712701e-20,5.1630468410263845e-14,2.9665073077662585e-05,1.9021061892464582e-05,4.58122561099078e-09,4.1917107608653093e-07,5.87264858483365e-07,2.502758902668656e-06,4.23037195965542e-07,1.6890221133519072e-07,6.69276169689237e-10,3.621292627142297e-11,5.551861133468408e-10,2.7883766905878832e-09,2.4764023710094576e-11,6.556808045432843e-10,1.1094986340035022e-07,5.634495655845136e-19,5.747598688721233e-16,1.856950838825957e-15,2.527441720497273e-22,2.1100759679228094e-12,2.848335505612934e-12,8.670137776620636e-18,7.902901235884427e-17,4.452175923920115e-18,1.1628443248304422e-13,3.000526127952749e-10
2.7533228365961196e-06,0.7122261809985824,3.76,0.0,0.6108810848904777,0.999978736572571,2.69850704660192e-06,6.667133039415749e-20,5.243691534414152e-14,3.012566751074566e-05,1.9280816990632632e-05,4.652935679679469e-09,4.2241833218939427e-07,5.896659649950535e-07,2.548853925032835e-06,4.3583806636600886e-07,1.6975015294237166e-07,6.811865662233552e-10,3.736907937004072e-11,5.812081385040353e-10,2.916540896695388e-09,2.5573255856383064e-11,6.837326103364421e-10,1.1369470411282852e-07,5.898622734884026e-19,6.065681686149713e-16,1.9876989426907995e-15,2.721929817094347e-22,2.15611452500092e-12,2.912981512782073e-12,8.868065591325824e-18,8.161698287418834e-17,4.5534712687176635e-18,1.1893175258212108e-13,3.1063356570020885e-10
2.830722062873375e-06,0.7122262009676402,3.76,0.0,0.6108801346943319,0.9999781324964743,2.8236579371555393e-06,6.92932061275197e-20,5.405315301828649e-14,3.104875572844264e-05,1.9799353432338078e-05,4.796651864223241e-09,4.2891669692385194e-07,5.944629692521435e-07,2.6416097833140903e-06,4.6204555831468737e-07,1.714428448277522e-07,7.051805674507341e-10,3.974091701090027e-11,6.357377486212593e-10,3.184859475817491e-09,2.7235666539915268e-11,7.422400671926077e-10,1.1925195297442135e-07,6.452108826236892e-19,6.740949128112921e-16,2.271040345448479e-15,3.147503186076701e-22,2.2497891474531155e-12,3.044576029855214e-12,9.270995120821883e-18,8.693516820352012e-17,4.759675004447044e-18,1.2432116505743236e-13,3.325166977977788e-10
2.9003813665229045e-06,0.7122262190846548,3.76,0.0,0.610879276625572,0.999977588693417,2.9379289781903064e-06,7.168587312584143e-20,5.551157176732503e-14,3.1881696378622486e-05,2.0264926928781748e-05,4.9263332510192835e-09,4.3477214848361715e-07,5.987748306724206e-07,2.7257344209792556e-06,4.863250221029025e-07,1.7296323359195738e-07,7.269725792885293e-10,4.1943840139385116e-11,6.87724826953246e-10,3.440377319828111e-09,2.87823258140449e-11,7.977034092842606e-10,1.2432872129687017e-07,6.979791354069876e-19,7.39519306757718e-16,2.552567288698754e-15,3.575446562233497e-22,2.3359331391698183e-12,3.1656578996323805e-12,9.641764605020418e-18,9.188514097132862e-17,4.9494119452856564e-18,1.2928057951922215e-13,3.5304931253325113e-10
2.970040670172434e-06,0.7122262373389783,3.76,0.0,0.6108784158169522,0.9999770447601974,3.053751333924823e-06,7.410990230064738e-20,5.697358877484956e-14,3.271668092784314e-05,2.0729450374307043e-05,5.056333125089918e-09,4.4063644965266143e-07,6.030819839406358e-07,2.8104688416676606e-06,5.112631377088557e-07,1.7448129744604896e-07,7.489515767727103e-10,4.421188772742433e-11,7.425546598206919e-10,3.7095906131244484e-09,3.037725047971808e-11,8.558992897254885e-10,1.294748435343593e-07,7.536332026823457e-19,8.095674803853197e-16,2.861083283585558e-15,4.049699825723982e-22,2.423833821331847e-12,3.2892704992611997e-12,1.0020311546212806e-17,9.699171908968705e-17,5.143120570457653e-18,1.3434415940604188e-13,3.743930128561463e-10
3.039699973821964e-06,0.712226255730673,3.76,0.0,0.6108775522678888,0.9999765006942047,3.1711276042305693e-06,7.656540305608007e-20,5.843919926836859e-14,3.3553706621944336e-05,2.1192924608059522e-05,5.1866510232021035e-09,4.4651135076902166e-07,6.073847736552359e-07,2.895812457070214e-06,5.368622070919512e-07,1.759974612207619e-07,7.711175402446543e-10,4.654549454200746e-11,8.003102655075693e-10,3.9928903114884604e-09,3.2020859477749744e-11,9.168991373746779e-10,1.3468850072230248e-07,8.122573698825035e-19,8.844554693224768e-16,3.198474209553834e-15,4.574104189314426e-22,2.5135063695633185e-12,3.415435227864423e-12,1.0406702763594395e-17,1.0225646609678956e-16,5.340834688698508e-18,1.3951278608738705e-13,3.9656471190341364e-10
3.1093592774714935e-06,0.7122262742597946,3.76,0.0,0.6108766859772317,0.9999759564928028,3.2900608035192772e-06,7.905248035138578e-20,5.990839950790606e-14,3.439277126631956e-05,2.1655350472490925e-05,5.3172865762040024e-09,4.5239823428457427e-07,6.116834766543184e-07,2.9817647228718236e-06,5.631245302599381e-07,1.7751206717114273e-07,7.934704606814332e-10,4.8945097545644376e-11,8.610752162085826e-10,4.290669848642888e-09,3.371357308957279e-11,9.80774799906459e-10,1.3996791411623373e-07,8.739364840083923e-19,9.644048233662483e-16,3.566713173609367e-15,5.152731805418916e-22,2.604965303643019e-12,3.544172620680353e-12,1.0801002307757037e-17,1.0768095567612081e-16,5.542586726974582e-18,1.4478730577383868e-13,4.195814624246392e-10
3.179018581121023e-06,0.7122262929263931,3.76,0.0,0.6108758169433858,0.999975412153335,3.4105542716511534e-06,8.157123530025864e-20,6.138118656832149e-14,3.5233873107098996e-05,2.2116728812749327e-05,5.448239489247927e-09,4.582981805268791e-07,6.159783160275017e-07,3.0683251301109327e-06,5.900524056378857e-07,1.7902539107608618e-07,8.160103371047206e-10,5.1411135730362246e-11,9.249336407149717e-10,4.603325146508356e-09,3.545581297905967e-11,1.0475985414119668e-09,1.453113442915119e-07,9.387559569912687e-19,1.0496426511037966e-15,3.967862718341297e-15,5.789894901667993e-22,2.698224558639478e-12,3.675502449241494e-12,1.1203271774792637e-17,1.132667713339246e-16,5.74840789108043e-18,1.5016853370695337e-13,4.434604514418064e-10
3.248677884770553e-06,0.7122263117305139,3.76,0.0,0.6108749451644069,0.9999748676731299,3.532611600819144e-06,8.412176577284917e-20,6.28575581616528e-14,3.607701073416897e-05,2.25770604761964e-05,5.579509525637395e-09,4.6421202235599516e-07,6.20269472262292e-07,3.155493198304099e-06,6.176481303554907e-07,1.8053765526713137e-07,8.387371744317698e-10,5.3944049958243666e-11,9.919702268924913e-10,4.9312546244931154e-09,3.7248002233935955e-11,1.1174430405467235e-09,1.5071709026334627e-07,1.006801769564537e-18,1.1404016677351806e-15,4.404077049012994e-15,6.490155189497331e-22,2.7932975589527075e-12,3.809443822361521e-12,1.1613570631894543e-17,1.1901550608967024e-16,5.95832832801617e-18,1.5565725844081976e-13,4.682189955713511e-10
3.3183371884200825e-06,0.7122263306721959,3.76,0.0,0.6108740706380802,0.9999743230495017,3.6562365756773338e-06,8.67041669065146e-20,6.433751249240134e-14,3.6922183002213694e-05,2.3036346312027884e-05,5.711096493666299e-09,4.7014039054517924e-07,6.245570920660212e-07,3.2432684700022757e-06,6.459140004673232e-07,1.8204903914277278e-07,8.616509817139833e-10,5.6544282820260454e-11,1.0622702239732473e-09,5.274859207974238e-09,3.9090565401387506e-11,1.1903813891155458e-09,1.5618348862628559e-07,1.0781604715149074e-18,1.2369202429103595e-15,4.877604279272797e-15,7.258333459955236e-22,2.8901972863486143e-12,3.9460152668971894e-12,1.2031956486830162e-17,1.2492876218463478e-16,6.1723772545549764e-18,1.6125424480185794e-13,4.938745369295782e-10
3.387996492069612e-06,0.7122263497514739,3.76,0.0,0.6108731933619835,0.9999737782797548,3.7814331250970887e-06,8.931853149346434e-20,6.582104814155847e-14,3.7769388967479154e-05,2.3494587170981578e-05,5.843000236069571e-09,4.7608375093267217e-07,6.288412952153475e-07,3.331650506561953e-06,6.748523111150291e-07,1.8355968750998577e-07,8.84751770721726e-10,5.921227851364585e-11,1.1359194446696667e-09,5.634542336010197e-09,4.0983928519739515e-11,1.2664870910658019e-09,1.617089127132434e-07,1.1529191841470972e-18,1.3394424497307903e-15,5.390788696736096e-15,8.099519396510194e-22,2.9889363326245978e-12,4.0852348007123005e-12,1.2458485312424826e-17,1.3100815084491588e-16,6.390583073269552e-18,1.6696023693315531e-13,5.204446395877308e-10
