Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20)
1.453493850929917e-06,0.6624808502692983,3.76,0.0,0.8450734330957759,0.9999984285541798,2.6444774433831734e-08,3.5271487234630535e-24,5.787505033366143e-17,1.7002990320098403e-06,1.5443578937205314e-06,8.348770729589686e-10,9.028387476166069e-09,2.4299553785489068e-08,3.9013563181962805e-08,6.6874116595512315e-09,4.369274939519147e-09,2.1165897585860614e-11,1.9458385844202592e-13,5.69419224456619e-13,9.32836298506089e-12,6.847283822616736e-14,6.158794025839387e-13,2.9767324919064508e-09,3.287283376646674e-23,1.7923853540819584e-20,1.0379357908729725e-20,9.5257097499351e-30,4.649124765549499e-15,5.6516997242582064e-15,5.787450979827564e-20,2.1122677710962981e-19,1.7729757594247018e-20,2.284676867715075e-16,4.670864796335148e-13,1.452591022927491e-28
1.4907504720280377e-06,0.662480850523486,3.76,0.0,0.8450733878872885,0.999998388019323,2.7801786048909166e-08,3.641332194671554e-24,5.941541456550542e-17,1.745129852686135e-06,1.5837589038117687e-06,8.575979104990876e-10,9.187143244704759e-09,2.4450809181443305e-08,4.04302270671216e-08,7.040071299143085e-09,4.41931178656612e-09,2.175718986890039e-11,2.060221186682798e-13,6.192507025353455e-13,1.0077593597246242e-11,7.242067940325329e-14,6.646380702014374e-13,3.1282837907869312e-09,3.575031115705929e-23,1.9842218230445025e-20,1.1801728453173387e-20,1.0993123282140648e-29,4.763217169658668e-15,5.810672429951072e-15,5.952345451813965e-20,2.237782013719143e-19,1.8232581657915462e-20,2.3479541285198873e-16,4.878911686036112e-13,1.690507826328406e-28
1.5280070931261584e-06,0.6624808507786262,3.76,0.0,0.8450733426363022,0.9999983474783706,2.918215061099972e-08,3.7559885979482974e-24,6.095693343218047e-17,1.789993828154053e-06,1.6231490520340895e-06,8.803363323718941e-10,9.341905610120808e-09,2.459743473528066e-08,4.1855547168712425e-08,7.401967238315171e-09,4.467408894697027e-09,2.2350187617883584e-11,2.1780126151655335e-13,6.719675665176552e-13,1.086633931641819e-11,7.64835540036235e-14,7.158689118205247e-13,3.283443910573763e-09,3.8794441816890307e-23,2.190661448958207e-20,1.3374154401204094e-20,1.263522371830033e-29,4.8788481534766815e-15,5.971947741601513e-15,6.11967502618539e-20,2.367144070205656e-19,1.8742809767699395e-20,2.393653921310425e-16,5.092816945607551e-13,1.9596810318254838e-28
1.565263714224279e-06,0.6624808510347237,3.76,0.0,0.8450732973439,0.9999983069314585,3.058529180645484e-08,3.8711235574830725e-24,6.249956833720553e-17,1.8348898647030503e-06,1.6625283036250631e-06,9.030917312767135e-10,9.492923347645452e-09,2.4739831274459666e-08,4.32892662774886e-08,7.7731082720145e-09,4.5137061717057716e-09,2.294487723692083e-11,2.2992176881744754e-13,7.276545336619178e-13,1.1695645332941216e-11,8.066169160409118e-14,7.696307404665624e-13,3.4422019305785062e-09,4.2010120767067424e-23,2.4123842109302064e-20,1.5107898335346483e-20,1.4467023013579918e-29,4.9960117507020146e-15,6.135517910370011e-15,6.289430722797957e-20,2.5003653195238896e-19,1.9260355222308415e-20,2.4795609761034444e-16,5.31260730860528e-13,2.2632049324985526e-28
1.6025203353223997e-06,0.6624808512917834,3.76,0.0,0.8450732520110885,0.9999982663787105,3.201066970356497e-08,3.986743427254814e-24,6.404328338110086e-17,1.8798169454148458e-06,1.7018966267962933e-06,9.258635417587638e-10,9.64043596001093e-09,2.4878364980203212e-08,4.4731149456031524e-08,8.153502979161683e-09,4.558334925049862e-09,2.354124607409423e-11,2.42384104980852e-13,7.863964386930553e-13,1.2566558053772034e-11,8.495531921068296e-14,8.259824573817244e-13,3.6045469573571638e-09,4.5402248281891e-23,2.650083754918263e-20,1.701474054100389e-20,1.6504373123658571e-29,5.114704817818526e-15,6.3013787961277596e-15,6.461603008195657e-20,2.6374569643182616e-19,1.9785217929971844e-20,2.551469562876034e-16,5.538421289014647e-13,2.6043818192555215e-28
1.6397769564205203e-06,0.6624808515498101,3.76,0.0,0.8450732066388025,0.9999982258202387,3.345777933216028e-08,4.102855137182427e-24,6.558804520609981e-17,1.9247741256846866e-06,1.7412539924762205e-06,9.486512378668414e-10,9.784673179686935e-09,2.501337036930913e-08,4.6180982112808856e-08,8.543159737922645e-09,4.601418170864506e-09,2.413928236929681e-11,2.551887192288924e-13,8.482782297620768e-13,1.3480125079847565e-11,8.93646614856922e-14,8.849830620637924e-13,3.77046812492307e-09,4.897573174904195e-23,2.9044675242596615e-20,1.910698935911803e-20,1.8763994106358706e-29,5.2349267062287714e-15,6.4695294810996486e-15,6.636184833236045e-20,2.7784300549010417e-19,2.0317428668783462e-20,2.591746729368485e-16,5.770360740133525e-13,2.986729911644857e-28
1.677033577518641e-06,0.6624808518088078,3.76,0.0,0.8450731612279081,0.9999981852561453,3.4926149200783194e-08,4.219466050582579e-24,6.713382284560611e-17,1.9697605288905863e-06,1.7806003740752566e-06,9.71454330873535e-10,9.925854645630958e-09,2.51451530244947e-08,4.763856824343879e-08,8.942086740079977e-09,4.643070971028552e-09,2.4738975203456985e-11,2.6833604762047824e-13,9.133849649361815e-13,1.4437395187458762e-11,9.388994095376246e-14,9.466916607239588e-13,3.9399545949340155e-09,5.273548621368712e-23,3.17625688996342e-20,2.1397491637028518e-20,2.1263502984877795e-29,5.35667897900019e-15,6.639971824573455e-15,6.813178546698421e-20,2.9232955110385044e-19,2.0856934190748793e-20,2.6813623102162565e-16,6.008428933125932e-13,3.413991460943396e-28
1.7142901986167616e-06,0.6624808520687808,3.76,0.0,0.8450731157792085,0.9999981446865228,3.6415339777139743e-08,4.336583849417337e-24,6.868058757855211e-17,2.0147753422247033e-06,1.8199357472712332e-06,9.942723670678351e-10,1.0064189726190486e-08,2.527399211802969e-08,4.910372882390313e-08,9.350292004534794e-09,4.683400788100556e-09,2.534031444932874e-11,2.8182651488468186e-13,9.818018091666317e-13,1.543941831317125e-11,9.853137819034412e-14,1.0111674733288251e-12,4.112995556855969e-09,5.6686430985442e-23,3.4661872797233436e-20,2.389964327738258e-20,2.4021443373215318e-29,5.479965133304238e-15,6.812710124400485e-15,6.992586110877554e-20,3.0720641409696957e-19,2.1403741830573434e-20,2.7650429108229155e-16,6.252765497901053e-13,3.8901410311918574e-28
1.7515468197148822e-06,0.6624808523297329,3.76,0.0,0.8450730702934465,0.9999981041114564,3.792494195247341e-08,4.4542164384236414e-24,7.022831278969137e-17,2.0598178126961116e-06,1.8592600898133315e-06,1.0171049256272815e-09,1.0199877463951404e-08,2.540014268160614e-08,5.05763003423171e-08,9.767783389973005e-09,4.72250785042454e-09,2.5943290723999427e-11,2.956605360774051e-13,1.0536140316878482e-12,1.6487245541896723e-11,1.0328919199398836e-13,1.0784698393807662e-12,4.289580228105458e-09,6.083349165710747e-23,3.7750083041202815e-20,2.6627399883442448e-20,2.705731585385034e-29,5.6047903346732255e-15,6.987750844995923e-15,7.174408305918011e-20,3.2247466591875343e-19,2.195792480338682e-20,2.7986265440901853e-16,6.503499150968179e-13,4.419393962852168e-28
1.7888034408130029e-06,0.6624808525916674,3.76,0.0,0.8450730247713099,0.9999980635310222,3.945457550598924e-08,4.572371846474075e-24,7.177697383621148e-17,2.10488724330996e-06,1.898573381342944e-06,1.0399516165745213e-09,1.0333106622156704e-08,2.5523837679735845e-08,5.2056133457439553e-08,1.0194568606731807e-08,4.7604855217222974e-09,2.654789534324763e-11,3.0983851807387105e-13,1.1289070038064069e-12,1.758192909776e-11,1.0816359954282127e-13,1.148658222578747e-12,4.469697854172495e-09,6.518160176327128e-23,4.1034838782890347e-20,2.959528749803184e-20,3.039160907420625e-29,5.731161188318405e-15,7.16510229444133e-15,7.358654619559613e-20,3.381353702781658e-19,2.2519462482474733e-20,2.889355469379896e-16,6.76060747454189e-13,5.006215024784815e-28
1.8260600619111235e-06,0.6624808528545879,3.76,0.0,0.8450729792134338,0.9999980229452897,4.1003887582432244e-08,4.691058156522352e-24,7.332654792033824e-17,2.1499829894253797e-06,1.937875603230052e-06,1.0628120788214208e-09,1.0464055815130996e-08,2.5645289947333264e-08,5.354309177322461e-08,1.0630655227902788e-08,4.797420670645485e-09,2.715412027783174e-11,3.2436086090904086e-13,1.2077661970417944e-12,1.87245223374403e-11,1.1315481653784281e-13,1.2217922144834388e-12,4.653337708725653e-09,6.973569837482443e-23,4.452392339348158e-20,3.281841343273273e-20,3.404583153230921e-29,5.859085535853602e-15,7.344774328877519e-15,7.545335426860518e-20,3.5418958452320907e-19,2.308835632756248e-20,2.9887659697879586e-16,7.024224088548139e-13,5.6553272582628e-28
1.8633166830092442e-06,0.6624808531184974,3.76,0.0,0.8450729336204044,0.9999979823543227,4.2572551193996915e-08,4.810283456150972e-24,7.48770139679174e-17,2.195104455293102e-06,1.977166738423758e-06,1.0856859783026623e-09,1.0592893707094985e-08,2.5764693919238186e-08,5.503705071950726e-08,1.1076050699708118e-08,4.833394036406265e-09,2.7761958111741275e-11,3.392279589780834e-13,1.2902771815828152e-12,1.9916079745690523e-11,1.1826305733429269e-13,1.2979315373022372e-12,4.840489093700878e-09,7.450072396306944e-23,4.822526558894076e-20,3.631247718357811e-20,3.804254402306691e-29,5.9885722573596926e-15,7.526778143021424e-15,7.734456773416174e-20,3.7063836091762973e-19,2.3664705536422673e-20,3.015082742594339e-16,7.29451630833871e-13,6.371721014412534e-28
1.9005733041073648e-06,0.6624808533833987,3.76,0.0,0.8450728879927621,0.9999979417581779,4.416026375596335e-08,4.930055766869025e-24,7.64283525132605e-17,2.240251090772218e-06,2.016446771315751e-06,1.108573006199738e-09,1.071977926546659e-08,2.588222719635329e-08,5.6537896529526366e-08,1.153076235118627e-08,4.868480587188012e-09,2.8371402002427552e-11,3.544402021085699e-13,1.3765256250258535e-12,2.1157656932761337e-11,1.2348853506046424e-13,1.3771360459050794e-12,5.031141339375462e-09,7.948162961200923e-23,5.2146940486098094e-20,4.009378142905278e-20,4.2405392716536716e-29,6.119631089719487e-15,7.71112605711187e-15,7.926031882649859e-20,3.8748274784700224e-19,2.424852350808272e-20,3.1028637625438643e-16,7.571435543735724e-13,7.1606631865597815e-28
1.9378299252054855e-06,0.6624808536492949,3.76,0.0,0.845072842331006,0.9999979011569068,4.576674566350092e-08,5.050383000337656e-24,7.798054559022607e-17,2.285422388223914e-06,2.0557156876155794e-06,1.1314728772553637e-09,1.0844862056603921e-08,2.599805203734867e-08,5.804552530576404e-08,1.1994797403223424e-08,4.9027498687899236e-09,2.8982445643023395e-11,3.6999797651511037e-13,1.466597291364145e-12,2.2450310633481388e-11,1.288314617270305e-13,1.4594657291710352e-12,5.2252838044285165e-09,8.468336949326076e-23,5.6297170603674e-20,4.41792431059661e-20,4.715914286579825e-29,6.2522724791991875e-15,7.897831289100854e-15,8.12007696801668e-20,4.047237907957333e-19,2.4839798784645094e-20,3.2226223852927413e-16,7.855097713562902e-13,8.027706639558402e-28
1.975086546303606e-06,0.6624808539161885,3.76,0.0,0.8450727966355941,0.999997860550557,4.739173891519201e-08,5.171272946588827e-24,7.953357662924615e-17,2.3306178795787153e-06,2.0949734742367054e-06,1.1543853281774288e-09,1.0968282573843649e-08,2.6112316680568392e-08,5.9559842166529795e-08,1.2468162976966575e-08,4.93626634174891e-09,2.959508322654132e-11,3.8590166564625396e-13,1.5605780402001698e-12,2.3795098707770453e-11,1.3429204832827515e-13,1.544980710753578e-12,5.4229058759890766e-09,9.011090209233819e-23,6.068432681167615e-20,4.8586404558637416e-20,5.232971312494892e-29,6.386507447126748e-15,8.086907784863698e-15,8.316601698281754e-20,4.2236253322495026e-19,2.5438639293354507e-20,3.242274549801517e-16,8.14572182806289e-13,8.978699836894674e-28
2.0123431674017263e-06,0.6624808541840821,3.76,0.0,0.8450727509069491,0.9999978199391703,4.903500578730488e-08,5.292733221366637e-24,8.108743036014144e-17,2.3758371335726062e-06,2.134220119192393e-06,1.177310116130889e-09,1.109017258923677e-08,2.6225156517850402e-08,6.10807604663517e-08,1.295086610165325e-08,4.969089705689262e-09,3.02093094120139e-11,4.0215165093286965e-13,1.658553826155796e-12,2.5193080142385623e-11,1.3987050493273593e-13,1.6337412493452534e-12,5.623996969673011e-09,9.57691955077675e-23,6.531692920229987e-20,5.333344475668944e-20,5.794421042767782e-29,6.5223474513633075e-15,8.278370079953082e-15,8.515620447139529e-20,4.404000174478119e-19,2.604509403543795e-20,3.3211898281127223e-16,8.443235961301889e-13,1.0019796663991122e-27
2.0495997884998467e-06,0.6624808544529778,3.76,0.0,0.8450727051454591,0.9999977793227853,5.069632756170763e-08,5.414771233914474e-24,8.264209272068024e-17,2.421079753146686e-06,2.1734556115006283e-06,1.2002470173154592e-09,1.121065552162964e-08,2.6336695247264612e-08,6.260820108374902e-08,1.3442913721891969e-08,5.001275209975003e-09,3.082511929252707e-11,4.187483124467553e-13,1.760610698456897e-12,2.6645315053721354e-11,1.4556704076666083e-13,1.7258077385147293e-12,5.828546529609622e-09,1.0166322082639603e-22,7.020364790482469e-20,5.8439190576846e-20,6.403096542649347e-29,6.6598042776357735e-15,8.472233144893583e-15,8.717153059439167e-20,4.588372853077455e-19,2.6659138185666635e-20,3.466297848115311e-16,8.747721163059715e-13,1.1157466447265527e-27
2.086856409597967e-06,0.662480854722878,3.76,0.0,0.8450726593514797,0.9999977387014367,5.2375503309401934e-08,5.537394207653695e-24,8.419755077068781e-17,2.4663453730047224e-06,2.2126799410972538e-06,1.2231958256266201e-09,1.1329846814874997e-08,2.644704589061567e-08,6.414209177063258e-08,1.3944312704426145e-08,5.032873950082561e-09,3.1442508365095115e-11,4.3569202947773216e-13,1.8668348006711545e-12,2.8152864691501647e-11,1.5138186429280275e-13,1.8212407061801927e-12,6.036544028458917e-09,1.0779795200809062e-22,7.535330386146438e-20,6.39231281443566e-20,7.061956849295075e-29,6.7988899576777634e-15,8.668512252852593e-15,8.92121191275179e-20,4.776753787425911e-19,2.7280871416817407e-20,3.4817645298280163e-16,9.059461796135216e-13,1.2398504170265844e-27
2.1241130306960876e-06,0.6624808549937848,3.76,0.0,0.8450726135253382,0.9999976980751552,5.4072348730830484e-08,5.660609139799963e-24,8.575379261140128e-17,2.511633657322492e-06,2.2518930987565996e-06,1.2461563513971563e-09,1.1447854320898547e-08,2.655631166086759e-08,6.568236655800284e-08,1.4455069844413135e-08,5.063933149346768e-09,3.2061472502321254e-11,4.5298318103690095e-13,1.9773123705796796e-12,2.971679144322012e-11,1.5731518327982024e-13,1.9201008137770763e-12,6.247978967420343e-09,1.1417837387544486e-22,8.077486952148528e-20,6.980541422966592e-20,7.774090622208337e-29,6.9396166697223805e-15,8.867222885270382e-15,9.127810763154286e-20,4.969153404047106e-19,2.791037800364884e-20,3.543702387103153e-16,9.378370835200705e-13,1.3750040883688747e-27
2.161369651794208e-06,0.6624808552657007,3.76,0.0,0.8450725676673345,0.9999976574439687,5.5786695053364234e-08,5.784422767115063e-24,8.731080730988128e-17,2.5569442976023456e-06,2.2910950760190048e-06,1.2691284202162251e-09,1.1564778683195603e-08,2.6664586855269907e-08,6.722896521295915e-08,1.49751918712488e-08,5.094496425925566e-09,3.2682007925778815e-11,4.706221462931182e-13,2.0921297401650165e-12,3.133815883919928e-11,1.6336720486582444e-13,2.022448855172946e-12,6.462840876233767e-09,1.2080947461849355e-22,8.647746948133877e-20,7.610688769614467e-20,8.542719845254123e-29,7.0819966560785544e-15,9.068380637000408e-15,9.336971135613333e-20,5.165582141280687e-19,2.8547625430018846e-20,3.719018022510078e-16,9.704471024876664e-13,1.5219554305789029e-27
2.1986262728923285e-06,0.6624808555386271,3.76,0.0,0.8450725217777422,0.9999976168079029,5.7518387985748324e-08,5.9088416169367956e-24,8.886858482831899e-17,2.6022770106664755e-06,2.330285865124602e-06,1.2921118718227577e-09,1.1680713717213142e-08,2.6771957650288306e-08,6.878183274267184e-08,1.5504685453966608e-08,5.124604045111752e-09,3.3304111181041924e-11,4.886093049492127e-13,2.211373335699782e-12,3.3018031558154833e-11,1.695381356207978e-13,2.128345755375423e-12,6.681119313173357e-09,1.276962433617606e-22,9.247038111046545e-20,8.284908099512444e-20,9.3712035826943e-29,7.226042181597873e-15,9.272001124203862e-15,9.548707688944767e-20,5.366050452515385e-19,2.9192689955534145e-20,3.7355352562903496e-16,1.0038124759096323e-12,1.6814879616106775e-27
2.235882893990449e-06,0.6624808558125661,3.76,0.0,0.8450724758568126,0.9999975761669794,5.926728672879688e-08,6.033871977893937e-24,9.042711595795425e-17,2.6476315367821734e-06,2.3694654589527966e-06,1.3151065590698623e-09,1.1795746784723583e-08,2.6878502727937798e-08,7.034091894131592e-08,1.6043557206239045e-08,5.154293157244741e-09,3.392777911429387e-11,5.069450375640277e-13,2.335129677921794e-12,3.475747543316528e-11,1.7582818160019109e-13,2.2378525690731165e-12,6.902803865035048e-09,1.348436814677062e-22,9.876303509608879e-20,9.005423170455355e-20,1.026304178074983e-28,7.3717654675924e-15,9.478099917101871e-15,9.763032583259852e-20,5.570568810406955e-19,2.984568715891044e-20,3.7699704153706585e-16,1.0379246105427163e-12,1.854422043965657e-27
2.2731395150885693e-06,0.6624808560875196,3.76,0.0,0.8450724299047748,0.9999975355212188,6.103326304125165e-08,6.1595198491383616e-24,9.198639225736086e-17,2.6930076379122536e-06,2.408633850967019e-06,1.3381123469568714e-09,1.1909959159780861e-08,2.6984293966874348e-08,7.190617797610755e-08,1.659181369100761e-08,5.183598021488452e-09,3.4553008850441084e-11,5.256297258258914e-13,2.463485382282944e-12,3.655755745795797e-11,1.822375483926839e-13,2.351030479045213e-12,7.127884147118114e-09,1.422567947169996e-22,1.053650159320916e-19,9.77452941078001e-20,1.1221879116271093e-28,7.519178626053544e-15,9.686692484430053e-15,9.979967272365836e-20,5.77914771015058e-19,3.050658733409202e-20,3.979356074597612e-16,1.0727769378529693e-12,2.04161600141138e-27
2.3103961361866898e-06,0.6624808563634892,3.76,0.0,0.8450723839218383,0.9999974948706393,6.281620035941947e-08,6.285791021148036e-24,9.354640599492277e-17,2.7384050960840695e-06,2.447791035164254e-06,1.361129111725657e-09,1.202342638443723e-08,2.7089397080431657e-08,7.34775680091351e-08,1.714946142476641e-08,5.212550215920641e-09,3.5179797772659795e-11,5.446637527826576e-13,2.59652715926038e-12,3.841934579343398e-11,1.8876644117076475e-13,2.4679407944713168e-12,7.356349803201407e-09,1.4994058726570905e-22,1.1228606242853742e-19,1.0594595080970008e-19,1.2251508900046893e-28,7.668293648704402e-15,9.897794139173471e-15,1.0199528501421184e-19,5.99179767092879e-19,3.1175431854340947e-20,4.0059689799941005e-16,1.1084144207539555e-12,2.2439672544649384e-27
2.360216340293645e-06,0.6624808567341116,3.76,0.0,0.8450723223846963,0.9999974405044711,6.52266976896305e-08,6.455626668599329e-24,9.563362377115205e-17,2.7991443998297804e-06,2.5001351816273796e-06,1.3919244891458074e-09,1.217411350582906e-08,2.7228970970437405e-08,7.558837312105438e-08,1.7909844511651264e-08,5.250764716538808e-09,3.602038327606138e-11,5.706629606903689e-13,2.781906708594556e-12,4.100724815905628e-11,1.9768412786588258e-13,2.630214690176859e-12,7.667130387509724e-09,1.6064719783112015e-22,1.2205682647149862e-19,1.1775091160535629e-19,1.3745856200424961e-28,7.870372866972156e-15,1.0184030098489992e-14,1.0497254234390375e-19,6.282537028928608e-19,3.2082441845333255e-20,4.002703930551931e-16,1.157287839013116e-12,2.5398769866194066e-27
2.4100365444006002e-06,0.6624808571065578,3.76,0.0,0.84507226079305,0.9999973861297468,6.766711105766453e-08,6.626599338142248e-24,9.772213237366386e-17,2.8599211090560297e-06,2.552459265056303e-06,1.4227390488156741e-09,1.2323746795921533e-08,2.736755008396938e-08,7.770999137091168e-08,1.868704751049568e-08,5.288463557663903e-09,3.686374753971593e-11,5.972884511526923e-13,2.9760287277709475e-12,4.370996320518838e-11,2.0681639995957174e-13,2.7994197954700295e-12,7.983921450028893e-09,1.7185881853065673e-22,1.3243992789891176e-19,1.3057136708029572e-19,1.5383739871129897e-28,8.07554410686797e-15,1.047481513634449e-14,1.0799735698413453e-19,6.5806002155927095e-19,3.3003975424177496e-20,4.9779256688058e-16,1.2074735014029208e-12,2.8669302365427724e-27
2.4598567485075554e-06,0.6624808574808316,3.76,0.0,0.845072199147259,0.9999973317464941,7.013724461335477e-08,6.798720857741057e-24,9.981191829991805e-17,2.920734843411421e-06,2.604763274750981e-06,1.453572573867875e-09,1.2472465199014231e-08,2.7505249072419666e-08,7.984235007519026e-08,1.9481085684758645e-08,5.3257033317429854e-09,3.770988612700672e-11,6.245411546133228e-13,3.1791013583971547e-12,4.6530054974480844e-11,2.1616374530834403e-13,2.9757037348000615e-12,8.306698465646552e-09,1.8358744575466173e-22,1.4345995495496935e-19,1.4447027455954562e-19,1.7175552485716677e-28,8.28383437039563e-15,1.0770183866135152e-14,1.1107028159521714e-19,6.886012624556941e-19,3.393986115187856e-20,5.145739512970065e-16,1.25917242725886e-12,3.227622976681433e-27
2.5096769526145107e-06,0.6624808578569368,3.76,0.0,0.845072137447639,0.9999972773547361,7.263692876170037e-08,6.972002374209712e-24,1.0190296960986186e-16,2.9815852666748215e-06,2.6570472011266765e-06,1.4844248722482367e-09,1.2620394119360835e-08,2.7642169453106466e-08,8.198538489990421e-08,2.0291974201044212e-08,5.362534676418897e-09,3.855879517424455e-11,6.524220078731829e-13,3.3913330523285857e-12,4.947009134336556e-11,2.2572665099513286e-13,3.1592145096448605e-12,8.635436999776497e-09,1.958451197616882e-22,1.551419950647374e-19,1.595130950943923e-19,1.9132222176909231e-28,8.495269921927605e-15,1.107016993219152e-14,1.1419142901147107e-19,7.198799748424005e-19,3.489059363866922e-20,4.134256711775384e-16,1.3124444011511865e-12,3.624593918067584e-27
2.559497156721466e-06,0.6624808582348767,3.76,0.0,0.8450720756944654,0.9999972229544923,7.516601775205682e-08,7.1464543028533e-24,1.0399527577711201e-16,3.0424720825466796e-06,2.7093110355983097e-06,1.5152957743641632e-09,1.2767646552880818e-08,2.777840073689404e-08,8.41390389948746e-08,2.1119728139678687e-08,5.399002834610791e-09,3.9410471337537185e-11,6.809319543075222e-13,3.6129325739162443e-12,5.253264405192954e-11,2.355056034372736e-13,3.350100490421504e-12,8.970112708146824e-09,2.086439511430726e-22,1.675116360557428e-19,1.757678439563911e-19,2.126523044315448e-28,8.709876152819293e-15,1.1374805953439859e-14,1.1736097124401713e-19,7.518987185495867e-19,3.5856556796284577e-20,5.184468202855859e-16,1.36698808036401e-12,4.060629876939554e-27
2.609317360828421e-06,0.6624808586146546,3.76,0.0,0.8450720138879786,0.9999971685457785,7.7724387137728e-08,7.322086387585962e-24,1.0608882753092373e-16,3.1033950301763592e-06,2.7615547704557126e-06,1.5461851305889615e-09,1.2914324256761878e-08,2.791402287697163e-08,8.630326205636401e-08,2.1964362506022294e-08,5.435148246604097e-09,4.026491173549542e-11,7.100719440427571e-13,3.844109002152837e-12,5.5720288732049085e-11,2.455010885176382e-13,3.548510409029545e-12,9.310701336598345e-09,2.2199596323196056e-22,1.8059496752694503e-19,1.9330514105533285e-19,2.3586630184755182e-28,8.92767758119889e-15,1.1684123566977784e-14,1.2058000148097601e-19,7.846600641731521e-19,3.6836683488459695e-20,5.247685945219575e-16,1.4231312461272819e-12,4.5386711010179456e-27
2.6591375649353763e-06,0.6624808589962736,3.76,0.0,0.845071952028387,0.999997114128607,8.031193166724863e-08,7.498907813046706e-24,1.0818361672723971e-16,3.164353880515988e-06,2.8137783987652018e-06,1.5770928092214492e-09,1.3060518761262944e-08,2.8049106501913806e-08,8.847800959242149e-08,2.2825892239563947e-08,5.471007037024552e-09,4.112211390260086e-11,7.398429340041047e-13,4.085071732910619e-12,5.903560493508769e-11,2.5571359168539393e-13,3.754593351556085e-12,9.657178720854235e-09,2.3591325785616983e-22,1.944185820395701e-19,2.121982615987644e-19,2.610906420235561e-28,9.148697941955698e-15,1.1998153284661877e-14,1.238483845208889e-19,8.181665922550713e-19,3.783179447554423e-20,4.092876426918522e-16,1.4809200652682752e-12,5.061816786593169e-27
2.703975748631636e-06,0.6624808593413072,3.76,0.0,0.8450718963094993,0.9999970651459292,8.26655935046015e-08,7.659071068896708e-24,1.100699791054921e-16,3.2192473764540015e-06,2.860762467974595e-06,1.6049252898395918e-09,1.31917488093282e-08,2.8170272838045373e-08,9.044424821943619e-08,2.3615726839298236e-08,5.503061602120395e-09,4.189595543101602e-11,7.671771265436614e-13,4.310478802104008e-12,6.213068384962508e-11,2.650907959398888e-13,3.946751934532093e-12,9.97402335335861e-09,2.489322070257202e-22,2.075151620192172e-19,2.3042404096636516e-19,2.8562078509985104e-28,9.35038736442473e-15,1.2284833227258877e-14,1.2683194221692763e-19,8.489617400859114e-19,3.8740979298567125e-20,5.311887370234736e-16,1.534026240279222e-12,5.573906240944742e-27
2.7488139323278953e-06,0.6624808596878371,3.76,0.0,0.845071840547856,0.9999970161564138,8.504276257753426e-08,7.820210458718132e-24,1.119573334616145e-16,3.2741696626952245e-06,2.9077302416978823e-06,1.6327724436759597e-09,1.3322708220939896e-08,2.829109428530265e-08,9.241895433655523e-08,2.4419269554277342e-08,5.534931224253215e-09,4.2672031006395156e-11,7.950239170431673e-13,4.5441357462250175e-12,6.533315540299406e-11,2.746445312246315e-13,4.145355875287455e-12,1.029560088795777e-08,2.6242768884649015e-22,2.212534162676656e-19,2.49866844840044e-19,3.1198750208804445e-28,9.554718668920982e-15,1.25753746049619e-14,1.2985627799897757e-19,8.803644815030891e-19,3.9661948608420914e-20,5.770791060455835e-16,1.5884785594596658e-12,6.1276688170870946e-27
2.793652116024155e-06,0.6624808600358654,3.76,0.0,0.8450717847435554,0.9999969671600646,8.74433948832998e-08,7.982331517014843e-24,1.1384567576709503e-16,3.329120626119023e-06,2.954681716174165e-06,1.6606342051138758e-09,1.345344600244775e-08,2.841160737921352e-08,9.440210518834095e-08,2.523653116868515e-08,5.566634910481686e-09,4.345033953901565e-11,8.233840171258437e-13,4.786195882300235e-12,6.864490834020174e-11,2.8437515086582654e-13,4.350514565000339e-12,1.0621893894646208e-08,2.7640854827736845e-22,2.3565378011364087e-19,2.7058581015720365e-19,3.402959621275933e-28,9.761707363869268e-15,1.2869797480319135e-14,1.3292147514850441e-19,9.123767197247686e-19,4.0594975152400115e-20,4.234043842681554e-16,1.6444176832296066e-12,6.725716654236726e-27
2.8340064813507885e-06,0.6624808603503732,3.76,0.0,0.845071734483283,0.9999969230575091,8.962399537280002e-08,8.129084075612143e-24,1.155460255979964e-16,3.378600929666456e-06,2.996924104496423e-06,1.6857222318748181e-09,1.357095730829617e-08,2.8519832198596866e-08,9.619414432814664e-08,2.5983805173363134e-08,5.595040564970628e-09,4.415272564091796e-11,8.493475785074218e-13,5.011361622421963e-12,7.172048473943808e-11,2.932842366275159e-13,4.540852281649496e-12,1.0919574970417938e-08,2.8941371928744287e-22,2.4919736918688127e-19,2.90374379354648e-19,3.675241873232406e-28,9.950281657162677e-15,1.3138112768654951e-14,1.3571470961549143e-19,9.417104324021753e-19,4.1445919266479115e-20,5.259467872644354e-16,1.6956368426302348e-12,7.304078024818388e-27
