Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812)
2.906484460492709e-15,0.8160316757481416,3.76,0.0,0.684295845371109,0.9999999999998112,3.766829508689088e-30,5.67618212474277e-41,2.3828099963865953e-27,3.1703992779201976e-13,1.8889760593151415e-13,2.511526708858527e-24,4.27451218085233e-22,1.2814231955507738e-13,4.349109946290101e-18,1.0084577637188542e-23,5.884198424256194e-19,2.265279475227422e-24,7.766173853480591e-29,1.1702945792198684e-34,1.256489964640207e-30,1.642730207758389e-33,3.765429196691942e-33,5.760604402921143e-24,7.193170681894142e-48,5.838136787736783e-47,3.202416556905627e-54,1.2319270915505603e-70,4.34816350834622e-18,7.333976625889035e-25,2.686786275525457e-38,5.890472195584252e-40,5.081164039802158e-37,1.0077415467024945e-31,4.201825027016942e-33,5.034020041808207e-60,5.29007333772705e-57,7.714654462113585e-68,1.286310288990101e-71,7.547212814295982e-52,1.912860102502496e-36,7.724293873712747e-73,2.178151902507074e-74,9.990096903786218e-58,3.974333444559837e-38,3.4575233370786422e-74,1.91208073340591e-73,2.727625678622599e-62,2.2882402094721842e-33,2.996847399375402e-46,8.308889054048959e-72,1.6709802518663398e-81,1.7259610418551858e-65,1.3644521797917574e-47,3.0486499417614303e-91,5.228172609810225e-78,8.559744832870803e-89,3.81347528510782e-77,1.0168354125891956e-82,1.1089706725767455e-37,1.8068756412455687e-57,1.0768207260888746e-53,8.610482897983144e-79,1.9528969200050223e-89,2.819685097039451e-60,2.952074833354737e-58,9.280750252567161e-80,1.0995783669770212e-57,1.3489335267864356e-50,1.8277221208911457e-81,2.284918438298156e-51,7.665150448792332e-81,3.2015702670425273e-77,6.5719978751476925e-83
5.815494102966732e-15,0.8160316757481609,3.76,0.0,0.6842958453707917,0.9999999999996221,3.0157539969790983e-29,4.54440120037347e-40,9.537448762738325e-27,6.34355304833209e-13,3.77959327892434e-13,1.0052650696352612e-23,1.710918830348884e-21,2.5639596771305427e-13,8.703891192919913e-18,4.036459381079127e-23,1.1781908733692632e-18,9.067019423676411e-24,3.1084995535968913e-28,9.369473401140422e-34,5.030391563561615e-30,1.3151826051076837e-32,3.014632037076207e-32,2.30574301332808e-23,1.1518404558578062e-46,9.351083532349257e-46,1.0257481546590888e-52,7.892126266628145e-69,8.700102974690594e-18,2.9355009629916585e-24,2.151064164585337e-37,4.715959323313137e-39,4.067995908419558e-36,8.068032665952174e-31,3.3642605144346657e-32,1.6128744989985796e-58,1.6953632101136885e-55,4.94483989419391e-66,8.244445839344667e-70,1.2095937163334264e-50,1.5314491223201634e-35,4.953642938820234e-71,1.3957817295118693e-72,3.2007723560476536e-56,3.22000398516161e-37,2.218049165167217e-72,1.225596061683841e-71,8.739172944770614e-61,1.8319830205581493e-32,4.7988607980922995e-45,5.324437973823681e-70,2.1412099131108344e-79,8.388276974472585e-64,2.184891154931381e-46,7.8213215312726e-89,4.6738776457066144e-76,1.0979704263723759e-86,3.171983116177694e-75,1.3032132422853067e-80,8.878461229426013e-37,4.267391703677973e-56,1.7443136417728462e-52,6.257157166043685e-77,2.505019834304541e-87,9.01715339324923e-59,9.454657596951904e-57,1.190344174046158e-77,3.5215882944836464e-56,2.1607969177462636e-49,2.3442197883037713e-79,3.658835448998467e-50,9.831312243144918e-79,2.0568906025414105e-75,8.429235199561599e-81
1.1633513387914779e-14,0.8160316757481993,3.76,0.0,0.6842958453701571,0.9999999999992439,2.4135197214604815e-28,3.63690872125997e-39,3.816221011165968e-26,1.2689860645427108e-12,7.560827716680277e-13,4.0223686033114647e-23,6.845903800217748e-21,5.129032559517807e-13,1.7419134405796008e-17,1.6151096932073463e-22,2.360253920285146e-18,3.627987230194567e-23,1.2438095949515375e-27,7.498426595764301e-33,2.013737923828606e-29,1.0525451364521455e-31,2.412620455262662e-31,9.22597538526338e-23,1.8436804715198887e-45,1.496978897108718e-44,3.2839545768071655e-51,5.053476433092362e-67,1.740397659877343e-17,1.174581970183896e-23,1.7215074256650467e-36,3.7742005870248795e-38,3.25559323738424e-35,6.456834624136e-30,2.6928239897438024e-31,5.164378297111999e-57,5.429230144226589e-54,3.1670723245045144e-64,5.280284564308191e-68,1.939519327653703e-49,1.2256214384414077e-34,3.1759665020427913e-69,8.938606468242501e-71,1.024875621974719e-54,2.6379974515624454e-36,1.4229904164913226e-70,7.849776028488145e-70,2.798257431877337e-59,1.4661424011400559e-31,7.681302443598101e-44,3.4098008435087665e-68,2.741525028519861e-77,4.516391428432686e-62,3.497216471617517e-45,2.0043942935528137e-86,4.687941311256622e-74,1.4070794252846726e-84,2.963676097700733e-73,1.6691762632725776e-78,7.10539183336862e-36,1.1228029991987403e-54,2.856054964153429e-51,4.952993407602343e-75,3.210282015091267e-85,2.876456956388414e-57,3.0268073050052173e-55,1.525175477078657e-75,1.1273673510876592e-54,3.459258700501488e-48,3.0036061163922155e-77,5.856484045068698e-49,1.2596834869786702e-76,1.323050438948741e-73,1.0800354754275091e-78
2.326955195781087e-14,0.8160316757482762,3.76,0.0,0.6842958453688878,0.9999999999984877,1.9311824268264956e-27,2.9100901520625934e-38,1.5267362584223409e-25,2.538247606470204e-12,1.5123296586342293e-12,1.6092084872003659e-22,2.738807221633333e-20,1.0259178001203258e-12,3.487234370858363e-17,6.461491810065974e-22,4.734463952850768e-18,1.4514298736169799e-22,4.976087287872512e-27,5.999880590829927e-32,8.063672645383577e-29,8.421949738071608e-31,1.9304607121242752e-30,3.6909908836140853e-22,2.9504418195458684e-44,2.3958103950223887e-43,1.0511150736302256e-49,3.2350561801100383e-65,3.4811702612542047e-17,4.699086467811746e-23,1.377471244647771e-35,3.0199336658971324e-37,2.604905480229852e-34,5.166379028721251e-29,2.1552974101934253e-30,1.6531078646199185e-55,1.7380053974835297e-52,2.027667669466043e-62,3.3805815362339457e-66,3.1146857349809674e-48,9.80678087623661e-34,2.037497179735324e-67,5.722441222481781e-69,3.2805911937840157e-53,2.2084404161249017e-35,9.140711077318404e-69,5.025752463691075e-68,8.957164123477568e-58,1.1731354112118886e-30,1.2292583516105944e-42,2.1829631467123446e-66,3.5077768150427543e-75,2.617554936698436e-60,5.596581637403638e-44,5.133911179115326e-84,5.171049954516656e-72,1.802618835902142e-82,3.0909450660448055e-71,2.137220181364864e-76,5.685272211455557e-35,3.2042058578234977e-53,4.775508993189058e-50,4.381625344578148e-73,4.112790293506784e-83,9.139045953855923e-56,9.688103982581889e-54,1.953186623245333e-73,3.608238861733299e-53,5.536336379360647e-47,3.846464126086737e-75,9.372167626865835e-48,1.6132093548928302e-74,8.541466125367291e-72,1.383143116318926e-76
4.654162909760306e-14,0.8160316757484302,3.76,0.0,0.6842958453663492,0.9999999999969752,1.5450925558012174e-26,2.3283101394083262e-37,6.107436915777019e-25,5.076770780359154e-12,3.0248234302266905e-12,6.4373508267878265e-22,1.0956119891416836e-19,2.051946759221805e-12,6.986965381085686e-17,2.5848081511603877e-21,9.523219761873227e-18,5.806181937179226e-22,1.990628104826834e-26,4.8003601203280845e-31,3.2316598005199497e-28,6.738182669885055e-30,1.544511667497803e-29,1.4765164899435053e-21,4.721035258662082e-43,3.833810543842102e-42,3.363966755708344e-48,2.0707352939464647e-63,6.962706970270388e-17,1.8797825619750461e-22,1.1020876242677896e-34,2.416175951566553e-36,2.084020256081602e-33,4.133384157351774e-28,1.7254082379228576e-29,5.290742376044789e-54,5.562664300529936e-51,1.2979204460725124e-60,2.163918128767975e-64,5.018641901042881e-47,7.846085182492989e-33,1.309495468448492e-65,3.662839379584129e-67,1.0499367854046714e-51,1.9231554452230784e-34,5.889683331777516e-67,3.2170722449223995e-66,2.866720805084041e-56,9.385954127342306e-30,1.9670129878579926e-41,1.3973161273809443e-64,4.4842925529863525e-73,1.5878440373440368e-58,8.955110979223338e-43,1.314584134260352e-81,6.087746457637767e-70,2.3095855847475693e-80,3.5064733686111287e-69,2.7360577040106294e-74,4.548456321704733e-34,9.631136033801729e-52,8.297275733720522e-49,4.3544967101052214e-71,5.269663410213141e-81,2.882083084452245e-54,3.1007009605566154e-52,2.500641114043868e-71,1.1546968807899819e-51,8.859148478656105e-46,4.924462905320686e-73,1.4996630345120531e-46,2.0654234040675416e-72,5.557667821529523e-70,1.7708635064537984e-74
9.308578337718744e-14,0.8160316757487376,3.76,0.0,0.6842958453612721,0.9999999999939502,1.2361325956009427e-25,1.8627636818202884e-36,2.4430700573012346e-24,1.015381748827291e-11,6.049810964051848e-12,2.575039509200623e-21,4.382625794529861e-19,4.104004160482458e-12,1.4022783991064573e-16,1.0339661911508979e-20,1.926207426712944e-17,2.3225592236007348e-21,7.963085982176454e-26,3.840470162323637e-30,1.2974592980827999e-27,5.390775065484344e-29,1.2356623250254646e-28,5.906306097640074e-21,7.55355382945474e-42,6.134503242374597e-41,1.0765325447033012e-46,1.3254089995549169e-61,1.3925746413522822e-16,7.519396181021307e-22,8.817215421284422e-34,1.9330319189943938e-35,1.667132168575839e-32,3.3066858962942666e-27,1.3820026148195766e-28,1.693156270886119e-52,1.7802226867732513e-49,8.307063807832883e-59,1.3849697471602613e-62,8.141078494427236e-46,6.277031004444754e-32,8.448743857810237e-64,2.3442704122793653e-65,3.3599654309887e-50,1.788566254009369e-33,3.8190513773825055e-65,2.0590946401125865e-64,9.174126303969863e-55,7.509087306125064e-29,3.147379312639011e-40,8.943509425012434e-63,5.724090168138838e-71,9.882341425221149e-57,1.4327848487976062e-41,3.3655288295232834e-79,7.452246439405906e-68,2.9608641953449627e-78,4.200145051239955e-67,3.5023792531191917e-72,3.638628532734016e-33,2.9823515564049683e-50,1.5374391115409872e-47,4.770950154212955e-69,6.756153845870059e-79,8.96066452144561e-53,9.923927819037611e-51,3.2010431941604934e-69,3.6948342690273436e-50,1.4174780640970244e-44,6.3034477175156725e-71,2.399466617824763e-45,2.6440565075414355e-70,3.6724822318894967e-68,2.266970869675543e-72
1.8617409193635617e-13,0.8160316757493529,3.76,0.0,0.6842958453511179,0.9999999999879002,9.889293408352561e-25,1.4902897476449405e-35,9.772446103132138e-24,2.0307912344643838e-11,1.209978599426307e-11,1.0300322791007632e-20,1.753085590548943e-18,8.208116895235668e-12,2.823984749587962e-16,4.1359557775151417e-20,3.9385154119658995e-17,9.290361450356653e-21,3.1854988437789982e-25,3.0724486338617934e-29,5.227885779532223e-27,4.312679249977249e-28,9.8854425518098e-28,2.362570352535626e-20,1.208443541277614e-40,9.81551515477971e-40,3.4463711511731615e-45,8.549764968934739e-60,2.7851689402269763e-16,3.007787638460208e-21,7.054093006065268e-33,1.5464612716505846e-34,1.3334763601365804e-31,2.6451260838923163e-26,1.108204783144155e-27,5.418216572660291e-51,6.419104714737297e-48,5.95468709188533e-57,9.737926158693454e-61,1.338074194811896e-44,5.021527799044349e-31,5.493518018706803e-62,1.500216919255169e-63,1.075171982518706e-48,1.8307839870249272e-32,2.5105904860471537e-63,1.4822775178339605e-62,2.935841668265628e-53,6.007360491123418e-28,5.035929968146699e-39,5.7240214028985284e-61,7.285815926297963e-69,8.187498100244712e-55,2.292175622217529e-40,1.8620073863220344e-76,9.32538359906417e-66,6.663106616483635e-76,5.193471553906289e-65,4.483067760371564e-70,2.910477191235536e-32,9.384011092853877e-49,3.13122476901033e-46,5.5949751355121285e-67,1.520748061149243e-76,2.712877929259789e-51,3.1764845538937348e-49,7.172173809713329e-67,1.182128513935355e-48,2.267763525760787e-43,1.4121808759241248e-68,3.8388721515310905e-44,5.9247736272639185e-68,3.425086633230569e-66,5.0797979372740366e-70
3.723507090546936e-13,0.8160316757505832,3.76,0.0,0.6842958453308094,0.9999999999758002,7.911525278850969e-24,1.1923154348581936e-34,3.9089918473411057e-23,4.061610781955932e-11,2.419973590492901e-11,4.120135182809087e-20,7.012410544377991e-18,1.6416334093678702e-11,5.72556790590221e-16,1.6544046336813563e-19,8.221279153817178e-17,3.716130816663602e-20,1.2743722169119456e-24,2.4579873901540626e-28,2.121530307989952e-26,3.450115277704618e-27,7.908302795976606e-27,9.450376318363068e-20,1.933035805052873e-39,1.570502333160439e-38,1.1028656214667259e-43,5.4735922705209004e-58,5.570303179962624e-16,1.2031016718809625e-20,5.643586083675852e-32,1.2371821475758125e-33,1.0663763182930947e-30,2.1156694278383267e-25,8.9069541835422e-27,1.7338088263827174e-49,2.061389870909578e-46,3.829470783750585e-55,6.257496576058881e-59,2.2544327756184183e-43,4.016924025247191e-30,3.626049141612215e-60,9.599368825790537e-62,3.4402428448457493e-47,2.104286994291203e-31,1.6896574781238714e-61,9.53558086767828e-61,9.394740463173507e-52,4.8058623187954056e-27,8.057574348662894e-38,3.6633946241544243e-59,9.222067483047145e-67,5.230440052360341e-53,3.6664452051966135e-39,4.7751947806346704e-74,1.1797316590225952e-63,8.6179103257047e-74,6.528886277034265e-63,5.738061980371265e-68,2.327618178804464e-31,2.977283617098083e-47,7.15717708449507e-45,6.832564946088691e-65,1.9676279710597028e-74,7.835255152650756e-50,1.0169643333798334e-47,9.209177016332256e-65,3.7812647131332038e-47,3.627579795437857e-42,1.8128896891552395e-66,6.1410832041550735e-43,7.609002921896412e-66,2.531581371586367e-64,6.523779981256859e-68
7.447039432913686e-13,0.8160316757530438,3.76,0.0,0.6842958452901925,0.9999999999516003,6.3292524337889e-23,9.539691834488863e-34,1.5635836053059754e-22,8.123252181808472e-11,4.839963512723373e-11,1.6480337792183416e-19,2.80497596310634e-17,3.283273540638327e-11,1.1761415571203287e-15,6.617696138349513e-19,1.7819393199224527e-16,1.4864186354207913e-19,5.098792529126511e-24,1.9664004753530944e-27,8.729003691013531e-26,2.759998094543586e-26,6.326447623578185e-26,3.7801687733996793e-19,3.0912830867603916e-38,2.512804026121222e-37,3.5291769502263406e-42,3.504328197552859e-56,1.114035423609405e-15,4.812226194161554e-20,4.515285654428592e-31,9.897491059159303e-33,8.524389460393656e-30,1.6918155143577724e-24,7.191501692053021e-26,5.547897343536931e-48,6.597318717039569e-45,2.4503587048291194e-53,4.003990392694295e-57,3.9701870871110425e-42,3.213004966678127e-29,2.4616431522851983e-58,6.140830887485801e-60,1.1006491236415108e-45,2.7062326583262482e-30,1.1874179500100953e-59,6.103315633973938e-59,3.006254613800401e-50,3.8445796969852527e-26,1.2892149508203e-36,2.3445298087468072e-57,1.1546896827316939e-64,3.337936818111601e-51,5.862889597535788e-38,1.2216202763714465e-71,1.5011302031865976e-61,1.1185796395494069e-71,8.279253821200525e-61,7.343822345861466e-66,1.8608408314768387e-30,9.485859613615207e-46,1.8316708160742863e-43,8.534635021737795e-63,2.55576978034356e-72,2.0976039220879456e-48,3.257348395505766e-46,1.178263468557928e-62,1.2089920015455831e-45,5.80127771317834e-41,2.3185436288797603e-64,9.821988458510909e-42,9.739148129988902e-64,2.046777809771833e-62,8.349996350987381e-66
1e-12,0.8160316757579653,3.76,0.0,0.6842958452623443,0.9999999999350081,2.1517584089727483e-22,3.243826908759046e-33,3.171587876415674e-22,1.0908033176448458e-10,6.499177928036868e-11,3.342869723141193e-19,5.689736782638572e-17,4.408824561196233e-11,1.6218830574464007e-15,1.3423763133982928e-18,2.5816064986129155e-16,3.0150075657776934e-19,1.0346132051089925e-23,6.685182381712584e-27,1.8372310588372473e-25,9.382582956387593e-26,2.1506804604832993e-25,7.667867458702756e-19,1.8969921171627305e-37,1.5434011999502572e-36,4.1034295300208805e-41,7.92410529760353e-55,1.4959042873154962e-15,9.760781334594197e-20,1.535277748879388e-30,3.36484482206113e-32,2.894392382428274e-29,5.747679723573821e-24,2.4809998370930954e-25,6.4499498098574955e-47,7.671102757691037e-44,5.532937071317738e-52,9.041624725993982e-56,2.836680254363437e-41,1.0920246515933111e-28,6.181144322321372e-57,1.3864305835353004e-58,1.2792328780372152e-44,1.4803447765853217e-29,3.1485648642777198e-58,1.378905753986198e-57,3.4952613259703e-49,1.306972104858907e-25,7.918601614545684e-36,5.29774115926836e-56,4.930884594905514e-63,7.530261320879061e-50,3.5973356599229006e-37,1.0786377084071096e-69,6.665992671186551e-60,5.1169434577158824e-70,3.6688626274288086e-59,3.26991390497643e-64,6.31939205392297e-30,1.1005638235627451e-44,1.8769013556326747e-42,3.7544336666195986e-61,1.1707257459540608e-70,1.8709168802053654e-47,3.794061876735436e-45,5.2428397597426064e-61,1.403493708416621e-44,3.5601045063033814e-40,1.0308362838138345e-62,6.028721578262693e-41,4.3369371302458545e-62,6.517336724096718e-61,3.718229089432527e-64
1.4894104117647185e-12,0.8160316757579653,3.76,0.0,0.6842958452089585,0.9999999999032003,5.063408414689696e-22,7.633554766975422e-33,6.254181640648368e-22,1.6246544200991195e-10,9.679943117572517e-11,6.591922481271335e-19,1.1219912213986171e-16,6.566540569564258e-11,2.476383256265299e-15,2.6471203403038176e-18,4.114593134768814e-16,5.945359673326203e-19,2.0405443695861484e-23,1.573123278136696e-26,3.685882722421844e-25,2.2078282318015396e-25,5.060801696476581e-25,1.5120705700395052e-18,4.940975993594818e-37,4.020436605932823e-36,1.129327635005946e-40,2.244306894217402e-54,2.2279586724712404e-15,1.9247314108124778e-19,3.6128583466897594e-30,7.917976536687967e-32,6.808880075624554e-29,1.3522896459332746e-23,5.858519970169812e-25,1.775115342877614e-46,2.111211691429584e-43,1.5670006705046334e-51,2.5607120785803447e-55,7.513586654789989e-41,2.569526618846963e-28,1.75586839777879e-56,3.926539135932954e-58,3.5205639149487096e-44,3.7994182097242434e-29,8.956829100811948e-58,3.9053081551157494e-57,9.619476772477807e-49,3.0754601440725227e-25,2.0627340240087015e-35,1.5004220703914226e-55,1.4162184815645337e-62,2.1326111659873414e-49,9.369605017982445e-37,3.1230006136569473e-69,1.9157134853535775e-59,1.4711846661468908e-69,1.0543469550887014e-58,9.39765633725761e-64,1.4866572209321254e-29,3.0285317515222747e-44,5.12384217860343e-42,1.0788187174103387e-60,3.3660482010315574e-70,5.0554050829506795e-47,1.0442951739302431e-44,1.5067648481967728e-60,3.862266924534533e-44,9.27281178318491e-40,2.962534025487659e-62,1.5703061246064039e-40,1.2464276849065003e-61,1.861889854417755e-60,1.0686116886466716e-63
2.2341168802380683e-12,0.8160316757628867,3.76,0.0,0.6842958451277243,0.9999999998548004,1.447819225322601e-21,2.1830707621458698e-32,1.3289898182225362e-21,2.4369845439651445e-10,1.4519922482808916e-10,1.4007508832168715e-18,2.3842301669893486e-16,9.849794364932822e-11,3.86969674653174e-15,5.625186558562699e-18,6.86027433648794e-16,1.2633414302145064e-18,4.337913240449198e-23,4.4982246097176653e-26,8.160367636712695e-25,6.312723301403849e-25,1.4470132731439605e-24,3.213151217879098e-18,1.8178058273507016e-36,1.519709483895898e-35,5.198784659108328e-40,1.2379039105890998e-53,3.341794965944054e-15,4.089816514961367e-19,1.0331535482083993e-29,2.2641272804479937e-31,1.9451689111692432e-28,3.86479131709699e-23,1.692451704101775e-24,8.304108652891914e-46,9.429665156020921e-43,8.465013605385876e-51,1.3916712656044298e-54,2.9971612307922053e-40,7.345792561941983e-28,1.0277328094535835e-55,2.1891097976674688e-57,1.6467226563720934e-43,1.3546054785656002e-28,5.297790757557006e-57,2.1073897548579283e-56,4.499787312398103e-48,8.793551358929044e-25,7.592299071705232e-35,8.367574415019242e-55,9.137354441339793e-62,1.059245054944671e-48,3.4466869180633114e-36,1.683572122289215e-68,1.253133890458082e-58,7.606257443501054e-69,6.8945240250598e-58,6.139335734129988e-63,4.2476007064310014e-29,1.416186141525519e-43,2.2736181715248566e-41,7.047920878541739e-60,1.7404085243475146e-69,2.1377559548272926e-46,4.771478045682115e-44,7.771911434211107e-60,1.7621650087784673e-43,3.5336303649147435e-39,1.5277210992083345e-61,5.7776209870605936e-40,6.431025178388569e-61,9.465848853827364e-60,5.513505406292282e-63
3.723529817184768e-12,0.8160316757727295,3.76,0.0,0.6842958449652558,0.9999999997580002,6.6536283530127384e-21,1.0037702907838968e-31,3.674091983128134e-21,4.0616484794881115e-10,2.4199880254823283e-10,3.872426802860644e-18,6.591678749604264e-16,1.641624902190145e-10,7.028607891715153e-15,1.555236545838272e-17,1.4003717336664543e-15,3.492424605669086e-18,1.2004831939536832e-22,2.0672392937034468e-25,2.477529229468509e-24,2.9006924768580907e-24,6.64909552203635e-24,8.883416214348435e-18,1.396305028760847e-35,1.2303533363048965e-34,6.918693565057616e-39,2.858871709536762e-52,5.569119787091918e-15,1.130543150194738e-18,4.7493784292077464e-29,1.0405897117226284e-30,8.915116570589712e-28,1.7734623464250968e-22,8.017314088647524e-24,1.212547410615752e-44,1.4935344884804299e-41,2.260840731011242e-49,3.6769704902035063e-53,3.0565199728365255e-39,3.3738396690744574e-27,3.300653803733496e-54,5.681194637997399e-56,2.403232511479465e-42,9.941569033002246e-28,1.829784966040923e-55,5.6471451452482975e-55,6.572605543374446e-47,4.040708217688049e-24,5.841587727132642e-34,2.174772355743171e-53,3.8391594395757637e-60,3.3397996769836413e-47,2.646569371185196e-35,2.3250212793803302e-66,5.939102586828924e-57,5.43068565006637e-67,3.2624982726098856e-56,2.7632107140401547e-61,1.9474554362552215e-28,2.0663861000057528e-42,2.8112005998188404e-40,3.3278459918403975e-58,1.2461546793550369e-67,2.2590422698107128e-45,6.2310328952012715e-43,5.230569889807603e-58,2.2873232508245368e-42,2.9008806988484243e-38,1.0266446446277942e-59,4.439452713143434e-39,4.333738287615224e-59,5.076332543879453e-58,3.7152691271185594e-61
5.064001460436798e-12,0.8160316757815883,3.76,0.0,0.6842958448190336,0.99999999967088,1.4977238860484165e-20,2.2602721902766762e-31,6.542262476669866e-21,5.523849000294807e-10,3.291184147543003e-10,6.89536309525729e-18,1.1737804942281351e-15,2.232601545592273e-10,1.017234062296713e-14,2.7694596446901788e-17,2.1767273649187925e-15,6.2185675385556806e-18,2.1392329650078175e-22,4.653397915582352e-25,4.6964702792437226e-24,6.5289279383001216e-24,1.4965997177244003e-23,1.5818726695779112e-17,3.842709565811779e-35,3.542675670469238e-34,2.2979746135354019e-38,1.1034261734501459e-51,7.573431256196345e-15,2.0129603359979082e-18,1.0692519416002685e-28,2.342541421242056e-30,2.003773337538394e-27,3.9887365394594114e-22,1.8345546551109562e-23,4.340793821052883e-44,5.504425098384172e-41,9.489692848889919e-49,1.536853101838219e-52,9.728287712858995e-39,7.591963349735029e-27,1.527834820422154e-53,2.4292417826834536e-55,8.601529544149914e-42,2.7013891552803815e-27,8.665412810151768e-55,2.3731578139080768e-54,2.353388810448066e-46,9.094991064364634e-24,1.6088038509784715e-33,9.302820844770304e-53,1.799601395506706e-59,1.5300335775302666e-46,7.282041533985898e-35,1.618658168060413e-65,2.9962802802394723e-56,3.18047155816771e-66,1.645416369525344e-55,1.3140105184253893e-60,4.377987897838881e-28,7.396513192966383e-42,9.077679228909393e-40,1.677778811762173e-57,7.306680097610136e-67,7.302515238977618e-45,2.039471662171998e-42,2.989936041302234e-57,7.469845777026388e-42,8.454398601879977e-38,5.865959374017168e-59,1.2219003081619172e-38,2.4779874450760246e-58,2.7819241172374146e-57,2.124332028672978e-60
6.404473103688828e-12,0.8160316757904468,3.76,0.0,0.6842958446728113,0.9999999995837595,2.8307925080237827e-20,4.273421635567814e-31,1.0212237362953269e-20,6.986052674138384e-10,4.162380187654884e-10,1.0763314351670142e-17,1.8322842786129994e-15,2.82357366326704e-10,1.3634368984041322e-14,4.323234669929866e-17,3.0943300853424117e-15,9.706631449416394e-18,3.341814669478951e-22,8.795327682579242e-25,7.785691376533496e-24,1.233910246153091e-23,2.8284620706863467e-23,2.4693244312543856e-17,8.647432615944417e-35,8.078459239728744e-34,6.125049669228102e-38,3.410888076219152e-51,9.57744547872393e-15,3.1419409833859193e-18,2.021292386853677e-28,4.427969392676415e-30,3.781308029355034e-27,7.532417525110612e-22,3.526558182843682e-23,1.1469870812820436e-43,1.442492944137623e-40,2.936064386987955e-48,4.7579906621129495e-52,2.412385699583634e-38,1.4344316399626433e-26,4.834272124283426e-53,7.2626586142544e-55,2.2723003663945995e-41,6.023601709404451e-27,2.77174279317824e-54,7.344582206246728e-54,6.21884382107311e-46,1.718892777859979e-23,3.6235213467536856e-33,2.7831104505039462e-52,6.150622181280305e-59,4.429431117366252e-46,1.6384515408474956e-34,5.243523027303955e-65,1.0079397621483834e-55,9.875386563117922e-66,5.532695602887059e-55,4.6086643310009784e-60,8.263375155813273e-28,1.9541498946930566e-41,2.379262282292896e-39,5.64129954145256e-57,2.2691112148132314e-66,1.6964668298575845e-44,5.4082534955403874e-42,9.226090838851439e-57,1.9754872305201945e-41,1.932823803236358e-37,1.8091110213482628e-58,2.75022264129853e-38,7.651408633964362e-58,8.493078953531218e-57,6.55924598788071e-60
7.744944746940859e-12,0.8160316757993054,3.76,0.0,0.6842958445265886,0.999999999496639,4.7315571754835916e-20,7.145299568614059e-31,1.4639538397625944e-20,8.448259326359415e-10,5.033576150356906e-10,1.5429386020965328e-17,2.6267077654203217e-15,3.414541505945481e-10,1.7397059165927923e-14,6.197765620527114e-17,4.145353589081491e-15,1.391428726289991e-17,4.794185377765795e-22,1.4701227121465387e-24,1.1801650207045526e-23,2.062278886939089e-23,4.727341879970558e-23,3.539954571236828e-17,1.660733538553343e-34,1.5878626677784977e-33,1.348569300124723e-37,8.475182260351899e-51,1.1581178960107708e-14,4.503765675938031e-18,3.3790332785801195e-28,7.401935894574092e-30,6.311059268215955e-27,1.2579952663618227e-21,5.986490743352486e-23,2.59813954739377e-43,3.315248105996607e-40,7.470043058383787e-48,1.2090425373934137e-51,5.151373177666418e-38,2.3968212251804142e-26,1.3131514482043816e-52,1.8615071046813983e-54,5.146130617768266e-41,1.1495950637411745e-26,7.660106509398124e-54,1.869762707679102e-53,1.40887776917486e-45,2.872877519309069e-23,6.96434109795666e-33,7.136685889247707e-52,1.7019618900037092e-58,1.1747573249186113e-45,3.1461137110741913e-34,1.8549878489459883e-64,2.9146567408196535e-55,3.1054770172083183e-65,1.5993890090723402e-54,1.299518838573173e-59,1.3794339404828945e-27,4.4262755831976856e-41,5.159672836938098e-39,1.6305618451240831e-56,7.142566280726646e-66,3.539861683939406e-44,1.1828602321555287e-41,2.8424614692702393e-56,4.3101945102146343e-41,3.819436831727708e-37,5.5716189964392436e-58,5.282589523132516e-38,2.357840043274315e-57,2.5621369872905894e-56,2.0212662484557625e-59
