Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812)
0.00018789660095739963,0.8879959764810227,3.76,0.0,3.567597636436028e-08,0.015800897603212623,0.9723916580827751,2.1450265973154024e-08,3.955134673491672e-09,4.8383430517411123e-08,1.34948489797622e-05,3.4387351341487753e-14,0.033626969797605925,0.13832934566396846,0.31020858402539225,1.8474001443354704e-08,0.009748345105964902,1.8638112320027324e-12,2.7626617086605693e-12,2.2989386258287385e-09,2.9780591294906677e-13,2.223269220380002e-06,0.41599019461978615,4.1005979454942274e-06,3.3178619570762694e-14,1.2130878817326047e-09,5.267687725051905e-07,1.787302893079659e-09,1.146114907035733e-09,4.432815270919795e-09,3.898591895491077e-16,2.9630255473761617e-16,4.467645983506678e-16,1.4853563735067773e-08,0.26830018654234794,4.379974336769306e-09,7.60397397896983e-09,8.524337777008672e-13,1.313556497874597e-14,2.210199775406153e-13,2.7959985508576515e-07,4.172649804307728e-15,3.1360497297894507e-18,1.5524646166688954e-09,3.370730074163794e-08,2.593866368022561e-15,2.6289785629240062e-14,2.012946792755005e-12,3.664479773018075e-10,6.02499440827744e-10,1.9876554132783802e-14,3.250253673943671e-22,4.345384805862456e-07,2.1346613964768316e-11,2.8107519528395053e-16,5.616231455254019e-16,1.9592518349008977e-18,2.812630355426098e-18,2.9821664933928105e-19,4.404940977874058e-18,4.345070222545562e-21,2.9192278825419553e-13,9.355844310429202e-18,3.506952736787695e-18,7.430761148689352e-17,5.047989494149014e-10,8.376956222718999e-15,1.9940259711305863e-12,6.7034274385305e-15,1.0934663177273706e-14,1.2355897630664528e-16,6.264761096397912e-07,9.483333807243454e-16,1.010449905569385e-15
0.00018803089824015373,0.8879778782637707,3.76,0.0,3.43827981678021e-08,0.01575782907046386,0.9723165342811697,2.0667369876771927e-08,3.8084564338176994e-09,4.663323849514249e-08,1.3459160148350476e-05,3.30539390658811e-14,0.03359238076364608,0.1382490153606668,0.31034121788034363,1.815047328129851e-08,0.00972808470536486,1.8033627869781075e-12,2.662481652817457e-12,2.2160380214488507e-09,2.870735777632634e-13,2.2216795296806757e-06,0.41577411916948137,4.0941467600348415e-06,3.195746055920157e-14,1.1690938505309949e-09,5.078149878304801e-07,1.7211985970622614e-09,1.1030587772927202e-09,4.270578605545304e-09,3.8931601663341767e-16,2.853295663738297e-16,4.460559420343852e-16,1.4857116295876724e-08,0.2685163378877786,4.216291524395551e-09,7.323904515250904e-09,8.201606750096153e-13,1.2637535599841176e-14,2.12803395945503e-13,2.796697839541974e-07,3.870913008924805e-15,2.906476466326353e-18,1.552083512466841e-09,3.371434843135671e-08,2.4071465487793935e-15,2.5310704928733205e-14,1.9366908883684375e-12,3.5311454801361203e-10,5.805245123857916e-10,1.8431216856771213e-14,3.005755461075066e-22,4.346374376412071e-07,2.13386028219006e-11,2.7812623224281807e-16,5.207752426020165e-16,1.9156756824252308e-18,2.608514199112879e-18,2.765310448222101e-19,4.3337900133731486e-18,4.036947504526005e-21,2.9182408865708775e-13,8.676652084065175e-18,3.418475664284925e-18,7.423118727791342e-17,5.041709591970908e-10,8.339296667571438e-15,1.991547331244238e-12,6.701083891935904e-15,1.0883725850255775e-14,1.234028752008729e-16,6.111044833237072e-07,9.484387690930205e-16,9.884217982000268e-16
0.00018816519552290783,0.8879598159977712,3.76,0.0,3.31389187807339e-08,0.01571498590961126,0.9722421221372847,1.9914403612657275e-08,3.667485634057904e-09,4.4949621478284966e-08,1.3423652819582793e-05,3.177475587654187e-14,0.03355786720492874,0.138168513144281,0.3104731872181543,1.7839482954991035e-08,0.009707889010036537,1.7452703519872258e-12,2.5661106291821717e-12,2.136275356068563e-09,2.767479270844633e-13,2.220101255719669e-06,0.41555934263697103,4.087717595888564e-06,3.0783346968816094e-14,1.126774002740215e-09,4.895780210507231e-07,1.6576589653421286e-09,1.061698347318429e-09,4.114582219455806e-09,3.8877753840292115e-16,2.7478236062152893e-16,4.453586824764999e-16,1.4860568888281828e-08,0.26873118788011474,4.059029507156955e-09,7.054678141776069e-09,7.891673214633873e-13,1.2159279540309996e-14,2.0490689038296577e-13,2.797377609317862e-07,3.591551772977155e-15,2.6941244968128854e-18,1.551694219071743e-09,3.37215701239339e-08,2.2342106199489094e-15,2.436986458995226e-14,1.8634603603284793e-12,3.40296626715176e-10,5.593895361696619e-10,1.7093641436159595e-14,2.780101590600728e-22,4.347327496025701e-07,2.1330543006729336e-11,2.7525328007962263e-16,4.829720957486494e-16,1.8732620847737407e-18,2.4195793968081884e-18,2.564623240734129e-19,4.265549754027808e-18,3.751207835186171e-21,2.9172643715952044e-13,8.047992183118612e-18,3.3323193939219358e-18,7.415481921854576e-17,5.035420980681931e-10,8.302440807486071e-15,1.989065274797494e-12,6.698764642320162e-15,1.0834022896893457e-14,1.2324658328848524e-16,5.961190057045137e-07,9.485433134007323e-16,9.66954389385436e-16
0.00018829949280566193,0.8879417895895553,3.76,0.0,3.194236945493733e-08,0.015672366157951582,0.9721684171205969,1.9190172888821034e-08,3.531990062117508e-09,4.3329927456072143e-08,1.3388325440052898e-05,3.054749646906631e-14,0.03352342902890813,0.1380878420589618,0.31060449513280763,1.754051934852055e-08,0.00968775780635139,1.6894376386756116e-12,2.4733972659202593e-12,2.0595263646173178e-09,2.6681277866590164e-13,2.218534137053089e-06,0.41534585640721755,4.0813103539533745e-06,2.965438748646106e-14,1.08606170371129e-09,4.7202947565202603e-07,1.5965799547856837e-09,1.0219638419163413e-09,3.964574769908962e-09,3.8824356329130866e-16,2.6464368053153036e-16,4.446723133151431e-16,1.4863922202142896e-08,0.2689447452201488,3.90792475958173e-09,6.795855095225383e-09,7.594007278904947e-13,1.1699977186344844e-14,1.9731743706264933e-13,2.79803801994413e-07,3.332866113687989e-15,2.4976712087038014e-18,1.5512968390669444e-09,3.372895571273533e-08,2.07401605651464e-15,2.3465703245993444e-14,1.7931298856086762e-12,3.279733465456155e-10,5.390609718299476e-10,1.585559728672748e-14,2.5718051957082097e-22,4.3482446008101193e-07,2.132243504672363e-11,2.7245424284336654e-16,4.479813217819322e-16,1.8319792239581974e-18,2.244669780238418e-18,2.378869902926629e-19,4.200094688036112e-18,3.4861871757347485e-21,2.9162975004404373e-13,7.46601494127708e-18,3.2484217991822513e-18,7.407850797282411e-17,5.029123952295254e-10,8.266368322930157e-15,1.986579916567869e-12,6.696467764448233e-15,1.078552087538501e-14,1.230901074768384e-16,5.815097838320021e-07,9.4864695408509e-16,9.460331129018417e-16
0.00018843379008841603,0.8879237989457871,3.76,0.0,3.079126355835859e-08,0.015629967882108912,0.9720954147120658,1.8493533002858485e-08,3.4017473556603657e-09,4.177161471896278e-08,1.3353176479722157e-05,2.936995772851647e-14,0.0334890661371044,0.13800700510697267,0.31073514472911046,1.725309312180197e-08,0.009667690879215709,1.6357724623052337e-12,2.384196460753744e-12,1.9856719152542883e-09,2.572526266000891e-13,2.216977921504846e-06,0.4151336519220458,4.074924934794651e-06,2.856876992094152e-14,1.046893084531376e-09,4.551421298511862e-07,1.5378619230767047e-09,9.837884771629213e-10,3.82031548296307e-09,3.8771390843092497e-16,2.5489699763737777e-16,4.4399635127534293e-16,1.4867176928553231e-08,0.26915701854856205,3.76272503962671e-09,6.547014239176668e-09,7.308101897749423e-13,1.1258844295073359e-14,1.900225641535553e-13,2.7986792299856593e-07,3.093288261758501e-15,2.3158979034710638e-18,1.550891473701334e-09,3.373649555173738e-08,1.925601051286972e-15,2.2596725981847817e-14,1.7255795465611906e-12,3.161247222506315e-10,5.195066741807177e-10,1.4709497261743395e-14,2.3794994214651124e-22,4.34912612064739e-07,2.131427947209588e-11,2.697270834917037e-16,4.1558868327461246e-16,1.7917961666259414e-18,2.082719266838587e-18,2.206912014646949e-19,4.1373049290015334e-18,3.2403479849122204e-21,2.9153394767501803e-13,6.9271707479377986e-18,3.1667224415914814e-18,7.400225420453033e-17,5.022818794163972e-10,8.23105943273065e-15,1.9840913695028794e-12,6.694191426976274e-15,1.0738187255057149e-14,1.229334545633077e-16,5.67267181916176e-07,9.487496347521714e-16,9.256437849888933e-16
0.00018856808737117013,0.8879058439732697,3.76,0.0,2.9683793007366814e-08,0.015587789177285422,0.9720231104048243,1.782338670579429e-08,3.276544567725852e-09,4.0272247081692246e-08,1.3318204431309405e-05,2.8240034015403628e-14,0.03345477842535793,0.13792600524953263,0.3108651391215247,1.6976735744414663e-08,0.009647688012171004,1.5841865598804615e-12,2.298369111024895e-12,1.9145977887699033e-09,2.480526115531716e-13,2.2154323657850128e-06,0.41492272067993596,4.068561238687021e-06,2.75247577676269e-14,1.0092069226358695e-09,4.38889885987364e-07,1.4814094351392968e-09,9.471083271589877e-10,3.6815736908007735e-09,3.8718839924839796e-16,2.4552648001039887e-16,4.4333033509145273e-16,1.4870333759523688e-08,0.269368016446265,3.6231888860101353e-09,6.307752242416243e-09,7.033471849518067e-13,1.0835130409418091e-14,1.830103274843335e-13,2.7993013968234647e-07,2.8713721433891886e-15,2.1476814507993404e-18,1.5504782229122847e-09,3.374418043420301e-08,1.7880781222858913e-15,2.1761501394347033e-14,1.6606945887924458e-12,3.0473161141204697e-10,5.006958329062257e-10,1.3648346204982037e-14,2.2019275223882667e-22,4.3499724793058564e-07,2.130607681552409e-11,2.670698222220223e-16,3.8559663998134596e-16,1.7526828392634196e-18,1.9327446837008087e-18,2.0476999837692983e-19,4.077065953782641e-18,3.0122693940324823e-21,2.9143895430642967e-13,6.42818613843927e-18,3.0871625245165707e-18,7.392605857683259e-17,5.01650578906709e-10,8.196494879473862e-15,1.98159974475375e-12,6.6919338880296905e-15,1.0691990391494195e-14,1.2277663123728503e-16,5.533818145960641e-07,9.488513020377849e-16,9.057725942977876e-16
0.00018870238465392423,0.8878879245789487,3.76,0.0,2.8618224860088164e-08,0.015545828166538246,0.9719514997048301,1.7178682161090436e-08,3.156177752210598e-09,3.882948932120491e-08,1.3283407809702357e-05,2.7155712677597063e-14,0.033420565784074145,0.1378448454076347,0.3109944814330469,1.6710998573961207e-08,0.009627748987490366,1.534595416635817e-12,2.2157818558120843e-12,1.846194467825058e-09,2.391984923860483e-13,2.2138972351250554e-06,0.4147130542358058,4.062219165654324e-06,2.6520686927477088e-14,9.729445277665322e-10,4.232477221783245e-07,1.427131078401622e-09,9.118621969330093e-10,3.548128390084221e-09,3.86666869079739e-16,2.3651696176620484e-16,4.4267382448166554e-16,1.487339338768413e-08,0.26957774743473883,3.4890851387846374e-09,6.077682794901124e-09,6.769652760485028e-13,1.0428117346540186e-14,1.7626928735195134e-13,2.7999046766645924e-07,2.6657837176996814e-15,1.9919866275087514e-18,1.5500571853480678e-09,3.3752001572381416e-08,1.6606282374517194e-15,2.095865878697963e-14,1.5983651902738963e-12,2.9377567744751045e-10,4.825989149677141e-10,1.2665693707974101e-14,2.0379337947505826e-22,4.350784094548934e-07,2.1297827611884414e-11,2.644805348496385e-16,3.5782301841285536e-16,1.7146100040921058e-18,1.7938391754687508e-18,1.9002659572518333e-19,4.019268353030908e-18,2.800638161111254e-21,2.9134469789899324e-13,5.9660418304524814e-18,3.0096848482222773e-18,7.384992175194256e-17,5.010185215293364e-10,8.162655915307505e-15,1.9791051517082795e-12,6.6896934909948784e-15,1.0646899502340612e-14,1.2261964408212686e-16,5.398445403837107e-07,9.48951905474818e-16,8.86406092099611e-16
0.00018883668193667833,0.8878700406699152,3.76,0.0,2.7592898063275656e-08,0.01550408300008145,0.9718805781314901,1.6558410994450677e-08,3.040451568272993e-09,3.7441102819451725e-08,1.3248785151389753e-05,2.6115069776924153e-14,0.03338642809845877,0.13776352846283954,0.31112317479413637,1.6455451976822567e-08,0.009607873586270896,1.4869181004877565e-12,2.1363068295410313e-12,1.7803569355738592e-09,2.306766190932693e-13,2.2123723029291578e-06,0.4145046442007888,4.0558986155077846e-06,2.5554962573314813e-14,9.3804963302795e-10,4.0819164613626885e-07,1.3749392864713327e-09,8.779915012026623e-10,3.419767820350749e-09,3.861491588039353e-16,2.2785391395449274e-16,4.420263991719915e-16,1.4876356506001528e-08,0.26978621997637886,3.360192482037899e-09,5.856435859585104e-09,6.516200174443898e-13,1.0037117756337244e-14,1.697884863865077e-13,2.800489224551852e-07,2.475292098215024e-15,1.847859083843105e-18,1.5496284583897454e-09,3.375995057818049e-08,1.5424954141244004e-15,2.0186885493179943e-14,1.5384862411491148e-12,2.832393542966904e-10,4.6518760958534007e-10,1.1755590720407087e-14,1.886455271869709e-22,4.3515613782417444e-07,2.128953239799227e-11,2.619573512317746e-16,3.32099789716189e-16,1.677549235637877e-18,1.66516614766245e-18,1.7637173103868603e-19,3.963807593777002e-18,2.6042403410548616e-21,2.912511099460781e-13,5.537952544920765e-18,2.934233766151745e-18,7.377384439078382e-17,5.00385734672306e-10,8.129524288133793e-15,1.9766076980228916e-12,6.687468660514069e-15,1.060288464375903e-14,1.224624995770554e-16,5.266464552789196e-07,9.4905139736639e-16,8.675311827474673e-16
0.00018897097921943243,0.8878521921534108,3.76,0.0,2.6606220345540157e-08,0.015462551854612084,0.9718103412182466,1.5961606430256382e-08,2.9291789027688896e-09,3.610494140151951e-08,1.3214335013913433e-05,2.5116266019805127e-14,0.03335236524874417,0.13768205725804586,0.3112512223416877,1.6209684489287238e-08,0.009588061588522377,1.4410771040720438e-12,2.059821426561279e-12,1.716984483237392e-09,2.2247390699444285e-13,2.210857350440894e-06,0.41429748224200413,4.049599487882453e-06,2.4626056156520753e-14,9.044682908064713e-10,3.9369865104330267e-07,1.324750170822398e-09,8.45440148715526e-10,3.2962890615095127e-09,3.8563511649410776e-16,2.1952341676725372e-16,4.4138765796721883e-16,1.4879223807513529e-08,0.2699934424748394,3.2362990076636797e-09,5.64365695840889e-09,6.272688665324852e-13,9.66147374664079e-15,1.6355742842245788e-13,2.801055194373357e-07,2.298761393483962e-15,1.714418884679336e-18,1.5491921381725623e-09,3.376801944476402e-08,1.432981754176735e-15,1.9444924322003404e-14,1.480957133725174e-12,2.731058127143113e-10,4.4843477567621523e-10,1.0912549692880819e-14,1.7465141166818323e-22,4.35230473645563e-07,2.1281191712352488e-11,2.5949845373609466e-16,3.0827194684763325e-16,1.6414728979556629e-18,1.5459537011187886e-18,1.637230666104222e-19,3.910583793462412e-18,2.4219536140778382e-21,2.911581253080173e-13,5.1413484639122575e-18,2.860755142398715e-18,7.369782715267909e-17,4.997522452907712e-10,8.097082228182737e-15,1.9741074896539086e-12,6.6852578986730504e-15,1.0559916687526552e-14,1.2230520409901298e-16,5.137788865504355e-07,9.491497326645612e-16,8.491351143861195e-16
0.00018910527650218653,0.8878343789368297,3.76,0.0,2.565666525011482e-08,0.015421232932659396,0.9717407845131361,1.5387341510664428e-08,2.8221805098701337e-09,3.481894736001744e-08,1.3180055975339538e-05,2.4157542881815057e-14,0.03331837711040697,0.1376004345982385,0.3113786272180478,1.597330201713375e-08,0.009568312773252359,1.3969981940071588e-12,1.9862080761829414e-12,1.6559805262165902e-09,2.1457781211635953e-13,2.209352166424535e-06,0.4140915600823215,4.043321682272e-06,2.373250254765292e-14,8.721487733270318e-10,3.797466733913484e-07,1.27648336013248e-09,8.141544319034737e-10,3.1774976495429508e-09,3.8512459708537544e-16,2.1151213300373787e-16,4.4075721786653766e-16,1.4881995985077085e-08,0.2701994232753794,3.1172017991981593e-09,5.439006490837734e-09,6.038710990776728e-13,9.300555571923702e-15,1.575660583290075e-13,2.8016027388719276e-07,2.135143207542148e-15,1.5908545776844915e-18,1.5487483196068462e-09,3.377620052902772e-08,1.3314428787332427e-15,1.8731571120402105e-14,1.4256815621614898e-12,2.633589280943324e-10,4.323143916352041e-10,1.0131507958289652e-14,1.617210651838259e-22,4.353014569570587e-07,2.1272806094918338e-11,2.571020757525394e-16,2.861964728052944e-16,1.6063541224913434e-18,1.435489516877928e-18,1.520046400254263e-19,3.859501504846585e-18,2.2527402192792463e-21,2.9106568205438596e-13,4.7738581896555686e-18,2.7891963103400724e-18,7.362187069504831e-17,4.991180799147938e-10,8.065312434955057e-15,1.971604630888061e-12,6.68305978137233e-15,1.051796729875291e-14,1.2214776392447291e-16,5.012333866793372e-07,9.49246868854325e-16,8.312054699029894e-16
0.00018923957378494063,0.887816600927724,3.76,0.0,2.47427693006546e-08,0.015380124461956277,0.9716719035793179,1.4834727393588713e-08,2.7192846670555237e-09,3.358114765708203e-08,1.3145946633748074e-05,2.323721891658449e-14,0.03328446355437749,0.1375186632512145,0.31150539257007476,1.574592707184137e-08,0.009548626918547751,1.3546102670414552e-12,1.9153540276928548e-12,1.5972524283518649e-09,2.0697630770733364e-13,2.2078565468603112e-06,0.41388686950011977,4.037065098061911e-06,2.287289730480296e-14,8.410414776339741e-10,3.6631455269588134e-07,1.230061846902559e-09,7.840829215983214e-10,3.0632072095580254e-09,3.846174620585815e-16,2.0380728273335188e-16,4.401347132215785e-16,1.4884673731131021e-08,0.27040417066520944,3.0027065347659354e-09,5.242159083409117e-09,5.81387728476001e-13,8.953760382486438e-15,1.518047427546168e-13,2.802132009654326e-07,1.9834697456257e-15,1.4764177445241318e-18,1.5482970963984362e-09,3.3784486534910745e-08,1.2372837296108762e-15,1.8045672446593535e-14,1.372567331393427e-12,2.539832497532198e-10,4.1680150735053626e-10,9.407794082828573e-15,1.4977169728965772e-22,4.353691272375656e-07,2.126437608685842e-11,2.547665002472779e-16,2.657413923897973e-16,1.5721667865635563e-18,1.333116154238102e-18,1.4114635925015165e-19,3.810469511246076e-18,2.0956404446720768e-21,2.909737213138514e-13,4.433293080426857e-18,2.7195060323975897e-18,7.354597567312242e-17,4.984832646569344e-10,8.034198064524278e-15,1.969099224372246e-12,6.680872954872519e-15,1.0477008914203495e-14,1.21990185231206e-16,4.890017274605255e-07,9.493427658426672e-16,8.137301581145209e-16
0.00018937387106769473,0.887798858033805,3.76,0.0,2.3863129293885785e-08,0.015339224694832102,0.9716036939955744,1.4302911725963653e-08,2.620326846703526e-09,3.238965029577646e-08,1.3112005606740144e-05,2.2353686239942066e-14,0.033250624447241056,0.1374367459482883,0.3116315215482366,1.5527198041692164e-08,0.009529003801653118,1.3138452127587894e-12,1.8471511448920076e-12,1.5407113339557668e-09,1.9965786182834795e-13,2.2063702946529885e-06,0.4136834023290405,4.030829634561188e-06,2.2045894063795234e-14,8.110988347921808e-10,3.533819929971912e-07,1.185411841005687e-09,7.551763665686252e-10,2.95323910537594e-09,3.841135791391057e-16,1.9639661910063256e-16,4.3951979493476897e-16,1.4887257737472057e-08,0.2706076928738395,2.8926271082268386e-09,5.05280296882799e-09,5.59781428729154e-13,8.620511031238048e-15,1.4626425174282538e-13,2.802643157200342e-07,1.842847475085375e-15,1.3704179949716984e-18,1.547838561068647e-09,3.3792870497501356e-08,1.1499547075215468e-15,1.7386123349286252e-14,1.3215261748504804e-12,2.449639716037594e-10,4.0187219835141054e-10,8.737096940876577e-15,1.387271094680879e-22,4.354335234167314e-07,2.1255902230332483e-11,2.524900583576099e-16,2.4678490058639787e-16,1.5388854924483987e-18,1.2382267279208218e-18,1.3108353859506212e-19,3.7634006315892375e-18,1.9497666289570915e-21,2.908821871312218e-13,4.117632849866375e-18,2.6516344608991e-18,7.347014273967029e-17,4.978478252196643e-10,8.003722717188147e-15,1.9665913711425963e-12,6.678696132505369e-15,1.0437014721211973e-14,1.2183247410000637e-16,4.770758942582786e-07,9.494373858524466e-16,7.966974051820194e-16
0.00018950816835044883,0.8877811501629486,3.76,0.0,2.3016399713218213e-08,0.015298531907626138,0.9715361513567836,1.3791077088853575e-08,2.525149402555943e-09,3.124264085305314e-08,1.3078231530962135e-05,2.1505407180667305e-14,0.0332168596514317,0.137354685384977,0.31175701730574923,1.5316768496111528e-08,0.00950944319904576,1.2746377825330664e-12,1.7814957097178408e-12,1.4862720072626802e-09,1.9261141596850673e-13,2.204893219353154e-06,0.413481150457736,4.024615191032561e-06,2.1250202044614927e-14,7.822752231144883e-10,3.409295260669531e-07,1.1424626298600151e-09,7.273875976493479e-10,2.847422104889743e-09,3.836128220100071e-16,1.8926840521905376e-16,4.3891212969599256e-16,1.488974869504355e-08,0.2708099980734277,2.786785267659673e-09,4.870639393218462e-09,5.390164609574011e-13,8.300254935331209e-15,1.4093574117862886e-13,2.8031363308717515e-07,1.7124512959327227e-15,1.2722183671689186e-18,1.5473728049737833e-09,3.3801345767897915e-08,1.0689481194174208e-15,1.6751865247779263e-14,1.2724735805506275e-12,2.3628690415421034e-10,3.8750352198964764e-10,8.115437288606172e-15,1.285171585352767e-22,4.354946838845897e-07,2.1247385068274503e-11,2.502711280266682e-16,2.2921456124163664e-16,1.5064855470504745e-18,1.1502609331728378e-18,1.2175647217222422e-19,3.71821153479907e-18,1.81429763399532e-21,2.9079102633133665e-13,3.825012325814425e-18,2.585533100009615e-18,7.339437254473669e-17,4.972117869025962e-10,7.973870425459516e-15,1.9640811706528352e-12,6.676528091542279e-15,1.0397958637166227e-14,1.216746365163759e-16,4.65448080411946e-07,9.49530693320898e-16,7.800957462512252e-16
0.00018964246563320293,0.8877634772231963,3.76,0.0,2.220129025771518e-08,0.01525804440012065,0.9714692712743666,1.3298439511134202e-08,2.4336012703567237e-09,3.0138379166823424e-08,1.30446230616462e-05,2.0690911089662156e-14,0.03318316902541845,0.13727248422166533,0.31188188299775116,1.5114306521676724e-08,0.00948994488650777,1.2369254644371793e-12,1.718288234535756e-12,1.433852678956375e-09,1.8582636463505075e-13,2.203425136890608e-06,0.41328010582961344,4.018421666721326e-06,2.0484583668718484e-14,7.54526885230574e-10,3.28938476241818e-07,1.1011464449137878e-09,7.006714362472654e-10,2.745592060454101e-09,3.8311507003879776e-16,1.824113921029897e-16,4.383113992556691e-16,1.489214729373606e-08,0.27101109437912896,2.685010270361419e-09,4.695382050208489e-09,5.19058603283007e-13,7.992462990045073e-15,1.3581073602660152e-13,2.803611678921097e-07,1.5915191792615998e-15,1.1812311003736917e-18,1.5468999183242197e-09,3.380990599878752e-08,9.93794909601892e-16,1.6141883908194475e-14,1.2253286251730718e-12,2.2793844777073715e-10,3.7367347556208637e-10,7.539141629736284e-15,1.1907726468349956e-22,4.355526465010095e-07,2.1238825144184e-11,2.4810813267683746e-16,2.1292657024809579e-16,1.4749429421442037e-18,1.0687013901906733e-18,1.1311004174779872e-19,3.67482256304313e-18,1.6884737502883239e-21,2.907001883894589e-13,3.5537092731868194e-18,2.521154768703858e-18,7.331866573539569e-17,4.965751746095482e-10,7.944625642387304e-15,1.961568720801975e-12,6.674367670212406e-15,1.0359815289552856e-14,1.2151667837217054e-16,4.5411068178794617e-07,9.49622654802525e-16,7.639140173100075e-16
0.00018977676291595703,0.8877458391227595,3.76,0.0,2.1416563481085206e-08,0.015217760494993062,0.9714030493767101,1.2824247048627884e-08,2.345537682001729e-09,2.9075196170034062e-08,1.301117887216643e-05,1.9908791299767198e-14,0.033149552423884544,0.13719014508425292,0.31200612178051484,1.4919494088300248e-08,0.009470508639195064,1.2006483638264275e-12,1.6574332827036671e-12,1.3833748994522733e-09,1.7929253587077702e-13,2.201965869319323e-06,0.41308026044257407,4.012248960882835e-06,1.9747852282131114e-14,7.278118488212543e-10,3.1739092680947025e-07,1.061398334126365e-09,6.749846070155028e-10,2.647591603606452e-09,3.8262020801717495e-16,1.758147975896478e-16,4.3771729973245056e-16,1.4894454222199614e-08,0.2712109898494446,2.5871385535803927e-09,4.526756540588517e-09,4.998750839242549e-13,7.696628532436499e-15,1.30881114323872e-13,2.804069348500388e-07,1.4793472350765262e-15,1.0969137494101508e-18,1.54641999020305e-09,3.381854513070768e-08,9.240616514985675e-16,1.555520751133205e-14,1.180013815730876e-12,2.1990556714408737e-10,3.6036095628482645e-10,7.004818184850335e-15,1.1034796035701569e-22,4.356074486049561e-07,2.1230223001924723e-11,2.459995399207857e-16,1.9782507793824894e-16,1.4442343351696315e-18,9.930702816529984e-19,1.0509335615929066e-19,3.633157563410269e-18,1.5715920008532338e-21,2.906096253078542e-13,3.3021331935175317e-18,2.4584535647524287e-18,7.324302295551232e-17,4.959380128554368e-10,7.915973230198288e-15,1.9590541179613568e-12,6.672213764863158e-15,1.0322559996545327e-14,1.2135860546720698e-16,4.4305629147431986e-07,9.497132388762144e-16,7.481413472586808e-16
0.00018991106019871113,0.8877282357700217,3.76,0.0,2.0661032535615027e-08,0.015177678537286323,0.971337481309564,1.2367778425719293e-08,2.2608198925677103e-09,2.8051490864988383e-08,1.2977897653610036e-05,1.915770222884542e-14,0.03311600969789979,0.1371076705647826,0.3121297368106903,1.473202644416652e-08,0.009451134231703706,1.1657490893297468e-12,1.5988392970322493e-12,1.3347633986265364e-09,1.730001726541562e-13,2.2005152445734457e-06,0.41288160634874865,4.006096972808708e-06,1.9038869979481408e-14,7.020898508505069e-10,3.0626968787609145e-07,1.0231560401861946e-09,6.502856545006562e-10,2.5532698534541397e-09,3.8212812591306533e-16,1.6946828620498312e-16,4.371295409538114e-16,1.4896670167666585e-08,0.27140969248657265,2.4930134202397895e-09,4.3644998563460675e-09,4.814345173480494e-13,7.412266352401557e-15,1.2613909189276363e-13,2.804509485669631e-07,1.3752851743460333e-15,1.0187656126395505e-18,1.5459331085843313e-09,3.3827257378956964e-08,8.593477789101862e-16,1.499090480785594e-14,1.1364549384835265e-12,2.1217576690429676e-10,3.4754572303463715e-10,6.50933479159695e-15,1.0227447649416009e-22,4.3565912702356555e-07,2.1221579185530513e-11,2.4394386030907863e-16,1.8382156582793243e-16,1.4143370305674573e-18,9.229262593872547e-19,9.765941970676315e-20,3.59314372759616e-18,1.463001811705473e-21,2.905192914982447e-13,3.068815021326327e-18,2.3973848296942013e-18,7.316744484551917e-17,4.95300325773014e-10,7.887898449250872e-15,1.9565374570010707e-12,6.670065327255854e-15,1.0286168748121022e-14,1.2120042351083453e-16,4.3227769461418836e-07,9.498024160563681e-16,7.327671501875927e-16
