Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603)
0.003995695188144365,0.5430853860314551,3.76,0.0,0.8424821076034223,0.9997657526334994,0.0002438292338332774,1.5337691897627538e-26,4.870969843197338e-19,3.547592333344482e-05,1.2878047461209504e-05,2.1901891073745145e-07,3.3081106893484166e-08,1.3111089605293211e-08,1.952829407714193e-05,0.00019119256021899223,3.530621011745233e-09,9.229842376856951e-10,7.317150861120302e-10,1.1867989877167686e-06,5.2473362360021265e-05,3.2110805369037995e-10,3.7226735736779005e-06,1.6776903411336553e-06,2.03587270645523e-19,6.60105210521712e-14,2.0448741613780375e-11,3.2136157820117154e-21,2.150855557400891e-13,2.9112349258137956e-13,3.6278905104185157e-17,7.54497370436311e-15,4.200701294170086e-18,1.3637753091360883e-14,8.144795073032637e-08,4.555453191270882e-19,1.929822275434573e-13,3.3389604344486253e-22,1.730991325475429e-26
0.004031468972361853,0.5430853660614273,3.76,0.0,0.8424780544458486,0.9997629437393631,0.0002469260607605288,1.5379592553677608e-26,4.87460383333634e-19,3.549616785561905e-05,1.29003503692288e-05,2.191432975104582e-07,3.311636496575601e-08,1.3139292221459035e-08,1.979094702525837e-05,0.00019356743971273683,3.5356329511014814e-09,9.247657033942088e-10,7.365353014685378e-10,1.2081308716035855e-06,5.323465764163284e-05,3.252767400804024e-10,3.8140728229059516e-06,1.6813425116977157e-06,2.0724661208244508e-19,6.72602549706365e-14,2.1079090697061384e-11,3.3159083425179613e-21,2.1540136527004374e-13,2.9154028380899576e-13,3.633155260886341e-17,7.641486280635522e-15,4.206797084622072e-18,1.366783633274728e-14,8.268667267988748e-08,4.703466380461955e-19,2.0003135342159144e-13,3.460892410233017e-22,1.7874099240911192e-26
0.004067242756579341,0.543085346132679,3.76,0.0,0.8424739977815829,0.9997601320093351,0.00025002624883752565,1.542407763738541e-26,4.878202592544581e-19,3.551618292380296e-05,1.2922788221654905e-05,2.1926626528562865e-07,3.315156888318332e-08,1.3167546866455716e-08,2.005421409552451e-05,0.0001959431325263708,3.5406420736019805e-09,9.265501783692776e-10,7.413579508912242e-10,1.2296027538736348e-06,5.399668593068285e-05,3.294503784138749e-10,3.906647325086397e-06,1.6850192685365926e-06,2.1092996936214925e-19,6.851988145553748e-14,2.1721310019668956e-11,3.4202505701169016e-21,2.1571521467990334e-13,2.919543351640629e-13,3.638387131979976e-17,7.738087068177637e-15,4.2128547096772834e-18,1.3697813834462162e-14,8.392833816442121e-08,4.854581102932999e-19,2.0725421302010827e-13,3.5858285988104255e-22,1.84501494076804e-26
0.004103016540796829,0.5430853262465274,3.76,0.0,0.8424699376133593,0.9997573174554718,0.00025312979403528777,1.5463001758240217e-26,4.881778118691556e-19,3.5535994631878945e-05,1.2945356494120977e-05,2.1938797525858687e-07,3.31867369105708e-08,1.3195858255415646e-08,2.0318096487935417e-05,0.00019831962645462797,3.545650256211792e-09,9.28338146002779e-10,7.461837787966633e-10,1.2512147137424135e-06,5.475943807337193e-05,3.336290495031154e-10,4.000398450543272e-06,1.6887203464203025e-06,2.146373560718783e-19,6.978945012324091e-14,2.2375493444832967e-11,3.526663875106453e-21,2.1602753952004393e-13,2.923661613584114e-13,3.6435903360738464e-17,7.834778974634587e-15,4.218879255355817e-18,1.3727708303607159e-14,8.51729400688149e-08,5.008832810290939e-19,2.1465308565147205e-13,3.713808405738746e-22,1.9038201077155069e-26
0.004138790325014317,0.5430853064041893,3.76,0.0,0.8424658739422436,0.9997545000882303,0.00025623669392739706,1.551300218353947e-26,4.885326456887423e-19,3.5555627001166435e-05,1.296805071406559e-05,2.1950857581961389e-07,3.322188562964632e-08,1.3224230748055459e-08,2.0582595489940883e-05,0.00020069691086498299,3.5506591988961266e-09,9.301298739525666e-10,7.510134846017752e-10,1.2729668511272704e-06,5.5522905973563105e-05,3.3781283708442164e-10,4.095327592146818e-06,1.6924454422300683e-06,2.183687893615823e-19,7.106902235335317e-14,2.30417353479088e-11,3.635169656895443e-21,2.1633836885197897e-13,2.927759373781529e-13,3.6487705001768986e-17,7.931566749536457e-15,4.224876908699756e-18,1.3757527599113751e-14,8.642047276107371e-08,5.166258343741149e-19,2.2223025894075444e-13,3.844871379540868e-22,1.963839045539726e-26
0.004174564109231805,0.5430852866067906,3.76,0.0,0.842461806767773,0.9997516799165733,0.0002593469475627363,1.5540474474398708e-26,4.888870442584029e-19,3.557510209645984e-05,1.2990866469307078e-05,2.1962820327710565e-07,3.325702993858642e-08,1.3252667708354934e-08,2.084771246741883e-05,0.00020307497658499736,3.555670426502445e-09,9.319259014347734e-10,7.55847708490834e-10,1.294859285458001e-06,5.628708252256145e-05,3.420018126144742e-10,4.191436164670797e-06,1.696194219118025e-06,2.2212428970402583e-19,7.235863725181526e-14,2.3720130618643473e-11,3.7457898199596444e-21,2.1664845127651753e-13,2.931843996873208e-13,3.653929380583204e-17,8.028451116342438e-15,4.230850408494526e-18,1.3787304132709215e-14,8.767093199018269e-08,5.326892697253848e-19,2.29988028842271e-13,3.9790572149494474e-22,2.0250859044333363e-26
0.0042103378934492935,0.5430852668553731,3.76,0.0,0.8424577360880958,0.999748856948077,0.00026246055533802454,1.561434362351108e-26,4.892370763792324e-19,3.5594440141796455e-05,1.3013799416081694e-05,2.197469825597257e-07,3.329218335614119e-08,1.328117290023437e-08,2.111344885538894e-05,0.00020545381579133984,3.560685310066031e-09,9.337260559867036e-10,7.606870618994903e-10,1.3168921544261496e-06,5.7051961528813845e-05,3.461960655199544e-10,4.2887256039881215e-06,1.6999663106355786e-06,2.2590388075269947e-19,7.365837950591965e-14,2.441077465808608e-11,3.858545691840127e-21,2.169569483544342e-13,2.9359100339941246e-13,3.659075553643301e-17,8.125440786011738e-15,4.23680822436365e-18,1.3817014306424935e-14,8.892431478868851e-08,5.490775610179076e-19,2.3792869966070816e-13,4.116405747141962e-22,2.0875740352677846e-26
0.0042461116776667815,0.5430852471509096,3.76,0.0,0.8424536619001519,0.9997460311890712,0.000265577518830849,1.5643114354786893e-26,4.895883744143098e-19,3.5613659674406246e-05,1.3036845290249809e-05,2.1986502818914255e-07,3.3327357840101646e-08,1.3309748236687233e-08,2.1379806146343842e-05,0.00020783342186041464,3.565705075113617e-09,9.355311653176966e-10,7.655320893203228e-10,1.3390656124292289e-06,5.7817537625352595e-05,3.5039565089668215e-10,4.387197366229356e-06,1.7037613261724582e-06,2.2970758895146583e-19,7.496826375734075e-14,2.5113763384097423e-11,3.973459911475382e-21,2.172654479023118e-13,2.939971312334787e-13,3.664206213685642e-17,8.222531629839967e-15,4.242749011611601e-18,1.384671877032898e-14,9.018061933439124e-08,5.657940235546234e-19,2.46054584059161e-13,4.256956962542968e-22,2.151318301482826e-26
0.004278308083462521,0.5430852294577763,3.76,0.0,0.8424499921279585,0.9997434856243109,0.00026838565734961804,1.5671499325307555e-26,4.89903488076426e-19,3.5630869871412703e-05,1.305767967879579e-05,2.1997072813134244e-07,3.335904178799603e-08,1.3335528206827433e-08,2.1620059857160234e-05,0.00020997571847643757,3.570227933360428e-09,9.371599117287927e-10,7.698978946310448e-10,1.3591420694028968e-06,5.850714835196098e-05,3.5417990142548953e-10,4.476834058714671e-06,1.7071960992197808e-06,2.3315157072705325e-19,7.615589290429472e-14,2.575708766085557e-11,4.078746070275083e-21,2.1754263292841374e-13,2.943619550803957e-13,3.668815865245268e-17,8.310005508418954e-15,4.248086479499825e-18,1.3873435632693397e-14,9.131379093844007e-08,5.811226481330947e-19,2.535281562524886e-13,4.386224519298076e-22,2.2097734590232978e-26
0.004310504489258261,0.5430852118040242,3.76,0.0,0.8424463195070512,0.9997409378065172,0.0002711965187052588,1.5709224871692847e-26,4.902173382096642e-19,3.5648009205328064e-05,1.3078599164977147e-05,2.2007598906586902e-07,3.3390758686609784e-08,1.33613686390126e-08,2.1860818900508277e-05,0.0002121186284129101,3.574756348729467e-09,9.387926778579279e-10,7.742690748341441e-10,1.3793326745195662e-06,5.919731709271398e-05,3.579685864137326e-10,4.567430715834579e-06,1.7106487962506436e-06,2.36615133910386e-19,7.735184060738439e-14,2.6410559863462847e-11,4.185814388145936e-21,2.1781939800668398e-13,2.9472621374474464e-13,3.6734207251225714e-17,8.397569446973636e-15,4.253418203257192e-18,1.3900140302879466e-14,9.244932862382049e-08,5.967230597142061e-19,2.6115532882863616e-13,4.518148096151124e-22,2.2692675615413822e-26
0.004342700895054001,0.5430851941901785,3.76,0.0,0.8424426440331879,0.9997383877381126,0.0002740101060437284,1.5750657174309494e-26,4.905304583466194e-19,3.566508813187488e-05,1.3099600827053797e-05,2.2018087558508486e-07,3.3422514860198795e-08,1.3387270614288279e-08,2.210208445210693e-05,0.00021426214892621587,3.5792909561775745e-09,9.40429612999019e-10,7.786459503945247e-10,1.3996375703456538e-06,5.988804138717951e-05,3.617617480637394e-10,4.658988437750856e-06,1.7141190965339823e-06,2.4009830295630673e-19,7.855614204051922e-14,2.7074250967088996e-11,4.29468105864048e-21,2.1809594469067763e-13,2.950901337165967e-13,3.6780222650617484e-17,8.485224780039549e-15,4.25874601560593e-18,1.3926842808952231e-14,9.358723307801271e-08,6.125979150172387e-19,2.68937804909621e-13,4.652757137929693e-22,2.3298110117016213e-26
0.004374897300849741,0.5430851766167671,3.76,0.0,0.8424389657015654,0.9997358354208666,0.000276826423076635,1.5791534298216352e-26,4.908431481893543e-19,3.568211616445977e-05,1.3120681815562569e-05,2.2028544645786487e-07,3.345431592762934e-08,1.3413235066114063e-08,2.234385770909719e-05,0.00021640627788388313,3.5838323207108703e-09,9.420708290440557e-10,7.83028829180745e-10,1.4200569085926227e-06,6.057931920781711e-05,3.6555943508259253e-10,4.7515083371254475e-06,1.7176066709788215e-06,2.436011038883183e-19,7.976883686620067e-14,2.7748232314762936e-11,4.405362776951771e-21,2.1837243205645603e-13,2.9545389933620957e-13,3.682622057650926e-17,8.572973287262406e-15,4.264071805457329e-18,1.3953551337714041e-14,9.472750558588156e-08,6.2875006472255175e-19,2.768772936532281e-13,4.79008119485608e-22,2.3914144758918754e-26
0.004407093706645481,0.5430851590842869,3.76,0.0,0.8424352845069479,0.9997332808560179,0.00027964547395890286,1.583078056769279e-26,4.911557407112486e-19,3.569910203274492e-05,1.3141839349463458e-05,2.2038975561478045e-07,3.34861668521583e-08,1.3439262652279027e-08,2.258613988344293e-05,0.00021855101364447521,3.5883809352491217e-09,9.437164170465213e-10,7.874179829731219e-10,1.4405908485623745e-06,6.127114887914532e-05,3.6936168239753967e-10,4.844991537416172e-06,1.7211111850680715e-06,2.471235640347823e-19,8.098995984575779e-14,2.843257558271247e-11,4.517875690074266e-21,2.1864898058612607e-13,2.9581766305892813e-13,3.687221437642801e-17,8.660816236295078e-15,4.26939717300938e-18,1.3980272668581012e-14,9.587014791648808e-08,6.45182133907311e-19,2.849755096876642e-13,4.930149910288888e-22,2.454088340891145e-26
0.004439290112441221,0.5430851415931639,3.76,0.0,0.8424316004437288,0.9997307240443233,0.00028246726323140266,1.586941619705935e-26,4.914681284491749e-19,3.571605373771499e-05,1.3163070718894092e-05,2.2049385248050848e-07,3.351807209757626e-08,1.3465354006999035e-08,2.2828932197828243e-05,0.0002206963550067134,3.592937242882186e-09,9.45366419687672e-10,7.918136812038844e-10,1.4612395565207684e-06,6.196352904522572e-05,3.7316853952854647e-10,4.939439172328639e-06,1.724632300694203e-06,2.5066571191794227e-19,8.221955435431132e-14,2.912735278127711e-11,4.632236819812856e-21,2.1892564608155577e-13,2.96181515945384e-13,3.6918221407171837e-17,8.748755867349969e-15,4.274724069458263e-18,1.4007010900008843e-14,9.701516227645799e-08,6.61897093511705e-19,2.932341731488293e-13,5.072993024684774e-22,2.5178434351335203e-26
0.0044714865182369605,0.543085124143883,3.76,0.0,0.8424279135059984,0.9997281649861308,0.0002852917957545834,1.5908384125051955e-26,4.917805280843104e-19,3.573297865134683e-05,1.3184373279727842e-05,2.2059778259809825e-07,3.355003559823304e-08,1.3491509505441967e-08,2.3072235882820653e-05,0.00022284230114027386,3.5975016328275495e-09,9.470208905569293e-10,7.962161646865319e-10,1.4820032047836788e-06,6.26564586219716e-05,3.769800394912139e-10,5.034852384795671e-06,1.7281696774128657e-06,2.542275770997075e-19,8.345765617024278e-14,2.983263622740293e-11,4.748462532512606e-21,2.1920250528101234e-13,2.9654556740392016e-13,3.696425369599266e-17,8.836793470399963e-15,4.2800539038544974e-18,1.4033770925394814e-14,9.816255124411048e-08,6.788976294691e-19,3.016550092377547e-13,5.218640364491788e-22,2.582690274796616e-26
0.0045036829240327,0.5430851067368154,3.76,0.0,0.8424242236875732,0.9997256036814004,0.0002881190766813553,1.5947825695826725e-26,4.92092759867231e-19,3.5749883538605545e-05,1.3205744455784285e-05,2.2070158775600086e-07,3.35820608828224e-08,1.3517729502280506e-08,2.3316052174752764e-05,0.00022498885156279388,3.6020744481846057e-09,9.486798468502276e-10,8.006256681440408e-10,1.5028819714593313e-06,6.334993678290034e-05,3.807962318427508e-10,5.131232326819404e-06,1.7317229733990475e-06,2.578091901327216e-19,8.470430977099902e-14,3.054849855080651e-11,4.866570226598072e-21,2.1947960469961646e-13,2.969098914059709e-13,3.701032678401858e-17,8.924931321412235e-15,4.285388413398168e-18,1.4060556083886108e-14,9.931231774896336e-08,6.961867973331432e-19,3.1023974835644635e-13,5.367121848367927e-22,2.648639906084638e-26
0.00453587932982844,0.5430850893723194,3.76,0.0,0.8424205309820069,0.999723040129701,0.00029094911145044445,1.5987330685619084e-26,4.924054518035287e-19,3.576677454247148e-05,1.322718174501295e-05,2.2080530590947097e-07,3.361415091384644e-08,1.3544013985752017e-08,2.3560382314323217e-05,0.00022713600613982282,3.6066559816516265e-09,9.503433504851347e-10,8.050423892479678e-10,1.523876040576854e-06,6.404396296143361e-05,3.8461713005575233e-10,5.228580159811645e-06,1.735291846236008e-06,2.6141058258968076e-19,8.595954231355301e-14,3.127501271832588e-11,4.986575630057285e-21,2.1975705648146444e-13,2.972746236671691e-13,3.705644534836298e-17,9.013169463078135e-15,4.290728259838498e-18,1.4087372408548795e-14,1.0046446507359493e-07,7.137670412287251e-19,3.189901264840196e-13,5.518467487530025e-22,2.715702569334067e-26
0.00456807573562418,0.5430850720507325,3.76,0.0,0.8424168353826218,0.9997204743302345,0.00029378190575653836,1.6026935686699783e-26,4.927178464819141e-19,3.5783657209525394e-05,1.3248682721262281e-05,2.209089713145997e-07,3.364630836593102e-08,1.3570363168440509e-08,2.380522754416435e-05,0.0002292837650595853,3.6112464786585525e-09,9.520113590185007e-10,8.094665372722958e-10,1.5449856017348479e-06,6.47385368347971e-05,3.8844280298713005e-10,5.32689705416539e-06,1.7388759539337614e-06,2.650317869908101e-19,8.722340910934177e-14,3.201225203598681e-11,5.1084975633452575e-21,2.200348485708357e-13,2.9763977411944963e-13,3.7102628923374145e-17,9.101511507626787e-15,4.296075524618705e-18,1.4114220423276385e-14,1.0161899683032806e-07,7.316418382659072e-19,3.279078852594739e-13,5.672707397991814e-22,2.783890049655619e-26
0.00460027214141992,0.5430850547723747,3.76,0.0,0.8424131368825608,0.9997179062818867,0.00029661746550090534,1.6066410815177246e-26,4.930314119464278e-19,3.580053655807661e-05,1.3270245032441479e-05,2.210126149876102e-07,3.3678535296030234e-08,1.3596776630107233e-08,2.4050589106581623e-05,0.00023143212878298157,3.6158461549684116e-09,9.536839700240712e-10,8.138982698098059e-10,1.5662108495067805e-06,6.543365829029434e-05,3.9227322690624405e-10,5.426184188708531e-06,1.7424749560809148e-06,2.686728367231122e-19,8.84959204926737e-14,3.276029014040103e-11,5.232350046942966e-21,2.20313149463023e-13,2.980055309207078e-13,3.714887071164501e-17,9.189955048103007e-15,4.3014297187128164e-18,1.4141108458624654e-14,1.0277591691412236e-07,7.498131252099675e-19,3.369947717802265e-13,5.829871779071579e-22,2.853211759069808e-26
0.00463246854721566,0.543085037537546,3.76,0.0,0.8424094354748247,0.9997153359832509,0.00029945579675850353,1.6106229038232892e-26,4.9334451798787825e-19,3.5817417095135536e-05,1.3291866404791385e-05,2.2111626475460051e-07,3.371083369200912e-08,1.3623254527366742e-08,2.4296468240354306e-05,0.0002335810980187332,3.620455168728039e-09,9.553610662707165e-10,8.183377744046214e-10,1.5875519831565347e-06,6.61293274106802e-05,3.961084997644486e-10,5.52644275050057e-06,1.7460885151987506e-06,2.7233376595975113e-19,8.977714725744768e-14,3.351920101407252e-11,5.3581539248527255e-21,2.2059186018130802e-13,2.9837181417803514e-13,3.719519745364925e-17,9.278505835631383e-15,4.306793576732777e-18,1.4168033087228006e-14,1.0393522948140344e-07,7.682849047302253e-19,3.462525389870803e-13,5.989990946693012e-22,2.923680533947497e-26
0.0046646649530114,0.543085020346521,3.76,0.0,0.8424057311523299,0.9997127634327314,0.00030229690571037613,1.6146015214373072e-26,4.936586531585371e-19,3.583430299596377e-05,1.3313544618384137e-05,2.2121994642327952e-07,3.3743205021317797e-08,1.3649796308476941e-08,2.454286618146363e-05,0.00023573067363173548,3.6250736784632275e-09,9.570427325115348e-10,8.227851902879157e-10,1.6090092050521143e-06,6.682554440366696e-05,3.999485961556531e-10,5.627673932256122e-06,1.7497162961630845e-06,2.7601460942503584e-19,9.106710004489952e-14,3.4289058880342397e-11,5.485923374132671e-21,2.2087114446062665e-13,2.987388031990709e-13,3.72416009432727e-17,9.367161271703418e-15,4.312166449568834e-18,1.4195002252883032e-14,1.050969388548845e-07,7.870592243515488e-19,3.556829438024848e-13,6.153095270203213e-22,2.9953058822503124e-26
0.0046968613588071395,0.5430850031995436,3.76,0.0,0.8424020239078894,0.9997101886284755,0.0003051407986739436,1.6186290389552404e-26,4.93971963629817e-19,3.5851197969195466e-05,1.3335277531416475e-05,2.2132368288738273e-07,3.3775650691299864e-08,1.3676401947650161e-08,2.4789784160125098e-05,0.00023788085669938756,3.6297017743303126e-09,9.58728825936598e-10,8.27240673989286e-10,1.6305827217935909e-06,6.752230964880933e-05,4.037936150899196e-10,5.729878934321268e-06,1.7533579678011762e-06,2.7971540254906843e-19,9.236585103960162e-14,3.506993830756828e-11,5.615679788237056e-21,2.2115087576865852e-13,2.99106387744571e-13,3.7288107752453227e-17,9.455927510014806e-15,4.3175510165252455e-18,1.422201117514565e-14,1.0626104958532213e-07,8.061400926969769e-19,3.652877489925784e-13,6.319215236687822e-22,3.068100982053823e-26
0.004729057764602879,0.543084986096848,3.76,0.0,0.8423983137342392,0.9997076115683926,0.0003079874820794916,1.622607082348764e-26,4.942879810504856e-19,3.586810528045224e-05,1.3357063082562212e-05,2.2142749435314e-07,3.380817139354863e-08,1.3703070413016472e-08,2.5037223399531405e-05,0.0002400316484896055,3.6343395761598643e-09,9.604195494250978e-10,8.317043276317531e-10,1.6522727440501825e-06,6.82196236839875e-05,4.0764345430252863e-10,5.8330589648843565e-06,1.757013203743307e-06,2.8343618149302255e-19,9.367337483476557e-14,3.586191422582611e-11,5.747433079884178e-21,2.2143138493493752e-13,2.994749081447608e-13,3.733468717402643e-17,9.54479632231669e-15,4.322944443022761e-18,1.424907488427093e-14,1.0742756643171962e-07,8.255285521741932e-19,3.750687232990523e-13,6.4883814093725905e-22,3.142073137683484e-26
0.004761254170398619,0.5430849690386399,3.76,0.0,0.8423946006240749,0.9997050322501775,0.0003108369624374235,1.6266493968920257e-26,4.94602737893229e-19,3.5885027771117674e-05,1.3378899294005413e-05,2.2153139833926707e-07,3.3840768068756137e-08,1.3729801826181091e-08,2.528518511247867e-05,0.00024218305043664345,3.63898708434231e-09,9.621146119304418e-10,8.36176291001347e-10,1.6740794862059344e-06,6.891748719029457e-05,4.114982832354787e-10,5.9372152392201816e-06,1.760681683723558e-06,2.871769830090831e-19,9.498977883513753e-14,3.666506193549612e-11,5.881209358553778e-21,2.2171235471552912e-13,2.9984406244276705e-13,3.738138505048142e-17,9.633779306111689e-15,4.328351213890158e-18,1.4276180147233047e-14,1.085964943398263e-07,8.452296632594785e-19,3.850276417997365e-13,6.660624499416282e-22,3.217238043094087e-26
0.004793450576194359,0.5430849520251673,3.76,0.0,0.8423908845700911,0.9997024506714354,0.0003136892462796529,1.6306648424284732e-26,4.949194646492945e-19,3.590196809266305e-05,1.3400784230988224e-05,2.2163541125305752e-07,3.387344105457148e-08,1.3756595188459633e-08,2.553367050588895e-05,0.0002443350640389819,3.6436443796794395e-09,9.638141863068469e-10,8.406566616367548e-10,1.6960031643810697e-06,6.961590090876959e-05,4.153580144025936e-10,6.042348976533587e-06,1.7643630911028654e-06,2.9093784419196447e-19,9.631504581171741e-14,3.747945693830735e-11,6.0170194720438294e-21,2.2199408530444988e-13,3.0021415757754493e-13,3.7428173935233706e-17,9.722868990822748e-15,4.333768799139962e-18,1.4303340542375602e-14,1.0976783833185511e-07,8.652448666214854e-19,3.95166282875734e-13,6.8359752385158825e-22,3.2936034564395513e-26
0.004825646981990099,0.5430849350565977,3.76,0.0,0.8423871655649829,0.9996998668296251,0.0003165443401718691,1.6347804705129732e-26,4.952338770865802e-19,3.5918928583843435e-05,1.342271602777797e-05,2.217395475088892e-07,3.390619092949819e-08,1.3783450481162409e-08,2.5782680776190193e-05,0.0002464876909018823,3.6483114185655947e-09,9.655179585838796e-10,8.451455526050245e-10,1.7180439974160168e-06,7.031486567855777e-05,4.1922281705364384e-10,6.148461401502654e-06,1.7680571151745303e-06,2.947188025558553e-19,9.764928345810218e-14,3.8305175048171026e-11,6.15489027235492e-21,2.222762252835191e-13,3.005848567619696e-13,3.7475099736588277e-17,9.812077642135465e-15,4.339201647352094e-18,1.4330541266181862e-14,1.1094160355615415e-07,8.855791327171943e-19,4.054864303151152e-13,7.014464490668223e-22,3.371185614502362e-26
0.004857843387785839,0.5430849181330896,3.76,0.0,0.84238344360146,0.9996972807220299,0.0003194022507104178,1.6388224901381766e-26,4.955518515425858e-19,3.59359112016523e-05,1.3444692908162944e-05,2.2184381924399948e-07,3.393901743989267e-08,1.3810366286625845e-08,2.603221710622337e-05,0.0002486409327528865,3.6529882713243556e-09,9.672262585680326e-10,8.496430337924005e-10,1.740202207509492e-06,7.101438245551544e-05,4.230925133488608e-10,6.2555537463125454e-06,1.7717634532540563e-06,2.985198962554046e-19,9.899243237590113e-14,3.91422924979698e-11,6.294826962762238e-21,2.225592979313263e-13,3.0095668291450304e-13,3.752210903919635e-17,9.90139054618682e-15,4.344644743779017e-18,1.4357805434679037e-14,1.121177953084496e-07,9.062328347041905e-19,4.1598987481984987e-13,7.196123186052554e-22,3.449989189378685e-26
0.004890039793581579,0.5430849012548447,3.76,0.0,0.842379718672256,0.9996946923458606,0.00032226298449077316,1.6429390993442806e-26,4.9586846444019695e-19,3.595291772731829e-05,1.3466713139995883e-05,2.219482374246842e-07,3.397192082480618e-08,1.3837342555550135e-08,2.6282280670534418e-05,0.0002507947913677419,3.6576748508337573e-09,9.689387293789676e-10,8.541492035067924e-10,1.7624780183223034e-06,7.171445224473017e-05,4.269672894978839e-10,6.363627246138838e-06,1.7754818071035538e-06,3.023411636274228e-19,1.0034460876219173e-13,3.9990885723933185e-11,6.4368581139815114e-21,2.2284289049178948e-13,3.0132923736629543e-13,3.7569251569603716e-17,9.990821667538284e-15,4.350102865102721e-18,1.4385115500996424e-14,1.1329641894660304e-07,9.272111259276426e-19,4.266784106883339e-13,7.380982374738408e-22,3.530031431149797e-26
0.0049222361993773184,0.543084884421999,3.76,0.0,0.8423759907701481,0.9996921016982254,0.0003251265481005277,1.6469290754252194e-26,4.9619025005590055e-19,3.596994969035505e-05,1.3488775058901045e-05,2.2205281154952476e-07,3.40049005688686e-08,1.386437782261836e-08,2.6532872631648764e-05,0.0002529492685847447,3.662371208133587e-09,9.70655729933975e-10,8.586641219169515e-10,1.7848716557033241e-06,7.241507611991456e-05,4.308469509177984e-10,6.472683141637796e-06,1.7792118854063656e-06,3.061826434577175e-19,1.0170574677109547e-13,4.085103149263902e-11,6.58098738206667e-21,2.2312758144638224e-13,3.0170309371780997e-13,3.761646952426051e-17,1.0080354286883158e-14,4.355570594734158e-18,1.4412496849042382e-14,1.1447747991229444e-07,9.485143976235076e-19,4.3755383763078045e-13,7.569073137757449e-22,3.611316002876878e-26
0.004954432605173058,0.5430848676346821,3.76,0.0,0.8423722598879855,0.9996895087761224,0.00032799294809971905,1.651069828703033e-26,4.965083438737551e-19,3.5987008328438355e-05,1.3510877081878038e-05,2.2215754920014515e-07,3.4037956743121965e-08,1.3891472368225028e-08,2.678399413536411e-05,0.0002551043663060208,3.667077169761208e-09,9.723766559946915e-10,8.631878719219518e-10,1.8073833478750556e-06,7.311625522884802e-05,4.3473180243141403e-10,6.582722678614347e-06,1.782953405819848e-06,3.100443748394539e-19,1.0307601960066556e-13,4.17228069562347e-11,6.727252262097457e-21,2.2341260825250737e-13,3.0207750899726567e-13,3.766384606757508e-17,1.0170012803776555e-14,4.361055826836791e-18,1.4439916683743412e-14,1.1566098373755691e-07,9.701492825045639e-19,4.4861796212043466e-13,7.76042675893588e-22,3.693865291694754e-26
0.004983409370389224,0.5430848525651553,3.76,0.0,0.8423688995402258,0.9996871731990397,0.0003305751386108365,1.6547954996950994e-26,4.967957189220701e-19,3.6002384817406976e-05,1.353080192048054e-05,2.2225195853782874e-07,3.4067772083977835e-08,1.3915907064476304e-08,2.7010457186975937e-05,0.00025704448637459685,3.6713207523548032e-09,9.739290649231738e-10,8.672668423527909e-10,1.8277449972720724e-06,7.37477921261284e-05,4.3823248477519754e-10,6.682600307867408e-06,1.7863303281744696e-06,3.13537280711572e-19,1.043170404277275e-13,4.251741222048805e-11,6.860722403220134e-21,2.2366979449304157e-13,3.0241533156769755e-13,3.770658365835517e-17,1.025080232971581e-14,4.366004049396242e-18,1.4464643869831263e-14,1.1672823042601911e-07,9.89905172956363e-19,4.587385067455757e-13,7.935460607828941e-22,3.7692455568384796e-26
0.0050123861356053895,0.5430848375327267,3.76,0.0,0.8423655367677448,0.9996848357749086,0.0003331596366240089,1.6585176882175542e-26,4.970840617561986e-19,3.601778448471334e-05,1.355075691440508e-05,2.2234651007065152e-07,3.409764838637389e-08,1.3940388162338772e-08,2.7237350908802447e-05,0.00025898511202510554,3.675572065320104e-09,9.75484818538047e-10,8.713530506829306e-10,1.8482026250486174e-06,7.437978060261854e-05,4.417372687957915e-10,6.7832766117266356e-06,1.789716096709402e-06,3.170466510935693e-19,1.0556545475232831e-13,4.3321556821385087e-11,6.995941638035057e-21,2.2392760695874524e-13,3.027539601877643e-13,3.774941563228738e-17,1.0331684244804393e-14,4.370963274915032e-18,1.4489417911916196e-14,1.1779746442727227e-07,1.0099327897579992e-18,4.690146856496016e-13,8.113185576615568e-22,3.8456633412727203e-26
