Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16)
1.010950165485164e-08,0.83511236546931,3.76,0.0,0.685165057712839,0.999999044550793,1.3571979387924869e-10,1.8158647271539484e-20,5.6329639921272956e-14,1.751885660974704e-06,9.481677963804033e-07,2.4569981534681904e-11,7.24283857135386e-09,7.639115455536401e-07,1.6344829496565257e-08,1.7387968741160022e-10,6.936216547417759e-09,2.5023397954650183e-11,9.760576445208266e-15,6.6313576258139185e-15,1.5388383125168398e-14,3.2614501725153462e-15
1.1135785951018792e-08,0.8351123777334168,3.76,0.0,0.6851648779875421,0.9999989468023869,1.8117341895416783e-10,2.5976397298003987e-20,6.763066415286692e-14,1.931563850731137e-06,1.0443806852935111e-06,2.9046887498488792e-11,8.773815578756576e-09,8.389455852008723e-07,1.9792259802150606e-08,2.1222362230749473e-10,8.379269077894404e-09,2.9275911416763655e-11,1.2907000267383374e-14,8.964210303893173e-15,2.059694263922482e-14,4.35895265061459e-15
1.2162070247185945e-08,0.8351123899987833,3.76,0.0,0.6851646979208342,0.999998848918574,2.357385952971286e-10,3.6014741419010966e-20,7.98310410858988e-14,2.111579034228445e-06,1.1405856529129956e-06,3.37731672173183e-11,1.044856170573023e-08,9.135273973858524e-07,2.3561470098836955e-08,2.54556230323713e-10,9.951435597901692e-09,3.370212022780268e-11,1.663814108641002e-14,1.1807567393763976e-14,2.687187338603725e-14,5.678200645401039e-15
1.3188354543353098e-08,0.8351124022654232,3.76,0.0,0.6851645175129398,0.9999987509002446,3.002304498625227e-10,4.863307914323134e-20,9.290159135982735e-14,2.2919309999485667e-06,1.2367826581128052e-06,3.8727560661022257e-11,1.2266334073011913e-08,9.876598192693778e-07,2.7650521610526962e-08,3.0090733208557213e-10,1.1650980231922375e-08,3.828049279415582e-11,2.0995024012761196e-14,1.521799179005122e-14,3.4314798752839246e-14,7.239391383226294e-15
1.421463883952025e-08,0.835112414533348,3.76,0.0,0.6851643367640866,0.9999986527482809,3.7545987993982514e-10,6.421049784229416e-20,1.0681415949070766e-13,2.4726195302574173e-06,1.3329716600332948e-06,4.389072327304823e-11,1.4226387130451116e-08,1.0613456674759839e-06,3.205748771732486e-08,3.513038571271559e-10,1.3476184472928807e-08,4.2992388568014794e-11,2.6016957944785026e-14,1.925333948255646e-14,4.302790612799553e-14,9.062655451434182e-15
1.52409231356874e-08,0.8351124268025694,3.76,0.0,0.6851641556745073,0.9999985544635588,4.62233538565293e-10,8.314451471979201e-20,1.2154157785559926e-13,2.653644401596642e-06,1.4291526180793836e-06,4.924505363061536e-11,1.6327972755508066e-08,1.1345877386078462e-06,3.678045386770041e-08,4.057702303695302e-10,1.542534702280269e-08,4.7821671456710506e-11,3.174162397138553e-14,2.397270053528884e-14,5.3113946711266865e-14,1.1168055777889882e-14
1.6267207431854553e-08,0.8351124390730976,3.76,0.0,0.6851639742444388,0.9999984560469465,5.613538201631287e-10,1.0584988323110709e-19,1.3705763202725843e-13,2.835005384661003e-06,1.5253254919187585e-06,5.477453665151432e-11,1.8570340350735055e-08,1.2073888097031678e-06,4.1817517493680725e-08,4.6432870746218567e-10,1.7496783636148704e-08,5.275437436504867e-11,3.820515909717919e-14,2.943634366337136e-14,6.467623538518113e-14,1.3575587419556646e-14
1.7293491728021704e-08,0.8351124513449432,3.76,0.0,0.6851637924741213,0.9999983574993054,6.736188465865075e-10,1.327574573874251e-19,1.533370272662001e-13,3.016702244563599e-06,1.6214902414801128e-06,6.046460050732955e-11,2.0952736940833992e-08,1.2797516386481817e-06,4.7166787928066415e-08,5.269996666600698e-10,1.968882696587203e-08,5.7778407195864295e-11,4.544223581481943e-14,3.570566396879727e-14,7.781865054638963e-14,1.630517802441194e-14
1.8319776024188855e-08,0.8351124636181155,3.76,0.0,0.6851636103638005,0.9999982588214908,7.998224538078375e-10,1.6431311171945187e-19,1.7035535612399224e-13,3.198734740989777e-06,1.7176468269514009e-06,6.630198626048494e-11,2.3474407269107327e-08,1.3516789645482976e-06,5.282638632292714e-08,5.93801861682415e-10,2.1999826409813184e-08,6.288330386468092e-11,5.348613770913204e-14,4.2843133696531193e-14,9.264563390706277e-14,1.9376688884471338e-14
1.9346060320356006e-08,0.8351124758926244,3.76,0.0,0.6851634279137246,0.9999981600143512,9.407541792728837e-10,2.0097671626088946e-19,1.8808906718972525e-13,3.381102628340151e-06,1.8137952087781142e-06,7.227462940554705e-11,2.61345938928609e-08,1.4231735080626561e-06,5.87944455693685e-08,6.647526398198591e-10,2.442814795886128e-08,6.806000406455775e-11,6.236883114118661e-14,5.0912255976942913e-14,1.0926219031975595e-13,2.2809916491757854e-14
2.0372344616523157e-08,0.8351124881684785,3.76,0.0,0.6851632451241471,0.9999980610787278,1.0971992497937837e-09,2.432211645223114e-19,2.0651543497166826e-13,3.563805655863499e-06,1.9099353476615765e-06,7.837155224517989e-11,2.893253727761043e-08,1.4942379717068206e-06,6.506911021876798e-08,7.398681302932813e-10,2.6972174046989574e-08,7.33006647781644e-11,7.212103316393528e-14,5.997752142264873e-14,1.2777388764169804e-13,2.6624594496291244e-14
2.1398628912690308e-08,0.8351125004456859,3.76,0.0,0.685163061995325,0.9999979620154575,1.2699385699146814e-09,2.9153145118084405e-19,2.25612530851513e-13,3.746843567780646e-06,2.006067204557269e-06,8.458276595605886e-11,3.1867475890206765e-08,1.5648750401283294e-06,7.164853640541756e-08,8.191634075097152e-10,2.9630303403109788e-08,7.859849689101012e-11,8.277227592188951e-14,7.010436736426923e-14,1.482868566170139e-13,3.084039597817436e-14
2.242491320885746e-08,0.835112512724255,3.76,0.0,0.6851628785275193,0.9999978628253695,1.4597487107785202e-09,3.464037965242805e-19,2.453591950476094e-13,3.930216103400259e-06,2.1021907406731738e-06,9.089918139971602e-11,3.49386462909662e-08,1.6350873803589473e-06,7.85308917703182e-08,9.026526326787992e-10,3.240095090441089e-08,8.394762344217539e-11,9.435096776544964e-14,8.135913953432449e-14,1.7090779075856325e-13,3.547693597105949e-14
2.345119750502461e-08,0.8351125250041941,3.76,0.0,0.6851626947209951,0.9999977635092875,1.6674018995338647e-09,4.0834481557001068e-19,2.657350095523668e-13,4.113922997227217e-06,2.1983059174681267e-06,9.731252794693508e-11,3.81452832247543e-08,1.7048776420464877e-06,8.571435538593984e-08,9.90349176395109e-10,3.528254743103433e-08,8.934295690778885e-11,1.0688445123952834e-13,9.3809056070505e-14,1.9574394623127911e-13,4.055377418931206e-14
2.447748180119176e-08,0.8351125372855105,3.76,0.0,0.6851625105760216,0.9999976640680297,1.8936660092771045e-09,4.778707301008775e-19,2.8672027202293585e-13,4.297963979064082e-06,2.294412696650197e-06,1.0381527965361575e-10,4.14866197109338e-08,1.774248457668666e-06,9.319711768189802e-08,1.0822657245726668e-09,3.827353972213859e-08,9.478009313157494e-11,1.2039905807778792e-13,1.075221737315312e-13,2.2290314174583852e-13,4.609041791407497e-14
2.5503766097358913e-08,0.8351125495682113,3.76,0.0,0.6851623260928715,0.9999975645024076,2.139304549501663e-09,5.555066216556753e-19,3.0829597059687484e-13,4.48233877410627e-06,2.390511040175076e-06,1.1040058812083752e-10,4.496188713214623e-08,1.8432024427313182e-06,1.009773803715365e-07,1.178414370056375e-09,4.1372390233402476e-08,1.0025521957793247e-10,1.3492016134882713e-13,1.2256735620462635e-13,2.5249375846431783e-13,5.2106324995245476e-14
2.7556334689693218e-08,0.8351125741377965,3.76,0.0,0.6851619561131534,0.9999973650012917,2.6917370887523897e-09,7.372488492456039e-19,3.5314593830106373e-13,4.852088682070397e-06,2.582682269304621e-06,1.2379452253451424e-10,5.2311132648285587e-08,1.979870299408522e-06,1.1742326977128435e-07,1.3834537973039595e-09,4.788759347988546e-08,1.1130671195403813e-10,1.6707884373567953e-13,1.5693323320514265e-13,3.1940559191103783e-13,6.565353212480706e-14
2.9403646422794093e-08,0.8351125962552293,3.76,0.0,0.6851616219776615,0.999997185032994,3.2627568021365234e-09,9.339777783067185e-19,3.953527706939596e-13,5.186002392281776e-06,2.7556071489269658e-06,1.3607453475688967e-10,5.937575620321134e-08,2.1014717074545696e-06,1.3322420964412959e-07,1.5825748100662176e-09,5.4105043696066104e-08,1.2135425979056012e-10,1.9970048300548367e-13,1.9312453515190173e-13,3.8904049519112756e-13,7.967939809109283e-14
3.117894112876825e-08,0.8351126175147469,3.76,0.0,0.6851612998400597,0.999997011712641,3.881612751980731e-09,1.1557660952930489e-18,4.374666773615587e-13,5.507913487286691e-06,2.9217642930870903e-06,1.480513894788978e-10,6.656258759673067e-08,2.2170973651911546e-06,1.4929167094463124e-07,1.7870116199025933e-09,6.038763349649423e-08,1.3108885876116292e-10,2.344569454706063e-13,2.3300762586695276e-13,4.64988321157156e-13,9.49036087195842e-14
3.29542358347424e-08,0.8351126387785398,3.76,0.0,0.68516097669615,0.9999968380356107,4.573036294575166e-09,1.412597580081764e-18,4.810220824353058e-13,5.83081775942739e-06,3.0878954698534904e-06,1.6018015225503847e-10,7.413505982406467e-08,2.3315256238543512e-06,1.6621502684905828e-07,2.0043185873396305e-09,6.696405965161561e-08,1.408923497762675e-10,2.7265972376579206e-13,2.782761555356998e-13,5.503710170265337e-13,1.119391159613386e-13
3.472953054071655e-08,0.8351126600466404,3.76,0.0,0.6851606525475008,0.9999966640058853,5.340799715997141e-09,1.7074373120934318e-18,5.259446934971525e-13,6.154713612396399e-06,3.2540004921353586e-06,1.7244394729385657e-10,8.208914305658435e-08,2.4447693578006384e-06,1.8398541724793625e-07,2.2345448274678643e-09,7.382698053897888e-08,1.5075839384884313e-10,3.144090184929168e-13,3.293148331564163e-13,6.457725515925518e-13,1.3088518988464464e-13
3.65048252466907e-08,0.8351126813190797,3.76,0.0,0.6851603273957129,0.9999964896274013,6.188635645408313e-09,2.043282351667956e-18,5.721646569166544e-13,6.479599414580236e-06,3.420079174931351e-06,1.8482843407998796e-10,9.042079967887389e-08,2.5568413017124377e-06,2.025940772798423e-07,2.4777380329660028e-09,8.096918399180723e-08,1.6068205013809097e-10,3.59799769753415e-13,3.8651368251398907e-13,7.517819235199725e-13,1.5184091514392986e-13
3.828011995266485e-08,0.8351127025958882,3.76,0.0,0.6851600012424197,0.9999963149040499,7.120236983776147e-09,2.423155223176653e-18,6.196162901942397e-13,6.805473499906568e-06,3.5861313353066964e-06,1.973214190733475e-10,9.912598547605725e-08,2.6677540524171983e-06,2.2203233629849278e-07,2.7339447927476605e-09,8.83835852926956e-08,1.706594552185924e-10,4.0892212040999503e-13,4.5026779515725157e-13,8.68993160251004e-13,1.749052357760167e-13
4.0055414658639e-08,0.8351127238770952,3.76,0.0,0.6851596740892866,0.9999961398396795,8.13925684480358e-09,2.850098055892036e-18,6.682378316113153e-13,7.1323341686249965e-06,3.7521567923705954e-06,2.0991253475718578e-10,1.0820065078955355e-07,2.7775200705963466e-06,2.4229161685420077e-07,3.003210821293205e-09,9.60632251990346e-08,1.8068759167963714e-10,4.618618349453838e-13,5.209771135571355e-13,9.980053168770109e-13,2.0017699833901863e-13
4.183070936461315e-08,0.8351127451627298,3.76,0.0,0.6851593459380098,0.9999959644380944,9.249308507201027e-09,3.327167288172239e-18,7.179712051161537e-13,7.460179688038141e-06,3.918155367253904e-06,2.2259296832906032e-10,1.1764074164288802e-07,2.8861516824227807e-06,2.633634336879291e-07,3.2855811347847373e-09,1.0400126799787568e-07,1.9076410994041325e-10,5.187006809782187e-13,5.99046239083977e-13,1.1394224749427917e-12,2.277549930393816e-13
4.36060040705873e-08,0.8351127664528206,3.76,0.0,0.6851590167903174,0.9999957887030565,1.045396537758867e-08,3.8574288566768284e-18,7.687617987798437e-13,7.789008293195049e-06,4.084126883087048e-06,2.353552272034946e-10,1.274422008389316e-07,2.9936610811515287e-06,2.85239392736752e-07,3.5811001969441475e-09,1.1219099958855556e-07,2.0088718038357564e-10,5.795167790006462e-13,6.848842606039618e-13,1.2938537411566948e-12,2.5773799270073156e-13
4.538129877656145e-08,0.8351127877473955,3.76,0.0,0.6851586866479671,0.9999956126382857,1.1756760963858435e-08,4.443953836924126e-18,8.205582562251451e-13,8.118818187550603e-06,4.250071164978209e-06,2.48192937566326e-10,1.37600969028807e-07,3.100060328666018e-06,3.0791119015065533e-07,3.88981203692894e-09,1.206258255929549e-07,2.110553734534298e-10,6.443849224153767e-13,7.789046021024439e-13,1.4619132459900988e-12,2.9022478965025533e-13
4.71565934825356e-08,0.8351128090464816,3.76,0.0,0.6851583555127472,0.9999954362474608,1.3161188858977134e-08,5.089814515799802e-18,8.733122807238289e-13,8.449607543592302e-06,4.415988039991744e-06,2.6110067453054136e-10,1.4811298575236997e-07,3.2053613569781933e-06,3.3137061132084086e-07,4.211760337767083e-09,1.2929926949364246e-07,2.2126756923814436e-10,7.133768689862057e-13,8.815248884647735e-13,1.6442201421527174e-12,3.2531423061831954e-13
4.893188818850975e-08,0.8351128303501061,3.76,0.0,0.6851580233864754,0.99999525953422,1.4670702735006969e-08,5.7980808636430075e-18,9.269784512876468e-13,8.78137450343846e-06,4.58187733712686e-06,2.740738196221615e-10,1.589741904506223e-07,3.309575969688657e-06,3.5560952991927727e-07,4.546988501126026e-09,1.382049707995534e-07,2.3152289074194476e-10,7.865616059431106e-13,9.93166827722767e-13,1.8413986029279223e-12,3.6310524966579514e-13
5.07071828944839e-08,0.8351128516582957,3.76,0.0,0.685157690270998,0.9999950825021608,1.6288716346961682e-08,6.571817364222931e-18,9.815140498256556e-13,9.114117179413292e-06,4.747738887296531e-06,2.8710843981645657e-10,1.7018052345077497e-07,3.4127158434166245e-06,3.806199069490027e-07,4.8955396975030306e-09,1.4733668323843766e-07,2.418206517612506e-10,8.640055916972485e-13,1.1142561075682104e-12,2.054077820351621e-12,4.036968991360235e-13
5.248247760045805e-08,0.8351128729710755,3.76,0.0,0.6851573561681914,0.9999949051548417,1.8018603546159664e-08,7.414080166671263e-18,1.0368788985732834e-12,9.44783365460283e-06,4.913572523306641e-06,3.002011839387641e-10,1.817279269246213e-07,3.514792529205321e-06,4.0639378980484606e-07,5.257456906982845e-09,1.5668827297547378e-07,2.5216031421947893e-10,9.457729766085367e-13,1.2452223043382262e-12,2.2828920032208544e-12,4.471883786856871e-13
5.603306701240636e-08,0.8351129156105122,3.76,0.0,0.6851566850082317,0.9999945495284608,2.18272947613026e-08,9.316353335883631e-18,1.1499474529562869e-12,1.0118180191957887e-05,5.245155393413421e-06,3.2655006549288043e-10,2.058297287032208e-07,3.7158019214685174e-06,4.6020068899616386e-07,6.0215604995926506e-09,1.7602710075091478e-07,2.729637545258556e-10,1.1225241505338299e-12,1.538522755009168e-12,2.791487170549927e-12,5.432685202511488e-13
5.9228597483159836e-08,0.835112954001961,3.76,0.0,0.685156077606987,0.9999942284214303,2.5670754997269887e-08,1.1293163639838602e-17,1.2541889323163375e-12,1.072480265850182e-05,5.543482870824813e-06,3.504382944275423e-10,2.286471733383904e-07,3.89318762908797e-06,5.111600438605145e-07,6.7553937473452024e-09,1.9412473206702017e-07,2.918267506757614e-10,1.2969892716689022e-12,1.84065874269895e-12,3.3108694195007216e-12,6.406571776357819e-13
6.242412795391331e-08,0.8351129924086756,3.76,0.0,0.685155467037226,0.9999939063465343,2.992733531791552e-08,1.3538905582116463e-17,1.3605932313140897e-12,1.1334549141755142e-05,5.8417173905173915e-06,3.744812843027261e-10,2.525067590794377e-07,4.0673026538606755e-06,5.644733301416995e-07,7.53319525637895e-09,2.1284432856341018e-07,3.10821058076941e-10,1.4863738800503024e-12,2.181647032896305e-12,3.892621214660009e-12,7.489934674439032e-13
6.561965842466679e-08,0.835113030830796,3.76,0.0,0.6851548533108649,0.999993583323154,3.4615274200714076e-08,1.6070822809773513e-17,1.4689997498730261e-12,1.194740747293161e-05,6.13985804319479e-06,3.9867155910315935e-10,2.773850043156866e-07,4.238209998097919e-06,6.200971719438772e-07,8.35521157596835e-09,2.3215395777436584e-07,3.2994587861069907e-10,1.6909914155443125e-12,2.5641251325231587e-12,4.540622326567865e-12,8.688644513399621e-13
6.881518889542027e-08,0.8351130692684603,3.76,0.0,0.6851542364400862,0.9999932593702917,3.9752395336132215e-08,1.8905930101538186e-17,1.5792645651969377e-12,1.2563365215989598e-05,6.437903937846509e-06,4.230034444585147e-10,3.032585144841345e-07,4.40597145083847e-06,6.779890288275368e-07,9.221688420602283e-09,2.5202273417463016e-07,3.4920066220842654e-10,1.9111430926342414e-12,2.9907672511747825e-12,5.258804961135245e-12,1.0008604832513236e-12
7.201071936617374e-08,0.8351131077218023,3.76,0.0,0.6851536164373296,0.999992934506578,4.535610928515688e-08,2.2060995361154797e-17,1.6912586619442217e-12,1.3182409676278058e-05,6.7358542013911526e-06,4.4747259492948796e-10,3.301039960566244e-07,4.570647611301923e-06,7.381071797157088e-07,1.0132870740388059e-08,2.7242078966079656e-07,3.685850049892225e-10,2.1471197340788562e-12,3.464283838896509e-12,6.051153685945527e-12,1.1455755045781802e-12
7.520624983692722e-08,0.8351131461909541,3.76,0.0,0.6851529933152852,0.9999926087502786,5.1443415380941503e-08,2.5552525930682974e-17,1.8048663510006412e-12,1.380452790897549e-05,7.033707978326833e-06,4.720756407886548e-10,3.5789826977281583e-07,4.732297911848585e-06,8.004107071153201e-07,1.1089002755857126e-08,2.933192448143198e-07,3.88098583931986e-10,2.3992033186011424e-12,3.987421251990578e-12,6.921705348254888e-12,1.3036073015898642e-12
7.84017803076807e-08,0.8351131846760452,3.76,0.0,0.6851523670868839,0.9999922821193036,5.803090385676506e-08,2.939675841569035e-17,1.919983854681312e-12,1.4429706727345765e-05,7.331464430388338e-06,4.968099301688213e-10,3.866182831615042e-07,4.890980640470766e-06,8.64859481640835e-07,1.209032796339226e-08,3.1469018091033816e-07,4.077411218314126e-10,2.667668286427618e-12,4.562961521106101e-12,7.874548984769938e-12,1.475557729466183e-12
8.159731077843417e-08,0.8351132231772016,3.76,0.0,0.6851517377652915,0.9999919546312122,6.513475819460978e-08,3.360965166776365e-17,2.0365180470179105e-12,1.5057932710825527e-05,7.629122736211189e-06,5.216733476116543e-10,4.16241122356686e-07,5.046752962824368e-06,9.31414146841635e-07,1.3137089122314915e-08,3.365066126728764e-07,4.2751237151256367e-10,2.9527826285545172e-12,5.193722204807661e-12,8.913825722925522e-12,1.6620329051653249e-12
8.479284124918765e-08,0.8351132616945469,3.76,0.0,0.6851511053638986,0.9999916263032216,7.277075767729525e-08,3.8206882271152305e-17,2.1543853276141906e-12,1.5689192212971348e-05,7.926682091002283e-06,5.466641795718364e-10,4.46744023247771e-07,5.199670943831903e-06,1.0000361043216178e-06,1.4229528238048167e-08,3.587424617441762e-07,4.4741210486515847e-10,3.2548088032888403e-12,5.8825563025896115e-12,1.004372867368239e-11,1.863643373293598e-12
8.798837171994112e-08,0.8351133002282036,3.76,0.0,0.6851504698963152,0.9999912971522126,8.095428013174025e-08,4.320384206069379e-17,2.2735106134120123e-12,1.632347136928122e-05,8.22414170621699e-06,5.717810103747639e-10,4.781043819904129e-07,5.349789568870462e-06,1.0706874991447192e-06,1.5367886545744697e-08,3.813725308487059e-07,4.674401022959187e-10,3.5740045104390643e-12,6.63235220965459e-12,1.1268502815808877e-11,2.0810042481762923e-12
9.11839021906946e-08,0.8351133387782901,3.76,0.0,0.6851498313763614,0.9999909671947366,8.97003048515187e-08,4.8615637287454875e-17,2.393826435403799e-12,1.6960756104895816e-05,8.521500809242536e-06,5.970226418148447e-10,5.10299764903906e-07,5.49716276455177e-06,1.1433312055200538e-06,1.6552404492395315e-08,4.0437247863230777e-07,4.87596144567535e-10,3.910623345380354e-12,7.446033701755242e-12,1.2592444871692393e-11,2.3147353348868266e-12
9.437943266144807e-08,0.8351133773449227,3.76,0.0,0.6851491898180607,0.999990636447021,9.902341568927255e-08,5.445708916523006e-17,2.5152721307189055e-12,1.7601032142180373e-05,8.818758643087628e-06,6.223880340421932e-10,5.433079177747335e-07,5.641843419098351e-06,1.2179308127625774e-06,1.7783321715483166e-08,4.2771879516282127e-07,5.078800089484028e-10,4.264915347893265e-12,8.32655994295123e-12,1.4019903174715087e-11,2.5654612312884364e-12
9.757496313220155e-08,0.8351134159282172,3.76,0.0,0.6851485452356331,0.9999903049249783,1.0893780430915842e-07,6.074273556112643e-17,2.6377931206890376e-12,1.8244285008189833e-05,9.115914466078128e-06,6.478762635217743e-10,5.771067745873054e-07,5.783883402324281e-06,1.2944506115243673e-06,1.906087701952209e-08,4.513887780767408e-07,5.282914683222827e-10,4.637127460326776e-12,9.276925509358466e-12,1.5555277528258516e-11,2.8338114130263834e-12
9.999999999999998e-08,0.8351134545282839,3.76,0.0,0.6851480540629081,0.9999900528310167,1.168647763293073e-07,6.58180255309502e-17,2.7314596393465813e-12,1.8734417027932563e-05,9.341352730390304e-06,6.67300336855447e-10,6.032704667403324e-07,5.889944158871434e-06,1.3537802660618623e-06,2.0061665337508735e-08,4.6955408129818556e-07,5.438664117992151e-10,4.931703034751748e-12,1.0046611462520547e-11,1.6795201096311487e-11,3.049609610900533e-12
1.0077049360295503e-07,0.8351134545282839,3.76,0.0,0.6851478976434859,0.9999899726442083,1.1945727358933045e-07,6.748683361007753e-17,2.7613402656557972e-12,1.889050004202171e-05,9.412967551558737e-06,6.734864925300711e-10,6.116744657036126e-07,5.923333585230655e-06,1.3728555802912155e-06,2.0385308352946866e-08,4.75360509355625e-07,5.488302907767702e-10,5.027503909528055e-12,1.0300160421960677e-11,1.7203019056417134e-11,3.120420303349413e-12
1.039660240737085e-07,0.835113493145234,3.76,0.0,0.6851472470562089,0.9999896396200075,1.3059524116446792e-07,7.470336305584744e-17,2.8858692878697785e-12,1.953966240205985e-05,9.709917187600491e-06,6.992179458553068e-10,6.469893255138947e-07,6.060243859224887e-06,1.4531113721389865e-06,2.1756852786396102e-08,4.996128327153722e-07,5.694962386154047e-10,5.436286525511861e-12,1.1399330182559512e-11,1.8967630046525438e-11,3.4259273295430962e-12
1.1035708501521546e-07,0.8351135704302114,3.76,0.0,0.685145936955487,0.9999889714010097,1.5477843798531357e-07,9.060827370970204e-17,3.1377172532641384e-12,2.084676887315671e-05,1.0303503335582455e-05,7.510416434688889e-10,7.197749500618556e-07,6.3266394599656995e-06,1.6190413332738936e-06,2.4642224723526764e-08,5.488783091729146e-07,6.112085255204008e-10,6.310027029921329e-12,1.3837913855405422e-11,2.2865724356575045e-11,4.096218750024432e-12
1.1610903986257171e-07,0.8351136400454897,3.76,0.0,0.6851447477713176,0.9999883676087983,1.7878542990422066e-07,1.0667312229665689e-16,3.3673766901609466e-12,2.2033092211550692e-05,1.0837370221112483e-05,7.980905146489585e-10,7.876243988072745e-07,6.558190124590023e-06,1.7743769030052815e-06,2.7402545856444725e-08,5.939794536724991e-07,6.491818256006843e-10,7.161727987195934e-12,1.6323817034505065e-11,2.6819911246466636e-11,4.770631197002948e-12
1.2186099470992797e-07,0.8351137097170812,3.76,0.0,0.6851435491173706,0.9999877616324462,2.0498782043904374e-07,1.244738378514953e-16,3.599701848813401e-12,2.3228726553238012e-05,1.1370891501894044e-05,8.455214693148295e-10,8.575677597382055e-07,6.782244577079626e-06,1.935204461894623e-06,3.0319158058230854e-08,6.39693243592635e-07,6.87562996591685e-10,8.076740009259091e-12,1.9105048636762214e-11,3.122509486073526e-11,5.516450363001758e-12
1.2761294955728422e-07,0.8351137794455525,3.76,0.0,0.6851423410843775,0.9999871535508991,2.33450441925346e-07,1.44082512648336e-16,3.83455358554122e-12,2.4433579722848192e-05,1.1904063521926454e-05,8.933307160255722e-10,9.294868882931981e-07,6.9990607650145515e-06,2.101346435987166e-06,3.339340951817169e-08,6.859210695433136e-07,7.26350403775401e-10,9.056412763681788e-12,2.220077291116664e-11,3.6109358883862456e-11,6.3375900314560395e-12
1.3336490440464048e-07,0.8351138492314493,3.76,0.0,0.6851411237644356,0.999986543440346,2.642344042427196e-07,1.655687117665278e-16,4.071814659924123e-12,2.5647558188351528e-05,1.2436882758372877e-05,9.41514492017238e-10,1.0032662296399651e-06,7.208887762634715e-06,2.2726313612694156e-06,3.6626637673368476e-08,7.325707112600303e-07,7.655423459281588e-10,1.0102082673306028e-11,2.5630527582941934e-11,4.150130883251051e-11,7.238017778905641e-12
1.3911685925199673e-07,0.8351139190752993,3.76,0.0,0.6851398972508894,0.9999859313743157,2.973971783736572e-07,1.8899957236221686e-16,4.31138567099665e-12,2.6870567179726476e-05,1.296934581692948e-05,9.900690252479432e-10,1.0787928895950797e-06,7.411966076054853e-06,2.4488936733590033e-06,4.0020168904112166e-08,7.795560018166629e-07,8.051370572236125e-10,1.1215073892730057e-11,2.9414223245869576e-11,4.743006781615843e-11,8.22175475191551e-12
1.4486881409935298e-07,0.8351139889776102,3.76,0.0,0.6851386616382165,0.9999853174237686,3.3299268204907366e-07,2.1443990091539765e-16,4.5531817377412435e-12,2.8102510803934276e-05,1.3501449427358625e-05,1.038990512883895e-09,1.1559566935477997e-06,7.608527937847874e-06,2.6299735045235733e-06,4.3575318251492354e-08,8.267965080675392e-07,8.451327101268832e-10,1.239669889828904e-11,3.357214239137903e-11,5.392527207048614e-11,9.292875315393035e-12
1.5062076894670923e-07,0.8351140589388725,3.76,0.0,0.6851374170219149,0.999984701657186,3.7107136708869185e-07,2.419522677576209e-16,4.797129793345504e-12,2.9343292156293068e-05,1.4033190439176711e-05,1.0882751148448759e-09,1.2346502344917802e-06,7.798797591583505e-06,2.8157164876239336e-06,4.7293389155844686e-08,8.742172262580348e-07,8.855274193449151e-10,1.3648258777188885e-11,3.812493810453748e-11,6.101706628070464e-11,1.0455506597952193e-11
1.5637272379406548e-07,0.8351141289595584,3.76,0.0,0.6851361634983978,0.999984084140655,4.116803081824139e-07,2.715970984629845e-16,5.043166412121956e-12,3.0592813428190766e-05,1.4564565817495496e-05,1.1379189560075053e-09,1.314768910637089e-06,7.982991566404596e-06,3.005973566925417e-06,5.117567321695563e-08,9.217482925370043e-07,9.263192457070779e-10,1.4971043280647737e-11,4.309363242986016e-11,6.87360986993936e-11,1.1713827951403445e-11
1.6212467864142174e-07,0.8351141990401241,3.76,0.0,0.6851349011648883,0.9999834649379521,4.5486329273006925e-07,3.0343276173970797e-16,5.291236039630432e-12,3.185097601121337e-05,1.5095572639008567e-05,1.1879181286600647e-09,1.3962109536397482e-06,8.161318942163265e-06,3.200600815417788e-06,5.5223449975475626e-08,9.693247074065588e-07,9.67506199353848e-10,1.6366330740755488e-11,4.849961442085688e-11,7.711351607391211e-11,1.3072070350283003e-11
1.67876633488778e-07,0.8351142691810087,3.76,0.0,0.6851336301193188,0.999982844110623,5.006609114302098e-07,3.3751565338551673e-16,5.54128953880677e-12,3.311768059771635e-05,1.5626208088117652e-05,1.2382686932046146e-09,1.4788774482280667e-06,8.333981605462486e-06,3.3994592584051465e-06,5.943798671437511e-08,1.0168860734337367e-06,1.0090862425875856e-09,1.783538790821727e-11,5.436463789337325e-11,8.618095839474562e-11,1.4534515749024531e-11
1.7362858833613424e-07,0.8351143393826362,3.76,0.0,0.6851323504602352,0.9999822217180603,5.491106493473227e-07,3.7390027628953467e-16,5.7932829936626586e-12,3.4392827277879087e-05,1.6156469453193227e-05,1.2889666792433308e-09,1.5626723439430406e-06,8.501174496945558e-06,3.6024147031293115e-06,6.382053827912031e-08,1.064376345573654e-06,1.0510572928869807e-09,1.9379469735600082e-11,6.071081891265831e-11,9.597055347669008e-11,1.6105496408203006e-11
