Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002)
4.540563646950848e-05,0.928810851212148,3.76,0.0,0.06630039683301799,0.4998052378463331,0.5031910393980162,9.777220607768962e-06,6.270267438351924e-05,0.03289276635423768,0.0010514664346922414,3.9996435598167033e-07,0.017248016488402088,0.044429233073541324,0.3743278400153944,0.00533699597882276,0.005439891439311428,3.1458205818730216e-06,3.156593517983461e-05,0.009614343795936267,0.0005545899412864829,0.001196986429827492,0.26983571492219277,4.290551581530015e-05,2.359313695843834e-09,0.0002465550496926689,0.03619972155487744,0.00017747917808335926,0.00013357907182524274,0.00028730874973036216,4.200924212532548e-12,5.05606169003368e-10,1.4513341240916142e-11,5.587766356392796e-06,0.09713883928304023,0.0005040908399176487,0.001012820394127581,4.279524555443431e-08,4.84943972661073e-10,6.596416911615267e-08,3.4264718593975514e-08,0.00043106000618334993,1.399460449366849e-07,2.3473759412747686e-10,2.1891858605405342e-05,0.0002014130402457561,7.838948621704965e-10,8.054742543679756e-08,9.837851845655496e-05,4.672145508046786e-05,0.0030313538221990286,1.0397908911634264e-09
4.548148181954141e-05,0.9291864982584965,3.76,0.0,0.06427520631878679,0.4949896249637491,0.5078508843830452,1.0407120368095938e-05,6.479831432592458e-05,0.03229742976628737,0.001028694427647215,3.887973591003582e-07,0.01758522711146581,0.04536371833336918,0.37494528480705164,0.00524432719257579,0.005571930479740306,3.0455612489985317e-06,3.0434310592498122e-05,0.009281065500683017,0.0005270612576198287,0.0011900192504294457,0.2724844750960952,4.1567184687463975e-05,2.3470462919486873e-09,0.0002429943200062986,0.0361208031936503,0.00017916734342198767,0.0001344778237104731,0.00029053028724321624,4.2064142562078205e-12,4.941848823942505e-10,1.4529710395905396e-11,5.592672672584741e-06,0.09813957546692144,0.0005069424916130154,0.0010096427838423303,4.351424119595355e-08,4.974195332599702e-10,6.494002953822634e-08,3.52944530855254e-08,0.00042581275204133564,1.416366529665472e-07,2.4168943121700536e-10,2.1910201763771904e-05,0.00019881597372873656,7.974921419495214e-10,8.222413691546148e-08,9.853234873160433e-05,4.67868545844246e-05,0.0030224403387936493,1.0263295198091575e-09
4.555732716957434e-05,0.9295596920351221,3.76,0.0,0.06227207218193977,0.4901399592932324,0.5125433675808126,1.1077176077776414e-05,6.694801688949914e-05,0.03169240949848205,0.0010058760150750674,3.7763764174346803e-07,0.01793121752201767,0.04631974881942505,0.3754977159227968,0.0051511770827486454,0.005708684160325768,2.9461849067541405e-06,2.9305484830836036e-05,0.00895046809671194,0.000500189916319484,0.0011825542547641954,0.2751483989094778,4.023537233123895e-05,2.3336448540660908e-09,0.00023928476532988828,0.03602673565830436,0.00018081505474592806,0.00013533405818443343,0.00029368779396301816,4.209822464706906e-12,4.826195724531906e-10,1.4538816631775176e-11,5.594783192942245e-06,0.0991445396064765,0.0005096585517997952,0.0010060794590715145,4.4240241667120825e-08,5.100945055632854e-10,6.388086524066598e-08,3.635483077190477e-08,0.00042041584392960333,1.432937472673246e-07,2.4886322848105964e-10,2.192492266955033e-05,0.0001961298606640146,8.11052495105374e-10,8.39227951342213e-08,9.863166677440943e-05,4.68201581922067e-05,0.00301189520510224,1.012321790492481e-09
4.563317251960727e-05,0.9299302619770562,3.76,0.0,0.060291824982566966,0.4852569818325874,0.5172678537785337,1.1789655250665789e-05,6.915108896168019e-05,0.031077997163279022,0.0009830282166722476,3.664940684786537e-07,0.018286234803246586,0.04729768201248695,0.37598307643976764,0.00505755850953027,0.005850349684571675,2.8477879017746698e-06,2.8181072798829756e-05,0.008622856393516046,0.0004739962599681477,0.0011745815911724947,0.27782685036066085,3.891170541975377e-05,2.3190594699128267e-09,0.00023542893245078137,0.035917168728229205,0.00018241843597574864,0.00013614486651160795,0.00029677286149685947,4.21105640350546e-12,4.709203781112653e-10,1.4540342567497695e-11,5.593978001631114e-06,0.10015339049095029,0.0005122323603334434,0.0010021270487244774,4.497274663916954e-08,5.229615454482074e-10,6.278738042301371e-08,3.744651803743178e-08,0.0004148716824991319,1.449129167154434e-07,2.5626574363201574e-10,2.1935869909205053e-05,0.00019335634576921412,8.245564472407008e-10,8.564231350928411e-08,9.867398433317036e-05,4.681981728166952e-05,0.0029996934319035332,9.977786565037516e-10
4.57090178696402e-05,0.930298034608483,3.76,0.0,0.05833529661940799,0.48034149505797535,0.5220236514868847,1.2546900492355095e-05,7.140657195220604e-05,0.03045451854132484,0.0009601685762433265,3.553757918476825e-07,0.018650531092439457,0.04829786568940558,0.37639929859942123,0.004963485857682493,0.005997132113219504,2.7504655813665803e-06,2.7062719061480548e-05,0.00829853596914259,0.000448499500757561,0.0011660919102775,0.28051914331848576,3.759782288723462e-05,2.303241459062344e-09,0.00023142986534496884,0.03579176223922311,0.00018397344255974144,0.0001369072864741527,0.00029977668763258723,4.2100240702221e-12,4.5909805911858543e-10,1.4533972713992467e-11,5.590138034401716e-06,0.10116577058863649,0.0005146570530315325,0.0009977824616665687,4.571118954377868e-08,5.360121648139794e-10,6.166040162836702e-08,3.857016930451799e-08,0.0004091829689157535,1.4648957887840375e-07,2.6390386536129144e-10,2.194288385275416e-05,0.00019049729014287034,8.379833669574171e-10,8.738145052011832e-08,9.86568327884868e-05,4.678431937907916e-05,0.0029858125842653497,9.827125355140318e-10
4.578486321967313e-05,0.9306628336057019,3.76,0.0,0.056403318834985686,0.47539436490246717,0.5268100106606226,1.3351323719252582e-05,7.371321811845696e-05,0.02982233474627967,0.0009373151369718026,3.442922372973261e-07,0.019024363344364286,0.049320636283373354,0.3767443081400171,0.004868975165369591,0.006149244536891723,2.6543118891854028e-06,2.5952091166822953e-05,0.007977812302102738,0.0004237176096517728,0.001157076434154763,0.2832245394139108,3.6295370493562395e-05,2.286143797433615e-09,0.00022729112085898058,0.035650187733104785,0.00018547585002374594,0.0001376183101932024,0.00030269008233990317,4.206634387772459e-12,4.4716399327910083e-10,1.4519395213596996e-11,5.5831457483624804e-06,0.10218130621715421,0.0005169255563359743,0.0009930428950575194,4.64549327214471e-08,5.492366494757228e-10,6.050088295393421e-08,3.972642418978816e-08,0.0004033527144205171,1.4801898576250517e-07,2.7178460718578e-10,2.1945796153877756e-05,0.0001875547771716169,8.513114324706236e-10,8.913879862372273e-08,9.857777669421718e-05,4.67122002925648e-05,0.0029702330013354063,9.671373422771387e-10
4.586070856970606e-05,0.9310244801753146,3.76,0.0,0.05449672162132211,0.4704165226815097,0.5316261204031141,1.4205399230744177e-05,7.606946529235996e-05,0.029181843294220137,0.0009144864111501378,3.3325308637187205e-07,0.019407993091034845,0.05036631714359415,0.3770160290580958,0.004774044253156078,0.006306908181408435,2.5594189728513573e-06,2.4850872687735482e-05,0.0076609898507328566,0.0003996672061179911,0.0011475270379415088,0.28594224593296064,3.5005995007859615e-05,2.2677215854206735e-09,0.00022301678275087888,0.03549213015931578,0.0001869212748380437,0.0001382748932025952,0.0003055034768146652,4.200797699406102e-12,4.351301712496666e-10,1.4496303558698995e-11,5.5728857820222955e-06,0.10319960780769191,0.0005190305830661314,0.0009879058430266644,4.7203261850283876e-08,5.626239653380644e-10,5.9309908917676544e-08,4.0915904303637856e-08,0.00039738424923298004,1.4949623440059984e-07,2.7991510013681163e-10,2.194442924805918e-05,0.00018453111781347681,8.645176043287302e-10,9.091277146456474e-08,9.843442906629408e-05,4.6602057064293536e-05,0.0029529380235134863,9.51068502220393e-10
4.593655391973899e-05,0.9313827930908416,3.76,0.0,0.052616331521905944,0.46540896695155726,0.5364711066432292,1.5111653943636428e-05,7.847341215138463e-05,0.028533479031159065,0.0008917013465440843,3.222682561047657e-07,0.019801686129664778,0.05143521668531692,0.37721238889193315,0.0046787128630958194,0.006470352488364471,2.4658767696907044e-06,2.376075531999876e-05,0.007348371071404762,0.0003763634498891108,0.0011374363362724594,0.2886714137256674,3.373133804265383e-05,2.2479325400748097e-09,0.00021861147250208673,0.03531728970775772,0.00018830516910694068,0.00013887396417456362,0.0003082069369886401,4.19242627500326e-12,4.230091772797138e-10,1.4464398371541813e-11,5.559245637234068e-06,0.10422027028600442,0.0005209646277299795,0.0009823691057334613,4.795538037644121e-08,5.761616640633547e-10,5.8088696590189046e-08,4.2139209943625807e-08,0.0003912812307499569,1.5091628000003283e-07,2.883025856811218e-10,2.1938595858692925e-05,0.00018142885499225958,8.775775986450717e-10,9.270159118087575e-08,9.82244675670674e-05,4.645256159082826e-05,0.0029339142243801084,9.345229581033273e-10
4.6004814734768625e-05,0.9317022730631541,3.76,0.0,0.05094706647235359,0.4608776426575917,0.5408555085014763,1.5974017635712077e-05,8.067588323487935e-05,0.02794361005934008,0.0008712481001054121,3.124367216335169e-07,0.02016483679791582,0.052417319572910445,0.3773229734762486,0.004592590181760694,0.006622591136477156,2.3829158818983614e-06,2.279053963414038e-05,0.007070855871970475,0.00035603972254827327,0.0011278864473742115,0.2911367151984813,3.2598078714638515e-05,2.228921318907995e-09,0.00021453897155454752,0.03514534994302113,0.00018949416709876024,0.00013936140373223087,0.0003105375672271856,4.182654320231291e-12,4.120366251480355e-10,1.4427908133757097e-11,5.543989429279101e-06,0.10514053815746278,0.000522552696587002,0.0009770427472950815,4.863479782916052e-08,5.884626653797204e-10,5.696486657211738e-08,4.326958200483221e-08,0.00038567676352221523,1.5214113890263265e-07,2.960771174513075e-10,2.192936397596068e-05,0.00017857190401416,8.891855219625843e-10,9.432258886821406e-08,9.797669371273037e-05,4.628334319735759e-05,0.002915306351098157,9.192396198359012e-10
4.607307554979826e-05,0.9320187695655199,3.76,0.0,0.04930028842344964,0.45632394146719346,0.5452618083123739,1.6882616128309395e-05,8.291324078990609e-05,0.02734811833973703,0.0008508602344288456,3.02664905242478e-07,0.020536556140369505,0.05341866541995372,0.3773693506370296,0.004506178166377387,0.006779883594432701,2.3011814156370447e-06,2.183191414693495e-05,0.006797203733326838,0.0003363405725271548,0.0011178886246049026,0.2936098623754603,3.14792379701235e-05,2.208745168374007e-09,0.0002103687104196549,0.03495939398970571,0.0001906259586008639,0.00013979750401858272,0.00031276310761407556,4.170700256311576e-12,4.0101412184324197e-10,1.4383840192745489e-11,5.5258308620600005e-06,0.10606206197556943,0.0005239902264923226,0.0009713899653679722,4.931585982403999e-08,6.008629014231275e-10,5.5818717624896926e-08,4.4428218988415944e-08,0.00037996968364511574,1.5331162382018605e-07,3.0407117341051603e-10,2.1916203121265377e-05,0.00017565572223983834,9.006348497338443e-10,9.59524136281239e-08,9.767158254049527e-05,4.6080412136844e-05,0.0028952852948187866,9.035996120733876e-10
4.6141336364827895e-05,0.9323321468577002,3.76,0.0,0.04767658543921179,0.451748737957883,0.549689228400417,1.783934779000938e-05,8.518329401351209e-05,0.026747401219986956,0.0008305523047882577,2.9296042958727856e-07,0.0209170451306687,0.054439439951449585,0.37735004089883173,0.004419495766172026,0.006942414319951512,2.220732737019271e-06,2.0886095953725423e-05,0.006527626820132122,0.00031727360852768427,0.0011074393745257234,0.29609011088162035,3.037597590357505e-05,2.1873807964029867e-09,0.00020610520182139973,0.03475924277182171,0.00019169689022826794,0.00014018001622381822,0.0003148756419926028,4.1565065957257894e-12,3.8995202212649507e-10,1.433199971080693e-11,5.504697163745132e-06,0.1069845163974133,0.0005252712834223966,0.000965409832356366,4.999779173621223e-08,6.133499678772932e-10,5.4651419150282646e-08,4.5615499555166e-08,0.0003741633644388722,1.54423822556085e-07,3.122902197345131e-10,2.1898954750372833e-05,0.00017268265764132747,9.119052212266188e-10,9.758931865745542e-08,9.73076476437111e-05,4.5843012893990036e-05,0.0028738488873661715,8.87618441296764e-10
4.620959717985753e-05,0.9326422682765038,3.76,0.0,0.046076538546187276,0.4471529549648455,0.554136943886034,1.8846108400682316e-05,8.748356691176939e-05,0.02614188191787877,0.0008103390413544922,2.8333100421610566e-07,0.021306506376966853,0.0554798138117049,0.3772635831919062,0.0043325635524201845,0.007110373131752295,2.1416267133931213e-06,1.995428514174848e-05,0.0062623332906370545,0.0002988452346709625,0.0010965359201198033,0.2985766743609171,2.9289432537905348e-05,2.164807985538677e-09,0.0002017533211610559,0.03454473227642446,0.00019270321644472707,0.00014050670436644276,0.00031686707547148743,4.140018748357867e-12,3.788610236877489e-10,1.4272202236655371e-11,5.480519623437851e-06,0.10790756751219262,0.0005263897873484827,0.0009591016483556987,5.067975021824062e-08,6.259102817824619e-10,5.346423071270118e-08,4.6831778869089435e-08,0.00036826140864353605,1.554737712457245e-07,3.207397666233273e-10,2.1877452862490008e-05,0.0001696552158108003,9.229754196331777e-10,9.923139769095889e-08,9.688349217754419e-05,4.557047593408534e-05,0.0028509976407564766,8.713125973858005e-10
4.6277857994887165e-05,0.9329489966676172,3.76,0.0,0.044500720459283535,0.44253756438747016,0.558604081351596,1.9904778234836174e-05,8.981128406510764e-05,0.025532009531451936,0.0007902353172530973,2.737844062568808e-07,0.02170514374111525,0.05653994114759151,0.3771085394999655,0.004245403803350975,0.007283955111385156,2.063917518790146e-06,1.903765935540061e-05,0.006001526596710748,0.00028106060139013926,0.0010851762644595872,0.3010687234199767,2.822072360374549e-05,2.141009919312132e-09,0.00019731830374089762,0.03431571488015792,0.00019364110333929772,0.0001407753540949071,0.0003187291568283836,4.121185407610756e-12,3.677521519110622e-10,1.4204275014050751e-11,5.45323409218977e-06,0.10883087342049177,0.0005273395125919778,0.0009524649489875386,5.1360819807683024e-08,6.385290232860778e-10,5.2258500317642084e-08,4.8077385987609475e-08,0.0003622676500787368,1.5645746923536676e-07,3.2942535884544263e-10,2.1851523809629973e-05,0.00016657605956399096,9.338233765763248e-10,1.0087657725985484e-07,9.63978216630163e-05,4.526222685722861e-05,0.0028267348775267713,8.546995339597455e-10
4.63461188099168e-05,0.9332521945007838,3.76,0.0,0.042949694267591716,0.43790358793855305,0.5630897175279307,2.1017207494521682e-05,9.216335730501035e-05,0.024918258923909434,0.0007702561125245308,2.6432845908267397e-07,0.022113161876161892,0.057619958119347406,0.376883499805084,0.004158040594809225,0.007463360503986031,1.9876564029958648e-06,1.8137368113345364e-05,0.005745404776118695,0.0002639235603683324,0.0010733592452397006,0.3035653846272931,2.7170936267682194e-05,2.115973537467915e-09,0.0001928057393325869,0.034072060736300036,0.00019450662143543514,0.00014098378134697225,0.0003204535037819981,4.099958991121125e-12,3.5663673475704594e-10,1.4128058525832965e-11,5.422781569488539e-06,0.10975408487799013,0.0005281140916067496,0.0009454995138975936,5.2040009149063804e-08,6.51190071157932e-10,5.103566211498309e-08,4.935262124461781e-08,0.00035618615469258576,1.5737089456194564e-07,3.383525661561708e-10,2.1820986150332483e-05,0.00016344800765030802,9.444261742644468e-10,1.0252260801606796e-07,9.584945675821007e-05,4.4917795405885976e-05,0.002801066846862423,8.377976406278779e-10
4.6414379624946434e-05,0.9335517242011613,3.76,0.0,0.04142401208137466,0.43325209783190394,0.5675928780196956,2.2185199854992322e-05,9.453637389643995e-05,0.024301130522788674,0.000750416477473408,2.5497101040366204e-07,0.022530765774155852,0.05871998138553422,0.376587087212124,0.004070499884675208,0.007648794544949725,1.9128914921670976e-06,1.725452699268831e-05,0.005494159737236715,0.00024743662259903696,0.0010610846021437395,0.30606573956643507,2.6141124922505343e-05,2.089689861703474e-09,0.0001882215661128121,0.03381365914046669,0.00019529577161604938,0.00014112984221033534,0.0003220316324807147,4.076296125138617e-12,3.4552639095665815e-10,1.4043408197588667e-11,5.389108849968061e-06,0.11067684598263004,0.0005287070188565728,0.000938205375756781,5.2716247843018424e-08,6.638759480719885e-10,4.979723622900409e-08,5.065775356689282e-08,0.00035002122062264445,1.5821001817272534e-07,3.4752697199322976e-10,2.178565052713926e-05,0.00016027403312665885,9.547600543395615e-10,1.0416705751818043e-07,9.523734691938421e-05,4.453682430758829e-05,0.0027740028422058036,8.206262283364502e-10
4.648264043997607e-05,0.9338474482634319,3.76,0.0,0.03992421361989693,0.42858421734145224,0.5721125360702465,2.3410495851377798e-05,9.692658387608205e-05,0.02368114988190454,0.0007307314927077664,2.4571990484182256e-07,0.02295816021418245,0.05984010651433734,0.37621796355735243,0.003982809597185113,0.007840467248421896,1.839667539473019e-06,1.639021061268714e-05,0.0052479765307400904,0.00023160092527395283,0.001048353040550843,0.3085688240062727,2.5132306932664752e-05,2.062154356054886e-09,0.00018357205963524814,0.0335404199775827,0.0001960044856506073,0.00014121144279812426,0.00032345498695118146,4.050158117692582e-12,3.344329919272523e-10,1.3950195971967008e-11,5.352169127427824e-06,0.11159879498449195,0.0005291116570055783,0.0009305828305526088,5.338838290537297e-08,6.765677592833654e-10,4.854482433308413e-08,5.1993017613253485e-08,0.00034377737715202616,1.5897082323925035e-07,3.569541621879303e-10,2.1745319630617885e-05,0.00015705726041384858,9.648004306896528e-10,1.058073021129786e-07,9.456058392688413e-05,4.4119078311274134e-05,0.0027455553089473375,8.032054845326114e-10
4.6550901255005704e-05,0.9341392296825521,3.76,0.0,0.03845082475791353,0.42390112127495416,0.5766476113558845,2.469475295609992e-05,9.93298897210433e-05,0.023058867056252264,0.0007112162251806074,2.3658295890424635e-07,0.023395549128421053,0.06098040630969574,0.3757748354010349,0.0038949997139172757,0.008038593160028211,1.7680257605849422e-06,1.5545447129367275e-05,0.0050070326128265384,0.00021641620525221993,0.0010351662876611728,0.3110736271657378,2.4145458319273043e-05,2.033367220153105e-09,0.00017886381913880434,0.03325227521855203,0.0001966286258930414,0.00014122654892303205,0.0003247149739954468,4.021511392873239e-12,3.233686390982116e-10,1.3848311856090436e-11,5.311922576090243e-06,0.11251956518049958,0.0005293212460341182,0.0009226324489590461,5.405517562318622e-08,6.892451377117395e-10,4.728010597724108e-08,5.3358610963617414e-08,0.0003374593827393112,1.5964932359758308e-07,3.6663971142358325e-10,2.169978823071254e-05,0.00015380096105039798,9.745219103192074e-10,1.0744051968686941e-07,9.381841522583818e-05,4.366445274589569e-05,0.002715739936678557,7.855564362994701e-10
4.661916207003534e-05,0.9344269321811394,3.76,0.0,0.0370043560331776,0.4192040363524135,0.5811969688415529,2.6039523022232324e-05,0.00010174183893533071,0.022434855828766358,0.0006918856833078531,2.2756793428798868e-07,0.023843134952893603,0.062140929094733954,0.37525646028269727,0.0038071023521573308,0.008243391024359278,1.6980036734392785e-06,1.4721212653790278e-05,0.004771497110322241,0.00020188077816493883,0.0010215271602408054,0.31357909108310617,2.318150957393815e-05,2.003333703289853e-09,0.00017410375308024193,0.03294918039555658,0.00019716401457989165,0.00014117319695415627,0.00032580300320941163,3.990327979585266e-12,3.12345639516352e-10,1.373766560313634e-11,5.268336990065853e-06,0.11343878587175729,0.0005293289130263946,0.0009143550886178618,5.471529890060301e-08,7.018861963951437e-10,4.60048355863021e-08,5.475469113273122e-08,0.0003310722216676288,1.602415821945217e-07,3.765891682812656e-10,2.1648843271858046e-05,0.00015050854893390437,9.838983200844618e-10,1.0906368355690304e-07,9.301025791785964e-05,4.317298133880051e-05,0.002684575747381213,7.677009122264687e-10
4.6687422885064974e-05,0.9347104205311824,3.76,0.0,0.03558530111419936,0.4144942414590119,0.5857594177211929,2.7446228873025175e-05,0.00010415761734197824,0.02180971276073412,0.000672754773289532,2.1868250798543576e-07,0.024301117915992966,0.06332169697830273,0.3746616532559402,0.0037191518266143885,0.008455083393974726,1.6296349344403861e-06,1.3918424930997175e-05,0.004541530092481781,0.0001879915248815906,0.001007439638248629,0.31608411012526066,2.2241341724231492e-05,1.97206441646562e-09,0.00016929906162917174,0.0326311160943213,0.00019760644714151188,0.00014104950478878399,0.0003267105288420856,3.956586036629078e-12,3.013764673159205e-10,1.3618188492520047e-11,5.221388459401502e-06,0.1143560833972511,0.0005291276828010911,0.0009057519074431231,5.536733437755828e-08,7.144674771592687e-10,4.472083715849424e-08,5.6181372600657385e-08,0.0003246210993605184,1.6074373378212382e-07,3.868080404572215e-10,2.159226405294932e-05,0.0001471835750438012,9.929027397827943e-10,1.1067355582127804e-07,9.213571282582798e-05,4.2644843601413816e-05,0.002652085179845187,7.496614876589983e-10
4.675568370009461e-05,0.9349895608848546,3.76,0.0,0.03419413523649816,0.4097730677845615,0.5903337104249695,2.8916139154657217e-05,0.00010657204392772708,0.021184056015985976,0.0006538382513067615,2.0993424215441631e-07,0.024769695201432934,0.06452270405590228,0.3739892938107921,0.0036311847195581335,0.008673896212473454,1.5629491990544381e-06,1.3137937581572459e-05,0.004317281851714367,0.00017474388684868863,0.000992908916869198,0.31858753064667317,2.132578247048786e-05,1.9395755823837325e-09,0.00016445721399770675,0.0322980895014723,0.00019795168530525076,0.00014085368210575954,0.0003274290938147277,3.920270292463358e-12,2.904737260570078e-10,1.3489834850221035e-11,5.17106194144218e-06,0.11527108225633956,0.0005287104939462633,0.0008968243781512823,5.600976995788958e-08,7.26963906013536e-10,4.342999756609033e-08,5.7638723869136264e-08,0.00031811143696668125,1.6115200784480828e-07,3.973017781053395e-10,2.1529822516894055e-05,0.00014382972048191588,1.001507543153839e-09,1.1226668159753392e-07,9.119457747766764e-05,4.2080371756149055e-05,0.0026182941510615627,7.314614262410257e-10
4.682394451512424e-05,0.9352642211213532,3.76,0.0,0.032831313610033476,0.40504189883982555,0.5949185417053423,3.0450340451419983e-05,0.0001089795692409912,0.020558523950417493,0.0006351506700167663,2.0133055337171494e-07,0.025249060061319464,0.06574391453989006,0.3732383331681023,0.0035432399491221985,0.008900058295450784,1.4979720098012835e-06,1.2380534887848249e-05,0.004098892198082258,0.000162131870735843,0.0009779414570511738,0.32108815080887093,2.043560234283591e-05,1.9058892610742296e-09,0.00015958592347146175,0.03195013592526404,0.00019819548947421075,0.0001405840416210393,0.0003279503784765763,3.881372491584191e-12,2.7965011551023866e-10,1.3352583580513324e-11,5.1173518391256165e-06,0.11618340631522041,0.0005280702188702013,0.0008875743042260907,5.664099842494633e-08,7.393487654727757e-10,4.213426053471506e-08,5.912676437107467e-08,0.000311548864716697,1.6146275014990608e-07,4.0807575443819083e-10,2.1461283659060985e-05,0.0001404507879837987,1.0096844485210275e-09,1.1383938576702049e-07,9.018685902034533e-05,4.148005669216723e-05,0.0025832320999783793,7.13124622038149e-10
4.688537924865092e-05,0.9355074773203398,3.76,0.0,0.03162936729378269,0.4007764863777097,0.5990527744317852,3.188681829959752e-05,0.0001111355587686627,0.019996194305897722,0.0006185394138889356,1.937168342219329e-07,0.025689867621979032,0.06686022274196825,0.37249446150723375,0.003464142840756624,0.009110078749964327,1.4409710880505812e-06,1.1719198350110919e-05,0.003907457164292429,0.00015131841294420187,0.0009641037451268656,0.3233352824760503,1.9656727348913327e-05,1.8745708242263346e-09,0.0001551831395757451,0.031624268172732665,0.00019832470196508872,0.0001402769484205326,0.0003282441359845805,3.844156042332341e-12,2.6998706469663313e-10,1.3221453696464457e-11,5.066123280444683e-06,0.11700190063314928,0.0005272973047383262,0.0008789752327256972,5.7198115876707536e-08,7.503763191665221e-10,4.0965556761663125e-08,6.049221426206984e-08,0.000305602126825925,1.6165612164960303e-07,4.1801630097362046e-10,2.139418605265925e-05,0.0001373915410775284,1.0166539538607414e-09,1.1523414155654271e-07,8.922316876649913e-05,4.090966452734885e-05,0.002550616727817614,6.965247836948961e-10
4.6946813982177594e-05,0.9357469061730621,3.76,0.0,0.030451031296604425,0.3965052226088461,0.6031934044218534,3.337655384878942e-05,0.0001132766057516213,0.01943498813856658,0.0006021353979859912,1.8623122138660773e-07,0.026139699038479763,0.06799276891501431,0.3716854897811526,0.0033851290282868613,0.009326408863878323,1.3853840769209312e-06,1.1077599454723704e-05,0.00372095754675089,0.00014100744441474132,0.0009499252180160479,0.3255781894040059,1.8899458576862992e-05,1.8423299009555633e-09,0.00015076884203609473,0.0312864306208223,0.00019836528443595088,0.00013990772664764777,0.00032836574951212777,3.8048523624752016e-12,2.604077461258118e-10,1.3083143462878639e-11,5.012168117146346e-06,0.11781765178815207,0.0005263326359132071,0.0008701184598463229,5.774346746656742e-08,7.612686641240962e-10,3.979598285428917e-08,6.188243490591251e-08,0.00029962163472476675,1.6176519821293736e-07,4.2819188336962636e-10,2.132177411005563e-05,0.00013431807736609527,1.0232320574284207e-09,1.166062027318642e-07,8.820605813563301e-05,4.031135978596993e-05,0.00251702504015681,6.798521501257095e-10
4.700824871570427e-05,0.9359824164368775,3.76,0.0,0.029296589353273877,0.3922292239504754,0.6073393574064446,3.4919838570177147e-05,0.0001153979116290153,0.018875405785635506,0.0005859486044931469,1.788786895551377e-07,0.02659868300784885,0.069141457311255,0.3708108333070643,0.003306231888793528,0.009549218843859996,1.331220789807587e-06,1.0456146621885155e-05,0.0035394708263793216,0.00013119169038099102,0.0009354134593034766,0.32781589583634707,1.816422574864636e-05,1.8091954132667498e-09,0.00014634904687932642,0.030936713429743034,0.00019831421498503005,0.00013947540375445838,0.0003283096539680703,3.76347181811468e-12,2.509214449632401e-10,1.2937694701922161e-11,4.955504199651192e-06,0.11863038952833074,0.0005251709705569931,0.0008610060598190325,5.8275679979667407e-08,7.720028235505506e-10,3.862704320336575e-08,6.329732666934934e-08,0.00029361188888776764,1.6178765711775152e-07,4.386061777542053e-10,2.1243864518940563e-05,0.0001312333837562236,1.0293970397892408e-09,1.1795242301287496e-07,8.713601573148759e-05,3.968584635877541e-05,0.0024824859113141847,6.631251590686285e-10
4.7069683449230945e-05,0.9362139189582157,3.76,0.0,0.028166307962672922,0.3879496403269187,0.6114895196981913,3.651676472092608e-05,0.00011749444976272794,0.018317956028746883,0.0005699887493808445,1.7166403634623077e-07,0.02706694296897123,0.0703061677826217,0.369869974310602,0.003227486408618399,0.009778679014387004,1.2784882235127438e-06,9.855191800486465e-06,0.0033630660026800602,0.00012186300018092848,0.0009205770109628029,0.3300473951408256,1.7451413238820403e-05,1.7752004589852922e-09,0.00014192985251244391,0.030575228904488716,0.0001981685273273655,0.00013897910175540313,0.00032807051265017727,3.7200304494974604e-12,2.415374000868587e-10,1.2785168991012704e-11,4.896156935617397e-06,0.11943984660994646,0.0005238070898279365,0.0008516403716762126,5.8793316995590155e-08,7.825547155932689e-10,3.74602589245602e-08,6.473675036258943e-08,0.00028757750087910297,1.6172131451381286e-07,4.492627554150792e-10,2.116027122354043e-05,0.00012814050048056232,1.035126935048647e-09,1.1926950941059237e-07,8.60136956254154e-05,3.903394027062056e-05,0.002447030548097081,6.463624718420736e-10
