Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209)
0.006082030831824663,0.5558123309797306,3.76,0.0,0.9217272444863105,0.9994789185387676,0.0005626063990689284,3.9701867471451e-26,8.680913451498793e-19,4.37502866159902e-05,1.6539010799921662e-05,2.347626154094907e-07,4.110186407760865e-08,1.9170962880984378e-08,5.325057675824118e-05,0.0004236012443570212,4.525196933072066e-09,1.281993308938828e-09,1.5056546072755375e-09,4.32265165675096e-06,0.00013693656487324596,8.908824925240903e-10,1.738831590546428e-05,2.2573609958922787e-06,9.927691354075343e-19,3.205038368275961e-13,2.753186059277878e-10,5.87837354980011e-20,3.273543836991051e-13,4.345546597918383e-13,2.0331800785808863e-19,1.9400597524890636e-14,6.435966331241636e-20,2.6482377018579636e-14,2.2819056794904687e-07,7.906125085623543e-18,2.354100703614926e-12,4.978488106800758e-21,3.0853310622567668e-25,3.2600441248011168e-15,4.745147252854509e-17,5.975178951871275e-13,1.4532960227221128e-20,1.7639521293683823e-21,2.51178646089071e-10,5.280437306781115e-14,7.696477166517286e-23,3.933181182118393e-21,8.449047243402104e-12,1.451213763301587e-14,3.901581659327093e-15,1.153344549988118e-19,3.1482237288423996e-19,4.3120531329389514e-24,2.3261928727270082e-32,1.1217922156595727e-15,2.7509088662866288e-36,1.6064193102934608e-17,2.4884845125085174e-22,1.0187451699059598e-21
0.006106204095852615,0.5558123177958638,3.76,0.0,0.921723494086474,0.9994763563097786,0.000565473986107949,3.978305749696115e-26,8.685665879599717e-19,4.37678892657339e-05,1.6560172127191112e-05,2.348564742386811e-07,4.1136095269534175e-08,1.920123852303903e-08,5.354906793782783e-05,0.00042563665490385854,4.5300304841512795e-09,1.2838331941684882e-09,1.5112720441855644e-09,4.3552887215467866e-06,0.00013766758390539716,8.955409840468472e-10,1.7556917758349117e-05,2.261158123569426e-06,1.0002647922272446e-18,3.231520945450447e-13,2.786789306183568e-10,5.95446883204944e-20,3.277094344604536e-13,4.3501250348521253e-13,2.0353546640820209e-19,1.950095308362463e-14,6.442831361071228e-20,2.6524018932606135e-14,2.2954243606467496e-07,8.011761246964573e-18,2.388149229850926e-12,5.0504785442915534e-21,3.126565914660124e-25,3.292498794687201e-15,4.77478201932987e-17,6.076521744558701e-13,1.477944990341783e-20,1.775880776648105e-21,2.5345261559201033e-10,5.36962918415751e-14,7.798821141389877e-23,3.990058944283966e-21,8.47899407925035e-12,1.4621768994766087e-14,3.981027178173763e-15,1.1768264091390866e-19,3.17833661844013e-19,4.338501757599953e-24,2.3636072165087773e-32,1.136206856216816e-15,2.794842606352067e-36,1.6266818610882574e-17,2.539156097996434e-22,1.019815996967347e-21
0.006130377359880567,0.5558123046559085,3.76,0.0,0.9217197411350224,0.9994737921816019,0.0005683440076688687,3.986440921695528e-26,8.69048277265448e-19,4.378549693887923e-05,1.658133945630808e-05,2.3495035908490576e-07,4.11703496242331e-08,1.9231539021347813e-08,5.3848065237615864e-05,0.0004276725294364007,4.534867439716703e-09,1.28567466872786e-09,1.5168976674096473e-09,4.388047160437673e-06,0.00013839908352499238,9.002041855325919e-10,1.7726395851111536e-05,2.264958681036447e-06,1.007788324789726e-18,3.258128696154683e-13,2.8206612490853646e-10,6.031242233294404e-20,3.2806432989578063e-13,4.3547032654679886e-13,2.0375290759265583e-19,1.9601408125595033e-14,6.44969535792694e-20,2.6565673558573863e-14,2.308966330400625e-07,8.118398762960211e-18,2.4225381898519783e-12,5.123188656271549e-21,3.1681873063941286e-25,3.3251388422024752e-15,4.80456558260123e-17,6.179138879581145e-13,1.502903911363391e-20,1.78784480827486e-21,2.557374942190166e-10,5.4599322119779155e-14,7.902117049020387e-23,4.047505323581233e-21,8.508999246312764e-12,1.4731808791296892e-14,4.061721400226095e-15,1.2006772764895988e-19,3.208662750577414e-19,4.365025718499966e-24,2.400519415268154e-32,1.1507469592547207e-15,2.8387202146131997e-36,1.6471164644891375e-17,2.5906241273436737e-22,1.02088661435203e-21
0.006154550623908519,0.5558122915599153,3.76,0.0,0.9217159856305451,0.9994712261530482,0.0005712164654501109,3.994730925107491e-26,8.695237161638788e-19,4.380310948078307e-05,1.660251276139366e-05,2.3504426911873927e-07,4.120462693756223e-08,1.926186418730284e-08,5.414756910519202e-05,0.0004297088678289252,4.539707799760815e-09,1.2875177248965787e-09,1.5225314886571241e-09,4.420927148290526e-06,0.0001391310639667723,9.048721733622966e-10,1.7896751052593696e-05,2.2687626606453454e-06,1.0153397732688036e-18,3.2848624413435636e-13,2.8548030679736886e-10,6.10870540745637e-20,3.2842009780541363e-13,4.359290879461426e-13,2.0397081095450054e-19,1.9701963027277214e-14,6.456574405899169e-20,2.6607399389276983e-14,2.3225316188469953e-07,8.226037219522388e-18,2.4572695334527642e-12,5.196622585675322e-21,3.2102019245637938e-25,3.357963833464732e-15,4.8345027099935356e-17,6.283041192839145e-13,1.528175421789473e-20,1.7998464753135435e-21,2.5803329295532e-10,5.551355648059646e-14,8.006386683569338e-23,4.105523589703525e-21,8.539063896744e-12,1.4842257611392988e-14,4.1436783970764024e-15,1.224901302194594e-19,3.2392033820521226e-19,4.3915954574648605e-24,2.4388810177401735e-32,1.1654131791327008e-15,2.8837204400965513e-36,1.6677257153668078e-17,2.6428975755178537e-22,1.0219595879642764e-21
0.006178723887936471,0.5558122785079342,3.76,0.0,0.921712227571644,0.9994686582229345,0.0005740913611398836,4.002727753519666e-26,8.70006920357794e-19,4.382072674296508e-05,1.662369201826361e-05,2.3513820354035778e-07,4.1238927121052995e-08,1.9292214075739304e-08,5.444757998705467e-05,0.00043174566994779953,4.544551532072151e-09,1.2893623602203735e-09,1.5281734994357367e-09,4.45392886000396e-06,0.00013986352546035434,9.095448705968183e-10,1.8067984231835008e-05,2.2725700552722258e-06,1.022919177825244e-18,3.3117220116144014e-13,2.8892159456087684e-10,6.186854241520266e-20,3.287756649767324e-13,4.363877887019347e-13,2.0418867586098479e-19,1.9802617371522977e-14,6.463451703726479e-20,2.6649135330821285e-14,2.3361202560328955e-07,8.334689959942817e-18,2.492345214410084e-12,5.2707844428647334e-21,3.2526077588193674e-25,3.3909749748834196e-15,4.864589003312558e-17,6.388239575163815e-13,1.5537621702339366e-20,1.8118835866735788e-21,2.6034002278044514e-10,5.643908795201693e-14,8.11161932006306e-23,4.164116993711479e-21,8.569186863563192e-12,1.4953116052603416e-14,4.22691234236207e-15,1.2495026798893733e-19,3.269959838138177e-19,4.418243005088132e-24,2.4765676577083714e-32,1.1802061723826853e-15,2.928567398661797e-36,1.6885087381693703e-17,2.6959854828673993e-22,1.023032237303572e-21
0.0062028971519644234,0.5558122655000162,3.76,0.0,0.9217084669569314,0.9994660883900848,0.0005769686964169188,4.011232157269341e-26,8.704824558074609e-19,4.383834858313773e-05,1.664487720438462e-05,2.3523216158665364e-07,4.1273249985089674e-08,1.9322588509417636e-08,5.4748098328992164e-05,0.00043378293565151494,4.549398639230656e-09,1.2912085673592108e-09,1.5338237115544405e-09,4.487052470499659e-06,0.00014059646823039897,9.142223592849408e-10,1.8240096258058346e-05,2.2763808582820676e-06,1.0305265786396431e-18,3.338708264887732e-13,2.9239010674459837e-10,6.265700790937957e-20,3.2913214358733204e-13,4.368474584590776e-13,2.044070198438024e-19,1.9903371567796282e-14,6.470344639409967e-20,2.6690944620187608e-14,2.3497322719644388e-07,8.44435551033319e-18,2.5277671900460343e-12,5.3456783875199974e-21,3.295411698186983e-25,3.4241716819299867e-15,4.8948295823722867e-17,6.494744972417757e-13,1.5796668194746624e-20,1.8239585961066084e-21,2.626576946738834e-10,5.737601000846242e-14,8.217838213266817e-23,4.223288818375329e-21,8.599369377038044e-12,1.5064384703645424e-14,4.31143751201351e-15,1.2744856195115864e-19,3.3009333817399794e-19,4.444934081519432e-24,2.5159058142719797e-32,1.1951265976785547e-15,2.974658875293721e-36,1.7094682210394342e-17,2.7498969546796365e-22,1.0241073366474533e-21
0.0062270704159923754,0.5558122525362121,3.76,0.0,0.9217047037850313,0.9994635166533291,0.0005798484729506815,4.0190434117304186e-26,8.709672575541625e-19,4.385597486478987e-05,1.666606829874156e-05,2.3532614252208126e-07,4.130759545390847e-08,1.9352987546025112e-08,5.504912457581675e-05,0.000435820664791306,4.554249089472989e-09,1.293056344524183e-09,1.539482117247663e-09,4.520298154739832e-06,0.00014132989249684386,9.18904556932512e-10,1.841308800071163e-05,2.2801950635148438e-06,1.0381620158937048e-18,3.365820997464158e-13,2.958859621726643e-10,6.345240594991814e-20,3.2948837317050965e-13,4.373070256782418e-13,2.0462530310461654e-19,2.0004225169524268e-14,6.477235065441964e-20,2.6732761266082996e-14,2.3633676966080978e-07,8.555048409626575e-18,2.563537421616878e-12,5.421308545043384e-21,3.33861156979881e-25,3.457555322577458e-15,4.925219686949768e-17,6.602568385739786e-13,1.605892044929001e-20,1.8360691033182955e-21,2.649863196105595e-10,5.832441657687857e-14,8.325031222688557e-23,4.283042326774041e-21,8.629610194683815e-12,1.5176064162611764e-14,4.3972682848995505e-15,1.2998543758166876e-19,3.3321253494605845e-19,4.4717057152058666e-24,2.554362891802189e-32,1.2101751158830012e-15,3.0204810938786145e-36,1.7306032040616226e-17,2.804641162214761e-22,1.0251819903324342e-21
0.0062512436800203275,0.5558122396165737,3.76,0.0,0.9217009380545776,0.999460943011503,0.0005827306924020621,4.0278134101228384e-26,8.714427807512113e-19,4.3873605457201436e-05,1.6687265281774346e-05,2.3542014564562092e-07,4.134196335110569e-08,1.9383411018519734e-08,5.535065917172611e-05,0.0004378588572111694,4.559102887705814e-09,1.2949056847103254e-09,1.5451487284151109e-09,4.553666087718675e-06,0.00014206379847505915,9.235915513128506e-10,1.8586960329423904e-05,2.2840126652518027e-06,1.045825529777844e-18,3.3930611047889476e-13,2.9940927993912075e-10,6.425486121089537e-20,3.298455568872485e-13,4.3776759548194287e-13,2.0484408401746595e-19,2.0105178621569015e-14,6.484141774472592e-20,2.6774653615155685e-14,2.377026559894282e-07,8.666766060826333e-18,2.599657873952172e-12,5.497679091903894e-21,3.3822144644256017e-25,3.4911251430124035e-15,4.9557648155157304e-17,6.711720871644062e-13,1.6324405363196305e-20,1.848217780174551e-21,2.6732590856520624e-10,5.928440203310861e-14,8.433223171919896e-23,4.343380814790361e-21,8.659910628961875e-12,1.5288155018192336e-14,4.484419143055167e-15,1.3256132190029572e-19,3.363537010180835e-19,4.4985183440044236e-24,2.5947095781729913e-32,1.2253523900128707e-15,3.06768994984294e-36,1.7519164731804017e-17,2.860227342205668e-22,1.0262591971404327e-21
0.0062754169440482795,0.5558122267411522,3.76,0.0,0.9216971697642133,0.999458367463448,0.000585615356423562,4.0353835434434504e-26,8.719292746628504e-19,4.3891240235054245e-05,1.6708468135282153e-05,2.3551417028183603e-07,4.137635361289103e-08,1.941385898746686e-08,5.5652702560044634e-05,0.0004398975127484538,4.563960002644107e-09,1.2967565867565908e-09,1.5508235379784259e-09,4.5871564444792215e-06,0.00014279818637606754,9.282832543063328e-10,1.8761714114076082e-05,2.287833658204158e-06,1.0535171604997306e-18,3.4204283482425767e-13,3.0296017941821465e-10,6.50643254999248e-20,3.3020244012151347e-13,4.3822801876817764e-13,2.0506278063778215e-19,2.0206231445315222e-14,6.491045167500031e-20,2.6816550396858685e-14,2.390708891721511e-07,8.779524264833686e-18,2.63613051582642e-12,5.5747941685817816e-21,3.4262180466294497e-25,3.5248826921852608e-15,4.986459818530949e-17,6.822213542268614e-13,1.659314996033817e-20,1.860402001071574e-21,2.6967647250907753e-10,6.025606120824683e-14,8.542400392867318e-23,4.404307557549878e-21,8.690269357279233e-12,1.5400657869101742e-14,4.572904672354457e-15,1.3517664655124803e-19,3.3951697121031816e-19,4.525414577641425e-24,2.633930488633782e-32,1.2406590852896763e-15,3.114492203418937e-36,1.7734069795368043e-17,2.916664797956558e-22,1.0273358293927148e-21
0.0062995902080762315,0.5558122139099998,3.76,0.0,0.9216933989125914,0.9994557900080107,0.0005885024666599426,4.044479241078298e-26,8.724046663272568e-19,4.390887907843481e-05,1.6729676842341656e-05,2.356082157877115e-07,4.1410766074845225e-08,1.944433129494322e-08,5.595525518357037e-05,0.0004419366312338632,4.568820441285635e-09,1.2986090439499698e-09,1.5565065579308623e-09,4.620769400104992e-06,0.00014353305640668837,9.329797594868066e-10,1.8937350224728116e-05,2.2916580374807083e-06,1.0612369482623388e-18,3.447923661488326e-13,3.0653878025452156e-10,6.588092773002531e-20,3.3056032416374276e-13,4.3868948128627763e-13,2.0528199526413873e-19,2.0307384123618724e-14,6.497965550799041e-20,2.6858525462886378e-14,2.404414721956727e-07,8.893319233270388e-18,2.6729573195970017e-12,5.6526579683832276e-21,3.4706296096967786e-25,3.5588270268097984e-15,5.017310601354035e-17,6.934057565472449e-13,1.686518140909508e-20,1.8726246727795743e-21,2.7203802241307185e-10,6.123948938475847e-14,8.652589395276838e-23,4.4658258640870285e-21,8.720687778661137e-12,1.551357330403831e-14,4.662739562716426e-15,1.3783184462825037e-19,3.4270247299378154e-19,4.552348964306978e-24,2.6753206943021334e-32,1.256095869100786e-15,3.162846045533766e-36,1.7950776116350794e-17,2.973962898779987e-22,1.0284151278252076e-21
0.0063237634721041835,0.5558122011231681,3.76,0.0,0.9216896254983732,0.9994532106440429,0.0005913920247483847,4.051743203344395e-26,8.728929600929005e-19,4.392652187247034e-05,1.6750891387246016e-05,2.3570228154390446e-07,4.1445200684449224e-08,1.9474828004404077e-08,5.625831748432216e-05,0.0004439762124920192,4.573684172842523e-09,1.300463055722913e-09,1.5621977818328303e-09,4.654505129736182e-06,0.00014426840876974437,9.376809730194638e-10,1.9113869531717664e-05,2.2954857985790006e-06,1.068984933304229e-18,3.4755467702294137e-13,3.101452023744246e-10,6.670461600024641e-20,3.30917852794141e-13,4.3915075101060007e-13,2.0550110058897194e-19,2.0408636142990828e-14,6.504881760100778e-20,2.6900501850641032e-14,2.418144080442286e-07,9.008168100841302e-18,2.7101402615754873e-12,5.731274646899639e-21,3.51544665463384e-25,3.592959897843653e-15,5.048311595705599e-17,7.047264165088067e-13,1.7140527004711712e-20,1.884882926871511e-21,2.7441056924565367e-10,6.223478230310741e-14,8.763774861942263e-23,4.527939021599398e-21,8.751164485531474e-12,1.562690192241482e-14,4.753938608807349e-15,1.4052735400156031e-19,3.45910342377247e-19,4.579370327385041e-24,2.7152958809673713e-32,1.271663411053721e-15,3.210631854264726e-36,1.816927226856955e-17,3.0321310811647984e-22,1.0294937145269212e-21
0.0063479367361321355,0.55581218838071,3.76,0.0,0.9216858495202285,0.9994506293704017,0.0005942840323191003,4.061234872815071e-26,8.733680891417639e-19,4.3944168507322595e-05,1.6772111755405133e-05,2.3579636696147907e-07,4.1479657288123126e-08,1.950534896604682e-08,5.656188990387378e-05,0.0004460162563414492,4.578551206190423e-09,1.3023186156133387e-09,1.5678972217812286e-09,4.688363808561547e-06,0.00014500424366419525,9.423869943730203e-10,1.9291272905559457e-05,2.299316937354124e-06,1.0767611558433652e-18,3.503298647168596e-13,3.1377956597505714e-10,6.753552359707086e-20,3.312764331599448e-13,4.3961309983516266e-13,2.0572074616287282e-19,2.0509988027078952e-14,6.511815733143877e-20,2.6942559344408063e-14,2.431896996993079e-07,9.124065813458104e-18,2.747681321667743e-12,5.810648414327856e-21,3.56067667893315e-25,3.627280150646169e-15,5.079469144277062e-17,7.161844621016303e-13,1.7419214188434963e-20,1.897179923264993e-21,2.767941239747565e-10,6.324203615760853e-14,8.8759851158457e-23,4.590650352315771e-21,8.781700968151006e-12,1.5740644312969566e-14,4.846516710222668e-15,1.4326361388664503e-19,3.4914070739814086e-19,4.6064266667953086e-24,2.757767982200609e-32,1.2873623829331164e-15,3.2601598959604295e-36,1.8389588212642374e-17,3.091178848145493e-22,1.0305750910564987e-21
0.0063721100001600875,0.5558121756826776,3.76,0.0,0.921682070976835,0.9994480461859482,0.0005971784909954674,4.0681167751523985e-26,8.738583047853302e-19,4.396181887784713e-05,1.679333793331743e-05,2.3589047147333505e-07,4.15141358439487e-08,1.9535894246221668e-08,5.686597288310578e-05,0.0004480567625951235,4.583421511048356e-09,1.3041757236158514e-09,1.5736048719217172e-09,4.722345611833891e-06,0.00014574056128533152,9.470977238894344e-10,1.946956121707088e-05,2.303151450012232e-06,1.084565656154021e-18,3.5311789814467464e-13,3.174419915369674e-10,6.837359477239759e-20,3.3163459938097376e-13,4.4007520707089354e-13,2.059402558449153e-19,2.0611439224463917e-14,6.518744617442516e-20,2.6984614843439286e-14,2.445673501406305e-07,9.241030918052836e-18,2.785582483741227e-12,5.890783441399157e-21,3.6063170181483556e-25,3.661789760977671e-15,5.110777228332835e-17,7.277810269483019e-13,1.77012705285622e-20,1.909512531693115e-21,2.7918869756688834e-10,6.426134760334266e-14,8.989203059053875e-23,4.653963155528106e-21,8.812295728801854e-12,1.5854801075888157e-14,4.94048887222078e-15,1.4604106843796205e-19,3.5239370528404226e-19,4.633573705539255e-24,2.798484543504161e-32,1.3031934587589318e-15,3.308931392859387e-36,1.861171153416004e-17,3.1511157705445787e-22,1.0316556095842549e-21
0.0063962832641880395,0.5558121630291242,3.76,0.0,0.9216782898668778,0.9994454610895481,0.000600075402394605,4.07808627377024e-26,8.743330268764944e-19,4.397947288358091e-05,1.6814569908452585e-05,2.359845945408587e-07,4.1548636208118146e-08,1.9566463702319734e-08,5.717056686252849e-05,0.00045009773106042704,4.5882950979767345e-09,1.30603437348026e-09,1.5793207444692687e-09,4.7564507148622065e-06,0.00014647736182489754,9.518132670442696e-10,1.9648735337244406e-05,2.3069893330803735e-06,1.0923984744712644e-18,3.559188785750982e-13,3.211325998118796e-10,6.921896733595902e-20,3.319938728147171e-13,4.4053843666646404e-13,2.0616033002872657e-19,2.0712990302602277e-14,6.525692109582583e-20,2.7026754526786772e-14,2.45947362345544e-07,9.359057013370973e-18,2.8238457352712187e-12,5.971683955259493e-21,3.652375376570597e-25,3.696487339113208e-15,5.142242660718726e-17,7.395172503131439e-13,1.7986723740932215e-20,1.9218841850166435e-21,2.8159430098783385e-10,6.5292813751728e-14,9.103458965325142e-23,4.7178807667056196e-21,8.842950353966188e-12,1.596937279997597e-14,5.035870205878826e-15,1.488601630405469e-19,3.556694646203093e-19,4.660752180640205e-24,2.842080720186085e-32,1.3191573147391002e-15,3.359664594943698e-36,1.88356733218172e-17,3.2119514862689105e-22,1.0327390528885607e-21
0.0064204565282159915,0.5558121504201025,3.76,0.0,0.9216745061890492,0.9994428740800716,0.0006029747681274836,4.084497884055418e-26,8.748253021568272e-19,4.399713042842291e-05,1.683580766925444e-05,2.3607873564551332e-07,4.1583158348677566e-08,1.959705740359017e-08,5.7475672282037475e-05,0.0004521391615396747,4.593171937203978e-09,1.3078945657348785e-09,1.5850448340988947e-09,4.79067929302649e-06,0.00014721464547127328,9.56533518230558e-10,1.982879613739925e-05,2.3108305834022712e-06,1.1002596511098252e-18,3.587327711651409e-13,3.2485151183654365e-10,7.007158153851283e-20,3.3235266921514396e-13,4.41001373126499e-13,2.0638023999707376e-19,2.081464066884644e-14,6.532633536026059e-20,2.7068888673584702e-14,2.473297392902782e-07,9.47816414465546e-18,2.862473067699821e-12,6.053354141804212e-21,3.698848921505946e-25,3.731375110337551e-15,5.173858938065894e-17,7.513942771283228e-13,1.8275601668583315e-20,1.9342914705054616e-21,2.840109452029311e-10,6.633653217773563e-14,9.218733813547936e-23,4.782406497253928e-21,8.873663250327477e-12,1.6084360086264606e-14,5.132675928860248e-15,1.5172134819200304e-19,3.5896812388543024e-19,4.688025459226109e-24,2.883521970822542e-32,1.3352546293317813e-15,3.409422380208814e-36,1.9061460119742184e-17,3.273695701632035e-22,1.0338214819515087e-21
0.0064446297922439435,0.5558121378556657,3.76,0.0,0.9216707199420484,0.9994402851563928,0.0006058765897994702,4.095040248286604e-26,8.752994580891093e-19,4.401479142061749e-05,1.685705120500656e-05,2.3617289429542367e-07,4.161770213059688e-08,1.9627675213754066e-08,5.778128958122689e-05,0.00045418105383006655,4.5980520408002305e-09,1.3097562943042755e-09,1.5907771531603826e-09,4.825031521770107e-06,0.00014795241240958751,9.612585890598213e-10,2.000974448902763e-05,2.314675198109033e-06,1.1081492263236634e-18,3.61559681288405e-13,3.285988489193112e-10,7.093157987831617e-20,3.327126331781323e-13,4.414654787815684e-13,2.0660074086093456e-19,2.0916390937718145e-14,6.539594489871399e-20,2.711111035713058e-14,2.4871448394902817e-07,9.598344473826848e-18,2.9014664760929198e-12,6.135798245191742e-21,3.745745567530657e-25,3.766451424097385e-15,5.205633378748961e-17,7.63413258002806e-13,1.8567932303680227e-20,1.946738115420745e-21,2.86438641176578e-10,6.739260091516554e-14,9.335059977020505e-23,4.847543695932196e-21,8.904436105903502e-12,1.619976352364933e-14,5.230921365541955e-15,1.546250754947065e-19,3.622898121921328e-19,4.715326239625511e-24,2.928288671884097e-32,1.351486083193611e-15,3.461393605513958e-36,1.9289104199861246e-17,3.3363581905716668e-22,1.0349069828149283e-21
0.0064688030562718955,0.5558121253358677,3.76,0.0,0.9216669311245808,0.9994376943173897,0.0006087808690104132,4.100879299091998e-26,8.75793948056779e-19,4.403245577245497e-05,1.6878300505864733e-05,2.3626707001711424e-07,4.165226753128525e-08,1.9658317204966917e-08,5.8087419199147604e-05,0.0004562234077241831,4.602935379500076e-09,1.3116195602248148e-09,1.5965176968016605e-09,4.859507576613964e-06,0.00014869066282188805,9.659883678333415e-10,2.019158126397182e-05,2.3185231746171096e-06,1.116067240472641e-18,3.6439957023200483e-13,3.3237473265517515e-10,7.179889843532309e-20,3.330720526869465e-13,4.419292367579421e-13,2.0682104729069042e-19,2.1018240471786124e-14,6.546548333039858e-20,2.715332271582435e-14,2.501015992954872e-07,9.719619639265963e-18,2.940827959485891e-12,6.219020466501049e-21,3.79306231001422e-25,3.801718782022378e-15,5.237558957945e-17,7.75575349248928e-13,1.8863743765697782e-20,1.9592204022255202e-21,2.8887739987368413e-10,6.846111846417739e-14,9.452416357368623e-23,4.91329568627575e-21,8.935267226008355e-12,1.6315583714079413e-14,5.330621947818271e-15,1.575718018491782e-19,3.6563466930389436e-19,4.7427263414932965e-24,2.9704336527567253e-32,1.3678523592461177e-15,3.512136586394906e-36,1.951859100886925e-17,3.3999487960580795e-22,1.0359913022968114e-21
0.0064929763202998475,0.5558121128607616,3.76,0.0,0.9216631397353581,0.9994351015619434,0.0006116876073551585,4.1121045374978284e-26,8.762673620116362e-19,4.4050123400252385e-05,1.6899555562705576e-05,2.3636126236204095e-07,4.1686854423564617e-08,1.9688983246471973e-08,5.8394061574612275e-05,0.000458266223009924,4.60782196672472e-09,1.3134843575604796e-09,1.6022664775250718e-09,4.894107633149082e-06,0.00014942939688724507,9.707229724444857e-10,2.03743073342448e-05,2.3223745105997405e-06,1.1240137338310652e-18,3.6725254759258214e-13,3.3617928491115335e-10,7.267368457739923e-20,3.334327053312824e-13,4.423942145396794e-13,2.0704197329368037e-19,2.1120189936152217e-14,6.553522703889695e-20,2.719562625688896e-14,2.5149108830161675e-07,9.841980267113707e-18,2.980559520556671e-12,6.303025066971342e-21,3.8408072781987025e-25,3.837175244794197e-15,5.269643537675298e-17,7.878817128910486e-13,1.916306432487006e-20,1.9717423758189957e-21,2.913272322579717e-10,6.954218378625557e-14,9.570837588247508e-23,4.979665830386691e-21,8.966158405852999e-12,1.6431821246558466e-14,5.4317932151967025e-15,1.6056198512281706e-19,3.6900282483801157e-19,4.7701495819494714e-24,3.0164221154538327e-32,1.384354142619481e-15,3.565380769511752e-36,1.9749954059870443e-17,3.4644774292263988e-22,1.0370788535212694e-21
0.0065171495843277995,0.5558121004304017,3.76,0.0,0.9216593457730973,0.9994325068889391,0.0006145968064236116,4.1172528243429545e-26,8.767642407385152e-19,4.406779422407255e-05,1.6920816367187423e-05,2.3645547089846637e-07,4.172146279364165e-08,1.9719673413345337e-08,5.870121714595519e-05,0.00046030949947098524,4.61271177370717e-09,1.3153506878326927e-09,1.608023490895693e-09,4.928831867050174e-06,0.00015016861478191074,9.754622849431779e-10,2.0557923572232154e-05,2.3262292039870018e-06,1.1319887468085601e-18,3.7011857066281834e-13,3.4001262784252724e-10,7.355587002800252e-20,3.337927411647278e-13,4.428587868454316e-13,2.0726267257642838e-19,2.1222238644770363e-14,6.560488844827031e-20,2.7237916415708084e-14,2.5288295393945953e-07,9.965449693568206e-18,3.0206631659523602e-12,6.387816262879947e-21,3.8889772909300065e-25,3.872823619491994e-15,5.3018795320005023e-17,8.003335166925968e-13,1.9465922378811124e-20,1.9842999896696533e-21,2.937881492946184e-10,7.063589631207071e-14,9.69030032744001e-23,5.0466574639427185e-21,8.997107843280845e-12,1.65484767240239e-14,5.5344508156411756e-15,1.6359608867969412e-19,3.723944198791697e-19,4.797677111221629e-24,3.0592450469455925e-32,1.4009921207232436e-15,3.617105984444921e-36,1.998317764328077e-17,3.5299540708776257e-22,1.0381650443263665e-21
0.0065413228483557516,0.555812088044842,3.76,0.0,0.9216555492365215,0.9994299102972651,0.0006175084678012276,4.1292879321452515e-26,8.772367183463757e-19,4.408546816770376e-05,1.694208291158203e-05,2.3654969521794943e-07,4.1756092521329e-08,1.9750387579594506e-08,5.900888635133061e-05,0.000462353236886782,4.617604815075879e-09,1.3172185452111972e-09,1.6137887495863238e-09,4.963680454068373e-06,0.00015090831667941343,9.802064296670843e-10,2.0742430850487627e-05,2.330087252937855e-06,1.1399923197008973e-18,3.7299775339204165e-13,3.4387488387701993e-10,7.444560722190369e-20,3.341540813104372e-13,4.433246335577045e-13,2.0748402254948595e-19,2.132438731711816e-14,6.567476600165334e-20,2.728030171644976e-14,2.542771991795939e-07,1.0090016899612013e-17,3.0611409059846414e-12,6.4733983326201416e-21,3.9375806973987515e-25,3.908661647711152e-15,5.334275387655668e-17,8.129319341644042e-13,1.977234647757703e-20,1.996897631461833e-21,2.9626016194733175e-10,7.17423559361177e-14,9.810841642726493e-23,5.114273962445397e-21,9.028117446713236e-12,1.6665550735601753e-14,5.6386105056332986e-15,1.6667457669978482e-19,3.7580958452403303e-19,4.825222950018268e-24,3.106511875790375e-32,1.4177669831854727e-15,3.671660317865583e-36,2.021829657426439e-17,3.5963887705188524e-22,1.0392546406514197e-21
