Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171)
2.2384106975685997e-07,0.8737052919238301,3.76,0.0,0.7421464217057628,0.9999556687216096,3.215307531146293e-06,9.884142464310302e-16,2.5412490590384923e-11,0.00010339712818920789,3.7813360967966115e-05,2.9360062502764542e-09,5.876119061907937e-06,2.1975812571696384e-05,1.585736483430555e-05,2.8701337366585274e-07,3.451158869318815e-06,3.660173375584868e-09,1.6316598225124242e-10,7.276967180213978e-10,8.548596861343212e-10,9.167320283154056e-11,1.2080446752949144e-09,9.48934054784243e-08,3.3160686073774093e-17,1.3705430860623738e-14,1.3370689478729517e-14,8.47340989523107e-20,2.674029066692198e-10,3.109205721287285e-10,1.3998560726745262e-16,8.2210876827313e-16,1.6978374333739802e-16,1.1802238743899724e-11,2.7968443441208553e-09,3.4006548834561974e-20,5.305909030321668e-17,5.30428357175753e-22
2.2961340996528638e-07,0.8737054754730195,3.76,0.0,0.7421432645259954,0.9999544401578596,3.433998735705091e-06,1.035699897811117e-15,2.6235978401034195e-11,0.00010653724470457427,3.876497487197854e-05,3.0287947208255963e-09,6.091181035229058e-06,2.2216017041910643e-05,1.6517849530733142e-05,3.032791965545343e-07,3.54517167329837e-06,3.781658822040906e-09,1.7387340276278373e-10,7.930403536646385e-10,9.296237012682231e-10,9.843607948293185e-11,1.3100822989739153e-09,9.946830258916775e-08,3.6143290802868954e-17,1.5142671400056408e-14,1.5136357434834174e-14,1.0000918457512288e-19,2.760109019948488e-10,3.230919695417034e-10,1.4558581460086466e-16,8.763947489018185e-16,1.7646484639648307e-16,1.2265019225844852e-11,2.947496575219712e-09,4.036457845048459e-20,5.950354809525879e-17,5.950718470653512e-22
2.3538575017371278e-07,0.8737056592175682,3.76,0.0,0.742140087976923,0.9999532094775258,3.660547869171608e-06,1.083645348156169e-15,2.7064771974208974e-11,0.00010969619785190939,3.9715332057626264e-05,3.122162272931739e-09,6.305985547274638e-06,2.2447639368301057e-05,1.7185392271847633e-05,3.200454682978152e-07,3.6376314263319907e-06,3.9042837498878435e-09,1.8499429554489078e-10,8.624784272332084e-10,1.0089215682249048e-09,1.0550794395021395e-10,1.4178535781523133e-09,1.0413253061228749e-07,3.93130851404798e-17,1.6691133774628066e-14,1.708483115440704e-14,1.175001292931193e-19,2.848134642813612e-10,3.3557421011111817e-10,1.513394993028685e-16,9.3279768510838e-16,1.8331931315975614e-16,1.2739666316353085e-11,3.1040052680971654e-09,4.770527384113738e-20,6.65481364222655e-17,6.65754822297942e-22
2.411580903821392e-07,0.8737058431581874,3.76,0.0,0.7421368923956722,0.999951976776965,3.894942849326621e-06,1.132228495350152e-15,2.789877782452224e-11,0.00011287364616602972,4.066442955737377e-05,3.216098530225497e-09,6.520379650139694e-06,2.2671031411985013e-05,1.7859742075353453e-05,3.373156147284993e-07,3.7285148442555774e-06,4.028038608684e-09,1.9653396970809993e-10,9.361627867832034e-10,1.0929136573870248e-09,1.1289429990250693e-10,1.5315103052515372e-09,1.0888493487571167e-07,4.267702223951184e-17,1.835646769439454e-14,1.923007992289957e-14,1.3745182274012849e-19,2.938080380523022e-10,3.483638182399211e-10,1.5724509066764038e-16,9.913457393875266e-16,1.9034524059035926e-16,1.3226048525738039e-11,3.266516830650765e-09,5.614885681111259e-20,7.423282735974611e-17,7.428808153330677e-22
2.4693043059056564e-07,0.8737060272955608,3.76,0.0,0.742133678115477,0.9999507421484608,4.137166157265368e-06,1.1814281223388806e-15,2.8737903382524304e-11,0.00011606925212608348,4.1612264566364294e-05,3.310593228286741e-09,6.734218753859859e-06,2.2886530608660458e-05,1.8540658250577345e-05,3.550930059106609e-07,3.817803576783072e-06,4.1529138777389806e-09,2.0849763249101744e-10,1.014247173722543e-09,1.181762087636648e-09,1.206005638781065e-10,1.6512027637909523e-09,1.1372437342276184e-07,4.624214213116743e-17,2.014445579513214e-14,2.158677335392277e-14,1.6012768166035335e-19,3.0299203632996867e-10,3.6145721804402e-10,1.6330096026964425e-16,1.052066576800399e-15,1.9754066765243818e-16,1.3724030505255944e-11,3.4351760128037774e-09,6.582636577520887e-20,8.2599258000082e-17,8.268702208094517e-22
2.5270277079899207e-07,0.8737062116303431,3.76,0.0,0.7421304454655793,0.9999495056803932,4.387195138260432e-06,1.2312238663569701e-15,2.958205702980265e-11,0.0001192826822555604,4.2558834435700287e-05,3.4056362181002986e-09,6.9473663856714025e-06,2.3094460559117244e-05,1.9227909976521917e-05,3.7338095665847934e-07,3.905483823548101e-06,4.27890007202779e-09,2.2089038936362127e-10,1.096887185988553e-09,1.2756306856522837e-09,1.2863206649177249e-10,1.777079717955308e-09,1.1864971688795087e-07,5.001557003747118e-17,2.206101192957673e-14,2.4170297576927648e-14,1.8581035525472116e-19,3.1236284452485076e-10,3.748507427391466e-10,1.695054268272228e-16,1.1149873650628218e-15,2.0490358058978158e-16,1.4233473416620854e-11,3.6101258609894085e-09,7.688026531644106e-20,9.169075914658169e-17,9.181605873370179e-22
2.584751110074185e-07,0.8737063961631646,3.76,0.0,0.7421271947711369,0.9999482674573993,4.645002293801641e-06,1.28159618903833e-15,3.043114813244256e-11,0.0001225136072133298,4.350413666600251e-05,3.5012174692353424e-09,7.159693947354484e-06,2.329513159561221e-05,1.9921275897194164e-05,3.9218272708581344e-07,3.991545974158173e-06,4.4059877478025675e-09,2.337172442558854e-10,1.1842402412905596e-09,1.374684945440063e-09,1.369940536957771e-10,1.9092884079833203e-09,1.2365984837328931e-07,5.400451468637969e-17,2.411217940100571e-14,2.6996771212274113e-14,2.148024209947708e-19,3.219178242880116e-10,3.885406437255205e-10,1.7585676085059872e-16,1.1801347752706336e-15,2.1243191802288598e-16,1.4754235273378694e-11,3.7915076771217935e-09,8.946506651960855e-20,1.0155238360169193e-16,1.0172069051943317e-21
2.642474512158449e-07,0.8737065808946279,3.76,0.0,0.7421239263531396,0.9999470275605284,4.910555564759582e-06,1.3325263473907188e-15,3.1285087072462395e-11,0.00012576170187603877,4.444816890123632e-05,3.597327072746045e-09,7.37108047152886e-06,2.348884132509057e-05,2.0620543733504685e-05,4.115015231840072e-07,4.075984270905193e-06,4.534167507904296e-09,2.4698309990579795e-10,1.2764655404616611e-09,1.479091988139386e-09,1.4569168808874206e-10,2.047974550898665e-09,1.2875366332513345e-07,5.821626663185876e-17,2.6304129145567452e-14,3.0083061127026025e-14,2.474270700422374e-19,3.316543173292295e-10,4.0252309942992173e-10,1.823531890797069e-16,1.2475349832392331e-15,2.2012357590017432e-16,1.5286171270335254e-11,3.979460981861295e-09,1.0374795739230713e-19,1.1223093404816924e-16,1.1244818899145583e-21
2.7001979142427135e-07,0.8737067658253124,3.76,0.0,0.7421206405283367,0.9999457860673912,5.183818605648564e-06,1.3839963656330513e-15,3.2143785276723444e-11,0.00012902664541220103,4.5390928922793996e-05,3.693955243801376e-09,7.581412377694478e-06,2.3675875150199043e-05,2.1325509911059957e-05,4.313404974255236e-07,4.1587964928440746e-06,4.663430006778336e-09,2.606927583210067e-10,1.373724030961559e-09,1.5890205221410274e-09,1.547300502667241e-10,2.193282346129143e-09,1.3393006941160385e-07,6.265819658095869e-17,2.8643157869760526e-14,3.344679796557567e-14,2.84028781524705e-19,3.415696491991233e-10,4.167942239696621e-10,1.889928988235813e-16,1.3172136714219294e-15,2.2797641235455088e-16,1.5829134124690016e-11,4.174123481967405e-09,1.19909442697063e-19,1.2377499052366355e-16,1.2404762617114102e-21
2.757921316326978e-07,0.8737069509557737,3.76,0.0,0.7421173376091692,0.9999445430523012,5.464751049991928e-06,1.4359890078762857e-15,3.3007155243237884e-11,0.000132308121348303,4.6332414643822285e-05,3.791092324059943e-09,7.790583228735487e-06,2.38565067689995e-05,2.2035979203196644e-05,4.517027493911041e-07,4.239983660018227e-06,4.793765955202979e-09,2.748509213481039e-10,1.4761783705702126e-09,1.7046408035534005e-09,1.6411414021134814e-10,2.3453544855867473e-09,1.3918798640060295e-07,6.733775372927276e-17,3.1135686149396966e-14,3.71063914499765e-14,3.2497398502956477e-19,3.5166113301853226e-10,4.3135007562675024e-10,1.9577404226109975e-16,1.3891960313752748e-15,2.359882524655224e-16,1.6382974399789793e-11,4.37563104166292e-09,1.3814399253349117e-19,1.3623493749066533e-16,1.365699020795461e-21
2.815644718411242e-07,0.8737071362865435,3.76,0.0,0.7421140179037109,0.9999432985864124,5.753308766818077e-06,1.4884877516110891e-15,3.387511056512922e-11,0.00013560581762725004,4.727262410378503e-05,3.888728783803796e-09,7.998493488534844e-06,2.403099865425372e-05,2.2751764388633993e-05,4.7259132641825176e-07,4.3195497566776e-06,4.925166124741647e-09,2.894621913433833e-10,1.5839928913100062e-09,1.8261245970503528e-09,1.738488787101245e-10,2.5043321678067886e-09,1.4452634603845902e-07,7.226246410673917e-17,3.378825649624578e-14,4.1081045445639025e-14,3.7065171078863024e-19,3.619260731344606e-10,4.461866650769736e-10,2.026947406683714e-16,1.4635067667478038e-15,2.4415689289121153e-16,1.6947540808492743e-11,4.584117657946695e-09,1.586606990279175e-19,1.4966299050462437e-16,1.500677718636407e-21
2.8733681204955064e-07,0.8737073218181325,3.76,0.0,0.7421106817156168,0.9999420527378494,6.0494441083383435e-06,1.5414767619685272e-15,3.474756595246724e-11,0.0001389194266594709,4.82115554632508e-05,3.986855223839459e-09,8.205050281279954e-06,2.4199602513113467e-05,2.3472685923146795e-05,4.940092242689509e-07,4.397501472398829e-06,5.057621351926974e-09,3.045310719389965e-10,1.6973335636319266e-09,1.9536451371316276e-09,1.8393910880445032e-10,2.670355115766665e-09,1.4994409192921954e-07,7.7439928935708e-17,3.660753139838874e-14,4.5390772788801554e-14,4.214742271318767e-19,3.7236176868936636e-10,4.612999633388603e-10,2.0975308851347913e-16,1.5401700967593934e-15,2.5248010634471887e-16,1.7522680523928132e-11,4.79971543973367e-09,1.8168394050884023e-19,1.64113222483534e-16,1.6459587251590677e-21
2.9310915225797707e-07,0.8737075075510299,3.76,0.0,0.7421073293440791,0.9999408055718336,6.35310614887803e-06,1.5949408667349081e-15,3.562443725201681e-11,0.0001422486453669926,4.9149206998896675e-05,4.0854623771727475e-09,8.41016715297927e-06,2.436255972801542e-05,2.4198571624685894e-05,5.159593878146258e-07,4.473847960076503e-06,5.1911225421832335e-09,3.2006196889867014e-10,1.8163679608990748e-09,2.0873770898249052e-09,1.9438959726114325e-10,2.8435615980255726e-09,1.554401794146188e-07,8.287782300235458e-17,3.960029134016877e-14,5.005640987291656e-14,4.778776648898876e-19,3.829655170979107e-10,4.766859094443218e-10,2.1694715740052516e-16,1.6192097601368587e-15,2.6095564591497117e-16,1.810823947801882e-11,5.022554590705857e-09,2.0745405256918213e-19,1.7964158958290952e-16,1.8021074919121683e-21
2.988814924664035e-07,0.8737076934857042,3.76,0.0,0.7421039610837883,0.9999395571508027,6.664240915149697e-06,1.6488655321111347e-15,3.650564146486376e-11,0.00014559317522079354,5.008557709871849e-05,4.184541110466033e-09,8.613763835654477e-06,2.4520101779548232e-05,2.4929256371396532e-05,5.384447117364473e-07,4.5486006098096745e-06,5.325660673494328e-09,3.3605919105732086e-10,1.941265224198706e-09,2.2274965148562206e-09,2.0520503606365714e-10,3.0240884528472007e-09,1.6101357545474005e-07,8.858389304291712e-17,4.2773432807461385e-14,5.5099630991799706e-14,5.403226285208921e-19,3.9373461742619464e-10,4.923404178428687e-10,2.242749998828054e-16,1.7006490194825204e-15,2.6958124924100025e-16,1.8704062633048263e-11,5.2527633957412364e-09,2.362280054403101e-19,1.9630595668097494e-16,1.969708811297583e-21
3.0465383267482993e-07,0.8737078796226041,3.76,0.0,0.742100577224902,0.9999383075345274,6.982791607973643e-06,1.7032368392050377e-15,3.7391096761948754e-11,0.00014895272227173495,5.102066425743957e-05,4.284082425288638e-09,8.815766014621554e-06,2.4672450652028163e-05,2.5664581812006813e-05,5.614680412391782e-07,4.621772837760102e-06,5.461226799825878e-09,3.5252695133899384e-10,2.072196027511943e-09,2.3741808283134965e-09,2.1639004391938932e-10,3.212071114988179e-09,1.666632585093936e-07,9.456595614653808e-17,4.613396628383028e-14,6.054296243807787e-14,6.0929479383007425e-19,4.046663736661197e-10,5.082593855375002e-10,2.317346531623935e-16,1.784510666049536e-15,2.7835464254031836e-16,1.9309994256568086e-11,5.490468210756021e-09,2.6828008712833218e-19,2.1416612247975807e-16,2.1493670718937538e-21
3.1042617288325636e-07,0.8737080659621594,3.76,0.0,0.7420971780530202,0.9999370567802206,7.308698815564819e-06,1.7580414612393932e-15,3.828072249762063e-11,0.00015232699717536687,5.19544670721092e-05,4.384077459170499e-09,9.01610509922638e-06,2.4819819222489722e-05,2.640439608808022e-05,5.850321727768469e-07,4.693379889108833e-06,5.597812054310071e-09,3.694693678476258e-10,2.209332543268346e-09,2.5276087658259153e-09,2.279491677797301e-10,3.40764364485496e-09,1.723882184202286e-07,1.0083189817558561e-16,4.968901424292737e-14,6.640979635614227e-14,6.853054922358554e-19,4.157580978968576e-10,5.244386989386601e-10,2.3932414267024807e-16,1.8708170248907957e-15,2.8727354448338045e-16,1.9925878192868758e-11,5.7357934558437295e-09,3.0390259179011664e-19,2.332838442284439e-16,2.3417065099144048e-21
3.161985130916828e-07,0.8737082525047817,3.76,0.0,0.7420937638491647,0.9999358049426448,7.641900718517941e-06,1.8132666414566106e-15,3.9174439221332015e-11,0.0001557157152108959,5.2886984237883274e-05,4.484517486467759e-09,9.214717997355686e-06,2.4962411633768744e-05,2.714855356764686e-05,6.091398547886253e-07,4.763438654285612e-06,5.735407652201157e-09,3.868904650252614e-10,2.3528484083105534e-09,2.687960346279904e-09,2.398868843697407e-10,3.6109387597504787e-09,1.7818745629359683e-07,1.0738967220444734e-16,5.3445809142278794e-14,7.272440434945881e-14,7.688922816195821e-19,4.270071133274309e-10,5.408742404254673e-10,2.4704148551006755e-16,1.9595899603560275e-15,2.963356699063606e-16,2.0551558104702477e-11,5.988861611609864e-09,3.434065128544777e-19,2.5372286207579625e-16,2.5473714569048545e-21
3.219708533001092e-07,0.8737084392508643,3.76,0.0,0.7420903348897651,0.9999345520742128,7.98233328663372e-06,1.8689001717039534e-15,4.0072168687561076e-11,0.00015911859629459639,5.381821454397933e-05,4.585393919048261e-09,9.411546894003305e-06,2.5100423652327433e-05,2.7896914589748037e-05,6.337937884433709e-07,4.831967497690903e-06,5.874004893609026e-09,4.047941748725251e-10,2.502918690292336e-09,2.8554168360906105e-09,2.5220760172456695e-10,3.822087866949465e-09,1.8405998438418414e-07,1.1424729697838685e-16,5.741169142337472e-14,7.951195084270432e-14,8.606195038711403e-19,4.3841075721677977e-10,5.575618946129044e-10,2.5488469375721217e-16,2.050850881915043e-15,3.055387333603201e-16,2.1186877709670886e-11,6.249793218540117e-09,3.8712224042266284e-19,2.755489230588841e-16,2.7670265837496444e-21
3.2774319350853564e-07,0.8737086262007839,3.76,0.0,0.7420868914466506,0.9999332982250855,8.329930467738504e-06,1.9249303716862784e-15,4.0973833864016546e-11,0.00016253536498793994,5.4748156869798853e-05,4.686698306805258e-09,9.606539034134e-06,2.5234043011444544e-05,2.8649345219447754e-05,6.589966283913811e-07,4.898986098172966e-06,6.013595166018573e-09,4.2318433822632384e-10,2.659719854531495e-09,3.0301607140459553e-09,2.649156607299044e-10,4.041221098358272e-09,1.9000482597942495e-07,1.2141285539323864e-16,6.159410752275654e-14,8.679850619978484e-14,9.610788293134293e-19,4.4996638366872836e-10,5.744975543284456e-10,2.628517776155278e-16,2.1446207502780336e-15,3.148804524989353e-16,2.183168101998826e-11,6.518706879251438e-09,4.354002625114447e-19,2.9882980473582784e-16,3.0013571410381182e-21
3.3928787392538845e-07,0.873709000713558,3.76,0.0,0.7420799621735852,0.9999307877746806,9.046345409258432e-06,2.0381365793837125e-15,4.2788669318414965e-11,0.00016940948667750085,5.660417352736842e-05,4.890557839110668e-09,9.990826065297731e-06,2.5488816446351607e-05,3.01659068160133e-05,7.110594177393971e-07,5.028577003515032e-06,6.2957208038486754e-09,4.6143894108581046e-10,2.9942274850649893e-09,3.4022464060617793e-09,2.915108407340106e-10,4.5039543058129825e-09,2.021075973114771e-07,1.3670041656744084e-16,7.063884511632609e-14,1.0297753106482038e-13,1.1907002608975645e-18,4.735231004844351e-10,6.090965360570708e-10,2.791496212903817e-16,2.339768965473751e-15,3.339707628522095e-16,2.314911751868814e-11,7.080945122542624e-09,5.471498712330565e-19,3.500374315133616e-16,3.5168898565306814e-21
3.49678086300556e-07,0.8737093384756244,3.76,0.0,0.7420736789262854,0.9999285254756746,9.714924027037681e-06,2.141271708668304e-15,4.4434733605805394e-11,0.00017564102373745006,5.827017410319351e-05,5.075413088408383e-09,1.0329969636371126e-05,2.570481985010468e-05,3.15434958169824e-05,7.598188935699467e-07,5.140263095252304e-06,6.5529455095568205e-09,4.975684673606436e-10,3.3201017422480735e-09,3.763900637403263e-09,3.1681343858006997e-10,4.949000568093303e-09,2.1323782716422074e-07,1.51594703248816e-16,7.959645812817421e-14,1.195258000911385e-13,1.4337370351584056e-18,4.952178187416817e-10,6.410429586488272e-10,2.942214390228742e-16,2.5241842778743283e-15,3.516035224118671e-16,2.4365693131553755e-11,7.615408545642258e-09,6.6728013872231285e-19,4.0182211631385455e-16,4.0383633605841995e-21
3.6006829867572354e-07,0.8737096769032584,3.76,0.0,0.7420673527690514,0.9999262606858882,1.0405614652539513e-05,2.2455324618725716e-15,4.609240756924335e-11,0.00018191348518088727,5.993198794029109e-05,5.2615298259494855e-09,1.0662550973526708e-05,2.5909176897987848e-05,3.293242526671464e-05,8.103960652584542e-07,5.247407497057642e-06,6.813257911234481e-09,5.353298142897445e-10,3.6705889274102884e-09,4.152055739319864e-09,3.434356265132757e-10,5.421884833418971e-09,2.2458765514782598e-07,1.6761517617458305e-16,8.937608599350266e-14,1.3813904629499532e-13,1.7155714286636253e-18,5.173648496677829e-10,6.737299908532704e-10,3.0966388750895522e-16,2.7170347484020946e-15,3.6965049757813624e-16,2.561060504071012e-11,8.177490563370901e-09,8.086364317407775e-19,4.594697289954687e-16,4.619007559037881e-21
3.7045851105089106e-07,0.8737100159981087,3.76,0.0,0.7420609851213811,0.9999239936279023,1.1117981062274254e-05,2.3508673049069767e-15,4.776128634151487e-11,0.00018822543197787175,6.158961130854168e-05,5.448863773544044e-09,1.0988418473412285e-05,2.6102732360115103e-05,3.433209228331151e-05,8.628048332872055e-07,5.350155208694596e-06,7.076611200414511e-09,5.747422706298295e-10,4.046764536476408e-09,4.567815353080512e-09,3.7140049506759995e-10,5.923324880561587e-09,2.3615176906411493e-07,1.8481110228443785e-16,1.0002473445374444e-13,1.5900371095562207e-13,2.0407094425816884e-18,5.399496923854624e-10,7.071346588690075e-10,3.254656602512827e-16,2.918427288773195e-15,3.880988779060292e-16,2.6882980056105625e-11,8.767814035677426e-09,9.740830120652723e-19,5.234519607600072e-16,5.263593393649984e-21
3.808487234260586e-07,0.8737103557616923,3.76,0.0,0.7420545773553231,0.9999217245071597,1.1851578276602998e-05,2.45722880735678e-15,4.944097793114187e-11,0.00019457547295904993,6.324304116607107e-05,5.637372092240115e-09,1.1307458000402916e-05,2.6286269592756436e-05,3.5741937741449374e-05,9.170586708803336e-07,5.4486556768175145e-06,7.342959620877268e-09,6.158242848298562e-10,4.449716270273225e-09,5.012293255664331e-09,4.007305516815806e-10,6.454028187247652e-09,2.479249635968782e-07,2.0323230875101946e-16,1.1159037166234724e-13,1.8231670993549932e-13,2.4139832044732414e-18,5.629582005331153e-10,7.412344523727293e-10,3.416156347537349e-16,3.1284646656399696e-15,4.0693610039641614e-16,2.8181962463813723e-11,9.386982515036775e-09,1.1667520017900057e-18,5.942635898089242e-16,5.977125859075053e-21
3.912389358012261e-07,0.873710696195394,3.76,0.0,0.7420481307959917,0.9999194535132301,1.2605954921051924e-05,2.5645733495888307e-15,5.1131103148992437e-11,0.00020096226428673668,6.489227510896939e-05,5.827013369637519e-09,1.161958962580891e-05,2.6460515004348772e-05,3.71614430865151e-05,9.731706384200534e-07,5.543061254698354e-06,7.61225848635507e-09,6.585934949876984e-10,4.880543498373086e-09,5.486612801911392e-09,4.314477486896431e-10,7.0146926923922536e-09,2.5990213827005593e-07,2.2292915837635994e-16,1.241218957156275e-13,2.0828564269833578e-13,2.8405593705121204e-18,5.863766130301788e-10,7.760073903837728e-10,3.581029089751559e-16,3.3472456471001415e-15,4.261498872406669e-16,2.9506716535463415e-11,1.003558066422958e-08,1.390057006029431e-18,6.724228752879212e-16,6.764848008704628e-21
4.016291481763936e-07,0.8737110373004794,3.76,0.0,0.7420416467221821,0.9999171808209786,1.338065537620466e-05,2.672860850071446e-15,5.2831295500793895e-11,0.00020738450882709736,6.653731132472832e-05,6.017747603903999e-09,1.192476454664483e-05,2.662614219391389e-05,3.85901273828554e-05,1.0311533977348576e-06,5.6335258737955525e-06,7.88446419345541e-09,7.030667593778574e-10,5.340356742987375e-09,5.991906389403402e-09,4.6357351083979874e-10,7.606007553814701e-09,2.720782954363141e-07,2.4395252590659557e-16,1.376691037483038e-13,2.371289942357072e-13,3.325947224403128e-18,6.10191580733399e-10,8.114320783064046e-10,3.7491683353215755e-16,3.574865152340847e-15,4.457282787093923e-16,3.085642872436417e-11,1.0714174727422804e-08,1.6477067674956332e-18,7.584719422589144e-16,7.632244868898347e-21
4.1201936055156113e-07,0.8737113790781005,3.76,0.0,0.7420351263670687,0.999914906591653,1.4175221732404895e-05,2.782054509965991e-15,5.4541201049513023e-11,0.00021384095543668495,6.817814854905692e-05,6.209536184918225e-09,1.222296217771221e-05,2.678377579143756e-05,4.002754457498828e-05,1.0910192262239503e-06,5.720203900916956e-06,8.159534230203708e-09,7.492601873298084e-10,5.83027718270989e-09,6.529314945578109e-09,4.971287622300071e-10,8.22865389635015e-09,2.8444853829557233e-07,2.663537752569144e-16,1.5228266266161173e-13,2.6907633042498963e-13,3.876006537694763e-18,6.343901888864682e-10,8.474877566143287e-10,3.9204703970155294e-16,3.811414403337465e-15,4.656596612837042e-16,3.2230309544246695e-11,1.1423313046041852e-08,1.943718852105919e-18,8.529771585669328e-16,8.585047270622377e-21
4.2240957292672865e-07,0.8737117215293025,3.76,0.0,0.7420285709189841,0.9999126309738868,1.4989195554975194e-05,2.892120574355142e-15,5.626047825004782e-11,0.00022033039817075098,6.981478602593559e-05,6.402341872772166e-09,1.2514187418328669e-05,2.6933995012425692e-05,4.147328095302352e-05,1.152780030783005e-06,5.803249167201495e-06,8.437427180487379e-09,7.971891702673225e-10,6.351436176673949e-09,7.0999874374673245e-09,5.321339526336146e-10,8.883305545905047e-09,2.9700806894432116e-07,2.9018473767104087e-16,1.680140815929824e-13,3.043684870083271e-13,4.496955208692593e-18,6.589599756615632e-10,8.841543417001087e-10,4.0948346327316905e-16,4.056981077702636e-15,4.859327913157948e-16,3.362759512238111e-11,1.2163526614502865e-08,2.2824333598958077e-18,9.565295039289514e-16,9.62923560167165e-21
4.3279978530189617e-07,0.8737120646550314,3.76,0.0,0.7420219815222638,0.9999103541046283,1.5822119475056166e-05,3.0030281078952767e-15,5.7988797760230645e-11,0.00022685167542598687,7.144722347059452e-05,6.596128774037734e-09,1.279846808822265e-05,2.7077336954172648e-05,4.292695280258929e-05,1.2164473614976798e-06,5.882814144137597e-06,8.718102724843305e-09,8.468684126854526e-10,6.904974808940108e-09,7.705080403583435e-09,5.686090831439601e-10,9.570629745408918e-09,3.097521864555016e-07,3.1549769080756033e-16,1.8491568618266274e-13,3.4325775269878697e-13,5.195376732578867e-18,6.838889470449199e-10,9.214124595818658e-10,4.2721636461306006e-16,4.311649461456455e-15,5.06536814719378e-16,3.504754849979977e-11,1.2935329667856725e-08,2.668526659708488e-18,1.0697449320232813e-15,1.0771043487284335e-20
4.431899976770637e-07,0.8737124084561393,3.76,0.0,0.7420153592781447,0.9999080761100029,1.6673538617574527e-05,3.114748784901981e-15,5.972584223133782e-11,0.0002334036690276613,7.307546103518506e-05,6.790862316116113e-09,1.3075852528383134e-05,2.721429965393036e-05,4.438820422481497e-05,1.2820324250745e-06,5.95904924820401e-06,9.001521637942111e-09,8.983119629414523e-10,7.492043453050081e-09,8.345757507722983e-09,6.065737311059906e-10,1.0291287848695646e-08,3.226762849890531e-07,3.423453387518273e-16,2.030405946896076e-13,3.860080468249798e-13,5.97822753537008e-18,7.091655883105946e-10,9.59243472907073e-10,4.452363452939455e-16,4.575500601065693e-15,5.274612828898769e-16,3.6489460688115964e-11,1.373922029519316e-08,3.1070251452594252e-18,1.1932647261828355e-15,1.2016961405502652e-20
4.535802100522312e-07,0.873712752933389,3.76,0.0,0.7420087052457129,0.9999057971061123,1.754300187767946e-05,3.2272566933159943e-15,6.147130608090385e-11,0.00023998530327004364,7.469949927693651e-05,6.986509219955391e-09,1.3346407361061213e-05,2.7345344927194896e-05,4.5856705113334775e-05,1.3495460979867248e-06,6.032102258566718e-06,9.287645783084588e-09,9.515332437546864e-10,8.11380135651461e-09,9.023189114296354e-09,6.460470742943755e-10,1.1045935989742816e-08,3.357758519330774e-07,3.7078079294110044e-16,2.2244269597358336e-13,4.3289509194631854e-13,6.852844212031367e-18,7.347788722525228e-10,9.976295016639948e-10,4.635343615141447e-16,4.8486124543157745e-15,5.486961650164086e-16,3.795265145406736e-11,1.4575681073167085e-08,3.6033190154747915e-18,1.3277558493005169e-15,1.3373740243410032e-20
4.6397042242739873e-07,0.8737130980874616,3.76,0.0,0.7420020204428897,0.9999035171997748,1.8430063055030857e-05,3.3405281520402134e-15,6.322489525015502e-11,0.00024659554391730964,7.631933912863664e-05,7.183037471367808e-09,1.3610215403538317e-05,2.7470901000229408e-05,4.7332149278207695e-05,1.418998939317061e-06,6.102117836058269e-06,9.57643810398637e-09,1.0065450823179228e-09,8.77141624504669e-09,9.73855188485318e-09,6.870479143157936e-10,1.1835225725222294e-08,3.4904646607567335e-07,4.008575539941834e-16,2.431766293477731e-13,4.842065818256272e-13,7.826950699906218e-18,7.607182643951146e-10,1.036553438028978e-09,4.821017344226008e-16,5.131060039461451e-15,5.702318570937986e-16,3.943646989241662e-11,1.5445179714812667e-08,4.163176082736268e-18,1.4739112884643506e-15,1.4848394799324833e-20
4.7436063480256625e-07,0.8737134439189596,3.76,0.0,0.7419953058474507,0.9999012364892109,1.9334281855488593e-05,3.454541540631137e-15,6.498632694833044e-11,0.0002532333971719003,7.793498187127533e-05,7.380416291171409e-09,1.3867373729731586e-05,2.7591364950958516e-05,4.881425270664173e-05,1.4904012032825996e-06,6.169237132036258e-06,9.867862614121424e-09,1.063359739909526e-09,9.466063946259365e-09,1.0493028395360479e-08,7.295946992133841e-10,1.2659804649033233e-08,3.624837958074015e-07,4.3262949443500893e-16,2.6529776628880034e-13,5.40242345160814e-13,8.908665420031591e-18,7.869737254355371e-10,1.0759989558629324e-09,5.009301575515627e-16,5.422915582025145e-15,5.920591879303266e-16,4.09402948187367e-11,1.6348169728975907e-08,4.792755614468402e-18,1.632450394844984e-15,1.6448207236467557e-20
