Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749)
1.509782239604089e-14,0.7587605699606836,3.76,0.0,0.8273277782982863,0.9999999999997818,3.1477760830559675e-29,2.614575154198224e-41,6.537284169263324e-28,2.760861865828538e-13,2.181852278997905e-13,1.692142299919894e-23,7.041183820732792e-22,5.79009546015436e-14,9.185147231683437e-19,2.788071096087506e-23,1.1850165637910986e-19,4.8567321400590475e-24,5.93511435031577e-29,2.1992363524852154e-34,1.7907233416293685e-30,9.592249324209513e-33,2.3027970380278192e-32,1.911596441499987e-23,8.996535121851119e-48,6.865651058215336e-47,1.8546701549213932e-53,1.4021898978993804e-70,9.16805511375809e-19,8.562357223531948e-25,1.4431578025384345e-37,1.1076516343719332e-39,3.403109584595065e-36,6.375608350955062e-31,2.641101180135477e-32,1.8549932298019538e-59,2.6937700883419725e-56,4.704647555780747e-67,5.0936989383385324e-71,1.793320571929279e-51,1.6063196203740965e-35,1.1862180815009995e-72,3.3759638750269443e-74,8.350333750088956e-61,3.0144645202396066e-37,5.0211601949361604e-74,4.3481725604725335e-73,5.898520682754525e-62,1.9043993299114984e-32,4.556781955632236e-46,1.5810968960413991e-71,1.7608374269963794e-80,1.0205839349773167e-63,1.1864095794806878e-46,7.946418403377356e-89,6.230273808586948e-77,1.5457445769258324e-88,4.095219938846372e-76,2.5380598633149353e-82,4.014538862911604e-37,8.675595884187099e-57,3.652293133792509e-53
3.020876192709138e-14,0.7587605699606913,3.76,0.0,0.82732777829801,0.9999999999995635,2.5201347791551167e-28,2.093251021362117e-40,2.6166157618565067e-27,5.524122428899138e-13,4.365600172039361e-13,6.772976081527576e-23,2.818308424884961e-21,1.158522093492623e-13,1.84124670221206e-18,1.1159551862249573e-22,2.3846961343982976e-19,1.9439570706043168e-23,2.3756108041890415e-28,1.7607261211933836e-33,7.175728599176145e-30,7.679618381043955e-32,1.8436347474316973e-31,7.651367502004783e-23,1.4405858754050263e-46,1.0997262982642216e-45,5.940314015811487e-52,8.982845930465334e-69,1.8344054009528878e-18,3.427167936148106e-24,1.1554231982233381e-36,8.867943294657655e-39,2.7244647621167606e-35,5.1042717368260575e-30,2.1153096200426397e-31,5.9432918143657055e-58,8.632647363178864e-55,3.0153552716732377e-65,3.264507420494098e-69,2.8960589219875887e-50,1.286024869380574e-34,7.645767479490124e-71,2.163320830651583e-72,2.676713626218161e-59,2.505474080824016e-36,3.2456553687339174e-72,2.7869491034039248e-71,1.8898361438970864e-60,1.5246758871947334e-31,7.296786381283304e-45,1.013185304033945e-69,2.2555338034607834e-78,6.543197618284132e-62,1.8997159296522636e-45,2.038580163351108e-86,7.615861217810904e-75,1.9831913056569977e-86,4.986989401768751e-74,3.2528593154781602e-80,3.213973855230631e-36,2.641073374839218e-55,6.0645862287647675e-52
6.043064098919236e-14,0.7587605699607072,3.76,0.0,0.8273277782974573,0.9999999999991267,2.0168736261208353e-27,1.67523879848549e-39,1.0469858773046888e-26,1.105064365584809e-12,8.733095956779713e-13,2.7100702782262725e-22,1.1276904005073848e-20,2.317547045386986e-13,3.696972837566215e-18,4.465275588188949e-22,4.824973382710655e-19,7.778348509167983e-23,9.50568426983984e-28,1.4091155978999205e-32,2.877763027904633e-29,6.146006966963354e-31,1.4754631826328406e-30,3.0615436150878904e-22,2.305771730294142e-45,1.7605390879029737e-44,1.9017591171462833e-50,5.75195263058102e-67,3.669598723286208e-18,1.371308487751733e-23,9.247208495777122e-36,7.097042139655951e-38,2.180252360920271e-34,4.084822094306479e-29,1.69420745042754e-30,1.9030171752985822e-56,2.7644647208617737e-53,1.9311822912149835e-63,2.0906730329647507e-67,4.713721145186237e-49,1.0291986794613256e-33,4.950981429906573e-69,1.3853543211313572e-70,8.57914357482403e-58,2.1525002848863896e-35,2.1135140579115642e-70,1.7849595398991475e-69,6.0510737011453155e-59,1.2202016360680472e-30,1.1679603443136414e-43,6.488485250725921e-68,2.885805000963874e-76,4.1912837125120545e-60,3.0405100270811416e-44,5.223942265085462e-84,9.518056327222831e-73,2.542649862132128e-84,6.219788547204722e-72,4.1662873810843327e-78,2.5719986353784225e-35,8.234843080950179e-54,1.0399233438596442e-50
1.208743991133943e-13,0.7587605699607386,3.76,0.0,0.827327778296352,0.9999999999982532,1.6138051440191555e-26,1.340448446131769e-38,4.188615204481224e-26,2.2103686512977014e-12,1.746808752089018e-12,1.0842026798653794e-21,4.5114953408750436e-20,4.635596376935823e-13,7.449473807210842e-18,1.7864019921939262e-21,9.869200212525056e-19,3.1118363821219824e-22,3.8030100413662686e-27,1.1275058548679712e-31,1.156522976526877e-28,4.917704591492432e-30,1.1805868253441182e-29,1.224816783792801e-21,3.68965175905995e-44,2.8176401834400566e-43,6.08699708025668e-49,3.6823206582767625e-65,7.33995954085453e-18,5.486086119121975e-23,7.399669864914069e-35,5.678699766630007e-37,1.7442971938064507e-33,3.2682437403853985e-28,1.357730539199654e-29,6.09147148551423e-55,8.849533495972256e-52,1.2363288374346415e-61,1.3383910426212185e-65,7.793581594979781e-48,8.234960072472306e-33,3.2388214858883745e-67,8.86844854419767e-69,2.751533986405887e-56,1.9581227682085246e-34,1.397565500029724e-68,1.1427852551520985e-67,1.9368555346772804e-57,9.763427733131256e-30,1.8691145559190586e-42,4.153929521357654e-66,3.687036403390067e-74,2.683542871370613e-58,4.8649334945962516e-43,1.3378230447732363e-81,1.2035565453153571e-70,3.2603130131360423e-82,7.856436248868121e-70,5.3344636345493395e-76,2.057738093553313e-34,2.6004508363059348e-52,1.8856560071026916e-49
2.417619153617982e-13,0.7587605699608015,3.76,0.0,0.8273277782941414,0.9999999999965061,1.2911663960037809e-25,1.0724651872679902e-37,1.6755743930288082e-25,4.4209773840159105e-12,3.493807062763012e-12,4.337148476343113e-21,1.804744553095761e-19,9.271692751075165e-13,1.5118670461200856e-17,7.146197498735777e-21,2.061234244329621e-18,1.2448282445807542e-21,1.52142171973024e-26,9.020891643553483e-31,4.668314838089568e-28,3.934481582669719e-29,9.445465056520083e-29,4.899665731122522e-21,5.902974616821978e-43,4.508833016564014e-42,1.9480539296769727e-47,2.357197828602903e-63,1.4680577869078182e-17,2.1945804259142345e-22,5.92109452760997e-34,4.543371599475628e-36,1.3951928367200669e-32,2.6144679877134914e-27,1.0896586521780124e-28,1.9495319832635881e-53,2.832381114327158e-50,7.91290762866967e-60,8.565779249889867e-64,1.327132474025632e-46,6.58828466011364e-32,2.161524296119724e-65,5.6758998809947726e-67,8.84057880368174e-55,1.9438769718866743e-33,9.514424157875388e-67,7.315027637337936e-66,6.198347792685375e-56,7.811420993214039e-29,2.990880264491419e-41,2.6589135849280774e-64,4.699873696845787e-72,1.7177710462617074e-56,7.78189452549444e-42,3.4245928663364665e-79,1.5311005768045898e-68,4.1846804507553925e-80,9.988834704138823e-68,6.828977649435055e-74,1.6459443338850624e-33,8.265812583812039e-51,3.725859868531226e-48
4.835369478586059e-13,0.7587605699609276,3.76,0.0,0.8273277782897202,0.9999999999930121,1.032981664448024e-24,8.580202543174743e-37,6.702505904849049e-25,8.842195494622144e-12,6.987803675518574e-12,1.734917820209925e-20,7.219268324470723e-19,1.8543876343530334e-12,3.111384197962848e-17,2.8586016893025896e-20,4.471737509648743e-18,4.979454680535716e-21,6.08668571490988e-26,7.217037186719563e-30,1.900880432824913e-27,3.1476456600864054e-28,7.556528636652147e-28,1.9599459281113417e-20,9.44182048006768e-42,7.214576668883186e-41,6.2340905747757425e-46,1.5089880618981061e-61,2.9361401309715283e-17,8.778417935492982e-22,4.738373508563284e-33,3.634838516863208e-35,1.1156038122567658e-31,2.091073461531051e-26,8.77160043403489e-28,6.238730787524158e-52,9.064537781419297e-49,5.0633814934791256e-58,5.480745893019627e-62,2.3796027835945447e-45,5.270383675020172e-31,1.4965092180511232e-63,3.631831323655747e-65,2.8511580121161095e-53,2.1585206372862724e-32,6.817277438918754e-65,4.6818564924935e-64,1.983275154415539e-54,6.249332926179824e-28,4.785628524733574e-40,1.7018104554967777e-62,5.96504154424125e-70,1.0993998638797031e-54,1.2442740685785143e-40,8.762225730456717e-77,1.9537497014625416e-66,5.383742723527017e-78,1.2741963455578163e-65,8.741209078658018e-72,1.3161744612303306e-32,2.63610141230879e-49,8.227872344381601e-47
9.670870128522214e-13,0.7587605699611792,3.76,0.0,0.8273277782808777,0.9999999999860242,8.264041634762245e-24,6.864442930155392e-36,2.6810053911221883e-24,1.7684634296514798e-11,1.3975796866659763e-11,6.939715150653186e-20,2.8877631677568753e-18,3.708820690522506e-12,6.573129267144176e-17,1.1434690376893024e-19,1.0340238442627632e-17,1.9917736640794027e-20,2.4353247896520723e-25,5.77373679469059e-29,7.871510138056422e-27,2.5180338502073355e-27,6.045042991416633e-27,7.839942295669863e-20,1.5096365804020048e-40,1.1543540076064546e-39,1.9956947367016918e-44,9.853874067919657e-60,5.872139542247741e-17,3.5112298434199815e-21,3.792820765676028e-32,2.9078897466861986e-34,8.915401397267202e-31,1.6719388244527408e-25,7.103644623218402e-27,1.996273545673271e-50,3.211431085133725e-47,3.5638690482421146e-56,3.763416630316904e-60,4.626727176911499e-44,4.215616329779572e-30,1.1025714106363186e-61,2.3230908452140288e-63,9.284503479779664e-52,2.691428838923801e-31,5.318535433748072e-63,3.312071832087928e-62,6.344823520345841e-53,4.999424150936864e-27,7.657125794952862e-39,1.0891398466769635e-60,7.507401301877192e-68,9.295765776642587e-53,1.9880382918183274e-39,4.840500226738342e-74,2.4978923007965422e-64,1.2239646542627242e-75,1.6286267927272096e-63,1.1187456176372972e-69,1.0519362903110872e-31,8.420833269155028e-48,2.040969132205885e-45
1e-12,0.7587605699616831,3.76,0.0,0.8273277782802758,0.9999999999855484,1.0232795140211354e-23,8.499835963405625e-36,2.954720290114272e-24,1.8286498023947994e-11,1.4451436814778405e-11,7.648229103964401e-20,3.182601134797402e-18,3.83504276076476e-12,6.844516873686857e-17,1.260217878248931e-19,1.0882274547372124e-17,2.195119205913175e-20,2.6841335045010506e-25,7.149208347200814e-29,8.74810782746828e-27,3.1178321072019835e-27,7.484988567635216e-27,8.640395106199382e-20,2.2791132319531326e-40,1.7436308995145196e-39,4.1011853711998823e-44,3.100433588527959e-59,6.071956768262825e-17,3.869667316278134e-21,4.6974925777027566e-32,3.6006143893007943e-34,1.1034099662117925e-30,2.069726105295362e-25,8.842817617237547e-27,4.1020167906857443e-50,6.610283869807087e-47,1.1230047007728025e-55,1.1848123579063621e-59,7.880406176697947e-44,5.2194799482373635e-30,4.0969642184446715e-61,7.298172002770635e-63,1.9407961022231946e-51,3.85697588332985e-31,2.0832417608682972e-62,1.0444466259657727e-61,1.3034363333225466e-52,6.1903585354793816e-27,1.1565982622266545e-38,3.424148185655477e-60,3.8894399740628314e-67,2.9296219766622153e-52,2.999831253448586e-39,4.6807624798673313e-73,1.328563848435529e-63,6.660445490874962e-75,8.660140835116467e-63,5.95281973663361e-69,1.3019825740142238e-31,1.7296138389021157e-47,3.870299838475255e-45
1.9341871428394523e-12,0.7587605699616831,3.76,0.0,0.8273277782631927,0.9999999999720481,6.611299233874399e-23,5.491808230160494e-35,1.0723718536730771e-23,3.53695222230283e-11,2.795178311146057e-11,2.775836443546239e-19,1.1551146863979858e-17,7.417672153638002e-12,1.454745831804174e-16,4.573963461489886e-19,2.6267178923675594e-17,7.966785869953787e-20,9.746206035161888e-25,4.618996250078387e-28,3.362905488992889e-26,2.0142230939980933e-26,4.8355743861043206e-26,3.136008082445081e-19,2.411958585045655e-39,1.846939612772656e-38,6.386246657261868e-43,6.3132935063338354e-58,1.1743477333169519e-16,1.4043392270275426e-20,3.037528266980245e-31,2.326259316239077e-33,7.117026019026921e-30,1.3360337974699076e-24,5.820670679846983e-26,6.387046797316798e-49,1.0308176358052058e-45,2.2882332872096965e-54,2.4132074030731076e-58,1.0023133971183141e-42,3.3712684813443505e-29,8.908843731402103e-60,1.485085954476038e-61,3.067475402216921e-50,3.69393290094615e-30,4.61171339089058e-61,2.1288708084151687e-60,2.0290719549657728e-51,3.99932942887636e-26,1.2251318333914505e-37,6.96999547207012e-59,9.297685784394799e-66,5.969799394028672e-51,3.1718098961161847e-38,1.2379832546803614e-71,3.194800820226121e-62,1.609670259617689e-73,2.082394127985369e-61,1.4316096402395862e-67,8.399181691840902e-31,2.692087312669866e-46,5.57931842040043e-44
3.868387402813915e-12,0.7587605699626904,3.76,0.0,0.8273277782278228,0.9999999999440962,5.289050713391437e-22,4.393774484421908e-34,4.289179570898973e-23,7.073933936702771e-11,5.590375505112123e-11,1.1102779456885479e-18,4.620463596947531e-17,1.4835316483477476e-11,3.4699438874671636e-16,1.8296273121177947e-18,7.488050239641687e-17,3.186418731842759e-19,3.9023484575647815e-24,3.695142140512412e-27,1.5165858441211078e-25,1.6110234927845873e-25,3.867654809748018e-25,1.2544090236405598e-18,3.848035272733063e-38,2.954940469209539e-37,2.0435233118220807e-41,4.0466132991780715e-56,2.3483509394543115e-16,5.616049827711802e-20,2.4351646449813737e-30,1.860890522946258e-32,5.669192895976171e-29,1.066387764851377e-23,4.876130693724081e-25,2.0431389636698922e-47,3.2991678608076634e-44,1.4616032206684682e-52,1.5406117625334959e-56,2.441305291088426e-41,2.695009041670809e-28,8.07242612518208e-58,9.482685568821327e-60,1.0430855813722381e-48,5.412211616763789e-29,4.497627782974973e-59,1.3622343664618061e-58,6.484703679751433e-50,3.1990708138450303e-25,1.9601470152401334e-36,4.4600268931139243e-57,1.1175221832536142e-63,3.818083499563507e-49,5.046031169986082e-37,3.1498803325388115e-69,4.087580356190932e-60,2.15675973497986e-71,2.6630122829578917e-59,1.8314221320721633e-65,6.693271513575842e-30,8.609090825804191e-45,1.6301435119621124e-42
7.736787922762839e-12,0.7587605699647051,3.76,0.0,0.8273277781570827,0.999999999888192,4.23122103001325e-21,3.515512589463804e-33,1.7154125190647807e-22,1.4147913881939306e-10,1.1180769673056141e-10,4.44062492130862e-18,1.8481752190052127e-16,2.967037076160871e-11,9.181642424933763e-16,7.318788765900416e-18,2.3914242385817826e-16,1.2743213426887141e-18,1.564020283704682e-23,2.955999701749816e-26,7.437703327682088e-25,1.2882396253533599e-24,3.0928093931740265e-24,5.01764413830658e-18,6.1215815367037235e-37,4.727321027361988e-36,6.538716565869063e-40,2.597594019697667e-54,4.695300428157886e-16,2.2453576583289343e-19,1.9561857293155466e-29,1.488512624128366e-31,4.496689930149536e-28,8.492233180519163e-23,4.24988835193896e-24,6.5333710347069566e-46,1.0558726885083352e-42,9.314811960102638e-51,9.808722858406266e-55,6.580659285174988e-40,2.1527840536281607e-27,8.200551171998895e-56,6.041032794025597e-58,3.729653871357695e-47,8.235044335210866e-28,4.8582807066923594e-57,8.712264533486658e-57,2.069781971098212e-48,2.5586056952000327e-24,3.1360008658062637e-35,2.8533895362541082e-55,1.274784566806625e-61,2.4399383113136377e-47,7.982448500463136e-36,7.965670291585771e-67,5.2306252000365874e-58,3.0054026379705416e-69,3.4045419277966205e-57,2.3415310791023913e-63,5.313293766832209e-29,2.753080242437021e-43,4.949331655262546e-41
1e-11,0.7587605699667198,3.76,0.0,0.827327778115696,0.9999999998554853,8.834044390408442e-21,7.340491084425146e-33,2.84424211188953e-22,1.8286563472109187e-10,1.4451435943069918e-10,7.362942727455575e-18,3.0646007343490937e-16,3.834949883780993e-11,1.3506910421958932e-15,1.2136118521008488e-17,3.7446164867185734e-16,2.1128443657265866e-18,2.5965313345555262e-23,6.171588197322728e-26,1.3687119880985748e-24,2.689066215785397e-24,6.455991224699072e-24,8.320170412842823e-18,1.5686645335160633e-36,1.245241233598095e-35,2.0260720935138407e-39,9.403370902440182e-54,6.067767796612566e-16,3.7222975741623636e-19,4.0918049831812556e-29,3.1079464954407153e-31,9.351495305135559e-28,1.7693141555695222e-22,9.206689557251537e-24,2.0589304039184457e-45,3.215768079573364e-42,3.343299798224721e-50,3.543642385997552e-54,2.0019620525394774e-39,4.491548933159092e-27,3.3673513841446346e-55,2.218799514816751e-57,1.2087852871542312e-46,2.0927164232049722e-27,2.0040964072483267e-56,3.126514642041552e-56,6.517172570352687e-48,5.3413029960490235e-24,8.05410158195414e-35,1.0493681611566845e-54,5.244174067580368e-61,8.094020239744974e-47,2.0408002849784568e-35,2.839930573399227e-66,2.214608805128819e-57,1.0385422341266215e-68,1.4411180103018186e-56,9.919363861027924e-63,1.105385524414085e-28,8.675992678430747e-43,1.5121641899764371e-40
1.1605188442711762e-11,0.7587605699667198,3.76,0.0,0.8273277780863425,0.9999999998322879,1.209860759076461e-20,1.0053366000340322e-32,3.6448671325925427e-22,2.122191034366015e-10,1.6771163621000275e-10,9.435603445175107e-18,3.9273533673384616e-16,4.4505190662210476e-11,1.6574616833693634e-15,1.5552820881960342e-17,4.704371243828199e-16,2.7075687749261214e-18,3.3288422047861275e-23,8.452251835310932e-26,1.811953314262787e-24,3.6826057412327075e-24,8.841335780341645e-24,1.0662494873265891e-17,2.2470689136228944e-36,1.793145135853068e-35,2.999308452842587e-39,1.4230384024952955e-53,7.041193477749748e-16,4.769820653117316e-19,5.606497918419922e-29,4.256533744559637e-31,1.2794777336864436e-27,2.4218907273732615e-22,1.2722312369454175e-23,3.055850729558516e-45,4.747678921723167e-42,5.053887765269313e-50,5.361293054918088e-54,2.955123511945723e-39,6.150323377057493e-27,5.174027200780464e-55,3.3640265846285774e-57,1.8015925000496158e-46,2.9929079861975388e-27,3.0809317649789604e-56,4.726083048327857e-56,9.671494722460988e-48,7.314937544845197e-24,1.1542275981982209e-34,1.5912576580175268e-54,8.059472826078353e-61,1.2104191030607345e-46,2.9220856243606205e-35,4.2891909314818463e-66,3.41434195188261e-57,1.561971852316748e-68,2.2217663891998226e-56,1.5293959430170668e-62,1.512536185668116e-28,1.2876832133590044e-42,2.233637665855284e-40
1.5473588962660686e-11,0.7587605699687345,3.76,0.0,0.8273277780156021,0.9999999997763837,2.5519383816280672e-20,2.12089268061703e-32,6.217108877692173e-22,2.829592332191296e-10,2.2361557348932753e-10,1.6094886757510996e-17,6.69957101634426e-16,5.933977618930113e-11,2.5648840559350014e-15,2.6531894744253668e-17,7.687621085883558e-16,4.6182207485709185e-18,5.687497134751328e-23,1.7828191449345705e-25,3.476227248752436e-24,7.765854390657087e-24,1.864479084460182e-23,1.8188958164938973e-17,5.6854080778838664e-36,4.785316681247073e-35,9.015144445789308e-39,5.013572376778326e-53,9.386030572464253e-16,8.134294172189591e-19,1.185036366795184e-28,8.979505189556447e-31,2.6868308634566432e-27,5.096348718750295e-22,2.792177206099432e-23,9.854801493138008e-45,1.5944144824551829e-41,1.8856882932115278e-49,1.9883695184194473e-53,9.219125369601185e-39,1.2962691559885874e-26,2.1904259094054716e-54,1.2667609382760619e-56,6.091546235369457e-46,7.529079192745169e-27,1.3215628998734877e-55,1.7669343935119324e-55,3.1178345319492576e-47,1.5427260512713264e-23,2.9273131567555318e-34,5.998719920549403e-54,3.2932954164102364e-60,5.11715481313025e-46,7.374640650619198e-35,2.892969252372766e-65,1.4811262253269537e-56,8.867982799969912e-68,9.63582400900905e-56,6.41118341604617e-62,3.177574947343734e-28,4.1534877892896445e-42,6.605828584402601e-40
2.3210390002558536e-11,0.7587605699727639,3.76,0.0,0.8273277778741209,0.999999999664575,6.970095815810671e-20,5.795411082312995e-32,1.286963819971403e-21,4.2443988041855563e-10,3.354234428840718e-10,3.331846145653809e-17,1.3870497237733832e-15,8.900839719566591e-11,4.7742994854347535e-15,5.4933017871578223e-17,1.5227203084114424e-15,9.559457555336904e-18,1.180970984705935e-22,4.869464594885181e-25,8.674111176454098e-24,2.1202640528711035e-23,5.0905846766197175e-23,3.765790481870079e-17,1.9803874437756892e-35,1.9001684600287382e-34,4.040849560441855e-38,2.9215565578743256e-52,1.4073228001900907e-15,1.683252545950252e-18,3.2477351382395077e-28,2.453619761897168e-30,7.284679957524386e-27,1.3864836238524652e-21,8.118018534092447e-23,5.419676243958011e-44,9.4972766869639e-41,1.3155284713831159e-48,1.363275292537913e-52,4.841898712522804e-38,3.5359137853207754e-26,2.020558642377118e-53,9.1807649184252e-56,3.7213187472540395e-45,2.6067231528456714e-26,1.2535446314655655e-54,1.2385879925060224e-54,1.7146423391223107e-46,4.2127250861441696e-23,1.0236696469623198e-33,4.355049805345892e-53,2.6612308857452196e-59,4.6018973085841805e-45,2.5576644019863503e-34,5.757852186301124e-64,1.407082151633919e-55,1.3418309632361445e-66,9.150918527581408e-55,5.3841554989142125e-61,8.621197372704895e-28,2.2857250712662039e-41,2.86244766575764e-39
3.0947191042456384e-11,0.7587605699767932,3.76,0.0,0.8273277777326391,0.9999999995527661,1.4583696071725694e-19,1.2130923530260037e-31,2.188448929538906e-21,5.659211349937244e-10,4.472313041872225e-10,5.665956496494142e-17,2.3589895586804895e-15,1.186761563604197e-10,7.601948193670593e-15,9.343005893031903e-17,2.5231520398170304e-15,1.6254925086639293e-17,2.0143952619557956e-22,1.0188651001015935e-24,1.7256669610013832e-23,4.4347581234925005e-23,1.064770566035545e-22,6.404618669161196e-17,4.932184393083749e-35,5.099499236806632e-34,1.1961121668072888e-37,1.0126571998340481e-51,1.875654632840117e-15,2.861396825322726e-18,6.815532812641829e-28,5.13631075369082e-30,1.5142835689974605e-26,2.89084817990362e-21,1.7893737977918664e-22,1.738389272659425e-43,3.1500546403439253e-40,4.9707180944222024e-48,5.115257928108498e-52,1.5245728357083552e-37,7.389787514069665e-26,8.311313608269247e-53,3.368791747629451e-55,1.2645303399942683e-44,6.47047844453189e-26,5.215229288222073e-54,4.6918735098576535e-54,5.497855641487147e-46,8.812688167623534e-23,2.557828175625714e-33,1.6008794371717087e-52,1.0773272165236257e-58,1.813853534899543e-44,6.347365523224412e-34,2.970663103477433e-63,5.859461720816328e-55,6.375144316019901e-66,3.809293653100194e-54,2.2541624646652963e-60,1.7932087959489657e-27,7.334014942268823e-41,8.28634491334602e-39
3.868399208235423e-11,0.7587605699808226,3.76,0.0,0.8273277775911566,0.999999999440957,2.654891566053863e-19,2.209326391490712e-31,3.3429244664006625e-21,7.074030403318006e-10,5.590391568200216e-10,8.655298096632525e-17,3.6039734358499805e-15,1.4834299215030781e-10,1.1091971952214344e-14,1.4274529720365253e-16,3.787645877131591e-15,2.4828834540985926e-17,3.0867455085702106e-22,1.854822573588007e-24,3.0288694907451965e-23,8.070450192841069e-23,1.937726104950623e-22,9.784802155820333e-17,1.042901565431375e-34,1.1384806341860777e-33,2.9416979057642825e-37,2.875910308419502e-51,2.3435711704890682e-15,4.369418429161837e-18,1.2444206358601135e-27,9.355605861670027e-30,2.738509211120932e-26,5.243994920017815e-21,3.424736796638631e-22,4.5396835564667e-43,8.438804003271195e-40,1.4947966788595947e-47,1.5299491895107302e-51,3.932041551599333e-37,1.3437056773973867e-25,2.7679579549059868e-52,1.0004515873077744e-54,3.505675051594397e-44,1.3651102454574702e-25,1.7577511861275537e-53,1.4142494974177076e-53,1.4352817521589693e-45,1.603993645591499e-22,5.4266241528310264e-33,4.76191497017159e-52,3.4436956629121955e-58,5.7138209757324015e-44,1.3373766806990575e-33,1.2502944388333825e-62,1.9786658560970694e-54,2.452473651004375e-65,1.2859647904823796e-53,7.451491353903748e-60,3.2449447577911166e-27,1.9159787044735635e-40,2.000764996103604e-38
5.415759416214993e-11,0.7587605699888814,3.76,0.0,0.8273277773081897,0.9999999992173376,7.009587112869891e-19,5.839041637857776e-31,6.425956307416599e-21,9.903688441953773e-10,7.826548355246121e-10,1.6639354622768414e-16,6.9301800119443656e-15,2.0767383578648598e-10,2.0100630896953294e-14,2.7451763470805728e-16,7.125293700139007e-15,4.7722586144242236e-17,5.975932598010094e-22,4.8973459441937104e-24,7.543168083248189e-23,2.128778404172325e-22,5.111498878418216e-22,1.8815788782590637e-16,3.7786786862267673e-34,4.387987462263817e-33,1.552756616288893e-36,2.2648076245506366e-50,3.27813446117577e-15,8.392657758078116e-18,3.310994525854402e-27,2.4738259322372452e-29,7.102817915660463e-26,1.3712830983479806e-20,1.0229859313560721e-21,2.534646065180587e-42,4.729666841882778e-39,1.2643484795921359e-46,1.2872223229868059e-50,2.1524136760643767e-36,3.536451571432207e-25,3.395468411648623e-51,8.197215809458295e-54,2.3430638962486032e-43,4.933466141392905e-25,2.2039266393776554e-52,1.2060522969625074e-52,7.993109905001658e-45,4.232691028822522e-22,1.988027689068515e-32,3.9356973891503744e-51,3.6826721907268283e-57,4.691680239415319e-43,4.791777121629977e-33,2.260183871355556e-61,2.5595820403079625e-53,3.487491322665576e-64,1.6603028765305535e-52,9.494426466787068e-59,8.430207196999315e-27,1.0708836238706346e-39,1.0185298128139903e-37
6.963119624194563e-11,0.7587605699969403,3.76,0.0,0.8273277770252199,0.9999999989937173,1.453242057083014e-18,1.2116285717335557e-30,1.0534775402935783e-20,1.2733372912000534e-09,1.006270479002433e-09,2.728136075002829e-16,1.136526438195895e-14,2.670009295134322e-10,3.17992780901684e-14,4.502456216131841e-16,1.1535185959323906e-14,7.82292427430549e-17,9.863790422153426e-22,1.015348632948949e-23,1.5077956941380035e-22,4.409636909103825e-22,1.0588674330299067e-21,3.0857781309372983e-16,9.7227251793195e-34,1.1644994627187374e-32,5.039186376404712e-36,9.149043981153458e-50,4.211015886331721e-15,1.3748678870079764e-17,6.910193717050931e-27,5.135468460271268e-29,1.4492202554334996e-25,2.8184138864625756e-20,2.3404908235201923e-21,8.367035968685969e-42,1.57659073189559e-38,5.177478775923312e-46,5.257115124548935e-50,7.04547794170927e-36,7.310792211781249e-25,1.628423137897063e-50,3.2891679435382707e-53,8.637600410814968e-43,1.268618015935571e-24,1.0673212933647608e-51,4.962818453459445e-52,2.6340562393787843e-44,8.771073071589845e-22,5.161954503287631e-32,1.5878160886439582e-50,1.657374945091879e-56,1.9250123982794156e-42,1.2217460100047717e-32,1.3154423066482017e-60,1.2515791138475603e-52,1.865449685423588e-63,8.109890374246379e-52,4.674380393685086e-58,1.7225787269686184e-26,3.537802786519503e-39,3.2460562706725882e-37
