Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718)
1.8822486294745922e-15,0.8486894733036874,3.76,0.0,0.9280796861733926,0.9999999999998526,1.5010858523239592e-30,1.5490225745379656e-41,1.0997457582317705e-27,2.478626053239781e-13,1.475129069660506e-13,1.2409124280429485e-24,2.0436545081835514e-22,1.0034969693648552e-13,3.291357793918689e-18,4.785594990751758e-24,3.408967937078624e-19,1.0636369488035014e-24,4.8257300597288523e-29,4.564068338978309e-35,8.036860507178935e-31,4.791387537739837e-34,1.1014723474676056e-33,3.65661152560586e-24,1.66082133645421e-48,1.3108545092550358e-47,1.8013759104189722e-55,3.9858593000120456e-72,3.2907466272297068e-18,3.454660031007811e-25,7.806721233636216e-39,2.1986636848184386e-40,1.4922910589762452e-37,2.95180944220496e-32,1.2305065688600245e-33,6.735236296670602e-61,7.200624223226562e-58,6.351004836148388e-69,9.121469205219754e-73,1.6425450300282958e-52,5.675524460702998e-37,7.42014241030153e-74,8.323535224598188e-84,2.0624433273670704e-62,1.1697690239916449e-38,3.5835212926497726e-94
3.76613257487401e-15,0.8486894733037024,3.76,0.0,0.9280796861731445,0.9999999999997049,1.2017814066043115e-29,1.2401609031720425e-40,4.4018487221569765e-27,4.959405573072368e-13,2.9515397455645305e-13,4.966883197316308e-24,8.179943906998597e-22,2.0078657706131156e-13,6.586797662231859e-18,1.9154852209402205e-23,6.824913833845392e-19,4.25731914042785e-24,1.9315519078330413e-28,3.6540301092159447e-34,3.217289963690572e-30,3.836022626409876e-33,8.81847458166447e-33,1.4635975488619943e-23,2.6594723511540675e-47,2.0996274626202064e-46,5.770837824999146e-54,2.5539402326583123e-70,6.584351402746521e-18,1.3827640270574715e-24,6.250126940866325e-38,1.7602676649698966e-39,1.1947354853702141e-36,2.363237215469317e-31,9.852000996579682e-33,2.15793589132341e-59,2.307658195622893e-56,4.070833773397063e-67,5.846633936676096e-71,2.6316980965995426e-51,4.543866627029926e-36,4.756829440281955e-72,1.0671309887943228e-81,6.608311155084268e-61,9.457168331280408e-38,9.193210060643149e-92
7.533900465672846e-15,0.8486894733037323,3.76,0.0,0.9280796861726484,0.9999999999994096,9.617903641756189e-29,9.925071877457047e-40,1.7613125913808072e-26,9.920964649230571e-13,5.904361096633676e-13,1.9873999045330512e-23,3.2730430153510133e-21,4.0166033249439036e-13,1.3181346523624033e-17,7.66443641969941e-23,1.3668859504572842e-18,1.7034817393821702e-23,7.728741699237105e-28,2.9243346787489853e-33,1.287696210077064e-29,3.069982710201285e-32,7.057457178179825e-32,5.856296604767454e-23,4.256866403794455e-46,3.36121302675983e-45,1.8476982446748307e-52,1.635484680726421e-68,1.3171558299417793e-17,5.5328548751515216e-24,5.002006108764439e-37,1.4087488499040834e-38,9.561439081457019e-36,1.8912997416306975e-30,7.885341602625576e-32,6.90965149076727e-58,7.390045011939613e-55,2.6073084712600464e-65,3.7446851822605886e-69,4.217187861560328e-50,3.636468027687327e-35,3.04752810624407e-70,1.3671424768283245e-79,2.1161848563940043e-59,7.715709332295546e-37,2.3564218593512725e-89
1.506943624727052e-14,0.8486894733037922,3.76,0.0,0.928079686171656,0.9999999999988191,7.695784067187522e-28,7.941590351975376e-39,7.04639514442202e-26,1.9844082947519092e-12,1.1810003795816348e-12,7.950891007668124e-23,1.3094303063107329e-20,8.034078240942554e-13,2.6385120744768067e-17,3.0662740467892636e-22,2.740496634953281e-18,6.815032531330773e-23,3.0920144315130756e-27,2.3399119807284326e-32,5.154513033524961e-29,2.456450627075669e-31,5.647033851202126e-31,2.342899969221007e-22,6.812301368590325e-45,5.379387783329325e-44,5.914282281631864e-51,1.047025297001785e-66,2.6345961475319668e-17,2.2135003343215966e-23,4.0023728914098357e-36,1.1272126966894878e-37,7.650482607203655e-35,1.5133139186564527e-29,6.310666082651821e-31,2.2117679107559653e-56,2.3657014655351764e-53,1.6692996228580154e-63,2.3974961384777343e-67,6.764099066564741e-49,2.9097169305005745e-34,1.9522156225658038e-68,1.751011912842e-77,6.775292121483514e-58,6.40914217017362e-36,6.038660393464619e-87
3.0140507810465863e-14,0.8486894733039121,3.76,0.0,0.9280796861696714,0.9999999999976379,6.157211595270492e-27,6.353915353116081e-38,2.8187857582886203e-25,3.969032012798458e-12,2.362128918235923e-12,3.180613062604671e-22,5.238147290364726e-20,1.6069027302288232e-12,5.2851375174865796e-17,1.2266097621140872e-21,5.507004201130846e-18,2.7262319426038395e-22,1.2369180233775188e-26,1.8721071486256369e-31,2.0642849638272457e-28,1.9653439301579785e-30,4.518049369305822e-30,9.372362514899097e-22,1.0900562474084997e-43,8.608175684790951e-43,1.8928334747118087e-49,6.702058119968375e-65,5.2694725357430866e-17,8.854706793630579e-23,3.202215177073728e-35,9.01855107388834e-37,6.120773015686341e-34,1.210744919776157e-28,5.050923950851407e-30,7.078732582476602e-55,7.57166744929325e-52,1.06853808094241e-61,1.5346702505916939e-65,1.0872385564233038e-47,2.3279785712512644e-33,1.2510006034641613e-66,2.2427266815642264e-75,2.1693316018028077e-56,5.50447065434639e-35,1.5479373818736878e-84
6.028265093685655e-14,0.8486894733041519,3.76,0.0,0.9280796861657021,0.9999999999952757,4.92600273340985e-26,5.083437311140039e-37,1.1275588277783676e-24,7.938279682446925e-12,4.724385990815513e-12,1.272295249353555e-21,2.0953439997452342e-19,3.213892234237374e-12,1.0601870794126703e-16,4.906641266418063e-21,1.1117164088496584e-17,1.0905348042513522e-21,4.9479661480926467e-26,1.4977565082542393e-30,8.27597216865693e-28,1.5723447195253967e-29,3.614600418471495e-29,3.749097482250871e-21,1.7441054034509348e-42,1.37739973459068e-41,6.057484579173919e-48,4.289780295059008e-63,1.0539208324344377e-16,3.542014723095893e-22,2.5619142960650136e-34,7.215172584688489e-36,4.896540150431206e-33,9.68608049482311e-28,4.043989729738152e-29,2.2653587884333122e-53,2.423163278611691e-50,6.83907586921266e-60,9.822575816422442e-64,1.75526299568199e-46,1.8624456726440947e-32,8.024361783198799e-65,2.8735180492064265e-73,6.948180934825684e-55,5.006455711638867e-34,3.971700585601658e-82
1.2056693718963795e-13,0.8486894733046314,3.76,0.0,0.9280796861577635,0.9999999999905511,3.9408951050561974e-25,4.066948321737915e-36,4.510316223508736e-24,1.5876775955965264e-11,9.448900117058736e-12,5.089270572416309e-21,8.381545109529082e-19,6.4278700092126325e-12,2.1329266873863007e-16,1.9626984901053183e-20,2.2646062613417323e-17,4.362209190030324e-21,1.9793009074808867e-25,1.1982331390111994e-29,3.3252535747916386e-27,1.2578975266478398e-28,2.8917319035611265e-28,1.499669443307031e-20,2.790404933013208e-41,2.2039103157225517e-40,1.9384595533565518e-46,2.7457513034064967e-61,2.1078611950711843e-16,1.416825018336522e-21,2.0496129269990907e-33,5.772257813666878e-35,3.9168280198900363e-32,7.748506455697886e-27,3.2401621769571825e-28,7.249361855455049e-52,7.754503012512515e-49,4.376936768134107e-58,6.286429302163622e-62,2.858388567141822e-45,1.4899509466974755e-31,5.157841719233435e-63,3.6848064440389114e-71,2.2272055796361433e-53,4.969456850223999e-33,1.0211659294333127e-79
2.4113550969520074e-13,0.8486894733055905,3.76,0.0,0.9280796861418863,0.9999999999811021,3.1527525046000597e-24,3.2537603789954586e-35,1.804136161567233e-23,3.175377223988697e-11,1.8897928293881297e-11,2.0357177638565544e-20,3.3526510184750037e-18,1.2855820626999777e-11,4.315977685095005e-16,7.850890241924907e-20,4.693817250519329e-17,1.7448864045567853e-20,7.917877618647099e-25,9.585970697912789e-29,1.3419529710808107e-26,1.0063169941585469e-27,2.313385667436063e-27,5.998738311426867e-20,4.463953755796434e-40,3.5263050074565455e-39,6.209129655619782e-45,1.7913649889638446e-59,4.215714740369549e-16,5.667280152693287e-21,1.6397622880136452e-32,4.6178334352238955e-34,3.1327045433822985e-31,6.198011890828909e-26,2.599988764714871e-27,2.31978897909059e-50,2.796852953294081e-47,3.151322469255503e-56,4.5262470590330296e-60,4.733137765309213e-44,1.191909374681437e-30,3.329300210167369e-61,4.735926567175438e-69,7.152582328817874e-52,5.518033327859715e-32,2.636554815257699e-77
4.822726547063263e-13,0.8486894733075089,3.76,0.0,0.9280796861101319,0.999999999962204,2.5222153763585893e-23,2.6032847164768724e-34,7.216511907772938e-23,6.350777975526588e-11,3.779598434487043e-11,8.142823084263916e-20,1.3410663241518337e-17,2.5711702133952583e-11,8.832366576990719e-16,3.1403852038550653e-19,1.0045962638594898e-16,6.979460948310447e-20,3.1676419163067716e-24,7.668808960969797e-28,5.46254384030727e-26,8.050376206283802e-27,1.8506758196203164e-26,2.3995071417386364e-19,7.139969601262911e-39,5.642100663161739e-38,1.986985764453437e-43,1.147169153402543e-57,8.431313113937052e-16,2.2668615350882886e-20,1.3119013989787557e-31,3.6942444845878895e-33,2.5049072936935154e-30,4.957052496211554e-25,2.0925235403240395e-26,7.423095950069956e-49,8.981618096149243e-46,2.0268555662191253e-54,2.9113297531951786e-58,8.083897332909745e-43,9.534283238108226e-30,2.1668556712018446e-59,6.104932588848905e-67,2.3045644531002044e-50,6.8813387986755575e-31,6.863742387420861e-75
9.645469447285773e-13,0.8486894733113453,3.76,0.0,0.9280796860466229,0.9999999999244078,2.017775737141991e-22,2.0830514765571027e-33,2.886556550384887e-22,1.270158545761284e-10,7.55920952362213e-11,3.2570660085597625e-19,5.364271704530385e-17,5.14233862336282e-11,1.846629010216158e-15,1.2561677831208448e-18,2.2725133237274057e-16,2.7916953477573213e-19,1.2674397936307381e-23,6.1350444003989594e-27,2.260787149207271e-25,6.43998806049281e-26,1.480475137703435e-25,9.598049877136073e-19,1.1416309361611717e-37,9.027287573328585e-37,6.35830656938781e-42,7.346000813473461e-56,1.686207501592419e-15,9.06697277842742e-20,1.0496576669699858e-30,2.9553336822902185e-32,2.001900684356892e-29,3.963437099844564e-24,1.6940398377399255e-25,2.375210257019777e-47,2.87448713465993e-44,1.2967704785508319e-52,1.8628505190701995e-56,1.4568423754748857e-41,7.625772277945868e-29,1.4329736860158717e-57,7.923700519064093e-65,7.475103049775713e-49,9.44891365503224e-30,1.815526457969077e-72
1e-12,0.8486894733190183,3.76,0.0,0.9280796860419543,0.9999999999216294,2.536934248802554e-22,2.619252010242899e-33,3.2048365396880685e-22,1.3168448314055033e-10,7.837057119970818e-11,3.616196837078493e-19,5.955779888780579e-17,5.331349769281524e-11,1.9262883816530398e-15,1.3946866370118584e-18,2.394755880696752e-16,3.099503202496915e-19,1.4073101851377227e-23,7.71353738233958e-27,2.5323592541886784e-25,8.096758074906935e-26,1.861350239425727e-25,1.0656411738133231e-18,1.7701593733326577e-37,1.4004287377263677e-36,1.3603036545819185e-41,2.4375716370296846e-55,1.748177514083938e-15,1.0066628508572764e-19,1.3198052095458442e-30,3.7156794578773905e-32,2.5157850090702815e-29,4.98190090104096e-24,2.141657043083565e-25,5.081173958500963e-47,6.149903260758486e-44,4.296501755075878e-52,6.172988193013513e-56,2.452149614224541e-41,9.586846036200633e-29,4.9684765003459064e-57,4.593893563590425e-64,1.6228548853154572e-48,1.419565313144243e-29,1.9931070023067383e-71
1.9290955247730792e-12,0.8486894733190183,3.76,0.0,0.928079685919605,0.9999999998488154,1.6142189032597758e-21,1.6671116156066548e-32,1.1545796477343126e-21,2.5403224337797474e-10,1.511843121763853e-10,1.302770856802246e-18,2.145705622860811e-16,1.0284643877810713e-10,4.0138705361846085e-15,5.0247615702313465e-18,5.598288319509872e-16,1.1166026613219072e-18,5.072803999493059e-23,4.9080092512184233e-26,9.649275566752884e-25,5.151466928695274e-25,1.184270021895521e-24,3.839222353530645e-18,1.8241601783526063e-36,1.4443333528952868e-35,2.034610374362917e-40,4.706625706588948e-54,3.3721859623039653e-15,3.626396631433446e-19,8.399388927059442e-30,2.3641574475099854e-31,1.598282255173007e-28,3.1672129785141695e-23,1.387207460829209e-24,7.599463250239893e-46,9.198663697044012e-43,8.290853908737766e-51,1.191260071460639e-54,2.853552928959895e-40,6.097945066774233e-28,9.762113555803857e-56,1.042179867478022e-62,2.4562449963933274e-47,1.3859041603785025e-28,4.9467352384851794e-70
2.8936441048175816e-12,0.8486894733266912,3.76,0.0,0.9280796857925867,0.9999999997732228,4.615655838556154e-21,4.7682028402920713e-32,2.453417401371426e-21,3.810488713396448e-10,2.2677652427398318e-10,2.7683050931001653e-18,4.55961765651785e-16,1.542691756697612e-10,6.421567407537802e-15,1.0677745767101096e-17,9.713993138495204e-16,2.3726686650787606e-18,1.078493144255593e-22,1.4034016399859304e-25,2.1527623362516833e-24,1.4729109036083002e-24,3.3860901964144545e-24,8.15834692830601e-18,6.71014025331543e-36,5.459594220601593e-35,9.48165035310844e-40,2.6090213467124708e-53,5.057990521714405e-15,7.705512578632606e-19,2.4020461215753335e-29,6.7601387426937915e-31,4.564778489690236e-28,9.050442691044282e-23,4.0190011268046234e-24,3.555042455725278e-45,4.108119729771878e-42,4.472246218423637e-50,6.426370929006911e-54,1.1545425089278629e-39,1.743191493517636e-27,5.649181696994787e-55,6.946087457409649e-62,1.1594801164916386e-46,4.996336815510613e-28,3.836010079042526e-69
3.858192684862084e-12,0.8486894733343641,3.76,0.0,0.9280796856655682,0.9999999996976302,9.73575098720571e-21,1.0060632385407452e-31,4.185139758142097e-21,5.080657384608411e-10,3.0236873152898653e-10,4.722271777135448e-18,7.778159476309199e-16,2.05691596910638e-10,9.069718148735737e-15,1.821517551562117e-17,1.4619616727957807e-15,4.04731715348505e-18,1.8406572287066563e-22,2.9602167029358566e-25,3.8426271146165605e-24,3.1066294567152848e-24,7.141896538168712e-24,1.39171771022617e-17,1.700986255336075e-35,1.4487265724015556e-34,2.9265765243256832e-39,9.34742661351834e-53,6.7436211982065416e-15,1.3143784646039196e-18,5.067268234596157e-29,1.4259632501407157e-30,9.618296481423085e-28,1.9078901838746088e-22,8.577499189562841e-24,1.1467885801549278e-44,1.3890180364841525e-41,1.6786827120928727e-49,2.412305999201117e-53,3.265532498346277e-39,3.6760542457310955e-27,2.2324481101635855e-54,3.0491537441644504e-61,3.783133360712991e-46,1.2514209341595312e-27,2.031822419394588e-68
5.787289844951088e-12,0.8486894733497099,3.76,0.0,0.9280796854115303,0.9999999995464447,2.6591339376792223e-20,2.7498171284706394e-31,8.6644476962905e-21,7.62100033995074e-10,4.535531346736311e-10,9.776409779821636e-18,1.6103648197724838e-15,3.0853569858569334e-10,1.4930345565034514e-14,3.771288437593801e-17,2.628472061328504e-15,8.378845484080808e-18,3.814236566172838e-22,8.085486526678534e-25,8.608458325110319e-24,8.48441146425493e-24,1.9505153027645042e-23,2.881373340866249e-17,5.943884431084543e-35,5.677693480846388e-34,1.4073500660532118e-38,5.678253341631257e-52,1.0114474515687944e-14,2.720937722001661e-18,1.384324676234728e-28,3.8952193753088664e-30,2.6224508630104587e-27,5.205994415365646e-22,2.388330058984352e-23,6.311186758329734e-44,8.377777492482085e-41,1.1903643545985624e-48,1.710733396966658e-52,1.4587294637422235e-38,1.0036616568061011e-26,1.8806257545311816e-53,3.0028272164333735e-60,2.1366625314037544e-45,4.31549406512695e-27,3.4862887819749483e-67
7.716387005040093e-12,0.8486894733650557,3.76,0.0,0.9280796851574918,0.9999999993952592,5.563793401289787e-20,5.757238301260791e-31,1.4735384534051694e-20,1.0161352090017077e-09,6.047375200100903e-10,1.662637635137475e-17,2.738801611177409e-15,4.113786395172686e-10,2.1675195363364762e-14,6.414082960847596e-17,4.0854545733371965e-15,1.424923274479194e-17,6.492789331177345e-22,1.6917921536053933e-24,1.574751668773472e-23,1.7750820689835172e-23,4.0808367238979216e-23,4.90045874235206e-17,1.4842197607716921e-34,1.5135257158530243e-33,4.352313781969331e-38,2.0246796955211933e-51,1.3484688556429109e-14,4.627090855098487e-18,2.897016665030077e-28,8.151259457546106e-30,5.4785164703399184e-27,1.088332722996764e-21,5.081620478104498e-23,2.025184674058871e-43,2.7922627299040016e-40,4.528955111883878e-48,6.5092885206289315e-52,4.2618022370559325e-38,2.0992856295338514e-26,7.439047738242771e-53,1.3171698643704056e-59,6.961110538637054e-45,1.0693138562348595e-26,1.8773587687106113e-66
9.645484165129097e-12,0.8486894733804018,3.76,0.0,0.9280796849034523,0.999999999244073,1.0128661663812121e-19,1.0487766123850679e-30,2.2511443200959175e-20,1.2701713262982087e-09,7.559218862661608e-10,2.5400194153195372e-17,4.184258636636656e-15,5.142203368088007e-10,2.936741642280966e-14,9.799439653463335e-17,5.853649830088665e-15,2.1768060776576564e-17,9.928561157621084e-22,3.0798975325689523e-24,2.5793062026502787e-23,3.231208614937745e-23,7.428462994878258e-23,7.486789252075937e-17,3.1466924325723965e-34,3.3638033867685074e-33,1.107104447565713e-37,5.878362471012268e-51,1.6854217780644458e-14,7.068349123005517e-18,5.27491189582478e-28,1.4841435721976001e-29,9.957674563810879e-27,1.979538033370685e-21,9.407031975144976e-23,5.2910420773180795e-43,7.506925187937232e-40,1.3695657411241306e-47,1.9685829410441285e-51,1.0410316362047414e-37,3.820354469091186e-26,2.3683693757204067e-52,4.6112137718543445e-59,1.8486723918445148e-44,2.2542925902269543e-26,7.921622846168296e-66
1e-11,0.8486894734110934,3.76,0.0,0.9280796848567665,0.999999999216289,1.1238917559625198e-19,1.163944020044822e-30,2.4129778526683385e-20,1.3168563922122598e-09,7.837054779089005e-10,2.722616679586096e-17,4.485099044203285e-15,5.331197186102057e-10,3.0886241758727785e-14,1.0504047294011997e-16,6.2131546729359055e-15,2.3332794801966852e-17,1.064450521784061e-21,3.4175144411238085e-24,2.804927628392972e-23,3.585315941170282e-23,8.242563655210644e-23,8.025079202145144e-17,3.6344986418974094e-34,3.915845523415888e-33,1.3645846191075156e-37,7.849567701134436e-51,1.7473370015703882e-14,7.57636709664735e-18,5.85344325254012e-28,1.6469054394866343e-29,1.1044137329729571e-26,2.195970095651117e-21,1.0488395947526752e-22,6.535249690150119e-43,9.284928693237811e-40,1.8460115433524782e-47,2.6536915369993988e-51,1.2608221003555176e-37,4.2387017721832115e-26,3.3262157960300267e-52,7.2842137550832705e-59,2.3067198441984784e-44,2.600323102931553e-26,1.6818268776239317e-65
1.3503678485307107e-11,0.8486894734110934,3.76,0.0,0.9280796843953703,0.9999999989417,2.6742537045890275e-19,2.7735640545365457e-30,4.3284711660363625e-20,1.7782464469364992e-09,1.0582905603373297e-09,4.883852930481595e-17,8.046129566226417e-15,7.198999224462428e-10,4.765341384475606e-14,1.8844732586432775e-16,1.0343177089924055e-14,4.185230377896478e-17,1.913181678313988e-21,8.132066620139014e-24,5.719530714061926e-23,8.529465156495098e-23,1.9609399715185222e-22,1.4396809346087888e-16,1.1499242747494317e-33,1.2911722246282693e-32,6.146853685124177e-37,4.8419906693616355e-50,2.3591179595437966e-14,1.3588614480761314e-17,1.3934399910012767e-27,3.920281623495223e-29,2.6178329824168703e-26,5.214132371597203e-21,2.5958837751452603e-22,2.958543206908584e-42,4.20779290902591e-39,1.1697315291248069e-46,1.682091087527812e-50,5.216255088243824e-37,1.0077392398333917e-25,2.380146836248781e-51,6.822584544379615e-58,1.0945146004571351e-43,8.161814805720024e-26,2.3474803578112606e-64
1.7361872805485116e-11,0.8486894734417852,3.76,0.0,0.9280796838872843,0.9999999986393258,5.544373265830156e-19,5.758534781682921e-30,7.09804431485329e-20,2.286325394683338e-09,1.3606591569100601e-09,8.008685922695447e-17,1.3195549399320937e-14,9.255744572089023e-10,6.978703921145123e-14,3.090651996115986e-16,1.6096592740614422e-14,6.862665878641134e-17,3.143833917531113e-21,1.6860111118545858e-23,1.0576469494697172e-22,1.7680197021341146e-22,4.06478218780885e-22,2.3610696238951437e-16,2.9796049497751356e-33,3.4210177014947653e-32,2.0328406205088515e-36,1.9814089552383374e-49,3.0325361860637526e-14,2.2279600250345193e-17,2.89025034124179e-27,8.130804969025089e-29,5.406392016733496e-26,1.0786976137140537e-20,5.591376011207519e-22,9.776809540070171e-42,1.404154697637593e-38,4.816175509132135e-46,6.927608460985336e-50,1.6422266686070945e-36,2.087522935552921e-25,1.0454501245424892e-50,3.5166549948414567e-57,3.757023609976564e-43,2.1048750516990124e-25,1.4826436576990017e-63
2.507826144584113e-11,0.8486894735031687,3.76,0.0,0.928079682871101,0.9999999980345735,1.6659054816790546e-18,1.735753707473796e-29,1.4712675965169655e-19,3.302494769790954e-09,1.965396117583497e-09,1.6599783313805918e-16,2.7356367659651362e-14,1.3369083769152048e-09,1.2559506458347176e-13,6.408012392967703e-16,3.139419151137585e-14,1.4222627693936422e-16,6.5450666847366484e-21,5.066117925640231e-23,2.7191812844115093e-22,5.309895367514772e-22,1.220826915264463e-21,4.894904603209467e-16,1.313246187761675e-32,1.5302602368046292e-31,1.385270996688365e-35,2.1079249160578428e-48,4.3785394973784964e-14,4.616423667703894e-17,8.693168153541952e-27,2.4451086645136857e-28,1.6097554403928173e-25,3.224833345576322e-20,1.827315073076893e-21,6.541366489202472e-41,9.328582203235537e-38,5.005000344497771e-45,7.205755712693827e-49,1.0306655951693094e-35,6.259872381408819e-25,1.3125947249415754e-49,6.458116889960634e-56,2.778381951875973e-42,9.22646099678394e-25,4.791725692550494e-62
4.051103872655316e-11,0.8486894736259358,3.76,0.0,0.9280796808386879,0.999999996825054,7.162083443490673e-18,7.511386713031505e-29,3.8237642197077396e-19,5.334879437471608e-09,3.174869108989279e-09,4.3139685769884934e-16,7.112499265411012e-14,2.159515621868289e-09,2.83370723786768e-13,1.6663882733737877e-15,7.714999650276064e-14,3.695219800309636e-16,1.716551057647511e-20,2.1781861922875237e-22,9.928259578942079e-22,2.2805170067139483e-21,5.243738557839192e-21,1.2726749232716043e-15,9.559456108161524e-32,1.1134111946687121e-30,1.8029038759366406e-34,5.062985028762223e-47,7.067217467281643e-14,1.1988893170530658e-16,3.7450633685055676e-26,1.0530439585649046e-27,6.784171553100415e-25,1.3710810071814844e-19,9.240131036919678e-21,8.125235786373165e-40,1.1356738425045437e-36,1.1153824955943932e-43,1.6092407239109548e-47,1.210869580910931e-34,2.6794123620803773e-24,3.951788940683243e-48,3.1815685700488853e-54,4.1603008138825224e-41,6.693929821022307e-24,4.527904435775462e-60
7.137659328797723e-11,0.8486894738714704,3.76,0.0,0.9280796767736759,0.9999999944059553,4.0328392842243027e-17,4.284773506238444e-28,1.184202806356825e-18,9.399832436072115e-09,5.593811371580087e-09,1.3358589704380592e-15,2.20443176319934e-13,3.8044877710439335e-09,7.835336582185679e-13,5.16695060862946e-15,2.2928459208746263e-13,1.1436376391048014e-15,5.4149136613325436e-20,1.2266634083231076e-21,4.8989223229418375e-21,1.2813771621088704e-20,2.946914698532054e-20,3.944676999717177e-15,9.83314727603348e-31,1.1474068205647008e-29,3.5756431246286297e-33,2.0041119188162045e-45,1.2431290264605454e-13,3.7071565931727715e-16,2.116005182884067e-25,5.950095787650171e-27,3.667188130504075e-24,7.544047575017692e-19,6.788197893796235e-20,1.5434410694632207e-38,2.106959961993836e-35,3.958111360106782e-42,5.7348568743627494e-46,2.2071323860761296e-33,1.494851109631941e-23,2.2059779340329397e-46,2.983712308287232e-52,1.0625932544890807e-39,6.893229581021066e-23,8.844754694598606e-58
9.999999999999999e-11,0.848689474362541,3.76,0.0,0.9280796730037346,0.9999999921625145,1.190772995261254e-16,1.2871312037850696e-27,2.3214001334150466e-18,1.3169716342242883e-08,7.83703143743208e-09,2.6183459219914845e-15,4.3251507940598313e-13,5.329676519869978e-09,1.4672802960988815e-12,1.0142487866705602e-14,4.425590329459472e-13,2.2402238637135525e-15,1.0832214406788536e-19,3.622619947373818e-21,1.3619773138852523e-20,3.7723966157032854e-20,8.678047237994607e-20,7.739947093747522e-15,4.5798101833716356e-30,5.474618973813029e-29,3.0199027352460873e-32,3.334105903795711e-44,1.7389950381018246e-13,7.254555951111587e-16,6.264112003601447e-25,1.764824335764343e-26,1.0268763813202846e-23,2.159848152869919e-18,2.609256828977734e-19,1.2695442596174055e-37,1.7126280572028617e-34,5.756606681065975e-41,8.40249350721331e-45,1.7651803326210837e-32,4.3584271582598647e-23,5.561838336593412e-45,1.2593863037512496e-50,1.25409489114053e-38,3.227758350129493e-22,8.050040441413762e-56
1.3310770241082535e-10,0.848689474362541,3.76,0.0,0.9280796686429086,0.9999999895675186,2.67766172131822e-16,2.9175959718694222e-27,4.109200334137437e-18,1.7530473044808818e-08,1.0431681012008827e-08,4.6343421570066696e-15,7.661511120098642e-13,7.093462987320583e-09,2.5221036459977165e-12,1.7973086347571488e-14,7.75894492691815e-13,3.9631507082506256e-15,1.948385091183088e-19,8.146795848198019e-21,2.982640895397308e-20,8.471118608309005e-20,1.948944142189204e-19,1.3710989659555282e-14,1.2068387188515802e-29,1.4520321814327145e-28,8.916909550939276e-32,1.0502554771449507e-43,2.310655226890278e-13,1.2823634009531782e-15,1.4102480119575339e-24,3.976914276826457e-26,2.2501473667894408e-23,4.785278956802822e-18,6.506428162405067e-19,3.7352361066026105e-37,5.03069149372626e-34,1.796345207181532e-40,2.6234464208958304e-44,5.173182760955174e-32,9.742025635295557e-23,1.7909602463922336e-44,4.124485513877327e-50,3.8458144748163854e-38,8.517904764725764e-22,2.6716977920847593e-55
1.948388115336735e-10,0.8486894748536132,3.76,0.0,0.9280796605111508,0.9999999847287627,8.04533282644107e-16,8.939937569692189e-27,8.790832568771032e-18,2.566209308200058e-08,1.5269530801038674e-08,9.912272582430406e-15,1.641219843415798e-12,1.0381146460122768e-08,5.244735527694587e-12,3.8528930542679175e-14,1.6454281439997758e-12,8.46885630613499e-15,4.293827856827761e-19,2.4482511418757924e-20,8.705395327474033e-20,2.53762965237809e-19,5.839895031835582e-19,2.937342420284118e-14,4.70694355647132e-29,5.957512049491707e-28,4.655168120226397e-31,7.025389524802995e-43,3.371162634208826e-13,2.736110198494273e-15,4.241759498693922e-24,1.2001789597504384e-25,6.408722948980017e-23,1.3934828283904525e-17,2.348832679190404e-18,1.984728619427482e-36,2.8239784209392776e-33,1.2016827283101658e-39,1.7599209817988918e-43,2.7218717937467185e-31,2.8896416781708713e-22,1.3854194352602666e-43,3.5969478357012406e-49,2.393571079796514e-37,3.335944675842116e-21,2.817833697303257e-54
2.5656992065652165e-10,0.8486894753446875,3.76,0.0,0.9280796523784022,0.9999999798896879,1.7826603854983045e-15,2.0190410806218016e-26,1.5221914007294387e-17,3.379469247302005e-08,2.010736073159415e-08,1.7160416216148923e-14,2.8455544842341095e-12,1.3667538700275136e-08,8.951061417543833e-12,6.684796559548841e-14,2.8376102619924983e-12,1.4648453367523875e-14,7.646088420872475e-19,5.425720938051898e-20,1.898288595135966e-19,5.606872804960958e-19,1.2906552748700821e-18,5.093157795711688e-14,1.2574668325664928e-28,1.6671224912415084e-27,1.5649069350015929e-30,2.921537272445234e-42,4.4246962460720727e-13,4.7256236753778515e-15,9.397299744241527e-24,2.670060961294493e-25,1.3515661267574569e-22,2.9985172944059654e-17,5.992839574244571e-18,6.85684754001701e-36,1.0064339328331986e-32,4.91904674790154e-39,7.222820082543036e-43,9.339246505951995e-31,6.32529087010413e-22,6.731422208927796e-43,1.9091271451981453e-48,9.554542397777357e-37,8.946417708743572e-21,1.865514316543341e-53
