Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93)
0.00023560668225869368,0.8385353656790464,3.76,0.0,0.2754193276702131,0.660367284016999,0.3959399305911954,5.3649906062846345e-09,4.156453424300959e-07,0.026793478233411862,0.0013325304439056398,1.0921126187556418e-06,0.0015663534198164422,0.004399839319723765,0.3183755817369836,0.007415935836610846,0.0004274389983641558,4.203495074176043e-06,5.8343651552076405e-05,0.04582046809816678,0.006640455801036321,0.0002959646178796197,0.19480682839987024,8.545497761378831e-05,4.810557094948832e-10,0.00013912658443404477,0.038490567782578866,1.7271188755995868e-05,7.64871759744078e-06,1.6591952640600506e-05,4.5230870913747944e-13,5.287632462390134e-10,1.1816527178018122e-12,4.503063417356168e-07,0.037405043415894824,0.00013619157943153167,0.0010058451105502927,3.760727164217123e-09,1.6441020496337885e-11,1.5964291001542057e-08,2.0668338889843146e-09,0.001009168688202899,2.5819597964819764e-08,8.414859927781253e-12,4.022724436464696e-06,0.0005648772460183072,1.2308308873334098e-10,5.12461104564898e-09,9.517573192342884e-06,6.341269957055557e-06,0.0018332884906923272,1.5670289480719104e-09,5.220084212952107e-10,8.76015729987305e-13,4.040208983796099e-18,6.9579507946677755e-06,2.1767049308452904e-20,3.4813359312853254e-08,1.954748981247725e-08,2.311738261954119e-13,6.015944720037962e-08
0.00023604744461849477,0.8388706988158847,3.76,0.0,0.2726035426329544,0.6572880693306452,0.39934622182037666,5.717722558818581e-09,4.3273187524976144e-07,0.02684944485411238,0.0013296739707960388,1.0888549638817965e-06,0.0015900989684809212,0.004485712860860214,0.32051459001590255,0.007360013686475132,0.0004332752408213738,4.200681615174444e-06,5.867845800000559e-05,0.04565556172947863,0.006594682665934634,0.0002983965426791138,0.19663485990566076,8.540892861017388e-05,4.843728143666588e-10,0.00014102852099080417,0.03891292491187795,1.7635102181826507e-05,7.7999822681096e-06,1.6963598952680127e-05,4.601114037239295e-13,5.324783401084163e-10,1.2020157530559357e-12,4.5791277919912514e-07,0.03787506161132939,0.00013891816718576908,0.001016636600641484,3.826262247646689e-09,1.702172172180808e-11,1.6151942293558858e-08,2.1181219524366606e-09,0.0010109680235871434,2.6131489928465584e-08,8.646238984332979e-12,4.060638589263345e-06,0.0005670745036777152,1.2664342032609559e-10,5.242033335046018e-09,9.70096928717151e-06,6.432494119722893e-06,0.0018487138705983773,1.572216929680792e-09,5.37592833863851e-10,8.89216353650642e-13,4.137916566586176e-18,7.1081690743363875e-06,2.222783600632575e-20,3.550452617137705e-08,1.9711978502827316e-08,2.351556811883573e-13,6.004422959325406e-08
0.00023648820697829586,0.8392089671055448,3.76,0.0,0.26977020917826505,0.6541693852835492,0.40279318506863004,6.097266972259764e-09,4.5068115382037736e-07,0.02690461648360723,0.0013266501798832498,1.0854773387648127e-06,0.0016144210917757502,0.0045740137235789555,0.3226638134113557,0.007303573762643679,0.0004392426110169247,4.1972017764579245e-06,5.901065503780952e-05,0.0454830432708881,0.006547851233560789,0.00030084635135338135,0.19848468227290614,8.534731606624076e-05,4.878051618224168e-10,0.00014295467742491013,0.03933894252562424,1.800773670214033e-05,7.955473890905137e-06,1.7346922139471153e-05,4.680992510544702e-13,5.361927949601502e-10,1.2228614448276022e-12,4.656977590710358e-07,0.03835338285233798,0.00014169382948212394,0.0010274013221942744,3.893188152693931e-09,1.7625758744804554e-11,1.634183803175259e-08,2.1712067708639127e-09,0.0010125925557008526,2.6448421993908505e-08,8.885705999870172e-12,4.099086941858809e-06,0.0005691816588687989,1.3031306750161973e-10,5.363041718041385e-09,9.889228153677357e-06,6.526755612909547e-06,0.0018639464069532573,1.5770140696487463e-09,5.537835338488011e-10,9.026996087175984e-13,4.2384649622372835e-18,7.2615491910220534e-06,2.2699921199402632e-20,3.6209099986879806e-08,1.987441165082591e-08,2.392318704152846e-13,5.99161952778102e-08
0.00023692896933809695,0.839550188811953,3.76,0.0,0.26691931649836614,0.6510105036198752,0.4062815115887102,6.50593237421428e-09,4.6954451796312795e-07,0.026958932410779374,0.0013234548472802743,1.081976312007285e-06,0.0016393383727934382,0.00466482995639418,0.3248230538047512,0.007246614652815811,0.00044534523135949817,4.193032889612756e-06,5.9339892369529225e-05,0.04530276237307275,0.006499945560971132,0.0003033136598144834,0.20035665103006053,8.5269622685852e-05,4.913587318113223e-10,0.00014490495995416112,0.03976858815994042,1.8389322818302295e-05,8.115333220761313e-06,1.7742377729623557e-05,4.762772801272211e-13,5.399042832320726e-10,1.244202880248389e-12,4.7366609335422536e-07,0.03884020969767082,0.00014451888636647455,0.0010381319933385634,3.9615495470260745e-09,1.825415034662589e-11,1.6533974547784068e-08,2.226167934326847e-09,0.001014036782482819,2.6770490335852562e-08,9.133606142050091e-12,4.138078200402636e-06,0.0005711951352888947,1.3409540983609363e-10,5.487780001893813e-09,1.0082499918217416e-05,6.624191141198632e-06,0.001878970472729772,1.5814058354595383e-09,5.706100000570591e-10,9.164734244214215e-13,4.3419527820840886e-18,7.41814007198216e-06,2.318361185985388e-20,3.692725111285285e-08,2.0034622654458603e-08,2.434049499403922e-13,5.977498533996497e-08
0.00023736973169789804,0.839894381315463,3.76,0.0,0.2640508630352392,0.6478106811582056,0.4098119046482933,6.94624949013772e-09,4.893767892675425e-07,0.02701232870998283,0.0013200836693982552,1.0783483585191912e-06,0.001664870113877669,0.004758253393042748,0.32699209582179717,0.007189135058125066,0.0004515873871806179,4.188151727449701e-06,5.96657992487273e-05,0.04511456678999931,0.0064509497932127005,0.00030579803895682575,0.20225112759398944,8.517531962782755e-05,4.950397830526572e-10,0.00014687923374621375,0.040201823897442104,1.8780096629573768e-05,8.279705816858801e-06,1.8150441546499393e-05,4.846506355516684e-13,5.436103200541942e-10,1.2660534459170254e-12,4.818227030069913e-07,0.03933575048099807,0.0001473936108575945,0.0010488210050378646,4.0313930947744315e-09,1.8907960519515005e-11,1.6728344994484707e-08,2.2830891879327103e-09,0.001015295081781543,2.7097790028418063e-08,9.390301703887189e-12,4.177621119982413e-06,0.0005731112586068529,1.379939160865762e-10,5.616398491407614e-09,1.0280939209667135e-05,6.724943746376477e-06,0.0018937698510054235,1.5853774586818521e-09,5.88103417471668e-10,9.30545977438011e-13,4.44848248645424e-18,7.577989401931898e-06,2.3679222764416187e-20,3.765914216791311e-08,2.0192438622414286e-08,2.4767753420413783e-13,5.962023461452591e-08
0.00023776641782171902,0.8402067081471433,3.76,0.0,0.26145424709885523,0.6448952101552959,0.41302581623664963,7.371885693375356e-09,5.081025696895087e-07,0.027059543546352413,0.0013168956413281232,1.0749716881016993e-06,0.001688390602030821,0.004844642740975443,0.32895242134715164,0.007136957430771123,0.00045732830932600964,4.1831300409853335e-06,5.9955944219381954e-05,0.04493829642719926,0.006405908563320952,0.0003080481821471004,0.20397570413029711,8.507579932978469e-05,4.984671319058214e-10,0.0001486764454070822,0.04059476955652156,1.9139848213750828e-05,8.431624263386685e-06,1.852888934760005e-05,4.923580037091452e-13,5.469389043661722e-10,1.2861655640450638e-12,4.893287810229078e-07,0.039789364565780805,0.0001500235130073632,0.0010583989377948215,4.09555978219007e-09,1.951903984081268e-11,1.690517997029583e-08,2.3360669567211035e-09,0.0010162638391828635,2.7396909884866714e-08,9.629161808818177e-12,4.213688685329316e-06,0.0005747494154699923,1.416048308690021e-10,5.735602394495424e-09,1.046408428718868e-05,6.818580729063765e-06,0.0019068832932718563,1.5885803096137896e-09,6.044449757676226e-10,9.434736597933345e-13,4.547047945455536e-18,7.724677994057904e-06,2.413573088596492e-20,3.832971894410582e-08,2.033227715024847e-08,2.5161014393570756e-13,5.946907495103738e-08
0.00023816310394554,0.8405214657777689,3.76,0.0,0.25884342683106687,0.6419453997450159,0.41627491073022194,7.827613663321711e-09,5.277060154163585e-07,0.02710590750762202,0.0013135583816917676,1.071486570639437e-06,0.0017124401960863578,0.004933294186687386,0.3309203136278497,0.007084356480109443,0.00046318923381550025,4.177494434182469e-06,6.024277273322793e-05,0.044755376946877964,0.00635996024582359,0.0003103113830336953,0.20571908125869012,8.496198616051618e-05,5.020080226644563e-10,0.00015049278123361923,0.04099055160411867,1.9507417687281523e-05,8.587433464313957e-06,1.8918329735867897e-05,5.002317563623691e-13,5.502588735300136e-10,1.3067113331263808e-12,4.969951728006473e-07,0.04025037081941124,0.00015269394907521124,0.0010679306670714434,4.161003538597926e-09,2.0152451321522635e-11,1.708380603516825e-08,2.3907712326052714e-09,0.0010170730747624237,2.770040969097206e-08,9.875744615456981e-12,4.250216649116612e-06,0.0005763028390499319,1.4531537547241796e-10,5.858195814543841e-09,1.065166320142719e-05,6.915139495600198e-06,0.001919788429686306,1.5914196232257525e-09,6.213788766981863e-10,9.566564758578421e-13,4.648244031099679e-18,7.87407585961098e-06,2.460239632006747e-20,3.901165459563277e-08,2.0469895213979882e-08,2.5562750347240254e-13,5.930637216386115e-08
0.00023855979006936099,0.8408386646039137,3.76,0.0,0.2562184228270765,0.6389606764790999,0.41955972577377304,8.31583874828543e-09,5.482354222122821e-07,0.027151366656731023,0.0013100685919091117,1.0678902370842072e-06,0.0017370345901531927,0.0050242832959732165,0.33289557583439583,0.007031331519152035,0.0004691736542204636,4.171226826926287e-06,6.052596803201123e-05,0.044565693845164234,0.006313093600909488,0.0003125872219566122,0.20748153464792504,8.483347131659936e-05,5.056676395162084e-10,0.00015232804302277363,0.0413891294541243,1.9882988859051904e-05,8.747249978280794e-06,1.931915555535805e-05,5.082758766402696e-13,5.535680531680632e-10,1.3277011138329803e-12,5.048256841087234e-07,0.04071893372812768,0.00015540500235980984,0.001077409934310971,4.227762920731564e-09,2.0809071958109223e-11,1.726421041480685e-08,2.447272733161106e-09,0.0010177184385431175,2.8008354619740608e-08,1.0130353819708396e-11,4.2872114528700255e-06,0.0005777686402958525,1.4912826492844586e-10,5.98430296370551e-09,1.0843798252891867e-05,7.014738531522009e-06,0.0019324721539519477,1.5938841863834391e-09,6.389318719770636e-10,9.701009299173315e-13,4.752154080322054e-18,8.026214166725296e-06,2.507946494547566e-20,3.9705046598884314e-08,2.0605153084377227e-08,2.597316360003493e-13,5.913184816653897e-08
0.00023891680758079985,0.8411262387150046,3.76,0.0,0.2538438153490429,0.6362440928955542,0.42254705106298684,8.785185740368533e-09,5.675459199710491e-07,0.027191459656375292,0.0013067946017641077,1.0645561065188242e-06,0.001759648767581922,0.005108237045300895,0.3346794392425794,0.006983246030107952,0.0004746682118126652,4.165030388959538e-06,6.0777462794462276e-05,0.04438910075150757,0.0062701192794697045,0.00031464590525670495,0.2090842838173481,8.470489446642563e-05,5.090672592131259e-10,0.00015399576724521528,0.041750202657407184,2.0227999254408376e-05,8.894610199985479e-06,1.9689970748354724e-05,5.156645988682927e-13,5.565351911135509e-10,1.346980258230489e-12,5.120166657775516e-07,0.041147240595080826,0.00015787971254777427,0.0010858910585702455,4.289004346032406e-09,2.142062684645034e-11,1.7428081981084327e-08,2.4997218906783585e-09,0.0010181554962324648,2.8289357910871277e-08,1.0366626805939165e-11,4.320911251204114e-06,0.0005790105014404878,1.5264966140892906e-10,6.100910309816424e-09,1.1020718866097277e-05,7.107078896915772e-06,0.0019436870251411274,1.5957725127153181e-09,6.552821556347322e-10,9.82430161308468e-13,4.848064805034469e-18,8.165506278351489e-06,2.5517928845865068e-20,4.033896839694569e-08,2.072474808148933e-08,2.635012473074095e-13,5.8964436887996206e-08
0.00023927382509223872,0.8414158043417662,3.76,0.0,0.25145776811355136,0.6334983247522291,0.42556415478260756,9.285041505671152e-09,5.876875710905395e-07,0.027230731053207585,0.0013033918773356185,1.0611274860958118e-06,0.0017827296343821122,0.005194207279126769,0.3364689380876416,0.006934816237122342,0.0004802684646142467,4.158293418407878e-06,6.1025491459048383e-05,0.044206850858004396,0.006226384159737702,0.00031671409427400473,0.21070291745578362,8.456376463638186e-05,5.125714951260628e-10,0.00015567843409394853,0.04211346752459123,2.0579782075369296e-05,9.045403399942266e-06,2.0070648168166613e-05,5.231976058183813e-13,5.594899596319343e-10,1.366635402111257e-12,5.193465878302159e-07,0.041581930814467497,0.0001603873541702088,0.0010943195349544558,4.3513742655061364e-09,2.205240778933472e-11,1.7593367907363847e-08,2.553743286272536e-09,0.001018452946944788,2.8574057425621364e-08,1.0609899699898471e-11,4.354999105060197e-06,0.0005801767900741523,1.5625826531458737e-10,6.220566113250602e-09,1.1201525033634844e-05,7.202075010415753e-06,0.0019547014378686173,1.5973397621652556e-09,6.721783123940974e-10,9.949817358561424e-13,4.946308692213356e-18,8.30706266718848e-06,2.5965209265708737e-20,4.098230062169815e-08,2.0842206213529315e-08,2.673443372741908e-13,5.878701519094648e-08
0.0002396308426036776,0.8417073672054173,3.76,0.0,0.24906031297690354,0.6307229327563482,0.4286114450507678,9.817644741385355e-09,6.087022578324328e-07,0.027269136044997994,0.0012998579143887086,1.0576022232961862e-06,0.0018062898287621429,0.005282255517264757,0.3382638986839511,0.006886041833906588,0.0004859772346609252,4.151002010100009e-06,6.126978872991103e-05,0.04401885890253284,0.006181880405060461,0.0003187913995920363,0.21233764438898645,8.440976961669547e-05,5.161845723650042e-10,0.00015737581814694908,0.042478884278943876,2.0938478888297302e-05,9.199721803690724e-06,2.046150830453908e-05,5.308779413636142e-13,5.624305005967424e-10,1.386674459948145e-12,5.268183552109045e-07,0.0420231331400177,0.00016292789316037606,0.0011026903072627072,4.4149041510465094e-09,2.2705127728182703e-11,1.776005251332979e-08,2.6093959041926556e-09,0.001018607454971434,2.8862495888519115e-08,1.0860424036101257e-11,4.389479700644611e-06,0.0005812652565855136,1.5995617731695482e-10,6.3433716392891115e-09,1.1386312319228106e-05,7.2998235481919515e-06,0.0019655049432624264,1.5985775185037932e-09,6.896429911326311e-10,1.0077607765317131e-12,5.046952792377184e-18,8.450902556098156e-06,2.6421496219103384e-20,4.163509508310438e-08,2.0957416082043523e-08,2.7126245117281165e-13,5.859937394034281e-08
0.00023995215836397258,0.8419714856377768,3.76,0.0,0.24689288066154225,0.6281993830343416,0.4313801571500483,1.0326982173319989e-08,6.283984355618687e-07,0.027302921221674117,0.0012965630449340822,1.0543450433650977e-06,0.0018279146017689237,0.005363328243346413,0.33988388107927603,0.006841850029677006,0.0004912103184787241,4.1439540243769175e-06,6.148623737257777e-05,0.043844685857945626,0.006141163483938063,0.00032066842353440777,0.21382283295166257,8.425991295483579e-05,5.195330141393267e-10,0.00015891583749521132,0.042809563453260514,2.1267336391194524e-05,9.341700548744476e-06,2.0822262898186488e-05,5.379187612158943e-13,5.650632114276142e-10,1.4050444929728804e-12,5.336666581016208e-07,0.04242589183804279,0.00016524244989608606,0.0011101703570319528,4.473099744777685e-09,2.3311087567817167e-11,1.791124978131537e-08,2.660928765970724e-09,0.001018621497792362,2.9125320972533015e-08,1.1092312153878767e-11,4.420851892405986e-06,0.0005821764420350699,1.6336242262844076e-10,6.456676211590951e-09,1.1556105364694272e-05,7.390233229435817e-06,0.0019750389010912924,1.5994027745174805e-09,7.058669009892851e-10,1.019460735374431e-12,5.13964179191469e-18,8.582325633911847e-06,2.6840014817639385e-20,4.223073724544378e-08,2.1059088119175162e-08,2.748541944474219e-13,5.842158483496136e-08
0.00024027347412426756,0.8422372291618313,3.76,0.0,0.24471627020918305,0.6256511468894793,0.43417395955163807,1.0866701008598587e-08,6.488715780106096e-07,0.027335931450591263,0.0012931579526995643,1.051006174476313e-06,0.001849947992779613,0.0054461837711750945,0.34150799677873794,0.00679737876876192,0.000496535856613311,4.136435053322815e-06,6.169922936259528e-05,0.043665729607520465,0.006099812245492154,0.0003225521669224548,0.21532138384085525,8.40991458739387e-05,5.229764532716029e-10,0.00016046736573434057,0.04314191633540296,2.1602017313034223e-05,9.486681907786214e-06,2.119178476645308e-05,5.450836957784939e-13,5.676813276656318e-10,1.4237379186064407e-12,5.406344133917617e-07,0.04283412997101259,0.00016758352406979547,0.0011175955275585664,4.532285899268253e-09,2.393516033557072e-11,1.8063550766157796e-08,2.7138794854889136e-09,0.0010185145096215126,2.9391235667699324e-08,1.133048443195893e-11,4.452549380546475e-06,0.0005830210268151148,1.6684432294495662e-10,6.5726959639627635e-09,1.1729274715869411e-05,7.483028857881535e-06,0.0019843852925978626,1.5999480510932524e-09,7.225886745865619e-10,1.0313531119261582e-12,5.2343829180170544e-18,8.715624795220695e-06,2.726612857119387e-20,4.2834106842827964e-08,2.1158760684207917e-08,2.785091323296795e-13,5.823519237006384e-08
0.00024059478988456255,0.842504600481213,3.76,0.0,0.24253051762130298,0.623077889989992,0.43699316008536077,1.1438842047421705e-08,6.701574509853083e-07,0.027368130033248193,0.0012896407524237972,1.047583958379762e-06,0.0018724000890168017,0.005530871691410729,0.34313609663774797,0.006752627970753065,0.0005019561095572065,4.128434512682103e-06,6.190854639876364e-05,0.043481927237730235,0.006057821317337918,0.00032444228224074237,0.21683345427567516,8.39272325031323e-05,5.265182852016862e-10,0.00016203017496601817,0.04347590607460187,2.194262965571541e-05,9.634738072556192e-06,2.1570332510084593e-05,5.523750466305666e-13,5.702832927768226e-10,1.4427607189526673e-12,5.477238149508606e-07,0.043247947533152815,0.0001699510159685701,0.0011249617958444588,4.59248800506395e-09,2.4577918349173452e-11,1.821693903324221e-08,2.768296671065643e-09,0.001018283952918201,2.9660266383181947e-08,1.1575146820692069e-11,4.48457553863881e-06,0.0005837972745243069,1.7040348658108465e-10,6.6915124217872985e-09,1.1905894241785825e-05,7.578288240480604e-06,0.001993535886087538,1.6002070941786564e-09,7.398272524406094e-10,1.0434419087949958e-12,5.3312295887980785e-18,8.850810921112395e-06,2.769998290836127e-20,4.344522508797823e-08,2.125634601615063e-08,2.8222843261724534e-13,5.804004098226339e-08
0.00024091610564485754,0.8427736017912227,3.76,0.0,0.24033566330508305,0.6204792735494173,0.43983806974872686,1.20455976416109e-08,6.922936702535135e-07,0.02739947890184533,0.0012860095415292512,1.0440767086726107e-06,0.0018952812721881242,0.0056174432065625194,0.3447680238160741,0.006707597603802399,0.0005074734066578699,4.1199416854469315e-06,6.211396183926132e-05,0.04329321569527435,0.006015185458435204,0.0003263383996808607,0.21835920300043798,8.374393463132329e-05,5.30162008705041e-10,0.00016360401483332435,0.043811493085119814,2.2289282867943525e-05,9.785942829964685e-06,2.1958173169978705e-05,5.597951381048195e-13,5.728674816223257e-10,1.4621189341523643e-12,5.549370773064267e-07,0.0436674465187063,0.0001723447994462565,0.001132265030369454,4.65373227622814e-09,2.523995140061842e-11,1.8371396361964975e-08,2.824230870720601e-09,0.0010179272575031797,2.9932437665047796e-08,1.1826513026662507e-11,4.516933718550288e-06,0.0005845034180183881,1.7404154537372543e-10,6.813209682489116e-09,1.2086039116348834e-05,7.676091604655657e-06,0.0020024822509368888,1.6001736220065738e-09,7.576024242254008e-10,1.0557312153812216e-12,5.430236740635099e-18,8.987893709654081e-06,2.8141725378779475e-20,4.4064107065841943e-08,2.135175423298889e-08,2.8601327437183875e-13,5.783597441034553e-08
0.00024123742140515252,0.8430442347271426,3.76,0.0,0.2381317522610619,0.6178549543331223,0.4427090026522372,1.2689323291672878e-08,7.153198094014994e-07,0.027429938571968765,0.0012822624008329174,1.0404827110892282e-06,0.0019186022284169491,0.005705951187956619,0.34640361348403326,0.006662287686165106,0.0005130901489140538,4.1109457272342405e-06,6.231524045033395e-05,0.04309953184147846,0.005971899571548848,0.0003282401263681404,0.2198987902548776,8.354901185982582e-05,5.339112277141224e-10,0.00016518861139698385,0.04414863491508697,2.2642087822887435e-05,9.940371570129631e-06,2.2355582485720538e-05,5.673463149777283e-13,5.754321981403834e-10,1.481818656611043e-12,5.622764334580048e-07,0.04409273095114191,0.00017476472053353878,0.0011395009902971823,4.716045774888221e-09,2.5921867170512534e-11,1.8526902653280314e-08,2.8817346596685597e-09,0.0010174418210556757,3.02077719952514e-08,1.2084804847529598e-11,4.549627246032707e-06,0.0005851376593496207,1.7776015419186174e-10,6.9378744818564926e-09,1.2269785804588968e-05,7.776521650838417e-06,0.0020112157555143397,1.5998413303260844e-09,7.759348718641516e-10,1.0682252097242828e-12,5.5314608664237714e-18,9.126881574400294e-06,2.8591505612010937e-20,4.469076125250889e-08,2.144489330950088e-08,2.8986484678529014e-13,5.762283585718427e-08
0.0002415587371654475,0.8433165003446603,3.76,0.0,0.23591883427850105,0.6152045846718609,0.4456062759559383,1.337255244708947e-08,7.392775156529407e-07,0.027459468093934406,0.0012783973955341808,1.036800223703436e-06,0.0019423739584306624,0.005796450236140131,0.3480426925157268,0.006616698287851524,0.0005188088114404235,4.101435672102121e-06,6.251213815532134e-05,0.04290081251205283,0.0059279587164935655,0.0003301470452481809,0.2214523777401725,8.334222177773675e-05,5.377696527048988e-10,0.00016678366581659854,0.04448728610810336,2.3001156763525008e-05,1.009810129582387e-05,2.276284519933109e-05,5.750309406147555e-13,5.779756729832176e-10,1.5018660260133543e-12,5.697441330089127e-07,0.04452390691157675,0.00017721059603509516,0.0011466653248550667,4.779456436680637e-09,2.6624291645509245e-11,1.868343582126962e-08,2.940862730353124e-09,0.001016825009717539,3.04862895809664e-08,1.23502525077718e-11,4.5826594159220776e-06,0.0005856981697504099,1.8156099036472113e-10,7.065596262414881e-09,1.2457212036001937e-05,7.87966360038434e-06,0.002019727565327448,1.5992038980545996e-09,7.948462157139157e-10,1.0809281594021069e-12,5.634960059724511e-18,9.267781534577376e-06,2.9049475271027843e-20,4.5325189016147454e-08,2.1535669057490736e-08,2.93784348201377e-13,5.740046815751352e-08
0.0002418800529257425,0.8435903990884739,3.76,0.0,0.23369696413656454,0.6125278124814892,0.4485302097987745,1.4098010580868459e-08,7.642106255066789e-07,0.02748802500287302,0.0012744125763254933,1.0330274771150279e-06,0.0019666077876653457,0.005888996743787999,0.3496850791728834,0.006570829532361849,0.0005246319460269545,4.091400439107804e-06,6.270440180849478e-05,0.04269699458100992,0.0058833581239950495,0.0003320587138424508,0.22302012858128034,8.312332015444807e-05,5.417411022625115e-10,0.0001683888530259569,0.04482739805955694,2.3366603244807357e-05,1.0259210627363327e-05,2.3180255341146496e-05,5.828513947054263e-13,5.804960610135149e-10,1.5222672233518535e-12,5.773424399174968e-07,0.044961082566332446,0.00017968221204148495,0.0011537535728606374,4.843993095656384e-09,2.7347869522284322e-11,1.884097167834018e-08,3.001671987425356e-09,0.0010160741587858621,3.07680081294021e-08,1.262309500922751e-11,4.616033487079281e-06,0.0005861830896648959,1.85445753024274e-10,7.196467239608149e-09,1.2648396779362455e-05,7.985605237990755e-06,0.00202800864135586,1.598254993321695e-09,8.143590631912704e-10,1.0938444226001873e-12,5.740794053420133e-18,9.410599099485436e-06,2.951578799707033e-20,4.5967384090075066e-08,2.1623985108000642e-08,2.977729849444363e-13,5.7168713961538016e-08
0.00024220136868603748,0.8438659307575442,3.76,0.0,0.23146620181088554,0.6098242812890169,0.45148112722036404,1.4868630312214695e-08,7.901652893197897e-07,0.027515565267482545,0.0012703059804674286,1.0291626747828024e-06,0.0019913153767550785,0.005983648960169807,0.35133058278077534,0.006524681598436206,0.0005305621840724032,4.0808288393433025e-06,6.289176896152906e-05,0.04248801502859856,0.005838093210147682,0.00033397466313437674,0.2246022072853325,8.289206114616896e-05,5.458295044872343e-10,0.0001700038204199387,0.045168918868144815,2.3738542083625077e-05,1.0423779803092125e-05,2.360811651509152e-05,5.908100705899132e-13,5.829914387852603e-10,1.5430284639100688e-12,5.850736298627074e-07,0.04540436819345138,0.00018217932237861459,0.00116076116238733,4.9096855091860695e-09,2.809326460715809e-11,1.8999483822653283e-08,3.0642216468051105e-09,0.0010151865734896737,3.1052942605129604e-08,1.2903580499344817e-11,4.649752677128342e-06,0.0005865905288363176,1.8941616234169252e-10,7.330582467175665e-09,1.284342021219859e-05,8.094436955223929e-06,0.002036049738571637,1.5969882798968651e-09,8.34497059746016e-10,1.106978449553078e-12,5.849024266704582e-18,9.555338147474218e-06,2.999059934520938e-20,4.661733201177982e-08,2.1709742895517187e-08,3.018319699428677e-13,5.6927415932430763e-08
0.00024252268444633246,0.8441430944705858,3.76,0.0,0.2292266126864537,0.6070936302660653,0.45445935407378074,1.568756961298367e-08,8.17190106810012e-07,0.02754204323730327,0.0012660756329225702,1.0252039934140773e-06,0.0020165087326497375,0.00608046705784531,0.3529790033945171,0.006478254721868262,0.0005366022395951539,4.069709583527893e-06,6.307396762452194e-05,0.04227381101406216,0.005792159591577755,0.0003358943964534649,0.2261987796956047,8.264819752029341e-05,5.500388979852338e-10,0.0001716281864444845,0.04551179318160682,2.4117089296068942e-05,1.0591890677491812e-05,2.404674221538768e-05,5.989093724225615e-13,5.854598020090247e-10,1.5641559897932661e-12,5.929399874473288e-07,0.04585387620798213,0.0001847016470357121,0.0011676834105974604,4.97656438340229e-09,2.8861160215202593e-11,1.9158943519613617e-08,3.1285733395532762e-09,0.0010141595298719128,3.134110497177057e-08,1.3191966656440696e-11,4.683820156879229e-06,0.0005869185664536645,1.9347395867849813e-10,7.468039903370781e-09,1.3042363680698864e-05,8.206251790121461e-06,0.002043841404696248,1.5953974240440144e-09,8.55284942649554e-10,1.12033478366487e-12,5.9597138475139536e-18,9.702000797060004e-06,3.047406671126587e-20,4.727500952964746e-08,2.1792841644700292e-08,3.059625212642226e-13,5.6676416958470254e-08
0.00024284400020662745,0.8444218886308856,3.76,0.0,0.2269782677775011,0.6043354942707011,0.45746521892841496,1.6558230578899442e-08,8.453362680299131e-07,0.02756741158858992,0.0012617195476646022,1.021149583413348e-06,0.0020422002200773553,0.006179513202311669,0.35463013145410693,0.006431549197390727,0.0005427549122110814,4.058031290587115e-06,6.325071603387188e-05,0.0420543199539156,0.005745553101392192,0.0003378173882131637,0.2278100129406059,8.239148090184541e-05,5.543734327600854e-10,0.00017326153910908522,0.04585596203577551,2.450236201827284e-05,1.0763626715518974e-05,2.4496456137592802e-05,6.071517121417365e-13,5.878990629914307e-10,1.585656061958942e-12,6.009438032120344e-07,0.04630972118590211,0.00018724887055317652,0.0011745155237718775,5.044661398413324e-09,2.965225955665688e-11,1.9319319574728453e-08,3.194791220904312e-09,0.0010129902757938284,3.163250391825642e-08,1.3488521090803325e-11,4.718239044373684e-06,0.0005871652513632234,1.9762090164530901e-10,7.608940475824278e-09,1.3245309655462978e-05,8.321145459550897e-06,0.0020513739792334964,1.5934761018413646e-09,8.767485980344108e-10,1.1339180623832936e-12,6.0729277155048854e-18,9.85058726958625e-06,3.096634924887014e-20,4.7940383979941295e-08,2.1873178360053967e-08,3.1016586055257563e-13,5.641556038178554e-08
