Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24)
2.863309052088242e-06,0.6554409311722288,3.76,0.0,0.5580101664508033,0.9999949718721616,2.680171313673605e-07,2.0514622485032047e-22,1.1527685173103764e-15,5.835900136019921e-06,4.8064593849649515e-06,1.9390120012551313e-09,5.409786028043678e-08,7.849426525014173e-08,2.247110719297726e-07,5.996577015893192e-08,2.3359040680143366e-08,9.431081445502911e-11,2.1122832654316265e-12,1.8588312002115775e-11,1.79146392652242e-10,1.261706923950362e-12,2.4585025738204998e-11,1.6949461010709014e-08,3.1745274190555143e-21,2.7869558942577607e-18,4.966108833746766e-18,4.583401316215804e-26,3.641744175375385e-13
2.919594339839897e-06,0.6554409324161523,3.76,0.0,0.5580100433039343,0.9999948720006822,2.772972805461197e-07,2.1050256719699755e-22,1.1767585389157112e-15,5.956528581881652e-06,4.89939687411779e-06,1.9795767078300984e-09,5.471983551953759e-08,7.894085046437646e-08,2.305996577919406e-07,6.241511770087091e-08,2.3531066654986258e-08,9.643391963719755e-11,2.2036324252007494e-12,1.978321458438354e-11,1.902867031891718e-10,1.3162657468744885e-12,2.605445434417449e-11,1.7579313838682908e-08,3.378617873933181e-21,3.0021206091328157e-18,5.45691566215001e-18,5.0810692909841686e-26,3.745948391257623e-13
2.9758796275915518e-06,0.6554409336671533,3.76,0.0,0.5580099199762173,0.9999947721056777,2.866832947792891e-07,2.1590464389367065e-22,1.2007743356846993e-15,6.077286068233702e-06,4.992271575985243e-06,2.0201850153410987e-09,5.533914029832541e-08,7.93863662587542e-08,2.3652164984464863e-07,6.491513474036011e-08,2.3701918738418203e-08,9.856560581817736e-11,2.297020548560681e-12,2.1029225344343155e-11,2.0188757836293844e-10,1.3720546756134129e-12,2.7581178573334365e-11,1.8219057267310123e-08,3.5914386606816446e-21,3.2293110760854316e-18,5.985233750113432e-18,5.621576781182991e-26,3.8516838662356063e-13
3.0321649153432066e-06,0.6554409349252398,3.76,0.0,0.5580097964683429,0.9999946721871293,2.9617475452717697e-07,2.2135265970340506e-22,1.224815744526736e-15,6.198171808316618e-06,5.085083487116733e-06,2.0608366365545463e-09,5.595618533932604e-08,7.983093999280647e-08,2.424769736783444e-07,6.746589432984244e-08,2.387173388483324e-08,1.0070586348336492e-10,2.3924531839682916e-12,2.2327473202295743e-11,2.1395884577193413e-10,1.4290777975672888e-12,2.9166334796623745e-11,1.886861182852138e-08,3.813182643812845e-21,3.4689651611834547e-18,6.553140092369804e-18,6.20773476964638e-26,3.958965002571737e-13
3.0884502030948614e-06,0.6554409361904203,3.76,0.0,0.558009672780906,0.9999945722450129,3.057713067091122e-07,2.268468066113017e-22,1.2488826222889075e-15,6.319185111784057e-06,5.177832605336805e-06,2.10153131904058e-09,5.657133987924841e-08,8.027468323806337e-08,2.4846556380665854e-07,7.006746922515386e-08,2.404063374346082e-08,1.0285468465296679e-10,2.489935918774199e-12,2.3679090158371193e-11,2.2651035949163716e-10,1.4873391990472476e-12,3.081106292780889e-11,1.9527898639240266e-08,4.044043213560555e-21,3.721529212568465e-18,7.162786686957386e-18,6.842487604302046e-26,4.067805757180178e-13
3.144735490846516e-06,0.6554409374627027,3.76,0.0,0.5580095489144151,0.9999944722792982,3.1547265795268396e-07,2.32387264871954e-22,1.2729748436470554e-15,6.440325374478142e-06,5.270518929587017e-06,2.1422688415019587e-09,5.7184935436120755e-08,8.071769373713564e-08,2.5448736256083265e-07,7.271993192320529e-08,2.420872630645382e-08,1.0501206272230304e-10,2.589474378437007e-12,2.508521131385726e-11,2.3955200024900564e-10,1.546842966007627e-12,3.251650636140941e-11,2.0196839397203978e-08,4.284214289838579e-21,3.987458088205457e-18,7.816401976943363e-18,7.528917147099595e-26,4.1782196335301724e-13
3.201020778598171e-06,0.6554409387420953,3.76,0.0,0.558009424869302,0.9999943722899497,3.2527856846157563e-07,2.3797420397530915e-22,1.2970922992047561e-15,6.56159206921632e-06,5.3631424597874166e-06,2.183049010463508e-09,5.77972692921623e-08,8.116005712014576e-08,2.6054231912112436e-07,7.542335469565327e-08,2.4376107389814178e-08,1.0717799231743794e-10,2.691074225572317e-12,2.654697489204093e-11,2.5309367559122014e-10,1.6075931847148668e-12,3.4283811914172974e-11,2.0875356376792417e-08,4.533890326524015e-21,4.2672151833062576e-18,8.516292296834325e-18,8.270246986118246e-26,4.2902196801891754e-13
3.2573060663498258e-06,0.6554409400286052,3.76,0.0,0.5580093006459305,0.9999942722769276,3.3518884645427083e-07,2.436077834845828e-22,1.321234893781649e-15,6.6829847374987874e-06,5.455703196715201e-06,2.223871657290132e-09,5.840860770401623e-08,8.160184840857472e-08,2.6663038866821024e-07,7.817780961895876e-08,2.4542861962424602e-08,1.0935246916487684e-10,2.794741158877813e-12,2.8065522258484312e-11,2.6714532004845194e-10,1.6695939423594613e-12,3.611412977017429e-11,2.156337242486831e-08,4.793266313848249e-21,4.561272457716232e-18,9.264843323641975e-18,9.069846711424666e-26,4.403818494786117e-13
3.3135913541014806e-06,0.6554409413222405,3.76,0.0,0.5580091762446019,0.9999941722401886,3.4520334312788863e-07,2.4928815387089953e-22,1.3454025448739115e-15,6.80450298205244e-06,5.548201141898431e-06,2.264736635503718e-09,5.9019188853888826e-08,8.20431333324964e-08,2.72751531639922e-07,8.09833686011955e-08,2.4709065337410774e-08,1.1153548997409675e-10,2.9004809119707663e-12,2.964199794067845e-11,2.817168952904748e-10,1.7328493276166932e-12,3.800861342954251e-11,2.2260810956630718e-08,5.062537781917791e-21,4.870110463478375e-18,1.0064521532620021e-17,9.931236255450837e-26,4.5190282322875204e-13
3.3698766418531354e-06,0.6554409426230083,3.76,0.0,0.5580090516655646,0.9999940721796853,3.5532194810404445e-07,2.5501545733321873e-22,1.3695951812710264e-15,6.926146460133876e-06,5.6406362975229705e-06,2.3056438183715618e-09,5.962922555580181e-08,8.248396948412799e-08,2.789057130803678e-07,8.384010340593587e-08,2.487478423887065e-08,1.1372705233172059e-10,3.008299252169329e-12,3.127754964703589e-11,2.968183902770488e-10,1.7973634311612373e-12,3.996841966077353e-11,2.296759595148411e-08,5.341900805097856e-21,5.19421837273965e-18,1.0917875657720438e-17,1.0858090298876443e-25,4.635860616663132e-13
3.42616192960479e-06,0.6554409439309157,3.76,0.0,0.5580089269090174,0.9999939720953672,3.655445853163346e-07,2.607898285113108e-22,1.3938127418142446e-15,7.047914877520187e-06,5.733008666350995e-06,2.3465930967410623e-09,6.023890773133553e-08,8.292440732807924e-08,2.8509290206993195e-07,8.674808567351325e-08,2.5040077755908556e-08,1.1592715460627904e-10,3.118201979243098e-12,3.2973328285197566e-11,3.1245982140208003e-10,1.8631403461401126e-12,4.1994708456550764e-11,2.368365194892469e-08,5.631552003849181e-21,5.534094006144245e-18,1.1827538156839704e-17,1.185424274301735e-25,4.754326955192993e-13
3.482447217356445e-06,0.65544094524597,3.76,0.0,0.5580088019751164,0.9999938719871828,3.7587120930151375e-07,2.6661139513507414e-22,1.4180551742832817e-15,7.169807983121938e-06,5.82531825164963e-06,2.3875843770974263e-09,6.084840466940429e-08,8.336449108624066e-08,2.913130712260228e-07,8.970738693993086e-08,2.5204998194968726e-08,1.1813579586261132e-10,3.230194924153204e-12,3.473048797964306e-11,3.286512326316338e-10,1.930184168607853e-12,4.408864299297169e-11,2.440890404444562e-08,5.931688547607807e-21,5.89024386184217e-18,1.279622668194662e-17,1.2923691249620302e-25,4.874438154775398e-13
3.5387325051080998e-06,0.6554409465681781,3.76,0.0,0.5580086768639797,0.9999937718550757,3.863018018587971e-07,2.7248027866771007e-22,1.4423224343989005e-15,7.291825564158133e-06,5.917565057128431e-06,2.42861757982299e-09,6.145786708473003e-08,8.380425951292084e-08,2.975661962657569e-07,9.27180786536629e-08,2.5369591840598273e-08,1.2035297578499295e-10,3.3442839477981654e-12,3.655018608860321e-11,3.4540269563593183e-10,1.99849899792724e-12,4.625138959205419e-11,2.5143277885462453e-08,6.242508159357117e-21,6.263183145211847e-18,1.382674555420329e-17,1.4070601848876504e-25,4.99620473966156e-13
3.5950177928597546e-06,0.6554409478975466,3.76,0.0,0.5580085515756904,0.99999367169899,3.968363690441263e-07,2.783965948926547e-22,1.4666144849300596e-15,7.413967441838091e-06,6.0097490868846435e-06,2.469692637638551e-09,6.20674289895516e-08,8.424374657379984e-08,3.0385225562291966e-07,9.578023219056777e-08,2.553389963391064e-08,1.2257869460814224e-10,3.4604749397789166e-12,3.8433583220282686e-11,3.627243099155107e-10,2.06808893713861e-12,4.848411768737728e-11,2.5886699667259878e-08,6.564209116937268e-21,6.653435799358381e-18,1.4921987244206832e-17,1.5299313616444732e-25,5.11963687011923e-13
3.6513030806114094e-06,0.6554409492340824,3.76,0.0,0.558008426110303,0.9999935715188664,4.074749384687034e-07,2.84360454423635e-22,1.49093129489532e-15,7.5362334675000894e-06,6.101870345355261e-06,2.5108094942088297e-09,6.267720939266322e-08,8.468298204057401e-08,3.1017123011250063e-07,9.88939188671126e-08,2.5697957777167846e-08,1.2481295305535368e-10,3.578773817193694e-12,4.038184324840632e-11,3.806262029217551e-10,2.138958093300402e-12,5.078799979269972e-11,2.663909612896086e-08,6.896990255081444e-21,7.061534536420095e-18,1.6084933857487937e-17,1.6614343420292615e-25,5.24474436162165e-13
3.707588368363064e-06,0.6554409505777923,3.76,0.0,0.5580083004678436,0.9999934713146446,4.1821755687351164e-07,2.9037196318917536e-22,1.5152728388491276e-15,7.658623519161155e-06,6.193928837275044e-06,2.5519681028957815e-09,6.328731383924881e-08,8.512199201174567e-08,3.165231026369003e-07,1.0205920995208766e-07,2.586179827210083e-08,1.270557522830767e-10,3.6991865234709596e-12,4.239613332710799e-11,3.9911853017203705e-10,2.2111105778033848e-12,5.316421147339383e-11,2.7400394549518776e-08,7.241050970321193e-21,7.488020869700693e-18,1.7318658625405668e-17,1.8020390738176714e-25,5.371536704242639e-13
3.763873656114719e-06,0.6554409519286823,3.76,0.0,0.5580081746483158,0.9999933710862631,4.2906428795380245e-07,2.9643122289374536e-22,1.5396390962444268e-15,7.781137498436494e-06,6.285924567639756e-06,2.5931684256449337e-09,6.389783580430713e-08,8.556079936874888e-08,3.229078579286236e-07,1.0527617667697213e-07,2.6025449398867253e-08,1.293070938312998e-10,3.82171902724623e-12,4.44776239051851e-11,4.1821147535971e-10,2.284550506660676e-12,5.561393132053032e-11,2.8170522743733472e-08,7.59659122189786e-21,7.933445146635378e-18,1.8626327401578693e-17,1.9522342546553953e-25,5.500023081996931e-13
3.820158943866373e-06,0.6554409532867594,3.76,0.0,0.5580080486517023,0.9999932708336587,4.4001521040963983e-07,3.025383314206848e-22,1.5640300508638544e-15,7.903775327790943e-06,6.377857541673969e-06,2.634410431991283e-09,6.450885795179837e-08,8.599942417545695e-08,3.293254823249159e-07,1.0854489024509605e-07,2.6188936141896577e-08,1.3156697957915618e-10,3.946377321286948e-12,4.662748873974413e-11,4.37915250459215e-10,2.359282000775455e-12,5.8138340927450196e-11,2.8949409058291743e-08,7.963811532714568e-21,8.398366582588115e-18,2.001120016399374e-17,2.112527828165874e-25,5.630212391907176e-13
3.876444231618028e-06,0.6554409546520298,3.76,0.0,0.5580079224779666,0.9999931705567675,4.5107041620057455e-07,3.0869338319364225e-22,1.5884456903124915e-15,8.026536948088283e-06,6.469727764802878e-06,2.675694098172526e-09,6.512045327096011e-08,8.643788402809717e-08,3.357759635703792e-07,1.1186542183972829e-07,2.6352280568272277e-08,1.3383541170523288e-10,4.073167421468221e-12,4.884690490926499e-11,4.5824009582656304e-10,2.4353091861880984e-12,6.073862486866056e-11,2.973698236783259e-08,8.342912994735147e-21,8.883353295463365e-18,2.1476632522930916e-17,2.283447487342873e-25,5.762113262620416e-13
3.989014807121338e-06,0.6554409574041744,3.76,0.0,0.5580076695989051,0.9999929699298649,4.7349410313241946e-07,3.211476786257273e-22,1.6373509906892101e-15,8.272431404690813e-06,6.653279980911141e-06,2.758386344060937e-09,6.634561279773947e-08,8.731436862459494e-08,3.4877545366126994e-07,1.1866222378111076e-07,2.6678618037421093e-08,1.3839792510492984e-10,4.333167213860472e-12,5.3499116247325294e-11,5.007941012618267e-10,2.591267161991914e-12,6.617156884980938e-11,3.133790808681333e-08,9.137566588559152e-21,9.915839745167331e-18,2.466308573679774e-17,2.6593776548428698e-25,6.031082957296761e-13
4.090328325074316e-06,0.6554409599057668,3.76,0.0,0.5580074414013246,0.9999927892819324,4.940332127202179e-07,3.3252139816091444e-22,1.6814501221250512e-15,8.494159491974358e-06,6.818262425036928e-06,2.83295171472683e-09,6.745078479372195e-08,8.81027766580317e-08,3.6058726537377675e-07,1.2495727711292558e-07,2.697200776338266e-08,1.4253344259254903e-10,4.574518595601431e-12,5.793584890294007e-11,5.413200821326595e-10,2.7361021096278835e-12,7.133265271566725e-11,3.280774789896659e-08,9.89541740049484e-21,1.0919583686129713e-17,2.7842082612104734e-17,3.039772390105771e-25,6.279090897935423e-13
4.191641843027294e-06,0.6554409624307596,3.76,0.0,0.5580072126286713,0.9999926085542796,5.149120879937302e-07,3.440517973682105e-22,1.7256291714732695e-15,8.716288376086303e-06,6.983041647462352e-06,2.9076519250690685e-09,6.855860482785885e-08,8.889083978016397e-08,3.725053908343496e-07,1.3142132764530977e-07,2.7265178006538555e-08,1.4669669454294001e-10,4.822871547511835e-12,6.261638688331961e-11,5.840188956346683e-10,2.8851995222844735e-12,7.67581263813108e-11,3.430465115304835e-08,1.0694916667227819e-20,1.1997585203945836e-17,3.133881069636919e-17,3.463759774103364e-25,6.532768043775861e-13
4.292955360980272e-06,0.6554409649791862,3.76,0.0,0.5580069832803046,0.9999924277465083,5.361315735763012e-07,3.5573934021478397e-22,1.7698881553585268e-15,8.93881813933165e-06,7.147617684452729e-06,2.982486992623153e-09,6.966926220270534e-08,8.96786040238664e-08,3.8452979104699037e-07,1.3805479055718768e-07,2.7558188434884484e-08,1.5088770060657601e-10,5.078261873604371e-12,6.75477165403801e-11,6.289513015309479e-10,3.0385836751279083e-12,8.245500401562059e-11,3.5828221626643434e-08,1.1537257933999268e-20,1.3153484296643603e-17,3.5176498807453696e-17,3.9352004912585023e-25,6.792157225436904e-13
4.39426887893325e-06,0.6554409675510801,3.76,0.0,0.5580067533555118,0.9999922468582161,5.576925656524136e-07,3.675844746003413e-22,1.8142271053902736e-15,9.161748935770548e-06,7.311990573066115e-06,3.057456961293451e-09,7.078290327771445e-08,9.046610583027357e-08,3.9666043258795494e-07,1.4485808119896535e-07,2.7851086602890282e-08,1.5510648159016382e-10,5.340725556791092e-12,7.273685996472263e-11,6.761783642125069e-10,3.196278911377748e-12,8.843033004112354e-11,3.737806833463902e-08,1.2423640849496813e-20,1.4391017431441387e-17,3.937950214684977e-17,4.458205331503417e-25,7.05729968560957e-13
4.4955823968862284e-06,0.6554409701464733,3.76,0.0,0.5580065228535238,0.9999920658889973,5.795959999773149e-07,3.7958763496064224e-22,1.858646064767075e-15,9.385080974835341e-06,7.476160350987437e-06,3.132561895405241e-09,7.1899639728726e-08,9.125337411212465e-08,4.088972864417652e-07,1.5183161513987893e-07,2.8143910415976886e-08,1.5935305918547216e-10,5.610298748322446e-12,7.819087515861664e-11,7.257614540283015e-10,3.3583096443995416e-12,9.469117900444358e-11,3.8953805459293756e-08,1.3355271199008694e-20,1.5714018284546793e-17,4.397333187851877e-17,5.037145948976365e-25,7.328235287968957e-13
4.5968959148392066e-06,0.6554409727653977,3.76,0.0,0.5580062917735283,0.9999918848384427,6.0184284218986e-07,3.917492447473349e-22,1.903145085544527e-15,9.608814508150156e-06,7.640127056397924e-06,3.20780187491642e-09,7.301955528963524e-08,9.204043187945436e-08,4.212403270840396e-07,1.589758082043514e-07,2.843669010511794e-08,1.636274557484122e-10,5.887017757961669e-12,8.39168561987941e-11,7.777622485324909e-10,3.5247003597339047e-12,1.0124465548317408e-10,4.055505228121713e-08,1.433336093208791e-20,1.712641852660076e-17,4.898468494824158e-17,5.676665959096798e-25,7.605002721790848e-13
4.698209432792185e-06,0.6554409754078846,3.76,0.0,0.5580060601146807,0.9999917037061412,6.244340800123431e-07,4.0406971876677293e-22,1.9477242264448962e-15,9.832949818966705e-06,7.803890727873002e-06,3.2831769915768563e-09,7.414271124389622e-08,9.282729751199877e-08,4.336895317635519e-07,1.6629107649940578e-07,2.872944980279329e-08,1.6792969412080438e-10,6.170919045412574e-12,8.992193339031135e-11,8.322427336643201e-10,3.69547561677672e-12,1.0809789402126258e-10,4.21814331112339e-08,1.5359128184448237e-20,1.8632248605851018e-17,5.4441474136974006e-17,6.381692279659553e-25,7.887639675616386e-13
4.799522950745163e-06,0.6554409780739637,3.76,0.0,0.5580058278761112,0.9999915224916799,6.473707170844094e-07,4.1654946473652773e-22,1.992383551133325e-15,1.005748721385426e-05,7.967451404304186e-06,3.358687345904709e-09,7.526915082375567e-08,9.361398573419277e-08,4.462448799520002e-07,1.7377783643441972e-07,2.9022208777181082e-08,1.7225979748977704e-10,6.4620392129562815e-12,9.621327341198015e-11,8.892652048645775e-10,3.870660050208169e-12,1.1525805909082786e-10,4.383257722314902e-08,1.6433797307259897e-20,2.0235638545468128e-17,6.037285836221686e-17,7.157446739743238e-25,8.176182980563206e-13
4.900836468698141e-06,0.6554409807636652,3.76,0.0,0.5580055950569333,0.9999913411946436,6.706537680300685e-07,4.291888844000269e-22,2.0371231268424857e-15,1.0282427016071309e-05,8.130809124837884e-06,3.434333044772934e-09,7.639890276878816e-08,9.440050838025051e-08,4.5890635291213227e-07,1.8143650473524976e-07,2.9314982414390477e-08,1.7661778927467819e-10,6.7604149992249034e-12,1.027980794549599e-10,9.488922681418494e-10,4.0502783711474255e-12,1.2273234507355655e-10,4.5508118787394487e-08,1.7558598891891937e-20,2.194081874279289e-17,6.680927322213762e-17,8.009457969020668e-25,8.470668731501985e-13
5.002149986651119e-06,0.6554409834770176,3.76,0.0,0.5580053616562468,0.9999911598146165,6.942842544832426e-07,4.41988374883339e-22,2.0819430232659842e-15,1.0507769560232534e-05,8.293963928826653e-06,3.5101141994662726e-09,7.753198422066533e-08,9.518687500474799e-08,4.716739333529713e-07,1.8926749845407496e-07,2.960778300869175e-08,1.810036930346412e-10,7.0660832737278136e-12,1.0968359135557623e-10,1.0111868410945069e-09,4.234355368149291e-12,1.3052797625864039e-10,4.7207696805551365e-08,1.8734769786208126e-20,2.3752120778271792e-17,7.378246178678784e-17,8.943573579297686e-25,8.771132395992479e-13
5.103463504604097e-06,0.6554409862140494,3.76,0.0,0.558005127673145,0.9999909783511812,7.182632018831263e-07,4.549483296747641e-22,2.126843311666737e-15,1.073351518801298e-05,8.456915855790322e-06,3.5860309241150943e-09,7.866840308189421e-08,9.597309337107183e-08,4.845476051538928e-07,1.9727123497583664e-07,2.990062039982775e-08,1.8541753239386126e-10,7.379081032000211e-12,1.1687708572320833e-10,1.0762121538946151e-09,4.4229159080506144e-12,1.3865220685413789e-10,4.893095504573499e-08,1.9963553121353252e-20,2.5673978227683348e-17,8.132550563569776e-17,9.965972613768654e-25,9.077608907828637e-13
5.204777022557075e-06,0.6554409889747888,3.76,0.0,0.558004893106715,0.9999907968039193,7.425916369224243e-07,4.680691391282256e-22,2.1718240641677666e-15,1.095966424473304e-05,8.61966494538554e-06,3.662083334449227e-09,7.980815992063131e-08,9.675916983517297e-08,4.975273531477239e-07,2.0544813202179392e-07,3.019350248049098e-08,1.8985933098178749e-10,7.699445391334341e-12,1.2438587606365488e-10,1.1440317502369913e-09,4.6159849366828775e-12,1.4711232101023368e-10,5.0677541978837066e-08,2.1246198335795025e-20,2.771092747745978e-17,8.947285614507291e-17,1.1083178273968307e-24,9.39013274427332e-13
5.3060905405100535e-06,0.6554409917592625,3.76,0.0,0.5580046579560427,0.9999906151724116,7.672705855371285e-07,4.813511911899731e-22,2.216885353194245e-15,1.1186217076672624e-05,8.782211237382243e-06,3.738271546816771e-09,8.095124949752688e-08,9.7545109643464e-08,5.106131629522424e-07,2.137986076507094e-07,3.048643559661452e-08,1.9432911238487584e-10,8.027213587074517e-12,1.3221731289846133e-10,1.214709488257433e-09,4.8135874794572074e-12,1.5591563285242847e-10,5.24471107156159e-08,2.258396118683552e-20,2.98676085422301e-17,9.826036602494508e-17,1.2302070943540442e-24,9.708737990887568e-13
5.407404058463032e-06,0.6554409945674972,3.76,0.0,0.558004422220214,0.9999904334562381,7.923010713272928e-07,4.94794872083378e-22,2.262027251035162e-15,1.1413174028961773e-05,8.944554771645438e-06,3.814595677412533e-09,8.209766198823495e-08,9.833091716523234e-08,5.238050208385896e-07,2.22323080258189e-07,3.077942486357639e-08,1.9882690010800913e-10,8.362422969377718e-12,1.4037878388072279e-10,1.288309541423742e-09,5.015748641848161e-12,1.6506948652289721e-10,5.423931894462513e-08,2.3978103775428327e-20,3.2148765885807044e-17,1.0772532110739323e-16,1.362990150747627e-24,1.0033458397801153e-12
5.50871757641601e-06,0.6554409973995187,3.76,0.0,0.5580041858983159,0.999990251654978,8.1768411431207e-07,5.0840056651108475e-22,2.3072498294969065e-15,1.1640535443914908e-05,9.106695588120852e-06,3.891055841667945e-09,8.324738396664757e-08,9.911659607678395e-08,5.371029136268841e-07,2.3102196857462917e-07,3.1072474418336616e-08,2.0335271754391125e-10,8.705111000341992e-12,1.4887771390786513e-10,1.3648963994030651e-09,5.222493609791526e-12,1.7458125622830023e-10,5.605382887097069e-08,2.542989457133449e-20,3.455924924424479e-17,1.1790647238613571e-16,1.5074304955472418e-24,1.0364327427391841e-12
5.610031094368988e-06,0.6554410002553527,3.76,0.0,0.5580039489894397,0.99999006976821,8.434207299490555e-07,5.221686579366606e-22,2.3525531596292943e-15,1.186830165971455e-05,9.268633726823614e-06,3.9676521537682456e-09,8.440039919756221e-08,9.990214950825024e-08,5.505068286028806e-07,2.398956916620857e-07,3.136558762140075e-08,2.0790658794827547e-10,9.055315251441609e-12,1.5772156523176618e-10,1.4445348689081745e-09,5.433847650004764e-12,1.84458346292806e-10,5.789030715588519e-08,2.6940608420107743e-20,3.7104014449212724e-17,1.2884406830807339e-16,1.664331427457132e-24,1.0701378293277939e-12
5.711344612321966e-06,0.6554410031350235,3.76,0.0,0.5580037114926797,0.9999898877955119,8.695119283694136e-07,5.360995290655743e-22,2.3979373115109275e-15,1.209647300938061e-05,9.430369227829419e-06,4.044384726273661e-09,8.5556689273688e-08,1.0068758015965572e-07,5.640167534519504e-07,2.489446689102736e-07,3.165876721780701e-08,2.1248853441943992e-10,9.413073401234255e-12,1.6691783756647961e-10,1.5272900745246607e-09,5.649836110238761e-12,1.9470819121541103e-10,5.974842485710961e-08,2.8511526565853734e-20,3.978812425103682e-17,1.4057988731682384e-16,1.834537464259437e-24,1.104464399263837e-12
5.913971648227923e-06,0.6554410089659738,3.76,0.0,0.5580032347319112,0.9999895235906365,9.227620844192923e-07,5.644511378610147e-22,2.48894835511895e-15,1.255403241245246e-05,9.753232477320668e-06,4.19825909309245e-09,8.787901216764872e-08,1.022580822471441e-07,5.913545852373586e-07,2.6757006505589494e-07,3.2245334164356304e-08,2.2173674708468997e-10,1.015140263507496e-11,1.8639783206203954e-10,1.7024127866039115e-09,6.095818087830178e-12,2.1635603487879194e-10,6.352828437183593e-08,3.183913285856734e-20,4.559516815755368e-17,1.6662115600695676e-16,2.2184577716414378e-24,1.1749950940846478e-12
6.11659868413388e-06,0.6554410148925565,3.76,0.0,0.5580027556088761,0.9999891590369663,9.774425379079587e-07,5.934584444273622e-22,2.58028349610692e-15,1.3013216188075256e-05,1.0075285658190101e-05,4.35267980052119e-09,9.021417890714365e-08,1.0382811833687137e-07,6.191163167447977e-07,2.869015184914962e-07,3.283218913534345e-08,2.3109753664442714e-10,1.0920402198264684e-11,2.0737844831281453e-10,1.890791920152571e-09,6.5606439516281625e-12,2.395848690863954e-10,6.739086159270018e-08,3.542309210454032e-20,5.2023052645702884e-17,1.9639635882934147e-16,2.6668277638296183e-24,1.2480508868913048e-12
6.319225720039837e-06,0.6554410209149508,3.76,0.0,0.558002274116541,0.9999887941311085,1.0335611334684466e-06,6.231244967812085e-22,2.671943247379858e-15,1.347402675346217e-05,1.0396529092701963e-05,4.507647667947843e-09,9.256200476443845e-08,1.0539770170348628e-07,6.473018597470025e-07,3.0694239559393704e-07,3.341934205422708e-08,2.4057108093073683e-10,1.172037718458654e-11,2.29921043201641e-10,2.0929599959341544e-09,7.044519416518447e-12,2.644552626562022e-10,7.133367735593315e-08,3.927388648565462e-20,5.911621302737197e-17,2.302981807053682e-16,3.1880392364735675e-24,1.3236576323513763e-12
6.5218527559457945e-06,0.655441027033327,3.76,0.0,0.5580017902479794,0.9999884288696644,1.0911256005332455e-06,6.534523410721861e-22,2.763928097577975e-15,1.393646640156322e-05,1.071696310373111e-05,4.663163473271828e-09,9.492229969003373e-08,1.0696684384776712e-07,6.759111294731078e-07,3.276960674345179e-07,3.4006800269964836e-08,2.5015755432309625e-10,1.2551634242064635e-11,2.5408758270730545e-10,2.3094546948451316e-09,7.547651503300608e-12,2.9102827359902327e-10,7.535431738572663e-08,4.3402102241690214e-20,6.692087442937049e-17,2.6874699720659677e-16,3.791290188152546e-24,1.40184101108955e-12
6.7244797918517516e-06,0.6554410332478474,3.76,0.0,0.5580013039963756,0.9999880632492286,1.1501435516532883e-06,6.844450246680216e-22,2.8562385104282125e-15,1.440053729806065e-05,1.1036588014733475e-05,4.819227951713747e-09,9.729487190884334e-08,1.0853555510014074e-07,7.04944044248621e-07,3.4916590956949596e-07,3.4594569438258776e-08,2.598571276194056e-10,1.3414481532448188e-11,2.7994064495192876e-10,2.540818881049641e-09,8.070248539258653e-12,3.1936545142249847e-10,7.945043057156145e-08,4.78184301916587e-20,7.548507841162315e-17,3.121919771265939e-16,4.4866377041441975e-24,1.4826265623254416e-12
6.927106827757709e-06,0.6554410395586664,3.76,0.0,0.5580008153550268,0.9999876972663907,1.2106224821259423e-06,7.161055958858552e-22,2.9488749244507604e-15,1.4866241480071695e-05,1.1355404149730594e-05,4.975841795250844e-09,9.967953047791538e-08,1.1010384505752496e-07,7.344005252291876e-07,3.713553018290931e-07,3.51826541588754e-08,2.6966996795109464e-10,1.4309228694530717e-11,3.075434231777097e-10,2.7876006244959616e-09,8.612520157456863e-12,3.495288394557119e-10,8.361972729004133e-08,5.2533666242425335e-20,8.485870947903803e-17,3.6111220085965433e-16,5.285052783212813e-24,1.566039703683597e-12
7.129733863663666e-06,0.6554410459659302,3.76,0.0,0.5580003243173418,0.9999873309177347,1.2725697707269782e-06,7.484371052029902e-22,3.041837752964794e-15,1.5333580856306146e-05,1.1673411833306855e-05,5.133005652585476e-09,1.0207608697010118e-07,1.1167172287044604e-07,7.642804962186362e-07,3.9426762810570423e-07,3.5771058400499645e-08,2.7959623871994855e-10,1.523618681000458e-11,3.3695972865577286e-10,3.050353222827182e-09,9.174677295506383e-12,3.8158097719349567e-10,8.785997777020594e-08,5.755871188567586e-20,9.509352164393869e-17,4.1601779465619524e-16,6.1984772986052665e-24,1.652105746346065e-12
