Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346)
2.583655787392608e-07,0.8900930025527853,3.76,0.0,0.7367388218232896,0.9999290828037796,7.706901206865356e-06,4.773750800616428e-15,7.42136630033503e-11,0.00018296404824975755,5.7725850821171946e-05,4.483386667287208e-09,1.1428664654497452e-05,3.4740951174593187e-05,3.2329789807373855e-05,6.430591597544769e-07,6.203243404015482e-06,7.0986252160630865e-09,4.902788770482182e-10,2.7718858158414095e-09,2.671562916144176e-09,3.646944823899728e-10,4.366516847974905e-09,1.8211987484681887e-07,1.8221764859681828e-16,8.530900242726613e-14,1.0776913861584472e-13,1.5511454506365858e-18,7.085881522973275e-10,8.672943275356111e-10,2.5887542178995776e-17,2.726554104139318e-15,9.084959735241917e-17,3.4686877041252737e-11,7.840990863291237e-09,5.614855570530548e-19,3.9894038015908604e-16,5.2250055029028645e-21,1.6662721644761585e-24,7.57966367638695e-17,1.2455447784814799e-15,2.4271122548985976e-19,1.5050156465395462e-23,1.3334940284223057e-20,1.732638152621837e-11,1.5359204556566592e-23,6.464896620584852e-25
2.63455605082578e-07,0.8900932621334663,3.76,0.0,0.7367344700380078,0.9999275719482469,8.091082904018365e-06,4.941861239542292e-15,7.607058588501771e-11,0.00018728591535459614,5.8823155733471e-05,4.592773926785618e-09,1.1718693306936418e-05,3.497933280155275e-05,3.331741639202985e-05,6.711768113484881e-07,6.313576710806206e-06,7.283748833242035e-09,5.14907219292482e-10,2.9622900453717687e-09,2.8512397177953285e-09,3.8416226074912504e-10,4.645303035111594e-09,1.8862166196273068e-07,1.947524826642907e-16,9.2114202039101e-14,1.1857847028948688e-13,1.7562677693914205e-18,7.288372454751175e-10,8.963907809952847e-10,2.6758792786432142e-17,2.8643690433576703e-15,9.389989237569114e-17,3.585306266720126e-11,8.20612694503241e-09,6.397444596958931e-19,4.360942214445202e-16,5.7126293813084884e-21,1.8256368896543438e-24,8.176254562686828e-17,1.2876162092808278e-15,2.7854408620343105e-19,1.7276095981518845e-23,1.4316408797475196e-20,1.81273112747984e-11,1.810069017084571e-23,7.217688199428817e-25
2.6854563142589514e-07,0.8900935219752099,3.76,0.0,0.7367300971822192,0.9999260593150965,8.484869454991963e-06,5.111565599552452e-15,7.793696165751836e-11,0.00019162811089803303,5.9918844555746137e-05,4.702696064959365e-09,1.2007094855649677e-05,3.5210097461581066e-05,3.431170144952226e-05,6.999723850901778e-07,6.4218277220214406e-06,7.47032983322317e-09,5.402684753348056e-10,3.1619020447182572e-09,3.0393644616590685e-09,4.042892400835379e-10,4.935765842515642e-09,1.9521084619057623e-07,2.0789434917053e-16,9.932021705750144e-14,1.302416185177231e-13,1.9831753549620473e-18,7.494059150371965e-10,9.26006491903554e-10,2.7645692491321167e-17,3.0063289290733187e-15,9.700470914592355e-17,3.704015522187291e-11,8.583406328083659e-09,7.269826068727395e-19,4.759274033211637e-16,6.2354939786197136e-21,1.996911071217025e-24,8.807652146764727e-17,1.3304514157035132e-15,3.1885677256988695e-19,1.978081310942612e-23,1.5349914737607103e-20,1.8954636856967688e-11,2.1263930943833082e-23,8.041388030255794e-25
2.787256841125294e-07,0.890094042443993,3.76,0.0,0.7367212896859093,0.999923029026318,9.30103104802929e-06,5.455575768843094e-15,8.169741200143117e-11,0.0002003720400263418,6.210536768487196e-05,4.924107122039758e-09,1.2578585444226105e-05,3.56499444429214e-05,3.6319410034455875e-05,7.596121173524245e-07,6.632124280875824e-06,7.847817619710129e-09,5.932170013583862e-10,3.5898114964774424e-09,3.4418879204525015e-09,4.465531802264629e-10,5.5525952216722794e-09,2.086465484401277e-07,2.3606930457627267e-16,1.149961874817608e-13,1.5633041708617249e-13,2.509426598865346e-18,7.914837128076419e-10,9.867683504247171e-10,2.946561854133933e-17,3.302844892811194e-15,1.0337503923888208e-16,3.9475969153073096e-11,9.375243987797911e-09,9.316870720799373e-19,5.641940982259023e-16,7.394358647372437e-21,2.37781221877496e-24,1.0180099426334901e-16,1.4183750400050098e-15,4.148099056329983e-19,2.5744294273086793e-23,1.7579436238317034e-20,2.0690260626149968e-11,2.908112823462006e-23,9.922174360271096e-25
2.878877315305003e-07,0.8900945117638493,3.76,0.0,0.736713294415488,0.9999202964407838,1.0067831204601178e-05,5.770196947816695e-15,8.511250850405945e-11,0.00020830751118387878,6.406769669708355e-05,5.125112465527e-09,1.3086335612473498e-05,3.602259880375496e-05,3.814708416632983e-05,8.156430621651732e-07,6.814393472282524e-06,8.192425271545189e-09,6.434445423482294e-10,4.0091033029463466e-09,3.8353976469556365e-09,4.869251717109518e-10,6.149851102315907e-09,2.2102550765211557e-07,2.636799377576754e-16,1.3063153283985368e-13,1.8324969593013914e-13,3.076065339494165e-18,8.304008858309552e-10,1.0431609784861755e-09,3.115500273514507e-17,3.584283717511813e-15,1.0928756912703494e-16,4.1736950363708116e-11,1.0131534868643803e-08,1.1553101082262195e-18,6.542440952941698e-16,8.576933308036213e-21,2.7681164661854758e-24,1.1547612750177024e-16,1.5000222708773564e-15,5.2153602309069645e-19,3.2379524207532325e-23,1.9780003274468965e-20,2.2347016595035297e-11,3.817324686135343e-23,1.1911213120115031e-24
2.9704977894847114e-07,0.8900949819371928,3.76,0.0,0.7367052362880441,0.9999175592228635,1.0864786435858069e-05,6.0893238006334784e-15,8.855572423331225e-11,0.0002163033568931624,6.602476816839217e-05,5.3277071132394136e-09,1.3587315209811917e-05,3.637483048267066e-05,3.999328330751154e-05,8.739265371316301e-07,6.990139578049398e-06,8.541576858466976e-09,6.961491491799326e-10,4.462419628369196e-09,4.25994027229788e-09,5.295548577338966e-10,6.788283368399945e-09,2.3366911508958477e-07,2.9353408705584554e-16,1.478110249130507e-13,2.1376736033844294e-13,3.743330867287014e-18,8.702826050124467e-10,1.1011287253799395e-09,3.289186770061325e-17,3.879759981280225e-15,1.1536549019779195e-16,4.406138312566932e-11,1.0930396664511715e-08,1.4222659194243462e-18,7.552826321799436e-16,9.904113375174386e-21,3.207814310013296e-24,1.3048733273520981e-16,1.5839943445918701e-15,6.511865998023039e-19,4.044237308323928e-23,2.2173974333879015e-20,2.409604914546177e-11,4.967813250699581e-23,1.4217048992315634e-24
3.06211826366442e-07,0.8900954529665077,3.76,0.0,0.7366971172340465,0.9999148177412986,1.169147993132966e-05,6.412738482555211e-15,9.2026160783646e-11,0.0002243576184149085,6.797657601600806e-05,5.531839712252447e-09,1.4081083293649297e-05,3.6708041058876014e-05,4.1857003603412235e-05,9.34482469017602e-07,7.159485066951305e-06,8.895207383277078e-09,7.513666646888171e-10,4.951375354878862e-09,4.7169201430237e-09,5.744851702050348e-10,7.469108443734158e-09,2.465706876503872e-07,3.2573838046185946e-16,1.6663124654728394e-13,2.482328092021866e-13,4.524378928460229e-18,9.111025429180369e-10,1.1606309667087302e-09,3.46749919965003e-17,4.189487722864628e-15,1.2160453765995976e-16,4.6447642959430554e-11,1.1772985239617871e-08,1.7390095277516803e-18,8.682646327654411e-16,1.1388493278507207e-20,3.70140488270002e-24,1.4691618816453628e-16,1.6702344003051858e-15,8.077701821165278e-19,5.018287741426837e-23,2.4770556526138194e-20,2.593975560316936e-11,6.412921081204563e-23,1.687737172561647e-24
3.153738737844129e-07,0.8900959248540937,3.76,0.0,0.7366889391293242,0.9999120723381895,1.254747031906558e-05,6.740237875155744e-15,9.552294337265574e-11,0.00023246839220644513,6.992311511931747e-05,5.737460317456347e-09,1.456725916456245e-05,3.7023535840549586e-05,4.3737310130193687e-05,9.97330203476596e-07,7.322568465545929e-06,9.253252895052867e-09,8.091315612216861e-10,5.477607798819355e-09,5.207757604546886e-09,6.217576205313679e-10,8.193523172821724e-09,2.59723682118319e-07,3.6040093054772e-16,1.871911619941645e-13,2.8701690114203446e-13,5.4334676890982845e-18,9.528346304717345e-10,1.2216271291946978e-09,3.650315514182428e-17,4.5136735559799246e-15,1.2800045160163288e-16,4.889410693225123e-11,1.2660426472334638e-08,2.1126720165186485e-18,9.941960932709403e-16,1.304334275581691e-20,4.253642176193963e-24,1.6484608666592553e-16,1.7586855863189737e-15,9.958445216931104e-19,6.188538462791892e-23,2.7578869626779785e-20,2.7880458555049013e-11,8.215568959512683e-23,1.9932809334004375e-24
3.2453592120238375e-07,0.8900963976020662,3.76,0.0,0.7366807037951902,0.9999093233308477,1.3432295144449987e-05,7.071632741440018e-15,9.904522096902141e-11,0.00024063382978099516,7.18643812534096e-05,5.944520391608208e-09,1.504551824354595e-05,3.732253047631744e-05,4.563333215313323e-05,1.0624885211261666e-06,7.4795414128680555e-06,9.615650533750158e-09,8.694769736793638e-10,6.042775842617109e-09,5.733888210507117e-09,6.714123709457907e-10,8.962705690411307e-09,2.731216923826691e-07,3.976312770537419e-16,2.0959204424555983e-13,3.305124698143969e-13,6.4859945865573896e-18,9.9545312715879e-10,1.284076849597989e-09,3.8375142438671864e-17,4.852516844075717e-15,1.3454899371101414e-16,5.1399160063881916e-11,1.3593816343160528e-08,2.551100600132166e-18,1.1341350977524817e-15,1.4882620326325432e-20,4.869540342107609e-24,1.8436217977873229e-16,1.8492912903627296e-15,1.220571663071645e-18,7.587199984351306e-23,3.0607926147385056e-20,2.9920406239612206e-11,1.0449596182514793e-22,2.3427023462198e-24
3.336979686203546e-07,0.8900968712123727,3.76,0.0,0.7366724129987039,0.9999065710135238,1.4345474103888888e-05,7.406746921192936e-15,1.0259216634534915e-10,0.00024885213743264646,7.380037102726482e-05,6.1529728016408726e-09,1.5515588101086553e-05,3.7606157108693465e-05,4.754425871419218e-05,1.1299756537470723e-06,7.63056605819348e-06,9.982338568514581e-09,9.324347345562062e-10,6.648559088952574e-09,6.296761955550637e-09,7.234883048462654e-10,9.77781634308179e-09,2.8675844670221814e-07,4.375403309456162e-16,2.339374036290126e-13,3.7913482316959847e-13,7.698531727903833e-18,1.038932686244617e-09,1.3479401202575033e-09,4.028974939667626e-17,5.206209886476407e-15,1.4124596260103096e-16,5.3961201199182916e-11,1.457422113750775e-08,3.0628989728570117e-18,1.2891928088052325e-15,1.6920986433599034e-20,5.5543788211073944e-24,2.055513245928843e-16,1.9419953511619058e-15,1.487776607656204e-18,9.250625673456432e-23,3.3866613823868683e-20,3.206177319931259e-11,1.3201240359617456e-22,2.7406800975323356e-24
3.428600160383255e-07,0.890097345686801,3.76,0.0,0.73666406845305,0.9999038156590131,1.5286512048215446e-05,7.745416561300478e-15,1.0616297606298751e-10,0.0002571215758416955,7.573108182619156e-05,6.362771811623854e-09,1.597724464066715e-05,3.787547010914301e-05,4.946933452023865e-05,1.1998093005365697e-06,7.77581276278454e-06,1.035325643010987e-08,9.980354106482112e-10,7.296657037854012e-09,6.897842531720598e-09,7.780230958716212e-10,1.0639998648665111e-08,3.006278050128131e-07,4.802403199821517e-16,2.6033291793502215e-13,4.3332222735544586e-13,9.088859981340881e-18,1.0832484142612773e-09,1.4131774215598421e-09,4.224578576002413e-17,5.57493811431862e-15,1.4808720774422302e-16,5.6578648355127185e-11,1.5602677750762214e-08,3.6574678908219506e-18,1.460534435195418e-15,1.917381628180967e-20,6.313707340381335e-24,2.285020332009951e-16,2.0367422511522596e-15,1.8040095696376218e-18,1.1219701354134677e-22,3.736368045330577e-20,3.4306661165388147e-11,1.6570763227386278e-22,3.192214277335837e-24
3.5202206345629635e-07,0.8900978210269881,3.76,0.0,0.7366556718180313,0.999901057520149,1.625490175912864e-05,8.087489381859706e-15,1.0975687039270912e-10,0.00026544045956768673,7.76565117583496e-05,6.5738730725678494e-09,1.6430308444328676e-05,3.813145141047239e-05,5.140785612060474e-05,1.2720066443627887e-06,7.915458086094027e-06,1.0728344737705039e-08,1.066308341110699e-09,7.988788288027424e-09,7.538606609351223e-09,8.350532755810906e-10,1.1550380283686734e-08,3.147237562795557e-07,5.258447358826454e-16,2.88886364460852e-13,4.935363752920406e-13,1.0676001788450712e-17,1.1283759248407511e-09,1.4797498417067868e-09,4.424207914874797e-17,5.9588802945014e-15,1.5506864207734154e-16,5.92499435538175e-11,1.6680194089569406e-08,4.345045950566219e-18,1.6493801768542199e-15,2.165721237075185e-20,7.153350803667339e-24,2.533044249147528e-16,2.133477291017266e-15,2.1766119722688436e-18,1.354025835020678e-22,4.110772098719599e-20,3.6657100160822005e-11,2.0674233902382396e-22,3.702634917454172e-24
3.611841108742672e-07,0.8900982972344293,3.76,0.0,0.7366472247006577,0.9998982968311925,1.725012651229985e-05,8.432823974613648e-15,1.1337309317819064e-10,0.0002738071564441086,7.957665960498023e-05,6.786233609448948e-09,1.687464128334023e-05,3.837501547341369e-05,5.335916834744361e-05,1.346584367956845e-06,8.049683019616741e-06,1.1107545320503023e-08,1.1372816764799644e-09,8.726689763026998e-09,8.220543142595692e-09,8.946142995327174e-10,1.2510074086858555e-08,3.2904041589304686e-07,5.744682831339248e-16,3.197075542863746e-13,5.60262840584193e-13,1.2480252832702838e-17,1.174291386845213e-09,1.5476191842314434e-09,4.627747833561243e-17,6.358208739250204e-15,1.6218625333460467e-16,6.197355716734154e-11,1.78077495576358e-08,5.136750522629905e-18,1.8570061488083614e-15,2.4388016750224297e-20,8.079414058593559e-24,2.8005018162368253e-16,2.2321467470971477e-15,2.613786223742035e-18,1.6263510211916803e-22,4.5107166927218156e-20,3.911504979400377e-11,2.5645478084393435e-22,4.2776101628341755e-24
3.703461582922381e-07,0.8900987743104859,3.76,0.0,0.7366387286558251,0.9998955338091253,1.8271662437361328e-05,8.781289134666595e-15,1.1701091164791355e-10,0.00028222008688567223,8.149152477406526e-05,6.999811805747368e-09,1.7310142796426476e-05,3.860701391434952e-05,5.532266099948645e-05,1.4235586699874101e-06,8.178671441014932e-06,1.1490801234602932e-08,1.210982418433728e-09,9.512115962862416e-09,8.945152699875818e-09,9.567406116325243e-10,1.3520179067933188e-08,3.4357202310965316e-07,6.262268294756212e-16,3.5290826909029305e-13,6.340115172953136e-13,1.4523212655889365e-17,1.2209715670522477e-09,1.6167480635656916e-09,4.8350856162223724e-17,6.773089520175121e-15,1.6943611410786124e-16,6.474799178378755e-11,1.898629561681476e-08,6.0446188048869256e-18,2.084745285231598e-15,2.738382301023513e-20,9.098286550291322e-24,3.088325059925623e-16,2.332698011661808e-15,3.1246693520641062e-18,1.9446513633961922e-22,4.9370277930567237e-20,4.168240072142764e-11,3.16382033438425e-22,4.92315419588661e-24
3.7950820571020895e-07,0.8900992522563934,3.76,0.0,0.73663018518707,0.9998927686548553,1.9318980685531186e-05,9.13276322487008e-15,1.2066961618068907e-10,0.000290677723118271,8.340110725716303e-05,7.214567385774086e-09,1.7736747335017195e-05,3.882823981870612e-05,5.7297765751543274e-05,1.5029452809731794e-06,8.302608764905798e-06,1.1878056775442429e-08,1.2874364601009016e-09,1.0346838241369742e-08,9.713946819326463e-09,1.0214657066244588e-09,1.4581781413649874e-08,3.583129385355603e-07,6.812373580872433e-16,3.8860220071523727e-13,7.153170462076854e-13,1.68278143448031e-17,1.2683938674864023e-09,1.6870999890809985e-09,5.0461112102051623e-17,7.203682685906455e-15,1.768143906929549e-16,6.757178560457275e-11,2.0216756414410777e-08,7.081648974783157e-18,2.3339882248862453e-15,3.0662988023982175e-20,1.0216646909229863e-23,3.397460823974529e-16,2.435079716437587e-15,3.719410567241984e-18,2.3152653992051573e-22,5.3905135484076605e-20,4.436097625823407e-11,3.8828310519445377e-22,5.645634910681877e-24
3.886702531281798e-07,0.8900997310732673,3.76,0.0,0.736621595747393,0.9998900015543373,2.039154941394609e-05,9.487133572630008e-15,1.2434852002922477e-10,0.0002991785883399005,8.53054075892248e-05,7.430461395009298e-09,1.8154420974106417e-05,3.9039431759066545e-05,5.9283953276031044e-05,1.5847594789963958e-06,8.421680772247802e-06,1.2269257486118829e-08,1.3666686267367302e-09,1.1232644109644446e-08,1.0528447389297534e-08,1.0888221906321076e-09,1.569595548400549e-08,3.732576416545703e-07,7.396179214970753e-16,4.269048936594305e-13,8.047392281510648e-13,1.941835339395445e-17,1.316536357545989e-09,1.75863943812778e-09,5.2607174493573784e-17,7.650142482049944e-15,1.8431735080136483e-16,7.044351540188535e-11,2.150002946891471e-08,8.261841426893737e-18,2.6061841790519214e-15,3.4244643457545924e-20,1.1441467454250614e-23,3.728870409025503e-16,2.5392418405669554e-15,4.4092528332462246e-18,2.7452156007398333e-22,5.871963852949526e-20,4.715253411840242e-11,4.741640197886857e-22,6.451781285672848e-24
3.978323005461507e-07,0.8901002107621118,3.76,0.0,0.736612961740145,0.9998872326796164,2.1488835596201754e-05,9.844295897771566e-15,1.280469590060851e-10,0.0003077212558207166,8.720442681119578e-05,7.647456178674581e-09,1.8563158686399285e-05,3.924127753716834e-05,6.128073056273666e-05,1.66901610518521e-06,8.536072600680543e-06,1.2664350161895049e-08,1.4487027165495433e-09,1.2171336565701775e-08,1.1390186053826359e-08,1.1588418396706008e-09,1.68637647932886e-08,3.884007283994563e-07,8.01487597222392e-16,4.679336906370604e-13,9.028634250437813e-13,2.232051586113676e-17,1.3653778010995776e-09,1.8313319186503452e-09,5.478800246089429e-17,8.112617572294626e-15,1.9194137015957043e-16,7.336179906027165e-11,2.2836986406416986e-08,9.600240088244329e-18,2.9028417830975362e-15,3.814870706237408e-20,1.2780018605100369e-23,4.0835292415320755e-16,2.6451358037138548e-15,5.206618523159768e-18,3.242262000913922e-22,6.382150095193004e-20,5.005876826652101e-11,5.763049758114639e-22,7.348690551871077e-24
4.0699434796412155e-07,0.890100691323824,3.76,0.0,0.7366042845199636,0.9998844621897992,2.2610306668725033e-05,1.0204153770385603e-14,1.3176429113632148e-10,0.00031630434795024853,8.909816643520682e-05,7.865515358756944e-09,1.8962981676950245e-05,3.943441766879751e-05,6.328763842313434e-05,1.7557295789349585e-06,8.645967878607101e-06,1.3063282851197525e-08,1.5335615414836877e-09,1.3164733450414021e-08,1.2300703642904002e-08,1.2315556560669511e-09,1.8086262970763525e-08,4.037369087666303e-07,8.669664451461387e-16,5.118076813301519e-13,1.0103009493297484e-12,2.5561405928963504e-17,1.4148976787992296e-09,1.9051440219397034e-09,5.700258753162869e-17,8.591251259778605e-15,1.9968293806137655e-16,7.632529771591356e-11,2.4228473740180924e-08,1.1112973806153858e-17,3.2255299328693153e-15,4.2395893766517084e-20,1.423987325615947e-23,4.462426568794693e-16,2.7527145447507413e-15,6.125199226975948e-18,3.8149584232797125e-22,6.921825079572138e-20,5.308131086363314e-11,6.972896943639148e-22,8.343835212213153e-24
4.161563953820924e-07,0.8901011727592019,3.76,0.0,0.736595565393758,0.9998816902319569,2.3755432022723587e-05,1.0566618097615413e-14,1.3549989628088134e-10,0.00032492653523948203,9.098662841216796e-05,8.084603809695588e-09,1.9353934874704088e-05,3.961944863002384e-05,6.530424916598653e-05,1.8449139128422235e-06,8.751547986786678e-06,1.346600485340247e-08,1.6212669677974414e-09,1.4214666829631537e-08,1.3261549627259297e-08,1.3069939227376458e-09,1.936449469669732e-08,4.19261004473789e-07,9.361754666249087e-16,5.586476544163476e-13,1.127689442533283e-12,2.916957298907524e-17,1.465076205857838e-09,1.980043466094995e-09,5.92499549733239e-17,9.086181707620373e-15,2.0753866197062607e-16,7.9332717522466e-11,2.5675313686094504e-08,1.2817297808326249e-17,3.57587860708159e-15,4.700772657961699e-20,1.5828911105303203e-23,4.86656518155826e-16,2.8619325871080307e-15,7.180049776784215e-18,4.472711355010514e-22,7.491723105089864e-20,5.622173429023681e-11,8.400370675918557e-22,9.445069858246379e-24
4.253184428000633e-07,0.8901016550689484,3.76,0.0,0.7365868056217307,0.999878916941966,2.4923684351071927e-05,1.0931606638520643e-14,1.3925317573457905e-10,0.00033358653528484106,9.286981510159491e-05,8.304687632923522e-09,1.973608457664212e-05,3.979692588143354e-05,6.73301644322467e-05,1.9365827273297736e-06,8.852991433279094e-06,1.3872466713687803e-08,1.7118399563037275e-09,1.532298240229538e-08,1.4274281597322682e-08,1.3851862552885907e-09,2.0699496610200757e-08,4.3496794666018965e-07,1.0092365653134973e-15,6.085760529202223e-13,1.2556932436620884e-12,3.317503836159932e-17,1.5158943455383319e-09,2.0559991307833744e-09,6.152916487023768e-17,9.597542157794494e-15,2.1550527119615897e-16,8.238281107178257e-11,2.717830500725673e-08,1.473163523976286e-17,3.955579676857422e-15,5.20065473273905e-20,1.7555322914732296e-23,5.296961164318402e-16,2.9727460917617685e-15,8.38768655422677e-18,5.225841504480187e-22,8.092560187297764e-20,5.948155323079492e-11,1.0078352242286794e-21,1.0660637837333715e-23
4.3448049021803416e-07,0.8901021382536772,3.76,0.0,0.7365780064184295,0.9998761424452911,2.611454085906357e-05,1.1299043546040434e-14,1.4302355180208737e-10,0.0003422831117004201,9.474772924351579e-05,8.525734130438459e-09,2.0109516239685226e-05,3.996736668535169e-05,6.93650131784796e-05,2.0307492649447097e-06,8.950473329470571e-06,1.4282620215211209e-08,1.8053006021507322e-09,1.6491538934272002e-08,1.5340464765972188e-08,1.4661616519163036e-09,2.209229818617379e-08,4.5085277362919184e-07,1.0862725096895414e-15,6.617169329034995e-13,1.3950037481886188e-12,3.760932175799025e-17,1.5673338186130105e-09,2.132981083897323e-09,6.38393129519716e-17,1.0125461147897107e-14,2.2357961969440623e-16,8.547437848344015e-11,2.8738223881505584e-08,1.6875618785775584e-17,4.3663877035210625e-15,5.741552723094465e-20,1.9427614753604626e-23,5.754643669970896e-16,3.0851128983658206e-15,9.766190144923862e-18,6.085648084702571e-22,8.725034410948096e-20,6.286222680542173e-11,1.2043781311552113e-21,1.1999177861247634e-23
4.43642537636005e-07,0.8901026223139181,3.76,0.0,0.7365691689538291,0.9998733668577136,2.7327484347592664e-05,1.16688589350102e-14,1.468104673551562e-10,0.00035101507302430013,9.662037393231731e-05,8.747711777563281e-09,2.047433241520845e-05,4.013125272989525e-05,7.14084497988454e-05,2.127426404315367e-06,9.044164956201864e-06,1.4696418368860122e-08,1.901668174025122e-09,1.7722207717574554e-08,1.6461671494610834e-08,1.5499485411029903e-09,2.3543922579242423e-08,4.669106286326809e-07,1.167406897257859e-15,7.18195925486633e-13,1.5463397583370618e-12,4.250546758813776e-17,1.6193771090712007e-09,2.210960600700302e-09,6.617953119182483e-17,1.0670062725040902e-14,2.3175868811359345e-16,8.860626818978528e-11,3.035582478615524e-08,1.9270132393392916e-17,4.81012072570555e-15,6.325867734420509e-20,2.1454612230791458e-23,6.240654718289895e-16,3.1989925554301444e-15,1.1335312403770936e-17,7.064475861462712e-22,9.38982639913869e-20,6.636516073550294e-11,1.4338048528052169e-21,1.34697305252912e-23
4.528045850539759e-07,0.8901031072501204,3.76,0.0,0.7365602943544316,0.9998705902860078,2.8562004177076015e-05,1.2040988475138702e-14,1.506133853740622e-10,0.0003597812716044045,9.848775259239786e-05,8.970590195046735e-09,2.083065082083383e-05,4.0289032572985684e-05,7.346015237620709e-05,2.226626673755121e-06,9.134233409849993e-06,1.5113815400806547e-08,2.000961152672234e-09,1.9016872054565214e-08,1.763948084207241e-08,1.6365748271088109e-09,2.505538743308046e-08,4.831367576969548e-07,1.2527641204053553e-15,7.781402021730834e-13,1.7104478254013583e-12,4.7898071206628515e-17,1.6720074663559352e-09,2.289910176042663e-09,6.854898819868544e-17,1.123146665610344e-14,2.400395851037478e-16,9.177737744822464e-11,3.203184139459814e-08,2.1937353105833386e-17,5.288661036809407e-15,6.956085886336471e-20,2.364546467976372e-23,6.756049019080596e-16,3.314346340638234e-15,1.3116587993222558e-17,8.175785005500891e-22,1.0087599884450273e-19,6.999170953092542e-11,1.700741592817503e-21,1.50817447455186e-23
4.6196663247194676e-07,0.8901035930626592,3.76,0.0,0.7365513837043818,0.9998678128285731,2.9817597120164647e-05,1.2415373007868511e-14,1.544317884760989e-10,0.00036858060246897746,0.00010034986895550111,9.194340120644853e-09,2.117860254400725e-05,4.044112391874246e-05,7.551982105343079e-05,2.328362264503741e-06,9.220841319023696e-06,1.553476673808762e-08,2.103197268644477e-09,2.0377426766665893e-08,1.8875478135808034e-08,1.7260679332739233e-09,2.662770565395436e-08,4.995265074896247e-07,1.342469333875804e-15,8.416784434259293e-13,1.8881025848140128e-12,5.3823305187265535e-17,1.7252089043999312e-09,2.3698035302203386e-09,7.094688941570599e-17,1.1809788634040763e-14,2.4841954792612613e-16,9.498665259391602e-11,3.376698747983516e-08,2.490079302681954e-17,5.803955953804766e-15,7.634779332266963e-20,2.6009649336674033e-23,7.301893817402073e-16,3.4311372719021733e-15,1.513345045521392e-17,9.434223787932926e-22,1.0819002368981904e-19,7.374317868755907e-11,2.0103466449358336e-21,1.684508420922956e-23
4.711286798899176e-07,0.8901040797518385,3.76,0.0,0.7365424380465962,0.9998650345760187,3.109376811097492e-05,1.2791958186060893e-14,1.5826517843370127e-10,0.00037741200218635536,0.00010220672703961387,9.418933380312678e-09,2.151833037171741e-05,4.058791573783345e-05,7.758717651655887e-05,2.4326450435993027e-06,9.304146623461642e-06,1.595922899242151e-08,2.2083935392038863e-09,2.180577772704876e-08,2.017125456476946e-08,1.81845484315127e-09,2.8261886147758864e-08,5.160753232270613e-07,1.4366484238321722e-15,9.089408104252798e-13,2.0801070846730877e-12,6.031894570900037e-17,1.7789661977229653e-09,2.450615609033032e-09,7.337247713890422e-17,1.2405140479860146e-14,2.5689594248554643e-16,9.823308905407654e-11,3.55619578204012e-08,2.8185341433565125e-17,6.358018578359993e-15,8.364607268856015e-20,2.855697553847946e-23,7.879268758848567e-16,3.549330109829757e-15,1.741135287653319e-17,1.0855704155164408e-21,1.158466586101702e-19,7.762082688458543e-11,2.3683583828388338e-21,1.8770033842822495e-23
4.802907273078884e-07,0.8901045673178946,3.76,0.0,0.7365334583838957,0.9998622556117117,3.239003089820504e-05,1.3170694135467553e-14,1.6211307568458253e-10,0.00038627444771827894,0.00010405833112931953,9.644342859124324e-09,2.1849987240625608e-05,4.0729770242467534e-05,7.966195858217567e-05,2.539486566375968e-06,9.3843024076628e-06,1.638715994245532e-08,2.3165663043150953e-09,2.330384141673484e-08,2.152840679337676e-08,1.9137621394992743e-09,2.9958934520186414e-08,5.32778746621896e-07,1.535427978466355e-15,9.800589199175153e-13,2.2872931084161534e-12,6.742439912914225e-17,1.8332648748526974e-09,2.532322578576333e-09,7.58250303781185e-17,1.3017630339651259e-14,2.6546626281500556e-16,1.015157311567589e-10,3.741742910456293e-08,3.1817307058868165e-17,6.952928551195368e-15,9.148316936410718e-20,3.1297588893628166e-23,8.48926577552131e-16,3.668891352629784e-15,1.9977893207104156e-17,1.2457480220475283e-21,1.2385207675969723e-19,8.16258681722337e-11,2.781146421331801e-21,2.0867306272876856e-23
