Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29)
2.439622939466142e-08,0.8185917902968284,3.76,0.0,0.8950923017218934,0.9999988624956814,5.137250205730572e-10,1.3312728285631013e-20,2.427784822486218e-14,1.7323595235599745e-06,1.127427852098478e-06,5.823567877458181e-11,1.0001818375048356e-08,5.389926590602707e-07,2.7811100192444577e-08,3.130032791285239e-10,9.17987516850207e-09,2.803931244757126e-11,1.7769025895597173e-14,1.217742573183678e-14
2.6475621873861614e-08,0.8185917974143,3.76,0.0,0.8950921513813048,0.9999987646916532,6.549335743904134e-10,1.7877928572332157e-20,2.8006416452697704e-14,1.882631098401191e-06,1.2234854099536023e-06,6.621619018939535e-11,1.1738738468500896e-08,5.816719708410635e-07,3.263207638018532e-08,3.7055460439585046e-10,1.0717713591006762e-08,3.150100293308469e-11,2.23648292057869e-14,1.5813851168265964e-14
2.855501435306181e-08,0.8185918045327788,3.76,0.0,0.8950920006282272,0.9999986667617073,8.195871439078068e-10,2.3462103777447042e-20,3.1919407582354984e-14,2.033309840859754e-06,1.3195365288355688e-06,7.443017229591712e-11,1.3607485523621578e-08,6.238663477475717e-07,3.7818142156815247e-08,4.3313673689955725e-10,1.2359440533331234e-08,3.501694643986969e-11,2.7637574219238403e-14,2.0146219927398452e-14
3.0634406832262e-08,0.8185918116522848,3.76,0.0,0.895091849463559,0.9999985687074039,1.0093896580416618e-09,3.018573533594474e-20,3.6004479346834315e-14,2.184394866062353e-06,1.4155811047983166e-06,8.284919759485011e-11,1.560647288163478e-08,6.655814913912426e-07,4.336515052956202e-08,5.007729014551198e-10,1.4102069913508654e-08,3.857852991304164e-11,3.362013361031103e-14,2.5244917702401598e-14
3.27137993114622e-08,0.8185918187728382,3.76,0.0,0.8950916978882153,0.99999847053028,1.2260243680693992e-09,3.81714786711391e-20,4.02501956440017e-14,2.335885268733404e-06,1.5116190351319806e-06,9.144872587816563e-11,1.773410684951679e-08,7.068230346836981e-07,4.9269003253900303e-08,5.734844996020321e-10,1.594267720873098e-08,4.217894139029629e-11,4.034346417655587e-14,3.1182031401985146e-14
3.479319179066239e-08,0.8185918258944571,3.76,0.0,0.8950915459031273,0.999998372231852,1.4711537616429915e-09,4.7543700568886525e-20,4.4645959731492037e-14,2.4877801239773326e-06,1.607650218348047e-06,1.0020757176589652e-10,1.9988787503600838e-08,7.475965430164513e-07,5.552565024719669e-08,6.512914843954127e-10,1.7878398329999603e-08,4.581279448750867e-11,4.783675702029255e-14,3.803126533772957e-14
3.687258426986259e-08,0.8185918330171595,3.76,0.0,0.8950913935092426,0.9999982738136152,1.7464194873322305e-09,5.842806995923326e-20,4.9181952510868986e-14,2.6400784879881104e-06,1.703674554164756e-06,1.0910744809433995e-10,2.2368909468375452e-08,7.879075153429571e-07,6.213108901288269e-08,7.342126519483702e-10,1.9906428518366694e-08,4.9475836140258483e-11,5.612757546849105e-14,4.586786452205994e-14
3.895197674906278e-08,0.8185918401409623,3.76,0.0,0.8950912407075239,0.9999981752770452,2.053442288726936e-09,7.095119400205096e-20,5.3849075262961414e-14,2.79277939870091e-06,1.799691943492717e-06,1.1813256925373738e-10,2.4872862672250378e-08,8.277613851932394e-07,6.908136407377103e-08,8.222658780797493e-10,2.2024021261001784e-08,5.316470924660063e-11,6.524198233941977e-14,5.4768544116631236e-14
4.103136922826298e-08,0.8185918472658824,3.76,0.0,0.8950910874989502,0.9999980766235983,2.393821947923184e-09,8.52402946314945e-20,5.863889647868728e-14,2.94588187639364e-06,1.8957022884207183e-06,1.2726930640236853e-10,2.7499033081039243e-08,8.671635216322771e-07,7.637256641350221e-08,9.154683098630593e-10,2.422848722580576e-08,5.687676041595593e-11,7.520465745355571e-14,6.481142448523862e-14
4.3110761707463174e-08,0.8185918543919358,3.76,0.0,0.8950909338845153,0.9999979778547115,2.7691372384866573e-09,1.0142292272196849e-19,6.354360260617105e-14,3.0993849242424465e-06,1.9917054922017225e-06,1.3650589035560217e-10,3.024580340901321e-08,9.061192301656289e-07,8.400083292580141e-08,1.013836515118173e-09,2.651719321440391e-08,6.06098897836288e-11,8.603900585246001e-14,7.607597156110997e-14
4.519015418666337e-08,0.8185918615191379,3.76,0.0,0.8950907798652283,0.9999978789718035,3.1809458877026923e-09,1.196267066853211e-19,6.855595249029241e-14,3.2532875288361222e-06,2.0877014592390473e-06,1.458321567140162e-10,3.311155380753855e-08,9.446337535996982e-07,9.196234587142148e-08,1.1173865970819332e-09,2.8887561133609292e-08,6.436243565562792e-11,9.776725730129534e-14,8.864294217757358e-14
4.7269546665863565e-08,0.8185918686475039,3.76,0.0,0.8950906254421126,0.9999977799762746,3.6307845476734105e-09,1.3997913157857464e-19,7.366923519639924e-14,3.4075886606557773e-06,2.1836900950727285e-06,1.5523932635978917e-10,3.609466253184756e-08,9.827122728671989e-07,1.0025333234246678e-07,1.226134284400557e-09,3.13370669850352e-08,6.813308384124918e-11,1.1041055785298095e-13,1.0259433389659028e-13
4.934893914506376e-08,0.8185918757770492,3.76,0.0,0.8950904706162067,0.999997680869508,4.12016877486701e-09,1.6260734508211168e-19,7.88772309205698e-14,3.5622872745253273e-06,2.2796713063660536e-06,1.6471981545164121e-10,3.919350658665189e-08,1.0203599078255456e-06,1.088700637337005e-07,1.3400950036271407e-09,3.386323987226654e-08,7.192079449033128e-11,1.2398905421684465e-13,1.1801333889223534e-13
5.1428331624263956e-08,0.8185918829077872,3.76,0.0,0.8950903153885628,0.9999975816528692,4.650593017875638e-09,1.8763798755466181e-19,8.417417475756273e-14,3.71738231003649e-06,2.3756450008922687e-06,1.7426707101970068e-10,4.2406462351111486e-08,1.057581718031531e-06,1.1780885522054833e-07,1.459283937192923e-09,3.646366102512132e-08,7.57247434668244e-11,1.3852197149963557e-13,1.3498430154989285e-13
5.350772410346415e-08,0.818591890039733,3.76,0.0,0.8950901597602471,0.9999974823277068,5.223530613185932e-09,2.1519704389406286e-19,8.9554723140086e-14,3.8728726919511e-06,2.4716110875214435e-06,1.8387542924255596e-10,4.57319061835093e-08,1.094382703494209e-06,1.2706606524364194e-07,1.5837160685588051e-09,3.913596284073998e-08,7.95442765524998e-11,1.5402768478037596e-13,1.5359267950565922e-13
5.5587116582664347e-08,0.8185918971729003,3.76,0.0,0.89509000373234,0.9999973828953527,5.840433788716267e-09,2.454097150036918e-19,9.501392276335243e-14,4.028757330583481e-06,2.567569476207497e-06,1.935399934610396e-10,4.916821500601281e-08,1.1307678054086975e-06,1.3663809499977803e-07,1.713406217088161e-09,4.187782794128091e-08,8.337887394002587e-11,1.7052378497859345e-13,1.739250078532532e-13
5.766650906186454e-08,0.8185919043073024,3.76,0.0,0.895089847305935,0.9999972833571225,6.5027336748357594e-09,2.7840030669267337e-19,1.005471818038818e-13,4.185035122165621e-06,2.663520077975391e-06,2.0325652897876706e-10,5.2713766869996e-08,1.1667419068739273e-06,1.4652138793913994e-07,1.8483690654658795e-09,4.4686988247927805e-08,8.722812219061085e-11,1.8802713948531329e-13,1.9606886624145533e-13
5.974590154106474e-08,0.818591911442953,3.76,0.0,0.8950896904821387,0.9999971837143152,7.2118403225954524e-09,3.1429213405621484e-19,1.0615024325469779e-13,4.341704949197515e-06,2.7594628049084638e-06,2.1302137216097363e-10,5.636694150241608e-08,1.2023098335964763e-06,1.5671242926862877e-07,1.9886191815821676e-09,4.756122407087792e-08,9.109169173779415e-11,2.065539479906833e-13,2.2011284860702064e-13
6.390468649946513e-08,0.8185919257180514,3.76,0.0,0.8950893756468636,0.9999969841200892,8.776008886153354e-09,3.952673608369436e-19,1.1755027772404893e-13,4.656216172933432e-06,2.9513242878209263e-06,2.32683749365236e-10,6.398968946047338e-08,1.2722461827818147e-06,1.7800390378632787e-07,2.285039005160862e-09,5.349628014120163e-08,9.886080170654768e-11,2.467396810593261e-13,2.742604732532915e-13
6.806347145786552e-08,0.8185919399982986,3.76,0.0,0.8950890592356224,0.9999967841227575,1.0543799433580268e-08,4.892993068789366e-19,1.2918577343199003e-13,4.972281799687472e-06,3.143153242307958e-06,2.5250651326015785e-10,7.202354979653097e-08,1.3406143367290474e-06,2.0048521685061386e-07,2.6027805037610953e-09,5.96661728329253e-08,1.0668465349316449e-10,2.911990785802935e-13,3.3709591593857326e-13
7.222225641626591e-08,0.8185919542837936,3.76,0.0,0.8950887412577178,0.9999965837321608,1.2525736927129899e-08,5.973319304454778e-19,1.4103242664290219e-13,5.2898924281751165e-06,3.3349490018814354e-06,2.7247413495083373e-10,8.045567222414759e-08,1.4074509040166026e-06,2.2412970405267814e-07,2.9419574392937993e-09,6.605479735649429e-08,1.1456221865114036e-10,3.4004245465696554e-13,4.0936186556004966e-13
7.63810413746663e-08,0.8185919685746332,3.76,0.0,0.8950884217226386,0.9999963829579046,1.4732013064250556e-08,7.202880914055758e-19,1.5306932433316453e-13,5.60903846735653e-06,3.526710915823112e-06,2.9257489133714586e-10,8.927327963184014e-08,1.4727916386243955e-06,2.4891132340661976e-07,3.302682689091627e-09,7.26467410056281e-08,1.2249280356189842e-10,3.933734709542531e-13,4.918150521037405e-13
8.053982633306669e-08,0.8185919828709115,3.76,0.0,0.8950881006400517,0.9999961818093653,1.717248837180075e-08,8.5906884826858945e-19,1.6527846645104526e-13,5.9297101454566855e-06,3.7184383488148013e-06,3.12799916248655e-10,9.846368141839675e-08,1.5366714599657179e-06,2.748046408345444e-07,3.6850683482295993e-09,7.94272576335328e-08,1.3047593020941226e-10,4.5129008872194124e-13,5.852257252063253e-13
8.469861129146708e-08,0.8185919971727197,3.76,0.0,0.8950877780197953,0.9999959802956966,1.9856694620812816e-08,1.014553070021029e-18,1.7764435179777195e-13,6.251897518690143e-06,3.9101306805770255e-06,3.331424637168838e-10,1.0801428588990137e-07,1.5991244724357098e-06,3.01784815980837e-07,4.0892258005065615e-09,8.638224297582652e-08,1.3851124898332175e-10,5.138853839764635e-13,6.903772031160224e-13
8.885739624986747e-08,0.8185920114801475,3.76,0.0,0.8950874538718696,0.9999957784258346,2.2793837540863465e-08,1.1875972919783317e-18,1.901536199069169e-13,6.575590479723079e-06,4.101787305515929e-06,3.5359734475310795e-10,1.179126117584652e-07,1.6601839844878579e-06,3.298275883492703e-07,4.515265760827194e-09,9.349821079672873e-08,1.465984807642807e-10,5.812482432332997e-13,8.080654823608234e-13
9.301618120826786e-08,0.8185920257932815,3.76,0.0,0.8950871282064297,0.9999955762085049,2.599279982455895e-08,1.3790357796377692e-18,2.0279474491623886e-13,6.900778765883359e-06,4.293407632378564e-06,3.741605196906035e-10,1.2814629875249336e-07,1.7198825272351917e-06,3.5890926376607216e-07,4.9632982899655236e-09,1.0076226986035886e-07,1.5473738732161956e-10,6.534639489579969e-13,9.390989029575514e-13
9.717496616666826e-08,0.8185920401122068,3.76,0.0,0.8950868010337777,0.9999953736522252,2.946214440393779e-08,1.5896807591560534e-18,2.1555777498606604e-13,7.2274519671495e-06,4.484991083916434e-06,3.948288084170792e-10,1.3870311737067352e-07,1.7782518725940152e-06,3.8900670116488953e-07,5.433432793990239e-09,1.0816210171034235e-07,1.6292775774205904e-10,7.306146694550714e-13,1.084297860942073e-12
9.999999999999998e-08,0.8185920544370057,3.76,0.0,0.8950865779333111,0.9999952358680657,3.1977276665325604e-08,1.7441287343958464e-18,2.242927137057666e-13,7.450200388200584e-06,4.615111076259662e-06,4.089272753617044e-10,1.460524300782477e-07,1.8171594721579624e-06,4.1001950383542024e-07,5.765453547284222e-09,1.1326018049342975e-07,1.685206738735183e-10,7.858779626603085e-13,1.1914334928110556e-12
1.0133375112506865e-07,0.8185920544370057,3.76,0.0,0.8950864723643557,0.9999951707653125,3.3210117971964045e-08,1.8203227636911455e-18,2.284341090745352e-13,7.555599533957107e-06,4.676537096556986e-06,4.1559967447423805e-10,1.4957097783561127e-07,1.8353230509988289e-06,4.2009729968187005e-07,5.925778020832931e-09,1.1568593922044351e-07,1.7116939839154555e-10,8.127798716864511e-13,1.2444945580416004e-12
1.0549253608346904e-07,0.8185920687677595,3.76,0.0,0.8950861422087372,0.9999949675558872,3.724465472434234e-08,2.071731055263745e-18,2.414163045315698e-13,7.885210784844364e-06,4.868045120082796e-06,4.364710572401721e-10,1.6073793829964863e-07,1.8911263687065018e-06,4.521589860498009e-07,6.440442056901358e-09,1.233225458807761e-07,1.7946212348942903e-10,9.000366715179855e-13,1.4205327806512056e-12
1.0965132104186943e-07,0.8185920831045469,3.76,0.0,0.8950858105776204,0.9999947640318784,4.1573380303379316e-08,2.3446540998504096e-18,2.5449791151143837e-13,8.216274913940402e-06,5.05951461731823e-06,4.574412445591361e-10,1.721922123398439e-07,1.945691424695947e-06,4.851702022847417e-07,6.977532320963671e-09,1.3106119579632813e-07,1.878057490569021e-10,9.924601300241537e-13,1.6132677035716941e-12
1.1381010600026982e-07,0.8185920974474449,3.76,0.0,0.8950854774818219,0.9999945602010267,4.620361592842349e-08,2.6398200820787037e-18,2.6767333118587807e-13,8.548780998297537e-06,5.250945063823502e-06,4.785087809727271e-10,1.8392217577235548e-07,1.9990471271691946e-06,5.191098936603329e-07,7.537155554601198e-09,1.3889165437968123e-07,1.962000909332342e-10,1.0901235022801183e-12,1.823565715170158e-12
1.1796889095867021e-07,0.8185921117965284,3.76,0.0,0.8950851429322676,0.999994356070891,5.1142382696344395e-08,2.9579374454923774e-18,2.809376945008342e-13,8.882718005073317e-06,5.442335947595939e-06,4.996724020479755e-10,1.9591637281975043e-07,2.0512217096648068e-06,5.539574969636386e-07,8.119417811726773e-09,1.4680415971667907e-07,2.0464496435163872e-10,1.1930984456506796e-12,2.0523042602945875e-12
1.221276759170706e-07,0.8185921261518712,3.76,0.0,0.8950848069399876,0.9999941516488517,5.639640603465464e-08,3.2996954444137253e-18,2.942867581957597e-13,9.218074798569206e-06,5.633686768778264e-06,5.209309849828698e-10,2.081635216678212e-07,2.1022427467957576e-06,5.896929290251572e-07,8.724424449205208e-09,1.5478940458073625e-07,2.131401830242017e-10,1.3014551946228323e-12,2.300371697272589e-12
1.2628646087547096e-07,0.8185921405135447,3.76,0.0,0.8950844695161078,0.999993946942115,6.197212029104352e-08,3.665764697505666e-18,3.077168154224817e-13,9.55484014712861e-06,5.824997039373747e-06,5.422835103152603e-10,2.2065251944646046e-07,2.152137169621226e-06,6.262965755159768e-07,9.352280118357161e-09,1.6283851907258987e-07,2.2168555794019266e-10,1.4152627077919349e-12,2.5686671661413656e-12
1.3044524583387134e-07,0.8185921548816195,3.76,0.0,0.8950841306718447,0.9999937419577163,6.787567344494499e-08,4.056797737585184e-18,3.212246189960441e-13,9.893002729893573e-06,6.016266282968008e-06,5.637290332131835e-10,2.3337244666515008e-07,2.2009312806597048e-06,6.637492800059771e-07,1.000308875639005e-08,1.709430538650779e-07,2.302808968209948e-10,1.5345887910354513e-12,2.858100466129791e-12
1.3460403079227172e-07,0.8185921692561633,3.76,0.0,0.8950837904184971,0.9999935367025257,7.411293192782615e-08,4.4734295540055345e-18,3.348073156389072e-13,1.0232551143419629e-05,6.207494034457398e-06,5.852666629660134e-10,2.463125711314762e-07,2.2486507685512087e-06,7.020323332773663e-07,1.0676953577695044e-08,1.7909496403387243e-07,2.389260042799905e-10,1.6595002001976377e-12,3.169591940792366e-12
1.387628157506721e-07,0.818592183637243,3.76,0.0,0.8950834487674415,0.9999933311832507,8.068948553922526e-08,4.916278124041981e-18,3.4846238966624125e-13,1.0573473908149482e-05,6.398679839783725e-06,6.068955482847736e-10,2.594623513807642e-07,2.2953207223772853e-06,7.411274628876701e-07,1.1373977065625602e-08,1.872865934549609e-07,2.476206820589271e-10,1.7900627264480654e-12,3.5040723692707094e-12
1.4292160070907247e-07,0.8185921980249243,3.76,0.0,0.8950831057301245,0.9999931254064407,8.761065244597675e-08,5.385944930322478e-18,3.621876146944732e-13,1.0915759474746391e-05,6.589823255675237e-06,6.286148662300812e-10,2.728114396444925e-07,2.340965645647314e-06,7.810168229762083e-07,1.2094260965072708e-08,1.9551065974962846e-07,2.5636472901217854e-10,1.9263412671909812e-12,3.8624828623108745e-12
1.4708038566747285e-07,0.8185922124192708,3.76,0.0,0.895082761318057,0.9999929193784906,9.488148425283166e-08,5.883015462693114e-18,3.7598101219796317e-13,1.1259396230287245e-05,6.780923849393685e-06,6.504238137268494e-10,2.863496843837781e-07,2.38560946995886e-06,8.216829843082746e-07,1.2837906275633728e-08,2.0376023975841838e-07,2.6515794102845223e-10,2.068399884865923e-12,4.245774761957265e-12
1.5123917062587323e-07,0.8185922268203444,3.76,0.0,0.895082415542808,0.9999927131056436,1.025067711335352e-07,6.408059703963962e-18,3.8984081596733085e-13,1.1604372504314847e-05,6.9719811984873075e-06,6.723216013370559e-10,3.0006713241259535e-07,2.4292755683393926e-06,8.631089245515128e-07,1.360501324513535e-08,2.1202875552652151e-07,2.7400011111635593e-10,2.216301855483436e-12,4.65490954410976e-12
1.553979555842736e-07,0.8185922412282058,3.76,0.0,0.8950820684159995,0.9999925065939966,1.1049104701209163e-07,6.961632599297e-18,4.0376544166075695e-13,1.1950676574749204e-05,7.162994890549636e-06,6.943074489037077e-10,3.1395403063415095e-07,2.4719867682767414e-06,9.05278018779136e-07,1.4395681363539503e-08,2.2030996078371488e-07,2.828910296118418e-10,2.3701097084557695e-12,5.0908587232755345e-12
1.5955674054267399e-07,0.8185922556429149,3.76,0.0,0.8950817199492989,0.9999922998495014,1.1883859478446533e-07,7.544274509046668e-18,4.177534607232702e-13,1.2298296673658052e-05,7.353964522983956e-06,7.163805824796579e-10,3.280008274129822e-07,2.5137653644457012e-06,9.481740301947154e-07,1.5210009357373618e-08,2.2859792790236839e-07,2.9183048435324553e-10,2.529885259118927e-12,5.5546037589263785e-12
1.6371552550107436e-07,0.8185922700645294,3.76,0.0,0.8950813701544157,0.9999920928779701,1.2755345157148693e-07,8.156511645103255e-18,4.318035780373944e-13,1.2647220992886936e-05,7.544889702773289e-06,7.385402320649033e-10,3.421981736044551e-07,2.5546331311379284e-06,9.917811010733377e-07,1.6048095184711892e-08,2.3688703531745523e-07,3.0081826078420393e-10,2.695689635162631e-12,6.047135962962768e-12
1.6787431045947474e-07,0.818592284493106,3.76,0.0,0.8950810190430943,0.9999918856850767,1.3663941399430087e-07,8.798856491142627e-18,4.459146127691871e-13,1.2997437689549078e-05,7.735770046255796e-06,7.607856299440957e-10,3.5653692326232573e-07,2.5946113344020183e-06,1.0360837439140713e-06,1.691003603062659e-08,2.451719553930489e-07,3.098541420525894e-10,2.8675832979747457e-12,6.569456407894019e-12
1.7203309541787512e-07,0.8185922989286998,3.76,0.0,0.8950806666271097,0.9999916782763619,1.461000434642504e-07,9.471808207385287e-18,4.600854819615779e-13,1.334893489137536e-05,7.92660517890542e-06,7.831160095482109e-10,3.710081340439908e-07,2.633720743900453e-06,1.0810668327988216e-06,1.7795928303052017e-08,2.534476427203601e-07,3.189379091500034e-10,3.0456260597263547e-12,7.1225758354348505e-12
1.803506653346759e-07,0.8185923278211548,3.76,0.0,0.8950799579283687,0.9999912628329776,1.6615840491711636e-07,1.091146456885372e-17,4.886028042022677e-13,1.4055723205294004e-05,8.308138358013817e-06,8.280286501050146e-10,4.0031318740499793e-07,2.709413846828746e-06,1.1730156030146706e-06,1.963994885277967e-08,2.699524823720652e-07,3.3724821493876734e-10,3.420394953216233e-12,8.325302403703549e-12
1.878364782597966e-07,0.818592353848893,3.76,0.0,0.8950793157561131,0.999990888248768,1.855233910192582e-07,1.2316579061408006e-17,5.144637133628323e-13,1.4696092492400066e-05,8.65136002050633e-06,8.687329771292818e-10,4.270552100555184e-07,2.774764966271113e-06,1.2579519876454633e-06,2.1382432357880233e-08,2.847300348832017e-07,3.5388902358066266e-10,3.7793040368908184e-12,9.52342333935876e-12
1.953222911849173e-07,0.8185923799001705,3.76,0.0,0.8950786695407101,0.9999905130456583,2.0614749448027736e-07,1.382805355008588e-17,5.405048284464597e-13,1.534042517178798e-05,8.994429770714241e-06,9.097007231595065e-10,4.540966268272973e-07,2.837602711881926e-06,1.344873434076166e-06,2.3203981955956088e-08,2.9941095567382e-07,3.706814926281272e-10,4.15903787916148e-12,1.083748431043382e-11
2.02808104110038e-07,0.8185924059752663,3.76,0.0,0.895078019351266,0.9999901372515114,2.2804367697790487e-07,1.5448365597641267e-17,5.667219258992003e-13,1.5988651596525244e-05,9.337345727651054e-06,9.509274110707026e-10,4.81392606279876e-07,2.898031728645153e-06,1.4337037346863497e-06,2.5105131408401383e-08,3.139746281341652e-07,3.8762428467854755e-10,4.559923046824453e-12,1.2273717522708028e-11
2.102939170351587e-07,0.818592432074448,3.76,0.0,0.895077365256824,0.9999897608930146,2.512228504044797e-07,1.7179880502658178e-17,5.93111108412863e-13,1.664070219019035e-05,9.680106090436107e-06,9.924085632295551e-10,5.089004009348034e-07,2.956152305245155e-06,1.5243698548419616e-06,2.7086406133317297e-08,3.284025995512868e-07,4.047160499220922e-10,4.982279799107608e-12,1.3838449343861784e-11
2.177797299602794e-07,0.8185924581979707,3.76,0.0,0.8950767073262877,0.9999893839957295,2.756939737488791e-07,1.9024856872769613e-17,6.196687258995148e-13,1.7296507524994838e-05,1.002270913494299e-05,1.0341397043213473e-09,5.365793179492364e-07,3.012060555487603e-06,1.6168018006904198e-06,2.914832319413392e-08,3.426784216830822e-07,4.219554283060272e-10,5.426422106577683e-12,1.553809852665436e-11
2.252655428854001e-07,0.8185924843460805,3.76,0.0,0.8950760456283454,0.9999890065841394,3.014641484532494e-07,2.0985451870756682e-17,6.463913161296254e-13,1.7955998395455583e-05,1.0365153210590038e-05,1.076116365055643e-09,5.643906847688774e-07,3.0658485920729922e-06,1.7109324925308844e-06,3.1291391299714986e-08,3.5678750175935916e-07,4.3934105159669663e-10,5.892657654117496e-12,1.7379174415631717e-11
2.327513558105208e-07,0.8185925105190124,3.76,0.0,0.8950753802314028,0.9999886286816947,3.2853871208233106e-07,2.3063726173213903e-17,6.73275561046232e-13,1.8619105887816265e-05,1.0707436737264134e-05,1.1183340865452014e-09,5.922978105057102e-07,3.1176046931926615e-06,1.8066976434170297e-06,3.35161108150438e-08,3.7071696308813713e-07,4.5687154533685276e-10,6.381287833777608e-12,1.9368275139857662e-11
2.402371687356415e-07,0.8185925367169913,3.76,0.0,0.895074711203517,0.9999882503108553,3.569213301082634e-07,2.5261648655933947e-17,7.003182558462306e-13,1.9285761445214172e-05,1.1049558202375995e-05,1.1607884248958772e-09,6.202659434763758e-07,3.1674134620444767e-06,1.9040356429214484e-06,3.58229737821607e-08,3.8445551497908043e-07,4.745455307089525e-10,6.892607731997175e-12,2.151208579278984e-11
2.4772298166076215e-07,0.8185925629402339,3.76,0.0,0.8950740386123344,0.9999878714931331,3.8661408564071757e-07,2.7581100842343942e-17,7.275162862533457e-13,1.9955896928775434e-05,1.1391516158038707e-05,1.2034749554977316e-09,6.482622256313348e-07,3.2153559797063537e-06,2.00288744574216e-06,3.821246395048666e-08,3.9799333120159177e-07,4.923616263127825e-10,7.426906117903036e-12,2.38173766011217e-11
2.5520879458588283e-07,0.8185925891889463,3.76,0.0,0.8950733625250344,0.9999874922491309,4.1761756695289694e-07,3.002388113342175e-17,7.548666113073673e-13,2.062944467475973e-05,1.1733309218363975e-05,1.2463892769535897e-09,6.76255644435988e-07,3.2615099516663674e-06,2.103196464933382e-06,4.0685056815891e-08,4.113219364141626e-07,5.103184498551579e-10,7.984465436329721e-12,2.629100108497474e-11
2.626946075110035e-07,0.818592615463327,3.76,0.0,0.8950726830082771,0.9999871125985812,4.4993095269898505e-07,3.2591708835178535e-17,7.82366250403875e-13,2.1306337547887088e-05,1.2074936056870733e-05,1.2895270148077161e-09,7.04216982680656e-07,3.3059498482954256e-06,2.2049084695520135e-06,4.3241219667890446e-08,4.244341000472646e-07,5.284146197486848e-10,8.56556180679362e-12,2.8939894212614077e-11
2.701804204361242e-07,0.8185926417635657,3.76,0.0,0.8950720001281512,0.9999867325603827,4.835520947410406e-07,3.5286227993351574e-17,8.100122740536534e-13,2.1986508990952985e-05,1.241639540400202e-05,1.332883825166847e-09,7.321187665918095e-07,3.3487470394787124e-06,2.3079714865621794e-06,4.588141164447509e-08,4.3732373723958216e-07,5.466487566214369e-10,9.170465028567325e-12,3.177107055280539e-11
2.7766623336124485e-07,0.8185926680898443,3.76,0.0,0.8950713139501302,0.9999863521526344,5.184775985189301e-07,3.810901104724729e-17,8.378017976182178e-13,2.2669893070850544e-05,1.275768604474593e-05,1.3764553981497527e-09,7.599352126045577e-07,3.3899699236350574e-06,2.4123357068307122e-06,4.8606083794040596e-08,4.499858164175759e-07,5.650194847425258e-10,9.799438592374334e-12,3.479162242766409e-11
2.8515204628636553e-07,0.8185926944423373,3.76,0.0,0.8950706245390279,0.9999859713926704,5.547029009067118e-07,4.106156231460698e-17,8.657319771118778e-13,2.335642452112558e-05,1.3098806816356152e-05,1.420237461075601e-09,7.876421731460319e-07,3.4296840513589474e-06,2.5179533950424104e-06,5.141567914390289e-08,4.624162731061085e-07,5.835254333668976e-10,1.0452739699515986e-11,3.800871806862617e-11
2.926378592114862e-07,0.8185927208212116,3.76,0.0,0.8950699319589606,0.9999855902970907,5.922223455139527e-07,4.4145321318689383e-17,8.938000063359999e-13,2.4046038781196306e-05,1.3439756606167801e-05,1.464225781380673e-09,8.152170817560934e-07,3.4679522439210714e-06,2.624778803363071e-06,5.4310632774877073e-08,4.746119295653981e-07,6.021652380004485e-10,1.1130619288937269e-11,4.142959977818102e-11
3.001236721366069e-07,0.8185927472266266,3.76,0.0,0.8950692362733099,0.9999852088817933,6.310292554066794e-07,4.7361665966265064e-17,9.220031149655393e-13,2.4738672032366715e-05,1.3780534349504398e-05,1.5084161693122948e-09,8.426388978282991e-07,3.504834706845948e-06,2.732768088690938e-06,5.729137190143471e-08,4.865704198856424e-07,6.209375415866168e-10,1.1833322072173093e-11,4.506158210003067e-11
3.0760948506172755e-07,0.8185927736587358,3.76,0.0,0.8950685375446911,0.9999848271620021,6.711160032372161e-07,5.071191558358882e-17,9.503385674198788e-13,2.5434261230759434e-05,1.4121139027672213e-05,1.5528044804365609e-09,8.698880512140817e-07,3.5403891387688914e-06,2.841879233349056e-06,6.035831595698518e-08,4.982901202043571e-07,6.398409956170325e-10,1.2561086575803919e-11,4.891205000025089e-11
3.150952979868482e-07,0.8185928001176856,3.76,0.0,0.895067835834921,0.9999844451522973,7.124740787827778e-07,5.419733381676266e-17,9.78803662367407e-13,2.613274413729213e-05,1.4461569666038496e-05,1.5973866179579304e-09,8.969463869050212e-07,3.5746708357641974e-06,2.952071969078633e-06,6.351187668384815e-08,5.097700837341873e-07,6.588742611693948e-10,1.3314145191061715e-11,5.2988457061837344e-11
3.225811109119689e-07,0.8185928266036169,3.76,0.0,0.8950671312049927,0.9999840628666402,7.550941539012096e-07,5.781913140293203e-17,1.0073957326713306e-12,2.6834059344821227e-05,1.4801825332189987e-05,1.6421585348365334e-09,9.23797109988852e-07,3.6077327913316403e-06,3.063307704196989e-06,6.675245822750066e-08,5.210099803021223e-07,6.780360098752043e-10,1.4092724230319519e-11,5.7298323694830273e-11
3.3006692383708957e-07,0.8185928531166634,3.76,0.0,0.8950664237150502,0.9999836803184007,7.989661449202641e-07,6.157846881856633e-17,1.0361121455999567e-12,2.7538146302576902e-05,1.5141905134168406e-05,1.687116235704805e-09,9.504247310559948e-07,3.6396257922231705e-06,3.175549453787442e-06,7.008045723469637e-08,5.320100401144994e-07,6.973249248194302e-10,1.4897043990186347e-11,6.18492353640734e-11
