Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983)
9.6789491176701e-05,0.9669620158284652,3.76,0.0,1.0449945226276196e-05,0.006757551968247389,0.9735391078965885,8.459874592499683e-06,1.5545253858021802e-06,2.1106339602583604e-05,4.926442025075046e-06,3.8449879571624206e-12,0.029405936542611706,0.13495826998831587,0.4342537790736375,2.6503277286287166e-06,0.005775088705924132,5.601272261973941e-10,3.684917258064768e-10,4.403999815095366e-07,1.3197778451314098e-10,3.360749110832909e-06,0.5114761477753909,1.9882947770954764e-06,7.002120433400345e-12,3.2769314382242093e-07,0.00023502750707059004,8.514871208241049e-07,3.9318024222003783e-07,2.062889900895569e-06,7.921455341086326e-16,3.23592796813138e-14,1.8222592119171705e-15,1.499497403685185e-08,0.23313173190424624,1.372876135474432e-06,2.660206898490246e-06,2.583858215663858e-10,3.753409355950776e-12,4.6171480881499775e-11,2.1720679620694206e-07,6.750546047067049e-10,5.464539659891195e-13,1.0466153474226578e-09,5.2088119111498717e-08,4.5471723650106273e-10,7.057039876800148e-12,5.563916322170805e-10,1.2679225738998463e-07,1.6521285405772695e-07,4.4091613644069296e-09,2.152326737172013e-17,1.925449075216105e-07,5.739946083490222e-11,4.3737686300395594e-16,3.6850766073957776e-11,9.340723699707622e-19,2.7270417460406405e-13,1.1745137705177375e-13
9.694128502465642e-05,0.9669495764920206,3.76,0.0,1.0173443220782915e-05,0.006731914026190316,0.9734157593523993,8.22935889345117e-06,1.5117864889062196e-06,2.05435327079455e-05,4.908191716442465e-06,3.728307428439412e-12,0.02937424607732159,0.13488059764739974,0.43443976587495514,2.5778648350985768e-06,0.005762753270288158,5.44594649982501e-10,3.5832762077963374e-10,4.2862222306850093e-07,1.258797807998413e-10,3.3313774804478518e-06,0.5112853301368518,1.9847189140501135e-06,6.810211074813666e-12,3.1889088944288596e-07,0.00022880641106536837,8.280827650540966e-07,3.821783462334068e-07,2.00735566210489e-06,7.772390985866766e-16,3.1460021159826673e-14,1.7786344671944192e-15,1.4983731685181426e-08,0.23333659615682414,1.3344932625188215e-06,2.587712543814842e-06,2.510584832777902e-10,3.646418170522989e-12,4.488962642936079e-11,2.172763362544792e-07,6.389567317155218e-10,5.167120419990465e-13,1.0463945551314488e-09,5.1625061747831794e-08,4.3052903329810247e-10,6.861520158967672e-12,5.405722845563682e-10,1.2331509210940757e-07,1.6074516387769941e-07,4.1712633102793314e-09,2.0284979059255437e-17,1.9259639940376655e-07,5.7437791595491176e-11,4.375113071040785e-16,3.486423118195897e-11,9.342547787915673e-19,2.5803505411196627e-13,1.1111410527964302e-13
9.709307887261184e-05,0.9669371569933557,3.76,0.0,9.904780801066298e-06,0.006706668045810943,0.9732933824012477,8.005473880174835e-06,1.4703007085374112e-06,1.9996790749119436e-05,4.890219958891155e-06,3.6155179011156747e-12,0.029342700282317995,0.13480291182043694,0.43462448978246637,2.5075364432715917e-06,0.0057504915804333845,5.295234209186056e-10,3.4846945865526784e-10,4.171836951842572e-07,1.2008980088933689e-10,3.3028373692718157e-06,0.5110956959953407,1.9811647868799026e-06,6.623902862275577e-12,3.1034120224466084e-07,0.0002227615580311113,8.053668533822316e-07,3.715058131733918e-07,1.953420461261319e-06,7.628161137037918e-16,3.058765438570607e-14,1.7364559165563705e-15,1.4972905906331395e-08,0.23353987821294028,1.2972617838473487e-06,2.517339497768523e-06,2.439535216738418e-10,3.542689041889493e-12,4.3645807338290745e-11,2.1734416025218848e-07,6.048609277815412e-10,4.886479958795989e-13,1.0461687460623187e-09,5.117708903968975e-08,4.0767506104171435e-10,6.671797143102949e-12,5.252341610134766e-10,1.1994006822757738e-07,1.564063200472474e-07,3.946680705039184e-09,1.9121095738127908e-17,1.9264563182821916e-07,5.747578544602777e-11,4.376439755035493e-16,3.298866420673408e-11,9.34439894715722e-19,2.441835019580075e-13,1.0513154647983699e-13
9.724487272056726e-05,0.9669247573267903,3.76,0.0,9.643719786447793e-06,0.006681802729328931,0.9731719768954994,7.788019956250049e-06,1.4300289535957858e-06,1.946562307949029e-05,4.872518689804227e-06,3.5064750534453803e-12,0.029311297798256055,0.13472521375372992,0.4348079578565011,2.439275178072227e-06,0.005738302617187902,5.14898865793503e-10,3.389070683609709e-10,4.060738211047346e-07,1.145912552693084e-10,3.275102705670716e-06,0.5109072442173664,1.9776321409241795e-06,6.443021694586005e-12,3.020363413822628e-07,0.0002168876077989313,7.83317703425918e-07,3.611520944297967e-07,1.9010351295951793e-06,7.488588851886305e-16,2.9741309983140855e-14,1.6956699683989599e-15,1.4962478071069636e-08,0.23374159130916752,1.2611446240342724e-06,2.449021124291955e-06,2.370637107884612e-10,3.442115526804536e-12,4.243881744216896e-11,2.1741028482960263e-07,5.726519781894708e-10,4.62163668146837e-13,1.045937998438093e-09,5.074368229463634e-08,3.8607897229587e-10,6.487686965629085e-12,5.103615908830745e-10,1.1666397417993632e-07,1.5219236001477482e-07,3.734640062616011e-09,1.802693697170545e-17,1.9269265189055664e-07,5.7513444986582673e-11,4.377748918182478e-16,3.1217639252708676e-11,9.346275479031146e-19,2.3110228740733725e-13,9.94830951025678e-14
9.739666656852268e-05,0.966912377484548,3.76,0.0,9.390029767678021e-06,0.006657307179778143,0.9730515423603872,7.576803716818931e-06,1.3909334264936976e-06,1.894955510154287e-05,4.855080133416081e-06,3.4010405852397126e-12,0.029280037270152506,0.1346475046235077,0.43499017729439293,2.3730159429760365e-06,0.005726185381174254,5.007068116595571e-10,3.2963065732725115e-10,3.9528238398701715e-07,1.0936849379910849e-10,3.248148295927524e-06,0.5107199733895117,1.9741207245401826e-06,6.267399237169214e-12,2.9396881964309413e-07,0.00021117939331820532,7.619143651265466e-07,3.5110700303641835e-07,1.850152111003055e-06,7.353504429434211e-16,2.8920149166035584e-14,1.6562252557197004e-15,1.4952430357648695e-08,0.23394174856901004,1.2261059909348628e-06,2.382693036047752e-06,2.3038207632929915e-10,3.344594903729301e-12,4.1267491473227724e-11,2.1747472638382855e-07,5.422215533104936e-10,4.3716685919589323e-13,1.0457023885656693e-09,5.0324342009058294e-08,3.6566895522884757e-10,6.309012003967757e-12,4.959394503594189e-10,1.1348370649585606e-07,1.480994512626515e-07,3.5344145677201458e-09,1.6998131386590458e-17,1.9273750541740904e-07,5.755077280418539e-11,4.379040792598907e-16,2.9545116470490486e-11,9.34817575188896e-19,2.1874700999947612e-13,9.414938893267707e-14
9.75484604164781e-05,0.9669000174568624,3.76,0.0,9.14348783327534e-06,0.006633170885457092,0.9729320780106548,7.371637756616528e-06,1.3529775779649686e-06,1.844812770324663e-05,4.83789678964495e-06,3.299081933954601e-12,0.029248917348216354,0.13456978554033575,0.4351711554189882,2.308695837431937e-06,0.0057141388924245385,4.869335675192689e-10,3.2063079557405847e-10,3.847995133963498e-07,1.044067502081207e-10,3.2219497925837546e-06,0.5105338818314734,1.970630289118637e-06,6.096872718503066e-12,2.86131394552178e-07,0.00020563191464636696,7.411365941667863e-07,3.413607003913752e-07,1.800725405690645e-06,7.222745077200701e-16,2.8123362557766102e-14,1.6180725321733822e-15,1.494274571363622e-08,0.23414036300352217,1.1921113278577728e-06,2.3182930128022338e-06,2.2390188627328588e-10,3.2500280332598646e-12,4.01307035789454e-11,2.1753750108665853e-07,5.134677808067554e-10,4.13570953273763e-13,1.045461990906834e-09,4.991858709885886e-08,3.4637745352075517e-10,6.135600649839245e-12,4.819531420608027e-10,1.1039626590232484e-07,1.4412388675133727e-07,3.345321146913278e-09,1.603059519058882e-17,1.9278023700390064e-07,5.758777147265304e-11,4.3803156064576795e-16,2.7965417966999577e-11,9.350098198315923e-19,2.0707592341527094e-13,8.911223105917261e-14
9.770025426443353e-05,0.9668876772320752,3.76,0.0,8.903878306376553e-06,0.006609383705019187,0.9728135827664602,7.172340483545076e-06,1.3161260635347187e-06,1.796089671583105e-05,4.820961423387853e-06,3.200472005832897e-12,0.029217936688617763,0.13449205755328447,0.4353508996677597,2.2462540774843937e-06,0.005702162189999678,4.735659067336703e-10,3.1189840055360214e-10,3.7461567236998497e-07,9.969208998526475e-11,3.1964836639977188e-06,0.5103489676085747,1.967160589095056e-06,5.93128473421587e-12,2.7851705981193704e-07,0.00020024033316293219,7.209648264297678e-07,3.3190368350168816e-07,1.752710515922093e-06,7.096154595166462e-16,2.735016906128777e-14,1.5811645735747952e-15,1.4933407819759363e-08,0.234337447511948,1.1591272676665816e-06,2.2557609230012603e-06,2.17616641840586e-10,3.1583192241902728e-12,3.902736589653242e-11,2.1759862489137192e-07,4.862948456107468e-10,3.912945672274164e-13,1.045216878146154e-09,4.952595416378571e-08,3.281409043178344e-10,5.967287091378627e-12,4.683885753795183e-10,1.0739875357848139e-07,1.4026208053446595e-07,3.1667177318244147e-09,1.5120512270313955e-17,1.928208900500363e-07,5.76244435524289e-11,4.3815735840816476e-16,2.6473205283837827e-11,9.35204131271089e-19,1.9604977077321118e-13,8.435451696394526e-14
9.785204811238895e-05,0.9668753567967284,3.76,0.0,8.67099249161961e-06,0.006585935853173032,0.9726960552685705,6.978735937662618e-06,1.280344701586649e-06,1.7487432391997438e-05,4.804267054256226e-06,3.105088921191766e-12,0.029187093954198877,0.1344143216538699,0.43552941758249025,2.1856319194733035e-06,0.005690254331613086,4.6059105012066335e-10,3.0342472270734364e-10,3.6472164501726e-07,9.521136144657516e-11,3.171727165075578e-06,0.5101652285437687,1.9637113819570803e-06,5.7704830585158325e-12,2.711190370622419e-07,0.00019499996599802092,7.013801534524123e-07,3.2272677272711126e-07,1.706064393786442e-06,6.973583075964008e-16,2.6599814777036e-14,1.5454560845335195e-15,1.4924401055645923e-08,0.23453301488237935,1.1271215887140167e-06,2.1950386483951686e-06,2.1152006882834257e-10,3.0693761049319095e-12,3.795642718242929e-11,2.1765811353924117e-07,4.606126156629451e-10,3.702612222094972e-13,1.044967121256079e-09,4.9145996783666056e-08,3.108994929699569e-10,5.8039111036743875e-12,4.5523214761642773e-10,1.0448836755414638e-07,1.365105635372926e-07,2.9980007004794157e-09,1.4264315739127415e-17,1.9285950679604982e-07,5.7660791590429717e-11,4.382814946034758e-16,2.5063458330909418e-11,9.354003648960585e-19,1.8563163053935494e-13,7.986016635579197e-14
9.800384196034437e-05,0.9668630561356554,3.76,0.0,8.4446284316275e-06,0.006562817886966013,0.9725794938928796,6.790653615473353e-06,1.2456004329544495e-06,1.7027318903709875e-05,4.78780694673272e-06,3.012815773023962e-12,0.029156387815129803,0.13433657877977748,0.4357067167995004,2.1267725866886424e-06,0.005678414393258929,4.4799664971374817e-10,2.9520133170028247e-10,3.551085246306431e-07,9.095214980527142e-11,3.1476583091300363e-06,0.5099826622291584,1.9602824282481488e-06,5.614320462656535e-12,2.6393076794765155e-07,0.00018990628066663644,6.823642988297355e-07,3.1382110000160355e-07,1.6607453908867327e-06,6.854886620338922e-16,2.5871571966354327e-14,1.5109036099139452e-15,1.491571046734775e-08,0.2347270777924313,1.0960631725302117e-06,2.1360700115857783e-06,2.0560610928873409e-10,2.9831095000578254e-12,3.6916871494514765e-11,2.1771598256575456e-07,4.3633629166015623e-10,3.5039903675303607e-13,1.0447127895593514e-09,4.877828484501112e-08,2.945969234192564e-10,5.645317847382444e-12,4.4247072586633603e-10,1.0166239924640921e-07,1.328659794916866e-07,2.8386024844454394e-09,1.3458670822771646e-17,1.92896128356743e-07,5.7696818119902224e-11,4.3840399092102785e-16,2.3731455676456887e-11,9.355983818204106e-19,1.7578677233269372e-13,7.561405942206496e-14
9.815563580829979e-05,0.9668507752320651,3.76,0.0,8.224590672707494e-06,0.0065400206926270734,0.9724638967642821,6.60792829940432e-06,1.211861281978702e-06,1.6580153858798237e-05,4.77157460073147e-06,2.9235403981556083e-12,0.029125816949512866,0.13425882981838094,0.43588280504039373,2.0696211988471376e-06,0.005666641468845153,4.3577077315414654e-10,2.8722010329824915e-10,3.4576770228522964e-07,8.690273405874022e-11,3.1242558408152715e-06,0.5098012660370491,1.956873491567727e-06,5.462654540172964e-12,2.5694590648011903e-07,0.00018495488990086896,6.638995955326987e-07,3.051780975140552e-07,1.6167132098788942e-06,6.739927067008118e-16,2.516473805842072e-14,1.477465450841579e-15,1.4907321736543133e-08,0.2349196488099335,1.0659219631964345e-06,2.078800706379031e-06,1.9986891353797202e-10,2.8994333117728862e-12,3.5907716924954985e-11,2.1777224730657079e-07,4.133860792701339e-10,3.3164043981660376e-13,1.044453950788854e-09,4.8422403896615266e-08,2.7918020321597593e-10,5.4913576750985205e-12,4.3009162962509133e-10,9.89182301288146e-08,1.293250810218531e-07,2.6879893309530767e-09,1.2700458983480425e-17,1.9293079475483594e-07,5.773252566028819e-11,4.385248686916201e-16,2.247275610555578e-11,9.357980486684273e-19,1.6648252198261588e-13,7.16019772092237e-14
9.830742965625521e-05,0.9668385140676232,3.76,0.0,8.010690039394386e-06,0.006517535472945491,0.972349261769927,6.430399892346165e-06,1.179096318983899e-06,1.6145547835636385e-05,4.75556374254504e-06,2.8371551602449005e-12,0.029095380043938038,0.1341810756100645,0.43605769010329576,2.014124704270184e-06,0.00565493466983145,4.2390188869025183e-10,2.7947320685451094e-10,3.366908559049354e-07,8.305204649931069e-11,3.101499210091222e-06,0.5096210371305551,1.953484338568364e-06,5.31534753862793e-12,2.501583116857124e-07,0.0001801415466724421,6.459689641022763e-07,2.967894868297766e-07,1.573928857799627e-06,6.628571736133938e-16,2.447863469870791e-14,1.4451015850067655e-15,1.4899221151325471e-08,0.23511074039363639,1.0366689283321827e-06,2.0231782308283914e-06,1.9430283248233806e-10,2.8182644061021674e-12,3.492801438167364e-11,2.1782692290321497e-07,3.916868823348694e-10,3.1392190247913903e-13,1.0441906711449873e-09,4.8077954532830715e-08,2.6459944220926633e-10,5.3418859451764724e-12,4.1808261408802565e-10,9.625332852779807e-08,1.2588472587515e-07,2.5456592097833433e-09,1.1986763189794924e-17,1.9296354495335495e-07,5.7767916717097914e-11,4.3864414889579703e-16,2.1283181363614536e-11,9.35999237368225e-19,1.576881352311878e-13,6.781054586019679e-14
9.845922350421064e-05,0.9668262726225302,3.76,0.0,7.802743417469792e-06,0.0064953537351625885,0.9722355865718803,6.257913257141285e-06,1.1472756241238306e-06,1.57231239351622e-05,4.739768316161189e-06,2.7535567439384217e-12,0.02906507579399238,0.13410331695136024,0.4362313798545625,1.9602318146607487e-06,0.005643293124872283,4.1237885075894196e-10,2.7195309337340615e-10,3.2786993977385266e-07,7.938963467565396e-11,3.0793685471793e-06,0.5094419724737742,1.950114738949781e-06,5.172266197608893e-12,2.4356204052394497e-07,0.0001754621393980428,6.28555891682647e-07,2.8864726843376893e-07,1.5323546011128907e-06,6.520693185668282e-16,2.381260683703735e-14,1.4137735910267431e-15,1.4891395578489568e-08,0.23530036489393005,1.0082760216236258e-06,1.9691518228552374e-06,1.8890241024720776e-10,2.7395225035876522e-12,3.3976846416434984e-11,2.178800243085273e-07,3.711680156414479e-10,2.9718368700849423e-13,1.0439230153506798e-09,4.774455180321397e-08,2.5080766400613477e-10,5.196762842682811e-12,4.0643185410895624e-10,9.366524654114938e-08,1.2254187329215765e-07,2.411139855063055e-09,1.131485424382956e-17,1.9299441688708028e-07,5.7802993781791544e-11,4.387618521718544e-16,2.0158800004655712e-11,9.362018249532042e-19,1.4937467949933807e-13,6.422718444594671e-14
9.861101735216606e-05,0.966814050875595,3.76,0.0,7.600573545102169e-06,0.006473467279354169,0.9721228686192224,6.090318060904972e-06,1.116370252536963e-06,1.5312517349526312e-05,4.724182474933282e-06,2.6726459595431464e-12,0.029034902904726115,0.13402555459790877,0.4364038822209347,1.907892942377259e-06,0.0056317159794651355,4.011908861241895e-10,2.6465248412115314e-10,3.192971744721638e-07,7.590562565676852e-11,3.0578446384719245e-06,0.5092640688415562,1.946764465450236e-06,5.033281592724512e-12,2.3715134106871464e-07,0.00017091268732010418,6.116444118586297e-07,2.807437116779501e-07,1.4919539224002877e-06,6.416168979831241e-16,2.316602185337407e-14,1.3834445766301827e-15,1.4883832437227837e-08,0.23548853455357596,9.807161468280576e-07,1.9166723983377504e-06,1.836623770961955e-10,2.6631300743013327e-12,3.305332609760878e-11,2.1793156629187825e-07,3.517629359445909e-10,2.8136961210954063e-13,1.0436510467041337e-09,4.742182464729474e-08,2.3776062934072193e-10,5.0558532071909205e-12,3.951279287916854e-10,9.115161707346973e-08,1.1929358051033507e-07,2.2839869327320256e-09,1.0682178084511529e-17,1.9302344749308035e-07,5.783775933166867e-11,4.3887799882360137e-16,1.9095912269664824e-11,9.364056933711536e-19,1.415149231734628e-13,6.084005614514803e-14
9.876281120012148e-05,0.9668018488043043,3.76,0.0,7.404008811773752e-06,0.006451868187282707,0.9720111051596085,5.92746862405749e-06,1.0863522007608985e-06,1.4913374946698402e-05,4.7088005735891605e-06,2.5943275576173198e-12,0.029004860091077875,0.13394778926725326,0.4365752051821174,1.8570601400957052e-06,0.005620202395604021,3.903275805496033e-10,2.5756435975601695e-10,3.1096503721743816e-07,7.259069245973556e-11,3.0369089033543383e-06,0.5090873228288716,1.943433293835366e-06,4.898268985364716e-12,2.3092064594047526e-07,0.00016648933605613517,5.952190852639923e-07,2.7307134511592684e-07,1.452691478631527e-06,6.314881469039269e-16,2.2538268719638185e-14,1.3540791104458881e-15,1.487651967415535e-08,0.23567526150844872,9.53963123193014e-07,1.8656924915669987e-06,1.7857764262846716e-10,2.589012236996563e-12,3.2156595925798954e-11,2.1798156344415867e-07,3.3340899003459335e-10,2.6642683326365917e-13,1.0433748271294015e-09,4.7109415353301656e-08,2.2541667056461352e-10,4.919026367137284e-12,3.841598066879446e-10,8.871015098382217e-08,1.1613699939605638e-07,2.163782325255031e-09,1.0086343993311628e-17,1.9305067274035452e-07,5.787221582976521e-11,4.389926088278799e-16,1.8091035926704197e-11,9.366107293006872e-19,1.3408323191351045e-13,5.763802254745934e-14
9.89146050480769e-05,0.9667896663848908,3.76,0.0,7.212883064679886e-06,0.006430548811699595,0.9719002932503104,5.7692237739428505e-06,1.057194374363092e-06,1.4525354870400264e-05,4.693617160564096e-06,2.5185100529234538e-12,0.028974946078261624,0.13387002164147452,0.4367453567637635,1.8076870427581562e-06,0.005608751551438387,3.79778865982872e-10,2.5068194995138955e-10,3.028662525933381e-07,6.943602250316187e-11,3.016543371899289e-06,0.5089117308598051,1.9401210028846844e-06,4.7671076780004395e-12,2.2486456597982366e-07,0.00016218835331007452,5.792649809289434e-07,2.656229472094986e-07,1.414533060958816e-06,6.216717580666767e-16,2.1928757195916128e-14,1.3256431571998378e-15,1.4869445739591199e-08,0.23586055778828857,9.279916522297007e-07,1.816166197974028e-06,1.736432892425041e-10,2.5170966622226485e-12,3.128582679061458e-11,2.180300301825553e-07,3.160471787307726e-10,2.5230563716088015e-13,1.0430944172248783e-09,4.680697903975273e-08,2.137365365362276e-10,4.786155980476297e-12,3.735168315761685e-10,8.633863434106108e-08,1.1306937320011287e-07,2.0501325258453457e-09,9.525113635579386e-18,1.9307612765860852e-07,5.790636572475793e-11,4.3910570184185166e-16,1.7140893009643065e-11,9.368168239747356e-19,1.2705547152293395e-13,5.4610600874359713e-14
9.906639889603232e-05,0.9667775035923966,3.76,0.0,7.027035422299546e-06,0.006409501766078496,0.9717904297687652,5.61544670291793e-06,1.0288705567432046e-06,1.4148126154760824e-05,4.678626970644094e-06,2.445105557219837e-12,0.028945159602117305,0.1337922523696753,0.4369143450308419,1.7597288117192918e-06,0.005597362640937433,3.6953500823116716e-10,2.4399872348664897e-10,2.949937836485528e-07,6.643328795522698e-11,2.996730663401233e-06,0.5087372891961869,1.9368273743759422e-06,4.639680874807709e-12,2.1897788415307796e-07,0.00015800612473939612,5.637676583369409e-07,2.583915373915174e-07,1.3774455559761363e-06,6.121568620059821e-16,2.133691705952369e-14,1.2981040161350474e-15,1.4862599565027304e-08,0.23604443531746194,9.027772857831907e-07,1.76804911903502e-06,1.6885456585503986e-10,2.4473134792343408e-12,3.0440216966929063e-11,2.1807698075512138e-07,2.996219357554422e-10,2.3895924928964577e-13,1.0428098763098016e-09,4.651418315886759e-08,2.026832472342301e-10,4.657119881379058e-12,3.631887087964374e-10,8.403492578253929e-08,1.1008803343186588e-07,1.942667134962646e-09,8.996390875396062e-18,1.9309984636618386e-07,5.794021145087581e-11,4.392172972100653e-16,1.6242397396345485e-11,9.370238730107913e-19,1.2040891695104125e-13,5.1747923924733754e-14
9.921819274398775e-05,0.9667653604007342,3.76,0.0,6.846310094846842e-06,0.006388719914761589,0.9716815114226538,5.46600483079954e-06,1.0013553790600767e-06,1.378136835310819e-05,4.663824917906306e-06,2.374029620396712e-12,0.028915499409427437,0.1337144820703222,0.43708217808137095,1.7131420810057328e-06,0.005586034873559947,3.595865951073611e-10,2.375083787821313e-10,2.8734082334946875e-07,6.357461785823989e-11,2.9774539657184094e-06,0.508563993945872,1.9335521930675e-06,4.515875547407899e-12,2.1325554968073703e-07,0.00015393914997189888,5.487131501617266e-07,2.5137036747049643e-07,1.3413969083836646e-06,6.029330081235871e-16,2.0762197365436937e-14,1.2714302624732657e-15,1.485597054171762e-08,0.23622690591573037,8.782963953455751e-07,1.721298309264954e-06,1.6420688186458494e-10,2.379595186538474e-12,2.9618991149033295e-11,2.181224292451531e-07,2.8408092051262976e-10,2.2634365380483537e-13,1.0425212624688317e-09,4.6230707020801926e-08,1.9222195745771548e-10,4.531799932730632e-12,3.531654921185094e-10,8.179695397202439e-08,1.0719039684738913e-07,1.8410374522781955e-09,8.498212306143051e-18,1.9312186209716495e-07,5.7973755427818644e-11,4.39327413971307e-16,1.5392643170958195e-11,9.372317762476449e-19,1.141221670243352e-13,4.904070256384781e-14
9.936998659194317e-05,0.9667532367827449,3.76,0.0,6.67055621132558e-06,0.006368196363501187,0.9715735347595282,5.3207696715528454e-06,9.746242912404651e-07,1.3424771180336379e-05,4.649206088943875e-06,2.3052010794927634e-12,0.028885964258201773,0.13363671133345165,0.4372488640405013,1.6678849055999748e-06,0.0055747674739296555,3.4992452502759584e-10,2.3120483485597058e-10,2.799007863708857e-07,6.085257192169682e-11,2.958697015389276e-06,0.5083918410706902,1.930295246678883e-06,4.3955823055239184e-12,2.0769267238006456e-07,0.00014998403876635583,5.34087945656596e-07,2.445529133630627e-07,1.3063560850035424e-06,5.939901466737634e-16,2.020406573667884e-14,1.2455916917493463e-15,1.4849548500324851e-08,0.23640798129902624,8.545261425601805e-07,1.6758722252145082e-06,1.5969580134940334e-10,2.3138765659266553e-12,2.882139952115131e-11,2.1816638957537805e-07,2.6937482385873297e-10,2.1441742485492175e-13,1.042228632594811e-09,4.5956241337752315e-08,1.8231982901928442e-10,4.410081884191194e-12,3.434375711208278e-10,7.9622715152808e-08,1.043739625471752e-07,1.744915157764626e-09,8.028738443534398e-18,1.9314220722768437e-07,5.800700006068214e-11,4.394360708652477e-16,1.4588893718741398e-11,9.374404375883402e-19,1.0817506453036823e-13,4.648019058673177e-14
9.952178043989859e-05,0.9667411327102547,3.76,0.0,6.499627652922316e-06,0.006347924450380143,0.9714664961760059,5.17961670410307e-06,9.486535340310295e-07,1.3078034168311558e-05,4.634765736363176e-06,2.2385419151570105e-12,0.02885655291793182,0.13355894072274727,0.43741441105492784,1.6239167116642972e-06,0.005563559681516148,3.4053999604167224e-10,2.250822226817737e-10,2.7266730120992613e-07,5.826011588077453e-11,2.9404440784906666e-06,0.5082208263940704,1.9270563258696754e-06,4.2786952723610136e-12,2.0228451721343765e-07,0.0001461375073114563,5.198789746695383e-07,2.379328671408683e-07,1.2722930400972176e-06,5.853186116154805e-16,1.966200768332758e-14,1.2205592668639677e-15,1.4843323691567663e-08,0.23658767308023437,8.314444508665606e-07,1.6317306763891156e-06,1.5531703749011806e-10,2.2500945998473726e-12,2.8046716862859575e-11,2.1820887551196523e-07,2.5545718601498524e-10,2.031415686103628e-13,1.0419320424297536e-09,4.569048778703107e-08,1.729459108813807e-10,4.291855235597949e-12,3.339956590590387e-10,7.751027079219504e-08,1.0163630917918073e-07,1.6539910760394367e-09,7.586245532356468e-18,1.9316091330144912e-07,5.803994773988949e-11,4.3954328633888815e-16,1.3828571505469207e-11,9.3764976484911e-19,1.0254862130481326e-13,4.405815179955457e-14
9.967357428785401e-05,0.9667290481541255,3.76,0.0,6.333382892485627e-06,0.006327897737095131,0.971360391926556,5.042425247157588e-06,9.234201120547843e-07,1.2740866333807491e-05,4.62049927254192e-06,2.173977115148319e-12,0.028827264169817107,0.13348117077749577,0.43757882728761854,1.5811982486284328e-06,0.005552410750321356,3.3142449527868247e-10,2.1913487692720398e-10,2.656342026090608e-07,5.5790598321806984e-11,2.922679932208733e-06,0.5080509456083621,1.9238352242168967e-06,4.165111964529677e-12,1.9702649903448545e-07,0.00014239637465772678,5.060735922589751e-07,2.3150412937915058e-07,1.2391786819340376e-06,5.769091042854872e-16,1.9135525948879565e-14,1.1963050677088606e-15,1.4837286767814475e-08,0.2367659927699792,8.090299782387629e-07,1.5888347780125165e-06,1.5106644720761447e-10,2.188188391978359e-12,2.7294241688016127e-11,2.1824990066836767e-07,2.4228422583402695e-10,1.9247937528996472e-13,1.0416315466041644e-09,4.543315859225693e-08,1.640710267235924e-10,4.177013105494113e-12,3.2483078120364216e-10,7.545774531373915e-08,9.897509224313758e-08,1.5679740185120016e-09,7.169117922068852e-18,1.9317801105450794e-07,5.807260084112935e-11,4.396490785528189e-16,1.310924849677526e-11,9.378596696140415e-19,9.7224947997141e-14,4.17668291737875e-14
9.982536813580943e-05,0.9667169830843082,3.76,0.0,6.171684839850269e-06,0.006308110000587651,0.9712552181318865,4.909078337929322e-06,8.989017678329691e-07,1.2412985858480901e-05,4.606402263637165e-06,2.111434544488867e-12,0.028798096806964817,0.1334034020144264,0.43774212091284165,1.539691543068578e-06,0.0055413199485716364,3.2256978879108903e-10,2.133573280546408e-10,2.587955242748252e-07,5.343772888331478e-11,2.905389847095537e-06,0.5078821942818569,1.9206317381909776e-06,4.054733176335099e-12,1.919141775243602e-07,0.00013875755927732415,4.926595638857771e-07,2.2526080179476158e-07,1.2069848405618538e-06,5.687526778481857e-16,1.8624139882760293e-14,1.172802243224065e-15,1.4831428765571553e-08,0.23694295177741637,7.872620909719927e-07,1.54714690556026e-06,1.469400260074181e-10,2.128099090867735e-12,2.656329541586454e-11,2.1828947850899895e-07,2.298146806871197e-10,1.8239628052870823e-13,1.0413271986747333e-09,4.518397612184818e-08,1.5566766946179186e-10,4.065452104579579e-12,3.1593426362753075e-10,7.346332391373438e-08,9.638804149222153e-08,1.4865896982461203e-09,6.7758409697506916e-18,1.9319353043928078e-07,5.810496172529965e-11,4.3975346538728985e-16,1.242863717590826e-11,9.380700670952509e-19,9.218718821187164e-14,3.9598915937601654e-14
