Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59)
5.986342523749197e-10,0.7887003566392493,3.76,0.0,0.5032532116490309,0.999999970510757,8.469820233249302e-15,1.8488028979385006e-25,5.4270824323965924e-17,4.8785731728724535e-08,2.9478697814094494e-08,6.074805638081865e-14,1.0266761109055162e-11,1.926377332355525e-08,1.734034959851062e-11,2.4899357626274344e-13,1.0179778520956537e-11,5.4137640547943383e-14,1.8407192410870293e-18,2.537279339044921e-19,8.94606865466804e-19,2.0504728237464489e-19,1.1304494123509494e-17,1.0538151536792687e-13,1.168549045960317e-27,1.9506594245006906e-26,3.8795443914753727e-29,1.8840442506906877e-40,6.335313023220107e-13,1.7209736935209974e-14,4.468378187363211e-22,1.4103974337781342e-24,8.728176840195816e-22
7.659381488544837e-10,0.7887003574471745,3.76,0.0,0.5032531980082948,0.9999999622656737,1.749740424813738e-14,3.923064143782609e-25,8.862209058962468e-17,6.242605552531756e-08,3.771708842811922e-08,9.901484720844706e-14,1.6803883346979247e-11,2.4638157139454177e-08,2.8146683690518723e-11,4.082447458516036e-13,1.66146732751035e-11,8.802911774468242e-14,3.2145379758076834e-18,5.249980599548793e-19,1.839156731662022e-18,4.235001738366117e-19,2.3265145632697553e-17,1.7250338724051263e-13,2.814935640541173e-27,5.04492941941347e-26,1.212493692251278e-28,7.478960808901552e-40,8.036858598654512e-13,2.8006882865295353e-14,1.006783737251837e-21,2.9506340681473003e-24,1.7083757495532042e-21
9.332420453340475e-10,0.7887003582551089,3.76,0.0,0.5032531843649314,0.9999999540190433,3.145867713875918e-14,7.238050109043138e-25,1.3123166198271862e-16,7.6068950489201e-08,4.595539265583286e-08,1.4634494595850873e-13,2.4941516307363442e-11,3.000845033140083e-08,4.155308481001462e-11,6.070099769488091e-13,2.4613260869000894e-11,1.2979256192479816e-13,5.075219711276581e-18,9.454038704958854e-19,3.2961964076534345e-18,7.612350192820801e-19,4.166968663307546e-17,2.5607596383738484e-13,5.706656541695024e-27,1.0892167150853509e-25,3.070794584236443e-28,2.3334701685621853e-39,9.709247583264406e-13,4.1328998373337564e-14,1.929225951460568e-21,5.36749902310735e-24,2.932482819110842e-21
9.999999999999999e-10,0.788700359063052,3.76,0.0,0.5032531789201942,0.9999999507280237,3.865473168932876e-14,8.985576022937021e-25,1.505240606596871e-16,8.151348506952053e-08,4.9242634107356756e-08,1.6773203610050774e-13,2.8635121988904257e-11,3.2150175085492835e-08,4.762781227837588e-11,6.973915183344417e-13,2.8240768156388975e-11,1.4861600056778365e-13,5.967105775503205e-18,1.162422487984176e-18,4.046315270116381e-18,9.352737173901887e-19,5.11215892507485e-17,2.9401423950908973e-13,7.308718763720106e-27,1.4295866929394706e-25,4.285072886316376e-28,3.552999159170898e-39,1.0368548208058485e-12,4.733879111562338e-14,2.4202573457029902e-21,6.625160502894192e-24,3.543546535356978e-21
1.1005459418136113e-09,0.788700359063052,3.76,0.0,0.5032531707189403,0.9999999457708668,5.146519298265712e-14,1.2145283075640552e-24,1.8203312471180633e-16,8.971441710534368e-08,5.41936104279521e-08,2.0261102616285877e-13,3.4678651951377096e-11,3.537465640087355e-08,5.755751552314281e-11,8.454713373175758e-13,3.417301181077772e-11,1.7925626739314486e-13,7.483423913092057e-18,1.5491765943687146e-18,5.3807834429688335e-18,1.2450477797239168e-18,6.790456632537011e-17,3.5609585095134014e-13,1.0294433276717046e-26,2.084589412330974e-25,6.788246059637221e-28,6.291193798019036e-39,1.1353011475880383e-12,5.712771346415177e-14,3.311726857924859e-21,8.878702525680616e-24,4.608605020956368e-21
1.435153734772739e-09,0.7887003606789671,3.76,0.0,0.503253143419074,0.9999999292698813,1.138732502555002e-13,2.828874479556517e-24,3.079613008459263e-16,1.170130671339951e-07,7.066978634005588e-08,3.4147706446111694e-13,5.894756035914368e-11,4.609482055416393e-08,9.735266225942499e-11,1.4421508256600008e-12,5.796632356679254e-11,3.006557537440637e-13,1.4172271737799332e-17,3.4399032800490385e-18,1.1874624314273201e-17,2.753329616213812e-18,1.489885188352512e-16,6.054645379288225e-13,2.643551143792119e-26,6.04420506450137e-25,2.6261126294845827e-27,3.9130368530648676e-38,1.455662628943837e-12,9.597639660348429e-14,7.814946658587715e-21,2.00487163290651e-23,9.55215718001811e-21
1.7235709530929524e-09,0.7887003620718447,3.76,0.0,0.5032531198793507,0.9999999150418069,1.9709304016552933e-13,5.099747593547354e-24,4.4221199262010454e-16,1.4055156317809286e-07,8.4871248049543e-08,4.887433056863611e-13,8.499134475043417e-11,5.5322043559468916e-08,1.3997525075400961e-10,2.0854493025963614e-12,8.346343505025842e-11,4.285383945530466e-13,2.2235702507093285e-17,5.9716854733003245e-18,2.0526687091512616e-17,4.763247734592528e-18,2.5603981527581264e-16,8.731721323643808e-13,5.0175080609508734e-26,1.2545861977397609e-24,6.546089145589019e-27,1.2814293601513002e-37,1.7230725383142372e-12,1.3699267424791317e-13,1.4011850912737636e-20,3.522004300162328e-23,1.5818031931935192e-20
2.011988171413166e-09,0.7887003634647504,3.76,0.0,0.5032530963318135,0.9999999008091569,3.1336377997449053e-13,8.423344358377722e-24,5.99927234777452e-16,1.640977083327378e-07,9.907245188438354e-08,6.609078834557977e-13,1.157749251916671e-10,6.453716749828418e-08,1.9029122113543001e-10,2.8490441067811456e-12,1.1356586067240975e-10,5.771212225999242e-13,3.273646989039929e-17,9.522731483680117e-18,3.261108555189873e-17,7.56961352235972e-18,4.0422664352890573e-16,1.189712915845866e-12,8.563383560908085e-26,2.3212770828588383e-24,1.4113535721739918e-26,3.497606925631591e-37,1.9826594289004995e-12,1.8474679633462461e-13,2.2819508588947525e-20,5.671805130535328e-23,2.4249924866764216e-20
2.3004053897333793e-09,0.7887003648576846,3.76,0.0,0.5032530727764604,0.9999998865719386,4.681909124308725e-13,1.3044775871941102e-23,7.807926697862221e-16,1.8765150493254287e-07,1.1327339750189965e-07,8.57389173684889e-13,1.5129327861220655e-10,7.374020958949209e-08,2.4829049516136025e-10,3.733734958350573e-12,1.4826111719405728e-10,7.456557269637474e-13,4.596573493067863e-17,1.4269536699974114e-17,4.87018842835265e-17,1.130417099904128e-17,5.997504442781945e-16,1.5550700297202546e-12,1.353591201586976e-25,3.949816412392464e-24,2.737010258490274e-26,8.36914104905959e-37,2.234660427849823e-12,2.39023091872501e-13,3.466787031091654e-20,8.568528591931616e-23,3.5132047204391504e-20
2.8772398263738058e-09,0.7887003676436397,3.76,0.0,0.5032530256422996,0.9999998580838237,9.155033409644554e-13,2.728206473114863e-23,1.2107455124428459e-15,2.347820616674842e-07,1.4167451271717904e-07,1.3210671359804798e-12,2.3651418405843005e-10,9.211011678424136e-08,3.8729872543574133e-10,5.8694213681361815e-12,2.313803499849869e-10,1.1397675697870237e-12,8.175522959027656e-17,2.806853537087911e-17,9.520359026354454e-17,2.2082034577541547e-17,1.1564012874396273e-15,2.432165823657764e-12,2.8803513997868543e-25,9.617464765788844e-24,8.384294902523967e-26,3.8727194246252954e-36,2.7168056118713947e-12,3.663231126212111e-13,6.911619496865768e-20,1.7060116732766361e-22,6.532230349860359e-20
3.4540742630142323e-09,0.7887003704297111,3.76,0.0,0.5032529784768537,0.9999998295775171,1.5829777035581193e-12,5.0114622457212104e-23,1.7296397452188508e-15,2.8194325165517504e-07,1.700745909625509e-07,1.8753900368104898e-12,3.406137936734879e-10,1.1043190196678316e-07,5.569195624658038e-10,8.498382722135492e-12,3.32721737127572e-10,1.60540807392508e-12,1.3187731567378757e-16,4.881625770840356e-17,1.646380751623294e-16,3.8142444600390786e-17,1.9721047709539677e-15,3.5043246717504533e-12,5.292080687039899e-25,1.983794191039563e-23,2.074499245952064e-25,1.3214291246961803e-35,3.171267663933603e-12,5.17293116955698e-13,1.2053405156042437e-19,2.9907421924840175e-22,1.0848693603863355e-19
4.030908699654659e-09,0.7887003732159009,3.76,0.0,0.5032529312801082,0.9999998010530732,2.5144764991493134e-12,8.40907636628472e-23,2.3351097860882492e-15,3.2913509285196525e-07,1.9847362951248843e-07,2.5161725216029813e-12,4.63551783315974e-10,1.2870570122882192e-07,7.570728370803079e-10,1.1626105648229701e-11,4.5218627153232127e-10,2.137497896959549e-12,1.9856097955782728e-16,7.798780174831552e-17,2.6162153771799764e-16,6.052401795280378e-17,3.0903535168696737e-15,4.771411779868851e-12,8.80306799945222e-25,3.6510459835712666e-23,4.441005983556776e-25,3.7146944469378996e-35,3.5997031688772607e-12,6.904277076678737e-13,1.9190105874184597e-19,4.801175907712734e-22,1.6659371057787042e-19
4.607743136295086e-09,0.7887003760022109,3.76,0.0,0.5032528840520488,0.9999997725105462,3.753768324006092e-12,1.3199045095611293e-22,3.024856347859775e-15,3.7635760289113986e-07,2.26871625649369e-07,3.239430338524291e-12,6.052877757325127e-10,1.469316499134575e-07,9.87678607326536e-10,1.5257700144056368e-11,5.896753614322419e-10,2.7313332564619823e-12,2.8398976406129e-16,1.1708634138723726e-16,3.9077989296031373e-16,9.025780353239274e-17,4.552065134189036e-15,6.2332924213930036e-12,1.363178275053772e-24,6.185503915186367e-23,8.571874399770704e-25,9.15042529465238e-35,4.0036673903671536e-12,8.843141819101176e-13,2.8600267363733185e-19,7.226075111508785e-22,2.414820446781555e-19
5.184577572935513e-09,0.7887003787886425,3.76,0.0,0.5032528367926619,0.9999997439499902,5.344525988406511e-12,1.9680012802231944e-22,3.7966443530226745e-15,4.236107990915511e-07,2.5526857666353915e-07,4.041369865313341e-12,7.657813435833014e-10,1.6510988264193818e-07,1.248657160194926e-09,1.9397929084707507e-11,7.450908315425711e-10,3.382556490069653e-12,3.9030265762814697e-16,1.676425528081437e-16,5.567484867796759e-16,1.2836709736081706e-16,6.395753595932805e-15,7.889831943777233e-12,2.0000750850930057e-24,9.840009003677843e-23,1.5302139831719429e-24,2.0417045381014164e-34,4.384620903943226e-12,1.097626461116158e-12,4.0544310962535673e-19,1.0352599164699387e-21,3.3487135132109367e-19
5.76141200957594e-09,0.7887003815751975,3.76,0.0,0.5032527895019326,0.9999997153714586,7.330338313872486e-12,2.8166679883184286e-22,4.648293191025332e-15,4.708946985041849e-07,2.836644798522885e-07,4.918355950221276e-12,9.44992016832813e-10,1.8324053342846113e-07,1.5399289819803244e-09,2.405127447659524e-11,9.183348690245461e-10,4.087089992100675e-12,5.196004426735251e-16,2.3121077144423084e-16,7.64170843988767e-16,1.7586830824548117e-16,8.657964137611858e-15,9.740895760294622e-12,2.8135989950468425e-24,1.4893387554218642e-22,2.566412363917763e-24,4.194361415519978e-34,4.743946634568889e-12,1.3291095032221127e-12,5.526780230472182e-19,1.4266425903939289e-21,4.483826710024863e-19
6.338246446216367e-09,0.7887003843618774,3.76,0.0,0.503252742179848,0.9999996867750048,9.754685468795148e-12,3.899246353326811e-22,5.57769097152742e-15,5.182093178407069e-07,3.120593325218499e-07,5.866949833897546e-12,1.1428792708293897e-09,2.0132373552757294e-07,1.8614148154933445e-09,2.9221878460176746e-11,1.1093101279405152e-09,4.8411950450368965e-12,6.739352505425216e-16,3.093755875402194e-16,1.0177010809242434e-15,2.3376882795197136e-16,1.1372834192836651e-14,1.1786349369061511e-11,3.8267989532335916e-24,2.1657101458494784e-22,4.0970160635281886e-24,8.090671608142058e-34,5.082932426280967e-12,1.5775952470969187e-12,7.299812200862269e-19,1.9051303904963752e-21,5.83516664774393e-19
6.915080882856794e-09,0.7887003871486834,3.76,0.0,0.5032526948263937,0.9999996581606816,1.2660950932557105e-11,5.250534231580335e-22,6.5827850970096736e-15,5.655546735184374e-07,3.4045313198637334e-07,6.883878383613668e-12,1.3594025329280305e-09,2.1935962154462247e-07,2.2130356304166933e-09,3.491360521948282e-11,1.3179196757840723e-09,5.64141009475969e-12,8.553167589491731e-16,4.0374814317891267e-16,1.3220027643313399e-15,3.030679191405806e-16,1.4572504902961306e-14,1.402605834321253e-11,5.063116690393772e-24,3.047067298721371e-22,6.280890083612469e-24,1.4817390327650365e-33,5.402787164743427e-12,1.841987862088655e-12,9.39475565052285e-19,2.4789276702416844e-21,7.416740975692922e-19
7.49191531949722e-09,0.7887003899356173,3.76,0.0,0.5032526474415564,0.9999996295285416,1.609242378093646e-11,6.906540424642524e-22,7.661578893182305e-15,6.129307816752866e-07,3.6884587556769444e-07,7.966020799276504e-12,1.5945211844044362e-09,2.3734832347788116e-07,2.5947126164610878e-09,4.113007187013211e-11,1.5440669813799033e-09,6.484519958016399e-12,1.0657141214895433e-15,5.159650820738027e-16,1.68174869743168e-15,3.847568289731922e-16,1.8287315965259027e-14,1.645988832881065e-11,6.5463710402473114e-24,4.169997482966662e-22,9.306641129606443e-24,2.595380298237763e-33,5.704648346463939e-12,2.1212568222719304e-12,1.183147546638324e-18,3.1560751749638086e-21,9.241654718113547e-19
8.068749756137647e-09,0.78870039272268,3.76,0.0,0.5032526000253227,0.9999996008786372,2.009230136185558e-11,8.904274562572032e-22,8.812128346902518e-15,6.603376581843699e-07,3.9723756059507746e-07,9.110396575293903e-12,1.848194562521817e-09,2.5528997275702115e-07,3.006367175865519e-09,4.787467463923677e-11,1.7876559014164338e-09,7.367529723336715e-12,1.3070579424500497e-15,6.476874436310902e-16,2.1016206581684672e-15,4.798189792812616e-16,2.25459755941133e-14,1.9087705042613426e-11,8.30074136540678e-24,5.573556899444561e-22,1.3394066261465806e-23,4.373611148702939e-33,5.989588695242847e-12,2.4144308526157175e-12,1.462860001651411e-18,3.944457938966377e-21,1.1322194413817932e-18
9.2224186294185e-09,0.7887003982971974,3.76,0.0,0.5032525050986129,0.9999995435257438,2.996958938053941e-11,1.4077031143772451e-21,1.1320977413463784e-14,7.552437784358767e-07,4.540177443429533e-07,1.1574597853156017e-11,2.41104262770238e-09,2.9103263628045617e-07,3.919295706045179e-09,6.296085286940939e-11,2.3267759873096023e-09,9.242287085312614e-12,1.890115282854459e-15,9.764150689641149e-16,3.1405157555171914e-15,7.139565463098068e-16,3.280202241990406e-14,2.4924761884441216e-11,1.2721357610058736e-23,9.390855962376989e-22,2.5807649745143316e-23,1.1311694042643706e-32,6.51269325907387e-12,3.0388875844846714e-12,2.137276813919396e-18,5.8856924785614085e-21,1.6295453344224405e-18
9.999999999999999e-09,0.7887004038722454,3.76,0.0,0.5032524410463753,0.9999995048297075,3.817970926560459e-11,1.857665665705723e-21,1.3162306022843874e-14,8.192807347748461e-07,4.92285603597538e-07,1.3358833102288705e-11,2.832020875256539e-09,3.150180964989878e-07,4.6017723988728215e-09,7.4339700933726e-11,2.728906546377338e-09,1.0579571165892183e-11,2.364588956746834e-15,1.2527243056958203e-15,4.005929226287291e-15,9.080220365872792e-16,4.1103714886317106e-14,2.9295887021978915e-11,1.6468924825964204e-23,1.2871566770380412e-21,3.838213222515042e-23,2.0189489393295763e-32,6.833086875906012e-12,3.4857277706939533e-12,2.6834620431267758e-18,7.492731220926383e-21,2.0292177495847442e-18
1.0376087502699355e-08,0.7887004038722454,3.76,0.0,0.5032524100461593,0.9999994861024148,4.2636510283809606e-11,2.1080403117293487e-21,1.4094808720275084e-14,8.502731560264598e-07,5.107936620154142e-07,1.4255288573125757e-11,3.047620551037424e-09,3.26588652478234e-07,4.951196762844203e-09,8.019530917708145e-11,2.934518680312016e-09,1.1245712504385135e-11,2.61916973554043e-15,1.403707160926841e-15,4.476326213739099e-15,1.0131875173493085e-15,4.554023934158292e-14,3.153615605315088e-11,1.8525611616383653e-23,1.4859258256017106e-21,4.598975815733328e-23,2.626790301489701e-32,6.979485070521478e-12,3.7086833015582695e-12,2.9753448332318894e-18,8.36261880787679e-21,2.2419694354682582e-18
1.1529756375980208e-08,0.7887004094478324,3.76,0.0,0.5032523148678594,0.9999994286090599,5.843523642138978e-11,3.0234592600955304e-21,1.7119885941255067e-14,9.454259086502867e-07,5.675652925191489e-07,1.7133228338137953e-11,3.7576014714439725e-09,3.619590532446075e-07,6.101449350691385e-09,9.959840742765715e-11,3.6101290492008645e-09,1.3360634268498355e-11,3.508308402704002e-15,1.9437230807236897e-15,6.1468386823684055e-15,1.3850896011915928e-15,6.093869197656298e-14,3.8920815904199495e-11,2.5919816630458217e-23,2.2375437506933966e-21,7.70406893560132e-23,5.592542894202855e-32,7.396487654643225e-12,4.417930499596439e-12,3.988043650937649e-18,1.1432812614443553e-20,2.9767245316768488e-18
1.2683425249261062e-08,0.7887004150239666,3.76,0.0,0.503252219563613,0.9999993710460846,7.770641240889071e-11,4.186462446927787e-21,2.038321650683455e-14,1.0407021501030562e-06,6.243326148813904e-07,2.0190945148766345e-11,4.540657868255338e-09,3.971448624521138e-07,7.369435912335691e-09,1.211881131496573e-10,4.352858440478625e-09,1.5572272921800863e-11,4.571048041088514e-15,2.610994654984126e-15,8.189988564837364e-15,1.8371120706389485e-15,7.915660089098082e-14,4.707767096549305e-11,3.511579528583089e-23,3.2370235992306108e-21,1.2275509110177313e-22,1.1098839590092386e-31,7.769467378379167e-12,5.1614341892322084e-12,5.184913193251026e-18,1.5151528901032438e-20,3.8400906701266835e-18
1.3837094122541916e-08,0.7887004206006558,3.76,0.0,0.5032521241333217,0.9999993134138906,1.0078915494455565e-10,5.629710506062012e-21,2.387250852780819e-14,1.136101990440609e-06,6.810956082488632e-07,2.3412563601822434e-11,5.396461587355403e-09,4.3214709635940965e-07,8.754542295980042e-09,1.449803470326724e-10,5.161964416712826e-09,1.7867888964477076e-11,5.820359772936613e-15,3.420414530413863e-15,1.0643859861758087e-14,2.376577563442469e-15,1.0033674720426717e-13,5.600565193524776e-11,4.6330708293613977e-23,4.530654526888945e-21,1.8767820926307634e-22,2.078669680906822e-31,8.103526333188892e-12,5.934606904013664e-12,6.574232696302665e-18,1.95718008943013e-20,4.837513661449725e-18
1.499076299582277e-08,0.7887004261779068,3.76,0.0,0.5032520285768898,0.9999992557128762,1.2802105199449315e-10,7.385760001093931e-21,2.7576132031777952e-14,1.2316255361172898e-06,7.378542518868521e-07,2.6783657011512048e-11,6.324683866308726e-09,4.6696676394404656e-07,1.0256157726500068e-08,1.70989270140865e-10,6.036710700792862e-09,2.023649862858574e-11,7.268692185596181e-15,4.387225307662223e-15,1.3546685100073582e-14,3.0106843482785385e-15,1.2460747828419225e-13,6.570369068050691e-11,5.978689450877916e-23,6.167745223425753e-21,2.7715688449725444e-22,3.7078758094329294e-31,8.403179755991421e-12,6.733397856723e-12,8.163169880796362e-18,2.4744533230078762e-20,5.9737038533362874e-18
1.6144431869103622e-08,0.7887004317557265,3.76,0.0,0.5032519328942233,0.9999991979434367,1.5973816060015914e-10,9.486864251087256e-21,3.1483086745113704e-14,1.327272890096976e-06,7.94608525178507e-07,3.0291128576853514e-11,7.324995356369808e-09,5.016048671553889e-07,1.1873674783933858e-08,1.9922750125935327e-10,6.976367132731772e-09,2.2668657301346173e-11,8.9279910470198e-15,5.527010346851177e-15,1.6936845423827624e-14,3.746508579525365e-15,1.5208427863419696e-13,7.617072023702618e-11,7.571173558079957e-23,8.200474163482235e-21,3.973834170712941e-22,6.34173994298056e-31,8.672416634263362e-12,7.55423748281609e-12,9.957897735918206e-18,3.0718581156904167e-20,7.252713453833677e-18
1.7298100742384474e-08,0.7887004373341211,3.76,0.0,0.5032518370852309,0.9999991401059634,1.9627500354163214e-10,1.1964750623995643e-20,3.558296281205576e-14,1.4230441519854379e-06,8.513584076240149e-07,3.3923070641416306e-11,8.397066150501142e-09,5.360624012043259e-07,1.3606489377978593e-08,2.2970636443803806e-10,7.980209617202094e-09,2.5156212868583495e-11,1.0809723856083157e-14,6.8556823431570535e-15,2.085287077589821e-14,4.591007383941567e-15,1.8287159402522806e-13,8.740567480959983e-11,9.433748763295439e-23,1.0683712238914594e-20,5.554497525247809e-22,1.046200936644769e-30,8.914770068008351e-12,8.393973055861278e-12,1.1963730103042607e-17,3.7540849022631275e-20,8.67802630221103e-18
