Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59)
3.691047158815897e-08,0.7887005322595645,3.76,0.0,0.5032501889265047,0.9999981468252067,1.871496941653453e-09,1.3794935482021076e-19,1.270171928781274e-13,3.0701954989503983e-06,1.815415298690425e-06,1.0720425159751135e-10,3.7279535474087736e-08,1.0951483565417728e-06,6.013521907522537e-08,1.0979346046880382e-09,3.419283808181152e-08,7.172179444834337e-11,8.600301555759987e-14,7.518050649523317e-14,2.0594199217235992e-13,4.180191897581245e-14,1.281023235816208e-12,3.9486533738154615e-10,1.0702668392547432e-21,1.858026848963597e-19,2.1036276147895492e-20,2.6327360481166392e-28,1.092880709560519e-11,2.3800075642470784e-11,8.087469883952946e-17,3.208195682597908e-19,5.692539733592036e-17
3.9217809334720676e-08,0.7887005434392976,3.76,0.0,0.503249992606844,0.9999980287674594,2.2398470563971193e-09,1.6587211051736957e-19,1.3970653258445428e-13,3.2663513594676067e-06,1.928745481981578e-06,1.1664963967841485e-10,4.195860694654752e-08,1.1577269683529226e-06,6.765673964334013e-08,1.2442245569572725e-09,3.832840522145924e-08,7.746298732726859e-11,1.0119515186404867e-13,9.127131635798878e-14,2.475098150914996e-13,4.977040068630443e-14,1.4879669380405001e-12,4.4536660663481604e-10,1.301661556724427e-21,2.325207406650002e-19,2.802590503710608e-20,4.094350777619273e-28,1.1048432685596577e-11,2.5630754853297614e-11,9.341829525646751e-17,3.789347307778484e-19,6.565539246850464e-17
4.152514708128238e-08,0.7887005546216628,3.76,0.0,0.5032497957763877,0.999997910466658,2.6529359090428705e-09,1.969752124267319e-19,1.5267814235042956e-13,3.4630084630157485e-06,2.042056556223593e-06,1.2618984816635674e-10,4.689799714724723e-08,1.219658081852827e-06,7.559380227836796e-08,1.3999232479842875e-09,4.266762014700921e-08,8.323375368758017e-11,1.1789946318993376e-13,1.0961692565980384e-13,2.943895494320899e-13,5.864903110582773e-14,1.712395942465105e-12,4.988552949353625e-10,1.5657894321069374e-21,2.871122224782703e-19,3.670980439384497e-20,6.205895774132844e-28,1.115944553838708e-11,2.74526528060008e-11,1.0689339423746891e-16,4.429892876229385e-19,7.502590017829598e-17
4.3832484827844085e-08,0.7887005658066852,3.76,0.0,0.503249598434771,0.9999977919255124,3.1131725073782466e-09,2.3133301646712655e-19,1.6590667584736654e-13,3.6601671588500613e-06,2.15534837628612e-06,1.358127651285487e-10,5.209501513215883e-08,1.2809487207329802e-06,8.39421100450108e-08,1.5650588821895235e-09,4.72056499642396e-08,8.903146554608856e-11,1.3615675859164496e-13,1.30386397476223e-13,3.46915325572158e-13,6.847880585746638e-14,1.9545977012042846e-12,5.553230767726299e-10,1.865126624005417e-21,3.503232427086468e-19,4.736381899528326e-20,9.192975695413276e-28,1.1263888604604705e-11,2.9264488162851555e-11,1.2129521363480616e-16,5.131501225167063e-19,8.503355914210713e-17
4.613982257440579e-08,0.7887005769943891,3.76,0.0,0.5032494005816612,0.9999976731467007,3.6229408332988195e-09,2.6900651934898622e-19,1.7936944331002532e-13,3.8578277620020645e-06,2.268620798680898e-06,1.4550840136677033e-10,5.7546969125351134e-08,1.3416058318618159e-06,9.269741262350721e-08,1.739659005104105e-09,5.1937743475822603e-08,9.485418756210091e-11,1.5600529654783949e-13,1.537516195384728e-13,4.0542371392427665e-13,7.92998295024757e-14,2.214859890638399e-12,6.147616452842135e-10,2.2021910552443065e-21,4.2292191321578934e-19,6.028910409228933e-20,1.333983409576575e-27,1.1363361916820755e-11,3.1065380058828514e-11,1.366184067150272e-16,5.895736650281734e-19,9.567464146846641e-17
4.8447160320967493e-08,0.7887005881847987,3.76,0.0,0.5032492022167567,0.9999975541328708,4.184599838202579e-09,3.100445404950539e-19,1.9304613217497612e-13,4.055990554027339e-06,2.3818736815436805e-06,1.5526851540707522e-10,6.325116712976817e-08,1.4016362863068038e-06,1.018555057998637e-07,1.9237506911468335e-09,5.685922996744919e-08,1.0070048860523306e-10,1.77481030946647e-13,1.7988718211822737e-13,4.702537303395574e-13,9.11513727695582e-14,2.4934728358657285e-12,6.771627122478486e-10,2.579540596538612e-21,5.056981184505165e-19,7.58128581685378e-20,1.899994905375498e-27,1.1459121408380508e-11,3.28547577106619e-11,1.528572503025375e-16,6.724068982272251e-19,1.0694517721268531e-16
5.07544980675292e-08,0.7887005993779374,3.76,0.0,0.5032490033397885,0.9999974348866392,4.800483443860462e-09,3.5448488087207555e-19,2.0691855723119286e-13,4.254655783690559e-06,2.495106884616403e-06,1.6508630565755324e-10,6.920491752241066e-08,1.4610468802906052e-06,1.1141223096291606e-07,2.1173606767867838e-09,6.196551801134282e-08,1.0656930764921554e-10,2.0061783439092145e-13,2.0897026667835107e-13,5.417468414405747e-13,1.0407192497029046e-13,2.7907313388621945e-12,7.425180080729856e-10,2.9997714097387046e-21,5.994633993693614e-19,9.428904977755232e-20,2.660776161388598e-27,1.1552154991771608e-11,3.4632290834141904e-11,1.70005789094042e-16,7.617882737568869e-19,1.1884104987177084e-16
5.30618358140909e-08,0.7887006105738277,3.76,0.0,0.5032488039505173,0.9999973154105929,5.472900548726915e-09,4.023554427328567e-19,2.2097043767715384e-13,4.4538236675963e-06,2.608320269229568e-06,1.749561597599571e-10,7.540552963385653e-08,1.5198443360939696e-06,1.213634746079701e-07,2.3205154513338266e-09,6.725209428712966e-08,1.1245986180804589e-10,2.2544770039402597e-13,2.4118054460037585e-13,6.202469698627086e-13,1.1809924187057652e-13,3.1069360203033632e-12,8.108192817919227e-10,3.465516440531747e-21,7.050509318158376e-19,1.160991411450005e-19,3.669157666681471e-27,1.164324010492994e-11,3.639783701872128e-11,1.880579442583463e-16,8.578485407116303e-19,1.3135806823204902e-16
5.5369173560652607e-08,0.788700621772493,3.76,0.0,0.5032486040487353,0.9999971957072897,6.204135039555469e-09,4.53675289626687e-19,2.351871977347694e-13,4.65349439077678e-06,2.721513698284842e-06,1.8487344823505465e-10,8.185031431247924e-08,1.5780353029251227e-06,1.3170516784638309e-07,2.5332413240195555e-09,7.271452241931265e-08,1.183715779323675e-10,2.520009264625183e-13,2.7670008509896774e-13,7.06100499387596e-13,1.3327038931267619e-13,3.4423943280091978e-12,8.820583010504832e-10,3.979444047541394e-21,8.233155799048328e-19,1.4165281208848918e-19,4.988767207153744e-27,1.1732988592473454e-11,3.815140069074103e-11,2.0700759763316056e-16,9.607114964227806e-19,1.4449202205926434e-16
5.767651130721431e-08,0.7887006329739548,3.76,0.0,0.503248403634264,0.9999970757792587,6.996445808142975e-09,5.084556347521775e-19,2.495557878760465e-13,4.8536681072451765e-06,2.8346870362378356e-06,1.9483435257458139e-10,8.853658447382276e-08,1.6356263577664736e-06,1.424332859206846e-07,2.755564477514479e-09,7.83484418307409e-08,1.2430403767322084e-10,2.8030627999971147e-13,3.1571327145769273e-13,7.996562799586983e-13,1.4962178296597855e-13,3.79742131373424e-12,9.562268520982606e-10,4.544256755036823e-21,9.551340083679308e-19,1.713886871604752e-19,6.69556488928799e-27,1.1821882810653946e-11,3.989310010678719e-11,2.2684865901644716e-16,1.0704946669391163e-18,1.5823872659546802e-16
5.998384905377602e-08,0.788700644178235,3.76,0.0,0.5032482027069558,0.9999969556290002,7.852066773057824e-09,5.667007564947339e-19,2.640645245786463e-13,5.054344940519503e-06,2.9478401490810918e-06,2.0483572244999082e-10,9.546165563543086e-08,1.6926240061995973e-06,1.5354384772518569e-07,2.987511008751082e-09,8.414956661191706e-08,1.3025693516250236e-10,3.1039114858641943e-13,3.5840672488541197e-13,9.012656325713415e-13,1.6718922459456816e-13,4.1723402148886295e-12,1.0333167397784546e-09,5.162690118863473e-21,1.1014048433398305e-18,2.057750676959608e-19,8.879505370090631e-27,1.1910304335278281e-11,4.162314111507344e-11,2.4757511921153497e-16,1.1873099235132794e-18,1.7259405762343908e-16
6.229118680033773e-08,0.7887006553853556,3.76,0.0,0.5032480012666913,0.9999968352589867,8.773206906242234e-09,6.284088431355767e-19,2.7870294694369355e-13,5.255524984120434e-06,3.0609729043272617e-06,2.1487495834720344e-10,1.0262284643730998e-07,1.7490346832085527e-06,1.6503291533208345e-07,3.229106957104892e-09,9.011368440611449e-08,1.3623004726911053e-10,3.42281675931536e-13,4.0496923540279357e-13,1.0112823540289064e-12,1.860079351663768e-13,4.567482862406482e-12,1.1133197875172961e-09,5.8375116968477755e-21,1.2630488734915997e-18,2.4531066984552606e-19,1.1646330225086664e-26,1.1998556065026199e-11,4.3341796959733745e-11,2.691810903538299e-16,1.311264040420871e-18,1.8755397811026283e-16
6.459852454689944e-08,0.7887006665953376,3.76,0.0,0.5032477993133813,0.9999967146716635,9.762050264377766e-09,6.935727668812285e-19,2.9346168847986784e-13,5.457208302046912e-06,3.174085170992469e-06,2.2494991538614628e-10,1.1001747914823692e-07,1.8048647539651608e-06,1.768965935229389e-07,3.4803783233627616e-09,9.623665531011451e-08,1.422232130208916e-10,3.760028847374519e-13,4.555916991823187e-13,1.1300627215566645e-12,2.0611258507200056e-13,4.983189951573955e-12,1.1962278373130705e-09,6.571520115139117e-21,1.44100928323993e-18,2.9052536969021114e-19,1.5119493199211045e-26,1.2086879118473464e-11,4.5049392848498963e-11,2.916608362149813e-16,1.4424591992201284e-18,2.0311455821506642e-16
6.921320004002285e-08,0.7887006890239683,3.76,0.0,0.5032473938674071,0.999996472854731,1.1951458538166111e-08,8.342170429931007e-19,3.2330748938192513e-13,5.862084871952e-06,3.4002477220638326e-06,2.4520025883688843e-10,1.2549638042179951e-07,1.9148081929358396e-06,2.0173241156798846e-07,4.0120511915214785e-09,1.0894295265287988e-07,1.5426929078108e-10,4.4903246039564304e-13,5.697902803719695e-13,1.3953519320497092e-12,2.5031578857037583e-13,5.877705350445364e-12,1.3707264038590827e-09,8.228442526219324e-21,1.849765594333342e-18,4.0027191965765125e-19,2.478005356336477e-26,1.226446453980583e-11,4.843290173419379e-11,3.3921958638085525e-16,1.7269609827033565e-18,2.360225936639062e-16
7.382787553314625e-08,0.7887007114642924,3.76,0.0,0.5032469863688821,0.9999962301972252,1.4437267227529594e-08,9.884952864085156e-19,3.5354481678792747e-13,6.268974588798609e-06,3.6263267838734047e-06,2.65575988026944e-10,1.4187702854014205e-07,2.022503877275774e-06,2.2802097682671431e-07,4.582737303816972e-09,1.2223674768883887e-07,1.6639460542431214e-10,5.296615911377592e-13,7.025697356885625e-13,1.7000332557413231e-12,3.000661761646179e-13,6.858794285313514e-12,1.5567475464008756e-09,1.0156437542710365e-20,2.335677386970572e-18,5.399058002240718e-19,3.928500169537266e-26,1.2444195891393622e-11,5.177690537566515e-11,3.9020927924829495e-16,2.0415571039102165e-18,2.712893745359188e-16
7.844255102626966e-08,0.7887007339164703,3.76,0.0,0.5032465768180948,0.9999959867177491,1.7236056071321465e-08,1.1562225550578711e-18,3.841278348735963e-13,6.677876946676805e-06,3.852321361020632e-06,2.860697269647418e-10,1.5913818080926795e-07,2.128000292409695e-06,2.5573261847282056e-07,5.1926443271189126e-09,1.36087420860615e-07,1.7859888933580318e-10,6.180601630818279e-13,8.555278971992586e-13,2.0470466406826977e-12,3.556238240390913e-13,7.929511483374937e-12,1.7542266683075255e-09,1.2378935733218384e-20,2.9071244416972392e-18,7.14865815266342e-19,6.048760761461067e-26,1.262683308738273e-11,5.5084913543471774e-11,4.445912895420476e-16,2.386940980149139e-18,3.088885108021222e-16
8.305722651939307e-08,0.788700756380658,3.76,0.0,0.5032461652157632,0.9999957424344974,2.0364010688396206e-08,1.3371809641679268e-18,4.150197632755393e-13,7.088791008053184e-06,4.0782304806257225e-06,3.0667643566879834e-10,1.7725869661141712e-07,2.231344878165733e-06,2.848383057827424e-07,5.8419799801694505e-09,1.504654114535024e-07,1.9088204193003773e-10,7.143884660821052e-13,1.0302920086002429e-12,2.4393721106679463e-12,4.17242135104231e-13,9.09305662101306e-12,1.963099468912784e-09,1.491980084774422e-20,3.572872515469902e-18,9.31163984861677e-19,9.07570927738552e-26,1.2812897701638174e-11,5.836058360594424e-11,5.023306511878337e-16,2.7637667882273863e-18,3.4879613852206483e-16
8.767190201251648e-08,0.7887007788570093,3.76,0.0,0.5032457515630222,0.9999954973652653,2.3836924606563165e-08,1.531130315056531e-18,4.4619110443704373e-13,7.501715416130349e-06,4.304053191840364e-06,3.2739269205481325e-10,1.962175504567677e-07,2.332584051352541e-06,3.1530963434188434e-07,6.530952052034329e-09,1.653421859625154e-07,2.0324405924321562e-10,8.18799004317161e-13,1.2285177882363501e-12,2.8800298733639245e-12,4.85168338459282e-13,1.0352771104321095e-11,2.1833019430712253e-09,1.7803315832646193e-20,4.342083122383466e-18,1.1954117110085676e-18,1.3307468427873317e-25,1.3002757667796e-11,6.160764381395461e-11,5.633961512953312e-16,3.172656902896463e-18,3.909909803138217e-16
9.228657750563989e-08,0.788700801345674,3.76,0.0,0.5032453358614132,0.9999952515274583,2.767020151836618e-08,1.7378164725336445e-18,4.776181924806648e-13,7.916648406861605e-06,4.529788565368802e-06,3.4821616077291614e-10,2.1599384430358517e-07,2.4317632278478138e-06,3.4711881253938257e-07,7.259768403859167e-09,1.8069020730917854e-07,2.1568498135213743e-10,9.31437993684444e-13,1.4518886540382764e-12,3.372080417383964e-12,5.596439208988575e-13,1.1712134314240238e-11,2.414770380692443e-09,2.10541712662989e-20,5.22432311478638e-18,1.5148465829590326e-18,1.9113900922644196e-25,1.3196688576946152e-11,6.48298379665242e-11,6.27760379815526e-16,3.614208049617018e-18,4.3545437649355026e-16
9.69012529987633e-08,0.7887008238467987,3.76,0.0,0.5032449181128713,0.9999950049381,3.187885775201983e-08,1.95697779533989e-18,5.09282012481505e-13,8.333587820653992e-06,4.7554356929991e-06,3.691452141816978e-10,2.3656681917124966e-07,2.5289268442056795e-06,3.8023864834638114e-07,8.028636953206117e-09,1.9648290488944444e-07,2.282048583643867e-10,1.0524465932796e-12,1.7021150860771732e-12,3.918624598227381e-12,6.409050006658649e-13,1.3174759403099025e-11,2.657441366253794e-09,2.4697455840882303e-20,6.229573901494603e-18,1.8973597967531666e-18,2.694810121511816e-25,1.3394914412186834e-11,6.803088886154582e-11,6.953997403159247e-16,4.08899636589503e-18,4.821702904882925e-16
9.999999999999998e-08,0.7887008463605272,3.76,0.0,0.5032446364478091,0.9999948389403145,3.492295584177341e-08,2.1110131981760712e-18,5.306692998884905e-13,8.614686708264416e-06,4.906907399577638e-06,3.8325770213338805e-10,2.508183328005937e-07,2.5930626790030405e-06,4.032007903705549e-07,8.567512297796056e-09,2.0732438164019448e-07,2.3665626963224193e-10,1.1384693785084197e-12,1.8860801897942356e-12,4.3177783816173234e-12,6.99395407222276e-13,1.4216725798314471e-11,2.826649893592794e-09,2.737686578067752e-20,6.978814492925247e-18,2.193872086429812e-18,3.361670916052641e-25,1.3530530037400582e-11,7.017036675655969e-11,7.426474224763019e-16,4.426749004894089e-18,5.147972526399295e-16
1.0151592849188671e-07,0.7887008463605272,3.76,0.0,0.503244498319716,0.9999947576138418,3.6477524953331014e-08,2.1883498468124863e-18,5.411672641357206e-13,8.752531113767495e-06,4.980993687144691e-06,3.9017869256239424e-10,2.579158660482209e-07,2.6241183787738975e-06,4.146425363810701e-07,8.837765637251473e-09,2.126946454587878e-07,2.4080373872131066e-10,1.1819618955682456e-12,1.9809341137903485e-12,4.522803712779719e-12,7.291826486158462e-13,1.4744388656213584e-11,2.9112517782916395e-09,2.875864870324947e-20,7.368240262101101e-18,2.3515241755221392e-18,3.735887754633548e-25,1.359762787077865e-11,7.121448039473991e-11,7.662944221598557e-16,4.597581472262049e-18,5.311252887114447e-16
1.0613060398501012e-07,0.7887008688869995,3.76,0.0,0.5032440764846385,0.9999945095709704,4.1480452968759605e-08,2.431668751763234e-18,5.732616259127387e-13,9.17347536945021e-06,5.206461680396116e-06,4.1131575901578806e-10,2.8002053611348227e-07,2.7173803723368853e-06,4.5030444525755205e-07,9.687362365990548e-09,2.2930070484264575e-07,2.5348166877965e-10,1.3201177147656474e-12,2.2901089076837025e-12,5.187799562216844e-12,8.247031652938863e-13,1.6424888655797263e-11,3.176138788871428e-09,3.326361335632188e-20,8.651158744547839e-18,2.886622771646043e-18,5.100424319794016e-25,1.3804998934318296e-11,7.438425038376656e-11,8.404283507665823e-16,5.140509714856951e-18,5.823085059425818e-16
1.1074527947813352e-07,0.7887008914263535,3.76,0.0,0.5032436526106925,0.9999942608254154,4.690151291385747e-08,2.6866735804971625e-18,6.055551666029036e-13,9.596417308858662e-06,5.431838825082599e-06,4.3255579843902427e-10,3.028605503080121e-07,2.8087544483131896e-06,4.871989052088356e-07,1.05776349781916e-08,2.4627724044020165e-07,2.6623869101947576e-10,1.467045221744516e-12,2.631428450747371e-12,5.916834503404901e-12,9.276883243290789e-13,1.8220245503111688e-11,3.452039863037551e-09,3.823859274856838e-20,1.0089605601610046e-17,3.512678019262344e-18,6.866591372782436e-25,1.4017181112697206e-11,7.754378549501898e-11,9.177891340853973e-16,5.7183167777627814e-18,6.357116082172252e-16
1.1535995497125693e-07,0.7887009139787237,3.76,0.0,0.5032432267012821,0.9999940113927586,5.275420041227476e-08,2.9531080235167456e-18,6.380398668696584e-13,1.002135330178629e-05,5.657124292843126e-06,4.5389833837265713e-10,3.2641580829103313e-07,2.8982813325240228e-06,5.253009959747726e-07,1.1508791201679817e-08,2.636012644906879e-07,2.7907483928859986e-10,1.6228734612121514e-12,3.0067072707946233e-12,6.713171488972587e-12,1.038355589679917e-12,2.013456016609624e-11,3.738892758243805e-09,4.371020527302288e-20,1.1695304244200602e-17,4.240481400489496e-18,9.126480476601921e-25,1.4234317728491897e-11,8.069661611007037e-11,9.983680098090636e-16,6.331529811785299e-18,6.913287562220745e-16
1.1997463046438036e-07,0.788700936544242,3.76,0.0,0.503242798760153,0.99999376128824,5.9051638994493544e-08,3.2307215112479154e-18,6.707092325923844e-13,1.0448279377199701e-05,5.882317274206822e-06,4.753429926922778e-10,3.506663968048184e-07,2.986000872536638e-06,5.645863349495967e-07,1.2481038613034226e-08,2.8125061808279776e-07,2.9199013594543396e-10,1.787729770232479e-12,3.417785223179e-12,7.58011409618338e-12,1.156918310548675e-12,2.2172043897354263e-11,4.036635523765059e-09,4.970544151991286e-20,1.3480432240897666e-17,5.081623592484569e-18,1.1987753283502505e-24,1.4456546062168991e-11,8.38462131282239e-11,1.0821597890997193e-15,6.980669158040033e-18,7.491565663964422e-16
1.2458930595750378e-07,0.7887009591230375,3.76,0.0,0.5032423687913805,0.9999935105267659,6.580658364715935e-08,3.519269894725681e-18,7.035579874632312e-13,1.0877191233582112e-05,6.107416978182505e-06,4.968894282803018e-10,3.75592597467133e-07,3.0719520565871917e-06,6.050310655852226e-07,1.3494584595063485e-08,2.99203945892631e-07,3.0498459250619176e-10,1.961740111457088e-12,3.866527316350318e-12,8.52100654470249e-12,1.2835858965723348e-12,2.4337013703373903e-11,4.345206500090536e-09,5.625166166924428e-20,1.5457627904778346e-17,6.048525067925914e-18,1.5575392344859272e-24,1.4683998598602765e-11,8.699598740180766e-11,1.1691627953450653e-15,7.666249721260347e-18,8.091940687581252e-16
1.292039814506272e-07,0.7887009817152364,3.76,0.0,0.5032419367993612,0.9999932591229161,7.303142450307393e-08,3.8185158002579105e-18,7.365818294014561e-13,1.1308084249092312e-05,6.332422631857202e-06,5.185373457236498e-10,4.0117489401305257e-07,3.1561730320939956e-06,6.466118460453124e-07,1.4549636294830031e-08,3.1744067163247687e-07,3.180582110288741e-10,2.1450293363976383e-12,4.3548235718887256e-12,9.539233703388234e-12,1.4185639764024395e-12,2.663388791224086e-11,4.66454431829926e-09,6.337659339858154e-20,1.7639996486399965e-17,7.154467123571128e-18,2.0033552484032378e-24,1.491680315490643e-11,9.014929017713607e-11,1.2593788013572129e-15,8.388782055743542e-18,8.714426637127259e-16
1.3381865694375062e-07,0.7887010043209627,3.76,0.0,0.503241502788801,0.9999930070909513,8.073819066118257e-08,4.128228760451898e-18,7.697772351832933e-13,1.1740953491548479e-05,6.557333480003445e-06,5.402864648297569e-10,4.2739397901049733e-07,3.2387011237732843e-06,6.893058381040292e-07,1.564640058437003e-08,3.359409741895465e-07,3.3121098408004905e-10,2.337721394201765e-12,4.884588910649618e-12,1.0638221086288963e-11,1.5620545428496357e-12,2.9067181881096953e-11,4.994587899418256e-09,7.110833018202984e-20,2.004111598454722e-17,8.413623311048902e-18,2.5527511982560194e-24,1.5155083460447598e-11,9.3309413105505e-11,1.352812968021295e-15,9.148773227354153e-18,9.359060798370477e-16
1.3843333243687404e-07,0.7887010269403373,3.76,0.0,0.5032410667647077,0.9999927544448196,8.893855412645429e-08,4.448185198072441e-18,8.031413023767488e-13,1.2175793728240109e-05,6.782148784695106e-06,5.621365125336042e-10,4.5423076007270864e-07,3.319572851366221e-06,7.330906962836722e-07,1.6785084023376192e-08,3.546857644345724e-07,3.444428939875907e-10,2.539939497387567e-12,5.4577630586719314e-12,1.1821434838047808e-11,1.714256086894817e-12,3.1641503838805584e-11,5.3352764537640795e-09,7.947532988575392e-20,2.2675042602747538e-17,9.841091244404587e-18,3.2245722655285162e-24,1.539896005227963e-11,9.647958795105479e-11,1.4494737841104952e-15,9.946727498610945e-18,1.002590332448534e-15
1.4304800792999747e-07,0.7887010495734794,3.76,0.0,0.5032406287323792,0.9999925011981632,9.764383386060529e-08,4.778168311053821e-18,8.366716222021407e-13,1.261259943556721e-05,7.0068678249315905e-06,5.840872147250701e-10,4.816663655882832e-07,3.398823946983949e-06,7.779445572261603e-07,1.796589282241081e-08,3.7365666268265836e-07,3.5775391277699025e-10,2.7518062518364916e-12,6.076310468637976e-12,1.3092381708914377e-11,1.8753637219755206e-12,3.4361550842230674e-11,5.6865494802682254e-09,8.850641359690403e-20,2.5556315889129237e-17,1.1452924761397738e-17,4.040195789147752e-24,1.5648550732280506e-11,9.966298668668565e-11,1.5493730057984093e-15,1.0783146866871328e-17,1.0715036819876945e-15
1.5227735891624428e-07,0.7887010948815262,3.76,0.0,0.5032397466656101,0.9999919929563572,1.1661267801987124e-07,5.467380056237843e-18,9.042233186522218e-13,1.3492083769466968e-05,7.456014310487643e-06,6.282894644752397e-10,5.382596974175207e-07,3.552603333093561e-06,8.707741829778177e-07,2.045470938301468e-08,4.122066824799192e-07,3.846131180187522e-10,3.2049736185125645e-12,7.457506151792367e-12,1.5911704589237658e-11,2.2250614987279766e-12,4.025802917608869e-11,6.420608384356146e-09,1.0867792804582699e-19,3.212150564633733e-17,1.5298881124636858e-17,6.202400194874003e-24,1.616533083726421e-11,1.0608184870135127e-10,1.7589496624641013e-15,1.2573379692703131e-17,1.216061688138392e-15
1.6058377480386643e-07,0.7887011357069922,3.76,0.0,0.5032389459961377,0.9999915336157715,1.355179237546778e-07,6.11991847604555e-18,9.655712041997442e-13,1.4290280541928484e-05,7.859910023694752e-06,6.684128409617166e-10,5.910570523521207e-07,3.685805149420429e-06,9.577670108075063e-07,2.2840773321963764e-08,4.4750436943819044e-07,4.090564819546584e-10,3.647043243506023e-12,8.875970298495326e-12,1.8785152073034694e-11,2.5721404873572704e-12,4.611204253958714e-11,7.116859230570571e-09,1.2939999586752765e-19,3.903202472293256e-17,1.957255833179287e-17,8.914639143109035e-24,1.6651099274602906e-11,1.1193466629615944e-10,1.958826693723664e-15,1.4321142183037828e-17,1.3539147679327258e-15
1.6889019069148858e-07,0.7887011765787989,3.76,0.0,0.5032381389147095,0.9999910725283682,1.5621944324764445e-07,6.801858520849788e-18,1.0274340350747716e-12,1.5094747223739392e-05,8.263483362640234e-06,7.088577198284715e-10,6.455117084098083e-07,3.8142775804156273e-06,1.0479043484538973e-06,2.536651076336716e-08,4.832789805782292e-07,4.3375530049364346e-10,4.122261862874136e-12,1.0473118873722229e-11,2.199924296111312e-11,2.9509667426027524e-12,5.251491060274057e-11,7.846475970698181e-09,1.5273842971106955e-19,4.699264217021496e-17,2.474042266894361e-17,1.2565741211370624e-23,1.7157085776753698e-11,1.1787698154705667e-10,2.1695219463925594e-15,1.6201269737015994e-17,1.4992168133858956e-15
1.7719660657911073e-07,0.7887012174975532,3.76,0.0,0.5032373254615478,0.9999906097634991,1.7877105045254676e-07,7.512150355160315e-18,1.0898060909443111e-12,1.5905442291691137e-05,8.666730687824985e-06,7.496221658691827e-10,7.015221846366433e-07,3.938202689731427e-06,1.1410748019704128e-06,2.803310722169036e-08,5.194462313580071e-07,4.587090872207286e-10,4.631331202394512e-12,1.2261295369640747e-11,2.557588994002922e-11,3.362569766429859e-12,5.949674764828512e-11,8.609116103970786e-09,1.7887433976314475e-19,5.610620833128213e-17,3.093502775444437e-17,1.7403718767228252e-23,1.7683877577114946e-11,1.2392519642648287e-10,2.3912142235355e-15,1.82166440337134e-17,1.652091744845072e-15
1.8550302246673288e-07,0.7887012584638402,3.76,0.0,0.5032365056792228,0.9999901453877993,2.0322320584691335e-07,8.249796190824898e-18,1.1526825626283454e-12,1.6722321879460138e-05,9.06964851016181e-06,7.907041263431926e-10,7.589896281062041e-07,4.057755532613032e-06,1.2371712665786776e-06,3.084174198054216e-08,5.559276950297165e-07,4.839172708969554e-10,5.1749500379051334e-12,1.4253098867073103e-11,2.953742658397243e-11,3.8079512272179055e-12,6.708831774512108e-11,9.404440100493035e-09,2.0799259028501943e-19,6.648096813732612e-17,3.8301633861742976e-17,2.3723554445998043e-23,1.8232033978440548e-11,1.3009512247436643e-10,2.6241119088145456e-15,2.0370137309052586e-17,1.812683805675381e-15
1.9380943835435503e-07,0.7887012994782227,3.76,0.0,0.5032356796124998,0.9999896794652923,2.296231050461659e-07,9.013846644575115e-18,1.2160591862745343e-12,1.754533993170592e-05,9.472233485144245e-06,8.321014280392665e-10,8.178178561931142e-07,4.173104425647685e-06,1.3360907614004425e-06,3.379358757838166e-08,5.926504733678438e-07,5.093791997730911e-10,5.7538142172016224e-12,1.6461383128400336e-11,3.3906605306703023e-11,4.288086388159792e-12,7.532097718535276e-11,1.0232111386172425e-08,2.4028178632788414e-19,7.823061929435814e-17,4.699886081418906e-17,3.187278278853631e-23,1.8802086835080945e-11,1.3640198890969157e-10,2.868451890379191e-15,2.2664612503355854e-17,1.981156822210505e-15
2.0211585424197718e-07,0.7887013405412426,3.76,0.0,0.5032348473081897,0.9999892120574921,2.580147686645482e-07,9.80339719225829e-18,1.279931998532907e-12,1.837444835268845e-05,9.874482407244994e-06,8.738117818764556e-10,8.77913388350759e-07,4.284411206004515e-06,1.4377342706337384e-06,3.688980932762943e-08,6.29546884383892e-07,5.350941463511616e-10,6.368616540398749e-12,1.8899255611536663e-11,3.87065950332729e-11,4.803925425200402e-12,8.42266202796163e-11,1.1091796327256761e-08,2.759342593072847e-19,9.147436384492521e-17,5.719934755903616e-17,4.225733964235725e-23,1.9394540398102284e-11,1.42860451261109e-10,3.1244984991568292e-15,2.5102922821817955e-17,2.157693473640858e-15
