Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125)
8.793245144430883e-05,0.6865437552573449,3.76,0.0,0.8416221752338346,0.9997329955729967,0.00021136305535025062,7.66369254747234e-20,4.581854943881729e-14,0.00037277789871730877,9.775575570408075e-05,1.2658027605632593e-07,1.1661482826717674e-06,7.518955304701868e-07,6.684767378412668e-05,0.00011683849155958746,2.1045423890150304e-07,1.56651428134464e-08,9.648162461848885e-09,2.251240786178595e-06,1.9525266572107592e-05,6.119276206202915e-09,1.668867429026303e-06,3.205545579884484e-06,3.327250429707481e-16,7.190935009227958e-12,3.281815852074136e-10,2.6987508557163418e-17,7.546334097039036e-11,1.105724897747621e-10,7.72109811784756e-16,3.1338257296089147e-14,2.7610827947343725e-16,5.083316150054869e-12,2.8213945894645207e-07,5.747169302108189e-16,4.839722868600639e-13,8.819673816125291e-20,1.8771429567610278e-23,4.963126742543261e-15,4.03659161337675e-18
9.023525854396254e-05,0.6865441883852548,3.76,0.0,0.8415996218238336,0.9997229491570316,0.00022306174533441212,8.076569252096532e-20,4.723377253673491e-14,0.00038406101029025443,9.826461161536172e-05,1.3041232604495686e-07,1.1961734840981803e-06,7.686419423790922e-07,7.014814510069747e-05,0.00012389258184782162,2.1563718654354769e-07,1.6195717483221805e-08,1.027720526004296e-08,2.4651709556595883e-06,2.1320115911152102e-05,6.596815944930245e-09,1.8358051225858425e-06,3.2358065233555286e-06,3.643433635445813e-16,8.066599797363704e-12,3.784129484258869e-10,3.1908904300426844e-17,7.986210660663342e-11,1.170694155436585e-10,8.174916621767745e-16,3.389736063607471e-14,2.9233357820873005e-16,5.384324380956703e-12,3.076390627859934e-07,6.79697034755521e-16,5.621419298693587e-13,1.0245318419076528e-19,2.2112058320278307e-23,5.534850037165697e-15,4.413369009335164e-18
9.253806564361626e-05,0.6865446201897154,3.76,0.0,0.8415766767648957,0.999712710332983,0.00023505646027403558,8.496500523859113e-20,4.864215702538326e-14,0.00039527197521456334,9.870843226801953e-05,1.342198112676467e-07,1.225767725250322e-06,7.851775220562359e-07,7.352288559501406e-05,0.00013115661633358148,2.2076415424271052e-07,1.6719127295034903e-08,1.0925377589311445e-08,2.692810549730105e-06,2.3221440030216153e-05,7.096867679117033e-09,2.0147015737932595e-06,3.263324466893851e-06,3.9798792468641775e-16,9.018777567857736e-12,4.346686256497264e-10,3.7551521623608295e-17,8.434585467865904e-11,1.2369593358304383e-10,8.637790642086007e-16,3.6582252611732645e-14,3.088824622628201e-16,5.691592549826268e-12,3.3462140338288083e-07,8.000892492919813e-16,6.504683429260822e-13,1.1856361287264975e-19,2.5931199752388573e-23,6.153245666718765e-15,4.814208455168475e-18
9.484087274326998e-05,0.686545050108391,3.76,0.0,0.8415533465419641,0.9997022786099284,0.0002473428865122982,8.92291475158433e-20,5.0042489144773906e-14,0.00040640115704765117,9.909072467513243e-05,1.3799945468637464e-07,1.2549134068337356e-06,8.014953551334479e-07,7.697106945049105e-05,0.00013862811701870437,2.2583216756053136e-07,1.7234715528554866e-08,1.1592131358173415e-08,2.9345634565748485e-06,2.523138740470092e-05,7.61957094093031e-09,2.206055914020625e-06,3.28821390124542e-06,4.3371842254693305e-16,1.0051194185027751e-11,4.974658986726337e-10,4.399424837518292e-17,8.890772874900317e-11,1.3044201374156234e-10,9.1090189321105e-16,3.9393608562218545e-14,3.2572986053518862e-16,6.004673194010467e-12,3.6311598329016244e-07,9.37583376083386e-16,7.499465433000319e-13,1.3670980991467162e-19,3.028013226144552e-23,6.82028273382091e-15,5.2397690807209896e-18
9.71436798429237e-05,0.6865454776015686,3.76,0.0,0.8415296378124212,0.999691653712691,0.00025991654460738936,9.355233166352453e-20,5.143359785397173e-14,0.00041743933451054944,9.941496699526569e-05,1.4174812039162996e-07,1.2835947469814997e-06,8.175893680217981e-07,8.04918416628448e-05,0.00014630439525079787,2.3083849271911552e-07,1.7741889170385652e-08,1.2276879757217694e-08,3.190821285077409e-06,2.7351930993750265e-05,8.165022097776715e-09,2.410367988347771e-06,3.3105913130842796e-06,4.715927384816095e-16,1.1167539065592931e-11,5.673465648364974e-10,5.132130207873078e-17,9.354072742823809e-11,1.372973964914254e-10,9.58788445541902e-16,4.2331827416411526e-14,3.428501355472479e-16,6.3231077225544676e-12,3.931501011149906e-07,1.0939840434246907e-15,8.616344054625636e-13,1.5708505085658032e-19,3.521354491624588e-23,7.537878541900264e-15,5.690677035403372e-18
9.944648694257742e-05,0.6865459021535779,3.76,0.0,0.8415055573844455,0.9996808355764558,0.0002727728072847182,9.792873497891534e-20,5.2814358462050766e-14,0.00042837772118760103,9.968459862036976e-05,1.454628203084267e-07,1.3117977805013618e-06,8.334543355588933e-07,8.408432157101773e-05,0.0001541825664067331,2.357806407645773e-07,1.824011870118597e-08,1.2979001032558066e-08,3.4619625728804783e-06,2.9584863117787613e-05,8.733274857289931e-09,2.6281374774616056e-06,3.3305746392274702e-06,5.1166682199424e-16,1.2371452601681532e-11,6.448766565692012e-10,5.962228347592913e-17,9.823775808963558e-11,1.4425165562266426e-10,1.007365833925658e-15,4.5397034797165495e-14,3.602172288232288e-16,6.646429209637182e-12,4.247488040339288e-07,1.2712118628334896e-15,9.866537450592542e-13,1.7989429850294613e-19,4.0789577121858867e-23,8.307890848764588e-15,6.16752412867198e-18
9.999999999999998e-05,0.6865463232740491,3.76,0.0,0.8414997146654741,0.9996782064858425,0.00027590459704220137,9.898795253505401e-20,5.314458088464407e-14,0.0004309911075359548,9.974164635269778e-05,1.4635032012576973e-07,1.3185040954975201e-06,8.372330615202049e-07,8.495841554804656e-05,0.00015610595748626857,2.3695873597850164e-07,1.835848884485769e-08,1.3150283755303456e-08,3.5293948919618515e-06,3.0138517373670807e-05,8.873263863262099e-09,2.6825431698113487e-06,3.3350342547670707e-06,5.216331738584632e-16,1.2674284441400166e-11,6.647176065490094e-10,6.177319007725502e-17,9.937550796943449e-11,1.45936781003324e-10,1.0191369075115136e-15,4.615272165930353e-14,3.644255272515826e-16,6.724820191211131e-12,4.3257982525943817e-07,1.3171401602197448e-15,1.0188219964809136e-12,1.857635524754638e-19,4.2232437494121867e-23,8.50098905812427e-15,6.2860707008267784e-18
0.00010174929404223113,0.6865463232740491,3.76,0.0,0.8414811121954456,0.9996698243407902,0.0002859069173217316,1.0235254668867267e-19,5.4183695440827136e-14,0.0004392079826155628,9.990301075445564e-05,1.4914072001449055e-07,1.3395103468261706e-06,8.490858812760774e-07,8.77476064108121e-05,0.00016225956479642083,2.4065636994011016e-07,1.8728937763147845e-08,1.3697842351628447e-08,3.7483520778488326e-06,3.1931791392673965e-05,9.324341032486603e-09,2.8598630404812715e-06,3.348282736346574e-06,5.539945860074495e-16,1.366651430847596e-11,7.306460795731543e-10,6.899220383661683e-17,1.0299167692867707e-10,1.5129425909811733e-10,1.0565604105485367e-15,4.8589087707797203e-14,3.778048129130755e-16,6.9741651451973425e-12,4.5793485372613435e-07,1.4713041428095333e-15,1.1261912345878252e-12,2.053543692582652e-19,4.7069839814864735e-23,9.132110467246565e-15,6.6708669887354095e-18
0.00010405210114188485,0.6865467404990071,3.76,0.0,0.841456309290704,0.9996586203431062,0.0002993140052573852,1.0681798116199795e-19,5.5540583622460055e-14,0.0004499222507133015,0.00010007353753736483,1.5277914365401795e-07,1.3667220659256627e-06,8.644804697040071e-07,9.14807748624064e-05,0.00017053215868947236,2.454636863434392e-07,1.920794261830397e-08,1.4432723883113967e-08,4.050340155023024e-06,3.4394135722544216e-05,9.93819158546814e-09,3.1060414830659943e-06,3.363834869354302e-06,5.986278147672848e-16,1.505623139581349e-11,8.252681739319634e-10,7.953148550996316e-17,1.0779531575739678e-10,1.5841462671866397e-10,1.1062982241327346e-15,5.1907581741414143e-14,3.955864492427128e-16,7.305840077492048e-12,4.927287055144792e-07,1.6964151348097458e-15,1.2814991473042936e-12,2.336940677336905e-19,5.411941825070401e-23,1.0012254991357305e-14,7.201226505297619e-18
0.00010635490824153857,0.6865471533917984,3.76,0.0,0.8414311558023633,0.9996472241116162,0.00031298910682027193,1.1131930811044107e-19,5.688405110691339e-14,0.0004605131355282535,0.00010019944776088693,1.5637557793912758e-07,1.3934243038292546e-06,8.796353929127126e-07,9.528289056293382e-05,0.00017899696536946555,2.502008426874328e-07,1.967679047023201e-08,1.5182942854520096e-08,4.368262220626738e-06,3.69731263421927e-05,1.0574757856489384e-08,3.3671669550093273e-06,3.3773502212777584e-06,6.456160846150294e-16,1.6544028239811787e-11,9.2937920289625e-10,9.134595142008764e-17,1.1264153475137856e-10,1.656021884828101e-10,1.156505380100813e-15,5.535185916866885e-14,4.135357210019976e-16,7.640978218785918e-12,5.291485003343764e-07,1.948815837134105e-15,1.4538959278361107e-12,2.6515428999889675e-19,6.200687437040185e-23,1.0949963089349398e-14,7.759087391826504e-18
0.00010865771534119229,0.6865475615438502,3.76,0.0,0.8414056589288789,0.9996356363578348,0.00032692717997591484,1.1585091130647792e-19,5.82131816662529e-14,0.00047097373430085224,0.00010028393721692481,1.5992767523895714e-07,1.4196101293593988e-06,8.945487513412365e-07,9.915300555710166e-05,0.00018765046612203158,2.548663354565298e-07,2.0135197757950576e-08,1.5947777536240667e-08,4.702438303717281e-06,3.966980289030528e-05,1.1233932990166007e-08,3.643730181138691e-06,3.388947427056115e-06,6.950066977139566e-16,1.8133236987284438e-11,1.0436377749222064e-09,1.0454679108372791e-16,1.1752326166429297e-10,1.7284644060337197e-10,1.207108413460874e-15,5.892101798318343e-14,4.3162636911780855e-16,7.979105983850876e-12,5.672100691298225e-07,2.230893394556832e-15,1.644766589756354e-12,2.9998809492535886e-19,7.080423192070108e-23,1.1946789007530504e-14,8.344898339087249e-18
0.000110960522440846,0.6865479645752581,3.76,0.0,0.8413798259150511,0.9996238579686761,0.0003411231215033916,1.2040728276002998e-19,5.952711443754396e-14,0.0004812976378769355,0.00010033012170973896,1.634332557664796e-07,1.4452742618093885e-06,9.092194283807398e-07,0.00010309016366148129,0.00019648902106815324,2.594589007932144e-07,2.0582938599659804e-08,1.672649134046832e-08,5.053172685029583e-06,4.248501448564111e-05,1.1915573582067633e-08,3.936217728851618e-06,3.398744133441657e-06,7.46844628661322e-16,1.9827088776404735e-11,1.1687242051632578e-09,1.1925049940463235e-16,1.2243350712918612e-10,1.8013699568085116e-10,1.2580347150110346e-15,6.261392338491601e-14,4.498324371621205e-16,8.319754324908139e-12,6.069269491317035e-07,2.545150087704453e-15,1.8555629411614806e-12,3.3846074367903125e-19,8.058694092724662e-23,1.300419865507797e-14,8.959072391836358e-18
0.00011326332954049972,0.6865483621352096,3.76,0.0,0.8413536640327329,0.9996118899982068,0.0003555717830204057,1.249830362843116e-19,6.082504589123469e-14,0.0004914789345205867,0.0001003410307555081,1.668903088813141e-07,1.4704130106639727e-06,9.236470608438215e-07,0.00010709340372038187,0.00020550888376275514,2.639775089106824e-07,2.1019842020727818e-08,1.7518336829828e-08,5.420753622199456e-06,4.541942077018341e-05,1.2619501453602761e-08,4.245111315255695e-06,3.4068565869278134e-06,8.011724838677773e-16,2.1628705871031973e-11,1.3053398225314438e-09,1.355788093911423e-16,1.273654130226741e-10,1.874636320245373e-10,1.3092128278946601e-15,6.642921975074703e-14,4.681283809198173e-16,8.662460935560667e-12,6.483104113176688e-07,2.8942019501825917e-15,2.0878036411731683e-12,3.808497088170511e-19,9.143384723235733e-23,1.4123566381432288e-14,9.601987282818671e-18
0.00011556613664015344,0.6865487539022468,3.76,0.0,0.8413271805623123,0.9995997336591055,0.0003702679863850652,1.295729913486052e-19,6.210623211769233e-14,0.000501512211200094,0.00010031960198373699,1.702969935328226e-07,1.4950242093084794e-06,9.378320055541311e-07,0.00011116176273371911,0.00021470621548358234,2.6842135715393624e-07,2.1445789193834065e-08,1.832255949989418e-08,5.805453159766696e-06,4.8473493875728225e-05,1.3345505552148704e-08,4.5708871563840415e-06,3.413399251301223e-06,8.580304734702785e-16,2.3541095201672067e-11,1.4542062287932308e-09,1.5365860648668334e-16,1.3231229062158215e-10,1.9481634124130601e-10,1.3605727363190713e-15,7.036534273307886e-14,4.864891770427314e-16,9.006772406264083e-12,6.913694983871678e-07,3.28077705877425e-15,2.3430740922918342e-12,4.2744465319148376e-19,1.0342714763695192e-22,1.5306171526160686e-14,1.0273986444338245e-17
0.00011786894373980716,0.6865491395843646,3.76,0.0,0.8413003827750325,0.9995873903138842,0.00038520653841469653,1.341721427574531e-19,6.336998682697927e-14,0.0005113925524422298,0.00010026867624695706,1.7365163787554503e-07,1.519107143001972e-06,9.517753015489787e-07,0.00011529427884064762,0.00022407709914367714,2.727898622177654e-07,2.1860711294165576e-08,1.9138401576547757e-08,6.2075270213050826e-06,5.164752126376225e-05,1.4093344002171518e-08,4.914015360358593e-06,3.4184844560256993e-06,9.174563953808472e-16,2.556714267954927e-11,1.616064516624628e-09,1.7362181649152914e-16,1.372676208020041e-10,2.0218536798759934e-10,1.4120462433518118e-15,7.442053368092897e-14,5.048904487581829e-16,9.352246121436652e-12,7.361110725113892e-07,3.7077134898317034e-15,2.6230261734623385e-12,4.785473792048659e-19,1.166523217637096e-22,1.6553196987164376e-14,1.0975380166436499e-17
0.00012017175083946088,0.6865495189189625,3.76,0.0,0.8412732779162212,0.9995748614659287,0.00040038224487177793,1.3877563795732992e-19,6.461568209066399e-14,0.0005211155368687248,0.00010019099343800651,1.7695273809633368e-07,1.5426624717997168e-06,9.654786301826824e-07,0.00011948999414528098,0.0002336175527703107,2.770826514470655e-07,2.2264586062687017e-08,1.9965105692351156e-08,6.627214580807048e-06,5.494160938278721e-05,1.4862746223065657e-08,5.274959366048888e-06,3.4222220762674075e-06,9.794856310486794e-16,2.7709608264458922e-11,1.7916744532586905e-09,1.9560529435304674e-16,1.4222509506217707e-10,2.095612470172729e-10,1.4635671890486877e-15,7.859285420978057e-14,5.233085457743187e-16,9.698451914857102e-12,7.825398719561099e-07,4.177957017510402e-15,2.9293778203548523e-12,5.344717508780249e-19,1.311980763946817e-22,1.7865728665486414e-14,1.1706446460047136e-17
0.00012247455793911458,0.6865498916726501,3.76,0.0,0.8412458731894785,0.9995621487504066,0.0004157899236750283,1.4337890970298332e-19,6.58427510352289e-14,0.0005306772315423256,0.00010008918900740983,1.8019895649618892e-07,1.5656921502543064e-06,9.78944273225621e-07,0.00012374795737289814,0.0002433235424970803,2.8129955312950004e-07,2.2657434313299827e-08,2.0801918215447042e-08,7.064738910030379e-06,5.835568808249666e-05,1.5653415101747505e-08,5.65417542836217e-06,3.4247192450118363e-06,1.0441511524548072e-15,2.997112253476873e-11,1.981813636278143e-09,2.197507012237379e-16,1.4717865434351525e-10,2.1693484024656966e-10,1.5150716293366156e-15,8.288019990226162e-14,5.41720617414467e-16,1.0044973735356722e-11,8.306585757538635e-07,4.694558608234076e-15,3.2639124619291454e-12,5.955435895835321e-19,1.4715627974423388e-22,1.9244753904297958e-14,1.2467432721703462e-17
0.0001247773650387683,0.6865502576409136,3.76,0.0,0.8412181757418611,0.9995492539250992,0.00043142441730386076,1.4797762256665364e-19,6.705068410356241e-14,0.000540074184263317,9.996579116696825e-05,1.833891188741593e-07,1.5881993444860708e-06,9.921750681448579e-07,0.0001280672263477438,0.00025319099502349473,2.854405862854186e-07,2.3039317620997696e-08,2.164809249637502e-08,7.520306897547334e-06,6.188951572046541e-05,1.646502924314008e-08,6.052112150713568e-06,3.4260800974072532e-06,1.1114835397016942e-15,3.235418416543831e-11,2.1872766284658376e-09,2.4620435547296253e-16,1.5212247168774544e-10,2.242973649936518e-10,1.5664981586064386e-15,8.728031623849557e-14,5.601047170907346e-16,1.0391411058601229e-11,8.804678756048996e-07,5.26067164466173e-15,3.628478320927114e-12,6.62100544165656e-19,1.6462186788606309e-22,2.069116233448624e-14,1.325855747210816e-17
0.00012708017213842202,0.6865506166476594,3.76,0.0,0.8411901926500968,0.9995361788612038,0.0004472806043742711,1.5256757656307522e-19,6.823902810958221e-14,0.0005493034139693765,9.982321875998712e-05,1.865222112660794e-07,1.6101883470244562e-06,1.0051743632985287e-06,0.00013244687028631622,0.00026321580950764925,2.895059500843782e-07,2.3410334657357303e-08,2.2502892002924902e-08,7.994109435144196e-06,6.554268489428258e-05,1.729724523010828e-08,6.46921006494564e-06,3.426405547159068e-06,1.1815110085543021e-15,3.4861157885458846e-11,2.408874078213773e-09,2.7511709315414274e-16,1.5705098305100188e-10,2.3164041703655628e-10,1.6177880498005418e-15,9.179081450103219e-14,5.784398511574005e-16,1.073737991825986e-11,9.319665540225741e-07,5.879549008753167e-15,4.0249875868739576e-12,7.344919387705832e-19,1.8369277293728427e-22,2.2205747948775367e-14,1.4080011451623125e-17
0.00012938297923807573,0.6865509685446367,3.76,0.0,0.8411619309078396,0.9995229255341563,0.0004633534103719806,1.5714492396523352e-19,6.94073900965711e-14,0.0005583623993991077,9.96637797734868e-05,1.895973760925556e-07,1.6316644909746375e-06,1.0179459730042075e-06,0.0001368859719021879,0.0002733938688610415,2.9349601267362763e-07,2.3770617231375634e-08,2.3365593031706916e-08,8.486321667205679e-06,6.931462873021816e-05,1.8149699881429066e-08,6.905901258653014e-06,3.4257930944983726e-06,1.254259447298501e-15,3.749427384465533e-11,2.6474318314582697e-09,3.0664412505518086e-16,1.6195893054674148e-10,2.389559964460554e-10,1.6688853057713329e-15,9.640918567099653e-14,5.967060111569036e-16,1.1082514034583098e-11,9.851515678511399e-07,6.554540143534579e-15,4.455415474077549e-12,8.130785997765084e-19,2.0446984761949306e-22,2.3789209053241197e-14,1.4931959725193184e-17
0.00013168578633772945,0.6865513132107546,3.76,0.0,0.8411333974139789,0.9995094960145157,0.0004796378175369421,1.6170611082031964e-19,7.055543204672435e-14,0.0005672490661850039,9.94896704632098e-05,1.926139077717332e-07,1.6526340641912683e-06,1.030494130845008e-06,0.00014138362932034591,0.0002837210504206347,2.974112997664108e-07,2.4120328171485422e-08,2.4235487244493706e-08,8.99710329788838e-06,7.320462765856247e-05,1.9022012514742326e-08,7.362609049280254e-06,3.424336664979406e-06,1.3297524621387351e-15,4.025562800354217e-11,2.903790041292794e-09,3.409448654278491e-16,1.6684132647085027e-10,2.4623652502348185e-10,1.7197369285798525e-15,1.0113281651018094e-13,6.148842587403827e-16,1.142646577413045e-11,1.0400181363691458e-06,7.289087885808236e-15,4.921799173940727e-12,8.982326623043825e-19,2.2705675346226546e-22,2.5442150907988126e-14,1.5814543802889694e-17
0.00013398859343738317,0.6865516505512989,3.76,0.0,0.8411045989619981,0.9994958924589565,0.0004961288739012749,1.6624763948816617e-19,7.168286748117033e-14,0.0005759617725458838,9.930297505868755e-05,1.9557124785558395e-07,1.673104223576016e-06,1.0428234445386e-06,0.0001459389578012736,0.0002941932359851202,3.012524832776787e-07,2.4459657845541867e-08,2.511188413484348e-08,9.52659895085605e-06,7.721181660568809e-05,1.9913787167838292e-08,7.839747704163684e-06,3.4221264781174936e-06,1.4080114303572766e-15,4.314718268464691e-11,3.178802281063362e-09,3.781827792839403e-16,1.716934705069161e-10,2.534748549925425e-10,1.7702929970637127e-15,1.0595900572172987e-13,6.329567469480587e-16,1.1768906545891863e-11,1.096559833013597e-06,8.086725217877656e-15,5.426236710249685e-12,9.903373603094394e-19,2.5155988127585044e-22,2.7165090221174402e-14,1.6727882636513297e-17
0.0001362914005370369,0.6865519804970707,3.76,0.0,0.8410755422303736,0.9994821171014043,0.0005128217014887828,1.7076641397951772e-19,7.278946743116038e-14,0.0005844992937503331,9.910566601278882e-05,1.9846897974820255e-07,1.6930829107476025e-06,1.0549388525178098e-06,0.00015055109127697607,0.00030480632120433914,3.050203698013825e-07,2.4788819913002626e-08,2.5994113050776397e-08,1.0074938576759058e-05,8.133519253357046e-05,2.082461478883461e-08,8.337722205581291e-06,3.4192489446694566e-06,1.4890555605412209e-15,4.617076827697856e-11,3.473334665919769e-09,4.18525237561263e-16,1.7651100306345422e-10,2.6066428387419635e-10,1.820506579165351e-15,1.1088497682581346e-13,6.509067081686672e-16,1.2109527386614726e-11,1.1547686798869042e-06,8.951072243599686e-15,5.970885712711757e-12,1.0897868021648168e-18,2.7808827828679875e-22,2.8958456135507924e-14,1.7672074996019927e-17
0.0001385942076366906,0.6865523030034402,3.76,0.0,0.8410462337739957,0.9994681722443524,0.0005297115036904207,1.7525973000535597e-19,7.387505415856742e-14,0.0005928608055216626,9.889960475762289e-05,2.0130682306293194e-07,1.712578769779639e-06,1.0668455792589502e-06,0.00015521918370235347,0.0003155562243141077,3.0871588907047615e-07,2.5108049659793215e-08,2.6881524952460067e-08,1.0642237903002786e-05,8.55736222589365e-05,2.1754075363276885e-08,8.856928059305188e-06,3.4157865911936573e-06,1.5729019590602255e-15,4.932808605615828e-11,3.788264987749808e-09,4.621433373847407e-16,1.8128985116590108e-10,2.6779856342756064e-10,1.87033395468906e-15,1.1590789321627767e-13,6.687185238038712e-16,1.244803957224567e-11,1.2146352443840167e-06,9.88583298036266e-15,6.557962118948159e-12,1.196985731498671e-18,3.0675352457345926e-22,3.0822594009123096e-14,1.86472018374948e-17
0.00014089701473634432,0.6865526180493414,3.76,0.0,0.8410166800165854,0.9994540602503879,0.0005467935718359269,1.7972478370405362e-19,7.493949407304988e-14,0.0006010458665524482,9.868654292698787e-05,2.0408462767643372e-07,1.731601066793022e-06,1.0785490932054013e-06,0.0001599424102267564,0.00032643889422120264,3.1234008272375877e-07,2.5417601077790174e-08,2.7773494161304116e-08,1.1228598920278074e-05,8.992585048625703e-05,2.2701739946690367e-08,9.397751144969632e-06,3.411818010381446e-06,1.6595657019644617e-15,5.262071086546606e-11,4.124481868225302e-09,5.092117480973083e-16,1.8602622730643508e-10,2.748718946819921e-10,1.919734660224343e-15,1.2102487379693523e-13,6.863777260488559e-16,1.2784174423471784e-11,1.2761487370719318e-06,1.0894792011509455e-14,7.189738811187936e-12,1.3123492776848884e-18,3.3766965179774627e-22,3.275777197446326e-14,1.9653326830358153e-17
0.00014319982183599804,0.6865529256362155,3.76,0.0,0.8409868872440807,0.9994397835339628,0.0005640632909859,1.8415918770155207e-19,7.59827068411213e-14,0.0006090544002929356,9.846812400470843e-05,2.0680236753612144e-07,1.7501596123001936e-06,1.09005506815732e-06,0.00016471996819231955,0.0003374503179440046,3.1589409327130066e-07,2.5717742404625895e-08,2.866941970392368e-08,1.1834110401109699e-05,9.439050799136593e-05,2.3667172675639647e-08,9.960567606718659e-06,3.4074178355297426e-06,1.7490599116286458e-15,5.6050094576020576e-11,4.482883933731777e-09,5.599085814387527e-16,1.9071670013555587e-10,2.8187893249845593e-10,1.968671254817702e-15,1.2623300390670403e-13,7.038709389652643e-16,1.3117683355492776e-11,1.339297110066625e-06,1.1981811651209461e-14,7.86854420523928e-12,1.4363026985872986e-18,3.70953085377874e-22,3.476418248900576e-14,2.0690498906776068e-17
0.00014550262893565176,0.6865532257869036,3.76,0.0,0.8409568615989536,0.9994253445534272,0.0005815161449727043,1.8856112935042868e-19,7.700465928011433e-14,0.0006168866761720944,9.824588535746688e-05,2.094601342734051e-07,1.768264687062363e-06,1.10136934346189e-06,0.00016955107796628045,0.00034858652741379494,3.193791532500248e-07,2.6008755041487637e-08,2.956872630573553e-08,1.2458848445287414e-05,9.896611989562052e-05,2.4649932662086854e-08,1.0545743782098569e-05,3.4026567374464314e-06,1.8413958373747374e-15,5.961757073116448e-11,4.864379015654702e-09,6.144152159020819e-16,1.953581247166952e-10,2.888147895831082e-10,2.0171095023783184e-15,1.3152934839880648e-13,7.211859381912192e-16,1.3448338298796478e-11,1.4040671554310445e-06,1.3150829026540593e-14,8.596760802904907e-12,1.569281114149978e-18,4.067225147713442e-22,3.684194659651517e-14,2.175875487754163e-17
0.00014780543603530548,0.6865535185445085,3.76,0.0,0.8409266090754167,0.9994107458033532,0.0005991477207224645,1.9292845178517204e-19,7.80053527560621e-14,0.0006245432904030723,9.80212606106177e-05,2.120581306752409e-07,1.7859269709513797e-06,1.112497887101142e-06,0.00017443498361500366,0.00035984360565483124,3.2279657481283226e-07,2.6290931535608497e-08,3.047086543611104e-08,1.3102877046827564e-05,0.00010365111397400324,2.564957572227148e-08,1.1153636166909925e-05,3.3976014420231505e-06,1.9365829392551842e-15,6.332435881274286e-11,5.269883379485152e-09,6.729161485933909e-16,1.9994761601771998e-10,2.956750194523974e-10,2.0650184273288437e-15,1.3691096632732294e-13,7.383116457089629e-16,1.3775931007198987e-11,1.4704446028774863e-06,1.4405852803601078e-14,9.37682370862645e-12,1.7117292351893831e-18,4.450988127209953e-22,3.8991122043941685e-14,2.2858119054113727e-17
0.0001501082431349592,0.6865538039712386,3.76,0.0,0.8408961355154804,0.9993959898071642,0.0006169537118923196,1.972593535707184e-19,7.89848363155999e-14,0.0006320251465168911,9.779558232627425e-05,2.1459666406401089e-07,1.803157475250324e-06,1.123446763897247e-06,0.00017937095342885983,0.00037121769236127787,3.261477397418876e-07,2.6564570892252948e-08,3.137531604539487e-08,1.3766248678170519e-05,0.00010844382894427545,2.666565613664009e-08,1.1784591414144274e-05,3.3923147666712902e-06,2.0346289743990476e-15,6.717156884735476e-11,5.700320985307519e-09,7.355988940970028e-16,2.0448264528064754e-10,3.0245561099971823e-10,2.1123699283019154e-15,1.4237491932396602e-13,7.552380211508598e-16,1.4100272562919878e-11,1.5384142161153581e-06,1.5750960712048294e-14,1.0211219129794088e-11,1.864101091054258e-18,4.862050041791423e-22,4.121170496020044e-14,2.3988605931183314e-17
0.0001524110502346129,0.6865540821472259,3.76,0.0,0.8408654466058139,0.9993810791100846,0.0006349299218590723,2.0155294776769491e-19,7.994320283150413e-14,0.0006393334357598655,9.757008494365179e-05,2.1707613962983896e-07,1.8199674792770598e-06,1.1342221022460544e-06,0.0001843582803073111,0.0003827049888838718,3.294340898357137e-07,2.6829978059331798e-08,3.228158487527161e-08,1.4449004887234528e-05,0.00011334252268838938,2.7697728270841783e-08,1.2438946364783558e-05,3.3868556738171587e-06,2.1355400852724666e-15,7.11602072375266e-11,6.1566227816729796e-09,8.026538243421491e-16,2.0896095982117723e-10,3.091529920058956e-10,2.159138919225192e-15,1.4791828195727596e-13,7.719561158353543e-16,1.442119379677364e-11,1.6079598875834502e-06,1.7190297203245283e-14,1.1102482874388397e-11,2.0268597533038207e-18,5.301661355504416e-22,4.3503634173061403e-14,2.5150223269582263e-17
0.00015471385733426663,0.6865543531693413,3.76,0.0,0.8408345478753593,0.999366016272427,0.0006530722660977632,2.058076702735299e-19,8.088056833906548e-14,0.0006464696174808563,9.734590794260452e-05,2.1949705375886526e-07,1.8363684707052107e-06,1.144830063312758e-06,0.00018939628201324545,0.0003943017626531746,3.3265711778250475e-07,2.7087463142844746e-08,3.318920685780369e-08,1.5151176902499745e-05,0.00011834538036159674,2.8745347921686416e-08,1.31170281078373e-05,3.381279339666297e-06,2.2393208890933268e-15,7.529118206200788e-11,6.639726035025374e-09,8.742740284878208e-16,2.1338052097289758e-10,3.157640024808433e-10,2.205303451805169e-15,1.5353815540296215e-13,7.884580774745137e-16,1.4738544240940783e-11,1.679064731036881e-06,1.8728070366416967e-14,1.2053198837597221e-11,2.200477059013732e-18,5.77109192507916e-22,4.586680022008395e-14,2.6342970272562424e-17
