Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125)
5.965554434035984e-10,0.686532418415218,3.76,0.0,0.8421574627657916,0.999999998701141,2.436844770225018e-17,1.045373825946587e-30,3.65610119829958e-21,1.4038896502572204e-09,1.298826440389756e-09,3.9876576716583365e-15,2.6746408745539892e-14,1.0492613924492008e-10,5.904745413804989e-14,2.517336066363838e-15,2.463707288372756e-14,3.131797564496657e-16,1.020319953291069e-21,3.473294217218711e-23,2.3549633297810037e-21,8.94690898332694e-23,1.4612049252078552e-20,1.4658238170194545e-15,1.845824256753345e-33,4.1390931549867556e-32,1.8353738980648674e-35,3.09419547764633e-49,6.863500943884136e-16,2.0702505525385536e-17,1.5231307475088555e-25,1.7003788838479266e-28,2.102237645243322e-24,2.954654954539286e-19,1.2506265527269746e-19,8.990936718633891e-41,3.868196793013786e-37,1.6228453793892651e-44,7.137586178835793e-49,1.4517352337105756e-35,4.991024771164308e-27
9.636665333756479e-10,0.6865324184231361,3.76,0.0,0.8421574619017957,0.9999999979018103,1.0472850928042645e-16,4.442924514769089e-30,9.412284024912773e-21,2.2678741365378676e-09,2.0981051224157194e-09,1.0328157906125434e-14,6.951208672846014e-14,1.6941265591740405e-10,1.5276559764801984e-13,6.5513038005914144e-15,6.38938586584071e-14,8.082403565907937e-16,3.059017122588797e-21,1.4928011566732022e-22,1.0141526854066356e-20,3.84408414712282e-22,6.110081674667555e-20,3.811105242814809e-15,1.085986522330979e-32,2.9770424355876227e-31,2.3583570865467214e-34,6.791155936497274e-48,1.0835554353166742e-15,5.216269355965115e-17,8.301081947065114e-25,7.761235414084097e-28,8.402871911264883e-24,1.0336735608747813e-18,7.244433932370484e-19,1.0633886250060717e-39,4.697402438717971e-36,3.043828930473494e-43,1.3003641654972705e-47,1.6778151809733827e-34,2.890439007343103e-26
9.999999999999999e-10,0.6865324184310536,3.76,0.0,0.8421574618162826,0.9999999978226981,1.1732980373224778e-16,4.971835815880808e-30,1.0123534082346952e-20,2.3533859926199118e-09,2.17721081479032e-09,1.1115475554763519e-14,7.483731417754249e-14,1.7579150612011528e-10,1.6442469274547013e-13,7.0541719902946e-15,6.877846698895921e-14,8.695340437721745e-16,3.338281029333542e-21,1.672437513737439e-22,1.1361979204810477e-20,4.306494133522886e-22,6.825511831977574e-20,4.103238147283228e-15,1.243511159772798e-32,3.4837278946541465e-31,2.8901677035588667e-34,8.823840985103937e-48,1.1218750931929864e-15,5.59817800198216e-17,9.488756692078145e-25,8.74422347957432e-28,9.343173784322223e-24,1.135080923808364e-18,8.288536527044215e-19,1.2971985628091436e-39,5.778147216352921e-36,3.858388590330289e-43,1.6443102045524314e-47,2.0463714117454268e-34,3.3005051152750446e-26
1.3307776233476971e-09,0.6865324184310536,3.76,0.0,0.842157461037755,0.9999999971024546,2.705551054124914e-16,1.1382944823807321e-29,1.7771343848230044e-20,3.1318986532134196e-09,2.8973843871539537e-09,1.960687566283694e-14,1.3236944365214354e-13,2.3383545766508583e-10,2.903149656496073e-13,1.249065561015761e-14,1.2152599832379589e-13,1.5294160636350192e-15,6.522625004394002e-21,3.856799437312665e-22,2.6199118323992528e-20,9.928715798140528e-22,1.5453867365552774e-19,7.25998471219943e-15,3.2435017611461594e-32,1.0192499516894394e-30,1.0354187226071168e-33,3.8853882325042814e-47,1.4625148078627442e-15,9.659432908740855e-17,2.4582903886767536e-24,2.086721456125182e-27,2.0527347829476908e-23,2.293106570892336e-18,2.152915906348496e-18,4.5645441095573434e-39,2.1035952199995606e-35,1.5659414151485408e-42,6.617213698052041e-47,7.198236282288061e-34,8.470113454657891e-26
2.0649998032917956e-09,0.6865324184468872,3.76,0.0,0.8421574593095378,0.9999999955036686,1.0211770008673856e-15,4.208966550077809e-29,4.195404806464541e-20,4.860068007002187e-09,4.495944642660527e-09,4.682621851215805e-14,3.1824437574129667e-13,3.6249028078181313e-10,6.966844367938121e-13,3.0108643850928363e-14,2.916845081070075e-13,3.627558411307014e-15,1.9313156047392126e-20,1.4564446306257447e-21,9.884488718819348e-20,3.74554586053466e-21,5.545039804807796e-19,1.7468282562316055e-14,1.4661195649555684e-31,6.0020083527364856e-30,9.912557071544848e-33,6.520965375137335e-46,2.169918113044187e-15,2.1884036390057864e-16,1.1521139311114067e-23,8.490043289635608e-27,6.809185256492954e-23,6.377032236555994e-18,9.569800675697018e-18,4.049893488907324e-38,1.9857630208420746e-34,1.9345677784745352e-41,7.955946351311841e-46,6.4473130613073e-33,3.5518501568966157e-25
2.7257997652414845e-09,0.6865324184611353,3.76,0.0,0.8421574577539881,0.9999999940646764,2.301878295928335e-15,9.35663425593995e-29,7.196903782220284e-20,6.4155577689723955e-09,5.934650822954781e-09,8.10801650050786e-14,5.540243252719779e-13,4.780624164086788e-10,1.2118910849353356e-12,5.25252499275012e-14,5.07225127484062e-13,6.246324421835904e-15,3.8757396988701575e-20,3.284792781380896e-21,2.227856256892511e-19,8.439948369711466e-21,1.20634654144222e-18,3.0429573553779103e-14,3.5728268975089745e-31,1.7038473777605126e-29,3.446797134769226e-32,2.955800639156622e-45,2.7520670030563535e-15,3.6300469782232854e-16,2.886113563683959e-23,1.997783891974174e-26,1.401946697858567e-22,1.1717903200917323e-17,2.2965393853747628e-17,1.3734182662799442e-37,7.083249161471359e-34,7.48536285176054e-41,3.050800452095647e-45,2.2305395223406404e-32,8.157731341821533e-25
3.3865997271911735e-09,0.6865324184753818,3.76,0.0,0.842157456198292,0.999999992625604,4.354373922698954e-15,1.7458487203697025e-28,1.0940899546797567e-19,7.971177921163723e-09,7.373358823949825e-09,1.243954003937878e-13,8.545512954405236e-13,5.934292205729313e-10,1.8684330739966276e-12,8.118384022037288e-14,7.815973721723938e-13,9.5309556907308e-15,6.766264106726887e-20,6.218296263089069e-21,4.2146523016838187e-19,1.595971367450169e-20,2.2029579229448855e-18,4.696576544291857e-14,7.123600028606729e-31,3.885487434290398e-29,9.359649019601278e-32,9.883372913677374e-45,3.2871016749436775e-15,5.338675170578499e-16,5.893338841228671e-23,3.916597632656596e-26,2.427436392889169e-22,1.8425980616426624e-17,4.489225184658605e-17,3.572449135042088e-37,1.9505996886941054e-33,2.208368235784087e-40,8.926814400140338e-45,5.901858883929067e-32,1.5223033437825055e-24
4.047399689140862e-09,0.6865324184896268,3.76,0.0,0.8421574546424494,0.999999991186452,7.353317857388598e-15,2.909504029225885e-28,1.5394425654702125e-19,9.526928703076647e-09,8.812068621898867e-09,1.7661451065532023e-13,1.2197012193857435e-12,7.085910807690589e-10,2.6660713407336842e-12,1.1610731042986706e-13,1.1145532656322456e-12,1.3459192226268046e-14,1.0774326881169855e-19,1.0510299111362739e-20,7.118690393428221e-19,2.6941870707112287e-20,3.595004539628168e-18,6.707659466527564e-14,1.24928417612834e-30,7.645897357682775e-29,2.125763167456513e-31,2.73157413827711e-44,3.778703192434375e-15,7.26989608296373e-16,1.0523332009971335e-22,6.813845288725795e-26,3.764836905642061e-22,2.6299741060362144e-17,7.699898797085205e-17,7.821524935037506e-37,4.493672264689101e-33,5.351945238400294e-40,2.1495516145061353e-44,1.3223316809465009e-31,2.4926086045783735e-24
4.708199651090551e-09,0.6865324185038697,3.76,0.0,0.8421574530864603,0.9999999897472203,1.1480401610935064e-14,4.483653173803403e-28,2.0524626554041423e-19,1.1082810361116708e-08,1.0250780192096691e-08,2.3757624801458436e-13,1.6493446744237283e-12,8.235483988823874e-10,3.6045571800094693e-12,1.5731875395010925e-13,1.5058351828632997e-12,1.8008599855900044e-14,1.6078451171190333e-19,1.6426436695444285e-20,1.111705014704615e-18,4.204816439605648e-20,5.426514921162985e-18,9.076178664695846e-14,2.0072978941007947e-30,1.3591199147403776e-28,4.2789221499682e-31,6.572846281724377e-44,4.230410659279242e-15,9.382488953101839e-16,1.712077153204205e-22,1.0912127906949673e-25,5.409526860926823e-22,3.5136589639310657e-17,1.2074195754483615e-16,1.517306354599253e-36,9.146093835063375e-33,1.1349120813347325e-39,4.533729579464437e-44,2.629320019291988e-31,3.73054674065802e-24
6.0297995749899285e-09,0.6865324185323507,3.76,0.0,0.8421574499740422,0.9999999868685193,2.376909165433562e-14,9.051445934887994e-28,3.2704806588825856e-19,1.41949671726718e-08,1.3128208560831735e-08,3.851638497015429e-13,2.7016471769492878e-12,1.0528508407739192e-09,5.9031816123760736e-12,2.586844563594608e-13,2.462457117014049e-12,2.8894382623522435e-14,3.121421170524982e-19,3.409533612827509e-20,2.30324273265803e-18,8.699578424817845e-20,1.0525166545068508e-17,1.488542738332807e-13,4.328849056187312e-30,3.4674815645601976e-28,1.3436351156651956e-30,2.8822966627777467e-43,5.025398175831903e-15,1.402781121311323e-15,3.727990244395623e-22,2.3527207405574663e-25,9.562653885582323e-22,5.507602101490036e-17,2.4707751366589606e-16,4.420156405749948e-36,2.9209819847639137e-32,3.857171735333349e-39,1.5276753145558646e-43,8.088647207494167e-31,6.968427643869283e-24
7.3513994988893065e-09,0.6865324185608254,3.76,0.0,0.8421574468610369,0.9999999839895035,4.266649326712489e-14,1.5850891185527067e-27,4.724337253948284e-19,1.7307650269488088e-08,1.6005643733495083e-08,5.659177403575895e-13,4.010422466078114e-12,1.2813397256275656e-09,8.762326669125596e-12,3.85452717016318e-13,3.649418744464537e-12,4.2021754273700984e-14,5.359566946235171e-19,6.138747925554608e-20,4.137696144953428e-18,1.5605229135705345e-19,1.7724868134090537e-17,2.2124103269632463e-13,7.995812208293912e-30,7.342443624454771e-28,3.3595645844845705e-30,9.295176213278099e-43,5.695801743542847e-15,1.9019819223262797e-15,6.850220625952863e-22,4.358443202258985e-25,1.4737638738918396e-21,7.697138911584393e-17,4.3154063940684374e-16,1.0260412991317335e-35,7.373392560445007e-32,1.0172474431728925e-38,4.00372493580079e-43,1.9742942873886157e-30,1.1114641673099975e-23
8.672999422788684e-09,0.6865324185892935,3.76,0.0,0.8421574437474441,0.9999999811101752,6.969348184474073e-14,2.5254560709578992e-27,6.391040017367197e-19,2.0420861620583288e-08,1.8883085503211413e-08,7.785723953896654e-13,5.574574701512655e-12,1.5090183812900939e-09,1.2179909847405501e-11,5.377935061897633e-13,5.06457537423355e-12,5.722621826998343e-14,8.471828128084868e-19,1.0063152145831934e-19,6.7646476009470566e-18,2.547227419482759e-19,2.7166840225461452e-17,3.079197462182708e-13,1.3350890897178578e-29,1.3753954852255032e-27,7.269018597548834e-30,2.5183740253813562e-42,6.2629364050582375e-15,2.4148986264311965e-15,1.1236758091030582e-21,7.30245100089422e-25,2.0727702756284874e-21,9.977502113506955e-17,6.790802114625382e-16,2.05567610743071e-35,1.6001896625393308e-31,2.2851074680105233e-38,8.948120864030851e-43,4.1557312057990425e-30,1.5966092572301646e-23
9.994599346688061e-09,0.6865324186177556,3.76,0.0,0.8421574406332627,0.9999999782305365,1.0633684257176135e-13,3.7569131666543764e-27,8.250508091616096e-19,2.3534603096912826e-08,2.17605336676863e-08,1.0219386000908824e-12,7.393025234365257e-12,1.7358900429844253e-09,1.61538948041866e-11,7.158602445671102e-13,6.7058372894430425e-12,7.435969580050732e-14,1.2604208913968636e-18,1.541830259162069e-19,1.0331132488374937e-17,3.883679213366119e-19,3.889025565249176e-17,4.0888813766248805e-13,2.074027966420057e-29,2.3580812312973067e-27,1.4197660756369316e-29,6.091112469246252e-42,6.7436164643955404e-15,2.9272668475343838e-15,1.695774918017105e-21,1.1375783183749345e-24,2.731358141833354e-21,1.2277047665807093e-16,9.913568914857254e-16,3.704875703054095e-35,3.1188877222409832e-31,4.5814155450826153e-38,1.7862852925130693e-42,7.871889774683378e-30,2.1288277534810518e-23
9.999999999999999e-09,0.6865324186462117,3.76,0.0,0.8421574406205355,0.9999999782187684,1.0650828304569922e-13,3.7625766231958356e-27,8.2584784667257545e-19,2.354732833883916e-08,2.1772292231425923e-08,1.0229945971940146e-12,7.400976515927235e-12,1.736815491568685e-09,1.6171273099289477e-11,7.166408718042505e-13,6.713005337417559e-12,7.443348799615909e-14,1.2623381504691964e-18,1.5443446326327297e-19,1.0347830244329062e-17,3.8899288502442253e-19,3.894280122067579e-17,4.093300533583305e-13,2.0775126541158967e-29,2.362929545956981e-27,1.4234207019886332e-29,6.112324165385001e-42,6.7454212613247795e-15,2.929346951350798e-15,1.69838554447209e-21,1.1394998549490872e-24,2.734146004931154e-21,1.228642032196959e-16,9.927649638848119e-16,3.7131359695840766e-35,3.1268583238234834e-31,4.5936106323074797e-38,1.791010641016492e-42,7.891084139360998e-30,2.1310710670028414e-23
1.1316199270587439e-08,0.6865324186462117,3.76,0.0,0.8421574375184921,0.9999999753505897,1.5403433625666146e-13,5.304249847048125e-27,1.0285432217294674e-18,2.6648876456190362e-08,2.463798803123059e-08,1.2949116480588298e-12,9.464723763980975e-12,1.9619578243963937e-09,2.0682311735058464e-11,9.19789759513083e-13,8.571190383619725e-12,9.329053052044401e-14,1.7897508787883533e-18,2.244125799101267e-19,1.4980139009295598e-17,5.6215081696022025e-19,5.2864361997739325e-17,5.241439937076924e-13,3.051199621569563e-29,3.7785675876987585e-27,2.563297678940702e-29,1.3502364028121752e-41,7.150895101782254e-15,3.429937772101971e-15,2.400588504028309e-21,1.6763042187900106e-24,3.430804691176517e-21,1.4549312572867415e-16,1.3677548637903884e-15,6.155914816254991e-35,5.599155646577795e-31,8.417950381547891e-38,3.2702247975366235e-42,1.375017689261024e-29,2.687582865692607e-23
1.3959399118386194e-08,0.6865324187031066,3.76,0.0,0.842157431287181,0.9999999695897798,2.883084109124795e-13,9.430934004606464e-27,1.481929673183418e-18,3.2879025620874506e-08,3.039291457710618e-08,1.925450016301859e-12,1.4363660289837938e-11,2.4116940877823563e-09,3.1394606146637794e-11,1.4057432943617632e-12,1.2966187698531172e-11,1.360587682599432e-13,3.2523792931136842e-18,4.2481207048750953e-19,2.8097508778179506e-17,1.0505705303669218e-18,8.735003301548608e-17,7.975092515807765e-13,5.865575279111782e-29,8.349026840734077e-27,6.99446981358348e-29,5.523285069982369e-41,7.789522838617483e-15,4.378691235128079e-15,4.189582459236928e-21,3.2208735648434215e-24,4.8970022417418475e-21,1.8870887878612058e-16,2.307331679689029e-15,1.4172922132064794e-34,1.5018207996020956e-30,2.3383106270885398e-37,9.033163495168516e-42,3.501318901045786e-29,3.8269595234842036e-23
1.6185355158465087e-08,0.6865324187510032,3.76,0.0,0.8421574260376835,0.9999999647374076,4.484227046780823e-13,1.4051545329647517e-26,1.9052926379446344e-18,3.812737620333736e-08,3.5239411435310287e-08,2.539136594425378e-12,1.926561551549875e-11,2.7879702127927153e-09,4.2118679246799474e-11,1.896301414269387e-12,1.734494938457664e-11,1.7662812098417205e-13,4.968055676504406e-18,6.68060959289507e-19,4.3781811063907115e-17,1.6318471435645758e-18,1.2268044238662503e-16,1.0720322617865104e-12,9.30826827194686e-29,1.4534092547571604e-26,1.4167727360422899e-28,1.495114558753584e-40,8.185126499528867e-15,5.103367798007547e-15,6.040992719723213e-21,5.091518908891185e-24,6.1506718006119696e-21,2.219508758232484e-16,3.277956183321034e-15,2.5001676691599925e-34,2.993497419933819e-30,4.759948791929482e-37,1.8325483465981301e-41,6.71440827970052e-29,4.75730273264706e-23
1.8411311198543982e-08,0.686532418798885,3.76,0.0,0.8421574207865061,0.9999999598841879,6.587069579781947e-13,1.9783567033823378e-26,2.360688381122189e-18,4.337725718188966e-08,4.008592331618805e-08,3.223610479943058e-12,2.4872031615776028e-11,3.162006307297853e-09,5.438978321394464e-11,2.461730811175959e-12,2.233326588113007e-11,2.2086175037957317e-13,7.195068961183786e-18,9.933716636502861e-19,6.443298153210481e-17,2.393859973830661e-18,1.632195591444669e-16,1.3870570408250585e-12,1.3936217248388819e-28,2.3467466130192925e-26,2.612290389167044e-28,3.579547426716e-40,8.484329953445944e-15,5.7513249098320725e-15,8.150749926341399e-21,7.573696784376704e-24,7.383604345217148e-21,2.5181104865545547e-16,4.396361043333445e-15,4.037880664388137e-34,5.431244721485883e-30,8.775955046584025e-37,3.369819455937124e-41,1.1773993370700845e-28,5.626150437287938e-23
2.0637267238622877e-08,0.6865324188467526,3.76,0.0,0.8421574155336463,0.9999999550301291,9.258700333811103e-13,2.666963761962914e-26,2.8433571388039832e-18,4.862867569729612e-08,4.493244930442413e-08,3.9746165935268266e-12,3.1177844860530853e-11,3.53381670769617e-09,6.819870564090043e-11,3.1024711018586365e-12,2.7921885442304057e-11,2.6834488452603103e-13,9.997296333824029e-18,1.414792773091406e-18,9.07371912346979e-17,3.3601838291184766e-18,2.0843550774934124e-16,1.7425729846080144e-12,1.995525143805488e-28,3.575991178733551e-26,4.479159154538425e-28,7.788380603930396e-40,8.710939010952682e-15,6.321229165927829e-15,1.046170851443326e-20,1.0751396954091794e-23,8.573331666745278e-21,2.7816603045528226e-16,5.646242469294037e-15,6.099753317166794e-34,9.167554266726087e-30,1.5001511071670717e-36,5.748370252780521e-41,1.9283881230773895e-28,6.417274576645745e-23
2.286322327870177e-08,0.6865324188946068,3.76,0.0,0.842157410279101,0.9999999501752401,1.2565855240984077e-12,3.473845874848205e-26,3.349222672717059e-18,5.3881638580167875e-08,4.9778988488726326e-08,4.788146237456678e-12,3.817797240327433e-11,3.903415643697214e-09,8.353627490111869e-11,3.8189163607304276e-12,3.4101644760833725e-11,3.187084296463337e-13,1.3437646739057117e-17,1.947302165119917e-18,1.2338254998477546e-16,4.554115262422674e-18,2.57813033320121e-16,2.1385694640554755e-12,2.758481744061697e-28,5.204772968839318e-26,7.2504516586580105e-28,1.5706396301688615e-39,8.883201262476448e-15,6.8156587022614735e-15,1.2919091574312848e-20,1.470738806468404e-23,9.705308088205309e-21,3.010918067687908e-16,7.011544668330854e-15,8.744884408564913e-34,1.461658965711373e-29,2.41631696800265e-36,9.243423473569993e-41,2.9931082607986747e-28,7.123404332735383e-23
2.7315135358859557e-08,0.686532418990277,3.76,0.0,0.8421573997649427,0.9999999404630057,2.135059491778821e-12,5.448366516115758e-26,4.417159751784529e-18,6.439222315474988e-08,5.947210283800288e-08,6.5879753102528165e-12,5.424084335305099e-11,4.636035268680458e-09,1.1876104753995523e-10,5.4802921590941334e-12,4.819854956766827e-11,4.2680653739319686e-13,2.247813265143175e-17,3.410206023986319e-18,2.1044604988322943e-16,7.716109833430145e-18,3.6716158616688433e-16,3.051961587686451e-12,4.862252213375747e-28,9.924211360161255e-26,1.6647535569297388e-27,5.4012462038739546e-39,9.116659762747208e-15,7.599934536569378e-15,1.8076484345787093e-20,2.5277344826109716e-23,1.1764769641396725e-20,3.3755655598547836e-16,1.002835694462383e-14,1.59840819679014e-33,3.261667322768284e-29,5.4757268530562514e-36,2.0893587893296418e-40,6.379427287688434e-28,8.277598505688119e-23
3.132185623100156e-08,0.6865324190763398,3.76,0.0,0.8421573902964088,0.9999999317192374,3.2088509055409834e-12,7.637437196967786e-26,5.428126601312589e-18,7.38570931616634e-08,6.819594187707671e-08,8.386306945413174e-12,7.102092122718338e-11,5.287969623504182e-09,1.5560068177936004e-10,7.237587382127214e-12,6.281788387840192e-11,5.310518727633421e-13,3.340389044050893e-17,5.276519064247072e-18,3.1739283913000943e-16,1.1566827160068721e-17,4.75395184336789e-16,4.012351409515271e-12,7.555291428417681e-28,1.6212219648345018e-25,3.1394861495254213e-27,1.394782560446673e-38,9.2441498561524e-15,8.113942037961476e-15,2.2766845365932803e-20,3.8251420159589803e-23,1.3379635446049667e-20,3.615184353723864e-16,1.299631756489602e-14,2.4931120842371697e-33,6.008582098154838e-29,1.0189798821851986e-35,3.881599385917838e-40,1.135576318289177e-27,9.054853231257978e-23
