Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14)
1.0984683148278826e-06,0.5018043279429913,3.76,0.0,0.9295904668886542,0.9999999985889761,3.4827794075523685e-13,2.3763410542339453e-35,2.213250685271867e-25,1.3746287919538676e-09,1.3923812344112684e-09,1.7937080859396285e-11,3.5537475289962393e-13,3.3633784823808114e-13,7.284282518450598e-14,6.724314422365784e-13,3.150685427934725e-14,4.418540930170305e-15,1.2735767771818717e-19,1.1251022368985179e-20,1.6587525224453506e-17,5.122015062742498e-20,1.3745750722297058e-19
1.1705751970541131e-06,0.5018043279428308,3.76,0.0,0.9295904667971534,0.9999999984956309,4.0958862449873364e-13,2.5351004350867495e-35,2.3590611915910814e-25,1.4641923137642914e-09,1.4837859201940271e-09,1.9782818686857118e-11,3.8929460509351687e-13,3.499748169321858e-13,8.134407187493621e-14,7.635632807128091e-13,3.454931758421132e-14,4.7545132300132594e-15,1.531465720646401e-19,1.4432211064330655e-20,2.005568200121068e-17,5.898937096358145e-20,1.6937374259864802e-19
1.3147889615065744e-06,0.5018043279425003,3.76,0.0,0.9295904666141334,0.9999999983088145,5.49125433369814e-13,2.85258077032007e-35,2.6505064916949495e-25,1.6432136479823455e-09,1.6665962827968544e-09,2.358135818420724e-11,4.582389546656441e-13,3.7535695933788016e-13,9.932019235206475e-14,9.631393844582345e-13,4.070587769623391e-14,5.426328244463255e-15,2.1431566296341717e-19,2.273171423048737e-20,2.8373112727323273e-17,7.619573541399153e-20,2.4747521802152065e-19
1.4590027259590357e-06,0.5018043279421592,3.76,0.0,0.9295904664310881,0.9999999981218565,7.11558797397318e-13,3.1700360842680805e-35,2.941760820342733e-25,1.8221199903347508e-09,1.8494078086886785e-09,2.7496962981671132e-11,5.282714247109561e-13,3.985106427478376e-13,1.1849718634373852e-13,1.185785666267241e-12,4.6909116900421236e-14,6.097967086092021e-15,2.8928946801193854e-19,3.4119517491633746e-20,3.871470494653691e-17,9.562462291510753e-20,3.4673635411281184e-19
1.603216490411497e-06,0.5018043279418103,3.76,0.0,0.9295904662480174,0.9999999979347817,8.971871586467424e-13,3.4874898541689103e-35,3.2328659278181874e-25,2.0009366034122822e-09,2.032220331230731e-09,3.15045824179399e-11,5.990441630713578e-13,4.1974566052997413e-13,1.38772519239272e-13,1.4314894825219325e-12,5.3113751690770634e-14,6.7694502695576766e-15,3.792388827754751e-19,4.924958796466906e-20,5.129958114479522e-17,1.1727478715099442e-19,4.69716421588855e-19
1.7474302548639582e-06,0.5018043279414548,3.76,0.0,0.9295904660649214,0.9999999977476107,1.106212495227712e-12,3.8049610262158677e-35,3.5238547210670795e-25,2.1796833207235853e-09,2.2150337068701902e-09,3.558450330221671e-11,6.703076527239121e-13,4.3932885798470195e-13,1.6005788424166554e-13,1.7002409875936091e-12,5.928683032531945e-14,7.4408147398534e-15,4.852817758551136e-19,6.882785755256869e-20,6.634681131604902e-17,1.4114533831908151e-19,6.1897285717985e-19
1.8916440193164195e-06,0.5018043279410942,3.76,0.0,0.9295904658817998,0.9999999975603583,1.3387663195475197e-12,4.122465962132716e-35,3.814753140680129e-25,2.35837567499887e-09,2.3978478119958626e-09,3.972124805549911e-11,7.418851667324106e-13,4.574899538788679e-13,1.8227726463590044e-13,1.99203252785545e-12,6.540514274292981e-14,8.112134019325409e-15,6.0848561808971e-19,9.360989129516116e-20,8.407544519502983e-17,1.672355429116587e-19,7.97061720196724e-19
2.0358577837688807e-06,0.5018043279407298,3.76,0.0,0.9295904656986527,0.9999999973730375,1.5949299288556343e-12,4.4400171403575976e-35,4.1055813617677578e-25,2.53702581683057e-09,2.5806625401850397e-09,4.3902676550649835e-11,8.136528247290946e-13,4.744266860078899e-13,2.0536523695723968e-13,2.306858194167772e-12,7.145307838758727e-14,8.783488785080875e-15,7.498699237571979e-19,1.2439866224867635e-19,1.0470453490167174e-16,1.955448093318344e-19,1.006537936105202e-18
2.180071548221342e-06,0.5018043279403622,3.76,0.0,0.9295904655154799,0.9999999971856575,1.874750206147437e-12,4.757624435051881e-35,4.396355165737795e-25,2.715643265951543e-09,2.7634777997875616e-09,4.811925070474523e-11,8.855239853654135e-13,4.903093393451609e-13,2.29265481940662e-13,2.6447134696741564e-12,7.742085095910081e-14,9.454929074102725e-15,9.10408540394602e-19,1.620424193681282e-19,1.2845315073892559e-16,2.2607276045073737e-19,1.2499554226501584e-18
2.324285312673803e-06,0.5018043279399922,3.76,0.0,0.9295904653322818,0.9999999969982262,2.1782506453904463e-12,5.075296379582879e-35,4.687086993315149e-25,2.8942354938298922e-09,2.9462935118527174e-09,5.236346282470457e-11,9.574383059787474e-13,5.05284595767852e-13,2.539295069012192e-13,3.005594923258682e-12,8.330308843527633e-14,1.0126478399591449e-14,1.0910317813105872e-18,2.0743265453376184e-19,1.5554039017848278e-16,2.588192071039552e-19,1.5298672872013851e-18
2.468499077126264e-06,0.5018043279396204,3.76,0.0,0.9295904651490585,0.9999999968107494,2.505438469143753e-12,5.393040049607942e-35,4.977786589999434e-25,3.072808360634405e-09,3.1291096083712932e-09,5.662940555053203e-11,1.0293546183228651e-12,5.194787773360209e-13,2.7931556240325014e-13,3.3894999573081258e-12,8.9097745769791e-14,1.0798159178576673e-14,1.2926284094248741e-18,2.6150217015938992e-19,1.8618538124073756e-16,2.93784050144933e-19,1.848826072225766e-18
2.612712841578725e-06,0.501804327939247,3.76,0.0,0.9295904649658097,0.9999999966232317,2.8563096026879785e-12,5.710861287703061e-35,5.268461566895104e-25,3.2513664531175757e-09,3.311926030768921e-09,6.091243866790894e-11,1.1012458869611226e-12,5.330006412662891e-13,3.0538771374795586e-13,3.79642662536581e-12,9.480525383564623e-14,1.1469999763970093e-14,1.5160475059251691e-18,3.2522323794419973e-19,2.2060728313123012e-16,3.3096723422125176e-19,2.2093839284508156e-18
2.756926606031186e-06,0.5018043279388725,3.76,0.0,0.9295904647825357,0.9999999964356772,3.2308526156598437e-12,6.028765171405161e-35,5.559117888105378e-25,3.4299133582495802e-09,3.4947427285974986e-09,6.520891910885194e-11,1.1730951644265864e-12,5.459438252020676e-13,3.321150344522697e-13,4.22637350146042e-12,1.0042783516491595e-13,1.2142023222778336e-14,1.7621002506023295e-18,3.996058383520321e-19,2.590252860848284e-16,3.7036876625953607e-19,2.614092705242252e-18
2.901140370483647e-06,0.5018043279384973,3.76,0.0,0.9295904645992364,0.9999999962480887,3.6290517455356137e-12,6.346756111176922e-35,5.849760224419227e-25,3.6084518838466827e-09,3.6775596584003018e-09,6.951598302495795e-11,1.2448924398396236e-12,5.583889641225257e-13,3.594709068058309e-13,4.6793395715281964e-12,1.0596895764632203e-13,1.2814241575485827e-14,2.0315616189971904e-18,4.856959763318353e-19,3.016586104885927e-16,4.119887252206566e-19,3.0655040345532193e-18
3.045354134936108e-06,0.501804327938121,3.76,0.0,0.9295904644159121,0.9999999960604683,4.0508889066508295e-12,6.664837915846696e-35,6.140392229290716e-25,3.786984229417085e-09,3.860376782737344e-09,7.38313766169015e-11,1.3166324819050683e-12,5.704054972876115e-13,3.8743242121552797e-13,5.15532413857397e-12,1.1143291323578262e-13,1.348666215190151e-14,2.3251719945114474e-18,5.845740721993747e-19,3.487265049317584e-16,4.558272353736867e-19,3.56616943810431e-18
3.1895678993885692e-06,0.5018043279377444,3.76,0.0,0.9295904642325623,0.9999999958728181,4.4963449223129206e-12,6.983013955134996e-35,6.431016763138905e-25,3.965512116104531e-09,4.043194069351134e-09,7.815332708575451e-11,1.3883134453098915e-12,5.820532143085502e-13,4.1597986208856653e-13,5.65432674921517e-12,1.1682450068427423e-13,1.4159293805806749e-14,2.6436387015359777e-18,6.973534253469993e-19,4.0044824362429063e-16,5.018844396478078e-19,4.118640422036026e-18
3.3337816638410303e-06,0.5018043279373675,3.76,0.0,0.9295904640491875,0.9999999956851391,4.9654003694022305e-12,7.301287237782269e-35,6.7216360618620715e-25,4.144036888208333e-09,4.226011490448894e-09,8.248044162926885e-11,1.4599358596208036e-12,5.933835922259614e-13,4.450962654540672e-13,6.1763471424958276e-12,1.2214878546730108e-13,1.4832145627102677e-14,2.9876374703846987e-18,8.251787465778251e-19,4.570431239652437e-16,5.501604981821766e-19,4.7254685351185074e-18
3.4779954282934913e-06,0.50180432793699,3.76,0.0,0.9295904638657879,0.9999999954974329,5.458036234297569e-12,7.619660441386945e-35,7.01225186927434e-25,4.3225595948488075e-09,4.40882902208212e-09,8.681162612098291e-11,1.531501808152561e-12,6.044409536862508e-13,4.747670365758713e-13,6.721385211187537e-12,1.2741091675258787e-13,1.5505223481062776e-14,3.3578138400907243e-18,9.692247550561291e-19,5.187304645001146e-16,6.006555954756642e-19,5.389205409194275e-18
3.6222091927459524e-06,0.5018043279366124,3.76,0.0,0.9295904636823632,0.9999999953097,5.9742343737103735e-12,7.938135967148799e-35,7.302865546664108e-25,4.501081055055855e-09,4.591646643611149e-09,9.114602018964835e-11,1.603014306013131e-12,6.152634632259817e-13,5.049796199607917e-13,7.289440967926337e-12,1.326159908232159e-13,1.6178530313080838e-14,3.75478449962268e-18,1.1306948371051196e-18,5.857296029988716e-16,6.533699362371607e-19,6.11240280358053e-18
3.9106367216508745e-06,0.5018043279358568,3.76,0.0,0.9295904633154389,0.9999999949341574,7.077250225755005e-12,8.575402339916221e-35,7.884090480614232e-25,4.858122623021599e-09,4.957282087809795e-09,9.982190255532778e-11,1.745893788666592e-12,6.363304934151849e-13,5.669886371102918e-13,8.494606046407459e-12,1.428746138002449e-13,1.752584278525065e-14,4.631438662580866e-18,1.5108566181802327e-18,7.365407084468625e-16,7.654572085510945e-19,7.747387071412092e-18
4.170221497665304e-06,0.5018043279351764,3.76,0.0,0.929590462985122,0.9999999945960837,8.150389571907833e-12,9.149311645115047e-35,8.407194049963624e-25,5.17946083050423e-09,5.2863541407906654e-09,1.0763577163615413e-10,1.8743402172501444e-12,6.547721491902339e-13,6.245563442538628e-13,9.657976837471371e-12,1.5195945302632565e-13,1.8739231501404413e-14,5.517703836679897e-18,1.925207811139703e-18,8.926377750305733e-16,8.739277849104122e-19,9.447831071317505e-18
4.429806273679734e-06,0.5018043279344957,3.76,0.0,0.9295904626547246,0.9999999942579314,9.299643852632493e-12,9.723580649987277e-35,8.930301553737881e-25,5.500801515448163e-09,5.615426272850067e-09,1.1545303699799669e-10,2.0026717676800483e-12,6.728438196652833e-13,6.83751316638147e-13,1.0895928283801976e-11,1.609287560663889e-13,1.995339593962423e-14,6.499184191732712e-18,2.4159087629300954e-18,1.0693568998174555e-15,9.895922255762257e-19,1.1380621520843782e-17
4.689391049694164e-06,0.501804327933815,3.76,0.0,0.9295904623242466,0.9999999939197015,1.0524951266373647e-11,1.0298216901666864e-34,9.453414720198785e-25,5.822145716459354e-09,5.9444984354618965e-09,1.2327253231953425e-10,2.1309085369132626e-12,6.906342998914185e-13,7.445446086757306e-13,1.2208462346596706e-11,1.6980303982922467e-13,2.1168342068526752e-14,7.578589448373297e-18,2.9908579493019524e-18,1.2679777473691995e-15,1.112451936862887e-18,1.3560648659883506e-17
4.948975825708594e-06,0.5018043279331347,3.76,0.0,0.9295904619936884,0.9999999935813951,1.1826260926949364e-11,1.0873226897872989e-34,9.976534600084458e-25,6.143494064662913e-09,6.273570591468704e-09,1.310935222562429e-10,2.2590684786304068e-12,7.082112149246274e-13,8.069142813291536e-13,1.359558119037313e-11,1.7859985702233502e-13,2.2384072087950014e-14,8.758414839104403e-18,3.658166622032947e-18,1.4897800824730633e-15,1.2425083559965783e-18,1.6002805719900464e-17
5.208560601723024e-06,0.5018043279324541,3.76,0.0,0.9295904616630501,0.9999999932430125,1.3203531742595682e-11,1.1448615996242802e-34,1.049966183263522e-24,6.46484694453879e-09,6.6026427123451e-09,1.389155380219935e-10,2.387166913666441e-12,7.256261128302765e-13,8.708437155286185e-13,1.5057287098725013e-11,1.8733397540003143e-13,2.3600587408471227e-14,1.0040958075003095e-17,4.426141932572858e-18,1.7360437567376373e-15,1.3797629333220837e-18,1.8721989060451786e-17
5.468145377737454e-06,0.5018043279317738,3.76,0.0,0.9295904613323318,0.9999999929045541,1.4656731063341944e-11,1.2024388548041501e-34,1.102279681903825e-24,6.786204596710719e-09,6.9317147761054145e-09,1.4673827122644443e-10,2.5152165333499213e-12,7.429183599895105e-13,9.363203226705968e-13,1.6593582421620347e-11,1.960176433584616e-13,2.4817889834653978e-14,1.1428335001168159e-17,5.303271406320432e-18,2.0080487018332597e-15,1.5242171243654416e-18,2.1733098236093643e-17
5.727730153751884e-06,0.5018043279310935,3.76,0.0,0.9295904610015332,0.9999999925660199,1.618583319836049e-11,1.2600548397671166e-34,1.1545939815866553e-24,7.107567174581859e-09,7.2607867657264524e-09,1.545615140975356e-10,2.643227750972454e-12,7.601180796296502e-13,1.0033345725370648e-12,1.8204469548435814e-11,2.0466091514767065e-13,2.6035980656779964e-14,1.2922494020707192e-17,6.298208638835811e-18,2.307074923346116e-15,1.6758723907939318e-18,2.5051036023636058e-17
5.987314929766314e-06,0.5018043279304135,3.76,0.0,0.9295904606706547,0.9999999922274102,1.779081805247975e-11,1.3177098768620012e-34,1.2069090977323375e-24,7.428934771119906e-09,7.589858667992425e-09,1.6238513000270164e-10,2.771209137060817e-12,7.772483037876386e-13,1.0718792814251828e-12,1.9889950895781436e-11,2.1327199661294475e-13,2.725486016408003e-14,1.4525229360059607e-17,7.419760159850125e-18,2.6344024973991555e-15,1.8347302001326407e-18,2.8690708421909187e-17
6.246899705780744e-06,0.5018043279297335,3.76,0.0,0.9295904603396961,0.9999999918887249,1.947167007060065e-11,1.3754042124234294e-34,1.2592250388582639e-24,7.750307437310817e-09,7.91893047261621e-09,1.7020903287911712e-10,2.8991677224070876e-12,7.943266094370931e-13,1.1419490705746886e-12,2.1650028898222875e-11,2.2185755566667114e-13,2.847452833877024e-14,1.6238193282224957e-17,8.676873341000852e-18,2.991311567769315e-15,2.0007920220584497e-18,3.2667024644315685e-17
6.766069257809604e-06,0.5018043279283741,3.76,0.0,0.929590459677539,0.9999999912111289,2.3060931822758282e-11,1.490911618273972e-34,1.3638594107249901e-24,8.39306806474956e-09,8.57707375881136e-09,1.8585750734553646e-10,3.1550379453373423e-12,8.283772395007823e-13,1.2866491678891002e-12,2.5393984650561785e-11,2.3897248484322306e-13,3.091623132960765e-14,2.0000770571294813e-17,1.1634214608289117e-17,3.798995101858905e-15,2.3545335852815737e-18,4.168924136019653e-17
7.285238809838465e-06,0.5018043279270155,3.76,0.0,0.9295904590150619,0.9999999905332316,2.6953556753639473e-11,1.606578400746019e-34,1.468497111098082e-24,9.035849138979947e-09,9.235216577926881e-09,2.0150669026259228e-10,3.410871599680456e-12,8.623436865881132e-13,1.4374139669837526e-12,2.9436356392578594e-11,2.5603720124500193e-13,3.336109140584643e-14,2.4221010285694844e-17,1.5244226982061924e-17,4.740367966551938e-15,2.7371088445670667e-18,5.2237023444956454e-17
7.804408361867325e-06,0.5018043279256575,3.76,0.0,0.9295904583522652,0.9999999898550336,3.114951463165509e-11,1.7224055857799253e-34,1.5731381440178093e-24,9.67865068369199e-09,9.893358899584797e-09,2.1715644945097462e-10,3.666689676041438e-12,8.962698498409022e-13,1.5942324354929716e-12,3.377716371336914e-11,2.7307182042557273e-13,3.580910913113563e-14,2.890806185204287e-17,1.9582528923007387e-17,5.825673606280178e-15,3.1485295726357053e-18,6.442975831887733e-17
8.323577913896185e-06,0.5018043279243002,3.76,0.0,0.9295904576891489,0.9999999891765344,3.564879430121079e-11,1.8383937233210369e-34,1.6777825082104366e-24,1.0321472690175143e-08,1.0551500702728995e-08,2.3280671937088692e-10,3.922505801573039e-12,9.30182264740633e-13,1.7570992861196418e-12,3.841642619994433e-11,2.9008934056073255e-13,3.8260283672725306e-14,3.4069709220718074e-17,2.4726096394151176e-17,7.0651564547850485e-15,3.588807545488235e-18,7.838688274820629e-17
8.842747465925044e-06,0.5018043279229436,3.76,0.0,0.9295904570257126,0.9999999884977346,4.045139910977727e-11,1.954543380541418e-34,1.7824301964232834e-24,1.0964315114223353e-08,1.120964197338031e-08,2.484574960069427e-10,4.178328015394287e-12,9.640942831015273e-13,1.926013593094444e-12,4.335416343997742e-11,3.0709733747408094e-13,4.071461501274275e-14,3.9712522865402495e-17,3.0753112670389445e-17,8.469061935945503e-15,4.0579545373004e-18,9.422788245012337e-17
9.881086569982766e-06,0.5018043279202324,3.76,0.0,0.9295904556978809,0.9999999871392323,5.0966624828758895e-11,2.187328805805174e-34,1.9917355256490242e-24,1.2250061097037004e-08,1.2525922871386719e-08,2.797605413819505e-10,4.6900112559100775e-12,1.0319517236981636e-12,2.281987097377561e-12,5.4125140449622886e-11,3.4110428051596125e-13,4.563274905740001e-14,5.246346684560801e-17,4.577467640645195e-17,1.1811127375840972e-14,5.082902677189569e-18,1.3203969261518664e-16
9.999999999999997e-06,0.5018043279175239,3.76,0.0,0.9295904555457323,0.9999999869835761,5.22482979372089e-11,2.2140294204822822e-34,2.015706589209457e-24,1.2397313432778806e-08,1.2676666812919158e-08,2.8334558118510706e-10,4.7486142183617095e-12,1.0397259994262307e-12,2.3242990312169994e-12,5.5434867737636387e-11,3.4499835792654087e-13,4.619679317546593e-14,5.4049508460753666e-17,4.776970441081906e-17,1.2242146607804381e-14,5.2076593588408246e-18,1.3692447429845165e-16
1.0919425674040487e-05,0.5018043279175239,3.76,0.0,0.9295904543687701,0.9999999857795262,6.269533970028337e-11,2.420763053588809e-34,2.2010540941276615e-24,1.3535888403325412e-08,1.384220153013455e-08,3.11065639031819e-10,5.201753467934141e-12,1.0998588926097252e-12,2.662175350229364e-12,6.609025115379035e-11,3.751059389938931e-13,5.0563512480047035e-14,6.719441358037693e-17,6.529168410666131e-17,1.5933854937538998e-14,6.22346818671997e-18,1.7882214129503013e-16
1.1957764778098208e-05,0.5018043279148183,3.76,0.0,0.92959045303838,0.9999999844186164,7.56376963430998e-11,2.6548478200916766e-34,2.410385883323859e-24,1.4821796918638975e-08,1.5158477884709134e-08,3.423727342173266e-10,5.7135657524993115e-12,1.167835204406955e-12,3.0665998643357163e-12,7.924965182385653e-11,4.091130121154837e-13,5.550690526962742e-14,8.393215269513797e-17,8.995535047812843e-17,2.0919241715110225e-14,7.479745276428349e-18,2.3553277368569876e-16
1.299610388215593e-05,0.5018043279121154,3.76,0.0,0.9295904517067106,0.9999999830565031,8.979386115439684e-11,2.889585161926573e-34,2.6197308754859786e-24,1.6107786533553977e-08,1.6474751875255195e-08,3.736817909899147e-10,6.2254534024161855e-12,1.2358906473117552e-12,3.495285272863803e-12,9.360349861255284e-11,4.431306096504764e-13,6.046292826023966e-14,1.026959297954451e-16,1.2042447660605136e-16,2.6849300668744347e-14,8.851828174973071e-18,3.0312991479554493e-16
1.507278209027137e-05,0.5018043279067177,3.76,0.0,0.9295904490395325,0.999999980328664,1.2174833424617684e-10,3.3610201156584814e-34,3.0384603869181865e-24,1.868000856001981e-08,1.9107292547851084e-08,4.363058046781551e-10,7.249454167235581e-12,1.3722359895632012e-12,4.425551508492147e-12,1.2589515440202734e-10,5.111968629209589e-13,7.041286737493788e-14,1.4634406368022598e-16,2.01449346155803e-16,4.18715984235419e-14,1.1943788333690284e-17,4.7482250622674905e-16
1.7149460298386813e-05,0.5018043279013309,3.76,0.0,0.9295904463672341,0.9999999775960088,1.5856018439716048e-10,3.8350777203110253e-34,3.4572424681460916e-24,2.1252553498410235e-08,2.173982310974061e-08,4.989376695323501e-10,8.273759215822512e-12,1.5088989910035568e-12,5.4531962447069146e-12,1.6296646564706343e-10,5.793082485061814e-13,8.041333524127739e-14,1.9821392387421552e-16,3.1371718886407817e-16,6.165716069815197e-14,1.5500102764977607e-17,7.015817411880684e-16
1.9226138506502256e-05,0.5018043278959552,3.76,0.0,0.9295904436898141,0.9999999748585361,2.002308486432475e-10,4.311767079097999e-34,3.876076961214926e-24,2.382542037853774e-08,2.437234312726141e-08,5.615773828696072e-10,9.298366357838696e-12,1.6458752021497135e-12,6.578444509927553e-12,2.0481867781566375e-10,6.474629748458877e-13,9.046433707818838e-14,2.5834476236714454e-16,4.626163365800757e-16,8.686264109948636e-14,1.9521525835387506e-17,9.911013922088967e-16
2.337949492273314e-05,0.5018043278852361,3.76,0.0,0.9295904383196026,0.9999999693691348,2.981543428146188e-10,5.2730750390236505e-34,4.713902560716529e-24,2.8972116141111974e-08,2.9637349786282598e-08,6.868802578672142e-10,1.1348483000454578e-11,1.9207639477195796e-12,9.122647071068776e-12,3.0287077525158657e-10,7.838999990001121e-13,1.1071796357664547e-13,4.034418943577376e-16,8.919791006548148e-16,1.5616165147998114e-13,2.896271629107859e-17,1.789280748675933e-15
2.7532851338964027e-05,0.5018043278745604,3.76,0.0,0.929590432928885,0.9999999638604536,4.155302428958894e-10,6.2450166998530615e-34,5.551935937008801e-24,3.412008817709246e-08,3.4902309035216685e-08,8.122142391777095e-10,1.3399800827045727e-11,2.1969019171735502e-12,1.2059948085235628e-11,4.2006137712462945e-10,9.205073504534636e-13,1.3117378814562484e-13,5.817344266465461e-16,1.5328970387769162e-15,2.5502669665052425e-13,4.027339959206377e-17,2.9311526538191165e-15
3.58395641714258e-05,0.5018043278533378,3.76,0.0,0.9295904220858809,0.999999952785223,7.086847731877229e-10,8.221091958985135e-34,7.228621014271466e-24,4.4419830312815404e-08,4.543207132972244e-08,1.0629747474434703e-09,1.7506033716375007e-11,2.7529354888630208e-12,1.912099893375273e-11,7.118976372328362e-10,1.194237129977276e-12,1.7269219196615025e-13,1.038016116758967e-15,3.623331368009197e-15,5.625127740325321e-13,6.852742073857898e-17,6.494437484132868e-15
4.414627700388757e-05,0.5018043278322857,3.76,0.0,0.9295904111607006,0.9999999416327882,1.079785311988601e-09,1.0240573028796412e-33,8.906122171027164e-24,5.47245852081705e-08,5.596160206505844e-08,1.3138574053680505e-09,2.1617044341923425e-11,3.3139799122563993e-12,2.7775910621401862e-11,1.0804063695886033e-09,1.4686528590864587e-12,2.1501986085342078e-13,1.6274433111163475e-15,7.081957065227625e-15,1.05146110965701e-12,1.0433198879813145e-16,1.2179145627450562e-14
5.245298983634934e-05,0.501804327811402,3.76,0.0,0.9295904001532432,0.9999999304030942,1.5289223188474319e-09,1.2304038135610621e-33,1.0584429364646962e-23,6.503429115858943e-08,6.649087327813967e-08,1.564860713120125e-09,2.5732809726988497e-11,3.8800354319555395e-12,3.803900127387765e-11,1.5256660614948862e-09,1.74375298696121e-12,2.581570928456506e-13,2.350188967448051e-15,1.2257385489486404e-14,1.764071152834094e-12,1.4773556713117192e-16,2.0486531949736616e-14
6.075970266881111e-05,0.5018043277906851,3.76,0.0,0.9295903890634081,0.9999999190960859,2.056185814260997e-09,1.4412068910996797e-33,1.2263532530772146e-23,7.534888632581638e-08,7.701985698576663e-08,1.8159831652819184e-09,2.9853307063642755e-11,4.45110282261169e-12,4.9924592051768125e-11,2.0477547558575153e-09,2.01953620822303e-12,3.0210417176478493e-13,3.2064324103537807e-15,1.9498730541009884e-14,2.7426032470806384e-12,1.9878667920016777e-16,3.192105492342336e-14
6.906641550127288e-05,0.5018043277701328,3.76,0.0,0.9295903778910954,0.9999999077117095,2.6616653800777153e-09,1.6565245280456567e-33,1.394342158339263e-23,8.566830873843246e-08,8.754852518536327e-08,2.0672232528988607e-09,3.3978513696971685e-11,5.027183165848115e-12,6.344700694285633e-11,2.6467500517358007e-09,2.29600144567237e-12,3.4686136718828945e-13,4.196364055313538e-15,2.9155593617122545e-14,4.029377287003288e-12,2.575339075086357e-16,4.699036367893373e-14
8.567984116619642e-05,0.5018043277295153,3.76,0.0,0.9295903552986403,0.9999998847106364,4.1076289841458845e-09,2.1009355844230897e-33,1.7305516905246435e-23,1.063213868062054e-07,1.086048029647599e-07,2.5700502850780372e-09,4.224296350201085e-11,6.194386105047517e-12,9.54596170102393e-11,4.075768751915637e-09,2.8509733601960195e-12,4.388071146475011e-13,6.578032415557051e-15,5.711657506475963e-14,7.697201740337049e-12,3.9831134343004153e-16,9.007890939499113e-14
9.999999999999998e-05,0.5018043276895348,3.76,0.0,0.9295903355591106,0.999999864635719,5.605888924127004e-09,2.4990344094808634e-33,2.0205946871198845e-23,1.2413849075836284e-07,1.2675326163495002e-07,3.0038320567041936e-09,4.9381516140547645e-11,7.2165701723127215e-12,1.2844107332261232e-10,5.5551076125642344e-09,3.331516975372743e-12,5.206635787536074e-13,9.061773111392627e-15,9.224371166524094e-14,1.2244240168455738e-11,5.448145285180372e-16,1.4368436032715208e-13
0.00010229326683111996,0.5018043276895348,3.76,0.0,0.9295903323750865,0.999999861399449,5.86752106746833e-09,2.5641012831935428e-33,2.0670634227060993e-23,1.2699302703749092e-07,1.2965948223791441e-07,3.0733296781360937e-09,5.052597541006756e-11,7.381650134808464e-12,1.3419147214865209e-10,5.813334128271802e-09,3.4086593732331113e-12,5.339962058537423e-13,9.496645539457663e-15,9.894675641704787e-14,1.3107240035939161e-11,5.704576817556746e-16,1.538764773793618e-13
0.0001189066924960435,0.5018043276501759,3.76,0.0,0.929590309119651,0.9999998377777296,7.942042521261317e-09,3.046485983114419e-33,2.4038692121716177e-23,1.476827291150329e-07,1.5071233835603218e-07,3.577049252126156e-09,5.882736389990976e-11,8.588979392458657e-12,1.7975724357581294e-10,7.860051022536663e-09,3.969049715660071e-12,6.324302818601689e-13,1.2953580612144675e-14,1.5746003607004733e-13,2.0600065173626568e-11,7.743635977481193e-16,2.425580400840182e-13
0.00013552011816096704,0.5018043276114235,3.76,0.0,0.9295902855315579,0.9999998138450673,1.0331887202918874e-08,3.5485538922235064e-33,2.7409608850195226e-23,1.6838999080292826e-07,1.7176314641977476e-07,4.081196780189277e-09,6.714694201908739e-11,9.816376759034789e-12,2.3227162382722342e-10,1.0216517171827102e-08,4.532134523243263e-12,7.341107535783497e-13,1.695017332891412e-14,2.3547741422446175e-13,3.051708393287267e-11,1.0104206058173795e-15,3.6034880380168573e-13
0.00015213354382589059,0.5018043275732625,3.76,0.0,0.9295902616100385,0.999999789601059,1.3037741883264096e-08,4.0707691551988734e-33,3.078330237038545e-23,1.8911430800068585e-07,1.928116812961425e-07,4.585759990059202e-09,7.548452129228878e-11,1.106384367649129e-11,2.918493184132075e-10,1.2883323162324005e-08,5.09790373360746e-12,8.390388008174841e-13,2.1487720808268353e-14,3.358267342994045e-13,4.3200503026778974e-11,1.279021013985709e-15,5.115242639145995e-13
0.00016874696949081413,0.501804327535678,3.76,0.0,0.9295902373543317,0.9999997650453089,1.6060286166392626e-08,4.613595531204754e-33,3.4159690344258883e-23,2.0985517478733787e-07,2.1385771763363429e-07,5.090726565116154e-09,8.383991169891855e-11,1.233138009798538e-11,3.5860503782996094e-10,1.5861052355181368e-08,5.6663470512064925e-12,9.472153718238032e-13,2.6567470721308088e-14,4.613424763750918e-13,5.899329991410505e-11,1.5805578815559265e-15,7.004104670200532e-13
0.0002019738208206612,0.5018043274621755,3.76,0.0,0.9295901878373499,0.9999997149970363,2.30581257420931e-08,5.762935046295128e-33,4.092021886751789e-23,2.5138452462457056e-07,2.5594139228550555e-07,6.101820329323412e-09,1.0060335836830902e-10,1.4926654047273958e-11,5.141093706437831e-10,2.275157732328864e-08,6.811213825335578e-12,1.173316716048745e-12,3.8358324377603903e-14,7.992429553630567e-13,1.0128260782054978e-10,2.284016722910167e-15,1.2088729304059084e-12
