Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637)
1e-11,0.712645552632209,3.76,0.0,0.6347400368448678,0.9999999999300138,3.056700808883834e-21,1.4743581732058081e-33,6.093080438478742e-23,8.326165521478839e-11,6.998609565913626e-11,4.409963445651247e-18,1.1265349721259838e-16,1.3275050897191574e-11,3.716779227704422e-16,5.626642928291868e-18,1.3645450979228852e-16,9.034098313371237e-19,5.542943554600691e-24,1.3530986082607035e-26,4.0077967469943354e-25,2.0876465697649696e-26,2.8101718502259992e-24,2.8855552816533005e-18,2.486475954679913e-37,2.065441957424095e-36,7.978976871845356e-41,3.316553912745444e-55,1.6815714288844823e-16,1.2335177018176145e-19,1.6064797456816317e-29,6.897623568654051e-32,3.7942255335514706e-28,7.632523241984753e-23,4.2904164772473104e-24,4.1125315767954636e-46,7.934693051914564e-43,7.606363941623492e-51,5.56876837783087e-55,7.674937048964571e-41,9.844572536680512e-32,9.614995583427697e-57,1.9910423869603142e-63
1.3786712313643812e-11,0.712645552632209,3.76,0.0,0.6347400368133389,0.999999999903512,5.8857465114608876e-21,2.8388624763554474e-33,1.0361696676495724e-22,1.1479051162692633e-10,9.648781621956204e-11,7.499578504678831e-18,1.9158559524010582e-16,1.8301830349552963e-11,5.779059694720419e-16,9.569160517482598e-18,2.2287659493238067e-16,1.5362904260669207e-18,9.43496876665665e-24,2.6054103040560026e-26,7.274192209815971e-25,4.019804871067511e-26,5.410488329812979e-24,4.9073681413620816e-18,5.122922446657889e-37,4.258525426839079e-36,1.7054795218567526e-40,7.221837351223834e-55,2.317858641258747e-16,2.0973795373538448e-19,3.0973729208875824e-29,1.3281979504440665e-31,7.294954668172841e-28,1.4680740103968023e-22,8.4035154956599e-24,8.790048901292745e-46,1.6960377793490114e-42,1.6560064529177925e-50,1.2123872811001915e-54,1.5916704880272626e-40,2.02840146492954e-31,2.1133450789963696e-56,4.3824942845088947e-63
2.068008015762637e-11,0.712645552633418,3.76,0.0,0.6347400367559433,0.9999999998552677,1.682946593153642e-20,8.117017513191585e-33,2.2014812079851837e-22,1.7218607240828318e-10,1.4473180460050674e-10,1.5934716584852807e-17,4.071163989169898e-16,2.7452429564849002e-11,1.0830214185116087e-15,2.033519081196557e-17,4.490237278014077e-16,3.263933663192916e-18,2.0110141022458947e-23,7.449819661058357e-26,1.8769092705367167e-24,1.149399430746408e-25,1.5463563492371925e-23,1.0428156473087114e-17,1.8763793899240538e-36,1.61680093867423e-35,7.97112586645672e-40,3.8616148333038647e-54,3.475221251997896e-16,4.454272449050263e-19,8.906061796032102e-29,3.799443864407005e-31,2.072491334064936e-27,4.178214873199886e-22,2.5779418205314777e-23,4.110671246710505e-45,7.645730063653518e-42,8.980946818685935e-50,6.574324823907863e-54,6.118851635910005e-40,7.431585543804085e-31,1.397764169311502e-55,3.0270260724427844e-62
2.7573448001608926e-11,0.7126455526346268,3.76,0.0,0.6347400366985475,0.9999999998070235,3.5498034969441664e-20,1.712129218703943e-32,3.7548711509818836e-22,2.2958175778777173e-10,1.9297579206751752e-10,2.717977917253556e-17,6.944877767360405e-16,3.660282990274558e-11,1.7178299614662524e-15,3.4690570846217674e-17,7.439909868139043e-16,5.5668120432737136e-18,3.440746553196589e-23,1.5713879584657465e-25,3.7529931992271786e-24,2.4243900404988492e-25,3.260364244641012e-23,1.7789201554032297e-17,4.7382081475130295e-36,4.3212066621333495e-35,2.475878152229203e-39,1.4717773047241414e-53,4.631643835364927e-16,7.594288593350772e-19,1.887888708723614e-28,8.018304937897888e-31,4.346062129788142e-27,8.775882580356696e-22,5.770166742603964e-23,1.3252471254206624e-44,2.561056796774451e-41,3.3466038492579023e-49,2.4496054467070635e-53,1.6366635217727634e-39,1.8769956984884606e-30,6.192146596322936e-55,1.3820670150485137e-61
4.136018368957404e-11,0.7126455526370447,3.76,0.0,0.6347400365837554,0.9999999997105347,9.695529056637833e-20,4.6771441570377004e-32,7.771919944966773e-22,3.4437342097666617e-10,2.894637648559627e-10,5.626199456853855e-17,1.4378313955095251e-15,5.4903163840549896e-11,3.2918200586210695e-15,7.182629684476417e-17,1.4954315678082283e-15,1.1521661982258231e-17,7.163138536917134e-23,4.292057839570235e-25,9.883387942864518e-24,6.6216423913163005e-25,8.898932325256469e-23,3.683024988535006e-17,1.6450598873564769e-35,1.7217747139084562e-34,1.2098348536363416e-38,1.0621666786767937e-52,6.94228522691481e-16,1.5708585750051823e-18,5.198134658856196e-28,2.1927398105077508e-30,1.1756194321973422e-26,2.3801953066118532e-21,1.7258503047839774e-22,7.282820052280701e-44,1.5181956508400402e-40,2.3283004945408023e-48,1.7040051950694127e-52,6.523668846011655e-39,6.518175846047549e-30,6.369282269723914e-54,1.4797518319214423e-60
5.5146919377539155e-11,0.7126455526394623,3.76,0.0,0.6347400364689629,0.9999999996140456,2.0286128180814124e-19,9.787731367576973e-32,1.3214659536682965e-21,4.5916554237267583e-10,3.859517342818625e-10,9.567026108921918e-17,2.4453461995088076e-15,7.320276647564115e-11,5.3427145135595135e-15,1.2216397067512476e-16,2.499920020265531e-15,1.9589317055270116e-17,1.2249912456612543e-22,8.980709491282706e-25,2.0392110528173397e-23,1.3854469049843187e-24,1.8608164513127096e-22,6.263854706016854e-17,4.0860343013791326e-35,4.628700077262423e-34,3.774668723936066e-38,3.990761448680552e-52,9.249476257689601e-16,2.669286383944613e-18,1.0952373950870451e-27,4.59392302394646e-30,2.438820754816181e-26,4.949283767731693e-21,3.886723662418767e-22,2.334968769682854e-43,5.025958015703058e-40,8.782636554452831e-48,6.426965483114244e-52,1.7855735211050432e-38,1.6193377523282402e-29,2.759254467477021e-53,6.724428066828989e-60
6.893365506550426e-11,0.71264555264188,3.76,0.0,0.6347400363541702,0.9999999995175562,3.6929815522471123e-19,1.782122442141114e-31,2.018378972039412e-21,5.739581547172269e-10,4.824397001036815e-10,1.4613648918151669e-16,3.735891717878915e-15,9.15015856046347e-11,7.904559091759016e-15,1.866487019549274e-16,3.775508440502974e-15,2.991864954156674e-17,1.8820561092609252e-22,1.6349607587598388e-24,3.676946901791164e-23,2.5221119155000318e-24,3.385439576570985e-22,9.569744241095347e-17,8.616426272642677e-35,1.0345385642652335e-33,9.664172918089997e-38,1.2113827517198584e-51,1.155297566009509e-15,4.07442164329516e-18,2.0076760350570535e-27,8.374923143838002e-30,4.40142545721907e-26,8.953291888176574e-21,7.581201916964421e-22,6.094642017488528e-43,1.3445273331187001e-39,2.6368108591449943e-47,1.9293277945634838e-51,4.13295819242932e-38,3.415572725743242e-29,9.681381824416643e-53,2.445805510284257e-59
9.650712644143449e-11,0.7126455526467158,3.76,0.0,0.6347400361245826,0.9999999993245766,9.750334883166501e-19,4.706811815577775e-31,3.878941812584428e-21,8.035448831741156e-10,6.754156206995211e-10,2.808990754396673e-16,7.183786543424222e-15,1.2809682434947552e-10,1.4593065923404908e-14,3.5896227080331974e-16,7.156859939462597e-15,5.749059436483684e-17,3.6652283694307934e-22,4.317143091190865e-24,9.529794832280561e-23,6.658817877776903e-24,8.923403721415652e-22,1.840222945165368e-16,3.095132125799246e-34,3.990982441279491e-33,5.408946904895848e-37,1.0087930387932534e-50,1.6148702748153455e-15,7.81874266516721e-18,5.3954913840914286e-27,2.219654230072896e-29,1.1353880193500154e-25,2.324044955467329e-20,2.3564079401297206e-21,3.397417108371188e-42,7.534661644572013e-39,2.2153382448084964e-46,1.619878317993613e-50,1.8650054038615055e-37,1.2279601794040784e-28,1.3683353510577377e-51,4.339340305423241e-58
9.999999999999999e-11,0.7126455526515513,3.76,0.0,0.6347400360954992,0.9999999993001308,1.0832122023899276e-18,5.229256762963098e-31,4.158746884900053e-21,8.326279582135301e-10,6.998608728934243e-10,3.011690293436541e-16,7.702570541008553e-15,1.3273230456991131e-10,1.558840411020121e-14,3.848926912365248e-16,7.663742709062842e-15,6.163659168372582e-17,3.9364319782570005e-22,4.796191680014806e-24,1.0565180591658615e-22,7.3975824132622e-24,9.911135480854972e-22,1.973123027866798e-16,3.5621519200727744e-34,4.625746805464881e-33,6.548722388328312e-37,1.2824950472209957e-50,1.6729802759979514e-15,8.381102547516988e-18,6.008197323780123e-27,2.4671953114806056e-29,1.2573341877684063e-25,2.5758452359792454e-20,2.671620037467434e-21,4.108591016963565e-42,9.130798826089618e-39,2.8099443385384616e-46,2.054466084398108e-50,2.2089591396791006e-37,1.4134066100578476e-28,1.8291529564663542e-51,5.970578499629995e-58
1.2408059781736472e-10,0.7126455526515513,3.76,0.0,0.6347400358949928,0.9999999991315958,2.021445919953711e-18,9.760952361982428e-31,6.35774262446696e-21,1.033133605819485e-09,8.683915266368549e-10,4.604885166961689e-16,1.1781070536510211e-14,1.6468888135185864e-10,2.3356527774531977e-14,5.88766361160345e-16,1.163894870129405e-14,9.421765645782127e-17,6.083482561816312e-22,8.95113381750075e-24,1.9502202711542971e-22,1.3804829860690463e-23,1.847209996790348e-21,3.017952822092476e-16,7.908357287321336e-34,1.0594472635839144e-32,1.7937383902836466e-36,4.156204575930583e-50,2.0729514158470864e-15,1.2796897628579094e-17,1.1355499716718845e-26,4.617155732526759e-29,2.30534526713346e-25,4.745146316967158e-20,5.5346758682340354e-21,1.1202258971395842e-41,2.510359500058735e-38,9.034924188203931e-46,6.6038044300997515e-50,5.559655818567634e-37,3.13959177472765e-28,6.840302113222778e-51,2.402435129988243e-57
1.7922754056922518e-10,0.7126455526612223,3.76,0.0,0.6347400354358073,0.9999999987456304,6.073556452114772e-18,2.9341976464172672e-30,1.3164219229927503e-20,1.4923170334436779e-09,1.2543432944753668e-09,9.538502664621224e-16,2.4422835238508837e-14,2.378634530779442e-10,4.7106511816639314e-14,1.2209256123198018e-15,2.3903750596028572e-14,1.9503302699526802e-16,1.2930780984716862e-21,2.689933218269069e-23,5.747603777705629e-22,4.147547919479984e-23,5.53032757660474e-21,6.256719846995011e-16,3.3644077606604444e-33,4.7391836876826794e-32,1.2231950352790268e-35,4.3350018724515624e-49,2.984664987047853e-15,2.6415675401514613e-17,3.5199118213769383e-26,1.397426766214013e-28,6.604682289025982e-25,1.3763416220841931e-19,2.0991423943071592e-20,7.450259120250865e-41,1.6701866667327614e-37,9.152332179520805e-45,6.681153948454831e-49,3.210501767426114e-36,1.3372673735924687e-27,1.1335979245563656e-49,5.3678072111350435e-56
2.895214260729461e-10,0.7126455526805643,3.76,0.0,0.6347400345174108,0.9999999979736849,2.610926179381768e-17,1.2622708432344318e-29,3.413696880429721e-20,2.4107078217419423e-09,2.026246653579979e-09,2.4755164926874194e-15,6.349191927099291e-14,3.8417443804266253e-10,1.1949255367887647e-13,3.176105275843958e-15,6.162853464329494e-14,5.054680608907791e-16,3.534773448892535e-21,1.1568088205045546e-22,2.4197487689818095e-21,1.7827755522561854e-22,2.3587253189462985e-20,1.6267374102564212e-15,2.269972421113107e-32,3.435571352143047e-31,1.5853082428906576e-34,9.902028496238953e-48,4.790458711100393e-15,6.805900717013867e-17,1.5954132367179138e-25,6.096263247802675e-28,2.5707873190107417e-24,5.489517348674906e-19,1.2751723326763743e-19,9.137643951958388e-40,2.0408743857113364e-36,1.9300199949602798e-43,1.4051285528551587e-47,3.4535809837069716e-35,9.023677536309495e-27,4.5080347993229465e-48,3.3195714221022824e-54
5.101091970803879e-10,0.7126455527192479,3.76,0.0,0.6347400326805169,0.9999999964297358,1.4698985102944196e-16,7.113002191249246e-29,1.0523596820663635e-19,4.247585161188295e-09,3.570052662037943e-09,7.644270154532357e-15,1.9674658510053745e-13,6.766438587661805e-10,3.637598505770129e-13,9.855180708753328e-15,1.898001189613646e-13,1.5564383674793285e-15,1.2055636243795244e-20,6.517807537377912e-22,1.3397524264147535e-20,1.0034385175592335e-21,1.306199998351925e-19,5.0420389818444416e-15,2.033009877568528e-31,3.514518986308108e-30,3.117535127710897e-33,3.8135456332292944e-46,8.332793713772809e-15,2.0704382055606114e-16,9.579958479146337e-25,3.525570110433939e-27,1.2010904860436063e-23,2.6727619555753106e-18,1.0724155465786896e-18,1.6918460816731722e-38,3.798875266718678e-35,6.167536679850508e-42,4.4703162732132365e-46,5.7925137426477094e-34,8.007721901061139e-26,3.0814705222779787e-46,3.615076924949581e-52
7.306969680878298e-10,0.7126455527579308,3.76,0.0,0.6347400308434881,0.9999999948857088,4.186493901506487e-16,2.028953190170744e-28,2.1483841381432825e-19,6.084590225158771e-09,5.1138577196513435e-09,1.5628391389349167e-14,4.0345700029247425e-13,9.689099891994414e-10,7.406246170830256e-13,2.023268768377675e-14,3.881919371127678e-13,3.1742990448319144e-15,2.6672950125580996e-20,1.857451698591646e-21,3.7926542649794455e-20,2.85748201370151e-21,3.676515633922459e-19,1.0341482051344782e-14,7.05124153387218e-31,1.3539002457731498e-29,1.5355254224695225e-32,2.4812404816106033e-45,1.1784428371939953e-14,4.178508005114522e-16,2.8036771871931584e-24,1.0217349408951253e-26,3.0100449221988366e-23,6.879944428264748e-18,3.659578256438454e-18,8.321304977699309e-38,1.9583999251041408e-34,3.702918266832706e-41,2.6797647502342533e-45,2.7694556109026487e-33,2.7507105474656795e-25,2.3039233549811397e-45,3.0000058717933107e-51
9.512847390952717e-10,0.7126455527966137,3.76,0.0,0.6347400290063245,0.999999993341604,9.012051231820825e-16,4.375236224998977e-28,3.6243477350379224e-19,7.921723070334116e-09,6.657661820121192e-09,2.640214711182595e-14,6.835771256345298e-13,1.2609729811427832e-09,1.2499990623684262e-12,3.4318041457294354e-14,6.566981284515732e-13,5.349958942746818e-15,4.8382446867756523e-20,4.000677635020115e-21,8.136623141523771e-20,6.150216926584676e-21,7.826822685216405e-19,1.752494560377212e-14,1.731659823007374e-30,3.654158015225228e-29,4.982131614102907e-32,1.0240136615947098e-44,1.5147610604937488e-14,6.971466833548577e-16,6.1202311995903725e-24,2.232631271004824e-26,5.783869328012459e-23,1.3516140149212873e-17,8.917305728224982e-18,2.722191546580307e-37,6.632595542777705e-34,1.4030631249462116e-40,1.0140553806482737e-44,8.922171272869419e-33,6.676636141267317e-25,1.0899919913314945e-44,1.52779866747962e-50
9.999999999999999e-10,0.7126455528352955,3.76,0.0,0.6347400286005817,0.9999999930005888,1.0445771844902777e-15,5.073555103839485e-28,4.000821357138593e-19,8.327458197927416e-09,6.998599989724904e-09,2.915396374356343e-14,7.553294412069377e-13,1.3254456794600905e-09,1.3803418897680804e-12,3.792983079586662e-14,7.254330348073348e-13,5.904385917133815e-15,5.427148460957744e-20,4.637792207005889e-21,9.425589820638447e-20,7.128382063135062e-21,9.047345319695211e-19,1.9365326102975374e-14,2.0601029678005473e-30,4.4479900408753156e-29,6.338890638647148e-32,1.394114357335986e-44,1.5878727620056498e-14,7.676106123397076e-16,7.105650908175698e-24,2.596750694274982e-26,6.531933958298369e-23,1.5336029089283033e-17,1.0594624584356034e-17,3.472129164832639e-37,8.52578965907963e-34,1.856830853483196e-40,1.3415004283972307e-44,1.1349983797466053e-32,7.915180069393427e-25,1.5514823949521506e-44,2.2251756877914407e-50
1.1718725101027135e-09,0.7126455528352955,3.76,0.0,0.6347400271690261,0.9999999917974216,1.6567654660064803e-15,8.057936035725507e-28,5.475049354553873e-19,9.758983755104598e-09,8.201464956940034e-09,3.993916786436003e-14,1.037059390560401e-12,1.5528329911941367e-09,1.8917925701805144e-12,5.212083351497415e-14,9.952094200608402e-13,8.074162993616891e-15,7.821203617266735e-20,7.358957692985576e-21,1.4925798171798307e-19,1.1304777868662417e-20,1.4231877439128697e-18,2.6592305591771763e-14,3.5129019981454544e-30,8.074747840974132e-29,1.2846897891711085e-31,3.2742367741929294e-44,1.8424609267222342e-14,1.0415977436647853e-15,1.1313404884197338e-23,4.160858687854152e-26,9.562720749155829e-23,2.2780766904103878e-17,1.8004103601596418e-17,7.0789654382543715e-37,1.769317240701629e-33,4.1099828838681166e-40,2.9668846353025823e-44,2.3004935563858185e-32,1.3358575784503075e-24,3.9647187957190905e-44,5.917342642170541e-50
1.6130480521175972e-09,0.7126455529126584,3.76,0.0,0.6347400234940247,0.9999999887088242,4.2169745691497716e-15,2.0585022185324987e-27,1.02817570596021e-18,1.3433888858467396e-08,1.1289068315521466e-08,7.520654959806323e-14,1.9639339061251354e-12,2.1359446445846233e-09,3.5723012527084756e-12,9.891348554000225e-14,1.8818428876623726e-12,1.5134695909693937e-14,1.6603438842226966e-19,1.8752590192676385e-20,3.7895121884375085e-19,2.8765390385572525e-20,3.5447585774864225e-18,5.0378256494326093e-14,1.0254379906658229e-29,2.743917817637597e-28,5.646384173703265e-31,2.1376519991490724e-43,2.472816061188058e-14,1.91422852706095e-15,2.85935773410256e-23,1.0848024306632632e-25,2.0091346599022457e-22,4.9360348966535953e-17,5.218877624447895e-17,3.141372689624527e-36,8.186165558500676e-33,2.221442343579071e-39,1.5998899845631745e-43,1.0152234307882136e-31,3.770073936105924e-24,3.290739556309539e-43,5.5491306969121254e-49
2.054223594132481e-09,0.7126455529900192,3.76,0.0,0.6347400198184835,0.9999999856199169,8.596728930905997e-15,4.2110966019147984e-27,1.6527979345863919e-18,1.710930599879545e-08,1.4376667743284901e-08,1.2122322238308073e-13,3.183698794481252e-12,2.7182461999400722e-09,5.781425269069758e-12,1.6068500718046693e-13,3.04721825732532e-12,2.4284222895019614e-14,2.983569240508e-19,3.82738298488102e-20,7.714721224520201e-19,5.862372695847716e-20,7.075906962281168e-18,8.169834320135643e-14,2.2932799254982348e-29,6.952168958596665e-28,1.7273606206075993e-30,8.486014563235904e-43,3.0712311652002786e-14,3.0109621102108995e-15,5.711265193903316e-23,2.257186172028912e-25,3.4434935335725426e-22,8.669210103846504e-17,1.1594827830100722e-16,9.549162125102504e-36,2.579949000842158e-32,7.744453053201781e-39,5.568312966017146e-43,3.0859804597016383e-31,8.123464484080931e-24,1.4723857035520258e-42,2.6919999739223365e-48
2.4953991361473647e-09,0.7126455530673785,3.76,0.0,0.634740016142402,0.9999999825307009,1.5319121871914042e-14,7.528068785173387e-27,2.417211916761905e-18,2.0785235659587063e-08,1.7464263185443803e-08,1.777747172332174e-13,4.6959518413888655e-12,3.299738968671959e-09,8.518402000460358e-12,2.37511379591784e-13,4.4904173310612926e-12,3.54495792312566e-14,4.838039380776048e-19,6.828614562093538e-20,1.3736533544627535e-18,1.0443421477380564e-19,1.2345824508951033e-17,1.2055152220996074e-13,4.372408782783659e-29,1.4780908102560055e-27,4.305133970312225e-30,2.6428673128603018e-42,3.639434416783873e-14,4.307427016223725e-15,9.874017868127871e-23,4.0954155309745593e-25,5.224677255464011e-22,1.3411849983823623e-16,2.1932106746733878e-16,2.344303883603057e-35,6.552649328942015e-32,2.1337215772034564e-38,1.531899772569214e-42,7.601545098681969e-31,1.4854863641504317e-23,5.032937371369912e-42,9.807458344518416e-48
3.377750220177132e-09,0.7126455532220916,3.76,0.0,0.634740008788618,0.9999999763513442,3.782190095555897e-14,1.8692139901440473e-26,4.3501992343964624e-18,2.8138634382179145e-08,2.3639441900418204e-08,3.216823742542948e-13,8.596353974739418e-12,4.46030319941477e-09,1.557295536528686e-11,4.36603590478047e-13,8.206731935385994e-12,6.356370762187116e-14,1.047368503831626e-18,1.6909447354910213e-19,3.3894610532540966e-18,2.5766235240385587e-19,2.9107516414254797e-17,2.2085309767024316e-13,1.1831376997931383e-28,4.9174399353331244e-27,1.9871619077501324e-29,2.086944772601887e-41,4.691180897538397e-14,7.41946877012054e-15,2.23081527225278e-22,1.0428669765145919e-24,9.677938782447901e-22,2.549284266755437e-16,5.777248080835811e-16,1.0021848579333688e-34,3.037495923182712e-31,1.1682818727570641e-37,8.356365057070106e-42,3.2751770747465174e-30,3.6097976190225635e-23,4.96053840630794e-41,1.193129500012213e-46
4.260101304206899e-09,0.7126455533767978,3.76,0.0,0.6347400014326707,0.9999999701707594,7.576303235941687e-14,3.7610304540599387e-26,6.797241242936967e-18,3.54940886693808e-08,2.9814604037769985e-08,5.053521642647273e-13,1.3662017341539963e-11,5.617647372358791e-09,2.473007792626644e-11,6.967292248437415e-13,1.3023720438450052e-11,9.895951018003468e-14,1.9228546578254903e-18,3.3977774158188684e-19,6.789609583279562e-18,5.157778228287396e-19,5.57449313615959e-17,3.512749016792743e-13,2.512315619773442e-28,1.225976375996274e-26,6.229129196550735e-29,9.233156842233865e-41,5.639684468916164e-14,1.1095834791535701e-14,4.0456820304973997e-22,2.1390506636617576e-24,1.5115714479889497e-21,4.0484707765285333e-16,1.1885390192853973e-15,2.9424831468524298e-34,9.506835062134372e-31,4.006012076255809e-37,2.8590484708280674e-41,9.733370465538984e-30,6.853701777114746e-23,2.409655375200983e-40,6.3110728178502e-46
5.142452388236666e-09,0.7126455535314977,3.76,0.0,0.6347399940745577,0.9999999639889506,1.3314334279570586e-13,6.632389418089418e-26,9.730259759854865e-18,4.285160206704708e-08,3.5989749178838536e-08,7.272765976890918e-13,1.9889834036252502e-11,6.771781371429655e-09,3.5983942128171334e-11,1.0183897449790245e-12,1.8934396591787632e-11,1.4115674044278185e-13,3.1754216500742394e-18,5.990629663955538e-19,1.1935300282246026e-17,9.057760950121831e-19,9.375590110649583e-17,5.118089056729341e-13,4.597913542568274e-28,2.5588395883488815e-26,1.5562850617919073e-28,3.0559269540919602e-40,6.49532827423748e-14,1.5205275642262766e-14,6.406916079443631e-22,3.829188107355144e-24,2.1320241674458815e-21,5.774711646142385e-16,2.1002303895527424e-15,6.9231529153767215e-34,2.371091802894225e-30,1.0622915180077045e-36,7.569448835470719e-41,2.32629687300278e-29,1.119202452268957e-22,8.439807268664855e-40,2.338802930022664e-45
6.024803472266434e-09,0.7126455536861915,3.76,0.0,0.634739986714277,0.9999999578059233,2.1394972090078546e-13,1.0685743427480136e-25,1.3122791827088812e-17,5.021117804409927e-08,4.2164876906569835e-08,9.860087724069799e-13,2.7276693103819816e-11,7.922714989248074e-09,4.9328742775369926e-11,1.402053101164335e-12,2.5931814322032587e-11,1.8970849041080724e-13,4.869593410132462e-18,9.659510898031352e-19,1.9187809274476466e-17,1.45447009536476e-18,1.442747379552978e-16,7.024470869880437e-13,7.615488676709207e-28,4.7398728832552604e-26,3.352680581677514e-28,8.478293074995635e-40,7.267391387002927e-14,1.9636982155132147e-14,9.25612026967689e-22,6.244368626561566e-24,2.8105824439755437e-21,7.672848140499273e-16,3.349797598339703e-15,1.4068679588643191e-33,5.098156268305657e-30,2.3910603049779374e-36,1.701658927999223e-40,4.815718510233844e-29,1.651828931346741e-22,2.4330804344429816e-39,7.032269694171695e-45
6.907154556296201e-09,0.7126455538408795,3.76,0.0,0.6347399793518268,0.9999999516216824,3.2216101850293224e-13,1.6121077255773085e-25,1.6949840794665406e-17,5.757282000041657e-08,4.833998680488716e-08,1.280157192464793e-12,3.5819476213037614e-11,9.07045794812114e-09,6.475868827973545e-11,1.8481571171864835e-12,3.400905705696494e-11,2.441978659232649e-13,7.069327140489988e-18,1.4597740632303746e-18,2.8909006176606666e-17,2.1885283604790685e-18,2.081351837074677e-16,9.231814172452007e-13,1.1743542746582266e-27,8.056582379289775e-26,6.498359548936142e-28,2.0731808608311156e-39,7.964193161553301e-14,2.4297443061169948e-14,1.2520265176500515e-21,9.515020342692096e-24,3.531476412111681e-21,9.696670376401902e-16,4.9645903225671676e-15,2.573674638679476e-33,9.858050872418447e-30,4.7930171842853876e-36,3.4076283398528713e-40,8.99166792182415e-29,2.2688884517092403e-22,6.103230269902958e-39,1.826126436053667e-44
8.671856724355736e-09,0.712645554150239,3.76,0.0,0.6347399646204094,0.9999999392495778,6.366706218369619e-13,3.191862573970195e-25,2.581378234479423e-17,7.230231513633969e-08,6.069015145405668e-08,1.969381688742658e-12,5.636031176790879e-11,1.1356410473583649e-08,1.0185091832967691e-10,2.929312183731495e-12,5.337549757464503e-11,3.6944777457960583e-13,1.3238377206541705e-17,2.9072936425004056e-18,5.720722396361675e-17,4.318683042978927e-18,3.781541184504235e-16,1.454906395373358e-12,2.4060704260624815e-27,1.9402750367123693e-25,1.9535844245875188e-27,9.607856041029186e-39,9.16153033707829e-14,3.399480016267374e-14,2.0003985871446624e-21,1.9138945638115584e-23,5.0478116744699035e-21,1.3968837463573459e-15,9.365071335514994e-15,6.891435896259094e-33,2.945372863009946e-29,1.5103103738026664e-35,1.0721002329282176e-39,2.5191303733357467e-28,3.698688984401946e-22,2.897961382810195e-38,9.197633807828547e-44
9.999999999999999e-09,0.7126455544595789,3.76,0.0,0.6347399535275685,0.9999999299349657,9.752939888755843e-13,4.888988976816031e-25,3.3463414225508474e-17,8.339344513416317e-08,6.998503416092238e-08,2.5718767020553975e-12,7.484570220288867e-11,1.3068509683198562e-08,1.3522484398865752e-10,3.91062180539202e-12,7.074839943023888e-11,4.766417104673766e-13,1.968423621182822e-17,4.481581770381632e-18,8.773069483578177e-17,6.608064609219949e-18,5.44365272744405e-16,1.9344275691465053e-12,3.7643940391508546e-27,3.3561450769826124e-25,3.890620738008539e-27,2.537175962002921e-38,9.914973013923604e-14,4.1390511919535106e-14,2.6190486358017976e-21,2.9597712530752705e-23,6.214677028440082e-21,1.7266102548455223e-15,1.3742695160068225e-14,1.259739821759541e-32,5.832946598868406e-29,3.0795868756223137e-35,2.184139860427212e-39,4.7737697591289975e-28,4.888831054290414e-22,7.669496602008115e-38,2.5160290730646805e-43
1.0436558892415271e-08,0.7126455544595789,3.76,0.0,0.6347399498802891,0.9999999268726744,1.108313354805226e-12,5.554249308320441e-25,3.6148248613660936e-17,8.704011335284747e-08,7.304023981992217e-08,2.7848425744004123e-12,8.148727630417761e-11,1.3629715443404697e-08,1.47214608678945e-10,4.264833682284386e-12,7.697901479312914e-11,5.140935945429356e-13,2.2181664049169844e-17,5.103706784681359e-18,9.973384429234015e-17,7.506457852673969e-18,6.061680337717537e-16,2.106919562061773e-12,4.304413116161344e-27,3.9542451052432295e-25,4.781376246403753e-27,3.3778285241642556e-38,1.0138418918995209e-13,4.381187587127024e-14,2.828036472511714e-21,3.3721690072828025e-23,6.598211423346445e-21,1.835143713059405e-15,1.5381699024902165e-14,1.5065743325482935e-32,7.154842411460677e-29,3.8081666121987933e-35,2.70020855724345e-39,5.777022747751245e-28,5.291612384323118e-22,1.0205656271934745e-37,3.3763429862629255e-43
1.2201261060474806e-08,0.7126455547689006,3.76,0.0,0.6347399351314504,0.9999999144910084,1.7685598084706956e-12,8.842450575360625e-25,4.779815233953052e-17,1.0178623950889009e-07,8.539024861552299e-08,3.717196270635333e-12,1.1117522862723536e-10,1.5890448408118532e-08,2.0080400692012616e-10,5.857334599131814e-12,1.0476543621329795e-10,6.756873960662933e-13,3.4387353968371044e-17,8.217727346455138e-18,1.5939825696571151e-16,1.1959391509747916e-17,8.92165472315688e-16,2.8791566353743842e-12,7.024860319217403e-27,7.18634455746884e-25,1.0156801396228228e-26,9.83488294378534e-38,1.0936002645296229e-13,5.3419450498901517e-14,3.688262966309593e-21,5.426263415620207e-23,8.125947417620297e-21,2.2679428297703155e-15,2.301791733720285e-14,2.86678624529778e-32,1.5070572536647159e-28,8.244727408529647e-35,5.841052856440133e-39,1.1551214414780556e-27,6.953648823511615e-22,2.939708349178294e-37,1.0026049696309784e-42
