Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13)
1.3763628224858938e-06,0.7252078917767015,3.76,0.0,0.9356031897151682,0.9999929804072912,3.2110375436724526e-07,1.8744247681510513e-21,4.147931649486254e-15,8.698343547243271e-06,6.748666988464254e-06,1.8926858265699705e-09,8.267654182977704e-08,2.1150263239524521e-07,5.313201516064189e-07,4.7807475276897904e-08,3.7550050538510896e-08,1.470732062412636e-10,3.4354364961178715e-12,1.894863582103921e-11,1.481908723407376e-10,1.3847216818820203e-12,1.7771655395230137e-11,2.4381009010579562e-08
1.4008325123586174e-06,0.7252078940620583,3.76,0.0,0.9356030242837768,0.9999928546469563,3.313917157199848e-07,1.9164696871342486e-21,4.226827434401848e-15,8.86194205420826e-06,6.867059708026009e-06,1.9290315381843168e-09,8.340838589587972e-08,2.1220787169737437e-07,5.438889225938322e-07,4.958072828079229e-08,3.774876553440345e-08,1.5010416844187242e-10,3.5731201004794676e-12,2.007144224322847e-11,1.5655365751919436e-10,1.4414068280505623e-12,1.8722795417832834e-11,2.5214372378267086e-08
1.425302202231341e-06,0.7252078963538363,3.76,0.0,0.9356028586807885,0.999992728880951,3.4176954250632745e-07,1.9586818306521464e-21,4.305790400410013e-15,9.02567788590561e-06,6.985392611044293e-06,1.9654085752479686e-09,8.412735909528774e-08,2.1290301261133356e-07,5.564992642171092e-07,5.138745376894619e-08,3.7942705134982634e-08,1.531461179926062e-10,3.7136465139398585e-12,2.1238728554425123e-11,1.652310133186558e-10,1.499310972396361e-12,1.9706540059999922e-11,2.6060323414946244e-08
1.4497718921040647e-06,0.7252078986520463,3.76,0.0,0.935602692908892,0.9999926031094818,3.522356980783373e-07,2.0010632927854797e-21,4.384819158850642e-15,9.18954829881406e-06,7.103665665329946e-06,2.001816270295437e-09,8.48343849172101e-08,2.135888738561944e-07,5.691506024192144e-07,5.322769262869448e-08,3.813222620622554e-08,1.5619900986731532e-10,3.857020092449198e-12,2.2451402823955418e-11,1.7422901145572526e-10,1.5584376763019823e-12,2.072343173502372e-11,2.6918795571038592e-08
1.4742415819767884e-06,0.7252079009567001,3.76,0.0,0.9356025269705763,0.999992477332736,3.6278875689049e-07,2.0436161231952046e-21,4.463912421971439e-15,9.353550749733844e-06,7.221878841742935e-06,2.038254004140264e-09,8.553033388308532e-08,2.142662074534122e-07,5.818424097052026e-07,5.510148521669199e-08,3.831766036259173e-08,1.592628023241528e-10,4.003245185932128e-12,2.3710374509963976e-11,1.835537325566735e-10,1.6187904874958246e-12,2.1774014634781924e-11,2.778972261166708e-08
1.498711271849512e-06,0.7252079032678082,3.76,0.0,0.9356023608681434,0.9999923515508831,3.734273980665832e-07,2.0863423219469067e-21,4.543068996290283e-15,9.517682882527673e-06,7.3400321139440775e-06,2.074721202718403e-09,8.621602563159706e-08,2.1493570416028185e-07,5.945742013490982e-07,5.70088713978678e-08,3.8499315582363696e-08,1.6233745669660192e-10,4.152326144228948e-12,2.501655445856619e-11,1.932112661890579e-10,1.6803729413639837e-12,2.2858834720581144e-11,2.867303861553602e-08
1.5231809617222357e-06,0.7252079055853797,3.76,0.0,0.9356021946037215,0.9999922257640754,3.8415039922771033e-07,2.129243835417181e-21,4.622287776336144e-15,9.68194251562736e-06,7.458125458167026e-06,2.1112173341093973e-09,8.689223104657837e-08,2.1559799846074565e-07,6.073455319098515e-07,5.894989058179214e-08,3.867747774253099e-08,1.65422937195806e-10,4.304267322292311e-12,2.6370854904769444e-11,2.0320771090027797e-10,1.743188562145572e-12,2.397843971077213e-11,2.9568677973783538e-08
1.5476506515949594e-06,0.7252079079094256,3.76,0.0,0.9356020281792765,0.9999920999724508,3.949566305853061e-07,2.1723225531558433e-21,4.701567738753751e-15,9.84632763027498e-06,7.5761588530088245e-06,2.1477419057287114e-09,8.755967440489991e-08,2.162536731497177e-07,6.201559920311092e-07,6.092458175660677e-08,3.885241207378842e-08,1.685192107238227e-10,4.459073084706458e-12,2.7774189474936463e-11,2.1354917426199382e-10,1.807240864023069e-12,2.5133379065668195e-11,3.047657538880915e-08
1.572120341467683e-06,0.7252079102399548,3.76,0.0,0.9356018615966228,0.9999919741761328,4.058450493005713e-07,2.2155803055927293e-21,4.780907936756865e-15,1.0010836359466782e-05,7.694132279237544e-06,2.184294461684341e-09,8.821903552497493e-08,2.169032635440794e-07,6.330052055016459e-07,6.293298352066271e-08,3.90243645369136e-08,1.7162624669740262e-10,4.616747809591417e-12,2.922747319058476e-11,2.2424177291944163e-10,1.8725333521180652e-12,2.632420397024145e-11,3.139666587307912e-08
1.5965900313404067e-06,0.7252079125769769,3.76,0.0,0.935601694857433,0.9999918483752324,4.1681469410927913e-07,2.2590188624715726e-21,4.860307494914789e-15,1.0175466977568083e-05,7.812045719615601e-06,2.2208745802906933e-09,8.887095189968376e-08,2.1754726135071725e-07,6.458928265552495e-07,6.49751341120034e-08,3.9193563122341875e-08,1.7474401688187907e-10,4.777295891950429e-12,3.0731622473335804e-11,2.3529163264478386e-10,1.9390695234016906e-12,2.7551467315018406e-11,3.2328884747912014e-08
1.6210597212131304e-06,0.7252079149205003,3.76,0.0,0.9356015279632497,0.9999917225698487,4.2786468020911513e-07,2.3026399319030046e-21,4.9397656042568136e-15,1.0340217890567244e-05,7.929899158737473e-06,2.2574818717326987e-09,8.951602080025163e-08,2.181861182194844e-07,6.58818537390584e-07,6.705107143582458e-08,3.936021907514017e-08,1.7787249523474817e-10,4.94072174651475e-12,3.228755515084554e-11,2.4670488839372527e-10,2.0068528675281285e-12,2.8815723675547698e-11,3.3273167642246566e-08
1.645529411085854e-06,0.7252079172705339,3.76,0.0,0.9356013609154921,0.99999159676007,4.389941944052291e-07,2.346445159950873e-21,5.019281517679347e-15,1.0505087626937506e-05,8.047692582880658e-06,2.2941159758731155e-09,9.015480133996106e-08,2.1882024900673044e-07,6.71782045893127e-07,6.916083309003655e-08,3.952452804784654e-08,1.8101165775851914e-10,5.10702981013609e-12,3.3896190463564305e-11,2.5848768436470924e-10,2.07588686759882e-12,3.011752929076985e-11,3.422945049139394e-08
1.6944687908313013e-06,0.7252079219901649,3.76,0.0,0.9356010263643705,0.9999913451276315,4.61488885595403e-07,2.4346143626008938e-21,5.178484052809465e-15,1.0835178246652099e-05,8.283099338973506e-06,2.367463318202911e-09,9.14155548868e-08,2.2007582493004542e-07,6.97821403914876e-07,7.348197838172639e-08,3.984681596776749e-08,1.8732194875579704e-10,5.448310433733553e-12,3.7275253067224334e-11,2.8318652035652626e-10,2.2177207391618054e-12,3.283602141951539e-11,3.617776131962219e-08
1.738514232602204e-06,0.7252079262601794,3.76,0.0,0.9356007247551661,0.9999911186440998,4.819992446454504e-07,2.514611713185159e-21,5.321957649873653e-15,1.1132653635014894e-05,8.494760060424079e-06,2.4335645505861177e-09,9.253362453524042e-08,2.21193189317998e-07,7.213836192656454e-07,7.748706004965605e-08,4.013052880435407e-08,1.9303754694337778e-10,5.765365177032998e-12,4.050590344481802e-11,3.0674113034751097e-10,2.349683298665582e-12,3.541669622418091e-11,3.797164444145643e-08
1.7825596743731065e-06,0.7252079305514104,3.76,0.0,0.935600422665719,0.999990892147294,5.02757440152522e-07,2.5952285398013145e-21,5.4656093139471935e-15,1.1430495875572042e-05,8.70622618351134e-06,2.499748207681533e-09,9.36384776763198e-08,2.2230030358001432e-07,7.450647261626488e-07,8.160230556958517e-08,4.040907515010034e-08,1.9878746835888397e-10,6.091828466062079e-12,4.392167180275784e-11,3.315890342806084e-10,2.485751921500143e-12,3.812775484546919e-11,3.980342495119768e-08
1.826605116144009e-06,0.7252079348639012,3.76,0.0,0.9356001201008939,0.9999906656374385,5.237607677202908e-07,2.676472286278694e-21,5.6094364175653636e-15,1.1728699807085085e-05,8.917497673399219e-06,2.566013019733859e-09,9.473224641313084e-08,2.2339859975326992e-07,7.688637103778634e-07,8.582792587395529e-08,4.068316024955038e-08,2.0457163062292407e-10,6.427727162372863e-12,4.752797132522876e-11,3.577664076068601e-10,2.625946764892493e-12,4.0972498382078334e-11,4.167274013278657e-08
1.8706505579149117e-06,0.7252079391976928,3.76,0.0,0.9355998170648224,0.9999904391146995,5.450069694821318e-07,2.758349823780515e-21,5.753436705397052e-15,1.2027261003431667e-05,9.128574504571712e-06,2.6323578958816596e-09,9.581680577598313e-08,2.2448930646358102e-07,7.927796997167836e-07,9.016413017081733e-08,4.0953395728043545e-08,2.1038996384659826e-10,6.773088438469891e-12,5.1330230725974e-11,3.8530952785817556e-10,2.770287960741282e-12,4.3954243554956585e-11,4.357923038314433e-08
1.9146959996858143e-06,0.725207943552825,3.76,0.0,0.9355995135609956,0.9999902125791911,5.664941797762146e-07,2.840867478974509e-21,5.897608246715676e-15,1.2326175679410276e-05,9.339456659508813e-06,2.698781901379679e-09,9.68938015140837e-08,2.2557347793672557e-07,8.168119437698478e-07,9.461112619393764e-08,4.122031161738163e-08,2.1624240907690832e-10,7.127939779383728e-12,5.5333894427614756e-11,4.142547758257514e-10,2.918795622687932e-12,4.707632229020295e-11,4.55225391872147e-08
1.958741441456717e-06,0.7252079479293368,3.76,0.0,0.9355992095923479,0.9999899860309843,5.882208768235535e-07,2.9240310766201927e-21,6.041949393617333e-15,1.262544060798676e-05,9.550144127551794e-06,2.7652842375633597e-09,9.796467543054273e-08,2.2665201886513155e-07,8.409597965569962e-07,9.916912042057308e-08,4.148436691884875e-08,2.221289169188024e-10,7.492308979178164e-12,5.954442274034993e-11,4.4463863670135113e-10,3.071489852533363e-12,5.0342081322374687e-11,4.7502313092917405e-08
2.00278688322762e-06,0.7252079523272648,3.76,0.0,0.9355989051613284,0.9999897594701116,6.101858397435639e-07,3.007845977161673e-21,6.186458744268505e-15,1.2925053047546115e-05,9.76063690392968e-06,2.8318642242148756e-09,9.903068843453265e-08,2.2772570574365842e-07,8.652227016368994e-07,1.038383182612208e-07,4.174595888608394e-08,2.280494463200928e-10,7.866224133827434e-12,6.39672920378695e-11,4.76497701176395e-10,3.228390745898496e-12,5.3754881820187197e-11,4.951820168605489e-08
2.0468323249985227e-06,0.7252079567466452,3.76,0.0,0.9355986002699652,0.999989532896573,6.323881105908482e-07,3.0923171092358822e-21,6.331135110812574e-15,1.3225010678405144e-05,9.970934988931035e-06,2.8985212841553116e-09,1.0009294135803367e-07,2.2879520502486956e-07,8.896001794362247e-07,1.0861892422366193e-07,4.2005431120005053e-08,2.340039635084207e-10,8.24971363148943e-12,6.860799492880066e-11,5.098686664943622e-10,3.3895183973024426e-12,5.73180990364205e-11,5.156985756520335e-08
2.0908777667694254e-06,0.7252079611875138,3.76,0.0,0.9355982949199202,0.999989306310342,6.548269608126319e-07,3.1774490038098083e-21,6.475977491271997e-15,1.3525311547257507e-05,1.0181038387194124e-05,2.965254929748523e-09,1.0115239367689105e-07,2.2986108868078311e-07,9.140918163891456e-07,1.1351114205534073e-07,4.226308064089657e-08,2.399924410560368e-10,8.642806141602958e-12,7.347204042209164e-11,5.447883374552126e-10,3.5548929046778268e-12,6.103512198221087e-11,5.365693631662912e-08
2.1349232085403282e-06,0.7252079656499048,3.76,0.0,0.9355979891125382,0.9999890797113671,6.775018616523201e-07,3.2632458303224836e-21,6.620985044945002e-15,1.3825954018548944e-05,1.039094710709643e-05,3.0320647510785867e-09,1.0220988027312812e-07,2.3092384758836855e-07,9.386972555958001e-07,1.1851517486705938e-07,4.251916406513957e-08,2.4601485705600945e-10,9.045530603155867e-12,7.856495408556902e-11,5.812936273689608e-10,3.7245343734688586e-12,6.490935312664666e-11,5.577909648926179e-08
2.178968650311231e-06,0.725207970133852,3.76,0.0,0.9355976828488881,0.9999888530995766,7.004124580561878e-07,3.349711428253331e-21,6.76615707086431e-15,1.4126936731921e-05,1.060066116022897e-05,3.0989504055946965e-09,1.0326612640824836e-07,2.3198390305761795e-07,9.634161887771305e-07,1.2363122524044465e-07,4.2773902999481327e-08,2.520711943991645e-10,9.457916212354577e-12,8.38922781974623e-11,6.194215589585087e-10,3.898462920349618e-12,6.894420812120875e-11,5.7935999569745965e-08
2.223014092082134e-06,0.7252079746393876,3.76,0.0,0.9355973761298019,0.9999886264748816,7.235585457294401e-07,3.43684933562166e-21,6.9114929889894606e-15,1.4428258565070262e-05,1.0810180560945252e-05,3.165911609066571e-09,1.0432176106340276e-07,2.3304161672370147e-07,9.882483493714928e-07,1.2885949532099624e-07,4.302748873943588e-08,2.581614401411649e-10,9.879992409873882e-12,8.945957189076167e-11,6.592092652119905e-10,4.076698676619121e-12,7.314311554860964e-11,6.012730995758904e-08
2.2670595338530366e-06,0.725207979166544,3.76,0.0,0.9355970689559057,0.9999883998371774,7.469400510079455e-07,3.524662817888808e-21,7.056992323821453e-15,1.4729918601404237e-05,1.1019505325975179e-05,3.232948127701674e-09,1.0537732879228847e-07,2.3409729901637241e-07,1.013193506624243e-06,1.3420018689844037e-07,4.328008635252503e-08,2.6428558494820185e-10,1.0311788868088676e-11,9.527241129029436e-11,7.006939901864812e-10,4.259261791296603e-12,7.750951669487031e-11,6.235269494041951e-08
2.3111049756239394e-06,0.7252079837153528,3.76,0.0,0.935596761327647,0.9999881731863468,7.705570132307576e-07,3.613154895402841e-21,7.202654690142767e-15,1.5031916101903122e-05,1.1228635474094332e-05,3.3000597712824756e-09,1.0643330022096509e-07,2.3515121641482772e-07,1.03825146052496e-06,1.3965350147604454e-07,4.353183822239788e-08,2.7044362261219837e-10,1.0753335478607343e-11,1.0133638964249372e-10,7.43913089764983e-10,4.446172433954804e-12,8.204686534348876e-11,6.46118246693706e-08
2.3551504173948422e-06,0.7252079882858451,3.76,0.0,0.9355964532453218,0.9999879465222611,7.944095693165754e-07,3.702328367010711e-21,7.348479780606966e-15,1.5334250480639122e-05,1.1437571025840117e-05,3.367246387191954e-09,1.074900813259687e-07,2.362035976764099e-07,1.0634220374608211e-06,1.4521964033041378e-07,4.378286712463078e-08,2.7663554962785787e-10,1.1204662340280044e-11,1.0765711743805719e-10,7.889040323691104e-10,4.637450797316697e-12,8.67586275903315e-11,6.690437213460251e-08
2.399195859165745e-06,0.7252079928780508,3.76,0.0,0.9355961447090927,0.9999877198447819,8.184979402803828e-07,3.7921858316029284e-21,7.494467354941073e-15,1.5636921283483503e-05,1.1646312003267806e-05,3.434507855214055e-09,1.0854802161749514e-07,2.3725463918995225e-07,1.0887050864808634e-06,1.5089880456304862e-07,4.403327889547926e-08,2.8286136482355004e-10,1.1665799747724278e-11,1.1424022252781739e-10,8.357043996299001e-10,4.833117099638638e-12,9.164828167790594e-11,6.92300131409723e-08
2.443241300936648e-06,0.725207997492,3.76,0.0,0.9355958357190098,0.9999874931537629,8.428224194602263e-07,3.88272970902667e-21,7.640617230560705e-15,1.5939928169604927e-05,1.1854858429741055e-05,3.5018440830131745e-09,1.096074213459162e-07,2.383045095730579e-07,1.1141004760878764e-06,1.5669119514471968e-07,4.428316474550891e-08,2.891210690388342e-10,1.2136778180401292e-11,1.2109135023218232e-10,8.843518870193239e-10,5.033191586897157e-12,9.671931784762436e-11,7.158842628386007e-08
2.4872867427075506e-06,0.7252080021277219,3.76,0.0,0.9355955262750248,0.9999872664490503,8.673833622521698e-07,3.973962259120475e-21,7.786929274424146e-15,1.6243270895415e-05,1.2063210329752319e-05,3.56925500220934e-09,1.1066853783798546e-07,2.3935335361471163e-07,1.1396080914871592e-06,1.6259701295357071e-07,4.453260326286235e-08,2.9541466484329525e-10,1.2617628292297092e-11,1.2821616344447794e-10,9.348843044450665e-10,5.237694534797389e-12,1.0197523820870784e-10,7.397929292515706e-08
2.5313321844784534e-06,0.7252080067852452,3.76,0.0,0.9355952163770068,0.999987039730485,8.921811771720059e-07,4.065885598286397e-21,7.933403395969047e-15,1.654694930065134e-05,1.2271367728768883e-05,3.6367405649740914e-09,1.1173159105805975e-07,2.4040129565528803e-07,1.165227832227888e-06,1.686164588077701e-07,4.4781662146068835e-08,3.017421562920364e-10,1.310838090225855e-11,1.3562034272853348e-10,9.873395768111644e-10,5.44664625061925e-12,1.0741955662239121e-10,7.640229716942132e-08
2.5753776262493562e-06,0.7252080114645986,3.76,0.0,0.9355949060247527,0.9999868129979012,9.172163180800194e-07,4.158501714692823e-21,8.080039540991009e-15,1.6850963296319593e-05,1.2479330653100795e-05,3.704300741079587e-09,1.1279676848096486e-07,2.4144844248632587e-07,1.1909596101795993e-06,1.7474973349344887e-07,4.5030399702164596e-08,3.081035487129763e-10,1.3609066984998868e-11,1.4330958641088039e-10,1.0417557445470594e-09,5.660067074914349e-12,1.1305579860013127e-10,7.885712584020576e-08
2.619423068020259e-06,0.7252080161658094,3.76,0.0,0.935594595217999,0.9999865862511289,9.424892774228232e-07,4.251812482453651e-21,8.226837686340373e-15,1.715531285424966e-05,1.2687099129787506e-05,3.771935515341551e-09,1.138642293558699e-07,2.424948858401621e-07,1.2168033477948823e-06,1.8099703778856615e-07,4.527886614159852e-08,3.1449884852163463e-10,1.4119717662755843e-11,1.5128961066795511e-10,1.0981709641075488e-09,5.877977383063455e-12,1.1888750121457074e-10,8.134346845656223e-08
2.663468509791162e-06,0.7252080208889053,3.76,0.0,0.9355942839564292,0.9999863594899954,9.680005803640718e-07,4.34581967418531e-21,8.37379783533048e-15,1.745999799805517e-05,1.2894673186500556e-05,3.839644885404795e-09,1.1493410843315569e-07,2.4354070452741865e-07,1.2427589766177969e-06,1.8735857248325028e-07,4.552710469707617e-08,3.209280630600721e-10,1.4640364197575512e-11,1.5956614960868532e-10,1.1566235084459874e-09,6.100397586703689e-12,1.2491821302208628e-10,8.386101720972419e-08
2.7075139515620646e-06,0.7252080256339136,3.76,0.0,0.935593972239683,0.9999861327143229,9.937507796920109e-07,4.4405249720550736e-21,8.520920013765114e-15,1.776501879531371e-05,1.3102052851460085e-05,3.90742885982691e-09,1.1600651921850705e-07,2.4458596627116264e-07,1.2688264360039506e-06,1.9383453839708198e-07,4.5775152589700606e-08,3.273912004570581e-10,1.5171037984195654e-11,1.6814495535281546e-10,1.2171517674629234e-09,6.327348135035244e-12,1.3115149399583174e-10,8.640946693997066e-08
2.7515593933329674e-06,0.7252080304008609,3.76,0.0,0.9355936600673624,0.9999859059239318,1.019740451405473e-06,4.535929977923117e-21,8.668204266504362e-15,1.8070375350808643e-05,1.3309238153363237e-05,3.975287456421365e-09,1.1708155681105658e-07,2.456307292802013e-07,1.2950056720226093e-06,2.0042513639373004e-07,4.6023041862716865e-08,3.338882695066318e-10,1.5711770543503543e-11,1.7703179810530418e-10,1.279794248432231e-09,6.558849516017449e-12,1.3759091546827277e-10,8.898851511367228e-08
2.79560483510387e-06,0.7252080351897732,3.76,0.0,0.9355933474390385,0.9999856791186398,1.0459701908914347e-06,4.632036222571095e-21,8.81565065449779e-15,1.8376067800691732e-05,1.351622912132274e-05,4.043220700825759e-09,1.1815930037598582e-07,2.4667504359877765e-07,1.3212966365148254e-06,2.0713056739329934e-07,4.62708001006661e-08,3.4041927956261103e-10,1.626259351653735e-11,1.862324662271123e-10,1.344589576406642e-09,6.794922257462637e-12,1.4424006008227807e-10,9.159786180052133e-08
2.839650276874773e-06,0.7252080400006768,3.76,0.0,0.9355930343542543,0.9999854522982619,1.0724406096175316e-06,4.728845173778675e-21,8.963259252222585e-15,1.86820963074437e-05,1.3723025784814236e-05,4.111228625265252e-09,1.1923981529651092e-07,2.477189522648549e-07,1.3476992862851255e-06,2.139510323827041e-07,4.6518451049525766e-08,3.4698424044706806e-10,1.6823538658995714e-11,1.9575276630268434e-10,1.411576494604474e-09,7.035586928034806e-12,1.5110252174990437e-10,9.423720965094625e-08
2.883695718645676e-06,0.7252080448335965,3.76,0.0,0.9355927208125314,0.999985225462611,1.0991523322723606e-06,4.826358243469671e-21,9.111030145472479e-15,1.8988461055525737e-05,1.392962817363105e-05,4.1793112674851e-09,1.2032315504524788e-07,2.48762492304278e-07,1.374213582407719e-06,2.2088673242433872e-07,4.6766015151343074e-08,3.5358316237098274e-10,1.739463783621859e-11,2.0559852320440956e-10,1.4807938647792058e-09,7.280864138159384e-12,1.5818190561808029e-10,9.69062638737109e-08
2.9277411604165786e-06,0.7252080496885582,3.76,0.0,0.9355924068133726,0.9999849986114994,1.126105994295e-06,4.924576794218129e-21,9.258963429450563e-15,1.929516224762948e-05,1.413603631784542e-05,4.2474686698297415e-09,1.2140936281032184e-07,2.4980569558394503e-07,1.4008394896310804e-06,2.2793786866327734e-07,4.701351000500803e-08,3.602160558654104e-10,1.797592301860363e-11,2.1577558015432345e-10,1.5522806675734082e-09,7.530774540850618e-12,1.654818280404659e-10,9.960473221369918e-08
2.9717866021874814e-06,0.7252080545655863,3.76,0.0,0.935592092356265,0.9999847717447367,1.1533022397426882e-06,5.023502145066746e-21,9.407059207125399e-15,1.9602200101445436e-05,1.4342250247775223e-05,4.31570087844883e-09,1.2249847290729363e-07,2.508485895438233e-07,1.427576975867064e-06,2.3510464233320488e-07,4.726095076322105e-08,3.668829317217757e-10,1.8567426277424038e-11,2.2628979878329082e-10,1.6260760028584103e-09,7.785338832463088e-12,1.7300591655483328e-10,1.0233232492988447e-07
3.0598774857292866e-06,0.7252080643859391,3.76,0.0,0.9355914620660923,0.9999843179634934,1.2084250900833094e-06,5.2234783314825956e-21,9.703738686453574e-15,2.021728672461635e-05,1.4754095587123741e-05,4.4523899143602104e-09,1.2468549978147836e-07,2.5293354058863777e-07,1.481386570426814e-06,2.497859073695731e-07,4.775572025972961e-08,3.8031867470321336e-10,1.978121579267922e-11,2.483532599802772e-10,1.78074926845391e-09,8.308512088246386e-12,1.8874115783773642e-10,1.078737369667582e-07
3.139159280916911e-06,0.7252080732999652,3.76,0.0,0.9355908932333854,0.99998390950492,1.2588718686351285e-06,5.405886662817658e-21,9.97130709230122e-15,2.0772018469164464e-05,1.512409248793803e-05,4.575666402815282e-09,1.2666395244363783e-07,2.548091436504774e-07,1.530196534405894e-06,2.6339654665828733e-07,4.820094082732211e-08,3.92527174971397e-10,2.0908895855456458e-11,2.6942265075795015e-10,1.9282450909625773e-09,8.795492854116092e-12,2.0370614293540453e-10,1.129577571907067e-07
3.216246319970243e-06,0.7252080820361319,3.76,0.0,0.9355903387169084,0.9999835123022052,1.3086855492546578e-06,5.5854593736170786e-21,1.0231974971399525e-14,2.131244313862277e-05,1.5483243865742836e-05,4.695763423216208e-09,1.2859688426553863e-07,2.5663213358333216e-07,1.57800155846177e-06,2.769926486966013e-07,4.8633817041723144e-08,4.045034478137157e-10,2.203758353455701e-11,2.910441530103795e-10,2.07941598091851e-09,9.283760297861433e-12,2.1900766271653348e-10,1.1798731890731575e-07
3.293333359023575e-06,0.7252080908403615,3.76,0.0,0.9355897827867377,0.9999831150476632,1.3592555315264534e-06,5.767221191936177e-21,1.0493142985226652e-14,2.185390404141103e-05,1.5841800968160564e-05,4.816090674259275e-09,1.3053894254659703e-07,2.5845450280492727e-07,1.626147877875828e-06,2.9094700451371276e-07,4.906670721076777e-08,4.165840388274899e-10,2.3198220598023476e-11,3.138174368643124e-10,2.2384517847323333e-09,9.786701740780056e-12,2.350694576103583e-10,1.2310046511436012e-07
3.370420398076907e-06,0.7252080997127728,3.76,0.0,0.9355892254398592,0.9999827177402405,1.4105853773450758e-06,5.951178093530758e-21,1.0754811817908725e-14,2.2396402593219555e-05,1.61997639641962e-05,4.936648469423915e-09,1.3249010767295225e-07,2.6027629769021974e-07,1.674635394049193e-06,3.052606972547992e-07,4.949963646318287e-08,4.287690096039484e-10,2.4390982667443885e-11,3.3777471835772383e-10,2.405567237915999e-09,1.0304430080858773e-11,2.519114481172392e-10,1.2829574525235812e-07
3.4475074371302387e-06,0.7252081086534812,3.76,0.0,0.9355886666732556,0.9999823203788784,1.4626786368795692e-06,6.13733592991629e-21,1.1016982155130528e-14,2.2939940210453518e-05,1.6557133023733475e-05,5.057437123422502e-09,1.3445033989120643e-07,2.6209755453983847e-07,1.7234640160994084e-06,3.199348110705734e-07,4.9932624260284106e-08,4.4105842150636245e-10,2.561604607759877e-11,3.6294839059371823e-10,2.5809782196288956e-09,1.0837058662397867e-11,2.6955365935564986e-10,1.3357173051068387e-07
3.5245944761835706e-06,0.7252081176626005,3.76,0.0,0.9355881064839152,0.9999819229625143,1.5155388414510492e-06,6.3257004572798396e-21,1.1279654678601554e-14,2.348451829939058e-05,1.6913908317424265e-05,5.178456949519816e-09,1.3641958446090067e-07,2.639183020410812e-07,1.772633659140754e-06,3.3497043111321714e-07,5.036568576736416e-08,4.5345233544645257e-10,2.687358784838337e-11,3.893710244463649e-10,2.764901756727906e-09,1.1384701280300442e-11,2.880162212040675e-10,1.3892701349727905e-07
3.6016815152369026e-06,0.7252081267402399,3.76,0.0,0.93558754486884,0.9999815254900835,1.56916949859079e-06,6.516277353916056e-21,1.154283006218628e-14,2.4030138248610715e-05,1.7270090016610935e-05,5.299708257656142e-09,1.3839777537373897e-07,2.657385630047399e-07,1.8221442430697722e-06,3.50368643524672e-07,5.079883282916032e-08,4.659508117245771e-10,2.8163785661271453e-11,4.1707536923715674e-10,2.9575560276477785e-09,1.1947472183433583e-11,3.0731936848878886e-10,1.4436020791357828e-07
3.6787685542902345e-06,0.7252081358865072,3.76,0.0,0.935586981825052,0.9999811279605177,1.6235740884400885e-06,6.70907223518819e-21,1.1806508969049135e-14,2.4576801423419954e-05,1.7625678293268346e-05,5.421191353060708e-09,1.403848381750699e-07,2.6755835567219657e-07,1.8719956916505626e-06,3.6613053542042077e-07,5.123207470603066e-08,4.785539099061717e-10,2.948681783974144e-11,4.460943533887502e-10,3.1591603661525115e-09,1.2525486077015363e-11,3.274834412001714e-10,1.498699482344067e-07
3.7558555933435664e-06,0.725208145101507,3.76,0.0,0.9355864173495971,0.9999807303727462,1.678756060926928e-06,6.904090668372322e-21,1.207069204938066e-14,2.5124509161414906e-05,1.7980673319956797e-05,5.542906535146216e-09,1.4238069225346874e-07,2.6937769478461053e-07,1.9221879317660138e-06,3.822571948708347e-07,5.1665418674583234e-08,4.912616887178847e-10,3.0842863331699095e-11,4.76461085061545e-10,3.369935264981959e-09,1.3118858124461103e-11,3.48528884727082e-10,1.5545488939264038e-07
3.832942632396898e-06,0.7252081543853407,3.76,0.0,0.9355858514395486,0.9999803327256966,1.734718833618579e-06,7.101338183227344e-21,1.2335379938632768e-14,2.5673262769047166e-05,1.833507526978467e-05,5.6648540966495095e-09,1.4438525267083e-07,2.711965924394228e-07,1.972720892817372e-06,3.9874971088040573e-07,5.2098870508765457e-08,5.040742059638577e-10,3.2232101693045753e-11,5.082088527745166e-10,3.5901023793974466e-09,1.3727703948931014e-11,3.704762501078765e-10,1.6111370646858994e-07
3.910029671450231e-06,0.7252081637381084,3.76,0.0,0.9355852840920097,0.999979935018295,1.791465790261579e-06,7.300820279074157e-21,1.2600573256276137e-14,2.622306351921332e-05,1.8688884316381384e-05,5.7870343230245584e-09,1.4639843153113382e-07,2.7301505872326244e-07,2.023594506279779e-06,4.156091733647889e-07,5.253243483726676e-08,5.169915184624298e-10,3.3654713072810933e-11,5.413711260100522e-10,3.819884530627432e-09,1.4352139634507718e-11,3.9334619429734693e-10,1.6684509438412177e-07
3.987116710503563e-06,0.7252081731599065,3.76,0.0,0.9355847153041149,0.9999795372494648,1.8490002798735627e-06,7.502542431533873e-21,1.2866272604976321e-14,2.6773912649667566e-05,1.90421006338785e-05,5.909447492037815e-09,1.4842013897646509e-07,2.748331021663844e-07,2.0748087053822737e-06,4.328366731261467e-07,5.2966115401754344e-08,5.300136819975436e-10,3.51108781999729e-11,5.759815558037928e-10,4.05950570922072e-09,1.4992281726990458e-11,4.17159480446443e-10,1.7264776760147016e-07
