Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201)
4.975322820068966e-14,0.8419129008847378,3.76,0.0,0.7135023561444019,0.9999999999949362,4.373098971606314e-26,1.2984870131000654e-36,2.4154158063184743e-24,9.393523050114793e-12,5.06375417935342e-12,1.1351775757264562e-21,2.665852898278522e-19,4.329767349087099e-12,1.785909635513095e-16,5.7209074189469046e-21,2.282977951222769e-17,1.3619559534987643e-21,6.441811072381106e-26,2.0409941503478494e-30,8.871690399789172e-28,1.921952052309798e-29,4.3669429549142627e-29,3.308958156369103e-21,3.5345518196682796e-42,3.015192148529194e-41,2.9270131398671456e-47,4.369765960684125e-62,1.7795925572721187e-16,4.991372378355704e-22,3.201010730072873e-34,9.898643621011327e-36,5.691498439141293e-33,1.1459475287456595e-27,4.808489664850225e-29,4.683431433537621e-53,4.854208344311715e-50,1.7255374655104794e-59,3.205527586571891e-63,3.1029726998447927e-46,2.0232609260617097e-32,2.659755395657754e-64,7.269736597424909e-66,1.3347022769549156e-54,5.373896415955098e-34,1.2131210100044244e-65,5.919768268269252e-65,2.9713262110756913e-55,2.5111083086531157e-29,1.421843869677226e-40,2.634303862442359e-63,8.772017206812279e-72,8.628044836410442e-58,3.855460930680888e-42,1.7142343379677214e-80,1.0251286505580099e-68,3.639898994566508e-79,5.821260432379535e-68,7.722460973511138e-73,1.4568759340208151e-33,7.848593432040165e-51,4.871629148442149e-48,7.944184174965802e-70
9.950780608068379e-14,0.8419129008854038,3.76,0.0,0.713502356135008,0.9999999999898722,3.4985617874066805e-25,1.0388394077219567e-35,9.661842309595687e-24,1.878730217540667e-11,1.0127645692437945e-11,4.540790911330612e-21,1.0663627143631072e-18,8.659650396148486e-12,3.5844901180525643e-16,2.2884119033110403e-20,4.618462334204541e-17,5.447912538899656e-21,2.5768733531873123e-25,1.6328341206706665e-29,3.563380962816033e-27,1.5375901601754936e-28,3.4936209390360353e-28,1.3236101324935104e-20,5.655044885265434e-41,4.824463410720941e-40,9.366717094693794e-46,2.796877633691674e-60,3.5592212954544176e-16,1.9965784592993765e-21,2.5608785693810374e-33,7.919117797519034e-35,4.552837959070697e-32,9.167273169344772e-27,3.8516250807675086e-28,1.4987450685558295e-51,1.5534228601931822e-48,1.104338650338364e-57,2.0515393619455813e-61,5.0287421752327775e-45,1.6186082352153519e-31,1.71509437799138e-62,4.652532792153335e-64,4.276852568966704e-53,5.164424959592562e-33,7.860687376499277e-64,3.788771804505481e-63,9.508616472507639e-54,2.0089242777894764e-28,2.2750070807367082e-39,1.6860170696490083e-61,1.1190031489217812e-69,5.522130889620283e-56,6.168600492366666e-41,4.38848703732844e-78,1.2464296246325115e-66,4.663935365958374e-77,6.862816716375425e-66,9.884972023564208e-71,1.1654243265360116e-32,2.4262825257159826e-49,9.32259423735336e-47,8.526043270036502e-68
1.9901696184067203e-13,0.8419129008867359,3.76,0.0,0.7135023561162201,0.9999999999797444,2.7988819561259415e-24,8.31121613614461e-35,3.8647622485810463e-23,3.757486418397209e-11,2.0255428619249906e-11,1.8163254215014442e-20,4.265493126656644e-18,1.7319411217199066e-11,7.219518769844511e-16,9.153759752440794e-20,9.446766498636323e-17,2.1791694923377443e-20,1.0308370268196658e-24,1.3062828625144505e-28,1.4370730910191338e-26,1.2300739621857778e-27,2.7949037623011055e-27,5.29449391609263e-20,9.046964953191817e-40,7.719254647131596e-39,2.998477946508608e-44,1.8004911186356543e-58,7.118442486950819e-16,7.986306176340666e-21,2.0487418523831435e-32,6.335393317244266e-34,3.6415636086273027e-31,7.333066226100284e-26,3.088922722258709e-27,4.79599230733594e-50,5.623529802129657e-47,7.94916155027318e-56,1.4512375923991787e-59,8.25042923580441e-44,1.2948396776853801e-30,1.1140473375233628e-60,2.9773055520683954e-62,1.372431381783616e-51,5.51570467486092e-32,5.161204864362812e-62,2.738068066843243e-61,3.0429083915595988e-52,1.6071424113277672e-27,3.6400545068648517e-38,1.0790624712735172e-59,1.4225662233245355e-67,4.6696866179042986e-54,9.868946087601597e-40,2.428094812983364e-75,1.554021454580195e-64,1.0480833913439643e-74,8.410126245208491e-64,1.2652522751591664e-68,9.321840283617487e-32,7.627554516796203e-48,1.98041949344044e-45,9.865265026861186e-66
3.980352733606486e-13,0.8419129008894001,3.76,0.0,0.7135023560786442,0.9999999999594889,2.2391177462023955e-23,6.649655940704894e-34,1.5459015705413362e-22,7.51500032330277e-11,4.0510994075445104e-11,7.26526328204532e-20,1.7062050315130285e-17,3.4638911767039025e-11,1.4641046635891211e-15,3.661537742134982e-19,1.9732714765461574e-16,8.716580778764297e-20,4.123986679952487e-24,1.0450325894497182e-27,5.841971802063777e-26,9.8404458623828e-27,2.2358944241039216e-26,2.1178079603067362e-19,1.4471327177954924e-38,1.2350860433128448e-37,9.595282997578076e-43,1.1526697515393638e-56,1.4236739733517008e-15,3.194467597915532e-20,1.6390265754652138e-31,5.068382944256888e-33,2.9120688732927674e-30,5.865145236662149e-25,2.4832866073591e-26,1.5346831566806977e-48,1.8060838891584764e-45,5.1129010618813503e-54,9.327865944622336e-58,1.3854572330635948e-42,1.035778253842353e-29,7.339317699978765e-59,1.905023057533643e-60,4.415585664847354e-50,6.6264523779590095e-31,3.465576442857295e-60,1.7616636479775996e-59,9.737735614072458e-51,1.2856958236861458e-26,5.824114268220389e-37,6.905970333755244e-58,1.7963616298031979e-65,2.999702752552028e-52,1.578740689093064e-38,6.227459412418316e-73,1.9622411049927164e-62,1.3525304880318848e-72,1.05222500799435e-61,1.6194190532278362e-66,7.454853800714881e-31,2.418894611150823e-46,4.732089459116217e-44,1.1954369784517449e-63
7.960718964006017e-13,0.8419129008947284,3.76,0.0,0.7135023560034924,0.9999999999189776,1.791297742670071e-22,5.320770215175319e-33,6.183532475062555e-22,1.5030034145882343e-10,8.102212339811772e-11,2.9060524191573135e-19,6.824830303546394e-17,6.927782849789453e-11,3.0089983142725895e-15,1.4646309952253768e-18,4.282195780372196e-16,3.4865279625169846e-19,1.6500929423667212e-23,8.36028708226825e-27,2.411715132649279e-25,7.872053294110264e-26,1.7886538831764943e-25,8.471250361799509e-19,2.314169878905337e-37,1.9761299052929286e-36,3.07048569894959e-41,7.380088240336804e-55,2.847275370531122e-15,1.2777333945896883e-19,1.3112621407500686e-30,4.054779492918562e-32,2.3277453058593678e-29,4.689983321280171e-24,2.0060363187859362e-25,4.910695574227049e-47,5.780222442099735e-44,3.2715165164586944e-52,5.968717840309434e-56,2.4258990288165473e-41,8.284656790281614e-29,4.9651302600560534e-57,1.218617994188744e-58,1.428187211616123e-48,8.841015253764684e-30,2.4257843098010427e-58,1.1275406510397336e-57,3.1162968463680076e-49,1.0285185368412993e-25,9.318580530241177e-36,4.419717883196109e-56,2.238994998133088e-63,1.91956717881131e-50,2.5250317215682583e-37,1.5934398946236156e-70,2.4944171917872003e-60,1.747873886575913e-70,1.3309324691249947e-59,2.072559710914691e-64,5.959644604565834e-30,7.704911557662969e-45,1.2569619200104575e-42,1.4869668487133583e-61
1e-12,0.8419129009053848,3.76,0.0,0.7135023559649895,0.9999999998982222,5.003401951830384e-22,1.4866065650741595e-32,1.093541746269881e-21,1.8880255355587207e-10,1.0177739226249746e-10,5.139241332151792e-19,1.2069723899783924e-16,8.702447235077156e-11,3.8625839290984604e-15,2.590230487835714e-18,5.723080816091451e-16,6.16570609965367e-19,2.91920821245802e-23,2.3351756543973724e-26,4.418665678794545e-25,2.198668828966272e-25,4.995750001796041e-25,1.4981432615337368e-18,1.1196183058360573e-36,9.569319734539897e-36,2.7453565659760567e-40,1.26581318309019e-53,3.576576750026498e-15,2.2595598326306043e-19,3.662733811160731e-30,1.132596142476791e-31,6.493963333565007e-29,1.3091158797842008e-23,5.682624980041063e-25,4.3902423137866664e-46,5.1683544623023314e-43,5.602452363410494e-51,1.0222667260685105e-54,1.346109828034366e-40,2.3133971668288543e-28,9.38809148060881e-56,2.0865664921395536e-57,1.3018512318202607e-47,3.91839323104429e-29,4.8389458622342835e-57,1.9319690485474095e-56,2.7866850847449035e-48,2.87266417085983e-25,4.5125143535802957e-35,7.574365124343059e-55,7.141807277494602e-62,3.288669636793637e-49,1.2219648436672294e-36,1.0557519679626544e-68,8.336220407253839e-59,5.969743631677106e-69,4.434514613483485e-58,6.947975601248436e-63,1.6628923624322508e-29,6.873761500224303e-44,1.0176524610160878e-41,4.914821376881286e-60
1.5921451424805076e-12,0.8419129009053848,3.76,0.0,0.7135023558531887,0.999999999837955,1.4330374894862654e-21,4.2582698257766944e-32,2.4733445117496044e-21,3.0060125842103526e-10,1.6204437568456874e-10,1.1623742211288621e-18,2.7299298495054846e-16,1.3855532448607128e-10,6.341136745454214e-15,5.8586288113794875e-18,9.906972392164176e-16,1.3945223938263841e-18,6.604332671363725e-23,6.68824208502148e-26,1.0246239201633047e-24,6.297129219163526e-25,1.4308180974229484e-24,3.3885020350689694e-18,3.6986845879381276e-36,3.16176318306185e-35,9.825460829521328e-40,4.7270540869692095e-53,5.694245975847677e-15,5.110484966455967e-19,1.0490691815661617e-29,3.2439260597571715e-31,1.8591392398402795e-28,3.748561528405989e-23,1.6358319395058204e-24,1.5712253192232665e-45,1.849728204677472e-42,2.0920319967042743e-50,3.817304748492614e-54,4.55039580812308e-40,6.62518623316001e-28,3.520652894924008e-55,7.791470915164063e-57,4.667328863641529e-47,1.2729052785402024e-28,1.8185397868767824e-56,7.214415639086712e-56,9.973492624637536e-48,8.227501782432312e-25,1.4909650392425016e-34,2.828466445848097e-54,2.7229305833991667e-61,1.2280581395031963e-48,4.036986458998978e-36,4.075065695159881e-68,3.1817764313852e-58,2.2796532728543985e-68,1.6924533022032004e-57,2.6520973708764918e-62,4.760926244868031e-29,2.4595800904933426e-43,3.60762197811531e-41,1.8754196798986783e-59
2.3882183885604136e-12,0.8419129009160412,3.76,0.0,0.7135023557028847,0.9999999997569322,4.097592815937185e-21,1.2179196837644173e-31,5.255753862742935e-21,4.5090241589374996e-10,2.430666216121021e-10,2.469975317176993e-18,5.801094667819156e-16,2.0783248300247703e-10,9.915625126447476e-15,1.2449733898300187e-17,1.6538666410473527e-15,2.96322824821649e-18,1.4040983513898141e-22,1.9124567953850732e-25,2.2784764288118317e-24,1.8005002213689758e-24,4.091071972673522e-24,7.200565983374235e-18,1.3607320462418538e-35,1.194005634659523e-34,4.527231471061108e-39,2.6115671087465172e-52,8.540984411633251e-15,1.0859116265216763e-18,2.9997768641381826e-29,9.276180775892923e-31,5.31096118440064e-28,1.0712917318832424e-22,4.7283272465400325e-24,7.350287928528609e-45,8.249468998452226e-42,1.1286418286527364e-49,2.0706536022155566e-53,1.808297112029506e-39,1.8939713549756717e-27,2.0567106778570548e-54,4.343777114456199e-56,2.1995663727452663e-46,4.56784521800179e-28,1.0733971369045785e-55,3.88827649594785e-55,4.665632927730646e-47,2.3524440961976906e-24,5.487801427500887e-34,1.5773853917400014e-53,1.7525375898670686e-60,6.093718645283042e-48,1.485336873735788e-35,2.1968292754254124e-67,2.082481353069536e-57,1.1781813599793791e-67,1.1071653122158045e-56,1.732557746972828e-61,1.360213169861955e-28,1.15010030855249e-42,1.610032310091083e-40,1.2255950170760672e-58
3.1842916346403196e-12,0.841912900926698,3.76,0.0,0.7135023555525805,0.9999999996759094,8.643011103940804e-21,2.5697062023290974e-31,8.965534306364671e-21,6.012038138768496e-10,3.2408886118069414e-10,4.2133768882202416e-18,9.895973719695733e-16,2.7710930404887505e-10,1.3732462277255454e-14,2.1238010145767843e-17,2.4177267237763112e-15,5.054711002452978e-18,2.3963605296686004e-22,4.0339998269756745e-25,4.055180670765566e-24,3.797612997034122e-24,8.628923243441876e-24,1.2283315311923041e-17,3.4497975265501247e-35,3.1633633795788814e-34,1.3708486578713639e-38,9.135991446351049e-52,1.1387490697397485e-14,1.8523328750863176e-18,6.327576079103239e-29,1.9567665350408977e-30,1.119277162343122e-27,2.2585886316400195e-22,1.007066198393186e-23,2.3711028492926923e-44,2.7931608691233504e-41,4.236388217379202e-49,7.741399843693186e-53,5.018142120065985e-39,3.9941343466832034e-27,8.18562691030557e-54,1.637423549111809e-55,7.159217746352642e-46,1.1409276775355746e-27,4.3468554988826336e-55,1.4610001635242377e-54,1.5053186481512796e-46,4.961780393285273e-24,1.3918410323139089e-33,5.947542832472079e-53,7.261732418851831e-60,2.577436750778156e-47,3.765893271826504e-35,1.488497052560324e-66,9.074336025126652e-57,6.487720256562521e-67,4.822336483795412e-56,7.2648538303969e-61,2.8669538965863157e-28,3.7090263211791394e-42,4.7298870882367485e-40,5.3343301740082106e-58
4.7764381268001315e-12,0.8419129009480111,3.76,0.0,0.7135023552519713,0.9999999995138634,2.3606752440065764e-20,7.023400617636795e-31,1.8561432611564926e-20,9.018071743058322e-10,4.861333253937584e-10,8.722878918311374e-18,2.0488314783316585e-15,4.156621541256929e-10,2.1934910643809372e-14,4.3971386995373296e-17,4.181758465199227e-15,1.046441798185279e-17,4.965746774787039e-22,1.1018521575342223e-24,9.041232156527607e-24,1.0371714307592796e-23,2.3566758017366384e-23,2.5431029950116717e-17,1.205734710025067e-34,1.2352051465080148e-33,6.269812674184786e-38,5.1801868571932736e-51,1.7079958487617587e-14,3.834657967959938e-18,1.728336515299648e-28,5.3455271663189744e-30,3.05274101268036e-27,6.164015765843676e-22,2.7948014410100947e-23,1.3049578733205573e-43,1.6889573635732842e-40,3.003832816216878e-48,5.426070703539528e-52,2.1604350954863465e-38,1.0905581329907122e-26,6.928435973546266e-53,1.188931318697258e-54,4.0207064862473087e-45,3.922523134284054e-27,3.817919647477831e-54,1.0388698499668254e-53,8.288698403071562e-46,1.3551226481912196e-23,4.867450980803503e-33,4.3201502089357235e-52,5.992142611362965e-59,2.3206518675342505e-46,1.3162185057590662e-34,2.9939683479313565e-65,8.7758459703106e-56,9.202989056132125e-66,4.660593120223861e-55,6.105179044103016e-60,7.820866805296995e-28,2.0406915328342658e-41,2.0351614676915946e-39,5.150737325501108e-57
6.3685846189599435e-12,0.8419129009693244,3.76,0.0,0.7135023549513614,0.9999999993518172,4.93932239757882e-20,1.4704306121480025e-30,3.156721484759063e-20,1.2024114191763017e-09,6.481777662225302e-10,1.4834711908374876e-17,3.4845186939416326e-15,5.542137632195768e-10,3.102855207056119e-14,7.478507647717359e-17,6.316056948962392e-15,1.7796069477737583e-17,8.452899692221224e-22,2.305515822140135e-24,1.6471183915572705e-23,2.1699712454835024e-23,4.930673940104181e-23,4.325149501143528e-17,3.01128629508033e-34,3.286451302248804e-33,1.8805027553033606e-37,1.782541280328969e-50,2.2771572741585798e-14,6.521162662390023e-18,3.616402490140224e-28,1.1186849980254737e-29,6.379291234724764e-27,1.2888114015800276e-21,5.92959560794247e-23,4.187560172386557e-43,5.634687117413853e-40,1.1428730738679518e-47,2.0553833408529617e-51,6.188158492515356e-38,2.2811372150364903e-26,2.7449289716546832e-52,4.3698729753030157e-54,1.3056894519597896e-44,9.702213865231575e-27,1.5384421516534474e-53,3.957320682677354e-53,2.6607068662914756e-45,2.835196286571375e-23,1.2162679445148821e-32,1.58847515734936e-51,2.4701863665891384e-58,9.15202410463036e-46,3.287361966526548e-34,1.550998021910793e-64,3.6893853282454624e-55,4.266807903699821e-65,1.958445948539976e-54,2.5570980641144376e-59,1.6345940752562164e-27,6.547615116853695e-41,5.870570213106953e-39,2.163919528586018e-56
7.960731111119756e-12,0.8419129009906375,3.76,0.0,0.7135023546507504,0.9999999991897706,8.99184362456668e-20,2.678549144506071e-30,4.8226130093427424e-20,1.5030166116618634e-09,8.102221819965456e-10,2.2663116623330372e-17,5.3235460098115074e-15,6.927640427006741e-10,4.107703531756799e-14,1.14256670675057e-16,8.84706271614705e-15,2.718655068474946e-17,1.2925820053754316e-21,4.1972110109035225e-24,2.6879279183022167e-23,3.9500934823409844e-23,8.975584004976529e-23,6.60784679070448e-17,6.385292549087624e-34,7.294651682810159e-33,4.673295512699384e-37,5.021642638163984e-50,2.846227262280896e-14,9.961946034605394e-18,6.583784634730308e-28,2.0369658956890876e-29,1.1598351141663314e-26,2.3445542608250755e-21,1.0946153269574022e-22,1.0940815991183096e-42,1.5159488058786265e-39,3.4561728013640235e-47,6.195163437051106e-51,1.4881155102954278e-37,4.151473208767715e-26,8.762505455707279e-52,1.2997888633952854e-53,3.4555819885207474e-44,2.0427685186860427e-26,5.006336870474393e-53,1.1978953267451306e-52,6.954026480024507e-45,5.161044965252952e-23,2.5804912346636206e-32,4.72649434237699e-51,8.037604152558764e-58,2.884912391024811e-45,6.9712520824817086e-34,6.563898341064116e-64,1.2578154381660874e-54,1.5927156335771664e-64,6.674238043061578e-54,8.456623423700502e-59,2.9724014552004493e-27,1.7105493226793804e-40,1.4142685842298575e-38,7.372347268877799e-56
1e-11,0.8419129010332638,3.76,0.0,0.7135023542657174,0.9999999989822157,1.7417428472276535e-19,5.194030499837074e-30,7.501010751751931e-20,1.8880421541072114e-09,1.0177734832389044e-09,3.524913132695409e-17,8.28050446112998e-15,8.702214054724279e-10,5.5371326181876466e-14,1.7772567727431522e-16,1.268042155217229e-14,4.2283105236866594e-17,2.01327788805917e-21,8.130382927394807e-24,4.581134701221025e-23,7.650502559220816e-23,1.7384049126140842e-22,1.0278191535387485e-16,1.5679687401134273e-33,1.858988197296223e-32,1.5463524951687672e-36,2.2835080220521293e-49,3.574972824598791e-14,1.5493173115834588e-17,1.2753895653219682e-27,3.947283173509077e-29,2.2411778203373967e-26,4.535313601465097e-21,2.175895330200175e-22,3.747655245755308e-42,5.207705723957545e-39,1.686155563039694e-46,3.016810215888524e-50,4.559443275164316e-37,8.036929311363621e-26,5.013800849049845e-51,6.157113530065944e-53,1.228504519954906e-43,4.971268549641043e-26,3.017687196461917e-52,5.853153777523441e-52,2.3840687084088326e-44,9.99590967856747e-23,6.346247458029096e-32,2.2426293213981642e-50,5.141306644093498e-57,1.364998489844482e-44,1.7124773525430435e-33,6.421471896089234e-63,9.027504254508921e-54,1.1100166110876991e-63,4.781583023503982e-53,5.8726499471046734e-58,5.7454850679965444e-27,5.858356962801017e-40,4.48169908014451e-38,5.27999933667644e-55
1.114502409543938e-11,0.8419129010332638,3.76,0.0,0.7135023540495256,0.9999999988656759,2.3741050979075883e-19,7.083083189639939e-30,9.273070016467565e-20,2.1042298989966058e-09,1.1343109368054482e-09,4.357603365464683e-17,1.0236939365305914e-14,9.69860529385832e-10,6.409845143587467e-14,2.1972030455400875e-16,1.5124066943908894e-14,5.2270639232343336e-17,2.490705030835331e-21,1.108237838407235e-23,5.919917400987742e-23,1.0427563218320307e-22,2.369442992013197e-22,1.2706634585477815e-16,2.3346783798408233e-33,2.796560495496491e-32,2.5073519231185512e-36,3.95649693526198e-49,3.984087271471039e-14,1.9152376926112173e-17,1.738491866127358e-27,5.381366792541324e-29,3.051616314902984e-26,6.178252188190566e-21,2.9990379704374944e-22,6.118225918843717e-42,8.497577213933657e-39,2.952988504133108e-46,5.282114053152637e-50,7.2479362772463525e-37,1.0952109439173662e-25,8.994640880984541e-51,1.0731861615748489e-52,2.023412973090303e-43,7.381071589628075e-26,5.451569210705134e-52,1.0253195958614466e-51,3.892908781219599e-44,1.362435974435062e-22,9.454448406148525e-32,3.9100169762294123e-50,9.361298606384471e-57,2.3752521364478926e-44,2.5501833591931672e-33,1.2180829093043988e-62,1.665497821200516e-53,2.0384183304496306e-63,8.819865872685357e-53,1.079826027182519e-57,7.824225087877474e-27,9.563685470239485e-40,7.192626634015878e-38,9.738897578396297e-55
1.4329317079759004e-11,0.84191290107589,3.76,0.0,0.7135023534482968,0.9999999985415798,4.922098794044748e-19,1.4705087751799708e-29,1.520678397714858e-19,2.7054470350866258e-09,1.4583995898513332e-09,7.14576674265057e-17,1.6788472651975853e-14,1.2469516159866463e-09,9.099786721806519e-14,3.603547195338836e-16,2.301220278903208e-14,8.571074279707011e-17,4.092798552566288e-21,2.2977281200112139e-23,1.0891731692754925e-22,2.161548544366634e-22,4.911743629158677e-22,2.083881473893468e-16,6.0520874164331125e-33,7.405850743414876e-32,8.188174763175873e-36,1.5940328615014726e-48,5.121576102149786e-14,3.140332383723301e-17,3.604646867054205e-27,1.1162715601410142e-28,6.306823728013376e-26,1.278651573016384e-20,6.421323444441315e-22,2.0219618351317694e-41,2.836320465577488e-38,1.2161320307883909e-45,2.1734184057216105e-49,2.250630878970041e-36,2.268960691598752e-25,3.998380424304192e-50,4.327077199835682e-52,6.8958207573219695e-43,1.9017151989870453e-25,2.4944963656470143e-51,4.226784182375207e-51,1.2875334678127227e-43,2.824235905128457e-22,2.4550476391261384e-31,1.5784227399108151e-49,4.394817422640886e-56,9.76181417796974e-44,6.613728430513676e-33,7.172887988478338e-62,8.193831115491948e-53,1.039031983747332e-62,4.3347599756923515e-52,5.322505922972324e-57,1.617717131403156e-26,3.160377880973439e-39,2.295856498028063e-37,4.7871281433722244e-54
2.0697903048398252e-11,0.8419129011611428,3.76,0.0,0.7135023522458277,0.999999997893383,1.4789359935476232e-18,4.4318217659647335e-29,3.1521807028782033e-19,3.907892851871118e-09,2.106576590689191e-09,1.4811371158477628e-16,3.480514408586718e-14,1.801117591793946e-09,1.5642867334224855e-13,7.471421266868575e-16,4.362084025451177e-14,1.7763590829405788e-16,8.520478086134904e-21,6.904417401136339e-23,2.778655762228385e-22,6.492374949525564e-22,1.4753370281684637e-21,4.3202443097142246e-16,2.6704291123507853e-32,3.3120822382310027e-31,5.530370717213806e-35,1.6792847593411545e-47,7.395441027787122e-14,6.50756360551863e-17,1.083290858518271e-26,3.3579807142594365e-28,1.8810383992586492e-25,3.826094575795285e-20,2.072740975644172e-21,1.353070737585752e-40,1.8839499789827944e-37,1.2648854877646512e-44,2.263036099308743e-48,1.3855577845509647e-35,6.805652102848394e-25,5.213482534242063e-49,4.414181846692073e-51,5.011731654010317e-42,8.329209694416149e-25,3.46313684788434e-50,4.407009747231391e-50,8.63302088023859e-43,8.4829302116144e-22,1.0882466453374664e-30,1.616620190960269e-48,6.127497747431736e-55,9.735943391109183e-43,2.922073072299147e-32,1.7083960349679806e-60,1.3375730862602803e-51,1.7099746520073695e-61,7.051766510496559e-51,8.709681865826628e-56,4.829595979385888e-26,2.1145918256821634e-38,1.511845560320894e-36,7.799193794596013e-53
3.343507498567675e-11,0.8419129013316482,3.76,0.0,0.7135023498408427,0.9999999965969705,6.358297832931712e-18,1.917307689482603e-28,8.1932139880194265e-19,6.312830663247546e-09,3.4029293713089362e-09,3.8492926669214535e-16,9.049195399027761e-14,2.9093847580776313e-09,3.338153176525912e-13,1.9429230875599805e-15,1.0416517969884985e-13,4.615397734668825e-16,2.2345218068660325e-20,2.9687651358230316e-22,1.0050928792442841e-21,2.788939886989833e-21,6.3381736072236125e-21,1.123262486521424e-15,1.948848209639404e-31,2.4109068710717705e-30,7.229143256389075e-34,4.0712121974994105e-46,1.1938724099911311e-13,1.6903852303376654e-16,4.658784369674907e-26,1.4472516517506666e-27,7.956624483131808e-25,1.6299737977504552e-19,1.0262088065866574e-20,1.6813147699816508e-39,2.2922645506739487e-36,2.8244897405038345e-43,5.074204115189641e-47,1.5999828227152888e-34,2.914635386852663e-24,1.6642304557701563e-47,9.621888947682346e-50,7.297208630511224e-41,6.045724293033488e-24,1.1807145673419758e-48,9.893607881103251e-49,1.0770351319027372e-41,3.644142858514642e-21,8.026687834287476e-30,3.557197404562287e-47,1.8853268008830037e-53,2.0038561963903298e-41,2.1392240950779782e-31,1.0338961422483723e-58,5.354714635102884e-50,6.885957148732529e-60,2.801131808250881e-49,3.622216193332209e-54,2.047192385765794e-25,2.6268209597580075e-37,1.9445291999742784e-35,3.113775560519137e-51
5.890941886023375e-11,0.8419129016726598,3.76,0.0,0.7135023450306854,0.9999999940040699,3.5802844798022805e-17,1.0931156122062633e-27,2.537929838431056e-18,1.1122890993687222e-08,5.995630047961836e-09,1.1920308433704193e-15,2.804723348145598e-13,5.12565998169484e-09,8.746669700715305e-13,6.02438555097136e-15,3.025433129228194e-13,1.4285462053398626e-15,7.048155049626996e-20,1.6721172839829345e-21,4.916551002906332e-21,1.567718455333432e-20,3.5634539451236265e-20,3.481565599798597e-15,2.0151040701548396e-30,2.4866085615507507e-29,1.4511483069291013e-32,1.6301467957791975e-44,2.1007536590683476e-13,5.229271516309672e-16,2.623808529254346e-25,8.189903326407506e-27,4.3327755857831965e-24,9.00547265784214e-19,7.334871675703526e-20,3.1961707325388785e-38,4.2497028259596175e-35,1.0063131444857175e-41,1.8194538998787502e-45,2.882551931094578e-33,1.627965602442993e-23,9.876518176420531e-46,3.427936872354046e-48,1.7999846332570765e-39,6.244371753803747e-23,7.376831770599913e-47,3.564665635564074e-47,2.062607998872965e-40,2.0485829674234172e-20,8.484439664527222e-29,1.2916719203504028e-45,8.791306720545395e-52,6.761577174604741e-40,2.2268007622933087e-30,1.193383421447951e-56,3.734416728580588e-48,5.421820704902402e-58,1.9234955110584334e-47,2.5832487527808243e-52,1.1195556688651174e-24,4.991116083910542e-36,3.83495076087969e-34,2.1626357612329547e-49
9.999999999999999e-11,0.8419129023546845,3.76,0.0,0.7135023372712883,0.9999999898214622,1.8377367310663453e-16,5.73629926124348e-27,7.301737779916732e-18,1.8882125005681338e-08,1.0177689784315642e-08,3.4278981624832583e-15,8.077546918528983e-13,8.699824426913359e-09,2.2698178698495645e-12,1.7362379339012986e-14,8.396043581770521e-13,4.104409564059392e-15,2.0910203624575392e-19,8.586983663034667e-21,2.3171110720782994e-20,8.021412828094327e-20,1.823888796430225e-19,1.0027372053376117e-14,1.8523486509053618e-29,2.3333564770983765e-28,2.643024326756234e-31,6.08066178136039e-43,3.5585996550240434e-13,1.5010593142179731e-15,1.3451693859058754e-24,4.2407087268235025e-26,2.0957860311235526e-23,4.4661950203216604e-18,5.165873103805576e-19,5.599908184525497e-37,7.3342345847149095e-34,3.2827581493734633e-40,5.983660841201843e-44,4.8613750931821195e-32,8.232704693274542e-23,5.956902919981283e-44,1.1251035826075307e-46,4.5196738646383735e-38,5.762136642895334e-22,4.606300034234429e-45,1.1890678243314737e-45,3.6627232584677073e-39,1.0483125645328835e-19,8.125231598465627e-28,4.395863648538642e-44,3.4946814107283757e-50,2.1696571087677507e-38,2.0733780949298585e-29,1.3849239225203605e-54,2.474460899980262e-46,4.668757447190366e-56,1.2368485591728241e-45,1.7205758354203593e-50,5.454697245796874e-24,8.737443330480755e-35,6.707712125784004e-33,1.422515067441209e-47
