Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201)
0.00013367281416161022,0.9239678730555096,3.76,0.0,2.4959503300580763e-06,0.011611522608634581,0.9788937653176706,1.8578438226850264e-06,3.312782473571968e-07,4.150016755159957e-06,9.226269856378885e-06,1.7137100445609656e-12,0.03271013006030557,0.14079871328107496,0.36128766002350926,6.46551724401498e-07,0.008194181747864359,1.2836250060094514e-10,1.4020553182309763e-10,1.356880461156969e-07,1.8095073214057605e-11,2.6111456090075924e-06,0.4698423707348751,3.126209150424891e-06,2.1563471728650474e-12,8.559114577697453e-08,4.5511889336642576e-05,1.6416879064079887e-07,9.16679228408518e-08,3.9100673916548227e-07,5.380050657797612e-16,1.3987100784174753e-14,9.166446334287889e-16,1.4777700504196845e-08,0.24355304574963105,3.3439815991286384e-07,5.92187140257224e-07,6.514883553653908e-11,9.904300811416053e-13,1.4155395072664573e-11,2.479459366347655e-07,2.8671656115059898e-11,2.314496063959289e-14,1.2936837142328826e-09,4.085644710528462e-08,1.842347546961499e-11,1.8642225237015956e-12,1.4849052498145462e-10,2.8804481567616546e-08,4.29050587426792e-08,1.5935218850724516e-10,1.6224264328538878e-18,2.9530449035512464e-07,2.991766676670738e-11,2.4369537612120873e-16,2.622912162956876e-12,2.8149617838189777e-19,1.5717470647221503e-14,3.105381778120426e-15,1.381167496127929e-16,1.8560898322158596e-17,3.199516446230037e-13,4.9611067406330735e-14
0.00013385798387169275,0.9239465914850067,3.76,0.0,2.3881771834103093e-06,0.011558336393044884,0.9787160945698631,1.777064592132943e-06,3.165921433155117e-07,3.970621719726312e-06,9.18525692083243e-06,1.632162359234758e-12,0.032664173535689615,0.14071157796945974,0.36153446290203317,6.182421219189694e-07,0.008171006385544926,1.2263993048358113e-10,1.3414000258488163e-10,1.2986463433706228e-07,1.711393870927455e-11,2.5984403334782395e-06,0.46949795747193257,3.1189949876318707e-06,2.0619145981048855e-12,8.189156711171524e-08,4.355947562719142e-05,1.5690585362485108e-07,8.75423207279511e-08,3.7391070450446763e-07,5.294508151844323e-16,1.3368263552847647e-14,8.934916943940814e-16,1.4781605706355883e-08,0.24390192950763434,3.1936536801501505e-07,5.660427456012439e-07,6.218918618558056e-11,9.453380001982577e-13,1.3525953762778446e-11,2.481552672757019e-07,2.6197208653123676e-11,2.1121842049044097e-14,1.2938019347057492e-09,4.0560090972179395e-08,1.684170220673053e-11,1.7811464823445414e-12,1.4173745614346995e-10,2.7531525776622244e-08,4.1042684214768424e-08,1.455020055397042e-10,1.4746607411951564e-18,2.956092523828871e-07,2.9936292608317645e-11,2.436739772631455e-16,2.3955224015860914e-12,2.823374947494491e-19,1.435786821597518e-14,2.8354691410611146e-15,1.316814245728177e-16,1.6996739406105066e-17,3.174451241519385e-13,4.5318773613521375e-14
0.00013404315358177529,0.923925362708132,3.76,0.0,2.2853290214962826e-06,0.01150587635252508,0.9785400850226629,1.6999621756375144e-06,3.025920010805899e-07,3.7994254187171503e-06,9.14479891239779e-06,1.5547420026628483e-12,0.03261833134804175,0.1406237665868401,0.3617797688143162,5.912651546990926e-07,0.00814793632616985,1.1718699922179635e-10,1.2835178024990113e-10,1.2430527607263937e-07,1.6194543026556885e-11,2.586245335953088e-06,0.4691564762939511,3.1118145344536276e-06,1.9718262613294025e-12,7.836060472221314e-08,4.169560757840667e-05,1.4998187616521163e-07,8.361234610356646e-08,3.5760459983694334e-07,5.213058703026598e-16,1.2778278105990199e-14,8.71494407277322e-16,1.4785651627548435e-08,0.24424767812299833,3.050463332551846e-07,5.411195431999427e-07,5.937109124578168e-11,9.024064683262313e-13,1.292597311109986e-11,2.4835977735677744e-07,2.3942503566009224e-11,1.9280507570372036e-14,1.2938978203997949e-09,4.027957869993804e-08,1.5399668690694127e-11,1.70197321822998e-12,1.3530766625665812e-10,2.6318006816152726e-08,3.9265387188878496e-08,1.3289035986915403e-10,1.3407597543633293e-18,2.9590469633599387e-07,2.995455488938514e-11,2.4365090610303655e-16,2.1883981413369172e-12,2.831731630152194e-19,1.3119169096681907e-14,2.589693738509757e-15,1.2557505340083899e-16,1.556798218077344e-17,3.1506372165567375e-13,4.1408249886315434e-14
0.00013422832329185782,0.9239041865846382,3.76,0.0,2.187168509182752e-06,0.0114541207515104,0.9783657388751892,1.6263627191792324e-06,2.89244226844221e-07,3.6360332436493973e-06,9.104879074866255e-06,1.4812265715395163e-12,0.0325726059755204,0.14053529855013608,0.3620235701927426,5.655547653054236e-07,0.008124971518265455,1.1199035541985441e-10,1.228274861703488e-10,1.1899735913940067e-07,1.533244522495766e-11,2.574535872750686e-06,0.4688179075565252,3.1046678987259686e-06,1.885873126926621e-12,7.499018832268589e-08,3.991605733101147e-05,1.4338023494712006e-07,7.986826708909034e-08,3.4205002306565606e-07,5.135481543553211e-16,1.2215731771578767e-14,8.505900352803481e-16,1.4789819046505921e-08,0.2445903209524883,2.9140540526990874e-07,5.173574354706231e-07,5.66874523173946e-11,8.615269843933822e-13,1.2354008074993173e-11,2.485595311331124e-07,2.188747950726998e-11,1.7604182245489412e-14,1.293971840394634e-09,4.0014071456426135e-08,1.4084683754519716e-11,1.6265102879141548e-12,1.2918493195055576e-10,2.5161005378774206e-08,3.756909465079133e-08,1.2140340425426497e-10,1.2193836236622529e-18,2.961910192201154e-07,2.997245899230646e-11,2.4362620536383273e-16,1.9996843890866604e-12,2.8400319648992924e-19,1.1990330993974885e-14,2.365836803866446e-15,1.1977975424090256e-16,1.426259744950965e-17,3.128007345180736e-13,3.784462108739829e-14
0.00013441349300194035,0.9238830629715219,3.76,0.0,2.0934703346600438e-06,0.011403048785541998,0.978193057372678,1.556100817076423e-06,2.7651694223311227e-07,3.480070513627291e-06,9.065481375638468e-06,1.4114064541124438e-12,0.03252699971744243,0.14044619263131183,0.3622658605553195,5.410483292262429e-07,0.008102111871432487,1.0703733957932818e-10,1.1755442287367424e-10,1.1392890446245545e-07,1.4523559543578044e-11,2.5632884757114034e-06,0.46848223134318273,3.0975551657930427e-06,1.8038566289433784e-12,7.177265151814368e-08,3.821680868618467e-05,1.3708515997757595e-07,7.630085739175933e-08,3.2721052733564383e-07,5.061568575385678e-16,1.1679284290309757e-14,8.307194649236084e-16,1.4794090006028174e-08,0.24492988713796715,2.7840879927400727e-07,4.946994277474584e-07,5.413154253975149e-11,8.225967327584169e-13,1.1808687533037817e-11,2.4875459173702373e-07,2.0013956396939758e-11,1.6077679540871783e-14,1.2940244517426386e-09,3.976277641887508e-08,1.2885240163926998e-11,1.5545751613070126e-12,1.233538795239669e-10,2.4057752327190302e-08,3.594993699460563e-08,1.1093803959841495e-10,1.1093258446669256e-18,2.964684133488097e-07,2.9990010210645754e-11,2.435999166501508e-16,1.827700393843448e-12,2.848276094882442e-19,1.0961346515510853e-14,2.1618890460556216e-15,1.1427868071659252e-16,1.3069651875147948e-17,3.106498292304395e-13,3.459628141056397e-14
0.0001345986627120229,0.9238619917232367,3.76,0.0,2.0040205708788895e-06,0.011352640535976836,0.9780220408630976,1.4890190972225573e-06,2.6437989357474835e-07,3.3311814234730307e-06,9.026590470332537e-06,1.3450840421431797e-12,0.032481514703661424,0.14035646698426396,0.3625066344456222,5.176864688006694e-07,0.00807935725880072,1.0231594674314527e-10,1.1252053738351597e-10,1.090885327250029e-07,1.3764124668997163e-11,2.5524808835691446e-06,0.468149427493604,3.0904763998490247e-06,1.725588128560372e-12,6.870071077144043e-08,3.659404604533223e-05,1.310816889369862e-07,7.290136902205175e-08,3.1305151728260493e-07,4.991123595383419e-16,1.1167663941254075e-14,8.11826982713944e-16,1.4798447732608272e-08,0.24526640560365479,2.660244942410272e-07,4.7309146096005707e-07,5.1696986400973836e-11,7.855182740684266e-13,1.1288710364350572e-11,2.4894502120869315e-07,1.8305454365214004e-11,1.468724714388132e-14,1.2940560998456177e-09,3.952494415030404e-08,1.1790901259352504e-11,1.4859946911350138e-12,1.1779993875052966e-10,2.3005620643481886e-08,3.440423748486662e-08,1.0140087364143025e-10,1.0094995892282393e-18,2.9673706645177603e-07,3.000721375088734e-11,2.435720804830619e-16,1.6709228645932586e-12,2.8564641727749634e-19,1.0023143726139009e-14,1.976030354495344e-15,1.0905595786852269e-16,1.1979205689484388e-17,3.086050203837562e-13,3.1634580138939694e-14
0.00013478383242210542,0.9238409726918957,3.76,0.0,1.918616072406108e-06,0.011302876926999467,0.9778526888508074,1.4249678261698361e-06,2.528043661020563e-07,3.189028049539187e-06,8.988191669201831e-06,1.2820729949657363e-12,0.032436152903480446,0.1402661391704976,0.3627458873757376,4.954128774982256e-07,0.008056707519351225,9.781479122385934e-11,1.0771438663814436e-10,1.0446543285786367e-07,1.3050675861636357e-11,2.5420919770993487e-06,0.46781947563015497,3.083431645210224e-06,1.6508884003642767e-12,6.57674455012839e-08,3.504414394892272e-05,1.2535562405596184e-07,6.966150652951023e-08,2.995401510138235e-07,4.923961570922363e-16,1.067966388291459e-14,7.938600665033536e-16,1.480287656141661e-08,0.24559990505368784,2.5422213684229997e-07,4.5248225367857446e-07,4.937774067838157e-11,7.501992533781739e-13,1.0792841741493277e-11,2.491308805257647e-07,1.6747030508145198e-11,1.3420428034634558e-14,1.294067218819e-09,3.929986613056373e-08,1.0792198698635125e-11,1.4206046116618633e-12,1.1250929927215025e-10,2.2002117824520693e-08,3.292850227982285e-08,9.270728271056296e-11,9.189254745593774e-19,2.969971617816321e-07,3.0024074734157105e-11,2.4354273633366877e-16,1.5279708403941445e-12,2.8645963602869887e-19,9.167496462282021e-15,1.806611512723667e-15,1.040966223256407e-16,1.098222017092173e-17,3.066606508893587e-13,2.893353825325823e-14
0.00013496900213218796,0.9238200057274621,3.76,0.0,1.8370639057185615e-06,0.011253739684821105,0.9776850000473991,1.3638045332233126e-06,2.417631028507013e-07,3.053289410074045e-06,8.950270905270863e-06,1.2221975520470464e-12,0.032390916134120894,0.140175226183644,0.36298361577206834,4.7417415404129937e-07,0.00803416246011282,9.352307330264446e-11,1.0312510487987826e-10,1.000493322660861e-07,1.2380019615048454e-11,2.532101717861087e-06,0.46749235518283444,3.0764209275207348e-06,1.5795871459327355e-12,6.296627925117562e-08,3.356365718212107e-05,1.1989349138211298e-07,6.657340267045565e-08,2.8664524748828226e-07,4.859907962996457e-16,1.0214138697762182e-14,7.767691906593132e-16,1.4807361866321337e-08,0.24593041396996437,2.4297295080752883e-07,4.32823152999742e-07,4.716807644438134e-11,7.165521245918562e-13,1.0319909625614342e-11,2.4931222963191065e-07,1.5325131745783605e-11,1.2265935383297665e-14,1.2940582318438643e-09,3.908687243296257e-08,9.880540240634547e-12,1.3582490650757957e-12,1.0746886943055788e-10,2.1044878699430175e-08,3.151941098654538e-08,8.478056671353269e-11,8.367206250963801e-19,2.972488782191511e-07,3.004059819791195e-11,2.4351192265551307e-16,1.397592053778837e-12,2.8726728276974727e-19,8.386943475322816e-15,1.6521377293532872e-15,9.93865664561003e-17,1.0070473948268361e-17,3.0481137335758753e-13,2.6469592951363993e-14
0.0001351541718422705,0.9237990906779258,3.76,0.0,1.7591808110234086e-06,0.011205211298954326,0.9775189724198693,1.305393652852333e-06,2.3123022792649127e-07,2.9236605770864568e-06,8.912814704100939e-06,1.165291890647833e-12,0.03234580606876841,0.14008374447286914,0.3632198169238581,4.5391964590626815e-07,0.00801172185823907,8.943054778995196e-11,9.874237289525742e-11,9.583046869330103e-08,1.1749210582430318e-11,2.522491090376881e-06,0.46716804541271567,3.069444254894861e-06,1.5115225332779236e-12,6.029096187089398e-08,3.2149311415949194e-05,1.1468250230185295e-07,6.36295954272443e-08,2.7433719893484645e-07,4.798798093177691e-16,9.770001128622621e-15,7.605076439652694e-16,1.481188999454451e-08,0.2462579606102557,2.3224965140743858e-07,4.1406799375903223e-07,4.506256207928184e-11,6.844938903319343e-13,9.868801452718153e-12,2.494891274643962e-07,1.402746217391374e-11,1.1213539872718691e-14,1.2940295515071762e-09,3.888532953773763e-08,9.048126557169431e-12,1.2987801539776203e-12,1.0266623740339374e-10,2.01316586454319e-08,3.01738077196426e-08,7.755118793811355e-11,7.620888863923301e-19,2.9749239037689566e-07,3.0056789097597747e-11,2.4347967691585577e-16,1.2786506357855757e-12,2.8806937534069427e-19,7.674715516954666e-15,1.511253802448748e-15,9.49124861822737e-17,9.23648727119415e-18,3.030521325659372e-13,2.4221367268274627e-14
0.00013533934155235302,0.9237782273894701,3.76,0.0,1.6847926937559134e-06,0.01115727498545422,0.9773546032362559,1.2496061845822984e-06,2.2118117390128254e-07,2.7998518367215605e-06,8.875810155099688e-06,1.1111995253441335e-12,0.03230082424421669,0.1399917099652249,0.36345448893430793,4.346013016040829e-07,0.007989385462972284,8.55274943375816e-11,9.455638899319854e-11,9.17995636276774e-08,1.1155530582755853e-11,2.513242047533052e-06,0.46684652543397337,3.0625016189995934e-06,1.4465407607264568e-12,5.773555265369742e-08,3.07979943536128e-05,1.0971051718387532e-07,6.082300630302666e-08,2.625878880492037e-07,4.7404765510865e-16,9.346218995632008e-15,7.450313592693114e-16,1.48164482055924e-08,0.2465825730065695,2.2202636475998539e-07,3.9617296558134184e-07,4.305604723378219e-11,6.53945856358153e-13,9.438461000234364e-12,2.496616319806775e-07,1.2842863403090005e-11,1.0253968133182606e-14,1.2939815801305871e-09,3.869463827394037e-08,8.28787614420608e-12,1.2420575184710703e-12,9.808963451399544e-11,1.9260327178747103e-08,2.8888692635681984e-08,7.095608482722048e-11,6.943120597383472e-19,2.9772786870120363e-07,3.00726523082758e-11,2.4344603562587614e-16,1.1701160240024757e-12,2.8886593235100456e-19,7.02466954437842e-15,1.3827307451930981e-15,9.066183217552315e-17,8.473453464881895e-18,3.0137814895037517e-13,2.2169462196266076e-14
0.00013552451126243556,0.9237574157066285,3.76,0.0,1.6137341440217055e-06,0.011109914652022696,0.9771918891088771,1.1963193694695067e-06,2.1159261315596625e-07,2.681587895351775e-06,8.839244884292562e-06,1.0597727464314865e-12,0.03225597206812833,0.13989913808699078,0.3636876306741524,4.1617353116127835e-07,0.007967152997500353,8.18046893979108e-11,9.055784161605917e-11,8.794779715957638e-08,1.059646951209369e-11,2.504337458982424e-06,0.46652777423457537,3.05559299608008e-06,1.3844956438959214e-12,5.529440437576496e-08,2.950674735343616e-05,1.0496601102419453e-07,5.814691981794221e-08,2.5137060973530543e-07,4.684796639859835e-16,8.941812283227777e-15,7.302987541572412e-16,1.4821024614195963e-08,0.24690427896375003,2.1227855166613136e-07,3.7909648731916097e-07,4.114364768454598e-11,6.248333996687026e-13,9.027885423719917e-12,2.498298001840673e-07,1.17612065518372e-11,9.378811143180491e-15,1.2939147100881473e-09,3.8514231881860766e-08,7.593357516237875e-12,1.1879479364650854e-12,9.372790058501085e-11,1.8428861898784663e-08,2.76612139168861e-08,6.493805300542676e-11,6.327420453743052e-19,2.979554795724778e-07,3.0088192626216326e-11,2.4341103436981586e-16,1.0710529519450302e-12,2.8965697313870737e-19,6.431229322452246e-15,1.2654537222943158e-15,8.662276422331882e-17,7.775176867633513e-18,2.9978490305786035e-13,2.0296269023612023e-14
0.0001357096809725181,0.9237366554724318,3.76,0.0,1.5458479823830665e-06,0.011063114864879871,0.9770308260352882,1.1454163823942593e-06,2.0244239294361003e-07,2.5686071288153652e-06,8.80310702847979e-06,1.010872094521896e-12,0.032211250825931764,0.1398060437840529,0.36391924173757906,3.985930743644687e-07,0.007945024160711852,7.825337973703502e-11,8.673788348546575e-11,8.4266784208112e-08,1.0069707969103339e-11,2.4957610623910174e-06,0.46621177069571534,3.048718347930856e-06,1.3252482245273659e-12,5.2962148188360906e-08,2.8272757501956756e-05,1.0043804097962291e-07,5.559496413756272e-08,2.406599971080345e-07,4.631619857165465e-16,8.555850387485745e-15,7.162705819314963e-16,1.4825608136997804e-08,0.24722310605829975,2.0298293571311594e-07,3.627990884563812e-07,3.932073103158999e-11,5.970857494978395e-13,8.636122454297062e-12,2.499936881485012e-07,1.0773294745344669e-11,8.580441612609841e-15,1.293829324113288e-09,3.834357418872892e-08,6.958727963997184e-12,1.136324945891589e-12,8.95704512184066e-11,1.7635342765692792e-08,2.6488660179804853e-08,5.944518690851069e-11,5.767937998804517e-19,2.9817538540375035e-07,3.0103414770458665e-11,2.4337470783310223e-16,9.806124126680927e-13,2.90442517731356e-19,5.889331792831133e-15,1.1584111675526815e-15,8.278410856115069e-17,7.136016626439427e-18,2.9826812090295027e-13,1.858579989938464e-14
0.00013589485068260063,0.9237159465285437,3.76,0.0,1.4809848304947735e-06,0.01101686081731194,0.9768714094370815,1.0967860394904277e-06,1.9370947393671169e-07,2.4606608723968192e-06,8.767385210707454e-06,9.643658688555666e-13,0.03216666168737146,0.13971244154136236,0.36414932240037545,3.818188763660811e-07,0.007922998628854674,7.48652574152826e-11,8.308810719128784e-11,8.074855203927399e-08,9.57310141766517e-12,2.487497417389252e-06,0.4658984936100549,3.0418776228154776e-06,1.2686664000081408e-12,5.0733679316306524e-08,2.7093350112402706e-05,9.611621568155568e-08,5.31610927706573e-08,2.3043195149844942e-07,4.580815409097077e-16,8.18744951474157e-15,7.029097921066579e-16,1.483018844269439e-08,0.24753908163741029,1.941174354068555e-07,3.472432970785182e-07,3.758290319108116e-11,5.706357804997043e-13,8.262267748013592e-12,2.5015335104243607e-07,9.870775094512908e-12,7.851939466809492e-15,1.2937257955954011e-09,3.818215789092565e-08,6.378678230834129e-12,1.087068487611216e-12,8.560724689588332e-11,1.6877946692595303e-08,2.5368453286243493e-08,5.443037606200581e-11,5.259390232665691e-19,2.9838774473748616e-07,3.0118323384339025e-11,2.4333708982949265e-16,8.980235006013823e-13,2.9122258680871037e-19,5.3943786457542324e-15,1.0606849665439203e-15,7.913531793975266e-17,6.550835787892829e-18,2.9682376017516536e-13,1.702353483734503e-14
0.00013608002039268316,0.923695288715392,3.76,0.0,1.4190027051740338e-06,0.010971138299809056,0.9767136341966304,1.0503225199988058e-06,1.8537387208173292e-07,2.3575127492570155e-06,8.7320685169847e-06,9.201296670019043e-13,0.03212220571272845,0.1396183454015156,0.36437787358019585,3.6581197020407355e-07,0.007901076057103211,7.16324361508785e-11,7.960052213827768e-11,7.73855190022149e-08,9.104665746745293e-12,2.4795318620651617e-06,0.4655879216988441,3.0350707563371612e-06,1.2146245724716996e-12,4.860414351856024e-08,2.5965981625006523e-05,9.19906662309657e-08,5.083956727655975e-08,2.2066357626388064e-07,4.532259754668395e-16,7.835770222873209e-15,6.901813997553912e-16,1.4834755905389054e-08,0.2478522328181894,1.8566110009906117e-07,3.323935340326821e-07,3.592599563827765e-11,5.454198174249046e-13,7.905462378715762e-12,2.503088431519083e-07,9.046059209603131e-12,7.187024616700262e-15,1.2936044888663456e-09,3.802950293630511e-08,5.848382525492581e-12,1.040064567842973e-12,8.182876379608654e-11,1.6154942434667503e-08,2.429814153465292e-08,4.9850850521160305e-11,4.797004974616937e-19,2.9859271234060557e-07,3.0132923036985556e-11,2.4329821332727267e-16,8.225860445918399e-13,2.919972016670647e-19,4.9421925788810105e-15,9.714415974620372e-16,7.56664342352218e-17,6.014955173675476e-18,2.9544799724657497e-13,1.559628353086205e-14
0.0001362651901027657,0.9236746818722873,3.76,0.0,1.3597666345639202e-06,0.010925933671710714,0.976557494691891,1.0059251018368964e-06,1.77416603600634e-07,2.258938035140115e-06,8.697146474181927e-06,8.780459537822829e-13,0.0320778838587272,0.1395237689824967,0.36460489679884556,3.505353658130102e-07,0.007879256081038883,6.854742898646308e-11,7.626753277021397e-11,7.417047441418062e-08,8.662564108741894e-12,2.4718504718412337e-06,0.4652800336279828,3.028297672262919e-06,1.1630033164126046e-12,4.6568924268869804e-08,2.488823288679564e-05,8.805201877940643e-08,4.86249409241635e-08,2.1133311419993368e-07,4.485836179046209e-16,7.500015097067613e-15,6.780523631680505e-16,1.4839301560960227e-08,0.2481625864870723,1.7759404948492455e-07,3.1821601292315674e-07,3.434605335686645e-11,5.213774506191193e-13,7.564890466431796e-12,2.504602179027881e-07,8.292251389086422e-12,6.579996274315802e-15,1.2934657594772107e-09,3.7885155000585423e-08,5.363453341006156e-12,9.952049390197778e-13,7.822596622832694e-11,1.5464685758110418e-08,2.3275393211177726e-08,4.566777048560412e-11,4.376470055473345e-19,2.987904392977058e-07,3.0147218224780855e-11,2.4325811047454305e-16,7.536639531603717e-13,2.927663841851453e-19,4.528977774399781e-15,8.899241329259394e-16,7.236805344811543e-17,5.524111578675801e-18,2.9413721493178524e-13,1.429206049913123e-14
0.00013645035981284823,0.923654125837539,3.76,0.0,1.3031482951306786e-06,0.010881233834280418,0.9764029848293589,9.63497910241104e-07,1.6981963295128784e-07,2.1647230573165903e-06,8.662609029047945e-06,8.380036574194829e-13,0.0320336969841443,0.1394287254946196,0.36483039414647983,3.359539451712927e-07,0.007857538318048593,6.560312718431144e-11,7.308191799612908e-11,7.109655952887691e-08,8.24509491827603e-12,2.4644400206060207e-06,0.464974808023084,3.0215582833034974e-06,1.1136890638150473e-12,4.4623630616893954e-08,2.3857802789800655e-05,8.42913686044663e-08,4.6512043248121325e-08,2.0241988833084442e-07,4.441434393584681e-16,7.179426552403971e-15,6.664914692590148e-16,1.4843817066236944e-08,0.24847016929940496,1.698974164670091e-07,3.0467864560932173e-07,3.283932345454099e-11,4.984513617283603e-13,7.2397769337331115e-12,2.5060752788225016e-07,7.603083721390507e-12,6.025678157966373e-15,1.293309954465642e-09,3.7748684052139405e-08,4.919900600644579e-12,9.523867980357392e-13,7.479028059092336e-11,1.4805614873142797e-08,2.229799048081952e-08,4.184585566733277e-11,3.993887701030967e-19,2.989810731024682e-07,3.016121337279148e-11,2.4321681262361773e-16,6.906792008748649e-13,2.935301567915095e-19,4.151284174813608e-15,8.154450165740562e-16,6.923129292781859e-17,5.074419876820911e-18,2.9288799095544076e-13,1.3099972236613621e-14
0.00013663552952293076,0.9236336204485589,3.76,0.0,1.2490256683153548e-06,0.010837026205135884,0.9762500980752747,9.22949678866475e-07,1.625658235704403e-07,2.074664625848769e-06,8.628446528288115e-06,7.99897791074837e-13,0.03198964585513343,0.13933322775670806,0.36505436824762666,3.2203436324670753e-07,0.00783592236864537,6.279278028100962e-11,7.003681174792256e-11,6.815724952725708e-08,7.85068089743327e-12,2.4572879439810032e-06,0.464672223483594,3.0148524918513353e-06,1.0665738058528939e-12,4.276408569259271e-08,2.2872502247907242e-05,8.070025559659109e-08,4.449596545202694e-08,1.939042458862299e-07,4.398950160705584e-16,6.8732847560834005e-15,6.554692261448244e-16,1.4848294660770547e-08,0.2487750076791903,1.6255329319372916e-07,2.917509528922539e-07,3.140224440746669e-11,4.765871590387524e-13,6.9293853830062064e-12,2.507508248594984e-07,6.972857421387385e-12,5.519369006600225e-15,1.2931374126140597e-09,3.761968299989179e-08,4.514094706481375e-12,9.115125009110212e-13,7.151357076875464e-11,1.4176246116148281e-08,2.1363823600367078e-08,3.8353050494333085e-11,3.645733567940598e-19,2.9916475774724313e-07,3.017491283616599e-11,2.43174350354581e-16,6.331063925809014e-13,2.9428854243337325e-19,3.805975184781895e-15,7.473795380922738e-16,6.62477606555504e-17,4.66233866165004e-18,2.916970870852891e-13,1.2010115186582152e-14
0.0001368206992330133,0.9236131655419638,3.76,0.0,1.1972827157315189e-06,0.010793298693964929,0.9760988274851705,8.841935227330795e-07,1.5563889126030065e-07,1.988569495377865e-06,8.59464969964873e-06,7.636290980647577e-13,0.03194573115028082,0.13923728821154693,0.3652768222289422,3.087449543968083e-07,0.007814407817715271,6.010997723565399e-11,6.712568460337103e-11,6.534633647335684e-08,7.477859069423798e-12,2.450382304596922e-06,0.46437225859602355,3.0081801906786654e-06,1.0215548102712438e-12,4.0986315818799154e-08,2.193024849372437e-05,7.7270641078554e-08,4.257204661112823e-08,1.8576750530405736e-07,4.3582849420131566e-16,6.580905662556866e-15,6.449577624261102e-16,1.4852727131031217e-08,0.2490771278189852,1.5554468008830235e-07,2.7940398009489094e-07,3.003143589775101e-11,4.557332219009614e-13,6.633016087967257e-12,2.5089015980576565e-07,6.3963897903616764e-12,5.056797880237162e-15,1.2929484646990447e-09,3.749776641936433e-08,4.142733112930671e-12,8.724892929560185e-13,6.838811488783643e-11,1.357516986696391e-08,2.0470885435717492e-08,3.516022162087722e-11,3.3288199485260204e-19,2.993416338108059e-07,3.018832090150056e-11,2.431307534980169e-16,5.804678491076198e-13,2.9504156454680656e-19,3.490198465352532e-15,6.851599378944835e-16,6.340952645121735e-17,4.284639084674289e-18,2.9056143889145915e-13,1.1013483485641562e-14
0.00013700586894309583,0.9235927609536676,3.76,0.0,1.1478090718640744e-06,0.010750039679460772,0.9759491657318425,8.47146722443411e-07,1.4902336008171796e-07,1.9062538557322349e-06,8.561209633955302e-06,7.291037191672975e-13,0.03190195346540417,0.13914091894063893,0.365497759688614,2.9605564390728874e-07,0.007792994235694468,5.7548628609300005e-11,6.43423264128084e-11,6.265791318104046e-08,7.125271617781663e-12,2.443711759261574e-06,0.464074891946341,3.00154126359779e-06,9.785343536056542e-13,3.928654019877732e-08,2.1029059677863598e-05,7.399488588121937e-08,4.073586062924474e-08,1.7799190609060444e-07,4.319345568231849e-16,6.3016391551773404e-15,6.349307327653472e-16,1.4857107776881007e-08,0.24937655567994013,1.4885543769591689e-07,2.676102172578766e-07,2.872368921002641e-11,4.358405537198421e-13,6.350004093107441e-12,2.510255829136176e-07,5.8689662470439e-12,4.634083771512328e-15,1.2927434337322135e-09,3.738256935220504e-08,3.80281008135103e-12,8.352290535684964e-13,6.540658334930624e-11,1.3001046688059886e-08,1.9617266267116818e-08,3.2240884544238446e-11,3.040262705849763e-19,2.9951183854428496e-07,3.020144178817404e-11,2.4308605115696026e-16,5.323291634600217e-13,2.9578924702823236e-19,3.201359517858894e-15,6.282700790802986e-16,6.070909498704845e-17,3.938376586739378e-18,2.894781460948966e-13,1.0101885523220915e-14
