Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17)
3.689052001700167e-06,0.5790082904178334,3.76,0.0,0.9519873266317822,0.9999998443187492,7.781030277352908e-10,2.2227114744419928e-29,1.4429361420587875e-20,1.5556951087220688e-07,1.5421004133301372e-07,4.904288250567393e-10,1.3244491328546796e-10,1.9644596802085485e-10,4.0608650376294305e-10,6.206084206787474e-10,3.3589013271016916e-11,1.0324268928535956e-12,4.095463957529071e-15,5.840302581338269e-15,4.1348484015582924e-13,6.661814867202214e-16,8.21333732486603e-15,1.9788772585221562e-10,4.127887601048163e-27,3.987681995793082e-24,1.1841213796251492e-24,1.9932865339725257e-36,7.055592777676823e-18,1.4008815439303833e-16
3.7970297643501933e-06,0.579008290418858,3.76,0.0,0.9519873220081548,0.9999998397423556,8.243827762351831e-10,2.2948284896932965e-29,1.4854903090296742e-20,1.601410320727052e-07,1.587160243409577e-07,5.054583641769802e-10,1.3600495937545989e-10,1.983178806790436e-10,4.2270336101707613e-10,6.575760303875657e-10,3.412086629799633e-11,1.0639946982910726e-12,4.3844825950141886e-15,6.450498485112747e-15,4.5095376290110865e-13,7.074405843571296e-16,8.949037320179944e-15,2.0958306294136417e-10,4.5625041486428085e-27,4.491201825556868e-24,1.3740769810018844e-24,2.3630196494070308e-36,7.34966526604358e-18,1.4643076433465744e-16
3.90500752700022e-06,0.5790082904199038,3.76,0.0,0.9519873173826783,0.9999998351649722,8.718890548714234e-10,2.367309312008637e-29,1.5280517151300097e-20,1.6471332199956926e-07,1.6322151805566793e-07,5.204905525522724e-10,1.3955880148598198e-10,2.00176096609509e-10,4.394771848707776e-10,6.956167136110812e-10,3.4647550247707104e-11,1.0956122487029583e-12,4.6839036645577444e-15,7.103041770349532e-15,4.906244435722348e-13,7.499528081999076e-16,9.728103221261908e-15,2.216106773165035e-10,5.031809277104158e-27,5.040804708114708e-24,1.5876372484780077e-24,2.787714336357793e-36,7.645002593630664e-18,1.529580603516091e-16
4.012985289650247e-06,0.5790082904209706,3.76,0.0,0.9519873127553571,0.9999998305865996,9.206197782611428e-10,2.4401024314206846e-29,1.5706202507520426e-20,1.6928637582379535e-07,1.6772652194066827e-07,5.355254381824779e-10,1.4310770249277151e-10,2.0202261092162162e-10,4.564069307226844e-10,7.347307355809943e-10,3.5169856731617794e-11,1.1272793318393505e-12,4.993740347305676e-15,7.799430672860375e-15,5.325601288056847e-13,7.937191399671417e-16,1.0551806416732154e-14,2.3397028164107244e-10,5.525478693140702e-27,5.639200301671274e-24,1.8269285987268704e-24,3.273666438723048e-36,7.95478985290642e-18,1.5965989069956899e-16
4.120963052300273e-06,0.579008290422059,3.76,0.0,0.9519873081261947,0.9999998260072387,9.705733368721657e-10,2.5132316390961297e-29,1.6131959066117145e-20,1.7386018979982674e-07,1.722310355347668e-07,5.505628437323305e-10,1.466527259869138e-10,2.0385910741982742e-10,4.734917233918086e-10,7.749183602127334e-10,3.5688432130496784e-11,1.158995795109303e-12,5.314004611529158e-15,8.541165321672547e-15,5.768240942952663e-13,8.387405694714739e-16,1.1421419391486927e-14,2.4666158876020154e-10,6.0501373331266944e-27,6.289174651433656e-24,2.0942008160077278e-24,3.827689766414027e-36,8.275652219389171e-18,1.6653983048579859e-16
4.2289408149503e-06,0.5790082904231688,3.76,0.0,0.9519873034951941,0.9999998214268898,1.0217486228566397e-09,2.586672929856373e-29,1.6557786216298852e-20,1.784347609574718e-07,1.7673505842108403e-07,5.656026172366368e-10,1.5019467016977292e-10,2.05687086479833e-10,4.907307874160065e-10,8.161798502528816e-10,3.620376344511004e-11,1.190761710598428e-12,5.64470763740354e-15,9.329747338069338e-15,6.234796455573575e-13,8.850180820395083e-16,1.2338216203507571e-14,2.596843117157305e-10,6.598442037299531e-27,6.99358758043253e-24,2.3918313322979467e-24,4.4571458047581035e-36,8.610253026899991e-18,1.735965334013275e-16
4.336918577600327e-06,0.5790082904243001,3.76,0.0,0.9519872988623573,0.9999998168455536,1.0741448170605597e-09,2.660496933215723e-29,1.698368441205091e-20,1.830100865868866e-07,1.8123859022061335e-07,5.806448270616072e-10,1.5373418340463493e-10,2.0750789190335389e-10,5.081234325618851e-10,8.585154679310415e-10,3.671626479294523e-11,1.2225771535496354e-12,5.985859940896882e-15,1.0166679721964212e-14,6.725901182849839e-13,9.325526526215485e-16,1.3303471690311375e-14,2.730381637491895e-10,7.207669817006893e-27,7.755373017273781e-24,2.7223280732692456e-24,5.169981378060193e-36,8.941249182423914e-18,1.8084369561218502e-16
4.4448963402503536e-06,0.5790082904254531,3.76,0.0,0.9519872942276861,0.9999998122632301,1.127761182564853e-09,2.7346209098530405e-29,1.7409652630866132e-20,1.87586164131836e-07,1.8574163060469934e-07,5.956896230333389e-10,1.5727191477424464e-10,2.0932265948851457e-10,5.256690819082608e-10,9.019254752439558e-10,3.7226355504150356e-11,1.2544420563097424e-12,6.337471241576868e-15,1.1053466971525395e-14,7.242188779158061e-13,9.813452551361676e-16,1.431846230923272e-14,2.8672285829552863e-10,7.793375767432009e-27,8.57754230977182e-24,3.0883316551806338e-24,5.974759977731694e-36,9.296332069950672e-18,1.8825930417664823e-16
4.55287410290038e-06,0.5790082904266276,3.76,0.0,0.9519872895911827,0.9999998076799199,1.1825971070824781e-09,2.809130022480616e-29,1.783569140307776e-20,1.9216299160416337e-07,1.9024417930753067e-07,6.107369310043839e-10,1.6080852061754922e-10,2.1113226524434965e-10,5.433672999563134e-10,9.464101335389607e-10,3.773443291824169e-11,1.2863563514302713e-12,6.699550301294987e-15,1.1991615328356363e-14,7.784293231856959e-13,1.0313968742995609e-15,1.53844645693977e-14,3.0073810900652697e-10,8.488330868211595e-27,9.46319326578209e-24,3.492638344632153e-24,6.880737754440669e-36,9.643145540462507e-18,1.9586945866597166e-16
4.660851865550407e-06,0.5790082904278238,3.76,0.0,0.9519872849528479,0.9999998030956225,1.2386522718234355e-09,2.883982781104626e-29,1.826180023816461e-20,1.9674056743585313e-07,1.9474623608038353e-07,6.2578670289122e-10,1.6434449197389326e-10,2.1293751445604795e-10,5.612176896541839e-10,9.919697036207819e-10,3.8240795548842746e-11,1.3183200593393098e-12,7.0721055514594365e-15,1.2982631950186796e-14,8.352848774683081e-13,1.0827084908495299e-15,1.6502757081116082e-14,3.1508362970291555e-10,9.190377775981388e-27,1.0415483922674735e-23,3.9381587345600114e-24,7.897731565390667e-36,1.00025250709905e-17,2.0365816370406285e-16
4.768829628200434e-06,0.5790082904290416,3.76,0.0,0.951987280312683,0.9999997985103388,1.2959265416916267e-09,2.9591779729068593e-29,1.8687978981025115e-20,2.0131889033894235e-07,1.992478006993805e-07,6.408389243089965e-10,1.678802312572497e-10,2.147391097114797e-10,5.792199098580833e-10,1.038604445961335e-09,3.8745689961323415e-11,1.3503331942858624e-12,7.455144996044264e-15,1.402802513403101e-14,8.948489940687559e-13,1.1352810836432854e-15,1.7674619175943068e-14,3.297591344094278e-10,9.930281639407304e-27,1.1437649400117636e-23,4.427945894044682e-24,9.036288790209709e-36,1.0372495469990347e-17,2.1162727550654072e-16
4.8768073908504604e-06,0.5790082904302811,3.76,0.0,0.9519872756706881,0.9999997939240683,1.354419910692787e-09,3.0347246001201634e-29,1.91142275981692e-20,2.058979592497952e-07,2.0374887296558367e-07,6.558935959536864e-10,1.7141608711064521e-10,2.165376505341888e-10,5.973736755412954e-10,1.0863146207860932e-09,3.924933073297854e-11,1.38239575162777e-12,7.848676222554902e-15,1.512930433154092e-14,9.571851573224834e-13,1.1891156312941891e-15,1.8901331259223588e-14,3.447643373624838e-10,1.0709950273309803e-26,1.2533004850637284e-23,4.9652038696287476e-24,1.0307709563945709e-35,1.0750513564159634e-17,2.1977904829929432e-16
4.984785153500487e-06,0.5790082904315424,3.76,0.0,0.9519872710268641,0.9999997893368117,1.4141324791651961e-09,3.1106251756930815e-29,1.9540546025748604e-20,2.1047777330394484e-07,2.0824945270180917e-07,6.70950720033917e-10,1.7495236567645488e-10,2.1833364654138695e-10,6.156787506240313e-10,1.1351004881103552e-09,3.975190637665043e-11,1.4145077226166246e-12,8.25270645663854e-15,1.628798008977855e-14,1.0223568823728556e-12,1.2442131127360824e-15,2.0184174830468078e-14,3.600989530095151e-10,1.1530230395647671e-26,1.3704943335524623e-23,5.5532898830760525e-24,1.1724058926470668e-35,1.113671136088564e-17,2.2811361995371306e-16
5.20074067880054e-06,0.5790082904341306,3.76,0.0,0.9519872617337296,0.9999997801593384,1.5372160386857164e-09,3.263491642241237e-29,2.0393392067608807e-20,2.196396341776875e-07,2.1724913395411217e-07,7.010723202840769e-10,1.8202723880255292e-10,2.2191971804916557e-10,6.527420613334033e-10,1.23590033957101e-09,4.0754506111824704e-11,1.4788798943024074e-12,9.092291532911004e-15,1.8783568242847802e-14,1.1614612230630882e-12,1.3582007941526608e-15,2.2923387284858024e-14,3.9175528117195995e-10,1.3296982165622703e-26,1.6292508958755826e-23,6.896118100911492e-24,1.504376681526345e-35,1.1934042724155385e-17,2.4533182462155646e-16
5.416696204100592e-06,0.5790082904368062,3.76,0.0,0.9519872524332801,0.9999997709779189,1.6651797425641645e-09,3.417783562077909e-29,2.1246516774462945e-20,2.2880446923991128e-07,2.2624684335797464e-07,7.312037151688081e-10,1.891065793966496e-10,2.2550008216569682e-10,6.904086714028918e-10,1.341006077548576e-09,4.1754550080086245e-11,1.5434496992534334e-12,9.973952673605688e-15,2.1526893878589386e-14,1.3126707474007109e-12,1.4772519641892038e-15,2.5902528934326428e-14,4.247258386829732e-10,1.523912385267272e-26,1.9229019763799212e-23,8.486441178349613e-24,1.9108521465601062e-35,1.2765193164734987e-17,2.632832193332236e-16
5.632651729400645e-06,0.5790082904395697,3.76,0.0,0.9519872431255142,0.9999997617925521,1.798027167535468e-09,3.573509874817427e-29,2.2099920033537134e-20,2.3797227668474194e-07,2.352425799975856e-07,7.613448896235614e-10,1.9619165883600163e-10,2.2907674273743027e-10,7.286778207940502e-10,1.4504197779665964e-09,4.275281610444891e-11,1.6082171569370552e-12,1.089773924343932e-14,2.4530076094663753e-14,1.4764946776479366e-12,1.6013744616827214e-15,2.913188822498173e-14,4.5900834872845795e-10,1.7365248662279047e-26,2.2544361590358838e-23,1.0356907363985324e-23,2.404599217978196e-35,1.3629731976045174e-17,2.819699203063776e-16
5.8486072547006975e-06,0.5790082904424211,3.76,0.0,0.951987233810429,0.9999997526032377,1.9357626404672132e-09,3.7306771869072993e-29,2.295360184857872e-20,2.4714305604424593e-07,2.442363430823394e-07,7.914958360559291e-10,2.0328341595566359e-10,2.3265118646099455e-10,7.675490310568955e-10,1.5641435163590633e-09,4.3749878049533305e-11,1.6731822917857924e-12,1.186369848497519e-14,2.7805247776410387e-14,1.6534427238891928e-12,1.7305761294474685e-15,3.262176921913313e-14,4.946005378793038e-10,1.9683942354407447e-26,2.626962880415237e-23,1.2542890605025422e-23,2.999945953799894e-35,1.452783203254713e-17,3.013934475553175e-16
6.06456278000075e-06,0.5790082904453607,3.76,0.0,0.9519872244880213,0.9999997434099742,2.078391027227154e-09,3.8892904535074996e-29,2.380756230767808e-20,2.5631680781035173e-07,2.532281319126181e-07,8.216565551299445e-10,2.1038254989208903e-10,2.362245243700026e-10,8.07022028318037e-10,1.6821793684389792e-09,4.474616421358369e-11,1.7383451305099696e-12,1.2871876108564743e-14,3.1364555046349906e-14,1.84402508532276e-12,1.8648648155399252e-15,3.638249130529182e-14,5.315001360997956e-10,2.220380527934921e-26,3.043713617230358e-23,1.5082599235368662e-23,3.712912938150335e-35,1.5459635778843802e-17,3.2155524503183716e-16
6.280518305300803e-06,0.5790082904483888,3.76,0.0,0.9519872151582864,0.9999997342127604,2.225917598190528e-09,4.049354436407684e-29,2.4661801572095563e-20,2.654935332023418e-07,2.6221794585886397e-07,8.518270507027154e-10,2.1748958077798387e-10,2.3979757836565796e-10,8.470966961787228e-10,1.8045294104497081e-09,4.574199447822091e-11,1.8037057069571016e-12,1.3922316660138074e-14,3.522015697563041e-14,2.0487524533360747e-12,2.0042483740566356e-15,4.042438905989633e-14,5.697048767643506e-10,2.493344667917242e-26,3.5080427594573217e-23,1.8017192608681536e-23,4.561337020778489e-35,1.6425189088108018e-17,3.424567642008835e-16
6.496473830600855e-06,0.5790082904515055,3.76,0.0,0.9519872058212198,0.9999997250115954,2.378347939805909e-09,4.210873341138721e-29,2.5516319857793624e-20,2.7467323401027365e-07,2.712057843465302e-07,8.820073273232727e-10,2.246048885637104e-10,2.4337094343987443e-10,8.877730418465321e-10,1.931195719408842e-09,4.673760356089358e-11,1.869264061068974e-12,1.5015063785327027e-14,3.9384225377226155e-14,2.2681360137263552e-12,2.14873466540645e-15,4.475781215702259e-14,6.092124966672734e-10,2.7881484749666105e-26,4.023427662628243e-23,2.139088541466841e-23,5.565003621262334e-35,1.7424556473051386e-17,3.640993893208514e-16
6.712429355900908e-06,0.5790082904547112,3.76,0.0,0.9519871964768156,0.9999997158064773,2.5356878599722886e-09,4.3738506201335526e-29,2.6371117417338117e-20,2.838559124227125e-07,2.8019164683917853e-07,9.121973901910985e-10,2.317287535745692e-10,2.4694505757259385e-10,9.290511580909564e-10,2.062180373375556e-09,4.7733165474256344e-11,1.9350202354038166e-12,1.615016052635153e-14,4.3868944559282516e-14,2.502687448599987e-12,2.2983315562841237e-15,4.93931252332221e-14,6.500207360272196e-10,3.105654660226197e-26,4.593468477429266e-23,2.5251077610688796e-23,6.745780493252246e-35,1.8457813708206683e-17,3.864844470796837e-16
7.144340406501013e-06,0.57900829046139,3.76,0.0,0.9519871777659729,0.9999996973843768,2.865120498112092e-09,4.70419317812194e-29,2.8081551511879574e-20,3.022302122981664e-07,2.981574418355427e-07,9.7260690512043e-10,2.460028965509509e-10,2.54096701086464e-10,1.0134133916754985e-09,2.3371130345299145e-09,4.972461375284699e-11,2.067126223514365e-12,1.8547572859523846e-14,5.384913421134641e-14,3.019343154893875e-12,2.6128886384656553e-15,5.961095421694157e-14,7.355300510869731e-10,3.8122293516521044e-26,5.912534039730836e-23,3.463707863345857e-23,9.737455744855623e-35,2.062620814148422e-17,4.3348705114448937e-16
7.5330603520411075e-06,0.5790082904677069,3.76,0.0,0.9519871609010626,0.9999996807909524,3.1784616006235005e-09,5.0065197549890447e-29,2.962190031149318e-20,3.187772923750891e-07,3.14319894509905e-07,1.0270090202793084e-09,2.5888045094882867e-10,2.6053823634463147e-10,1.0913994238785439e-09,2.599342042881646e-09,5.151774377694119e-11,2.186698613732817e-12,2.0850504682367278e-14,6.40504146172942e-14,3.5413508083900397e-12,2.913547328156199e-15,6.99437455554666e-14,8.169139530583994e-10,4.53446115260139e-26,7.325256128483275e-23,4.529295578219752e-23,1.330306232895319e-34,2.2694263584189765e-17,4.783412976899991e-16
7.882908303027193e-06,0.5790082904736411,3.76,0.0,0.9519871457022393,0.9999996658459008,3.474149820029025e-09,5.282691374684029e-29,3.100899195608385e-20,3.3367794969380054e-07,3.288606217371347e-07,1.0759981492484527e-09,2.7049556479032754e-10,2.6634029995603046e-10,1.1632568110180623e-09,2.847338166695537e-09,5.313246299442087e-11,2.2948623786724084e-12,2.3041014517686097e-14,7.428028922396008e-14,4.059913511862804e-12,3.1984011043606955e-15,8.021621317761242e-14,8.93732898542181e-10,5.258720904233198e-26,8.800091254798103e-23,5.698416712783222e-23,1.7382360801371735e-34,2.4650177509697146e-17,5.207833175889013e-16
8.292569147842768e-06,0.5790082904808908,3.76,0.0,0.9519871278802926,0.9999996483325005,3.836903293567997e-09,5.611003384466149e-29,3.2634170779603595e-20,3.511361417540683e-07,3.4588075004192076e-07,1.1333957075733314e-09,2.841271682687733e-10,2.731403202242436e-10,1.2494122132656795e-09,3.152184099657413e-09,5.502447802329283e-11,2.4221796305870124e-12,2.5748216253271925e-14,8.759446291693687e-14,4.728887457864484e-12,3.5491752143881842e-15,9.347836146053307e-14,9.879752275361455e-10,6.201348670309264e-26,1.0797758641350041e-22,7.36139537202598e-23,2.343181336280249e-34,2.7054825655963654e-17,5.729851954377528e-16
8.702229992658343e-06,0.5790082904884661,3.76,0.0,0.9519871100317603,0.99999963080483,4.21751039259473e-09,5.944641101405546e-29,3.4260364318312414e-20,3.686051370164679e-07,3.6289375392027043e-07,1.1908287632410766e-09,2.9779195695831576e-10,2.7994701685876483e-10,1.337740839147642e-09,3.4726319410540632e-09,5.691790914013075e-11,2.550210171894583e-12,2.86090714384441e-14,1.0242886183892244e-13,5.467826761547126e-12,3.918576239375054e-15,1.0813912596718036e-13,1.0868306689477586e-09,7.251611208424229e-26,1.3117193149034332e-22,9.391206814851801e-23,3.1139359328066845e-34,2.9583192041108096e-17,6.278955931362989e-16
9.111890837473919e-06,0.5790082904963688,3.76,0.0,0.951987092156598,0.9999996132628781,4.6160145918467176e-09,6.283619396449106e-29,3.5887574961611934e-20,3.8608495732034115e-07,3.7989963040350017e-07,1.2482973880142242e-09,3.114899823083471e-10,2.8676055042664603e-10,1.4282448684992648e-09,3.808695974428489e-09,5.881282027803944e-11,2.6789543451255996e-12,3.162386650689267e-14,1.188674676255933e-13,6.2802576996018176e-12,4.30665838492203e-15,1.242702392462048e-13,1.1902840240286213e-09,8.415454818441688e-26,1.5791247077538821e-22,1.1845362858364997e-22,4.084986407432493e-34,3.223567283149553e-17,6.855226124416154e-16
9.521551682289494e-06,0.5790082905045999,3.76,0.0,0.9519870742547631,0.9999995957066345,5.032459372980742e-09,6.627952881995229e-29,3.75158051039973e-20,4.035756245364345e-07,3.968983765365348e-07,1.3058016538229466e-09,3.25221261611007e-10,2.93581032326986e-10,1.520926509211804e-09,4.16039050415115e-09,6.070925494525714e-11,2.808412494474465e-12,3.479288864292853e-14,1.3699441863848496e-13,7.1697131121448325e-12,4.713475961267426e-15,1.4194362389476523e-13,1.2983201377864024e-09,9.698836897241618e-26,1.8854399576848039e-22,1.478711107761301e-22,5.2959513076261965e-34,3.501266332505038e-17,7.458743540385238e-16
9.999999999999997e-06,0.5790082905220536,3.76,0.0,0.9519870533131475,0.9999995751843572,5.541601048573806e-09,7.036903141624974e-29,3.94187304755543e-20,4.2401696715046976e-07,4.167424062009186e-07,1.373006862773759e-09,3.413002874239545e-10,3.0155564751068334e-10,1.6319303942678982e-09,4.590946043897108e-09,6.292608995178981e-11,2.960512710751297e-12,3.8689662914989586e-14,1.60415211908363e-13,8.31076229129714e-12,5.212394777536962e-15,1.6463348190224695e-13,1.4302783671658238e-09,1.1357027119788896e-25,2.2972851233212578e-22,1.893325773241498e-22,7.0749856405669914e-34,3.84140997897243e-17,8.198201684094394e-16
1.0340873371920646e-05,0.5790082905220536,3.76,0.0,0.9519870383708992,0.9999995605512267,5.919344579890675e-09,7.332742433302353e-29,4.077533347935315e-20,4.3858958724455646e-07,4.3087446599328615e-07,1.4209173961850975e-09,3.527835134455645e-10,3.0724306740449676e-10,1.7128315821432307e-09,4.9107283737229936e-09,6.450678627163803e-11,3.0694721028858904e-12,4.1594766736306616e-14,1.7865069752932597e-13,9.193861709256068e-12,5.583535164675527e-15,1.8220585036485588e-13,1.528080239089581e-09,1.2648101824448464e-25,2.6294089202856233e-22,2.2417292174708527e-22,8.62497826017086e-34,4.094175064528582e-17,8.747843311172406e-16
1.1160195061551799e-05,0.5790082905408372,3.76,0.0,0.9519870023798197,0.9999995253385184,6.878513498755166e-09,8.059122877067014e-29,4.403896861900097e-20,4.736471998625844e-07,4.6482199884952153e-07,1.536176565269957e-09,3.8047841059711626e-10,3.209333288436721e-10,1.913474119556183e-09,5.723760399393357e-09,6.831058627474501e-11,3.3333917665508933e-12,4.901701952037345e-14,2.280739586101695e-13,1.1568667348719786e-11,6.529190409240113e-15,2.295049982057849e-13,1.7759906031201296e-09,1.6147288426989596e-25,3.574485126856497e-22,3.291300186161868e-22,1.3539610047523245e-33,4.7373605476273007e-17,1.0146901099262674e-15
1.1979516751182951e-05,0.5790082905609616,3.76,0.0,0.9519869662811764,0.9999994900684211,7.910312777657577e-09,8.807206747242492e-29,4.730672962218194e-20,5.087486359463456e-07,4.987409517328328e-07,1.6515797327101967e-09,4.083055432691964e-10,3.3465185151789705e-10,2.122872297418384e-09,6.599601761352216e-09,7.2120671555708e-11,3.600174260529204e-12,5.706197541085695e-14,2.8594299969783674e-13,1.4322631159256051e-11,7.550879928231531e-15,2.844233192038452e-13,2.0419315522456195e-09,2.024445882418038e-25,4.754169341068127e-22,4.701458836226264e-22,2.0593958569998187e-33,5.4311379434130295e-17,1.1656562667885573e-15
1.2798838440814104e-05,0.5790082905824372,3.76,0.0,0.951986930074622,0.9999994547408461,9.015087972344475e-09,9.577107224990358e-29,5.057863547024713e-20,5.438940674266549e-07,5.326313012953258e-07,1.7671274648740126e-09,4.3626450863593247e-10,3.4839867969632025e-10,2.3410443074287624e-09,7.538367968279257e-09,7.593706134851854e-11,3.869822362263972e-12,6.573197810242378e-14,3.529391730843528e-13,1.7484361304371463e-11,8.649043639373365e-15,3.475461352030562e-13,2.3257840966612578e-09,2.4987856004173716e-25,6.204624478800401e-22,6.5580918432668625e-22,3.047759835912975e-33,6.175823106785235e-17,1.3277475411150996e-15
1.3618160130445256e-05,0.5790082906052743,3.76,0.0,0.9519868937598109,0.9999994193557037,1.019318353802288e-08,1.0368938105472113e-28,5.385470502513607e-20,5.790836645910824e-07,5.664930242109866e-07,1.88282032261508e-09,4.6435491665524587e-10,3.6217387696569913e-10,2.568008351659559e-09,8.540174854654062e-09,7.975978141681278e-11,4.142338850892729e-12,7.502938649503961e-14,4.297464025069357e-13,2.1082573662977644e-11,9.824123147058328e-15,4.1946184979876834e-13,2.627429930205595e-09,3.04259050255208e-25,7.964695060205388e-22,8.959868750874958e-22,4.4035166456855864e-33,6.971732412564608e-17,1.5010288347461642e-15
1.5256803509707559e-05,0.5790082906550738,3.76,0.0,0.9519868208040376,0.9999993484123597,1.2770708428340049e-08,1.2018845592116252e-28,6.041941015509678e-20,6.495960294701844e-07,6.341304969546072e-07,2.1146436332260336e-09,5.20928441599458e-10,3.898095262196777e-10,3.0483855140112677e-09,1.0733375610402486e-08,8.74242737945425e-11,4.695988115935133e-12,9.551593053386e-14,6.155427155290618e-13,2.9703852443823576e-11,1.2406804392467237e-14,5.92041089515829e-13,3.2836316254623144e-09,4.358057865886597e-25,1.2582596281805455e-21,1.5864882273584002e-21,8.647705315602456e-33,8.718490565948742e-17,1.8814215465386442e-15
1.673158255104363e-05,0.579008290704652,3.76,0.0,0.9519867547701513,0.9999992843655693,1.5344670665520265e-08,1.35799102369106e-28,6.634207160288749e-20,7.132098810924234e-07,6.949060858873007e-07,2.323786464793634e-09,5.722900986501282e-10,4.1477899595172683e-10,3.510976898957981e-09,1.292402403659826e-08,9.434411662410204e-11,5.204110254327028e-12,1.16123517419232e-13,8.232275844546347e-13,3.924607968007836e-11,1.4998734295225025e-14,7.834004963425275e-13,3.933893201622847e-09,5.828506495040264e-25,1.8242891887892295e-21,2.5229107719346137e-21,1.4972268915188813e-32,1.0468942519161489e-16,2.262698305058242e-15
1.8206361592379704e-05,0.5790082907587987,3.76,0.0,0.951986688380176,0.9999992201308596,1.8161500016658465e-08,1.5213812426497123e-28,7.227851172737138e-20,7.769694068105136e-07,7.555885630246986e-07,2.5334079928360915e-09,6.240713491372747e-10,4.398408916516279e-10,4.002338772560239e-09,1.5320740326105946e-08,1.0128468134948316e-10,5.721569257912518e-12,1.3880126383678402e-13,1.0734559308464155e-12,5.0654091398967146e-11,1.7846816528377324e-14,1.0125418089192138e-12,4.63999595472125e-09,7.60017748751924e-25,2.563514004458065e-21,3.857654074967729e-21,2.4761030143803006e-32,1.2390302639105314e-16,2.6812456470351873e-15
1.9681140633715777e-05,0.5790082908175717,3.76,0.0,0.9519866216321303,0.9999991557076984,2.1223167469141362e-08,1.6921228005398973e-28,7.822883651118856e-20,8.408755433752511e-07,8.161777933097953e-07,2.7435113031806283e-09,6.762698663116376e-10,4.649953871894315e-10,4.522578156251734e-09,1.7924211457948816e-08,1.0824603933933629e-10,6.248381372120213e-12,1.6356346045848865e-13,1.3703115028774983e-12,6.409933825333972e-11,2.0953687872842028e-14,1.2830095113621934e-12,5.401274119247784e-09,9.701985725203564e-25,3.508554791612505e-21,5.706586899287391e-21,3.9404045634961964e-32,1.448443362852402e-16,3.137446678006852e-15
2.115591967505185e-05,0.5790082908810272,3.76,0.0,0.9519865545240433,0.9999990910955507,2.4531633121480605e-08,1.8702840133690208e-28,8.41931507889788e-20,9.049292112344642e-07,8.7667364194189e-07,2.9540994279207774e-09,7.288833594857863e-10,4.902426821443966e-10,5.071802279181055e-09,2.073512761972133e-08,1.1522827035153411e-10,6.784562839665301e-12,1.9042454924072099e-13,1.7179063340046373e-12,7.97544531978555e-11,2.4322003058233273e-14,1.598381352094521e-12,6.217068787690914e-09,1.2163046363124824e-24,4.6950090576186886e-21,8.206512792090482e-21,6.0670307764513e-32,1.6753204648664065e-16,3.631686021990078e-15
2.263069871638792e-05,0.579008290949222,3.76,0.0,0.9519864870539554,0.9999990262938783,2.8088846315452723e-08,2.0559335944105164e-28,9.0171558262855e-20,9.69131314715032e-07,9.37075974379562e-07,3.1651753461209384e-09,7.819095585087371e-10,5.155829758891878e-10,5.65011859265897e-09,2.375418215906563e-08,1.2223145321130893e-10,7.330129895837294e-12,2.193991216065746e-13,2.1203810336948206e-12,9.779326306232229e-11,2.795443480220625e-14,1.9622685574187832e-12,7.086727838597315e-09,1.5012676887959754e-24,6.16149146683426e-21,1.151697985205616e-20,9.077804720885193e-32,1.919848999630248e-16,4.164349686614738e-15
2.4105477757723994e-05,0.5790082910222103,3.76,0.0,0.9519864192199161,0.9999989613021394,3.189674574710027e-08,2.2491405184996094e-28,9.616416151580889e-20,1.033482742166704e-06,9.973846563399075e-07,3.376741984289007e-09,8.353462075482784e-10,5.410164575606305e-10,6.257634775887847e-09,2.6982071534454443e-08,1.2925566214726172e-10,7.885098762808035e-12,2.505019166295134e-13,2.5819050806922743e-12,1.1839080021381152e-10,3.185367386111116e-14,2.378316049484624e-12,8.009605863954058e-09,1.8280399194511782e-24,7.949676983258751e-21,1.5822149903138505e-20,1.3247358873299996e-31,2.1822168563537484e-16,4.735824959989598e-15
2.705503584039614e-05,0.579008291182786,3.76,0.0,0.9519862824522363,0.9999988307462805,4.027230534231826e-08,2.658505393077873e-28,1.0819236020427799e-19,1.1626370430212276e-06,1.1177205329594555e-06,3.801358865311273e-09,9.43441934626446e-10,5.921637461128699e-10,7.560698578159544e-09,3.406715590440135e-08,1.4336745208035048e-10,9.02330671857753e-12,3.1915185876955995e-13,3.698925111121577e-12,1.679682783415653e-10,4.0463427573890995e-14,3.3816413033241817e-12,1.0012470367722584e-08,2.6189240336154328e-24,1.2673396977603101e-20,2.828713334285492e-20,2.647217238325511e-31,2.761225035786434e-16,5.996766563233075e-15
3.0004593923068284e-05,0.5790082913631792,3.76,0.0,0.9519861442056107,0.9999986994235806,4.9673611829899393e-08,3.0989403094133375e-28,1.2027854573751607e-19,1.2923989049174016e-06,1.2376802025534462e-06,4.227972444139352e-09,1.0531528816955137e-09,6.436860477263974e-10,8.981859578073173e-09,4.199601279705653e-08,1.575642110154299e-10,1.0199316020237606e-11,3.964951744373304e-13,5.102910336503563e-12,2.2991168168710114e-10,5.0173153242643835e-14,4.638198557321672e-12,1.2220630647790544e-08,3.6129908840163e-24,1.9262295233869475e-20,4.7638148112126e-20,4.930204316782083e-31,3.413858871491363e-16,7.417636412647029e-15
