Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77)
1.2283506715437356e-07,0.7118282365380335,3.76,0.0,0.843207300662613,0.9999994624537836,6.693588046034748e-10,2.5482704475936735e-23,2.188721455379949e-16,6.098313986747096e-07,5.33712036156848e-07,1.0858526180825147e-10,3.404375984497463e-09,5.57534246341405e-08,8.001692405314016e-09,2.9735019468360817e-10,2.737669935361659e-09,8.437102733482347e-12,7.228765693266691e-15,3.515060582303043e-15,6.897423260552446e-14,6.125878987019261e-15,2.1648354509526336e-14,1.6659435428082912e-10,1.2654012614950937e-24,2.620539241786215e-22,2.855740929277179e-23,1.5369516988083213e-32,4.197788170686502e-14,4.056445562764187e-14,3.224694227641173e-21,1.111972478012418e-20,4.917203994836085e-21,1.8000444459299108e-15,3.8901690743731404e-13,2.850362937056074e-30,3.492053197458525e-25,1.1611254060195694e-31,5.971477947391035e-36,5.814249002873036e-24,2.649070394994109e-19,3.9902319929761654e-32,9.17267986849461e-38,1.887185865879907e-28,2.9965203850925683e-16
1.2663464316943303e-07,0.7118282368008404,3.76,0.0,0.8432072814846735,0.9999994457234852,7.307945626963073e-10,2.7095237765615534e-23,2.26609933302617e-16,6.289856399114278e-07,5.502165232004016e-07,1.1293482596852238e-10,3.6003594421665446e-09,5.716335245744518e-08,8.473135210972492e-09,3.1636289210080516e-10,2.8829801947972494e-09,8.741465991521455e-12,7.849517192031454e-15,3.9157347384673365e-15,7.562793028292302e-14,6.439158387312626e-15,2.294682205142504e-14,1.7701742502246062e-10,1.4100181590455217e-24,2.9152775111252636e-22,3.271075324337192e-23,1.8848393331154414e-32,4.203733453967706e-14,4.064177224220814e-14,3.230535876535672e-21,1.2086074285844218e-20,4.9308606444209236e-21,1.8037519529825366e-15,4.034664966256604e-13,3.104576670053716e-30,3.963495836313943e-25,1.3185096489851902e-31,6.781766993387745e-36,6.310965234916966e-24,2.654026173953133e-19,4.8576711596803566e-32,1.1174877981747112e-37,2.0767703887638014e-28,3.107777511221172e-16
1.3423379519955197e-07,0.7118282373265106,3.76,0.0,0.8432072430747052,0.9999994122470829,8.641711944893795e-10,3.044211758202769e-23,2.421075429298221e-16,6.67346381915717e-07,5.832242969192784e-07,1.2166546013816666e-10,4.0053055896356916e-09,5.993446678005605e-08,9.450998690967946e-09,3.5618226083731703e-10,3.180389465610382e-09,9.351523673646353e-12,9.18435157645545e-15,4.814962666342348e-15,9.02027446779325e-14,7.096280576680228e-15,2.5706745830686422e-14,1.9880413087319964e-10,1.734674268602564e-24,3.577948627466257e-22,4.243547149208294e-23,2.782984998745906e-32,4.216237518275947e-14,4.0803765649568653e-14,3.24299883601444e-21,1.4166073581927293e-20,4.954578956324403e-21,1.811187589420756e-15,4.3245174810375836e-13,3.661718666512794e-30,5.049063708061271e-25,1.6810964432825844e-31,8.649210529505472e-36,7.395023663468206e-24,2.6644078020597356e-19,7.079205051300263e-32,1.6307122624745853e-37,2.4912262132006634e-28,3.330940901959454e-16
1.404750763250052e-07,0.7118282377583127,3.76,0.0,0.8432072114742655,0.9999993847370209,9.845366460420073e-10,3.3309503935035607e-23,2.5485750032320935e-16,6.989045670479005e-07,6.103327622015401e-07,1.2886377830170584e-10,4.350418526222335e-09,6.216273197416104e-08,1.0288390320849406e-08,3.9067816078752946e-10,3.430997885579279e-09,9.853874877796258e-12,1.0375658589601623e-14,5.658203233517995e-15,1.034980902297428e-13,7.667842987967573e-15,2.8145307165991964e-14,2.176347348707007e-10,2.0392133867599172e-24,4.2015090887717005e-22,5.201409422573322e-23,3.769141052209724e-32,4.22713107450425e-14,4.0944629548222294e-14,3.2541762809117994e-21,1.6024410463501478e-20,4.9680126928999656e-21,1.817422284931713e-15,4.56347373944628e-13,4.171814200319244e-30,6.097311792322134e-25,2.0314131821912354e-31,1.0454282796954626e-35,8.381851313639643e-24,2.6734398212180823e-19,9.49909049181866e-32,2.1902907984966687e-37,2.8680242224962957e-28,3.5149046717320706e-16
1.460922293379131e-07,0.7118282381469883,3.76,0.0,0.8432071829924486,0.9999993599662903,1.1014944355658671e-09,3.5979108119569315e-23,2.6634889373601224e-16,7.273469484380028e-07,6.34729384039498e-07,1.3536114665233235e-10,4.670327241907201e-09,6.41321669405418e-08,1.10679422219306e-08,4.2310840493231567e-10,3.661085939387174e-09,1.0306983189458411e-11,1.15226238122173e-14,6.5039941284014336e-15,1.1653756266354062e-13,8.207943825630869e-15,3.04804885323534e-14,2.35303829354635e-10,2.3447513992836177e-24,4.829518218696132e-22,6.202570816914225e-23,4.894692190447356e-32,4.237421723193248e-14,4.107767837574658e-14,3.2645016553404056e-21,1.781509080027696e-20,4.985910484619835e-21,1.8237978991353995e-15,4.779254672585794e-13,4.6750659739021515e-30,7.174381172385334e-25,2.3915193155107793e-31,1.2310582343861696e-35,9.349738879123185e-24,2.681977318662324e-19,1.224548297238573e-31,2.825840248732315e-37,3.236223294408678e-28,3.6810159777900316e-16
1.51709382350821e-07,0.7118282385357187,3.76,0.0,0.8432071544714793,0.9999993351847076,1.2268601955983862e-09,3.8730954043896593e-23,2.778557941363395e-16,7.558271491909444e-07,6.591250294363796e-07,1.4187472453843552e-10,4.998757938711176e-09,6.606813356035573e-08,1.1871597864166282e-08,4.5685168509879787e-10,3.8951894943944455e-09,1.0761026897799674e-11,1.2741676477601518e-14,7.437417298801861e-15,1.3063865346610448e-13,8.773306560029501e-15,3.295566264317773e-14,2.53655723473196e-10,2.6820205263000912e-24,5.525903737091621e-22,7.350636361552137e-23,6.292038817387702e-32,4.2481715807937575e-14,4.121666189179158e-14,3.275378085231933e-21,1.9719738633711304e-20,5.002790212980459e-21,1.8298860619730565e-15,4.995760914449483e-13,5.223599517121278e-30,8.389579644977593e-25,2.797961495877572e-31,1.4406619137985434e-35,1.0397877267782944e-23,2.6909032814391914e-19,1.5640027358342903e-31,3.611890999662637e-37,3.6328802224183096e-28,3.8476759466877405e-16
1.573265353637289e-07,0.7118282389245083,3.76,0.0,0.8432071259114507,0.9999993103924685,1.3608512947873319e-09,4.15631439567733e-23,2.8937816034832106e-16,7.843450759444391e-07,6.835196681158e-07,1.48403184178208e-10,5.335429484803722e-09,6.797123790307318e-08,1.2698947890887666e-08,4.919098670436589e-10,4.133043032413198e-09,1.1216002985020668e-11,1.4033945688575526e-14,8.463698155912188e-15,1.458444070369034e-13,9.364782016900674e-15,3.5577572308224465e-14,2.726896699466607e-10,3.0529178191749504e-24,6.295823495922707e-22,8.661352626558111e-23,8.012615263179472e-32,4.2593794377024353e-14,4.136153402434157e-14,3.286786384400614e-21,2.1740194201988808e-20,5.0189742130781285e-21,1.8360875189903494e-15,5.213020551143948e-13,5.8210261966532485e-30,9.75454351720139e-25,3.254655659446138e-31,1.6762849029497636e-35,1.1530956325117092e-23,2.700213475852383e-19,1.980486894835254e-31,4.576891921785676e-37,4.058824286368611e-28,4.014906077527543e-16
1.6856084138954468e-07,0.7118282397022813,3.76,0.0,0.843207068674618,0.9999992607767865,1.6555428564352558e-09,4.7461199213859833e-23,3.1246911089819544e-16,8.414937005207691e-07,7.323058069556798e-07,1.6150059608841854e-10,6.032388545246281e-09,7.168122934588404e-08,1.4423130618504464e-08,5.659783753981651e-10,4.618986154481865e-09,1.212874284565812e-11,1.6842373645458295e-14,1.0816127402928e-14,1.79742888803878e-13,1.0629302780180525e-14,4.1288910307926175e-14,3.1280073061494105e-10,3.903328655272775e-24,8.078143694105415e-22,1.183964185733568e-22,1.2666307676780113e-31,4.283171299883372e-14,4.166894486163627e-14,3.3109166174721944e-21,2.61354489538653e-20,5.0553450429635304e-21,1.84937146852816e-15,5.649921185542364e-13,7.178605618144026e-30,1.2982919964596824e-24,4.3353434477014e-31,2.234246746753898e-35,1.407131081235408e-23,2.719984624168708e-19,3.1025579833329736e-31,7.1789335596469154e-37,5.0015745589794245e-28,4.35116995761393e-16
1.7867171681277888e-07,0.7118282404025189,3.76,0.0,0.8432070170289455,0.9999992160881186,1.9522976441361614e-09,5.302616930062728e-23,3.333032285933968e-16,8.930554147567492e-07,7.762095963087479e-07,1.7332995457189768e-10,6.685089712359093e-09,7.49136910446354e-08,1.6051972985645407e-08,6.371556227957154e-10,5.06669009377474e-09,1.2953368007001987e-11,1.9630599371217968e-14,1.3304871321549576e-14,2.1446459486261475e-13,1.1864525237918047e-14,4.69999218543023e-14,3.5122580681694266e-10,4.8033074703833085e-24,9.990620279195877e-22,1.543918034583192e-22,1.863562103011997e-31,4.306169098987326e-14,4.196613642169245e-14,3.3341461904310297e-21,3.050396997097511e-20,5.093189293482587e-21,1.863036740334896e-15,6.04600868724528e-13,8.610634976270243e-30,1.6528148812429459e-24,5.522738349682616e-31,2.847885546534394e-35,1.6697679516926962e-23,2.7391158208428214e-19,4.537980815240181e-31,1.0510667377761622e-36,5.957483538144018e-28,4.655988215828149e-16
1.8878259223601308e-07,0.711828241103008,3.76,0.0,0.8432069652584473,0.9999991713678062,2.2800536641217835e-09,5.882403992233531e-23,3.5418648180344897e-16,9.447376159512006e-07,8.201096775646804e-07,1.8519519307558862e-10,7.360287931368556e-09,7.804861485452216e-08,1.7751549689923626e-08,7.126219532504704e-10,5.522839675220626e-09,1.3780971763990185e-11,2.267127349427464e-14,1.6179133055895713e-14,2.534421922842454e-13,1.31960987312892e-14,5.329406573486511e-14,3.918491097041e-10,5.84297896540551e-24,1.2233178297567256e-21,1.9867576225737163e-22,2.682851719630302e-31,4.3306751926729764e-14,4.2283059983474085e-14,3.3590918674193963e-21,3.527261111081061e-20,5.130307590785302e-21,1.877344474580738e-15,6.445021130506809e-13,1.0273028578031915e-29,2.0763762480265004e-24,6.942006122490023e-31,3.5820671538288255e-35,1.9677593821007172e-23,2.7595381887024525e-19,6.507040420078109e-31,1.508454235148255e-36,7.019457086244989e-28,4.963026321898492e-16
1.9889346765924728e-07,0.7118282418037698,3.76,0.0,0.84320691336388,0.9999991266168646,2.6398259397405805e-09,6.484528019899636e-23,3.751186348439897e-16,9.96539538378831e-07,8.640058930937296e-07,1.97093874436611e-10,8.056480939372008e-09,8.108915714152227e-08,1.9519728891644407e-08,7.923880572345671e-10,5.986209138466161e-09,1.4611546892052245e-11,2.5969292322084458e-14,1.9471910958672834e-14,2.9693250092162744e-13,1.4627890194336532e-14,6.021270889923086e-14,4.3466628087120894e-10,7.034325922910759e-24,1.4845256875531575e-21,2.5264506653131646e-22,3.788091064828751e-31,4.3566829199216864e-14,4.261966666342953e-14,3.3855274663014638e-21,4.044941549228548e-20,5.171425683544172e-21,1.891838437608125e-15,6.847150368074487e-13,1.2200646913463477e-29,2.577704692408328e-24,8.622537686457329e-31,4.4522988512407984e-35,2.3042425102370684e-23,2.781250572179391e-19,9.166470734679208e-31,2.1266329754599915e-36,8.191545351305966e-28,5.272432129438235e-16
2.0900434308248148e-07,0.7118282425048243,3.76,0.0,0.8432068613460555,0.9999990818362758,3.03256035420478e-09,7.108075858949943e-23,3.9609946832045815e-16,1.0484603609037187e-06,9.07898090381158e-07,2.0902428925154511e-10,8.772208964706519e-09,8.403837212780802e-08,2.1354447755535238e-08,8.76464559765849e-10,6.455655356373647e-09,1.5445088055511807e-11,2.9529181013667297e-14,2.3216813391029314e-14,3.451939869102458e-13,1.616350257488377e-14,6.779762505118173e-14,4.796729624337969e-10,8.389553471031346e-24,1.7869136986036723e-21,3.178597283838763e-22,5.256195054195385e-31,4.384186598516033e-14,4.297578912812536e-14,3.4134122592959935e-21,4.6041835720586255e-20,5.217136921268162e-21,1.9078346783422925e-15,7.252571738916051e-13,1.4433631139652892e-29,3.1661177176713277e-24,1.0595712754051556e-30,5.475191580464719e-35,2.6824594789979787e-23,2.804237097585857e-19,1.2708593981937629e-30,2.9505039891375004e-36,9.477413053980216e-28,5.584340196363846e-16
2.1911521850571568e-07,0.7118282432061911,3.76,0.0,0.8432068092058366,0.999999037026989,3.4591356568057103e-09,7.75217367331758e-23,4.1712866289132484e-16,1.100499210761757e-06,9.517861218602083e-07,2.209851741137927e-10,9.506055543840968e-09,8.689921523255793e-08,2.3253710198739262e-08,9.648620213712506e-10,6.930113178077832e-09,1.6281586210531255e-11,3.335513786739338e-14,2.7448012473454266e-14,3.9848674565190243e-13,1.7806290995216793e-14,7.609090852250732e-14,5.26864797287823e-10,9.921070394353924e-24,2.1349986087147692e-21,3.9605447403689857e-22,7.179257884156773e-31,4.4131872734836045e-14,4.3351417264088445e-14,3.443059845663254e-21,5.205680469687627e-20,5.2606517859543486e-21,1.924821096492958e-15,7.661476854876495e-13,1.701808045782051e-29,3.8515337188951585e-24,1.2894936960040002e-30,6.668487944451592e-35,3.1057430492304546e-23,2.828495736310167e-19,1.7367337358267777e-30,4.034703871303387e-36,1.088045623046545e-27,5.898898189625115e-16
2.2922609392894988e-07,0.7118282439078892,3.76,0.0,0.8432067569441339,0.9999989921899219,3.92036549695493e-09,8.415983216329135e-23,4.382058249239393e-16,1.1526551670923915e-06,9.956698447517357e-07,2.329755549382917e-10,1.0256648104270377e-08,8.967454626950825e-08,2.521558472863527e-08,1.0575909332676747e-09,7.408591051515954e-09,1.7121029146455947e-11,3.7451072205327004e-14,3.220020396433956e-14,4.57072483893815e-13,1.9559382764497875e-14,8.5134908042763e-14,5.76237429358335e-10,1.1641477639234307e-23,2.5335892555780305e-21,4.89150343271249e-22,9.666540562332547e-31,4.4436857247056495e-14,4.37466683294021e-14,3.474223421462489e-21,5.850079614469734e-20,5.307489667845358e-21,1.941879560239503e-15,8.074059988656234e-13,2.0006809447434213e-29,4.6444834582082584e-24,1.5555683007161314e-30,8.051095561851501e-35,3.577507608116806e-23,2.8540377877614455e-19,2.3424971197388113e-30,5.445184501825824e-36,1.240406641540406e-27,6.216255945505976e-16
2.393369693521841e-07,0.7118282446099365,3.76,0.0,0.8432067045619026,0.999998947325963,4.41700048162349e-09,9.098699037249798e-23,4.593305609434757e-16,1.2049272642842718e-06,1.039549120909281e-06,2.4499466882232675e-10,1.1022658350107538e-08,9.236713253264982e-08,2.72382023539612e-08,1.15466171038705e-09,7.890166879687594e-09,1.7963404486569342e-11,4.1820637174207685e-14,3.750857200993897e-14,5.212145009325553e-13,2.142569788998945e-14,9.497217134016018e-14,6.277865038391558e-10,1.3563554672010185e-23,2.9877892903595258e-21,5.992664151145562e-22,1.284658702699757e-30,4.475676953821776e-14,4.4161597152123957e-14,3.506757867184738e-21,6.537987694508348e-20,5.360942366219388e-21,1.960356344836301e-15,8.490493376160502e-13,2.346017666139008e-29,5.556121618646985e-24,1.8615531386471856e-30,9.643119423456168e-35,4.1012495570541717e-23,2.8808678891638927e-19,3.121960901442026e-30,7.260970780074449e-36,1.4051474739773404e-27,6.536545592439409e-16
2.4944784477541834e-07,0.7118282453123512,3.76,0.0,0.8432066520601398,0.9999989024359707,4.949730246952794e-09,9.799547534415651e-23,4.805025005557359e-16,1.2573144951763853e-06,1.0834238166695078e-06,2.5704191961295066e-10,1.1802802466157402e-08,9.497965178285702e-08,2.9319754568207295e-08,1.2560846864841605e-09,8.373984103223059e-09,1.8808700895629062e-11,4.646725807516944e-14,4.3408758223677267e-14,5.911776690035428e-13,2.340796561698374e-14,1.0564539035129823e-13,6.815076674236938e-10,1.5700245281977046e-23,3.502999185207803e-21,7.287316234337021e-22,1.6869464405230504e-30,4.509152519051286e-14,4.4596121628316754e-14,3.5410782467738535e-21,7.269975241349841e-20,5.411945183552494e-21,1.9801519957496096e-15,8.910964634737307e-13,2.74469984483278e-29,6.598238094788577e-24,2.2114204631559606e-30,1.1465889469679393e-34,4.680541658223236e-23,2.9089800270423935e-19,4.115352659521015e-30,9.576113186984554e-36,1.5825662555134078e-27,6.859911561224564e-16
2.5955872019865256e-07,0.7118282460151496,3.76,0.0,0.8432065994398802,0.9999988575207758,5.519185536977846e-09,1.0517786732685603e-22,5.017212646830272e-16,1.3098158141639156e-06,1.1272938027071621e-06,2.6911682925282263e-10,1.2595841172623412e-08,9.75146951427197e-08,3.145849139385041e-08,1.3618701118871392e-09,8.859247974854875e-09,1.9656906897753802e-11,5.139415735314413e-14,4.993683398845981e-14,6.672284129186999e-13,2.5508737287840817e-14,1.1719734589763174e-13,7.373965685283054e-10,1.806465089353397e-23,4.084917698778472e-21,8.800966493953563e-22,2.1909118683085817e-30,4.544104549483757e-14,4.505011350085451e-14,3.576969820888884e-21,8.046580624788211e-20,5.4648553736426506e-21,1.9998715145862957e-15,9.33567395819984e-13,3.2045537042097997e-29,7.783269344362077e-24,2.6093607149740054e-30,1.3541994624900691e-34,5.319023382017828e-23,2.938366245049022e-19,5.370234272104161e-30,1.250184206084464e-35,1.772959352329644e-27,7.186508375760552e-16
2.696695956218868e-07,0.711828246718349,3.76,0.0,0.8432065467021945,0.9999988125811818,6.125940281443133e-09,1.1252705324455038e-22,5.2298643898452775e-16,1.3624301402000047e-06,1.1711589538945402e-06,2.812189910689246e-10,1.3400579643791569e-08,9.997476989771677e-08,3.365271948743724e-08,1.4720281515502748e-09,9.345222020479543e-09,2.0508009644160523e-11,5.660437661814031e-14,5.712927559476756e-14,7.49634689035034e-13,2.7730398566642975e-14,1.2967085797536997e-13,7.954488575082073e-10,2.0670021847712214e-23,4.739542812938095e-21,1.0561458622594139e-21,2.816583894923559e-30,4.5805257520365714e-14,4.5523489351158707e-14,3.614125606018907e-21,8.868313564672911e-20,5.526119528784629e-21,2.020738661419728e-15,9.764794002437856e-13,3.734456004061855e-29,9.124309716398985e-24,3.0597866638350338e-30,1.5895317496991242e-34,6.020398263193923e-23,2.9690205092848783e-19,6.942511201512066e-30,1.6168934424171667e-35,1.9766076766064383e-27,7.516468500134092e-16
2.79780471045121e-07,0.7118282474219649,3.76,0.0,0.8432064938481864,0.9999987676179655,6.7705136666120246e-09,1.20036210470175e-22,5.442975808377212e-16,1.4151563596779044e-06,1.2150191491654748e-06,2.933480387668731e-10,1.4215867301180635e-08,1.0236230221362934e-07,3.590080030544769e-08,1.5865688820231388e-09,9.831224682366719e-09,2.1361995014910647e-11,6.210079592739924e-14,6.502294198166943e-14,8.386659636226755e-13,3.007518237145435e-14,1.431087443065732e-13,8.556601868659499e-10,2.352974514918378e-23,5.47317215771482e-21,1.2599092878288662e-21,3.586882339311296e-30,4.6184072114815105e-14,4.6016193601256687e-14,3.65304635881958e-21,9.735658209183894e-20,5.584866210628445e-21,2.043256627331013e-15,1.0198503424268607e-12,4.344447632451302e-29,1.0635122823362069e-23,3.5673368398291264e-30,1.8551062659779065e-34,6.788432894331213e-23,3.0009393320579423e-19,8.897537950618704e-30,2.0730309336884088e-35,2.1937665612376985e-27,7.849929241546775e-16
2.8989134646835524e-07,0.7118282481260132,3.76,0.0,0.8432064408789887,0.9999987226318791,7.453372193481996e-09,1.2769879159751894e-22,5.656542389797665e-16,1.467993329189564e-06,1.2588742713838337e-06,3.055036331909598e-10,1.504059749039924e-08,1.0467963976148189e-07,3.8201148331027576e-08,1.7055022879796472e-09,1.0316626140928497e-08,2.2218848405983814e-11,6.788615052787664e-14,7.365505490352702e-14,9.345931906963442e-13,3.254518127029323e-14,1.5755378420437444e-13,9.180262114524339e-10,2.665734042390062e-23,6.292402926019604e-21,1.4946745820613932e-21,4.527884018083182e-30,4.6577378011179346e-14,4.652813370955331e-14,3.69361927956999e-21,1.0649075812615128e-19,5.643394351756984e-21,2.06568246342778e-15,1.0637002632419497e-12,5.045855817517759e-29,1.2330152840709039e-23,4.1368793564348886e-30,2.1535790573216555e-34,7.626950741531674e-23,3.034118568452104e-19,1.1311324894677114e-29,2.6363861676738925e-35,2.4247025709953087e-27,8.187045372218102e-16
3.0000222189158947e-07,0.7118282488305087,3.76,0.0,0.8432063877957615,0.9999986776236496,8.17493171858065e-09,1.3550851401343395e-22,5.87055959715698e-16,1.5209398781724234e-06,1.3027242072163414e-06,3.1768545680301875e-10,1.5873707054616386e-08,1.0692905425025037e-07,4.0552229358976456e-08,1.8288382594084504e-09,1.0800845304829518e-08,2.30785550871957e-11,7.396304540766506e-14,8.306318120037878e-14,1.03768878936607e-12,3.514235807577486e-14,1.7304868445813034e-13,9.825425886607898e-10,3.006645534377567e-23,7.2041313233475e-21,1.763998991747354e-21,5.669097481594037e-30,4.698505341005242e-14,4.7059165065196314e-14,3.735348256334277e-21,1.160900705582604e-19,5.712130293507781e-21,2.08887765634043e-15,1.1080465246838253e-12,5.851424899322662e-29,1.422453555380118e-23,4.7735161026656354e-30,2.4877454321082983e-34,8.539826992108004e-23,3.0685483863748826e-19,1.4271851515727109e-29,3.3275543473950634e-35,2.6696733042277215e-27,8.527950187011753e-16
3.101130973148237e-07,0.711828249535466,3.76,0.0,0.84320633459969,0.9999986325939805,8.935559472789976e-09,1.434593520937406e-22,6.085022796767038e-16,1.57399481145511e-06,1.3465688470095115e-06,3.298932074899146e-10,1.6714175817731936e-08,1.0911274388531415e-07,4.2952558836097976e-08,1.956586589617559e-09,1.1283346958543824e-08,2.3941099966059146e-11,8.033396800862933e-14,9.328521683253047e-14,1.1482266207636205e-12,3.786855494824729e-14,1.896360473173396e-13,1.0492049786134756e-09,3.377085457594612e-23,8.215551609394516e-21,2.0717212849165237e-21,7.043745496980507e-30,4.740697365042255e-14,4.760912769860469e-14,3.7787769361182376e-21,1.2615874071952972e-19,5.77902420862053e-21,2.114012352268238e-15,1.152906052011803e-12,6.775454978962045e-29,1.633410926291228e-23,5.4825860582605196e-30,2.8605427736265623e-34,9.530987752141626e-23,3.1042172338649736e-19,1.7880491024045964e-29,4.1702709342857686e-35,2.9288955387483778e-27,8.872773508050602e-16
3.202239727380579e-07,0.7118282502408994,3.76,0.0,0.8432062812919816,0.9999985875435524,9.73557605417651e-09,1.515455287045268e-22,6.299927200736739e-16,1.6271569117046752e-06,1.3904080846705201e-06,3.4212659100477825e-10,1.7561025988565766e-08,1.1123283574952773e-07,4.5400700254644595e-08,2.0887569734899913e-09,1.1763639058214835e-08,2.4806467311715352e-11,8.700129937157575e-14,1.043593724109003e-13,1.266481964600198e-12,4.0725502019480506e-14,2.0735834230166369e-13,1.1180090443428736e-09,3.7784416911699936e-23,9.334154777220322e-21,2.4219736358633667e-21,8.689054361650698e-30,4.784300774630453e-14,4.81778722056257e-14,3.82395155592251e-21,1.3670082228483242e-19,5.8428298435563856e-21,2.1391825281783594e-15,1.198298681127842e-12,7.833948217596667e-29,1.867542577150484e-23,6.2696688177560236e-30,3.2750537778139165e-34,1.060440787003804e-22,3.141116788471526e-19,2.2253551290560947e-29,5.191773666081771e-35,3.2026040256530387e-27,9.221668552168467e-16
3.3033484816129215e-07,0.7118282509468222,3.76,0.0,0.8432062278738632,0.9999985424730233,1.0575257391296005e-08,1.5976150510768304e-22,6.515267893423225e-16,1.6804249417732106e-06,1.4342418175519114e-06,3.5438531532489046e-10,1.8413321495078102e-08,1.1329138809894701e-07,4.7895263597466396e-08,2.2253590056233305e-09,1.2241270169201583e-08,2.5674640798767796e-11,9.396732389289589e-14,1.16324160050026e-13,1.3927314954104343e-12,4.371482586622238e-14,2.2625788225690209e-13,1.1889504519655621e-09,4.2121134280715385e-23,1.0567726890853542e-20,2.819193450581933e-21,1.0646549160289727e-29,4.8293013793587124e-14,4.876524788701097e-14,3.8701682342055356e-21,1.4772021683981477e-19,5.9184852496501475e-21,2.164650079212105e-15,1.2442419267483893e-12,9.044763212664893e-29,2.1265761278861775e-23,7.140588842112882e-30,3.7345103082521964e-34,1.1764106473013705e-22,3.1792374186480457e-19,2.7523937035295957e-29,6.42319277309422e-35,3.491045534918522e-27,9.574769954419697e-16
3.404457235845264e-07,0.711828251653248,3.76,0.0,0.84320617434658,0.9999984973830301,1.1454836673925186e-08,1.6810197059574416e-22,6.731039887664143e-16,1.7337976469435229e-06,1.478069946340046e-06,3.666690884180497e-10,1.9270167256634668e-08,1.1529039258965553e-07,5.043490383356318e-08,2.3664021784893885e-09,1.2715827039281418e-08,2.6545603726891584e-11,1.0123423783968003e-13,1.2921838140892758e-13,1.5272532585348278e-12,4.6838057393838664e-14,2.4637680239798743e-13,1.2620248708504163e-09,4.679510138894405e-23,1.1924347095426067e-20,3.2681351193193173e-21,1.296235408267379e-29,4.8756840330363183e-14,4.9371082614185583e-14,3.9179685078087144e-21,1.592206874202451e-19,5.993958646127182e-21,2.192243697608389e-15,1.2907515892480928e-12,1.0427777691629636e-28,2.4123127072052656e-23,8.101418823638153e-30,4.242296265372396e-34,1.3014144580582922e-22,3.218566861897418e-19,3.384293819845631e-29,7.899971020015189e-35,3.7944107216603e-27,9.93219863323678e-16
3.505565990077606e-07,0.7118282523601893,3.76,0.0,0.8432061207113919,0.9999984522741887,1.237450624854314e-08,1.7656183330783172e-22,6.947238146132533e-16,1.7872737570769517e-06,1.5218923749471762e-06,3.7897761797339087e-10,2.013070840220353e-08,1.1723177643693092e-07,5.301831946250982e-08,2.511895880880418e-09,1.3186932301047683e-08,2.741933914117752e-11,1.0880415677437798e-13,1.4308111678142921e-13,1.6703266458897257e-12,5.0096638795830133e-14,2.6775704124927046e-13,1.3372279737807251e-09,5.182051265869288e-23,1.3412385323653959e-20,3.773881683555527e-21,1.5687496914088586e-29,4.92343300844605e-14,4.999518348870478e-14,3.967635803428813e-21,1.712058703645363e-19,6.062783333935709e-21,2.2201705708810794e-15,1.3378469267106532e-12,1.2005059176606937e-28,2.726628018800665e-23,9.158482880893634e-30,4.801950579458467e-34,1.4358624123855905e-22,3.2590939512963526e-19,4.1382149381096735e-29,9.66231482516776e-35,4.112901163922972e-27,1.029410329100259e-15
3.6066747443099483e-07,0.711828253067659,3.76,0.0,0.843206066969573,0.9999984071470949,1.3334419476224594e-08,1.8513621236542681e-22,7.163857569037822e-16,1.8408519886673594e-06,1.5657090104070198e-06,3.913106111336146e-10,2.099412944223449e-08,1.1911740449472918e-07,5.564425110604109e-08,2.6618493966834906e-09,1.3654242296690633e-08,2.829582980304898e-11,1.1667912204070346e-13,1.5795171509271168e-13,1.822232371570841e-12,5.349192981714279e-14,2.9044032367247544e-13,1.4145554371105347e-09,5.721166454974071e-23,1.5040499732866048e-20,4.341856405834138e-21,1.887821680964145e-29,4.9725321056055986e-14,5.063735086220531e-14,4.018247133576402e-21,1.8367928567095092e-19,6.144550802123021e-21,2.2478848033162644e-15,1.385545768635122e-12,1.3801043162188234e-28,3.071473392239065e-23,1.0318360729750418e-29,5.417171139394518e-34,1.5801685476553895e-22,3.3008059170016845e-19,5.033552517659985e-29,1.1755677006966388e-34,4.446758007167779e-27,1.0660621218508726e-15
