Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77)
1.1781551785071982e-10,0.7118282280474155,3.76,0.0,0.8432079103327335,0.9999999994880283,7.547711503108944e-19,9.339993820520381e-32,1.0248089034828116e-21,5.763108897435516e-10,5.119674780031649e-10,2.864429438435783e-16,3.772746325819457e-15,6.432282268097047e-11,9.25218241772892e-15,2.535503709286986e-16,3.6370620214649396e-15,3.593929946576515e-17,1.7213586126455665e-22,1.893997176447016e-24,7.027279080777516e-23,1.9876982145799537e-22,4.938080327139209e-22,1.6062995504371775e-16,6.602693993851321e-35,8.835302465724433e-34,1.0072460423902616e-37,7.758851960967254e-52,5.871159105560031e-16,3.527775098239019e-18,3.17882026558402e-27,9.009967995821718e-30,6.661794066262391e-26,1.2865345563406306e-20,1.4829120916464167e-21,5.812336351713191e-43,1.708425810406705e-39,2.8965635190549297e-47,1.6694390188631797e-51,2.1047636870237334e-36,4.16718029545781e-25,1.6373529286141864e-52,2.837179554760613e-59,8.941332676365173e-44,7.394515660729518e-25
1.649417409707655e-10,0.7118282280506847,3.76,0.0,0.843207910102204,0.9999999992832372,1.992732728546506e-18,2.465222383547957e-31,1.9683978177304107e-21,8.068396378766781e-10,7.167545435186726e-10,5.505097634704639e-16,7.254482559120636e-15,9.004550308831372e-11,1.7481394341177592e-14,4.876427738762471e-16,6.949992475012136e-15,6.903815302729019e-17,3.379226475120507e-22,5.000580295961175e-24,1.8622995330021334e-22,5.231882904913868e-22,1.2999451999882903e-21,3.088848255204963e-16,2.3393242636693555e-34,3.410271692364985e-33,5.6435119280653655e-37,6.466919207637487e-51,8.196364835763246e-16,6.759040878865005e-18,8.650889813261698e-27,2.3960472419679342e-29,1.6693547991776891e-25,3.300903646486679e-20,4.759060383893128e-21,3.231309536639325e-42,9.57523339706402e-39,2.407519870884999e-46,1.3827937795501658e-50,1.1634639369297844e-35,1.0908308909455603e-24,2.1657040582350867e-51,5.0269140864126116e-58,6.404117156459239e-43,2.6329113201335974e-24
2.1206796409081116e-10,0.7118282280539537,3.76,0.0,0.8432079098716717,0.9999999990784451,4.1312726970314125e-18,5.109366638039037e-31,3.2245475909801154e-21,1.037370924859874e-09,9.215416118619823e-10,9.02340791077064e-16,1.189673416732665e-14,1.1576438463654931e-10,2.8374670221597275e-14,7.998513248718983e-16,1.1355741045933214e-14,1.1310797613338338e-16,5.65064472031248e-22,1.0367121906971617e-23,3.859001145531713e-22,1.0816691868276546e-21,2.6879125494941647e-21,5.065688791199226e-16,5.911340307019606e-34,9.053038215863023e-33,1.8718520901391988e-36,2.667092846314847e-50,1.0507996578545962e-15,1.1045496558340835e-17,1.837027289740998e-26,4.998600441542238e-29,3.3042603504120655e-25,6.670115822558971e-20,1.1385792890831878e-20,1.0633792638104345e-41,3.189031091369769e-38,9.75618246417053e-46,5.591982325793304e-50,3.818034551374557e-35,2.2440502545428707e-24,1.0597301066697371e-50,2.779784082639064e-57,2.4356731506027605e-42,6.68417967899946e-24
3.063204103309025e-10,0.7118282280604923,3.76,0.0,0.8432079094105992,0.9999999986688566,1.2412134584097758e-17,1.5337456477866162e-30,6.668981548042653e-21,1.4984411155092409e-09,1.3311157568807228e-09,1.868516169961322e-15,2.466138867814942e-14,1.6719075596460217e-10,5.815026237402234e-14,1.6587612057883595e-15,2.3443198257354246e-14,2.339845400820495e-16,1.2192562361477593e-21,3.1147002927100557e-23,1.154204998048485e-21,3.228784167740244e-21,8.025753412347955e-21,1.050201445935642e-15,2.44890206618734e-33,4.0459361587847056e-32,1.2753816444163813e-35,2.7640297220150657e-49,1.5090956703050044e-15,2.27254271462843e-17,5.762374686264574e-26,1.522363243682268e-28,8.969270092173487e-25,1.890571205246025e-19,4.4054715522711995e-20,7.035188159365977e-41,2.1232691208002e-37,9.701791560314907e-45,5.525550874559256e-49,2.50890616999435e-34,6.621044089498963e-24,1.6865602114202281e-49,6.134573839430848e-56,2.219803876704614e-41,2.802905007262288e-23
4.948253028110851e-10,0.7118282280735687,3.76,0.0,0.8432079084884213,0.9999999978496635,5.3352808257500843e-17,6.577144839703418e-30,1.725191848946208e-20,2.4206119710032533e-09,2.15026407928259e-09,4.8461670682335694e-15,6.410537362053167e-14,2.699979525055283e-10,1.496443331083885e-13,4.315673296089683e-15,6.070879641964224e-14,6.055936078554862e-16,3.429182013130454e-21,1.3387602947983332e-22,4.923780382996938e-21,1.3681117947409145e-20,3.40288705678031e-20,2.7305053184834937e-15,1.5689796051374183e-32,2.925008210333055e-31,1.6480615835017585e-34,6.222746305369131e-48,2.409826911018293e-15,5.814911399352096e-17,2.614424983932132e-25,6.7207037026911615e-28,3.1643648048885025e-24,7.202866379410651e-19,2.6768404107291407e-19,8.534079381831383e-40,2.5983424155174493e-36,1.969291045308424e-43,1.1075968916890067e-47,2.998875847736841e-33,2.7351538074598055e-23,6.478614898272782e-48,3.673772964445615e-54,4.227460359562401e-40,1.837544258857874e-22
8.718350877714503e-10,0.711828228099721,3.76,0.0,0.8432079066439354,0.9999999962112152,3.0030624228307684e-16,3.68147272839384e-29,5.2920533235074335e-20,4.265075639626536e-09,3.788560845758204e-09,1.4944616495260378e-14,1.986045042598205e-13,4.754303289893879e-10,4.602977618832191e-13,1.3394814765110312e-14,1.8749692658195621e-13,1.8595570119424737e-15,1.2278821298939386e-20,7.534944407831883e-22,2.7516195680534325e-20,7.474165089951579e-20,1.861544885029201e-19,8.46313149940915e-15,1.2973987722374033e-31,2.9756335797849527e-30,3.2215686909182364e-33,2.3813570856962375e-46,4.149886091502367e-15,1.7443190883994987e-16,1.5097456982982893e-24,3.961994932306777e-27,1.2754428464254797e-23,3.241108024465335e-18,2.159033890370977e-18,1.5456937384924543e-38,4.837543239213069e-35,5.906132705434178e-42,3.2611289675180512e-46,5.279579440994831e-32,1.4190578984295036e-22,4.31945458267302e-46,3.775469961505428e-52,1.292253429592708e-38,1.5626849980733145e-21
9.999999999999999e-10,0.7118282281258719,3.76,0.0,0.8432079060168607,0.9999999956542035,4.543937200697662e-16,5.562839009848586e-29,6.937074217898628e-20,4.89214025014405e-09,4.345501760071171e-09,1.9624614693182385e-14,2.61201589829473e-13,5.452120775561881e-10,6.046428067055155e-13,1.7627343698815237e-14,2.464368242360297e-13,2.4384174286567272e-15,1.6876547986382807e-20,1.1401153207001887e-21,4.1582657244312854e-20,1.1201928578806527e-19,2.7912073949034763e-19,1.1132240800382666e-14,2.1140108760651914e-31,5.202382193918039e-30,6.4352713429302e-33,5.6660845839224545e-46,4.723359376267566e-15,2.2696080067365413e-16,2.276227655346496e-24,6.072909095847666e-27,1.7570224014365255e-23,4.588487712914274e-18,3.506364687230555e-18,3.065544947462702e-38,9.907177255581051e-35,1.307542213091448e-41,7.193097872448471e-46,1.0430677824042544e-31,2.0924824772252171e-22,1.1129373093442295e-45,1.0357121505191608e-51,2.918155258518825e-38,2.559054214511765e-21
1.2488448727318157e-09,0.7118282281258719,3.76,0.0,0.8432079047992755,0.999999994572683,8.551964908862091e-16,1.0452333281461153e-28,1.0757686154795144e-19,6.109701998350278e-09,5.426857764341641e-09,3.051823394250167e-14,4.071905104160225e-13,6.80620232904515e-10,9.41034732068416e-13,2.750587345920101e-14,3.8382403507357127e-13,3.783413269773226e-15,2.810637046095752e-20,2.1457756497954383e-21,7.814765507353205e-20,2.0833516009827497e-19,5.193968848566208e-19,1.7358295676591482e-14,4.32101984131533e-31,1.1430721304994921e-29,1.5825936193316934e-32,1.5660918595515142e-45,5.810642819015901e-15,3.477856553676667e-16,4.260162460602016e-24,1.1609598560273182e-26,2.917470525384662e-23,7.91518615925783e-18,7.14296982833171e-18,7.499404407416263e-38,2.4841369223470433e-34,3.457135428327302e-41,1.897301096517386e-45,2.5443069967027433e-31,3.8115154018610835e-22,3.2123311903412354e-45,3.083124277769175e-51,7.815219177505836e-38,5.258100269576712e-21
1.625854657692181e-09,0.7118282281520217,3.76,0.0,0.8432079029544419,0.9999999929340673,1.8406919207794447e-15,2.2441899672763846e-28,1.807411387308527e-19,7.954491158130565e-09,7.065154820899213e-09,5.1499075465803695e-14,6.897775858187971e-13,8.855679660048149e-10,1.5916640961195653e-12,4.666466916887713e-14,6.494989966993568e-13,6.361888678476446e-15,5.2408798873623764e-20,4.618757791074236e-21,1.6795638898252253e-19,4.394932818994719e-19,1.0967129326665233e-18,2.941578258255189e-14,1.027918815842084e-30,3.076521392369154e-29,5.121639447470766e-32,6.5377804712868e-45,7.395579184772744e-15,5.735057043451151e-16,8.96189362144524e-24,2.5587534782696253e-26,5.2207887912808235e-23,1.486963992119787e-17,1.6908148005054618e-17,2.4188542102685667e-37,8.382158129966242e-34,1.2817708384089095e-40,7.000019347341479e-45,8.179661794037606e-31,7.7675012598148465e-22,1.5128778366068947e-44,1.5488045834871688e-50,3.070376574947253e-37,1.2567773464541742e-20
2.0028644426525463e-09,0.7118282281781707,3.76,0.0,0.8432079011094342,0.9999999912953684,3.383460289246142e-15,4.115535168573051e-28,2.7192924176436215e-19,9.799443232781523e-09,8.703452000837473e-09,7.78177327717991e-14,1.0462769933935907e-12,1.0902738392711885e-09,2.411988580641927e-12,7.088721570413094e-14,9.843246717883544e-13,9.579534790734182e-15,8.673258091865466e-20,8.490894923601986e-21,3.0845949711650416e-19,7.920137877089068e-19,1.9782250344782333e-18,4.4635371438775656e-14,2.0302435736758322e-30,6.778186045798862e-29,1.3171112729888374e-31,2.1121985005240087e-44,8.908144733188312e-15,8.470057337724865e-16,1.5964839576769944e-23,4.802610301219902e-26,8.139092786945281e-23,2.407894964299851e-17,3.320969062372611e-17,6.1991834626427965e-37,2.2282058101364116e-33,3.6800854457114464e-40,2.001032814363237e-44,2.0913348462357328e-30,1.3532459773375782e-21,5.479913686898968e-44,5.922870376527162e-50,9.384556799523026e-37,2.4845497047115096e-20
2.756884012573277e-09,0.7118282282304652,3.76,0.0,0.8432078974188968,0.9999999880177215,8.609675944749046e-15,1.0424905061651082e-27,5.066481895297733e-19,1.348983654324413e-08,1.1980046676843514e-08,1.4621584333049536e-13,1.9806834017458066e-12,1.4989611541197163e-09,4.560992907279629e-12,1.345810155300351e-13,1.86069953263501e-12,1.787697345775475e-14,1.9117107089152705e-19,2.1614648033608497e-20,7.842710379032446e-19,1.9382240027561402e-18,4.8501073602573015e-18,8.456003895520634e-14,5.6829356091497204e-30,2.28850042671877e-28,5.754106477460919e-31,1.4062523010006662e-43,1.1728131590900453e-14,1.5218417564438093e-15,3.760882585854151e-23,1.2656743330219917e-25,1.5626214040221566e-22,4.876152407876836e-17,9.154368935921735e-17,2.6660891491460844e-36,1.0230733802832736e-32,1.912849018575658e-39,1.0319547912843807e-43,8.950764319801432e-30,3.1015777250930717e-21,4.508661094292911e-43,5.406322752209753e-49,5.4913672132618155e-36,6.903995476484545e-20
3.5109035824940076e-09,0.7118282282827555,3.76,0.0,0.8432078937276631,0.9999999847397432,1.7547204819010226e-14,2.1151686426584114e-27,8.080593615115212e-19,1.7180882825119992e-08,1.525664167562514e-08,2.351707666696375e-13,3.2096967630016524e-12,1.90668465501001e-09,7.38646998542622e-12,2.1870965409647106e-13,3.011374846166731e-12,2.855785445722797e-14,3.5380005402964553e-19,4.4076533664724006e-20,1.5980122056242985e-18,3.8034053877501404e-18,9.534941679803524e-18,1.3713053290834998e-13,1.2318376297528217e-29,5.764274038604224e-28,1.751353824485902e-30,5.64014966168011e-43,1.4295710109308734e-14,2.340162096119761e-15,7.035503375940835e-23,2.6539275669380987e-25,2.498063063229638e-22,8.081147117306672e-17,1.9472387742089752e-16,7.896476524325503e-36,3.2033423367527654e-32,6.480870311765028e-39,3.477396889037695e-43,2.6394135873357505e-29,5.711134470208473e-21,2.006848160753327e-42,2.5750376478075006e-48,2.0017684235898098e-35,1.475743062582272e-19
4.264923152414738e-09,0.7118282283350417,3.76,0.0,0.843207890035733,0.9999999814614349,3.126055696555596e-14,3.7500112948198465e-27,1.172479075099658e-18,2.0872583004955176e-08,1.8533236874567623e-08,3.4412553798373856e-13,4.73256520337323e-12,2.313446935330797e-09,1.088676264824597e-11,3.2339658496751195e-13,4.434700401993119e-12,4.150343813802847e-14,5.8762231558429885e-19,7.858010745702837e-20,2.8470438911069572e-18,6.523525848021993e-18,1.6384902362739496e-17,2.0234499526316555e-13,2.2920228927094282e-29,1.218363514231309e-27,4.343222177129882e-30,1.7718667725645108e-42,1.6635113369230697e-14,3.272074318479041e-15,1.143121529959911e-22,4.842551627666708e-25,3.582097334573503e-22,1.1880813039893837e-16,3.5415893442011936e-16,1.8900465183987925e-35,8.082635117205226e-32,1.7399661317654635e-38,9.293466092034482e-43,6.290714286123155e-29,9.194486183813694e-21,6.826131913836155e-42,9.222886140256153e-48,5.712494282215374e-35,2.692875902809843e-19
5.018942722335468e-09,0.7118282283873237,3.76,0.0,0.8432078863431058,0.999999978182798,5.08021955453192e-14,6.061489047547283e-27,1.5964859585748065e-18,2.4564937980735045e-08,2.1809832152457398e-08,4.725450629593062e-13,6.548541572095492e-12,2.7192505475286017e-09,1.5060232700902676e-11,4.487574482364139e-13,6.129048540065969e-12,5.660272287978635e-14,9.054866115866116e-19,1.2782266488598222e-19,4.627971350649866e-18,1.019958082372388e-17,2.566796567296945e-17,2.802015840447046e-13,3.846875438352817e-29,2.2881611553627596e-27,9.423197825267257e-30,4.801800598713791e-42,1.8767699825004874e-14,4.2926400323522005e-15,1.6856460413147015e-22,8.032484305293782e-25,4.783072855846314e-22,1.614269643759108e-16,5.786683866838119e-16,3.931273425738086e-35,1.7707021106546599e-31,4.0188489678047174e-38,2.1376302468488377e-42,1.3010871061767518e-28,1.349135733775102e-20,1.981967007379821e-41,2.8057586544930514e-47,1.3899347543497425e-34,4.41019765017087e-19
6.5269818621769294e-09,0.7118282284918767,3.76,0.0,0.8432078789557587,0.9999999716245428,1.113869098142235e-13,1.3122142908147742e-26,2.611588780226672e-18,3.195161562470571e-08,2.8363022482544073e-08,7.85839502127669e-13,1.1056940431846468e-11,3.5279914397190826e-09,2.542045392516018e-11,7.619016443942984e-13,1.0324627394020835e-11,9.28793334655036e-14,1.8422215980010223e-18,2.810765045351433e-19,1.015663928288851e-17,2.0629001200462986e-17,5.2131060354813337e-17,4.738340721636453e-13,8.822777872046807e-29,6.39562846645678e-27,3.4995176230630153e-29,2.983798742982078e-41,2.2478943524817227e-14,6.529950975263065e-15,3.0241573637195205e-22,1.819157431445613e-24,7.447402560532651e-22,2.571171682723528e-16,1.2423386764573837e-15,1.2903091897318273e-34,6.559002226702978e-31,1.633749367960435e-37,8.61909914967453e-42,4.171570051122504e-28,2.4123728473764592e-20,1.4134917267469524e-40,2.288403200974252e-46,6.10411250028441e-34,9.49622638045208e-19
7.848995595375317e-09,0.7118282285835199,3.76,0.0,0.8432078724773869,0.9999999658742172,1.933929629219109e-13,2.2516877689756987e-26,3.6694581368470386e-18,3.84292660300579e-08,3.410783777800602e-08,1.1198570770504307e-12,1.596664732601953e-11,4.2338385269963684e-09,3.670251159874978e-11,1.1054053629893143e-12,1.487944218976571e-11,1.3084568289864868e-13,3.058104031280228e-18,4.895518313889613e-19,1.7651817406857763e-17,3.342218803567063e-17,8.477485028238225e-17,6.851601224026823e-13,1.574085272755068e-28,1.307430941851962e-26,8.62004113297094e-29,1.001537022125433e-40,2.5211802068906206e-14,8.615156000669735e-15,4.41565678781082e-22,3.2261251617434335e-24,9.954937637255258e-22,3.48003216912779e-16,2.085028772849602e-15,2.8929440250128664e-34,1.6060203925067454e-30,4.199560360234119e-37,2.2057571125608908e-41,9.191555466389958e-28,3.523929465070664e-20,4.9865727396057616e-40,8.498618375159886e-46,1.643117098059058e-33,1.5963726293826417e-18
9.171009328573705e-09,0.7118282286751522,3.76,0.0,0.8432078659968674,0.9999999601228993,3.0809400187151526e-13,3.543533518185988e-26,4.869444561989931e-18,4.490894125895697e-08,3.985265161429797e-08,1.5067316383041334e-12,2.1766742905081222e-11,4.936774155104301e-09,5.003092993087069e-11,1.513878874166774e-12,2.0244670614762764e-11,1.7407963500689873e-13,4.71168644981311e-18,7.828026373536824e-19,2.8151692138267206e-17,4.97602418159941e-17,1.2669184107147368e-16,9.353222451129036e-13,2.5608299755969834e-28,2.379986182524097e-26,1.8333618821799235e-28,2.7861906247018408e-40,2.7536212196763965e-14,1.0742778306073314e-14,5.94471601647057e-22,5.2249298149593165e-24,1.252939040250449e-21,4.4187115074753506e-16,3.185958360731379e-15,5.625053710059416e-34,3.392475965449347e-30,9.184769883943449e-37,4.808489650954497e-41,1.7602807125239243e-27,4.7523027604869695e-20,1.4263422345629511e-39,2.5291238919046987e-45,3.7330013779976765e-33,2.4420909847035384e-18
9.999999999999999e-09,0.7118282287667739,3.76,0.0,0.8432078619320534,0.9999999565159363,3.9911952785840207e-13,4.554236016570246e-26,5.68866790586905e-18,4.897316405080587e-08,4.345503153447774e-08,1.7752289496963669e-12,2.5856247996537613e-11,5.376082140583372e-09,5.942889742991695e-11,1.8033657273371859e-12,2.4018750535793977e-11,2.0368493253946955e-13,6.00102147158113e-18,1.0167278381657744e-18,3.649513103801012e-17,6.182221496144443e-17,1.577784198661073e-16,1.111998070287499e-12,3.3545785351157467e-28,3.315047253447391e-26,2.785028843427062e-28,4.967704293615855e-40,2.8813411180462166e-14,1.2075250777839356e-14,6.947495936872729e-22,6.826637018601709e-24,1.414787595664009e-21,5.010993847190051e-16,4.0103299637180015e-15,8.086617463430999e-34,5.13079128757698e-30,1.413508558803789e-36,7.387874987694103e-41,2.508543675735219e-27,5.561483449619952e-20,2.5681771143923316e-39,4.643342760470126e-45,5.8621708773811004e-33,3.075704634168362e-18
1.0493023061772092e-08,0.7118282287667739,3.76,0.0,0.8432078595141982,0.9999999543705953,4.609102202434766e-13,5.234469744306436e-26,6.1986818933259154e-18,5.139064548131501e-08,4.559746336726532e-08,1.9440830806322834e-12,2.8453279111168937e-11,5.6368112490803006e-09,6.539727380027579e-11,1.987776800435704e-12,2.64120307067313e-11,2.221503128460177e-13,6.86820072961252e-18,1.1760286697552706e-18,4.2163296055883095e-17,6.966229791331317e-17,1.7804143042905767e-16,1.2243107995529134e-12,3.897433461650487e-28,3.9826989270911464e-26,3.506347346817252e-28,6.795559675612511e-40,2.9514863021106195e-14,1.286059953371676e-14,7.5526482659859635e-22,7.919447958475588e-24,1.5103593638554673e-21,5.361368417791597e-16,4.550225074765972e-15,9.872020157676717e-34,6.443811388085898e-30,1.791016421561136e-36,9.353061085981966e-41,3.047577553516773e-27,6.051191166211945e-20,3.526885858566339e-39,6.433700240397387e-45,7.505426901206621e-33,3.490785261473896e-18
1.181503679497048e-08,0.7118282288583854,3.76,0.0,0.8432078530293776,0.9999999486173117,6.572378437874843e-13,7.367352645427551e-26,7.645515173493074e-18,5.7874382722680426e-08,5.134227241548264e-08,2.4296425584955177e-12,3.6022296292918216e-11,6.3339626296156595e-09,8.279314510293391e-11,2.527516950245446e-12,3.3373305875150385e-11,2.7466358698627567e-13,9.592184754015464e-18,1.6848777643199498e-18,6.01942620284797e-17,9.306538581467175e-17,2.387778123131028e-16,1.5521161416618325e-12,5.640390276527179e-28,6.253427455123861e-26,6.193085691160665e-28,1.500519136062974e-39,3.120031253094164e-14,1.4930891487228376e-14,9.190678859143474e-22,1.1412621019399198e-23,1.7628673927756524e-21,6.288925998768257e-16,6.176224453947585e-15,1.6042953180032025e-33,1.1302549472653086e-29,3.207393989609787e-36,1.6716139048460722e-40,4.890432812597717e-27,7.381076910029695e-20,7.822302928476563e-39,1.4597097608420757e-44,1.3769628824775704e-32,4.741275266920142e-18
1.3137050528168866e-08,0.7118282289499872,3.76,0.0,0.8432078465424035,0.9999999428630546,9.02450273924238e-13,9.981331698804e-26,9.19936478723669e-18,6.436015687167077e-08,5.7087078140094305e-08,2.9612451821005828e-12,4.4469823184957595e-11,7.028241023854409e-09,1.022101806047917e-10,3.1334841471547383e-12,4.112034212888349e-11,3.312582802216541e-13,1.2947455995074696e-17,2.3254944257495644e-18,8.275289255086733e-17,1.1985027567555742e-16,3.0871167138726617e-16,1.9187286226124133e-12,7.847949309096781e-28,9.340644672785905e-26,1.0280897571888028e-27,3.0641503044003954e-39,3.2636832312657784e-14,1.692698774780715e-14,1.0820886484271498e-21,1.5806322920769022e-23,2.0069824702052748e-21,7.187763411136897e-16,8.057612267648873e-15,2.455499476997078e-33,1.8630052554144912e-29,5.376982420057093e-36,2.7977253484215435e-40,7.395953467904532e-27,8.710453569600349e-20,1.5942778124354282e-38,3.032666640655813e-44,2.3517425640368234e-32,6.188709966738822e-18
