Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49)
9.57691046286227e-07,0.5670688464067705,3.76,0.0,0.5585718892038867,0.9999999196392395,1.3225084046637867e-10,2.634533544731358e-28,7.601088959024736e-20,8.093615250575526e-08,7.995396963941815e-08,1.3305332166158463e-10,1.5812108223256626e-10,5.094061380043908e-10,1.859818805168005e-10,1.2184572435925184e-10,7.89150462357823e-11,6.72484867684406e-13,5.547677363503643e-16,3.397851116698835e-16,2.487972759294518e-14,2.480826734402156e-16,1.6390591295964931e-15,2.783408663455319e-11,1.1044249426920414e-27,3.9048736658267273e-25,5.200446714414959e-26,2.9687203260252435e-37,1.8119228683602036e-17,2.970182712272456e-16,3.1009310002047134e-23,3.5228538929119303e-22
9.999999999999997e-07,0.56706884641109,3.76,0.0,0.558571885596754,0.9999999160778541,1.4774280430011365e-10,2.7762264757923997e-28,7.944766979242762e-20,8.452562317906358e-08,8.348586365229391e-08,1.3962815517750943e-10,1.680969827484973e-10,5.216219405242495e-10,2.0003103061419928e-10,1.3289408547737324e-10,8.318680471765236e-11,7.038301570895449e-13,6.205818476698714e-16,3.97934587913739e-16,2.833161229100526e-14,2.73507881560122e-16,1.8162843943917977e-15,3.0340967476837865e-11,1.2935001646379169e-27,4.679227971894989e-25,6.49671079208634e-26,3.933061610073995e-37,1.843298614447325e-17,3.0276037806155615e-16,3.290320624657418e-23,3.943513577061724e-22
1.016753607561355e-06,0.56706884641109,3.76,0.0,0.5585718841679254,0.9999999146674131,1.541394590199881e-10,2.8326156457304566e-28,8.08088962176497e-20,8.594732426128362e-08,8.488440242377672e-08,1.4223233108607868e-10,1.7205430529512485e-10,5.263165473085528e-10,2.0568508526636383e-10,1.3740198614850286e-10,8.486353115929681e-11,7.162508196452633e-13,6.478164265767418e-16,4.2279419215552135e-16,2.9782359305279646e-14,2.8392759606418367e-16,1.890162577508652e-15,3.136335494406564e-11,1.3743342315370002e-27,5.016227327986356e-25,7.077491360077777e-26,4.381050787552299e-37,1.8561421589291195e-17,3.0510527011377357e-16,3.3663310553716446e-23,4.117677063476134e-22
1.0758161688364833e-06,0.5670688464154167,3.76,0.0,0.5585718791286893,0.9999999096942344,1.7787811249326848e-10,3.0326020104151795e-28,8.560915392733182e-20,9.096082735014218e-08,8.981461847369259e-08,1.5141591088340303e-10,1.8602033577236003e-10,5.422554307269112e-10,2.2601285558350368e-10,1.5389579985509162e-10,9.070172053284649e-11,7.60076182954744e-13,7.491923563600789e-16,5.192213599891147e-16,3.529152706098633e-14,3.2225391189063236e-16,2.1680858779467194e-15,3.5101986462177315e-11,1.6878890934427458e-27,6.353709664235952e-25,9.470842637514282e-26,6.314297238088586e-37,1.903220603783064e-17,3.1370321535148148e-16,3.6390844526036843e-23,4.766400141698714e-22
1.1348787301116115e-06,0.5670688464197522,3.76,0.0,0.5585718740862238,0.9999999047197441,2.034686927571176e-10,3.2343347045773886e-28,9.041163798188569e-20,9.597661611139519e-08,9.474460050459041e-08,1.606039181885775e-10,1.9998302425089053e-10,5.572990793766613e-10,2.4692970575880573e-10,1.7132765372253234e-10,9.641774770236645e-11,8.039605043986286e-13,8.590140460153296e-16,6.302236603538043e-16,4.144290945365107e-14,3.6306418151498727e-16,2.4745372232973367e-15,3.904977418639742e-11,2.0488545174024274e-27,7.946326920440995e-25,1.2482106371174368e-25,8.909938571879107e-37,1.953111568422116e-17,3.228285155902776e-16,3.9196498919273456e-23,5.469876017413662e-22
1.1939412913867397e-06,0.5670688464240983,3.76,0.0,0.5585718690405765,0.9999998997439787,2.309086530101379e-10,3.4376752069451486e-28,9.521627758822788e-20,1.0099464219260305e-07,9.967433258552799e-08,1.6979622228697336e-10,2.1391146247202254e-10,5.715177982373175e-10,2.6840293654612316e-10,1.8969802726793316e-10,1.0200262693170858e-10,8.479032643207224e-13,9.773860621959308e-16,7.569734975776682e-16,4.8272227535706664e-14,4.063608359204278e-16,2.811221965437904e-15,4.3206510600552764e-11,2.4610455077588917e-27,9.824710252301625e-25,1.6225487799717983e-25,1.2335054964383297e-36,2.0057914664552763e-17,3.324898360112987e-16,4.20849655256216e-23,6.2288698834597765e-22
1.2530038526618678e-06,0.5670688464284563,3.76,0.0,0.5585718639917976,0.9999998947669734,2.6019166638630454e-10,3.642505877554867e-28,1.000230173995142e-19,1.0601485525364623e-07,1.0460380003301796e-07,1.7899270729788037e-10,2.2777944548253232e-10,5.849763753971585e-10,2.9040241659797197e-10,2.0900739063058725e-10,1.0744984257519405e-10,8.919040955764974e-13,1.1044007708200712e-15,9.006568369392754e-16,5.581524315333988e-14,4.5214620649362e-16,3.1798413685617095e-15,4.757198773127158e-11,2.9283212283228684e-27,1.2021078828131342e-24,2.082847036469429e-25,1.678470433116524e-36,2.0612338524021828e-17,3.426904271379524e-16,4.506098700009568e-23,7.04407026678402e-22
1.312066413936996e-06,0.5670688464328284,3.76,0.0,0.5585718589399383,0.9999998897887593,2.913082154518613e-10,3.8487232283650097e-28,1.0483182398087868e-19,1.1103720358151133e-07,1.0953298931324614e-07,1.881932731150656e-10,2.415649756382076e-10,5.97734514517658e-10,3.129003811835701e-10,2.292562043788241e-10,1.1275498853468547e-10,9.359626686767286e-13,1.2401398607187713e-15,1.0624716346631747e-15,6.410775730202297e-14,5.004225447915968e-16,3.582091829613342e-15,5.214599719997918e-11,3.454579889490784e-27,1.4569204291510822e-24,2.643247899050605e-25,2.2484289624680343e-36,2.1193909980575228e-17,3.534298124753811e-16,4.8129318542218233e-23,7.916098615017213e-22
1.3711289752121242e-06,0.5670688464372151,3.76,0.0,0.5585718538850505,0.9999998848093654,3.242461191843708e-10,4.056234616244109e-28,1.0964265083142863e-19,1.1606163463646137e-07,1.1446188795186841e-07,1.9739782489549285e-10,2.552498065135879e-10,6.09847233825248e-10,3.358712465074736e-10,2.5044491945046056e-10,1.1791545110373546e-10,9.80078545673591e-13,1.3846756753835221e-15,1.2436264596306891e-15,7.318560851983764e-14,5.511920419063626e-16,4.019664381885774e-15,5.69283302708484e-11,4.043754259822927e-27,1.7504376511699735e-24,3.3193528629773943e-25,2.9691916899966476e-36,2.1802162579789607e-17,3.647047943502033e-16,5.129469900366194e-23,8.845517674334765e-22
1.4301915364872524e-06,0.5670688464416183,3.76,0.0,0.5585718488271868,0.9999998798288189,3.589910025402207e-10,4.264960109920383e-28,1.1445543815072598e-19,1.2108809552412374e-07,1.1939048445081608e-07,2.0660626437927222e-10,2.688190246969937e-10,6.213652339228394e-10,3.5929143845456e-10,2.72573976987244e-10,1.229301305473705e-10,1.0242512323354737e-12,1.5380723763735894e-15,1.4453392836588825e-15,8.308467132602177e-14,6.044568427825026e-16,4.494244438038907e-15,6.19187778950136e-11,4.699807726645845e-27,2.086337129461538e-24,4.1282858855003393e-25,3.870074425132932e-36,2.243667919812857e-17,3.765103293564576e-16,5.456182997767773e-23,9.83283880802793e-22
1.4892540977623806e-06,0.5670688464460388,3.76,0.0,0.5585718437664,0.999999874847144,3.9552671290183515e-10,4.474832040490884e-28,1.192701340436909e-19,1.261165333919879e-07,1.2431876821164825e-07,2.1581849091767162e-10,2.822606675611735e-10,6.323352366041867e-10,3.831392348125458e-10,2.956438082003612e-10,1.2779919776990232e-10,1.068480282763928e-12,1.7003869561626456e-15,1.6688364229230643e-15,9.384085471037925e-14,6.60219052317593e-16,5.007511757997853e-15,6.711713075129189e-11,5.426730848773396e-27,2.4684420553167767e-24,5.088755532961222e-25,4.984132104220985e-36,2.3097001802240785e-17,3.888402339277481e-16,5.793536251283107e-23,1.0878528367928711e-21
1.5483166590375088e-06,0.5670688464504778,3.76,0.0,0.5585718387027415,0.9999998698643637,4.3383568781984173e-10,4.6857915892747985e-28,1.2408669376388627e-19,1.311468957630307e-07,1.292467294649622e-07,2.250344060634132e-10,2.955653750656626e-10,6.428002970010109e-10,4.0739461996403e-10,3.196548344200325e-10,1.3252388225081797e-10,1.1127652905698385e-12,1.8716701193934637e-15,1.915351612050175e-15,1.0549010068242449e-13,7.184807372590445e-16,5.561140578151842e-15,7.252317928366925e-11,6.22853834124894e-27,2.90071847199239e-24,6.22111591006813e-25,6.34839196604912e-36,2.3782663171564425e-17,4.016875845309353e-16,6.141988942867267e-23,1.198301323754174e-21
1.607379220312637e-06,0.5670688464549363,3.76,0.0,0.5585718336362632,0.9999998648804986,4.738992786373155e-10,4.897787390762655e-28,1.2890506794007658e-19,1.3617913082049804e-07,1.3417435920535104e-07,2.342539144442439e-10,3.087260734958433e-10,6.528000912581924e-10,4.320391509972137e-10,3.44607467254837e-10,1.371062873508425e-10,1.157105827694039e-12,2.0519670517718094e-15,2.1861251920827963e-15,1.1806838288814156e-13,7.792439287508863e-16,6.156799823151315e-15,7.813671373582506e-11,7.109266430987887e-27,3.3872727350925716e-24,7.547426469829885e-25,8.004086532487677e-36,2.449323026113285e-17,4.1504500567961824e-16,6.501994062911144e-23,1.3146685667597106e-21
1.6664417815877651e-06,0.5670688464594152,3.76,0.0,0.5585718285670155,0.9999998598955683,5.156980342924158e-10,5.110776121945724e-28,1.33725204332506e-19,1.412131876492413e-07,1.3910164913144635e-07,2.434769216311419e-10,3.2173768895644514e-10,6.623711816675302e-10,4.5705583428402294e-10,3.7050210873872566e-10,1.4154922960388445e-10,1.2015014432459943e-12,2.241318092503834e-15,2.482403396617839e-15,1.3161170529698934e-13,8.425106259911997e-16,6.7961533645953065e-15,8.395752418294242e-11,8.072970532146345e-27,3.932349230156921e-24,9.09151080615019e-25,9.996887041681316e-36,2.5228285052421492e-17,4.2890494980856986e-16,6.873998026807511e-23,1.4369907504604493e-21
1.7255043428628933e-06,0.5670688464639152,3.76,0.0,0.558571823495048,0.9999998549095904,5.592119490822374e-10,5.3247217284306635e-28,1.3854705496579749e-19,1.462490164345173e-07,1.4402859159065354e-07,2.527033332609879e-10,3.345968884835715e-10,6.715472610127776e-10,4.82429011717901e-10,3.973391514770241e-10,1.4585609927077737e-10,1.2459517041964524e-12,2.4397593223090682e-15,2.805437724180946e-15,1.461561009588979e-13,9.082827989896517e-16,7.480860325208885e-15,8.99854005610149e-11,9.123723202269544e-27,4.540328356207091e-24,1.0879014537199419e-24,1.237713795867445e-35,2.5987419166894913e-17,4.432598987966874e-16,7.25844058076795e-23,1.5653013888535022e-21
1.7845669041380215e-06,0.5670688464684375,3.76,0.0,0.5585718184204085,0.9999998499225814,6.044206778010398e-10,5.539593634866205e-28,1.4337057491337564e-19,1.5128656862187093e-07,1.489551795282279e-07,2.619330563645507e-10,3.473018467484146e-10,6.803593777525e-10,5.081442558873395e-10,4.251189788568608e-10,1.5003073980255487e-10,1.290456205859289e-12,2.6473230771636593e-15,3.156484386806412e-15,1.6173763083219248e-13,9.765623897887085e-16,8.212575422083488e-15,9.62201326938361e-11,1.0265612346603243e-26,5.2157247435598454e-24,1.293746238658108e-24,1.5200093198315376e-35,2.67702499026468e-17,4.58102483162861e-16,7.655754882385515e-23,1.6996316483271706e-21
1.8436294654131497e-06,0.5670688464729823,3.76,0.0,0.5585718133431443,0.999999844934556,6.513037214784071e-10,5.75536612441645e-28,1.4819571848878593e-19,1.563257970445774e-07,1.5388140644035521e-07,2.7116600071498894e-10,3.59852036415138e-10,6.888361435309047e-10,5.341882734917325e-10,4.5384196531620574e-10,1.5407734399938764e-10,1.335014550997129e-12,2.8640383973904168e-15,3.5368038253487644e-15,1.7839238268434865e-13,1.0473513132879258e-15,8.992949329156044e-15,1.0266151031785133e-10,1.1502739639754126e-26,5.963185690928281e-24,1.5296314560355518e-24,1.852615473230923e-35,2.7576420866867616e-17,4.734255723952895e-16,8.066367693655806e-23,1.840010630007456e-21
1.9026920266882779e-06,0.5670688464775505,3.76,0.0,0.5585718082633006,0.9999998399455283,6.998405867697048e-10,5.972018395257501e-28,1.5302244044201052e-19,1.613666560239865e-07,1.5880726633091509e-07,2.8040207887218157e-10,3.722480402762136e-10,6.970039243914033e-10,5.605488163388565e-10,4.835084766212026e-10,1.5800036480779602e-10,1.379626341657291e-12,3.0899314208925636e-15,3.947660282798841e-15,1.9615647006566555e-13,1.120651458584694e-15,9.823629041827809e-15,1.0930932310504329e-10,1.283921913624169e-26,6.787489829817458e-24,1.7987022512416237e-24,2.2421114288168565e-35,2.840559685923457e-17,4.89222347794122e-16,8.490699631983054e-23,1.9864656169608583e-21
1.961754587963406e-06,0.5670688464821427,3.76,0.0,0.5585718031809207,0.9999998349555109,7.500109218027957e-10,6.1895338912491435e-28,1.5785069826100346e-19,1.6640910144558013e-07,1.637327536716339e-07,2.8964120571764503e-10,3.844913833582923e-10,7.048870169834748e-10,5.872145993191303e-10,5.14118870138595e-10,1.6180443895273775e-10,1.424291192082475e-12,3.3250257279167567e-15,4.390321428200909e-15,2.150660313536159e-13,1.196464690591641e-15,1.070625823754259e-14,1.1616336068400874e-10,1.4279176045809367e-26,7.693546007657504e-24,2.1043084190420352e-24,2.6956398856117525e-35,2.9257466712836015e-17,5.054863516551319e-16,8.929165460489653e-23,2.139022290924966e-21
2.0208171492385343e-06,0.5670688464867595,3.76,0.0,0.5585717980960472,0.9999998299645156,8.017946310095656e-10,6.407899383820617e-28,1.6268045143364326e-19,1.7145309081288336e-07,1.6865786336536245e-07,2.9888329851410116e-10,3.9658438329044203e-10,7.125078109577273e-10,6.141752248121601e-10,5.456734951248401e-10,1.6549432185865222e-10,1.4690087370944447e-12,3.569342643427323e-15,4.866058025047932e-15,2.3515722886526884e-13,1.2747928513685753e-15,1.1642477631380756e-14,1.2322341265936724e-10,1.5826745653581462e-26,8.686392362803632e-24,2.45000988506986e-24,3.220932065982604e-35,3.0131745194619026e-17,5.222115192760244e-16,9.382174415869833e-23,2.2977049223865093e-21
2.0798797105136625e-06,0.5670688464914017,3.76,0.0,0.5585717930087207,0.9999998249725534,8.551719712356683e-10,6.627104655495446e-28,1.675116602493691e-19,1.7649858328215964e-07,1.7358259071223593e-07,3.0812827738743316e-10,4.0853001733972084e-10,7.198869386285255e-10,6.414211130273788e-10,5.781726930376676e-10,1.6907483249717845e-10,1.51377862647077e-12,3.822901502376732e-15,5.376143638848274e-15,2.5646624803602187e-13,1.3556377611293239e-15,1.2633925324031544e-14,1.3048926862963078e-10,1.7486072367796005e-26,9.771195573750183e-24,2.839582152133015e-24,3.826333215128309e-35,3.1028170944346183e-17,5.393921981820843e-16,9.850130565847194e-23,2.4625365373165918e-21
2.1389422717887906e-06,0.5670688464960693,3.76,0.0,0.5585717879189797,0.9999998199796337,9.101236312320667e-10,6.847142363745092e-28,1.723442863765323e-19,1.815455396810903e-07,1.7850693137849219e-07,3.173760656030248e-10,4.2033180462531537e-10,7.270434128871121e-10,6.689434378145097e-10,6.116167978525284e-10,1.7255080692809037e-10,1.5586005194425656e-12,4.085719882630883e-15,5.9218543790802605e-15,2.790292966629018e-13,1.4390012192430516e-15,1.3682237137342007e-14,1.3796071820365507e-10,1.9261308879517035e-26,1.0953250275040072e-23,3.2770217184310905e-24,4.5208286544814433e-35,3.194650565301325e-17,5.570231555897317e-16,1.0333433180186947e-22,2.633539063560912e-21
2.198004833063919e-06,0.5670688465007627,3.76,0.0,0.5585717828268615,0.9999998149857658,9.666307964554006e-10,7.068007577455331e-28,1.7717829355370428e-19,1.8659392251390722e-07,1.8343088136773609e-07,3.266265894846902e-10,4.319937021178949e-10,7.339947542847576e-10,6.967340675118467e-10,6.460061363727602e-10,1.7592705942439434e-10,1.6034740875941237e-12,4.357813809740386e-15,6.504468671281983e-15,3.028826042097308e-13,1.5248850053728253e-15,1.4789046933815593e-14,1.4563755101578412e-10,2.115661542047142e-26,1.2237978625425441e-23,3.766551474277695e-24,5.314070440172308e-35,3.288653419609962e-17,5.750995787712996e-16,1.0832477102194447e-22,2.810733459533856e-21
2.316129955614175e-06,0.5670688465102298,3.76,0.0,0.5585717726356341,0.9999998049952193,1.0842391387187686e-09,7.512210260261083e-28,1.868503136299239e-19,1.966948258053501e-07,1.9327759486498372e-07,3.451355642952567e-10,4.5491533595998774e-10,7.473453288535473e-10,7.530908756523836e-10,7.176217877325883e-10,1.8239937358839932e-10,1.6933750153773748e-12,4.929885649846952e-15,7.785532068304664e-15,3.5460501863226443e-13,1.7042205884953174e-15,1.7184687890028023e-14,1.616065250988592e-10,2.5324113554489975e-26,1.5137781188729016e-23,4.919937331662731e-24,7.238900583582358e-35,3.4830921952099176e-17,6.125716382073032e-16,1.1879348292960034e-22,3.1837774785232315e-21
2.422442565909406e-06,0.5670688465188432,3.76,0.0,0.5585717634557382,0.9999997960005625,1.195229491388779e-09,7.9148101241555335e-28,1.955595235113351e-19,2.057901748964986e-07,2.0213826682130172e-07,3.6180231926177587e-10,4.75112049564452e-10,7.588084453006464e-10,8.046604132560527e-10,7.853117158039268e-10,1.8793023770482462e-10,1.7744595994300718e-12,5.476607580424318e-15,9.077565228211279e-15,4.059317534335067e-13,1.874259623529838e-15,1.9557188973216985e-14,1.7667890305049777e-10,2.952736962045622e-26,1.815574540240871e-23,6.183322451424044e-24,9.420420796727294e-35,3.6653342025743896e-17,6.477800791559698e-16,1.2879250920652419e-22,3.540887415950955e-21
2.5241265364931902e-06,0.5670688465271657,3.76,0.0,0.5585717546687791,0.9999997873947454,1.3058558100650526e-09,8.302389998351611e-28,2.0389327898681674e-19,2.1449338155977537e-07,2.1061193245500238e-07,3.7775078969910485e-10,4.940732507659672e-10,7.693516124598193e-10,8.547048579418973e-10,8.52924468373847e-10,1.9298410357674787e-10,1.852166448915559e-12,6.027826826719591e-15,1.0443799736039713e-14,4.594603821268405e-13,2.0445608351449513e-15,2.2027321334089868e-14,1.9171463194550013e-10,3.3972081980825546e-26,2.1437411795832147e-23,7.62082786011274e-24,1.1976929658615657e-34,3.845994195976195e-17,6.827533801084512e-16,1.388890110908261e-22,3.901492135561024e-21
2.6258105070769746e-06,0.5670688465355721,3.76,0.0,0.5585717458753738,0.9999997787862488,1.4207732526338736e-09,8.6924418355245e-28,2.1223053903608214e-19,2.2320021014282549e-07,2.1908438255880824e-07,3.9370616211580717e-10,5.127121461045473e-10,7.795383194659701e-10,9.0542791685229e-10,9.233447649049102e-10,1.9782857672603e-10,1.9300211721665334e-12,6.606767329514582e-15,1.1944262498435485e-14,5.175151488016993e-13,2.2223655133076246e-15,2.4702340635649372e-14,2.0735505797635184e-10,3.885353596940784e-26,2.513751616463553e-23,9.312055849396641e-24,1.5067443631424214e-34,4.032814879395461e-17,7.189827638371679e-16,1.4952592040490612e-22,4.2808040848106385e-21
2.727494477660759e-06,0.5670688465440635,3.76,0.0,0.5585717370756493,0.9999997701750962,1.5399111449887106e-09,9.084990801080086e-28,2.2057117921747723e-19,2.3191053222576243e-07,2.27555606324474e-07,4.096681781762921e-10,5.310541749356041e-10,7.89415570550129e-10,9.568078261914512e-10,9.965740389597443e-10,2.024835398989643e-10,2.008022642498241e-12,7.213473279508552e-15,1.3585542437045025e-14,5.802817088224934e-13,2.407682124147555e-15,2.759055271809975e-14,2.235991107767177e-10,4.41931732403149e-26,2.92888439231019e-23,1.128862829001474e-23,1.8773253585084719e-34,4.225759925400405e-17,7.564583955398371e-16,1.607222254388163e-22,4.678906837766515e-21
2.829178448244543e-06,0.5670688465526413,3.76,0.0,0.5585717282697205,0.9999997615613089,1.663204559696765e-09,9.480066420298652e-28,2.289150863147426e-19,2.406242313170019e-07,2.360255943387882e-07,4.256366024673541e-10,5.491241870429182e-10,7.990241982583811e-10,1.0088256939487499e-09,1.0726136846546718e-09,2.0696748149554485e-10,2.086169840198634e-12,7.847984433514925e-15,1.5374238428580395e-14,6.47945872495475e-13,2.600519034567716e-15,3.0700264961827873e-14,2.4044572102585083e-10,5.0012467854164566e-26,3.392530551279619e-23,1.3584592726853422e-23,2.318397611540665e-34,4.424804357763371e-17,7.951729052623405e-16,1.7249678419587633e-22,5.0958812357208335e-21
2.9308624188283275e-06,0.5670688465613063,3.76,0.0,0.5585717194576911,0.9999997529449048,1.790594155883574e-09,9.877701108929957e-28,2.3726215756876215e-19,2.493412020718911e-07,2.444943383982607e-07,4.4161122131317336e-10,5.669461161007405e-10,8.083996831730514e-10,1.061465118422596e-09,1.1514650603826592e-09,2.1129748040038116e-10,2.1644618417197424e-12,8.51033697329819e-15,1.731695832951823e-14,7.206936016054759e-13,2.8008845227258022e-15,3.4039788464578596e-14,2.57893820544562e-10,5.633292310219139e-26,3.9081941108278045e-23,1.623650440694146e-23,2.839807744677334e-34,4.62993299743281e-17,8.351210888766555e-16,1.8486835953970543e-22,5.5318059270304495e-21
3.032546389412112e-06,0.5670688465700593,3.76,0.0,0.5585717106396548,0.9999997443258992,1.922025936334215e-09,1.0277928916091365e-27,2.456123005198234e-19,2.580613494806052e-07,2.5296183135146254e-07,4.575918415052377e-10,5.845427682059103e-10,8.175728513341307e-10,1.1147118636680871e-09,1.233129492280425e-09,2.1548923371116053e-10,2.2428978125219054e-12,9.200564167081362e-15,1.9420318225271396e-14,7.987110067574698e-13,3.0087867874928737e-15,3.7617439841935406e-14,2.759423423764256e-10,6.317606906131163e-26,4.4794926012049116e-23,1.9283508642117338e-23,3.4523421176363045e-34,4.841139057771588e-17,8.762996100469625e-16,1.9785564990524544e-22,5.986757782948799e-21
3.134230359995896e-06,0.5670688465789012,3.76,0.0,0.5585717018156955,0.9999997357043059,2.057450962939025e-09,1.0680784620887979e-27,2.53965432106961e-19,2.6678458806464294e-07,2.6142806696249095e-07,4.735782887850676e-10,6.019356869064676e-10,8.265704782227365e-10,1.1685535784325067e-09,1.3176082774310946e-09,2.1955710699565054e-10,2.3214770029857737e-12,9.918696906051877e-15,2.169094182567697e-14,8.821843453433198e-13,3.2242339571229024e-15,4.144154270966432e-14,2.945902208577081e-10,7.056346062562846e-26,5.1101576260670466e-23,2.2767423567990382e-23,4.167783401843625e-34,5.058422794691511e-17,9.187067310118864e-16,2.1147731560796348e-22,6.4608122349767896e-21
3.2359143305796805e-06,0.5670688465878326,3.76,0.0,0.558571692985888,0.9999997270801357,2.1968250577918646e-09,1.1086303043763637e-27,2.6232147763586757e-19,2.7551084110574274e-07,2.698930397907987e-07,4.895704062857994e-10,6.191450674518464e-10,8.354158203741293e-10,1.2229795487737466e-09,1.4049026868117049e-09,2.235141940546855e-10,2.4001987421488874e-12,1.0664764161935077e-14,2.413545995620762e-14,9.713000199966098e-13,3.4472340971707486e-15,4.5520428898918585e-14,3.1383639167856e-10,7.851667584963223e-26,5.804035398656946e-23,2.673282332187769e-23,4.998968910376894e-34,5.281790304459453e-17,9.623420740355755e-16,2.257520011884739e-22,6.954043562666441e-21
3.3375983011634648e-06,0.5670688465968543,3.76,0.0,0.5585716841503002,0.9999997184533987,2.3401084952488847e-09,1.149451848511136e-27,2.706803702027966e-19,2.8424003990911055e-07,2.783567450859384e-07,5.055680531347967e-10,6.361897127714013e-10,8.441290810137556e-10,1.277980481385514e-09,1.4950139679987187e-09,2.2737238444614771e-10,2.4790624298156807e-12,1.1438793370792326e-14,2.6760510137586755e-14,1.0662445774738485e-12,3.677795217609407e-15,4.9862439435805006e-14,3.3367979193624683e-10,8.705731457926258e-26,6.56508725520525e-23,3.1227121614101404e-23,5.9598512273104755e-34,5.5112524852309614e-17,1.0072064029382307e-15,2.4069835432133276e-22,7.466525135088094e-21
3.439282271747249e-06,0.5670688466059665,3.76,0.0,0.5585716753089917,0.9999997098241036,2.487265685198823e-09,1.1905464311689294e-27,2.790420501292593e-19,2.929721230985649e-07,2.868191786965937e-07,5.215711031761482e-10,6.530870287088529e-10,8.527278125068112e-10,1.333548316329219e-09,1.5879433476419329e-09,2.3114243928198516e-10,2.558067530313762e-12,1.2240810740879985e-14,2.95727362545025e-14,1.1672047079214196e-12,3.9159252791882114e-15,5.447592530845673e-14,3.541193601807523e-10,9.620699737309694e-26,7.397390159104797e-23,3.630065566198487e-23,7.065561013483075e-34,5.746824102741892e-17,1.0533014218180423e-15,2.5633504162684634e-22,7.998329604595469e-21
3.5409662423310334e-06,0.5670688466151699,3.76,0.0,0.5585716664620153,0.9999997011922573,2.6382648545778854e-09,1.2319172676303213e-27,2.8740646421498775e-19,3.0170703594820326e-07,2.952803369921943e-07,5.375794436986293e-10,6.698530501354675e-10,8.612272631393341e-10,1.3896760656731582e-09,1.6836920337173296e-09,2.3483407201527687e-10,2.6372135676518047e-12,1.3070841497419953e-14,3.257878829858595e-14,1.27436724446981e-12,4.161632199147614e-15,5.936924804693127e-14,3.7515403645366397e-10,1.0598736466536164e-25,8.305137180373238e-23,4.200677047284447e-23,8.332471373459383e-34,5.988522955639402e-17,1.1006295953929123e-15,2.7268076160208043e-22,8.549529060963179e-21
3.6426502129148177e-06,0.5670688466244649,3.76,0.0,0.5585716576094187,0.9999996925578662,2.793077737246216e-09,1.2735674327597604e-27,2.957735650939922e-19,3.104447297578539e-07,3.037402167948428e-07,5.535929741785848e-10,6.865024865813161e-10,8.69640678289487e-10,1.446357673357684e-09,1.7822612175715512e-09,2.3845602926799905e-10,2.7165001201800033e-12,1.3928910083814481e-14,3.578532216384412e-14,1.3879191630869334e-12,4.414923856375204e-15,6.4550780144888e-14,3.9678276232155646e-10,1.1642007609974698e-25,9.292637926526255e-23,4.8401903461090015e-23,9.77826378753465e-34,6.236369161742289e-17,1.1491939933657773e-15,2.897542549540007e-22,9.12019515816297e-21
3.744334183498602e-06,0.567068846633852,3.76,0.0,0.5585716487512438,0.9999996839209351,2.951679278059935e-09,1.3154998477923409e-27,3.041433107327319e-19,3.1918516127497073e-07,3.1219881531985266e-07,5.696116051209042e-10,7.030487796643771e-10,8.779795635083953e-10,1.5035878927862564e-09,1.8836520757719064e-09,2.4201616896147356e-10,2.7959268149534593e-12,1.4815040330859302e-14,3.9198999481065666e-14,1.5080475826339542e-12,4.67580809603596e-15,7.002890535144615e-14,4.190044809047768e-10,1.2752680999012403e-25,1.0364318927583241e-22,5.554566936895817e-23,1.1421996070998567e-33,6.490384558888352e-17,1.1989981565324983e-15,3.075743127092203e-22,9.710399221029712e-21
3.846018154082386e-06,0.5670688466433316,3.76,0.0,0.5585716398875269,0.9999996752814692,3.1140473520362246e-09,1.357717271876956e-27,3.1251566391576946e-19,3.279282921608721e-07,3.2065613012394914e-07,5.856352570207737e-10,7.195041691333742e-10,8.862539137007395e-10,1.561362180191725e-09,1.9878657717765445e-09,2.4552153546684917e-10,2.8754933229723527e-12,1.5729255596725645e-14,4.282648748704639e-14,1.6349397650842691e-12,4.944292733708018e-15,7.581201885669032e-14,4.418181369021432e-10,1.3932926289464176e-25,1.1524723994428441e-22,6.350094545740369e-23,1.3284172360850856e-33,6.750592198365688e-17,1.2500459812785008e-15,3.261597824549544e-22,1.0320212333555462e-20
3.94770212466617e-06,0.5670688466529037,3.76,0.0,0.558571631018301,0.9999996666394715,3.2801624985413976e-09,1.400222298967944e-27,3.2089059173412083e-19,3.366740884986611e-07,3.2911215906038287e-07,6.016638594035849e-10,7.358797655100664e-10,8.944724117232694e-10,1.619676602233676e-09,2.0949034574395683e-09,2.489784318282094e-10,2.955199355183988e-12,1.6671578879682335e-14,4.6674458925609025e-14,1.768783115875682e-12,5.220385559077727e-15,8.190852738846095e-14,4.6522267661195214e-10,1.5184914929335498e-25,1.2778514554918373e-22,7.233395694506089e-23,1.5386814711619554e-33,7.017015914227215e-17,1.3023416205484245e-15,3.4552957297927164e-22,1.0949705410050132e-20
