Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49)
4.0249098699185156e-08,0.5670688463373851,3.76,0.0,0.5585719669996281,0.9999999966388945,1.5139259082479e-14,3.128738433930522e-30,1.935202646803221e-21,3.394706436798645e-09,3.3594206966384474e-09,1.1137070922151416e-12,4.990778954870544e-13,3.527049062452203e-11,4.612214307201627e-13,2.0535395238793168e-13,3.1311511356706666e-13,1.0804477772468611e-14,6.52872066485095e-20,2.602935560649466e-21,1.843692022944431e-18,5.335070027935914e-20,3.0338947266582945e-18,4.940021788932623e-14,8.270413904760144e-33,3.981282367424194e-30,2.5639439922733614e-32,4.3330660535543455e-46,1.2570687767477264e-17,4.4681980556318374e-17,1.1940612378425395e-25,3.473367804662084e-26
4.746805039837031e-08,0.5670688463380286,3.76,0.0,0.5585719663904095,0.9999999960357159,2.47375136396741e-14,4.310754542389694e-30,2.464798554275584e-21,4.003439884611991e-09,3.96197675006618e-09,1.5143162530123436e-12,6.908807570842829e-13,4.140777690119918e-11,6.395165263478815e-13,2.863356881571008e-13,4.3247114256289255e-13,1.429615092050982e-14,1.0642590370324951e-19,4.591258014775267e-21,3.0234019650050485e-18,8.647303148156025e-20,4.3789288339782856e-18,6.870430918938579e-14,1.4635316625091372e-32,7.126476329405569e-30,5.433546824908095e-32,1.1673680061597501e-45,1.2722997995988687e-17,5.320880241046615e-17,1.721320323115865e-25,5.810701585619238e-26
5.4687002097555464e-08,0.5670688463386653,3.76,0.0,0.5585719657811544,0.9999999954324448,3.768841967420835e-14,5.593283490876782e-30,3.0111634240538566e-21,4.612145451955443e-09,4.564538842894767e-09,1.9654048188205873e-12,9.126811333032947e-13,4.748927318881734e-11,8.462168457729123e-13,3.809305422607033e-13,5.700276187703286e-13,1.8076606706038464e-14,1.6185181791865365e-19,7.526257545547804e-21,4.622505666869535e-18,1.3068869436857922e-19,5.958002113553179e-18,9.118460144493068e-14,2.4048630339002308e-32,1.1668957082238742e-29,1.028444125123331e-31,2.781387557646688e-45,1.286493969978699e-17,6.138075954028559e-17,2.3389385148274064e-25,9.009713421166314e-26
6.190595379674062e-08,0.5670688463392964,3.76,0.0,0.5585719651718624,0.9999999948290853,5.4474197998801495e-14,6.949956086352669e-30,3.5689194407653636e-21,5.220827149726448e-09,5.167106849897984e-09,2.46340586202607e-12,1.164045769715661e-12,5.3515580767236276e-11,1.081064633070455e-12,4.891858209182286e-13,7.253944155047463e-13,2.2098191797173132e-14,2.3359866802546302e-19,1.1668637103906521e-20,6.704670266087631e-18,1.873846623528101e-19,7.762544916563063e-18,1.1684076110891177e-13,3.7354071165460835e-32,1.7887216991461966e-29,1.7907017802561512e-31,6.019437517120635e-45,1.298471026769907e-17,6.922395540854869e-17,3.0430082078810836e-25,1.3200339753853833e-25
6.912490549592576e-08,0.5670688463399218,3.76,0.0,0.5585719645625331,0.9999999942256408,7.557034190155477e-14,8.36237408797258e-30,4.134508657655967e-21,5.829488726718847e-09,5.769680647107885e-09,3.0050057498723427e-12,1.4445453322513573e-12,5.948728729985077e-11,1.3438047475097226e-12,6.111408909535343e-13,8.981877580052749e-13,2.6321270372545293e-14,3.2366666890723395e-19,1.7312443156290632e-20,9.333601363754096e-18,2.5787689447872855e-19,9.78481010408938e-18,1.456724534609709e-13,5.55038526573677e-32,2.606499634548065e-29,2.923863462217461e-31,1.205708011727147e-44,1.3084505588280869e-17,7.675149623998998e-17,3.8299119758854282e-25,1.851040304037989e-25
8.356280889429607e-08,0.5670688463411577,3.76,0.0,0.5585719633437605,0.9999999930185102,1.3256381811348472e-13,1.1304149617199469e-29,5.2792743557376406e-21,7.046765414980526e-09,6.97484512222169e-09,4.206804842641467e-12,2.0912508973228466e-12,7.126919333986877e-11,1.951953722369314e-12,8.962800713593118e-13,1.294548531801785e-12,3.5241494957742557e-14,5.666115893595776e-19,3.44329746612179e-20,1.648661795584926e-17,4.452024610872728e-19,1.445401444944993e-17,2.1286109331065346e-13,1.1064168542607166e-31,4.946405790726565e-29,6.7478303581916635e-31,4.0395622434311195e-44,1.324613396854741e-17,9.089752412682648e-17,5.638588762526435e-25,3.299034782123595e-25
9.800071229266638e-08,0.5670688463423754,3.76,0.0,0.5585719621248335,0.9999999918110778,2.123383192597332e-13,1.4360769413191218e-29,6.434639494727705e-21,8.264000946539763e-09,8.180031301502116e-09,5.548679620435186e-12,2.8494433194379927e-12,8.283946727679448e-11,2.6686744873690566e-12,1.2365501282030252e-12,1.7561641331553748e-12,4.463445503543701e-14,9.06034582809716e-19,6.188339020020418e-20,2.6591373540744954e-17,7.018919171725047e-19,1.9913563935104417e-17,2.92747826717529e-13,1.9917388618997696e-31,8.427217063690211e-29,1.3549110963140411e-30,1.1181267794290046e-43,1.3400412143220825e-17,1.0388247658176012e-16,7.739327842128014e-25,5.34310000261601e-25
9.999999999999998e-08,0.5670688463435768,3.76,0.0,0.5585719619560303,0.999999991643856,2.2538201856595373e-13,1.4791498326539847e-29,6.59518331041688e-21,8.43255558996003e-09,8.346921034490291e-09,5.7444377688022e-12,2.9630364348256013e-12,8.442522262891512e-11,2.776370647089699e-12,1.288023020409796e-12,1.8250690506341235e-12,4.596408902559217e-14,9.614796927901916e-19,6.669062551991751e-20,2.825194918187921e-17,7.433782288375476e-19,2.072922408932348e-17,3.048109136528214e-13,2.146878209561798e-31,9.013532438576464e-29,1.4796284324630095e-30,1.2727989737216402e-43,1.3422229204333547e-17,1.0559379615625605e-16,8.05189610227285e-25,5.678502371323943e-25
1.1243861569103669e-07,0.5670688463435768,3.76,0.0,0.5585719609057487,0.9999999906033642,3.184506343224896e-13,1.751081589819816e-29,7.596920236768861e-21,9.481217362576417e-09,9.385238238922316e-09,7.011751173704532e-12,3.71583593534276e-12,9.420242435654743e-11,3.492020608413218e-12,1.6320852735392698e-12,2.280191410661899e-12,5.4366192454473304e-14,1.356745499379146e-18,1.0319126798703505e-19,4.015775434249059e-17,1.0361587609376478e-18,2.611757818933329e-17,3.853299483425031e-13,3.3254492234126775e-31,1.3309322667991902e-28,2.4643511592132324e-30,2.6944089365716424e-43,1.355476958365847e-17,1.157985370325551e-16,1.0108446457165695e-24,8.077994705993351e-25
1.2687651908940698e-07,0.5670688463447641,3.76,0.0,0.5585719596865032,0.9999999893953884,4.543517835391886e-13,2.0734028054381851e-29,8.762434045072227e-21,1.069843406354543e-08,1.0590465007632889e-08,8.57964624349858e-12,4.687206771933123e-12,1.0536225962152551e-10,4.420085246677396e-12,2.082985273237547e-12,2.863881586629736e-12,6.433801916968947e-14,1.9330609222737626e-18,1.6237233407142366e-19,5.769560935605978e-17,1.455369401334743e-18,3.302563614085557e-17,4.906047447844781e-13,5.237879762676332e-31,1.9877974357197296e-28,4.162828973750078e-30,5.851803034766375e-43,1.3691292986195735e-17,1.267521767268906e-16,1.2724026119772321e-24,1.1595377507713767e-24
1.4131442248777728e-07,0.5670688463459387,3.76,0.0,0.5585719584670941,0.9999999881871667,6.233933387514911e-13,2.4008927281787296e-29,9.927584780415684e-21,1.1915668320309649e-08,1.1795710698667585e-08,1.023799498580108e-11,5.760395444942601e-12,1.1632306833389517e-10,5.450998445440459e-12,2.5893299277979144e-12,3.5045732947019976e-12,7.447188795337253e-14,2.6488424470532374e-18,2.4389335983656813e-19,7.971478550582986e-17,1.966173435354128e-18,4.0602929753469065e-17,6.085694950471733e-13,7.874068840771126e-31,2.844392202675858e-28,6.640257133063212e-30,1.170345544481289e-42,1.3809985708192011e-17,1.3682711364316955e-16,1.5566036535083938e-24,1.5984041161052278e-24
1.5575232588614757e-07,0.5670688463471022,3.76,0.0,0.5585719572475185,0.9999999869787137,8.28828167415665e-13,2.732808295134128e-29,1.1091637696051328e-20,1.313293540236277e-08,1.3000974420782422e-08,1.1974304135726267e-11,6.9323030924483794e-12,1.270888442478832e-10,6.582926802875007e-12,3.1511766023259115e-12,4.199691429822117e-12,8.471282260697659e-14,3.517504603014719e-18,3.5266663340040315e-19,1.0672524112818315e-16,2.5745471883468484e-18,4.8819918168181636e-17,7.392214691225196e-13,1.1393528452375258e-30,3.934833532773744e-28,1.0119866608442448e-29,2.187816392632861e-42,1.3923694108762585e-17,1.4608908711208898e-16,1.8616214972743317e-24,2.1329964281793126e-24
1.7019022928451786e-07,0.5670688463482555,3.76,0.0,0.5585719560277739,0.999999985770042,1.073808173087074e-12,3.0699221734317077e-29,1.225628066349097e-20,1.4350248601605464e-08,1.420625530084689e-08,1.3777930746220385e-11,8.199894116564843e-12,1.376634764618731e-10,7.814074280096635e-12,3.768558806508245e-12,4.94674872980372e-12,9.503033089297904e-14,4.552007920191764e-18,4.940594814681032e-19,1.3923710718143494e-16,3.2858028438141327e-18,5.76517756241232e-17,8.825579270607061e-13,1.5970666378043956e-30,5.297278781660692e-28,1.4862305210510172e-29,3.866729181807931e-42,1.4034809530778634e-17,1.546064157583709e-16,2.185784938630161e-24,2.7716264017166567e-24
1.865964963053868e-07,0.5670688463495556,3.76,0.0,0.5585719546415293,0.9999999843963376,1.4040550172013098e-12,3.459455039734577e-29,1.3580755729703407e-20,1.5733592513738902e-08,1.557587555914519e-08,1.5897661315264612e-11,9.75267099679366e-12,1.4945258860425857e-10,9.33126852259118e-12,4.537547805962053e-12,5.855654298350126e-12,1.0682338314614544e-13,5.944712171574514e-18,7.017146729284756e-19,1.8350648262619459e-16,4.224872227898804e-18,6.840815821026759e-17,1.0608287323719698e-12,2.2695720750911914e-30,7.229889431295866e-28,2.217196003364982e-29,6.985388364000389e-42,1.415098228086808e-17,1.6346869970917236e-16,2.5754471864506274e-24,3.6337858402067214e-24
2.0300276332625575e-07,0.5670688463508452,3.76,0.0,0.5585719532550597,0.9999999830223795,1.7936309680626453e-12,3.855393516980258e-29,1.4905800839164628e-20,1.7117025871204864e-08,1.69455156405003e-08,1.8081192083893673e-11,1.1420898909909022e-11,1.6100523751463138e-10,1.0971782623496258e-11,5.378302978815521e-12,6.825130909096213e-12,1.1867008671289626e-13,7.585430865515574e-18,9.681825524154893e-19,2.362872910480588e-16,5.308998853510384e-18,7.990833904067312e-17,1.2554708184214033e-12,3.132887137772607e-30,9.637844222485562e-28,3.2023132249787994e-29,1.1998640464261124e-41,1.425617008101082e-17,1.7154533302258675e-16,2.9858318480112748e-24,4.65202921048426e-24
2.194090303471247e-07,0.567068846352126,3.76,0.0,0.5585719518683617,0.99999998164818,2.2467107739674107e-12,4.257143310283625e-29,1.6230802442622378e-20,1.8500561709699337e-08,1.8315174343924776e-08,2.0318815384093622e-11,1.3200413479809048e-11,1.723267471866903e-10,1.27331463469211e-11,6.290847574512861e-12,7.851910205922012e-12,1.3055376194155495e-13,9.491226768874808e-18,1.303298394344893e-18,2.983285910234788e-16,6.5435846142329e-18,9.21344777459862e-17,1.466480126828347e-12,4.218976334474366e-30,1.2597553263932086e-27,4.5016900079387035e-29,1.9751702210507454e-41,1.4354555346255556e-17,1.789108855541565e-16,3.41510992650601e-24,5.83732232526332e-24
2.3581529736799364e-07,0.5670688463533987,3.76,0.0,0.558571950481432,0.9999999802737509,2.7673183597751643e-12,4.664422785509271e-29,1.7555660345287876e-20,1.9884211439125566e-08,1.9684850495290928e-08,2.260226502692911e-11,1.5087150092938478e-11,1.8342231839832472e-10,1.461294476053069e-11,7.275200931905968e-12,8.932848740317735e-12,1.4246219931229794e-13,1.167852922709443e-17,1.7175345897526108e-18,3.703796966137212e-16,7.933393242208617e-18,1.0507395316977471e-16,1.693852586152229e-12,5.5618792103122605e-30,1.6193617115583135e-27,6.184902481483361e-29,3.1366214353541024e-41,1.444829164142252e-17,1.8563455309876691e-16,3.8616285530198426e-24,7.200232257441453e-24
2.522215643888626e-07,0.5670688463546645,3.76,0.0,0.558571949094268,0.9999999788991013,3.3593297744823556e-12,5.07717740752283e-29,1.8880566458937883e-20,2.1267985030825115e-08,2.105454294685046e-08,2.492453398372608e-11,1.7077143136767638e-11,1.942970307084057e-10,1.6608817246904282e-11,8.331378298634878e-12,1.006492441693456e-11,1.543877819482417e-13,1.4163154969557002e-17,2.2219809432923184e-18,4.531901994957254e-16,9.482618131145883e-18,1.1871891335229457e-16,1.937584112009394e-12,7.197646708237079e-30,2.0519367889754194e-27,8.332009622943129e-29,4.830059988283161e-41,1.4537109183705394e-17,1.9178108926529265e-16,4.3238961783458666e-24,8.75094043015634e-24
2.686278314097315e-07,0.5670688463559239,3.76,0.0,0.5585719477068664,0.9999999775242402,4.02647658727439e-12,5.495337917504493e-29,2.020565289752649e-20,2.2651891195443633e-08,2.2424250576670833e-08,2.7279701905166733e-11,1.916652487903725e-11,2.0495584628662811e-10,1.8718456339210214e-11,9.459392110825502e-12,1.1245232619713888e-11,1.663261505249256e-13,1.6960330130815083e-17,2.8283232330410706e-18,5.475099745605098e-16,1.1194944949960276e-17,1.3306590940423805e-16,2.1976706074331833e-12,9.164270419739172e-30,2.567717854238026e-27,1.1034569378236912e-28,7.241690103237571e-41,1.462095813573352e-17,1.9740904153328724e-16,4.8005709662976844e-24,1.0499256491334899e-23
3.014403654514694e-07,0.5670688463584261,3.76,0.0,0.558571944931341,0.9999999747739118,5.6004021735481485e-12,6.347432457422504e-29,2.2856637883202123e-20,2.54201307601649e-08,2.5163707008824312e-08,3.206954278999738e-11,2.3628464851923684e-11,2.2564507343488277e-10,2.3270062752476847e-11,1.1930972885216296e-11,1.3739491510977795e-11,1.902316608246498e-13,2.3550415086160163e-17,4.396285613441885e-18,7.736782784876892e-16,1.5121453820356775e-17,1.638718418398783e-16,2.7668920584872702e-12,1.425132399646135e-29,3.8945106655925335e-27,1.8536061802458496e-28,1.5214484845415282e-40,1.4775802405163078e-17,2.073145452633634e-16,5.792444882604162e-24,1.4626176972274682e-23
3.342528994932073e-07,0.5670688463609097,3.76,0.0,0.5585719421548366,0.9999999720228174,7.516195951851783e-12,7.219010273658716e-29,2.550789505592605e-20,2.818898063313431e-08,2.790321130999727e-08,3.694034342364634e-11,2.844393560393235e-11,2.455274920591951e-10,2.8250320605333163e-11,1.469002720324659e-11,1.6394586579607832e-11,2.1416640534791035e-13,3.15596324932834e-17,6.525990222994524e-18,1.0548894624911906e-15,1.9734417544667546e-17,1.9753716808908104e-16,3.4014839255332916e-12,2.116306296057026e-29,5.700689833543778e-27,2.9693027792969656e-28,2.9671302957633583e-40,1.49215552866883e-17,2.157113144904699e-16,6.8290148147522e-24,1.9652571732655723e-23
3.6706543353494516e-07,0.567068846363378,3.76,0.0,0.5585719393773368,0.9999999692709988,9.798875957810839e-12,8.108742102243685e-29,2.815926524841353e-20,3.095848006528901e-08,3.0642755374479715e-08,4.1869476470039316e-11,3.358538351826063e-11,2.646389276514469e-10,3.364256058499857e-11,1.7736638997709185e-11,1.9191111036522294e-11,2.3812233591660686e-13,4.109076631721641e-17,9.330178961580182e-18,1.3971532652613773e-15,2.50505160948765e-17,2.341540101148823e-16,4.101413014539418e-12,3.026612774259854e-29,8.103186717927326e-27,4.576467828683045e-28,5.447538034692871e-40,1.5061024759757248e-17,2.2289998997016704e-16,7.903654944528257e-24,2.5644943052908847e-23
3.9659671417250925e-07,0.5670688463655882,3.76,0.0,0.5585719368767238,0.999999966793771,1.2186059580855496e-11,8.924579558128069e-29,3.0546224159257705e-20,3.345161041432286e-08,3.3108372620607846e-08,4.6341990602654846e-11,3.84697828551798e-11,2.8120835435875503e-10,3.8834640718050926e-11,2.0724520092234628e-11,2.181409348121611e-11,2.5969736908755415e-13,5.1048955786688994e-17,1.2529930132442366e-17,1.762361781560417e-15,3.0446970865726314e-17,2.6973974813021197e-16,4.787184946082854e-12,4.0655415931588084e-29,1.0885321320825271e-26,6.570806085495009e-28,9.015571494023163e-40,1.5180931128264544e-17,2.2854451166142906e-16,8.898977192692918e-24,3.1915162274305597e-23
4.2612799481007335e-07,0.5670688463677898,3.76,0.0,0.5585719343752833,0.9999999643160061,1.4904606864149344e-11,9.754061664635784e-29,3.2933986607197035e-20,3.594530934442468e-08,3.55740103876016e-08,5.0839958488359825e-11,4.3578978442238496e-11,2.972049297407472e-10,4.4336392899673245e-11,2.394544900849051e-11,2.4525078372704572e-11,2.8128707121185246e-13,6.238187996342566e-17,1.646599502303766e-17,2.1862831399544152e-15,3.643091405231974e-17,3.079386598373645e-16,5.525828566128312e-12,5.343757920759578e-29,1.4367602682596622e-26,9.224774310334707e-28,1.4411293909009397e-39,1.529878392629472e-17,2.3356174343863845e-16,9.917744435949207e-24,3.905997261256754e-23
4.5565927544763744e-07,0.5670688463699836,3.76,0.0,0.5585719318730079,0.9999999618377222,1.79688461065538e-11,1.059622596299095e-28,3.53222514961108e-20,3.843959081036944e-08,3.803966348343175e-08,5.535711081463011e-11,4.889578353984376e-11,3.1265159341712457e-10,5.013714120727073e-11,2.739948560630175e-11,2.7312889800238078e-11,3.0289262213505125e-13,7.514999103785542e-17,2.123530189172979e-17,2.673309050272847e-15,4.3008248668836014e-17,3.4888526180355657e-16,6.317319335163124e-12,6.892789805982127e-29,1.8670527251441742e-26,1.2698801724311362e-27,2.2351012824693938e-39,1.5417571779398938e-17,2.380757696081132e-16,1.0957478087933435e-23,4.7118742973832406e-23
4.851905560852015e-07,0.5670688463721708,3.76,0.0,0.5585719293698912,0.9999999593589354,2.139199482001424e-11,1.145032584005483e-28,3.771092543240284e-20,4.0934465932986046e-08,4.050532692375136e-08,5.988879118163218e-11,5.440386991606779e-11,3.275703681433432e-10,5.6226637221177e-11,3.108669221248402e-11,3.0167171734996425e-11,3.245138405496189e-13,8.940979970484207e-17,2.693881033397717e-17,3.227834632181929e-15,5.018370712999641e-17,3.927282745043476e-16,7.161632616055799e-12,8.745478177932504e-29,2.3926099449521895e-26,1.7179983924705025e-27,3.375618269379285e-39,1.5537220116137496e-17,2.4219308316696497e-16,1.2016203290668939e-23,5.612836207528835e-23
5.147218367227656e-07,0.5670688463743524,3.76,0.0,0.5585719268659274,0.9999999568796609,2.5186215940865804e-11,1.2315911168498715e-28,4.010018089605874e-20,4.342994351801835e-08,4.297099592354964e-08,6.443151630042595e-11,6.008773983066877e-11,3.4198239603005024e-10,6.259504284718578e-11,3.5007132727880355e-11,3.3078336839619043e-11,3.461498458995762e-13,1.052141416211243e-16,3.3681247211256944e-17,3.854258423388486e-15,5.796110364730994e-17,4.3962828436054266e-16,8.058743678512934e-12,1.0935890764050086e-28,3.0277953417612374e-26,2.2884523451837604e-27,4.9792671503317256e-39,1.5658266685734334e-17,2.460026454004676e-16,1.3092369873988156e-23,6.612340607920554e-23
5.442531173603297e-07,0.567068846376529,3.76,0.0,0.5585719243611125,0.9999999543999119,2.936267183237e-11,1.3192458727427254e-28,4.249011539780191e-20,4.5926030408638916e-08,4.5436665889211106e-08,6.898269827302682e-11,6.593269798915617e-11,3.559079723889939e-10,6.923291397502791e-11,3.916087120374055e-11,3.603751867663042e-11,3.6780030306419196e-13,1.226124230114285e-16,4.157086337621071e-17,4.556982383350901e-15,6.634352003132455e-17,4.897558208980373e-16,9.008627703271292e-12,1.3499242847937197e-28,3.7881403241872497e-26,3.0060196676619732e-27,7.191368873608209e-39,1.5782875879144872e-17,2.4957765304750224e-16,1.4184786678141427e-23,7.713629310124048e-23
