Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268)
1.4264215538197017e-15,0.8633883677236607,3.76,0.0,0.8696715453712407,0.9999999999998357,1.3287248583806197e-30,3.0928044749948047e-41,2.124805655253996e-27,3.0509597123801007e-13,1.6424539233734086e-13,1.04101284578799e-24,2.3956035958870187e-22,1.4085057728736776e-13,5.665896249090872e-18,5.113086309552209e-24,6.03996175827389e-19,1.209445061480229e-24,6.866193807467758e-29,6.12399229572955e-35,9.597295411956521e-31,4.76739050827071e-34,1.085199296455335e-33,3.571331321305006e-24,2.877198257229002e-48,2.4098072203898866e-47,6.889642073397811e-55,2.683902046822147e-71,5.66520626398757e-18,4.442791185375694e-25,7.920885666435976e-39,2.8859227576359283e-40,1.4185107179817862e-37,2.8510648765631837e-32,1.1946040306132054e-33,1.0172053938527035e-60,1.0661698428876364e-57,1.0441955920912074e-68,1.9084402052679692e-72,2.398313681144792e-52,5.075089515272194e-37,1.884837590700895e-73,5.38425587934666e-75,2.842316707787427e-62,1.0816681885001155e-38,8.541792182287662e-75,4.112792360996055e-74,6.237519138556706e-63,6.351665172597794e-34,1.1870674069705788e-46,1.9623064161063063e-72,1.834008731237462e-82,5.507115103790717e-67,2.6356038279295684e-48,8.109630904741205e-93,9.354763420411284e-79,5.725063090228212e-90,7.612611974014892e-78,1.5892981691163473e-83,3.5658507579116567e-38,7.060013070540502e-58,3.121912270786932e-54,1.9454020078884207e-79,7.835557872167133e-93,3.492365498576432e-61,3.52760862161654e-67,3.7962713876864386e-81,7.256043987048773e-67
2.854082396565398e-15,0.8633883677236819,3.76,0.0,0.8696715453709354,0.9999999999996713,1.0637878114067038e-29,2.476126191262517e-40,8.504759555642783e-27,6.104570141973572e-13,3.2863348263907896e-13,4.166764036027728e-24,9.588657466936801e-22,2.818235251008681e-13,1.1338095133422101e-17,2.0465670932107233e-23,1.2089888129153611e-18,4.840931594474002e-24,2.748269715222086e-28,4.902917995874419e-34,3.841858625757681e-30,3.816810617901269e-33,8.6881916947785e-33,1.4294632425401618e-23,4.607259339776685e-47,3.859809897366454e-46,2.206796556151335e-53,1.7193949323874655e-69,1.1335333394871337e-17,1.7782740163566004e-24,6.341525589739442e-38,2.310492994339339e-39,1.135667728721382e-36,2.2825817201501994e-31,9.564435031110401e-33,3.259075258775042e-59,3.4168953834930767e-56,6.693032656984014e-67,1.223211544796929e-70,3.8418599709973884e-51,4.063154697736806e-36,1.2084076354910881e-71,3.450291727014836e-73,9.106997026582644e-61,8.732205210554071e-38,5.477117658630764e-73,2.636224562133837e-72,1.998470417147525e-61,5.0851935046219436e-33,1.9008546749076778e-45,1.2574701251013441e-70,2.350304492883952e-80,3.5307545001027796e-65,4.2203938246920193e-47,2.0805349690877544e-90,7.261416656679397e-77,7.343282579348308e-88,5.55448779523661e-76,2.0369033030261535e-81,2.854841468598275e-37,1.4506266789525062e-56,5.039515469864961e-53,1.3203484990490229e-77,1.0078221686448823e-90,1.1178814590874635e-59,1.1305982292640163e-65,4.869086698605836e-79,2.325495945175844e-65
5.70940408205679e-15,0.8633883677237253,3.76,0.0,0.8696715453703247,0.9999999999993425,8.513535522352481e-29,1.9816567855407556e-39,3.4030112433910774e-26,1.2211791042360524e-12,6.57409663150466e-13,1.667248116563968e-23,3.836711935430579e-21,5.637694152475347e-13,2.268663484829496e-17,8.188934635218061e-23,2.4203898120859334e-18,1.9370027531922752e-23,1.099668113918228e-27,3.923824671570244e-33,1.5375954568903142e-29,3.054607594658665e-32,6.953192018764156e-32,5.719714917976569e-23,7.374588596544232e-46,6.178992266838495e-45,7.065128511183197e-52,1.100959161818346e-67,2.2675584296885014e-17,7.115410113130159e-24,5.075149101704039e-37,1.849096639306506e-38,9.088739561321328e-36,1.8267530960867794e-30,7.654997587115299e-32,1.0435471124696372e-57,1.0942315822376104e-54,4.286791814217693e-65,7.83433467188336e-69,6.154066385833516e-50,3.251754174283487e-35,7.74316227331596e-70,2.209579736900063e-71,2.9162640646616397e-59,7.1041137655733696e-37,3.510620110013729e-71,1.6884756241290606e-70,6.399051342122496e-60,4.069699148898515e-32,3.0426054785927816e-44,8.052912679960071e-69,3.009724004089343e-78,2.2616669958147781e-63,6.7553586622455e-46,5.331884543228909e-88,6.2715764884501475e-75,9.409758972388978e-86,4.42220953615018e-74,2.608900621037519e-79,2.2847290908718586e-36,3.346018674891424e-55,8.1958009770685e-52,9.396783687399894e-76,1.2985835475322022e-88,3.57268907610308e-58,3.6225150721935086e-64,6.238732325801809e-77,7.450630712193543e-64
1.1420047453039575e-14,0.8633883677238118,3.76,0.0,0.8696715453691032,0.9999999999986849,6.8121218272574665e-28,1.585631771950399e-38,1.361425788013152e-25,2.442623300793447e-12,1.3149620238048832e-12,6.670076160740188e-23,1.5349345803913273e-20,1.1276611736195328e-12,4.5400282062238404e-17,3.2761074737803813e-22,4.848854709915473e-18,7.749268751533344e-23,4.399406512443001e-27,3.139655933162743e-32,6.154196158127491e-29,2.4441487270208853e-31,5.563607073971938e-31,2.288258401230905e-22,1.180165232374683e-44,9.889024642762745e-44,2.2613818502987725e-50,7.047923806082571e-66,4.53560726619051e-17,2.8466255634658283e-23,4.0608924714136605e-36,1.4795583144394342e-37,7.272286460200255e-35,1.461670417648008e-29,6.126029664343683e-31,3.340377917621698e-56,3.5028622434713376e-53,2.7445750703510573e-63,5.015805062864967e-67,9.863195717550348e-49,2.6018902579386664e-34,4.961934104819633e-68,1.4145695486689443e-69,9.336375996341722e-58,5.869516889212614e-36,2.2509699444893433e-69,1.081036486722367e-68,2.048328174989002e-58,3.2563758100942557e-31,4.869159162868831e-43,5.1554967912808553e-67,3.852169913574014e-76,1.4480993936512623e-61,1.0810709281277197e-44,1.3656874754251095e-85,6.090656766421697e-73,1.2052701647935397e-83,3.9384263915020526e-72,3.3404533757077765e-77,1.8281116338531326e-35,8.631864399272948e-54,1.3529770212820687e-50,7.220025970777414e-74,1.681630435460682e-86,1.139323089900543e-56,1.1610789475561725e-62,7.989570688753862e-75,2.3877876577696307e-62
2.2841334195005144e-14,0.8633883677239848,3.76,0.0,0.8696715453666602,0.9999999999973699,5.4502147537112596e-27,1.268634281701277e-37,5.446143963869774e-25,4.885511759828249e-12,2.6300667436402918e-12,2.668246047092544e-22,6.140237816812322e-20,2.255444602678197e-12,9.089384762176527e-17,1.3105499540591485e-21,9.728436099607185e-18,3.099956928978613e-22,1.7599202258215457e-26,2.5119631840500117e-31,2.4641294836012137e-28,1.955502321160288e-30,4.451303516800809e-30,9.153778457474347e-22,1.8884271771585424e-43,1.5824546329124684e-42,7.237286182603578e-49,4.5112888173207596e-64,9.071699563598173e-17,1.1387414497731132e-22,3.2490258026897925e-35,1.1837591374413748e-36,5.818243833115708e-34,1.1694319921062645e-28,4.902678829789608e-30,1.0690839854306843e-54,1.121127699900658e-51,1.756841274498036e-61,3.210675965141329e-65,1.58297179275466e-47,2.0816984293442447e-33,3.181902081839425e-66,9.05455358389818e-68,2.989030685926004e-56,4.992316263114952e-35,1.4451407788356374e-67,6.919933318660182e-67,6.555662112652869e-57,2.6053450641348096e-30,7.79144628069392e-42,3.300038970193586e-65,4.927708518144323e-74,9.269825908935252e-60,1.7298689937240378e-43,3.4970525202882534e-83,6.55567467679962e-71,1.5436752598293404e-81,3.938451198817344e-70,4.276446296676168e-75,1.4625981400570676e-34,2.4299846953280053e-52,2.297415927610713e-49,6.162837260359244e-72,2.200659941247473e-84,3.619240016043218e-55,3.725736880994539e-61,1.0229099343184581e-72,7.660346471526024e-61
4.568390767893628e-14,0.8633883677243307,3.76,0.0,0.8696715453617744,0.9999999999947397,4.360378527391073e-26,1.0149690757475138e-36,2.1785443102227736e-24,9.771288941577899e-12,5.2602761774174015e-12,1.067340599693396e-21,2.4561949071119056e-19,4.51101111005425e-12,1.8214606322617124e-16,5.242415617026467e-21,1.957820522375357e-17,1.2400309491838846e-21,7.040082549435871e-26,2.0096658212252257e-30,9.87492511089543e-28,1.564472411429548e-29,3.561204251765251e-29,3.661660303941359e-21,3.02154313581682e-42,2.5320950048867773e-41,2.3160692106239595e-47,2.8874816690690237e-62,1.814386265608044e-16,4.555139567649575e-22,2.5993494031545422e-34,9.470524229972505e-36,4.654595647281327e-33,9.355654117096441e-28,3.9245528957683036e-29,3.421321188598413e-53,3.587949765695044e-50,1.1244583095602101e-59,2.0549797151191361e-63,2.5479240085002975e-46,1.6654195322519066e-32,2.043855301330385e-64,5.795211378850631e-66,9.571583036026623e-55,4.468058059909832e-34,9.304127833163226e-66,4.429148787930192e-65,2.0979744268847565e-55,2.0843702922205095e-29,1.2466944836263874e-40,2.1121897213727403e-63,6.298119554039818e-72,5.9332808931634665e-58,2.7678656987222326e-42,8.953413996391832e-81,7.597199652924725e-69,1.9775330274101277e-79,4.335207997647804e-68,5.474244425889385e-73,1.1700860084551138e-33,7.244272104997792e-51,4.099835430917264e-48,5.917423156843692e-70,2.939131249417088e-82,1.1412445591413035e-53,1.198548063533153e-59,1.3094539092452877e-70,2.463181650208952e-59
9.136905464679855e-14,0.8633883677250224,3.76,0.0,0.8696715453520026,0.9999999999894792,3.4883851884599036e-25,8.120160846187995e-36,8.714339166672962e-24,1.9542844359797308e-11,1.0520695021396791e-11,4.269439264067991e-21,9.82497821501236e-19,9.022142721841724e-12,3.657108320467322e-16,2.0970108990003013e-20,3.9640168600157815e-17,4.960206474783504e-21,2.816182465326297e-25,1.6077705978057555e-29,3.964455580991139e-27,1.2516016953118638e-28,2.8490188365954095e-28,1.4646938624065854e-20,4.83429084238821e-41,4.051482973167847e-40,7.41163746909376e-46,1.848146212897009e-60,3.6288102832131687e-16,1.822083632022362e-21,2.0795374594255767e-33,7.576601701194255e-35,3.7234123177044236e-32,7.484307433908924e-27,3.143274465136096e-28,1.0948577499611228e-51,1.148199941569418e-48,7.196528390929498e-58,1.3151926814582575e-61,4.124910823934053e-45,1.332338015353263e-31,1.317402274004863e-62,3.708874635160898e-64,3.066827398640744e-53,4.332916119982187e-33,6.024491311466623e-64,2.834749117519611e-63,6.713782251359306e-54,1.667528281961128e-28,1.994760822855414e-39,1.351851640929443e-61,8.036812314107035e-70,3.797432363153849e-56,4.428488246881849e-41,2.2921030475458083e-78,9.216135573748618e-67,2.534930599005299e-77,5.097008473960404e-66,7.007199767865156e-71,9.3601414990251e-33,2.2330738718651172e-49,7.915899733667077e-47,6.312636576423294e-68,4.074424737504287e-80,3.5479294749108326e-52,3.875372293667932e-58,1.6761131496459615e-68,7.957281037530074e-58
1.827393485825231e-13,0.8633883677264065,3.76,0.0,0.8696715453324592,0.9999999999789584,2.790740577136018e-24,6.496550584426916e-35,3.485758830816965e-23,3.9085959415115993e-11,2.104153261505619e-11,1.7077850805160254e-20,3.93003022145899e-18,1.8044400333561836e-11,7.370817174975697e-16,8.388144831183885e-20,8.121379385789131e-17,1.984088182689984e-20,1.126558167412835e-24,1.2862313831272723e-28,1.597322624082481e-26,1.0012837326798505e-27,2.2792226167585243e-27,5.85883458069073e-20,7.734000082511477e-40,6.48246774516578e-39,2.3725597562721255e-44,1.18951457199574e-58,7.257623915193253e-16,7.288334544105733e-21,1.6636634084048335e-32,6.061357264043779e-34,2.9782012081405314e-31,5.98688746260672e-26,2.5203408108102283e-27,3.503555521693856e-50,4.157358184044728e-47,5.1814086275211455e-56,9.306459887954075e-60,6.753945627179448e-44,1.0658362873900882e-30,8.550367788221317e-61,2.3734519981245947e-62,9.83968738807556e-52,4.679618943697944e-32,3.949557454849481e-62,2.048997230662883e-61,2.1485129801294632e-52,1.3340264063898056e-27,3.191654431731406e-38,8.651945938905304e-60,1.0223617124635996e-67,3.2112421723563766e-54,7.085001043246719e-40,1.2681537951867943e-75,1.1475913602831799e-64,5.703796139975245e-75,6.236456400628617e-64,8.969071561185049e-69,7.486972319052599e-32,7.009583448128924e-48,1.700392359739149e-45,7.27485738475995e-66,1.1185075169015548e-77,1.074035218646711e-50,1.2802962685957314e-56,3.755316911527432e-66,2.624105624798396e-56
3.654799364539722e-13,0.8633883677291738,3.76,0.0,0.8696715452933722,0.9999999999579167,2.2326045992346825e-23,5.197822997102826e-34,1.394300788216631e-22,7.817220640126818e-11,4.208320742517715e-11,6.831111086152002e-20,1.5720192499372626e-17,3.6088893109612264e-11,1.4967888585398964e-15,3.355287723406496e-19,1.7015982233292534e-16,7.93627637453695e-20,4.5068453661296616e-24,1.0289906338823752e-27,6.481517622209396e-26,8.01016528708048e-27,1.8233577098976303e-26,2.3435453776413244e-19,1.2371396183870613e-38,1.037199264888268e-37,7.59230519185256e-43,7.615343658251764e-57,1.4515113568913938e-15,2.915289346379661e-20,1.3309604515579758e-31,4.84912092940673e-33,2.3816731751455996e-30,4.7885313963338e-25,2.0253881092990716e-26,1.1211154851778584e-48,1.3352056208754657e-45,3.332769986426523e-54,5.981908067353277e-58,1.1299137876010036e-42,8.525992569873982e-30,5.62429560625635e-59,1.5186784276198662e-60,3.1646789739134816e-50,5.684328238839507e-31,2.6448194950873166e-60,1.3183353625511632e-59,6.875531989469273e-51,1.0672081759883796e-26,5.1066684370475135e-37,5.537223847219885e-58,1.2926297367091077e-65,2.0628477479858797e-52,1.1333929897368633e-38,3.252527844405321e-73,1.4481100731323472e-62,7.375863863616581e-73,7.796377731861045e-62,1.1479741294843248e-66,5.987646672385263e-31,2.221202914550028e-46,4.1083285994911025e-44,8.794773887283302e-64,1.8785224787715224e-75,3.101502011095497e-49,4.310354877383901e-55,4.8218475550349334e-64,8.803018525159317e-55
7.309611121968704e-13,0.8633883677347086,3.76,0.0,0.8696715452151982,0.9999999999158332,1.7860872014365108e-22,4.159153402878834e-33,5.577138650317136e-22,1.563447678755946e-10,8.416655553662493e-11,2.7324001998232565e-19,6.288086316295284e-17,7.217778887239033e-11,3.084064452401905e-15,1.3421286822698976e-18,3.712468626407408e-16,3.1744252484561486e-19,1.8032145484106804e-23,8.231940227777798e-27,2.6663696577733066e-25,6.407907880092858e-26,1.4586405721677901e-25,9.374202354142144e-19,1.978443951204422e-37,1.6595122232024078e-36,2.429532716784807e-41,4.8759713998031294e-55,2.9029542456845873e-15,1.166071266477305e-19,1.0648061629620294e-30,3.8793183899740575e-32,1.9039026114477262e-29,3.829226187223894e-24,1.6348720095800533e-25,3.5873754324597637e-47,4.273207541342442e-44,2.1325616620803997e-52,3.827809430584873e-56,1.9655112593342391e-41,6.819617201326227e-29,3.7941219527315755e-57,9.715166338152967e-59,1.0228600927876992e-48,7.650567881775636e-30,1.8425288893753345e-58,8.438013234012582e-58,2.200319153895826e-49,8.53738223939615e-26,8.17065987497519e-36,3.543743225007228e-56,1.6150614497558792e-63,1.3200778389114318e-50,1.8127491362079535e-37,8.322486366167712e-71,1.8402421000900543e-60,9.570552815264638e-71,9.857614567388538e-60,1.469213439866974e-64,4.786987613151307e-30,7.07246659832704e-45,1.1010183464291102e-42,1.0925675269262734e-61,3.5357044714968245e-73,8.30121839533559e-48,1.5171983050203478e-53,6.169309858055983e-62,3.07667755443332e-53
1e-12,0.8633883677457788,3.76,0.0,0.8696715451576524,0.9999999998848547,6.387810456811974e-22,1.4880130396205145e-32,1.1735102615342033e-21,2.1388944243871713e-10,1.1514504939768462e-10,5.749326187371061e-19,1.32312804145983e-16,9.874350199001017e-11,4.352401574061018e-15,2.8241176883268553e-18,5.534198578085698e-16,6.679304670703507e-19,3.795687145207599e-23,2.944092679372438e-26,5.8277112217110525e-25,2.2916019140546387e-25,5.216436068615578e-25,1.972505187411659e-18,1.2889696671639941e-36,1.0821404400232893e-35,3.0149956384879064e-40,1.1803958855623064e-53,3.97131286955757e-15,2.453490586677953e-19,3.80840844088991e-30,1.3874181226420252e-31,6.800708105038895e-29,1.36854978686358e-23,5.932629313424963e-25,4.451408413525292e-46,5.303141873529688e-43,5.1543701624106526e-51,9.252818801186229e-55,1.4672758691811105e-40,2.4382856018807067e-28,1.0093754791683805e-55,2.3478150610026718e-57,1.293157308808838e-47,4.5613524563390855e-29,5.162703352744406e-57,2.0405119037528744e-56,2.7309049752349837e-48,3.0531557620919864e-25,5.327986151712698e-35,8.571116142695672e-55,7.364011428826322e-62,3.191912746870248e-49,1.1812747522859821e-36,7.886647875025026e-69,8.754489246550359e-59,4.690636582924899e-69,4.675398224480392e-58,7.012705510556398e-63,1.7101858390398486e-29,8.755079221966605e-44,1.2396502472426098e-41,5.137590572810702e-60,2.7503811135260572e-71,7.886139735972831e-47,2.2159449048527092e-52,2.942785741097297e-60,4.434110655794389e-52
1.4619234636826668e-12,0.8633883677457788,3.76,0.0,0.8696715450588499,0.9999999998316662,1.428869037193993e-21,3.3287398086232613e-32,2.2307953503867975e-21,3.1269016083203856e-10,1.683332457243216e-10,1.0929205249546256e-18,2.515232384849801e-16,1.4435522124254668e-10,6.5300595369604104e-15,5.368602987115321e-18,8.661998488518959e-16,1.2696970204986059e-18,7.216641828452927e-23,6.585547123278012e-26,1.1255543075397136e-24,5.125944560411216e-25,1.1668343172842377e-24,3.749683312613917e-18,3.162365625234062e-36,2.655181795813424e-35,7.774424366459373e-40,3.1233466027094575e-53,5.805619872624637e-15,4.663911527884915e-19,8.519007260029688e-30,3.1034754919479812e-31,1.5208226337998343e-28,3.060811894862901e-23,1.3311618113409238e-24,1.1478276237540228e-45,1.3674631207875807e-42,1.3637963408778003e-50,2.448213618306952e-54,3.6490332336323135e-40,5.453787254561208e-28,2.6772692235172142e-55,6.21206770009964e-57,3.3378111503818804e-47,1.1079362021870287e-28,1.3710401050993284e-56,5.399071592461848e-56,7.041921832842555e-48,6.829422366536109e-25,1.3072962662970862e-34,2.2678763824275626e-54,1.9730276451240446e-61,8.445584104868808e-49,2.8982138644352472e-36,2.128465221344489e-68,2.3469458251132763e-58,1.2579854701298186e-68,1.2533524328720895e-57,1.8800840783551666e-62,3.8245745100163196e-29,2.2572719945189213e-43,3.1790164087884256e-41,1.3770934970373356e-59,7.411912879761811e-71,2.0000894792926344e-46,5.7600942430792784e-52,7.889447182828462e-60,1.1518963008491104e-51
2.1928858151684632e-12,0.8633883677568488,3.76,0.0,0.8696715449025014,0.9999999997474991,4.0856734875857734e-21,9.520855940848621e-32,4.740349445723956e-21,4.690358237959761e-10,2.524999298767967e-10,2.3223968491432263e-18,5.344862976956756e-16,2.1653229445919432e-10,1.0247497168155443e-14,1.1408405209210612e-17,1.453930712831504e-15,2.6979975368393978e-18,1.5341841169072072e-22,1.883087437241534e-25,2.4913814664880783e-24,1.4656363905961015e-24,3.336287675949973e-24,7.968076515797271e-18,1.1634674790391891e-35,1.0027084705468715e-34,3.58074110581563e-39,1.725187580709089e-52,8.708065366093625e-15,9.910258437998489e-19,2.4359930151065525e-29,8.874379839869809e-31,4.344829222714563e-28,8.747788666610853e-23,3.844466328399175e-24,5.369623235567525e-45,6.098215853785485e-42,7.357258785096119e-50,1.3279043781768524e-53,1.4436742414239002e-39,1.5591284981009648e-27,1.561868580819894e-54,3.46334027212193e-56,1.5721858450257386e-46,3.981779164165661e-28,8.079754742988059e-56,2.9097387367917257e-55,3.2942484734938857e-47,1.952707723541957e-24,4.811763700174627e-34,1.264752698561766e-53,1.271531572031637e-60,4.190794660941424e-48,1.0663485456437654e-35,1.1474683850577576e-67,1.5356213112160835e-57,6.5037219852735514e-68,8.19681692923984e-57,1.2282247528797703e-61,1.0927660539082268e-28,1.055467177640254e-42,1.4206498079984505e-40,8.996107028125453e-59,3.956394095523918e-70,8.456923023844385e-46,2.7582246140514505e-51,4.069404672791656e-59,5.489798628749879e-51
2.9238481666542594e-12,0.8633883677679187,3.76,0.0,0.8696715447461525,0.9999999996633319,8.617869488504302e-21,2.0088726055548565e-31,8.086334850209187e-21,6.253817567671099e-10,3.3666660799402744e-10,3.961642126840762e-18,9.11769690686604e-16,2.8870900852422424e-10,1.4236375995796116e-14,1.946158877567929e-17,2.1344384267611907e-15,4.602295126244979e-18,2.618221728800589e-22,3.972041258892865e-25,4.415754865073775e-24,3.0913299611215024e-24,7.036949471585206e-24,1.3592598289049665e-17,2.949783599766345e-35,2.656581013619604e-34,1.083497110993947e-38,6.031620929855779e-52,1.1610290743265462e-14,1.6904863074750421e-18,5.138383395101046e-29,1.8719703442888735e-30,9.157292198905588e-28,1.8443548011820442e-22,8.182079023625292e-24,1.732176082755445e-44,2.0649128319018796e-41,2.7617584324429033e-49,4.964952308896961e-53,3.9870233460378886e-39,3.2880528717029376e-27,6.208274595709525e-54,1.3055634905419456e-55,5.113956992642364e-46,9.954570768917798e-28,3.264873547021455e-55,1.0933695645398087e-54,1.062848623527522e-46,4.118672271674865e-24,1.2203794688082257e-33,4.768765236682804e-53,5.274051694626489e-60,1.7725904075293864e-47,2.703604729091252e-35,7.774667290148497e-67,6.688320469592198e-57,3.596843818232043e-67,3.568589339724966e-56,5.150147033752297e-61,2.3033864304482073e-28,3.4037581109095904e-42,4.177160292848447e-40,3.913537156571973e-58,2.5702767669753785e-69,2.5374444000294482e-45,9.784932198738066e-51,2.219757217280721e-58,1.937389281830448e-50
4.385772869625852e-12,0.8633883677900588,3.76,0.0,0.8696715444334542,0.9999999994949972,2.353808132982117e-20,5.49087616032175e-31,1.6741230632029325e-20,9.380742563988127e-10,5.04999950064069e-10,8.201751996720476e-18,1.887699440361563e-15,4.330615937532919e-10,2.285118533219534e-14,4.029340436831292e-17,3.713192252936621e-15,9.527874663848064e-18,5.424891432785415e-22,1.084924120136413e-24,9.777722956885957e-24,8.442826495253903e-24,1.921896957922165e-23,2.814173472941749e-17,1.0310334583205216e-34,1.0373529382913716e-33,4.946219196058696e-38,3.4143544583793736e-51,1.7414224951467764e-14,3.499635426657305e-18,1.4035273663276764e-28,5.113670861239542e-30,2.49786541656624e-27,5.033835755782695e-22,2.267947838798883e-23,9.533304665178177e-44,1.2487521296720412e-40,1.9585860198221817e-48,3.480792583939738e-52,1.6999814297428714e-38,8.977959339043975e-27,5.242264215121118e-53,9.480019496518399e-55,2.8679485750101036e-45,3.425959329198439e-27,2.854521529442227e-54,7.775541985239276e-54,5.852204231922901e-46,1.1248671713314568e-23,4.2678152441981654e-33,3.463929573591739e-52,4.358728889675187e-59,1.59604745033952e-46,9.449412498701517e-35,1.5637837943789976e-65,6.457081538680296e-56,5.149959193292684e-66,3.44300830639419e-55,4.328090490287914e-60,6.284113659628615e-28,1.8726743013267735e-41,1.7992205264067124e-39,3.772122800877466e-57,4.883937427014443e-68,1.2567307259963184e-44,6.709633883670357e-50,3.081538126507103e-57,1.3130170981430354e-49
5.847697572597445e-12,0.8633883678121987,3.76,0.0,0.8696715441207549,0.9999999993266622,4.9249538501332084e-20,1.1496393555202579e-30,2.847163961521142e-20,1.250767748940804e-09,6.733332699401743e-10,1.394850530569517e-17,3.21047579109678e-15,5.774128582694756e-10,3.2464169543709027e-14,6.852958499977518e-17,5.633111107826632e-15,1.620345904457812e-17,9.233461196007901e-22,2.2700869248515713e-24,1.7706752566533793e-23,1.7664187184918126e-23,4.021042814076398e-23,4.786169461391885e-17,2.5750962310077325e-34,2.76008025076764e-33,1.4817380782022794e-37,1.1736795121209684e-50,2.32173498563101e-14,5.951474548030653e-18,2.936786921427537e-28,1.0701201669989944e-29,5.220300593379177e-27,1.0525663239154788e-21,4.80680849663686e-23,3.059223587011916e-43,4.166270801599976e-40,7.452467787894613e-48,1.318644094539488e-51,4.843147719878731e-38,1.8779822321610802e-26,2.074353502878271e-52,3.484464857081485e-54,9.305767768898604e-45,8.479338901629796e-27,1.1477779902390675e-53,2.962054578937421e-53,1.878551035645197e-45,2.3534684430519344e-23,1.0664296597604054e-32,1.2736540061888954e-51,1.7992617430435873e-58,6.2944852691300124e-46,2.360074287828183e-34,8.101137011456949e-65,2.7121416021657863e-55,2.395872752959166e-65,1.4455503619700271e-54,1.812796657393183e-59,1.3135216216327504e-27,6.00846284084661e-41,5.1932057862862276e-39,1.5832991409061745e-56,2.492128118591583e-67,3.6475320323541563e-44,2.40839902853822e-49,1.416052179331482e-56,4.681785616572287e-49
7.309622275569038e-12,0.8633883678343388,3.76,0.0,0.8696715438080544,0.9999999991583268,8.965685886186664e-20,2.0943062546970315e-30,4.349696530214091e-20,1.563462305313259e-09,8.416665660369112e-10,2.1309339908080997e-17,4.904871160109973e-15,7.217627077487808e-10,4.31466178110185e-14,1.046993708873833e-16,7.918557052146568e-15,2.475372159571018e-17,1.411783504158788e-21,4.132697020615216e-24,2.874029454142326e-23,3.2155069576301793e-23,7.31976811650824e-23,7.312181208617487e-17,5.460635039011914e-34,6.126380066926443e-33,3.6788545251206384e-37,3.3035335727469986e-50,2.901960776518558e-14,9.091743780028945e-18,5.346560529555303e-28,1.9484528131777957e-29,9.492138095856921e-27,1.9148978095572662e-21,8.864378512469035e-23,7.99288140298849e-43,1.1209251987531914e-39,2.25386243526736e-47,3.9748609469405596e-51,1.1596170511781308e-37,3.4178559630257757e-26,6.6123427178604366e-52,1.0364630701238032e-53,2.460642767917379e-44,1.786155569195956e-26,3.7261179135562303e-53,8.966613448047012e-53,4.9097022176705936e-45,4.2841586483113454e-23,2.262581687073251e-32,3.7897553520251735e-51,5.8624696451943155e-58,1.9841953846068453e-45,5.0048408795688145e-34,3.428459081471519e-64,9.238238654718384e-55,8.98419657269856e-65,4.922073286552292e-54,5.99518603010431e-59,2.3887656918266012e-27,1.5696857416310648e-40,1.2517015031843207e-38,5.3893237718172785e-56,1.0386995846791009e-66,8.742550793968153e-44,7.046718270102282e-49,5.226524698717941e-56,1.3598332478607377e-48
1e-11,0.8633883678786186,3.76,0.0,0.8696715432325894,0.9999999988485385,2.2173170899118804e-19,5.1876385880063965e-30,7.993798163582707e-20,2.13891644259583e-09,1.1514500018183775e-09,3.916113639144687e-17,9.014611744483676e-15,9.874057324528478e-10,6.565902254813944e-14,1.9243328161666255e-16,1.30997257301636e-14,4.548887972010834e-17,2.5990493488227785e-21,1.0221010744999333e-23,5.937187252623734e-23,7.951130214403282e-23,1.8100217485402475e-22,1.3439026400102378e-16,1.838263782673752e-33,2.1580192724368869e-32,1.785989888220167e-36,2.32772806538604e-49,3.969518118224106e-14,1.6706677634992524e-17,1.3224227603603554e-27,4.8209039088460696e-29,2.3404473456741001e-26,4.72781970944232e-21,2.2641363133740816e-22,4.04527042718646e-42,5.687169387865512e-39,1.7217237892563945e-46,3.0300904758732733e-50,5.09622160482208e-37,8.44682993932893e-26,6.005655108008073e-51,7.657300889405161e-53,1.2979726554058e-43,5.949445733140583e-26,3.5802943802536516e-52,6.86084549379337e-52,2.4872209541315545e-44,1.059371831849751e-22,7.630319965438143e-32,2.8046711687275034e-50,6.106155342444317e-57,1.462139774493021e-44,1.6853723302067556e-33,5.612941279629208e-63,1.0816733435026662e-53,1.0355223281670827e-63,5.752709664689477e-53,6.78753393451763e-58,5.892249352920164e-27,7.942601987721687e-40,5.784880411250104e-38,6.295239548464837e-55,1.636859149700662e-65,3.3470332208741773e-43,4.679858723770058e-48,5.674543277710637e-55,8.774144965634585e-48
