Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92)
5.422208839500974e-07,0.7209968590718882,3.76,0.0,0.6914871345872874,0.9999956710195425,1.1212923813456245e-07,7.674977043960606e-21,9.6940020378695e-15,5.46560050329855e-06,4.163467262811028e-06,8.232824962018975e-10,1.1974399851973175e-07,3.852623253116641e-07,2.9554542487072053e-07,1.5066225258244007e-08,6.941983025628826e-08,1.0341603130385113e-10,1.0333148418275189e-12,3.0284868455287216e-12,1.9284307558059803e-11,5.693620485553078e-13,4.85783553978259e-12,6.45584535346515e-09,2.9583520618323477e-21
5.554965983701545e-07,0.7209968618054855,3.76,0.0,0.691486989694361,0.9999955630372667,1.1892634145168864e-07,7.963545532047438e-21,9.957956892174984e-15,5.6096912582303245e-06,4.264782422506106e-06,8.458897389503175e-10,1.2329118107742433e-07,3.889436899319355e-07,3.069994431809439e-07,1.5838809240852554e-08,7.096729173388756e-08,1.063105806988204e-10,1.0938111954301824e-12,3.2847534236023435e-12,2.0798753370310636e-11,6.044298312818431e-13,5.245960166248132e-12,6.766529604520399e-09,3.208838706841684e-21
5.687723127902116e-07,0.7209968645432381,3.76,0.0,0.6914868443999751,0.9999954550106116,1.2592084796787946e-07,8.254073942098572e-21,1.0222632048477089e-14,5.7541628751877e-06,4.366061690847348e-06,8.685591676336591e-10,1.2680200705487783e-07,3.92496579214972e-07,3.185604984424122e-07,1.6631701255082344e-08,7.248007806691497e-08,1.0921815156736394e-10,1.1562295405995335e-12,3.5556988202084166e-12,2.2393121144294664e-11,6.406719690333864e-13,5.6539880177092465e-12,7.084065720696341e-09,3.473681820431e-21
5.820480272102688e-07,0.7209968672851818,3.76,0.0,0.6914866987119435,0.9999953469415517,1.3311067825717326e-07,8.54647552314026e-21,1.0488012794410568e-14,5.899007477210865e-06,4.467304830359437e-06,8.912895193760688e-10,1.302748578071615e-07,3.959267449403689e-07,3.302248757026745e-07,1.7444959866322566e-08,7.395841619550029e-08,1.1213860690114919e-10,1.2205814512742342e-12,3.841780215205595e-12,2.4069681430221274e-11,6.780949177971527e-13,6.082366348478157e-12,7.4084237427157204e-09,3.753328812438949e-21
5.953237416303259e-07,0.7209968700313504,3.76,0.0,0.6914865526379842,0.9999952388319718,1.4049366742386497e-07,8.840669225372204e-21,1.0754084574913582e-14,6.044217284395249e-06,4.568511614466318e-06,9.140795438469852e-10,1.3370829438119784e-07,3.992396812796943e-07,3.419890263313179e-07,1.8278642545027108e-08,7.540259806095607e-08,1.1507181249283925e-10,1.2868781739469036e-12,4.1434574864864105e-12,2.583071619610491e-11,7.1670494643795e-13,6.5315382747547434e-12,7.739573815583755e-09,4.048229735292291e-21
6.08599456050383e-07,0.7209968727817772,3.76,0.0,0.6914864061857134,0.9999951306836707,1.4806757487844002e-07,9.136579469927699e-21,1.1020833038846617e-14,6.189784619777985e-06,4.669681827002655e-06,9.369280051300558e-10,1.3710104773361798e-07,4.024406363301592e-07,3.5384956057058876e-07,1.9132805681823963e-08,7.681297343657897e-08,1.1801763564474893e-10,1.3551306331707514e-12,4.461193133070333e-12,2.767851847947833e-11,7.565081481960524e-13,7.001942924090248e-12,8.07748618900055e-09,4.358837208699065e-21
6.218751704704401e-07,0.7209968755364939,3.76,0.0,0.6914862593626395,0.999995022498365,1.5583009357455018e-07,9.434135776199896e-21,1.1288244031318692e-14,6.335701914617065e-06,4.770815261747185e-06,9.598336831894445e-10,1.4045200924752873e-07,4.0553462313162097e-07,3.658032404197823e-07,2.0007504603209253e-08,7.81899433213373e-08,1.2097594409539423e-10,1.4253494373371105e-12,4.795452199576734e-12,2.961539204696161e-11,7.975104512502929e-13,7.494015589085214e-12,8.422131217734013e-09,4.6856063456932776e-21
6.351508848904973e-07,0.7209968782955304,3.76,0.0,0.6914861121761596,0.999994914277693,1.6377885872395394e-07,9.733272401717996e-21,1.155630357775802e-14,6.481961713097683e-06,4.871911721977002e-06,9.82795374498579e-10,1.4376022155606143e-07,4.0852643018861384e-07,3.778469728383893e-07,2.090279358621453e-08,7.953395385708608e-08,1.239466066893959e-10,1.4975448847080432e-12,5.14670220211205e-12,3.1643651061909416e-11,8.397176284477449e-13,8.008187884179176e-12,8.773479361955185e-09,5.028994680063093e-21
6.484265993105544e-07,0.7209968810589155,3.76,0.0,0.6914859646335545,0.9999948060232178,1.7191145600691872e-07,1.0033928095647207e-20,1.182499789589891e-14,6.628556676498108e-06,4.972971020041797e-06,1.0058118924913446e-09,1.4702486967804652e-07,4.114206315213466e-07,3.899778032534513e-07,2.18187258734082e-08,8.084549073236243e-08,1.2692949434883944e-10,1.571726969689706e-12,5.515413055601517e-12,3.376561976031956e-11,8.831353062735297e-13,8.544887904489173e-12,9.131501187537791e-09,5.389462095190234e-21
6.617023137306115e-07,0.7209968838266773,3.76,0.0,0.6914858167419848,0.9999946977364316,1.802254292957289e-07,1.033604589145662e-20,1.2094313420104475e-14,6.775479586845905e-06,5.0739929769571565e-06,1.0288820683205311e-09,1.5024527246881756e-07,4.142215962681252e-07,4.0219290935744096e-07,2.2755353689448507e-08,8.21250740388375e-08,1.2992448005383413e-10,1.6479053893247127e-12,5.902057002626339e-12,3.598363213515081e-11,9.277689731302778e-13,9.104540385798784e-12,9.49616736632373e-09,5.767470754360707e-21
6.749780281506687e-07,0.7209968865988422,3.76,0.0,0.691485668508489,0.9999945894187571,1.8871828790891526e-07,1.0639572856907562e-20,1.2364236811888807e-14,6.922723350094705e-06,5.17497742201611e-06,1.0520047517169794e-09,1.5342087438742204e-07,4.16933497858583e-07,4.1448959518378504e-07,2.3712728258577577e-08,8.337325354904185e-08,1.3293143837269332e-10,1.726089549976134e-12,6.307108543832541e-12,3.8300031629167376e-11,9.736239869999902e-13,9.68756686491995e-12,9.867448676355974e-09,6.163485032613376e-21
6.882537425707258e-07,0.7209968893754362,3.76,0.0,0.691485519939979,0.9999944810715534,1.973875134138375e-07,1.0944459828152029e-20,1.2634754957619211e-14,7.070280998850807e-06,5.2759241924180474e-06,1.0751788116050545e-09,1.5655123758017307e-07,4.1956032277586903e-07,4.2686528544769985e-07,2.469089982206915e-08,8.459060438583894e-08,1.359502454627738e-10,1.8062885741765247e-12,6.731044369955202e-12,4.0717170836398116e-11,1.0207055825532268e-12,1.0294385839723602e-11,1.02453160020805e-08,6.577971450169485e-21
7.015294569907829e-07,0.7209968921564842,3.76,0.0,0.6914853710432395,0.9999943726961166,2.0623056599527462e-07,1.1250661184991998e-20,1.2905854969160659e-14,7.218145694677489e-06,5.376833132914297e-06,1.0984031364805586e-09,1.5963603427919183e-07,4.2210587892629844e-07,4.3931752014043515e-07,2.568991765565665e-08,8.577772305579818e-08,1.3898077945267137e-10,1.8885113076182142e-12,7.174343295484256e-12,4.323741121226917e-11,1.0690188777569465e-12,1.092541292819681e-11,1.0629740334518712e-08,7.011398607467976e-21
7.1480517141084e-07,0.7209968949420088,3.76,0.0,0.6914852218249244,0.9999942642936829,2.1524489040760574e-07,1.1558134662833353e-20,1.317752419193592e-14,7.366310730003621e-06,5.477704095469564e-06,1.1216766347572643e-09,1.626750395133332e-07,4.245738036346738e-07,4.518439493655264e-07,2.670983008746227e-08,8.69352238204377e-08,1.4202292062656832e-10,1.9727663262620585e-12,7.637486193998275e-12,4.586312279244207e-11,1.1185688800250563e-12,1.1581061025960951e-11,1.1020692771411738e-08,7.46423712183217e-21
7.280808858308972e-07,0.7209968977320333,3.76,0.0,0.6914850722915568,0.9999941558654326,2.2442792152797198e-07,1.1866841163124143e-20,1.3449750212604714e-14,7.514769529662056e-06,5.578536938938543e-06,1.1449982351551718e-09,1.6566812412778672e-07,4.269675712821399e-07,4.6444232840621675e-07,2.7750684516466733e-08,8.806373538114752e-08,1.4507655131648123e-10,2.0590619435412036e-12,8.120955935195415e-12,4.85966839203652e-11,1.169360491954465e-12,1.2261740461766311e-11,1.141814451733798e-08,7.936959565796926e-21
7.413566002509543e-07,0.7209969005265796,3.76,0.0,0.6914849224495264,0.9999940474124914,2.337770895275483e-07,1.2176744555178364e-20,1.3722520861327013e-14,7.663515652082287e-06,5.679331528757021e-06,1.1683668870422e-09,1.6861524810775803e-07,4.2929050060219634e-07,4.771105130137347e-07,2.8812527431142135e-08,8.916389785525676e-08,1.4814155582902948e-10,2.1474062176365633e-12,8.625237323644627e-12,5.144048098352498e-11,1.2213985166866373e-12,1.2967859150544256e-11,1.1822066883805138e-08,8.430040407119514e-21
7.546323146710114e-07,0.7209969033256679,3.76,0.0,0.6914847723050903,0.9999939389359336,2.4328982467777417e-07,1.2487811491337256e-20,1.399582421166727e-14,7.812542790160824e-06,5.78008773664682e-06,1.1917815606617822e-09,1.7151645420090504e-07,4.315457616499966e-07,4.898464549065589e-07,2.9895404428058874e-08,9.023636002215633e-08,1.5121782054828178e-10,2.237806958802048e-12,9.150817039269846e-12,5.4396908158362145e-11,1.2746876629286352e-12,1.3699822743648703e-11,1.2232431289317992e-08,8.943955950486516e-21
7.679080290910685e-07,0.7209969061293191,3.76,0.0,0.6914846218643701,0.9999938304367835,2.529635618080869e-07,1.2800011244642966e-20,1.426964858212618e-14,7.961844771831545e-06,5.880805440333964e-06,1.2152412472787667e-09,1.7437186183255643e-07,4.337363824597135e-07,5.026481974712151e-07,3.099936023058265e-08,9.128177681974081e-08,1.543052340541536e-10,2.3302717367193024e-12,9.698183579573779e-12,5.746836716379992e-11,1.329232549662381e-12,1.4458034775966803e-11,1.2649209259423052e-08,9.479184280923108e-21
7.811837435111257e-07,0.7209969089375515,3.76,0.0,0.6914844711333538,0.9999937219160187,2.6279574443135774e-07,1.3113315556510546e-20,1.4543982538816096e-14,8.1114155603572e-06,5.981484523279477e-06,1.2387449592982942e-09,1.7718166130717638e-07,4.358652554040708e-07,5.155138716555762e-07,3.2124438707746794e-08,9.230080707275336e-08,1.5740368713004467e-10,2.4248078878628637e-12,1.0267827203605769e-11,6.065726702331298e-11,1.3850377105684216e-12,1.5242896809628695e-11,1.3072372426731246e-08,1.0036205208909142e-20
7.944594579311828e-07,0.7209969117503843,3.76,0.0,0.6914843201178945,0.9999936133745715,2.7278382855285195e-07,1.3427698484736371e-20,1.48188148968332e-14,8.261249254362378e-06,6.0821248744222264e-06,1.2622917303622797e-09,1.7994610828906668e-07,4.3793514326929896e-07,5.284416920460494e-07,3.327068289319648e-08,9.329411143587316e-08,1.605130727248413e-10,2.5214225228576626e-12,1.0860239877675227e-11,6.396602383545081e-11,1.442107598188794e-12,1.6054808574092757e-11,1.3501892530919635e-08,1.0615500217203856e-20
8.077351723512399e-07,0.7209969145678351,3.76,0.0,0.6914841688237114,0.9999935048133317,2.8292528617812045e-07,1.3743136256840716e-20,1.5094134719887662e-14,8.411340087627142e-06,6.182726387933328e-06,1.2858806153977844e-09,1.8266551855492596e-07,4.3994868505814565e-07,5.414299531204294e-07,3.4438135004075863e-08,9.426235053554702e-08,1.6363328596290842e-10,2.6201225338117998e-12,1.1475915222806975e-11,6.739706055271497e-11,1.500446587850882e-12,1.6894168102421657e-11,1.3937741418713286e-08,1.1217552409375759e-20
8.21010886771297e-07,0.720996917389921,3.76,0.0,0.6914840172563887,0.9999933962331478,2.9321760853481627e-07,1.405960713564469e-20,1.5369931319540588e-14,8.56168242865968e-06,6.283288962981506e-06,1.3095106906097656e-09,1.853402630105916e-07,4.4190840153311517e-07,5.544770256685533e-07,3.5626836459840336e-08,9.520618329563381e-08,1.667642241872441e-10,2.7209146016089473e-12,1.2115348463929884e-11,7.095280676867683e-11,1.5600589813711395e-12,1.776137186359785e-11,1.4379891043848158e-08,1.1842846460029232e-20
8.342866011913542e-07,0.7209969202166583,3.76,0.0,0.6914838654213784,0.9999932876348283,3.0365830902298727e-07,1.4377091295081624e-20,1.564619425477742e-14,8.712270780065304e-06,6.383812503509018e-06,1.3331810534342238e-09,1.8797076296405957e-07,4.438167005116216e-07,5.675813533732476e-07,3.6836827901023623e-08,9.612626543293154e-08,1.6990578697583843e-10,2.8238052031459273e-12,1.2779036380786823e-11,7.46356985132109e-11,1.6209490105554447e-12,1.8656814890759284e-11,1.4828313467015969e-08,1.2491868566716149e-20
8.475623156114113e-07,0.7209969230480632,3.76,0.0,0.6914837133239994,0.9999931790191459,3.1424492590795834e-07,1.469557070075897e-20,1.592291333139777e-14,8.86309977772826e-06,6.484296918017587e-06,1.3568908224652397e-09,1.905574856467028e-07,4.4567588192416424e-07,5.807414495443866e-07,3.8068149207938e-08,9.702324810960521e-08,1.7305787612522603e-10,2.9288006185022836e-12,1.3467477260551504e-11,7.844817805570798e-11,1.6831208405115343e-12,1.958089090526591e-11,1.5282980855791988e-08,1.3165106403518491e-20
8.741137444515255e-07,0.7209969287249346,3.76,0.0,0.6914834083627535,0.9999929617386006,3.358462001240663e-07,1.533545138256312e-20,1.6477680356052456e-14,9.16545891526032e-06,6.685148024588294e-06,1.4044251586083404e-09,1.9560167314256429e-07,4.4925558055238724e-07,6.07223330444574e-07,4.0594937249972205e-08,9.87504902171868e-08,1.7939325172211356e-10,3.145130069100019e-12,1.4920618326513795e-11,8.64716997037025e-11,1.8113262479400666e-12,2.1516510927902365e-11,1.6210939734300852e-08,1.458618708376503e-20
8.980100304076283e-07,0.7209969338502277,3.76,0.0,0.6914831330510143,0.9999927661337618,3.5576227551511e-07,1.591459954847027e-20,1.6978433409832998e-14,9.438354026868915e-06,6.86577937793157e-06,1.4473324170631207e-09,1.9999720640479566e-07,4.523303572973398e-07,6.312341552818217e-07,4.2942379795713504e-08,1.0023240752453745e-07,1.8513014985597564e-10,3.3470842584436448e-12,1.6318128521531143e-11,9.416068154387226e-11,1.9311353995054784e-12,2.3360420863596406e-11,1.706718347735976e-08,1.5952898524392153e-20
9.219063163637311e-07,0.7209969389908619,3.76,0.0,0.6914828569659794,0.9999925704831288,3.7611420672300086e-07,1.6496762245173777e-20,1.748051691960588e-14,9.71195138078117e-06,7.0462827277230005e-06,1.490354597240504e-09,2.042598427978442e-07,4.552773189295775e-07,6.554054160106078e-07,4.5359518524059816e-08,1.0164928767449297e-07,1.9089972668949218e-10,3.5559474557896594e-12,1.780365192347485e-11,1.0230777604272445e-10,2.0551596281976727e-12,2.530317709054373e-11,1.794323293332902e-08,1.7405716165207972e-20
9.45802602319834e-07,0.7209969441469105,3.76,0.0,0.6914825801340378,0.9999923747900558,3.9688880821133485e-07,1.7081885444926463e-20,1.798388010229477e-14,9.98622434910596e-06,7.226657680295621e-06,1.5334873040124588e-09,2.0839346100883795e-07,4.5810656639721187e-07,6.797305797246803e-07,4.7846560935845e-08,1.0300463358910593e-07,1.9670148854852038e-10,3.771750080639683e-12,1.9380143410575123e-11,1.1092742897549034e-10,2.183421191887169e-12,2.7347043153969916e-11,1.8838929633161037e-08,1.8947531986187036e-20
9.696988882759369e-07,0.7209969493184409,3.76,0.0,0.6914823025802986,0.9999921790576201,4.180732951939899e-07,1.766992636601411e-20,1.8488474581442466e-14,1.0261147588666124e-05,7.406903875794534e-06,1.576726349423431e-09,2.1240214160584842e-07,4.6082740021417966e-07,7.042036300142274e-07,5.0403707983655135e-08,1.0430183534316629e-07,2.025349639786521e-10,3.994521023065363e-12,2.1050570474765968e-11,1.200341385198497e-10,2.315941860384446e-12,2.9494277243155764e-11,1.9754116218987732e-08,2.058125032178394e-20
9.935951742320398e-07,0.7209969545055162,3.76,0.0,0.6914820243286282,0.9999919832886436,4.396553015708056e-07,1.8260852089018757e-20,1.8994254325943354e-14,1.0536697005418607e-05,7.58702098549023e-06,1.6200677475288441e-09,2.1629011740257942e-07,4.634483839811865e-07,7.288190259607e-07,5.303115439117187e-08,1.0554416260872824e-07,2.0839970328726904e-10,4.224287759509592e-12,2.281791259487764e-11,1.296424527499659e-10,2.4527429554245988e-12,3.174713382309703e-11,2.068863644049983e-08,2.230978724678446e-20
9.999999999999997e-07,0.7209969597081959,3.76,0.0,0.6914819496342863,0.9999919308115975,4.455058479604799e-07,1.8419722460727195e-20,1.9130012185138735e-14,1.0610654851300993e-05,7.635275077648995e-06,1.6317012704083397e-09,2.1731224020229447e-07,4.641349360970057e-07,7.354401156610826e-07,5.374734882142925e-08,1.0586822062026041e-07,2.0997686306464992e-10,4.2870634176350925e-12,2.3308459167088413e-11,1.323048434031629e-10,2.4901392814899235e-12,3.2369195955849566e-11,2.0942377595748296e-08,2.2789568591022636e-20
1.0174914601881427e-06,0.7209969597081959,3.76,0.0,0.6914817454016875,0.9999917874857148,4.6162289310233464e-07,1.885463835220253e-20,1.9501175583186208e-14,1.0812849716739507e-05,7.7670087093073e-06,1.6635077088062207e-09,2.2006172949202458e-07,4.659774028201763e-07,7.535716644167785e-07,5.572908896311176e-08,1.0673475935354527e-07,2.1429527806635268e-10,4.461076463745013e-12,2.468516065890145e-11,1.3976696734613382e-10,2.593845387402138e-12,3.41078651276436e-11,2.1642335150981565e-08,2.4136070010214327e-20
1.0413877461442456e-06,0.7209969649265355,3.76,0.0,0.6914814658209698,0.9999915916512067,4.839645764387782e-07,1.945126846941185e-20,2.0009196808833687e-14,1.1089584012081315e-05,7.946866773548006e-06,1.7070426342284384e-09,2.2372138838822556e-07,4.6842171720752375e-07,7.784568452580309e-07,5.849769488562963e-08,1.078766404364383e-07,2.2022128064309654e-10,4.704912112683387e-12,2.665531643201841e-11,1.5042232350247243e-10,2.739269689138174e-12,3.65787225245812e-11,2.2615058303038064e-08,2.6063036514069803e-20
1.0652840321003485e-06,0.7209969701605874,3.76,0.0,0.6914811856068428,0.9999913957872938,5.066693043355565e-07,2.0050732346515002e-20,2.05182785941849e-14,1.136687931234397e-05,8.126594928801759e-06,1.75066910906187e-09,2.2727354002238846e-07,4.707880124167229e-07,8.034702394700307e-07,6.133715001666821e-08,1.0897268988890863e-07,2.2617732346492557e-10,4.95581858694709e-12,2.8731392069539704e-11,1.6162320602809843e-10,2.889036046873471e-12,3.916195775420318e-11,2.360665294403338e-08,2.809363483603535e-20
1.0891803180564514e-06,0.7209969754103998,3.76,0.0,0.6914809047785881,0.9999911998959681,5.297264776495798e-07,2.0653025593278177e-20,2.1028383591502416e-14,1.1644716128455954e-05,8.30619294802076e-06,1.7943838964800466e-09,2.3072263605687368e-07,4.730824440362454e-07,8.286078597700392e-07,6.424762716599468e-08,1.1002566053476358e-07,2.3216303846752593e-10,5.2138187661145315e-12,3.091640967158658e-11,1.7338434162592149e-10,3.043164328820326e-12,4.185982405134639e-11,2.461696721127529e-08,3.023082279308397e-20
1.1130766040125543e-06,0.7209969806760189,3.76,0.0,0.6914806233544446,0.9999910039790539,5.531259445687912e-07,2.1258148738961916e-20,2.1539476437738893e-14,1.1923076019546214e-05,8.485660624747419e-06,1.8381839310598528e-09,2.3407310810604583e-07,4.753106799022694e-07,8.538660335437542e-07,6.722929436470841e-08,1.1103817469413174e-07,2.3817807643932855e-10,5.478934618689367e-12,3.3213400877165566e-11,1.8572049733789796e-10,3.201674111514751e-12,4.4674577156945235e-11,2.5645850326973784e-08,3.24775675436672e-20
1.1369728899686572e-06,0.7209969859574875,3.76,0.0,0.6914803413516479,0.999990808038221,5.768579974654099e-07,2.1866106535787566e-20,2.2051523677558957e-14,1.2201941551009159e-05,8.664997771480872e-06,1.8820663122134685e-09,2.3732934548511493e-07,4.774779387450154e-07,8.792413779041324e-07,7.028231512419947e-08,1.1201272577398814e-07,2.4422210636644626e-10,5.751187286839864e-12,3.562540649521982e-11,1.9864647914519656e-10,3.3645847041398322e-12,4.7608476226417903e-11,2.6693152592996618e-08,3.48368452261249e-20
1.1608691759247601e-06,0.7209969912548465,3.76,0.0,0.6914800587864747,0.9999906120749972,6.00913367675429e-07,2.247690733431544e-20,2.256449368639871e-14,1.2481296252688145e-05,8.844204218172987e-06,1.9260282975971848e-09,2.4049567618359423e-07,4.795890257765634e-07,9.047307767250741e-07,7.340684868456509e-08,1.1295168060390521e-07,2.502948147570063e-10,6.0305971659968925e-12,3.815547617066011e-11,2.1217713071398895e-10,3.531915170946467e-12,5.066378464065256e-11,2.7758725385440095e-08,3.73116406313601e-20
1.184765461880863e-06,0.7209969965681341,3.76,0.0,0.691479775674281,0.9999904160907795,6.252832184965874e-07,2.3090562525137848e-20,2.307835659390839e-14,1.276112457738575e-05,9.023279810844094e-06,1.9700672965361034e-09,2.435763507636741e-07,4.816483654483749e-07,9.303313595025167e-07,7.660305025253403e-08,1.1385728238224249e-07,2.5639590496233487e-10,6.31718397941029e-12,4.0806668083276746e-11,2.2632733227713155e-10,3.703684351904897e-12,5.3842770726163e-11,2.8842421149033227e-08,3.990494690772626e-20
1.208661747836966e-06,0.7209970018973856,3.76,0.0,0.6914794920295456,0.9999902200868445,6.499591366875251e-07,2.370708604590734e-20,2.359308420799681e-14,1.304141185989687e-05,9.202224410308955e-06,2.0141808635009897e-09,2.465755288900772e-07,4.836600316050735e-07,9.56040481896587e-07,7.987107122898962e-08,1.1473165410231217e-07,2.6252509650467497e-10,6.610966847797038e-12,4.35820486774142e-11,2.4111199964207453e-10,3.879910881729564e-12,5.714770839089576e-11,2.994409339139295e-08,4.2619765296051465e-20
1.2325580337930689e-06,0.7209970072426357,3.76,0.0,0.6914792078659078,0.9999900240643584,6.749331227325068e-07,2.4326493946575957e-20,2.410864993983837e-14,1.3322144276738238e-05,9.381037891003647e-06,2.058366691669004e-09,2.4949726820926356e-07,4.856277752522134e-07,9.818557078141643e-07,8.321105942624653e-08,1.1557680234064171e-07,2.6868212440834273e-10,6.9119643542348635e-12,4.648469242027512e-11,2.565460833153529e-10,4.060613207410778e-12,6.058087768231399e-11,3.10635966771476e-08,4.5459104892709253e-20
1.2564543197491718e-06,0.7209970126039159,3.76,0.0,0.6914789231962087,0.9999898280243854,7.001975801007295e-07,2.4948804003905136e-20,2.462502873024651e-14,1.3603308806713047e-05,9.559720139905254e-06,2.1026226065940757e-09,2.5234551532367807e-07,4.875550501312511e-07,1.007774792907055e-06,8.662315927527564e-08,1.1639462131233283e-07,2.7486673853357163e-10,7.220194604473658e-12,4.9517681586833605e-11,2.7264456773466047e-10,4.245809604366224e-12,6.414456527394418e-11,3.220078662194361e-08,4.842598243876116e-20
1.2803506057052747e-06,0.7209970179812568,3.76,0.0,0.691478638032528,0.9999896319678957,7.257453036963083e-07,2.5574035380376016e-20,2.5142196977676328e-14,1.3884893192418246e-05,9.738271055537072e-06,2.1469465600076046e-09,2.551240986339014e-07,4.894450362725005e-07,1.0337956693754647e-06,9.010751202310147e-08,1.17186897118295e-07,2.810787029194931e-10,7.535675282848245e-12,5.268410606945299e-11,2.8942247060011624e-10,4.4355181913095385e-12,6.784106488620933e-11,3.3355519886348994e-08,5.152342213330422e-20
1.3042468916613776e-06,0.7209970233746873,3.76,0.0,0.6914783523862221,0.9999894358957736,7.515694676713906e-07,2.6202208325195594e-20,2.5660132467986872e-14,1.416688590278062e-05,9.916690547052753e-06,2.1913366237664845e-09,2.578367228424197e-07,4.913006616818552e-07,1.0599164319761553e-06,9.366425592061841e-08,1.179553121212899e-07,2.8731779514141826e-10,7.858423703984531e-12,5.5987063210398995e-11,3.068948422968442e-10,4.629756943927524e-12,7.167267764702503e-11,3.452765416966548e-08,5.475445546924908e-20
1.3281431776174805e-06,0.7209970287842339,3.76,0.0,0.6914780662679598,0.9999892398088247,7.776636127586521e-07,2.683334391340298e-20,2.6178814306085725e-14,1.4449276096693034e-05,1.0094978533393207e-05,2.2357909839625992e-09,2.604869649274978e-07,4.931246223079848e-07,1.0861353251405287e-06,9.729352640109587e-08,1.187014493948418e-07,2.935838056824409e-10,8.188456860495827e-12,5.942965765550575e-11,3.250767654013283e-10,4.8285437074555554e-12,7.56417123974263e-11,3.571704820366117e-08,5.81221210898259e-20
1.3520394635735834e-06,0.7209970342099231,3.76,0.0,0.691477779687758,0.9999890437077803,8.040216332639341e-07,2.746746381784155e-20,2.669822284960909e-14,1.4732053587808518e-05,1.0273134942510365e-05,2.2803079352053583e-09,2.6307827140976164e-07,4.949194004276236e-07,1.1124507311137729e-06,1.009954562496569e-07,1.1942679719612363e-07,2.9987653731899503e-10,8.525791466868553e-12,6.301500122732116e-11,3.439833542643569e-10,5.031896208236719e-12,7.975048594726528e-11,3.692356174623378e-08,6.162946466417891e-20
1.3759357495296863e-06,0.7209970396517792,3.76,0.0,0.6914774926550148,0.9999888475933053,8.306377638426741e-07,2.810459011014717e-20,2.7218339644764305e-14,1.5015208810534728e-05,1.04511597106525e-05,2.3248858750862747e-09,2.656139567496775e-07,4.96687281575612e-07,1.1388611590332681e-06,1.0477017576402673e-07,1.201327534222939e-07,3.0619580452260337e-10,8.8704439997378e-12,6.674621281614199e-11,3.6362975466378144e-10,5.239832064343045e-12,8.400132328574198e-11,3.814705557501488e-08,6.527953878048758e-20
1.3998320354857893e-06,0.7209970451098253,3.76,0.0,0.6914772051785424,0.9999886514660034,8.575065661666616e-07,2.874474508843202e-20,2.773914736439834e-14,1.529873278725708e-05,1.062905278170621e-05,2.369523298832105e-09,2.680972027301607e-07,4.984303701349577e-07,1.1653652348718112e-06,1.0861781290685647e-07,1.208206300179624e-07,3.125414328801704e-10,9.222430734753194e-12,7.062641828744143e-11,3.8403114352076387e-10,5.452368795330321e-12,8.83965577511998e-11,3.9387391480923585e-08,6.90754028551531e-20
1.4237283214418922e-06,0.7209970505840835,3.76,0.0,0.6914769172665989,0.9999884553264201,8.846229155727469e-07,2.9387951129213985e-20,2.826062974832021e-14,1.5582617096806795e-05,1.0806814106590554e-05,2.4142187941509236e-09,2.7053105869314517e-07,5.001506036922732e-07,1.1919616921776412e-06,1.1253849344993558e-07,1.2149165730794607e-07,3.189132585332123e-10,9.58176778023428e-12,7.46587504042816e-11,4.0520272867362066e-10,5.669523831192792e-12,9.293853116429073e-11,4.06444322616779e-08,7.302012305667199e-20
1.447624607397995e-06,0.7209970560745754,3.76,0.0,0.6914766289269176,0.9999882591750495,9.119819877728342e-07,3.003423056060654e-20,2.878277154590267e-14,1.5866853844180903e-05,1.0984443642699324e-05,2.4589710362737564e-09,2.729184425115442e-07,5.018497662558601e-07,1.2186493635484474e-06,1.1653234111060909e-07,1.22146988234223e-07,3.253111276357462e-10,9.94847110781074e-12,7.884634876338881e-11,4.271597487037627e-10,5.8913145205805085e-12,9.762959392832523e-11,4.1918041715271237e-08,7.711677224289508e-20
1.471520893354098e-06,0.7209970615813209,3.76,0.0,0.6914763401667372,0.9999880630123378,9.395792456937981e-07,3.068360555413511e-20,2.930555846098421e-14,1.615143563151345e-05,1.116194135338753e-05,2.503778783192964e-09,2.7526214218928315e-07,5.035295004265524e-07,1.2454271727811826e-06,1.205994776807153e-07,1.2278770247990124e-07,3.317348958313498e-10,1.032255658023779e-11,8.319235974364774e-11,4.499174728085909e-10,6.117758138338361e-12,1.0247210510035867e-10,4.320808463342089e-08,8.136842991045896e-20
1.495417179310201e-06,0.7209970671043394,3.76,0.0,0.6914760509928276,0.9999878668386858,9.674104265059537e-07,3.1336098033258873e-20,2.982897709907117e-14,1.6436355530290117e-05,1.1339307207498675e-05,2.548640871097296e-09,2.7756481799270986e-07,5.051913186045251e-07,1.2722941276439586e-06,1.2474002314835768e-07,1.2341481046670776e-07,3.3818442775015585e-10,1.0704039976570988e-11,8.769993646584931e-11,4.734912007165604e-10,6.348871892421846e-12,1.0746843243631181e-10,4.451442679499476e-08,8.577818215525031e-20
