Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309)
1.7317947930759434e-11,0.8101998885615601,3.76,0.0,0.6590660952759273,0.9999999989544441,3.335575926766628e-19,4.862041507858939e-30,5.53166442475001e-20,1.7357274679361931e-09,1.045543455425497e-09,6.361031593284386e-17,1.0458117635948333e-14,6.901294430313392e-10,4.520380946648056e-14,2.4994761797512514e-16,1.3486805814889046e-14,5.576265664667621e-17,1.803802056340966e-21,9.914806855880807e-24,6.172539581790172e-23,6.052083603795475e-24,3.445399451074212e-22,1.380265853654873e-16,1.866859927688775e-33,2.1584118307179133e-32,1.3383216948194103e-36,1.4548958099545495e-49,2.2958986176726786e-14,1.776740211855588e-17,2.0625243667014988e-27,5.0363326354769804e-29,3.7794458862860895e-26,9.102784455970752e-21,4.756760308740595e-22,6.887624768611433e-42,9.631550085678228e-39,3.5286465484822255e-46,5.130362141199263e-50,2.4199482607399664e-37,2.228157024475025e-29,2.2558331779468652e-51,1.3864663633002705e-57,2.6779114459846795e-43
2.2265933653042055e-11,0.8101998885910426,3.76,0.0,0.6590660947799906,0.9999999986557102,6.915451073746469e-19,1.009337917807193e-29,9.070977150648048e-20,2.2316574549110194e-09,1.3442699856717412e-09,1.0430683411107172e-16,1.7151170309558412e-14,8.872979759026363e-10,6.599229526228315e-14,4.099338563315424e-16,2.0975948949789076e-14,9.143155532755754e-17,2.9662989214514327e-21,2.0556643107772586e-23,1.1637736621723372e-22,1.2547225950893333e-23,7.14147001312912e-22,2.263628172312841e-16,4.8344183608036834e-33,5.719041675384955e-32,4.42627829570609e-36,5.9532792984764084e-49,2.9511162066198226e-14,2.9128925465246485e-17,4.279002166710633e-27,1.0448132207187354e-28,7.80528701758492e-26,1.8820544969789367e-20,1.0329655806019333e-21,2.2758847374056054e-41,3.213952472179164e-38,1.4522557640212402e-45,2.112203549002745e-49,6.557607974882393e-37,5.768462733290934e-29,1.1244766648088842e-50,7.320766517929608e-57,9.198489903780456e-43
3.216190509760729e-11,0.810199888650008,3.76,0.0,0.6590660937881062,0.9999999980582377,2.077868204903213e-18,3.0414934653551835e-29,1.8801577460913084e-19,3.223527987870863e-09,1.941722765032422e-09,2.1618470292812902e-16,3.555692904772381e-14,1.2816196892300097e-09,1.1823580909344586e-13,8.499571419877317e-16,4.087963133663013e-14,1.8946906825067397e-16,6.185124397094627e-21,6.177123232929012e-23,3.0792804095580553e-22,3.769893714395339e-23,2.1445968365527886e-21,4.692887150697014e-16,2.127465990863662e-32,2.558197189020795e-31,3.0162839943698673e-35,6.329244257150408e-48,4.260531788187117e-14,6.034685332165313e-17,1.2876715138188883e-26,3.1437410350144147e-28,2.323963317180411e-25,5.618648576416447e-20,3.431916002410496e-21,1.5223580995881762e-40,2.1353696344075683e-37,1.5073592836796997e-44,2.1949278552033344e-48,3.194314858193529e-36,2.536950888555121e-28,1.860393610572416e-49,1.463443062225076e-55,6.830714725244546e-42
5.1953847986737765e-11,0.8101998887679388,3.76,0.0,0.6590660918042947,0.9999999968632732,8.933180239377204e-18,1.315387730660079e-28,4.886150762706117e-19,5.2073112895994056e-09,3.136627199154127e-09,5.617440843603157e-16,9.244577307698149e-14,2.0702017114738676e-09,2.65385615395115e-13,2.2104002367865938e-15,1.0038537145553227e-13,4.921579028056505e-16,1.6273678138212724e-20,2.6561189150352825e-22,1.1625014050828063e-21,1.620620718191619e-22,9.208781657281449e-21,1.2201479207763363e-15,1.5432331182789394e-31,1.8611953554328013e-30,3.925184505064666e-34,1.5180512505675017e-46,6.875290597426702e-14,1.56669555270817e-16,5.553196347458645e-26,1.355527963186321e-27,9.793480048751612e-25,2.3815368400151965e-19,1.78249827332203e-20,1.8899999860087717e-39,2.6001203179913374e-36,3.3498990519162254e-43,4.8912926999180685e-47,2.7830332259397376e-35,1.8377006805475424e-27,7.426540398270208e-48,8.198325463597357e-54,1.0318435887776036e-40
9.153773376499871e-11,0.8101998890038007,3.76,0.0,0.6590660878364998,0.9999999944732663,5.030089320061353e-17,7.494261589013238e-28,1.5130260427750038e-18,9.175046835687198e-09,5.526431568379587e-09,1.7389866276721706e-15,2.8652296767861675e-13,3.6471201789081635e-09,7.303102260698318e-13,6.8544443916260855e-15,2.9816501095557577e-13,1.5225031681216942e-15,5.1664912506298556e-20,1.4961116745120697e-21,5.9094851634565034e-21,9.123791482805834e-22,5.1719577796378797e-20,3.781852822236774e-15,1.5762707504445774e-30,1.9177390328969296e-29,7.783125054921865e-33,5.996431341876782e-45,1.208856729257569e-13,4.841171769628286e-16,3.1436483898441617e-25,7.677201684365053e-27,5.2929957014737995e-24,1.3022148254811602e-18,1.352174932004719e-19,3.586436422075382e-38,4.825245132084315e-35,1.182122862921272e-41,1.735408319571611e-45,3.8189195983692124e-34,1.8709258610366598e-26,5.1184448736220334e-46,8.829090698134936e-52,2.6634695196112378e-39
9.999999999999999e-11,0.8101998894755262,3.76,0.0,0.6590660869882325,0.9999999939623158,6.783461290260095e-17,1.0158284225309222e-27,1.8049839604514994e-18,1.0023300884897172e-08,6.037324564560662e-09,2.0743787830375537e-15,3.4190062861654723e-13,3.984192261785614e-09,8.592096939951895e-13,8.180478825016345e-15,3.5406391727360594e-13,1.815777041877237e-15,6.207297921538954e-20,2.0179238434557388e-21,7.847210401892563e-21,1.2303167733650476e-21,6.966763109281006e-20,4.512849014323928e-15,2.5149061575060597e-30,3.1045192204510713e-29,1.677886539345896e-32,2.002882023778977e-44,1.3200271722058661e-13,5.771837791147839e-16,4.245856096092331e-25,1.0378649488273858e-26,7.017107069354911e-24,1.7343100872447413e-18,2.0181131793109507e-19,7.60955269438381e-38,1.0181705726297337e-34,3.572712387157558e-41,5.27867738896651e-45,7.189294592710453e-34,2.9772343693608694e-26,2.6026205134341518e-45,6.838418191738267e-51,7.062755041623818e-39
1.7070550532152061e-10,0.8101998894755262,3.76,0.0,0.659066079900223,0.9999999896929416,3.3397700047745437e-16,5.090839775308612e-27,5.2488676391424214e-18,1.7111193704008647e-08,1.030602230554153e-08,6.0293360121859985e-15,9.958022019847132e-13,6.799975114019145e-09,2.3424618213624708e-12,2.384773842328043e-14,1.0085998067508078e-12,5.271307497641516e-15,1.8816523513406526e-19,9.940288930406659e-21,3.67438856807221e-20,6.055669745238171e-21,3.4161193053918225e-19,1.3144930359407288e-14,1.9095146205900477e-29,2.4263011119781164e-28,1.9403869453904718e-31,3.1326423687594674e-43,2.2450540449968516e-13,1.6723348238613158e-15,2.1011862393344793e-24,5.1536424018794724e-26,3.24634272400455e-23,8.161742274156254e-18,1.3295481395534017e-18,8.661321312957436e-37,1.1524574749541091e-33,5.307888195858868e-40,7.870241104896289e-44,7.133099588441997e-33,2.248632423361989e-25,4.737208602557476e-44,1.3601723313993148e-49,9.685231130602643e-38
2.4987327687804254e-10,0.8101998899472542,3.76,0.0,0.6590660719630302,0.9999999849122022,1.0034648110620926e-15,1.5571903719269018e-26,1.122648476641712e-17,2.5048241614936438e-08,1.50855890341625e-08,1.2889620408595313e-14,2.133152549657059e-12,9.951521118145752e-09,4.864092453467866e-12,5.113095591725857e-14,2.1386115966981632e-12,1.125568751281256e-14,4.18626003821421e-19,2.988050783720246e-20,1.0803355529386749e-19,1.8190439547906698e-20,1.0227178464116023e-18,2.816053795183252e-14,7.394909394613045e-29,9.954075006221891e-28,1.0129586059716868e-30,2.0936317030454133e-42,3.272690428830189e-13,3.564026411163021e-15,6.3295464440055504e-24,1.5596665242176244e-25,9.242758901663741e-23,2.3575178662705455e-17,4.833372443213897e-18,4.596610310452262e-36,6.467651809794473e-33,3.536236553976818e-39,5.261700979786443e-43,3.477154382122487e-32,8.663129572913834e-25,3.750415638976321e-43,1.2082796776458822e-48,5.961336481969199e-37
3.2904104843456447e-10,0.8101998904189844,3.76,0.0,0.6590660640249216,0.9999999801310487,2.2234336439857734e-15,3.5110281532012556e-26,1.943531725042536e-17,3.298619057945652e-08,1.9865131744707018e-08,2.2304234564936264e-14,3.698440895708355e-12,1.3101758752514525e-08,8.294842793076009e-12,8.872675503720326e-14,3.687841570779812e-12,1.9454487153712607e-14,7.51885713412347e-19,6.623733763935076e-20,2.365494832017852e-19,4.0296448472673474e-20,2.258388858603508e-18,4.8828173954756e-14,1.9630222670181828e-28,2.7852488059218862e-27,3.405020536605398e-30,8.697106934270855e-42,4.2918350178924195e-13,6.148624630572246e-15,1.403781122900609e-23,3.4785056486085635e-25,1.948511270832863e-22,5.035206297749197e-17,1.236668140578789e-17,1.5859629610808182e-35,2.3047325603526295e-32,1.4422091403898483e-38,2.1527820501751165e-42,1.1326639618296176e-31,2.287547565584074e-24,1.8552843420562712e-42,6.507564591751605e-48,2.3566578822411572e-36
4.082088199910864e-10,0.8101998908907172,3.76,0.0,0.6590660560858969,0.999999975349481,4.164073613268327e-15,6.689798751147886e-26,2.986449752875352e-17,4.092504060890721e-08,2.4644650427318008e-08,3.425713931724287e-14,5.691529633527627e-12,1.6250688597040862e-08,1.2634341623190742e-11,1.366583633624432e-13,5.655919064416037e-12,2.984603229810462e-14,1.1970612629820262e-18,1.2410490609041797e-19,4.396356882951716e-19,7.545071007729336e-20,4.215259472588551e-18,7.514732053203215e-14,4.240992528129312e-28,6.306753425898584e-27,9.002544901106061e-30,2.78891339338287e-41,5.302558735115619e-13,9.415321295521102e-15,2.6280170825739694e-23,6.555275214023605e-25,3.477135615199631e-22,9.097033446953859e-17,2.6068093598227992e-17,4.2999064994453404e-35,6.360784105911032e-32,4.475957151512473e-38,6.702220212854628e-42,2.9461928173220794e-31,4.914428430762017e-24,6.988153557932834e-42,2.6427120840296267e-47,7.244624650234665e-36
5.665443631041303e-10,0.8101998918341897,3.76,0.0,0.6590660402050995,0.9999999657851041,1.0838138492339662e-14,1.8010523815511772e-25,5.734389032531905e-17,5.680544390402246e-08,3.420361567220889e-08,6.571888616207134e-14,1.0960597867636301e-11,2.2544627065540496e-08,2.403820932723212e-11,2.636140019675222e-13,1.0847243598544195e-11,5.712812104021236e-14,2.456846880894305e-18,3.233024402682558e-19,1.1338641961207972e-18,1.962930322197615e-19,1.0897678747887622e-17,1.4473822658359397e-13,1.3680762129768268e-27,2.212924997046022e-26,4.096677989946656e-29,1.8331869273638364e-40,7.29900337152841e-13,1.795559951891633e-14,6.810682158292372e-23,1.7261568512695013e-24,8.25206736891619e-22,2.2083596077479768e-16,8.161055048610641e-17,2.0391150589401574e-34,3.078648379018308e-31,2.6603308576549373e-37,4.00994693322943e-41,1.3213107712940061e-30,1.5654743251801596e-23,6.119242523429154e-41,2.6970847376265724e-46,4.330254329149573e-35
7.248799062171741e-10,0.8101998927776717,3.76,0.0,0.6590660243206381,0.9999999562190725,2.2389773847176747e-14,3.8406574062205686e-25,9.357840483864637e-17,7.268945158906564e-08,4.376248468984107e-08,1.0714792523404492e-13,1.7939252912505397e-11,2.8833341170539774e-08,3.9072721273030194e-11,4.321805789829129e-13,1.770961660875989e-11,9.293169131842216e-14,4.270729247139046e-18,6.684630862899029e-19,2.3299365815504333e-18,4.053317887540163e-19,2.236596151699941e-17,2.3692910568418425e-13,3.301522957994719e-27,5.720581050377705e-26,1.2797804593995803e-28,7.330299965516384e-40,9.262583156285138e-13,2.910028270917334e-14,1.396698237761694e-22,3.6036828182359555e-24,1.5625333550281869e-21,4.2685917666131558e-16,1.9360490463634226e-16,6.4766264862524785e-34,9.968250284284637e-31,9.864118549810553e-37,1.4942060157289554e-40,4.068829518208827e-30,3.7301104329856106e-23,2.804883196289327e-40,1.3714332006653969e-45,1.5979624907983155e-34
8.83215449330218e-10,0.8101998937211634,3.76,0.0,0.6590660084325127,0.9999999466513884,4.0254281455512695e-14,7.118694403794485e-25,1.384780559536009e-16,8.857706375522957e-08,5.332125739711741e-08,1.584121766328914e-13,2.662633137499128e-11,3.511683579965257e-08,5.773474865841536e-11,6.425471840440438e-13,2.6239916631181922e-11,1.370807378206587e-13,6.714945659897951e-18,1.2028635091035676e-18,4.17451404064814e-18,7.284204115586361e-19,3.994780272572449e-17,3.5171558906078987e-13,6.70381585724899e-27,1.2345340757715308e-25,3.239803021398625e-28,2.301523849979224e-39,1.119387729547687e-12,4.276224036474479e-14,2.485694037522637e-22,6.5430827712058664e-24,2.5817184207127038e-21,7.188953603605337e-16,3.8883574200977403e-16,1.649896092565741e-33,2.5834960165179657e-30,2.8647882429494344e-36,4.360122369367335e-40,1.0148502259079469e-29,7.470563204963173e-23,9.764186801646705e-40,5.203929037740078e-45,4.620374679372184e-34
9.999999999999999e-10,0.8101998946646646,3.76,0.0,0.6590659967114597,0.9999999395934328,5.830756216318473e-14,1.0541798529436153e-24,1.770960262227728e-16,1.0029770041103507e-07,6.03715202392878e-08,2.024504499297386e-13,3.4127793434942625e-11,3.974805098416419e-08,7.382210953534949e-11,8.24601159177283e-13,3.3598660816092807e-11,1.748921779137223e-13,8.965595394728462e-18,1.743475247035063e-18,6.03569753462711e-18,1.0547497362261516e-18,5.757563697590409e-17,4.5085606003971905e-13,1.0467864032627207e-26,2.0123017810259526e-25,5.891980289831436e-28,4.902892957842999e-39,1.2597994572471994e-12,5.4402956061812185e-14,3.5665146814219876e-22,9.543720296947142e-24,3.517293697227563e-21,9.923748203798506e-16,6.036411520170143e-16,3.001648196362619e-33,4.7546672307993424e-30,5.712018241847592e-36,8.726223622558874e-40,1.8232506284563334e-29,1.1533125217921083e-22,2.231429531587392e-39,1.2678243319666312e-44,9.190217734676614e-34
1.0415509924432618e-09,0.8101998946646646,3.76,0.0,0.6590659925407236,0.9999999370820531,6.585376906973597e-14,1.1997231747732267e-24,1.9195468734038712e-16,1.0446828048996878e-07,6.287993371172955e-08,2.1938268449992515e-13,3.702067869726909e-11,4.1395115792151196e-08,8.002119234327011e-11,8.948971220143531e-13,3.6435053548011414e-11,1.8940490694963815e-13,9.864634950661204e-18,1.9695759402860318e-18,6.813141097194471e-18,1.1911152406448899e-18,6.491269876690219e-17,4.890933457044078e-13,1.2110854843486147e-26,2.3616041181736345e-25,7.158661451056271e-28,6.242643262443288e-39,1.3093448385698318e-12,5.885753065632364e-14,4.0136419285323367e-22,1.080457199758751e-23,3.88829301505143e-21,1.1020126715276051e-15,6.971794202959612e-16,3.646108835836003e-33,5.795767648607826e-30,7.132028703426734e-36,1.0907824989523479e-39,2.2064920176642583e-29,1.3289467886191539e-22,2.8950925253700756e-39,1.6722670285844936e-44,1.1467477551647014e-33
1.3582220786693493e-09,0.8101998965516966,3.76,0.0,0.6590659607461535,0.9999999179384353,1.4570643303388613e-13,2.8179063657682658e-24,3.24307999984092e-16,1.3626152797989518e-07,8.199699684777503e-08,3.6996141999620175e-13,6.292674315469367e-11,5.393605037143695e-08,1.354554603472133e-10,1.526222092260797e-12,6.180801677789394e-11,3.179530545832678e-13,1.8565565533292608e-17,4.366343821244341e-18,1.5031835975455876e-17,2.6328249925760467e-18,1.4154862886093517e-16,8.316060661342149e-13,3.1175747176248093e-26,6.839968668009445e-25,2.7661116016058116e-27,3.936292165651341e-38,1.6799500642115798e-12,9.804251834262091e-14,8.56650807267844e-22,2.4323888551354326e-23,7.343635924422643e-21,2.1439591447273953e-15,1.7755506079062485e-15,1.3745080012446714e-32,2.2564764296792754e-29,3.4695481247071493e-35,5.383157404683057e-39,8.066714288202095e-29,3.286665858426134e-22,2.1795658648843043e-38,1.6558445714689347e-43,5.45049702616496e-33
1.6228317331637464e-09,0.8101998981285264,3.76,0.0,0.6590659341674422,0.9999999019370195,2.4833768099842113e-13,5.026654517884889e-24,4.604746107689989e-16,1.628389530153882e-07,9.797087583209839e-08,5.244865495471387e-13,8.980116551887532e-11,6.439927208582037e-08,1.9286810015326893e-10,2.1840512022750937e-12,8.809031441590815e-11,4.4905116605807303e-13,2.863708541280808e-17,7.453875225847618e-18,2.558553049282293e-17,4.48363845843647e-18,2.383823323569976e-16,1.1870737560928107e-12,5.821078418773646e-26,1.3896828674738207e-24,6.711039896887947e-27,1.2512964361942687e-37,1.980359216305996e-12,1.3756895758808966e-13,1.4113304902846269e-21,4.197495629444004e-23,1.1082070716117515e-20,3.3026183422927117e-15,3.292894600765365e-15,3.272256972486889e-32,5.485395104665354e-29,9.465854731253696e-35,1.4807024868025664e-38,1.8890714102962655e-28,5.927498032356171e-22,7.431748226419749e-38,6.2466256180641614e-43,1.4783950767651107e-32
1.8874413876581434e-09,0.8101998997053842,3.76,0.0,0.6590659075784981,0.9999998859310123,3.9050475953378013e-13,8.247314796213532e-24,6.195162537707589e-16,1.8942644623797933e-07,1.1394448456478107e-07,7.045547637906996e-13,1.2142918883587036e-10,7.484799070237502e-08,2.6036429994589664e-10,2.9613210577092473e-12,1.1898344576965592e-10,6.009587399143187e-13,4.161346774524932e-17,1.1739918824317117e-17,4.020002117005598e-17,7.044658229738427e-18,3.7043221808928396e-16,1.60558178693906e-12,9.822444694764681e-26,2.532083923119208e-24,1.4200796502696857e-26,3.3540587847411404e-37,2.272582535777362e-12,1.8290686683376307e-13,2.139820083001371e-21,6.672266342590537e-23,1.5566319840825225e-20,4.719917707522195e-15,5.520792404715261e-15,6.79654770940907e-32,1.1621803878951182e-28,2.196136404665304e-34,3.4605199962519517e-38,3.873074277850931e-28,9.64565284058794e-22,2.0947548707996058e-37,1.9265204054307623e-42,3.426930664211969e-32
2.1520510421525406e-09,0.8101999012822698,3.76,0.0,0.6590658809793215,0.9999998699204206,5.786230824387718e-13,1.27161044609776e-23,8.010572815637823e-16,2.1602400797611643e-07,1.2991782267507507e-07,9.096258743515151e-13,1.5780556168257604e-10,8.528222791287259e-08,3.3793009800903905e-10,3.858773134166464e-12,1.5447353054220019e-10,7.729924720009364e-13,5.782471366035038e-17,1.7423367993106723e-17,5.953730137276333e-17,1.0429806994965118e-17,5.424698608119394e-16,2.0871105586772105e-12,1.539654281586488e-25,4.258432708670653e-24,2.714927838575989e-26,7.915154603969041e-37,2.556849725761962e-12,2.3372774041412904e-13,3.0517954777894956e-21,9.980683251232611e-23,2.0759915672490958e-20,6.387342865448873e-15,8.597150792123182e-15,1.2769767462594146e-31,2.2256316741944714e-28,4.5211941614456356e-34,7.16936870640775e-38,7.203895303167533e-28,1.4563381562776902e-21,5.137769713682234e-37,5.0566315921812884e-42,7.075635229746789e-32
2.6812703511413346e-09,0.8101999044361262,3.76,0.0,0.6590658277502713,0.999999837885513,1.118334125873535e-12,2.646449575345796e-23,1.2301772206030555e-15,2.6924933818851585e-07,1.6186368554889031e-07,1.3926938389422344e-12,2.4478230283563833e-10,1.0610734445985702e-07,5.232147664691634e-10,6.01703702406021e-12,2.3918923999822265e-10,1.1748572671629342e-12,1.0125297778360115e-16,3.378573058633618e-17,1.1503427109926151e-16,2.01248599963577e-17,1.02393865873422e-15,3.2391519326459405e-12,3.2381074604325587e-25,1.0192615060328014e-23,8.137937184043445e-26,3.574846652141171e-36,3.102390799388828e-12,3.5059293480064006e-13,5.440844987655113e-21,1.9595590632427959e-22,3.312182476795301e-20,1.042599863569704e-14,1.781044657885634e-14,3.6858320943523107e-31,6.686185711666354e-28,1.5306753260477915e-33,2.456185636952166e-37,2.0444770473204163e-27,2.8284701190518354e-21,2.4607196329253008e-36,2.7615112841981816e-41,2.411468196705863e-31
3.2104896601301286e-09,0.8101999075900977,3.76,0.0,0.6590657744802927,0.9999998058323534,1.9186755195126994e-12,4.850609723724477e-23,1.744952411476722e-15,3.225149459161389e-07,1.9380846149738123e-07,1.9695947167337687e-12,3.5068923629192197e-10,1.268747940284531e-07,7.48610772658e-10,8.664334797085785e-12,3.421269865239473e-10,1.6496168625717652e-12,1.6150674834363317e-16,5.815497962949595e-17,1.9739052304834613e-16,3.4470431622804076e-17,1.7162189497270738e-15,4.643041093755114e-12,5.90199463455323e-25,2.0778203690338653e-23,1.9848204683702524e-25,1.2019260754544417e-35,3.6186938060740854e-12,4.857910481286913e-13,8.593701603788669e-21,3.4033289135376593e-22,4.787523359622652e-20,1.5326776035176093e-14,3.191953145634473e-14,8.680000991894478e-31,1.633695966522084e-27,4.0683806543184816e-33,6.588025448616295e-37,4.756805866875144e-27,4.751933413537414e-21,8.527374070374221e-36,1.042765795587857e-40,6.459932739037558e-31
