Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309)
4.016661306547075e-05,0.8110265510197416,3.76,0.0,0.6385022176168378,0.9920106979789641,0.00968516270161422,1.3641864786719135e-13,6.974991534572715e-10,0.009880005519696202,0.0003344362773220323,4.931313042467579e-07,9.94489546292311e-05,8.999607825935754e-05,0.006024051045578023,0.0036477713688413903,2.594168973411366e-05,6.073882856201081e-07,3.028205785424431e-06,0.001510659151704244,0.001207653218245373,8.099030782032508e-06,0.001238223146545655,5.746994377616487e-06,2.1182470291334672e-11,2.3810222836984238e-07,2.3981297551725497e-05,1.5882174946816168e-09,1.7304059913595183e-07,2.7059279283577446e-07,1.0584551628740374e-14,2.1379070632586613e-11,3.2259814777875255e-14,1.1824745668717555e-08,0.00029594443480062045,5.69603142122414e-09,7.860353775986726e-08,3.478556415918268e-13,2.1252827045843682e-16,1.1464196557306704e-10,2.5178684227317385e-13,3.290512567541175e-07,7.678391796234191e-12,4.4953288409409184e-15
4.030124186085209e-05,0.811031985048765,3.76,0.0,0.6383733450268503,0.9919531277657817,0.009755816974492418,1.3807286243615023e-13,7.01508381152747e-10,0.009914484163299972,0.00033504022687157176,4.948206764203714e-07,9.993375018826247e-05,9.057760011598318e-05,0.006073024745704536,0.0036687362616510434,2.6079884541481506e-05,6.100842460123249e-07,3.0532454710090676e-06,0.0015277825020612796,0.0012175686971781718,8.179516310107299e-06,0.0012532026155625355,5.764278952896442e-06,2.1422628539199502e-11,2.4191454269000795e-07,2.44327717695148e-05,1.6264849236915478e-09,1.7448166694818143e-07,2.728175796911867e-07,1.06708948992447e-14,2.156953083473634e-11,3.2522951235619e-14,1.192215805306689e-08,0.00029923831342603974,5.835356104330361e-09,8.028317508410696e-08,3.5530901098742756e-13,2.1758983576732676e-16,1.1620815537693259e-10,2.560294183960917e-13,3.373971640496481e-07,7.873146844531435e-12,4.567344421368767e-15
4.043587065623343e-05,0.8110374509162591,3.76,0.0,0.6382439283219893,0.9918952668274553,0.009826825786820457,1.3974707613621579e-13,7.055441783937388e-10,0.009948964109953997,0.00033565044764430433,4.965097258310018e-07,0.00010042033178580203,9.116225306028175e-05,0.006122314922692511,0.00368972398525815,2.6218635237359783e-05,6.12790404404116e-07,3.0784161531850433e-06,0.0015450420340607698,0.0012275195253434287,8.260545814037e-06,0.0012683159846042559,5.781734946598312e-06,2.1664698077468767e-11,2.4577731756327773e-07,2.489138334377543e-05,1.6655701725149463e-09,1.7593143307231996e-07,2.7505556200490434e-07,1.07577344807395e-14,2.176104910399582e-11,3.2787618191418346e-14,1.2020140113698759e-08,0.00030255937366498636,5.9777135219055685e-09,8.199467315789603e-08,3.629042757707214e-13,2.2276021249051943e-16,1.177905043734912e-10,2.603354059622628e-13,3.4592713628603335e-07,8.072197223179295e-12,4.6403431192164444e-15
4.057049945161477e-05,0.811042948821075,3.76,0.0,0.6381139657118582,0.9918371141074896,0.00989819052391315,1.4144143423759595e-13,7.096068367166027e-10,0.009983445365812636,0.0003362669189041688,4.981984504238957e-07,0.00010090870430155766,9.175004798952448e-05,0.006171923174290318,0.0037107341754706266,2.635794309882232e-05,6.155068089219298e-07,3.103718144129856e-06,0.001562438371670962,0.0012375055708388153,8.342121278591606e-06,0.001283564057251538,5.799362555486056e-06,2.1908687685177037e-11,2.496910916741825e-07,2.5357224767306863e-05,1.7054885754330295e-09,1.773899355945706e-07,2.773068010830594e-07,1.0845078998343375e-14,2.1953622821584373e-11,3.305381882127706e-14,1.2118695025548186e-08,0.0003059077758045023,6.12316192330679e-09,8.373857300865831e-08,3.706438421217619e-13,2.280411088243453e-16,1.1938932493971787e-10,2.647055304941691e-13,3.546446348902075e-07,8.275623710093282e-12,4.714336161793884e-15
4.070512824699611e-05,0.811048478962638,3.76,0.0,0.6379834554039464,0.9917786685453636,0.009969912575211832,1.4315613490628081e-13,7.136966577283074e-10,0.010017927934889148,0.00033688961998662594,4.998868480261481e-07,0.00010139887260141987,9.234099583005367e-05,0.006221851102426155,0.00373176646776882,2.6497809400953386e-05,6.182335015986475e-07,3.1291517544725365e-06,0.001579972139121304,0.001247526701039696,8.424244686362107e-06,0.0012989476398216453,5.81716197905831e-06,2.2154606153938944e-11,2.5365640810609056e-07,2.583038948233405e-05,1.7462557149551066e-09,1.788572126518713e-07,2.795713573440267e-07,1.0932929981066838e-14,2.2147254970141298e-11,3.3321560234769865e-14,1.2217825042193664e-08,0.0003092836808239786,6.271760532970506e-09,8.55154239978507e-08,3.785301699893595e-13,2.3343472220165396e-16,1.210047222996414e-10,2.6914063755383305e-13,3.6355317518073007e-07,8.483508341210722e-12,4.7893350036733095e-15
4.083975704237745e-05,0.8110540415409573,3.76,0.0,0.6378523956036588,0.9917199290765344,0.010041993334274572,1.4489149381490864e-13,7.178139461014641e-10,0.010052411819061859,0.0003375185302997753,5.015749163468863e-07,0.00010189084153764298,9.293510753109207e-05,0.006272100313197304,0.0037528204972980816,2.6638235416908716e-05,6.209705230733098e-07,3.15471729326461e-06,0.0015976439608785635,0.0012575827825979029,8.506918017911122e-06,0.0013144675413677637,5.8351334195644005e-06,2.240246227917253e-11,2.5767381438671387e-07,2.6310971888149004e-05,1.7878874251956538e-09,1.8033330258229033e-07,2.8184929038446467e-07,1.1021288163151375e-14,2.2341948645055094e-11,3.359084953966814e-14,1.2317532449165246e-08,0.00031268725039550486,6.423569565367621e-09,8.732578394452648e-08,3.865657572924118e-13,2.389432862473046e-16,1.2263677085998493e-10,2.7364159643304306e-13,3.726563270707099e-07,8.695934426588235e-12,4.865351348549964e-15
4.097438583775879e-05,0.8110596367565701,3.76,0.0,0.6377207845143412,0.9916608946324414,0.010114434198766889,1.466477860677789e-13,7.219590078148538e-10,0.010086897018080656,0.00033815362932525077,5.032626529774765e-07,0.00010238461594896782,9.353239405855206e-05,0.006322672416859364,0.0037738958988637046,2.6779222417976505e-05,6.237179155997978e-07,3.1804150679319203e-06,0.0016154544616240093,0.001267673681440569,8.590143251582626e-06,0.0013301245736783008,5.853277082017768e-06,2.2652264857941898e-11,2.61743862497306e-07,2.679906734840855e-05,1.830399795128146e-09,1.8181824372120613e-07,2.8414066058080876e-07,1.1110156505883701e-14,2.253770545632056e-11,3.3861692855605743e-14,1.2417819739339154e-08,0.0003161186468835439,6.578650239254246e-09,8.917021924618977e-08,3.9475313649705775e-13,2.4456895963326506e-16,1.2428561507210241e-10,2.7820925004749503e-13,3.819577157424187e-07,8.912986566058251e-12,4.942396916901241e-15
4.110901463314013e-05,0.8110652648105912,3.76,0.0,0.6375886203373063,0.9916015641405117,0.010187236570452828,1.4842526532460697e-13,7.261321519907475e-10,0.010121383529573534,0.0003387948966189148,5.049500553919139e-07,0.00010288020066062853,9.413286639872367e-05,0.006373569027815325,0.0037949923069314604,2.6920771673519273e-05,6.264757207163676e-07,3.2062453842576177e-06,0.0016334042662310335,0.0012777992627689358,8.673922363368207e-06,0.0013459195512763125,5.871593174204989e-06,2.2904022691746688e-11,2.6586710889077556e-07,2.7294772198227284e-05,1.87380917199785e-09,1.833120744383952e-07,2.8644552853635106e-07,1.1199537025284707e-14,2.2734527751358916e-11,3.4134096891283825e-14,1.25186893040749e-08,0.00031957803334684687,6.7370647916236955e-09,9.104930499721725e-08,4.030948813676353e-13,2.5031399994616447e-16,1.259513714954858e-10,2.8284446588944303e-13,3.9146102230675006e-07,9.134750664746014e-12,5.020483554023289e-15
4.1243643428521466e-05,0.8110709259046966,3.76,0.0,0.6374559012718587,0.9915419365241618,0.010260401855186002,1.502242078725475e-13,7.303336905835524e-10,0.010155871349053514,0.0003394423118114233,5.066371209471768e-07,0.00010337760048439753,9.473653555859707e-05,0.006424791764604529,0.0038161093556258723,2.706288445095776e-05,6.292439792715659e-07,3.232208546359951e-06,0.0016514939997424706,0.0012879593910571018,8.758257326854872e-06,0.0013618532914186842,5.8900819066913745e-06,2.315774458490524e-11,2.700441145193173e-07,2.7798183751299923e-05,1.918132164837391e-09,1.848148331750966e-07,2.887639547984374e-07,1.1289431743975802e-14,2.2932417776575307e-11,3.440806825743093e-14,1.262014355515957e-08,0.00032306557353974335,6.898876491913452e-09,9.296362510842713e-08,4.115936049612194e-13,2.5618069361368476e-16,1.2763415612066427e-10,2.875481212453954e-13,4.011699844684422e-07,9.361313948546178e-12,5.0996232399498095e-15
4.1378272223902805e-05,0.8110766202411189,3.76,0.0,0.6373226255153227,0.9914820107028027,0.010333931462900492,1.5204489621871352e-13,7.345639384053321e-10,0.010190360469926048,0.0003400958546086874,5.083238468835716e-07,0.00010387682021864534,9.534341256476849e-05,0.006476342249891286,0.0038372466787281196,2.7205562015777065e-05,6.320227320140947e-07,3.2583048566538404e-06,0.001669724287347463,0.0012981539300507363,8.843150113109912e-06,0.0013779266140951936,5.9087434928245075e-06,2.341343934426469e-11,2.742754448557498e-07,2.830940030713097e-05,1.9633856479782217e-09,1.8632655841730135e-07,2.9109600010504707e-07,1.1379842935355907e-14,2.3131377621059058e-11,3.468361348132536e-14,1.27221849234446e-08,0.0003265814319130797,7.0641496566028635e-09,9.491377242965027e-08,4.2025196017768384e-13,2.621713561278239e-16,1.2933409339572663e-10,2.9232109905701717e-13,4.110883972039188e-07,9.592764979941923e-12,5.179828058119289e-15
4.1647529814665484e-05,0.8110881094526532,3.76,0.0,0.6370543967085884,0.9913612601027101,0.010482089307337678,1.557526347824081e-13,7.431118358340139e-10,0.010259342578996078,0.0003414212422198938,5.116962682808057e-07,0.00010488073854541291,9.656683432170165e-05,0.006580432977143291,0.0038795806815549723,2.7492616559726302e-05,6.376118812604629e-07,3.31089812278639e-06,0.001706609026134268,0.0013186456914841542,9.01461702482394e-06,0.0014104953006653484,5.946586093335321e-06,2.3930782700421947e-11,2.8290336427951214e-07,2.9355646613678053e-05,2.0567529328643713e-09,1.8937706258881387e-07,2.95801191641976e-07,1.1562223302063555e-14,2.353251547429733e-11,3.523945197643485e-14,1.29280387025113e-08,0.0003336987644964142,7.4053429957904565e-09,9.892396581764379e-08,4.380583838402088e-13,2.7453408204121255e-16,1.3278590908746913e-10,3.0207861166905463e-13,4.3156904627538743e-07,1.007069134950321e-11,5.343482017022035e-15
4.191678740542816e-05,0.8110997340742816,3.76,0.0,0.636783919457079,0.9912393036155794,0.010631721464495737,1.5955078134713734e-13,7.517784215081763e-10,0.010328329762181978,0.0003427708986146422,5.15067295187975e-07,0.00010589199376155097,9.780322027968964e-05,0.006685854272927323,0.003921991378753989,2.7781945390075297e-05,6.432434873174924e-07,3.3640275668645345e-06,0.0017440634861225271,0.0013392734424142682,9.188338812711015e-06,0.0014436322255190006,5.985122738117793e-06,2.445612325754396e-11,2.9175548214652445e-07,3.0434317510763738e-05,2.15405146029013e-09,1.9246389576598202e-07,3.0056159201814333e-07,1.1746695460987594e-14,2.393795844953891e-11,3.58016652823431e-14,1.3136270075060133e-08,0.00034093136067788257,7.7611808460861e-09,1.0308481157124159e-07,4.56536203345126e-13,2.8742156099042912e-16,1.3630779396599093e-10,3.121242797912184e-13,4.5293450128938747e-07,1.0569265624292805e-11,5.511544469423958e-15
4.218604499619084e-05,0.8111114957440617,3.76,0.0,0.6365111792707245,0.991116132452945,0.010782839359821113,1.6344170063911338e-13,7.605663202621101e-10,0.010397321891679561,0.0003441446641690586,5.184369013685955e-07,0.00010691062377585157,9.905265936508285e-05,0.006792619265839077,0.003964475828112815,2.807355855982499e-05,6.48917863538121e-07,3.417695544023339e-06,0.0017820926716913,0.0013600360664451875,9.364331144029246e-06,0.0014773440468364416,6.024355233845586e-06,2.4989531535824236e-11,3.008364871665582e-07,3.154623562287056e-05,2.2554261389515094e-09,1.9558736747403624e-07,3.053776922945769e-07,1.1933276809781684e-14,2.4347723487458058e-11,3.637030644135744e-14,1.3346898522164244e-08,0.0003482805612526635,8.132216945591743e-09,1.07401387074898e-07,4.757081489687244e-13,3.0085384361246486e-16,1.399007303652495e-10,3.224655405248838e-13,4.752172538568386e-07,1.108924605589372e-11,5.6841163673881624e-15
4.245530258695352e-05,0.8111233961090173,3.76,0.0,0.6362361616302993,0.9909917377626875,0.010935454483167994,1.6742782526572895e-13,7.694782053525947e-10,0.010466318806786933,0.00034554238046947375,5.218050587605633e-07,0.00010793666628632682,0.00010031524081848271,0.00690074114928599,0.004007031081845446,2.836746608987808e-05,6.546353179369037e-07,3.471904379424833e-06,0.0018207015872498946,0.0013809324353919413,9.542609635720062e-06,0.0015116374663934411,6.064285431152558e-06,2.5531078067168074e-11,3.1015114246495467e-07,3.26922400532357e-05,2.3610264722554616e-09,1.9874778791118529e-07,3.1024998573215094e-07,1.2121984807520093e-14,2.4761827334643935e-11,3.694542864183966e-14,1.3559943570718072e-08,0.0003557477182654084,8.51902325758169e-09,1.1187892506721103e-07,4.955976501069725e-13,3.1485166967074205e-16,1.4356570755278943e-10,3.3310999494276837e-13,4.984507791242412e-07,1.1631413849592172e-11,5.861300602605192e-15
4.27245601777162e-05,0.8111354368251382,3.76,0.0,0.6359588519883033,0.9908661106291929,0.011089578388495868,1.7151165502078587e-13,7.785167992301663e-10,0.010535320314223884,0.0003469638903018494,5.251717374921507e-07,0.00010897015878103744,0.00010159105419334851,0.007010233181049805,0.00404965418658618,2.8663677968691885e-05,6.603961531377484e-07,3.526656367367601e-06,0.001859895236420959,0.0014019614092322902,9.723189851171122e-06,0.0015465192295009511,6.104915224145736e-06,2.6080833384041775e-11,3.1970428624621953e-07,3.38731866275409e-05,2.4710066771518606e-09,2.0194546791218167e-07,3.1517896774966646e-07,1.2312836953958673e-14,2.5180286546816482e-11,3.7527085212942216e-14,1.3775424790251214e-08,0.0003633341950436396,8.922190486874558e-09,1.1652281804376225e-07,5.162288551982744e-13,3.2943648953820963e-16,1.4730372097529257e-10,3.440654114033299e-13,5.226695593545252e-07,1.219657371474654e-11,6.043202038145989e-15
4.2993817768478876e-05,0.8111476195573737,3.76,0.0,0.6356792357698193,0.9907392420735185,0.011245222693574095,1.7569575931691555e-13,7.876848743620243e-10,0.01060432618846214,0.0003484090376354102,5.285369058985626e-07,0.00011001113853881779,0.0001028801893545947,0.007121108682843491,0.00409234218339628,2.8962204151980722e-05,6.662006663928321e-07,3.5819537703930165e-06,0.00189967862123141,0.0014231218360592779,9.90608729695646e-06,0.0015819961249378838,6.146246549781832e-06,2.663886800843355e-11,3.295008324681158e-07,3.508994813204357e-05,2.5855258072990646e-09,2.0518071891116313e-07,3.201651358891842e-07,1.2505850793259969e-14,2.5603117482687537e-11,3.811532961785284e-14,1.3993361790667774e-08,0.00037104136622891586,9.342328591534494e-09,1.2133862264581056e-07,5.376266515997878e-13,3.4463048593115007e-16,1.5111577236169086e-10,3.5533972848886337e-13,5.479091071968968e-07,1.2785554407905256e-11,6.2299275379360136e-15
4.353233295000423e-05,0.8111724177747546,3.76,0.0,0.6351130251716794,0.9904817444641953,0.011561119291377965,1.8437543067520079e-13,8.064208133084405e-10,0.010742349976061995,0.00035136962646178634,5.352625762154609e-07,0.00011211570791616698,0.00010549878604423004,0.007347063700305981,0.0041779009897457055,2.9566239089358088e-05,6.779418893122106e-07,3.6941937077719103e-06,0.001981034593078597,0.0014658323813455925,1.0278895601836867e-05,0.0016547626847935191,6.231021756317625e-06,2.7780057149622032e-11,3.4984417089643794e-07,3.7634493272271065e-05,2.8288419956675064e-09,2.1176518241147216e-07,3.303110311535419e-07,1.289843393749921e-14,2.6461958954309785e-11,3.931179642110287e-14,1.4436681763041559e-08,0.00038682334712717705,1.0236056651102083e-08,1.3150904040980727e-07,5.828253819984017e-13,3.7693853441908607e-16,1.5896602669406284e-10,3.7887768850680156e-13,6.015978461796292e-07,1.4038416759776969e-11,6.6182883705445586e-15
4.407084813152959e-05,0.8111978042597803,3.76,0.0,0.6345374127212302,0.9902191718430675,0.011883238483588196,1.9348886757247997e-13,8.257092339783226e-10,0.01088038773399661,0.0003544229214623044,5.41981781215124e-07,0.00011425066848589453,0.00010817175598030267,0.007578714036119386,0.004263683718877776,3.0179649881469433e-05,6.898612577199955e-07,3.8086416232714725e-06,0.0020648094554767487,0.0015090546165023543,1.0661157339277905e-05,0.0017299923225006495,6.318627372263636e-06,2.8955209025830653e-11,3.7122201014349463e-07,4.033320610185214e-05,3.0923490455697572e-09,2.1850368045205337e-07,3.406916932491391e-07,1.3299875408578936e-14,2.733847854409598e-11,4.053525923647957e-14,1.4890061093282045e-08,0.00040310488548518143,1.1205492567248654e-08,1.4243808764143766e-07,6.314085033570217e-13,4.119687857799741e-16,1.6712460584160584e-10,4.037909062775955e-13,6.598226094623433e-07,1.5397133011816265e-11,7.027279179387153e-15
4.4555511794902414e-05,0.8112211663368956,3.76,0.0,0.6340112258282411,0.9899784561311589,0.012178544744170745,2.0208104018537524e-13,8.435610569387396e-10,0.011004631250991442,0.00035724915175050666,5.480232772650996e-07,0.00011619835784227257,0.00011062452128419882,0.007792158760113576,0.004341059903123563,3.0739800789767096e-05,7.007428116615546e-07,3.913546521987079e-06,0.002142307940023105,0.00154838415299302,1.101337616929448e-05,0.0017998510874088843,6.399906422443108e-06,3.0042348888148275e-11,3.9138133882552364e-07,4.290015086914778e-05,3.3479731780719364e-09,2.2470210199034252e-07,3.502383646552935e-07,1.3668863754896177e-14,2.8142563041629446e-11,4.165981436322853e-14,1.5306833913323164e-08,0.000418194816041113,1.214735961194666e-08,1.5296481064945732e-07,6.782149946254401e-13,4.459936192580253e-16,1.7473774394095673e-10,4.274464045259302e-13,7.163703093762059e-07,1.671671634365504e-11,7.41377750547539e-15
4.504017545827524e-05,0.8112450260021606,3.76,0.0,0.6334772423654152,0.98973351495236,0.012479038506715119,2.1106127565746176e-13,8.6189802647242e-10,0.011128881252344871,0.0003601486253784684,5.540590318589969e-07,0.00011817110928215938,0.00011312245568011932,0.008010384838324135,0.004418580672754098,3.1307666482127066e-05,7.117719682786766e-07,4.020265442268557e-06,0.002221827017501932,0.001588113177929606,1.1373438690599104e-05,0.00187179139044854,6.48350458965885e-06,3.115786357907597e-11,4.1244428187395337e-07,4.560389495708211e-05,3.6222594494213637e-09,2.3102915739912665e-07,3.599814573974595e-07,1.4045245879795055e-14,2.8961154388985913e-11,4.2806902201706665e-14,1.57319984524663e-08,0.00043370706889509815,1.3159457627049302e-08,1.6418635107965896e-07,7.281229190991603e-13,4.825502483959239e-16,1.8261335024124432e-10,4.5232558022094887e-13,7.771030681218973e-07,1.8133963782352758e-11,7.81844119849951e-15
4.552483912164806e-05,0.8112693933922869,3.76,0.0,0.632935376216343,0.9894842929526687,0.01278479051017158,2.2044835870127012e-13,8.807388926769204e-10,0.011253134965891497,0.0003631204823171921,5.60088778876517e-07,0.00012016913030874336,0.00011566609788140483,0.00823347290903516,0.004496228514458627,3.1883303395999655e-05,7.229502043608335e-07,4.128809869747878e-06,0.0023033955927631135,0.0016282343948546135,1.1741431878939353e-05,0.0019458548816264284,6.5694349994159785e-06,3.230216128132102e-11,4.344432663371038e-07,4.845039354279907e-05,3.916395980495011e-09,2.3748668343512527e-07,3.699239684682503e-07,1.44291258180726e-14,2.9794337802211847e-11,4.397683977753746e-14,1.6165670532952222e-08,0.0004496502081216715,1.4246388956515035e-08,1.7614402313307411e-07,7.813175515244765e-13,5.218083532261058e-16,1.907575423262678e-10,4.784835776150551e-13,8.422827005650605e-07,1.9654985357278784e-11,8.241996005859411e-15
4.6009502785020885e-05,0.8112942787372581,3.76,0.0,0.6323855410669855,0.9892307341321195,0.013095872132121364,2.302620266665733e-13,9.001030188565503e-10,0.011377389322330626,0.00036616387140609835,5.661122354641145e-07,0.0001221926262691748,0.00011825598977583971,0.008461504227756437,0.004573985862859689,3.2466767604071936e-05,7.342789394850973e-07,4.239190872042714e-06,0.0023870424644346854,0.0016687403781991557,1.211744177692419e-05,0.0020220836562649903,6.657711110896393e-06,3.34756488475047e-11,4.574115794914011e-07,5.144580468589846e-05,4.231635431383517e-09,2.440765194737431e-07,3.8006891443951186e-07,1.4820607892473217e-14,3.064219609562034e-11,4.516994499440399e-14,1.66079661889529e-08,0.00046603291914480173,1.541301708433305e-08,1.888813680001725e-07,8.379942077481383e-13,5.639478324542311e-16,1.9917649196625172e-10,5.059776571513165e-13,9.121843748601403e-07,2.1286202743192515e-11,8.685191840980892e-15
4.649416644839371e-05,0.8113196923596694,3.76,0.0,0.6318276504231738,0.9889727818486557,0.013412355382617197,2.405230171228406e-13,9.200103993368927e-10,0.011501640964281487,0.0003692779494680206,5.721291024942848e-07,0.00012424180036386666,0.00012089267642922654,0.008694560655312461,0.00465183510282224,3.305811481429581e-05,7.457595354583931e-07,4.3514190841031175e-06,0.002472796306681644,0.0017096235727007787,1.2501553431960717e-05,0.0021005202521180255,6.748346687730717e-06,3.467873155157309e-11,4.813833801557173e-07,5.459649412008368e-05,4.569297855905115e-09,2.5080050685289386e-07,3.904193310315353e-07,1.5219796683808616e-14,3.15048096289394e-11,4.638653654142358e-14,1.7059001629289722e-08,0.0004828640091134983,1.6664479105583838e-08,2.0244426131439523e-07,8.983587322954077e-13,6.091593492498708e-16,2.0787642269142732e-10,5.34867261925134e-13,9.87097124036528e-07,2.3034361201042675e-11,9.148803406878168e-15
4.697883011176653e-05,0.8113456446745371,3.76,0.0,0.6312616176282096,0.9887103788220604,0.0137343128979432,2.512531183683076e-13,9.404816778036573e-10,0.011625886255675736,0.00037246188039166206,5.781390650426476e-07,0.0001263168536587584,0.00012357670609819123,0.008932724645373619,0.004729758572114602,3.365740037173375e-05,7.573932956437006e-07,4.4655046940170365e-06,0.0025606856505505145,0.001750876292941946,1.2893850834583657e-05,0.0021812076462258425,6.841355767132873e-06,3.5911812834729587e-11,5.063937098141945e-07,5.790904006895231e-05,4.9307736684131664e-09,2.5766048823493715e-07,4.0097827272380444e-07,1.562679700194282e-14,3.2382256258585215e-11,4.762693380447649e-14,1.7518893201552633e-08,0.0005001524072420907,1.8006198665668466e-08,2.1688102496437298e-07,9.626280062669725e-13,6.576449100021058e-16,2.168636072328715e-10,5.652140862551891e-13,1.06732436772176e-06,2.4906541755523505e-11,9.633630832982161e-15
4.746349377513936e-05,0.8113721461887656,3.76,0.0,0.6306873558805677,0.9884434671379261,0.01406181793429438,2.624752210448382e-13,9.615381659464379e-10,0.011750121291440378,0.00037571483420231565,5.84141792880012e-07,0.000128417985101922,0.00012630863025251784,0.009176079231461479,0.004807738564390854,3.426467926223519e-05,7.691814642737797e-07,4.5814574294326176e-06,0.0026507388649132557,0.0017924907230211103,1.3294416857570096e-05,0.0022641892515298414,6.936752627842192e-06,3.7175294045912355e-11,5.324785033518556e-07,6.139023808897958e-05,5.317526683279602e-09,2.646583069954168e-07,4.117488124190371e-07,1.6041713857893632e-14,3.327461129296898e-11,4.889145678340646e-14,1.798775735832509e-08,0.0005179071651200219,1.9443899380079012e-08,2.3224254331475623e-07,1.031030475247218e-12,7.096184641774338e-16,2.2614436487203396e-10,5.970821452775038e-13,1.1531844438424747e-06,2.69101736055825e-11,1.0140500318295162e-14
4.794815743851218e-05,0.8113992075007027,3.76,0.0,0.63010477825169,0.9881719882516449,0.0143949443613776,2.7421337242278883e-13,9.83201862615092e-10,0.011874341907453533,0.00037903598613253073,5.901369409788371e-07,0.0001305453915449929,0.00012908900360877212,0.00942470801343081,0.0048857573324884145,3.488000611797184e-05,7.811252256919198e-07,4.69928654441414e-06,0.0027429841370058563,0.0018344589163700044,1.3703333196267775e-05,0.002349508913251002,7.034551757148651e-06,3.846957417683385e-11,5.596745994198891e-07,6.50471059419633e-05,5.731097242225457e-09,2.717958066274e-07,4.2273404113417835e-07,1.646465243800433e-14,3.418194745140132e-11,5.018042601150354e-14,1.8465710624296702e-08,0.0005361374569933733,2.0983618747667445e-08,2.4858238407398466e-07,1.10380669839202e-12,7.653065283547393e-16,2.3572505880190027e-10,6.305378462185684e-13,1.2450111505202107e-06,2.9053046772916915e-11,1.067026478479722e-14
4.8432821101885005e-05,0.8114268392995729,3.76,0.0,0.6295137977038413,0.9878958829924048,0.014733766655946097,2.8649283450390244e-13,1.0054954735946626e-09,0.011998543690752645,0.00038242451570179477,5.961241500332025e-07,0.00013269926777008127,0.0001319183841765646,0.009678695143441905,0.0049637970920370835,3.5503435225166496e-05,7.932257035006214e-07,4.819000806801339e-06,0.002837449452577398,0.0018767727957313663,1.412068031005828e-05,0.002437210905038042,7.1347678171926165e-06,3.9795049591951707e-11,5.880197505649348e-07,6.888688849244271e-05,6.1731054602755285e-09,2.790748301704191e-07,4.339370677392727e-07,1.6895718079316878e-14,3.510433482761174e-11,5.149416247956013e-14,1.895286956504274e-08,0.0005548525800192842,2.263172257077168e-08,2.6595692394898616e-07,1.1812099199681611e-12,8.249488492756141e-16,2.4561209336892476e-10,6.656500621536597e-13,1.343154297761802e-06,3.134332497928349e-11,1.1223804546098114e-14
4.891748476525783e-05,0.8114550523648895,3.76,0.0,0.62891432710798,0.9876150915671699,0.015078359895284105,2.9934014343356777e-13,1.028442431778191e-09,0.012122721989978862,0.0003858796058118571,6.021030469908869e-07,0.00013487980652341302,0.00013479733331776993,0.009938125311439575,0.005041840025378257,3.61350205342651e-05,8.054839597476019e-07,4.940608486312719e-06,0.0029341625756697143,0.0019194241533105497,1.4546537365078558e-05,0.0025273399248907738,7.237415610700043e-06,4.115211375342861e-11,6.175526329913261e-07,7.291706262404632e-05,6.6452545579803285e-09,2.864972196779589e-07,4.453610187680495e-07,1.7335016246245093e-14,3.6041840857926866e-11,5.283298756791087e-14,1.944935075867937e-08,0.0005740619544940803,2.4394919894028908e-08,2.8442547921321897e-07,1.263506663253797e-12,8.887990914418773e-16,2.5581191121191265e-10,7.024902068142926e-13,1.4479802683816855e-06,3.378955873938281e-11,1.1802027982621841e-14
4.940214842863065e-05,0.8114838575657971,3.76,0.0,0.6283062792616061,0.9873295535646275,0.015428799750659498,3.1278317137635814e-13,1.052066917865758e-09,0.012246871926037966,0.00038940044186498447,6.080732455968007e-07,0.00013708719855650846,0.00013772641581968241,0.01020308373016297,0.005119868285786675,3.677481567249257e-05,8.179009940869275e-07,5.064117343227428e-06,0.0030331510280501204,0.001962404651112467,1.4980982178637855e-05,0.0026199410908687593,7.342510046337288e-06,4.254115694144617e-11,6.483128558834983e-07,7.714534216991626e-05,7.149334277089443e-09,2.9406481571060736e-07,4.570090382690797e-07,1.778265251019183e-14,3.699453029365729e-11,5.419722298240753e-14,1.9955270769022648e-08,0.0005937751240570713,2.6280278473183257e-08,3.040504412883982e-07,1.3509773472256139e-12,9.571255490409383e-16,2.663309904634984e-10,7.411323110095382e-13,1.5598725875572628e-06,3.6400698655244396e-11,1.2405872226420453e-14
