Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32)
5.0043116313853224e-05,0.6028176474935416,3.76,0.0,0.7377158031863114,0.9999892366367692,1.5578118182871957e-06,9.01340996797985e-25,2.550846685629579e-17,1.1416664181324145e-05,9.244466354227066e-06,1.4264759253866283e-08,2.1708786877059756e-08,1.391181276004579e-08,3.6854572867810394e-07,1.0257926852592497e-06,4.015510272369227e-09,1.6860995086464862e-10,1.8424091654665313e-11,9.074013752021265e-10,2.0752267401725167e-08,4.891740927702539e-12,8.137866371914285e-10,1.9937257744594553e-07,6.651814599146203e-21,5.987205718479047e-17,5.502780023460537e-16,2.8659511120779147e-25,4.450134650973865e-14,6.009664497231743e-14,1.2319685706755476e-20,2.0710189560794198e-17,8.263653602190432e-21,3.051585042389428e-15,1.0092090452805713e-10,1.5951038374857063e-23,1.1134068570822357e-18,2.5398508252421377e-26,8.822261813175104e-31,1.4658325166227519e-19,1.1243877677979101e-18,2.6351654821796055e-21,5.485506294124379e-28,3.8655274309166094e-25,3.225282109819314e-14,5.9620674209110736e-27,3.8375016312375847e-29,2.1952416657948444e-26,1.0770634620832337e-12
5.142565810992385e-05,0.6028176511149207,3.76,0.0,0.7377153859101833,0.9999889136162469,1.6507069337927635e-06,9.509202088025552e-25,2.629598485365572e-17,1.1768861784741841e-05,9.48086530288583e-06,1.4705441074992403e-08,2.2424687705117616e-08,1.4268329952136873e-08,3.871198877940937e-07,1.0864223092620811e-06,4.125846479282991e-09,1.7550977621742442e-10,1.9586619872059917e-11,9.89963324036312e-10,2.262756524023767e-08,5.2062239176957224e-12,8.875293156546694e-10,2.083283150424312e-07,7.257048594714565e-21,6.720545888013582e-17,6.33989692523106e-16,3.395909943694581e-25,4.733640081737676e-14,6.391074744490758e-14,1.3101627453039761e-20,2.2235855536686494e-17,8.788123231577102e-21,3.2452958042999085e-15,1.1008260117427374e-10,1.8899542862079115e-23,1.280879761539977e-18,2.921960498722257e-26,1.032945492391281e-30,1.6145992229254186e-19,1.195755307358645e-18,3.2124451965368426e-21,6.687217994177822e-28,4.35543039897734e-25,3.5211964150851986e-14,7.649444078514513e-27,4.565336615603331e-29,2.5254668481527836e-26,1.1227572917256948e-12
5.280819990599448e-05,0.6028176548354174,3.76,0.0,0.737714964424632,0.999988589063936,1.7466280218458385e-06,1.0020638690393254e-24,2.7088104989838318e-17,1.2123101819874081e-05,9.71621812875271e-06,1.5148678994535267e-08,2.314615113073681e-08,1.4626184435268611e-08,4.0616571692574556e-07,1.1489687422084155e-06,4.236674296319102e-09,1.8253416650076928e-10,2.0791912486265305e-11,1.0776694364746632e-09,2.4618840656493202e-08,5.532833645811224e-12,9.658567796043324e-10,2.1738205403042663e-07,7.899992948479957e-21,7.522002814663291e-17,7.278173126144616e-16,4.0068959239406886e-25,5.0278061043366786e-14,6.786742126921346e-14,1.391280062392415e-20,2.383638082831874e-17,9.332197804347186e-21,3.4462510301379254e-15,1.19818605147085e-10,2.2298365140941717e-23,1.4684314096656342e-18,3.349895852473892e-26,1.204910765326893e-30,1.7745102569968324e-19,1.2697909519294632e-18,3.896531868023242e-21,8.11127015686156e-28,4.893088367998842e-25,3.8360191161110524e-14,9.753092891698728e-27,5.407614549670385e-29,2.895289485640057e-26,1.1693750069491936e-12
5.419074170206511e-05,0.6028176586552193,3.76,0.0,0.737714538706271,0.9999882629674405,1.845598362459585e-06,1.0547915879563912e-24,2.788482882935919e-17,1.2479384281745041e-05,9.950523045678385e-06,1.559447303418568e-08,2.3873099172690513e-08,1.4985380676822626e-08,4.256850246125545e-07,1.2134464538841312e-06,4.347994566952674e-09,1.8968330952604996e-10,2.204061098304085e-11,1.170706958084497e-09,2.673027213902444e-08,5.8717878364548184e-12,1.0489367504243084e-09,2.265290353031399e-07,8.582020309961194e-21,8.396047486189882e-17,8.326886294961244e-16,4.708880491363435e-25,5.3327911544208427e-14,7.196877726612933e-14,1.475363803709815e-20,2.5513916000921737e-17,9.896167773523439e-21,3.654558252087029e-15,1.3015015845205018e-10,2.6202810937825e-23,1.6779009517894925e-18,3.8278563264728935e-26,1.4005292025041308e-30,1.9461423272817488e-19,1.3465342230254144e-18,4.70378036237094e-21,9.791709142905958e-28,5.481855569655807e-25,4.170480162282234e-14,1.2361473128088667e-26,6.378859134896345e-29,3.308337555368474e-26,1.2169211085276934e-12
5.557328349813574e-05,0.6028176625744895,3.76,0.0,0.7377141087320355,0.9999879353143497,1.947640912203436e-06,1.1091230343593255e-24,2.868615695226944e-17,1.2837708710062549e-05,1.0183778282363433e-05,1.6042822644967682e-08,2.4605455789679073e-08,1.5345922885339492e-08,4.4567962547338926e-07,1.279869918049969e-06,4.459808031064417e-09,1.9695737684862692e-10,2.3333359689870976e-11,1.2692659297248878e-09,2.8966098583387108e-08,6.223306473906238e-12,1.1369396148310532e-09,2.3576465683849167e-07,9.30452382033706e-21,9.347334794157677e-17,9.495916580547984e-16,5.51278600686179e-25,5.648753518797227e-14,7.6216925474541e-14,1.5624572368579972e-20,2.727064214200186e-17,1.0480323315474182e-20,3.8703250482085285e-15,1.4109881630690282e-10,3.0673453480354586e-23,1.9112485881203766e-18,4.360317983340933e-26,1.622419459119132e-30,2.1300912433460764e-19,1.4260246285360304e-18,5.652568660839223e-21,1.176679293096331e-27,6.125238354524415e-25,4.5253219763743717e-14,1.5579067210828352e-26,7.495025045834431e-29,3.7684779435110026e-26,1.2653999951606655e-12
5.695582529420637e-05,0.602817666593367,3.76,0.0,0.7377136744791765,0.9999876060922414,2.0527783120172627e-06,1.1650779292160233e-24,2.9492088975818163e-17,1.3198074198851027e-05,1.0415982082865393e-05,1.649372671932114e-08,2.5343146796731106e-08,1.5707815007445745e-08,4.661513398684992e-07,1.3482536096842917e-06,4.572115325482299e-09,2.043565235957573e-10,2.4670805600217652e-11,1.3735392000806087e-09,3.133061947433255e-08,6.587611792365538e-12,1.2300384499363352e-09,2.450844683349876e-07,1.0068917204333345e-20,1.0380707306729428e-16,1.0795771131937188e-15,6.430553911114641e-25,5.975851309691501e-14,8.061397475972677e-14,1.6526036054995303e-20,2.9108770816317504e-17,1.1084954439704133e-20,4.093658971064624e-15,1.5268644714144115e-10,3.5776494297399485e-23,2.170560760638614e-18,4.952045393529748e-26,1.873425675891085e-30,2.3269722981914584e-19,1.5083016553368903e-18,6.763491562649178e-21,1.4079394360998488e-27,6.826898023259756e-25,4.9012994984710596e-14,1.9528795976815047e-26,8.773604155409431e-29,4.2798267042638896e-26,1.3148159620211902e-12
5.9720908886347624e-05,0.602817674930386,3.76,0.0,0.7377127930481275,0.9999869428912357,2.272426690166507e-06,1.281937177482395e-24,3.111775850027299e-17,1.3924922559032834e-05,1.0877228431344833e-05,1.7403191102699094e-08,2.683424405975948e-08,1.6435663450122534e-08,5.085334174007163e-07,1.4909595656858807e-06,4.798213440030933e-09,2.1953059271417075e-10,2.7482389267129437e-11,1.600014132315828e-09,3.646324626947672e-08,7.355482596187541e-12,1.432229932537434e-09,2.639595889557622e-07,1.1729131860764628e-20,1.2714039094893435e-16,1.383326257217799e-15,8.660956973258197e-25,6.664084593407292e-14,8.986320381722719e-14,1.8422279561296938e-20,3.3038234076609893e-17,1.2356802346275745e-20,4.56345810140318e-15,1.7786766654496394e-10,4.817504091109337e-23,2.77608680876073e-18,6.333869534444397e-26,2.4753753904060864e-30,2.7620916969705283e-19,1.681373371605589e-18,9.566453884430438e-21,1.9914316822090245e-27,8.420488456129615e-25,5.71974421894828e-14,3.022535460028819e-26,1.1896306261357832e-28,5.473920891138343e-26,1.4164757909628905e-12
6.248599247848889e-05,0.6028176836669321,3.76,0.0,0.7377118942371763,0.9999862732648936,2.5047185901280627e-06,1.4055279460507976e-24,3.27618158699704e-17,1.4659913549744507e-05,1.1334248370451142e-05,1.8322846589809938e-08,2.83458315917767e-08,1.7168952220583544e-08,5.528459217635655e-07,1.6416800435451299e-06,5.026291962346609e-09,2.3520642322264953e-10,3.048058448510538e-11,1.851731104832885e-09,4.216376537405689e-08,8.177222698782497e-12,1.6569505415213598e-09,2.831216356941768e-07,1.357438871014434e-20,1.5438680125073548e-16,1.7536915776293781e-15,1.151872335800819e-24,7.398751416182031e-14,9.973329686367179e-14,2.0445820173907847e-20,3.73206055272473e-17,1.371402628094451e-20,5.064814553464535e-15,2.058750220882645e-10,6.405570887857779e-23,3.51389978727248e-18,8.017683209823325e-26,3.234196999644661e-30,3.256827054872857e-19,1.866064566014406e-18,1.3330001952454891e-20,2.774891000033073e-27,1.0295146430874558e-24,6.632105569857178e-14,4.591502413773957e-26,1.5921872782180363e-28,6.928935645832074e-26,1.5219328335771959e-12
6.525107607063014e-05,0.6028176928033172,3.76,0.0,0.7377109778749977,0.9999855971136401,2.749824508881757e-06,1.5360093500716581e-24,3.4424225438978726e-17,1.540302480162421e-05,1.1787028459098631e-05,1.92526653689039e-08,2.98773747697214e-08,1.7907703155332064e-08,5.991035868561808e-07,1.8005306126739774e-06,5.2563523256483825e-09,2.513846490105863e-10,3.367064518109809e-11,2.1303350296725025e-09,4.8468766672924485e-08,9.05468979333004e-12,1.905684207022049e-09,3.025399565355568e-07,1.5616746188492357e-20,1.8600511805704252e-16,2.201596793911276e-15,1.514361537962314e-24,8.181107650798362e-14,1.1024104155071306e-13,2.2600100346430632e-20,4.1974668115157504e-17,1.515893487845597e-20,5.598585325667002e-15,2.3689471607607823e-10,8.41924022815778e-23,4.405793513338202e-18,1.0053265796772252e-25,4.182300519333118e-30,3.816841231195278e-19,2.0626896112683287e-18,1.832175832173049e-20,3.8140294602619765e-27,1.2486090021728514e-24,7.644877282418574e-14,6.856679400685589e-26,2.105731548321862e-28,8.687871279580631e-26,1.6312175856431387e-12
6.80161596627714e-05,0.6028177023395082,3.76,0.0,0.7377100437947075,0.9999849143379224,3.0079105450246407e-06,1.6735408346672797e-24,3.610493802978666e-17,1.6154227647318695e-05,1.2235555553412734e-05,2.0192611735619077e-08,3.14283614925747e-08,1.865193363117093e-08,6.473212043223386e-07,1.967626607607312e-06,5.488394359239301e-09,2.680656272531763e-10,3.7057851104129534e-11,2.437516626009544e-09,5.541581905289792e-08,9.989776384462987e-12,2.1799601950659926e-09,3.22185865860446e-07,1.7868598534122166e-20,2.224878092984093e-16,2.739220906016644e-15,1.9699230393580672e-24,9.0124037065717e-14,1.214031671169276e-13,2.4888550570959362e-20,4.701968487428014e-17,1.6693828745402875e-20,6.1656248178639935e-15,2.711179345043638e-10,1.0949062478972273e-22,5.476123627915752e-18,1.2496253710539984e-25,5.357235318808367e-30,4.448145824268014e-19,2.2715618039257107e-18,2.4868537798019003e-20,5.176881536600728e-27,1.5031345536691874e-24,8.764756484989918e-14,1.0079786788724183e-25,2.7545969059275997e-28,1.0798785837409314e-25,1.7443587596896922e-12
7.078124325491266e-05,0.6028177122751589,3.76,0.0,0.7377090918336993,0.9999842248382776,3.2791385782496965e-06,1.8182820023469885e-24,3.78038914743095e-17,1.6913487362562476e-05,1.2679816824802944e-05,2.114264239534916e-08,3.2998300116804274e-08,1.940165649360415e-08,6.975136117350584e-07,2.1430830472999444e-06,5.722416302702735e-09,2.8524943490637276e-10,4.06475023455869e-11,2.7750126195607787e-09,6.304347120149158e-08,1.0984409306347714e-11,2.481353846076816e-09,3.420325114306169e-07,2.0342677249583596e-20,2.643622159084292e-16,3.380088694803404e-15,2.5375998321616314e-24,9.893883521274806e-14,1.3323632994058967e-13,2.731458641654076e-20,5.2475395227716374e-17,1.832099847330569e-20,6.7667841042796634e-15,3.08740829995015e-10,1.4100385296969872e-22,6.752005387591391e-18,1.5408593476724282e-25,6.802294602162066e-30,5.157113720722223e-19,2.49299309471626e-18,3.336643374991371e-20,6.945903850645812e-27,1.7971856966466173e-24,9.998644491671642e-14,1.4605001011126939e-25,3.567217545512314e-28,1.331518609953655e-25,1.861383246695667e-12
7.354632684705392e-05,0.6028177226096053,3.76,0.0,0.7377081218334962,0.9999835285153952,3.5636664332733455e-06,1.9703924347821625e-24,3.9521011121213745e-17,1.7680763392654727e-05,1.3119799778410017e-05,2.2102706747287262e-08,3.458671752594728e-08,2.015687999210528e-08,7.496956805748786e-07,2.3270145559854566e-06,5.9584148197417284e-09,3.0293586533726565e-10,4.444491380226105e-11,3.1446058969076456e-09,7.139125124968291e-08,1.2040549204264798e-11,2.8114873017720473e-09,3.6205474984893963e-07,2.305205223310222e-20,3.1219176386872207e-16,4.139164610469705e-15,3.2394368255791263e-24,1.0826783554699533e-13,1.4575709898268497e-13,2.988160554391028e-20,5.836201063323282e-17,2.004272263679422e-20,7.402910200479875e-15,3.4996450063243555e-10,1.7995117559554606e-22,8.263520570274015e-18,1.8859015711098634e-25,8.567155131259766e-30,5.950491614360778e-19,2.7272938166960865e-18,4.4292158396504845e-20,9.220335969769358e-27,2.1351595350781906e-24,1.1353647453278666e-13,2.0880434728557693e-25,4.576625826173358e-28,1.62964366171669e-25,1.9823160790977273e-12
7.631141043919517e-05,0.6028177333418859,3.76,0.0,0.7377071336396185,0.9999828252701793,3.8616480288664696e-06,2.1300315133058887e-24,4.1256210311372825e-17,1.8456009565015505e-05,1.3555492271821701e-05,2.3072747151005103e-08,3.619315733324109e-08,2.0917607724623947e-08,8.038823040423623e-07,2.519535285712394e-06,6.196385012147983e-09,3.211244256519764e-10,4.845540971842825e-11,3.5481256122102575e-09,8.049966521334682e-08,1.3160189966352515e-11,3.1720302160563767e-09,3.8222903024737574e-07,2.601013256101389e-20,3.665771778996028e-16,5.032949829505868e-15,4.10083012637296e-24,1.1812331705140928e-13,1.5898194048328376e-13,3.2592984568362204e-20,6.470020961313615e-17,2.1861265689135232e-20,8.074845292571419e-15,3.9499496437365423e-10,2.277363762457891e-22,1.0043933191093493e-17,2.292352941540024e-25,1.0708576351510798e-29,6.835412646230219e-19,2.9747723995553787e-18,5.821572507083235e-20,1.211884057573884e-26,2.5217667413078728e-24,1.2837076853281887e-13,2.948409293831457e-25,5.820998837987123e-28,1.980818624555515e-25,2.1071803959872848e-12
7.907649403133643e-05,0.602817744470749,3.76,0.0,0.7377061271014639,0.9999821150038097,4.17323351197172e-06,2.297358236015547e-24,4.300939082059059e-17,1.9239174287766988e-05,1.3986882533986538e-05,2.4052699175495728e-08,3.781717821786361e-08,2.1683838590054436e-08,8.600883847407252e-07,2.7207588407016012e-06,6.4363204339107375e-09,3.398143342981953e-10,5.268431824037783e-11,3.987447244992753e-09,9.041019420460935e-08,1.4345358112947503e-11,3.5647004475360056e-09,4.025332862997823e-07,2.923066691151916e-20,4.281576901271237e-16,6.079582408857252e-15,5.15090097875982e-24,1.2851746213404093e-13,1.729272024434008e-13,3.5452075877336435e-20,7.151113215461915e-17,2.3778875828182122e-20,8.783425955239991e-15,4.44043128860498e-10,2.859685200534355e-22,1.2129914068321989e-17,2.7685936621978763e-25,1.3291144944546969e-29,7.81940899157419e-19,3.235735079780483e-18,7.581459127554835e-20,1.5782447741113944e-26,2.962042362732018e-24,1.4456449842717374e-13,4.115507581712437e-25,7.344242770519245e-28,2.3922812217530267e-25,2.235997410010317e-12
8.184157762347769e-05,0.6028177559946611,3.76,0.0,0.7377051020722043,0.9999813976177993,4.498569377759741e-06,2.4725310311448803e-24,4.47804432726237e-17,2.003020073526367e-05,1.4413959184289115e-05,2.50424918318403e-08,3.945835238640978e-08,2.2455566746649177e-08,9.183288222437117e-07,2.9307982034256877e-06,6.6782131050109175e-09,3.5900451907819166e-10,5.713696595269985e-11,4.464492609772925e-09,1.0116529042681119e-07,1.559811214187122e-11,3.99126473389277e-09,4.2294683609461344e-07,3.272774363542321e-20,4.976122399376913e-16,7.298940607459362e-15,6.422898580454514e-24,1.3946234525122104e-13,1.8760909866954017e-13,3.846220435936624e-20,7.881637343711249e-17,2.5797782802231777e-20,9.529482347539595e-15,4.973247565942222e-10,3.564840729237954e-22,1.456177456658401e-17,3.3238368176120016e-25,1.6388075277831818e-29,8.910424486188983e-19,3.51048560273549e-18,9.78893909947226e-20,2.0377830056171575e-26,3.461356527568362e-24,1.6219489414735407e-13,5.683090157600255e-25,9.196623393710364e-28,2.8719882428171945e-25,2.368786375786723e-12
8.460666121561894e-05,0.6028177679118193,3.76,0.0,0.7377040584086932,0.9999806730140506,4.837798577125877e-06,2.655707568356245e-24,4.6569247524983716e-17,2.0829027022213097e-05,1.4836711251748761e-05,2.604204779155802e-08,4.111626414743578e-08,2.3232781577251928e-08,9.786185005565502e-07,3.1497656622033045e-06,6.922053525082066e-09,3.7869361556688097e-10,6.181867243716081e-11,4.981229818643991e-09,1.128083719770195e-07,1.6920541826921444e-11,4.4535393484208925e-09,4.434502890237789e-07,3.651579048198345e-20,5.756606646852312e-16,8.712749421745254e-15,7.95463219658177e-24,1.509699212424593e-13,2.0304369248524326e-13,4.1626664064026875e-20,8.663797692048752e-17,2.7920195670047605e-20,1.0313837391568829e-14,5.550604254216627e-10,4.41370615338331e-22,1.7383709775703135e-17,3.968184123994383e-25,2.0082064617329567e-29,1.0116827197707121e-18,3.799324918437765e-18,1.2538137710969543e-19,2.6100933765184406e-26,4.025425034029106e-24,1.8134124416851542e-13,7.769189390302954e-25,1.1435441943464597e-27,3.4286636436483322e-25,2.5055645602405762e-12
8.73717448077602e-05,0.6028177802201562,3.76,0.0,0.7377029959713851,0.9999799410949117,5.19106061287772e-06,2.847044567192747e-24,4.8375673031536074e-17,2.1635586367742215e-05,1.5255128194289421e-05,2.7051283592338467e-08,4.27905085895518e-08,2.401546766182064e-08,1.0409722754855375e-06,3.3777727401896154e-06,7.167830687414326e-09,3.988799658951918e-10,6.673474484539053e-11,5.539673197019243e-09,1.2538381646232398e-07,1.8314767470140465e-11,4.953390737718092e-09,4.640254590167942e-07,4.0609573981408886e-20,6.630648780680396e-16,1.034469029274908e-14,9.788933493380994e-24,1.6305201340225604e-13,2.1924688014938878e-13,4.49487148020626e-20,9.4998426781229e-17,3.0148300520561366e-20,1.113730593605959e-14,6.174754842232988e-10,5.429922258411526e-22,2.0644051196420945e-17,4.712683869148962e-25,2.4466205847918406e-29,1.1447421958772081e-18,4.102550871872856e-18,1.593916916336736e-19,3.3180990417759334e-26,4.660319798968355e-24,2.0208489394816941e-13,1.0521367192289424e-24,1.412575849991515e-27,4.071848533116998e-25,2.6463472146428153e-12
9.013682839990146e-05,0.6028177929173498,3.76,0.0,0.7377019146242639,0.9999792017632286,5.558491625352986e-06,3.046697602846754e-24,5.0199579182899473e-17,2.2449807250195842e-05,1.5669199918025367e-05,2.807010983214225e-08,4.4480690357174795e-08,2.4803604756280684e-08,1.1054049619380207e-06,3.614930125747354e-06,7.415532093234049e-09,4.195616179030263e-10,7.189047246471175e-11,6.1418831521261806e-09,1.3893695342315467e-07,1.9782939107327165e-11,5.492736138917213e-09,4.846552837568951e-07,4.5024198480981153e-20,7.606300330509279e-16,1.2220513908593154e-14,1.1974150414412995e-23,1.7572030129791093e-13,2.3623437398773035e-13,4.843157868658784e-20,1.0392063967889423e-16,3.248425815312923e-20,1.2000693905185505e-14,6.848000036828335e-10,6.640165905468115e-22,2.43955289478073e-17,5.569391046078524e-25,2.9644959632256717e-29,1.2911462824299786e-18,4.4204578879256485e-18,2.0120258913505645e-19,4.188493513506694e-26,5.372479140218484e-24,2.245092426175192e-13,1.4122890883684547e-24,1.7341164587825877e-27,4.811953049452969e-25,2.791147548399301e-12
9.290191199204271e-05,0.60281780600083,3.76,0.0,0.7377008142347844,0.9999784549223986,5.9402244680558836e-06,3.2548209092194127e-24,5.204081562633031e-17,2.3271613553284803e-05,1.6078916796515587e-05,2.9098431352445468e-08,4.618642251930156e-08,2.5597167777328506e-08,1.1719313211722649e-06,3.861347604190503e-06,7.665143766082571e-09,4.4073632465475946e-10,7.729112128808627e-11,6.7899659940042995e-09,1.535140555604293e-07,2.1327235666303295e-11,6.0735441752313676e-09,5.053237495926401e-07,4.9775104832995e-20,8.692056670906206e-16,1.4368156049049245e-14,1.4564673590741243e-23,1.8898630836595408e-13,2.540216852780242e-13,5.207843662373036e-20,1.134279558590622e-16,3.4930201723892595e-20,1.2904797434605843e-14,7.572687220521261e-10,8.074438908374136e-22,2.8695543569270005e-17,6.551429697679975e-25,3.5735187894000834e-29,1.4518665427234482e-18,4.753336651690342e-18,2.523007485861554e-19,5.252225964467003e-26,6.168717866450461e-24,2.486997378834807e-13,1.8799966640222804e-24,2.116460651823415e-27,5.660310141271471e-25,2.939976704631061e-12
9.566699558418397e-05,0.6028178194677862,3.76,0.0,0.7376996946738184,0.9999777004764205,6.336388774038421e-06,3.4715671805020606e-24,5.3899222566715405e-17,2.4100924704354358e-05,1.6484269689946363e-05,3.013614741159387e-08,4.7907325525854916e-08,2.6396126793491347e-08,1.2405660480123028e-06,4.1171339908516795e-06,7.916650266483962e-09,4.6240154430826415e-10,8.294192859465208e-11,7.486073709166634e-09,1.69162328771694e-07,2.2949864078020164e-11,6.697835429045522e-09,5.260158217668546e-07,5.48780687356915e-20,9.896868268925427e-16,1.6817856437871715e-14,1.7621496257279666e-23,2.0286138931762017e-13,2.726241069247789e-13,5.589242476012909e-20,1.2354412959592432e-16,3.7488234363201435e-20,1.3850401996549466e-14,8.351209858553849e-10,9.766375271941156e-22,3.360644753001183e-17,7.673057498972939e-25,4.286725040415409e-29,1.627921921467503e-18,5.101473784834675e-18,3.144028140236644e-19,6.545032930982949e-26,7.056237147904462e-24,2.747438691123408e-13,2.4830175083140943e-24,2.568926091575388e-27,6.6292312759005965e-25,3.0928437375442506e-12
9.843207917632523e-05,0.6028178333151728,3.76,0.0,0.7376985558156122,0.9999769383299453,6.7471110138329665e-06,3.697087370330976e-24,5.577463105051325e-17,2.4937655805630577e-05,1.6885249964202947e-05,3.118315184934263e-08,4.964302624532941e-08,2.7200447022314007e-08,1.3113237580419455e-06,4.382397065410913e-06,8.170034707073487e-09,4.845544403312967e-10,8.884809753338323e-11,8.232403687163952e-09,1.8592990100341247e-07,2.465305834020127e-11,7.367682991780065e-09,5.467173795382901e-07,6.034919872893544e-20,1.123015169736994e-15,1.960228055710842e-14,2.1212808638314075e-23,2.1735671737729445e-13,2.920566959508377e-13,5.987663089283933e-20,1.3429331896750848e-16,4.016042676784112e-20,1.4838281515296193e-14,9.18600685481775e-10,1.1753567332418268e-21,3.919583653266572e-17,8.949732597332568e-25,5.118616619071677e-29,1.8203799534466218e-18,5.4651515185233074e-18,3.8948330626856646e-19,8.108019376665367e-26,8.042634140871935e-24,3.0273115856301603e-13,3.2552267722874907e-24,3.1019463829417363e-27,7.732064092516119e-25,3.249755591612655e-12
9.999999999999998e-05,0.6028178475397162,3.76,0.0,0.7376979014139834,0.999976502702983,6.986523085885512e-06,3.828921878202855e-24,5.684555434970016e-17,2.5415381084676087e-05,1.7110677136477007e-05,3.178093279621467e-08,5.063367741893185e-08,2.7658898107920723e-08,1.3523951563510039e-06,4.537063592916439e-06,8.314541981485256e-09,4.973315729042003e-10,9.231256778738279e-11,8.678768685149015e-09,1.9595373179963196e-07,2.5655495223361806e-11,7.768561563604631e-09,5.584551866781408e-07,6.362137245352763e-20,1.2047000534045217e-15,2.1343162220219798e-14,2.3515263993856008e-23,2.2585594113378707e-13,3.034502802463392e-13,6.221262897579209e-20,1.4067913008278993e-16,4.1727169845058993e-20,1.5417523893634773e-14,9.685317040359948e-10,1.3027310014406684e-21,4.26942724649115e-17,9.748853172099241e-25,5.649113703766448e-29,1.9372221258235297e-18,5.678382611512907e-18,4.386708518637468e-19,9.13198079492834e-26,8.648919240079116e-24,3.19499196146316e-13,3.783574314789194e-24,3.4443568003131046e-27,8.422357304275607e-25,3.340530326676924e-12
0.00010119716276846648,0.6028178475397162,3.76,0.0,0.7376973975377515,0.9999761683883239,7.172514545653134e-06,3.9315304891707475e-24,5.766686323434187e-17,2.5781717759200846e-05,1.7281849509789414e-05,3.2239333243530084e-08,5.1393157077988126e-08,2.8010088833280645e-08,1.3842189747933982e-06,4.657243507445788e-06,8.425278768138676e-09,5.071918820600187e-10,9.501479170956592e-11,9.031198400108867e-09,2.0386580992357206e-07,2.643907853329878e-11,8.085212989510957e-09,5.674151558275929e-07,6.620493384505626e-20,1.2701800386217299e-15,2.275664435522059e-14,2.5414627740540874e-23,2.324832713794439e-13,3.123342558360207e-13,6.403409084784759e-20,1.457000749621244e-16,4.294881477221884e-20,1.586919747456575e-14,1.0079561856122276e-09,1.4077911289488809e-21,4.553685065255068e-17,1.039818272086659e-24,6.085284145721039e-29,2.0303579545653205e-18,5.844647363464841e-18,4.798050506813234e-19,9.988292135040848e-26,9.135911338378611e-24,3.327531507326344e-13,4.237749850273723e-24,3.727169481083433e-27,8.983252008663776e-25,3.4107170825986194e-12
0.00010396224636060774,0.6028178621379208,3.76,0.0,0.7376962197211315,0.999975390557655,7.612719658454144e-06,4.175043400305381e-24,5.957573263955769e-17,2.6633017386342153e-05,1.7674060760557054e-05,3.330457505965534e-08,5.315735514011985e-08,2.8825007756413767e-08,1.4592661169464573e-06,4.941778833185712e-06,8.682362713585933e-09,5.303104455958598e-10,1.0144712977993716e-10,9.884745035116656e-09,2.230199894171469e-07,2.8310209788936277e-11,8.85260508323277e-09,5.880966810927712e-07,7.246204091453606e-20,1.43221950844198e-15,2.631884176921836e-14,3.0311463455629133e-23,2.482518227532137e-13,3.334713187385743e-13,6.836778483452848e-20,1.5778932992016572e-16,4.585539690342647e-20,1.694389801860403e-14,1.1034402504324318e-09,1.6785972622403372e-21,5.270848533339352e-17,1.2036476560352356e-24,7.204536561835254e-29,2.2590241928391324e-18,6.240233777750057e-18,5.879522705347124e-19,1.2239648845131793e-25,1.0344485619021152e-23,3.6490339977923086e-13,5.480268176517509e-24,4.45756172666022e-27,1.0398395784673856e-24,3.5757308804449494e-12
0.000106727329952749,0.6028178771060739,3.76,0.0,0.7376950222499342,0.9999746047448319,8.067843608393783e-06,4.4277706146457534e-24,6.150104439404038e-17,2.7491457541752453e-05,1.8061876712203647e-05,3.437875579405603e-08,5.49352615154567e-08,2.9645154496608172e-08,1.5364794855536602e-06,5.2361073334574765e-06,8.941265407455507e-09,5.539064150370773e-10,1.0815018005908631e-10,1.0795375079692204e-08,2.434432549086362e-07,3.026876121100634e-11,9.672092942733784e-09,6.08750231165661e-07,7.913761152675932e-20,1.6102214003286413e-15,3.032957497926827e-14,3.5997021797307017e-23,2.6467292242117437e-13,3.554821276322371e-13,7.288063378277303e-20,1.7058638531415075e-16,4.888213192469216e-20,1.806311704860981e-14,1.205309963598641e-09,1.9929371860706473e-21,6.079591225916019e-17,1.3884097429817253e-24,8.49603769200042e-29,2.507599036520696e-18,6.652177833093945e-18,7.16866500328461e-19,1.4923325592735324e-25,1.1677196965126222e-23,3.992774549927125e-13,7.04251861104238e-24,5.307517626375696e-27,1.1994317050200833e-24,3.744797494069546e-12
