Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131)
3.8304633654262303e-13,0.8528183987952734,6.355008189135661e-15,1.4788847565133662e-16,4.147854518336993e-20,1.8402172677962318e-10,0.0,0.0,4.697461488044218e-12,5.480290838086292e-20,3.1110334177477898e-21,3.969106956163527e-21,7.321525405402857e-27,1.5471499751689964e-33,6.787286268066174e-21,7.4537217544908e-15,2.6025586770722325e-13,2.5279992738441495e-21,3.003369284805514e-38,2.977198261647691e-49,6.179976845912317e-35,3.812437491813127e-34,4.395579846634856e-10,1.3358274965120185e-38,2.2654802955857117e-22,1.1392520398178594e-43,7.907224191490633e-39,3.0199124186107825e-28,1.3547363184926062e-32,1.0053138939796275e-32,2.1644808597896543e-29,4.144013615602261e-44,1.788443761134751e-45,3.2112738672023206e-47,3.76,0.0,0.7914944032371375,0.9999999999953025,5.115907420088648e-22,9.966601391682746e-20,4.703733618114007e-12,4.395654432864139e-10,1.8611613856691517e-26,3.5900915007088157e-25,1.0791004257576262e-19,1.8402162455776541e-10,7.970593412103189e-20,1.0208542200434952e-20,1.396208581249686e-22,1.5910293202400092e-21,9.733763177147599e-17,2.602511907318495e-13,3.564166364474079e-20
4.788079612673464e-13,0.8528183988192324,7.970887441152172e-15,1.8488447636376362e-16,6.41382606578946e-20,2.3002717795782226e-10,0.0,0.0,5.871827304183959e-12,8.372646876580438e-20,5.663498018744358e-21,7.231772687000772e-21,1.332870234083653e-26,2.8165177398435874e-33,1.0369406058078619e-20,1.1387546082019015e-14,3.253198385449409e-13,4.322806730939843e-21,7.847664919079719e-38,9.052369240242514e-49,1.670119868246591e-34,1.0302578713161008e-33,5.494454568841064e-10,3.2627574877275466e-38,3.461128162350206e-22,3.2753752960498457e-43,1.7716678631274206e-38,5.665845525605673e-28,2.5416700439222076e-32,1.8861260163779379e-32,3.9404048336654694e-29,1.0828063151214889e-43,4.590088707527656e-45,8.391023466309059e-47,3.76,0.0,0.7914944030799996,0.9999999999941281,9.31330370277514e-22,1.5226716350810153e-19,5.879671547449308e-12,5.494568519483491e-10,3.388253088435503e-26,6.535516422194173e-25,1.9047071073002398e-19,2.3002702178533048e-10,1.2177476942777308e-19,1.559630268772475e-20,2.1331525760413192e-22,2.430663254169154e-21,1.4870982236845008e-16,3.25312691056595e-13,5.445036176255362e-20
6.70331210716793e-13,0.8528183988671505,1.1237326305194624e-14,2.589079258849621e-16,1.2676394837904993e-19,3.220380802945656e-10,0.0,0.0,8.220558868011087e-12,1.6100303941298588e-19,1.495316140988584e-20,1.9138450228735285e-20,3.519274309960821e-26,7.43636586312481e-33,1.9939846444563258e-20,2.1897591505146003e-14,4.554477547337644e-13,1.0367585293277372e-20,4.389912707377365e-37,7.776366472699957e-48,9.364373830592063e-34,5.776343042193609e-33,7.692177586995466e-10,1.5856465529620987e-37,6.655563988329389e-22,2.293568482447956e-42,6.864925264421005e-38,1.5503327358103505e-27,6.954472814758288e-32,5.160922205123404e-32,1.0404189972093223e-28,6.056959899001207e-43,2.581503806687441e-44,4.6940958003024235e-46,3.76,0.0,0.7914944027657239,0.9999999999917792,2.458978870760622e-21,2.9280437487160526e-19,8.231552549927697e-12,7.692396708832774e-10,8.946561385656305e-26,1.7254908379948452e-24,4.8050156226010065e-19,3.220377799778142e-10,2.3417794821633683e-19,2.9990939853551504e-20,4.102249777381109e-22,4.6737660103261404e-21,2.859632900985916e-16,4.554340008806354e-13,1.0469696694093815e-19
8.618544601662396e-13,0.8528183989150689,1.4549790430773604e-14,3.329736997292888e-16,2.1335960571769973e-19,4.1404898260601653e-10,0.0,0.0,1.0569290341065533e-11,2.6404456764384703e-19,3.100137597925773e-20,3.9762048918458135e-20,7.296530722293947e-26,1.5417312916917428e-32,3.2701049653834264e-20,3.591158349192225e-14,5.855756400988608e-13,2.027980646464393e-20,1.4511228146414415e-36,3.211044524723448e-47,3.129896875122486e-33,1.9306042521444143e-32,9.889865562244767e-10,4.892567673239344e-37,1.0915007132545298e-21,8.740015187383902e-42,1.826380568097212e-37,3.268391401027006e-27,1.4660874322263196e-31,1.0880109241706365e-31,2.1571162064443706e-28,2.0021426317924404e-42,8.57702575763744e-44,1.5517267819609182e-45,3.76,0.0,0.7914944024514482,0.9999999999894303,5.098063532262525e-21,4.801984233048162e-19,1.0583440376512332e-11,9.89022491954569e-10,1.854953573023818e-25,3.5772276503384544e-24,9.701524156333805e-19,4.140484900832219e-10,3.840661718646865e-19,4.918474663007998e-20,6.728113979942675e-22,7.664464272198208e-21,4.68978352024019e-16,5.855530686888902e-13,1.7168815914947927e-19
1e-12,0.852818399010905,1.6967696435929788e-14,3.864245836488013e-16,2.9240659375709174e-19,4.804163599567356e-10,0.0,0.0,1.226342808889314e-11,3.5436058568251827e-19,4.879522959934226e-20,6.271915489593927e-20,1.1484935188200236e-25,2.4266384185301514e-32,4.388611689458826e-20,4.819462775283858e-14,6.794367473609611e-13,3.085346256935867e-20,3.472704907187384e-36,1.022552996269091e-46,7.452502174140745e-33,4.596809616173451e-32,1.1475034082940236e-09,1.101631285993668e-36,1.4648356197518388e-21,2.50509563070755e-41,3.4948621011598905e-37,5.183412041925079e-27,2.3250279793123654e-31,1.7254871110038864e-31,3.3953746398076574e-28,4.791197652203988e-42,2.0784387935188783e-43,3.713678806236931e-45,3.76,0.0,0.7914944022247614,0.999999999987736,8.024245365866421e-21,6.444495315032708e-19,1.2279859096276396e-11,1.1475516355667322e-09,2.919840452312572e-25,5.630261817451804e-24,1.504068749357627e-18,4.804156989627632e-10,5.154519678597449e-19,6.600795794484461e-20,9.029937189985232e-22,1.028552718154143e-20,6.293908597679805e-16,6.7940643864855e-13,2.3039762102295206e-19
1.244900959065133e-12,0.852818399010905,2.131306953908591e-14,4.812372294511568e-16,4.667023568319975e-19,5.980707871592905e-10,0.0,0.0,1.52667530148985e-11,5.474115916782622e-19,9.314823102768329e-20,1.2006293420134522e-19,2.1925334910912996e-25,4.6323599297978695e-32,6.779402141140923e-20,7.444930546840641e-14,8.458313424133375e-13,5.665092653214694e-20,9.716827515479986e-36,3.3493735579808424e-46,2.0760347601794625e-32,1.2805109015168958e-31,1.4285136401793577e-09,2.9572867181945428e-36,2.2628313320060584e-21,7.798629377695781e-41,8.195883736027087e-37,9.970305011922435e-27,4.472020666087205e-31,3.3189469762361365e-31,6.48198496665373e-28,1.3405733832658923e-41,5.866236466788099e-43,1.0391503589438364e-44,3.76,0.0,0.7914944018228968,0.9999999999847323,1.5318095491905663e-20,9.955372318291835e-19,1.528723652351629e-11,1.4285881405051438e-09,5.574358775225693e-25,1.0747492542212119e-23,2.8228552050937225e-18,5.980697660532111e-10,7.963044296403866e-19,1.0196735932017879e-19,1.3950521624407684e-21,1.5887576733343114e-20,9.722728283035722e-16,8.45784480419124e-13,3.5587520165637467e-19
2.0109939568629196e-12,0.8528183992025773,3.539492062158585e-14,7.783245083352329e-16,1.3470024262510506e-18,9.661143960274223e-10,0.0,0.0,2.4661677273494775e-11,1.4232788169320838e-18,4.0045563815322653e-19,5.218139154952591e-19,9.427713727835322e-25,1.991507813623088e-31,1.7625949891669458e-19,1.9355936098565416e-13,1.3663426278339185e-12,2.2735309363911605e-19,1.2090100781146326e-34,7.512250333772702e-45,2.5161973424099247e-31,1.5519526102343079e-30,2.3075257659600393e-09,3.3450094864821825e-35,5.883152597453159e-21,1.455308331263796e-39,5.966617530080133e-36,4.326837367073043e-26,1.940447374151103e-30,1.4402795640379343e-30,2.7872668731749463e-27,1.6677673691923498e-40,7.628215833958097e-42,1.293235111398843e-43,3.76,0.0,0.7914944005657939,0.9999999999753357,6.585634914581762e-20,2.588413180442614e-18,2.4694910948941645e-11,2.3077194632367826e-09,2.397321013876499e-24,4.6196972178922247e-23,1.178405107209469e-17,9.661117410352217e-10,2.0707689856023374e-18,2.6510900707897736e-19,3.628219865978585e-21,4.1295744882546283e-20,2.5279075888931545e-15,1.3662204163560521e-12,9.249248379174084e-19
3.5431799524584925e-12,0.8528183995859223,6.579511014573682e-14,1.3750009729725402e-15,5.030525148776849e-18,1.7022016131342762e-09,0.0,0.0,4.345152143466265e-11,4.411533526391167e-18,2.2547931601588548e-18,3.0048868396720047e-18,5.310404324650972e-24,1.1213318754787644e-30,5.462876989012445e-19,5.998841031164424e-13,2.4073659701763756e-12,1.2173992678332315e-18,2.3045335607946367e-33,2.70846206482364e-43,4.640828212779894e-30,2.862285411788531e-29,4.065381865931224e-09,5.963903548515454e-34,1.8233606889231484e-20,4.596648008967815e-38,6.142645891312626e-35,2.4469339035147897e-25,1.0970441779849623e-29,8.144541635182549e-30,1.5700799106867494e-26,3.178055154213031e-39,1.5090370576389575e-40,2.4661793779047486e-42,3.76,0.0,0.7914943980515876,0.9999999999565402,3.7083220704183357e-19,8.022941276619647e-18,4.3510589589626513e-11,4.065982211210874e-09,1.35081737785886e-23,2.600227935262058e-22,6.494369788606986e-17,1.7021933831931188e-09,6.420800466323837e-18,8.216708523564399e-19,1.1252670593814902e-20,1.2792038922410672e-19,7.835283112510681e-15,2.4069848021621793e-12,2.864577370322334e-18
6.607551943649638e-12,0.8528184003526119,1.3566413286017144e-13,2.5804430844494134e-15,2.3505557041993242e-17,3.1743760474186054e-09,0.0,0.0,8.103119233484207e-11,1.5334101558286835e-17,1.4969679685093955e-17,2.0846944131273634e-17,3.5283862235309155e-23,7.44457527825541e-30,1.898576021380446e-18,2.0846929521288117e-12,4.48942569289195e-12,7.839384320639473e-18,5.615879498625326e-32,1.275549063284532e-41,1.1022099086559086e-28,6.797652352249499e-28,7.580421584026528e-09,1.3970034369049254e-32,6.33675644120161e-20,2.0042028522758937e-36,7.76935473556318e-34,1.6280080972451162e-24,7.294593133018981e-29,5.417989071921976e-29,1.0433154891839355e-25,7.739997361594747e-38,3.7578479130528996e-39,6.015232209636516e-41,3.76,0.0,0.7914943930231745,0.9999999999189401,2.4622892777370257e-18,2.788714446896559e-17,8.114327613262041e-11,7.582508117119895e-09,8.981459035124781e-23,1.7250588792702357e-21,4.2507472442827524e-16,3.174347436346312e-09,2.2334533257881497e-17,2.855706885055565e-18,3.9161051541696123e-20,4.44091058170826e-19,2.723397878534641e-14,4.488084133330067e-12,9.941008525741372e-18
9.671923934840784e-12,0.8528184011193015,2.17785417501528e-13,3.8047214371892915e-15,6.125055575596668e-17,4.646550485179534e-09,0.0,0.0,1.1861084000824891e-10,3.285138862481411e-17,4.497527762218788e-17,6.449342199048644e-17,1.060655590089531e-22,2.236669078928036e-29,4.066968992383187e-18,4.465376484974836e-12,6.571515788657677e-12,2.3322661611202976e-17,2.996364802874185e-31,8.728101266755377e-41,6.244534304286928e-28,3.85110575344422e-27,1.1094564821726082e-08,7.380844748074981e-32,1.3573762807487198e-19,1.4216400764711392e-35,3.196540126693358e-33,4.895547046059324e-24,2.1925205342152037e-28,1.6290570359433943e-28,3.1365028786079886e-25,4.128762289677953e-37,1.9670080838901438e-38,3.210934299381351e-40,3.76,0.0,0.7914943879947602,0.9999999998813277,7.39842091728192e-18,5.974498976814505e-17,1.187777482152805e-10,1.109903456953619e-08,2.701176989344095e-22,5.180224747210697e-21,1.2703264582556135e-15,4.646489181356993e-09,4.787855596104344e-17,6.117363494751402e-18,8.39839457762479e-20,9.504173668482353e-19,5.834398094570935e-14,6.568611534607994e-12,2.1268446799841093e-17
1e-11,0.8528184018859913,2.2731688084686065e-13,3.9371356470069204e-15,6.680267366594678e-17,4.8041635946999275e-09,0.0,0.0,1.2263416966828228e-10,3.5117627385360656e-17,4.96495968646567e-17,7.145686343786986e-17,1.170971625360122e-22,2.4691285816295093e-29,4.347467162018443e-18,4.7733190775518045e-12,6.794430218734666e-12,2.572661512063201e-17,3.551378316496623e-31,1.0724480527953421e-40,7.4451828157681645e-28,4.5915489554556085e-27,1.1470740928676073e-08,8.737687412103992e-32,1.450990822723183e-19,1.767172883237018e-35,3.654231335331385e-33,5.404867924416619e-24,2.420476579741114e-28,1.7985154357522154e-28,3.4627549363999372e-25,4.893363044695681e-37,2.3197241304613618e-38,3.8060363222660745e-40,3.76,0.0,0.7914943874564109,0.9999999998773001,8.167437489170063e-18,6.38665147104175e-17,1.228070557379148e-10,1.1475518972889344e-08,2.9823004187221607e-22,5.718247394866229e-21,1.4016648779465772e-15,4.804098060861629e-09,5.118504038293936e-17,6.539290443436967e-18,8.978804274275953e-20,1.0158607926906204e-18,6.236864436825866e-14,6.7913219461943146e-12,2.2732124408039585e-17
1.273629592603193e-11,0.8528184018859913,3.1238423042041534e-13,5.051631767371382e-15,1.2449400915704922e-16,6.1187249311466605e-09,0.0,0.0,1.5619046445906726e-10,5.696336062485858e-17,9.964899242863776e-17,1.467919002196039e-16,2.351244904800971e-22,4.955660775578467e-29,7.051181094569343e-18,7.741463149346479e-12,8.653654397781015e-12,5.1399071324797746e-17,1.0397964139435588e-30,3.640444780847496e-40,2.235689252792282e-27,1.3787596458664122e-26,1.4607811805151155e-08,2.545011210758837e-31,2.3533284273235384e-19,6.267239930292355e-35,8.968133456024366e-33,1.0854423158925195e-23,4.859031844457508e-28,3.611579725933306e-28,6.953438481415985e-25,1.4324948904009942e-36,6.635380846989126e-38,1.1148141046976389e-39,3.76,0.0,0.7914943829663446,0.9999999998437029,1.6393613504725318e-17,1.0359670569804604e-16,1.5641402426659838e-10,1.4615561568310356e-08,5.990635121921943e-22,1.1472085545968266e-20,2.8048005918298544e-15,6.118618618325368e-09,8.306968251740828e-17,1.0606274711956117e-17,1.4577044330129857e-19,1.64633301484219e-18,1.0116442728996405e-13,8.648567924031808e-12,3.683041441164552e-17
1.5800667917223077e-11,0.8528184026526809,4.1969445574569336e-13,6.32509732794081e-15,2.196728454931484e-16,7.590899390215366e-09,0.0,0.0,1.9377006569207886e-10,8.766998317657476e-17,1.8661404130081181e-16,2.8213879421172863e-16,4.405469832941793e-22,9.280556858960234e-29,1.0850917351346491e-17,1.1912465741620403e-11,1.0735860264920021e-11,9.592479757091306e-17,2.836188836089611e-30,1.1529086510380981e-39,6.182050843437248e-27,3.8124272507702794e-26,1.8120162767896695e-08,6.910425204894654e-31,3.6214211016220505e-19,2.0872397145956866e-34,2.0353659714304864e-32,2.0340592409302744e-23,9.101359291596991e-28,6.767216957020846e-28,1.3029404541872308e-24,3.906637183382128e-36,1.7605535102093978e-37,3.0424338870638236e-39,3.76,0.0,0.7914943779379278,0.9999999998060655,3.070311739238178e-17,1.5944262666131625e-16,1.940521233388216e-10,1.8132089113288273e-08,1.1229534286236258e-21,2.1473843958060422e-20,5.238278966726037e-15,7.590735747353403e-09,1.2792523610730713e-16,1.632206302667453e-17,2.2457115033415986e-19,2.5312542024919688e-18,1.5569442794509667e-13,1.0727954250329531e-11,5.660994139068534e-17
2.192941189960537e-11,0.8528184041860604,6.733220932636516e-13,8.966236332525362e-15,5.296915495926442e-16,1.0535248365843196e-08,0.0,0.0,2.689291985250494e-10,1.6886705375328238e-16,4.856630658260962e-16,7.717570169039709e-16,1.1476986475388356e-21,2.4152819908264693e-28,2.089586926069603e-17,2.293741340419334e-11,1.4900543223995548e-11,2.486118236981925e-16,1.363107697860455e-29,7.13429061561926e-39,2.99466507579979e-26,1.8467155784814429e-25,2.514217749700462e-08,3.3013868435229295e-30,6.973629505813074e-19,1.397881270401131e-33,7.170460290662757e-32,5.300387628815745e-23,2.369450948879877e-27,1.763064884969403e-27,3.394863726546942e-24,1.8768710861913645e-35,8.065404856711036e-37,1.4640127516297485e-38,3.76,0.0,0.7914943678810905,0.9999999997307515,7.991823119212057e-17,3.071188841786537e-16,2.693338611893759e-10,2.5165145841285472e-08,2.928085692014854e-21,5.583331605930009e-20,1.3573078242577406e-14,1.0534933081964124e-08,2.4669350998531957e-16,3.143287531199959e-17,4.3340199712054727e-19,4.865957934669643e-18,2.9987979517923886e-13,1.4885020229621594e-11,1.0875912250071332e-16
2.805815588198766e-11,0.8528184057194398,9.805623631250581e-13,1.1759589201618241e-14,1.0428934013158577e-15,1.3479597451434909e-08,0.0,0.0,3.440882385538961e-10,2.764423273812938e-16,1.0031961786448416e-15,1.6691293098614087e-15,2.3730697504835853e-21,4.989103932081774e-28,3.4199460868593855e-17,3.753631552363621e-11,1.9065714838378696e-11,5.12277786199442e-16,4.377056746671619e-29,2.726781242974065e-38,9.70850599213475e-26,5.986736758971106e-25,3.216061088119898e-08,1.0567704408571574e-29,1.1413152645523832e-18,5.5493956103043146e-33,1.8593819186299015e-31,1.0961982674875452e-22,4.8959684242017056e-27,3.6455964957348365e-27,7.020473339524486e-24,6.02486524215038e-35,2.5303168266398877e-36,4.705687308642113e-38,3.76,0.0,0.7914943578242482,0.9999999996553837,1.6510765963509263e-16,5.027782267543929e-16,3.446231145724258e-10,3.2198204752296594e-08,6.05953933514381e-21,1.1522554177825787e-19,2.793496577669996e-14,1.347908118600182e-08,4.043212117391197e-16,5.1446785470459334e-17,7.108796985060146e-19,7.949876131248797e-18,4.90892951198369e-13,1.9039817076335336e-11,1.7758106556026662e-16
3.4186899864369955e-11,0.8528184072528192,1.3434258459993592e-12,1.473825268339066e-14,1.8135511526369646e-15,1.642394668854179e-08,0.0,0.0,4.192471858354969e-10,4.1039551702662113e-16,1.8034485538322705e-15,3.1357492935571725e-15,4.270342424557437e-21,8.9690274924826e-28,5.075920510228917e-17,5.5705065134041615e-11,2.3231533052641435e-11,9.194159029577853e-16,1.1272625661998234e-28,8.159036405414298e-38,2.5187395584135717e-25,1.5531271548831167e-24,3.9175464890474356e-08,2.715927935595918e-29,1.6939134763736936e-18,1.7055421254697764e-32,4.023290289459489e-31,1.973041340363197e-22,8.80437003911653e-27,6.560502218179587e-27,1.2635182844334464e-23,1.5511570933921393e-34,6.427050084029404e-36,1.2130889985210699e-37,3.76,0.0,0.7914943477674006,0.9999999995799604,2.9686304857224247e-16,7.464269917840448e-16,4.199200443578067e-10,3.923126584502985e-08,1.0913528359321906e-20,2.0695156489500108e-19,5.005144334364683e-14,1.642318006032142e-08,6.009524355491545e-16,7.636063096793502e-17,1.0574262933565886e-18,1.1778138150169462e-17,7.287263894583805e-13,2.3192352790935145e-11,2.6293480553669455e-16
4.031564384675225e-11,0.8528184087861989,1.7639274903967438e-12,1.793502563706101e-14,2.8954309672179183e-15,1.9368296118496965e-08,0.0,0.0,4.944060404361739e-10,5.707263384164089e-16,2.950031274614753e-15,5.355675498632062e-15,6.992486067626244e-21,1.4671493143813181e-27,7.057263792422344e-17,7.743959393324083e-11,2.739815427517705e-11,1.5022037128281763e-15,2.5198702084868446e-28,2.0960004914658434e-37,5.654027348893752e-25,3.486314191932031e-24,4.6186741476923895e-08,6.061907977585064e-29,2.355077662716899e-18,4.4558456064568175e-32,7.7152300717816555e-31,3.2314600199407825e-22,1.4406897124051978e-26,1.0742925011672302e-26,2.0692663979315842e-23,3.4662945767283696e-34,1.4242844239088838e-35,2.7145848029720283e-37,3.76,0.0,0.7914943377105477,0.9999999995044796,4.856820184756996e-16,1.0380735940662077e-15,4.952248100552894e-10,4.626432911821003e-08,1.788609032408178e-20,3.382070911096521e-19,8.16091022715232e-14,1.936722970577005e-08,8.367287433030754e-16,1.0617129092752937e-16,1.4734570676507417e-18,1.6345949995007153e-17,1.013372668377549e-12,2.734263530009657e-11,3.64681968958929e-16
5.2573131811516833e-11,0.8528184118529588,2.78572149193044e-12,2.510861599343253e-14,6.1988101774621195e-15,2.5256995716491493e-08,0.0,0.0,6.447234719174023e-10,9.705197861398023e-16,6.525676538725552e-15,1.2925099346708055e-14,1.550238759290407e-20,3.245571005009319e-27,1.1995112962682055e-16,1.3159040761014457e-10,3.57344044295136e-11,3.3178968373817844e-15,9.783844560698463e-28,1.1299852550201186e-36,2.2036583612819236e-24,1.358648736003939e-23,6.01985698624662e-08,2.348600832073679e-28,4.002831740895229e-18,2.348089005759028e-31,2.2464510797287827e-30,7.167486346738138e-22,3.189440101195718e-26,2.381972860090526e-26,4.5891570539848966e-23,1.3443699555954504e-33,5.535338041774925e-35,1.0570074570342314e-36,3.76,0.0,0.7914943175968248,0.999999999353338,1.0747554712512221e-15,1.7654075038240392e-15,6.458584612003098e-10,6.033046220105836e-08,3.972837377502965e-20,7.466110684809959e-19,1.7933878636404608e-13,2.525518131330427e-08,1.4262506824557543e-15,1.804711845030909e-16,2.5155424164035034e-18,2.7682075659787447e-17,1.7230752040797834e-12,3.5636471071401905e-11,6.16835324269636e-16
6.298466261459194e-11,0.8528184144578705,3.8528310964793845e-12,3.217583698757215e-14,1.04554516451398e-14,3.025886798842741e-08,0.0,0.0,7.724030595010776e-10,1.392974951291394e-15,1.1210049938353602e-14,2.3742592768722367e-14,2.6680268866237318e-20,5.575601882635358e-27,1.7209396599729147e-16,1.887532753005696e-10,4.281912689651874e-11,5.694832599872602e-15,2.4107240280864185e-27,3.3314759705936214e-36,5.435685786987102e-24,3.3510825064223194e-23,7.208901809828285e-08,5.781312717636897e-28,5.742906414457839e-18,6.871043886527108e-31,4.632206843818014e-30,1.2340404158537118e-21,5.482796348943441e-26,4.0999679538100263e-26,7.90048993444471e-23,3.3100343756748744e-33,1.3667201163829272e-34,2.6098408001784883e-36,3.76,0.0,0.7914943005121765,0.9999999992247603,1.846820352335381e-15,2.534115084872639e-15,7.738329609757841e-10,7.227826603542783e-08,6.848090300812561e-20,1.2803644834295887e-18,3.064338954153576e-13,3.025626261011331e-08,2.051201661574692e-15,2.589390578510943e-16,3.622600017581974e-18,3.959285407310627e-17,2.4729073368602997e-12,4.267425975295209e-11,8.813235145702831e-16
