Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131)
8.352131076268316e-10,0.8528186077043548,1.4213430427677146e-09,1.3990231435825733e-11,2.1761424938717704e-11,4.012683634308851e-07,0.0,0.0,1.0241818706239291e-08,2.4483765722700916e-13,2.5235233722922674e-11,2.484267705090745e-10,6.840631449195428e-17,1.331666364510642e-23,2.935519673993619e-14,3.1690340704305874e-08,6.290579487471324e-10,1.2769615223782634e-11,9.075564586070874e-22,1.579578816026046e-29,2.012532979859047e-18,1.2342085925911784e-17,9.259191470281827e-07,2.2104926726565388e-22,1.027015022989846e-15,3.2646685254474924e-24,1.4942738942229332e-25,3.4227526481870816e-18,1.4505394729502463e-22,1.175005899113817e-22,2.1165122324236076e-19,1.2676561995229466e-27,5.651107964086159e-29,1.2246398039312723e-30,3.76,0.0,0.7914930332339493,0.9999999885443108,4.252536873286901e-12,4.69775394894269e-13,1.0386595669677914e-08,9.584699905168949e-07,1.8890259199552084e-16,2.551905039068389e-15,4.938451861571882e-10,4.007932135100143e-07,4.0361687193453637e-13,4.450010448043489e-14,7.666572177119996e-16,5.454117249168516e-15,4.320362358314486e-10,5.493349725436416e-10,1.1411946348960451e-13
8.648972038873967e-10,0.852818615136377,1.5654079722799208e-09,1.5492737052716553e-11,2.4140368446631185e-11,4.155312104410214e-07,0.0,0.0,1.0605799554373313e-08,2.6254602368927744e-13,2.7985447862070878e-11,2.8176527939361526e-10,7.622506107646005e-17,1.4853225755647232e-23,3.144298366761916e-14,3.392279014511012e-08,6.559538073762276e-10,1.4161138643503116e-11,1.0784115063865576e-21,1.9452577984302935e-29,2.389731443597406e-18,1.465229504504621e-17,9.576591542172333e-07,2.628942733387737e-22,1.1039378802220442e-15,4.015079386694934e-24,1.7252345462097312e-25,3.832460419369426e-18,1.6250904368268036e-22,1.3196377432844142e-22,2.3640116517624846e-19,1.5109902561533084e-27,6.751421079938407e-29,1.4711592335339445e-30,3.76,0.0,0.7914929845141768,0.9999999880640087,4.720126696169832e-12,5.056252122906368e-13,1.0763069330432106e-08,9.925354436414046e-07,2.1081225936105563e-16,2.8172221153411824e-15,5.414018405947284e-10,4.150209031702647e-07,4.3422308699232513e-13,4.768317603597118e-14,8.264612429817492e-16,5.797709672121827e-15,4.631765809916858e-10,5.683095531909707e-10,1.2109133703997879e-13
8.945813001479619e-10,0.852818622568876,1.7190554413436685e-09,1.7099686149225435e-11,2.6685456363385746e-11,4.297942219001715e-07,0.0,0.0,1.0969779610806313e-08,2.80872324362031e-13,3.092585764739596e-11,3.181619072998751e-10,8.463656999182853e-17,1.6514245187186275e-23,3.3600061327483916e-14,3.62270256987374e-08,6.833159354044915e-10,1.5648885670795864e-11,1.2739035877938082e-21,2.3789012155405942e-29,2.8209567777435888e-18,1.729274448855828e-17,9.893210450325623e-07,3.1082583558123097e-22,1.183965153664738e-15,4.903194221242034e-24,1.9827894006381309e-25,4.276504003064578e-18,1.8146925441133965e-22,1.477151858245092e-22,2.63119591085984e-19,1.7907373089785267e-27,8.019418222553925e-29,1.7571934677338896e-30,3.76,0.0,0.7914929357937758,0.9999999875767409,5.220643248723629e-12,5.429887620025253e-13,1.1140227986229057e-08,1.0266009449947914e-06,2.344115464376841e-16,3.0991810507683058e-15,5.914950724737658e-10,4.2924744059584764e-07,4.660229436453962e-13,5.097409502665098e-14,8.88740963616815e-16,6.148709868751741e-15,4.953923347882555e-10,5.872546350697623e-10,1.281976199588519e-13
9.24265396408527e-10,0.8528186300018755,1.882609094232366e-09,1.8814592551302477e-11,2.940214616696798e-11,4.440574048915975e-07,0.0,0.0,1.1333758953135237e-08,2.998165303270739e-13,3.4062465346868255e-11,3.577713694361456e-10,9.36650158503682e-17,1.8306785083712156e-23,3.5826209041799327e-14,3.860264811182387e-08,7.111590745145634e-10,1.7235892736283807e-11,1.4965673196770187e-21,2.89026885258632e-29,3.311703786377353e-18,2.029690693838598e-17,1.020905019045547e-06,3.6547983856954456e-22,1.2671435179591854e-15,5.948301846818055e-24,2.269070781369081e-25,4.7567297785984935e-18,2.0202469496212352e-22,1.6483505550154756e-22,2.918981447386769e-19,2.1109472634734858e-27,9.474191005730929e-29,2.087627522637443e-30,3.76,0.0,0.791492887072728,0.999999987082322,5.75518708956381e-12,5.818924741462219e-13,1.1518090085288707e-08,1.060666494509308e-06,2.597696661799797e-16,3.398148346835517e-15,6.441467686844147e-10,4.4347282588001934e-07,4.990224315137072e-13,5.437270421956687e-14,9.535146603808429e-16,6.506895566388968e-15,5.286826915979722e-10,6.061710132179986e-10,1.3543379522648402e-13
9.836335889296571e-10,0.8528186448694739,2.240729337559973e-09,2.2582327775606063e-11,3.537209612114892e-11,4.725843143075178e-07,0.0,0.0,1.2061715811952584e-08,3.39558543140133e-13,4.09481167697873e-11,4.472529914849367e-10,1.1367070830482427e-16,2.2316660115790767e-23,4.048484697068276e-14,4.356646470065581e-08,7.683469401891628e-10,2.0719748365992147e-11,2.0343740436336793e-21,4.190517557560026e-29,4.49548877038137e-18,2.7540821142993622e-17,1.0838400123011873e-06,4.977131884734679e-22,1.4431484853155494e-15,8.596466095490331e-24,2.9368976817080885e-25,5.833431543171724e-18,2.483032363811334e-22,2.0352031437402782e-22,3.5601184612927505e-19,2.8905566426430362e-27,1.3028231388036958e-28,2.9035441596898307e-30,3.76,0.0,0.7914927896286182,0.9999999860712939,6.930749810044637e-12,6.644301999477292e-13,1.2275998635270334e-08,1.1287977377631039e-06,3.160414405957156e-16,4.0485205272145444e-15,7.572028770786112e-10,4.7192014039711524e-07,5.6864350131944e-13,6.149239618750847e-14,1.0906141825362651e-15,7.243966938478992e-15,5.984839944507227e-10,6.439208251569505e-10,1.50278715323474e-13
9.999999999999999e-10,0.8528186571965225,2.346994933098738e-09,2.37031529933547e-11,3.714818721732406e-11,4.804486442153404e-07,0.0,0.0,1.2262395995246148e-08,3.5094903073443114e-13,4.299484509121312e-11,4.744579140936242e-10,1.1966334325229242e-16,2.352837343829712e-23,4.1817322796974025e-14,4.4984380038977653e-08,7.844764430393282e-10,2.175530204584366e-11,2.2067582208861524e-21,4.624329765440462e-29,4.874532634964357e-18,2.985958196528463e-17,1.1011352552826056e-06,5.401573412334898e-22,1.4939730619858938e-15,9.477384260176768e-24,3.1453359958121048e-25,6.159173017074254e-18,2.6235644624476157e-22,2.153017638235249e-22,3.753038252251112e-19,3.1421324266551143e-27,1.417816540715355e-28,3.1698380596302015e-30,3.76,0.0,0.7914927627650866,0.9999999857872225,7.280700481058435e-12,6.883165503027978e-13,1.2485463725860943e-08,1.1475799490930297e-06,3.329152117644604e-16,4.240390818800938e-15,7.902016329727414e-10,4.797615841717083e-07,5.886902773250034e-13,6.353061287663322e-14,1.1301939516252254e-15,7.451840967933674e-15,6.184809631944739e-10,6.54308768780233e-10,1.5445507413703503e-13
1.032850133815525e-09,0.8528186571965225,2.5704847479516442e-09,2.6063917539325425e-11,4.088913459904067e-11,4.962338566842522e-07,0.0,0.0,1.2665194424106952e-08,3.7437843480494386e-13,4.7303275133778005e-11,5.325488923192041e-10,1.3234252403515274e-16,2.6108694189974153e-23,4.455446035890669e-14,4.789451082455128e-08,8.173422209764825e-10,2.3935168153474954e-11,2.5877327322567695e-21,5.608775029591811e-29,5.7116389223364e-18,3.497942184254387e-17,1.1357789076348252e-06,6.340495627775427e-22,1.5990507073526574e-15,1.147216360460115e-23,3.598288003617717e-25,6.8530382473512276e-18,2.923717537162403e-22,2.405114901826347e-22,4.1624593175489836e-19,3.7007619944804064e-27,1.6736082647415334e-28,3.765706697312748e-30,3.76,0.0,0.791492708844813,0.9999999852098553,8.018085711875108e-12,7.377706529797904e-13,1.2906604284208785e-08,1.1852790434485929e-06,3.686379965366413e-16,4.642281270553459e-15,8.588417550275382e-10,4.954996211838318e-07,6.300474269530684e-13,6.77199661650113e-14,1.2119832313586993e-15,7.87496118805641e-15,6.596013460772133e-10,6.751354853313684e-10,1.6294293593165015e-13
1.0771450242128061e-09,0.8528186682923076,2.894045882281361e-09,2.94890756997589e-11,4.631644517528884e-11,5.175189276948047e-07,0.0,0.0,1.3208324372396155e-08,4.071683496377073e-13,5.354797754328241e-11,6.18570625575203e-10,1.5086665604826678e-16,2.99199333556577e-23,4.837716161512551e-14,5.195327035521544e-08,8.627255042743948e-10,2.7094681000687304e-11,3.1821953390048077e-21,7.20808383649856e-29,7.016394544705719e-18,4.295685408257657e-17,1.1823429210873213e-06,7.807760021865728e-22,1.7473240615023931e-15,1.4701422074298267e-23,4.287630978016326e-25,7.877698892754774e-18,3.3689477207609614e-22,2.7801010786027364e-22,4.7634974354454e-19,4.579118076514583e-27,2.0768660503969284e-28,4.713898320695217e-30,3.76,0.0,0.7914926361376668,0.9999999844157774,9.088516610843229e-12,8.077078932101933e-13,1.3476003719428397e-08,1.236112331105653e-06,4.208704064085279e-16,5.2202854990316696e-15,9.565068681952747e-10,5.167184469140831e-07,6.88190901078288e-13,7.35763875228469e-14,1.3272575082374105e-15,8.457534705592879e-15,7.171240041770069e-10,7.031697340607327e-10,1.746028701110968e-13
1.1214399146100873e-09,0.8528186793895429,3.244089543765528e-09,3.320269730639205e-11,5.2199962812584056e-11,5.388044825974678e-07,0.0,0.0,1.3751453850800857e-08,4.4133375827287523e-13,6.03101194415483e-11,7.13911509860904e-10,1.7110834209638759e-16,3.4142101338369475e-23,5.2350792874632964e-14,5.616559882899445e-08,9.093776975329498e-10,3.051597310970551e-11,3.880252804533351e-21,9.171734861914766e-29,8.546595870019969e-18,5.2309201011569844e-17,1.2287361451382401e-06,9.533689789226411e-22,1.903333258798388e-15,1.8649376922896417e-23,5.07586883015324e-25,9.011468010791397e-18,3.8642914184964705e-22,3.198550873027303e-22,5.423922390138942e-19,5.6199254357656136e-27,2.5560949512813526e-28,5.852854945349949e-30,3.76,0.0,0.7914925634288256,0.9999999836032861,1.0249699214051481e-11,8.814764924851422e-13,1.4047224407186107e-08,1.2869457251958157e-06,4.779871004981173e-16,5.840668923363741e-15,1.0600743937375407e-09,5.379347084602349e-07,7.490805906279749e-13,7.967076143502045e-14,1.4483077485112762e-15,9.05337273372817e-15,7.770284629226644e-10,7.311508257717703e-10,1.8649918905289432e-13
1.1657348050073684e-09,0.8528186904883117,3.6216840798509754e-09,3.721643714587756e-11,5.855750720404266e-11,5.600905473932281e-07,0.0,0.0,1.4294583144648848e-08,4.768745680819096e-13,6.760883437628878e-11,8.191054527923673e-10,1.9315432174227657e-16,3.8810318971172466e-23,5.647470160647727e-14,6.053020952035516e-08,9.573457792597267e-10,3.4208723953043255e-11,4.694655541133678e-21,1.1563997207066153e-28,1.0329587852998367e-17,6.320249600414523e-17,1.2749592299838219e-06,1.155078715431313e-21,2.0672728235493854e-15,2.343700428630142e-23,5.973090812302106e-25,1.026217582236344e-17,4.413942086866633e-22,3.6641938708230373e-22,6.147269675636084e-19,6.845697892794582e-27,3.1220636401787667e-28,7.212564603818333e-30,3.76,0.0,0.791492490718226,0.9999999827717897,1.1505246731166933e-11,9.591840653095618e-13,1.4620328780554071e-08,1.337779225554162e-06,5.402273194536491e-16,6.504400758675972e-15,1.1695734647656394e-09,5.591484061319562e-07,8.127331281737082e-13,8.600272165820413e-14,1.5751814165117317e-15,9.661884671237328e-15,8.393120586904102e-10,7.590813371996592e-10,1.9862115471426326e-13
1.2100296954046495e-09,0.8528187015886967,4.027894519805563e-09,4.154194682510535e-11,6.540683684779689e-11,5.813771485784796e-07,0.0,0.0,1.4837712544067345e-08,5.137906871725637e-13,7.546309540839051e-11,9.346883718025936e-10,2.1709265376298002e-16,4.3962682026919424e-23,6.07482537438838e-14,6.504582361742817e-08,1.0066763311078118e-09,3.818253185229296e-11,5.639114105649917e-21,1.4457577630189306e-28,1.2394710620713658e-17,7.581476849940063e-17,1.321012823245856e-06,1.3894118591828784e-21,2.239344866027067e-15,2.919954614314323e-23,6.990082365574537e-25,1.1638037138018329e-17,5.022382569428215e-22,4.1810138264655584e-22,6.937179198183265e-19,8.281172505682394e-27,3.7866335838360147e-28,8.826621536697523e-30,3.76,0.0,0.7914924180058062,0.9999999819207016,1.2858763873503122e-11,1.0409421212013599e-12,1.51953795047551e-08,1.38861283202775e-06,6.0783171462579855e-16,7.21240454918787e-15,1.2850264989851749e-09,5.803595402388764e-07,8.791646286342208e-13,9.257193329433986e-14,1.7079236355509865e-15,1.0282506007719547e-14,9.039721305177129e-10,7.869638321424751e-10,2.1095875096583066e-13
1.2543245858019306e-09,0.8528187126907814,4.463782059100925e-09,4.619087498575011e-11,7.276564964424581e-11,6.026643131435966e-07,0.0,0.0,1.5380842343770935e-08,5.52082024400655e-13,8.389171609804969e-11,1.0611976474053868e-09,2.430127261749883e-16,4.9640489220713306e-23,6.517083444680751e-14,6.971117017862735e-08,1.057415540328e-09,4.244691447677348e-11,6.728327198735747e-21,1.7934421628965422e-28,1.4773350346568824e-17,9.033633597114694e-17,1.3668975699822535e-06,1.6601405114707533e-21,2.419758959724877e-15,3.608751314210036e-23,8.138358169085004e-25,1.3147666069226605e-17,5.694402651413458e-22,4.75326322625312e-22,7.797397047274281e-19,9.953457826430331e-27,4.562834558310643e-28,1.0732555649713485e-29,3.76,0.0,0.7914923452915026,0.9999999810494399,1.4313846954785071e-11,1.1268660317818926e-12,1.5772439477438642e-08,1.4394465444755556e-06,6.810422042290589e-16,7.965559585880809e-15,1.4064497743305052e-09,6.015681110905865e-07,9.483907312786661e-13,9.937809273657123e-14,1.846577291088337e-15,1.0914697175706302e-14,9.710060201017538e-10,8.148008615154425e-10,2.2350264234660965e-13
1.2986194761992118e-09,0.8528187237946488,4.930403598724379e-09,5.1174867470742975e-11,8.065158344274751e-11,6.239520685711918e-07,0.0,0.0,1.5923972842867244e-08,5.917484893812744e-13,9.291335148459914e-11,1.1991716312350207e-09,2.710052670364974e-16,5.588847872452505e-23,6.974184887693428e-14,7.4524986089522e-08,1.1096092022043286e-09,4.7011309338986926e-11,7.978009025048288e-21,2.208658065377707e-28,1.749898830509753e-17,1.0697008403385774e-16,1.4126141126975771e-06,1.9713112259209557e-21,2.6087320199075042e-15,4.4267716973484617e-23,9.43019650259678e-25,1.4800090904231693e-17,6.435117411484053e-22,5.38547847381193e-22,8.7317772326619e-19,1.1892189630577941e-26,5.464944309378982e-28,1.2972188140049597e-29,3.76,0.0,0.7914922725752522,0.999999980157427,1.587408399189892e-11,1.2170749981194928e-12,1.635157182863187e-08,1.4902803627684163e-06,7.6010183477144405e-16,8.764702279811326e-15,1.533853949638634e-09,6.227741189966376e-07,1.020426639062529e-12,1.0642092761632264e-13,1.991183128891155e-15,1.1557942458457008e-14,1.0404110717977128e-09,8.425949634049359e-10,2.362441354947575e-13
1.3429143665964929e-09,0.8528187349003828,5.4288113187405365e-09,5.650556746077033e-11,8.908221655690641e-11,6.452404428341759e-07,0.0,0.0,1.6467104344673672e-08,6.327899924996224e-13,1.0254649906275647e-10,1.3491491882275715e-09,3.0116235585013303e-16,6.275507124463139e-23,7.446072298101069e-14,7.948601601985392e-08,1.1633027224801084e-09,5.1885074288264897e-11,9.404916141001043e-21,2.7017142300937242e-28,2.0607248492305267e-17,1.2593173721315242e-16,1.4581630913535447e-06,2.3272539856066223e-21,2.806488183076468e-15,5.392432451288658e-23,1.0878674648155855e-24,1.6604769096032868e-17,7.249986261787679e-22,6.0824956030261e-22,9.744283392637846e-19,1.4129692877337265e-26,6.508571869721978e-28,1.5592010945336234e-29,3.76,0.0,0.7914921998569917,0.9999999792440912,1.7543054805483504e-11,1.3116920182142923e-12,1.6932839920486664e-08,1.5411142867889715e-06,8.452546464647786e-16,9.610627502195189e-15,1.6672445510765854e-09,6.439775642665434e-07,1.0952871561213107e-12,1.13700196750488e-13,2.141779849585301e-15,1.2211748937926487e-14,1.1121846326169955e-09,8.703486631223489e-10,2.4917514242170427e-13
1.387209256993774e-09,0.8528187460080668,5.960052284244954e-09,6.219461558265204e-11,9.807506825009151e-11,6.665294643936337e-07,0.0,0.0,1.701023715654455e-08,6.752064449214715e-13,1.1280949975477695e-10,1.5116692711164573e-09,3.3357743550064097e-16,7.029261889746351e-23,7.932690427986895e-14,8.459301238072788e-08,1.2185411197732063e-09,5.7077488002343037e-11,1.1026873718342613e-20,3.2841225676956084e-28,2.4135943693854436e-17,1.4745011973499353e-16,1.5035451433794954e-06,2.732591135179468e-21,3.0132586874953384e-15,6.525993013608248e-23,1.2497705225256793e-24,1.857160231349374e-17,8.144832636327607e-22,6.849466481347068e-22,1.0838990468108328e-18,1.6701149478269834e-26,7.710744391621107e-28,1.8643590120245027e-29,3.76,0.0,0.7914921271366574,0.9999999783088647,1.932433112007346e-11,1.4108438546317018e-12,1.7516307346834983e-08,1.5919483164316043e-06,9.367455427624082e-16,1.0504089889915543e-14,1.806622426134543e-09,6.651784472097775e-07,1.1729867234556077e-12,1.2121569008826411e-13,2.2984041995853657e-15,1.2875645483013399e-14,1.1863240522254822e-09,8.980644732578054e-10,2.6228814558990134e-13
1.4315041473910551e-09,0.852818757117784,6.5251680895769985e-09,6.825364998471441e-11,1.0764759918569988e-10,6.878191621964866e-07,0.0,0.0,1.755337158971073e-08,7.18997758603183e-13,1.2372053887697637e-10,1.6872705331234567e-09,3.6834532477495555e-16,7.855766037381472e-23,8.43398626633708e-14,8.98447352820406e-08,1.2753690279766682e-09,6.259775047608736e-11,1.286280113915622e-20,3.968704973005158e-28,2.812511979321472e-17,1.7176740503015007e-16,1.548760903682805e-06,3.1922462561582137e-21,3.229281755010768e-15,7.849664747128121e-23,1.43020735401975e-24,2.071095155213881e-17,9.125864381083812e-22,7.691875543383581e-22,1.2020086337967744e-18,1.9644772364177338e-26,9.089997786423476e-28,2.218399567808507e-29,3.76,0.0,0.7914920544141851,0.999999977351184,2.1221476663703927e-11,1.5146610023413306e-12,1.8102037932520417e-08,1.6427824516023829e-06,1.034820164578586e-15,1.1445805111561702e-14,1.951984159258486e-09,6.863767681357753e-07,1.2535394525443339e-12,1.2896722865782154e-13,2.4610910579058162e-15,1.3549181783640155e-14,1.2628266829417754e-09,9.257448937336373e-10,2.7557616505756923e-13
1.4757990377883363e-09,0.8528187682296179,7.125194541134259e-09,7.469430637901336e-11,1.178172118418522e-10,7.09109565672939e-07,0.0,0.0,1.8096507959131675e-08,7.641638463012863e-13,1.352976471001791e-10,1.876490979201749e-09,4.055622315092986e-16,8.761118288107061e-23,8.949909119205579e-14,9.523995249016224e-08,1.3338306986435745e-09,6.845498350714818e-11,1.4932736927207885e-20,4.769708258166688e-28,3.2617098311561474e-17,1.9913935387311448e-16,1.5938110046592527e-06,3.7114529943301936e-21,3.454802474198803e-15,9.387722207316323e-23,1.6307476034458701e-24,2.303365232033413e-17,1.019969490769603e-21,8.615557101034202e-22,1.3291873416891945e-18,2.3001986339537217e-26,1.0666471492902138e-27,2.6276260390727306e-29,3.76,0.0,0.7914919816895111,0.9999999763704914,2.323804726704867e-11,1.623277656783562e-12,1.8690095732506394e-08,1.6936166922189986e-06,1.1397247692366915e-15,1.243645109350861e-14,2.1033224487528342e-09,7.075725273539328e-07,1.3369591568688576e-12,1.3695466451303174e-13,2.6298735188088015e-15,1.4231927431155433e-14,1.341689879735402e-09,9.533924118576112e-10,2.8903272771008914e-13
1.5200939281856174e-09,0.8528187793436514,7.76116137293053e-09,8.152821805562348e-11,1.2860125089595826e-10,7.304007047337508e-07,0.0,0.0,1.8639646583358258e-08,8.107046215816795e-13,1.4755870140466283e-10,2.079867649993728e-09,4.453257663510447e-16,9.751889074247613e-23,9.480410690516772e-14,1.0077743938584551e-07,1.3939700033576443e-09,7.465823117882979e-11,1.7257863068597463e-20,5.702927753654598e-28,3.7656517308930724e-17,2.298355419697349e-16,1.6386960762033396e-06,4.295763852137002e-21,3.6900726847233535e-15,1.116661642189755e-22,1.8530559828236492e-24,2.5551029903156847e-17,1.1373365129642248e-21,9.626713240905498e-22,1.4658770218816835e-18,2.6817615747739647e-26,1.2462007499683988e-27,3.0989868859851875e-29,3.76,0.0,0.7914919089625707,0.9999999753662333,2.5377590962143122e-11,1.7368316821453428e-12,1.9280545030796553e-08,1.7444510382107099e-06,1.251706113757547e-15,1.3476669209338841e-14,2.2606264508070557e-09,7.287657251736079e-07,1.423259381587495e-12,1.451778806801646e-13,2.8047829706930297e-15,1.492347104055924e-14,1.4229110002249513e-09,9.810095023759296e-10,3.02651838339071e-13
1.5643888185828985e-09,0.8528187904599676,8.434091989128682e-09,8.876701587412772e-11,1.4001700358448867e-10,7.516926097673612e-07,0.0,0.0,1.918278778440431e-08,8.586199988285158e-13,1.605214260301219e-10,2.2979363327562833e-09,4.877349570970632e-16,1.0835148024841941e-22,1.0025445163395911e-13,1.0645597892234106e-07,1.4558304360909938e-09,8.121646034044114e-11,1.9860528753564932e-20,6.785840048738842e-28,4.3290370743669256e-17,2.641395776333652e-16,1.6834167457185697e-06,4.951058950430213e-21,3.935350862827298e-15,1.3215089982298306e-22,2.0988963311238754e-24,2.827491469037273e-17,1.2654366174115927e-21,1.0731932298815252e-21,1.6125312887603679e-18,3.114007873361076e-26,1.450025363459767e-27,3.6401277660947467e-29,3.76,0.0,0.7914918362332994,0.9999999743378605,2.7643648080656466e-11,1.8554645798241885e-12,1.987345033920207e-08,1.795285489518278e-06,1.3710113421458613e-15,1.456706543550991e-14,2.423882096408882e-09,7.49956361904119e-07,1.5124534315926055e-12,1.5363679110432083e-13,2.985849171608635e-15,1.5623419410268186e-14,1.5064874046761761e-09,1.0085986275260367e-09,3.164279523352858e-13
1.6086837089801796e-09,0.8528188015786494,9.14500323118532e-09,9.642232823447993e-11,1.5208170004011943e-10,7.729853116368863e-07,0.0,0.0,1.9725931887626275e-08,9.079098932527854e-13,1.7420339342064793e-10,2.5312312969067467e-09,5.328902635857857e-16,1.2018492052781717e-22,1.0584969281937017e-13,1.1227436158372102e-07,1.5194551155490888e-09,8.813856108512492e-11,2.2764273537278574e-20,8.037745442321638e-28,4.956804630313853e-17,3.0234930966023016e-16,1.7279736381276882e-06,5.683554757885926e-21,4.190902007963644e-15,1.5564293802435167e-22,2.3701357756503467e-24,3.1217657553978394e-17,1.4050662870791357e-21,1.1938207908071381e-21,1.76961566944677e-18,3.6021587996733443e-26,1.680677117460858e-27,4.259446773747029e-29,3.76,0.0,0.7914917635016328,0.9999999732848286,3.003975135164834e-11,1.979321457078217e-12,2.0468876395970863e-08,1.8461200460939108e-06,1.4978878765760149e-15,1.570821147406144e-14,2.5930723834908166e-09,7.711444378547459e-07,1.60455439804411e-12,1.6233134059545244e-13,3.1731003215420402e-15,1.6331396717819095e-14,1.5924164560000709e-09,1.0361622370892169e-09,3.3035594990016066e-13
1.6972734897747419e-09,0.8528188238234384,1.06848009718337e-08,1.1302899752181347e-10,1.7822656108141317e-10,8.155732316903525e-07,0.0,0.0,2.0812230118088008e-08,1.0106128986604746e-12,2.0379459291500979e-10,3.0456281951695975e-09,6.318483179678373e-16,1.4718633714831063e-22,1.174732673159011e-13,1.2432585562356371e-07,1.6521678270694556e-09,1.031095567570726e-10,2.957524376901456e-20,1.1135811117127635e-27,6.426459542514374e-17,3.9174961329419052e-16,1.8165985789757722e-06,7.406748181274671e-21,4.733915144214705e-15,2.130225341711306e-22,2.9968228666631973e-24,3.781181607736736e-17,1.7223519639560605e-21,1.468404971073355e-21,2.116997310692095e-18,4.76908358984462e-26,2.233712164196879e-27,5.770338033664687e-29,3.76,0.0,0.7914916180308516,0.9999999711026331,3.52361898354936e-11,2.2433054224156235e-12,2.1667550830309474e-08,1.9477894749150585e-06,1.7753453272088691e-15,1.8144874847203586e-14,2.9491757359081948e-09,8.135129086532719e-07,1.7975285213909137e-12,1.8042729001455277e-13,3.5662628816037794e-15,1.777001726237684e-14,1.7713219641242833e-09,1.0912226466126947e-09,3.5864909988490863e-13
1.7770042924898478e-09,0.8528188438526624,1.2210572369282475e-08,1.2951608322298678e-10,2.0414801791765776e-10,8.539054041417152e-07,0.0,0.0,2.1789911779542358e-08,1.1077456188866376e-12,2.330596946626661e-10,3.565979988632986e-09,7.3133997447000545e-16,1.757908835302915e-22,1.284262442880308e-13,1.3563848261077324e-07,1.7780679568705365e-09,1.1791552429640476e-10,3.699611331538798e-20,1.4738649231932405e-27,8.023907769603771e-17,4.888537353058167e-16,1.8958071268285013e-06,9.291205683752271e-21,5.260548606557338e-15,2.78609501299853e-22,3.6687051278764724e-24,4.4630160003065075e-17,2.0563881002146124e-21,1.7580086832788073e-21,2.4702309523124762e-18,6.071406482302333e-26,2.853160072083913e-27,7.499319895431711e-29,3.76,0.0,0.7914914870983002,0.9999999690489552,4.0393030416138074e-11,2.5002854480020186e-12,2.275563281501039e-08,2.039292320623602e-06,2.0534351091260184e-15,2.0516507619085778e-14,3.2897435912300378e-09,8.516357776066408e-07,1.9812746949149524e-12,1.9751960643896667e-13,3.941515087644554e-15,1.908879387544607e-14,1.9403565725539407e-09,1.14071407489755e-09,3.8458888483359495e-13
1.8567350952049538e-09,0.8528188638908218,1.3874895161406765e-08,1.4753340142884476e-10,2.324374368324967e-10,8.922406596777808e-07,0.0,0.0,2.2767608045624596e-08,1.209330494767138e-12,2.6492159051215617e-10,4.143881384691192e-09,8.413585412983951e-16,2.0909164113991873e-22,1.3984321636524544e-13,1.4738573077148628e-07,1.91033792146824e-09,1.340352362656675e-10,4.5815297118942854e-20,1.9289957820179927e-27,9.918070304392387e-17,6.039152300065915e-16,1.974494643344437e-06,1.1538761561266488e-20,5.8248741629103236e-15,3.600122587331013e-22,4.457101184164668e-24,5.237510820380657e-17,2.4425976669995096e-21,2.093297721229365e-21,2.865057642199366e-18,7.655667717353405e-26,3.609261841812957e-27,9.653193244470869e-29,3.76,0.0,0.7914913561569689,0.9999999669071228,4.602582426946916e-11,2.776609410388861e-12,2.3852899011572316e-08,2.130795507174096e-06,2.3599058543944267e-15,2.3060006171250224e-14,3.6491672404219442e-09,8.897503544413281e-07,2.17463560193302e-12,2.1537594001649945e-13,4.337180864870611e-15,2.0428456087379947e-14,2.116972865536203e-09,1.1901603678791992e-09,4.1095814400356523e-13
