Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46)
1.7494834200000002e-08,0.529764135806543,1.654061527584003e-10,1.777491766967448e-12,2.782008646779344e-12,1.832375290351922e-11,0.0,0.0,3.333267932121486e-11,2.2892863212092685e-16,2.9944583458538654e-12,8.155998293353107e-11,7.365255925660386e-20,2.2428577242747202e-29,2.401229817443026e-19,9.293952853052287e-11,1.2739459795205792e-13,1.5147442946508297e-12,2.5802621872692456e-26,5.6687589797670985e-37,2.011785957188432e-22,9.329237031397066e-22,1.2192053351656356e-10,1.3228216205912388e-24,7.555741280570461e-20,1.9427275914301894e-25,6.268228417766552e-33,1.1390426192988503e-23,8.086348906775032e-28,3.1500417566379395e-28,3.1941636348322277e-23,3.7683119425414206e-31,7.074634663738478e-35,8.54158599986338e-34,3.76,0.0,0.5006124700277315,0.9999999998752755,5.699477194438071e-13,4.432768231388229e-17,3.417866928187912e-11,3.0603664224757053e-10,4.261122472876398e-16,1.2337357935550182e-16,4.9794058233297055e-12,1.5520050741640878e-11,6.456184759443083e-14
1.8438552600000004e-08,0.529764135809297,1.8515453719272236e-10,2.006302745546877e-12,3.1256317181226763e-12,1.956954453869611e-11,0.0,0.0,3.517936189835887e-11,2.5446443716496825e-16,3.347759194019379e-12,9.153848137675536e-11,8.70781716101355e-20,2.8675486117343114e-29,2.6248545047060468e-19,9.701734945833176e-11,1.4243362697287216e-13,1.693461310304143e-12,3.1217456256836407e-26,7.977123113014981e-37,2.3734881980470186e-22,1.0899619059657385e-21,1.235937052205455e-10,1.6154214172849443e-24,8.945136388687837e-20,2.4281963315949936e-25,8.107273090149696e-33,1.4142222158670845e-23,1.0772951041551268e-27,3.951529541724068e-28,3.9821281902026183e-23,4.950095378215451e-31,9.577401738400027e-35,1.1997429792830019e-33,3.76,0.0,0.5006124700083714,0.9999999998626261,6.42981592946721e-13,5.268919392313305e-17,3.618566611121612e-11,3.225451040916123e-10,4.808545590321496e-16,1.314799125104474e-16,5.211248439278108e-12,1.635724360701443e-11,7.187391896385465e-14
1.9382271000000005e-08,0.5297641358120946,2.0572400825037297e-10,2.2482764494498213e-12,3.486634550836796e-12,2.0847279033703093e-11,0.0,0.0,3.70335953409707e-11,2.813795738885308e-16,3.7157400026126565e-12,1.0195567838075434e-10,1.0196799685953788e-19,3.6153530068909476e-29,2.8590770876144966e-19,1.0083526049275916e-10,1.5809915237313616e-13,1.879604188121603e-12,3.732170979752747e-26,1.0981496943983308e-36,2.7679343034366765e-22,1.258562845279057e-21,1.2507980613405361e-10,1.9496246714366148e-24,1.0484034068963829e-19,2.9913409104529692e-25,1.03408973398912e-32,1.731829338672118e-23,1.410577277312117e-27,4.885901306294899e-28,4.902443793133254e-23,6.390593964388258e-31,1.2748589956182573e-34,1.6524871155082984e-33,3.76,0.0,0.5006124699889852,0.9999999998495162,7.20213260185991e-13,6.200277496656088e-17,3.8218446075450174e-11,3.390535694537825e-10,5.381154569636757e-16,1.394035018142335e-16,5.4286410855012315e-12,1.719443642835899e-11,7.960578828612926e-14
2.0325989400000006e-08,0.5297641358149331,2.270580107295417e-10,2.5031506140320607e-12,3.864400803556385e-12,2.2157324241107927e-11,0.0,0.0,3.889565187595427e-11,3.0967976563866093e-16,4.097448208361733e-12,1.1278367105819446e-10,1.1837403150376652e-19,4.5014454754924785e-29,3.10425781817403e-19,1.0440112215897282e-10,1.7435078364296193e-13,2.0726910757219553e-12,4.414546231983977e-26,1.4821973768095266e-36,3.1946306018113412e-22,1.4380437046599221e-21,1.2639997978424903e-10,2.328219947666038e-24,1.2176782291521593e-19,3.6374919679764248e-25,1.3026007378734955e-32,2.0946256571448738e-23,1.818407547770337e-27,5.9634518977451515e-28,5.967273399412892e-23,8.122408212765513e-31,1.6714526029953928e-34,2.2362518331978165e-33,3.76,0.0,0.5006124699695719,0.9999999998359743,8.015725678979941e-13,7.230601159155561e-17,4.0277991004507604e-11,3.5556203847270514e-10,5.97713631188541e-16,1.47139373676959e-16,5.6319576903584054e-12,1.8031629205674538e-11,8.776291622528244e-14
2.1269707800000007e-08,0.5297641358178097,2.4910184108672055e-10,2.7706627565877377e-12,4.258326958857561e-12,2.350000197153217e-11,0.0,0.0,4.0765783992686716e-11,3.3937093128088145e-16,4.49196333381659e-12,1.2399539006876562e-10,1.3634431085828691e-19,5.541819781078099e-29,3.3607234791027577e-19,1.0772423251265496e-10,1.9114948697891403e-13,2.272256351219015e-12,5.17163194938942e-26,1.9652505177604078e-36,3.6529216853298477e-22,1.62766120796854e-21,1.2757295520641794e-10,2.7539649349130562e-24,1.4027211799662646e-19,4.371669081909142e-25,1.6224092934998107e-32,2.505207166304406e-23,2.311354399694166e-27,7.194135887356678e-28,7.188865540179092e-23,1.0178784554556205e-30,2.1616515301967192e-34,2.978210803173698e-33,3.76,0.0,0.5006124699501304,0.9999999998220278,8.869915460664672e-13,8.363402597533778e-17,4.236521572111661e-11,3.720705112773492e-10,6.594719152486581e-16,1.5468564368739427e-16,5.821665909110955e-12,1.886882193896106e-11,9.635096049369607e-14
2.221342620000001e-08,0.5297641358207218,2.7180292949299614e-10,3.0505530778785424e-12,4.667826635912738e-12,2.487559295637048e-11,0.0,0.0,4.264422525549661e-11,3.7045917077863624e-16,4.898401527758793e-12,1.3556475568209205e-10,1.5592305456489063e-19,6.753257521618815e-29,3.6287619697245526e-19,1.1081491043604957e-10,2.08457778530989e-13,2.4778529199853206e-12,6.005951131756297e-26,2.5640378959415096e-36,4.1420216826164716e-22,1.826630336278392e-21,1.2861532539975357e-10,3.2295873989887945e-24,1.6038660989493114e-19,5.198563996545932e-25,2.0001288715941525e-32,2.9659972690527026e-23,2.9005895201664584e-27,8.587533228709007e-28,8.579500108272156e-23,1.2593333053635936e-30,2.761168324077725e-34,3.909019778314065e-33,3.76,0.0,0.5006124699306601,0.9999999998077034,9.76405230899436e-13,9.601956687879841e-17,4.4480970653312355e-11,3.885789879873766e-10,7.23218633178971e-16,1.620428694647646e-16,5.998302278319779e-12,1.9706014628218516e-11,1.0537576218873601e-13
2.315714460000001e-08,0.529764135823667,2.9511103568934e-10,3.3425667110344384e-12,5.092333768675091e-12,2.6284341266348972e-11,0.0,0.0,4.4531191180603244e-11,4.0295075139617576e-16,5.315918676506763e-12,1.4746678889994424e-10,1.7715082513153114e-19,8.15328903020579e-29,3.9086187896243687e-19,1.1368415515203396e-10,2.2623985693659378e-13,2.6890537885052675e-12,6.919800816136063e-26,3.296555855640668e-36,4.661042679368227e-22,2.0341408610953545e-21,1.2954179307904643e-10,3.757786977333019e-24,1.8214002267733588e-19,6.122531680270689e-25,2.4428411142388217e-32,3.4792436395938005e-23,3.5978470879783616e-27,1.0152826583372398e-27,1.0151438237988438e-22,1.5399762118924982e-30,3.48738210405182e-34,5.0629705454038245e-33,3.76,0.0,0.5006124699111598,0.9999999997930261,1.0697522722804887e-12,1.0949311060429054e-16,4.6626044694576926e-11,4.05087468713533e-10,7.887885747537666e-16,1.6921352873626884e-16,6.162451010016281e-12,2.054320727344689e-11,1.1484333269168205e-13
2.410086300000001e-08,0.5297641358266424,3.1897837595735823e-10,3.646455442101322e-12,5.5313048762080024e-12,2.7726458252733787e-11,0.0,0.0,4.642688014901555e-11,4.368520945762736e-16,5.743712384492101e-12,1.5967768626562711e-10,2.0006469422054034e-19,9.760146621135919e-29,4.2004951165282823e-19,1.163433685878548e-10,2.444616878123496e-13,2.9054530662505193e-12,7.915264791180854e-26,4.181991160474411e-36,5.209020080305102e-22,2.249371656755204e-21,1.3036538800558935e-10,4.341237571486358e-24,2.0555669136020376e-19,7.1475880885224365e-25,2.9580969467178407e-32,4.047018290260131e-23,4.415382387336766e-27,1.1898788787061042e-27,1.1916876329167406e-22,1.8631633792523354e-30,4.3594233101536746e-34,6.478129585819507e-33,3.76,0.0,0.5006124698916292,0.9999999997780199,1.1669753686865295e-12,1.2408296838305247e-16,4.880116821070973e-11,4.21595953558066e-10,8.560236762243679e-16,1.7620159768930112e-16,6.314726420780071e-12,2.138039987464615e-11,1.247598411841589e-13
2.5044581400000012e-08,0.5297641358296462,3.4335969390755464e-10,3.9619789954425025e-12,5.984220593967765e-12,2.9202126065325496e-11,0.0,0.0,4.833147433568348e-11,4.721697635136877e-16,6.18102304501956e-12,1.7217486463698956e-10,2.246984131160867e-19,1.159271056410931e-28,4.504547201408712e-19,1.1880413044290162e-10,2.630910495855224e-13,3.1266665073259425e-12,8.99422691463238e-26,5.240635439321478e-36,5.784934882873706e-22,2.471502855559473e-21,1.3109765931649105e-10,4.982590140869575e-24,2.3065683488302454e-19,8.277413537845663e-25,3.5539151124776917e-32,4.6712202900682546e-23,5.365930482436606e-27,1.3833778939227381e-27,1.3887904154837747e-22,2.232214191601712e-30,5.398258361794418e-34,8.196461694400956e-33,3.76,0.0,0.5006124698720672,0.9999999997627078,1.268021561600596e-12,1.3981539742530674e-16,5.100701612362629e-11,4.3810444261515813e-10,9.247734771557675e-16,1.830121954307007e-16,6.455759103625887e-12,2.2217592431816276e-11,1.3513160280659968e-13
2.5988299800000014e-08,0.5297641358326758,3.682122854733124e-10,4.2889059542256706e-12,6.450586592402949e-12,3.0711500790869707e-11,0.0,0.0,5.0245140641807195e-11,5.08910451424764e-16,6.627134165652142e-12,1.8493698153398054e-10,2.5108258498990257e-19,1.3670448437423084e-28,4.820886830118686e-19,1.2107801819768124e-10,2.820975476489883e-13,3.352331675068587e-12,1.0158384646542501e-25,6.49379374192533e-36,6.387732965380445e-22,2.6997259814380307e-21,1.3174884560825629e-10,5.6844757434647316e-24,2.574568277616998e-19,9.515360638269341e-25,4.2387781755736535e-32,5.353580613322583e-23,6.462665555115055e-27,1.5965745633293807e-27,1.6076466920727022e-22,2.6503914475931757e-30,6.626773907979382e-34,1.0263939019809694e-32,3.76,0.0,0.5006124698524734,0.9999999997471113,1.3728424134272937e-12,1.5671471372262552e-16,5.3244211023659145e-11,4.5461293597136847e-10,9.94895397422943e-16,1.8965127897387222e-16,6.5861849841098966e-12,2.3054784944957228e-11,1.4596506746275683e-13
2.6932018200000015e-08,0.5297641358357296,3.9349598714113146e-10,4.627014376475949e-12,6.929933991285972e-12,3.2254715250850075e-11,0.0,0.0,5.216803161971019e-11,5.470809705065309e-16,7.0813720888378796e-12,1.9794393600886002e-10,2.7924483699759047e-19,1.6013348794572468e-28,5.14958262377713e-19,1.2317646533179019e-10,3.0145260281196503e-13,3.582107800730364e-12,1.1409262513112783e-25,7.963689501951404e-36,7.016341555869615e-22,2.9332522266334748e-21,1.3232802522528653e-10,6.449508708677836e-24,2.859694676361684e-19,1.0864465790953576e-24,5.021626103414719e-32,6.095668633419672e-23,7.719161412718502e-27,1.8302235915661968e-27,1.8494331124963035e-22,3.1208840765219304e-30,8.069860333582941e-34,1.273063616117983e-32,3.76,0.0,0.5006124698328474,0.9999999997312502,1.4813940895129246e-12,1.7480340503556528e-16,5.5513326270695106e-11,4.711214337060751e-10,1.0662548599898774e-15,1.9612538947569017e-16,6.706636376345643e-12,2.3891977414068987e-11,1.5726680926707115e-13
2.7875736600000016e-08,0.5297641358388052,4.1917313519913274e-10,4.976092163261208e-12,7.421819370947479e-12,3.3831881495945346e-11,0.0,0.0,5.410028638037121e-11,5.866882415766376e-16,7.543105238690533e-12,2.1117685402160743e-10,3.092099903467483e-19,1.8641850236734405e-28,5.490661976707465e-19,1.2511065145004143e-10,3.211294196067074e-13,3.8156754024661864e-12,1.2748225283608523e-25,9.673367903036926e-36,7.669683086092784e-22,3.1713190473041793e-21,1.3284324906807837e-10,7.280289853507237e-24,3.162042361784338e-19,1.2327463372166165e-24,5.911847592869355e-32,6.898899835835177e-23,9.149353567788854e-27,2.0850408713589e-27,2.1153054063243857e-22,3.646792336193935e-30,9.754494174525411e-34,1.565081206517602e-32,3.76,0.0,0.5006124698131884,0.9999999997151438,1.5936373634756954e-12,1.941022426312402e-16,5.7814889048254916e-11,4.876299358919138e-10,1.1387252842658822e-15,2.0244144928720654e-16,6.817734839730533e-12,2.4729169839151522e-11,1.690435166294766e-13
2.8819455000000018e-08,0.529764135841901,4.4520850272005574e-10,5.335937229323845e-12,7.925824470039488e-12,3.5443093031584694e-11,0.0,0.0,5.6042031475267055e-11,6.277392843810364e-16,8.011743009458595e-12,2.246180616859218e-10,3.410002267411091e-19,2.1576767058239386e-28,5.84411346030001e-19,1.2689141867852108e-10,3.411029393583972e-13,4.052735723070489e-12,1.41764906940837e-25,1.1646599349069597e-35,8.346686661374436e-22,3.413195260009835e-21,1.3330165804150654e-10,8.179409671502628e-24,3.4816755125984317e-19,1.3906801855807254e-24,6.919269338293524e-32,7.764544389503897e-23,1.0767503181584586e-26,2.3617051649026112e-27,2.4063956812364947e-22,4.2311154311078965e-30,1.1709819093782072e-33,1.9082979533713988e-32,3.76,0.0,0.5006124697934958,0.9999999996988094,1.7095375628566447e-12,2.146303905589924e-16,6.014938334044329e-11,5.041384425952081e-10,1.2121879792870386e-15,2.0860660080847625e-16,6.9200858099185125e-12,2.5566362220204803e-11,1.8130198296762303e-13
2.976317340000002e-08,0.5297641358450155,4.715692200043068e-10,5.706357517195668e-12,8.441555642379909e-12,3.708842680456866e-11,0.0,0.0,5.799338174671437e-11,6.702412085493591e-16,8.486734388574156e-12,2.382510494210238e-10,3.746352500469501e-19,2.483921264590359e-28,6.2098895503128135e-19,1.2852920966347598e-10,3.613497819639651e-13,4.29301003345116e-12,1.569514159618065e-25,1.3907784460064163e-35,9.046297395062303e-22,3.658184824250421e-21,1.337095869818935e-10,9.149451439195454e-24,3.8186300892207353e-19,1.5604661247423253e-24,8.054143459884502e-32,8.693736275602024e-23,1.2588163063885446e-26,2.6608600318612222e-27,2.72381005043914e-22,4.876741438245414e-30,1.396722507964532e-33,2.3089963190555293e-32,3.76,0.0,0.5006124697737696,0.9999999996822639,1.8290644688741957e-12,2.3640551158462474e-16,6.251725280999949e-11,5.206469538763846e-10,1.2865319637346551e-15,2.1462807577872727e-16,7.014274653379397e-12,2.6403554557228808e-11,1.9404909802948453e-13
3.165061020000002e-08,0.5297641358512937,5.251464332839549e-10,6.478204672634317e-12,9.506739861430143e-12,4.0481696035683055e-11,0.0,0.0,6.192530340206102e-11,7.596265404536568e-16,9.453762003944533e-12,2.660318773825688e-10,4.475069992412071e-19,3.2432171609038306e-28,6.978063138284664e-19,1.314154219714592e-10,4.025778898094728e-13,4.782180848175736e-12,1.9007322976394274e-25,1.9394224596523755e-35,1.0509239666732405e-21,4.154908033035112e-21,1.3439582882145393e-10,1.1312614985774334e-23,4.544519716146101e-19,1.9363432180321858e-24,1.0749294213230258e-31,1.0746674519068796e-22,1.6896499763158038e-26,3.329052830647141e-27,3.441894173823731e-22,6.362858194040123e-30,1.9525525796854798e-33,3.3101484083356427e-32,3.76,0.0,0.5006124697342138,0.9999999996485998,2.078898891763357e-12,2.837604144317245e-16,6.7354706484251e-11,5.536639903869645e-10,1.4374568775142151e-15,2.2626880235733445e-16,7.18039237270705e-12,2.8077939099188837e-11,2.2103726839254753e-13
3.3538047000000024e-08,0.5297641358576283,5.796853098716791e-10,7.290291355406695e-12,1.0614684532038325e-11,4.4012036307646646e-11,0.0,0.0,6.589676586715362e-11,8.549026071016378e-16,1.0440509403080495e-11,2.9440883432657634e-10,5.2793908028927775e-19,4.159267822316115e-28,7.794193874535626e-19,1.3384350504399239e-10,4.4465763040722033e-13,5.281326988626472e-12,2.2691151907236724e-25,2.633709033391338e-35,1.2050633779766097e-21,4.656700690596872e-21,1.3493976815505624e-10,1.3790411177941748e-23,5.339519196293255e-19,2.3616543757515667e-24,1.408725350339109e-31,1.3064421642561798e-22,2.219546927075949e-26,4.0941453738797695e-27,4.277815623895748e-22,8.125773809022986e-30,2.6728304937552424e-33,4.627575666206021e-32,3.76,0.0,0.5006124696945178,0.9999999996142616,2.3429822405068882e-12,3.3628198592728913e-16,7.233009469000928e-11,5.866810458039529e-10,1.5907565515940405e-15,2.3741974506811604e-16,7.320277944189157e-12,2.9752323465031374e-11,2.50064779258284e-13
3.5425483800000026e-08,0.5297641358640098,6.349976200638238e-10,8.141420664860983e-12,1.1763038611401731e-11,4.767962573013051e-11,0.0,0.0,6.990834458804934e-11,9.561287349729705e-16,1.144382105006899e-11,3.232869684311217e-10,6.160150436180517e-19,5.249258885506726e-28,8.656906870839991e-19,1.3587972862467576e-10,4.87455075522655e-13,5.788852228825579e-12,2.675151804659024e-25,3.494538560127959e-35,1.3663188437103897e-21,5.1594216413412125e-21,1.353712165354115e-10,1.6603531087512048e-23,6.203120834064524e-19,2.8373633928195707e-24,1.81637569977538e-31,1.5652103429631529e-22,2.8609035969114053e-26,4.960239729210995e-27,5.23931169445719e-22,1.0184023033985745e-29,3.591508414378634e-33,6.327426475491511e-32,3.76,0.0,0.5006124696546795,0.9999999995793445,2.621216648134393e-12,3.940673124209054e-16,7.744578103889239e-11,6.19698120437242e-10,1.7457925523532518e-15,2.48133607514406e-16,7.437688382214498e-12,3.142670765475617e-11,2.811894602634527e-13
3.731292060000003e-08,0.5297641358704299,6.909228368088334e-10,9.030528339882513e-12,1.294975258342807e-11,5.1484507272261875e-11,0.0,0.0,7.396049637000263e-11,1.0633650162424069e-15,1.2461004959833384e-11,3.525851564750013e-10,7.117922037262597e-19,6.530142210281086e-28,9.564534088008836e-19,1.3758254352610347e-10,5.308559558560432e-13,6.303394828858638e-12,3.119208296518741e-25,4.543040880566722e-35,1.5340250485322784e-21,5.6595572571328726e-21,1.3571369007554936e-10,1.9772796705538802e-23,7.13455804644821e-19,3.364176608947501e-24,2.3079730552670434e-31,1.8513544442529995e-22,3.626332402315194e-26,5.9310837695875464e-27,6.333569848595066e-22,1.255403502130027e-29,4.7468065696616916e-33,8.48299039062343e-32,3.76,0.0,0.5006124696146969,0.999999999543929,2.9135582105341905e-12,4.5719812583329e-16,8.270371792455674e-11,6.527152145365578e-10,1.902020422001475e-15,2.584587454284715e-16,7.535948640943044e-12,3.310109166836298e-11,3.1447003479489154e-13
3.920035740000003e-08,0.5297641358768816,7.473247342675403e-10,9.956669105958893e-12,1.4173043706908157e-11,5.542661569602507e-11,0.0,0.0,7.805357724058762e-11,1.1766721469802255e-15,1.3489775489390924e-11,3.822344308051629e-10,8.153052475492377e-19,8.01843729336766e-28,1.0515196780921942e-18,1.3900300544586308e-10,5.747632359878965e-13,6.823798595964312e-12,3.601550413423232e-25,5.800380609174956e-35,1.7075811259441594e-21,6.154179359217065e-21,1.3598572754725702e-10,2.331922203655846e-23,8.132854550579335e-19,3.9425924791585584e-24,2.894067889903018e-31,2.1651517085115724e-22,4.5286051383971894e-26,7.010134833571221e-27,7.567211038229211e-22,1.5250197662307616e-29,6.181398611476256e-33,1.117469130399397e-31,3.76,0.0,0.5006124695745682,0.9999999995080839,3.2200104510906114e-12,5.257430806574293e-16,8.81055076563225e-11,6.857323283004541e-10,2.0589786955910544e-15,2.684387870264327e-16,7.617971323209065e-12,3.477547550585153e-11,3.499659634499909e-13
4.1087794200000034e-08,0.5297641358833587,8.040882467820947e-10,1.0919003355402303e-11,1.543136334537419e-11,5.950579953725304e-11,0.0,0.0,8.218785802444075e-11,1.2961112890192032e-15,1.452820058809715e-11,4.1217642750301706e-10,9.265694333935323e-19,9.730063137001298e-28,1.150687606258883e-18,1.401853196304033e-10,6.190948780251305e-13,7.349086201189124e-12,4.122362132770206e-25,7.287594868266916e-35,1.8864487363512115e-21,6.640893416671228e-21,1.3620195186264322e-10,2.726406333110202e-23,9.196866888333323e-19,4.572944745892828e-24,3.5856079608104463e-31,2.5067957780356804e-22,5.580607397790364e-26,8.200615992009211e-27,8.946282570351485e-22,1.8284967626396037e-29,7.942575320736434e-33,1.4490053411819879e-31,3.76,0.0,0.5006124695342918,0.9999999994718678,3.5406181751060403e-12,5.99759744518111e-16,9.365245583164437e-11,7.187494618841795e-10,2.216278600399549e-15,2.781125350830022e-16,7.686284054492958e-12,3.644985916722158e-11,3.8773731011244155e-13
4.2975231000000037e-08,0.5297641358898566,8.611165949181435e-10,1.1916784401614139e-11,1.6723366623076617e-11,6.37218389418445e-11,0.0,0.0,8.636353786747724e-11,1.4217439524751311e-15,1.5574653601678032e-11,4.4236196089213487e-10,1.0455834159319922e-18,1.1680202073560373e-27,1.2537471717085303e-18,1.4116745972238032e-10,6.637817980602749e-13,7.878434799563013e-12,4.681761241206638e-25,9.025461098893391e-35,2.0701485000512964e-21,7.117782082937906e-21,1.3637391871668776e-10,3.1628861005776736e-23,1.0325321006037447e-18,5.2554391411070386e-24,4.393879716178254e-31,2.87641505451869e-22,6.795302476633917e-26,9.505564474112778e-27,1.0476258886706225e-21,2.166901134999601e-29,1.0082386950010768e-32,1.852364634335671e-31,3.76,0.0,0.5006124694938673,0.9999999994353292,3.87546176107457e-12,6.792963310642608e-16,9.934561774175023e-11,7.517666154065306e-10,2.37359450455608e-15,2.875140798327275e-16,7.743062119206369e-12,3.812424265247286e-11,4.2784462777974026e-13
4.486266780000004e-08,0.5297641358963706,9.183286708519876e-10,1.2949346362433856e-11,1.8047884399017282e-11,6.807445976426993e-11,0.0,0.0,9.058075586086592e-11,1.55363189721186e-15,1.6627769493037624e-11,4.727497213379489e-10,1.1723317192818906e-18,1.3883194731596959e-27,1.3604850396300642e-18,1.4198184333359612e-10,7.087660096735254e-13,8.411153884488739e-12,5.279812204676162e-25,1.1034391879967642e-34,2.2582552343067313e-21,7.583346352160363e-21,1.3651077402046876e-10,3.6435474136737595e-23,1.1516843338074879e-18,5.9901841559685795e-24,5.330452444327623e-31,3.274088075600727e-22,8.185703542723915e-26,1.0927872807131727e-26,1.2162049289061241e-21,2.5411367235806373e-29,1.2657764451852232e-32,2.3377012837654744e-31,3.76,0.0,0.500612469453293,0.9999999993985096,4.2246518876438875e-12,7.643931937287159e-16,1.051858383167573e-10,7.847837889557593e-10,2.5306551014218887e-15,2.966731009146265e-16,7.79016544904467e-12,3.9798625961605135e-11,4.703488625143629e-13
4.675010460000004e-08,0.5297641359028975,9.756567059505873e-10,1.4016092974884839e-11,1.9403897960120893e-11,7.25633446135582e-11,0.0,0.0,9.483960092215982e-11,1.6918370509731988e-15,1.7686405832993287e-11,5.033051098590342e-10,1.3067868813783432e-18,1.6352464626029886e-27,1.4706884006287693e-18,1.4265601578011963e-10,7.539989695412493e-13,8.946665554987209e-12,5.916536596454781e-25,1.3334353446492792e-34,2.450392561454422e-21,8.036447491354827e-21,1.366197579355603e-10,4.1706107796862953e-23,1.2769986878423699e-18,6.777216372536522e-24,6.407125823793441e-31,3.6998561616242736e-22,9.764852835469278e-26,1.2470323155722941e-26,1.4008011351796469e-21,2.951961876813623e-29,1.573062017441886e-32,2.915858290616607e-31,3.76,0.0,0.5006124694125684,0.9999999993614433,4.588324772935468e-12,8.550840988366475e-16,1.1117378612780486e-10,8.178009825946125e-10,2.6872354539846976e-15,3.056152801034585e-16,7.829176649898365e-12,4.1473009094618126e-11,5.153112733602714e-13
4.8637541400000044e-08,0.5297641359094344,1.0330442384895641e-09,1.511648765033745e-11,2.079051680754726e-11,7.718814167241117e-11,0.0,0.0,9.914012014835873e-11,1.8364214412796745e-15,1.8749608832610206e-11,5.339992207892044e-10,1.4489113036858784e-18,1.9100469975950778e-27,1.5841478924999444e-18,1.4321328852043133e-10,7.994401367718641e-13,9.484487333224392e-12,6.591921528139229e-25,1.5944804632413426e-34,2.6462274831431895e-21,8.4762530172729e-21,1.3670660069679902e-10,4.746333462392288e-23,1.4083252892614292e-18,7.616520738760999e-24,7.635881459924334e-31,4.153733547423696e-22,1.1545806568149216e-25,1.413561515217311e-26,1.6017968506685243e-21,3.400006814582272e-29,1.9367929154483518e-32,3.59835791162465e-31,3.76,0.0,0.500612469371693,0.9999999993241593,4.9666379978878795e-12,9.51397303681201e-16,1.1730998215806027e-10,8.508181963645986e-10,2.843150018581495e-15,3.143627317784994e-16,7.861436679377059e-12,4.314739205151157e-11,5.627933654706023e-13
5.052497820000005e-08,0.5297641359159786,1.090444363292472e-09,1.6250044803980495e-11,2.2206959437804376e-11,8.194847186513585e-11,0.0,0.0,1.0348232587360706e-10,1.9874471385471577e-15,1.981658410099264e-11,5.648079644972765e-10,1.598658845298557e-18,2.2138679292774022e-27,1.7006597304755964e-18,1.4367331161903711e-10,8.450557326149068e-13,1.0024217372400244e-11,7.305926523120033e-25,1.8884652724121928e-34,2.8454652713630675e-21,8.902188319135016e-21,1.367758405270019e-10,5.373011203747897e-23,1.5455108957620243e-18,8.508046426702058e-24,9.028838678404878e-31,4.635715333537674e-22,1.3541624243060914e-25,1.5926387915363876e-26,1.8195230544590674e-21,3.8857902737934887e-29,2.3641792466503328e-32,4.397391646676545e-31,3.76,0.0,0.5006124693306665,0.9999999992866814,5.359766895513323e-12,1.0533564684502365e-15,1.2359482412882633e-10,8.838354302895994e-10,2.9982466147500565e-15,3.229344095585825e-16,7.888077031639254e-12,4.482177483228522e-11,6.128568340210028e-13
5.241241500000005e-08,0.5297641359225282,1.1478182236449453e-09,1.7416322289775485e-11,2.365253670609837e-11,8.684393464822386e-11,0.0,0.0,1.078662016268842e-10,2.1449762086876966e-15,2.0886671463205235e-11,5.957113105570938e-10,1.7559761955803913e-18,2.547756687993442e-27,1.820027216558511e-18,1.440525872948554e-10,8.908176723360315e-13,1.0565521718445632e-11,8.05848909932899e-25,2.217222275981311e-34,3.047844764713415e-21,9.313893874622471e-21,1.3683107684246896e-10,6.052979559214962e-23,1.688400389411423e-18,9.451719146011328e-24,1.0598214536500418e-30,5.145783683494104e-22,1.5765361328637802e-25,1.784523736585336e-26,2.0542616225674403e-21,4.4097350353316e-29,2.8629484122042603e-32,5.325809862703806e-31,3.76,0.0,0.5006124692894884,0.9999999992490299,5.7679014281179435e-12,1.1609814269762075e-15,1.300286070499959e-10,9.168526843789201e-10,3.152401207347568e-15,3.3134649250248993e-16,7.910048809096066e-12,4.649615743693881e-11,6.655635172396651e-13
5.429985180000005e-08,0.5297641359290818,1.2051337129067813e-09,1.861491479200718e-11,2.5126637423831854e-11,9.187411261023621e-11,0.0,0.0,1.1229170713839297e-10,2.3090706739095467e-15,2.1959323290676778e-11,6.266926352245259e-10,1.9208040520832422e-18,2.912662457595669e-27,1.9420617663666475e-18,1.4436493245076394e-10,9.367026460355686e-13,1.1108123348500948e-11,8.849529242655464e-25,2.5825237521464168e-34,3.2531340691958334e-21,9.71118756753084e-21,1.3687516752786862e-10,6.788614874835035e-23,1.8368380019198972e-18,1.0447450635235929e-23,1.2356287861595086e-30,5.683912617147616e-22,1.823006455450784e-25,1.989472978247641e-26,2.306247742345739e-21,4.972182177313095e-29,3.441348295311199e-32,6.397111165656391e-31,3.76,0.0,0.5006124692481583,0.9999999992112212,6.191243486680378e-12,1.2742888353873463e-15,1.366115405050219e-10,9.498699586298595e-10,3.305513390483028e-15,3.396127546528633e-16,7.928148997340955e-12,4.8170539865472084e-11,7.209753573219951e-13
