Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39)
5.287688815387423e-07,0.561732806804476,6.319265195211949e-08,6.44966916226933e-09,5.318986316873674e-09,3.699865984767156e-08,0.0,0.0,9.980089800181119e-09,3.108757490256253e-12,1.908288490989024e-09,5.510082944397344e-08,2.8408815028766017e-15,1.4039758673627386e-22,1.077745626722932e-15,9.797494303687106e-10,1.2801063995397788e-10,9.653971451578542e-10,7.870770887058819e-21,1.4642295317811875e-28,3.8669581702525645e-18,1.1004366960350263e-18,9.40328731078178e-10,5.791430552325637e-18,1.0186994840017567e-15,6.619480005216409e-20,6.600801284997248e-25,6.502948998526886e-18,3.319609905608825e-20,1.0349170425365621e-21,5.3759715204001885e-18,7.067357599485306e-25,2.3314114578881085e-25,1.5241106617800693e-24,3.76,0.0,0.5015555448026364,0.9999999235694128,7.94788462712832e-09,3.3237948630252875e-12,4.645097260475681e-08,6.007737703698516e-08,5.666858063875275e-14,4.876415434279925e-15,5.1382843953437313e-11,4.002549275903469e-09
5.435127698596963e-07,0.5617328071347453,6.410525084524552e-08,6.679532083758118e-09,5.4822465139307165e-09,3.868533604356803e-08,0.0,0.0,1.0383208902478336e-08,3.3240909792736125e-12,1.9632554166361406e-09,5.668944200746039e-08,2.9443001642225954e-15,1.4489277338015194e-22,1.095145993421157e-15,9.797494172432117e-10,1.3174411375746184e-10,9.93207499148653e-10,8.26223580943308e-21,1.5409989756078287e-28,3.9839608013391825e-18,1.100439648281566e-18,9.403287211320325e-10,6.342768286627023e-18,1.0509403790860561e-15,7.006399767648999e-20,7.005334183348008e-25,6.885758132177812e-18,3.6177853480801584e-20,1.115742934284392e-21,5.5696976337644476e-18,7.489547586192077e-25,2.5613369462319122e-25,1.678092937232402e-24,3.76,0.0,0.5015555406597431,0.9999999210871523,8.452610750356838e-09,3.519354602656419e-12,4.880694207777428e-08,6.175269611046635e-08,5.673017933174074e-14,4.880421895225966e-15,5.138284341388425e-11,4.114154052266678e-09
5.582566581806503e-07,0.5617328074645714,6.498621422673466e-08,6.9079633777511606e-09,5.64352708507996e-09,4.0393751474381485e-08,0.0,0.0,1.0790469263659307e-08,3.5479716203201635e-12,2.018222360319862e-09,5.827805455545117e-08,3.0475895007180934e-15,1.4929921841497815e-22,1.1119431916102729e-15,9.797494045377667e-10,1.3547698362873983e-10,1.0210180182776484e-09,8.659944247192909e-21,1.6187595097383624e-28,4.100963558545089e-18,1.1004417523600727e-18,9.40328711122694e-10,6.927939194262786e-18,1.0831834908710343e-15,7.404311664520313e-20,7.418187723185253e-25,7.279572469919057e-18,3.9333473834267985e-20,1.2002788083841816e-21,5.7639979799404494e-18,7.9239564802899425e-25,2.8051960571612855e-25,1.8421673273253576e-24,3.76,0.0,0.5015555364730243,0.9999999185950007,8.972230736533447e-09,3.720535535063885e-12,5.120673159797651e-08,6.342802036006593e-08,5.678380905867139e-14,4.883910042058969e-15,5.138284285721554e-11,4.225758827820459e-09
5.730005465016044e-07,0.5617328077939702,6.583663902786844e-08,7.13481124430041e-09,5.802766385489014e-09,4.212315254604175e-08,0.0,0.0,1.1201726652257017e-08,3.780483647742699e-12,2.0731893219024288e-09,5.986666708698127e-08,3.1507303091084126e-15,1.5361542790242991e-22,1.1281581331046628e-15,9.797493920955165e-10,1.3920907073515976e-10,1.048828702503176e-09,9.06371514476018e-21,1.697455146673529e-28,4.217966409532774e-18,1.100443249891245e-18,9.403287010307864e-10,7.547835565472486e-18,1.1154271237709847e-15,7.813215807993428e-20,7.839027597002862e-25,7.684390098119668e-18,4.266785316826681e-20,1.2885713883085966e-21,5.958846216780455e-18,8.370570494880035e-25,3.063280871057753e-25,2.0166421851439046e-24,3.76,0.0,0.5015555322434662,0.9999999160933011,9.506560003501119e-09,3.927336616324218e-12,5.36493558576618e-08,6.510334960568257e-08,5.683050074201891e-14,4.886946927451188e-15,5.1382842279943006e-11,4.337363602556794e-09
5.877444348225584e-07,0.5617328081229558,6.665758414563625e-08,7.3599353544402595e-09,5.9599104037888525e-09,4.3872811794626543e-08,0.0,0.0,1.1616841837910874e-08,4.021708266939019e-12,2.128156301256797e-09,6.145527960150252e-08,3.2537062824487643e-15,1.5784027179578106e-22,1.143811004571546e-15,9.797493794969948e-10,1.4294020275565485e-10,1.0766395517802707e-09,9.473372696749323e-21,1.777032273787811e-28,4.3349693311584e-18,1.1004443129479963e-18,9.40328690826805e-10,8.203332170953453e-18,1.1476696445242246e-15,8.233112301266336e-20,8.267529636470367e-25,8.10020858720532e-18,4.6185873032044065e-20,1.38066536057531e-21,6.1542167562614886e-18,8.829375064077182e-25,3.3358728609280957e-25,2.201823906222156e-24,3.76,0.0,0.5015555279720373,0.9999999135823847,1.0055408666048479e-08,4.139756538113676e-12,5.6133845802677007e-08,6.677868367345797e-08,5.687115193661457e-14,4.8895909292296865e-15,5.1382841663322324e-11,4.448968376467763e-09
6.024883231435124e-07,0.5617328084515433,6.745007176007103e-08,7.583206261148808e-09,6.114912198116912e-09,4.564202698033339e-08,0.0,0.0,1.2035680417963398e-08,4.2717237594106e-12,2.1831232982427044e-09,6.304389209812902e-08,3.3565036731570396e-15,1.6197295026719164e-22,1.1589212931098357e-15,9.797493667479334e-10,1.466702136529369e-10,1.104450566048749e-09,9.888746195838683e-21,1.8574395696005761e-28,4.4519723064411766e-18,1.1004450663448847e-18,9.403286805186612e-10,8.895286101616427e-18,1.1799094793720876e-15,8.664001239871357e-20,8.703379997697975e-25,8.527025011156488e-18,4.989240287387962e-20,1.4766034241657089e-21,6.35008473821635e-18,9.300354884732513e-25,3.623243177638864e-25,2.3980169596002043e-24,3.76,0.0,0.501555523659691,0.9999999110625715,1.0618582210330814e-08,4.357793737345116e-12,5.86592487506984e-08,6.845402239556053e-08,5.690654408234969e-14,4.891892873542809e-15,5.138284101157797e-11,4.5605731495455344e-09
6.172322114644664e-07,0.5617328087797459,6.821508860771564e-08,7.804504836638027e-09,6.267731372357805e-09,4.7430120212858295e-08,0.0,0.0,1.2458112650064864e-08,4.5306055841723805e-12,2.238090312713475e-09,6.463250457582273e-08,3.4591109935184302e-15,1.660129615344046e-22,1.1735078107534758e-15,9.797493541004016e-10,1.503989434555279e-10,1.1322617452368414e-09,1.0309669884903828e-20,1.9386279218766286e-28,4.568975322917329e-18,1.100445600381708e-18,9.403286701283808e-10,9.624536654519754e-18,1.2121451118472563e-15,9.105882712015534e-20,9.146275263174658e-25,8.964835965536956e-18,5.379229947400304e-20,1.5764263393183482e-21,6.546426007601731e-18,9.783493957558e-25,3.925652939396401e-25,2.6055239216514016e-24,3.76,0.0,0.5015555193073632,0.9999999085341698,1.119588211839001e-08,4.5814464054681e-12,6.122462847296927e-08,7.012936560997649e-08,5.693735752685892e-14,4.89389701169876e-15,5.138284034209578e-11,4.67217792178236e-09
6.319760997854205e-07,0.5617328091075773,6.895358721150915e-08,8.02372173487243e-09,6.418333589536567e-09,4.9236437107099146e-08,0.0,0.0,1.2884013290580799e-08,4.798426475645945e-12,2.293057344532076e-09,6.622111703386454e-08,3.561518749665224e-15,1.6996007260726962e-22,1.1875887175705996e-15,9.797493416004936e-10,1.5412623804796572e-10,1.160073089269513e-09,1.0735982813398537e-20,2.020550347647902e-28,4.685978371630936e-18,1.1004459790387624e-18,9.403286596593398e-10,1.0391905261066733e-17,1.244375080758087e-15,9.558756798438123e-20,9.595922471170724e-25,9.413637584493696e-18,5.789040640744227e-20,1.6801729756808664e-21,6.743217097605516e-18,1.0278775622700025e-24,4.243353523182141e-25,2.824645511936974e-24,3.76,0.0,0.501555514915974,0.9999999059974779,1.1787106446321604e-08,4.8107124974451905e-12,6.382906524278284e-08,7.180471316030802e-08,5.696418460463079e-14,4.8956418701809565e-15,5.138283966041718e-11,4.783782693170579e-09
6.467199881063745e-07,0.5617328094350503,6.966648706706091e-08,8.240756878256551e-09,6.56669011955427e-09,5.1060345968139226e-08,0.0,0.0,1.331326143860496e-08,5.075256538158268e-12,2.3480243935705225e-09,6.7809729471821e-08,3.6637192053386285e-15,1.7381429327558764e-22,1.2011815440527585e-15,9.79749329103754e-10,1.5785194896724448e-10,1.187884598068361e-09,1.1167528697984942e-20,2.10316191554422e-28,4.8029814462147905e-18,1.1004462469476729e-18,9.403286491024197e-10,1.119819545385491e-17,1.2765979781266554e-15,1.0022623572763356e-19,1.005203908905794e-24,9.873425557598174e-18,6.219155353530848e-20,1.7878803598153783e-21,6.940435216327975e-18,1.0786182592097911e-24,4.576586856051229e-25,3.0556806304142037e-24,3.76,0.0,0.5015555104864269,0.9999999034527832,1.2392050359375955e-08,5.045589740417257e-12,6.647165585374451e-08,7.348006489557885e-08,5.698754102185752e-14,4.897160991158342e-15,5.1382838961132785e-11,4.895387463702612e-09
6.614638764273285e-07,0.5617328097621775,7.035467578725035e-08,8.455518967483769e-09,6.71277741870586e-09,5.290123700449215e-08,0.0,0.0,1.3745740385382044e-08,5.361163337163813e-12,2.4029914597002427e-09,6.939834188923713e-08,3.765706172073429e-15,1.7757585217426313e-22,1.2143032129910188e-15,9.79749316551099e-10,1.615759332057281e-10,1.2156962715469456e-09,1.1604155787248938e-20,2.1864196706190287e-28,4.9199845420410445e-18,1.1004464355388252e-18,9.403286384564609e-10,1.20441928687285e-17,1.3088124471355516e-15,1.0497483102244557e-19,1.0514352942120307e-24,1.0344195146455628e-17,6.670055652335862e-20,1.8995837220361486e-21,7.138058233532424e-18,1.1305696982627613e-24,4.9255857047341565e-25,3.298926395454969e-24,3.76,0.0,0.5015555060196087,0.9999999009003636,1.3010506627032274e-08,5.2860756420681424e-12,6.915151361057023e-08,7.51554206700461e-08,5.700787576811671e-14,4.898483577567106e-15,5.138283824322196e-11,5.0069922333709654e-09
6.909516530692366e-07,0.5617328104154419,7.166031735840357e-08,8.877899944391132e-09,6.9980738303820275e-09,5.66316314897121e-08,0.0,0.0,1.461994394643508e-08,5.96046522976825e-12,2.5129256427227505e-09,7.257556666065583e-08,3.969021578093224e-15,1.8482286020804012e-22,1.239197854329544e-15,9.797492913072289e-10,1.6901817577217976e-10,1.2713201121618723e-09,1.2492068458543643e-20,2.354711374375694e-28,5.153990784802243e-18,1.1004466560036128e-18,9.403286169075467e-10,1.3858362736665535e-17,1.3732109176755714e-15,1.1480180665445483e-19,1.1456534655191214e-24,1.131865817001905e-17,7.636131912719295e-20,2.135110595208216e-21,7.534433663952304e-18,1.2380973715626527e-24,5.671766921987379e-25,3.8232296661740694e-24,3.76,0.0,0.5015554969776237,0.9999998957734124,1.428711795156668e-08,5.783862402312828e-12,7.461956605274382e-08,7.85061437786995e-08,5.704099054100287e-14,4.900637378693399e-15,5.138283676075245e-11,5.2302017700870176e-09
7.174906520469538e-07,0.561732811002313,7.275917268504971e-08,9.24951671575196e-09,7.24693659178492e-09,6.00413703249997e-08,0.0,0.0,1.5416686464343972e-08,6.531508252858783e-12,2.6118664646179475e-09,7.543506888006478e-08,4.151238770855399e-15,1.9103427063665796e-22,1.2601497273314518e-15,9.797492689528678e-10,1.757089593176581e-10,1.321382130907938e-09,1.3307133438614982e-20,2.5079908779112684e-28,5.364596448939045e-18,1.1004467519688638e-18,9.403285972723622e-10,1.5634431234503617e-17,1.4311280878777518e-15,1.240220425123744e-19,1.2323169702445853e-24,1.223317626277622e-17,8.581487710097368e-20,2.3610692951943344e-21,7.892347340328629e-18,1.3389939687371032e-24,6.399405691194126e-25,4.339808603647798e-24,3.76,0.0,0.50155548872093,0.9999998911353304,1.5480167846918704e-08,6.251022882306882e-12,7.965970792747537e-08,8.152180702932372e-08,5.706387984486564e-14,4.902126102760427e-15,5.1382835410910645e-11,5.431090350104023e-09
7.44029651024671e-07,0.5617328115882385,7.379042373310905e-08,9.612702866038058e-09,7.4882793765496e-09,6.349757150571858e-08,0.0,0.0,1.6222258480899582e-08,7.132903629332398e-12,2.7108073399616807e-09,7.829457102685344e-08,4.332721125725125e-15,1.969567980480059e-22,1.2798126054276254e-15,9.797492468330396e-10,1.8239215434898287e-10,1.3714446815763655e-09,1.4136495125190592e-20,2.6627788392897824e-28,5.575202147120229e-18,1.100446801071492e-18,9.403285774122267e-10,1.7550557910992564e-17,1.4889989995856146e-15,1.3359845153800447e-19,1.320610927736011e-24,1.3183183142817145e-17,9.601608701301836e-20,2.60044556909692e-21,8.251257481779629e-18,1.4437831638853725e-24,7.1813558961427475e-25,4.900493456954692e-24,3.76,0.0,0.501555480356521,0.9999998864761173,1.6713710289737963e-08,6.736307449619495e-12,8.480755424223222e-08,8.453748132103005e-08,5.708171577247015e-14,4.903286147196363e-15,5.1382834047662866e-11,5.631978927209552e-09
7.705686500023882e-07,0.5617328121732762,7.475823132535104e-08,9.967186411669373e-09,7.722106743147157e-09,6.699737654134395e-08,0.0,0.0,1.7036112906910858e-08,7.764964519134057e-12,2.809748268102795e-09,8.115407310009608e-08,4.513468274406994e-15,2.0259710286003245e-22,1.2982658183800631e-15,9.79749224513078e-10,1.8906710059366546e-10,1.4215077634598059e-09,1.4979415912575563e-20,2.8188870872025033e-28,5.785807873863678e-18,1.100446827512902e-18,9.403285573045737e-10,1.961068809008555e-17,1.5468173644221724e-15,1.4353103576917816e-19,1.4104119243486295e-24,1.4168637649206516e-17,1.0699246616597733e-19,2.8533858432775723e-21,8.611057142939972e-18,1.5524527634118103e-24,8.018680538611987e-25,5.506957617281354e-24,3.76,0.0,0.5015554718889804,0.9999998817970748,1.7986502942093788e-08,7.239694634807842e-12,9.005852155843834e-08,8.75531659705833e-08,5.709561582000855e-14,4.904190195157596e-15,5.1382832652583505e-11,5.832867501362545e-09
7.971076489801054e-07,0.5617328127574811,7.566650015744497e-08,1.0312755457525633e-08,7.948452885271363e-09,7.053810290043315e-08,0.0,0.0,1.7857736330455136e-08,8.427983688268216e-12,2.908689248398586e-09,8.40135750985458e-08,4.693485804037633e-15,2.0796276294297753e-22,1.3155838128259288e-15,9.797492021089416e-10,1.9573318157092404e-10,1.4715713757899322e-09,1.5835196252733888e-20,2.976142935235673e-28,5.996413625682649e-18,1.1004468408238724e-18,9.403285369681274e-10,2.181858848908726e-17,1.6045773034215262e-15,1.5381979680920705e-19,1.5016058631009341e-24,1.518949524450455e-17,1.187713527587851e-19,3.1200211734049333e-21,8.971645262136737e-18,1.664990166537355e-24,8.912367988944792e-25,6.160858743044346e-24,3.76,0.0,0.5015554633227268,0.9999998770994245,1.9297306680076985e-08,7.761161238220694e-12,9.540819196925305e-08,9.056886033679412e-08,5.710644912735678e-14,4.904894777112192e-15,5.138283123651569e-11,6.033756072522651e-09
8.236466479578226e-07,0.5617328133409046,7.651889458605181e-08,1.0649252111904452e-08,8.167377424085412e-09,7.411723316468175e-08,0.0,0.0,1.8686646941047596e-08,9.122234766341661e-12,3.0076302802282298e-09,8.687307702099493e-08,4.872783876958662e-15,2.130620554299219e-22,1.33183645357309e-15,9.797491798954581e-10,2.023898218843996e-10,1.5216355177478056e-09,1.6703172689690068e-20,3.1343881080682912e-28,6.2070193998328665e-18,1.1004468457821834e-18,9.403285164347277e-10,2.4177851001493504e-17,1.6622733215304508e-15,1.6446473588197622e-19,1.5940874815238327e-24,1.6245708239894646e-17,1.313799005405038e-19,3.400468004691489e-21,9.332926418136258e-18,1.7813824068204332e-24,9.8633365277993e-25,6.86383940358012e-24,3.76,0.0,0.5015554546620169,0.9999998723843124,2.064489015801825e-08,8.300682445192305e-12,1.0085231003994087e-07,9.358456381792772e-08,5.711489208697258e-14,4.905443887152687e-15,5.13828298181347e-11,6.234644640650208e-09
8.501856469355398e-07,0.5617328139235952,7.731885343310008e-08,1.0976566912366508e-08,8.378961705517084e-09,7.773240485909273e-08,0.0,0.0,1.9522392583211857e-08,9.847973425712927e-12,3.1065713630112185e-09,8.973257886680672e-08,5.051376121944101e-15,2.1790377622925196e-22,1.347089305716132e-15,9.797491577700059e-10,2.0903648468405458e-10,1.5717001884766545e-09,1.7582715996553138e-20,3.2934777303172784e-28,6.417625193820197e-18,1.1004468467108861e-18,9.403284957075945e-10,2.6691896888808375e-17,1.7199002839861437e-15,1.7546585387307838e-19,1.687759857220081e-24,1.7337226005414313e-17,1.4484507406571855e-19,3.694828905704871e-21,9.69481058520806e-18,1.9016161894317413e-24,1.0872438641669855e-24,7.617527681171968e-24,3.76,0.0,0.5015554459109468,0.9999998676528149,2.202803371388667e-08,8.858231934030092e-12,1.0638677943311528e-07,9.660027584927466e-08,5.712147171309015e-14,4.905871803005029e-15,5.138282839444889e-11,6.435533205706215e-09
8.76724645913257e-07,0.5617328145055979,7.806960388331546e-08,1.1294633714735197e-08,8.5833055363365e-09,8.138140090386448e-08,0.0,0.0,2.0364548929044585e-08,1.0605438488556857e-11,3.2055124961957385e-09,9.259208063554579e-08,5.2292787478282666e-15,2.224970875487908e-22,1.361403899325869e-15,9.797491355649747e-10,2.1567266928139384e-10,1.6217653870793218e-09,1.8473229407963898e-20,3.4532793778592995e-28,6.628231005404402e-18,1.1004468470329917e-18,9.40328474782557e-10,2.9363981296278915e-17,1.7774533942971217e-15,1.8682315136689158e-19,1.7825339101397517e-24,1.846399516724315e-17,1.5919364448848725e-19,4.003193276232397e-21,1.0057212893587894e-17,2.025677925663274e-24,1.1940465085642434e-24,8.42353773987739e-24,3.76,0.0,0.5015554370734584,0.9999998629059413,2.3445532701094703e-08,9.433781977378306e-12,1.1200765928307378e-07,9.961599590086965e-08,5.71265991705638e-14,4.906205267264356e-15,5.13828269582836e-11,6.636421767652324e-09
9.032636448909742e-07,0.561732815086955,7.877417450549125e-08,1.1603425024799205e-08,8.780524323197316e-09,8.506214066827157e-08,0.0,0.0,2.121271776599621e-08,1.1394852964130422e-11,3.304453679246722e-09,9.54515823266104e-08,5.406509848207458e-15,2.2685138613701547e-22,1.3748379777059714e-15,9.797491133625953e-10,2.2229790891500704e-10,1.6718311126154082e-09,1.9374146945792634e-20,3.613672188272839e-28,6.838836832695799e-18,1.1004468481154905e-18,9.403284536736002e-10,3.2197198038494934e-17,1.8349281735552308e-15,1.9853662868233395e-19,1.8783279077816527e-24,1.9625959792679596e-17,1.7445218587200502e-19,4.325638028833369e-21,1.0420053396638103e-17,2.1535537650455795e-24,1.3068148709146937e-24,9.28347035772241e-24,3.76,0.0,0.5015554281533411,0.9999998581446391,2.489620029259701e-08,1.0027303537165977e-11,1.1771116036062164e-07,1.0263172347535435e-07,5.713059509650797e-14,4.906465134822668e-15,5.138282551585448e-11,6.837310326450811e-09
9.298026438686914e-07,0.5617328156677068,7.943540747194298e-08,1.1902947728134203e-08,8.970746551410655e-09,8.877267157620504e-08,0.0,0.0,2.2066525390232535e-08,1.2216425022075436e-11,3.403394911653353e-09,9.831108393946637e-08,5.58308884791816e-15,2.3097619233473477e-22,1.3874457304751963e-15,9.797490912561723e-10,2.2891176865514266e-10,1.7218973641081169e-09,2.0284931831330572e-20,3.7745460265025655e-28,7.049442674094364e-18,1.1004468499490712e-18,9.403284323972648e-10,3.5194484578137826e-17,1.8923204409025743e-15,2.1060628590416037e-19,1.9750669820077702e-24,2.0823061563551717e-17,1.9064707196126166e-19,4.662228244627878e-21,1.0783256843306526e-17,2.285229624675628e-24,1.4256168051724949e-24,1.0198913427888672e-23,3.76,0.0,0.5015554191542372,0.9999998533697971,2.637886983853595e-08,1.0638766353674424e-11,1.2349364109059444e-07,1.0564745810597192e-07,5.713370925774022e-14,4.906667651066361e-15,5.138282407363434e-11,7.0381988820645575e-09
9.563416428464086e-07,0.5617328162478906,8.005597002796517e-08,1.2193239185086753e-08,9.15411155828884e-09,9.251116122688072e-08,0.0,0.0,2.2925621098595325e-08,1.3070348905990125e-11,3.5023361929344256e-09,1.011705854738201e-07,5.7590360586022045e-15,2.348810593671458e-22,1.3992780122205558e-15,9.797490691750687e-10,2.3551384343679843e-10,1.7719641405498737e-09,2.120507497918806e-20,3.9358007025646845e-28,7.260048528133883e-18,1.1004468524862165e-18,9.403284109573502e-10,3.835862713642808e-17,1.9496262951761672e-15,2.2303212290987543e-19,2.072682662746073e-24,2.205523993880416e-17,2.0780447337945969e-19,5.0130178036121356e-21,1.1146752454550117e-17,2.420691215849014e-24,1.5505150715137775e-24,1.1171442427814385e-23,3.76,0.0,0.5015554100796451,0.9999998485822502,2.789239683625344e-08,1.1268139029114727e-11,1.2935160346773866e-07,1.086631993546846e-07,5.713613611855564e-14,4.906825464171061e-15,5.1382822628724476e-11,7.2390874344570415e-09
9.82880641824126e-07,0.5617328168275415,8.063836525975863e-08,1.247436366122448e-08,9.33076756540053e-09,9.627588999699195e-08,0.0,0.0,2.378967577270855e-08,1.395680579118021e-11,3.60127752263126e-09,1.0403008692941707e-07,5.934372322210317e-15,2.3857549826362613e-22,1.4103825477435994e-15,9.797490470617405e-10,2.4210375621223753e-10,1.8220314409015075e-09,2.2134093568438238e-20,4.097345239238356e-28,7.470654393391867e-18,1.1004468560784382e-18,9.403283893563892e-10,4.169226588804595e-17,2.006842097729707e-15,2.358141393973688e-19,2.1711124311218255e-24,2.3322432307380075e-17,2.259503552112454e-19,5.378049989925188e-21,1.1510473705280992e-17,2.559924068664411e-24,1.681567652465142e-24,1.2202620858980968e-23,3.76,0.0,0.5015554009329236,0.999999843782781,2.943566056019915e-08,1.19153891060753e-11,1.3528168890555545e-07,1.1167894681040624e-07,5.713802719677423e-14,4.906948429022659e-15,5.1382821178734926e-11,7.43997598359232e-09
9.999999999999997e-07,0.5617328174066922,8.099490151957171e-08,1.265088336895246e-08,9.44123477034469e-09,9.871754473175724e-08,0.0,0.0,2.43495323787569e-08,1.454596845277646e-11,3.6651010579186364e-09,1.0587464890973193e-07,6.0471611738547436e-15,2.4085140477442235e-22,1.4171806223938562e-15,9.79749032795373e-10,2.463480549122215e-10,1.8543283414882787e-09,2.2737864178412048e-20,4.20166672887653e-28,7.606508702946154e-18,1.1004468591475907e-18,9.4032837534121e-10,4.3933784136253906e-17,2.043700586855608e-15,2.4424834429582777e-19,2.2350110155836786e-24,2.4158400559693237e-17,2.3819214618572286e-19,5.6210920861523275e-21,1.1745187593339192e-17,2.651732338887818e-24,1.7693955796504584e-24,1.2899642199087873e-23,3.76,0.0,0.5015553949959438,0.9999998406808351,3.044642900511282e-08,1.2342376852607018e-11,1.391437288072296e-07,1.1362430064578811e-07,5.713901915978064e-14,4.907012925990731e-15,5.13828202418527e-11,7.569561993323152e-09
1.0094196408018432e-06,0.5617328174066922,8.118494219995795e-08,1.274640907011954e-08,9.500869944316876e-09,1.0006524409805275e-07,0.0,0.0,2.465838055020422e-08,1.4875964589632963e-11,3.700218900303455e-09,1.0688958830592996e-07,6.109118729770717e-15,2.420689149378869e-22,1.42080412473098e-15,9.797490249641135e-10,2.486811562173653e-10,1.8720992640927286e-09,2.307152968747144e-20,4.2590971875799495e-28,7.681260268516638e-18,1.1004468611166734e-18,9.403283676048185e-10,4.519790020441237e-17,2.0639644563455026e-15,2.4895233491104404e-19,2.2702992929303863e-24,2.4624574131734518e-17,2.4511047494376065e-19,5.757358072406319e-21,1.1874358113712031e-17,2.702913554736221e-24,1.8188280491442555e-24,1.3294000658190835e-23,3.76,0.0,0.5015553917172966,0.9999998389721246,3.1007565386439604e-08,1.2580483141118477e-11,1.4128067404275562e-07,1.1469470008734357e-07,5.713950066191589e-14,4.907044231634852e-15,5.1382819726962046e-11,7.640864529435004e-09
1.0359586397795605e-06,0.5617328179853742,8.169790530981278e-08,1.3009484005380422e-08,9.664579691030701e-09,1.0387770906230239e-07,0.0,0.0,2.553144557797058e-08,1.5827982705301653e-11,3.799160325532392e-09,1.0974908960308511e-07,6.283296402685778e-15,2.4537055890465198e-22,1.4305847745227478e-15,9.797490029093366e-10,2.5524571734563215e-10,1.922167609026397e-09,2.401694904889069e-20,4.420981987575572e-28,7.891866152280795e-18,1.1004468677246896e-18,9.403283457127176e-10,4.887789391336358e-17,2.120990210118866e-15,2.6244670886231212e-19,2.370191373205846e-24,2.596159908216098e-17,2.653103807373195e-19,6.15096586090146e-21,1.2238347038552838e-17,2.8496449078737154e-24,1.9623455587821898e-24,1.44471225826772e-23,3.76,0.0,0.5015553824358568,0.9999998341509707,3.260704184561213e-08,1.3263386773809625e-11,1.4734546653059395e-07,1.1771045882343992e-07,5.714064868487488e-14,4.9071188669963034e-15,5.138281827540942e-11,7.841753071950257e-09
1.0624976387572778e-06,0.5617328185636159,8.217932337602289e-08,1.3263715039131647e-08,9.822062084633875e-09,1.0771186363063133e-07,0.0,0.0,2.6408598842344414e-08,1.681300674277798e-11,3.89810179792197e-09,1.1260859082070654e-07,6.456926323473349e-15,2.4848948277865377e-22,1.4397639417068144e-15,9.797489808592052e-10,2.617971366221549e-10,1.9722364745812563e-09,2.4969939770840368e-20,4.582932371069616e-28,8.102472043575898e-18,1.1004468758127763e-18,9.403283236844061e-10,5.2734480545001816e-17,2.1779164152425834e-15,2.762972605472379e-19,2.4707415326961737e-24,2.7333439162706383e-17,2.865754099981839e-19,6.558888238855573e-21,1.2602385483351665e-17,3.0001032429228592e-24,2.112165534575872e-24,1.5663516570782084e-23,3.76,0.0,0.5015553730915703,0.9999998293199664,3.423304743750834e-08,1.3964064791462404e-11,1.5347310082352763e-07,1.207262226789148e-07,5.714154310139644e-14,4.907177007366995e-15,5.138281682234557e-11,8.042641611103778e-09
1.0890366377349952e-06,0.5617328191414449,8.263113785987565e-08,1.3509244264962445e-08,9.973485507743448e-09,1.1156637401658432e-07,0.0,0.0,2.7289585071282046e-08,1.7831173172360687e-11,3.997043317094664e-09,1.1546809195861785e-07,6.6300292046306596e-15,2.5143451025862826e-22,1.4483786433163126e-15,9.797489587972655e-10,2.683351327714509e-10,2.022305859612183e-09,2.5930111221223372e-20,4.744887804453941e-28,8.313077941367986e-18,1.1004468852796755e-18,9.403283015243804e-10,5.676976853715177e-17,2.2347403316573246e-15,2.905039891650132e-19,2.5719070067305726e-24,2.8740024829514606e-17,3.0893068822694153e-19,6.981131672792566e-21,1.2966421907646994e-17,3.1542735731119278e-24,2.268329628957689e-24,1.6944702080359798e-23,3.76,0.0,0.5015553636872798,0.9999998244797191,3.5884567238070175e-08,1.4682481189876833e-11,1.596607339931673e-07,1.2374199133489342e-07,5.714223986078559e-14,4.907222291759275e-15,5.138281536717963e-11,8.243530146861777e-09
1.1155756367127125e-06,0.5617328197188867,8.305517073349148e-08,1.3746227065609085e-08,1.0119020410030289e-08,1.1543998852281942e-07,0.0,0.0,2.8174164703987572e-08,1.8882608954258965e-11,4.095984882689962e-09,1.1832759301661719e-07,6.80262538772297e-15,2.5421421088606096e-22,1.4564636182517972e-15,9.797489367469287e-10,2.748594448733452e-10,2.0723757629515094e-09,2.689709292147665e-20,4.906793968946605e-28,8.523683844675106e-18,1.100446896125917e-18,9.403282792404608e-10,6.098574637848835e-17,2.2914594105316466e-15,3.050668938350799e-19,2.673649066307463e-24,3.0181285101888986e-17,3.3240112811856754e-19,7.417694699285746e-21,1.3330408045313436e-17,3.312140825974574e-24,2.430876021389345e-24,1.8292188406659242e-23,3.76,0.0,0.5015553542257106,0.9999998196307989,3.756061432471177e-08,1.5418599230321526e-11,1.6590564158131146e-07,1.2675776449212052e-07,5.71427825476982e-14,4.907257555027191e-15,5.138281391146442e-11,8.44441867919098e-09
