Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186)
8.59119164072124e-10,0.8834018925740562,1.3707161969149352e-09,1.8447820322700153e-11,2.97535132559733e-11,4.315067258908256e-07,0.0,0.0,1.2938197513503353e-08,3.8615086791759107e-13,3.4889519076967084e-11,3.458150075947909e-10,9.687086067892609e-17,1.9901690471060833e-23,4.17898798984812e-14,4.4117086304492415e-08,5.372805914210155e-11,1.76488418087645e-11,1.760748791680377e-21,3.0750842507975056e-29,3.888436220529022e-18,2.3852681004404436e-17,1.2968925286904744e-06,4.1260239108062836e-22,4.731205043113749e-17,6.2038922283243874e-24,1.2118160755257399e-26,2.580137899776475e-19,4.888722344577324e-25,1.2603984212137013e-24,5.91185863160838e-20,6.277070410362408e-29,3.182801171573909e-30,1.7322760698713385e-30,3.76,0.0,0.9824536601305087,0.9999999859854624,5.911710482245786e-12,2.646368259350293e-14,1.3015648554802144e-08,1.3421384121984838e-06,2.62186726434767e-16,3.5070323614636317e-15,6.7664355286912e-10,4.314821273188558e-07,2.2142726657029968e-13,5.5151502437698866e-14,7.452439578316683e-18
8.94802543001744e-10,0.8834019039154678,1.5549049776484874e-09,2.0804476563152614e-11,3.3577200737903295e-11,4.4943162784817125e-07,0.0,0.0,1.3475547612387098e-08,4.1888599137491365e-13,3.936012703120934e-11,4.0052341246461997e-10,1.0989365067178187e-16,2.260076260814149e-23,4.527340218688281e-14,4.776101847418024e-08,6.061195889183067e-11,1.9910302380709553e-11,2.1527866264087784e-21,3.920186768530314e-29,4.750507588295007e-18,2.913375295706286e-17,1.3488493947019033e-06,5.050492139815932e-22,5.555115038947765e-17,7.895946160822808e-24,1.5439667093719878e-26,3.1737324029866977e-19,6.482048000711314e-25,1.623100133236879e-24,6.976939420789125e-20,8.310212549342737e-29,4.224466146856363e-30,2.308470019521593e-30,3.76,0.0,0.9824535859176258,0.999999985310212,6.677535543576753e-12,3.11038059655352e-14,1.3561546761185847e-08,1.3978838488063178e-06,2.979757133029612e-16,3.934917682970913e-15,7.529489854417796e-10,4.494036520043405e-07,2.402468775516576e-13,5.975701667595609e-14,8.084367622208314e-18
9.30485921931364e-10,0.8834019152577963,1.755322926568719e-09,2.335454114542452e-11,3.7712896082544976e-11,4.6735684113795626e-07,0.0,0.0,1.4012896023146189e-08,4.5295208402308973e-13,4.419209611121036e-11,4.6110329595084425e-10,1.2407152053451779e-16,2.5557414040278832e-23,4.889165561675693e-14,5.154163353195372e-08,6.805219411928792e-11,2.235455881030054e-11,2.611253424012048e-21,4.9506833877805435e-29,5.757707134471032e-18,3.530206458149381e-17,1.4006578812109986e-06,6.13312745386192e-22,6.481116944942095e-17,9.953988701384151e-24,1.948468698471859e-26,3.8727844016144484e-19,8.499519248439802e-25,2.0700364558987173e-24,8.181462919893273e-20,1.0880036500825498e-28,5.544960723871991e-30,3.042210842758789e-30,3.76,0.0,0.9824535117040829,0.999999984623815,7.50664867321874e-12,3.632555019463342e-14,1.4108110672587867e-08,1.4536292799432495e-06,3.36994294833864e-16,4.394050405555935e-15,8.33972835190726e-10,4.673251753023969e-07,2.59839664935752e-13,6.454197359477104e-14,8.742008669867348e-18
9.661693008609841e-10,0.8834019266010943,1.9726882756192675e-09,2.6105643108823038e-11,4.217250264228488e-11,4.852823823496006e-07,0.0,0.0,1.4550242908607063e-08,4.883490693557838e-13,4.9398688788527546e-11,5.278986462641289e-10,1.3945946711449997e-16,2.878947237701356e-23,5.264415243075395e-14,5.545806245667574e-08,7.606917307772744e-11,2.4988320094107936e-11,3.1441386154739377e-21,6.197928939388958e-29,6.927297239583577e-18,4.2462777217243646e-17,1.4523184281746584e-06,7.393273784639338e-22,7.517099769658774e-17,1.2438136820516157e-23,2.4373363092032182e-26,4.690967037260463e-19,1.1030762873034892e-24,2.6164917905136967e-24,9.537407360327407e-20,1.4098593334964548e-28,7.203664911573741e-30,3.9680449036833625e-30,3.76,0.0,0.9824534374898506,0.999999983925862,8.40154032217894e-12,4.2174934716915036e-14,1.4655370069493275e-08,1.5093747056349568e-06,3.7939639900290646e-16,4.8852186307137586e-15,9.197597772455701e-10,4.852466972130088e-07,2.8020654518230296e-13,6.950586398126824e-14,9.42536271859941e-18
9.999999999999999e-10,0.8834019379454161,2.1950701317545302e-09,2.890648064809388e-11,4.6710460202688105e-11,5.022775482673348e-07,0.0,0.0,1.5059689504481975e-08,5.23137212047641e-13,5.4692868132355634e-11,5.972804553872343e-10,1.5521648678784325e-16,3.212537258550352e-23,5.632535488021609e-14,5.9295785309366546e-08,8.422091835583182e-11,2.766638832141138e-11,3.725861817969262e-21,7.612521290496985e-29,8.202913069051088e-18,5.0270377612461904e-17,1.501160541959995e-06,8.770808972758295e-22,8.608251822306188e-17,1.524759594101968e-23,2.9909042801244037e-26,5.59013905722158e-19,1.3999249209861955e-24,3.2421928395158197e-24,1.0974135157199527e-19,1.7866616167085871e-28,9.151095428166146e-30,5.059794767653372e-30,3.76,0.0,0.9824533671281546,0.9999999832531048,9.312971584075233e-12,4.834346719578895e-14,1.5174885305554852e-08,1.5622258257630662e-06,4.228622722192139e-16,5.3811595296195625e-15,1.0055270311822875e-09,5.022377330492386e-07,3.0023169557415185e-13,7.437681824079807e-14,1.009698217742772e-17
1.0018526797906041e-09,0.8834019379454161,2.207719189596639e-09,2.906540913085466e-11,4.6967890154769936e-11,5.032082684087924e-07,0.0,0.0,1.5087588434703006e-08,5.250768712781993e-13,5.4993083145779653e-11,6.012562640135143e-10,1.561132005926998e-16,3.2316041794405186e-23,5.653041416091837e-14,5.9509440313110786e-08,8.468317348225962e-11,2.781825254963747e-11,3.760025878813815e-21,7.697176812626195e-29,8.277794381289876e-18,5.0728633677479894e-17,1.503831474194096e-06,8.851766657481417e-22,8.671214191259013e-17,1.5415476526764122e-23,3.024003437051921e-26,5.643123908325693e-19,1.4179798347985488e-24,3.2798118613990402e-24,1.1057288576230604e-19,1.8095597850223046e-28,9.269608785420671e-30,5.12637878370733e-30,3.76,0.0,0.9824533632748986,0.999999983215945,9.364698660558723e-12,4.8699631357922355e-14,1.520335500488793e-08,1.5651201259082342e-06,4.253370949690132e-16,5.4091827371267615e-15,1.0103492011850844e-09,5.031682177361593e-07,3.013484752577012e-13,7.464819166285148e-14,1.0134429765708806e-17
1.0375360587202241e-09,0.8834019492908162,2.461133424869047e-09,3.224146371429897e-11,5.2110895091351844e-11,5.211345165775896e-07,0.0,0.0,1.5624932770349768e-08,5.631354141146088e-13,6.098837327349326e-11,6.815254091568545e-10,1.7408914981046632e-16,3.6157607396614036e-23,6.054997202283934e-14,6.369490623475556e-08,9.391434313140755e-11,3.085098001604249e-11,4.468111275013138e-21,9.487917358787392e-29,9.829004072818475e-18,6.022016279288309e-17,1.5551974565191738e-06,1.0530985179193198e-21,9.951869286098487e-17,1.8960553785174448e-23,3.723427994822897e-26,6.745321873437217e-19,1.806666943356734e-24,4.079593371038982e-24,1.2754164426370596e-19,2.30203674043345e-28,1.1822589707690994e-29,6.564206509087565e-30,3.76,0.0,0.9824532890591967,0.9999999824936597,1.0398609610166219e-11,5.594895375252779e-14,1.575209580469571e-08,1.62086554079099e-06,4.749725215133064e-16,5.966676070709698e-15,1.1057755757157634e-09,5.210897368718313e-07,3.232664530040765e-13,7.996847355148592e-14,1.0869209808498475e-17
1.0732194376498441e-09,0.8834019606373482,2.733648012681747e-09,3.564142935313914e-11,5.761332098375555e-11,5.390611444543446e-07,0.0,0.0,1.6162276087328794e-08,6.025246226155824e-13,6.73975696654696e-11,7.690574723912603e-10,1.9344446789518182e-16,4.033614315921971e-23,6.470236731545082e-14,6.801360340672474e-08,1.0378270052582035e-10,3.409308405408753e-11,5.278221073148504e-21,1.1614237610814922e-28,1.1602054946991829e-17,7.106587839425152e-17,1.6064168110527207e-06,1.2454903717045303e-21,1.1367729283576334e-16,2.3155878237224473e-23,4.552199575548558e-26,8.014904250911851e-19,2.282918806777343e-24,5.037883576484382e-24,1.4641639136988202e-19,2.90438848947645e-28,1.4954370205479887e-29,8.33589675137993e-30,3.76,0.0,0.982453214842714,0.9999999817586037,1.1505756877225846e-11,6.397384681692683e-14,1.6301623068037784e-08,1.6766109503122476e-06,5.28459817417398e-16,6.55840561834848e-15,1.2060687888670218e-09,5.390112546200067e-07,3.4596151750886455e-13,8.546623968791616e-14,1.1629702844269952e-17
1.1089028165794642e-09,0.8834019719850673,3.025978965359654e-09,3.927292667870536e-11,6.348693873025099e-11,5.569881699734649e-07,0.0,0.0,1.6699618560177528e-08,6.432444219649364e-13,7.423359961243451e-11,8.642056693148822e-10,2.1423703818017779e-16,4.4875223399155714e-23,6.898715182622611e-14,7.246467904870802e-08,1.1430813548381698e-10,3.7551104145243584e-11,6.2008292680397366e-21,1.4125203765457914e-28,1.3619431997508289e-17,8.340247281380849e-17,1.6574899723548438e-06,1.464914327637854e-21,1.2927710346858566e-16,2.8092439362237466e-23,5.528650357004912e-26,9.470544396199338e-19,2.8624793382115147e-24,6.179389928982721e-24,1.6733867566327082e-19,3.636098805541113e-28,1.876995902003769e-29,1.0504042703315249e-29,3.76,0.0,0.9824531406254196,0.9999999810103776,1.2688621985118394e-11,7.282687627142088e-14,1.6851967667326246e-08,1.7323563545021442e-06,5.859570537303063e-16,7.185052665713756e-15,1.3112544653647506e-09,5.569327709806671e-07,3.6943474947461837e-13,9.114103328576676e-14,1.2415908870323309e-17
1.1445861955090842e-09,0.8834019833340288,3.338841003852045e-09,4.314357458735855e-11,6.974348688263804e-11,5.7491561140502e-07,0.0,0.0,1.723696036608633e-08,6.852947377864186e-13,8.150930759391565e-11,9.673247558190134e-10,2.3652548041464624e-16,4.980013771714195e-23,7.340388824151233e-14,7.704728439800221e-08,1.25510409753709e-10,4.1231537889886336e-11,7.247074793602748e-21,1.7075267979510086e-28,1.590500898872561e-17,9.737500498237861e-17,1.7084173736472137e-06,1.7141022584012684e-21,1.4640977379072932e-16,3.387023472658216e-23,6.672969216922395e-26,1.1132299639488544e-18,3.5632528595140495e-24,7.531699913517441e-24,1.9045559391482143e-19,4.5192687103472125e-28,2.3388977821754519e-29,1.3140377372654725e-29,3.76,0.0,0.9824530664072826,0.999999980248584,1.3949684307114982e-11,8.25622182124925e-14,1.7403160748203544e-08,1.7881017533919268e-06,6.476231678756465e-16,7.847273439539305e-15,1.4213542627226046e-09,5.748542859537939e-07,3.9368727158882974e-13,9.69924107754666e-14,1.3227827883957122e-17
1.2159529533683242e-09,0.8834020060358997,4.029009316503311e-09,5.1632789670912134e-11,8.34521684355069e-11,6.107718167603485e-07,0.0,0.0,1.831164269854919e-08,7.733866235781959e-13,9.743072385791449e-11,1.1989008000400768e-09,2.8582818181108953e-16,6.091792586115484e-23,8.263152453404687e-14,8.660370915459732e-08,1.5002388651755985e-10,4.9285428516806255e-11,9.758458657863966e-21,2.45401227647457e-28,2.13833882921515e-17,1.308510287773162e-16,1.8098366224228008e-06,2.313576771314772e-21,1.8565253742678735e-16,4.8397840624655963e-23,9.555965433848497e-26,1.5161631502952742e-18,5.412160833388672e-24,1.0994899523372726e-23,2.4388970417498104e-19,6.842993468249067e-28,3.559791512471545e-29,2.0156397518725132e-29,3.76,0.0,0.9824529179683542,0.9999999786827178,1.6716307532256957e-11,1.0490453372569209e-13,1.8508218301750914e-08,1.8995925354016843e-06,7.841017329818394e-16,9.28093948810488e-15,1.6563646050063223e-09,6.106973117373667e-07,4.445348891536e-13,1.0922320949723196e-13,1.492880486315262e-17
1.2801830354416402e-09,0.8834020264723876,4.727512227184825e-09,6.016737904957544e-11,9.721671185488512e-11,6.430440141367461e-07,0.0,0.0,1.9278856345420026e-08,8.572189502127154e-13,1.133908714440728e-10,1.4381611699282853e-09,3.359198822446673e-16,7.25365738230285e-23,9.138352351428917e-14,9.564588990913482e-08,1.745964552336279e-10,5.7358918172712687e-11,1.2567495098160175e-20,3.343269104988435e-28,2.7500208022362407e-17,1.6820723367356582e-16,1.900619765914466e-06,2.9859577430109752e-21,2.271826412591536e-16,6.555666820804345e-23,1.2969539617724237e-25,1.972442163218577e-18,7.722273759127396e-24,1.5176829303693008e-23,3.0107675838698215e-19,9.736597262114829e-28,5.088645953193204e-29,2.90151894445065e-29,3.76,0.0,0.9824527843701177,0.9999999772231042,1.949853311440807e-11,1.2860622660027716e-13,1.950598994421489e-08,1.9999342214202195e-06,9.227999753543685e-16,1.0698993119296938e-14,1.8848256115060946e-09,6.42956030197014e-07,4.929750527463449e-13,1.2083066751093613e-13,1.6547622534820636e-17
1.3444131175149562e-09,0.8834020469137633,5.503567376583024e-09,6.959523615976002e-11,1.1240305609360792e-10,6.753178584772979e-07,0.0,0.0,2.0246070698665714e-08,9.453610142812314e-13,1.309715893579283e-10,1.7088086841662175e-09,3.918042377667382e-16,8.58899018477021e-23,1.0055678809136636e-13,1.0510120880519461e-07,2.0166352862684406e-10,6.625218532610392e-11,1.5982496886831786e-20,4.488984454597752e-28,3.492400839546373e-17,2.1352099693264728e-16,1.990937323714496e-06,3.805553744816397e-21,2.7521490122171376e-16,8.746628131252118e-23,1.7338587521981202e-25,2.5335985061591125e-18,1.0825835711068472e-23,2.0627914204144603e-23,3.679199234369211e-19,1.3611589030661483e-27,7.147020993024895e-29,4.1036133009575944e-29,3.76,0.0,0.9824526507686537,0.999999975713468,2.2572582069520834e-11,1.5608166970334086e-13,2.0507007497165084e-08,2.1002758908028695e-06,1.077510183909897e-15,1.2241430664344948e-14,2.129391168923016e-09,6.752147441607299e-07,5.439595344317699e-13,1.3300396760730782e-13,1.8249750244163226e-17
1.4086431995882723e-09,0.8834020673603517,6.361267065642274e-09,7.996074281041417e-11,1.2907852267475115e-10,7.07593468371369e-07,0.0,0.0,2.1213286876060672e-08,1.0378123987258916e-12,1.5024484333777145e-10,2.0129370815861934e-09,4.538506680502755e-16,1.0120379581775683e-22,1.1014921768723717e-13,1.1496485891696253e-07,2.313358060406878e-10,7.600163545033225e-11,2.0094629686058574e-20,5.948795311965246e-28,4.384821424569853e-17,2.679637068957191e-16,2.0807917745362266e-06,4.795098908101883e-21,3.303696372778391e-16,1.1510933185510893e-22,2.2864178071807964e-25,3.2170564451892464e-18,1.4935974168441508e-23,2.7645997050146607e-23,4.454829235206981e-19,1.872689217878639e-27,9.878879656428475e-29,5.711508453594049e-29,3.76,0.0,0.98245251716377,0.9999999741515824,2.5952840665259707e-11,1.8770369020052796e-13,2.151146242619222e-08,2.2006175437716745e-06,1.2491825598367916e-15,1.3911252427854553e-14,2.3900765239587887e-09,7.074734536283821e-07,5.974964484197028e-13,1.457410064676703e-13,2.0035187975365306e-17
1.4728732816615883e-09,0.8834020878124769,7.304674290594972e-09,9.130826767657719e-11,1.4731011111184668e-10,7.398709658586174e-07,0.0,0.0,2.2180506016862484e-08,1.1345726915643992e-12,1.7128176050134697e-10,2.352639524117441e-09,5.224369159914757e-16,1.187324699660226e-22,1.2015886038883781e-13,1.2523207416331785e-07,2.637226902325257e-10,8.664324989383332e-11,2.5003310402101955e-20,7.7902928378041195e-28,5.4483137965064364e-17,3.328077924456913e-16,2.1701855833799895e-06,5.979507680860217e-21,3.9329082010468187e-16,1.496090042682722e-22,2.9777064777247034e-25,4.042134036230491e-18,2.030865851332077e-23,3.6580382327092403e-23,5.348908055855551e-19,2.5392055065435235e-27,1.3457688171297938e-28,7.834287083740544e-29,3.76,0.0,0.9824523835552723,0.999999972535245,2.9653675199140014e-11,2.2386120544945424e-13,2.2519549017857576e-08,2.300959180560079e-06,1.4387717356061507e-15,1.5711241883469004e-14,2.666872922962165e-09,7.397321585998331e-07,6.53594378971286e-13,1.5903982290670674e-13,2.1903935712592424e-17
1.5371033637349044e-09,0.8834021082704632,8.337820177236455e-09,1.0368216652329269e-10,1.6716450202752942e-10,7.721504764036696e-07,0.0,0.0,2.3147729280667182e-08,1.2356414859830176e-12,1.9415263647654916e-10,2.7300057903348086e-09,5.979492112495606e-16,1.387611850008751e-22,1.3058392137009752e-13,1.3589812899843787e-07,2.989322984618884e-10,9.821258948654528e-11,3.081648362604794e-20,1.009237063499314e-27,6.705646054588912e-17,4.0942942670922323e-16,2.2591212016118033e-06,7.385966976113835e-21,4.64645509446198e-16,1.9224075672675434e-22,3.8340366125052546e-25,5.030149710981267e-18,2.724864371256841e-23,4.783781822749103e-23,6.373306065241919e-19,3.397393921851169e-27,1.8090659137784626e-28,1.060361555416223e-28,3.76,0.0,0.9824522499429632,0.999999970862279,3.3689432608002615e-11,2.6495903419547693e-13,2.353146436043215e-08,2.4013008014128363e-06,1.647235806248122e-15,1.76439754720306e-14,2.9597506273354452e-09,7.719908590749378e-07,7.122623872473432e-13,1.7289859863458603e-13,2.3855993439989924e-17
1.6013334458082204e-09,0.8834021287346342,9.464701772779441e-09,1.171267821343422e-10,1.887080599537604e-10,8.044321288684466e-07,0.0,0.0,2.4114957846376785e-08,1.3410183804246666e-12,2.189269424773186e-10,3.1471198256922e-09,6.8078244256051e-16,1.616090700184664e-22,1.4142277141122231e-13,1.4695833810464935e-07,3.3707147348595783e-10,1.1074479811860294e-10,3.7650888675290734e-20,1.294673418724401e-27,8.181368774739894e-17,4.993110704054888e-16,2.347601067041598e-06,9.044027548606261e-21,5.451233006887236e-16,2.4444436415532305e-22,4.885235033847332e-25,6.204529532602078e-18,3.6115903220406307e-23,6.188886869707107e-23,7.540519966422835e-19,4.4903897549348546e-27,2.402337757690897e-28,1.417716264054093e-28,3.76,0.0,0.9824521163266425,0.9999999691305329,3.8074441073718196e-11,3.114177094051601e-13,2.454740832223754e-08,2.501642406585924e-06,1.8755354099821214e-15,1.9711831980454094e-14,3.26866157065055e-09,8.042495550535449e-07,7.735100181056852e-13,1.8731565899954484e-13,2.58913611416821e-17
1.6655635278815365e-09,0.8834021492053111,1.0689280149312295e-08,1.316864439863546e-10,2.1200683585481743e-10,8.367160554824808e-07,0.0,0.0,2.508219291126491e-08,1.4507029786726253e-12,2.456733323263537e-10,3.6060576037875694e-09,7.713403384277229e-16,1.8763204408495427e-22,1.5267395550100997e-13,1.584080560874592e-07,3.782457944657875e-10,1.2427460629212176e-10,4.563231764155344e-20,1.645958691745564e-27,9.901858262220933e-17,6.040438630074768e-16,2.435627604000977e-06,1.0985694659564059e-20,6.354357793831886e-16,3.078362362923065e-22,6.164932190669193e-25,7.590915007482742e-18,4.733255319287709e-23,7.927467236804185e-23,8.863679004190892e-19,5.86854379196641e-27,3.154481600424562e-28,1.874236506310271e-28,3.76,0.0,0.9824519827061071,0.9999999673378792,4.2823010624803987e-11,3.6367329268924874e-13,2.5567583527933064e-08,2.601983996346438e-06,2.1246328550961845e-15,2.191700152713366e-14,3.5935417031750957e-09,8.365082465354973e-07,8.373473068436531e-13,2.022894737102092e-13,2.8010038801771435e-17
1.7297936099548525e-09,0.8834021696828144,1.201547879422923e-08,1.474054676907932e-10,2.3712656939513675e-10,8.69002391811419e-07,0.0,0.0,2.6049435690132955e-08,1.5646948899301166e-12,2.744596494237126e-10,4.108885274267833e-09,8.700356561964549e-16,2.1722583857993784e-22,1.643362015146906e-13,1.702426771728053e-07,4.2255958778238556e-10,1.388363346456053e-10,5.489586438176794e-20,2.075351304919978e-27,1.1895357434299077e-16,7.253298615451213e-16,2.5232032234205093e-06,1.3245518043469234e-20,7.36315983811378e-16,3.842220029979699e-22,7.710861250422033e-25,9.217271396673566e-18,6.139028774139766e-23,1.0061410040210472e-22,1.0356550944541203e-18,7.5902384461913e-27,4.09927606174102e-28,2.4520565167703663e-28,3.76,0.0,0.9824518490811516,0.9999999654822154,4.794943373351497e-11,4.2217719034023244e-13,2.659219533294477e-08,2.7023255709724977e-06,2.3954912923828257e-15,2.426149415926627e-14,3.934313048173059e-09,8.687669335206297e-07,9.037847858806519e-13,2.178186575362596e-13,3.02120264043378e-17
1.7940236920281686e-09,0.8834021901674628,1.3447182242936429e-08,1.6432815424334467e-10,2.641326909920086e-10,9.012912767240513e-07,0.0,0.0,2.7016687414543323e-08,1.6829937288962663e-12,3.053529336625427e-10,4.657657553003358e-09,9.772903791514816e-16,2.5082911736310726e-22,1.7640842895404975e-13,1.8245763490647547e-07,4.701159377655719e-10,1.5446389745160003e-10,6.558616478858509e-20,2.5969575985452245e-27,1.4192014436882494e-16,8.649841339890522e-16,2.610330322906566e-06,1.5860681229634992e-20,8.485178753659635e-16,4.7560934303842965e-22,9.565167498984395e-25,1.1113996422785691e-17,7.885832932785243e-23,1.266113117765721e-22,1.203354783485854e-18,9.722753234366527e-27,5.275965909310685e-28,3.1771538817028543e-28,3.76,0.0,0.9824517154515677,0.999999963561463,5.346798590804866e-11,4.873959709456708e-13,2.762145179637298e-08,2.802667130753131e-06,2.6890739302259887e-15,2.674714808618051e-14,4.290885514386523e-09,9.010256160087719e-07,9.728334913765397e-13,2.339019709865903e-13,3.2497323933437616e-17
1.8582537741014846e-09,0.8834022106595727,1.4988234921539762e-08,1.824987891094746e-10,2.9309032368204777e-10,9.335828523581111e-07,0.0,0.0,2.798394933211958e-08,1.8055991158388204e-12,3.384194282923698e-10,5.254416322490298e-09,1.0935359214143743e-15,2.8892669377209643e-22,1.8888975773895166e-13,1.95048401855679e-07,5.210166973370102e-10,1.71190806087818e-10,7.785762852299634e-20,3.226965334976035e-27,1.6823919056292128e-16,1.024936711385201e-15,2.6970112868177034e-06,1.887109025583783e-20,9.728158166382677e-16,5.842210390541857e-22,1.1774728109781077e-24,1.3314029288600217e-17,1.0039190363182399e-22,1.5806370915216385e-22,1.3909731549874222e-18,1.2343179676468534e-26,6.729890549632105e-28,4.079843546689534e-28,3.76,0.0,0.9824515818171444,0.999999961573568,5.939292627953595e-11,5.598111845625966e-13,2.865556365262455e-08,2.9030086759881654e-06,3.006343290340983e-15,2.93756375651139e-14,4.663158496753009e-09,9.33284293999745e-07,1.0445049697820345e-12,2.5053832096411037e-13,3.486593137310317e-17
1.922483856174801e-09,0.8834022311594587,1.6642440173519367e-08,2.0196164116922498e-10,3.240642848247175e-10,9.658772640850413e-07,0.0,0.0,2.8951222705905794e-08,1.9325106766638962e-12,3.7372458673048793e-10,5.901189416682427e-09,1.2192133404106435e-15,3.320528437608721e-22,2.0177951704001817e-13,2.0801048931274793e-07,5.753624985688309e-10,1.8905017248199972e-10,9.187466240700235e-20,3.983903081035578e-27,1.9825136991247546e-16,1.2072344031360963e-15,2.783248486340586e-06,2.2319461811857503e-20,1.1100040570973969e-15,7.125082412944169e-22,1.439148235612092e-24,1.5852959924760562e-17,1.2674124659735335e-22,1.9587029729643896e-22,1.6000819128660475e-18,1.5539385551802324e-26,8.513157673888286e-28,5.195315248101384e-28,3.76,0.0,0.9824514481776677,0.9999999595164998,6.573849818358507e-11,6.399191834360054e-13,2.9694744281966664e-08,3.0033502069881155e-06,3.3482605022594763e-15,3.2148480455174317e-14,5.05102229117247e-09,9.65542967493364e-07,1.1188112843184104e-12,2.6772676139664886e-13,3.731784870734178e-17
1.986713938248117e-09,0.8834022516674322,1.8413559451569385e-08,2.2276096153804976e-10,3.571190876597599e-10,9.981746604738732e-07,0.0,0.0,2.991850881377919e-08,2.0637280429829948e-12,4.1133307932162937e-10,6.599989571580767e-09,1.3547735567389733e-15,3.807947155934499e-22,2.1507725414362393e-13,2.2133944700096173e-07,6.332527631585452e-10,2.0807471253060792e-10,1.0781188560563643e-19,4.8889278358608334e-27,2.3231742030777257e-16,1.414042478563151e-15,2.869044279565477e-06,2.6251410843251202e-20,1.2608962262991765e-15,8.631639259080903e-22,1.7472772443198946e-24,1.8769138395025013e-17,1.5876115304281298e-22,2.4104044766613456e-22,1.8323187906210584e-18,1.9411028608855803e-26,1.0685363710845858e-27,6.564216759838532e-28,3.76,0.0,0.9824513145329217,0.9999999573882518,7.251892973618169e-11,7.282309442550694e-13,3.073920968014631e-08,3.103691724074065e-06,3.71578463510835e-15,3.506704545138735e-14,5.454359342000965e-09,9.978016364894368e-07,1.1957650213841522e-12,2.8546649384349705e-13,3.985307592013507e-17
2.050944020321433e-09,0.8834022721838036,2.030531165624273e-08,2.4494098228000244e-10,3.923189427349637e-10,1.0304751932543568e-06,0.0,0.0,3.088580894791055e-08,2.19925085217747e-12,4.5130880004622295e-10,7.3528135233620784e-09,1.5006775812529427e-15,4.357958366589424e-22,2.287827433404521e-13,2.3503086278248246e-07,6.947857128211429e-10,2.2829674949150884e-10,1.2585433674996934e-19,5.9661433651883296e-27,2.7081846189509146e-16,1.6476462182510736e-15,2.9544010115612648e-06,3.071553764722159e-20,1.4263248345436116e-15,1.0391365330346552e-21,2.1081695143820426e-24,2.2103784386974986e-17,1.974210746207353e-22,2.9470307150075753e-22,2.089388044370983e-18,2.4070619642877038e-26,1.3314362698703183e-27,8.233285363387496e-28,3.76,0.0,0.9824511808826869,0.9999999551868408,7.974843440377396e-11,8.252718919368485e-13,3.178917842721483e-08,3.2040332275775482e-06,4.109872065149307e-15,3.813255901143895e-14,5.873045340498942e-09,1.0300603009877646e-06,1.275379296886572e-12,3.037568680772303e-13,4.247161299543824e-17
2.115174102394749e-09,0.8834022927088788,2.232137260338293e-08,2.685459150292517e-10,4.297277592203855e-10,1.062779017279478e-06,0.0,0.0,3.185312441426681e-08,2.3390787474606713e-12,4.937148731776059e-10,8.16164123616464e-09,1.6573967491538535e-15,4.977597182381913e-22,2.428959948289015e-13,2.4908036236838717e-07,7.600583795993375e-10,2.4974821735082497e-10,1.4619767316165512e-19,7.242951811255376e-27,3.1415627853880585e-16,1.910452338810924e-15,3.0393210144500537e-06,3.576351449279307e-20,1.6071407808902214e-15,1.2436437698592596e-21,2.5287464444956344e-24,2.5901096716707768e-17,2.438157739581599e-22,3.581162030423329e-22,2.3730609261859557e-18,2.9644634729735305e-26,1.647708521509148e-27,1.0256030006328815e-27,3.76,0.0,0.9824510472267424,0.9999999529103071,8.744121156738343e-11,9.31581724925439e-13,3.284487165569387e-08,3.3043747178404296e-06,4.5314758775113355e-15,4.134611198802463e-14,6.306950192126396e-09,1.06231896098814e-06,1.3576677624965585e-12,3.225973826405033e-13,4.5173459917179344e-17
2.179404184468065e-09,0.8834023132429623,2.4465374603659485e-08,2.9361994953467435e-10,4.694091461239431e-10,1.0950862904874884e-06,0.0,0.0,3.2820456532150784e-08,2.4832113779379366e-12,5.386136598886171e-10,9.028435242970175e-09,1.825412960883882e-15,5.674535593589513e-22,2.5741726362481434e-13,2.634836090307788e-07,8.291666160930032e-10,2.7246066416417646e-10,1.6904836234909645e-19,8.750441252426216e-27,3.6275357995108517e-16,2.2049902948416132e-15,3.1238066074813116e-06,4.1450171797893425e-20,1.804212868431822e-15,1.480186563708035e-21,3.0165785435315374e-24,3.020836277667046e-17,2.991765408069722e-22,4.326769937406368e-22,2.6851761381839674e-18,3.627467628946254e-26,2.0260409015293775e-27,1.2693466670591451e-27,3.76,0.0,0.9824509135648637,0.9999999505567138,9.561144708061065e-11,1.047714241992724e-12,3.3906513018208794e-08,3.404716195214782e-06,4.981545300542688e-15,4.470866597977989e-14,6.755938869258583e-09,1.0945776164903503e-06,1.4426446118249437e-12,3.419876853776113e-13,4.795861666925853e-17
