Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148)
1.498587035985073e-09,0.8351125495289732,6.267718786321081e-09,6.536600654677748e-11,1.036321600120116e-10,6.006947790868816e-07,0.0,0.0,1.578673692248192e-08,5.895556516861228e-13,1.18815041765937e-10,1.648835727606756e-09,3.4891345757353555e-16,6.979313680878563e-23,7.388066347711386e-14,8.066710358508763e-08,1.2511003783398416e-10,6.01025089231759e-11,1.0986378612012767e-20,3.187116391434829e-28,2.4157063014518005e-17,1.4739182869979756e-16,1.3006580861940348e-06,2.6924818808455597e-21,1.9622312648396662e-16,7.280423917840836e-23,9.321671038605988e-26,1.2601672840779722e-18,5.005619251471593e-24,1.0711472257949192e-23,2.615326125797668e-19,8.984012945366354e-28,4.5288838602956724e-29,1.7076618086630903e-30,3.76,0.0,0.6851648081500117,0.9999999793606477,2.031436831006738e-11,7.798617823383748e-14,1.5961709636174614e-08,1.3851107154678742e-06,1.0071462747482949e-15,1.0919094497928123e-14,1.8324976884982847e-09,5.994126075108329e-07,9.733968381557503e-13,1.2309317495343348e-13,2.3163209740971656e-15,1.2402575825422962e-14,1.1859407715814145e-09
1.539797978012799e-09,0.8351125579293722,6.779255593273051e-09,7.08443824598302e-11,1.1230534238427192e-10,6.172197899632793e-07,0.0,0.0,1.6220863931854346e-08,6.22413546936932e-13,1.2865381496584445e-10,1.8120578078902386e-09,3.8020499687104996e-16,7.691383683398812e-23,7.788284660075241e-14,8.495700393272024e-08,1.3546975102251517e-10,6.507945957817527e-11,1.2545240878423965e-20,3.754503321861898e-28,2.7558886324628607e-17,1.6809886080480518e-16,1.334145006669966e-06,3.0778180524540782e-21,2.181410689836824e-16,8.536349168468127e-23,1.0943997761752487e-25,1.4482555816091592e-18,6.032864311821698e-24,1.2673980878108196e-23,2.9231435208503577e-19,1.0808263497735703e-27,5.464682227682417e-29,2.0717794868417733e-30,3.76,0.0,0.6851647530951627,0.9999999785567575,2.2020617026678448e-11,8.679768386266876e-14,1.6409867580054303e-08,1.4232010058047325e-06,1.0976546484377365e-15,1.1753186101596873e-14,1.957555844339881e-09,6.158628683269028e-07,1.0277690595712344e-12,1.2979081780150623e-13,2.4573860533569114e-15,1.2952928937079335e-14,1.2520187640537566e-09
1.5810089200405249e-09,0.8351125663314453,7.318035583072138e-09,7.662107582649446e-11,1.2144444358850815e-10,6.337453348936096e-07,0.0,0.0,1.6654993138073448e-08,6.561617325287925e-13,1.3900828001423067e-10,1.9860709231158983e-09,4.1340576202142414e-16,8.463086419727666e-23,8.19851067223312e-14,8.934698185061171e-08,1.4637243551744715e-10,7.031727486869709e-11,1.427409150585237e-20,4.404908222611291e-28,3.132739654684894e-17,1.910297966133018e-16,1.367515415898382e-06,3.50574525760004e-21,2.4181332433624417e-16,9.966036906211995e-23,1.2793690404986822e-25,1.658386711415034e-18,7.23464169833784e-24,1.493064951618968e-23,3.257754781243469e-19,1.2938058129282247e-27,6.560959970837891e-29,2.5010195798514555e-30,3.76,0.0,0.685164698039528,0.9999999777351476,2.3818968408746715e-11,9.632833621022628e-14,1.6858815190500284e-08,1.4612912928316083e-06,1.1935922349601141e-15,1.262408205298896e-14,2.0869329343732427e-09,6.323113381746376e-07,1.0836282896658189e-12,1.3665828031612179e-13,2.6030098739194322e-15,1.3509346512774974e-14,1.3198855611062223e-09
1.6222198620682508e-09,0.8351125747352476,7.884746398030352e-09,8.270399885879454e-11,1.3106116518706287e-10,6.502714331603467e-07,0.0,0.0,1.7089124767320362e-08,6.908001587677953e-13,1.4989028036909033e-10,2.171234472943634e-09,4.485822796907359e-16,9.298805327071525e-23,8.618713238820693e-14,9.38362392874538e-08,1.5783056031308983e-10,7.582194597773264e-11,1.6186125389766746e-20,5.148101968199955e-28,3.549048859508259e-17,2.163527233811845e-16,1.4007697346082972e-06,3.979650378622367e-21,2.6732690862889256e-16,1.1587851413462384e-22,1.4895277496037522e-25,1.8924746557925888e-18,8.634707029000266e-24,1.7516261206935614e-23,3.6207188404165454e-19,1.541414132178649e-27,7.839868293437664e-29,3.0049103271173613e-30,3.76,0.0,0.685164642983082,0.9999999768954517,2.5711757499774352e-11,1.0661529397928411e-13,1.7308577905907187e-08,1.499381576583785e-06,1.295127737832626e-15,1.3532162397408443e-14,2.2206165749333965e-09,6.487580172488931e-07,1.1409756101254174e-12,1.4369510804410495e-13,2.7532115429714195e-15,1.4071576268950576e-14,1.3895409681801693e-09
1.6634308040959767e-09,0.8351125831408346,8.480070770898903e-09,8.910105797038573e-11,1.4116716494702852e-10,6.66798104298381e-07,0.0,0.0,1.7523259047800565e-08,7.263287764768723e-13,1.6131155196835721e-10,2.3679064327152344e-09,4.858019119539304e-16,1.020320579156686e-22,9.048862669202667e-14,9.842398356907688e-08,1.6985648121717668e-10,8.159940970521523e-11,1.8295150433880067e-20,5.994743779377842e-28,4.0077297124459366e-17,2.442430912146202e-16,1.4339083815771957e-06,4.503086371852633e-21,2.9477057630093236e-16,1.3421486642947082e-22,1.7275131840791182e-25,2.152542142107404e-18,1.025921362762582e-23,2.046858604055352e-23,4.0136430268454208e-19,1.8281239116779507e-27,9.325848466219169e-29,3.594055556226707e-30,3.76,0.0,0.6851645879257988,0.999999976037306,2.7701311381943048e-11,1.1769657085636631e-13,1.7759181380343322e-08,1.53747185709744e-06,1.402429984741508e-15,1.4477784121485595e-14,2.358592656187101e-09,6.652029057443596e-07,1.1998121402664296e-12,1.5090086095778583e-13,2.9080090838807183e-15,1.463937792632636e-14,1.4609847908698661e-09
1.7046417461237026e-09,0.8351125915482615,9.104687118367913e-09,9.58201615530241e-11,1.5177407103421176e-10,6.833253680944573e-07,0.0,0.0,1.7957396209652563e-08,7.627475369363978e-13,1.7328374232105064e-10,2.576443380286023e-09,5.251328931497318e-16,1.1181262756429266e-22,9.488930743612683e-14,1.0310942625697002e-07,1.8246246095325166e-10,8.765555812504182e-11,2.0615614751294392e-20,6.956489133299483e-28,4.511824754870213e-17,2.7488400068356716e-16,1.4669317741642712e-06,5.0797807957743806e-21,3.2423470916827262e-16,1.5488083417399234e-22,1.9961642856911866e-25,2.440727889616929e-18,1.2137013552109584e-23,2.3828707142058822e-23,4.438183313099847e-19,2.1588553064023484e-27,1.104590624343602e-28,4.280281326162144e-30,3.76,0.0,0.6851645328676529,0.9999999751603492,2.9789952097828763e-11,1.2961100288894385e-13,1.821065149171309e-08,1.5755621344096163e-06,1.515667792444543e-15,1.5461285570664103e-14,2.500845874681033e-09,6.816460038557621e-07,1.2601390374509176e-12,1.582751124412669e-13,3.0674197151920006e-15,1.521252009102278e-14,1.5342168347265595e-09
1.7458526881514285e-09,0.8351125999575832,9.759270276613106e-09,1.0286922608268693e-10,1.6289349313363083e-10,6.998532445868766e-07,0.0,0.0,1.83915364849776e-08,8.000563918342441e-13,1.8581842546923805e-10,2.797200787741411e-09,5.666443650881591e-16,1.2238284131292424e-22,9.938890728945271e-14,1.0789178224676465e-07,1.956606849112032e-10,9.399624615341939e-11,2.3162627050704236e-20,8.046092387351459e-28,5.064509058013016e-17,3.084663928939005e-16,1.4998403287352589e-06,5.7136424331263625e-21,3.5581124312653713e-16,1.7810328270813144e-22,2.29853647361738e-25,2.759292498374897e-18,1.4299929142015508e-23,2.764130695334225e-23,4.896044538861496e-19,2.539019318485538e-27,1.302987764798141e-28,5.076774710477564e-30,3.76,0.0,0.6851644778086177,0.9999999742642227,3.1979998979634686e-11,1.4239822734077153e-13,1.866301434835322e-08,1.6136524085581901e-06,1.635009906950119e-15,1.6482989515766273e-14,2.6473598800177717e-09,6.980873117780214e-07,1.3219574974647483e-12,1.6581744850246332e-13,3.2314600313429645e-15,1.5790778227296443e-14,1.609236905099155e-09
1.7870636301791544e-09,0.8351126083688544,1.0444490752619865e-08,1.102561670438839e-10,1.745370063652572e-10,7.163817540629542e-07,0.0,0.0,1.882568010787754e-08,8.382552933410405e-13,1.9892708101693212e-10,3.0305328914264644e-09,6.104063530200221e-16,1.3379908998889044e-22,1.0398717444682951e-13,1.1277027103656059e-07,2.0946323906572377e-10,1.0062728094085977e-10,2.5951945400129447e-20,9.277441879773965e-28,5.669087325170842e-17,3.451888747049983e-16,1.532634460062245e-06,6.4087586983704346e-21,3.895937485895074e-16,2.0412444830838102e-22,2.63790140023987e-25,3.1106171097839888e-18,1.6782808801281618e-23,3.1954694931559334e-23,5.388980663785884e-19,2.9745231715467384e-27,1.5310524484861736e-28,5.998138049949326e-30,3.76,0.0,0.6851644227486671,0.9999999733485708,3.427376541862263e-11,1.5609870931260267e-13,1.9116296276883046e-08,1.651742679581904e-06,1.7606250677600236e-15,1.7543199046843395e-14,2.7981167903614864e-09,7.145268297060272e-07,1.3852687547366774e-12,1.7352746901833153e-13,3.4001457357269194e-15,1.6373937649684945e-14,1.6860448073582116e-09
1.8282745722068803e-09,0.8351126167821294,1.116101379469353e-08,1.1798889206479128e-10,1.8671613928916588e-10,7.329109170559659e-07,0.0,0.0,1.925982731433309e-08,8.773441941726787e-13,2.126210786849105e-10,3.2767922165934893e-09,6.564897436271731e-16,1.4612111711919075e-22,1.0868387329055233e-13,1.1774411767455934e-07,2.238820937185106e-10,1.0755441405936312e-10,2.8999974439155266e-20,1.0665608797511864e-27,6.328993070814329e-17,3.8525766660562106e-16,1.5653145808681082e-06,7.169395475331795e-21,4.2567745994965244e-16,2.3320210201474595e-22,3.017750134114322e-25,3.497203843700183e-18,1.962363294648657e-23,3.6820896164444814e-23,5.918795036264767e-19,3.471785377039019e-27,1.7923650989190455e-28,7.060462920900546e-30,3.76,0.0,0.6851643676877744,0.9999999724130406,3.6673556424376714e-11,1.7075375272078088e-13,1.9570523811991714e-08,1.6898329475203805e-06,1.89268197120912e-15,1.864219527770186e-14,2.9530972152381227e-09,7.309645578344596e-07,1.4500740825966327e-12,1.8140478867546233e-13,3.573491505617396e-15,1.6961795050631197e-14,1.7646403470713291e-09
1.869485514234606e-09,0.8351126251974629,1.1909499282864445e-08,1.2607530471207253e-10,1.9944238111564433e-10,7.49440754342974e-07,0.0,0.0,1.9693978341984137e-08,9.173230475678589e-13,2.2691168834823938e-10,3.536329167489819e-09,7.049663007967243e-16,1.594122554730347e-22,1.134787847477756e-13,1.2281255217625654e-07,2.389291140731334e-10,1.1478334657972422e-10,3.232378693728221e-20,1.2226954802912488e-27,7.047792876736901e-17,4.2888684362212987e-16,1.5978811020895359e-06,8.000004094705553e-21,4.64159178799534e-16,2.6561053975755746e-22,3.441808044557294e-25,3.92168179608766e-18,2.286379741505079e-23,4.229594713464694e-23,6.487340637089458e-19,4.0377820087465934e-27,2.090835250295667e-28,8.281479711691132e-30,3.76,0.0,0.685164312625913,0.9999999714572824,3.9181670084496605e-11,1.8640547207109335e-13,2.0025723698744455e-08,1.7279232124141014e-06,2.031349096941115e-15,1.9780240562004284e-14,3.112280959551825e-09,7.47400496357883e-07,1.5163747936494278e-12,1.8944903647170852e-13,3.7515112119508616e-15,1.755415605760526e-14,1.84502332991335e-09
1.910696456262332e-09,0.835112633614908,1.2690602734256767e-08,1.3452331508628445e-10,2.1272720099607232e-10,7.659712869443212e-07,0.0,0.0,2.0128133430081968e-08,9.58191807203231e-13,2.4181010594652904e-10,3.809492264033659e-09,7.559087156888483e-16,1.7373976253934184e-22,1.1837170635213285e-13,1.279748079697298e-07,2.5461608751493267e-10,1.223197421779282e-10,3.5941155381444593e-20,1.39792816976877e-27,7.82919216901905e-17,4.762986589080731e-16,1.6303344336062407e-06,8.905231367820578e-21,5.05137137887874e-16,3.0164198380939333e-22,3.914055829807862e-25,4.3868156226875066e-18,2.65484991789224e-23,4.8440302904780696e-23,7.0965202690670195e-19,4.680109026964057e-27,2.430737249229761e-28,9.680757731125438e-30,3.76,0.0,0.6851642575630559,0.999999970480949,4.180040154716785e-11,2.0309675170177472e-13,2.048192290394158e-08,1.766013474304362e-06,2.176794569863997e-15,2.0957584100540388e-14,3.275647546092389e-09,7.6383464547102e-07,1.5841722401992797e-12,1.9765985430888032e-13,3.9342182667389174e-15,1.81508313437323e-14,1.927193561396533e-09
1.9519073982900578e-09,0.8351126420345192,1.35049759416345e-08,1.4334083895940411e-10,2.2658204649654364e-10,7.825025361233307e-07,0.0,0.0,2.0562292819753013e-08,9.99950427192803e-13,2.573274515993703e-10,4.096628836150153e-09,8.093906259674743e-16,1.8917492820462894e-22,1.2336245254958269e-13,1.332301219932263e-07,2.70954721616207e-10,1.3016922618191763e-10,3.9870552132329644e-20,1.5941932347254264e-27,8.677033943131974e-17,5.277234551941305e-16,1.6626749842034201e-06,9.889920587741562e-21,5.487110386605534e-16,3.416070051249585e-22,4.438737160535276e-25,4.895507308623904e-18,3.072693656790546e-23,5.531901443107575e-23,7.748286739652848e-19,5.407009506548535e-27,2.81673584127632e-28,1.1279839209603364e-29,3.76,0.0,0.6851642024991754,0.9999999694836953,4.453204283491758e-11,2.2087125864430696e-13,2.0939148615102724e-08,1.8041037332332738e-06,2.3291862821224087e-15,2.217446058164176e-14,3.4431754659796743e-09,7.802670053687429e-07,1.6534678145334197e-12,2.0603689714322884e-13,4.121625498231658e-15,1.8751638005572584e-14,2.0111508468764046e-09
1.9931183403177837e-09,0.8351126504563494,1.4353265714991088e-08,1.5253578614526404e-10,2.4101832298451524e-10,7.99034523383096e-07,0.0,0.0,2.0996456753938112e-08,1.0425988621878905e-12,2.734747426820596e-10,4.398084559651159e-09,8.654865786029695e-16,2.0579303513006099e-22,1.2845085548943475e-13,1.3857773633029434e-07,2.8795661579067126e-10,1.383373719522166e-10,4.4131133937234053e-20,1.8135835506889855e-27,9.595295319815495e-17,5.833994596679084e-16,1.6949031607944183e-06,1.0959107847762793e-20,5.949821418729263e-16,3.8583432379695767e-22,5.020357163158114e-25,5.450793986116078e-18,3.5452365080828107e-23,6.300174468558623e-23,8.444643120129431e-19,6.227378296946298e-27,3.253895724794869e-28,1.3102307424188382e-29,3.76,0.0,0.6851641474342448,0.9999999684651797,4.7378878655962e-11,2.3977347248337663e-13,2.1397428224865354e-08,1.842193989243799e-06,2.4886919327374143e-15,2.343108527782037e-14,3.6148418538881456e-09,7.96697576245778e-07,1.7242629491213161e-12,2.1457983457002097e-13,4.313744845852101e-15,1.9356402990779446e-14,2.096894991845086e-09
2.0343292823455095e-09,0.8351126588804516,1.523611294083005e-08,1.6211605648921253e-10,2.560473868667318e-10,8.155672704630588e-07,0.0,0.0,2.1430625477150707e-08,1.0861370674198616e-12,2.902628854185269e-10,4.714202760464142e-09,9.242720141725545e-16,2.236734721774738e-22,1.3363676563975955e-13,1.4401689874277707e-07,3.0563325244995006e-10,1.4682969662923151e-10,4.874274631740688e-20,2.0583594296164246e-27,1.0588088511778501e-16,6.43572835817433e-16,1.7270193681555825e-06,1.2118024154646593e-20,6.440532458575894e-16,4.346712572371557e-22,5.663689986578135e-25,6.055850179798616e-18,4.078228985023268e-23,7.156294619768133e-23,9.187642985225454e-19,7.150791600103404e-27,3.7476995063362525e-28,1.517391257640411e-29,3.76,0.0,0.6851640923682359,0.9999999674250629,5.0343184998807394e-11,2.5984868036439834e-13,2.1856789323558222e-08,1.8802842423797573e-06,2.655478906231396e-15,2.4727653680218198e-14,3.7906229374861085e-09,8.131263582965947e-07,1.7965591168951564e-12,2.2328835136634832e-13,4.510587360373537e-15,1.996496311984886e-14,2.1844258020399022e-09
2.0755402243732354e-09,0.8351126673068786,1.6154153487558235e-08,1.7208955304669496e-10,2.7168056970659226e-10,8.321007993375306e-07,0.0,0.0,2.1864799235277972e-08,1.1305649985984429e-12,3.0770270739926904e-10,5.045324354164779e-09,9.85823320386404e-16,2.429001458042955e-22,1.3892005183269496e-13,1.4954686073148355e-07,3.239960312455061e-10,1.5565167758202212e-10,5.372596363896479e-20,2.3309679798694425e-27,1.1659668568399666e-16,7.084981220134904e-16,1.7590240098295756e-06,1.3372108064909622e-20,6.960284930159765e-16,4.884854218313635e-22,6.3738044835761675e-25,6.713998378572985e-18,4.677894384859011e-23,8.108236311089838e-23,9.979390567907297e-19,8.187584955944848e-27,4.304089619232712e-28,1.7522828997840522e-29,3.76,0.0,0.6851640373011211,0.9999999663630094,5.342723406284486e-11,2.8114291826427274e-13,2.231725971251793e-08,1.9183744926857646e-06,2.829714029997144e-15,2.606434913691802e-14,3.970495050695008e-09,8.295533517157423e-07,1.8703578316922422e-12,2.3216214571132527e-13,4.7121636965317144e-15,2.0577159582882513e-14,2.27374308311459e-09
2.1167511664009613e-09,0.8351126757356828,1.7108018983331956e-08,1.8246418476461874e-10,2.879291831508579e-10,8.486351322152218e-07,0.0,0.0,2.2298978275756208e-08,1.1758826118846583e-12,3.258049643375186e-10,5.3917884231826515e-09,1.0502178622256724e-15,2.6356167186805094e-22,1.443006015073353e-13,1.551668771199855e-07,3.4305627617423226e-10,1.6480875582586372e-10,5.910209895718246e-20,2.6340576493611254e-27,1.2814434152690833e-16,7.784382615588746e-16,1.7909174883263321e-06,1.472700961095518e-20,7.510133540548349e-16,5.476654931962981e-22,7.1560770266274575e-25,7.428713055434358e-18,5.350958367864173e-23,9.164530877055038e-23,1.0822040926103371e-18,9.348896181485903e-27,4.929501707638989e-28,2.017984511472525e-29,3.76,0.0,0.6851639822328721,0.9999999652786848,5.6633295368589915e-11,3.037029672672763e-13,2.2778867406811825e-08,1.9564647402072213e-06,3.0115636226555315e-15,2.7441343600792542e-14,4.1544342544422236e-09,8.459785566979306e-07,1.9456606485814757e-12,2.41200928849524e-13,4.918484129035276e-15,2.1192837745652147e-14,2.3648466405593007e-09
2.1579621084286872e-09,0.835112684166916,1.8098336599581985e-08,1.932478599477219e-10,3.0480450729453706e-10,8.651702915377743e-07,0.0,0.0,2.2733162847722145e-08,1.2220898639412273e-12,3.445803248646327e-10,5.753932449478725e-09,1.1175339751787712e-15,2.857514105722979e-22,1.4977832125560374e-13,1.608762069649625e-07,3.6282521956402426e-10,1.743063283311866e-10,6.489319406417904e-20,2.970488174160826e-27,1.4056924589100372e-16,8.536644195156454e-16,1.8227002046971297e-06,1.6188588470492622e-20,8.091147048089307e-16,6.126212955005467e-22,8.01619482435282e-25,8.203620169532399e-18,6.104664360526129e-23,1.0334277708749908e-22,1.1717800145557081e-18,1.0646683746965574e-26,5.630886577387757e-28,2.3178495568305743e-29,3.76,0.0,0.6851639271634608,0.9999999641717577,5.996363346819277e-11,3.2757637875689736e-13,2.324164062688273e-08,1.9945549849903375e-06,3.201193608977819e-15,2.885879406979326e-14,4.3424156584798845e-09,8.624019734378696e-07,2.022469164098226e-12,2.504044259990507e-13,5.129558303810688e-15,2.1811849926141824e-14,2.457736279855234e-09
2.199173050456413e-09,0.8351126926006307,1.9125727928084244e-08,2.0444847702264722e-10,3.2231777439672947e-10,8.817062999766336e-07,0.0,0.0,2.316735320191064e-08,1.26918671201394e-12,3.640393493672409e-10,6.132091815171356e-09,1.1878509361789238e-15,3.0956748291850202e-22,1.5535313754364212e-13,1.6667411484698286e-07,3.833139797955819e-10,1.8414973731854033e-10,7.1122008026007e-20,3.343339821629134e-27,1.539181741263431e-16,9.344558340970508e-16,1.8543725579180472e-06,1.7762911703291964e-20,8.704408854369713e-16,6.837838049052783e-22,8.960157902881756e-25,9.042496178785736e-18,6.946787055615245e-23,1.162715334624248e-22,1.2668925559364633e-18,1.2093743518357795e-26,6.415727111185696e-28,2.6555187939997946e-29,3.76,0.0,0.6851638720928588,0.9999999630419001,6.342050462870464e-11,3.5281149434610096e-13,2.370560778564537e-08,2.032645227082151e-06,3.398769521967951e-15,3.031683898892534e-14,4.534413300675946e-09,8.788236021300334e-07,2.100785016452781e-12,2.5977237760589446e-13,5.345395019794765e-15,2.2434057851726194e-14,2.552411806709387e-09
2.240383992484139e-09,0.835112701036878,2.0190808529762894e-08,2.1607392693465928e-10,3.4048017372833063e-10,8.982431804296641e-07,0.0,0.0,2.360154959034572e-08,1.3171731139229396e-12,3.841924970809483e-10,6.526599136776221e-09,1.2612489699114939e-15,3.35113014884002e-22,1.6102499713260339e-13,1.7255987047486044e-07,4.045335687808776e-10,1.943442738467673e-10,7.781203478269538e-20,3.755929976670499e-27,1.6823932116278065e-16,1.0211000278658074e-15,1.8859349450596034e-06,1.9456259982524452e-20,9.351015982692653e-16,7.616061136723102e-22,9.994294735592637e-25,9.949273583277061e-18,7.885667009274005e-23,1.3053445050569038e-22,1.3677725913857812e-18,1.3703763249110547e-26,7.292069024806564e-28,3.034942458889855e-29,3.76,0.0,0.6851638170210376,0.9999999618887869,6.700615778483244e-11,3.7945741556366106e-13,2.4170797488160205e-08,2.070735466530513e-06,3.6044562917009775e-15,3.181560129796638e-14,4.7304010206232195e-09,8.952434429687149e-07,2.1806098858477874e-12,2.693045390033602e-13,5.566002451041005e-15,2.3059330199153517e-14,2.6488730270038056e-09
2.281594934511865e-09,0.8351127094757087,2.1294189586821315e-08,2.2813210998782207e-10,3.593028822240497e-10,9.147809560203258e-07,0.0,0.0,2.4035752266284737e-08,1.3660490279251995e-12,4.050501672601047e-10,6.937784695925968e-09,1.3378093235487319e-15,3.6249661472575687e-22,1.6679386696175345e-13,1.785327462144321e-07,4.2649493530851e-10,2.048951986382372e-10,8.498754876743864e-20,4.211838878175729e-27,1.8358238317323794e-16,1.1138932656147992e-15,1.917387762446324e-06,2.1275142024818843e-20,1.0032076981455982e-15,8.46565380297239e-22,1.1125292373579033e-24,1.0928053014459925e-17,8.930268400772014e-23,1.4624110230448977e-22,1.4746561460775356e-18,1.5491414443382794e-26,8.268574416252306e-28,3.460413422784974e-29,3.76,0.0,0.6851637619479677,0.9999999607120946,7.07228408546831e-11,4.0756393965655743e-13,2.463723854964001e-08,2.1088257033840136e-06,3.818418045827188e-15,3.335519717367658e-14,4.930353235214842e-09,9.116614961484585e-07,2.26194549493766e-12,2.7900067813097036e-13,5.791388689130898e-15,2.3687536520434236e-14,2.7471197463669283e-09
2.322805876539591e-09,0.8351127179171736,2.2436478267795442e-08,2.406309317886296e-10,3.787970571744998e-10,9.313196500973148e-07,0.0,0.0,2.4469961484504144e-08,1.4158144127399776e-12,4.266226895782281e-10,7.3659770888640625e-09,1.4176142774208179e-15,3.9183245010946377e-22,1.7265973458433805e-13,1.845920176491943e-07,4.492089549255879e-10,2.1580773722306578e-10,9.267359823563557e-20,4.7149240262154e-27,1.9999852923273925e-16,1.213140373715889e-15,1.948731405401944e-06,2.3226293839717405e-20,1.0748712688750552e-15,9.39163072773701e-22,1.2360202642496275e-24,1.1983103663583177e-17,1.0090200893429977e-22,1.635079342550659e-22,1.5877844143914161e-18,1.7472378959895764e-26,9.354552848135934e-28,3.936585443659822e-29,3.76,0.0,0.6851637068736207,0.9999999595115023,7.457279937528538e-11,4.3718158451068354e-13,2.5104959990855653e-08,2.1469159376920003e-06,4.040818282325452e-15,3.4935732925972414e-14,5.134244007876951e-09,9.280777618639738e-07,2.3447936090948825e-12,2.888605761190955e-13,6.02156150357063e-15,2.4318549903462768e-14,2.847151770259343e-09
2.3640168185673167e-09,0.8351127263613236,2.3618276819640218e-08,2.535782911565163e-10,3.9897381459439587e-10,9.478592862325973e-07,0.0,0.0,2.4904177501403886e-08,1.4664692276472323e-12,4.489202956378278e-10,7.811503160869683e-09,1.5007471157886742e-15,4.232402020792829e-22,1.7862260890788003e-13,1.907369652948393e-07,4.726863999377699e-10,2.2708706552768805e-10,1.0089598273267103e-19,5.269330931115213e-27,2.1754034968773034e-16,1.3191544301988235e-15,1.9799662674425648e-06,2.5316673430859922e-20,1.1502057527157402e-15,1.0399246751775363e-21,1.370644067075937e-24,1.3118860093807715e-17,1.137573009842148e-22,1.824583004886424e-22,1.7074037813695194e-18,1.966335699744417e-26,1.0559980929793426e-27,4.46848703937657e-29,3.76,0.0,0.685163651797967,0.9999999582866921,7.855827214759829e-11,4.68361630267432e-13,2.5573991023165605e-08,2.1850061695046153e-06,4.2718200153045674e-15,3.655729891417467e-14,5.3420462793661896e-09,9.44492240309831e-07,2.4291560365881685e-12,2.988840289483067e-13,6.2565279416108535e-15,2.495225144942271e-14,2.948968904271701e-09
2.4052277605950426e-09,0.8351127348082078,2.4840181136720806e-08,2.669820743106485e-10,4.198442193392729e-10,9.643998882169769e-07,0.0,0.0,2.5338400574640085e-08,1.5180134325489638e-12,4.719531065525683e-10,8.274686937771145e-09,1.5872920985845303e-15,4.568451790669873e-22,1.8468252087025898e-13,1.9696687538518063e-07,4.969379263476144e-10,2.3873830359331975e-10,1.096812510641021e-19,5.879509535943512e-27,2.3626185941711435e-16,1.4322567801975782e-15,2.0110927398863485e-06,2.7553461569389593e-20,1.2293259249840829e-15,1.1494000537752434e-21,1.5171792751706126e-24,1.4339923583377447e-17,1.2797803016375662e-22,2.0322267482545483e-22,1.8337658385150962e-18,2.208210403815579e-26,1.1895526745337476e-27,5.061543088864687e-29,3.76,0.0,0.6851635967209772,0.9999999570373487,8.268148915144221e-11,5.011561128049403e-13,2.6044361038153227e-08,2.2230963988728063e-06,4.5115856057838505e-15,3.8219968916544675e-14,5.55373257240718e-09,9.609049316803008e-07,2.515034628792523e-12,3.0907084820913635e-13,6.496294330942961e-15,2.5588530277986837e-14,3.052570954284908e-09
2.4464387026227685e-09,0.8351127432578769,2.6102781249132085e-08,2.8085016304552584e-10,4.4141930030093084e-10,9.80941480057539e-07,0.0,0.0,2.5772630962950663e-08,1.5704469879073129e-12,4.957311537547972e-10,8.755849494298448e-09,1.677334496453507e-15,4.927786624041625e-22,1.9083952362188368e-13,2.0328103863990926e-07,5.219740957661889e-10,2.5076652610114333e-10,1.1905672855984897e-19,6.55023876139877e-27,2.562185487161828e-16,1.5527773195950582e-15,2.0421112124228443e-06,2.9944071041590555e-20,1.312347752252303e-15,1.2681648132948413e-21,1.6764438539717512e-24,1.5651070143029964e-17,1.436809566957714e-22,2.2593911467641584e-22,1.9671273928001533e-18,2.474750452802657e-26,1.3372594727716002e-27,5.721606276903933e-29,3.76,0.0,0.6851635416426218,0.99999995576316,8.694467466119449e-11,5.356177806116824e-13,2.651609961448448e-08,2.2611866258482825e-06,4.760276570331855e-15,3.9923805342919746e-14,5.769275733011071e-09,9.77315836169564e-07,2.602431280539278e-12,3.194208599729991e-13,6.740866619379586e-15,2.6227279737535734e-14,3.1579577262663174e-09
