Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62)
6.313363355812776e-08,0.7462829118367513,5.744452276420428e-06,1.9868053224461594e-07,2.246092870204691e-07,2.4295851301254384e-06,0.0,0.0,1.0484754768940213e-07,5.7366129101103513e-11,1.1876506099577691e-07,3.442033392639072e-06,4.708644553667871e-12,1.6956754522633273e-16,2.852001933639882e-11,8.855522076756289e-07,1.2031577106894398e-07,6.010081683157506e-08,2.899446395849611e-16,2.4071182583212138e-20,3.476409526137418e-13,1.0698771216520525e-12,9.63671145850486e-07,3.0800208015976596e-15,1.7983869239200721e-12,1.1790360942913562e-16,2.498985896660769e-18,3.622889517903638e-13,6.826430403509668e-16,1.4670498941222875e-16,1.3966512191093373e-14,1.551346167424468e-20,5.758151555062428e-20,3.2812103714222084e-21,3.76,0.0,0.7400049268102725,0.9990389284688967,9.123714791918355e-08,2.234888584443297e-09,1.3182047648710072e-06,5.62474990782621e-06,2.1934373153802413e-12,8.762971448685903e-13,3.8444400566558446e-08,1.2806059540802503e-06,2.032052763484572e-09,2.497233393906116e-10,3.853117191852259e-13,5.221624161495235e-14,6.138382113783328e-08,8.429802736171202e-09,2.5024860261042668e-11,2.0203402469709437e-09,0.0009570767831154154,7.052884704770421e-15,1.209725204105523e-14,2.955022758096392e-15
6.423679022427026e-08,0.7462829405273639,5.870362808711624e-06,2.0609012441762392e-07,2.3244105868778634e-07,2.499916918666396e-06,0.0,0.0,1.0720108073764026e-07,5.957429535186326e-11,1.2180724692443063e-07,3.5316447782584973e-06,4.980497763554583e-12,1.8261057324750795e-16,2.9636122482738506e-11,8.869422586147709e-07,1.2336279222882884e-07,6.164073178706564e-08,3.039335124507388e-16,2.628337028706355e-20,3.601277288687493e-13,1.0943061085168616e-12,9.640290518737387e-07,3.3231945958432748e-15,1.8559699747851235e-12,1.2416705275070985e-16,2.695211376314363e-18,3.808082501468592e-13,7.336908711789515e-16,1.568065235341273e-16,1.4689645875022167e-14,1.6373365411579943e-20,6.312401931099913e-20,3.641400302109232e-21,3.76,0.0,0.7400047488256318,0.9990388225185953,9.573789696100697e-08,2.3402722345512102e-09,1.3741224133775463e-06,5.723691965770859e-06,2.220579913544516e-12,8.797352858542069e-13,3.850720291213633e-08,1.3014535915815996e-06,2.155977097678454e-09,2.6263517667379066e-10,3.978322655527276e-13,5.308669439469814e-14,6.316783266312244e-08,8.7155694241666e-09,2.61068941939949e-11,2.0899256235559105e-09,0.0009570766817444746,7.40512336927153e-15,1.3167144167015356e-14,3.1044749691059074e-15
6.533994689041276e-08,0.746282969238973,5.995445554217556e-06,2.1360387458021143e-07,2.40367030731685e-07,2.5712154808610974e-06,0.0,0.0,1.095726625349539e-07,6.183123324051787e-11,1.2485404359109785e-07,3.6214270790335927e-06,5.261036529557964e-12,1.9623968504351965e-16,3.0760811418581044e-11,8.88219275959823e-07,1.264130400572197e-07,6.318299916942083e-08,3.182688991441314e-16,2.864226720781066e-20,3.72746059069851e-13,1.118376256834406e-12,9.643552654153704e-07,3.580269029055012e-15,1.913820607172353e-12,1.3061128582845123e-16,2.9023524273357707e-18,3.998163080574846e-13,7.873250326289713e-16,1.6734731772228687e-16,1.543259819796483e-14,1.7259348656974008e-20,6.90843035535005e-20,4.0320174163148674e-21,3.76,0.0,0.7400045696363537,0.9990387161953291,1.0037733909128274e-07,2.4482928768557323e-09,1.4312385751191574e-06,5.8226657302745794e-06,2.246768487286379e-12,8.829935587601254e-13,3.8564904554168305e-08,1.3222511784173439e-06,2.2850659327180263e-09,2.759270613985027e-10,4.1051320681827774e-13,5.395523613585919e-14,6.496627364228192e-08,9.004684139688088e-09,2.7212675960402647e-11,2.1606334024653354e-09,0.0009570765800117315,7.766268956001842e-15,1.4308418221167424e-14,3.2578808745140552e-15
6.644310355655526e-08,0.7462829979700959,6.119686096538068e-06,2.2121968375806908e-07,2.4838511905836384e-07,2.6434741835615564e-06,0.0,0.0,1.11962166968287e-07,6.413729914207276e-11,1.279050793348002e-07,3.7113693121971717e-06,5.550253341025013e-12,2.1045677274955123e-16,3.1893342049991975e-11,8.893922068433793e-07,1.294661275389909e-07,6.472743075988322e-08,3.329504486453483e-16,3.115368343929844e-20,3.854927877371793e-13,1.1420837373262998e-12,9.646526155319327e-07,3.851726112319486e-15,1.971919670549791e-12,1.3723697022223949e-16,3.12071541810417e-18,4.1931271996869045e-13,8.436120944503478e-16,1.7833416096995176e-16,1.6195364268970347e-14,1.8171506348497257e-20,7.548386145300916e-20,4.454840865417703e-21,3.76,0.0,0.74000438924642,0.9990386095116957,1.0515704396262897e-07,2.5589531351754443e-09,1.489549164682343e-06,5.921671528054346e-06,2.272026982992174e-12,8.860820527090899e-13,3.861790850926956e-08,1.3429988347220345e-06,2.4194281435093603e-09,2.895999150966262e-10,4.2335281737378873e-13,5.482187016572297e-14,6.677877135772624e-08,9.297068893290522e-09,2.834212776978656e-11,2.2324608945841324e-09,0.0009570764779295714,8.136306088970806e-15,1.55242333359897e-14,3.4152418483096773e-15
6.754626022269776e-08,0.7462830267193706,6.243071882050809e-06,2.2893546770944214e-07,2.564932654285505e-07,2.7166863072623928e-06,0.0,0.0,1.1436946632849975e-07,6.64928465899109e-11,1.3096001201450742e-07,3.801461378245238e-06,5.84813487966226e-12,2.2526285304325347e-16,3.3032996132327526e-11,8.90469320119273e-07,1.325216976582699e-07,6.627385327175503e-08,3.4797777713933476e-16,3.382347872246908e-20,3.983648903796197e-13,1.1654256532259393e-12,9.649236757475746e-07,4.138052499543175e-15,2.0302491195239877e-12,1.4404475607511735e-16,3.3506024224289584e-18,4.3929704670465286e-13,9.026184816655642e-16,1.897736437178678e-16,1.6977936650678882e-14,1.9109929856359353e-20,8.234464855793896e-20,4.911703844399668e-21,3.76,0.0,0.7400042076599491,0.9990385024794078,1.10078549819239e-07,2.672255311654398e-09,1.5490499616994736e-06,6.020709677812945e-06,2.296379653995958e-12,8.890102685149892e-13,3.866658733433936e-08,1.3636966803422163e-06,2.559172220282177e-09,3.0365450652762396e-10,4.3634938518909845e-13,5.5686599812437516e-14,6.860496009298005e-08,9.59264686115894e-09,2.949516890820352e-11,2.3054054174178296e-09,0.0009570763755095095,8.515219491061749e-15,1.68178101202705e-14,3.576559034410533e-15
6.864941688884027e-08,0.7462830554855474,6.365592071495713e-06,2.367491579747449e-07,2.64689437559801e-07,2.790845058531716e-06,0.0,0.0,1.1679443154274686e-07,6.889822624595497e-11,1.3401852676443774e-07,3.891693993579214e-06,6.15466230286957e-12,2.406580977114252e-16,3.417908120308681e-11,8.914582539506372e-07,1.3557942112449906e-07,6.782210721511605e-08,3.6335047146034206e-16,3.66575584732593e-20,4.11359466835536e-13,1.1883999609415494e-12,9.651707874727718e-07,4.439739311981882e-15,2.088791963816913e-12,1.510352837862406e-16,3.592310982690243e-18,4.597688218910865e-13,9.644104700816218e-16,2.0167216153718842e-16,1.7780305808925913e-14,2.007470729000527e-20,8.968906631126036e-20,5.404493273532548e-21,3.76,0.0,0.740004024881182,0.9990383951093617,1.1514336358141842e-07,2.7882014117140454e-09,1.609736623043934e-06,6.1197804903764295e-06,2.319850947271245e-12,8.917871515482502e-13,3.8711285251207456e-08,1.3843448348371246e-06,2.7044062565928845e-09,3.180914590458076e-10,4.4950121171292457e-13,5.65494284049483e-14,7.044448100560866e-08,9.891342392270205e-09,3.067171599864124e-11,2.3794642950798512e-09,0.0009570762727622549,8.902994027098911e-15,1.8192429569727246e-14,3.74183336644663e-15
6.975257355498277e-08,0.7462830842674801,6.487237402162003e-06,2.4465870281315854e-07,2.729716291836503e-07,2.865943581434881e-06,0.0,0.0,1.192369323879967e-07,7.135378587554136e-11,1.3708033390779229e-07,3.982058627882713e-06,6.469811520664627e-12,2.5664186581007493e-16,3.533093040666818e-11,8.923660605708902e-07,1.386389942589337e-07,6.937204584165663e-08,3.7906809220832495e-16,3.96618698876938e-20,4.244737349025231e-13,1.2110053958507715e-12,9.653960812392766e-07,4.757281966506519e-15,2.1475322188659027e-12,1.5820918544991406e-16,3.846133895918761e-18,4.807275576013694e-13,1.0290541827047325e-15,2.1403591894073754e-16,1.8602460523429733e-14,2.1065923766997064e-20,9.75399452505525e-20,5.935149448947493e-21,3.76,0.0,0.7400038409144719,0.9990382874116966,1.203529609575545e-07,2.906793167108629e-09,1.671604694093709e-06,6.218884268830689e-06,2.3424654018860202e-12,8.944211232126454e-13,3.875232014685228e-08,1.4049434174793789e-06,2.855237938419096e-09,3.329112577333766e-10,4.628066117745277e-13,5.741035927293575e-14,7.229698200244385e-08,1.0193081012679527e-08,3.187168324161922e-11,2.454634858278772e-09,0.0009570761696977732,9.299614731416933e-15,1.965143195886419e-14,3.911065582178409e-15
7.085573022112527e-08,0.7462831130641169,6.608000060026513e-06,2.5266206803555196e-07,2.8133786006271196e-07,2.941974968024494e-06,0.0,0.0,1.216968376870685e-07,7.385987032661907e-11,1.4014516701936125e-07,4.072547445950637e-06,6.793553465686873e-12,2.73212737082805e-16,3.6487902225883017e-11,8.931992483127554e-07,1.417001370318909e-07,7.092353416479153e-08,3.9513017656649394e-16,4.284239812495473e-20,4.3770502426109943e-13,1.2332414030321328e-12,9.656014959585708e-07,5.091180007522371e-15,2.2064548572755916e-12,1.6556708608492529e-16,4.112359021689302e-18,5.021727492991372e-13,1.0966155869458422e-15,2.268709332922557e-16,1.9444388261332265e-14,2.208366164742817e-20,1.0592052794477558e-19,6.5056656644608006e-21,3.76,0.0,0.7400036557642743,0.9990381793958527,1.257087865812055e-07,3.028032057218573e-09,1.7346496191309964e-06,6.3180213086569775e-06,2.364247558322835e-12,8.969201110124908e-13,3.878998545307443e-08,1.425492547255676e-06,3.011774534262261e-09,3.481142562951844e-10,4.762639134860754e-13,5.826939574675322e-14,7.416211761706333e-08,1.04977894272492e-08,3.309498263741856e-11,2.530914444305563e-09,0.0009570760663253394,9.705066822346702e-15,2.1198215716209182e-14,4.0842562333831204e-15
7.195888688726777e-08,0.7462831418744947,6.727873561218506e-06,2.6075723774234497e-07,2.897861759722875e-07,3.018932267965359e-06,0.0,0.0,1.241740154884761e-07,7.641682151291859e-11,1.4321278112779983e-07,4.163153253698548e-06,7.125854355873036e-12,2.9036854632928815e-16,3.764938013369829e-11,8.939638210086792e-07,1.4476259124143092e-07,7.247644805040249e-08,4.1153624084697635e-16,4.620516256899383e-20,4.510507706932759e-13,1.2551080727243474e-12,9.657887963913944e-07,5.441936942458049e-15,2.2655457613120315e-12,1.7310960467652168e-16,4.3912691106981526e-18,5.241038801461218e-13,1.1671604925153843e-15,2.401830387866642e-16,2.0306075515401667e-14,2.3128000737348395e-20,1.1485445172196427e-19,7.118087806897944e-21,3.76,0.0,0.7400034694351362,0.9990380710706249,1.3121225417113577e-07,3.1519193287081632e-09,1.7988667509410385e-06,6.417191897866228e-06,2.3852218778157253e-12,8.992915772054077e-13,3.8824551909931573e-08,1.4459923428674786e-06,3.174122886181014e-09,3.6370068371287455e-10,4.898714581457063e-13,5.912654115736575e-14,7.603954888948323e-08,1.0805395519106198e-08,3.434152419127237e-11,2.608300397020807e-09,0.0009570759626535938,1.0119335705788953e-14,2.2836236284963575e-14,4.2614056919570045e-15
7.306204355341027e-08,0.7462831706977309,6.846852642213216e-06,2.689422149742702e-07,2.98314648650571e-07,3.0968084973585736e-06,0.0,0.0,1.2666833323128216e-07,7.90249784007595e-11,1.4628295104875108e-07,4.253869448090891e-06,7.466675949488093e-12,3.081064184420652e-16,3.8814772177389633e-11,8.946653148720016e-07,1.4782611882453471e-07,7.40306733737483e-08,4.282857827892911e-16,4.9756213169066755e-20,4.645085105937597e-13,1.276606080295127e-12,9.659595889980247e-07,5.810060080739897e-15,2.3247916765949343e-12,1.808373550516027e-16,4.683141652901641e-18,5.465204247388525e-13,1.2407545499157002e-15,2.5397789047748175e-16,2.1187508108724464e-14,2.41990184644228e-20,1.2436573123861195e-19,7.774513927030434e-21,3.76,0.0,0.7400032819316884,0.9990379624442104,1.3686474671226152e-07,3.2784560136658867e-09,1.8642513596692131e-06,6.5163963171320635e-06,2.405412670904491e-12,9.015425460492897e-13,3.885626921755485e-08,1.4664429227317038e-06,3.3423894016835043e-09,3.7967065065750606e-10,5.036276001412835e-13,5.998179883628926e-14,7.792894324802405e-08,1.1115828347086983e-08,3.561121610276255e-11,2.6867900668419014e-09,0.0009570758586905877,1.054240696982938e-14,2.456900497099648e-14,4.442514152904862e-15
7.416520021955277e-08,0.7462831995330175,6.964933158183315e-06,2.772150222833642e-07,3.0692137572109806e-07,3.1755966468247132e-06,0.0,0.0,1.2917965789608658e-07,8.168467699919092e-11,1.493554698403698e-07,4.344689970737364e-06,7.815975792277489e-12,3.264228038557233e-16,3.9983510506078984e-11,8.953088329727296e-07,1.50890500292225e-07,7.558610523827243e-08,4.453782836342624e-16,5.3501626859406165e-20,4.780758757689414e-13,1.2977366304954198e-12,9.661153363225384e-07,6.196060376167825e-15,2.384180167113264e-12,1.8875094660600313e-16,4.988248744107662e-18,5.694218523328904e-13,1.3174632494488674e-15,2.682609683303882e-16,2.208867146771968e-14,2.529679002880757e-20,1.3447874093815784e-19,8.477093788116768e-21,3.76,0.0,0.7400030932586362,0.9990378535242559,1.4266761665559993e-07,3.4076429463383206e-09,1.9307986409914846e-06,6.615634839922351e-06,2.424844034454141e-12,9.036796296637145e-13,3.8885367581210465e-08,1.4868444049814084e-06,3.516680046412243e-09,3.9602415566109623e-10,5.175307068548385e-13,6.083517211553039e-14,7.982997439331012e-08,1.1429018141402425e-08,3.6903964940587014e-11,2.7663808107302245e-09,0.0009570757544438294,1.09742663721397e-14,2.640008778001519e-14,4.627581634815502e-15
7.526835688569527e-08,0.7462832283796151,7.082111988964819e-06,2.8557370223093624e-07,3.1560448059069065e-07,3.2552896889020345e-06,0.0,0.0,1.3170785614319813e-07,8.439625035318279e-11,1.5243014737318855e-07,4.435609264917939e-06,8.173707456579114e-12,3.453135141775111e-16,4.11550508515002e-11,8.958990774245116e-07,1.539555332804703e-07,7.714264725223369e-08,4.62813209994074e-16,5.744750405811335e-20,4.917505885167245e-13,1.3185014057724606e-12,9.662573700492695e-07,6.600452272609597e-15,2.4436995716621234e-12,1.9685098490110497e-16,5.306856969933697e-18,5.928076296084766e-13,1.397351920666327e-15,2.8303758128454595e-16,2.300955086529838e-14,2.6421388531994866e-20,1.4521819744272142e-19,9.228028393919889e-21,3.76,0.0,0.7400029034207528,0.9990377443178983,1.4862218613544055e-07,3.539480778561213e-09,1.998503723649554e-06,6.7149077326292485e-06,2.4435397964335258e-12,9.057090525355376e-13,3.8912059154629485e-08,1.5071969074664725e-06,3.6971003375599543e-09,4.127610910486638e-10,5.315791585676962e-13,6.168666432752689e-14,8.17423221843651e-08,1.174489629773195e-08,3.821967580378377e-11,2.8470699921782887e-09,0.0009570756499203254,1.1414899821702179e-14,2.833310424564829e-14,4.816607978348873e-15
7.637151355183777e-08,0.7462832572368484,7.1983869521219165e-06,2.940163178187304e-07,3.2436211232580335e-07,3.3358805848117544e-06,0.0,0.0,1.3425279443896376e-07,8.716002853960603e-11,1.5550680900666854e-07,4.526622235808519e-06,8.539820772297282e-12,3.647737577924598e-16,4.232887197078428e-11,8.964403794002083e-07,1.5702103120911766e-07,7.870021085928792e-08,4.805900155374099e-16,6.159996524523484e-20,5.055304569786737e-13,1.3389025184155185e-12,9.663869028562752e-07,7.023753552932385e-15,2.5033389617748416e-12,2.051380721454624e-16,5.639227306072366e-18,6.166772230269065e-13,1.4804857321946372e-15,2.983128713056759e-16,2.3950131635970978e-14,2.75728850861506e-20,1.5660914191906222e-19,1.00295694979599e-20,3.76,0.0,0.7400027124228717,0.999037634831805,1.547297472020769e-07,3.6739699939845154e-09,2.0673616763984983e-06,6.8142152546976515e-06,2.4615234677925412e-12,9.076366747055664e-13,3.893653938669528e-08,1.5275005477542813e-06,3.883755337959578e-09,4.298812486333378e-10,5.457713483662772e-13,6.253627880508847e-14,8.366567252676478e-08,1.2063395369935153e-08,3.955825247042335e-11,2.9288549811968544e-09,0.000957075545126619,1.1864293356197343e-14,3.037172625008641e-14,5.0095928431916276e-15
7.747467021798027e-08,0.746283286104099,7.313756722623154e-06,3.025409528589966e-07,3.3319244550986366e-07,3.4173622906388364e-06,0.0,0.0,1.3681433917116424e-07,8.997633866576066e-11,1.5858529436518073e-07,4.617724213691045e-06,8.914262049696163e-12,3.8479817525894605e-16,4.3504475059089334e-11,8.969367270925818e-07,1.6008682204150878e-07,8.025871471935284e-08,4.987081425069838e-16,6.596514761989418e-20,5.194133707548014e-13,1.3589424663114143e-12,9.665050391786462e-07,7.466485191092442e-15,2.5630881012033207e-12,2.1361280757566263e-16,5.985615033837731e-18,6.410301008226485e-13,1.5669296918789263e-15,3.1409181741703245e-16,2.491039936467167e-14,2.875134890624686e-20,1.6867692245669812e-19,1.0884019095652398e-20,3.76,0.0,0.7400025202698811,0.9990375250722099,1.6099156206855222e-07,3.811110921181602e-09,2.13736751441135e-06,6.913557658751973e-06,2.4788182008214008e-12,9.094680136783625e-13,3.895898827656594e-08,1.547755443130405e-06,4.076749650795787e-09,4.473843251779417e-10,5.601056820485739e-13,6.338401888133824e-14,8.559971726281076e-08,1.2384449061550094e-08,4.091959753471231e-11,3.011733154302023e-09,0.0009570754400688257,1.2322433116216426e-14,3.251967683883799e-14,5.20653570387593e-15
7.857782688412277e-08,0.746283314980803,7.428220758669057e-06,3.1114571228873647e-07,3.4209368008393225e-07,3.4997277629733313e-06,0.0,0.0,1.393923567543187e-07,9.284550487022989e-11,1.6166545620656547e-07,4.708910919943605e-06,9.29697429401799e-12,4.0538087433224584e-16,4.4681383139015196e-11,8.97391791734732e-07,1.6315274713784e-07,8.181808413629154e-08,5.171670230852443e-16,7.054920183626535e-20,5.33397296770516e-13,1.3786240920919342e-12,9.666127849837824e-07,7.929171207305926e-15,2.622937406981546e-12,2.2227578774929573e-16,6.346269670001185e-18,6.658657346721991e-13,1.6567486471921873e-15,3.303792396963515e-16,2.589034005102758e-14,2.995684738708162e-20,1.8144717649319041e-19,1.1793728900879686e-20,3.76,0.0,0.7400023269667166,0.9990374150449465,1.674088633699788e-07,3.950903745726701e-09,2.2085162051818947e-06,7.0129351907212225e-06,2.495446753417737e-12,9.112082651009415e-13,3.8979571542245923e-08,1.5679617105992753e-06,4.276187414889462e-09,4.652699276271708e-10,5.745805780312951e-13,6.422988788965458e-14,8.754415406368807e-08,1.270799221623066e-08,4.2303612533383484e-11,3.0957018945023063e-09,0.0009570753347526676,1.2789305317301583e-14,3.4780729031073836e-14,5.407435844802044e-15
8.078414021640778e-08,0.7462833727605568,7.65443298414646e-06,3.2858813110600035e-07,3.601017788666514e-07,3.6670818653138767e-06,0.0,0.0,1.4459727681134893e-07,9.874368724941698e-11,1.6783028004371717e-07,4.891523178399406e-06,1.0086968390015137e-11,4.481950894620393e-16,4.703731167721878e-11,8.981913111560301e-07,1.6928442647327707e-07,8.49391510444735e-08,5.551047303814029e-16,8.039857685290444e-20,5.616604172813397e-13,1.4169252557946324e-12,9.668006870251442e-07,8.916516845730517e-15,2.7429012337772642e-12,2.401688561788687e-16,7.111348616006787e-18,7.169831817055087e-13,1.846770137469358e-15,3.64498021953099e-16,2.7909187143712e-14,3.2449209189919125e-20,2.0919899697766163e-19,1.378858130842849e-20,3.76,0.0,0.7400019369298203,0.9990371942089232,1.8071470958650302e-07,4.23844517783572e-09,2.3542218077203755e-06,7.21179658937715e-06,2.526794211747467e-12,9.144347916137603e-13,3.901573892076386e-08,1.6082288284313431e-06,4.69480750688364e-09,5.021867182032661e-10,6.039457931075794e-13,6.591602603693417e-14,9.146302306044781e-08,1.3362291924292155e-08,4.513925386052482e-11,3.2669006406064375e-09,0.0009570751233663423,1.3749192088036098e-14,3.9657473006488374e-14,5.8211041156043415e-15
8.276982221546429e-08,0.7462834247899549,7.854934670518738e-06,3.445417630092584e-07,3.765340050987058e-07,3.8206525617166245e-06,0.0,0.0,1.4933670564031432e-07,1.0423601030056188e-10,1.733831116051058e-07,5.056128007324718e-06,1.0825617464683146e-11,4.885683918656367e-16,4.915774985475679e-11,8.988008488472761e-07,1.7480204416867362e-07,8.775044032458675e-08,5.904081826176203e-16,9.007342404638345e-20,5.874237423622387e-13,1.4502051495196976e-12,9.66942635709964e-07,9.878686285776012e-15,2.851127202130015e-12,2.569223507587927e-16,7.851095885379648e-18,7.646347232481854e-13,2.0299792567911963e-15,3.969891538720137e-16,2.97933036232507e-14,3.478543427723577e-20,2.3684059796851105e-19,1.5797529444654482e-20,3.76,0.0,0.7400015820133415,0.9990369945924428,1.9323350477176803e-07,4.5063012638491715e-09,2.4892141272335244e-06,7.3908943200320115e-06,2.5529478501332753e-12,9.170733434315179e-13,3.904331597164915e-08,1.644304095093585e-06,5.0946372684781756e-09,5.367144583955183e-10,6.308395984155985e-13,6.742718476081122e-14,9.502262869782598e-08,1.3959044932491114e-08,4.776785671770566e-11,3.424683130376085e-09,0.0009570749322853848,1.4642817306998763e-14,4.447218197391987e-14,6.2069281779091735e-15
8.47555042145208e-08,0.7462834768432184,8.052522453526952e-06,3.6072651457612945e-07,3.931690966671532e-07,3.976977642827188e-06,0.0,0.0,1.5412743948557958e-07,1.0990449287043849e-10,1.789395829810899e-07,5.220955613542556e-06,1.1590048005392433e-11,5.306381118408964e-16,5.1275928561129004e-11,8.993216186529861e-07,1.8031813828219285e-07,9.056362422519107e-08,6.268065032596947e-16,1.0055335755957786e-19,6.134858751997784e-13,1.4823803665500528e-12,9.670629206571519e-07,1.0913782021437226e-14,2.959554759099517e-12,2.7429492986270114e-16,8.640680220863806e-18,8.138424560148567e-13,2.2251246243418783e-15,4.3119585770371657e-16,3.174097449347611e-14,3.721022229328136e-20,2.6716831548166617e-19,1.8024308787463636e-20,3.76,0.0,0.7400012234487373,0.9990367941841702,2.062739236644333e-07,4.7827469340149995e-09,2.627829376548925e-06,7.57010939664674e-06,2.57727624819613e-12,9.194848070515725e-13,3.906687993267239e-08,1.6802236142109276e-06,5.5169417617277265e-09,5.724718707777383e-10,6.581647958622377e-13,6.893233307092745e-14,9.861145822720501e-08,1.4562901412781915e-08,5.0468341916094005e-11,3.585958653448416e-09,0.0009570747404412503,1.5564521537967657e-14,4.9714176002393716e-14,6.6055534052051776e-15
8.674118621357731e-08,0.7462835289185246,8.247213615937655e-06,3.771321224800168e-07,4.099974470196349e-07,4.136016629493499e-06,0.0,0.0,1.5896871105983738e-07,1.1575091879067473e-10,1.8449918982163918e-07,5.385991562717074e-06,1.2379833482235672e-11,5.743549946542911e-16,5.33897709953708e-11,8.997663843232076e-07,1.8583214587390177e-07,9.337844638786161e-08,6.642961528264792e-16,1.1187433284711873e-19,6.398372926129643e-13,1.513475630730418e-12,9.671648474170817e-07,1.2024952262337266e-14,3.0681470902535057e-12,2.922899912264129e-16,9.481343558076182e-18,8.646035541361532e-13,2.432578748017154e-15,4.67141003832802e-16,3.37521471719132e-14,3.9723906519420494e-20,3.003398557920484e-19,2.0484358760766053e-20,3.76,0.0,0.7400008612659119,0.9990365930072189,2.1984212321013052e-07,5.067779377227399e-09,2.7700371072865735e-06,7.749443027216178e-06,2.5998948928286435e-12,9.2169016419798e-13,3.9087007388829836e-08,1.7159880580763478e-06,5.962311085790038e-09,6.094540256067474e-10,6.859126059277922e-13,7.043149040931326e-14,1.0222794571140262e-07,1.5173521055956922e-08,5.32401103745071e-11,3.750712180569918e-09,0.0009570745478565533,1.651422325114264e-14,5.5407109033343867e-14,7.016968015423526e-15
8.872686821263383e-08,0.7462835810142863,8.439029445600943e-06,3.9374855556218116e-07,4.270096992427082e-07,4.297729351925628e-06,0.0,0.0,1.6385975902743374e-07,1.2177704140283234e-10,1.900615010188784e-07,5.551223583487273e-06,1.319452705701746e-11,6.196667301458959e-16,5.5497378343047446e-11,9.001461022037227e-07,1.9134357912189072e-07,9.619468750654468e-08,7.0287355635207e-16,1.2407221320342257e-19,6.664690285356848e-13,1.5435169834227992e-12,9.672512127380944e-07,1.3215366634812025e-14,3.1768716833283825e-12,3.1091090834063394e-16,1.0374265697499456e-17,9.169152844863332e-13,2.6527125346808604e-15,5.048460922352302e-16,3.5826779767167643e-14,4.2326803826935815e-20,3.365146083877923e-19,2.319359500406504e-20,3.76,0.0,0.7400004954949414,0.9990363910824149,2.3394397359122482e-07,5.3613949639362324e-09,2.915806705099866e-06,7.928896358801888e-06,2.6209138039605494e-12,9.237082955729345e-13,3.910419337037275e-08,1.7515980960849546e-06,6.431330243785107e-09,6.476553939308446e-10,7.140743743777191e-13,7.192467621622266e-14,1.0587057845015923e-07,1.5790574519496317e-08,5.6082559079132756e-11,3.91892874960112e-09,0.0009570743545516533,1.7491839477951054e-14,6.157506459597367e-14,7.44115781377502e-15
9.071255021169034e-08,0.7462836331292161,8.627994560134448e-06,4.105660146789473e-07,4.441967415817384e-07,4.462075994578333e-06,0.0,0.0,1.6879982884031236e-07,1.2798458382477757e-10,1.956261482866645e-07,5.716641254412299e-06,1.4033664356261784e-11,6.665184681264878e-16,5.759701809225496e-11,9.004701716149882e-07,1.9685201475312166e-07,9.901216005564906e-08,7.4253511317162545e-16,1.3718272108756063e-19,6.93372629056598e-13,1.5725314236947712e-12,9.67324383912654e-07,1.448821390904985e-14,3.2856998530245568e-12,3.3016102865250906e-16,1.1320564676923974e-17,9.707750081596936e-13,2.8858953145582393e-15,5.44331316597286e-16,3.796484132600757e-14,4.50192148980977e-20,3.758533438960141e-19,2.616839789542025e-20,3.76,0.0,0.7400001261660195,0.9990361884286056,2.485850643118825e-07,5.6635893552712e-09,3.0651074434015954e-06,8.108470479587644e-06,2.6404374826042493e-12,9.255562060103165e-13,3.9118862630520464e-08,1.7870543947464823e-06,6.924579119200883e-09,6.870699124541813e-10,7.426415706171842e-13,7.341190992911947e-14,1.0953789524923382e-07,1.6413743157524135e-08,5.899508223533424e-11,4.090593465268209e-09,0.000957074160544959,1.8497285365417243e-14,6.824253361182803e-14,7.878106115103116e-15
