Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181)
1.2539835996187998e-09,0.7903118333591722,9.178023564887701e-10,1.0318454274088919e-11,1.6641538997487332e-11,8.345214220946753e-08,0.0,0.0,3.769142884596432e-09,7.035178524786749e-14,1.937848422978666e-11,2.4595343552080983e-10,1.5824782603566293e-17,5.539633066989524e-25,4.4044121515313026e-15,1.5300406898637743e-08,1.218520705886132e-10,9.803362468187645e-12,1.9446618027140077e-22,2.0248412141134318e-30,1.0477378326043892e-18,3.510258295641482e-18,2.7981174724887935e-07,1.4217559470370216e-20,1.4948612728395136e-16,2.7122028396346766e-24,8.320368342449025e-23,3.368008636937987e-19,1.241618660192425e-23,6.09957198833979e-24,3.6365778766114846e-20,2.751274999753164e-28,5.433742052084646e-26,1.372506736125704e-31,3.76,0.0,0.8457387674253234,0.9988084742155378,3.288819001936715e-12,7.660050802971492e-14,3.820516798506671e-09,2.957445298144709e-07,1.8522231048017727e-16,2.1399160021997893e-15,3.2015461353760843e-10,8.331600163527754e-08,2.2274895486061128e-13,3.806094967945859e-14,2.780725659333156e-16,1.4638900524788995e-15,1.1257240732358771e-10,8.823680844588648e-11,3.6929393554199786e-14,3.387003786613555e-12,0.0011915213066806772,2.378236759307872e-20,2.2545613866718588e-20,3.410893926351894e-20,2.3374818891167917e-23,1.3058668926270788e-27,4.72460107242289e-26
1.2810822890066785e-09,0.7903118345174279,9.779889399578714e-10,1.0992069764997544e-11,1.7725839685665343e-11,8.525621434634873e-08,0.0,0.0,3.850570682434671e-09,7.3424293059305e-14,2.063605262399202e-11,2.651739106292187e-10,1.6934020159366277e-17,5.9800768877101695e-25,4.592003369359226e-15,1.5942063500415367e-08,1.2573466276362836e-10,1.0439539952764842e-11,2.159633218425464e-22,2.2801518610088758e-30,1.1427458638745997e-18,3.895074908950681e-18,2.855205073443707e-07,1.5211192557796682e-20,1.5679446750082832e-16,3.075546003072554e-24,8.870523145746129e-23,3.6278254345647264e-19,1.3422148973698204e-23,6.6173244874514805e-24,3.900353151880212e-20,3.0757492146295817e-28,5.917749632694028e-26,1.5445840557175243e-31,3.76,0.0,0.8457387591450876,0.9988050868337789,3.5046555311129273e-12,8.040934945115158e-14,3.904842371155815e-09,3.0213578817995506e-07,1.987712230018361e-16,2.270925137088114e-15,3.3767198973522647e-10,8.511377268753413e-08,2.3280697953438633e-13,3.970577906924508e-14,2.9180312658728927e-16,1.516656643024874e-15,1.1746776886432543e-10,9.006137394981813e-11,3.825850022613093e-14,3.534897718008799e-12,0.0011949085634342313,2.5746425038628172e-20,2.4054693122725293e-20,3.645482553522419e-20,2.50543793074914e-23,1.4083745098186918e-27,5.24154886868995e-26
1.3081809783945571e-09,0.7903118356758292,1.0407841035266102e-09,1.169420554936571e-11,1.8855634496821404e-11,8.706033206388532e-08,0.0,0.0,3.931998579252461e-09,7.656244205597163e-14,2.194576161403695e-11,2.854138676365308e-10,1.8096413013022393e-17,6.449436481601084e-25,4.783316812848528e-15,1.6595776413970995e-08,1.296949398366058e-10,1.1102093852464665e-11,2.3930102507602125e-22,2.5628443994409887e-30,1.2445411203858048e-18,4.312420783751977e-18,2.9121553397356535e-07,1.6253528175573193e-20,1.643270115875709e-16,3.478232191830658e-24,9.444367491387212e-23,3.902710133899509e-19,1.4492853162464352e-23,7.169917747538131e-24,4.177732805507368e-20,3.431154852994486e-28,6.433345081656195e-26,1.7344987112792528e-31,3.76,0.0,0.8457387508647447,0.998801925656963,3.729649811416611e-12,8.43388470506974e-14,3.9892763276931696e-09,3.085270546461094e-07,2.130027961629635e-16,2.4067381091430577e-15,3.556931434315238e-10,8.691142985748921e-08,2.430979993095742e-13,4.138483176772159e-14,3.0590865024190417e-16,1.5699721143802119e-15,1.2246637655093832e-10,9.188343284770888e-11,3.960171443024741e-14,3.685948701393332e-12,0.0011980696135368326,2.78273045420306e-20,2.5630354362311218e-20,3.8909118023218986e-20,2.6811478613329484e-23,1.516356653807265e-27,5.803197790496394e-26
1.3352796677824358e-09,0.7903118368343801,1.1062432278374552e-09,1.2425438276551276e-11,2.0031810179632922e-11,8.886449658143492e-08,0.0,0.0,4.013426611253198e-09,7.976623118849814e-14,2.330857916806924e-11,3.067015983044044e-10,1.9313413243533403e-17,6.949396437703314e-25,4.978342486838611e-15,1.7261480479806924e-08,1.3373434440786145e-10,1.1791513834505137e-11,2.6459254985145667e-22,2.875385448139412e-30,1.3534823514927222e-18,4.764253624699749e-18,2.968968611619718e-07,1.734609234526285e-20,1.7208802228678656e-16,3.923547284449615e-24,1.0042397308075117e-22,4.1932988939851964e-19,1.5631673482423993e-23,7.759201789296816e-24,4.469167462205114e-20,3.819800192373378e-28,6.981868692235562e-26,1.9437495495628761e-31,3.76,0.0,0.845738742584293,0.998798975578571,3.963985287488036e-12,8.839141335226731e-14,4.073820814000481e-09,3.149183292070544e-07,2.2793633411699094e-16,2.5474089852590622e-15,3.742180665161244e-10,8.870897315191955e-08,2.536225771645215e-13,4.3098085181043065e-14,3.2039117390169554e-16,1.6238216335998481e-15,1.2756817286353216e-10,9.3703043203117e-11,4.09587010966446e-14,3.840156536680048e-12,0.0012010195634782465,3.0029346844650813e-20,2.727409599450459e-20,4.147451546293952e-20,2.864773906670886e-23,1.6299707226792117e-27,6.412442857921971e-26
1.3623783571703145e-09,0.7903118379930845,1.1744215163229157e-09,1.3186343782396115e-11,2.1255250780340277e-11,9.066870912911082e-08,0.0,0.0,4.094854813617267e-09,8.303565943632706e-14,2.4725468023933427e-11,3.29065383986213e-10,2.0586486402226316e-17,7.481731266143542e-25,5.177070561644706e-15,1.7939110793107122e-08,1.3785431124662634e-10,1.2508286920783726e-11,2.919554604657943e-22,3.220425189228742e-30,1.4699404159636254e-18,5.252601944695402e-18,3.025645228486551e-07,1.8490441728499995e-20,1.8008184012983595e-16,4.4149725949859445e-24,1.0665108329373632e-22,4.5002474699586915e-19,1.6842133412847542e-23,8.387105091272801e-24,4.7751162426514565e-20,4.244123079577033e-28,7.564688197501152e-26,2.1739354934888524e-31,3.76,0.0,0.8457387343037304,0.9987962225009851,4.2078450126517e-12,9.25695051469644e-14,4.158477981568361e-09,3.213096118570932e-07,2.435912480663035e-16,2.692990363951349e-15,3.9324660870721204e-10,9.050640257760894e-08,2.643812697203691e-13,4.484551771935027e-14,3.3525267638410545e-16,1.6781907656412246e-15,1.3277310030328717e-10,9.5520262892083e-11,4.2329136045505106e-14,3.997521023793792e-12,0.0012037725108465644,3.235695893250914e-20,2.898742056241061e-20,4.415373071884544e-20,3.056477778288855e-23,1.749374734161444e-27,7.072305983700726e-26
1.3894770465581932e-09,0.7903118391519466,1.2453739884175681e-09,1.397749709310893e-11,2.2526837654240636e-11,9.247297094774831e-08,0.0,0.0,4.176283220578276e-09,8.637072580691614e-14,2.6197385709207887e-11,3.5253348820685416e-10,2.1917111526177805e-17,8.048308957456167e-25,5.3794913766065514e-15,1.8628602702810735e-08,1.4205626732174495e-10,1.3252897498011169e-11,3.2151168677602163e-22,3.600808402140089e-30,1.5942984261520937e-18,5.779565856125893e-18,3.082185528865177e-07,1.9688164176310072e-20,1.8831288272730773e-16,4.9561918579956176e-24,1.1312996095186256e-22,4.8242316311741565e-19,1.8127911017001347e-23,9.055637176510721e-24,5.096046855673541e-20,4.70669610795552e-28,8.183198746436505e-26,2.4267607457442953e-31,3.76,0.0,0.8457387260230544,0.9987936532679903,4.46141165078333e-12,9.687562325258552e-14,4.243249987559034e-09,3.2770090259071034e-07,2.599870517255335e-16,2.843533400066283e-15,4.12778485556131e-10,9.230371814134923e-08,2.7537462755895947e-13,4.662710879686707e-14,3.5049507987998573e-16,1.733065462665514e-15,1.380811013915367e-10,9.733514960365296e-11,4.371270567904941e-14,4.158041962671395e-12,0.0012063416118271112,3.4814613524883006e-20,3.0771834783163093e-20,4.694949068468659e-20,3.2564207179016273e-23,1.8747273122893522e-27,7.785938789756556e-26
1.416575735946072e-09,0.7903118403109702,1.3191554732049019e-09,1.4799472428848647e-11,2.384744947684558e-11,9.42772832888695e-08,0.0,0.0,4.257711865493828e-09,8.977142933500448e-14,2.7725284561142172e-11,3.771341496783249e-10,2.330678115313877e-17,8.651094597101097e-25,5.585595443661318e-15,1.932989181069751e-08,1.4634163183225464e-10,1.4025827327794773e-11,3.5338758434789378e-22,4.019586022035273e-30,1.7269518885341115e-18,6.347317839330393e-18,3.1385898504257214e-07,2.0940879273489033e-20,1.9678564406355661e-16,5.551098293526558e-24,1.198655595325652e-22,5.165947580577802e-19,1.9492844492918613e-23,9.766891253088409e-24,5.432435689356249e-20,5.210231923312124e-28,8.838822880137081e-26,2.7040401967646437e-31,3.76,0.0,0.8457387177422632,0.9987912556020137,4.724867478166468e-12,1.0131231227408525e-13,4.3281389948616305e-09,3.3409220140257193e-07,2.7714335686821155e-16,2.9990878290965302e-15,4.3281328601330657e-10,9.410091984994117e-08,2.8660319553200527e-13,4.844283883206598e-14,3.6612025147117764e-16,1.788432053635893e-15,1.4349211866896294e-10,9.914776084040012e-11,4.510910668262158e-14,4.321719153261688e-12,0.0012087391439633043,3.740684857534169e-20,3.2628849589115554e-20,4.986453618824958e-20,3.464763544708252e-23,2.0061876756070855e-27,8.556625417355104e-26
1.4436744253339506e-09,0.7903118414701595,1.3958206034476913e-09,1.5652843207093577e-11,2.5217962254818717e-11,9.60816474146469e-08,0.0,0.0,4.339140780911734e-09,9.323776908193106e-14,2.9310111746588735e-11,4.0289557569725226e-10,2.4757001337975957e-17,9.292154032276598e-25,5.795373450940183e-15,2.004291397048508e-08,1.5071181623785685e-10,1.4827555556718954e-11,3.877139936571672e-22,4.480027236362262e-30,1.868308840823118e-18,6.958103489641926e-18,3.194858529982027e-07,2.2250238878248713e-20,2.0550469379530155e-16,6.203801744196527e-24,1.2686283060688756e-22,5.526112375103933e-19,2.0940937855869025e-23,1.052304690764699e-23,5.784767901124194e-20,5.7575886572938275e-28,9.533010508111279e-26,3.0077050404614735e-31,3.76,0.0,0.8457387094613542,0.9987890180453545,4.99839438535399e-12,1.0588216036496538e-13,4.41314717214125e-09,3.404835082875244e-07,2.950798689528623e-16,3.1597019911333013e-15,4.5335047961204987e-10,9.589800771019495e-08,2.9806751306234563e-13,5.0292689247917905e-14,3.8213000460858493e-16,1.844277234191432e-15,1.4900609469497737e-10,1.0095815391894466e-10,4.651804573420968e-14,4.488552395525501e-12,0.0012109765649269731,4.013826678456457e-20,3.455998017023613e-20,5.290162190033329e-20,3.6816666959130246e-23,2.143915626628277e-27,9.387785307410176e-26
1.497871804109708e-09,0.790311843789051,1.5580193173055055e-09,1.7456060765603602e-11,2.811218142243087e-11,9.969053612187853e-08,0.0,0.0,4.501999549753467e-09,1.0036735360702941e-13,3.2654314052357406e-11,4.580133572534148e-10,2.784518529818824e-17,1.069788396060012e-24,6.225914941429678e-15,2.1503902114992637e-08,1.597122520582793e-10,1.6519310783353205e-11,4.642644805315536e-22,5.540146085255077e-30,2.178828813595343e-18,8.318128034595583e-18,3.3069903060708587e-07,2.5045663605229787e-20,2.2370031126117945e-16,7.700165656330871e-24,1.4166218708170208e-22,6.304763528932753e-19,2.410348468768558e-23,1.2179229834921767e-23,6.539247466451165e-20,6.995958587112448e-28,1.1043012585636082e-25,3.7025328179659305e-31,3.76,0.0,0.8457386928991749,0.9987849812112849,5.576387083808907e-12,1.154319026883637e-13,4.583529740410454e-09,3.5326614625698745e-07,3.333727786758891e-16,3.4962960379467966e-15,4.959293669839197e-10,9.949184191297885e-08,3.217055290770739e-13,5.4094681937937134e-14,4.153102496836853e-16,1.9573519216962022e-15,1.603426933212275e-10,1.0457251394124554e-10,4.937241298895373e-14,4.831686234977211e-12,0.0012150131219241178,4.6037384401612034e-20,3.8650670971219395e-20,5.935300134055594e-20,4.141794058181565e-23,2.4388163696659348e-27,1.1245895694057377e-25
1.5466494450078896e-09,0.7903118458766595,1.7144040937787784e-09,1.9192065176769715e-11,3.089637376795397e-11,1.029387259407049e-07,0.0,0.0,4.648573678855163e-09,1.0700844665482587e-13,3.586818784618274e-11,5.11871295653642e-10,3.084701993409875e-17,1.2116857577682516e-24,6.625877477588858e-15,2.285828009395396e-08,1.681167307143414e-10,1.8145134624393827e-11,5.429471245006933e-22,6.674468212468714e-30,2.492417376931596e-18,9.713375229438135e-18,3.4074483703688176e-07,2.777252110141102e-20,2.409660408633644e-16,9.290480681516395e-24,1.5592616351527728e-22,7.076280029237296e-19,2.727795564276454e-23,1.3847090388612623e-23,7.277855199879849e-20,8.292210112550782e-28,1.254900661746245e-25,4.440081909868432e-31,3.76,0.0,0.8457386779927896,0.9987817956207277,6.13284049928613e-12,1.245089223997871e-13,4.737303488867431e-09,3.6477054799145135e-07,3.70704158368293e-16,3.816992170330306e-15,5.359610161123911e-10,1.0272590340269736e-07,3.437913175058244e-13,5.763300127451461e-14,4.465048836179835e-16,2.0606296125557068e-15,1.7089717512858683e-10,1.07818423071607e-10,5.198147583678534e-14,5.151298380660878e-12,0.0012181984564819319,5.1870080070400924e-20,4.260105777032778e-20,6.56045356615926e-20,4.586788090193577e-23,2.7272769810410647e-27,1.3162184953470585e-25
1.5954270859060712e-09,0.7903118479648668,1.8809720013469224e-09,2.1038672231477426e-11,3.385574798656469e-11,1.0618710365373458e-07,0.0,0.0,4.795149159661767e-09,1.1386218760753538e-13,3.928100555788325e-11,5.699267323933258e-10,3.406908039447995e-17,1.3696970241465428e-24,7.037607199363205e-15,2.4249686979528873e-08,1.7681762631964803e-10,1.9871598504439582e-11,6.318153054638972e-22,8.005996459788821e-30,2.8411375822062385e-18,1.1286391295495744e-17,3.507472153825826e-07,3.0710127648138784e-20,2.591041974773167e-16,1.1142644663714325e-23,1.711148801785461e-22,7.919720255298524e-19,3.079234267421591e-23,1.5698572970113994e-23,8.076074764871577e-20,9.78214173065089e-28,1.4203743767650675e-25,5.299108309727208e-31,3.76,0.0,0.8457386630859891,0.9987789826319687,6.724735541006924e-12,1.340595938356211e-13,4.891497343083062e-09,3.762749758107729e-07,4.108737035695072e-16,4.154772301501482e-15,5.776073950728118e-10,1.0595959613018934e-07,3.666491056918737e-13,6.12816276830749e-14,4.789714615454179e-16,2.165266768423431e-15,1.817843507769911e-10,1.1105802831300312e-10,5.4627027924147315e-14,5.481133023308602e-12,0.0012210111827840886,5.822822061739913e-20,4.681534324639241e-20,7.229494485353188e-20,5.0619993604146366e-23,3.038555647587408e-27,1.5334061027303579e-25
1.6442047268042528e-09,0.7903118500536955,2.058033901153747e-09,2.299919743985441e-11,3.699531779999618e-11,1.0943567700172921e-07,0.0,0.0,4.941726159924348e-09,1.2092857188017582e-13,4.2898106717033185e-11,6.323422946683831e-10,3.752064144890331e-17,1.5454415418932042e-24,7.461056651842897e-15,2.5677757664495364e-08,1.8582289464133687e-10,2.1701403569201797e-11,7.318017116085432e-22,9.563495539385531e-30,3.2278390470368315e-18,1.3053006975795473e-17,3.607063590097137e-07,3.386935323993013e-20,2.781440765207804e-16,1.3289425145473172e-23,1.8725714777964404e-22,8.840075879039748e-19,3.4676791106373985e-23,1.774988689768762e-23,8.937064183828501e-20,1.1488445436769827e-27,1.601666641906824e-25,6.295900463615963e-31,3.76,0.0,0.8457386481787609,0.9987764986415251,7.353119291134913e-12,1.441005546415942e-13,5.046124163949174e-09,3.8777942969134823e-07,4.539991757950073e-16,4.5098709201654485e-15,6.208619100809618e-10,1.0919292013555986e-07,3.9028188013162693e-13,6.504048919477063e-14,5.127188012050537e-16,2.271197818238256e-15,1.9300388590434759e-10,1.14291657280133e-10,5.730768456492239e-14,5.8211889967287515e-12,0.0012234949041485667,6.51409301943679e-20,5.130252396308546e-20,7.944078422287234e-20,5.568354646609705e-23,3.373604479037454e-27,1.7786717925381578e-25
1.6929823677024344e-09,0.7903118521431693,2.245898237662386e-09,2.5076948079709862e-11,4.032006970346275e-11,1.1268445383386899e-07,0.0,0.0,5.088304842774629e-09,1.2820759512863593e-13,4.672477814739456e-11,6.992798736626388e-10,4.1211121598944077e-17,1.74067551687728e-24,7.896180523198288e-15,2.7142129617362972e-08,1.9514041259410833e-10,2.3637224307436763e-11,8.438904991590458e-22,1.1379202856339661e-29,3.655512667066783e-18,1.502987259050628e-17,3.7062246040334973e-07,3.726144802843901e-20,2.9811571324116276e-16,1.5766457572831725e-23,2.0438175829901658e-22,9.842591339794775e-19,3.896368931929569e-23,2.0018382593189685e-23,9.864080356701856e-20,1.343582003527073e-27,1.7997502403264071e-25,7.448496640230526e-31,3.76,0.0,0.845738633271092,0.998774305185134,8.019034929884175e-12,1.5464888091440945e-13,5.201196874977918e-09,3.99283909611421e-07,5.001989985557531e-16,4.882509649308492e-15,6.657171658043481e-10,1.1242587545902849e-07,4.1469259165284876e-13,6.890952442248256e-14,5.477552618881015e-16,2.3783603247661092e-15,2.0455544633006645e-10,1.1751963567655048e-10,6.002214561370799e-14,6.171465134857326e-12,0.0012256880846759678,7.26379779310187e-20,5.607164499327819e-20,8.705874861429909e-20,6.10677936268412e-23,3.7333812574697036e-27,2.0546983921543116e-25
1.741760008600616e-09,0.7903118542333106,2.4448709748208583e-09,2.727522323045497e-11,4.383496313929742e-11,1.1593344210687791e-07,0.0,0.0,5.234885367425678e-09,1.356992532430745e-13,5.0766254335495964e-11,7.70900548788319e-10,4.515008362440963e-17,1.9572997590144368e-24,8.342935715208652e-15,2.864244286649309e-08,2.0477797879853124e-10,2.5681708737355024e-11,9.691182600132592e-22,1.348916365463496e-29,4.127292666590837e-18,1.723446878246905e-17,3.804957111721336e-07,4.0898051756054775e-20,3.190498701006258e-16,1.861239066241756e-23,2.2251748530862325e-22,1.0932771905561015e-18,4.3687799044588545e-23,2.252261146055787e-23,1.0860480597919502e-19,1.5651094886759348e-27,2.01562645703585e-25,8.776830059892227e-31,3.76,0.0,0.8457386183629695,0.9987723683077594,8.723521770223974e-12,1.6572208284422018e-13,5.356728462468266e-09,4.1078841555107213e-07,5.495921868714542e-16,5.272897642070726e-15,7.121650518718057e-10,1.156584621409277e-07,4.398841599376205e-13,7.288868257162962e-14,5.84088766600216e-16,2.4866948330913993e-15,2.164386980565675e-10,1.2074228730424863e-10,6.276919118455065e-14,6.531960271758313e-12,0.0012276246792405406,8.074977058638061e-20,6.113180091685929e-20,9.5165671349165e-20,6.67819799081383e-23,4.1188493875743746e-27,2.364336983055867e-25
1.7905376494987976e-09,0.7903118563241422,2.6552555378948445e-09,2.959731380319365e-11,4.7544930665946794e-11,1.1918264988412948e-07,0.0,0.0,5.381467889812815e-09,1.4340354234199683e-13,5.5027717797049405e-11,8.473645176383021e-10,4.9347235163937254e-17,2.1973675447515416e-24,8.801281413879786e-15,3.0178339984205367e-08,2.1474331413670203e-10,2.7837478591937202e-11,1.1085749670929393e-21,1.5933587281855011e-29,4.646458571136918e-18,1.9685116777658453e-17,3.9032630205237767e-07,4.4791203073767385e-20,3.409780242537708e-16,2.1869033066234726e-23,2.41693084295739e-22,1.2116391740284026e-18,4.8886389500468754e-23,2.5282387215941255e-23,1.192972414834397e-19,1.8163357011511598e-27,2.250325036158737e-25,1.0302881255329989e-30,3.76,0.0,0.84573860345438,0.9987706579859189,9.467615292349391e-12,1.773381003804806e-13,5.512731975589667e-09,4.222929474922078e-07,6.022982785254148e-16,5.681231969328411e-15,7.601968236082872e-10,1.1889068022170287e-07,4.658594778828291e-13,7.697792345040488e-14,6.217268234428946e-16,2.596144724400711e-15,2.2865330726917539e-10,1.239599340732099e-10,6.554767752852017e-14,6.902673241624027e-12,0.0012293347111647342,8.950734547207145e-20,6.64921368488145e-20,1.0377852325872792e-19,7.283534565391594e-23,4.5309778632513716e-27,2.710611725590478e-25
1.8393152903969792e-09,0.7903118584156869,2.8773527683661375e-09,3.20465025626777e-11,5.1454878117721546e-11,1.224320853347039e-07,0.0,0.0,5.528052563088324e-09,1.5132045876799621e-13,5.951429944056548e-11,9.288310390340427e-10,5.381242936211378e-17,2.463092709165505e-24,9.271179160614775e-15,3.1749466071147126e-08,2.2504406230284226e-10,3.0107129502832803e-11,1.2634048771176449e-21,1.875723836942091e-29,5.2164370291501606e-18,2.240098770531006e-17,4.001144229119932e-07,4.8953348640683214e-20,3.6393235520694425e-16,2.5581502792873408e-23,2.6193729299568977e-22,1.3399501995016069e-18,5.459937835730847e-23,2.8318849851757555e-23,1.307537364000691e-19,2.1004084347112384e-27,2.5049041387053326e-25,1.2050842731705422e-30,3.76,0.0,0.8457385885453105,0.9987691476777126,1.0252347177930099e-11,1.895152989413735e-13,5.669220526263988e-09,4.3379750541854866e-07,6.58437268729348e-16,6.107697991280592e-15,8.098031695922713e-10,1.2212252974191015e-07,4.926214156366299e-13,8.117721748112627e-14,6.606765454043e-16,2.706656080712111e-15,2.411989403383115e-10,1.2717289601088288e-10,6.835653324224156e-14,7.283602878775499e-12,0.0012308447221900734,9.894236389850103e-20,7.216184952367763e-20,1.129144119015644e-19,7.923713108840689e-23,4.970741274439422e-27,3.0967245652920136e-25
1.888092931295161e-09,0.7903118605079671,3.1114608904753414e-09,3.462606414297106e-11,5.5569684757587956e-11,1.2568175673240598e-07,0.0,0.0,5.674639537994806e-09,1.5944999908487202e-13,6.423107892953502e-11,1.0154583877132716e-09,5.85556655868759e-17,2.7568579792225898e-24,9.75259292404649e-15,3.3355468741077656e-08,2.356877903486694e-10,3.249323118353418e-11,1.4348073887903316e-21,2.2009866718265478e-29,5.840803476321902e-18,2.5402110939822375e-17,4.098602627540539e-07,5.339735199540793e-20,3.879457326746968e-16,2.9798379405840596e-23,2.832788317338085e-22,1.4788438919244581e-18,6.086948004287528e-23,3.165453240718625e-23,1.430109651160224e-19,2.4207285415386052e-27,2.7804503009915883e-25,1.4047297135788235e-30,3.76,0.0,0.845738573635748,0.9987678139791254,1.1078745344362494e-11,2.022724651690684e-13,5.8262072888785205e-09,4.4530208931561835e-07,7.181295482612975e-16,6.552469712955763e-15,8.609742675315983e-10,1.253540107422084e-07,5.201728243245843e-13,8.548654571358625e-14,7.009446685968216e-16,2.818177560393706e-15,2.5407526382730063e-10,1.3038149127159127e-10,7.119475580010191e-14,7.674748017662823e-12,0.0012321781161753942,1.0908710516114167e-19,7.815018843956443e-20,1.2259058097016278e-19,8.599657850540028e-23,5.43911984704574e-27,3.5260596598598733e-25
1.9368705721933426e-09,0.7903118626010045,3.3578754786980563e-09,3.7339265063442135e-11,5.989420343006591e-11,1.289316724547856e-07,0.0,0.0,5.821228963247268e-09,1.6779216007462995e-13,6.91830850442409e-11,1.1074038099648896e-09,6.358709017893602e-17,3.081223415716047e-24,1.0245489171895707e-14,3.499599810574359e-08,2.466819892264189e-10,3.499832761236344e-11,1.624037880430247e-21,2.574666394331646e-29,6.523283730050904e-18,2.870938201374383e-17,4.1956400972028147e-07,5.813650231998206e-20,4.1305170453094756e-16,3.4571857081173454e-23,3.0574640377134246e-22,1.6289831962825649e-18,6.774235817327848e-23,3.531342923193956e-23,1.5610666401026417e-19,2.780964213065067e-27,3.078078393454349e-25,1.6321404125551736e-30,3.76,0.0,0.8457385587256789,0.9987666362732385,1.1947833979053111e-11,2.1562880270749465e-13,5.98370550000841e-09,4.5680669917073253e-07,7.814958430017946e-16,7.015710133252115e-15,9.136998391813307e-10,1.2858512326335033e-07,5.48516539680813e-13,8.99058998382337e-14,7.425375700093824e-16,2.930660277039189e-15,2.672819445014631e-10,1.3358603614592333e-10,7.40614081817478e-14,8.0761074928655e-12,0.0012333555098841254,1.1997446076263733e-19,8.446645703181182e-20,1.3282440977684157e-19,9.312293311090924e-23,5.9370994801805e-27,4.0021876177489216e-25
1.9856482130915244e-09,0.7903118646948223,3.616889421918681e-09,4.0189363746297425e-11,6.443326071497518e-11,1.3218184098217564e-07,0.0,0.0,5.967820985965424e-09,1.7634693873389536e-13,7.437529604158778e-11,1.2048234760443145e-09,6.891699720855073e-17,3.4389348819277175e-24,1.0749836942277643e-14,3.667070675943876e-08,2.580340743311326e-10,3.7624937214456877e-11,1.8324085419035945e-21,3.002873934841247e-29,7.267755567858804e-18,3.2344570437445265e-17,4.2922585109490943e-07,6.318452316906255e-20,4.3928448478266364e-16,3.995789738662708e-23,3.293686956522003e-22,1.7910611852290786e-18,7.52667800433333e-23,3.9321064912708515e-23,1.700796453070715e-19,3.1850653832044797e-27,3.3989315795806903e-25,1.890509282525649e-30,3.76,0.0,0.8457385438150904,0.9987655963360516,1.2860633573391765e-11,2.2960392798838635e-13,6.141728458207569e-09,4.6831133497298723e-07,8.486571536956505e-16,7.497571592607021e-15,9.679692084233895e-10,1.3181586734617923e-07,5.776553856828081e-13,9.443528219651006e-14,7.854612853079039e-16,3.0440576778299774e-15,2.808186493310153e-10,1.3678684507012262e-10,7.695561547861181e-14,8.487680139092683e-12,0.001234395127163201,1.3163792869127383e-19,9.112001385740718e-20,1.4363341275482652e-19,1.0062544550577088e-22,6.465671770088552e-27,4.528869837846325e-25
2.0344258539897062e-09,0.7903118667894421,3.8887928941831256e-09,4.317961052898271e-11,6.919165707465287e-11,1.354322708967054e-07,0.0,0.0,6.1144157520308214e-09,1.851143322711787e-13,7.981264001106901e-11,1.3078724392613129e-09,7.455582927179223e-17,3.832932653150671e-24,1.1265607914865485e-14,3.837924976344336e-08,2.6975138603960234e-10,4.037555304179532e-11,2.06128918045699e-21,3.492362829924381e-29,8.078250216216677e-18,3.633032696334663e-17,4.388459733087877e-07,6.855558105952354e-20,4.666789416515116e-16,4.601638331771968e-23,3.541743775550561e-22,1.9658018662437634e-18,8.349477605951058e-23,4.370456501920909e-23,1.8496981062873696e-19,3.637278543149107e-27,3.7441812751302934e-25,2.183326470036904e-30,3.76,0.0,0.8457385289039686,0.9987646780079243,1.3818160956235902e-11,2.4421786604596655e-13,6.300289523697573e-09,4.79815996713248e-07,9.197346977349208e-16,7.998196110826645e-15,1.0237713525610125e-09,1.3504624303163052e-07,6.075921779965953e-13,9.907470578963369e-14,8.297215257416777e-16,3.1583254278798194e-15,2.946850454895449e-10,1.3998423063542755e-10,7.987656167994773e-14,8.90946479118346e-12,0.0012353131275004109,1.4411160801632714e-19,9.812027381596627e-20,1.5503523906815947e-19,1.0851337608961257e-22,7.025834056049978e-27,5.110062945143172e-25
