Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78)
4.1486947791362363e-05,0.48360137891299915,5.1037565311669456e-11,5.387046814539403e-12,2.3870287265970184e-10,1.8618981080153774e-09,0.0,0.0,2.7053479619847893e-09,1.0876384972367152e-11,1.1756512535464463e-10,1.700780320211068e-09,1.1466835037087662e-18,6.73159201461267e-32,5.758291573037628e-22,3.4608478910747377e-13,1.4901643968194113e-12,2.8912700567509775e-11,4.795956199841047e-26,-2.7167903316499933e-33,2.2576227586579137e-21,4.1070362774856017e-26,3.06217323145717e-13,3.075165509873793e-18,4.478898818876192e-18,3.0806166390647585e-22,1.5815219136476067e-30,3.023437939253516e-21,1.1093754371564333e-21,1.4185670046625508e-24,5.588494441578178e-21,1.5990647329441468e-27,5.984710422369904e-28,1.7384288164100708e-28,3.76,0.0,0.9845034084439135,0.9999863301990225,3.0026178428064416e-08,1.0523542030131393e-12,2.89086091112977e-09,1.8507468653241256e-09,5.789582722837747e-16,1.065198917405826e-17,2.0835988701661047e-14,1.4153307484219044e-12,2.9707176860043253e-08,8.493720661306286e-10,8.181972924963475e-16,5.123794630330312e-20,6.275037378532082e-13,6.724253659105086e-15,1.0437664769561449e-14,2.7918841116134695e-13,1.363447198381191e-05,7.875829638194973e-22,1.1730948261834693e-16,3.504591282786076e-22,6.821177766146168e-23,1.6707040066572513e-22,1.2654130355386273e-31,3.187149046347065e-24,8.2987625562696e-22
4.589942304872449e-05,0.48360137892662985,5.1146238309514343e-11,5.520850093616486e-12,2.6463816260396953e-10,2.065067594332062e-09,0.0,0.0,2.9955684882070524e-09,1.3329165592597236e-11,1.4527578194779185e-10,1.881953393705669e-09,1.2717099112665562e-18,6.673375329373034e-32,5.769299652590585e-22,3.4608478810058357e-13,1.5668610580882512e-12,3.1991058377552025e-11,5.939935180398617e-26,-4.2429125502639775e-34,2.7793372892785177e-21,4.1070506647162586e-26,3.0621732051606075e-13,3.863366480818809e-18,4.714197853293115e-18,3.9754579935241014e-22,1.8018118960101822e-30,3.576098935128585e-21,1.3925935325177948e-21,1.5986789351997787e-24,5.929631232325076e-21,2.0777751783441713e-27,6.892254077153363e-28,2.2709503877875696e-28,3.76,0.0,0.9845034010818352,0.9999863228373859,3.6815578716479635e-08,1.2445127104189423e-12,3.206306723405255e-09,2.063008546025833e-09,5.789573543756264e-16,1.0651972766393259e-17,2.0835988488707086e-14,1.4153315805646793e-12,3.644633264905115e-08,9.44554998389929e-10,8.490952931409331e-16,5.2359452829924415e-20,6.275048230589541e-13,6.7242682096969585e-15,1.1576796583687446e-14,3.099249135398087e-13,1.3634471883439291e-05,8.848084944494278e-22,1.6852106409034966e-16,3.8921862605103724e-22,9.27457542887055e-23,2.400070147773972e-22,1.5687824277598175e-31,3.917274302008303e-24,1.1042638376644449e-21
5.031189830608662e-05,0.4836013789406617,5.125530029975045e-11,5.6551405748250715e-12,2.9066796328626047e-10,2.268652635877998e-09,0.0,0.0,3.2858397283211953e-09,1.6030474471117597e-11,1.7763002334714258e-10,2.0631264768497564e-09,1.397257945981816e-18,6.790038357726444e-32,5.780347150218147e-22,3.4608478700465494e-13,1.6343203001295204e-12,3.5069713282444475e-11,7.278506511040909e-26,-2.35258683027881e-34,3.3553641835686563e-21,4.1070661145751786e-26,3.0621731763412497e-13,4.763142224383215e-18,4.9216894997232264e-18,5.041040882980779e-22,2.0333247763716424e-30,4.154886331436969e-21,1.7030609269909117e-21,1.766435835337949e-24,6.2436400238313344e-21,2.650007606384907e-27,7.840537966062336e-28,2.8872207674051904e-28,3.76,0.0,0.9845033930174095,0.9999863147742102,4.430583706601157e-08,1.4457164627054106e-12,3.5229018274617574e-09,2.2799139396074768e-09,5.789564844650465e-16,1.0651957216230075e-17,2.0835988255904732e-14,1.4153324671051754e-12,4.3881696103421205e-08,1.040084812124974e-09,8.74677865532249e-16,5.328802791125908e-20,6.275057831499252e-13,6.724282273237827e-15,1.2720078687404856e-14,3.40674834914825e-13,1.363447177350143e-05,9.845398013803381e-22,2.341037527977195e-16,4.281669653605681e-22,1.2255899210327808e-22,3.334117402153103e-22,1.908373614779543e-31,4.724447838405238e-24,1.4309333980079784e-21
5.472437356344875e-05,0.4836013789551331,5.136475304101465e-11,5.789919791916414e-12,3.167925218000804e-10,2.4726547183086693e-09,0.0,0.0,3.576162759961578e-09,1.8980130003933828e-11,2.1508470335675085e-10,2.2442995675200994e-09,1.5233298073297078e-18,6.78997609576853e-32,5.791434244505212e-22,3.4608478581929725e-13,1.6936563362834649e-12,3.8148650383254964e-11,8.831230266319956e-26,-1.0223224957202333e-33,3.9857283497770686e-21,4.1070830805201334e-26,3.0621731449891683e-13,5.7811812221218605e-18,5.1047149501928284e-18,6.299477138585015e-22,2.276389312791844e-30,4.756663677201014e-21,2.038537303010753e-21,1.92120979522511e-24,6.534470894952673e-21,3.32541249314829e-27,8.830140887904431e-28,3.5893433361933182e-28,3.76,0.0,0.98450338424808,0.9999863060069415,5.249950612779252e-08,1.6548760548753834e-12,3.8406492297404775e-09,2.5019199090324954e-09,5.789566498313544e-16,1.0651960167854841e-17,2.0835988005765178e-14,1.4153344266139131e-12,5.201536249998198e-08,1.1359624003974415e-09,8.958596924579494e-16,5.4056886978801595e-20,6.275074841011323e-13,6.724305275866288e-15,1.3867521934508903e-14,3.7143954687476707e-13,1.3634471653963503e-05,1.0868021406826799e-21,3.1623240878363414e-16,4.67305390119883e-22,1.5816864636788527e-22,4.503822000695637e-22,2.285520765912144e-31,5.609157178411905e-24,1.814069136386427e-21
5.913684882081088e-05,0.48360137897008265,5.147459699450817e-11,5.9251885637795564e-12,3.4301209347384873e-10,2.6770753329988293e-09,0.0,0.0,3.8665386640864914e-09,2.2177951685132344e-11,2.5809805019004983e-10,2.4254726670100535e-09,1.6499278271485203e-18,6.73478717091697e-32,5.802560982237272e-22,3.4608478454413144e-13,1.7458475992536261e-12,4.122785789887319e-11,1.06177482050877e-25,3.2845575892293683e-34,4.670457135537427e-21,4.107101514174777e-26,3.0621731110945193e-13,6.924347217833335e-18,5.26620991547106e-18,7.774793708124746e-22,2.5312858842428405e-30,5.378674837663768e-21,2.3968128594971764e-21,2.0629463798669495e-24,6.805603144941953e-21,4.1135812728042355e-27,9.86168239351452e-28,4.378995664194986e-28,3.76,0.0,0.9845033747712842,0.9999862965330186,6.139914531356763e-08,1.8710348499347625e-12,4.159552040322767e-09,2.7294846952356703e-09,5.789569957742409e-16,1.0651966346381697e-17,2.0835987736218553e-14,1.4153366898247857e-12,6.084943250520462e-08,1.2321887005845791e-09,9.133957819237172e-16,5.469342258472957e-20,6.27509321233456e-13,6.7243308563329935e-15,1.501913755305871e-14,4.022204475245286e-13,1.3634471524790591e-05,1.1916208921687553e-21,4.1716643606673063e-16,5.066351268547861e-22,2.0009270361435264e-22,5.941364355373531e-22,2.701673737772659e-31,6.571898291435677e-24,2.257929404985959e-21
6.354932407817301e-05,0.4836013789855492,5.1584832859261755e-11,6.060948197932203e-12,3.693269416103437e-10,2.881915975308106e-09,0.0,0.0,4.1569685236847265e-09,2.5623760108247437e-11,3.0712967065288397e-10,2.6066457764346953e-09,1.7770544566340675e-18,6.830764190552863e-32,5.813727434604063e-22,3.460847831787871e-13,1.791755820972085e-12,4.430732674353239e-11,1.2657781332056751e-25,-1.7710111938407923e-34,5.409580365151561e-21,4.1071212319866125e-26,3.0621730746475077e-13,8.199664215414029e-18,5.4087609758438456e-18,9.492939679691792e-22,2.7982607457845184e-30,6.0184910538527846e-21,2.775765292317586e-21,2.1919448329553086e-24,7.060109367446525e-21,5.0239214124504016e-27,1.0935785855534214e-27,5.257521170019149e-28,3.76,0.0,0.9845033645844518,0.9999862863498735,7.100732105361302e-08,2.093350322314735e-12,4.479613464203417e-09,2.9630679176836656e-09,5.789568748682476e-16,1.0651964181263507e-17,2.083598744570898e-14,1.4153386877890644e-12,7.038601243071286e-08,1.3287646761296319e-09,9.279133738744275e-16,5.522039277791927e-20,6.275108502957418e-13,6.72435438089928e-15,1.6174937113904863e-14,4.330189484177056e-13,1.3634471385947681e-05,1.2990215929973957e-21,5.392408922208098e-16,5.461574010173236e-22,2.488500263445055e-22,7.680002428675707e-22,3.1583985121114807e-31,7.613175216873842e-24,2.7668905926866156e-21
7.237427459289727e-05,0.48360137901818906,5.180648524484906e-11,6.33394590406906e-12,4.2224355559989226e-10,3.2928633431981538e-09,0.0,0.0,4.73799445069709e-09,3.325862505732383e-11,4.25093073849326e-10,2.9689920252762055e-09,2.032903865425316e-18,6.824222879291935e-32,5.836179983117847e-22,3.4608478017612404e-13,1.8676570671031463e-12,5.0467023993584286e-11,1.7577665128330942e-25,5.830182565239727e-34,7.051141987989193e-21,4.107165214103138e-26,3.062172994057511e-13,1.1175591164732355e-17,5.6458449696739504e-18,1.377116013406337e-21,3.3692503942955505e-30,7.343263985726498e-21,3.587758312106417e-21,2.4141712689037178e-24,7.52975419067453e-21,7.248470776177572e-27,1.3214121016408248e-27,7.285221798868804e-28,3.76,0.0,0.984503342070359,0.999986263845607,9.235958401534772e-08,2.5535828155939367e-12,5.123225394740892e-09,3.450135059634824e-09,5.789556247909229e-16,1.0651941830792404e-17,2.083598680285101e-14,1.4153424409962827e-12,9.157515649394134e-08,1.5229696233124124e-09,9.49868839637886e-16,5.601735934443757e-20,6.275135150765179e-13,6.724401532489217e-15,1.849913587325336e-14,4.946744528896297e-13,1.3634471079111292e-05,1.5216716572875008e-21,8.564984684220515e-16,6.257843621073822e-22,3.6894451191489042e-22,1.2198542064793544e-21,4.200410081832896e-31,9.933404080671953e-24,3.99838490558362e-21
8.119922510762153e-05,0.4836013790533649,5.202972172745462e-11,6.608925700818164e-12,4.755445984324692e-10,3.7055088656808252e-09,0.0,0.0,5.3192492463304e-09,4.1883311625131996e-11,5.726794816334716e-10,3.331338312877449e-09,2.290899571713565e-18,6.864455276413404e-32,5.858793061919527e-22,3.460847768084852e-13,1.9263998326681806e-12,5.6627712734411363e-11,2.375017799052054e-25,-5.059591923381093e-34,8.910702333470438e-21,4.107214874160117e-26,3.0621729031416743e-13,1.4767967158484938e-17,5.831116093564459e-18,1.9380397179219084e-21,3.990728106167032e-30,8.716762949611989e-21,4.460125850337762e-21,2.5936636960235844e-24,7.961540149534313e-21,1.0072565224065828e-26,1.5669913497094673e-27,9.678726221196057e-28,3.76,0.0,0.984503316685093,0.9999862384734496,1.1657697364773932e-07,3.0306462891771342e-12,5.771512207595446e-09,3.9668259971147485e-09,5.789560454454449e-16,1.065194933781851e-17,2.0835986083618893e-14,1.4153483865680818e-12,1.1559976473700458e-07,1.7185853913757245e-09,9.649146336523683e-16,5.656356126264083e-20,6.275178257704896e-13,6.7244731139313156e-15,2.084021636377676e-14,5.564176043528321e-13,1.3634470733172198e-05,1.754959564978421e-21,1.2879859336719639e-15,7.061958152098591e-22,5.226219825303115e-22,1.834402552199318e-21,5.426419649568885e-31,1.2574073796692382e-23,5.5471001251390955e-21
9.002417562234579e-05,0.4836013790913911,5.225455107399936e-11,6.885898662216835e-12,5.292323851169046e-10,4.119864662760578e-09,0.0,0.0,5.90074165769633e-09,5.149642423958718e-11,7.536157664964378e-10,3.6936846467864362e-09,2.5510643924881454e-18,6.865096139114137e-32,5.881567560590415e-22,3.4608477307311766e-13,1.9718810443283167e-12,6.278939066906326e-11,3.1335802346176e-25,-7.767083822223874e-34,1.0988591776035623e-20,4.107269806615336e-26,3.062172801822765e-13,1.9037752616869147e-17,5.976302598765205e-18,2.659804003577976e-21,4.663743565458168e-30,1.0127985463350049e-20,5.380774113088594e-21,2.737078878233378e-24,8.369616186139906e-21,1.356885589061295e-26,1.8307964740393325e-27,1.2442212269582906e-27,3.76,0.0,0.9845032884078184,0.9999862102125848,1.4368029135295211e-07,3.5207309724283204e-12,6.4245020736715894e-09,4.516867706913645e-09,5.789571635012253e-16,1.0651969307332084e-17,2.08359852846291e-14,1.4153554219617413e-12,1.4247690771074068e-07,1.9156204631185934e-09,9.752385383968241e-16,5.693839092893523e-20,6.275229878945774e-13,6.724561825415788e-15,2.319828029252898e-14,6.182602157340639e-13,1.3634470347846578e-05,1.9990951891109685e-21,1.8545812756847e-15,7.874012135514084e-22,7.140688482835417e-22,2.6413816219294337e-21,6.853172675443614e-31,1.5539575503696413e-23,7.455306796421088e-21
9.884912613707004e-05,0.483601379132584,5.2480982032819354e-11,7.164876951929348e-12,5.833092984948831e-10,4.535942929523553e-09,0.0,0.0,6.482480472730843e-09,6.2096585020256e-11,9.716512388055295e-10,4.0560310368119386e-09,2.813422231111557e-18,6.989018777430259e-32,5.904504366323426e-22,3.460847689672953e-13,2.0071077161126287e-12,6.895207701699102e-11,4.049618319496484e-25,4.351122233015057e-34,1.3285182825570285e-20,4.10733069459595e-26,3.0621726900234504e-13,2.404760629628552e-17,6.0904602665320346e-18,3.573280076766057e-21,5.389195414836404e-30,1.1568437023096926e-20,6.339736758298898e-21,2.850872183786938e-24,8.765000123379785e-21,1.780717128216045e-26,2.1133160170893942e-27,1.557861902467561e-27,3.76,0.0,0.9845032572175741,0.9999861790420695,1.736904652066917e-07,4.0208972630213895e-12,7.0822239837867194e-09,5.104009607981764e-09,5.7895698324912e-16,1.065196607275566e-17,2.083598440137082e-14,1.4153620910960925e-12,1.722237602377269e-07,2.1140835695013004e-09,9.823283327876197e-16,5.719582757047398e-20,6.275279001724438e-13,6.724657121484342e-15,2.5573432327445666e-14,6.802143497275963e-13,1.3634469922848882e-05,2.25429127749093e-21,2.577960673979046e-15,8.694099980909096e-22,9.474893938287547e-22,3.671664627257123e-21,8.49930782390847e-31,1.883446652781022e-23,9.769724014860486e-21
9.999999999999998e-05,0.4836013791772615,5.251062978996876e-11,7.2014073816737e-12,5.90390352048375e-10,4.590331868515963e-09,0.0,0.0,6.558364450876938e-09,6.355164966007757e-11,1.003017272580393e-09,4.103285129532357e-09,2.8477996110874634e-18,7.012379870226129e-32,5.907507604079962e-22,3.460847684044022e-13,2.0110737007850166e-12,6.975583743363523e-11,4.181538326376986e-25,6.282741176139284e-34,1.36008259901146e-20,4.1073390869675955e-26,3.062172674666997e-13,2.4758840140875483e-17,6.103446194233e-18,3.708283570163009e-21,5.487706999968764e-30,1.1758081353147063e-20,6.467177248159228e-21,2.863838395572405e-24,8.816100849873887e-21,1.841830281890371e-26,2.1515649992395345e-27,1.6015255334750086e-27,3.76,0.0,0.984503252934196,0.9999861747615102,1.7781949594161088e-07,4.086742733582157e-12,7.168348738992577e-09,5.183511395478793e-09,5.789568537784401e-16,1.0651963757095316e-17,2.083598427994942e-14,1.4153629394522188e-12,1.7631551544913532e-07,2.140071139327544e-09,9.830713130906905e-16,5.722280808832811e-20,6.27528531311514e-13,6.724670199370155e-15,2.5884444285701228e-14,6.883027344301309e-13,1.3634469864485134e-05,2.2883982654663e-21,2.6850187588495787e-15,8.801645885853753e-22,9.812447813883915e-22,3.824143757476901e-21,8.731206637942334e-31,1.928868229787225e-23,1.010414110739629e-20
0.0001076740766517943,0.4836013791772615,5.2709025562396955e-11,7.445873733791495e-12,6.37777777427125e-10,4.953755935236916e-09,0.0,0.0,7.064474519469202e-09,7.36824338187156e-11,1.2305577873088434e-09,4.418377489724615e-09,3.0779979040399365e-18,7.038932724794433e-32,5.927604591088795e-22,3.460847644883284e-13,2.034401948334776e-12,7.51158079928009e-11,5.139411176240609e-25,9.966607676185292e-34,1.5800891029413715e-20,4.107397316853644e-26,3.062172567666376e-13,2.986167090323215e-17,6.1805943194520916e-18,4.7124913526300195e-21,6.1677875149188866e-30,1.3031555380640253e-20,7.32891665674704e-21,2.9407074464597496e-24,9.156324604996711e-21,2.2859644217460023e-26,2.4150433860506466e-27,1.909030919862238e-27,3.76,0.0,0.9845032230932664,0.9999861449408303,2.0662855331320984e-07,4.5288752768817645e-12,7.744707604968752e-09,5.732023696627182e-09,5.789565078119796e-16,1.0651957561517171e-17,2.083598343586486e-14,1.4153694307258497e-12,2.0485760461961615e-07,2.3139836374155436e-09,9.871956022438803e-16,5.737260413635783e-20,6.275334935078285e-13,6.724770323236594e-15,2.7965779578269323e-14,7.422923038416523e-13,1.363446945789178e-05,2.5207635980005918e-21,3.480523017669729e-15,9.522316598632855e-22,1.2271071630066465e-21,4.957154135417191e-21,1.0385369309819808e-30,2.2463474324063823e-23,1.2542158454917038e-20
0.00011649902716651856,0.48360137922574387,5.2938692429622574e-11,7.728901853411528e-12,6.926403066663463e-10,5.3733160277035536e-09,0.0,0.0,7.646732669233225e-09,8.62526282595182e-11,1.5341300226360108e-09,4.7807240144367126e-09,3.3448170150486996e-18,7.08994153064965e-32,5.950869327014611e-22,3.460847596335208e-13,2.055560971190621e-12,8.128063328296819e-11,6.419351536657601e-25,2.168218165681636e-33,1.8536175863221175e-20,4.107469101434413e-26,3.062172434673787e-13,3.6545392392653553e-17,6.252129654330512e-18,6.114633284137646e-21,7.000192103077942e-30,1.4512260384157835e-20,8.34182377131976e-21,3.011328801504991e-24,9.550361762802622e-21,2.8796075529856593e-26,2.7364732947027133e-27,2.2979502996635256e-27,3.76,0.0,0.9845031860136694,0.9999861078876603,2.42515746619381e-07,5.042908356157414e-12,8.41198316391589e-09,6.4047046952714116e-09,5.789566803221385e-16,1.0651960628916429e-17,2.0835982389063703e-14,1.4153780065344874e-12,2.40395833298768e-07,2.515329773292386e-09,9.905354918913496e-16,5.749396068022709e-20,6.27540305687497e-13,6.724908570614829e-15,3.037543117554019e-14,8.045066340619582e-13,1.3634468952686117e-05,2.798731030546356e-21,4.5853351084709104e-15,1.0358757287963014e-21,1.5571663800446904e-21,6.5307040180266725e-21,1.2533819182510674e-30,2.6431508429121135e-23,1.5830054415179463e-20
0.00012532397768124281,0.48360137927835267,5.316999262079042e-11,8.013974232481276e-12,7.478994104572195e-10,5.794635635201871e-09,0.0,0.0,8.22926383801337e-09,9.980584378288266e-11,1.8861854226331437e-09,5.143070623151401e-09,3.613905863596054e-18,7.129556920657474e-32,5.974299586355756e-22,3.4608475440017883e-13,2.0719766556060675e-12,8.744661342222454e-11,7.905945277072897e-25,3.3451401807743684e-33,2.1491541635134048e-20,4.1075465614140784e-26,3.062172290967597e-13,4.416537543649782e-17,6.309272629478809e-18,7.820093146974789e-21,7.887019297213723e-30,1.600661724178778e-20,9.373318018799753e-21,3.0666866733948914e-24,9.95245938535796e-21,3.5687660769988675e-26,3.0781098007052116e-27,2.7248541121716215e-27,3.76,0.0,0.9845031459574202,0.999986067861218,2.8137337122584755e-07,5.561636210504731e-12,9.084081367485997e-09,7.125870198975377e-09,5.789568315688334e-16,1.065196331505951e-17,2.083598125881736e-14,1.4153872297759303e-12,2.7885595102020367e-07,2.7181312351070556e-09,9.928290315895354e-16,5.757734801235836e-20,6.275479241656416e-13,6.725068836254328e-15,3.2802497983444594e-14,8.668701634093721e-13,1.3634468406940917e-05,3.088415720661468e-21,5.916095289197471e-15,1.1203518416250173e-21,1.941933400313707e-21,8.426067643996938e-21,1.4969049589465051e-30,3.074366283698023e-23,1.9696961772671715e-20
0.00013414892819596709,0.4836013793354119,5.340293667523902e-11,8.301104218448728e-12,8.035576477099298e-10,6.217727265980632e-09,0.0,0.0,8.812076986023898e-09,1.1434077368916637e-10,2.2905644801546514e-09,5.505417328325392e-09,3.885291376517773e-18,7.20943195482029e-32,5.997896437497621e-22,3.4608474878559783e-13,2.084725298002026e-12,9.361381783006728e-11,9.615811354396717e-25,1.833633752777865e-33,2.4667538411049347e-20,4.1076300787338116e-26,3.062172136469277e-13,5.278926731020322e-17,6.3552799846187155e-18,9.872470025042245e-21,8.828857499389784e-30,1.7511583194327378e-20,1.0419357553426609e-20,3.11003385699904e-24,1.0366850865793476e-20,4.360597761983286e-26,3.440472612063378e-27,3.190003335394608e-27,3.76,0.0,0.9845031029030193,0.9999860248400233,3.2322289034218506e-07,6.084007124793338e-12,9.761033342196501e-09,7.89936082020322e-09,5.789566446635539e-16,1.0651959956624162e-17,2.083598004424141e-14,1.4153970308255967e-12,3.2025557663655567e-07,2.9223974056201436e-09,9.944066542714384e-16,5.763475868189911e-20,6.275563593319478e-13,6.725252670862876e-15,3.5247092381292524e-14,9.293959749162207e-13,1.3634467820363301e-05,3.390043193767049e-21,7.497110358707746e-15,1.205669783251536e-21,2.3856981807325263e-21,1.067786499684101e-20,1.7717395170293374e-30,3.540522042325009e-23,2.421294400814311e-20
0.00014297387871069136,0.48360137939724746,5.363753559226873e-11,8.590305288592927e-12,8.596176077401085e-10,6.642603509337137e-09,0.0,0.0,9.395181118435069e-09,1.2985612918429588e-10,2.7511308536643523e-09,5.867764142845565e-09,4.159001048799356e-18,7.256139288971098e-32,6.021660995554705e-22,3.460847427870615e-13,2.0946381554446484e-12,9.978232327501234e-11,1.1565681987223134e-24,1.1118666704894947e-33,2.8064762951804103e-20,4.107719119584484e-26,3.062171971099831e-13,6.248566173270216e-17,6.392669525707331e-18,1.2318594974742154e-20,9.826290793346131e-30,1.90248083628948e-20,1.1476772254975383e-20,3.143968745924923e-24,1.0796902069692237e-20,5.262349867554457e-26,3.8240941019490765e-27,3.693694204576815e-27,3.76,0.0,0.9845030568288271,0.9999859788024583,3.6808590602033205e-07,6.609208989333759e-12,1.0442870583972752e-08,8.72904033963601e-09,5.789565458094194e-16,1.0651958170544159e-17,2.0835978745605347e-14,1.4154077498936726e-12,3.6461244468758705e-07,3.1281377805449833e-09,9.95492859481018e-16,5.767434645008778e-20,6.275659559918394e-13,6.725465251724922e-15,3.7709328081970536e-14,9.920974165144882e-13,1.3634467192658519e-05,3.703842394649681e-21,9.353280403347082e-15,1.2918394687952654e-21,2.8927757912068034e-21,1.3321561067797412e-20,2.080714556330838e-30,4.042166365259602e-23,2.9454947368002565e-20
0.00016062377974013987,0.48360137953656035,5.411174125234226e-11,9.174975026173827e-12,9.729531891376022e-10,7.497760604818428e-09,0.0,0.0,1.0562298587881971e-08,1.6382305157424325e-10,3.8563969343010755e-09,6.592458160143953e-09,4.7135054953295174e-18,7.412326587388789e-32,6.069697614662937e-22,3.460847296271606e-13,2.108352391694372e-12,1.1212357470779664e-10,1.6252934661035098e-24,4.55817787044832e-33,3.552552161949678e-20,4.107913998306609e-26,3.062171607428964e-13,8.537461468492536e-17,6.448860375017635e-18,1.859569593070262e-20,1.1990329878783898e-29,2.206926478013886e-20,1.3616425174929025e-20,3.191318185444441e-24,1.1714147789175531e-20,7.424921428088621e-26,4.657297969289603e-27,4.818065674643264e-27,3.76,0.0,0.9845029555338061,0.9999858775910392,4.669395383994507e-07,7.665765683480968e-12,1.1821328502759623e-08,1.0572537967456622e-08,5.789563490824102e-16,1.0651954612098292e-17,2.0835975893002152e-14,1.4154317026328815e-12,4.6226943267010547e-07,3.5440796370982654e-09,9.967359424523004e-16,5.771982858780208e-20,6.275886992896322e-13,6.725983427933784e-15,4.268718420077115e-14,1.1180819560962366e-12,1.3634465812678814e-05,4.3688894036502206e-21,1.3993608489747122e-14,1.4667745188999572e-21,4.1142648963779996e-21,1.9930672097482162e-20,2.81338705006243e-30,5.154217116658365e-23,4.246116243756034e-20
0.00017827368076958839,0.48360137969893724,5.459269744662665e-11,9.76809339639878e-12,1.0879273757853097e-09,8.360209299499727e-09,0.0,0.0,1.173068921565658e-08,2.0169666049742046e-10,5.2333620919445455e-09,7.317152806190153e-09,5.277649251157386e-18,7.71456372441031e-32,6.118418346587526e-22,3.4608471489837794e-13,2.1167116390268016e-12,1.2447108910395557e-10,2.210384291985586e-24,1.4383890370468138e-32,4.387956224366135e-20,4.108131654786394e-26,3.0621711993126085e-13,1.1339718745575052e-16,6.488753757931719e-18,2.709146160798694e-20,1.4384000316295073e-29,2.512983767146102e-20,1.5778261098165126e-20,3.2203241798473025e-24,1.2720289032674256e-20,1.0116257262567789e-25,5.582232337422757e-27,6.1011123010562155e-27,3.76,0.0,0.9845028418964012,0.9999857640511769,5.7810991769453e-07,8.72779942295446e-12,1.3219713248790223e-08,1.2687742560646032e-08,5.789566173110402e-16,1.0651959358006771e-17,2.0835972696084977e-14,1.4154591131619715e-12,5.719711551758152e-07,3.9660346608418265e-09,9.973036840296604e-16,5.774085045828584e-20,6.276167030625886e-13,6.7266417471087085e-15,4.773699826942219e-14,1.2449360984306321e-12,1.3634464264605047e-05,5.085460007853583e-21,2.0047884237278458e-14,1.6452397755200987e-21,5.6414838815419824e-21,2.855364792543028e-20,3.721512405724324e-30,6.415326603659568e-23,5.948108698197953e-20
0.0001959235817990369,0.4836013798870558,5.50804932933038e-11,1.0369772393129803e-11,1.204561737980944e-09,9.230053324758966e-09,0.0,0.0,1.2900426727727576e-08,2.4346729504167396e-10,6.913785337999329e-09,8.041848231412172e-09,5.8516697315732415e-18,7.541280953525516e-32,6.167832222340766e-22,3.460846985783196e-13,2.121904045292801e-12,1.3682565155553784e-10,2.925639348893869e-24,8.10087704951346e-33,5.3133439108390894e-20,4.108373192231017e-26,3.062170746099896e-13,1.4712973261708654e-16,6.519016548353485e-18,3.829898815640734e-20,1.7012334500930563e-29,2.820035194517561e-20,1.7953720116601917e-20,3.2383641534689532e-24,1.3826477460096295e-20,1.3399024803244518e-25,6.603682921241815e-27,7.546600036543786e-27,3.76,0.0,0.9845027157383416,0.999985638004776,7.017750023132954e-07,9.793176374249153e-12,1.4638287189247483e-08,1.5106414237886294e-08,5.789564269745002e-16,1.065195590337483e-17,2.0835969149039923e-14,1.4154898311581096e-12,6.938637809716279e-07,4.394081993824884e-09,9.975826123884058e-16,5.775143944815373e-20,6.276503858741522e-13,6.727457741196776e-15,5.285971752855435e-14,1.3727767200032312e-12,1.3634462546008948e-05,5.855517102050943e-21,2.7736186211694285e-14,1.827321198117014e-21,7.510021435169458e-21,3.950394421340446e-20,4.834890455274455e-30,7.830664445417775e-23,8.140972064555635e-20
