Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78)
9.526180899464315e-18,0.48360137879338,1.0440565997208278e-27,2.50098402047103e-32,1.0143940974095563e-33,9.977772967937262e-24,0.0,0.0,3.180198473685743e-22,3.957981835295204e-37,7.665395425734316e-42,8.921328720262025e-42,2.8889543651849743e-52,2.885443244252918e-66,1.2750802364850696e-41,3.536744003300276e-31,1.6633404339816394e-27,1.0569993857926036e-41,4.376136388627621e-77,1.4106635929215955e-85,6.790925747046882e-58,4.621714032814463e-72,4.017721272279558e-22,1.1641394947702806e-56,1.3818406675876592e-43,1.9540388904722032e-79,7.146088192696972e-66,1.3489891004537567e-58,4.134056938496112e-64,2.4446237545136993e-66,2.10044491087056e-56,5.068599666277901e-83,7.378516655901786e-77,1.5214082198224957e-89,3.76,0.0,0.9845034437444128,0.9999999999996404,1.2939758884564808e-42,3.009432485250476e-40,3.1802089142356273e-22,4.0177212758163207e-22,4.669806587754348e-47,1.994213232362093e-45,2.595717948926739e-37,9.977772967890342e-24,1.0148073972413079e-33,5.5415644761084675e-34,1.8174372500968315e-40,1.998729108060396e-39,4.5323266500864413e-35,1.6633404326415712e-27,1.109583587786435e-36,3.1138313799440365e-37,3.5958388875375695e-13,3.9865530471873485e-59,3.1280740921229935e-55,1.4097984119401074e-58,1.695616865573655e-69,2.45358401427763e-69,5.416010305366038e-84,6.110811991523759e-57,6.669805186062746e-67
1.9060638237590195e-17,0.48360137879338,2.0890203767245058e-27,5.004446034521462e-32,4.060220002439084e-33,1.9964214722119485e-23,0.0,0.0,6.3631599347493475e-22,1.584224213952679e-36,6.136977221015723e-41,7.142489123835239e-41,2.312920145506495e-51,2.3101090653890763e-65,5.103643896501953e-41,1.41561930139352e-30,3.328125994317124e-27,5.783111853041618e-41,1.4020925193449704e-75,2.2588997085667274e-84,5.436869771196218e-57,1.4812637885871988e-70,8.038933172815956e-22,9.320194424457523e-56,5.530963850926981e-43,3.1304005006976855e-78,5.72121568139751e-65,1.0802853626435017e-57,3.3105984185047764e-63,1.9577019942585977e-65,1.6816330901735257e-55,1.6239543392163558e-81,1.1815240151410945e-75,4.8745170165656227e-88,3.76,0.0,0.9845034437444128,0.9999999999992805,1.035967502319716e-41,1.2045572748401053e-39,6.36318082488862e-22,8.038933186972226e-22,3.738685618470235e-46,1.5965831414246577e-44,1.0398202781803399e-36,1.996421472193168e-23,4.061874253352251e-33,2.218069963803419e-33,7.274486159851907e-40,8.000125180298908e-39,1.8141118184242894e-34,3.328125988953358e-27,4.441226005727007e-36,1.2463440398498536e-36,7.194801748280964e-13,3.192530094385928e-58,2.5043612766653028e-54,1.1287040630247126e-57,2.7161441988960046e-68,3.928931187461106e-68,1.7352629644250159e-82,4.893605551035196e-56,1.0683279507081995e-65
3.812955291384196e-17,0.48360137879337994,4.1789482031045306e-27,1.001228581242981e-31,1.624616889519817e-32,3.993709823048397e-23,0.0,0.0,1.2729082856871953e-21,6.338960403407159e-36,4.911446916425894e-40,5.716164604830962e-40,1.8510391327642235e-50,1.8487893367603022e-64,2.0421223354538953e-40,5.6643211189846706e-30,6.657697114986259e-27,3.5562902231985316e-40,4.489464283877691e-74,3.615710635294507e-83,4.351148192639724e-56,4.743751650357588e-69,1.608135695264063e-21,7.458988136583764e-55,2.2131059816679544e-42,5.0129285789240944e-77,4.578711338862648e-64,8.646661416845444e-57,2.649820537328164e-62,1.5669875802043866e-64,1.34581755644484e-54,5.199860142892891e-80,1.8912078879988015e-74,1.5608079122677853e-86,3.76,0.0,0.9845034437444128,0.9999999999985607,8.290888516370913e-41,4.819798107868278e-39,1.2729124646095911e-21,1.6081357009284149e-21,2.9920862077195926e-45,1.2777517289685172e-43,4.1674908529154773e-36,3.99370982297325e-23,1.6252787849511699e-32,8.875169024963595e-33,2.9107426348849716e-39,3.2010920643966703e-38,7.25881026357829e-34,6.657697093524199e-27,1.7770688958048344e-35,4.9869995976505775e-36,1.4392727089774065e-12,2.5555475706473884e-57,2.0042501478556411e-53,9.033190176562002e-57,4.34835805061234e-67,6.288848537403842e-67,5.556267311071994e-81,3.916867787271691e-55,1.710252544337956e-64
7.62673822663455e-17,0.48360137879338,8.358804945393845e-27,2.003162843271814e-31,6.499525608274003e-32,7.988286524721307e-23,0.0,0.0,2.546092870109873e-21,2.535996929673494e-35,3.9299037327669933e-39,4.573804261912518e-39,1.4811126601313946e-49,1.479312357377453e-63,8.169819063621191e-40,2.266097273136802e-29,1.3316839356317246e-26,2.4167432051598643e-39,1.437071640735586e-72,5.786314191248979e-82,3.481579645601425e-55,1.5185939662401308e-67,3.2166204427297505e-21,5.968323789818575e-54,8.853865013885098e-42,8.030073736987407e-76,3.663664736633745e-63,6.919081044003506e-56,2.120393281965633e-61,1.2539595771303976e-63,1.076858524585562e-53,1.6644684268921044e-78,3.026548344905323e-73,4.996126122457821e-85,3.76,0.0,0.9845034437444128,0.9999999999971211,6.633970458669775e-40,1.9282330895508945e-38,2.546101228811573e-21,3.2166204653908456e-21,2.394125889220777e-44,1.0223954889209332e-42,1.6727528535964365e-35,7.98828652442067e-23,6.502173457692665e-32,3.5506455261481193e-32,1.1644870904069575e-38,1.2806452105189987e-37,2.903996770618142e-33,1.3316839270454957e-26,7.109432717285991e-35,1.9951245729400123e-35,2.8788576252785676e-12,2.0453801063331518e-56,1.6037046339666666e-52,7.228127298206158e-56,6.959395106974561e-66,1.0064204919310687e-65,1.778553770243289e-79,3.134287753367424e-54,2.737146533586843e-63
1.5254304097135254e-16,0.48360137879338,1.6718522788398216e-26,4.008496645311481e-31,2.6000219663570706e-31,1.5977439928067182e-22,0.0,0.0,5.092462038947858e-21,1.0144813314095501e-34,3.1442214728902314e-38,3.6593973901393434e-38,1.1850028213463495e-48,1.1835622437662254e-62,3.268193571706421e-39,9.065126718769398e-29,2.663512383895056e-26,1.762037102775186e-38,4.599338238110322e-71,9.25904456335665e-81,2.7855281812657596e-54,4.860450314220001e-66,6.4335899036641334e-21,4.775112391858512e-53,3.541834243008292e-41,1.2889566230530247e-74,2.9312100842969875e-62,5.535965807329129e-55,1.6965293926323386e-60,1.0033779488389342e-62,8.615686234050909e-53,5.32712015138018e-77,4.842969991231551e-72,1.5990071184723755e-83,3.76,0.0,0.9845034437444128,0.9999999999942419,5.3076802426637384e-39,7.713560095706531e-38,5.0924787570576315e-21,6.433589994315891e-21,1.9154862851937238e-43,8.179940064252308e-42,6.735440679761755e-35,1.5977439926864534e-22,2.6010810616690753e-31,1.4203738018408247e-31,4.658331463669462e-38,5.1229972942083775e-37,1.1616932479260263e-32,2.6635123495472766e-26,2.8440045159842374e-34,7.9811478055802e-35,5.7580268498911826e-12,1.6372129797487125e-55,1.2830855264702583e-51,5.7833748314543286e-55,1.1136649249266177e-64,1.610436536766835e-64,5.692248736834585e-78,2.5077476367909726e-53,4.380028484650126e-62
3.050943583813667e-16,0.48360137879337994,3.343797591057932e-26,8.02502577886557e-31,1.0400512110114805e-30,3.1955746734759164e-22,0.0,0.0,1.0185200376594342e-20,4.058090450587675e-34,2.5154965392601473e-37,2.9276673714180385e-37,9.480475602249929e-48,9.468947256359258e-62,1.307330606193346e-38,3.626198156086235e-28,5.327169280410616e-26,1.3410783048353803e-37,1.4719016498466564e-69,1.4815224834705598e-79,2.2285283364780597e-53,1.5554960076636547e-64,1.2867528689544934e-20,3.820271266139949e-52,1.4167913463351596e-40,2.086026517155896e-73,2.3450793898496865e-61,4.4290532475997765e-54,1.3573094261727158e-59,8.02886423331803e-62,6.892876271290587e-52,1.7048098146577664e-75,7.749146117874417e-71,5.117218817193037e-82,3.76,0.0,0.9845034437444128,0.9999999999884835,4.246345697056843e-38,3.085549590247958e-37,1.0185233812918119e-20,1.2867529052166713e-20,1.5324677178417317e-42,6.544261964250273e-41,2.7293950825268573e-34,3.195574672994837e-22,1.0404747618456069e-30,5.6817263976976555e-31,1.8634116102862712e-37,2.049281933416526e-36,4.646962077065802e-32,5.327169143013358e-26,1.1376480824754341e-33,3.1925890294670017e-34,1.1516362867158608e-11,1.310985227637518e-54,1.0265171515150716e-50,4.6274376683339286e-54,1.7819929470576796e-63,2.576829301945947e-63,1.8216594548720732e-76,2.0063250682977183e-52,7.00852075779523e-61
6.101969932013949e-16,0.48360137879338,6.68769519193863e-26,1.6081533504246555e-30,4.160290321308787e-30,6.391236034814409e-22,0.0,0.0,2.0370677051769368e-20,1.6232692058047944e-33,2.0124449129021157e-36,2.3422062577584223e-36,7.584565274362653e-47,7.575337293604551e-61,5.229428672610187e-38,1.4505087071399198e-27,1.0654483073400217e-25,1.045440385877394e-36,4.710266463573058e-68,2.370496258262385e-78,1.7828649867457877e-52,5.766967585994239e-63,2.5735405717354696e-20,3.056289554256267e-51,5.66728068236513e-40,3.544098587501172e-72,1.8761080395863724e-60,3.543355155436676e-53,1.0858819068126178e-58,6.425426790673198e-61,5.514432016752156e-51,5.4556013752176204e-74,1.2398949091002934e-69,1.637574150154411e-80,3.76,0.0,0.9845034437444128,0.999999999976967,3.3971570679586997e-37,1.2342449469351205e-36,2.0370743922112594e-20,2.57354071678713e-20,1.2260127809615833e-41,5.23553263602188e-40,1.1198681458399953e-33,6.391236032890045e-22,4.161983722863027e-30,2.2727367974407847e-30,7.453823707154307e-37,8.197291546804587e-36,1.8588226479892793e-31,1.065448252379561e-25,4.5506847926699504e-33,1.2770615935727403e-33,2.303302517387047e-11,1.050636170360679e-53,8.21233213896082e-50,3.7028670090815925e-53,2.851290563515603e-62,4.12303103354971e-62,5.829529778585406e-75,1.6051108036944147e-51,1.1214013127906732e-59
1.2204022628414512e-15,0.48360137879338,1.3375518315282206e-25,3.228837351108588e-30,1.6641337255816944e-29,1.278255875749181e-21,0.0,0.0,4.0741630401647675e-20,6.493142874881758e-33,1.6099749005172326e-35,1.8738140713966744e-35,6.067731857737759e-46,6.060341249209033e-60,2.0917926315378145e-37,5.802093322210923e-27,2.130911065923652e-25,8.253830186533145e-36,1.5073141050917455e-66,3.7928422422940434e-77,1.426308916414664e-51,1.8533595656103028e-61,5.147115759716707e-20,2.4450606576855215e-50,2.2669353299247314e-39,6.8754738962017834e-71,1.500904239073809e-59,2.8347296491631623e-52,8.687192720096055e-58,5.143834220240495e-60,4.411598146159314e-50,1.745825890312483e-72,1.9838570749181253e-68,5.240344750503095e-79,3.76,0.0,0.9845034437444128,0.9999999999539336,2.7177577101063622e-36,4.937030009830394e-36,4.074176413039555e-20,5.147116339929225e-20,9.80837075649168e-41,4.1884738891929677e-39,4.7042234097854266e-33,1.2782558749794229e-21,1.6648104240858503e-29,9.091039663083284e-30,2.981580307253456e-36,3.2789476046110605e-35,7.435366222295277e-31,2.1309108460760576e-25,1.820292336951677e-32,5.108298337336723e-33,4.606631087606795e-11,8.434274110446613e-53,6.569943683393069e-49,2.9636551586224177e-52,4.56214283390835e-61,6.596931287894025e-61,1.86548266173932e-73,1.284108885224136e-50,1.7942724161848118e-58
2.440812802121564e-15,0.48360137879337994,2.675127637473242e-25,6.507756553289579e-30,6.656574108232024e-29,2.5565204202848515e-21,0.0,0.0,8.148353709951726e-20,2.597270360292176e-32,1.2879873442915882e-34,1.4991030762070352e-34,4.8542264940965276e-45,4.848300954022774e-59,8.367212153224057e-37,2.3208487106392526e-26,4.261836583052283e-25,6.559185488314819e-35,4.8234502646310945e-65,6.068586173206265e-76,1.141053903650121e-50,5.931599780619593e-60,1.0294265265356468e-19,1.9560601277128903e-49,9.067787412841235e-39,1.863474443615444e-69,1.200730508003271e-58,2.26780273130017e-51,6.949809162788588e-57,4.120558290056173e-59,3.529299741654377e-49,5.586695439079057e-71,3.174191482823831e-67,1.6769306271328408e-77,3.76,0.0,0.9845034437444128,0.9999999999078673,2.1742187523605763e-35,1.9748220483785192e-35,8.148380450653744e-20,1.0294267586218115e-19,7.846986537520858e-40,3.350795909821351e-38,2.0614636860641144e-32,2.5565204172057658e-21,6.65927556392565e-29,3.636434356598493e-29,1.1926545845136338e-35,1.3115838174270201e-34,2.9741616113242664e-30,4.26183570362932e-25,7.281205605060882e-32,2.0433297267991717e-32,9.213272663608385e-11,6.793961644972112e-52,5.2559861365280616e-48,2.3730604288271928e-51,7.299479087489815e-60,1.0555149968719442e-59,5.96958405454953e-72,1.027295112886473e-49,2.870859868898221e-57
3.6612233414016766e-15,0.48360137879337994,4.012714637338028e-25,9.824248334658323e-30,1.41452489967557e-28,3.834784964820737e-21,0.0,0.0,1.2222544379549987e-19,5.519207772039427e-32,3.682844065591038e-34,4.2865748967409135e-34,1.3880095079700294e-44,1.3863130330285857e-58,1.778035105712973e-36,4.9318102670526694e-26,6.392762100160817e-25,1.8722946419424745e-34,2.256521500714257e-64,2.2336458758406526e-75,3.2627059774829974e-50,2.622312266874617e-59,1.5441413900673662e-19,5.593117942477832e-49,1.9269077036860357e-38,8.273082749156273e-69,3.433344015146282e-58,6.73255630210062e-51,2.0632292347332484e-56,1.2242145908719768e-58,1.0091607291858794e-48,2.613585211256057e-70,1.1683149085689182e-66,7.845077071735448e-77,3.76,0.0,0.9845034437444128,0.9999999998618011,6.216915698268729e-35,4.19650313058344e-35,1.2222584484225533e-19,1.544141883251171e-19,2.243791108003027e-39,9.58119158912401e-38,4.644646116953444e-32,3.8347849582776154e-21,1.4150981737805086e-28,7.727434561060392e-29,2.5344188643600046e-35,2.787116997443141e-34,6.320102871364155e-30,6.392760231342933e-25,1.5472583916003861e-31,4.3420821634853164e-32,1.3819898675224655e-10,2.014069758931718e-51,1.502885826498584e-47,6.789720909134734e-51,2.782930370262865e-59,3.8850003535731496e-59,2.7927079598001715e-71,3.0497777724324044e-49,1.0861042753899414e-56
6.102044419961903e-15,0.48360137879338005,6.6879335138946795e-25,1.6607693241043626e-29,3.9107564878735463e-28,6.391314053893561e-21,0.0,0.0,2.0370925717991706e-19,1.5259007950944075e-31,1.692500757783401e-33,1.9700519044763534e-33,6.378814976505808e-44,6.3709889031742504e-58,4.915750150709285e-36,1.363501987266689e-25,1.0654613134445751e-24,8.587296283711505e-34,3.2957886295421204e-63,1.718589185526865e-74,1.4994210638457548e-49,4.2289684046345924e-58,2.573570769001897e-19,2.5703936778770343e-48,5.327340630290821e-38,1.856694409799646e-67,1.5778400847493878e-57,3.153681314156636e-50,9.664622528991427e-56,5.749222172288386e-58,4.637736514167124e-48,3.8173028688479235e-69,8.989130078073252e-66,1.1458277666671391e-75,3.76,0.0,0.9845034437444128,0.9999999997696692,2.8570677393944563e-34,1.1602113434278214e-34,2.0370992535199507e-19,2.5735721325117704e-19,1.0312203387092029e-38,4.403160331326999e-37,1.472333681793897e-31,6.391314035803338e-21,3.9123358204574077e-28,2.136411420300297e-28,7.007104404551258e-35,7.70554989838047e-34,1.7473250449122922e-29,1.0654607967412225e-24,4.277719663048103e-31,1.2004597205803722e-31,2.3033088441336608e-10,9.534943616312532e-51,6.906716945977646e-47,3.1262263161504523e-50,2.288499940839256e-58,2.989154083944345e-58,4.078896483041397e-70,1.428580497550901e-48,8.571663538539075e-56
8.298783390666106e-15,0.48360137879338,9.09566682495751e-25,2.2834452543086138e-29,6.963908793914104e-28,8.692190234060099e-21,0.0,0.0,2.7704468921979563e-19,2.717178609961353e-31,3.809803684818585e-33,4.434691795009553e-33,1.4358691136667256e-43,1.4341037627596562e-57,8.753497900519383e-36,2.4279937786576463e-25,1.4490279065463463e-24,1.9317791277674314e-33,1.1800068267270042e-62,4.7330645737463204e-74,3.375183616930389e-49,1.5683157794743672e-57,3.5000569288397643e-19,5.785933529055127e-48,9.48642008894568e-38,8.065409535418133e-67,3.551704119484674e-57,7.277449309728568e-50,2.230211428882377e-55,1.328776521024751e-57,1.0439504877074429e-47,1.366727195370306e-68,2.4756429806657505e-65,4.1024710187998563e-75,3.76,0.0,0.9845034437444128,0.9999999996867511,6.4312334296278776e-34,2.0659937104974945e-34,2.7704559768015e-19,3.5000593568478296e-19,2.321337246859066e-38,9.91146636030014e-37,2.843974319652323e-31,8.69219020184629e-21,6.966714503714934e-28,3.8043177011306576e-28,1.2477785895863466e-34,1.372128494948315e-33,3.1114697906185444e-29,1.4490269864155468e-24,7.6173542475791e-31,2.137664180713028e-31,3.132490894256224e-10,2.2107351702160687e-50,1.5546959056882176e-46,7.046105148613034e-50,6.674497138831984e-58,8.232247497866689e-58,1.4603822086067322e-69,3.296588882716308e-48,2.4054908880630237e-55
1.0495522361370309e-14,0.48360137879338,1.150343867025318e-24,2.9190134026286454e-29,1.0870773727382749e-27,1.0993066414227857e-20,0.0,0.0,3.5038012125322083e-19,4.24155548664797e-31,7.200778244274965e-33,8.382101631002629e-33,2.7138939369854063e-43,2.7105499525684666e-57,1.366433623048944e-35,3.790132919537426e-25,1.8325944996780813e-24,3.649677153587023e-33,3.1182262125229325e-62,1.0660281006718014e-73,6.379318973803274e-49,4.1025262694198675e-57,4.426542791029892e-19,1.0935794798138798e-47,1.480844022657083e-37,2.2871677001141552e-66,6.71295428477346e-57,1.4012302152635248e-49,4.294139231725754e-55,2.5621010850904624e-57,1.9731352271599648e-47,3.6116440577267812e-68,5.575890464009736e-65,1.0841001783045065e-74,3.76,0.0,0.9845034437444128,0.9999999996038333,1.2155452280258668e-33,3.2250463500587236e-34,3.50381269870056e-19,4.4265465811854975e-19,4.387617549626231e-38,1.8733305727617367e-36,4.78941772974263e-31,1.0993066363940908e-20,1.0875143062804612e-27,5.938595473827023e-28,1.9478325143288184e-34,2.1419089268236397e-33,4.857049767560753e-29,1.8325930632857417e-24,1.189079969772148e-30,3.3369249985199953e-31,3.9616676215043827e-10,4.277208740515644e-50,2.9384774928430395e-46,1.333325657872108e-49,1.5272535196360143e-57,1.854147929618617e-57,3.8591253255914844e-69,6.347373918428216e-48,5.50750939558389e-55
1.2692261332074512e-14,0.48360137879338,1.3911246987303645e-24,3.566771806249538e-29,1.5584062723836275e-27,1.329394259439691e-20,0.0,0.0,4.2371555328055017e-19,6.080579732404747e-31,1.2035828466858879e-32,1.40107458416973e-32,4.5361825295867744e-43,4.530581729153093e-57,1.9588822002088242e-35,5.433431371519848e-25,2.2161610928486862e-24,6.0985911847180554e-33,7.064150886331208e-62,2.0488788692261237e-73,1.0662792076042295e-48,9.45681764080625e-57,5.353028372060266e-19,1.8278770238452397e-47,2.122898108530313e-37,5.947215183062322e-66,1.122045089461926e-56,2.3824379156923612e-49,7.30109491054354e-55,4.362537638064489e-57,3.2980216751257915e-47,8.181959582732839e-68,1.0716719375819923e-64,2.4559679063657123e-74,3.76,0.0,0.9845034437444128,0.9999999995209162,2.031737916771063e-33,4.623339606157806e-34,4.2371694192937143e-19,5.353033805524685e-19,7.333952139535546e-38,3.1311989801409405e-36,7.344138332897257e-31,1.32939425223059e-20,1.5590312249195565e-27,8.513410549647733e-28,2.792403853562151e-34,3.07057792008572e-33,6.962935746889196e-29,2.216159033600527e-24,1.704632819441959e-30,4.783725821138842e-31,4.790839320763474e-10,7.310463774355813e-50,4.911554769161027e-46,2.231353994776353e-49,3.020248574773023e-57,3.563623131415622e-57,8.742588947475074e-69,1.0792081918249915e-47,1.0739976838499584e-54
1.708573927348292e-14,0.48360137879338,1.8726947002797062e-24,4.890123474282897e-29,2.684968177210881e-27,1.7895694954738374e-20,0.0,0.0,5.703864173213074e-19,1.0476175774073758e-30,2.56951204771876e-32,2.9912658897581634e-32,9.684271801544054e-43,9.672275084937001e-57,3.374939692550708e-35,9.36120646727172e-25,2.9832942793090593e-24,1.3015560391703674e-32,2.4690296434937654e-61,5.298343718337255e-73,2.2763850370753837e-48,3.4614611254372477e-56,7.2059988929416e-19,3.9023098796346736e-47,3.6575219115297045e-37,2.748213256658749e-65,2.3954388365044833e-56,5.267602359162844e-49,1.614280341129726e-54,9.672096983646803e-57,7.040902656616626e-47,2.8597217406794708e-67,2.7713136964017632e-64,8.584023442898386e-74,3.76,0.0,0.9845034437444128,0.9999999993550831,4.337528788114364e-33,7.965509953519568e-34,5.703882857501928e-19,7.206008254206524e-19,1.5657896348124907e-37,6.684744888407924e-36,1.4037302765025044e-30,1.7895694830530542e-20,2.686040781212741e-27,1.4667677930590475e-27,4.8111335625216635e-34,5.290256306097013e-33,1.1996378925574808e-28,2.9832907312325786e-24,2.9368958546130014e-30,8.241837902942442e-31,6.449171253131476e-10,1.6319198384114924e-49,1.0485611744034774e-45,4.775461533862154e-49,8.448129622007746e-57,9.215421877405688e-57,3.055651087855247e-68,2.3861336275705715e-47,2.851424003386377e-54
2.1479217214891327e-14,0.48360137879338,2.354278244050608e-24,6.258638050429486e-29,4.109618929937711e-27,2.24974473150858e-20,0.0,0.0,7.170572813395324e-19,1.6034836574651416e-30,4.672378207266096e-32,5.439517407503368e-32,1.7609863146927196e-42,1.7587980382249808e-56,5.16568224803065e-35,1.4328259494471195e-24,3.750427466002193e-24,2.3662283132858694e-32,6.430355174234314e-61,1.1220603409140315e-72,4.1393596355261596e-48,9.292030740388658e-56,9.058968374542747e-19,7.095927823805076e-47,5.598203681629971e-37,8.4666778081963e-65,4.355846028797872e-56,9.868794538306765e-49,3.0243335239586824e-54,1.8166752365244403e-56,1.280312034881098e-46,7.447877245287113e-67,5.868968219500389e-64,2.2356349687748923e-73,3.76,0.0,0.9845034437444128,0.9999999991892516,7.887324639067559e-33,1.2192011007230502e-33,7.170596290882981e-19,9.058982702893977e-19,2.8473460755364747e-37,1.215546842074459e-35,2.3549655790069568e-30,2.2497447124968978e-20,4.1112545121473694e-27,2.2450350498254296e-27,7.36411018214226e-34,8.097245514262509e-33,1.8361659742404218e-28,3.7504220349928604e-24,4.495212445486957e-30,1.261495860495108e-30,8.107484600257924e-10,3.0859432511966e-49,1.906694925313558e-45,8.704558495820128e-49,1.8916688148190964e-56,1.9516006279060831e-56,7.958117833211481e-68,4.4703784556379e-47,6.185126005366975e-54
2.5872695156299733e-14,0.48360137879338,2.8358762985009443e-24,7.675463237180076e-29,5.852578604670721e-27,2.7099199675440567e-20,0.0,0.0,8.637281453336962e-19,2.2835450170017426e-30,7.729024345710876e-32,8.99840163384512e-32,2.91302608654977e-42,2.909394810252066e-56,7.356523660689609e-35,2.040508121508814e-24,4.517560653017043e-24,3.913579066549528e-32,1.4533121586016566e-60,2.1228068410101363e-72,6.847309439547365e-48,2.151788895009942e-55,1.0911936746372279e-18,1.1738050711251723e-46,7.972485399638295e-37,2.231235689036324e-64,7.205420143332079e-56,1.6702019920711384e-48,5.1183993216159577e-54,3.0825695822993536e-56,2.1178864536942882e-46,1.6832806744528934e-66,1.1103400583994408e-63,5.0527317657174614e-73,3.76,0.0,0.9845034437444128,0.9999999990234223,1.3047172895283464e-32,1.7362824907140686e-33,8.637309719109462e-19,1.091195715158743e-18,4.710280525131605e-37,2.0107492136118312e-35,3.6538169482115924e-30,2.709919940468612e-20,5.854898927458997e-27,3.1971879259226e-27,1.0487612943921089e-33,1.153137659014606e-32,2.614911370080306e-28,4.5175529181662715e-24,6.401697861495423e-30,1.796515087705125e-30,9.765778101755787e-10,5.277353058951136e-49,3.154045866562247e-45,1.4434714688977654e-48,3.7375727502488616e-56,3.6921969033471853e-56,1.7985898367840883e-67,7.565678021900773e-47,1.19534939976301e-53
3.4659651039116546e-14,0.48360137879338,3.799117077524024e-24,1.0657309468723214e-28,1.0311370054776914e-26,3.6302704396178733e-20,0.0,0.0,1.1570698732484885e-18,4.023251873682291e-30,1.7828399312639793e-31,2.075863619221232e-31,6.719490082072478e-42,6.711047939268361e-56,1.2961046742645407e-34,3.595055823674867e-24,6.0518270284996555e-24,9.025277642233728e-32,6.264045369343804e-60,6.433887218156418e-72,1.5794573532672877e-47,9.371937517083527e-55,1.4617870098185555e-18,2.707596379079784e-46,1.404628162558975e-36,1.3202129483429228e-63,1.6620620989478594e-55,3.971957799573665e-48,1.2172192734612236e-53,7.376178514262858e-56,4.88529447712382e-46,7.255255571839874e-66,3.3652623958530873e-63,2.1778443536206153e-72,3.76,0.0,0.9845034437444128,0.9999999986917697,3.0095678098627786e-32,3.059060248125674e-33,1.1570736559808282e-18,1.461790604899266e-18,1.086635777574698e-36,4.638145748222954e-35,7.6129005277185e-30,3.630270391912698e-20,1.0315423106217913e-26,5.6329488365714206e-27,1.847861821512212e-33,2.031637173862754e-32,4.607067921640966e-28,6.051813399054869e-24,1.1278792896465561e-29,3.165180727316376e-30,1.3082304450913894e-09,1.2895174799103874e-48,7.275384534328874e-45,3.348946483627772e-48,1.192678156207585e-55,1.1190430439362059e-55,7.75215030336139e-67,1.7992073027368925e-46,3.7613967530987265e-53
4.344660692193336e-14,0.48360137879338,4.762417536998001e-24,1.383665150488579e-28,1.6063289007252523e-26,4.550620911696091e-20,0.0,0.0,1.4504116010655398e-18,6.267493153009085e-30,3.4248639973361534e-31,3.988161763643755e-31,1.2908366885582742e-41,1.289203044161233e-55,2.0190939224283813e-34,5.600437499129059e-24,7.586093406361882e-24,1.7335231798126046e-31,1.8420596658779693e-59,1.5132531293672916e-71,3.0341646031940794e-47,2.784272190602686e-54,1.8323798941639732e-18,5.20133890061767e-46,2.188154646473711e-36,4.732490238884746e-63,3.192849642330793e-55,7.757099550344581e-48,2.3771832535818195e-53,1.44872574256086e-55,9.384736821200835e-46,2.133544314216754e-65,7.915111454849834e-63,6.404410124039745e-72,3.76,0.0,0.9845034437444128,0.9999999983601252,5.781428332152032e-32,4.76545833304209e-33,1.4504163379567076e-18,1.832385494642225e-18,2.087668313617148e-36,8.909929112797215e-35,1.3666947076797083e-29,4.550620837376364e-20,1.606954910841046e-26,8.775107597602576e-27,2.878796780337826e-33,3.1649013786124853e-32,7.176972101474675e-28,7.586072171344244e-24,1.7570295881949738e-29,4.930774686466322e-30,1.6398750181671657e-09,2.5837608566653504e-48,1.397613812504587e-44,6.467526198892493e-48,2.8765655985104185e-55,2.6319887517116885e-55,2.27963972998437e-66,3.513777539111717e-46,9.035598109163436e-53
