Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37)
5.9022801088360554e-09,0.8446273877887657,4.733059931668165e-07,5.751906075692721e-09,8.492088746279661e-09,4.156070848347917e-06,0.0,0.0,9.109895996641383e-08,1.4727812571174967e-11,8.518824417584826e-09,2.016476087213002e-07,7.573141449800904e-14,1.5809005154571091e-19,2.5055082422460115e-12,1.379389999348242e-06,1.5554558858748148e-08,4.309739273787714e-09,1.9256960769306294e-17,1.5975753636205965e-23,3.38804416156975e-14,2.0180648780080911e-13,6.179648709314566e-06,3.769926592029387e-18,1.4358296946833553e-13,3.3094293321956917e-19,2.0427607732864016e-21,6.126629343745458e-15,3.605834129630502e-19,4.0031441082720092e-19,2.74472928121045e-16,3.023350784694385e-23,4.709246098765847e-24,2.2069651109589666e-25,3.76,0.0,0.5601574461479714,0.9999996093110594,1.6315998851301263e-09,5.668995938053031e-11,1.0966658247617527e-07,7.8324240344834e-06,8.919987822880337e-14,4.146550316829221e-13,5.00660667608063e-08,4.108312772675786e-06,2.284603353800417e-11,2.1825350908688163e-12,7.454216968664847e-14,1.4950025649151535e-13,3.349505519799399e-08,6.771874794767811e-09
6.08504957332628e-09,0.8446274497528348,5.149387095902847e-07,6.304247575804392e-09,9.2824636541253e-09,4.285755562040408e-06,0.0,0.0,9.392752351001596e-08,1.5652635025237828e-11,9.263020472121002e-09,2.2076896527741532e-07,8.442302341641021e-14,1.8762120893506117e-19,2.68135885001432e-12,1.4509937282885327e-06,1.6553654599758446e-08,4.68622817325577e-09,2.215474029509452e-17,2.0033444656182493e-23,3.8821913201523267e-14,2.30910961954771e-13,6.326768233630223e-06,4.367856111401714e-18,1.554516833510728e-13,3.9133390852483257e-19,2.3822993757936827e-21,6.956324749702903e-15,4.171844777003783e-19,4.620514144938194e-19,3.0607323140660247e-16,3.571713035230564e-23,5.633041213864392e-24,2.7202818860575906e-25,3.76,0.0,0.560157070443206,0.9999995811231707,1.783395559683477e-09,6.171631392489321e-11,1.1436988927294e-07,8.075005398289632e-06,9.738269510001538e-14,4.4204111450112134e-13,5.2945254631581935e-08,4.234414369148976e-06,2.433487190609134e-11,2.318950265522806e-12,7.940091656608019e-14,1.54990801666611e-13,3.5544375411771866e-08,7.039417490431194e-09
6.267819037816505e-09,0.844627511888748,5.587043504145216e-07,6.8908165600606625e-09,1.011900310294047e-08,4.415544255058033e-06,0.0,0.0,9.675694449105467e-08,1.6605561989608377e-11,1.0045136030788318e-08,2.409642478236962e-07,9.386099492879795e-14,2.2176016012635675e-19,2.8667092539775497e-12,1.523588177887142e-06,1.7593621701400336e-08,5.081900568537569e-09,2.5374553304709364e-17,2.4976658085927588e-23,4.4285372704853915e-14,2.6303123948930147e-13,6.4716855600687185e-06,5.038402165858043e-18,1.679949639214621e-13,4.602598450478151e-19,2.769111356302157e-21,7.873493594176515e-15,4.812026831309843e-19,5.316239986233957e-19,3.4030871989410665e-16,4.199859492008793e-23,6.709999953523075e-24,3.3369233987900227e-25,3.76,0.0,0.5601566946081596,0.9999995516813819,1.9441215884097154e-09,6.706192074425229e-11,1.1920345311407697e-07,8.317590068084651e-06,1.0599976336859349e-13,4.70085437782242e-13,5.5872893353109794e-08,4.36044932708141e-06,2.5876063615716507e-11,2.4601046033864385e-12,8.440955168475084e-14,1.604806355929398e-13,3.7651087994529735e-08,7.3128666993779035e-09
6.45058850230673e-09,0.844627574199293,6.046298483248388e-07,7.512613498882186e-09,1.100285068545464e-08,4.545441348431445e-06,0.0,0.0,9.958725996462125e-08,1.75865918520137e-11,1.0865678870133171e-08,2.6225092210783277e-07,1.0409161928714169e-13,2.6110000516604905e-19,3.0621500095312353e-12,1.597122869298808e-06,1.867500931232152e-08,5.497013381713289e-09,2.8939806373183206e-17,3.096711019218901e-23,5.030507950277391e-14,2.983569366524618e-13,6.61443494939617e-06,5.787866312820906e-18,1.8123439921757675e-13,5.385862331513258e-19,3.2087388314451995e-21,8.884819583613116e-15,5.534218686606106e-19,6.098188241938266e-19,3.773207161645104e-16,4.916636752515555e-23,7.961534300413937e-24,4.0746717809197205e-25,3.76,0.0,0.560156318637841,0.9999995209692121,2.1140163869675993e-09,7.27396651618171e-11,1.2417225072397572e-07,8.56017812975253e-06,1.1505561095056057e-13,4.987633204784578e-13,5.8846673058586975e-08,4.486417681627886e-06,2.747030179367115e-11,2.606106948515062e-12,8.956748821029169e-14,1.659694144743973e-13,3.981490648630847e-08,7.592402171484934e-09
6.633357966796955e-09,0.8446276366871235,6.527404842822942e-07,8.170633589499303e-09,1.1935136078058001e-08,4.67545129821419e-06,0.0,0.0,1.024185070655319e-07,1.859572337371087e-11,1.172513059220618e-08,2.846456212619424e-07,1.1516322352695847e-13,3.062975038229558e-19,3.2683065205604734e-12,1.671548715012684e-06,1.9798338347281005e-08,5.931810295103332e-09,3.287467830947277e-17,3.819016748779164e-23,5.691605127906489e-14,3.370809426059405e-13,6.755050107251675e-06,6.6228959287134296e-18,1.951914882924361e-13,6.27231616706716e-19,3.7072814705136916e-21,9.997293654796627e-15,6.346878876987691e-19,6.974799040911305e-19,4.1725398191690567e-16,5.73156528248176e-23,9.411594693334764e-24,4.953875819002224e-25,3.76,0.0,0.560155942527228,0.9999994889709792,2.293317835490642e-09,7.876260000348703e-11,1.292812886571622e-07,8.802769671474534e-06,1.2455426775196822e-13,5.280503780249986e-13,6.186434664348708e-08,4.612319467923828e-06,2.9118306235485625e-11,2.7570719398126213e-12,9.487413709904307e-14,1.7145685359375396e-13,4.203554569928572e-08,7.878200278155716e-09
6.998896895777406e-09,0.8446277622046144,7.556103160582698e-07,9.599296259994843e-09,1.3949469590988966e-08,4.935827750365944e-06,0.0,0.0,1.0808394499622507e-07,2.0698288310622115e-11,1.3562560498545189e-08,3.328215977354962e-07,1.4003318200818507e-13,4.1724817207606414e-19,3.715442945800057e-12,1.8228842837791786e-06,2.217276778137483e-08,6.861367116510991e-09,4.195376123078752e-17,5.720975864490096e-23,7.205538433472393e-14,4.2551000369408196e-13,7.030009831015433e-06,8.578027125385017e-18,2.2534403327078932e-13,8.3942377068511555e-19,4.9086054588240806e-21,1.2555197754045169e-14,8.280723674066097e-19,9.048780212155214e-19,5.064802949583456e-16,7.697480920936173e-23,1.3017423986358989e-23,7.232778130673938e-25,3.76,0.0,0.5601551898648955,0.999999421057455,2.6810899523204582e-09,9.189703832742371e-11,1.3994024639515097e-07,9.287963558989392e-06,1.448937270425173e-13,5.883561582269351e-13,6.802269236870884e-08,4.8639234762089895e-06,3.257862730018602e-11,3.0743768220837665e-12,1.0593120875411559e-13,1.824268144663334e-13,4.664615186476161e-08,8.4692732599355e-09
7.327881931859811e-09,0.8446278758006996,8.558877890017442e-07,1.1018843520070412e-08,1.5939076074188144e-08,5.17059785239677e-06,0.0,0.0,1.1318639893210501e-07,2.2686699666656058e-11,1.5353636511703743e-08,3.80120027533768e-07,1.6582068794522647e-13,5.452503022071547e-19,4.161502746820597e-12,1.9616689523506613e-06,2.4457868790110044e-08,7.76747416378064e-09,5.1646851836954735e-17,8.098095932460332e-23,8.806815802783358e-14,5.187098670921922e-13,7.2705016070116184e-06,1.0704381884977359e-17,2.5514869848384356e-13,1.0760178697494745e-18,6.265710154611311e-21,1.5279730478427636e-14,1.04292262044054e-18,1.1336369915489473e-18,5.982957945671726e-16,9.912692289077788e-23,1.724356609798308e-23,1.0035512484109594e-24,3.76,0.0,0.5601545119380807,0.9999993553952041,3.064633562645861e-09,1.0503265660550013e-10,1.500636815975624e-07,9.72465088942379e-06,1.6474440024094344e-13,6.444773398537444e-13,7.369401281559128e-08,5.090139772330974e-06,3.5884568971980734e-11,3.378188817261383e-12,1.1638523871598786e-13,1.9229322790016361e-13,5.098718912498224e-08,9.024358938785507e-09
7.656866967942216e-09,0.8446279900067569,9.635676807399248e-07,1.2570966010595366e-08,1.810255691970756e-08,5.4058042324577104e-06,0.0,0.0,1.1829245092149526e-07,2.4766158252061802e-11,1.7277145532081864e-08,4.3123142201143675e-07,1.9518319570562484e-13,7.06037097435058e-19,4.653602953720066e-12,2.1026377867344225e-06,2.688575116443089e-08,8.740580073639604e-09,6.29471544441536e-17,1.1299827418538854e-22,1.0657117445721417e-13,6.260381092601123e-13,7.504578262588795e-06,1.3228163421522956e-17,2.876063405776674e-13,1.3628395559017895e-18,7.939627727838207e-21,1.8454938230774162e-14,1.3034000177641216e-18,1.409066916284329e-18,7.019799419226043e-16,1.2627458804872242e-22,2.2631410188359546e-23,1.3765156801741594e-24,3.76,0.0,0.5601538334774923,0.9999992853564494,3.4823371650125317e-09,1.1949644881724552e-10,1.607204689223035e-07,1.0161350966327603e-05,1.8607124415570364e-13,7.022098180596423e-13,7.94753229485643e-08,5.316140932862602e-06,3.9377141183963974e-11,3.700117417714261e-12,1.2731190153980497e-13,2.021526662334554e-13,5.5507947835882026e-08,9.602328826554441e-09
7.985852004024621e-09,0.8446281048338998,1.0787437009583209e-06,1.4261247948801372e-08,2.044600145936394e-08,5.6414738057083566e-06,0.0,0.0,1.2340231849031068e-07,2.6936670391394074e-11,1.9335041302146625e-08,4.862255476759405e-07,2.284829912940428e-13,9.066425160430826e-19,5.196647988360708e-12,2.2455506998009973e-06,2.945853038774089e-08,9.781673526825311e-09,7.602145905333303e-17,1.5557485283500996e-22,1.2779021495561283e-13,7.486989636006951e-13,7.732417492263262e-06,1.620191200253159e-17,3.228361372718511e-13,1.7072612919696951e-18,9.993433260490113e-21,2.2132897198623405e-14,1.617089170889682e-18,1.738478005735134e-18,8.184952814430621e-16,1.592496658502523e-22,2.94523290521183e-23,1.867954466875252e-24,3.76,0.0,0.5601531544530646,0.9999992108758429,3.935577695883402e-09,1.353695012578442e-10,1.7194057814390893e-07,1.0598064380518062e-05,2.0888169399794268e-13,7.614256614690372e-13,8.535560478315742e-08,5.54192716201406e-06,4.306152315281921e-11,4.041028000267469e-12,1.38707755282341e-13,2.1200460683746228e-13,6.020681004893855e-08,1.020409523967962e-08
8.314837040107026e-09,0.8446282202921247,1.201495715089205e-06,1.609520170608526e-08,2.2975355856694866e-08,5.877633659341852e-06,0.0,0.0,1.2851621889330893e-07,2.919824633841261e-11,2.1529056144131343e-08,5.451651042799469e-07,2.661076847563313e-13,1.1553828296290378e-18,5.795898996470255e-12,2.390179802065223e-06,3.2178082950850604e-08,1.0891631196144136e-08,9.104330458004486e-17,2.115221933418251e-22,1.5195549896204867e-13,8.87907827012804e-13,7.954191867124665e-06,1.968258009479323e-17,3.6095469324590246e-13,2.117261854791393e-18,1.2501006267131978e-20,2.6368976394875752e-14,1.9924761314902644e-18,2.129970863621921e-18,9.48836694282682e-16,1.9897406917642598e-22,3.803198115015788e-23,2.5095486552041312e-24,3.76,0.0,0.5601524748345954,0.9999991318948129,4.425731591352757e-09,1.527340247741368e-10,1.8375411490566074e-07,1.1034791743085196e-05,2.3317912291753567e-13,8.220016630112667e-13,9.132439204626805e-08,5.767498663792724e-06,4.694318287342269e-11,4.401838893875497e-12,1.50569368847324e-13,2.2184868162150732e-13,6.508217073019155e-08,1.0830538517833114e-08
8.643822076189431e-09,0.8446283363903427,1.331890484188311e-06,1.807826463290631e-08,2.569642401869077e-08,6.1143110124643805e-06,0.0,0.0,1.3363436888959937e-07,3.155090026661195e-11,2.3860712273830782e-08,6.081060801418904e-07,3.0847101437294797e-13,1.462052233522958e-18,6.4569670237737564e-12,2.536308886603818e-06,3.5046058525401633e-08,1.207122346747711e-08,1.081926260817488e-16,2.842244801118871e-22,1.7930088486323786e-13,1.0448861702834648e-12,8.17006898856981e-06,2.3731727152826062e-17,4.0207575826732955e-13,2.601431837215838e-18,1.5548576809877044e-20,3.1221820418545746e-14,2.4390088169558045e-18,2.592479165082733e-18,1.0940304631391634e-15,2.464638482602715e-22,4.8759569352880564e-23,3.339937966747935e-24,3.76,0.0,0.5601517945917814,0.9999990483612251,4.95417579488746e-09,1.7167322334168925e-10,1.961912843353931e-07,1.1471533684550534e-05,2.58963105348401e-13,8.838194426144871e-13,9.737174708392228e-08,5.992855642003325e-06,5.102787823456781e-11,4.7835194195993364e-12,1.628933252669048e-13,2.3168463106512445e-13,7.013243765814727e-08,1.1482507803957761e-08
8.972807112271837e-09,0.8446284531364532,1.469982372591159e-06,2.021579614638978e-08,2.8614868583666806e-08,6.351533178231114e-06,0.0,0.0,1.3875698453189595e-07,3.3994650255765156e-11,2.633133262975319e-08,6.750980923733502e-07,3.5601359246242246e-13,1.8381404527406333e-18,7.185804578797907e-12,2.6837329342985783e-06,3.806389161644198e-08,1.332111991565769e-08,1.2765539547323522e-16,3.777188404114209e-22,2.100630939692709e-13,1.2208566611364439e-12,8.380211637192923e-06,2.8415718041681006e-17,4.4630998136719185e-13,3.168976923492258e-18,1.9236435769075782e-20,3.675332032655011e-14,2.9671574016229124e-18,3.1358111631278112e-18,1.2551333339080423e-15,3.0283306460847036e-22,6.209841803776256e-23,4.405922664991799e-24,3.76,0.0,0.5601511136942537,0.9999989602290559,5.522288691170355e-09,1.9227116945067418e-10,2.092823566971182e-07,1.1908290854051471e-05,2.8622967224448573e-13,9.46765484253917e-13,1.0348823863326827e-07,6.2179983002481e-06,5.5321657789503495e-11,5.187087909354103e-12,1.7567622401018351e-13,2.4151227133253713e-13,7.535603132250493e-08,1.2160821806690493e-08
9.301792148354242e-09,0.8446285705373835,1.6158140252520287e-06,2.2513075062747223e-08,3.1736211978655427e-08,6.58932752809556e-06,0.0,0.0,1.4388428096862405e-07,3.6529518274802384e-11,2.8942051246246207e-08,7.461847128927588e-07,4.0920359193609103e-13,2.2970727467050055e-18,7.98869575176732e-12,2.832257638236119e-06,4.123281272490593e-08,1.464189454970397e-08,1.4962325861235428e-16,4.967812623585626e-22,2.4448096115464933e-13,1.4170385171881705e-12,8.58477791708686e-06,3.38059248290355e-17,4.937646976849037e-13,3.829719131089521e-18,2.3680812930678892e-20,4.3028573660383855e-14,3.58847441669497e-18,3.7706898386690484e-18,1.43323157913494e-15,3.6929744938325136e-22,7.859796948896443e-23,5.7638148962733185e-24,3.76,0.0,0.5601504321116094,0.9999988674580826,6.131450971035281e-09,2.146126858770394e-10,2.230576349496532e-07,1.2345063918550108e-05,3.149715578056979e-13,1.0107311210199097e-12,1.0966492041973075e-07,6.442926841926974e-06,5.983086120708954e-11,5.613609710347765e-12,1.889146825230376e-13,2.5133147172531963e-13,8.07513848236827e-08,1.286626954592547e-08
9.630777184436647e-09,0.844628688599146,1.7694170150926732e-06,2.4975297169634103e-08,3.506583754365207e-08,6.82772145813967e-06,0.0,0.0,1.4901647225865803e-07,3.915553016114181e-11,3.169382317575989e-08,8.214037803593577e-07,4.685373706313625e-13,2.8544732568729765e-18,8.872244965735214e-12,2.9816989470750914e-06,4.455385902554594e-08,1.603403083002371e-08,1.7429317027312688e-16,6.470181316651583e-22,2.8279471440389824e-13,1.6346431013623077e-12,8.783921395579001e-06,3.9978931832360773e-17,5.445437465218916e-13,4.5940960947703045e-18,2.901593111163428e-20,5.011583401088502e-14,4.3156543852880695e-18,4.5087915384779315e-18,1.629440067386745e-15,4.471778446581515e-22,9.89073496980442e-23,7.480951997706642e-24,3.76,0.0,0.5601497498134426,0.9999987700135832,6.7830464288332176e-09,2.3878323374746436e-10,2.3754742418304533e-07,1.2781853562066361e-05,3.4517843700108635e-13,1.0756124775690603e-12,1.1589331059723403e-07,6.6676414702377336e-06,6.456211941203055e-11,6.064195180330803e-12,2.0260533717962868e-13,2.61142140050276e-13,8.631694377315801e-08,1.3599611081450749e-08
9.959762220519052e-09,0.8446288073268825,1.9308124621240047e-06,2.760757302154013e-08,3.860899071631241e-08,7.066742357350584e-06,0.0,0.0,1.5415377119785118e-07,4.187271559678145e-11,3.458743398683964e-08,9.007876988380569e-07,5.345400323984019e-13,3.528451915126983e-18,9.843364521065481e-12,3.1318826262982665e-06,4.802788458889346e-08,1.74979264710506e-08,2.018670293898223e-16,8.349630886000879e-22,3.2524528578576846e-13,1.8748697709058836e-12,8.977791238634476e-06,4.7016743629634566e-17,5.987473173474784e-13,5.4731585780752244e-18,3.539623935219666e-20,5.808645110118538e-14,5.162592762005461e-18,5.362782941354634e-18,1.8449013435041054e-15,5.37903430086521e-22,1.2379062871385316e-22,9.63738136295118e-24,3.76,0.0,0.5601490667693736,0.9999986678660513,7.478462696941266e-09,2.648688065019542e-10,2.52782002812078e-07,1.3218660484934279e-05,3.7683715334266993e-13,1.1413103845249174e-12,1.2216537200184156e-07,6.892142388176207e-06,6.952235443882044e-11,6.5399976806337424e-12,2.1674484392055214e-13,2.7094421220842253e-13,9.205116619460708e-08,1.4361578225322966e-08
9.999999999999999e-09,0.8446289267249122,1.9510880291544848e-06,2.794143997896249e-08,3.9057254471508055e-08,7.096021087388177e-06,0.0,0.0,1.5478246913113136e-07,4.2211310611548594e-11,3.495111517454215e-08,9.107842814676199e-07,5.430970558218469e-13,3.619869944883805e-18,9.968498214780418e-12,3.1502942695172407e-06,4.846332307612876e-08,1.7681915201969363e-08,2.0544884529767824e-16,8.608940458829184e-22,3.3073299756797546e-13,1.9058619221005692e-12,9.00114836349477e-06,4.7941079084262607e-17,6.056166548755081e-13,5.5891067085253374e-18,3.6256684449218397e-20,5.912553603683376e-14,5.2751223458287136e-18,5.47584128786132e-18,1.872632057948838e-15,5.499551833606471e-22,1.2718998896401332e-22,9.935708902373038e-24,3.76,0.0,0.5601489831743753,0.9999986550484726,7.566593402909555e-09,2.681949312426583e-10,2.54697912788291e-07,1.3272087055307446e-05,3.808082006364123e-13,1.1493972228200642e-12,1.2293512394177568e-07,6.919586177962056e-06,7.014509779519023e-11,6.599980851748764e-12,2.1850487561407678e-13,2.7214250003493643e-13,9.276401398225733e-08,1.4456772723949385e-08
1.0288747256601457e-08,0.8446289267249122,2.1000116255510165e-06,3.0414925946247535e-08,4.2370780272281294e-08,7.3064175777512096e-06,0.0,0.0,1.592963891567806e-07,4.468110808137865e-11,3.7623508855795485e-08,9.843637237597471e-07,6.077659236826827e-13,4.3399151888612655e-18,1.0909261062600516e-11,3.2826438366259107e-06,5.165557016653309e-08,1.903389803839572e-08,2.3255131636490125e-16,1.0681789507471509e-21,3.720736555736654e-13,2.1389019871269957e-12,9.166532342076677e-06,5.500699577682038e-17,6.564718213398867e-13,6.478566360612287e-18,4.2998829018625736e-20,6.701480215530646e-14,6.144443983687579e-18,6.346356214661015e-18,2.0807847236830123e-15,6.43014739726475e-22,1.5414391669890562e-22,1.2327727666222264e-23,3.76,0.0,0.5601483829490761,0.9999985609909237,8.219091920734938e-09,2.9295582948189116e-10,2.687915954433387e-07,1.3655485403080737e-05,4.0993193662197424e-13,1.2077302740121235e-12,1.2847349318138973e-07,7.1164297985364675e-06,7.471877901724303e-11,7.042211572732751e-12,2.313298787138186e-13,2.80737644175429e-13,9.795252242583633e-08,1.5152875238363095e-08
1.0617732292683862e-08,0.8446290467967733,2.277016470034901e-06,3.3402290250986645e-08,4.635617961666298e-08,7.546774406295727e-06,0.0,0.0,1.6444453592915625e-07,4.758074490252975e-11,4.08025212693829e-08,1.072154235728229e-06,6.887990651179764e-13,5.31290069440349e-18,1.2077421098476674e-11,3.4338267288889844e-06,5.543743255831856e-08,2.0642185349288392e-08,2.665567340118263e-16,1.3553643976743762e-21,4.2352023074871454e-13,2.4279036897431283e-12,9.350285458772343e-06,6.404316794066906e-17,7.178097862826274e-13,7.622582654229701e-18,5.202603515151014e-20,7.69782153392641e-14,7.277678448347146e-18,7.474262239036372e-18,2.338285408294917e-15,7.641664752809187e-22,1.9101443324976264e-22,1.5663252807241366e-23,3.76,0.0,0.560147698322303,0.9999984493683167,9.006331377180578e-09,3.23131064882354e-10,2.8560634733584196e-07,1.4092329047325875e-05,4.4444461068010467e-13,1.2747820615660789e-12,1.3481047015910702e-07,7.340503903911026e-06,8.015889590623248e-11,7.572070223217529e-12,2.463571378741831e-13,2.905224058962818e-13,1.040194950214986e-07,1.597417951116641e-08
1.0946717328766267e-08,0.8446291675452667,2.46182020699251e-06,3.657450961946331e-08,5.057002812302213e-08,7.787840038461948e-06,0.0,0.0,1.6959841959047045e-07,5.057166710341911e-11,4.412480135156768e-08,1.164177002583042e-06,7.78253517791498e-13,6.47493560758632e-18,1.335559568222658e-11,3.5852840548366104e-06,5.9373833575576995e-08,2.2322955682922904e-08,3.040978533189209e-16,1.7064651167643305e-21,4.798242585312346e-13,2.743015936522174e-12,9.529187321888945e-06,7.422479916362916e-17,7.828497731058985e-13,8.918067182487635e-18,6.270822496015116e-20,8.805688595447655e-14,8.580138265633573e-18,8.762341799433156e-18,2.618623614590498e-15,9.031301237113317e-22,2.3562169245589673e-22,1.9774119168202966e-23,3.76,0.0,0.5601470128589097,0.9999983329827766,9.84158403949556e-09,3.554815218694271e-10,3.03256300393968e-07,1.4529192162704658e-05,4.803547913882067e-13,1.3423800171923922e-12,1.4116948890589354e-07,7.564364906691035e-06,8.585049698935174e-11,8.130844021176767e-12,2.618233382422745e-13,3.002984770746109e-13,1.1025057865659019e-07,1.682614222989113e-08
1.1275702364848673e-08,0.8446292889724956,2.6544078118644293e-06,3.993633569053052e-08,5.5017032516235525e-08,8.029641553468679e-06,0.0,0.0,1.747582463664358e-07,5.365391944801189e-11,4.759054382833184e-08,1.26044543014769e-06,8.767736842422828e-13,7.857418569660108e-18,1.4751784371037554e-11,3.736876793314254e-06,6.346498861529945e-08,2.4076307807775205e-08,3.4539276510950955e-16,2.1327890686606544e-21,5.412232752988228e-13,3.085353806936555e-12,9.703370764341792e-06,8.565770495519336e-17,8.516763123506932e-13,1.0378468061391822e-17,7.530677393305689e-20,1.003337860830183e-13,1.0071091631183817e-17,1.022755465419781e-17,2.923043731153393e-15,1.0617963886221176e-21,2.8938094419829844e-22,2.4811866302960486e-23,3.76,0.0,0.5601463265288782,0.9999982118230396,1.0726259090440731e-08,3.9009437165140837e-10,3.217713706280561e-07,1.496607550780902e-05,5.176400750133128e-13,1.41044262861182e-12,1.4754410850169167e-07,7.788013009066503e-06,9.180166214562186e-11,8.719838411815993e-12,2.7772521725353226e-13,3.100658444534983e-13,1.1664428003072349e-07,1.7709389027130867e-08
1.1604687400931078e-08,0.8446294110799036,2.8547565183106068e-06,4.3492426809104175e-08,5.970176829548885e-08,8.27220589104456e-06,0.0,0.0,1.799242205107542e-07,5.6827550383966326e-11,5.119981564487074e-08,1.3609688021067794e-06,9.850345445002814e-13,9.49602459518568e-18,1.6274218571760815e-11,3.888473791232008e-06,6.771097486073733e-08,2.590227583315178e-08,3.906627385687518e-16,2.6471255029013147e-21,6.079525909913476e-13,3.4560035668989774e-12,9.872964834552762e-06,9.84541958927842e-17,9.24369858840562e-13,1.2017812618830945e-17,9.011722887378622e-20,1.1389456838341085e-13,1.1771285688325679e-17,1.1888006407482617e-17,3.2528134958019263e-15,1.2421774461362382e-21,3.5392901171261316e-22,3.0952110843327205e-23,3.76,0.0,0.5601456393023363,0.9999980858818017,1.1661772386857978e-08,4.2705686728769027e-10,3.411813270164813e-07,1.5402979854150024e-05,5.562762171279996e-13,1.4788924599970278e-12,1.5392824496388168e-07,8.01144841302651e-06,9.802075790961821e-11,9.340391949977539e-12,2.9405953294356304e-13,3.19824499961512e-13,1.2319911777316968e-07,1.8624520618194806e-08
1.1933672437013483e-08,0.8446295338683125,3.0628362903066897e-06,4.724734693992751e-08,6.462868119376166e-08,8.51555982967451e-06,0.0,0.0,1.8509654419175602e-07,6.009261200343963e-11,5.495256324967369e-08,1.4657525094652074e-06,1.103741827785541e-12,1.1431132292509971e-17,1.7931344384240542e-11,4.039951418735372e-06,7.211173912397715e-08,2.780083289230461e-08,4.401318875046554e-16,3.2638673287061504e-21,6.802448088862962e-13,3.856020090255317e-12,1.0038094908645187e-05,1.1273329740436665e-16,1.0010067628982626e-12,1.3850697288946437e-17,1.0747265594689949e-19,1.2882746473234769e-13,1.3702997750849117e-17,1.3762973122863594e-17,3.609223198335494e-15,1.4464090367639166e-21,4.31152663018162e-22,3.8397478985530554e-23,3.76,0.0,0.5601449511495797,0.9999979551554997,1.2649546878064992e-08,4.664562680178676e-10,3.615157717027344e-07,1.5839905985539308e-05,5.96237302277136e-13,1.5476560089584452e-12,1.6031615571517747e-07,8.234671320359428e-06,1.0451643593465744e-10,9.993874376959601e-12,3.1082306392288054e-13,3.295744392810286e-13,1.2991362234866437e-07,1.9572113423135412e-08
1.2262657473095888e-08,0.8446296573379559,3.2786102730478783e-06,5.120556473546093e-08,6.980208867041364e-08,8.75972996625519e-06,0.0,0.0,1.9027541738748439e-07,6.344916000194858e-11,5.8848619558968345e-08,1.5747982700125575e-06,1.2336321207359083e-12,1.3708272543495655e-17,1.9731805044941964e-11,4.191193238031642e-06,7.666710534497811e-08,2.9771894663933454e-08,4.940268450610133e-16,3.999136434166688e-21,7.583293803835725e-13,4.286424531308697e-12,1.0198882799190858e-05,1.2862097040387825e-16,1.0816592566050334e-12,1.5892276710734656e-17,1.2774717080715436e-19,1.4522318037361853e-13,1.5890084774584347e-17,1.5872923629712834e-17,3.993584909123908e-15,1.6767524052781733e-21,5.232196514913101e-22,4.738078057463462e-23,3.76,0.0,0.5601442620410895,0.999997819644101,1.369101298053183e-08,5.083797679089754e-10,3.8280412146572066e-07,1.627685469748937e-05,6.374959046853113e-13,1.6166635634631716e-12,1.6670242466374043e-07,8.457681932653137e-06,1.1129763127189228e-10,1.0681684723607402e-11,3.2801260932989475e-13,3.393156607196635e-13,1.367863359639694e-07,2.0552720174841132e-08
1.2591642509178293e-08,0.8446297814885134,3.502035223501209e-06,5.537145274981286e-08,7.522618143374521e-08,9.004742697095714e-06,0.0,0.0,1.9546103778882858e-07,6.689725363543369e-11,6.288771061406132e-08,1.6881043381841706e-06,1.3754729132636822e-12,1.6378597628182283e-17,2.16844230670946e-11,4.34208968536328e-06,8.137678176053859e-08,3.181532273841695e-08,5.525764474597097e-16,4.870911538252788e-21,8.424321942266305e-13,4.7482022414596445e-12,1.0355446860617331e-05,1.462503324510716e-16,1.1663954537501168e-12,1.8158252152831522e-17,1.5135964686364403e-19,1.6317478420010107e-13,1.83580309791805e-17,1.823953948696099e-17,4.407231734178973e-15,1.93559610088056e-21,6.326125574121737e-22,5.816843338948416e-23,3.76,0.0,0.5601435719475493,0.9999976793509027,1.4787608911087153e-08,5.5291442863317e-10,4.0507559040593187e-07,1.671382679663203e-05,6.80023240327802e-13,1.6858490596348883e-12,1.730819478720754e-07,8.680480451295281e-06,1.1837356047718172e-10,1.1405249442251958e-11,3.456249887606945e-13,3.4904816440430423e-13,1.4381581247518488e-07,2.1566870513491945e-08
