Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55)
8.439559512564696e-05,0.4908070390227413,1.2212454598957026e-09,3.5676128003467167e-10,1.0651370186457212e-08,8.83022035478221e-08,0.0,0.0,6.851463427657644e-08,9.380663419442978e-10,3.918829757039933e-08,7.426380051007053e-08,3.358509629640809e-16,5.786610317178816e-28,2.158805969000093e-19,7.136163849397515e-12,3.883067739549398e-11,1.2556455783067756e-09,8.260312691274355e-22,1.2923078792001183e-29,4.493277363734081e-18,2.8989558687698434e-23,6.513336917559125e-12,2.849319140425304e-15,1.9173932501962177e-16,1.3952474427032907e-18,2.810667753402018e-26,3.9881276351934135e-18,1.6891834336102803e-18,7.843752965276776e-22,1.1545468621596625e-18,9.049617653624545e-24,4.430583282297449e-25,2.3044559318722613e-24,3.76,0.0,0.5591669957688803,0.9999977945171934,2.0592635577438734e-06,8.780699571178193e-11,1.5561997858687455e-07,1.1486484345454681e-07,3.1092159281122523e-15,1.0777519665674282e-16,4.20198170677141e-13,3.650277840373996e-11,1.992364337035735e-06,1.021405078697968e-08,7.619531908029931e-15,1.564168342027368e-18,1.140091471142601e-11,3.889591854063035e-13,8.735703300870294e-13,1.6774764504692225e-11
9.200594431473774e-05,0.490807040941023,1.23457926760697e-09,3.7502577539145975e-10,1.1722955204231896e-08,9.682007387535535e-08,0.0,0.0,7.490442416544026e-08,1.1139328902451432e-09,5.054054541976331e-08,8.09660242461958e-08,3.7155474657581605e-16,5.911852649782158e-28,2.1817102618039595e-19,7.136160514615694e-12,3.926124753993357e-11,1.370191699555641e-09,1.06661466228679e-21,1.6980323380968534e-29,5.375730826625086e-18,2.899144281902274e-23,6.513331715337315e-12,3.666219473786183e-15,1.9452232792651801e-16,1.9432036906843956e-18,3.342958093085106e-26,4.485202358470839e-18,1.944675997777802e-18,8.034240247219402e-22,1.3068659905422767e-18,1.1800826068533497e-23,5.508931151318208e-25,2.8712921155882936e-24,3.76,0.0,0.5591665706112631,0.9999973767529049,2.4634503255563972e-06,9.873503299172758e-11,1.7138312445321625e-07,1.3304693844353152e-07,3.109213177278434e-15,1.0777510126388068e-16,4.2019780188332527e-13,3.6505482292714424e-11,2.3825361557085113e-06,1.1252798599885067e-08,7.620103054275712e-15,1.5642845258174814e-18,1.1401750163441845e-11,3.889878724972871e-13,9.62060385636891e-13,1.849261701443868e-11
9.885525858491946e-05,0.4908070428384774,1.2467843061077005e-09,3.917480381774986e-10,1.2704089906572644e-08,1.0456215929763491e-07,0.0,0.0,8.068333319136469e-08,1.2848567393009048e-09,6.25322437884736e-08,8.699803851698929e-08,4.045727221376239e-16,6.027669019752522e-28,2.202675634485585e-19,7.136157257327122e-12,3.956063330647287e-11,1.4735764335091088e-09,1.3209431113209841e-21,2.1339683335960634e-29,6.244363022560475e-18,2.899328143865639e-23,6.51332662350549e-12,4.5232042596724025e-15,1.9660317151524006e-16,2.565355092393216e-18,3.8694906405997965e-26,4.936762307547777e-18,2.178890926019175e-18,8.168341785697381e-22,1.4562311891506018e-18,1.4712387302807048e-23,6.618350804883882e-25,3.446471747995979e-24,3.76,0.0,0.5591661543424431,0.999996967324876,2.860602898592793e-06,1.0866126482160884e-10,1.8581564909663216e-07,1.511858538570304e-07,3.10921048513634e-15,1.0777500790888793e-16,4.201974411761125e-13,3.6508188991662136e-11,2.7652807967654804e-06,1.220386137591084e-08,7.62062647383424e-15,1.5643961149175319e-18,1.1402586926152948e-11,3.8901660560193237e-13,1.0430806088980469e-12,2.008418031667985e-11
9.999999999999998e-05,0.4908070449112727,1.2488432984389191e-09,3.945694482778316e-10,1.286963172443285e-08,1.0586321991172983e-07,0.0,0.0,8.165181695825019e-08,1.3145885202846628e-09,6.471062590334683e-08,8.8006184029682e-08,4.101749205336938e-16,6.047320213421714e-28,2.2062125000649836e-19,7.136156688988736e-12,3.960402609671769e-11,1.4908844681613284e-09,1.3671610009696144e-21,2.213918538410583e-29,6.39656412403891e-18,2.8993602187971805e-23,6.5133257341564475e-12,4.678337060254306e-15,1.969190004835672e-16,2.682663065388312e-18,3.961982089616281e-26,5.012554144820782e-18,2.2183650944741005e-18,8.187901540277225e-22,1.4823798251468054e-18,1.5241655303467828e-23,6.817232255710542e-25,3.548817341678511e-24,3.76,0.0,0.5591660816248137,0.9999968957680326,2.930102917753657e-06,1.1032722819127874e-10,1.8825076696466394e-07,1.54391669559425e-07,3.109210014947899e-15,1.0777499160445727e-16,4.2019737819747435e-13,3.650866746373021e-11,2.8321967401238517e-06,1.2364328715420062e-08,7.620712605311902e-15,1.5644152165148697e-18,1.1402734883214965e-11,3.890216863092244e-13,1.0567506825210792e-12,2.0354709088014134e-11
0.00010570457285510117,0.4908070449112727,1.259186425431712e-09,4.08744037845723e-10,1.3701316453238178e-08,1.1237745177454636e-07,0.0,0.0,8.648949852337453e-08,1.4677118220712674e-09,7.634845078565807e-08,9.303006651875161e-08,4.3845831683115613e-16,6.146522000526453e-28,2.2239795780327203e-19,7.136153753487846e-12,3.9796486991696046e-11,1.5772674847475587e-09,1.6141510808620687e-21,2.6446286539812734e-29,7.185615922406023e-18,2.89952590796774e-23,6.5133211367898115e-12,5.504703834806916e-15,1.9837862373799764e-16,3.3297477240082125e-18,4.442470453011859e-26,5.391418327637962e-18,2.416279874137898e-18,8.275075581925394e-22,1.617927085190811e-18,1.8070471540251718e-23,7.8681842131272375e-25,4.086165050031996e-24,3.76,0.0,0.5591657056747374,0.9999965256778613,3.2899209409556554e-06,1.186545578573185e-10,2.0048480442377584e-07,1.7114964926899336e-07,3.1092075844915262e-15,1.0777490732591675e-16,4.201970527354586e-13,3.651116583040027e-11,3.1783471708060005e-06,1.3170516616657483e-08,7.621165159779106e-15,1.564515234614756e-18,1.1403507517556507e-11,3.8904821826172234e-13,1.1254291245807385e-12,2.1723414247627124e-11
0.00011255388712528288,0.4908070471724408,1.2717887988652677e-09,4.260181628371973e-10,1.4714892607756556e-08,1.2026713252583422e-07,0.0,0.0,9.232354402608879e-08,1.6624544940414067e-09,9.212909584556064e-08,9.906210979188744e-08,4.732413616414468e-16,6.268455647533679e-28,2.24562754272365e-19,7.136149999139355e-12,3.9983541735630624e-11,1.6812937884405743e-09,1.9492336202591182e-21,3.237778708776947e-29,8.201735831323152e-18,2.899737975332723e-23,6.513315248700271e-12,6.619700665518897e-15,1.9991987505698578e-16,4.257281570878965e-18,5.063376750444801e-26,5.848525161305338e-18,2.656191918562573e-18,8.360579310812407e-22,1.7925981620456407e-18,2.1908245277496214e-23,9.267125417720793e-25,4.793293522519305e-24,3.76,0.0,0.5591652240771323,0.9999960512837239,3.7519318390472556e-06,1.287008090751907e-10,2.1539438134981006e-07,1.9307828983393847e-07,3.1092044719037546e-15,1.0777479939569372e-16,4.201966361145854e-13,3.6514424022725094e-11,3.6221222815666213e-06,1.4153014020812464e-08,7.621762828460394e-15,1.564646409190612e-18,1.1404515328613584e-11,3.8908282710166223e-13,1.2091272039646271e-12,2.3414924390609195e-11
0.00011940320139546459,0.49080704963518096,1.2845946517863175e-09,4.4357487395179895e-10,1.5745080144077385e-08,1.2823240176690125e-07,0.0,0.0,9.818610303923586e-08,1.869042982718408e-09,1.1001589826565067e-07,1.0509416996860494e-07,5.089529901597652e-16,6.393593445351686e-28,2.267625068222104e-19,7.136145990260306e-12,4.013312459684258e-11,1.7856856831873726e-09,2.329224166487243e-21,3.922148764115834e-29,9.29518066028142e-18,2.8999647919261684e-23,6.513308952643797e-12,7.877335725043532e-15,2.0128188226654923e-16,5.3704102883158404e-18,5.733744622926646e-26,6.307588177674658e-18,2.8981218814597885e-18,8.429666804303829e-22,1.9808713564510963e-18,2.6259883948227008e-23,1.0824104315120291e-24,5.570897502236258e-24,3.76,0.0,0.5591647090101117,0.9999955436058703,4.2471714189072714e-06,1.387892085468711e-10,2.3054822966556754e-07,2.1711353215352418e-07,3.1092011438526893e-15,1.0777468399623212e-16,4.2019619086273566e-13,3.651797677828694e-11,4.0969997801119044e-06,1.5151607163542285e-08,7.622444518138083e-15,1.5647923820996528e-18,1.1405614601640397e-11,3.891205781052994e-13,1.2941964483625633e-12,2.5163517878673195e-11
0.0001262525156656463,0.4908070523128617,1.297607258340337e-09,4.614186985960351e-10,1.679214485593584e-08,1.3627447900626763e-07,0.0,0.0,1.0407781852534068e-07,2.0874373931679236e-09,1.3015239790427403e-07,1.1112624878093057e-07,5.456256964808558e-16,6.522040272426647e-28,2.289977777746963e-19,7.136141722764087e-12,4.025395050178799e-11,1.8904749312549565e-09,2.7571952105209345e-21,4.7063711444644676e-29,1.0468629147529192e-17,2.9002068516600803e-23,6.513302241921386e-12,9.286910757659469e-15,2.0250705813168345e-16,6.693161105403734e-18,6.45517959010293e-26,6.768228322703724e-18,3.1416789159647993e-18,8.486084029537552e-22,2.1833635173854043e-18,3.1160205961465937e-23,1.2548294145018923e-24,6.422139092633571e-24,3.76,0.0,0.5591641599255274,0.9999950020991206,4.776184076450695e-06,1.4891147234616403e-10,2.459502582027291e-07,2.433989550367285e-07,3.109197596791734e-15,1.0777456100456134e-16,4.20195716521147e-13,3.652183706379019e-11,4.603380064284839e-06,1.6166553507354536e-08,7.623197216570181e-15,1.5649521721763589e-18,1.140680939874263e-11,3.891616110842893e-13,1.3806587900289232e-12,2.69742107720948e-11
0.000133101829935828,0.4908070552190247,1.310829941046538e-09,4.795542302944545e-10,1.7856356577665954e-08,1.4439460334179397e-07,0.0,0.0,1.0999934321618832e-07,2.317599713854516e-09,1.52683986341206e-07,1.1715834806605982e-07,5.83293397170553e-16,6.653837403063544e-28,2.3126913773767216e-19,7.136137192497459e-12,4.03527354338113e-11,1.9956947465151613e-09,3.236258974184808e-21,5.600021090954734e-29,1.1724990422135946e-17,2.900464697344196e-23,6.5132951097261715e-12,1.0857890459229588e-14,2.0362817506450634e-16,8.251155074997977e-18,7.229364141926096e-26,7.230155033089517e-18,3.386561375728788e-18,8.532773111051779e-22,2.4006879836192174e-18,3.664455660234363e-23,1.4449132104027e-24,7.350304953391328e-24,3.76,0.0,0.5591635762664687,0.9999944262095767,5.339522908240113e-06,1.5906125011070544e-10,2.6160443514280473e-07,2.720799907220664e-07,3.1091938271200515e-15,1.0777443029582232e-16,4.20195212622417e-13,3.652601731070736e-11,5.141670378241359e-06,1.719811442185355e-08,7.6240040953179e-15,1.5651244132199737e-18,1.1408103467140617e-11,3.892060550390578e-13,1.4685364938741323e-12,2.8852235674805553e-11
0.00013995114420600968,0.49080705836738714,1.324266074588001e-09,4.979861350760293e-10,1.8937989214630112e-08,1.5259403375524937e-07,0.0,0.0,1.159513397578293e-07,2.5594938227786617e-09,1.7775793849282183e-07,1.2319046976844096e-07,6.219914981486331e-16,6.789128552861994e-28,2.3357716627237494e-19,7.136132395240702e-12,4.043466433195915e-11,2.101379828901464e-09,3.769568097208351e-21,6.614080546175701e-29,1.3067413913190428e-17,2.900738918669177e-23,6.51328754914285e-12,1.2599904219889515e-14,2.0467067510402712e-16,1.0071627666708461e-17,8.058053131998348e-26,7.69314556655826e-18,3.6325371965975784e-18,8.572042718393382e-22,2.633461037539863e-18,4.2749314742064547e-23,1.653632169049803e-24,8.358807548659304e-24,3.76,0.0,0.5591629574671284,0.9999938153744914,5.937749843021817e-06,1.6923367298809456e-10,2.7751478843513534e-07,3.033039565529723e-07,3.1091898311459364e-15,1.0777429174208924e-16,4.2019467869407676e-13,3.653053153697338e-11,5.712284912307883e-06,1.82465552098292e-08,7.624868874218283e-15,1.5653097830879114e-18,1.1409501212670962e-11,3.8925406169651576e-13,1.5578521597902738e-12,3.080304959019577e-11
0.00014680045847619138,0.4908070617718446,1.3379190851402681e-09,5.167191495281856e-10,2.0037320780223662e-08,1.6087404941337932e-07,0.0,0.0,1.219344808589196e-07,2.8130854939152835e-09,2.055234446943011e-07,1.2922261594632344e-07,6.6175696630282635e-16,6.928013748093288e-28,2.359224517747611e-19,7.136127326705626e-12,4.050373834743266e-11,2.2075664046324085e-09,4.3603163348472024e-21,7.759279522687201e-29,1.44992996227421e-17,2.901030156770171e-23,6.513279553145109e-12,1.452274780738111e-14,2.0565426892307383e-16,1.218344971531556e-17,8.943084150286989e-26,8.157029654310834e-18,3.879428504385366e-18,8.605676824411677e-22,2.8823052520346277e-18,4.951157525779811e-23,1.8819838698822133e-24,9.451186223190029e-24,3.76,0.0,0.5591623029526724,0.9999931690221348,6.571435774265529e-06,1.7942501815002647e-10,2.9368540635105735e-07,3.3722008712669945e-07,3.1091856051408006e-15,1.0777414521410372e-16,4.2019411425702623e-13,3.653539453332416e-11,6.3156449033682815e-06,1.9312145143603442e-08,7.625805778387224e-15,1.5655100037940897e-18,1.1411007323136268e-11,3.8930579253772156e-13,1.6486287257411761e-12,3.2832342057505046e-11
0.00015364977274637308,0.49080706544647457,1.3517924485686916e-09,5.357580777635877e-10,2.1154633438051422e-08,1.6923594997293208e-07,0.0,0.0,1.2794944944090684e-07,3.0783424039492877e-09,2.3613164324380185e-07,1.3525478877931727e-07,7.026284048721681e-16,7.0705592777632e-28,2.3830559115554027e-19,7.136121982533933e-12,4.056304100891662e-11,2.3142922708981385e-09,5.0117392660384175e-21,9.047375812279454e-29,1.6024308770164924e-17,2.9013391054348706e-23,6.5132711145934815e-12,1.663638495654221e-14,2.0659416860164722e-16,1.4617148724597628e-17,9.88638601504855e-26,8.621677731051535e-18,4.127099531752849e-18,8.63505427300872e-22,3.1478523450925343e-18,5.696883283996438e-23,2.1309937477995826e-24,1.0631107909980802e-23,3.76,0.0,0.5591616121391031,0.9999924865716607,7.2411606939787955e-06,1.896324516591966e-10,3.1012043811943824e-07,3.739795669082067e-07,3.1091811453344127e-15,1.0777399058111739e-16,4.2019351882305207e-13,3.6540620499014986e-11,6.952178736064729e-06,2.0395157506984545e-08,7.626821340635828e-15,1.5657260321956741e-18,1.1412626138355554e-11,3.893613970975774e-13,1.7408894713085403e-12,3.4946043561221414e-11
0.00016049908701655478,0.4908070694055392,1.365889693281734e-09,5.551077967779163e-10,2.2290213548920255e-08,1.7768105588504567e-07,0.0,0.0,1.3399693878734936e-07,3.355234139309284e-09,2.697356534119737e-07,1.4128699057208081e-07,7.44646134024056e-16,7.216882773250032e-28,2.40727190340366e-19,7.1361163582980235e-12,4.061494752559072e-11,2.421596844244335e-09,5.727115012093687e-21,1.0491905056076521e-28,1.7646374820565443e-17,2.901666509447423e-23,6.513262226235319e-12,1.8950949089126263e-14,2.0750220335004453e-16,1.740493053171926e-17,1.0889970130553925e-25,9.086991678626514e-18,4.375447097720494e-18,8.66125413245416e-22,3.430747603159957e-18,6.515970309020107e-23,2.401715945788745e-24,1.19023682475582e-23,3.76,0.0,0.5591608844331236,0.9999917674329725,7.947513827984738e-06,1.9985382627719935e-10,3.268240945933847e-07,4.137355633075052e-07,3.109176447860531e-15,1.0777382770914356e-16,4.201928918973149e-13,3.654622450828421e-11,7.622322045009735e-06,2.1495869638139178e-08,7.627913288328282e-15,1.5659579841182662e-18,1.1414362321115209e-11,3.894210360849827e-13,1.8346580214119327e-12,3.715033420321942e-11
0.00016734840128673648,0.49080707366348875,1.3802144017370806e-09,5.747732580211768e-10,2.34443517204967e-08,1.8621070870459514e-07,0.0,0.0,1.4007765269566302e-07,3.643732203498987e-09,3.064906089206875e-07,1.473192237596803e-07,7.878522764145183e-16,7.367117671276273e-28,2.431878645333906e-19,7.136110449498998e-12,4.0661289859684894e-11,2.5295212122797672e-09,6.509764966043385e-21,1.2106343840121124e-28,1.936971490898389e-17,2.9020131701262876e-23,6.513252880702174e-12,2.1476745117138334e-14,2.0838755898147093e-16,2.0580701336405584e-17,1.1955940232989018e-25,9.552897529778339e-18,4.6243931996363685e-18,8.68511507785091e-22,3.731651469648925e-18,7.412357729186856e-23,2.695233607693997e-24,1.3268892916579897e-23,3.76,0.0,0.5591601192320014,0.9999910110065823,8.691093772774307e-06,2.1008752200888307e-10,3.438006489739312e-07,4.5664326023003293e-07,3.1091715087994674e-15,1.0777365646232343e-16,4.2019223297894665e-13,3.6552222963226015e-11,8.326517818100393e-06,2.261456297675799e-08,7.629080719758796e-15,1.5662061391921726e-18,1.1416221063053844e-11,3.894848884771012e-13,1.9299583503482364e-12,3.945165266665927e-11
0.00017419771555691817,0.4908070782349638,1.3947702086635347e-09,5.947594837322771e-10,2.461734285925032e-08,1.9482627140621856e-07,0.0,0.0,1.4619230563230325e-07,3.9438100247289295e-09,3.465536918982163e-07,1.5335149091595407e-07,8.322908461030739e-16,7.5213765332239165e-28,2.456882379007407e-19,7.1361042515644335e-12,4.070348341788285e-11,2.638108188572e-09,7.363054532875748e-21,1.3904786448017884e-28,2.119884167436008e-17,2.9023799479595404e-23,6.513243070507103e-12,2.4224251363808783e-14,2.0925730946525707e-16,2.418009010115566e-17,1.308650525868228e-25,1.0019339868779973e-17,4.87387931404204e-18,8.70728066799152e-22,4.051240542441003e-18,8.390004827195481e-23,3.0126590178551147e-24,1.4734739325900296e-23,3.76,0.0,0.5591593159234275,0.9999902166834769,9.472508634001547e-06,2.2033232373142968e-10,3.610544375921489e-07,5.02859892108711e-07,3.109166324199835e-15,1.0777347670362115e-16,4.2019154155835753e-13,3.65586321245213e-11,9.06521650099365e-06,2.375152311585467e-08,7.630328575883166e-15,1.5664713449451632e-18,1.1418207407508752e-11,3.895531281879495e-13,2.026814786158407e-12,4.185670548658616e-11
0.00018104702982709987,0.4908070831347998,1.4095608022911973e-09,6.150715699180429e-10,2.580948622565904e-08,2.0352912870167512e-07,0.0,0.0,1.523416228882222e-07,4.255442963851755e-09,3.9008416731692414e-07,1.5938379475940653e-07,8.780078434948272e-16,7.67973425542917e-28,2.4822894378371674e-19,7.136097759849827e-12,4.074262246449236e-11,2.747402370551072e-09,8.290393880827172e-21,1.5904780124102874e-28,2.313857551711381e-17,2.902767758949644e-23,6.513232788045207e-12,2.72041215900075e-14,2.1011701860647368e-16,2.824047132799339e-17,1.4283967891592344e-25,1.0486277612387433e-17,5.123862028390164e-18,8.728251175739614e-22,4.39021139612388e-18,9.452987642395389e-23,3.35513415188133e-24,1.630409862624228e-23,3.76,0.0,0.5591584738853763,0.9999893838449733,1.0292376166689522e-05,2.305873290449091e-10,3.785898607078614e-07,5.525447784182574e-07,3.1091608900163914e-15,1.0777328829282564e-16,4.2019081711796964e-13,3.656546853438543e-11,9.838876102819824e-06,2.4907039853776228e-08,7.631663309104463e-15,1.5667546029425362e-18,1.1420326440731762e-11,3.896259306668291e-13,2.1252520150864742e-12,4.4372476615902915e-11
0.00018789634409728157,0.4908070883780295,1.4245899269497711e-09,6.357146902551319e-10,2.7021085491394374e-08,2.1232068736026073e-07,0.0,0.0,1.58526340735611e-07,4.578608322602605e-09,4.3724341791910573e-07,1.6541613815838317e-07,9.250513564921898e-16,7.8423070865440534e-28,2.508106251539308e-19,7.1360909696366905e-12,4.077955257921195e-11,2.8574502002007236e-09,9.295238703800754e-21,1.8123027511742563e-28,2.5194057294265824e-17,2.9031775826887324e-23,6.513222025591029e-12,3.042718715606504e-14,2.1097105942299618e-16,3.2800988217079e-17,1.5550732449299909e-25,1.0953680805902936e-17,5.3743096590065396e-18,8.748420567866654e-22,4.749281493165726e-18,1.0605476007234962e-22,3.723831637666928e-24,1.7981298179349402e-23,3.76,0.0,0.5591575924859624,0.9999885118625796,1.1151323917229843e-05,2.4085187830263303e-10,3.9641138333294883e-07,6.05859358679243e-07,3.109155202131317e-15,1.0777309108723217e-16,4.201900591339191e-13,3.657275011371765e-11,1.0647962303204163e-05,2.6081407247680412e-08,7.633088638881516e-15,1.5670566785649315e-18,1.1422583792594143e-11,3.897034901529236e-13,2.2252950861757717e-12,4.700623730254733e-11
0.00019474565836746327,0.49080709397988664,1.4398613823472341e-09,6.566940935073485e-10,2.825244879731068e-08,2.21202376536444e-07,0.0,0.0,1.647472065883758e-07,4.913285352145532e-09,4.881949796364372e-07,1.7144852413936896e-07,9.73471664558745e-16,8.009313676046806e-28,2.5343393448239916e-19,7.136083876129449e-12,4.0814927103257686e-11,2.9683000273642793e-09,1.0381090995050581e-20,2.0576982636877625e-28,2.7370761466110094e-17,2.903610466829805e-23,6.513210775295039e-12,3.3904459310853976e-14,2.118227572775461e-16,3.7902576212198114e-17,1.6889324209947324e-25,1.1421528128828277e-17,5.625199609201649e-18,8.768093996037714e-22,5.129188768901344e-18,1.1851641068635699e-22,4.1199556973378076e-24,1.977080445760877e-23,3.76,0.0,0.559156671083295,0.9999876000978486,1.204998936724712e-05,2.511255001124582e-10,4.1452353609705457e-07,6.629672279613231e-07,3.109149256399689e-15,1.0777288494309867e-16,4.201892670742897e-13,3.658049526438276e-11,1.1492948560652195e-05,2.7274923670713057e-08,7.634606539525197e-15,1.5673781774212467e-18,1.1424985221609607e-11,3.8978600536843667e-13,2.3269694161023314e-12,4.976555630228894e-11
0.0002084442869078267,0.49080710632144103,1.4711467637183182e-09,6.996831276428802e-10,3.07757228027328e-08,2.3924197698742123e-07,0.0,0.0,1.773004286533872e-07,5.617101229637418e-09,6.021401633923542e-07,1.835134367896556e-07,1.074655416711866e-15,8.356894248822834e-28,2.588080948363039e-19,7.136068759673126e-12,4.0882894783474556e-11,3.192609016782277e-09,1.2810062203110789e-20,2.6277925587518164e-28,3.211148623357183e-17,2.90454991899005e-23,6.5131867791618435e-12,4.166658238133048e-14,2.1352912347679827e-16,4.990181354317752e-17,1.9792636568767125e-25,1.2358502748614744e-17,6.1282507651509116e-18,8.806835539685248e-22,5.9545885312756526e-18,1.4642275767012264e-22,4.999461783132558e-24,2.370531889419233e-23,3.76,0.0,0.5591547056497299,0.9999856546169308,1.3969073849894532e-05,2.7169879198519696e-10,4.516381879633835e-07,7.892282094371505e-07,3.109136574378602e-15,1.0777244524932372e-16,4.20187578559148e-13,3.659745156426798e-11,1.3292554639060234e-05,2.972061902459677e-08,7.637934345489237e-15,1.5680825298874836e-18,1.1430243636328783e-11,3.8996670824207e-13,2.5353153870003707e-12,5.569269626335703e-11
0.00022214291544819011,0.49080712028547563,1.5034484804575273e-09,7.440822213033965e-10,3.338186505930447e-08,2.576598236837434e-07,0.0,0.0,1.9000749743364923e-07,6.3667639390115144e-09,7.33272448289843e-07,1.9557856036680494e-07,1.1820095420601897e-15,8.723509632453633e-28,2.643568395370803e-19,7.136052370578061e-12,4.094936430720375e-11,3.4207568640697416e-09,1.5606279587746314e-20,3.3186858765089133e-28,3.74117479069771e-17,2.9055958499841353e-23,6.513160734340246e-12,5.0582271938288357e-14,2.1525140722653596e-16,6.460243200744925e-17,2.3016440395022248e-25,1.3297139231139525e-17,6.632949051462585e-18,8.845813604182062e-22,6.8728084178508154e-18,1.7860145323415464e-22,6.003949842486069e-24,2.814628881844966e-23,3.76,0.0,0.5591525722438372,0.9999835420899535,1.6054933763834526e-05,2.9230579254010536e-10,4.899714073794744e-07,9.326809761607635e-07,3.1091228093013917e-15,1.0777196801024204e-16,4.201857471561208e-13,3.661649569456481e-11,1.5241641794766917e-05,3.224660142439358e-08,7.641678457844204e-15,1.5688743105791176e-18,1.1436150864177857e-11,3.901697376161617e-13,2.750500801857214e-12,6.222080659731487e-11
0.00023584154398855354,0.4908071360014334,1.5367990077219533e-09,7.899362141395644e-10,3.607350783929311e-08,2.764681900480047e-07,0.0,0.0,2.0287481011806635e-07,7.1621786124687706e-09,8.829813660488094e-07,2.0764392554525292e-07,1.296027291782378e-15,9.110742545753716e-28,2.700857447200543e-19,7.1360346676666425e-12,4.1016086797679184e-11,3.653206094129314e-09,1.8799507480563348e-20,4.15068058329786e-28,4.332880397201058e-17,2.906759191755301e-23,6.51313257344967e-12,6.074635126720972e-14,2.1699954227402067e-16,8.239892918129498e-17,2.6585369046561935e-25,1.423742567882344e-17,7.139281445345764e-18,8.885889699606202e-22,7.890674407330272e-18,2.1541820406498314e-22,7.144294428668687e-24,3.313483609087982e-23,3.76,0.0,0.5591502653551031,0.9999812570358299,1.8313041752611282e-05,3.12946183371336e-10,5.295618929739699e-07,1.0947156269594628e-06,3.109107925377536e-15,1.0777145198521217e-16,4.2018376832165856e-13,3.6637798573363606e-11,1.7344289122870768e-05,3.4855419209709424e-08,7.645878338616522e-15,1.569761209428536e-18,1.1442760218239675e-11,3.9039693540859083e-13,2.9727427387836976e-12,6.942226836110741e-11
0.00024954017252891696,0.49080715360230903,1.57123178533245e-09,8.372912647337048e-10,3.885336093752388e-08,2.9567974055810167e-07,0.0,0.0,2.1590895823011554e-07,8.00328250093582e-09,1.0526944750552952e-06,2.197095662946426e-07,1.4172492114519833e-15,9.51897351677465e-28,2.7600055198430115e-19,7.136015608448541e-12,4.108413832727685e-11,3.890456711178751e-09,2.2420329326710246e-20,5.149236294602093e-28,4.99266810260438e-17,2.908052189149299e-23,6.513102226972935e-12,7.225677509855056e-14,2.1878000499887094e-16,1.0371687668876422e-16,3.0526379862664853e-25,1.5179382363616822e-17,7.647269128522327e-18,8.927616179634181e-22,9.015473335545888e-18,2.572497285448541e-22,8.431962874347773e-24,3.8714710695926793e-23,3.76,0.0,0.5591477792983541,0.9999787937996887,2.074904390983235e-05,3.336203424429282e-10,5.704494812127924e-07,1.276760333986992e-06,3.10909188572766e-15,1.0777089589573876e-16,4.201816373788508e-13,3.666154270849708e-11,1.960471108631154e-05,3.754969553518905e-08,7.65056992750346e-15,1.5707508321036794e-18,1.1450128543301386e-11,3.9065026652078047e-13,3.2022646489034243e-12,7.737532395287611e-11
0.00026323880106928036,0.49080717322475326,1.6067812450275228e-09,8.861948888881083e-10,4.1724213793448924e-08,3.1530754232534224e-07,0.0,0.0,2.2911673327224437e-07,8.890045324444784e-09,1.2438786203016312e-06,2.3177552017568186e-07,1.5462680877691169e-15,9.949858746743712e-28,2.8210717305638475e-19,7.135995149085603e-12,4.1154170108246546e-11,4.133048851215031e-09,2.6500175367605073e-20,6.341382015255501e-28,5.727672138962939e-17,2.909488438230671e-23,6.5130696231964175e-12,8.5214724908259e-14,2.2059730019627196e-16,1.2901377316694897e-16,3.486895479510423e-25,1.6123050740398785e-17,8.156955772901682e-18,8.971345008056627e-22,1.0254990263776348e-17,3.044896518570892e-22,9.879088222621212e-24,4.4932471197376925e-23,3.76,0.0,0.5591451082086286,0.9999761465477701,2.3368764872218246e-05,3.5432910371277544e-10,6.126751774256794e-07,1.480282606038505e-06,3.1090746522943402e-15,1.077702984225218e-16,4.20179349514723e-13,3.668792313239639e-11,2.202726134744679e-05,4.033213040217843e-08,7.655788820534785e-15,1.5718510316693442e-18,1.1458316526881542e-11,3.909318296943708e-13,3.4392965294456068e-12,8.616449369443129e-11
