Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55)
2.62143e-10,0.4908070262327073,6.346347362999708e-17,9.406942906512782e-19,4.331452112479351e-18,9.29054183847898e-15,0.0,0.0,6.274235949882525e-14,2.9848752657958675e-21,1.8220586800130353e-18,9.233395295553067e-18,6.859223471305644e-28,1.4051849662842104e-40,1.0956404504056864e-24,4.378652582313624e-15,2.4475207954889116e-18,9.216866582164637e-19,1.9575515304096326e-37,9.058108127734985e-52,8.000890274479408e-33,1.808247189945971e-32,2.2924718289217586e-13,2.792276821049925e-35,1.4837484199843737e-26,1.0219583759236033e-37,1.5425969079674296e-40,2.0756009815888695e-33,1.237538121771038e-38,6.208713568280485e-39,8.94021861856503e-32,2.288541579200899e-43,2.807358222118721e-44,4.643733765777595e-49,3.76,0.0,0.559169268897733,0.9999999999999373,3.0149629521044176e-19,1.2357068216349883e-23,6.273898963220144e-14,2.3368145199986544e-13,3.650451667774397e-23,3.9419151951018555e-22,4.351684865394266e-17,9.288222015199425e-15,2.816559469684049e-18,1.5629874797673136e-18,9.254126325270814e-24,4.028596362113988e-23,1.2266644841099141e-18,2.3322183768646094e-18,1.1192750162543542e-20,6.789505364134958e-21
3.93215e-10,0.49080702623271855,2.0430414780733484e-16,2.9248566262712947e-18,1.087940315961459e-17,1.3937574166586417e-14,0.0,0.0,9.411374122956166e-14,6.503457109322405e-21,5.6957629163810034e-18,3.736435275104703e-17,2.3535265402250203e-27,4.469892050639519e-40,2.369759768161307e-24,9.427427601106131e-15,3.819025064187849e-18,2.8811959028267484e-18,1.4663971263033113e-36,6.68782233757982e-51,4.0554460026974524e-32,1.3604704406628397e-31,3.4092163349562104e-13,2.0935546469925523e-34,3.311591375082874e-26,1.1943747387876517e-36,4.869325601074791e-40,7.35840250504025e-33,4.3921625634852785e-38,3.1692543601729245e-38,2.8854842647271514e-31,1.7924787335216623e-42,1.2999771152552913e-43,4.0414666856971156e-48,3.76,0.0,0.5591692688975801,0.9999999999999057,9.433978013310484e-19,2.759117916574386e-23,9.410589806650225e-14,3.5052288437169956e-13,1.491032546878118e-22,1.1946739925300913e-21,1.2752908774182197e-16,1.393150659088821e-14,6.136850319384173e-18,3.404950610010199e-18,2.4371886866872467e-23,8.227871847987248e-23,2.6721760263910054e-18,3.482315523294343e-18,2.41339265471093e-20,1.4792345762968416e-20
5.24287e-10,0.49080702623272976,4.733878995107552e-16,6.578280397412247e-18,2.147685470839098e-17,1.8586531273696676e-14,0.0,0.0,1.254851549357814e-13,1.1417904265768131e-20,1.2842857220461631e-17,9.953421109062798e-17,5.716671897638819e-27,1.0344927187041388e-39,4.13158999717545e-24,1.636485732515909e-14,5.353764148682438e-18,6.4965458951766066e-18,5.449607426621537e-36,2.653086848076391e-50,1.3200721871028568e-31,5.145160358313025e-31,4.5060757691365453e-13,7.78524853335895e-34,5.98318679950792e-26,5.6251225934989226e-36,1.1072123148790469e-39,1.817155020471773e-32,1.09371078744556e-37,9.739324557031425e-38,6.712635198519654e-31,6.927976624105068e-42,3.769571725300067e-43,1.6601371024761978e-47,3.76,0.0,0.5591692688974272,0.999999999999874,2.1289832419888803e-18,4.986909953926913e-23,1.2547097790851966e-13,4.673643332350272e-13,4.0190736649447756e-22,2.623199371393224e-21,2.7226436915074234e-16,1.857420322163065e-14,1.0774463032332968e-17,5.977136796529083e-18,4.924259087119319e-23,1.3602533391235244e-22,4.690638788400686e-18,4.621799801364923e-18,4.1953705548708193e-20,2.5969336379908396e-20
7.864310000000001e-10,0.49080702623275224,1.6401401263948414e-15,2.146273167563202e-17,5.905555006862935e-17,2.789325366112352e-14,0.0,0.0,1.8822820336515662e-13,2.5453699701319633e-20,4.199208118745473e-17,4.259871318215831e-16,2.1929445176924822e-26,3.850648265695938e-39,9.072366132999033e-24,3.559724701004774e-14,9.16403194656213e-18,2.1241648895493336e-17,4.1926252899612753e-35,2.6842424523118486e-49,8.60009274639014e-31,3.87179681674419e-30,6.641687910262309e-13,6.002458766716596e-33,1.4536159823852474e-25,6.643204956800807e-35,3.694158663785545e-39,7.295926592933389e-32,4.647229464954834e-37,5.533463327809725e-37,2.4105568968416223e-30,6.124618653626939e-41,1.915845389845423e-42,1.7537710219940566e-46,3.76,0.0,0.5591692688971215,0.9999999999998104,6.975359837527003e-18,1.2125515128836673e-22,1.8819600594683428e-13,7.010472800579203e-13,1.786677664518897e-21,8.06940495776874e-21,7.896598207765961e-16,2.785782490791179e-14,2.4020221618041647e-17,1.3320726059816968e-17,1.3611372269926022e-22,2.688321895272301e-22,1.0452790049795687e-17,6.8705671194904555e-18,9.155542770753285e-20,5.78875563325724e-20
9.999999999999999e-10,0.49080702623277467,3.3992920901888352e-15,4.2905781165820997e-17,1.0884336029843682e-16,3.548634631906668e-14,0.0,0.0,2.3934537474387556e-13,4.1035127767206484e-20,8.398471446534882e-17,9.773448614515283e-16,4.8574643372390505e-26,8.941637681408736e-39,1.445511024220935e-23,5.630069796266193e-14,1.317809403574621e-17,4.2483575950696976e-17,1.2946829084333851e-34,9.664590827923289e-49,2.5633324430472256e-30,1.2049629374568671e-29,8.325659978552491e-13,1.855975362205931e-32,2.536426201204875e-25,2.5510683404038613e-34,7.497062125232268e-39,1.6994814106013697e-31,1.1457034942746473e-36,1.5392347730518266e-36,5.2022417543238746e-30,2.102179138601451e-40,4.855057721460485e-42,6.5682903220736814e-46,3.76,0.0,0.5591692688968724,0.9999999999997581,1.3971615380363732e-17,2.1170398416076786e-22,2.3929341761061867e-13,8.914290772421515e-13,4.2082202699148524e-21,1.5456788332342327e-20,1.4539511868148071e-15,3.541945571082374e-14,3.8725287572840465e-17,2.1469987453332357e-17,2.4769678703564775e-22,3.964696249853539e-22,1.6846459422337178e-17,8.674216474357078e-18,1.451870643438944e-19,9.331652690471801e-20
1.0485750000000002e-09,0.49080702623277467,3.900745670243025e-15,4.8950572598136744e-17,1.2257025959339239e-16,3.7214715750571985e-14,0.0,0.0,2.509717144996023e-13,4.509872291833449e-20,9.582237739057775e-17,1.1385177951349146e-15,5.63190048106578e-26,1.0450070596777441e-38,1.5849523096771975e-23,6.16406076386081e-14,1.4205101746611493e-17,4.8471644603057384e-17,1.5662658996175843e-34,1.1880108723836206e-48,3.0898915692263467e-30,1.4591779114802353e-29,8.701661553135582e-13,2.2456278583071195e-32,2.831083764154644e-25,3.1545820223437977e-34,8.57449088229741e-39,1.9856933739414116e-31,1.3496536681648953e-36,1.840477434621543e-36,6.009488349910669e-30,2.5722546997648005e-40,5.7348121462025064e-42,8.104622202595855e-46,3.76,0.0,0.5591692688968157,0.999999999999746,1.5944879069149866e-17,2.3632314176908865e-22,2.509146266291509e-13,9.34730291752928e-13,4.921089047916957e-21,1.7506784935768127e-20,1.635467528898146e-15,3.713908489474311e-14,4.2560391821745694e-17,2.3595016405755293e-17,2.78190461661424e-22,4.279364407424574e-22,1.8513634182072368e-17,9.080883328117534e-18,1.5904231202500282e-19,1.0255593065369336e-19
1.3107190000000003e-09,0.4908070262327972,7.620571411533253e-15,9.250521920180742e-17,2.1767889173812188e-16,4.6555112506752825e-14,0.0,0.0,3.1371596350935224e-13,7.035517039234967e-20,1.8106229298056885e-16,2.41053107728001e-15,1.1775229436114058e-25,2.462351652576088e-38,2.438901405287599e-23,9.403379057097956e-14,2.081252553469853e-17,9.159016103206401e-17,4.3233116950259254e-34,3.775638507758459e-48,8.377200099157342e-30,4.051396239721917e-29,1.068855568785294e-12,6.207388261013316e-32,4.889515410756474e-25,1.0571664350566886e-33,1.646602992971495e-38,4.464698515409919e-31,3.280465633464491e-36,4.800635477649295e-36,1.2431308343118986e-29,8.101382616710162e-40,1.3367236186173785e-41,2.7888860102039003e-45,3.76,0.0,0.55916926889651,0.9999999999996806,3.017893138186895e-17,4.084067374846872e-22,3.1362750355462776e-13,1.1684133675359188e-12,1.0707981643947464e-20,3.156545503695594e-20,2.831064752302912e-15,4.6417982856568486e-14,6.639752269804265e-17,3.679886137992585e-17,4.8207920639039985e-22,6.047297824415677e-22,2.887173518507696e-17,1.1255312541205e-17,2.434060509461545e-19,1.5997621693224439e-19
1.5728630000000004e-09,0.4908070262328198,1.316623206739359e-14,1.554731683911939e-16,3.4982849230553226e-16,5.591856886011928e-14,0.0,0.0,3.764612811732086e-13,1.0122383670093186e-19,3.0417436981795997e-16,4.424453032615718e-15,2.166825551221526e-25,5.341415440694918e-38,3.461681621421674e-23,1.3232317604895155e-13,2.93085925448257e-17,1.538662678148466e-16,9.965683881861823e-34,9.850948608514518e-48,1.903482334257576e-29,9.330330376462303e-29,1.2604935158768282e-12,1.4329960298312483e-31,7.826264592486661e-25,2.8722165315165214e-33,2.810623325135739e-38,8.934962112794843e-31,7.17794818979186e-36,1.081102165267965e-35,2.293274347384798e-29,2.1538818696087655e-39,2.679100548969253e-41,8.086741812070857e-45,3.76,0.0,0.5591692688962042,0.999999999999614,5.078243499681905e-17,6.540856729577896e-22,3.7633538194507047e-13,1.4020965066442786e-12,2.0163262879744277e-20,5.0690352444301856e-20,4.381107209961048e-15,5.5694519085696694e-14,9.553282908638935e-17,5.29303361871463e-17,7.524806075194371e-22,7.930641733077266e-22,4.1525007170365996e-17,1.3396444409650802e-17,3.4366114170460716e-19,2.3014683707749734e-19
2.0971510000000007e-09,0.4908070262328653,3.100697795404489e-14,3.508885639364916e-16,7.43436618100125e-16,7.472892785847067e-14,0.0,0.0,5.019565845090032e-13,1.7979870501914065e-19,6.854951744839899e-16,1.1338782849029075e-14,5.72697334160299e-25,2.104635724035026e-37,5.987717081847416e-23,2.2503081949317863e-13,5.303789723024992e-17,3.4675697175602897e-16,3.749778998267046e-33,4.634617601353494e-47,6.969797910586941e-29,3.461011711571325e-28,1.6235195085888169e-12,5.4097803033054955e-31,1.724365965810184e-24,1.4230252208556698e-32,6.536572046355401e-38,2.853112430814353e-30,2.8116647991573585e-35,4.1345977388202726e-35,6.265503171623038e-29,1.1032695192979007e-38,8.070790664295315e-41,4.949271083418095e-44,3.76,0.0,0.5591692688955927,0.9999999999994769,1.1481936924152602e-16,1.4426844003926436e-21,5.01739237227871e-13,1.8694629723280403e-12,5.4112743329313735e-20,1.0490857832317035e-19,8.505590193849234e-15,7.424050836663303e-14,1.697004082448738e-16,9.396809021396236e-17,1.5025189295535937e-21,1.191607355843779e-21,7.370843948799155e-17,1.7588094654742662e-17,5.884914292421495e-19,4.0872816939833675e-19
2.621439000000001e-09,0.4908070262329113,6.006473549972782e-14,6.584456174342762e-16,1.3409031003743561e-15,9.367572997605436e-14,0.0,0.0,6.274609903173151e-13,2.8082550032329965e-19,1.2839843227815993e-15,2.3266747967356033e-14,1.2293844631958806e-24,6.467665067182661e-37,9.108180271919009e-23,3.3650441564410735e-13,8.75973167038694e-17,6.495020420012639e-16,1.0341994685391622e-32,1.5233061301588942e-46,1.8905084708868215e-28,9.435651379218779e-28,1.9611549799951232e-12,1.4963861754317534e-30,3.320985711343426e-24,4.755086015412022e-32,1.262781389122328e-37,7.31856851549685e-30,8.621089871809183e-35,1.196656378238923e-34,1.414274752924498e-28,3.9009575541592054e-38,1.909983783214989e-40,1.977073356703011e-43,3.76,0.0,0.5591692688949812,0.999999999999333,2.157635940779814e-16,2.781143101059095e-21,6.271331965133962e-13,2.3368296837074517e-12,1.1554036439244463e-19,1.8123579694092318e-19,1.39031940821984e-14,9.277705708007498e-14,2.650685905813932e-16,1.466910529291499e-16,2.5452715700555787e-21,1.6012223192679121e-21,1.1504531154726662e-16,2.167559224323183e-17,8.865557288578583e-19,6.382764835713231e-19
3.145727000000001e-09,0.49080702623295785,1.028074760226049e-13,1.0996204300130922e-15,2.1765570666876974e-15,1.1278787337945839e-13,0.0,0.0,7.529786043752253e-13,4.0430653770298185e-19,2.1397933037176926e-15,4.153801998238574e-14,2.3146087976509944e-24,1.6827013711594357e-36,1.2769274449847445e-22,4.636362667701646e-13,1.349893246219033e-16,1.082412067807427e-15,2.367628971584191e-32,4.11080770960623e-46,4.262749830353848e-28,2.1310972106458588e-27,2.2752828347790786e-12,3.435791694748439e-30,5.840870089573547e-24,1.2744566664777875e-31,2.1712625174209707e-37,1.6306422312714475e-29,2.273151336021085e-34,2.9195975464479366e-34,2.8303281940284946e-28,1.126420977505416e-37,3.899339884795536e-40,6.382362006217017e-43,3.76,0.0,0.5591692688943697,0.9999999999991812,3.607643480261952e-16,4.895843493067161e-21,7.525254973263094e-13,2.80419663634864e-12,2.1370808371798388e-19,2.792453575118088e-19,2.0406582219153077e-14,1.1130417003844227e-13,3.8164297591121242e-16,2.1108146581585918e-16,3.888028869936924e-21,2.012166544197358e-21,1.6551581506014262e-16,2.5678849226237417e-17,1.2312861131991884e-18,9.187657987107344e-19
3.6700150000000014e-09,0.49080702623300515,1.6125913195229685e-13,1.6920957693433508e-15,3.2782330172898765e-15,1.320908354623773e-13,0.0,0.0,8.78514127522182e-13,5.502444460062857e-19,3.285064072233519e-15,6.726958720550524e-14,3.974925492899515e-24,3.873956881199424e-36,1.692262163291463e-22,6.037380023354871e-13,1.968170119848535e-16,1.6617460260414811e-15,4.779770165580086e-32,9.793387859162113e-46,8.466134909875145e-28,4.231372688861375e-27,2.567610975700053e-12,6.958060072752645e-30,9.601215569319892e-24,2.9516708616304492e-31,3.4422488500420784e-37,3.286912441614285e-29,5.3827295313150035e-34,6.328400207510109e-34,5.208672124571827e-28,2.8355544977676545e-37,7.199518951836171e-40,1.7915781544153554e-42,3.76,0.0,0.5591692688937582,0.9999999999990206,5.557466022737336e-16,8.055064185841899e-21,8.779253135138309e-13,3.2715638270223605e-12,3.5733035180373947e-19,3.9718096392442185e-19,2.7829238243178912e-14,1.298218522396529e-13,5.194293353501287e-16,2.8712238949052935e-16,5.5307510866191046e-21,2.4242523306630424e-21,2.2510012677786295e-16,2.961649044886446e-17,1.6170974284152722e-18,1.2501691324776577e-18
4.194303000000002e-09,0.49080702623305295,2.369733603649424e-13,2.4498590312774286e-15,4.6674968890729764e-15,1.5160653790946126e-13,0.0,0.0,1.004072640509649e-12,7.186426442676198e-19,4.74425796100696e-15,1.0132948959013771e-13,6.369127631957246e-24,8.073692608236501e-36,2.1525817242649464e-22,7.545487051402288e-13,2.743004793887531e-16,2.3998776604970596e-15,8.782579974901664e-32,2.1294335379554804e-45,1.5293940411479982e-27,7.63248997401996e-27,2.8396541442229947e-12,1.2828450548561288e-29,1.495279844618779e-23,6.122298902072158e-31,5.138539297757735e-37,6.123086162098269e-29,1.1661880253836474e-33,1.251197718387342e-33,8.98995306427244e-28,6.400707655007862e-37,1.2341349648432502e-39,4.494210195562156e-42,3.76,0.0,0.5591692688931467,0.9999999999988503,8.054375953472862e-16,1.255646871879705e-20,1.0033424128608705e-12,3.738931253699004e-12,5.538714285613782e-19,5.327905637925679e-19,3.601125230842305e-14,1.4833010861563247e-13,6.784341993316535e-16,3.7479831143929867e-16,7.47206752200581e-21,2.8390318268660493e-21,2.93778914536613e-16,3.350557859305433e-17,2.039367134536556e-18,1.6324598588069762e-18
4.718591000000002e-09,0.49080702623310185,3.311226089249051e-13,3.3840224310559764e-15,6.3610545053613774e-15,1.7135407171038848e-13,0.0,0.0,1.1296594590200624e-12,9.095058025858415e-19,6.535896597644979e-15,1.443755599935346e-13,9.663573250028981e-24,1.551650290320549e-35,2.6541432725583584e-22,9.141456987683974e-13,3.6836364449890763e-16,3.3061761225440468e-15,1.4988577499337706e-31,4.329965406251009e-45,2.5665497073224436e-27,1.2777921921470308e-26,3.0927700276026987e-12,2.1973905671613373e-29,2.2267862714380738e-23,1.165504963258421e-30,7.323647532674632e-37,1.0699283673665743e-28,2.3495340410860774e-33,2.298710562796016e-33,1.4738955128323226e-27,1.3249480191001608e-36,1.998063783188794e-39,1.0335448933561044e-41,3.76,0.0,0.5591692688925349,0.9999999999986697,1.1136329159959097e-15,1.8717293357990143e-20,1.1287869343039818e-12,4.206298915386415e-12,8.092739959019158e-19,6.840335671258636e-19,4.4830976601964634e-14,1.6682894393718175e-13,8.586655703781929e-16,4.740952696976506e-16,9.7124813464499e-21,3.2556199752164783e-21,3.715333086804386e-16,3.736187932525411e-17,2.4942018138937024e-18,2.0656122215009902e-18
5.242879000000002e-09,0.49080702623315153,4.447163657428189e-13,4.5044558495217205e-15,8.373503919606559e-15,1.9135133581485742e-13,0.0,0.0,1.2552800253683212e-12,1.1228395974892652e-18,8.675919445996597e-15,1.9697708323017256e-13,1.4028459230339577e-23,2.777452364589724e-35,3.193425735770282e-22,1.080749939211629e-12,4.798016667080516e-16,4.388704379235099e-15,2.407795096885242e-31,8.271713679275704e-45,4.056043643784981e-27,2.0134176299928256e-26,3.3282514477991883e-12,3.543416361037715e-29,3.192916414792569e-23,2.0631798465717213e-30,1.006303640682098e-36,1.7686954096806518e-28,4.422308443532092e-33,3.963060444051902e-33,2.3114962369633705e-27,2.5373473594432586e-36,3.0879130603404206e-39,2.1807283732472202e-41,3.76,0.0,0.5591692688919232,0.9999999999984786,1.4837283397908933e-15,2.6864843695435844e-20,1.2542692221329292e-12,4.673666811648451e-12,1.1286276170670625e-18,8.491661328914979e-19,5.418056194037496e-14,1.8531836291239364e-13,1.0601327859004715e-15,5.850001622516911e-16,1.2253406148076333e-20,3.671946581871442e-21,4.583444761107582e-16,4.120064960115275e-17,2.9779994193707777e-18,2.5496008029048795e-18
5.767167000000002e-09,0.4908070262332023,5.786877769903765e-13,5.82037414374022e-15,1.071831444424583e-14,2.1161566817627228e-13,0.0,0.0,1.3809399074158195e-12,1.35865051902915e-18,1.1178868920444046e-14,2.596674216047862e-13,1.963757450003144e-23,4.67812945426449e-35,3.7670203588957046e-22,1.2526522945205897e-12,6.093400447363202e-16,5.654818701950397e-15,3.678812053849675e-31,1.4955708572427805e-44,6.097544215044678e-27,3.016880618089807e-26,3.5473639307408582e-12,5.43482397174855e-29,4.432856215123139e-23,3.434785556284148e-30,1.3425123709668015e-36,2.7866214489661254e-28,7.839750669038521e-33,6.468142480684312e-33,3.486421171938699e-27,4.5471156544030336e-36,4.591456490233771e-39,4.271058205721927e-41,3.76,0.0,0.5591692688913114,0.9999999999982764,1.91891244142204e-15,3.7335237207942016e-20,1.3797998260033722e-12,5.141034942443291e-12,1.5166375070055152e-18,1.0265214391291936e-18,6.394763955594279e-14,2.0379837030443932e-13,1.2828463841136126e-15,7.075003723384075e-16,1.5095295209499583e-20,4.087191422558842e-21,5.541933183358306e-16,4.5036980834326363e-17,3.487290188900911e-18,3.084399888011406e-18
6.291455000000003e-09,0.49080702623325395,7.337815533512036e-13,7.339468279817003e-15,1.3406361011034792e-14,2.321629773001845e-13,0.0,0.0,1.506644861380717e-12,1.6169459595534094e-18,1.4056102242018974e-14,3.328833736763178e-13,2.6670359618883724e-23,7.491626070518748e-35,4.371778508246369e-22,1.4283164220775237e-12,7.575454504220596e-16,7.110264136031528e-15,5.392677950765357e-31,2.5836007174262665e-44,8.793233444724892e-27,4.33530667524664e-26,3.751297375137136e-12,7.997839954862104e-29,5.987298614574932e-23,5.435754139808604e-30,1.748126694352734e-36,4.214927124608311e-28,1.3218453586138462e-32,1.0082009194533423e-32,5.084413656632095e-27,7.716376445134923e-36,6.612008219804923e-39,7.875430612426325e-41,3.76,0.0,0.5591692688906994,0.9999999999980622,2.4218843322452936e-15,5.047871360807151e-20,1.5053895947099076e-12,5.608403308405114e-12,1.9774106021893258e-18,1.2143120837587577e-18,7.402419836556685e-14,2.2226897094572588e-13,1.5268181987421376e-15,8.41584105212429e-16,1.8237372753441363e-20,4.5021345304879756e-21,6.590605981234435e-16,4.888538852338741e-17,4.018968528684194e-18,3.6699833880286695e-18
6.815743000000003e-09,0.49080702623330646,9.104513616850149e-13,9.067157763011178e-15,1.6444684654775734e-14,2.530069119989717e-13,0.0,0.0,1.6324008165402917e-12,1.8977344334616792e-18,1.731429836835739e-14,4.169053312899396e-13,3.5311536702852294e-23,1.1505560335451224e-34,5.004959904253726e-22,1.6064740220436612e-12,9.247512730981868e-16,8.758419233044794e-15,7.637469641032089e-31,4.2977300539177906e-44,1.2249693684840099e-26,6.01701710001224e-26,3.9411163440924695e-12,1.1371911947798564e-28,7.898456021597306e-23,8.250499272156513e-30,2.2305293680884725e-36,6.159476855319051e-28,2.1368744458561545e-32,1.5122327566649904e-32,7.204666661773354e-27,1.2514912107583325e-35,9.271670137775148e-39,1.381805777282072e-40,3.76,0.0,0.5591692688900873,0.9999999999978367,2.994609105483129e-15,6.666007599759367e-20,1.6310496387749842e-12,6.075771911089974e-12,2.5140090925270572e-18,1.410752921912456e-18,8.432320577501162e-14,2.407301696644348e-13,1.7920616119849203e-15,9.872408886248603e-16,2.1678948770775395e-20,4.9174444887272825e-21,7.729272332095756e-16,5.275934788238215e-17,4.570495323331522e-18,4.306325236976624e-18
