Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73)
2.847897215722276e-09,0.7462977046177782,1.071472749262643e-09,1.1767141193131065e-12,2.607557760213489e-10,9.575450416989028e-12,0.0,0.0,3.1982732467521294e-08,9.641718197259074e-14,1.8155731000912217e-14,1.0232579914906672e-21,2.9629405133257996e-20,1.7579104407421576e-33,3.6174918315876255e-25,4.14122817500541e-19,1.680781748638879e-21,2.0209881820388954e-20,1.6328429460057488e-24,1.3898700221665578e-23,1.414433828444035e-11,4.645535488420663e-19,9.985852503705941e-22,9.143891650622508e-34,1.4087001768538527e-27,4.470913973701495e-19,7.606885713983768e-18,1.748644988866164e-22,4.292713560307952e-42,1.638649095341352e-31,4.4600641243408585e-29,7.765240243585225e-26,3.1586652225352455e-19,7.084152952392734e-34,3.76,0.0,0.739893742533218,0.9990434910610423,1.1960757936812573e-12,3.551229317787527e-25,0.00011710166962774652,0.00011710172574810147,9.713234471305958e-12,6.8762391472818725e-15,0.0009564766941817052,3.870447587044719e-15,3.3685654769538063e-16,3.000765454544775e-08,8.694669651907587e-10,1.4462232187915134e-10,9.354787349749226e-10,4.696246121386915e-06,1.8170501037984932e-14,2.607436978462344e-10,1.551429407216654e-11,3.496325156935092e-15,2.553225571957676e-12,5.665655183230626e-11,1.1363581443069044e-20
2.916200154787443e-09,0.746298093315984,1.1253358328509584e-09,1.2636731720263715e-12,2.73414460708323e-10,1.0295213481153519e-11,0.0,0.0,3.2749692510777126e-08,1.0109664505335499e-13,1.949352122612568e-14,1.1308756129668376e-21,3.257355013800527e-20,1.903822114905784e-33,3.8016300451346775e-25,4.481799922515032e-19,1.884282651495101e-21,2.2226498458681377e-20,1.7670811087779345e-24,1.5028302636356866e-23,1.4830925534477043e-11,4.986286062053504e-19,1.1085029750026847e-21,1.0999312993575792e-33,1.6142773234048458e-27,5.031249807203137e-19,8.169486079140953e-18,1.964545887409655e-22,5.192339268328894e-42,1.8853977239107454e-31,5.0295762862814935e-29,8.714298800509469e-26,3.4721683410003526e-19,8.392104120738866e-34,3.76,0.0,0.7398908771564808,0.9990433924732178,1.284213846656098e-12,4.0730486558791084e-25,0.00011990996080527209,0.00011991001944715258,1.0056810399053092e-11,7.173192698456733e-15,0.0009565745022958487,4.0725465300668584e-15,3.548005264470267e-16,3.068132033195608e-08,9.073469289954106e-10,1.5473114187369492e-10,9.799013041672086e-10,4.808863477741469e-06,1.9058434222440228e-14,2.73399352162325e-10,1.620229663191837e-11,3.66857413114963e-15,2.6670817839990172e-12,5.929875515374625e-11,1.2476228527784448e-20
2.98450309385261e-09,0.7462984820128803,1.180585125138662e-09,1.3548830090698832e-12,2.8637333887584527e-10,1.1050726958126015e-11,0.0,0.0,3.351665309518926e-08,1.0588696628135085e-13,2.0895462166447645e-14,1.2472470061604266e-21,3.5731747294797727e-20,2.0586355728528045e-33,3.990564886871756e-25,4.843269068557959e-19,2.1070728525531123e-21,2.439085223212027e-20,1.909564780560901e-24,1.622511603526058e-23,1.553378350918625e-11,5.343227747902658e-19,1.2278554758259948e-21,1.3176273520574418e-33,1.8442128232381122e-27,5.646745970112972e-19,8.759272291974609e-18,2.2010406401182906e-22,6.252950276040663e-42,2.1621615881365155e-31,5.656520370872125e-29,9.752784821851159e-26,3.8084203414869975e-19,9.903348414356292e-34,3.76,0.0,0.7398880117907759,0.9990433097275137,1.3765792444789325e-12,4.657284079031009e-25,0.00012271824107489744,0.00012271830228702043,1.0402307778173858e-11,7.474857575703224e-15,0.0009566564679849108,4.2807814801329766e-15,3.732795094603061e-16,3.135295446837123e-08,9.458450713967447e-10,1.6527507121290776e-10,1.025308587237028e-09,4.9214800979285805e-06,1.996801847463909e-14,2.863548620615368e-10,1.6902407923464237e-11,3.844911614993747e-15,2.7829819121499376e-12,6.199610871860743e-11,1.3668275717995925e-20
3.052806032917777e-09,0.7462988707084677,1.2372237948517989e-09,1.4504487221158593e-12,2.996324269656398e-10,1.1842900073629073e-11,0.0,0.0,3.428361427623382e-08,1.1078814444388706e-13,2.236305597842672e-14,1.3729041142177191e-21,3.9114118714316597e-20,2.222733834396306e-33,4.184304995693528e-25,5.226583556058353e-19,2.350500187499368e-21,2.6710049108203402e-20,2.0606988016764306e-24,1.7491978420847136e-23,1.6252912161914333e-11,5.716729285068221e-19,1.357245199003479e-21,1.572144889979806e-33,2.100757073591973e-27,6.321411378910429e-19,9.376896272863256e-18,2.4595364169732547e-22,7.498664672419466e-42,2.4717593791553918e-31,6.345251408227976e-29,1.0886724592918932e-25,4.1684927149313286e-19,1.164386039194633e-33,3.76,0.0,0.7398851464361019,0.9990432402579155,1.473271067925453e-12,5.309782637378586e-25,0.00012552651043695582,0.00012552657426775134,1.0749621166487328e-11,7.781150813900276e-15,0.0009567251572627845,4.495246104423016e-15,3.922997113520014e-16,3.202256482927445e-08,9.84950818826702e-10,1.7626112928436054e-10,1.0716976157454547e-09,5.034095981950205e-06,2.0899299599556642e-14,2.996102242022721e-10,1.7614470064742027e-11,4.02533678422397e-15,2.90090098971266e-12,6.474828571673254e-11,1.494340388620747e-20
3.1211089719829438e-09,0.7462992594027466,1.2952548996551786e-09,1.550475502435132e-12,3.1319174179404595e-10,1.2672644083466532e-11,0.0,0.0,3.505057610699667e-08,1.15800178336002e-13,2.3897804802482228e-14,1.5084028131542615e-21,4.2731019584937936e-20,2.3965117936780677e-33,4.382858664482902e-25,5.632725008142904e-19,2.615974938204234e-21,2.9191368571066124e-20,2.22090800269287e-24,1.8831817975467493e-23,1.6988311446009646e-11,6.107158941667589e-19,1.4973014425959633e-21,1.8687042317454817e-33,2.3863124731517112e-27,7.059447144416705e-19,1.0023010690847634e-17,2.7414993298413715e-22,8.956544552858125e-42,2.8171990607118546e-31,7.100355890314188e-29,1.2122394487518507e-25,4.553481321158334e-19,1.3642253675729183e-33,3.76,0.0,0.7398822810924579,0.9990431819141639,1.5743884034308417e-12,6.036795323162967e-25,0.00012833476889177213,0.00012833483538939166,1.1098650903777823e-11,8.091990867657908e-15,0.0009567827203888769,4.7160362149487066e-15,4.118674672851245e-16,3.269015925652544e-08,1.0246537364931968e-09,1.876962170323465e-10,1.1190654327572478e-09,5.146711129808311e-06,2.1852324632530084e-14,3.13165435224129e-10,1.8338327284916347e-11,4.209848923745448e-15,3.0208143654505585e-12,6.755496059933681e-11,1.630538071757781e-20
3.1894119110481107e-09,0.7462996480957178,1.3546813877567754e-09,1.6550686319194724e-12,3.2705130054565757e-10,1.3540872201235758e-11,0.0,0.0,3.5817538638474075e-08,1.2092306676013993e-13,2.55012107628295e-14,1.6543237548814137e-21,4.6593038131668487e-20,2.580376488699276e-33,4.586233869243202e-25,6.062709580567064e-19,2.9049713494149413e-21,3.184226418044971e-20,2.3906381316507623e-24,2.0247655258853685e-23,1.7739981314822537e-11,6.514884515436558e-19,1.648681118088813e-21,2.213129857634509e-33,2.7034400916431734e-27,7.865251194284319e-19,1.069826896523544e-17,3.0484553071620373e-22,1.0656877443667552e-41,3.2016856178425184e-31,7.92665970992577e-29,1.3466325024237593e-25,4.964506370312722e-19,1.5929983941353476e-33,3.76,0.0,0.739879415759843,0.9990431328941707,1.6800303432123682e-12,6.844995581503871e-25,0.00013114301643966347,0.00013114308565198774,1.1449302794678343e-11,8.407297589277086e-15,0.0009568309594512432,4.943249768760797e-15,4.319892343900306e-16,3.3355745559696904e-08,1.0649435266694469e-09,1.9958711850396233e-10,1.1674090927932924e-09,5.259325541504887e-06,2.282714184116233e-14,3.2702049175036265e-10,1.907382589619551e-11,4.3984474133462375e-15,3.142697699858415e-12,7.041580907811858e-11,1.7758061352723902e-20
3.2577148501132776e-09,0.7463000367873817,1.4155060994921934e-09,1.7643334742460715e-12,3.4121112076677423e-10,1.4448499527087348e-11,0.0,0.0,3.658450191982481e-08,1.2615680852586812e-13,2.7174775967416893e-14,1.8112732313105066e-21,5.071099557562907e-20,2.7747473707750472e-33,4.794438297959624e-25,6.517588813207409e-19,3.2190291523067752e-21,3.467036414022321e-20,2.570356803513922e-24,2.1742605404837083e-23,1.8507921721705234e-11,6.940273334329645e-19,1.8120695223171525e-21,2.6119053623884045e-33,3.054866481757823e-27,8.743422896029947e-19,1.1403325267058446e-17,3.381990948768862e-22,1.26334775198805e-41,3.6286289142938564e-31,8.829236287783992e-29,1.4925304883881065e-25,5.402712404350665e-19,1.854156283310949e-33,3.76,0.0,0.739876550438256,0.9990430916876045,1.7902959853898593e-12,7.741498266523474e-25,0.00013395125308093942,0.000133951325055586,1.1801487808988776e-11,8.72699220692276e-15,0.0009568713847805056,5.176986868020258e-15,4.526715933277715e-16,3.4019331516458955e-08,1.1058100270044283e-09,2.119405023761534e-10,1.2167256617836408e-09,5.371939217041931e-06,2.382380072709807e-14,3.411753903900413e-10,1.9820814266024753e-11,4.591131715204566e-15,3.2665269614734443e-12,7.333050812433751e-11,1.9305389059493582e-20
3.3260177891784446e-09,0.7463004254777386,1.4777317688893788e-09,1.8783754661821235e-12,3.556712203586955e-10,1.539644297751919e-11,0.0,0.0,3.7351465998581945e-08,1.315014024496278e-13,2.892000250787318e-14,1.979884059511235e-21,5.509594609404226e-20,2.9800565738621626e-33,5.007479379256495e-25,6.998450480533004e-19,3.559755094886425e-21,3.768347187640842e-20,2.7605544719158095e-24,2.3319880317004717e-23,1.9292132620011844e-11,7.383692257119597e-19,1.9881811196702365e-21,3.0722321140793785e-33,3.443490633381799e-27,9.698767680104767e-19,1.2138834520384745e-17,3.7437543610232393e-22,1.4924007527571035e-41,4.1016516560196825e-31,9.813414892591846e-29,1.650638488940721e-25,5.869268278590832e-19,2.1514783158559162e-33,3.76,0.0,0.7398736851276956,0.9990430570287553,1.905284434103981e-12,8.733879044844122e-25,0.00013675947881590232,0.00013675955360023274,1.2155121798467646e-11,9.050997303016238e-15,0.0009569052620875063,5.417349759936829e-15,4.739212499796654e-16,3.468092487292178e-08,1.1472432088541415e-09,2.2476292346395686e-10,1.2670122170210905e-09,5.4845521564214595e-06,2.4842352027676955e-14,3.5563012773993014e-10,2.057914278965073e-11,4.7879013629718324e-15,3.392278423226686e-12,7.629873596785741e-11,2.0951395933025197e-20
3.3943207282436115e-09,0.7463008141667895,1.5413610252137917e-09,1.997300109027361e-12,3.704316175708932e-10,1.6385621216190768e-11,0.0,0.0,3.811843092083146e-08,1.3695684735451336e-13,3.0738392459463864e-14,2.1608164878768727e-21,5.975917678068548e-20,3.196749183712453e-33,5.225364310916526e-25,7.506419440969769e-19,3.928824479233481e-21,4.088956662464922e-20,2.9617454231578205e-24,2.4982790863015864e-23,2.009261396309832e-11,7.845507673996146e-19,2.177760334442909e-21,3.6020917847235345e-33,3.8723910699527125e-27,1.0736301662496368e-18,1.290545240348906e-17,4.135455972463921e-22,1.7570322334835664e-41,4.624597457981225e-31,1.0884789158793089e-28,1.8216881949724728e-25,6.365367143323088e-19,2.4890955715261768e-33,3.76,0.0,0.7398708198281608,0.9990430278569873,2.025094799632288e-12,9.8301942480455e-25,0.00013956769364484762,0.0001395677712859743,1.2510125229150485e-11,9.379236792852389e-15,0.0009569336520072142,5.664442836578401e-15,4.957450372465708e-16,3.5340533343943954e-08,1.1892331756333395e-09,2.380608242101978e-10,1.3182658471152349e-09,5.597164359645495e-06,2.5882847717468316e-14,3.703847003861381e-10,2.134866386305167e-11,4.988755952227849e-15,3.5199286588343547e-12,7.932017209614996e-11,2.2700203623380398e-20
3.4626236673087784e-09,0.7463012028545345,1.6063963944942483e-09,2.121212960192556e-12,3.854923309940888e-10,1.7416954585744427e-11,0.0,0.0,3.888539673136343e-08,1.4252314207007464e-13,3.263144788105545e-14,2.3547591232599774e-21,6.471220760677189e-20,3.4252835068091146e-33,5.448100088325518e-25,8.042658485073876e-19,4.327982705569411e-21,4.429680402707318e-20,3.174468792425619e-24,2.673474906730994e-23,2.0909365704322394e-11,8.326085507163988e-19,2.3815823532096115e-21,4.210312923442266e-33,4.344833086856196e-27,1.1861256266370678e-18,1.370383534988385e-17,4.558869330166771e-22,2.061883506199483e-41,5.201539011600696e-31,1.2049225806877404e-28,2.0064382968609718e-25,6.892226425473336e-19,2.871515811105688e-33,3.76,0.0,0.7398679545396509,0.9990430032835079,2.1498261985029967e-12,1.103900117592129e-24,0.00014237589756806404,0.00014237597811285712,1.2866422928326136e-11,9.711635903446413e-15,0.0009569574433321326,5.9183726345544445e-15,5.181499169445361e-16,3.599816461341212e-08,1.2317701611874141e-09,2.5184053615687277e-10,1.3704836519469343e-09,5.709775826716067e-06,2.694534100969172e-14,3.8543910490555687e-10,2.2129231856228434e-11,5.19369513214462e-15,3.64945453922872e-12,8.239449725325829e-11,2.4556024090070675e-20
3.5309266063739453e-09,0.7463015915409739,1.6728403010296276e-09,2.250219624912161e-12,4.0085337955325663e-10,1.849136504062125e-11,0.0,0.0,3.965236347379987e-08,1.4820028543213963e-13,3.460067081508657e-14,2.5624298790510123e-21,6.996679138222336e-20,3.666131339048167e-33,5.675693532903305e-25,8.608369182432215e-19,4.759046823146009e-21,4.7913516738498635e-20,3.399289602182453e-24,2.857927030194533e-23,2.1742387797043533e-11,8.82579121143998e-19,2.600453937102813e-21,4.906641747773774e-33,4.864276131846888e-27,1.3079082842277212e-18,1.4534640549213888e-17,5.015831877000925e-22,2.412090676627092e-41,5.836786350337439e-31,1.3312873571151778e-28,2.2056748719906805e-25,7.451087810323025e-19,3.303649594698245e-33,3.76,0.0,0.7398650892621644,0.9990429825634817,2.2795777536064693e-12,1.2369378852579574e-24,0.00014518409058583397,0.0001451841740809275,1.3223943845375945e-11,1.0048121152614445e-14,0.0009569773808978866,6.179247834576476e-15,5.411429817854566e-16,3.6653826334496205e-08,1.2748445281841616e-09,2.661082813984436e-10,1.4236627426231763e-09,5.822386557635222e-06,2.802988635752686e-14,4.0079333786711413e-10,2.2920703086851423e-11,5.40271859821902e-15,3.780833229028171e-12,8.552139343871828e-11,2.6523160382829224e-20
3.5992295454391123e-09,0.7463019802261088,1.7406950688766484e-09,2.384425748089307e-12,4.165147825005743e-10,1.960977608085929e-11,0.0,0.0,4.041933119070273e-08,1.539882762826537e-13,3.6647563287545206e-14,2.7845769441744825e-21,7.55349137173004e-20,3.919778234131358e-33,5.908151320580023e-25,9.204792727209934e-19,5.223907087945889e-21,5.174821504194157e-20,3.636799822720247e-24,3.0519975475316205e-23,2.2591680194622955e-11,9.344989774849584e-19,2.8352142438801173e-21,5.7018173330860334e-33,5.434381327505596e-27,1.439545728645204e-18,1.539852594801681e-17,5.508245709966271e-22,2.8133260678218855e-41,6.534895210915579e-31,1.4682172339940855e-28,2.4202117690116163e-25,8.043217223281863e-19,3.7908376737620594e-33,3.76,0.0,0.7398622239957003,0.9990429650726905,2.4144485943043724e-12,1.3830949237510962e-24,0.00014799227269843393,0.00014799235919023176,1.3582620825731213e-11,1.0388620328291606e-14,0.000956994088922181,6.447179260898427e-15,5.647314574330195e-16,3.7307526129883966e-08,1.318446766525173e-09,2.808701740172505e-10,1.4778002414322937e-09,5.934996552405002e-06,2.9136539455316265e-14,4.1644739583286486e-10,2.3722935794259016e-11,5.615826085955521e-15,3.9140421830460866e-12,8.870054390643739e-11,2.860600744799695e-20
3.667532484504279e-09,0.7463023689099393,1.8099629233189218e-09,2.523937006271357e-12,4.324765594083385e-10,2.077311268686225e-11,0.0,0.0,4.118629992366527e-08,1.5988711346953417e-13,3.877362730795125e-14,3.0219797729702263e-21,8.142879298455304e-20,4.186723771640462e-33,6.145480010376005e-25,9.83321078226659e-19,5.724528527185116e-21,5.580958747337398e-20,3.8876194548362674e-24,3.2560593218499084e-23,2.3457242850423544e-11,9.884045719222522e-19,3.0867356596613357e-21,6.60765138379329e-33,6.05901913570971e-27,1.5816284656760052e-18,1.629615025035213e-17,6.0380783198051815e-22,3.2718422005941867e-41,7.300675487724534e-31,1.6163862513172172e-28,2.6508909889437436e-25,8.669904811712331e-19,4.3388796946803605e-33,3.76,0.0,0.7398593587402579,0.9990429502880116,2.5545378565365106e-12,1.5433898893649796e-24,0.00015080044390613413,0.00015080053344081637,1.3942390397233903e-11,1.073306246809071e-14,0.0009570080905275355,6.722279880639731e-15,5.889227046246786e-16,3.7959271591997726e-08,1.3625674917765775e-09,2.961322215012632e-10,1.5328932817995128e-09,6.0476058110274645e-06,3.0265357239663885e-14,4.3240127535893623e-10,2.4535790113802723e-11,5.833017365385584e-15,4.0490591428381536e-12,9.193163316352946e-11,3.08090529598909e-20
3.735835423569446e-09,0.7463027575924657,1.880645992317486e-09,2.6688590997542404e-12,4.487387301618611e-10,2.1982301255125912e-11,0.0,0.0,4.1953269713389606e-08,1.658967958465361e-13,4.0980364869343653e-14,3.2754500959214696e-21,8.766088028105872e-20,4.467481824766488e-33,6.387686073142693e-25,1.0494946321763878e-18,6.262952510606039e-21,6.010650145568343e-20,4.152397634582162e-24,3.470496206898635e-23,2.4339075717809828e-11,1.0443323100787717e-18,3.3559246402143923e-21,7.637112773958305e-33,6.742277164064867e-27,1.7347703785824884e-18,1.7228172918301455e-17,6.607363312088299e-22,3.794518434245913e-41,8.139199777912669e-31,1.7764994582301417e-28,2.8985830632310114e-25,9.332464926804507e-19,4.954064252008637e-33,3.76,0.0,0.7398564934958356,0.9990429377710628,2.6999446829253146e-12,1.7189001114370573e-24,0.0001536086042091995,0.0001536086968327276,1.4303192568215371e-11,1.1081377839104434e-14,0.0009570198240963639,7.004664802993896e-15,6.137242213509152e-16,3.860907028319659e-08,1.4071974436188896e-09,3.1190032614438435e-10,1.5889390082428043e-09,6.160214333504665e-06,3.141639789043302e-14,4.486549729963479e-10,2.5359128051534484e-11,6.0542922363168625e-15,4.185862133287747e-12,9.521434696910576e-11,3.313687817652476e-20
3.87244130169978e-09,0.7463035349536081,2.0262658077445775e-09,2.9753586663780222e-12,4.821643342699766e-10,2.454194656819303e-11,0.0,0.0,4.3487212621838696e-08,1.7824869161440613e-13,4.5641868504798524e-14,3.8340077892307e-21,1.0119064674853784e-19,5.072564041539408e-33,6.886755934821771e-25,1.1923873347713703e-18,7.46176479382175e-21,6.94433220897767e-20,4.726578694224388e-24,3.9320869848737776e-23,2.6151551900805728e-11,1.162399607596866e-18,3.951106604011922e-21,1.0125133768951648e-32,8.302138229694463e-27,2.0768069171671125e-18,1.9198054991280053e-17,7.87275959287441e-22,5.063309231398195e-41,1.0056136401342255e-30,2.1355396485119893e-28,3.4486327933739157e-25,1.0770581052584412e-18,6.413653705525664e-33,3.76,0.0,0.7398507630400478,0.9990429181358387,3.007107632680405e-12,2.1201827232863918e-24,0.00015922489210245782,0.00015922499104071544,1.5027671035835973e-11,1.1789355371705098e-14,0.0009570378916395657,7.591758696879015e-15,6.651887551235726e-16,3.9902857453071763e-08,1.497948597247693e-09,3.4497779835185e-10,1.703877152630976e-09,6.3854291700315355e-06,3.37853867320532e-14,4.820618087877326e-10,2.7036712010590616e-11,6.509092077622511e-15,4.46473970220109e-12,1.0193339751446283e-10,3.8185666033355736e-20
4.009047179830114e-09,0.74630431230954,2.1775696463447077e-09,3.3047702333769392e-12,5.167917598982767e-10,2.729614913189957e-11,0.0,0.0,4.502116022612217e-08,1.9104395452858815e-13,5.0644089808355774e-14,4.4674291378554895e-21,1.162284749669715e-19,5.739431891554747e-33,7.405412017495594e-25,1.3503015738637537e-18,8.838261891467263e-21,7.983321874385079e-20,5.3651621891746604e-24,4.4400688031922814e-23,2.802910837055878e-11,1.2889911860765194e-18,4.62872574574812e-21,1.329631482948677e-32,1.0151314089726535e-26,2.471051467277938e-18,2.131346303499704e-17,9.32205192157265e-22,6.689225052548057e-41,1.233187020633806e-30,2.551636269861342e-28,4.077909999463604e-25,1.2368563801038313e-18,8.23092681238125e-33,3.76,0.0,0.7398450326283281,0.9990429038856316,3.336730722021229e-12,2.5968219171969025e-24,0.00016484113638022256,0.00016484124181456614,1.5755638919018506e-11,1.251201890082945e-14,0.0009570505729373454,8.209424620408029e-15,7.191878733964657e-16,4.1188947544077564e-08,1.590628569441299e-09,3.801477572197162e-10,1.8225920509355577e-09,6.610641062002157e-06,3.6243996316002904e-14,5.166678755378406e-10,2.8754620193521676e-11,6.9802244600665e-15,4.750504628064647e-12,1.0885520660652243e-10,4.3790926779022103e-20
4.145653057960448e-09,0.7463050896602634,2.334571171986739e-09,3.6579394815334495e-12,5.52621176675396e-10,3.0252364756391375e-11,0.0,0.0,4.65551128254208e-08,2.042825756177063e-13,5.599904413052646e-14,5.183477799073907e-21,1.3288234799500975e-19,6.472738150382486e-33,7.943705908341596e-25,1.5244530059338888e-18,1.041168492068507e-20,9.135363748788933e-20,6.074507808514246e-24,4.997930358109771e-23,2.997174475404163e-11,1.4243966203886427e-18,5.397348170824005e-21,1.7305876482663984e-32,1.2331151753043322e-26,2.9233036531855487e-18,2.3579700057388217e-17,1.0973958658342774e-21,8.755286425529737e-41,1.5017330599080835e-30,3.031649108917313e-28,4.794443932760412e-25,1.413779748165571e-18,1.047718860308187e-32,3.76,0.0,0.7398393022606682,0.999042893412134,3.689607342621083e-12,3.1597849062087684e-24,0.00017045733704443,0.0001704574491546506,1.648672339301753e-11,1.3248852821246826e-14,0.0009570594762955156,8.858660455944161e-15,7.75786733396924e-16,4.2467399990978385e-08,1.6851675919244406e-09,4.17453773028539e-10,1.9450612541981367e-09,6.835850009433111e-06,3.8792736918428915e-14,5.52473145532487e-10,3.0511813488650394e-11,7.467688497537842e-15,5.042990970037262e-12,1.1597730525649152e-10,4.9992772093082153e-20
4.2822589360907815e-09,0.7463058670057822,2.4972826244832275e-09,4.035711756150548e-12,5.896527585618529e-10,3.341806605601539e-11,0.0,0.0,4.8089070709065075e-08,2.1796454599373398e-13,6.171874655801863e-14,5.99053798271353e-21,1.5126396892694855e-19,7.27738985871683e-33,8.50169064985071e-25,1.7161314159623027e-18,1.2202649637311386e-20,1.0408495054911826e-19,6.861554957805115e-24,5.609357048743112e-23,3.197946067825057e-11,1.5689047461280996e-18,6.266169020929892e-21,2.2337491362969123e-32,1.4887270579552193e-26,3.439781287682257e-18,2.6002081200888954e-17,1.2848319069367257e-21,1.1360035192676307e-40,1.8168499378971732e-30,3.5830341594228124e-28,5.60675566695279e-25,1.609005194110734e-18,1.3234952062467554e-32,3.76,0.0,0.7398335719370592,0.9990428855850191,4.0665310023058825e-12,3.821206002223313e-24,0.00017607349409694495,0.0001760736130613396,1.7220591388355344e-11,1.3999359345492528e-14,0.0009570657320404378,9.540498246265958e-15,8.350529110707341e-16,4.373827376362673e-08,1.7814977397521843e-09,4.569378616019854e-10,2.0712624867954137e-09,7.0610560123410164e-06,4.1432138771479314e-14,5.89477591024276e-10,3.230728039847692e-11,7.971483499279742e-15,5.342037005416032e-12,1.2329724437622174e-10,5.683290091436573e-20
4.418864814221115e-09,0.7463066443460985,2.6657148617401767e-09,4.438931843844794e-12,6.27886683629921e-10,3.680074061232153e-11,0.0,0.0,4.962303415731896e-08,2.3208985684930714e-13,6.781521191398678e-14,6.897651799236643e-21,1.7148875972131919e-19,8.158556791561237e-33,9.07942175461876e-25,1.926703369766033e-18,1.4233198347424734e-20,1.1811047877601206e-19,7.733863384530407e-24,6.278237878394442e-23,3.405225577020475e-11,1.7228036614991958e-18,7.245041583236692e-21,2.8607354267820074e-32,1.786984642211897e-26,4.027135021947686e-18,2.858593372971813e-17,1.4966112127602205e-21,1.4619786214035841e-40,2.1846703694642768e-30,4.213880186604991e-28,6.523869550007038e-25,1.8237481994030633e-18,1.6599268008359915e-32,3.76,0.0,0.7398278416574926,0.9990428796150014,4.468295327835806e-12,4.594468741402201e-24,0.0001816896075395653,0.0001816897335350039,1.7956945374978797e-11,1.4763057918030814e-14,0.0009570701294561416,1.025600414412747e-14,8.97056478548425e-16,4.500162737155339e-08,1.879552886083376e-09,4.986405251054647e-10,2.201173645085527e-09,7.2862590707425065e-06,4.416275207355299e-14,6.276811842412134e-10,3.4140036307925634e-11,8.491608920004602e-15,5.647485129210652e-12,1.308125947288296e-10,6.43546321002838e-20
4.555470692351449e-09,0.7463074216812148,2.839877400873572e-09,4.868443756420787e-12,6.673231338476421e-10,4.040788919003398e-11,0.0,0.0,5.1157003442010284e-08,2.4665849945521107e-13,7.430045475836329e-14,7.914557880798016e-21,1.9367586002994374e-19,9.121679901797585e-33,9.676958260694622e-25,2.1576148529404926e-18,1.652685223338921e-20,1.3351651464711052e-19,8.699655134843604e-24,7.008672327144454e-23,3.619012965694546e-11,1.886380729196479e-18,8.34450692509077e-21,3.6368670857797306e-32,2.133390459096837e-26,4.692462954277093e-18,3.133659701047989e-17,1.7349474278785072e-21,1.8671111188281834e-40,2.6118913306836936e-30,4.932946971571334e-28,7.555324514110341e-25,2.0592626856197222e-18,2.0679162586585918e-32,3.76,0.0,0.7398221114219593,0.9990428749511923,4.895694067546884e-12,5.4942909848342504e-24,0.00018730567737402715,0.00018730581057601432,1.869551957432372e-11,1.553948464512146e-14,0.0009570732194298355,1.1006278356071162e-14,9.618700823116028e-16,4.625751886836411e-08,1.979268658010661e-09,5.426007918750214e-10,2.3347727960668967e-09,7.511459184654239e-06,4.698514699467016e-14,6.67083897393461e-10,3.6009122771390166e-11,9.028064320777609e-15,5.95918175588101e-12,1.3852094687667925e-10,7.260293826640772e-20
4.692076570481783e-09,0.7463081990111334,3.019778458314157e-09,5.325090521664944e-12,7.079622948670227e-10,4.4247024004830945e-11,0.0,0.0,5.269097882703667e-08,2.616704651580172e-13,8.118648938825824e-14,9.051731270854847e-21,2.179481260242234e-19,1.0172479739924697e-32,1.0294363833265224e-24,2.4103938956439922e-18,1.9108664092826343e-20,1.5039234581955946e-19,9.7678578379366e-24,7.80497719345111e-23,3.839308196553545e-11,2.0599225782808978e-18,9.575824041041468e-21,4.591659411451809e-32,2.5339621648626633e-26,5.443325193195392e-18,3.425942248633149e-17,2.0021716196764342e-21,2.3673570273391877e-40,3.10580419208159e-30,5.749705301210725e-28,8.711185250473366e-25,2.3168409579926644e-18,2.5599187780256606e-32,3.76,0.0,0.7398163812304509,0.9990428712061231,5.349521093855131e-12,6.536813021971166e-24,0.00019292170360200858,0.00019292184418474157,1.943607655915161e-11,1.6328191740312022e-14,0.0009570753894291232,1.1792455080725824e-14,1.029569021963871e-15,4.750600585597265e-08,2.0805823934250484e-09,5.888562552965959e-10,2.4720381760492496e-09,7.736656354092879e-06,4.989991367715198e-14,7.076857026784036e-10,3.791360681814457e-11,9.580849339671762e-15,6.276977223201722e-12,1.4641991112680004e-10,8.162448074478033e-20
